0	Index      	 *	Score 	Summary	Detail	
1	31315 32115	 * 	190.27	DCR|3VULN|3ZMB|1AART|1DMG	19aBEXP|2RMIN|39aZMB|4MLV|5AART|6DMG|7RCR|89aVULN|9aBPWR
158	12351 21641	   	164.58	DCR|3VULN|1AART|2CDMG	1RCVC|28CDMG|358FEWX|4AART|6RCR|789VULN|8BPWR|aBEXP
159	12351 21642	   	164.58	DCR|3VULN|1AART|2CDMG	1RCVC|28CDMG|358FEWX|4AART|6RCR|789VULN|8BPWR|aCGEN
160	42315 33362	   	164.54	ACR|3VULN|1AART|1DMG|1DUR	1RPLT|2DMG|3FEWX|49aVULN|5RCR|6DUR|7ERES|8AART
161	45222 41632	 * 	164.49	ACR|2DMG|1AART|2ASPD|1CDMG|1ZMB	1RPLT|2MBVNT|38ASPD|4RCR|5AART|68DMG|78CGEN|8BPWR|9CDMG|aZMB
162	45222 43632	   	164.49	ACR|2DMG|1AART|2ASPD|1CDMG|1ZMB	1RPLT|2MBVNT|38ASPD|4RCR|5AART|68DMG|78MLV|8BPWR|9CDMG|aZMB
163	12351 21643	   	164.48	DCR|3VULN|1AART|2CDMG	1RCVC|28CDMG|358FEWX|4AART|6RCR|789VULN|8BPWR|aDUST
164	42162 34622	   	164.48	DCR|2DMG|1AART|1VULN|2ASPD|1ZMB	1RPLT|28DMG|3ZMB|48LWND|58ASPD|6MBVNT|7AART|8BPWR|9RCR|aVULN
165	45222 42733	   	164.43	ACR|2VULN|2AART|1DMG|1ASPD	1RPLT|2MBVNT|3ASPD|4RCR|59AART|6DMG|7LEGI|8aVULN
166	36464 42153	 * 	164.41	DCR|3DMG|2VULN|3DUR	18aBEXP|2MBVNT|3RMIN|46VULN|58aDMG|78aDUR|8aBPWR|9RCR
167	45724 44211	   	164.39	ACR|3VULN|2DMG|1ZMB	1RPLT|2MBVNT|3aDMG|4RCR|5aFEWX|6LWND|7ZMB|89aVULN|aBPWR
168	45724 44224	   	164.39	ACR|3DMG|2VULN|1ZMB	1RPLT|2MBVNT|39aDMG|4RCR|59FEWX|6LWND|7ZMB|89VULN|9BPWR
169	12151 65221	 * 	164.37	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2CDMG|3CANSTR|4DMG|569VULN|7DUR|8RCR|aZMB
170	21656 32221	   	164.37	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2LIT|3ZMB|4BELT|5DMG|6RCR|7aVULN|8AART|9DUR
171	42234 22531	 * 	164.33	ACR|2DMG|1AART|1VULN|1FLTHEA|1DUR	1RPLT|2aDMG|3DUR|4RCR|5BEXP|6TLV|7FLTHEA|8VULN|9AART
172	42236 22531	   	164.33	ACR|2DMG|1AART|1VULN|1FLTHEA|1DUR	1RPLT|2aDMG|3DUR|4RCR|5LWND|6TLV|7FLTHEA|8VULN|9AART
173	45222 44632	   	164.28	ACR|2DMG|1AART|1CDMG|2ASPD|1ZMB	1RPLT|2MBVNT|38ASPD|4RCR|5AART|68DMG|78ERES|8BPWR|9CDMG|aZMB
174	42633 24721	 * 	164.28	ACR|3DMG|3ZMB|1VULN	1RPLT|29aDMG|39aBEXP|4RCR|5DUST|6MBVNT|7VULN|89aZMB|9aBPWR
175	42232 22622	   	164.19	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	16RPLT|2DMG|3DUR|4RCR|5AART|7LWND|8aVULN|9ZMB
176	42232 22626	   	164.19	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	16RPLT|2aDMG|3DUR|4RCR|5AART|7LWND|8VULN|9ZMB
177	42232 23623	   	164.19	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	16RPLT|2DMG|3DUR|4RCR|5AART|7BEXP|8aVULN|9ZMB
178	42232 25522	   	164.19	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	16RPLT|2DMG|3DUR|4RCR|5AART|7aVULN|8LWND|9ZMB
179	42332 24623	   	164.19	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	16RPLT|2DMG|3FEWX|4RCR|5AART|7DUR|8aVULN|9ZMB
180	42232 21623	   	164.09	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	16RPLT|2DMG|3DUR|4RCR|5AART|7DUST|8aVULN|9ZMB
181	42232 25223	   	164.09	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	16RPLT|2DMG|3DUR|4RCR|5AART|7aVULN|8MBVNT|9ZMB
182	42232 32643	   	164.09	ACR|2DMG|1AART|2CDMG|1ZMB|1DUR	1RPLT|29DMG|3DUR|4RCR|5AART|69ERES|7DMSP|89CDMG|9BPWR|aZMB
183	42232 34422	   	164.09	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1RPLT|28DMG|3DUR|4RCR|5AART|6ERES|7LHND|9ZMB|aVULN
184	42232 35422	   	164.09	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1RPLT|28DMG|3DUR|4RCR|5AART|6ERES|7FEWX|9ZMB|aVULN
185	42232 41622	   	164.09	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1RPLT|2DMG|3DUR|4RCR|5AART|6NUKE|7CGEN|8aVULN|9ZMB
186	45222 41722	   	164.09	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1RPLT|2MBVNT|3ASPD|4RCR|5AART|6DMG|7CGEN|8aVULN|9ZMB
187	21325 32244	   	164.01	DCR|2VULN|2DMG|1AART	1CGEN|2LIT|3BELT|49DMG|5RMIN|6RCR|7aVULN|8AART
188	42431 13143	   	163.99	ACR|3DMG|1AART|1CDMG|1ZMB	1RPLT|268DMG|3SNIHEL|4RCR|5LIT|7ZMB|9AART|aCDMG
189	45222 44722	   	163.99	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1RPLT|2MBVNT|3ASPD|4RCR|5AART|6DMG|7ERES|8aVULN|9ZMB
190	12362 21641	   	163.98	DCR|3VULN|1AART|2CDMG	1RCVC|28CDMG|348FEWX|5AART|6RCR|789VULN|8BPWR|aBEXP
191	12362 21642	   	163.98	DCR|3VULN|1AART|2CDMG	1RCVC|28CDMG|348FEWX|5AART|6RCR|789VULN|8BPWR|aCGEN
192	42132 11346	 * 	163.94	DCR|3DMG|1VULN|2CDMG|1ZMB	1RPLT|279DMG|3ZMB|49LIT|5DLOT|69CDMG|8RCR|9BPWR|aVULN
193	42232 11551	   	163.94	ACR|2DMG|1AART|1VULN|1ZMB|1DUR|1SELL	1RPLT|28DMG|3DUR|4RCR|5AART|6SELL|7CGEN|9VULN|aZMB
194	42232 13551	   	163.94	ACR|2DMG|1AART|1VULN|1ZMB|1DUR|1SELL	1RPLT|28DMG|3DUR|4RCR|5AART|6SELL|7MLV|9VULN|aZMB
195	42232 14161	   	163.94	ACR|2DMG|1AART|1VULN|1ZMB|1DUR|1SELL	1RPLT|27DMG|3DUR|4RCR|5AART|6SELL|8VULN|9CGEN|aZMB
196	42233 63332	 * 	163.93	ACR|2DMG|2AART|1VULN|1DUR	1RPLT|28DMG|3DUR|4RCR|5DUST|69AART|7BEXP|aVULN
197	42234 61332	   	163.93	ACR|2DMG|2AART|1VULN|1DUR	1RPLT|28DMG|3DUR|4RCR|5BEXP|69AART|7DUST|aVULN
198	12213 32111	   	163.90	DCR|2DMG|2AART|1CDMG|1ZMB|1ASPD	1RCVC|2CDMG|3ZMB|4ASPD|57DMG|6DUST|8RCR|9aAART
199	12362 21643	   	163.88	DCR|3VULN|1AART|2CDMG	1RCVC|28CDMG|348FEWX|5AART|6RCR|789VULN|8BPWR|aDUST
200	42232 33551	   	163.84	ACR|2DMG|1AART|1VULN|1ZMB|1DUR|1SELL	1RPLT|28DMG|3DUR|4RCR|5AART|6ERES|7SELL|9VULN|aZMB
201	36127 38411	 * 	163.84	ACR|2VULN|2DMG|2ZMB|1CDMG	1BEXP|2MBVNT|3aZMB|4LWND|5RCR|6FEWX|7aVULN|8CDMG|9aDMG|aBPWR
202	12351 21622	 * 	163.78	DCR|2VULN|1AART|2CDMG|2ZMB	1RCVC|28CDMG|358FEWX|4AART|6RCR|78VULN|8BPWR|9aZMB
203	45432 41163	   	163.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RPLT|2MBVNT|35VULN|4AART|6CDMG|7DMSP|8ZMB|9DMG|aRCR
204	12154 52111	   	163.78	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCVC|2CDMG|3CANSTR|46DMG|5LIT|7ZMB|8AART|9RCR|aVULN
205	45433 31163	   	163.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RPLT|2MBVNT|36VULN|4AART|5CDMG|7DMSP|8ZMB|9DMG|aRCR
206	45143 54431	   	163.77	DCR|3VULN|2AART|1ZMB	1RPLT|2MBVNT|3LIT|4ZMB|5aAART|689VULN|7RCR
207	36147 18411	   	163.74	ACR|2VULN|2DMG|2ZMB|1CDMG	1BEXP|2MBVNT|3aZMB|4DUST|5RCR|6FEWX|7aVULN|8CDMG|9aDMG|aBPWR
208	36147 48411	   	163.74	ACR|2VULN|2DMG|2ZMB|1CDMG	1BEXP|2MBVNT|3aZMB|4DUST|5RCR|6LWND|7aVULN|8CDMG|9aDMG|aBPWR
209	42632 14122	   	163.59	ACR|2VULN|2DMG|1AART|1SELL	1RPLT|27DMG|3BEXP|4RCR|5AART|6SELL|8aVULN|9FEWX
210	36216 32111	   	163.51	DCR|2VULN|2DMG|1AART	139BEXP|2MBVNT|4MLV|5AART|69DMG|7RCR|89VULN|9BPWR|aLIT
211	36216 32112	   	163.51	DCR|2VULN|2DMG|1AART	139BEXP|2MBVNT|4MLV|5AART|69DMG|7RCR|89VULN|9BPWR|aFEWX
212	36216 32114	   	163.51	DCR|2VULN|2DMG|1AART	139BEXP|2MBVNT|4MLV|5AART|69DMG|7RCR|89VULN|9BPWR|aRPLT
213	36216 32115	   	163.51	DCR|2VULN|2DMG|1AART	139BEXP|2MBVNT|4MLV|5AART|69DMG|7RCR|89VULN|9BPWR|aLHND
214	36616 32112	   	163.51	DCR|2VULN|2DMG|1AART	19BEXP|2MBVNT|3RCVC|4MLV|5AART|69DMG|7RCR|89VULN|9BPWR|aRPLT
215	36616 32113	   	163.51	DCR|2VULN|2DMG|1AART	19BEXP|2MBVNT|3RCVC|4MLV|5AART|69DMG|7RCR|89VULN|9BPWR|aLIT
216	36616 32114	   	163.51	DCR|2VULN|2DMG|1AART	19BEXP|2MBVNT|3RCVC|4MLV|5AART|69DMG|7RCR|89VULN|9BPWR|aLHND
217	42332 14142	   	163.49	ACR|2VULN|2DMG|1AART|1SELL	1RPLT|27DMG|3FEWX|4RCR|5AART|6SELL|8aVULN|9DUST
218	42233 63323	   	163.49	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1RPLT|28DMG|3DUR|4RCR|5DUST|6AART|7BEXP|9ZMB|aVULN
219	42234 61323	   	163.49	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1RPLT|28DMG|3DUR|4RCR|5BEXP|6AART|7DUST|9ZMB|aVULN
220	42433 11351	   	163.49	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1RPLT|2aDMG|3SNIHEL|4RCR|5ZMB|6AART|7LHND|8DUR|9VULN
221	45723 34221	   	163.43	ACR|3VULN|3DMG|1ZMB|1DUR|3MSE	1RPLT|2MBVNT|39aDMG|4RCR|59aMSE|6DUR|7ZMB|89aVULN|9aBPWR
222	36216 32116	   	163.41	DCR|2VULN|2DMG|1AART	139BEXP|2MBVNT|4MLV|5AART|69DMG|7RCR|89VULN|9BPWR|aDUST
223	36616 32111	   	163.41	DCR|2VULN|2DMG|1AART	19BEXP|2MBVNT|3RCVC|4MLV|5AART|69DMG|7RCR|89VULN|9BPWR|aTLV
224	42233 61623	   	163.39	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1RPLT|2DMG|3DUR|4RCR|57DUST|6AART|8aVULN|9ZMB
225	42215 22134	   	163.32	ACR|3VULN|2DMG|2DUR	1RPLT|27DMG|38DUR|47aVULN|5RCR|67MLV|7BPWR|9CGEN
226	45151 34442	   	163.31	DCR|2VULN|2DMG|1AART	1RPLT|2MBVNT|3LIT|48VULN|5AART|6aDMG|7RCR|9BEXP
227	23215 34215	 * 	163.28	DCR|2DMG|1AART|3ASPD|1FLTHEA|1ZMB	18CGEN|278ASPD|3ZMB|4BEXP|5AART|68DMG|8BPWR|9FLTHEA|aRCR
228	45151 34422	   	163.21	DCR|2VULN|2DMG|1AART	1RPLT|2MBVNT|3LIT|48VULN|5AART|6aDMG|7RCR|9DUST
229	12362 21622	   	163.18	DCR|2VULN|1AART|2CDMG|2ZMB	1RCVC|28CDMG|348FEWX|5AART|6RCR|78VULN|8BPWR|9aZMB
230	42141 15321	   	163.15	ACR|3DMG|1VULN|3DUR|1ZMB	1RPLT|29aDMG|3ZMB|4RCR|59aFEWX|6VULN|7LWND|89aDUR|9aBPWR
231	43143 13241	 * 	162.96	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1RPLT|2MLV|3ZMB|4RCR|5LIT|6CDMG|7VULN|8aAART|9DMG
232	42216 22332	 * 	162.57	4VULN|3DMG|1AART|3DUR	16RPLT|279DMG|379DUR|479aVULN|5BELT|79BPWR|8AART
233	42315 33363	   	162.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RPLT|2DMG|3FEWX|49VULN|5RCR|6DUR|7ERES|8AART|aCDMG
234	42232 22514	 * 	162.49	ACR|2DMG|1AART|1VULN|3DUR	16RPLT|28DMG|389DUR|4RCR|5AART|78LWND|8BPWR|aVULN
235	42232 23514	   	162.49	ACR|2DMG|1AART|1VULN|3DUR	16RPLT|28DMG|389DUR|4RCR|5AART|78BEXP|8BPWR|aVULN
236	12351 21262	   	162.48	DCR|2VULN|1AART|1DMG|1CDMG	1RCVC|2CDMG|35FEWX|4AART|6RCR|78VULN|9LIT|aDMG
237	12462 22225	 * 	162.48	DCR|2DMG|1AART|2CDMG|3DUR	1RCVC|2aCDMG|3ERES|47aDUR|5aDMG|6RCR|8AART|9RPLT|aBPWR
238	12462 22241	   	162.48	DCR|2DMG|1AART|2CDMG|3DUR	1RCVC|29CDMG|3ERES|479DUR|59DMG|6RCR|8AART|9BPWR|aBEXP
239	12462 22242	   	162.48	DCR|2DMG|1AART|2CDMG|3DUR	1RCVC|29CDMG|3ERES|479DUR|59DMG|6RCR|8AART|9BPWR|aCGEN
240	42141 11352	   	162.39	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1RPLT|2DMG|3ZMB|4RCR|57FEWX|6aVULN|8AART|9ASPD
241	42142 41322	   	162.39	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1RPLT|2DMG|3ZMB|4RCR|5ASPD|6CGEN|7BEXP|8AART|9aVULN
242	12462 22243	   	162.38	DCR|2DMG|1AART|2CDMG|3DUR	1RCVC|29CDMG|3ERES|479DUR|59DMG|6RCR|8AART|9BPWR|aDUST
243	34223 25122	   	162.33	DCR|3VULN|1DMG|1CDMG|1ZMB	1BEXP|2DMG|3CDMG|4MLV|5LIT|6RCR|78aVULN|9ZMB
244	42232 21514	   	162.29	ACR|2DMG|1AART|1VULN|3DUR	16RPLT|28DMG|389DUR|4RCR|5AART|78DUST|8BPWR|aVULN
245	42142 22332	   	162.29	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	19RPLT|2DMG|3ZMB|4RCR|5ASPD|6aVULN|7ERES|8AART
246	42142 34734	 * 	162.28	ACR|2VULN|2DMG|2ASPD|1ZMB	1RPLT|2aDMG|3ZMB|4RCR|5aASPD|6MBVNT|7DMSP|8RMIN|9aVULN|aBPWR
247	44221 63212	   	162.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RPLT|2LWND|3FEWX|4DUR|5AART|6RCR|7VULN|8CDMG|9DMG|aZMB
248	42142 22312	   	162.19	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1RPLT|2DMG|3ZMB|4RCR|5ASPD|6aVULN|79ERES|8AART
249	42232 11515	   	162.18	ACR|3DMG|1AART|1CDMG|1DUR|1SELL	1RPLT|289DMG|3DUR|4RCR|5AART|6SELL|7CGEN|aCDMG
250	42232 13515	   	162.18	ACR|3DMG|1AART|1CDMG|1DUR|1SELL	1RPLT|289DMG|3DUR|4RCR|5AART|6SELL|7MLV|aCDMG
251	42112 32123	   	162.18	DCR|2VULN|2AART|1DMG|1ZMB	1RPLT|2DMG|3ZMB|4DLOT|58VULN|6LHND|7aAART|9RCR
252	42315 43321	   	162.09	ACR|3VULN|2DMG|1ZMB	1RPLT|2aDMG|3FEWX|46aVULN|5RCR|7BEXP|8ZMB|9aLHND|aBPWR
253	42232 33515	   	162.08	ACR|3DMG|1AART|1CDMG|1DUR|1SELL	1RPLT|289DMG|3DUR|4RCR|5AART|6ERES|7SELL|aCDMG
254	21645 13312	 * 	162.08	ACR|2VULN|3ZMB|1DMG|1CDMG	1CGEN|2LIT|39aZMB|4RCR|5DMG|67VULN|8CDMG
255	42315 31531	 * 	161.99	ACR|2VULN|2DMG|2CDMG|1DUR|1SELL	1RPLT|2aDMG|3FEWX|4aVULN|5RCR|6DUR|7DUST|8SELL|9aCDMG|aBPWR
256	36231 48273	   	161.99	ACR|3VULN|2DMG|1ZMB	13aBEXP|2MBVNT|4ZMB|5RCR|6RCVC|79aVULN|8aDMG|aBPWR
257	31262 21662	 * 	161.88	DCR|3CDMG|1AART|1VULN|1DMG|1ASPD	14BEXP|2RMIN|349CDMG|4BPWR|5DMG|6RCR|7ASPD|8AART|aVULN
258	12362 21262	   	161.88	DCR|2VULN|1AART|1DMG|1CDMG	1RCVC|2CDMG|34FEWX|5AART|6RCR|78VULN|9LIT|aDMG
259	34363 25233	   	161.86	DCR|2VULN|2DMG|1CDMG|1ZMB	1BEXP|28DMG|3ZMB|4aCGEN|56VULN|7RCR|9CDMG
260	42332 32615	   	161.80	ACR|3DMG|1AART|2CDMG	1RPLT|29aDMG|3FEWX|4RCR|5AART|6aERES|7DMSP|8aCDMG|aBPWR
261	42141 13631	   	161.79	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1RPLT|2aDMG|3ZMB|4RCR|5FEWX|6VULN|7DUR|8MGNSTR|9AART
262	41211 63215	   	161.78	DCR|2VULN|1AART|1DMG|1CDMG	1RPLT|2DUST|3FEWX|4LWND|5AART|6RCR|7aVULN|8CDMG|9DMG
263	34363 25231	   	161.76	DCR|2VULN|2DMG|1CDMG|1ZMB	1BEXP|28DMG|3ZMB|4CGEN|56VULN|7RCR|9CDMG|aDUST
264	22246 31222	   	161.66	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CGEN|2DUST|3CDMG|4ZMB|5RCR|67AART|8VULN|9LIT|aDMG
265	22246 31262	   	161.66	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1CGEN|2DUST|3CDMG|4ZMB|5RCR|67AART|8VULN|9MLV|aDMG
266	34236 35322	   	161.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2DMG|3CDMG|4FEWX|5AART|6DUR|7aVULN|8LIT|9RCR
267	42433 32531	   	161.59	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1RPLT|2aDMG|3SNIHEL|4RCR|5ZMB|6DUR|7DUST|8VULN|9AART
268	42433 33631	   	161.59	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1RPLT|2aDMG|3SNIHEL|4RCR|5ZMB|6DUR|7MBVNT|8VULN|9AART
269	52246 31222	   	161.56	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1ERES|2DUST|3CDMG|4ZMB|5RCR|67AART|8VULN|9LIT|aDMG
270	12214 12632	   	161.48	DCR|2DMG|1AART|2CDMG|2ASPD|1ZMB	1RCVC|29CDMG|3ZMB|49ASPD|5LHND|6BEXP|79DMG|8AART|9BPWR|aRCR
271	22246 31153	   	161.41	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1SELL	1CGEN|2DUST|3CDMG|4ZMB|5RCR|67AART|8SELL|9VULN|aDMG
272	42143 15132	 * 	161.39	ACR|2DMG|3CDMG|1AART|1ZMB	1RPLT|2aDMG|3ZMB|4RCR|5LIT|679CDMG|8AART
273	45151 34413	   	161.38	DCR|3VULN|1AART|1DMG	1RPLT|2MBVNT|39LIT|48aVULN|5AART|6DMG|7RCR
274	45151 34432	   	161.38	DCR|3VULN|1AART|1DMG	1RPLT|2MBVNT|3LIT|489VULN|5AART|6DMG|7RCR|aMLV
275	42215 22121	   	161.31	ACR|2VULN|2DMG|1CDMG|2DUR	1RPLT|27DMG|38DUR|47VULN|5RCR|67aMLV|7BPWR|9CDMG
276	42215 22122	   	161.31	ACR|2VULN|2DMG|1CDMG|2DUR	1RPLT|27DMG|38DUR|47VULN|5RCR|67MLV|7BPWR|9CDMG|aLWND
277	42215 22125	   	161.31	ACR|2VULN|2DMG|1CDMG|2DUR	1RPLT|27DMG|38DUR|47VULN|5RCR|67MLV|7BPWR|9CDMG|aBEXP
278	42215 22126	   	161.31	ACR|2VULN|2DMG|1CDMG|2DUR	1RPLT|27DMG|38DUR|47VULN|5RCR|67MLV|7BPWR|9CDMG|aCGEN
279	42215 22362	   	161.31	ACR|2VULN|2DMG|1CDMG|2DUR	1RPLT|27DMG|3aDUR|47VULN|5RCR|67MLV|7BPWR|8RMIN|9CDMG
280	23253 25432	   	161.29	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1CGEN|2ASPD|3ZMB|4DUR|56VULN|7RCR|8RCVC|9CDMG|aAART
281	42215 42223	   	161.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RPLT|2DMG|3DUR|46VULN|5RCR|78ERES|9CDMG|aAART
282	42215 22124	   	161.21	ACR|2VULN|2DMG|1CDMG|2DUR	1RPLT|27DMG|38DUR|47VULN|5RCR|67MLV|7BPWR|9CDMG|aDUST
283	42231 53361	   	161.16	ACR|2VULN|2DMG|2DUR|1ZMB	1RPLT|2aDMG|36DUR|4RCR|56aLHND|6aBPWR|7BEXP|8ZMB|9aVULN
284	14316 22834	   	161.12	DCR|3VULN|1AART|1DMG|1ASPD	1RCVC|2BELT|3ASPD|4DMG|5AART|6MBVNT|789VULN|aRCR
285	31262 22435	   	161.11	DCR|3DMG|2CDMG|2DUR|1ZMB	149BEXP|2RMIN|34CDMG|49BPWR|589DMG|6RCR|79DUR|aZMB
286	31262 23436	   	161.08	DCR|3DMG|1AART|2CDMG	149BEXP|2RMIN|34CDMG|49BPWR|589DMG|6RCR|79LWND|aAART
287	42141 15311	   	161.06	ACR|2VULN|2DMG|2DUR|1ZMB	1RPLT|2aDMG|3ZMB|4RCR|5aFEWX|69VULN|7LWND|8aDUR|aBPWR
288	42231 33361	   	161.06	ACR|2VULN|2DMG|2DUR|1ZMB	1RPLT|2aDMG|36DUR|4RCR|5aLHND|7BEXP|8ZMB|9aVULN|aBPWR
289	12412 21242	 * 	160.93	DCR|1AART|1VULN|3ASPD|2CDMG|2DUR	1RCVC|29CDMG|3ERES|479ASPD|59DUR|6RCR|8AART|9BPWR|aVULN
290	12153 24211	   	160.89	DCR|2DMG|1AART|1VULN|2CDMG	1RCVC|28CDMG|38CANSTR|48DMG|5AART|6RPLT|7NUKE|8BPWR|9RCR|aVULN
291	31315 32112	   	160.88	DCR|2VULN|1AART|1DMG|2ZMB	19BEXP|2RMIN|39ZMB|4MLV|5AART|6DMG|7RCR|89VULN|9BPWR|aRPLT
292	31315 32113	   	160.88	DCR|2VULN|1AART|1DMG|2ZMB	19BEXP|2RMIN|39ZMB|4MLV|5AART|6DMG|7RCR|89VULN|9BPWR|aLIT
293	31315 32114	   	160.88	DCR|2VULN|1AART|1DMG|2ZMB	19BEXP|2RMIN|39ZMB|4MLV|5AART|6DMG|7RCR|89VULN|9BPWR|aCGEN
294	12352 21264	   	160.80	DCR|2AART|2VULN|1CDMG|1ASPD	1RCVC|2CDMG|3FEWX|45AART|6RCR|78VULN|9LIT|aASPD
295	12352 21412	   	160.80	DCR|2AART|2VULN|1CDMG|1DUR	1RCVC|2CDMG|3FEWX|45AART|6RCR|7aVULN|8LWND|9DUR
296	31315 32111	   	160.78	DCR|2VULN|1AART|1DMG|2ZMB	19BEXP|2RMIN|39ZMB|4MLV|5AART|6DMG|7RCR|89VULN|9BPWR|aTLV
297	23255 25213	   	160.71	DCR|1AART|1VULN|2CDMG|2DUR|1ZMB|1ASPD	1CGEN|2ASPD|3ZMB|49DUR|5AART|6RCR|7VULN|8aCDMG
298	45445 34314	   	160.70	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1RPLT|2MBVNT|3VULN|4DUST|5ASPD|6RCR|7AART|89DMG|aDUR
299	12352 26212	   	160.70	DCR|2AART|2VULN|1CDMG|1DUR	1RCVC|2CDMG|3FEWX|45AART|6RCR|7DUST|8aVULN|9DUR
300	12352 26352	   	160.70	DCR|2AART|2VULN|1CDMG|1DUR	1RCVC|2CDMG|3FEWX|45AART|6RCR|7DUST|8DUR|9aVULN
301	12462 21631	   	160.67	DCR|2AART|1DMG|2CDMG|2ASPD|1DUR	1RCVC|29CDMG|39ERES|4DUR|5DMG|6RCR|79ASPD|8aAART|9BPWR
302	36164 84334	   	160.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1BEXP|2MBVNT|3ZMB|48VULN|5DMG|6DUR|7RCR|9RMIN|aAART
303	42253 36232	   	160.67	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1RPLT|24DMG|3DUR|5ZMB|6AART|7ERES|8RCR|9CGEN|aVULN
304	42253 36222	   	160.57	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1RPLT|24DMG|3DUR|5ZMB|6AART|7ERES|8RCR|9DUST|aVULN
305	12352 21131	   	160.55	DCR|2AART|2VULN|1CDMG|1DUR|1SELL	1RCVC|2CDMG|3FEWX|45AART|6RCR|79VULN|8SELL|aDUR
306	12512 21325	   	160.55	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1RCVC|2CDMG|3DUR|4CGEN|5DMG|6RCR|7ASPD|89VULN|aZMB
307	12412 22325	   	160.45	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1RCVC|2CDMG|3ERES|4ASPD|5DUR|6RCR|7DMG|89VULN|aZMB
308	12462 21325	   	160.45	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1RCVC|2CDMG|3ERES|4DUR|5DMG|6RCR|7ASPD|89VULN|aZMB
309	42334 35211	   	160.42	ACR|3VULN|2DMG|1DUR	1RPLT|2aDMG|3aFEWX|4RCR|5BEXP|6DUR|7RMIN|89aVULN|aBPWR
310	34234 22161	   	160.40	DCR|2VULN|2DMG|1CDMG|1DUR	1BEXP|2aDMG|3CDMG|4FEWX|5RMIN|6RCR|7aLWND|8DUR|9aVULN|aBPWR
311	36464 42353	   	160.40	DCR|3VULN|2DMG|2DUR	1aBEXP|2MBVNT|3RMIN|468VULN|5aDMG|7aDUR|9RCR|aBPWR
312	34226 11632	   	160.38	ACR|2DMG|1AART|2ASPD|1CDMG|1ZMB	169BEXP|29DMG|3CDMG|4MLV|5RCR|79ASPD|8AART|9BPWR|aZMB
313	12352 21621	   	160.37	DCR|2AART|2VULN|2CDMG	1aRCVC|28CDMG|38FEWX|45AART|6RCR|78VULN|8BPWR|9RPLT
314	12352 21622	   	160.37	DCR|2AART|2VULN|2CDMG	1RCVC|28CDMG|38FEWX|45AART|6RCR|78VULN|8BPWR|9RPLT|aMLV
315	12352 21624	   	160.37	DCR|2AART|2VULN|2CDMG	1RCVC|28CDMG|38FEWX|45AART|6RCR|78VULN|8BPWR|9RPLT|aLHND
