0	Index      	 *	Score 	Summary	Detail	
1	13133 34336	 * 	199.51	DCR|3VULN|3DMG|3ZMB	19aDMG|2BEXP|39aZMB|4FEWX|5DUST|6RCR|7MBVNT|89aVULN|9aBPWR
162	55144 22115	   	175.72	DCR|2AART|2DMG|1VULN|1ZMB|1ASPD	1MBVNT|2MLV|3ZMB|4aAART|5ASPD|6VULN|7RCR|89DMG
163	55144 22435	   	175.72	DCR|2AART|2VULN|1DMG|1ZMB|1ASPD	1MBVNT|2MLV|3ZMB|4aAART|5ASPD|68VULN|7RCR|9DMG
164	31152 55323	   	175.52	DCR|2DMG|1AART|1VULN|2CDMG|2DUR	1aCDMG|267DUST|3VULN|4aDUR|5AART|8RCR|9aDMG|aBPWR
165	32135 18613	   	175.41	DCR|4VULN|1AART|1CDMG|1ASPD	1CDMG|238aVULN|4ASPD|5MBVNT|6AART|7RCR|9BELT
166	32161 36153	   	175.34	DCR|3VULN|1AART|1DMG|2CDMG	18CDMG|236VULN|4MBVNT|5MLV|7AART|9RCR|aDMG
167	11141 52631	   	175.33	DCR|3DMG|2VULN|2CDMG	138DMG|29CDMG|4RPLT|59VULN|6RCR|79LWND|9BPWR|aDUST
168	11141 52633	   	175.33	DCR|3DMG|2VULN|2CDMG	138DMG|29CDMG|4RPLT|59VULN|6RCR|79LWND|9BPWR|aLSRREG
169	32132 13562	   	175.25	DCR|4VULN|1AART|1CDMG|1ASPD|1DUR	1CDMG|2389VULN|4ASPD|5DUR|6AART|7FEWX|aRCR
170	52174 61433	   	175.23	DCR|2VULN|2DMG|1AART|2CDMG|1SELL	1MBVNT|29CDMG|35VULN|4SELL|6AART|78DMG|aRCR
171	11141 54111	   	175.23	DCR|3DMG|2VULN|2CDMG	13aDMG|27CDMG|4RPLT|58VULN|6RCR|9FEWX
172	11141 54121	   	175.23	DCR|3DMG|2VULN|2CDMG	13aDMG|27CDMG|4RPLT|58VULN|6RCR|9BEXP
173	32632 45323	   	175.22	DCR|2DMG|1AART|1VULN|2CDMG|2DUR	1aCDMG|2VULN|345BEXP|6AART|7aDUR|8RCR|9aDMG|aBPWR
174	34132 45323	   	175.22	DCR|2DMG|1AART|1VULN|2CDMG|2DUR	1aCDMG|245BEXP|3VULN|6AART|7aDUR|8RCR|9aDMG|aBPWR
175	11115 23642	   	175.17	DCR|3DMG|2VULN|2CDMG|1ASPD	138DMG|26CDMG|48CGEN|58VULN|7RPLT|8BPWR|9RCR|aASPD
176	52162 14133	   	175.03	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	1MBVNT|2aCDMG|3VULN|4DUR|5AART|6RCR|7RMIN|89DMG
177	52162 14173	   	175.03	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1MBVNT|2aCDMG|39VULN|4DUR|5AART|6RCR|7RMIN|8DMG
178	52162 16133	   	175.03	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	1MBVNT|2aCDMG|3VULN|4DUR|5AART|6RCR|7CGEN|89DMG
179	11115 21451	   	174.97	DCR|3DMG|2VULN|2CDMG|1ASPD	137DMG|26CDMG|4CGEN|58VULN|9RCR|aASPD
180	52162 73441	   	174.77	DCR|3DMG|1AART|1VULN|1CDMG|1DUR	1MBVNT|2CDMG|3VULN|4DUR|5AART|679DMG|8BEXP|aRCR
181	11324 15512	 * 	174.66	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA|1DUR	1DMG|2CDMG|3DUR|45LHND|6AART|7FLTHEA|8aVULN|9RCR
182	11141 53324	   	174.53	DCR|3DMG|1AART|1VULN|1CDMG	139DMG|2CDMG|4RPLT|5VULN|6RCR|7LIT|8FEWX|aAART
183	52821 25122	 * 	174.53	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	1MBVNT|2CDMG|3AART|4RCR|5LSRICY|67aVULN|8ZMB|9DUR
184	52821 25242	   	174.53	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	1MBVNT|2CDMG|3AART|4RCR|5LSRICY|67aVULN|8DUR|9ZMB
185	32165 26242	   	174.43	DCR|3VULN|1AART|1DMG|1CDMG	1CDMG|235VULN|4MBVNT|6AART|7RCR|8CGEN|9DMG|aBEXP
186	32165 26244	   	174.43	DCR|3VULN|1AART|1DMG|1CDMG	1CDMG|235VULN|4MBVNT|6AART|7RCR|8CGEN|9DMG|aMLV
187	32165 26243	   	174.33	DCR|3VULN|1AART|1DMG|1CDMG	1CDMG|235VULN|4MBVNT|6AART|7RCR|8CGEN|9DMG|aERES
188	32165 26414	   	174.33	DCR|3VULN|1AART|1DMG|1CDMG	1CDMG|235VULN|4MBVNT|6AART|7RCR|8LSRHEA|9LHND|aDMG
189	32165 26444	   	174.33	DCR|3VULN|1AART|1DMG|1CDMG	1CDMG|235VULN|4MBVNT|6AART|7RCR|8LSRHEA|9BEXP|aDMG
190	33131 53253	   	174.27	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|378VULN|4BEXP|5RPLT|6DMG|9RCR|aAART
191	33161 53253	   	174.27	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|378VULN|4LHND|5RPLT|6DMG|9RCR|aAART
192	33241 53253	   	174.27	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|3LWND|478VULN|5RPLT|6DMG|9RCR|aAART
193	33144 22312	   	174.27	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|345VULN|6AART|7DMG|89FEWX|aRCR
194	11333 63253	   	174.17	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DMG|2CDMG|3DUR|4DUST|578VULN|6RPLT|9RCR|aAART
195	31151 53253	   	174.17	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUST|378VULN|4DUR|5RPLT|6DMG|9RCR|aAART
196	33111 53253	   	174.17	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2DUR|378VULN|4DUST|5RPLT|6DMG|9RCR|aAART
197	32133 25313	 * 	174.14	DCR|2VULN|3ZMB|1AART|1CDMG|1ASPD	1CDMG|23VULN|4ASPD|59aZMB|6AART|7RCR|8BEXP
198	11132 56216	   	174.06	DCR|2VULN|2DMG|1AART|1CDMG	13DMG|2CDMG|4RMIN|5LWND|6LIT|7RCR|89VULN|aAART
199	34223 15512	 * 	174.04	DCR|2VULN|1AART|1DMG|2CDMG|1FLTHEA	14CDMG|2BEXP|3LWND|5DMG|6AART|7FLTHEA|8aVULN|9RCR
200	58142 13225	   	173.93	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1SELL	1MBVNT|2DMG|3ZMB|4aAART|5CDMG|6RCR|7SELL|8ASPD|9VULN
201	12233 33463	   	173.92	DCR|2VULN|2DMG|1AART|1ZMB	18DMG|2LHND|38LWND|4ZMB|5DUST|6RCR|78VULN|8BPWR|9BEXP|aAART
202	13233 33466	   	173.92	DCR|2VULN|2DMG|1AART|1ZMB	18DMG|29BEXP|38LWND|4ZMB|5DUST|6RCR|78VULN|8BPWR|aAART
203	12233 33443	   	173.82	DCR|2VULN|2DMG|1AART|1ZMB	18DMG|2LHND|38LWND|4ZMB|59DUST|6RCR|78VULN|8BPWR|aAART
204	13233 33446	   	173.82	DCR|2VULN|2DMG|1AART|1ZMB	18DMG|2BEXP|38LWND|4ZMB|59DUST|6RCR|78VULN|8BPWR|aAART
205	13433 33433	   	173.82	DCR|2VULN|2DMG|1AART|1ZMB	18DMG|28BEXP|3LEGI|4ZMB|5DUST|6RCR|78VULN|8BPWR|9LWND|aAART
206	11141 15136	   	173.78	DCR|2VULN|2DMG|1AART|2CDMG	13DMG|26CDMG|4RPLT|57VULN|8LIT|9AART|aRCR
207	11141 53421	 * 	173.73	DCR|2DMG|1AART|1VULN|1FLTHEA|1CDMG	13DMG|2CDMG|4RPLT|5VULN|6RCR|7LIT|8AART|9FLTHEA|aBELT
208	11141 53423	   	173.73	DCR|2DMG|1AART|1VULN|1CDMG|1FLTHEA	13DMG|2CDMG|4RPLT|5VULN|6RCR|7LIT|8AART|9FLTHEA|aLHND
209	11115 21365	   	173.64	DCR|3DMG|1AART|1VULN|2CDMG	137DMG|26CDMG|4CGEN|5VULN|8LIT|9RCR|aAART
210	32623 13562	   	173.64	DCR|3VULN|1AART|1DMG|2CDMG	14CDMG|289VULN|3BEXP|5DMG|6AART|7FEWX|aRCR
211	32624 22362	   	173.64	DCR|3VULN|1AART|1DMG|2CDMG	14CDMG|259VULN|3BEXP|6AART|7DMG|8FEWX|aRCR
212	34123 13562	   	173.64	DCR|3VULN|1AART|1DMG|2CDMG	14CDMG|2BEXP|389VULN|5DMG|6AART|7FEWX|aRCR
213	34124 22362	   	173.64	DCR|3VULN|1AART|1DMG|2CDMG	14CDMG|2BEXP|359VULN|6AART|7DMG|8FEWX|aRCR
214	11141 53422	   	173.63	DCR|2DMG|1AART|1VULN|1FLTHEA|1CDMG	13DMG|2CDMG|4RPLT|5VULN|6RCR|7LIT|8AART|9FLTHEA|aDUST
215	57141 18312	 * 	173.61	DCR|2VULN|3ZMB|1AART|2CDMG	1MBVNT|239ZMB|4aCDMG|5aVULN|6AART|7RCR|8aCGEN|aBPWR
216	57141 18112	   	173.41	DCR|2VULN|3ZMB|1AART|2CDMG	1MBVNT|239ZMB|4aCDMG|5aVULN|6AART|7RCR|8aERES|aBPWR
217	58142 11742	   	173.38	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1MBVNT|28DMG|3ZMB|4AART|5CDMG|6RCR|7DMSP|9VULN|aBEXP
218	58142 11743	   	173.38	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1MBVNT|28DMG|3ZMB|4AART|5CDMG|6RCR|7DMSP|9VULN|aCGEN
219	58142 11744	   	173.38	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1MBVNT|28DMG|3ZMB|4AART|5CDMG|6RCR|7DMSP|9VULN|aMLV
220	58142 12415	   	173.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2DMG|3ZMB|4AART|5CDMG|6RCR|7LWND|8LIT|9aVULN
221	58142 12632	   	173.38	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1MBVNT|29DMG|3ZMB|4AART|5CDMG|6RCR|7LWND|8VULN|aMLV
222	58142 12634	   	173.38	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1MBVNT|29DMG|3ZMB|4AART|5CDMG|6RCR|7LWND|8VULN|aBEXP
223	58142 12643	   	173.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2DMG|3ZMB|4AART|5CDMG|6RCR|7LWND|8aVULN|9RPLT
224	57351 14143	   	173.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2ZMB|3RCVC|4AART|59VULN|6RCR|7RPLT|8DMG|aCDMG
225	57141 16311	   	173.35	DCR|2VULN|3ZMB|1AART|2CDMG|1DUR	1MBVNT|237ZMB|47CDMG|57VULN|6AART|7BPWR|8BEXP|9DUR|aRCR
226	14262 32418	   	173.35	DCR|2VULN|2DMG|1AART|2DUR	1aDMG|2BELT|3LIT|4aVULN|5aDUR|6MBVNT|7RCR|8RPLT|9AART|aBPWR
227	58142 14241	   	173.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2DMG|3ZMB|4AART|5CDMG|6RCR|7DUST|8BEXP|9aVULN
228	58142 14341	   	173.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2DMG|3ZMB|4AART|5CDMG|6RCR|7DUST|8LHND|9aVULN
229	58142 14415	   	173.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2DMG|3ZMB|4AART|5CDMG|6RCR|7DUST|8LIT|9aVULN
230	58142 14631	   	173.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2DMG|3ZMB|4AART|5CDMG|6RCR|7DUST|8aVULN|9LWND
231	58142 14642	   	173.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2DMG|3ZMB|4AART|5CDMG|6RCR|7DUST|89VULN|aMLV
232	58142 14644	   	173.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2DMG|3ZMB|4AART|5CDMG|6RCR|7DUST|89VULN|aBEXP
233	32314 16263	   	173.23	DCR|3VULN|1AART|1DMG|1CDMG	1CDMG|259VULN|3RCVC|4LEGI|6MLV|7RCR|8AART|aDMG
234	33121 36535	   	173.18	DCR|3VULN|1DMG|2CDMG|1ZMB|1DUR	14CDMG|2DUR|369VULN|5MLV|7RCR|8DMG|aZMB
235	33123 36535	   	173.18	DCR|3VULN|1DMG|2CDMG|1ZMB|1DUR	14CDMG|2DUR|369VULN|5CGEN|7RCR|8DMG|aZMB
236	58142 13814	   	173.13	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1SELL	1MBVNT|28DMG|3ZMB|4AART|5CDMG|6RCR|7SELL|9RMIN|aVULN
237	14343 15321	   	173.03	DCR|3DMG|2VULN|2CDMG	168DMG|2BELT|3BEXP|48VULN|58CDMG|7RCR|8BPWR|9LHND|aFEWX
238	14343 15323	   	173.03	DCR|3DMG|2VULN|2CDMG	168DMG|2BELT|3BEXP|48VULN|58CDMG|7RCR|8BPWR|9LHND|aDMSP
239	53341 32482	 * 	173.00	DCR|3VULN|3ZMB|1AART	1MBVNT|239BEXP|4AART|59aVULN|6RCR|79aZMB|8RPLT|9aBPWR
240	11113 26326	   	172.96	DCR|3DMG|2VULN|1CDMG|1FLTHEA	135DMG|2CDMG|4CGEN|6FLTHEA|78VULN|9BEXP|aRCR
241	14343 15322	   	172.93	DCR|3DMG|2VULN|2CDMG	168DMG|2BELT|3BEXP|48VULN|58CDMG|7RCR|8BPWR|9LHND|aDLOT
242	14141 31332	 * 	172.82	DCR|3DMG|2VULN|3DUR|1ZMB	167DMG|2BELT|3LEGI|47VULN|578DUR|7BPWR|9ZMB|aRCR
243	32135 18253	   	172.75	DCR|3VULN|2AART|1CDMG|1ASPD	1CDMG|239VULN|4ASPD|5MBVNT|6aAART|7RCR|8LHND
244	11133 23154	   	172.73	DCR|3DMG|1AART|1VULN|1CDMG	135DMG|2CDMG|4RMIN|6MLV|7RCR|8BEXP|9AART|aVULN
245	32133 46631	 * 	172.65	DCR|2VULN|2DMG|2ZMB|1CDMG|1ASPD	1CDMG|23VULN|4ASPD|58ZMB|6LSRICY|7RCR|9aDMG
246	11113 53154	   	172.63	DCR|3DMG|1AART|1VULN|1CDMG	135DMG|2CDMG|4CGEN|6ERES|7RCR|8BEXP|9AART|aVULN
247	11133 23354	   	172.63	DCR|3DMG|1AART|1VULN|1CDMG	135DMG|2CDMG|4RMIN|6MLV|7RCR|8DUST|9AART|aVULN
248	11133 53154	   	172.63	DCR|3DMG|1AART|1VULN|1CDMG	135DMG|2CDMG|4RMIN|6ERES|7RCR|8BEXP|9AART|aVULN
249	33124 22441	   	172.62	DCR|2VULN|1AART|1DMG|2CDMG|2DUR	14CDMG|28DUR|35VULN|6AART|7DMG|9RCR|aFEWX
250	33124 22442	   	172.62	DCR|2VULN|1AART|1DMG|2CDMG|2DUR	14CDMG|28DUR|35VULN|6AART|7DMG|9RCR|aCGEN
251	33154 22141	   	172.62	DCR|2VULN|1AART|1DMG|2CDMG|2DUR	18CDMG|24DUR|35VULN|6AART|7DMG|9RCR|aFEWX
252	33154 22142	   	172.62	DCR|2VULN|1AART|1DMG|2CDMG|2DUR	18CDMG|24DUR|35VULN|6AART|7DMG|9RCR|aCGEN
253	32652 13351	   	172.62	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2aVULN|3BEXP|4DUR|5AART|6ZMB|7DMG|8LHND|9RCR
254	33132 13351	   	172.62	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2DUR|3aVULN|4BEXP|5AART|6ZMB|7DMG|8LHND|9RCR
255	33232 13551	   	172.62	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2DUR|3LWND|4BEXP|5AART|6ZMB|7DMG|8aVULN|9RCR
256	33642 13351	   	172.62	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2DUR|3BEXP|4aVULN|5AART|6ZMB|7DMG|8LHND|9RCR
257	34152 13351	   	172.62	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2BEXP|3aVULN|4DUR|5AART|6ZMB|7DMG|8LHND|9RCR
258	11141 54132	   	172.55	DCR|2VULN|2DMG|3CDMG|1ASPD	13DMG|27aCDMG|4RPLT|58VULN|6RCR|9ASPD
259	33124 22443	   	172.52	DCR|2VULN|1AART|1DMG|2CDMG|2DUR	14CDMG|28DUR|35VULN|6AART|7DMG|9RCR|aNUKE
260	33154 22143	   	172.52	DCR|2VULN|1AART|1DMG|2CDMG|2DUR	18CDMG|24DUR|35VULN|6AART|7DMG|9RCR|aNUKE
261	31152 13351	   	172.52	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2DUST|3aVULN|4DUR|5AART|6ZMB|7DMG|8LHND|9RCR
262	33112 13351	   	172.52	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2DUR|3aVULN|4DUST|5AART|6ZMB|7DMG|8LHND|9RCR
263	33212 13551	   	172.52	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2DUR|3LWND|4DUST|5AART|6ZMB|7DMG|8aVULN|9RCR
264	33141 24216	   	172.52	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2DUR|34VULN|5MLV|6BASICY|7ZMB|8RCR|9AART|aDMG
265	58141 14531	   	172.52	DCR|2VULN|2DMG|1AART|1ZMB	1MBVNT|27DMG|3ZMB|4AART|59VULN|6FEWX|8RCR|aLHND
266	58141 14532	   	172.52	DCR|2VULN|2DMG|1AART|1ZMB	1MBVNT|27DMG|3ZMB|4AART|59VULN|6FEWX|8RCR|aMLV
267	58141 14533	   	172.52	DCR|2VULN|2DMG|1AART|1ZMB	1MBVNT|27DMG|3ZMB|4AART|59VULN|6FEWX|8RCR|aCGEN
268	58141 24531	   	172.52	DCR|2VULN|2DMG|1AART|1ZMB	1MBVNT|27DMG|3ZMB|4AART|59VULN|6BEXP|8RCR|aLHND
269	58141 24532	   	172.52	DCR|2VULN|2DMG|1AART|1ZMB	1MBVNT|27DMG|3ZMB|4AART|59VULN|6BEXP|8RCR|aMLV
270	58141 24533	   	172.52	DCR|2VULN|2DMG|1AART|1ZMB	1MBVNT|27DMG|3ZMB|4AART|59VULN|6BEXP|8RCR|aCGEN
271	58141 14534	   	172.42	DCR|2VULN|2DMG|1AART|1ZMB	1MBVNT|27DMG|3ZMB|4AART|59VULN|6FEWX|8RCR|aDUST
272	58141 24534	   	172.42	DCR|2VULN|2DMG|1AART|1ZMB	1MBVNT|27DMG|3ZMB|4AART|59VULN|6BEXP|8RCR|aDUST
273	32133 25234	   	172.41	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1CDMG|23aVULN|4ASPD|5ZMB|6AART|7RCR|89CGEN
274	32133 25261	   	172.41	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1CDMG|239VULN|4ASPD|5ZMB|6AART|7RCR|8CGEN|aFEWX
275	32133 25262	   	172.41	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1CDMG|239VULN|4ASPD|5ZMB|6AART|7RCR|8aCGEN
276	32133 25265	   	172.41	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1CDMG|239VULN|4ASPD|5ZMB|6AART|7RCR|8CGEN|aLWND
277	32133 25266	   	172.41	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1CDMG|239VULN|4ASPD|5ZMB|6AART|7RCR|8CGEN|aLHND
278	32133 25362	   	172.41	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1CDMG|239VULN|4ASPD|5ZMB|6AART|7RCR|8aBEXP
279	32133 25366	   	172.41	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1CDMG|239VULN|4ASPD|5ZMB|6AART|7RCR|8BEXP|aRMIN
280	32133 25451	   	172.41	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1CDMG|239VULN|4ASPD|5ZMB|6AART|7RCR|8BELT|aLIT
281	32133 25512	   	172.41	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1CDMG|238VULN|4ASPD|5ZMB|6AART|7RCR|9LWND|aBEXP
282	32133 25513	   	172.41	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1CDMG|238VULN|4ASPD|5ZMB|6AART|7RCR|9LWND|aCGEN
283	32133 25515	   	172.41	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1CDMG|238VULN|4ASPD|5ZMB|6AART|7RCR|9LWND|aRCVC
284	32133 25516	   	172.41	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1CDMG|238VULN|4ASPD|5ZMB|6AART|7RCR|9LWND|aFEWX
285	32133 25521	   	172.41	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1CDMG|238VULN|4ASPD|5ZMB|6AART|7RCR|9CGEN|aFEWX
286	32133 25522	   	172.41	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1CDMG|238VULN|4ASPD|5ZMB|6AART|7RCR|9aCGEN
287	32133 25525	   	172.41	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1CDMG|238VULN|4ASPD|5ZMB|6AART|7RCR|9CGEN|aLWND
288	32133 25526	   	172.41	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1CDMG|238VULN|4ASPD|5ZMB|6AART|7RCR|9CGEN|aLHND
289	32133 25531	   	172.41	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1CDMG|238VULN|4ASPD|5ZMB|6AART|7RCR|9MLV|aFEWX
290	32133 25532	   	172.41	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1CDMG|238VULN|4ASPD|5ZMB|6AART|7RCR|9MLV|aCGEN
291	32133 25536	   	172.41	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1CDMG|238VULN|4ASPD|5ZMB|6AART|7RCR|9MLV|aRPLT
292	32133 25542	   	172.41	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1CDMG|238VULN|4ASPD|5ZMB|6AART|7RCR|9LHND|aBEXP
293	32133 25543	   	172.41	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1CDMG|238VULN|4ASPD|5ZMB|6AART|7RCR|9LHND|aCGEN
294	32333 25264	   	172.41	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1CDMG|29aVULN|3RCVC|4ASPD|5ZMB|6AART|7RCR|8CGEN
295	32333 25524	   	172.41	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1CDMG|28aVULN|3RCVC|4ASPD|5ZMB|6AART|7RCR|9CGEN
296	52824 48432	   	172.34	ACR|2AART|2VULN|1DMG|1CDMG	1MBVNT|2CDMG|38AART|4RCR|5LIT|67VULN|9DMG|aDUST
297	52824 48434	   	172.34	ACR|2AART|2VULN|1DMG|1CDMG	1MBVNT|2CDMG|38AART|4RCR|5LIT|67VULN|9DMG|aDLOT
298	32135 18812	 * 	172.33	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1CDMG|23VULN|4aASPD|5MBVNT|6AART|7RCR|8RPLT|9DMG
299	32165 26311	   	172.31	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1CDMG|235VULN|4MBVNT|6AART|7RCR|8BEXP|9ZMB|aDUR
300	32165 26314	   	172.31	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1CDMG|235VULN|4MBVNT|6AART|7RCR|8BEXP|9ZMB|aASPD
301	32133 25364	   	172.31	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1CDMG|239VULN|4ASPD|5ZMB|6AART|7RCR|8BEXP|aDUST
302	32133 25453	   	172.31	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1CDMG|239VULN|4ASPD|5ZMB|6AART|7RCR|8BELT|aDUST
303	32133 25514	   	172.31	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1CDMG|238VULN|4ASPD|5ZMB|6AART|7RCR|9LWND|aDUST
304	32133 25533	   	172.31	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1CDMG|238VULN|4ASPD|5ZMB|6AART|7RCR|9MLV|aNUKE
305	32133 25534	   	172.31	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1CDMG|238VULN|4ASPD|5ZMB|6AART|7RCR|9MLV|aERES
306	32133 25551	   	172.31	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1CDMG|238VULN|4ASPD|5ZMB|6AART|7RCR|9ERES|aFEWX
307	32133 25552	   	172.31	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1CDMG|238VULN|4ASPD|5ZMB|6AART|7RCR|9ERES|aCGEN
308	32133 25562	   	172.31	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1CDMG|238VULN|4ASPD|5ZMB|6AART|7RCR|9MBVNT|aBEXP
309	32133 25563	   	172.31	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1CDMG|238VULN|4ASPD|5ZMB|6AART|7RCR|9MBVNT|aCGEN
310	32133 25564	   	172.31	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1CDMG|238VULN|4ASPD|5ZMB|6AART|7RCR|9MBVNT|aMLV
311	32114 25362	   	172.27	DCR|4VULN|1AART|1CDMG|1ZMB	1CDMG|2359VULN|4LEGI|6AART|7ZMB|8FEWX|aRCR
312	12234 12352	   	172.22	DCR|2VULN|2DMG|1AART|1ZMB	1aDMG|2LHND|3aLWND|4ZMB|5AART|6FEWX|7RPLT|8RCR|9aVULN|aBPWR
313	32133 25553	   	172.21	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1CDMG|238VULN|4ASPD|5ZMB|6AART|7RCR|9ERES|aNUKE
314	32135 18117	   	172.21	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1CDMG|23aVULN|4ASPD|5MBVNT|6AART|7RCR|8ERES|9ZMB
315	53341 34473	   	172.17	DCR|4VULN|1AART|1CDMG	1MBVNT|239BEXP|4AART|5789VULN|6RCR|9BPWR|aCDMG
316	11321 33436	   	172.16	DCR|3DMG|1AART|1CDMG|1ZMB|1DUR|1SELL	19aDMG|2CDMG|3DUR|4LHND|5SELL|6AART|7RCR|8ZMB
317	32144 23133	   	172.13	DCR|3VULN|1AART|1DMG|1CDMG	1CDMG|235VULN|47BEXP|6AART|8RCR|9MLV|aDMG
318	32644 23133	   	172.13	DCR|3VULN|1AART|1DMG|1CDMG	1CDMG|245VULN|37BEXP|6AART|8RCR|9MLV|aDMG
319	34144 23133	   	172.13	DCR|3VULN|1AART|1DMG|1CDMG	1CDMG|27BEXP|345VULN|6AART|8RCR|9MLV|aDMG
320	32144 23153	   	172.03	DCR|3VULN|1AART|1DMG|1CDMG	1CDMG|235VULN|47BEXP|6AART|8RCR|9ERES|aDMG
321	52125 26241	   	172.03	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1MBVNT|24CDMG|35VULN|6AART|7RCR|8CGEN|9DMG|aDUR
322	52125 26433	 * 	172.03	DCR|3VULN|2AART|2CDMG	1MBVNT|24CDMG|359VULN|6aAART|7RCR|8LSRHEA
323	11354 13351	   	172.02	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DMG|2CDMG|3DUR|4ZMB|5aVULN|6AART|7LWND|8LHND|9RCR
