0	Index      	 *	Score 	Summary	Detail	
1	23142 82242	 * 	190.99	ACR|2VULN|2DMG|1AART|3DUR|1ZMB	1AART|269DUR|3MBVNT|4FEWX|5RCR|79DMG|89VULN|9BPWR|aZMB
163	23124 13418	   	170.62	DCR|3VULN|1AART|1DMG|1DUR	1AART|2DUR|3MBVNT|4TLV|56aVULN|7RCR|8DMG|9LWND
164	23124 13448	   	170.62	DCR|3VULN|1AART|1DMG|1DUR	1AART|2DUR|3MBVNT|4TLV|56aVULN|7RCR|8DMG|9FEWX
165	23124 13481	   	170.62	DCR|3VULN|1AART|1DMG|1DUR	1AART|2DUR|3MBVNT|4TLV|56aVULN|7RCR|8DMG|9RPLT
166	23124 13538	   	170.62	DCR|3VULN|1AART|1DMG|1DUR	1AART|2DUR|3MBVNT|4TLV|56aVULN|7RCR|8BEXP|9DMG
167	23127 24431	   	170.62	DCR|3DMG|1AART|1VULN|1DUR	1AART|2DUR|3MBVNT|4TLV|58aDMG|6LWND|7RCR|9VULN
168	23127 24618	   	170.62	DCR|3VULN|1AART|1DMG|1DUR	1AART|2DUR|3MBVNT|4TLV|5DMG|6LWND|7RCR|89aVULN
169	23127 34361	   	170.62	DCR|3VULN|1AART|1DMG|1DUR	1AART|2DUR|3MBVNT|4TLV|5DMG|69aVULN|7RCR|8RPLT
170	23127 34411	   	170.62	DCR|3DMG|1AART|1VULN|1DUR	1AART|2DUR|3MBVNT|4TLV|58aDMG|6VULN|7RCR|9LWND
171	23127 34441	   	170.62	DCR|3DMG|1AART|1VULN|1DUR	1AART|2DUR|3MBVNT|4TLV|58aDMG|6VULN|7RCR|9FEWX
172	23127 34718	   	170.62	DCR|3VULN|1AART|1DMG|1DUR	1AART|2DUR|3MBVNT|4TLV|5DMG|69aVULN|7RCR|8LWND
173	23127 74431	   	170.62	DCR|3DMG|1AART|1VULN|1DUR	1AART|2DUR|3MBVNT|4TLV|58aDMG|6LHND|7RCR|9VULN
174	23164 13274	   	170.62	DCR|3VULN|1AART|1DMG|1DUR	1AART|2DUR|3MBVNT|4ERES|568VULN|7RCR|9LIT|aDMG
175	23164 13481	   	170.62	DCR|3VULN|1AART|1DMG|1DUR	1AART|2DUR|3MBVNT|4ERES|56aVULN|7RCR|8DMG|9RPLT
176	25221 13224	   	170.62	DCR|3VULN|1AART|1DMG|1DUR	1AART|2aERES|3DMG|48aVULN|5DUR|6CGEN|7RCR|9aDUST|aBPWR
177	22623 22625	   	170.59	DCR|2VULN|1AART|2CDMG|1DMG	1AART|2LIT|3MLV|48VULN|59CDMG|6RCR|7FEWX|aDMG
178	22623 26125	   	170.59	DCR|2DMG|1AART|1VULN|2CDMG	1AART|2LIT|3MLV|4VULN|59CDMG|6RCR|7aDMG|8RMIN
179	23112 18438	   	170.57	ACR|2VULN|2DMG|1AART|1DUR	1AART|2DUR|3MBVNT|4LWND|5RCR|6TLV|78DMG|9aVULN
180	23112 18611	   	170.57	ACR|2VULN|2DMG|1AART|1DUR	1AART|2DUR|3MBVNT|4LWND|5RCR|6TLV|7aDMG|89VULN
181	23142 18438	   	170.57	ACR|2VULN|2DMG|1AART|1DUR	1AART|2DUR|3MBVNT|4FEWX|5RCR|6TLV|78DMG|9aVULN
182	23142 18611	   	170.57	ACR|2VULN|2DMG|1AART|1DUR	1AART|2DUR|3MBVNT|4FEWX|5RCR|6TLV|7aDMG|89VULN
183	23172 18438	   	170.57	ACR|2VULN|2DMG|1AART|1DUR	1AART|2DUR|3MBVNT|4BEXP|5RCR|6TLV|78DMG|9aVULN
184	23172 18611	   	170.57	ACR|2VULN|2DMG|1AART|1DUR	1AART|2DUR|3MBVNT|4BEXP|5RCR|6TLV|7aDMG|89VULN
185	24132 22831	   	170.57	ACR|2VULN|2DMG|1AART|1ASPD	1AART|2LWND|3MBVNT|4DUST|5RCR|68VULN|7ASPD|9aDMG
186	31253 13421	   	170.53	ACR|3VULN|2AART|1ZMB|1DUR	1ERES|2DMSP|357VULN|4RCR|68AART|9ZMB|aDUR
187	23124 13474	   	170.52	DCR|3VULN|1AART|1DMG|1DUR	1AART|2DUR|3MBVNT|4TLV|56aVULN|7RCR|8DMG|9AIRHEA
188	23127 34477	   	170.52	DCR|3DMG|1AART|1VULN|1DUR	1AART|2DUR|3MBVNT|4TLV|58aDMG|6VULN|7RCR|9AIRHEA
189	23164 13474	   	170.52	DCR|3VULN|1AART|1DMG|1DUR	1AART|2DUR|3MBVNT|4ERES|56aVULN|7RCR|8DMG|9AIRHEA
190	23434 34811	   	170.51	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1AART|2DUR|3ASPD|4ZMB|5MBVNT|69VULN|7DUST|8RCR|aDMG
191	23111 18811	   	170.25	DCR|2VULN|2DMG|1AART|1DUR	1AART|2DUR|3MBVNT|4LWND|5RMIN|69VULN|7aDMG|8RCR
192	23141 18811	   	170.25	DCR|2VULN|2DMG|1AART|1DUR	1AART|2DUR|3MBVNT|4FEWX|5RMIN|69VULN|7aDMG|8RCR
193	23171 18811	   	170.25	DCR|2VULN|2DMG|1AART|1DUR	1AART|2DUR|3MBVNT|4BEXP|5RMIN|69VULN|7aDMG|8RCR
194	26113 18811	   	170.25	DCR|2VULN|2DMG|1AART|1ASPD	1AART|2FEWX|3MBVNT|4LWND|5ASPD|69VULN|7aDMG|8RCR
195	34341 42331	 * 	170.21	DCR|2DMG|3CDMG|1AART|1ZMB|1DUR	1ERES|239CDMG|4DUR|5ZMB|6RCR|7aDMG|8AART
196	31253 14321	   	170.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ERES|2aDMSP|35VULN|4RCR|6AART|7ZMB|8CDMG|9DMG
197	31253 14322	   	170.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ERES|2DMSP|35VULN|4RCR|6AART|7ZMB|8CDMG|9DMG|aCGEN
198	31253 14324	   	170.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ERES|2DMSP|35VULN|4RCR|6AART|7ZMB|8CDMG|9DMG|aBEXP
199	31253 14325	   	170.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ERES|2DMSP|35VULN|4RCR|6AART|7ZMB|8CDMG|9DMG|aLWND
200	25223 13426	   	170.13	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2ERES|3DMG|489VULN|5CDMG|6LWND|7DUST|aRCR
201	33312 45523	   	170.03	DCR|3DMG|1AART|1VULN|1CDMG	1ERES|2LWND|3RCVC|456DMG|7AART|8CDMG|9VULN|aRCR
202	45111 11234	   	169.89	ACR|2VULN|2DMG|1AART|1ZMB|1SELL	1SELL|26DMG|36VULN|4DMSP|5RCR|6BPWR|7LWND|8LSRICY|9AART|aZMB
203	66121 32532	   	169.83	DCR|3DMG|1AART|1VULN|2ASPD	1457LHND|267DMG|37ASPD|7BPWR|8RCR|9VULN|aAART
204	23142 82253	 * 	169.83	ACR|2AART|2VULN|1DMG|2DUR	1aAART|26DUR|3MBVNT|4FEWX|5RCR|7DMG|89VULN
205	23172 82233	 * 	169.83	ACR|2AART|2DMG|1VULN|2DUR	1aAART|26DUR|3MBVNT|4BEXP|5RCR|79DMG|8VULN
206	23172 82253	   	169.83	ACR|2AART|2VULN|1DMG|2DUR	1aAART|26DUR|3MBVNT|4BEXP|5RCR|7DMG|89VULN
207	21412 23264	   	169.70	DCR|3VULN|1AART|2ASPD|2DUR	1AART|2LHND|35ASPD|45DUR|5BPWR|68aVULN|7RCR|9MLV
208	23434 32212	   	169.66	DCR|2VULN|1AART|1DMG|2ZMB|1ASPD|1DUR	1AART|2DUR|3ASPD|49ZMB|5MBVNT|68VULN|7DMG|aRCR
209	23434 32412	 * 	169.66	DCR|2DMG|1AART|1VULN|2ZMB|1ASPD|1DUR	1AART|2DUR|3ASPD|49ZMB|5MBVNT|6VULN|78DMG|aRCR
210	31212 34523	   	169.63	DCR|3DMG|1AART|1VULN|2ASPD	17ERES|2DMSP|3VULN|457DMG|67ASPD|7BPWR|8RCR|9FEWX|aAART
211	32313 32532	   	169.63	DCR|3DMG|1AART|1VULN|2ASPD	17ERES|27MLV|37ASPD|456DMG|7BPWR|8RCR|9VULN|aAART
212	23124 13142	   	169.50	DCR|3VULN|1AART|1CDMG|2DUR	1AART|29DUR|3MBVNT|4TLV|56aVULN|7RCR|8CDMG
213	23164 13142	   	169.50	DCR|3VULN|1AART|1CDMG|2DUR	1AART|29DUR|3MBVNT|4ERES|56aVULN|7RCR|8CDMG
214	23112 82252	   	169.38	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1AART|26DUR|3MBVNT|4LWND|5RCR|7DMG|89VULN|aZMB
215	23112 82415	   	169.38	ACR|2DMG|1AART|1VULN|2DUR|1ZMB	1AART|26DUR|3MBVNT|4LWND|5RCR|78DMG|9ZMB|aVULN
216	23142 82415	   	169.38	ACR|2DMG|1AART|1VULN|2DUR|1ZMB	1AART|26DUR|3MBVNT|4FEWX|5RCR|78DMG|9ZMB|aVULN
217	23172 63231	   	169.38	ACR|2DMG|1AART|1VULN|2DUR|1ZMB	1AART|27DUR|3MBVNT|4BEXP|5RCR|6ZMB|8VULN|9aDMG
218	23172 63238	   	169.38	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1AART|27DUR|3MBVNT|4BEXP|5RCR|6ZMB|8aVULN|9DMG
219	23172 82415	   	169.38	ACR|2DMG|1AART|1VULN|2DUR|1ZMB	1AART|26DUR|3MBVNT|4BEXP|5RCR|78DMG|9ZMB|aVULN
220	31353 42242	 * 	169.33	ACR|3DMG|2VULN|3DUR	17ERES|2DMSP|389DUR|4RCR|57VULN|67aDMG|7BPWR
221	22333 12352	   	169.31	DCR|2AART|2DMG|1VULN|2DUR	18AART|2LIT|35DUR|4aDMG|6VULN|7RCVC|9RCR
222	23233 12352	   	169.31	DCR|2AART|2DMG|1VULN|2DUR	18AART|25DUR|3LIT|4aDMG|6VULN|7RCVC|9RCR
223	21412 23162	   	169.30	DCR|2VULN|1AART|2ASPD|1CDMG|2DUR	1AART|2LHND|35ASPD|45DUR|5BPWR|6aVULN|7RCR|8CDMG|9RCVC
224	22423 32661	   	169.21	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1AART|2LIT|3DMG|48VULN|5aDUR|6DUST|7CDMG|9RCR
225	23142 23432	 * 	169.12	ACR|2AART|2VULN|1CDMG|1ZMB|1DUR	19AART|2DUR|3MBVNT|4FEWX|5RCR|6aVULN|7ZMB|8CDMG
226	23172 23832	   	169.12	ACR|2AART|2VULN|1CDMG|1ZMB|1DUR	19AART|2DUR|3MBVNT|4BEXP|5RCR|6aVULN|7ZMB|8CDMG
227	34311 42113	   	168.96	DCR|2VULN|1AART|2CDMG|2DUR|1ZMB	1aERES|23CDMG|4aVULN|5ZMB|6RCR|7LIT|8aDUR|9AART|aBPWR
228	23124 33245	   	168.94	DCR|3VULN|2AART|1DUR|1ASPD	16AART|2DUR|3MBVNT|4TLV|58aVULN|7RCR|9ASPD
229	23164 33245	   	168.94	DCR|3VULN|2AART|1DUR|1ASPD	16AART|2DUR|3MBVNT|4ERES|58aVULN|7RCR|9ASPD
230	26423 35322	   	168.94	ACR|3VULN|1AART|2FLTHEA|1ASPD	1AART|28FEWX|3ASPD|48FLTHEA|5RCR|6BELT|789VULN|8BPWR|aBEXP
231	23127 22412	   	168.91	DCR|3DMG|1AART|1VULN|2DUR	1AART|28DUR|3MBVNT|4TLV|578DMG|68LWND|8BPWR|9VULN|aRCR
232	23127 72412	   	168.91	DCR|3DMG|1AART|1VULN|2DUR	1AART|28DUR|3MBVNT|4TLV|578DMG|68LHND|8BPWR|9VULN|aRCR
233	26423 35323	   	168.84	ACR|3VULN|1AART|2FLTHEA|1ASPD	1AART|28FEWX|3ASPD|48FLTHEA|5RCR|6BELT|789VULN|8BPWR|aLEGI
234	26423 35333	   	168.84	ACR|3VULN|1AART|2FLTHEA|1ASPD	1AART|28FEWX|3ASPD|48FLTHEA|5RCR|6BELT|78aVULN|8BPWR|9ERES
235	23443 23162	   	168.74	DCR|2AART|2VULN|1CDMG|1ASPD|1DUR	14AART|2DUR|3ASPD|5LHND|6aVULN|7RCR|8CDMG|9RCVC
236	23112 28211	   	168.74	ACR|3VULN|1AART|1DMG|1DUR	1AART|2DUR|3MBVNT|4LWND|5RCR|689VULN|7FEWX|aDMG
237	21124 13255	   	168.72	DCR|4VULN|1AART|1ZMB	1AART|2LHND|3MBVNT|4TLV|568aVULN|7RCR|9ZMB
238	21164 13255	   	168.72	DCR|4VULN|1AART|1ZMB	1AART|2LHND|3MBVNT|4ERES|568aVULN|7RCR|9ZMB
239	24124 13255	   	168.72	DCR|4VULN|1AART|1ZMB	1AART|2LWND|3MBVNT|4ERES|568aVULN|7RCR|9ZMB
240	25221 13152	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2ERES|3DMG|4aVULN|5DUR|69CGEN|7RCR|8CDMG
241	25221 13213	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2ERES|3DMG|48VULN|5DUR|6CGEN|7RCR|9RPLT|aCDMG
242	25516 13213	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2ERES|38VULN|4DUR|5DMG|6CGEN|7RCR|9RPLT|aCDMG
243	25222 13134	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2ERES|3DMG|49VULN|5LWND|6CGEN|7RCR|8CDMG|aDUR
244	25222 33134	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2ERES|3DMG|49VULN|5LWND|6MLV|7RCR|8CDMG|aDUR
245	45111 13314	   	168.68	ACR|3VULN|2DMG|1ZMB|1ASPD|1SELL	1SELL|26DMG|369VULN|4DMSP|5RCR|6BPWR|7CGEN|8ZMB|aASPD
246	45111 14313	   	168.68	ACR|3VULN|2DMG|1ZMB|1ASPD|1SELL	1SELL|26DMG|369VULN|4DMSP|5RCR|6BPWR|7ASPD|8ZMB|aFEWX
247	23112 18431	   	168.64	ACR|3DMG|1AART|1VULN|1DUR	1AART|2DUR|3MBVNT|4LWND|5RCR|6TLV|78aDMG|9VULN
248	23112 18618	   	168.64	ACR|3VULN|1AART|1DMG|1DUR	1AART|2DUR|3MBVNT|4LWND|5RCR|6TLV|7DMG|89aVULN
249	23112 78431	   	168.64	ACR|3DMG|1AART|1VULN|1DUR	1AART|2DUR|3MBVNT|4LWND|5RCR|6ERES|78aDMG|9VULN
250	23142 18431	   	168.64	ACR|3DMG|1AART|1VULN|1DUR	1AART|2DUR|3MBVNT|4FEWX|5RCR|6TLV|78aDMG|9VULN
251	23142 18618	   	168.64	ACR|3VULN|1AART|1DMG|1DUR	1AART|2DUR|3MBVNT|4FEWX|5RCR|6TLV|7DMG|89aVULN
252	23172 18431	   	168.64	ACR|3DMG|1AART|1VULN|1DUR	1AART|2DUR|3MBVNT|4BEXP|5RCR|6TLV|78aDMG|9VULN
253	23164 13164	   	168.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DUR|3MBVNT|4ERES|56VULN|7RCR|8CDMG|9CGEN|aDMG
254	23164 13181	   	168.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DUR|3MBVNT|4ERES|56VULN|7RCR|8CDMG|9RPLT|aDMG
255	25221 13142	   	168.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|29ERES|3DMG|4aVULN|5DUR|6CGEN|7RCR|8CDMG
256	45111 14311	   	168.58	ACR|3VULN|2DMG|1ZMB|1ASPD|1SELL	1SELL|26DMG|369VULN|4DMSP|5RCR|6BPWR|7ASPD|8ZMB|aTLV
257	23535 13132	   	168.54	DCR|1AART|1DMG|2CDMG|1VULN|1ZMB|1DUR	1AART|2DUR|3CGEN|4ZMB|5DMG|6LHND|7RCR|89CDMG|aVULN
258	23535 13153	   	168.54	DCR|1AART|1DMG|2CDMG|1VULN|1ZMB|1DUR	1AART|2DUR|3CGEN|4ZMB|5DMG|6LHND|7RCR|8aCDMG|9VULN
259	23535 23153	   	168.54	DCR|1AART|1DMG|2CDMG|1VULN|1ZMB|1DUR	1AART|2DUR|3CGEN|4ZMB|5DMG|6LWND|7RCR|8aCDMG|9VULN
260	23635 13132	   	168.54	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB|1DUR	1AART|2DUR|3MLV|4ZMB|5DMG|6LHND|7RCR|89CDMG|aVULN
261	23635 13153	   	168.54	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB|1DUR	1AART|2DUR|3MLV|4ZMB|5DMG|6LHND|7RCR|8aCDMG|9VULN
262	23635 23153	   	168.54	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB|1DUR	1AART|2DUR|3MLV|4ZMB|5DMG|6LWND|7RCR|8aCDMG|9VULN
263	31253 14335	   	168.52	ACR|2VULN|2AART|1CDMG|1ZMB|1DUR	1ERES|2DMSP|35VULN|4RCR|6aAART|7ZMB|8CDMG|9DUR
264	23124 13154	   	168.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DUR|3MBVNT|4TLV|56VULN|7RCR|8CDMG|9ERES|aDMG
265	23124 13684	   	168.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DUR|3MBVNT|4TLV|56VULN|7RCR|8ERES|9CDMG|aDMG
266	23164 13784	   	168.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DUR|3MBVNT|4ERES|56VULN|7RCR|8TLV|9CDMG|aDMG
267	31251 42214	   	168.37	ACR|2VULN|2DMG|1AART|1DUR	17ERES|2DMSP|3aVULN|4RCR|57LHND|67DMG|7BPWR|8DUR|9AART
268	31252 42214	   	168.37	ACR|2VULN|2DMG|1AART|1DUR	17ERES|2DMSP|3aVULN|4RCR|57FEWX|67DMG|7BPWR|8DUR|9AART
269	23111 18818	   	168.32	DCR|3VULN|1AART|1DMG|1DUR	1AART|2DUR|3MBVNT|4LWND|5RMIN|69aVULN|7DMG|8RCR
270	23141 18818	   	168.32	DCR|3VULN|1AART|1DMG|1DUR	1AART|2DUR|3MBVNT|4FEWX|5RMIN|69aVULN|7DMG|8RCR
271	23433 32241	   	168.31	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1AART|2DUR|3ASPD|4ZMB|5LHND|68VULN|7DMG|9RCR|aLWND
272	23433 32244	   	168.31	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1AART|2DUR|3ASPD|4ZMB|5LHND|68VULN|7DMG|9RCR|aMGNLIT
273	23433 32245	   	168.31	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1AART|2DUR|3ASPD|4ZMB|5LHND|68VULN|7DMG|9RCR|aFEWX
274	23433 32246	   	168.31	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1AART|2DUR|3ASPD|4ZMB|5aLHND|68VULN|7DMG|9RCR
275	31353 42523	   	168.27	ACR|2VULN|2DMG|1AART|1DUR	17ERES|2DMSP|3DUR|4RCR|57VULN|67DMG|7BPWR|8CANHEL|9AART|aLHND
276	23433 32242	   	168.21	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1AART|2DUR|3ASPD|4ZMB|5LHND|68VULN|7DMG|9RCR|aLEGI
277	32353 41621	   	168.17	ACR|2VULN|2DMG|1AART|1ASPD	1ERES|2MLV|3ASPD|4RCR|58VULN|6aDMG|7LSRHEA|9AART
278	24124 13436	   	167.99	DCR|2VULN|1AART|1DMG|2CDMG	1AART|2LWND|3MBVNT|4ERES|56VULN|7RCR|8DMG|9aCDMG
279	21412 23134	 * 	167.87	DCR|2AART|2CDMG|1VULN|2ASPD|2DUR	1aAART|2LHND|35ASPD|45DUR|5BPWR|6VULN|7RCR|89CDMG
280	31253 13426	 * 	167.86	ACR|3VULN|3AART|1ZMB	1ERES|2DMSP|357VULN|4RCR|68aAART|9ZMB
281	21412 23112	   	167.70	DCR|2VULN|1AART|2ASPD|1CDMG|2DUR	1AART|29LHND|35ASPD|45DUR|5BPWR|6aVULN|7RCR|8CDMG
282	21412 23213	   	167.70	DCR|2VULN|1AART|2ASPD|1CDMG|2DUR	1AART|2LHND|35ASPD|45DUR|5BPWR|68VULN|7RCR|9RPLT|aCDMG
283	21412 23266	   	167.70	DCR|2VULN|1AART|2ASPD|1CDMG|2DUR	1AART|2LHND|35ASPD|45DUR|5BPWR|68VULN|7RCR|9MLV|aCDMG
284	31353 42162	   	167.67	ACR|2VULN|2DMG|1AART|1DUR	17ERES|2DMSP|3DUR|4RCR|57VULN|67DMG|7BPWR|8TLV|9LWND|aAART
285	21412 23151	   	167.60	DCR|2VULN|1AART|2ASPD|1CDMG|2DUR	1AART|2LHND|35ASPD|45DUR|5BPWR|6aVULN|7RCR|8CDMG|9TLV
286	23434 32222	   	167.41	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1AART|2DUR|3ASPD|4ZMB|5MBVNT|68VULN|7DMG|9RCVC|aRCR
287	23434 32422	   	167.41	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD|1DUR	1AART|2DUR|3ASPD|4ZMB|5MBVNT|6VULN|78DMG|9RCVC|aRCR
288	61161 23531	   	167.40	ACR|2AART|2DMG|1VULN|1ZMB	1LHND|2DUST|38AART|4BEXP|5RCR|6VULN|7ZMB|9aDMG
289	25213 13264	   	167.32	DCR|2VULN|2DMG|1AART	1AART|2aERES|3aDMG|4CGEN|5LWND|6LEGI|7RCR|8aVULN|9RCVC|aBPWR
290	23413 23132	   	167.30	DCR|2VULN|1AART|2CDMG|2DUR|1ASPD	1AART|24DUR|3ASPD|5LHND|6aVULN|7RCR|89CDMG
291	32313 33632	   	167.22	DCR|3DMG|1AART|1VULN|1ASPD	1ERES|2MLV|3ASPD|456DMG|7RCR|8RCVC|9VULN|aAART
292	23434 32144	   	167.16	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB|1ASPD	1AART|29DUR|3ASPD|4ZMB|5MBVNT|6VULN|7DMG|8CDMG|aRCR
293	31353 42312	   	167.16	ACR|3VULN|2DMG|1DUR|1ASPD	17ERES|2DMSP|3DUR|4RCR|579VULN|67DMG|7BPWR|8ASPD|aLHND
294	31353 42314	   	167.16	ACR|3VULN|2DMG|1DUR|1ASPD	17ERES|2DMSP|3DUR|4RCR|579VULN|67DMG|7BPWR|8ASPD|aFEWX
295	31353 42343	   	167.16	ACR|3VULN|2DMG|1DUR|1ASPD	17ERES|2DMSP|3DUR|4RCR|57aVULN|67DMG|7BPWR|8ASPD|9MLV
296	31353 42433	   	167.16	ACR|3VULN|2DMG|1DUR|1ASPD	17ERES|2DMSP|3DUR|4RCR|57aVULN|67DMG|7BPWR|8RMIN|9ASPD
297	23443 23112	   	167.14	DCR|2AART|2VULN|1CDMG|1ASPD|1DUR	14AART|2DUR|3ASPD|59LHND|6aVULN|7RCR|8CDMG
298	23443 23213	   	167.14	DCR|2AART|2VULN|1CDMG|1ASPD|1DUR	14AART|2DUR|3ASPD|5LHND|68VULN|7RCR|9RPLT|aCDMG
299	22333 13352	   	167.11	DCR|2AART|2DMG|1VULN|2DUR	18AART|27LIT|35DUR|4aDMG|6VULN|9RCR
300	23233 13352	   	167.11	DCR|2AART|2DMG|1VULN|2DUR	18AART|25DUR|37LIT|4aDMG|6VULN|9RCR
301	31353 42133	   	167.06	ACR|3VULN|2DMG|1DUR|1ASPD	17ERES|2DMSP|3DUR|4RCR|57aVULN|67DMG|7BPWR|8TLV|9ASPD
302	31353 42311	   	167.06	ACR|3VULN|2DMG|1DUR|1ASPD	17aERES|2DMSP|3DUR|4RCR|579VULN|67DMG|7BPWR|8ASPD
303	31353 42313	   	167.06	ACR|3VULN|2DMG|1DUR|1ASPD	17ERES|2DMSP|3DUR|4RCR|579VULN|67DMG|7BPWR|8ASPD|aTLV
304	31353 42353	   	167.06	ACR|3VULN|2DMG|1DUR|1ASPD	17ERES|2DMSP|3DUR|4RCR|57aVULN|67DMG|7BPWR|8ASPD|9TLV
305	31353 42115	   	167.06	ACR|3VULN|2DMG|1DUR|1ASPD	17ERES|2DMSP|3DUR|4RCR|579VULN|67DMG|7BPWR|8TLV|aASPD
306	31213 13424	 * 	167.05	DCR|3AART|2VULN|1DMG|1ZMB	1ERES|2DMSP|37VULN|4DMG|5ZMB|68aAART|9RCR
307	23443 23151	   	167.04	DCR|2AART|2VULN|1CDMG|1DUR|1ASPD	14AART|2DUR|3ASPD|5LHND|6aVULN|7RCR|8CDMG|9TLV
308	23413 23253	   	167.00	DCR|3VULN|1AART|3DUR|1ASPD	1AART|24aDUR|3ASPD|59aLHND|68aVULN|7RCR|aBPWR
309	23112 62468	   	166.98	ACR|2VULN|1AART|3DUR|1CDMG|1ZMB	1AART|28aDUR|3MBVNT|4aLWND|5RCR|6ZMB|7CDMG|9aVULN|aBPWR
310	23112 62838	   	166.98	ACR|2VULN|1AART|3DUR|1CDMG|1ZMB	1AART|29aDUR|3MBVNT|4aLWND|5RCR|6ZMB|7CDMG|8aVULN|aBPWR
311	23112 63168	   	166.98	ACR|2VULN|1AART|3DUR|1CDMG|1ZMB	1AART|27aDUR|3MBVNT|4aLWND|5RCR|6ZMB|8CDMG|9aVULN|aBPWR
312	23124 33247	   	166.94	DCR|2AART|2VULN|1CDMG|1DUR|1ASPD	16AART|2DUR|3MBVNT|4TLV|58VULN|7RCR|9ASPD|aCDMG
313	23164 33247	   	166.94	DCR|2AART|2VULN|1CDMG|1DUR|1ASPD	16AART|2DUR|3MBVNT|4ERES|58VULN|7RCR|9ASPD|aCDMG
314	23142 83242	 * 	166.88	ACR|2VULN|1AART|3DUR|2ASPD|1ZMB	1AART|269DUR|3MBVNT|4FEWX|5RCR|79ASPD|89VULN|9BPWR|aZMB
315	23122 83255	   	166.85	DCR|3VULN|1AART|2DUR|1ZMB	1AART|25DUR|3MBVNT|45TLV|5BPWR|68aVULN|7RCR|9ZMB
316	45111 16212	 * 	166.80	ACR|4VULN|2DMG|2SELL	18SELL|26DMG|369aVULN|4DMSP|5RCR|6BPWR|7RCVC
317	23124 33181	 * 	166.75	DCR|3AART|1VULN|1DMG|1CDMG|1DUR	169AART|2DUR|3MBVNT|4TLV|5VULN|7RCR|8CDMG|aDMG
318	23142 24431	   	166.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DUR|3MBVNT|4FEWX|5RCR|6aVULN|7ERES|8CDMG|9DMG
319	23172 22431	 * 	166.63	ACR|2DMG|1AART|1VULN|2ASPD|1DUR	1AART|2DUR|3MBVNT|4BEXP|5RCR|6VULN|78ASPD|9aDMG
320	31212 45513	   	166.63	DCR|3DMG|1AART|1VULN|1CDMG	1ERES|2DMSP|3VULN|456DMG|7AART|8CDMG|9LWND|aRCR
321	23112 23854	   	166.62	ACR|3VULN|1AART|1ZMB|1DUR|1ASPD	1AART|2DUR|3MBVNT|4LWND|5RCR|689VULN|7ZMB|aASPD
322	23112 22852	   	166.62	ACR|3VULN|1AART|1ZMB|1DUR|1ASPD	1AART|2DUR|3MBVNT|4LWND|5RCR|689VULN|7ASPD|aZMB
323	23634 32253	   	166.56	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1AART|2aDUR|3MLV|4ZMB|5MBVNT|68VULN|7DMG|9RCR
324	23634 32453	   	166.56	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	1AART|2aDUR|3MLV|4ZMB|5MBVNT|6VULN|78DMG|9RCR
325	24124 33433	   	166.54	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	16AART|2LWND|3MBVNT|4ERES|5VULN|7RCR|8DMG|9CDMG|aZMB
