0	Index      	 *	Score 	Summary	Detail	
1	44221 24313	 * 	183.87	DCR|3DMG|2VULN|1AART|1ZMB	17VULN|2LEGI|3AART|456DMG|7BPWR|8DUST|9ZMB|aRCR
159	43231 32536	   	161.98	DCR|2DMG|1AART|1VULN|1CDMG	1VULN|2CGEN|3AART|4FEWX|58DMG|6CDMG|7RCR|9MLV|aRCVC
160	43231 32541	   	161.98	DCR|2DMG|1AART|1VULN|1CDMG	1VULN|2CGEN|3AART|4FEWX|58DMG|6CDMG|7RCR|9LHND|aRCVC
161	43241 32511	   	161.88	DCR|2DMG|1AART|1VULN|1CDMG	1VULN|2CGEN|3AART|4DUST|58DMG|6CDMG|7RCR|9LWND|aRCVC
162	43241 32521	   	161.88	DCR|2DMG|1AART|1VULN|1CDMG	1VULN|2CGEN|3AART|4DUST|58DMG|6CDMG|7RCR|9FEWX|aRCVC
163	44223 32521	   	161.88	DCR|2DMG|1AART|1VULN|1CDMG	1VULN|2LEGI|3AART|48DMG|5CGEN|6CDMG|7RCR|9FEWX|aRCVC
164	46231 32351	   	161.88	DCR|2VULN|1AART|1DMG|1CDMG	19VULN|2ERES|3AART|4BEXP|5DMG|6CDMG|7RCR|8FEWX|aRCVC
165	46231 32511	   	161.88	DCR|2DMG|1AART|1VULN|1CDMG	1VULN|2ERES|3AART|4BEXP|58DMG|6CDMG|7RCR|9LWND|aRCVC
166	46231 32521	   	161.88	DCR|2DMG|1AART|1VULN|1CDMG	1VULN|2ERES|3AART|4BEXP|58DMG|6CDMG|7RCR|9FEWX|aRCVC
167	42322 24314	   	161.60	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	18VULN|2BEXP|3ZMB|4RPLT|5DUR|67DMG|9CDMG|aRCR
168	43221 32642	   	161.47	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	1VULN|2CGEN|39AART|4aBEXP|5DMG|6CDMG|7RCR|8ASPD
169	43221 32643	   	161.47	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	1VULN|2CGEN|39AART|4BEXP|5DMG|6CDMG|7RCR|8ASPD|aMLV
170	43231 32642	   	161.47	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	1VULN|2CGEN|39AART|4FEWX|5DMG|6CDMG|7RCR|8ASPD|aBEXP
171	43231 32643	   	161.47	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	1VULN|2aCGEN|39AART|4FEWX|5DMG|6CDMG|7RCR|8ASPD
172	43221 32641	   	161.37	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	1VULN|2CGEN|39AART|4BEXP|5DMG|6CDMG|7RCR|8ASPD|aDLOT
173	43231 32641	   	161.37	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	1VULN|2CGEN|39AART|4FEWX|5DMG|6CDMG|7RCR|8ASPD|aDLOT
174	44223 32631	   	161.37	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	1VULN|2LEGI|3aAART|4DMG|5CGEN|6CDMG|7RCR|8ASPD|9RPLT
175	43221 32114	   	161.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1VULN|2CGEN|3AART|4BEXP|5DMG|6CDMG|7RCR|8BELT|9ZMB|aDUR
176	43231 32114	   	161.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1VULN|2CGEN|3AART|4FEWX|5DMG|6CDMG|7RCR|8BELT|9ZMB|aDUR
177	43231 32636	   	161.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1VULN|2CGEN|3AART|4FEWX|5DMG|6CDMG|7RCR|8ASPD|9RPLT|aZMB
178	43241 32114	   	160.93	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1VULN|2CGEN|3AART|4DUST|5DMG|6CDMG|7RCR|8BELT|9ZMB|aDUR
179	44223 32114	   	160.93	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1VULN|2LEGI|3AART|4DMG|5CGEN|6CDMG|7RCR|8BELT|9ZMB|aDUR
180	46231 32114	   	160.93	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1VULN|2ERES|3AART|4BEXP|5DMG|6CDMG|7RCR|8BELT|9ZMB|aDUR
181	43221 32366	   	160.88	DCR|2VULN|1AART|1DMG|1CDMG	1aVULN|2CGEN|3AART|4aBEXP|5DMG|6CDMG|7RCR|8aFEWX|9RPLT|aBPWR
182	13414 15132	 * 	160.76	DCR|2DMG|1AART|1VULN|2DUR	1BEXP|23DUR|4aDMG|5RCVC|6RCR|7VULN|8LEGI|9AART
183	44223 32162	 * 	160.75	DCR|2AART|1VULN|1DMG|2CDMG	1VULN|2LEGI|3aAART|4DMG|5CGEN|69CDMG|7RCR|8BELT
184	43221 32142	   	160.68	DCR|2DMG|1AART|1VULN|1CDMG	1VULN|2CGEN|3AART|4BEXP|59DMG|6CDMG|7RCR|8BELT|aDMSP
185	43221 32143	   	160.68	DCR|2DMG|1AART|1VULN|1CDMG	1VULN|2CGEN|3AART|4BEXP|59DMG|6CDMG|7RCR|8BELT|aLHND
186	43221 32146	   	160.68	DCR|2DMG|1AART|1VULN|1CDMG	1VULN|2aCGEN|3AART|4BEXP|59DMG|6CDMG|7RCR|8BELT
187	43221 32152	   	160.68	DCR|2VULN|1AART|1DMG|1CDMG	19VULN|2CGEN|3AART|4BEXP|5DMG|6CDMG|7RCR|8BELT|aDMSP
188	43221 32153	   	160.68	DCR|2VULN|1AART|1DMG|1CDMG	19VULN|2CGEN|3AART|4BEXP|5DMG|6CDMG|7RCR|8BELT|aLHND
189	43221 32156	   	160.68	DCR|2VULN|1AART|1DMG|1CDMG	19VULN|2aCGEN|3AART|4BEXP|5DMG|6CDMG|7RCR|8BELT
190	43221 32321	   	160.68	DCR|2VULN|1AART|1DMG|1CDMG	1aVULN|2CGEN|3AART|4BEXP|5DMG|6CDMG|7RCR|8FEWX|9LIT
191	43221 32353	   	160.68	DCR|2VULN|1AART|1DMG|1CDMG	19VULN|2CGEN|3AART|4aBEXP|5DMG|6CDMG|7RCR|8FEWX
192	43221 32354	   	160.68	DCR|2VULN|1AART|1DMG|1CDMG	19VULN|2CGEN|3AART|4BEXP|5DMG|6CDMG|7RCR|8FEWX|aLIT
193	43221 32356	   	160.68	DCR|2VULN|1AART|1DMG|1CDMG	19VULN|2CGEN|3AART|4BEXP|5DMG|6CDMG|7RCR|8FEWX|aLHND
194	43221 32513	   	160.68	DCR|2DMG|1AART|1VULN|1CDMG	1VULN|2CGEN|3AART|4aBEXP|58DMG|6CDMG|7RCR|9LWND
195	43221 32514	   	160.68	DCR|2DMG|1AART|1VULN|1CDMG	1VULN|2CGEN|3AART|4BEXP|58DMG|6CDMG|7RCR|9LWND|aLIT
196	43221 32516	   	160.68	DCR|2DMG|1AART|1VULN|1CDMG	1VULN|2CGEN|3AART|4BEXP|58DMG|6CDMG|7RCR|9LWND|aLHND
197	43221 32523	   	160.68	DCR|2DMG|1AART|1VULN|1CDMG	1VULN|2CGEN|3AART|4aBEXP|58DMG|6CDMG|7RCR|9FEWX
198	43221 32524	   	160.68	DCR|2DMG|1AART|1VULN|1CDMG	1VULN|2CGEN|3AART|4BEXP|58DMG|6CDMG|7RCR|9FEWX|aLIT
199	43221 32526	   	160.68	DCR|2DMG|1AART|1VULN|1CDMG	1VULN|2CGEN|3AART|4BEXP|58DMG|6CDMG|7RCR|9FEWX|aLHND
200	43221 32543	   	160.68	DCR|2DMG|1AART|1VULN|1CDMG	1VULN|2CGEN|3AART|4aBEXP|58DMG|6CDMG|7RCR|9LHND
201	43221 32563	   	160.68	DCR|2DMG|1AART|1VULN|1CDMG	1VULN|2CGEN|3AART|4aBEXP|58DMG|6CDMG|7RCR|9RPLT
202	43231 32135	   	160.68	DCR|2VULN|1AART|1DMG|1CDMG	1aVULN|2CGEN|3AART|49FEWX|5DMG|6CDMG|7RCR|8BELT
203	43231 32142	   	160.68	DCR|2DMG|1AART|1VULN|1CDMG	1VULN|2CGEN|3AART|4FEWX|59DMG|6CDMG|7RCR|8BELT|aDMSP
204	43231 32143	   	160.68	DCR|2DMG|1AART|1VULN|1CDMG	1VULN|2CGEN|3AART|4FEWX|59DMG|6CDMG|7RCR|8BELT|aLHND
205	43231 32146	   	160.68	DCR|2DMG|1AART|1VULN|1CDMG	1VULN|2aCGEN|3AART|4FEWX|59DMG|6CDMG|7RCR|8BELT
206	43231 32152	   	160.68	DCR|2VULN|1AART|1DMG|1CDMG	19VULN|2CGEN|3AART|4FEWX|5DMG|6CDMG|7RCR|8BELT|aDMSP
207	43231 32153	   	160.68	DCR|2VULN|1AART|1DMG|1CDMG	19VULN|2CGEN|3AART|4FEWX|5DMG|6CDMG|7RCR|8BELT|aLHND
208	43231 32156	   	160.68	DCR|2VULN|1AART|1DMG|1CDMG	19VULN|2aCGEN|3AART|4FEWX|5DMG|6CDMG|7RCR|8BELT
209	43231 32351	   	160.68	DCR|2VULN|1AART|1DMG|1CDMG	19VULN|2aCGEN|3AART|48FEWX|5DMG|6CDMG|7RCR
210	43231 32352	   	160.68	DCR|2VULN|1AART|1DMG|1CDMG	19VULN|2CGEN|3AART|48FEWX|5DMG|6CDMG|7RCR|aRMIN
211	43231 32353	   	160.68	DCR|2VULN|1AART|1DMG|1CDMG	19VULN|2CGEN|3AART|48FEWX|5DMG|6CDMG|7RCR|aLWND
212	43231 32355	   	160.68	DCR|2VULN|1AART|1DMG|1CDMG	19VULN|2CGEN|3AART|48aFEWX|5DMG|6CDMG|7RCR
213	43231 32365	   	160.68	DCR|2VULN|1AART|1DMG|1CDMG	1aVULN|2CGEN|3AART|48FEWX|5DMG|6CDMG|7RCR|9RPLT
214	43231 32513	   	160.68	DCR|2DMG|1AART|1VULN|1CDMG	1VULN|2CGEN|3AART|4FEWX|58DMG|6CDMG|7RCR|9LWND|aBEXP
215	43231 32514	   	160.68	DCR|2DMG|1AART|1VULN|1CDMG	1VULN|2CGEN|3AART|4FEWX|58DMG|6CDMG|7RCR|9LWND|aLIT
216	43231 32516	   	160.68	DCR|2DMG|1AART|1VULN|1CDMG	1VULN|2CGEN|3AART|4FEWX|58DMG|6CDMG|7RCR|9LWND|aLHND
217	43231 32521	   	160.68	DCR|2DMG|1AART|1VULN|1CDMG	1VULN|2aCGEN|3AART|49FEWX|58DMG|6CDMG|7RCR
218	43231 32522	   	160.68	DCR|2DMG|1AART|1VULN|1CDMG	1VULN|2CGEN|3AART|49FEWX|58DMG|6CDMG|7RCR|aRMIN
219	43231 32523	   	160.68	DCR|2DMG|1AART|1VULN|1CDMG	1VULN|2CGEN|3AART|49FEWX|58DMG|6CDMG|7RCR|aLWND
220	43231 32525	   	160.68	DCR|2DMG|1AART|1VULN|1CDMG	1VULN|2CGEN|3AART|49aFEWX|58DMG|6CDMG|7RCR
221	43231 32533	   	160.68	DCR|2DMG|1AART|1VULN|1CDMG	1VULN|2aCGEN|3AART|4FEWX|58DMG|6CDMG|7RCR|9MLV
222	43231 32543	   	160.68	DCR|2DMG|1AART|1VULN|1CDMG	1VULN|2CGEN|3AART|4FEWX|58DMG|6CDMG|7RCR|9LHND|aBEXP
223	43231 32563	   	160.68	DCR|2DMG|1AART|1VULN|1CDMG	1VULN|2CGEN|3AART|4FEWX|58DMG|6CDMG|7RCR|9RPLT|aBEXP
224	43221 32141	   	160.58	DCR|2DMG|1AART|1VULN|1CDMG	1VULN|2CGEN|3AART|4BEXP|59DMG|6CDMG|7RCR|8BELT|aERES
225	43221 32151	   	160.58	DCR|2VULN|1AART|1DMG|1CDMG	19VULN|2CGEN|3AART|4BEXP|5DMG|6CDMG|7RCR|8BELT|aERES
226	43231 32141	   	160.58	DCR|2DMG|1AART|1VULN|1CDMG	1VULN|2CGEN|3AART|4FEWX|59DMG|6CDMG|7RCR|8BELT|aERES
227	43231 32151	   	160.58	DCR|2VULN|1AART|1DMG|1CDMG	19VULN|2CGEN|3AART|4FEWX|5DMG|6CDMG|7RCR|8BELT|aERES
228	43231 32531	   	160.58	DCR|2DMG|1AART|1VULN|1CDMG	1VULN|2CGEN|3AART|4FEWX|58DMG|6CDMG|7RCR|9MLV|aDLOT
229	43231 32534	   	160.58	DCR|2DMG|1AART|1VULN|1CDMG	1VULN|2CGEN|3AART|4FEWX|58DMG|6CDMG|7RCR|9MLV|aDUST
230	43241 32142	   	160.58	DCR|2DMG|1AART|1VULN|1CDMG	1VULN|2CGEN|3AART|4DUST|59DMG|6CDMG|7RCR|8BELT|aDMSP
231	43241 32143	   	160.58	DCR|2DMG|1AART|1VULN|1CDMG	1VULN|2CGEN|3AART|4DUST|59DMG|6CDMG|7RCR|8BELT|aLHND
232	43241 32152	   	160.58	DCR|2VULN|1AART|1DMG|1CDMG	19VULN|2CGEN|3AART|4DUST|5DMG|6CDMG|7RCR|8BELT|aDMSP
233	43241 32153	   	160.58	DCR|2VULN|1AART|1DMG|1CDMG	19VULN|2CGEN|3AART|4DUST|5DMG|6CDMG|7RCR|8BELT|aLHND
234	43241 32513	   	160.58	DCR|2DMG|1AART|1VULN|1CDMG	1VULN|2CGEN|3AART|4DUST|58DMG|6CDMG|7RCR|9LWND|aBEXP
235	43241 32523	   	160.58	DCR|2DMG|1AART|1VULN|1CDMG	1VULN|2CGEN|3AART|4DUST|58DMG|6CDMG|7RCR|9FEWX|aBEXP
236	44223 32143	   	160.58	DCR|2DMG|1AART|1VULN|1CDMG	1VULN|2LEGI|3AART|49DMG|5CGEN|6CDMG|7RCR|8BELT|aLIT
237	44223 32153	   	160.58	DCR|2VULN|1AART|1DMG|1CDMG	19VULN|2LEGI|3AART|4DMG|5CGEN|6CDMG|7RCR|8BELT|aLIT
238	44223 32321	   	160.58	DCR|2VULN|1AART|1DMG|1CDMG	1aVULN|2LEGI|3AART|4DMG|5CGEN|6CDMG|7RCR|8FEWX|9LIT
239	44223 32511	   	160.58	DCR|2DMG|1AART|1VULN|1CDMG	1VULN|2LEGI|3AART|48DMG|5CGEN|6CDMG|7RCR|9LWND|aBELT
240	44223 32513	   	160.58	DCR|2DMG|1AART|1VULN|1CDMG	1VULN|2LEGI|3AART|48DMG|5CGEN|6CDMG|7RCR|9aLWND
241	44223 32523	   	160.58	DCR|2DMG|1AART|1VULN|1CDMG	1VULN|2LEGI|3AART|48DMG|5CGEN|6CDMG|7RCR|9FEWX|aBEXP
242	46231 32142	   	160.58	DCR|2DMG|1AART|1VULN|1CDMG	1VULN|2ERES|3AART|4BEXP|59DMG|6CDMG|7RCR|8BELT|aCGEN
243	46231 32143	   	160.58	DCR|2DMG|1AART|1VULN|1CDMG	1VULN|2ERES|3AART|4aBEXP|59DMG|6CDMG|7RCR|8BELT
244	46231 32152	   	160.58	DCR|2VULN|1AART|1DMG|1CDMG	19VULN|2ERES|3AART|4BEXP|5DMG|6CDMG|7RCR|8BELT|aCGEN
245	46231 32153	   	160.58	DCR|2VULN|1AART|1DMG|1CDMG	19VULN|2ERES|3AART|4aBEXP|5DMG|6CDMG|7RCR|8BELT
246	46231 32321	   	160.58	DCR|2VULN|1AART|1DMG|1CDMG	1aVULN|2ERES|3AART|4BEXP|5DMG|6CDMG|7RCR|8FEWX|9LIT
247	46231 32353	   	160.58	DCR|2VULN|1AART|1DMG|1CDMG	19VULN|2ERES|3AART|4aBEXP|5DMG|6CDMG|7RCR|8FEWX
248	46231 32513	   	160.58	DCR|2DMG|1AART|1VULN|1CDMG	1VULN|2ERES|3AART|4aBEXP|58DMG|6CDMG|7RCR|9LWND
249	46231 32523	   	160.58	DCR|2DMG|1AART|1VULN|1CDMG	1VULN|2ERES|3AART|4aBEXP|58DMG|6CDMG|7RCR|9FEWX
250	24231 11232	   	160.51	DCR|2AART|2VULN|1DMG|1ASPD	1LHND|2LEGI|38AART|4ASPD|5DMG|6aVULN|7LIT|9RCR
251	43241 32141	   	160.48	DCR|2DMG|1AART|1VULN|1CDMG	1VULN|2CGEN|3AART|4DUST|59DMG|6CDMG|7RCR|8BELT|aERES
252	43241 32151	   	160.48	DCR|2VULN|1AART|1DMG|1CDMG	19VULN|2CGEN|3AART|4DUST|5DMG|6CDMG|7RCR|8BELT|aERES
253	44223 32141	   	160.48	DCR|2DMG|1AART|1VULN|1CDMG	1VULN|2LEGI|3AART|49DMG|5CGEN|6CDMG|7RCR|8BELT|aERES
254	44223 32151	   	160.48	DCR|2VULN|1AART|1DMG|1CDMG	19VULN|2LEGI|3AART|4DMG|5CGEN|6CDMG|7RCR|8BELT|aERES
255	44223 32512	   	160.48	DCR|2DMG|1AART|1VULN|1CDMG	1VULN|2LEGI|3AART|48DMG|5CGEN|6CDMG|7RCR|9LWND|aERES
256	44224 32321	   	160.48	DCR|2VULN|1AART|1DMG|1CDMG	1aVULN|2LEGI|3AART|4DMG|5ERES|6CDMG|7RCR|8FEWX|9LIT
257	46231 32141	   	160.48	DCR|2DMG|1AART|1VULN|1CDMG	1VULN|2aERES|3AART|4BEXP|59DMG|6CDMG|7RCR|8BELT
258	46231 32151	   	160.48	DCR|2VULN|1AART|1DMG|1CDMG	19VULN|2aERES|3AART|4BEXP|5DMG|6CDMG|7RCR|8BELT
259	43221 32164	   	160.40	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB	1VULN|2CGEN|3AART|4BEXP|5DMG|69CDMG|7RCR|8BELT|aZMB
260	43231 32164	   	160.40	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB	1VULN|2CGEN|3AART|4FEWX|5DMG|69CDMG|7RCR|8BELT|aZMB
261	44222 32312	   	160.34	DCR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1ZMB	1VULN|2LEGI|3AART|4DMG|5ZMB|6CDMG|7RMIN|8FLTHEA|9ERES|aRCR
262	44222 32332	   	160.34	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1VULN|2LEGI|3AART|4DMG|5ZMB|6CDMG|7RMIN|8FLTHEA|9TLV|aRCR
263	51433 15122	 * 	160.18	DCR|3VULN|1AART|2ZMB	19ZMB|29TLV|3RCVC|4LHND|5ERES|6RCR|79aVULN|8AART|9BPWR
264	62511 31413	   	160.17	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1ASPD|2DUR|3BEXP|4AART|5DMG|6CDMG|7RPLT|8VULN|9ZMB|aRCR
265	62611 31413	   	160.17	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1ASPD|2DUR|3FEWX|4AART|5DMG|6CDMG|7RPLT|8VULN|9ZMB|aRCR
266	62211 31413	   	160.07	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1ASPD|2DUR|3DUST|4AART|5DMG|6CDMG|7RPLT|8VULN|9ZMB|aRCR
267	24222 11135	   	160.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LHND|2LEGI|3AART|4DMG|5ZMB|68VULN|7LIT|9RCR|aDUR
268	51243 12421	   	160.06	DCR|3VULN|1DMG|1ZMB|1DUR|1ASPD	1ZMB|2TLV|3BELT|4DMG|569VULN|7RCR|8ASPD|aDUR
269	53243 22421	   	160.06	DCR|3VULN|1DMG|1ZMB|1DUR|1ASPD	1ZMB|2ERES|3BELT|4DMG|569VULN|7RCR|8ASPD|aDUR
270	61253 12421	   	160.06	DCR|3VULN|1DMG|1ZMB|1DUR|1ASPD	1ASPD|2TLV|3BELT|4ZMB|569VULN|7RCR|8DMG|aDUR
271	63253 22421	   	160.06	DCR|3VULN|1DMG|1ZMB|1DUR|1ASPD	1ASPD|2ERES|3BELT|4ZMB|569VULN|7RCR|8DMG|aDUR
272	43261 63131	   	159.81	DCR|2VULN|2DMG|1AART	1aVULN|2CGEN|3AART|4aDMG|5TLV|6LWND|7NUKE|8aLIT|9RCR|aBPWR
273	42322 25314	   	159.67	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	178VULN|2BEXP|3ZMB|4RPLT|5DUR|6DMG|9CDMG|aRCR
274	52211 52353	 * 	159.65	DCR|2DMG|1AART|1CDMG|2DUR|1ZMB	1ZMB|26DUR|3DUST|4AART|58DMG|7CDMG|9RCR|aRCVC
275	44221 33132	   	159.61	DCR|2VULN|2DMG|1AART	1aVULN|2LEGI|3AART|45DMG|6LHND|7NUKE|8LIT|9RCR
276	44222 14313	 * 	159.57	3DMG|3VULN|1AART|1CDMG|1ZMB	16aVULN|2LEGI|3AART|48aDMG|5ZMB|7CDMG|9aERES|aBPWR
277	53544 48431	   	159.53	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|24ERES|3MBVNT|5DUR|6RCR|7DMG|8VULN|9AART|aCDMG
278	42115 31242	   	159.47	DCR|3VULN|1AART|1CDMG|1ZMB	145VULN|2BEXP|3LWND|6MGNLIT|7CDMG|8AART|9RCR|aZMB
279	52211 13255	   	159.47	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2DUR|3DUST|4AART|5DMG|6aVULN|7RPLT|8CGEN|9RCR
280	51515 43432	   	159.43	DCR|2DMG|1AART|1VULN|1ZMB	1ZMB|2TLV|3MBVNT|4aDMG|5RCVC|6RCR|7FEWX|8VULN|9AART
281	53515 43432	   	159.43	DCR|2DMG|1AART|1VULN|1ZMB	1ZMB|2ERES|3MBVNT|4aDMG|5RCVC|6RCR|7FEWX|8VULN|9AART
282	52211 13355	   	159.37	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2DUR|3DUST|4AART|5DMG|6aVULN|7RPLT|8ERES|9RCR
283	43133 52133	   	159.27	DCR|3VULN|2DMG|1ZMB	178VULN|27CGEN|345LWND|67DMG|7BPWR|9RCR|aZMB
284	46312 11334	   	159.16	DCR|2VULN|2DMG|1CDMG|1ZMB	1aVULN|2ERES|3ZMB|49DMG|5VENICY|6TLV|7CDMG|8RCR
285	13412 24342	 * 	159.08	DCR|2VULN|1AART|1DMG|3DUR	19BEXP|239DUR|4DMG|5MLV|6RPLT|7RCR|89VULN|9BPWR|aAART
286	13413 24342	   	159.08	DCR|2VULN|1AART|1DMG|3DUR	19BEXP|239DUR|4DMG|5CGEN|6RPLT|7RCR|89VULN|9BPWR|aAART
287	52131 15315	 * 	158.81	DCR|3ZMB|1VULN|1DMG|1CDMG|2DUR	13aZMB|23DUR|3BPWR|4MLV|5RMIN|6RCR|7VULN|8CDMG|9DMG
288	52133 15315	   	158.71	DCR|3ZMB|1VULN|1DMG|1CDMG|2DUR	13aZMB|23DUR|3BPWR|4MLV|5ERES|6RCR|7VULN|8CDMG|9DMG
289	12325 15231	   	158.67	DCR|3VULN|2DMG	12BEXP|3RCVC|49DMG|578VULN|6RCR|aLWND
290	12325 15235	   	158.67	DCR|3VULN|2DMG	12BEXP|3RCVC|49DMG|578VULN|6RCR|aMLV
291	12325 15236	   	158.67	DCR|3VULN|2DMG	12aBEXP|3RCVC|49DMG|578VULN|6RCR
292	12325 15232	   	158.57	DCR|3VULN|2DMG	12BEXP|3RCVC|49DMG|578VULN|6RCR|aTLV
293	12325 15233	   	158.57	DCR|3VULN|2DMG	12BEXP|3RCVC|49DMG|578VULN|6RCR|aERES
294	52163 33152	   	158.44	DCR|3ZMB|1VULN|1DMG|1CDMG|2DUR|1ASPD	13aZMB|23DUR|3BPWR|4CDMG|5VULN|6TLV|7DMG|8ASPD|9RCR
295	52211 52351	   	158.35	DCR|2DMG|1AART|1CDMG|2DUR|1ZMB	1ZMB|26DUR|3DUST|4AART|58DMG|7CDMG|9RCR|aCGEN
296	52211 52352	   	158.35	DCR|2DMG|1AART|1CDMG|2DUR|1ZMB	1ZMB|26DUR|3DUST|4AART|58DMG|7CDMG|9RCR|aBEXP
297	12223 14534	 * 	158.23	DCR|4VULN|2FLTHEA|1CDMG	12BEXP|3BELT|4678VULN|56FLTHEA|6BPWR|9RCR|aCDMG
298	51243 12633	 * 	158.18	DCR|2VULN|1AART|1DMG|2ZMB	18ZMB|2TLV|3BELT|4DMG|56VULN|7RCR|9AART|aMLV
299	53243 22632	   	158.18	DCR|2VULN|1AART|1DMG|2ZMB	18ZMB|2ERES|3aBELT|4DMG|56VULN|7RCR|9AART
300	53243 22633	   	158.18	DCR|2VULN|1AART|1DMG|2ZMB	18ZMB|2ERES|3BELT|4DMG|56VULN|7RCR|9AART|aLHND
301	51243 12631	   	158.08	DCR|2VULN|1AART|1DMG|2ZMB	18ZMB|2TLV|3BELT|4DMG|56VULN|7RCR|9AART|aERES
302	51243 12632	   	158.08	DCR|2VULN|1AART|1DMG|2ZMB	18ZMB|2TLV|3BELT|4DMG|56VULN|7RCR|9AART|aDUST
303	53243 22631	   	158.08	DCR|2VULN|1AART|1DMG|2ZMB	18ZMB|2aERES|3BELT|4DMG|56VULN|7RCR|9AART
304	42214 15231	   	158.07	DCR|3VULN|2DMG	178VULN|2BEXP|3DMSP|49DMG|5RCVC|6RCR|aLWND
305	42214 15232	   	157.97	DCR|3VULN|2DMG	178VULN|2BEXP|3DMSP|49DMG|5RCVC|6RCR|aTLV
306	42214 15233	   	157.97	DCR|3VULN|2DMG	178VULN|2BEXP|3DMSP|49DMG|5RCVC|6RCR|aERES
307	65433 12222	 * 	157.85	ACR|2VULN|3ASPD|1DMG|1ZMB|1DUR	138ASPD|2BELT|4RCR|56VULN|7ZMB|9DUR|aDMG
308	52511 27324	 * 	157.80	DCR|2AART|2DMG|2ZMB|2DUR	17ZMB|29DUR|37BEXP|48AART|57DMG|6MBVNT|7BPWR|aRCR
309	43262 33116	   	157.78	DCR|3DMG|1AART|1VULN	1VULN|2CGEN|3AART|47aDMG|5RPLT|6MBVNT|8BELT|9RCR
310	45351 12231	   	157.56	DCR|4VULN|1DMG	148aVULN|27RCVC|3FEWX|5RMIN|6RCR|9DMG
311	65431 21323	 * 	157.52	ACR|2DMG|2AART|2ASPD|1DUR	13ASPD|2BELT|4RCR|5BEXP|67AART|8aDMG|9DUR
312	54123 31513	   	157.43	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2MGNLIT|3CDMG|4VULN|5AART|6BEXP|7DUR|8RCR|9LWND|aDMG
313	56123 31513	   	157.43	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1ZMB|2LSRICY|3CDMG|4VULN|5AART|6BEXP|7DUR|8RCR|9LWND|aDMG
314	43221 32236	   	157.17	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2CGEN|3AART|4BEXP|5DMG|6CDMG|7RCR|8aRCVC|9ZMB
315	42115 31222	   	157.07	DCR|3VULN|1AART|1CDMG|1ZMB	145VULN|2BEXP|3LWND|6MGNLIT|7CDMG|8AART|9ZMB|aRCR
316	43241 32236	   	157.07	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2CGEN|3AART|4DUST|5DMG|6CDMG|7RCR|8aRCVC|9ZMB
317	46231 32236	   	157.07	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2ERES|3AART|4BEXP|5DMG|6CDMG|7RCR|8aRCVC|9ZMB
318	43221 32651	   	156.97	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1VULN|2CGEN|3AART|4BEXP|5DMG|6CDMG|7RCR|8ASPD|9DUR|aBELT
319	43221 32652	   	156.97	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1VULN|2CGEN|3AART|4aBEXP|5DMG|6CDMG|7RCR|8ASPD|9DUR
320	43221 32653	   	156.97	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1VULN|2CGEN|3AART|4BEXP|5DMG|6CDMG|7RCR|8ASPD|9DUR|aMLV
