0	Index      	 *	Score 	Summary	Detail	
1	52234 22142	 * 	201.99	ACR|4VULN|1AART|1DMG|1CDMG|1DUR	189aVULN|2RCR|3DUR|4AART|5DMG|6RCVC|7CDMG
169	52534 21211	   	179.43	ACR|3VULN|1AART|1DMG|2DUR	189VULN|2RCR|3BEXP|4AART|5DMG|67DUR|aMBVNT
170	52534 21213	   	179.43	ACR|3VULN|1AART|1DMG|2DUR	189VULN|2RCR|3BEXP|4AART|5DMG|67DUR|aDUST
171	52126 31513	   	179.38	ACR|2VULN|2DMG|2AART	19VULN|2RCR|3RPLT|4BEXP|5LSRREG|67AART|8aDMG
172	35214 21613	   	179.37	ACR|3VULN|2DMG|3ZMB	179ZMB|249VULN|3FEWX|5RCR|6CGEN|89DMG|9BPWR|aAIRHEA
173	33425 32632	   	179.35	ACR|3VULN|2DMG|2ZMB|1CDMG|1SELL	19ZMB|2RCVC|389VULN|4CDMG|5RCR|6LWND|79DMG|9BPWR|aSELL
174	52532 53221	   	179.28	ACR|4VULN|1AART|1ZMB|1DUR	1789VULN|2RCR|3BEXP|4AART|5DUR|6LIT|aZMB
175	52634 12133	   	179.17	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	18VULN|2RCR|36FEWX|4AART|5DMG|7CDMG|9ASPD|aDUR
176	52634 32133	   	179.17	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	18VULN|2RCR|3FEWX|4AART|5DMG|6RCVC|7CDMG|9ASPD|aDUR
177	52312 26342	   	179.17	ACR|2VULN|2DMG|1AART|2DUR	19VULN|2RCR|3LHND|49CGEN|5aDUR|6ERES|79DMG|8AART|9BPWR
178	52234 11242	 * 	179.14	ACR|2AART|2VULN|1DMG|3DUR	18VULN|2RCR|379DUR|4aAART|5DMG|6FEWX
179	52234 12331	   	179.07	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1aVULN|2RCR|3DUR|4AART|5DMG|6FEWX|7CDMG|8ERES|9ASPD
180	52234 32331	   	179.07	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1aVULN|2RCR|3DUR|4AART|5DMG|6LHND|7CDMG|8ERES|9ASPD
181	52534 22331	   	179.07	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1aVULN|2RCR|3BEXP|4AART|5DMG|6DUR|7CDMG|8ERES|9ASPD
182	52231 12132	   	178.83	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	18aVULN|2RCR|3DUR|4AART|5DMSP|6ZMB|7CDMG|9RCVC
183	52231 12141	   	178.83	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	189VULN|2RCR|3DUR|4AART|5DMSP|6ZMB|7CDMG|aMLV
184	52231 12143	   	178.83	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	189VULN|2RCR|3DUR|4AART|5DMSP|6ZMB|7CDMG|aRCVC
185	52231 13211	   	178.83	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	189VULN|2RCR|3DUR|4AART|5DMSP|6ZMB|7LHND|aCDMG
186	52231 15211	   	178.83	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	189VULN|2RCR|3DUR|4AART|5DMSP|6ZMB|7LWND|aCDMG
187	52231 32154	   	178.83	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	179VULN|2RCR|3DUR|4AART|5DMSP|6BELT|8ZMB|aCDMG
188	52232 12132	   	178.83	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	18aVULN|2RCR|3DUR|4AART|59RCVC|6ZMB|7CDMG
189	52232 12141	   	178.83	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	189VULN|2RCR|3DUR|4AART|5RCVC|6ZMB|7CDMG|aMLV
190	52232 12143	   	178.83	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	189VULN|2RCR|3DUR|4AART|5aRCVC|6ZMB|7CDMG
191	52232 13211	   	178.83	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	189VULN|2RCR|3DUR|4AART|5RCVC|6ZMB|7LHND|aCDMG
192	52232 15211	   	178.83	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	189VULN|2RCR|3DUR|4AART|5RCVC|6ZMB|7LWND|aCDMG
193	52232 32154	   	178.83	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	179VULN|2RCR|3DUR|4AART|5RCVC|6BELT|8ZMB|aCDMG
194	52334 43222	   	178.75	ACR|3VULN|2AART|1DMG	178VULN|2RCR|3LHND|49AART|5DMG|6LWND|aBEXP
195	52234 31236	   	178.73	ACR|2VULN|1AART|1DMG|2ZMB|2DUR	18VULN|2RCR|37DUR|4AART|5DMG|6LHND|9aZMB
196	52231 12145	   	178.73	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	189VULN|2RCR|3DUR|4AART|5DMSP|6ZMB|7CDMG|aTLV
197	52232 12145	   	178.73	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	189VULN|2RCR|3DUR|4AART|5RCVC|6ZMB|7CDMG|aTLV
198	52322 43214	   	178.68	ACR|4VULN|1AART|1ZMB|1ASPD	1789VULN|2RCR|3LHND|4ASPD|5AART|6LWND|aZMB
199	52334 43221	   	178.65	ACR|3VULN|2AART|1DMG	178VULN|2RCR|3LHND|49AART|5DMG|6LWND|aMBVNT
200	52334 43223	   	178.65	ACR|3VULN|2AART|1DMG	178VULN|2RCR|3LHND|49AART|5DMG|6LWND|aERES
201	56316 11322	 * 	178.62	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	13VULN|2LIT|4CDMG|5ZMB|6RCR|7AART|8CGEN|9DMG|aASPD
202	52234 12121	   	178.55	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	19VULN|2RCR|3DUR|4AART|5DMG|6FEWX|78CDMG|aLHND
203	52234 12122	   	178.55	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	19VULN|2RCR|3DUR|4AART|5DMG|6FEWX|78CDMG|aDMSP
204	52234 12124	   	178.55	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	19VULN|2RCR|3DUR|4AART|5DMG|6FEWX|78CDMG|aLIT
205	52234 12125	   	178.55	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	19VULN|2RCR|3DUR|4AART|5DMG|6aFEWX|78CDMG
206	52234 22136	   	178.55	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	18VULN|2RCR|3DUR|4AART|5DMG|69RCVC|7aCDMG
207	52234 32121	   	178.55	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	19VULN|2RCR|3DUR|4AART|5DMG|6aLHND|78CDMG
208	52234 32123	   	178.55	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	19VULN|2RCR|3DUR|4AART|5DMG|6LHND|78CDMG|aLWND
209	52234 32124	   	178.55	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	19VULN|2RCR|3DUR|4AART|5DMG|6LHND|78CDMG|aLIT
210	52234 32125	   	178.55	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	19VULN|2RCR|3DUR|4AART|5DMG|6LHND|78CDMG|aFEWX
211	52234 32126	   	178.55	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	19VULN|2RCR|3DUR|4AART|5DMG|6LHND|78CDMG|aMLV
212	52234 32134	   	178.55	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1aVULN|2RCR|3DUR|4AART|5DMG|6LHND|78CDMG|9FEWX
213	52234 42121	   	178.55	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	19VULN|2RCR|3DUR|4AART|5DMG|6LWND|78CDMG|aLHND
214	52234 42123	   	178.55	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	19VULN|2RCR|3DUR|4AART|5DMG|6LWND|78CDMG|aFEWX
215	52234 42333	   	178.55	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1aVULN|2RCR|3DUR|4AART|5DMG|6LWND|79CDMG|8BELT
216	52534 22121	   	178.55	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	19VULN|2RCR|3BEXP|4AART|5DMG|6DUR|78CDMG|aLHND
217	52534 22122	   	178.55	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	19VULN|2RCR|3BEXP|4AART|5DMG|6DUR|78CDMG|aDMSP
218	56316 11222	   	178.52	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	13VULN|2LIT|4CDMG|5ZMB|6RCR|7AART|8TLV|9DMG|aASPD
219	52234 12114	   	178.45	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1aVULN|2RCR|3DUR|4AART|5DMG|6FEWX|78CDMG|9DUST
220	52234 12126	   	178.45	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	19VULN|2RCR|3DUR|4AART|5DMG|6FEWX|78CDMG|aBASHEA
221	52234 12322	   	178.45	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1aVULN|2RCR|3DUR|4AART|5DMG|6FEWX|79CDMG|8ERES
222	52234 32114	   	178.45	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1aVULN|2RCR|3DUR|4AART|5DMG|6LHND|78CDMG|9DUST
223	52234 32122	   	178.45	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	19VULN|2RCR|3DUR|4AART|5DMG|6LHND|78CDMG|aTLV
224	52234 32322	   	178.45	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1aVULN|2RCR|3DUR|4AART|5DMG|6LHND|79CDMG|8ERES
225	52534 22322	   	178.45	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1aVULN|2RCR|3BEXP|4AART|5DMG|6DUR|79CDMG|8ERES
226	52345 11212	   	178.33	ACR|3VULN|1AART|1DMG|2DUR	189VULN|2RCR|3LHND|47DUR|5DMG|6AART|aBEXP
227	52334 12214	   	178.30	ACR|3VULN|1AART|1DMG|1ZMB	189VULN|2RCR|3LHND|4AART|5DMG|6FEWX|7RCVC|aZMB
228	52334 43232	   	178.30	ACR|3VULN|1AART|1DMG|1ZMB	178VULN|2RCR|3LHND|4AART|5DMG|6LWND|9ZMB|aRPLT
229	52334 43233	   	178.30	ACR|3VULN|1AART|1DMG|1ZMB	178VULN|2RCR|3LHND|4AART|5DMG|6aLWND|9ZMB
230	52334 62221	   	178.30	ACR|3VULN|1AART|1DMG|1ZMB	189VULN|2RCR|3LHND|4AART|5DMG|6LIT|7CGEN|aZMB
231	52334 63121	   	178.30	ACR|3VULN|1AART|1DMG|1ZMB	179VULN|2RCR|3LHND|4AART|5DMG|6LIT|8CGEN|aZMB
232	52345 11211	   	178.23	ACR|3VULN|1AART|1DMG|2DUR	189VULN|2RCR|3LHND|47DUR|5DMG|6AART|aMBVNT
233	52345 11213	   	178.23	ACR|3VULN|1AART|1DMG|2DUR	189VULN|2RCR|3LHND|47DUR|5DMG|6AART|aERES
234	52322 43235	   	178.23	ACR|3VULN|1AART|1CDMG|1ZMB|1ASPD	178VULN|2RCR|3LHND|4ASPD|5AART|6LWND|9ZMB|aCDMG
235	52331 12146	   	178.20	ACR|3VULN|1AART|2CDMG|1ZMB	189VULN|2RCR|3LHND|4AART|5DMSP|6ZMB|7aCDMG
236	52332 12146	   	178.20	ACR|3VULN|1AART|2CDMG|1ZMB	189VULN|2RCR|3LHND|4AART|5RCVC|6ZMB|7aCDMG
237	52333 53432	   	178.20	ACR|3VULN|1AART|1DMG|1ZMB	17aVULN|2RCR|3LHND|4AART|5BASHEA|6ZMB|8LWND|9DMG
238	52334 23214	   	178.20	ACR|3VULN|1AART|1DMG|1ZMB	189VULN|2RCR|3LHND|4AART|5DMG|6RCVC|7LEGI|aZMB
239	52334 33214	   	178.20	ACR|3VULN|1AART|1DMG|1ZMB	189VULN|2RCR|36LHND|4AART|5DMG|7LEGI|aZMB
240	52334 43231	   	178.20	ACR|3VULN|1AART|1DMG|1ZMB	178VULN|2RCR|3LHND|4AART|5DMG|6LWND|9ZMB|aDUST
241	53534 31333	   	177.91	ACR|5VULN|2DMG	1678aVULN|2MLV|38DMG|48CGEN|5RCR|8BPWR|9LSRREG
242	52345 12331	   	177.87	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1aVULN|2RCR|3LHND|4DUR|5DMG|6AART|7CDMG|8ERES|9ASPD
243	52234 22251	   	177.73	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	19VULN|2RCR|39DUR|4AART|5DMG|6RCVC|7CDMG|89aLHND|9BPWR
244	52234 22253	   	177.73	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	19VULN|2RCR|39DUR|4AART|5DMG|6RCVC|7CDMG|89LHND|9BPWR|aLWND
245	52234 22351	   	177.73	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	19VULN|2RCR|39DUR|4AART|5DMG|6RCVC|7CDMG|89LWND|9BPWR|aLHND
246	52234 22353	   	177.73	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	19VULN|2RCR|39DUR|4AART|5DMG|6RCVC|7CDMG|89LWND|9BPWR|aFEWX
247	52522 22151	   	177.67	ACR|2VULN|1AART|3CDMG|2ASPD|1DUR	19VULN|2RCR|39BEXP|4aASPD|5AART|6DUR|789CDMG|9BPWR
248	52234 22252	   	177.63	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	19VULN|2RCR|39DUR|4AART|5DMG|6RCVC|7CDMG|89LHND|9BPWR|aTLV
249	42242 12152	   	177.63	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	169FEWX|2RCR|39DUR|4AART|5TLV|7CDMG|89VULN|9BPWR|aDMG
250	35214 42112	   	177.59	ACR|4VULN|1AART|1CDMG|1ZMB	1ZMB|248aVULN|39FEWX|5RCR|6AART|7CDMG
251	35214 43211	   	177.59	ACR|4VULN|1AART|1CDMG|1ZMB	1ZMB|2489VULN|3FEWX|5RCR|6AART|7LHND|aCDMG
252	52234 11333	   	177.53	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1aVULN|2RCR|37DUR|4AART|5DMG|6FEWX|8BELT|9CDMG
253	52234 12214	   	177.53	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1aVULN|2RCR|39DUR|4AART|5DMG|6FEWX|7CDMG|8LWND
254	52234 12421	   	177.53	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	19VULN|2RCR|38DUR|4AART|5DMG|6FEWX|7CDMG|aLHND
255	52234 12422	   	177.53	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	19VULN|2RCR|38DUR|4AART|5DMG|6FEWX|7CDMG|aDMSP
256	52234 22121	   	177.53	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	18VULN|2RCR|39DUR|4AART|5DMG|6RCVC|7CDMG|aMLV
257	52234 22123	   	177.53	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	18VULN|2RCR|39DUR|4AART|5DMG|6aRCVC|7CDMG
258	52234 32214	   	177.53	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1aVULN|2RCR|39DUR|4AART|5DMG|6LHND|7CDMG|8LWND
259	52234 32421	   	177.53	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	19VULN|2RCR|38DUR|4AART|5DMG|6aLHND|7CDMG
260	52234 32423	   	177.53	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	19VULN|2RCR|38DUR|4AART|5DMG|6LHND|7CDMG|aLWND
261	52234 63333	   	177.53	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	17VULN|2RCR|38DUR|4AART|5DMG|6LIT|9CGEN|aCDMG
262	52333 53336	   	177.51	ACR|3VULN|1AART|2DUR|1ZMB|1ASPD	179VULN|2RCR|39LHND|4AART|5BASHEA|6ZMB|89DUR|9BPWR|aASPD
263	52234 22125	   	177.43	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	18VULN|2RCR|39DUR|4AART|5DMG|6RCVC|7CDMG|aTLV
264	52234 32422	   	177.43	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	19VULN|2RCR|38DUR|4AART|5DMG|6LHND|7CDMG|aTLV
265	52345 12121	   	177.35	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	19VULN|2RCR|3aLHND|4DUR|5DMG|6AART|78CDMG
266	52345 12123	   	177.35	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	19VULN|2RCR|3LHND|4DUR|5DMG|6AART|78CDMG|aLWND
267	52314 33432	   	177.34	ACR|2VULN|2DMG|1AART|1ZMB	1aVULN|2RCR|3LHND|4aCGEN|5FEWX|6ZMB|7MBVNT|8aDMG|9AART|aBPWR
268	52616 33432	   	177.34	ACR|2VULN|2DMG|1AART|1ZMB	1aVULN|2RCR|3FEWX|4aCGEN|5LHND|6ZMB|7MBVNT|8aDMG|9AART|aBPWR
269	52345 12122	   	177.25	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	19VULN|2RCR|3LHND|4DUR|5DMG|6AART|78CDMG|aTLV
270	52345 12322	   	177.25	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1aVULN|2RCR|3LHND|4DUR|5DMG|6AART|79CDMG|8ERES
271	52311 33432	   	177.24	ACR|2VULN|2DMG|1AART|1ZMB	1aVULN|2RCR|3LHND|4aCGEN|5DUST|6ZMB|7MBVNT|8aDMG|9AART|aBPWR
272	52511 33452	   	177.24	ACR|2VULN|2DMG|1AART|1ZMB	1aVULN|2RCR|3BEXP|4aCGEN|5DUST|6ZMB|7MBVNT|8aDMG|9AART|aBPWR
273	52611 33452	   	177.24	ACR|2VULN|2DMG|1AART|1ZMB	1aVULN|2RCR|3FEWX|4aCGEN|5DUST|6ZMB|7MBVNT|8aDMG|9AART|aBPWR
274	42212 12152	   	177.13	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	169FEWX|2RCR|39DUR|4CGEN|5AART|7CDMG|89VULN|9BPWR|aDMG
275	52363 33732	   	177.04	ACR|2VULN|2DMG|1AART|1ZMB	1aVULN|2RCR|3LHND|4aDUST|5TLV|6ZMB|7MBVNT|8aDMG|9AART|aBPWR
276	35213 51363	   	177.02	DCR|4VULN|2DMG|2ZMB	18ZMB|2478VULN|3FEWX|5TLV|68DMG|8BPWR|9RCR|aCANHEL
277	52235 12151	   	176.96	ACR|2VULN|1AART|3CDMG|2DUR|1ASPD	19VULN|2RCR|39DUR|4AART|5CGEN|6FEWX|789CDMG|9BPWR|aASPD
278	52235 32151	   	176.96	ACR|2VULN|1AART|3CDMG|2DUR|1ASPD	19VULN|2RCR|39DUR|4AART|5CGEN|6LHND|789CDMG|9BPWR|aASPD
279	52236 12151	   	176.96	ACR|2VULN|1AART|3CDMG|2DUR|1ASPD	19VULN|2RCR|39DUR|4AART|5FEWX|6CGEN|789CDMG|9BPWR|aASPD
280	52236 32151	   	176.86	ACR|2VULN|1AART|3CDMG|2DUR|1ASPD	19VULN|2RCR|39DUR|4AART|5FEWX|6ERES|789CDMG|9BPWR|aASPD
281	52222 11214	   	176.81	ACR|3VULN|1AART|2DUR|1ZMB|1ASPD	189VULN|2RCR|37DUR|4ASPD|5AART|6FEWX|aZMB
282	52222 31214	   	176.81	ACR|3VULN|1AART|2DUR|1ZMB|1ASPD	189VULN|2RCR|37DUR|4ASPD|5AART|6LHND|aZMB
283	52222 41214	   	176.81	ACR|3VULN|1AART|2DUR|1ZMB|1ASPD	189VULN|2RCR|37DUR|4ASPD|5AART|6LWND|aZMB
284	52522 21214	   	176.81	ACR|3VULN|1AART|2DUR|1ZMB|1ASPD	189VULN|2RCR|3BEXP|4ASPD|5AART|67DUR|aZMB
285	52251 23622	   	176.77	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	17VULN|2RCR|3DUR|4CDMG|56LIT|8AART|9DMG|aASPD
286	52251 33622	   	176.77	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	17VULN|2RCR|3DUR|4CDMG|5LIT|6RCVC|8AART|9DMG|aASPD
287	52634 12322	   	176.74	ACR|2AART|2VULN|1DMG|1CDMG	19VULN|2RCR|36FEWX|4aAART|5DMG|7CDMG|8LWND
288	52634 32322	   	176.74	ACR|2AART|2VULN|1DMG|1CDMG	19VULN|2RCR|3FEWX|4aAART|5DMG|6RCVC|7CDMG|8LWND
289	52233 53321	   	176.53	ACR|3VULN|2AART|1ZMB|1DUR	17aVULN|2RCR|3DUR|48AART|5BASHEA|6ZMB|9RCVC
290	52223 51132	 * 	176.52	ACR|2VULN|2DMG|2ASPD|1FLTHEA|1DUR|1SELL	1aVULN|2RCR|3DUR|4aASPD|5SELL|6FLTHEA|7FEWX|8aDMG|9RPLT|aBPWR
291	52623 52132	 * 	176.52	ACR|2VULN|2DMG|2ASPD|1FLTHEA|1DUR|1SELL	1aVULN|2RCR|3FEWX|4aASPD|5SELL|6FLTHEA|7DUR|8aDMG|9RPLT|aBPWR
292	52242 12232	   	176.42	ACR|2VULN|2DMG|3DUR|1ZMB|1ASPD	19VULN|2RCR|345DUR|6ZMB|79DMG|89TLV|9BPWR|aASPD
293	52334 13342	   	176.37	ACR|2VULN|2DMG|1AART|1DUR	19VULN|2RCR|3LHND|4AART|59DMG|6FEWX|7CGEN|89MLV|9BPWR|aDUR
294	52334 13343	   	176.37	ACR|2VULN|2DMG|1AART|1ASPD	19VULN|2RCR|3LHND|4AART|59DMG|6FEWX|7CGEN|89MLV|9BPWR|aASPD
295	42334 34232	   	176.37	ACR|2VULN|2DMG|1AART|1ASPD	1aFEWX|2RCR|3LHND|4AART|5aDMG|6ASPD|7MLV|8aVULN|9BELT|aBPWR
296	52212 12151	   	176.36	ACR|2VULN|1AART|3CDMG|2DUR|1ASPD	19VULN|2RCR|39DUR|4CGEN|5AART|6FEWX|789CDMG|9BPWR|aASPD
297	52212 32151	   	176.36	ACR|2VULN|1AART|3CDMG|2DUR|1ASPD	19VULN|2RCR|39DUR|4CGEN|5AART|6LHND|789CDMG|9BPWR|aASPD
298	52212 42151	   	176.36	ACR|2VULN|1AART|3CDMG|2DUR|1ASPD	19VULN|2RCR|39DUR|4CGEN|5AART|6LWND|789CDMG|9BPWR|aASPD
299	52222 12152	   	176.36	ACR|2VULN|1AART|3CDMG|2DUR|1ASPD	19VULN|2RCR|39DUR|4ASPD|5AART|6FEWX|789CDMG|9BPWR|aCGEN
300	52222 12153	   	176.36	ACR|2VULN|1AART|3CDMG|2DUR|1ASPD	19VULN|2RCR|39DUR|4ASPD|5AART|6aFEWX|789CDMG|9BPWR
301	52222 12155	   	176.36	ACR|2VULN|1AART|3CDMG|2DUR|1ASPD	19VULN|2RCR|39DUR|4ASPD|5AART|6FEWX|789CDMG|9BPWR|aMLV
302	52222 32152	   	176.36	ACR|2VULN|1AART|3CDMG|2DUR|1ASPD	19VULN|2RCR|39DUR|4ASPD|5AART|6LHND|789CDMG|9BPWR|aCGEN
303	52222 32153	   	176.36	ACR|2VULN|1AART|3CDMG|2DUR|1ASPD	19VULN|2RCR|39DUR|4ASPD|5AART|6LHND|789CDMG|9BPWR|aFEWX
304	52222 32156	   	176.36	ACR|2VULN|1AART|3CDMG|2DUR|1ASPD	19VULN|2RCR|39DUR|4ASPD|5AART|6LHND|789CDMG|9BPWR|aRPLT
305	52222 42152	   	176.36	ACR|2VULN|1AART|3CDMG|2DUR|1ASPD	19VULN|2RCR|39DUR|4ASPD|5AART|6LWND|789CDMG|9BPWR|aCGEN
306	52222 42153	   	176.36	ACR|2VULN|1AART|3CDMG|2DUR|1ASPD	19VULN|2RCR|39DUR|4ASPD|5AART|6LWND|789CDMG|9BPWR|aFEWX
307	52124 21214	   	176.35	ACR|3VULN|2AART|1DMG	15aVULN|2RCR|3RPLT|4BEXP|6FEWX|7DMG|89AART
308	52334 12235	   	176.30	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	18VULN|2RCR|3LHND|4AART|5DMG|6FEWX|7RCVC|9ZMB|aCDMG
309	52334 52331	   	176.30	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	18VULN|2RCR|3aLHND|4AART|5DMG|6RMIN|7CDMG|9ZMB
310	52334 52333	   	176.30	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	18VULN|2RCR|3LHND|4AART|5DMG|6RMIN|7CDMG|9ZMB|aLWND
311	52531 31235	   	176.30	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	18VULN|2RCR|3BEXP|4AART|5DMSP|6RCVC|7DMG|9ZMB|aCDMG
312	52631 31235	   	176.30	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	18VULN|2RCR|3FEWX|4AART|5DMSP|6RCVC|7DMG|9ZMB|aCDMG
313	33425 12134	 * 	176.29	ACR|2VULN|2DMG|3CDMG|2ZMB	19ZMB|2RCVC|39VULN|48aCDMG|5RCR|6LHND|79DMG|9BPWR
314	33425 32134	   	176.29	ACR|2VULN|2DMG|3CDMG|2ZMB	19ZMB|2RCVC|39VULN|48aCDMG|5RCR|6LWND|79DMG|9BPWR
315	42334 33232	   	176.27	ACR|2VULN|2DMG|1AART|1ASPD	1aFEWX|2RCR|3LHND|4AART|5aDMG|6ASPD|7TLV|8aVULN|9BELT|aBPWR
316	52222 42122	   	176.27	ACR|2AART|2VULN|2CDMG|1DUR|1ASPD	19VULN|2RCR|3DUR|4ASPD|5aAART|6LWND|78CDMG
317	53212 14161	   	176.24	DCR|4VULN|2DMG|1DUR|1ASPD	1467VULN|2MLV|37FEWX|57DMG|7BPWR|8ASPD|9RCR|aDUR
318	56313 11224	 * 	176.23	DCR|3VULN|1AART|1DMG|1CDMG	13aVULN|2LIT|4CDMG|5CGEN|6RCR|7AART|8TLV|9DMG
319	52313 11346	   	176.23	ACR|3DMG|2VULN|1ZMB|1ASPD	1aVULN|2RCR|35LHND|4aCGEN|6ASPD|7ZMB|89aDMG|aBPWR
320	52224 11214	   	176.21	ACR|3VULN|1AART|2DUR|1ZMB|1ASPD	189VULN|2RCR|37DUR|4ASPD|5FEWX|6AART|aZMB
321	52333 53531	   	176.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	17VULN|2RCR|3LHND|4AART|5BASHEA|6ZMB|8CDMG|9RMIN|aDMG
322	52334 23235	   	176.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	18VULN|2RCR|3LHND|4AART|5DMG|6RCVC|7LEGI|9ZMB|aCDMG
323	52334 33235	   	176.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	18VULN|2RCR|36LHND|4AART|5DMG|7LEGI|9ZMB|aCDMG
324	52334 52332	   	176.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	18VULN|2RCR|3LHND|4AART|5DMG|6RMIN|7CDMG|9ZMB|aTLV
325	52334 13142	   	176.17	ACR|2VULN|2DMG|1AART|1DUR	19VULN|2RCR|3LHND|4AART|59DMG|6FEWX|7CGEN|89ERES|9BPWR|aDUR
326	52334 13143	   	176.17	ACR|2VULN|2DMG|1AART|1ASPD	19VULN|2RCR|3LHND|4AART|59DMG|6FEWX|7CGEN|89ERES|9BPWR|aASPD
327	52222 26235	   	176.12	ACR|2VULN|1AART|2ASPD|1CDMG|1ZMB|1DUR	18VULN|2RCR|3DUR|47ASPD|5AART|6RCVC|9ZMB|aCDMG
328	52221 11214	   	176.11	ACR|3VULN|1AART|2DUR|1ZMB|1ASPD	189VULN|2RCR|37DUR|4ASPD|5DUST|6AART|aZMB
329	52333 53521	   	176.10	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	17VULN|2RCR|3LHND|4AART|5BASHEA|6ZMB|8CDMG|9DMG|aNUKE
330	52333 53522	   	176.10	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	17VULN|2RCR|3LHND|4AART|5BASHEA|6ZMB|8CDMG|9DMG|aERES
