0	Index      	 *	Score 	Summary	Detail	
1	53632 21612	 * 	202.27	DCR|3VULN|3DMG|1AART|1FLTHEA	124DMG|24BPWR|34DUST|58aVULN|6FLTHEA|7AART|9RCR
169	21422 43115	   	174.74	DCR|2AART|2VULN|1DMG|2CDMG	19VULN|2SNIHEL|36CDMG|4DMG|57AART|8RCR|aLWND
170	21422 43142	   	174.74	DCR|2AART|2VULN|1DMG|2CDMG	1aVULN|2SNIHEL|36CDMG|4DMG|57AART|8RCR|9LHND
171	63356 12332	   	174.71	ACR|2VULN|1AART|3ASPD|1DMG|1ZMB	123ASPD|2BPWR|4RCR|56VULN|7DMG|8ZMB|9AART|aFEWX
172	23512 52633	   	174.66	DCR|2VULN|2DMG|1AART|1CDMG	17VULN|27DMG|37LHND|4RMIN|5AART|6DLOT|7BPWR|8RCR|9BASHEA|aCDMG
173	21422 43111	   	174.64	DCR|2AART|2VULN|1DMG|2CDMG	19VULN|2SNIHEL|36CDMG|4DMG|57AART|8RCR|aTLV
174	21422 43112	   	174.64	DCR|2AART|2VULN|2CDMG|1DMG	19VULN|2SNIHEL|36CDMG|4DMG|57AART|8RCR|aERES
175	24126 53313	   	174.62	DCR|2VULN|2DMG|1AART|1ZMB	18VULN|28CGEN|3BELT|48DMG|57RMIN|6RCR|8BPWR|9AART|aZMB
176	63356 12331	   	174.61	ACR|2VULN|1AART|1DMG|3ASPD|1ZMB	123ASPD|2BPWR|4RCR|56VULN|7DMG|8ZMB|9AART|aERES
177	63356 12333	   	174.61	ACR|2VULN|1AART|3ASPD|1DMG|1ZMB	123ASPD|2BPWR|4RCR|56VULN|7DMG|8ZMB|9AART|aLEGI
178	36422 15222	   	174.49	DCR|2DMG|1AART|1VULN|2CDMG|1ZMB	16BEXP|2LSRICY|39CDMG|46DMG|5AART|6BPWR|7ZMB|8RCR|aVULN
179	22511 22332	 * 	174.46	ACR|2VULN|2AART|1DMG|2DUR|1ASPD	16VULN|2FEWX|3ERES|4RCR|56DUR|6BPWR|7ASPD|8DMG|9aAART
180	32543 42121	   	174.45	DCR|2VULN|2DMG|1AART|1DUR	1BEXP|2AART|35DMG|4FEWX|6RCR|7DUST|8aVULN|9DUR
181	32124 14161	   	174.42	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2AART|3CDMG|4DMG|5RPLT|6DUR|7ZMB|8aVULN|9RCR
182	25126 53313	   	174.42	DCR|2VULN|2DMG|1AART|1ZMB	18VULN|28TLV|3BELT|48DMG|57RMIN|6RCR|8BPWR|9AART|aZMB
183	23512 52411	   	174.37	DCR|3VULN|2DMG|1AART	17aVULN|27DMG|37LHND|4RMIN|5AART|6DLOT|7BPWR|8LIT|9RCR
184	55333 33323	   	174.33	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|2ASPD|1DUR	1DMG|24ASPD|34ZMB|4BPWR|5DUR|6AART|7CDMG|8RCR|9BELT|aVULN
185	55333 33351	   	174.33	DCR|1AART|1DMG|1VULN|2ZMB|2ASPD|1CDMG|1DUR	1DMG|24ASPD|34ZMB|4BPWR|5DUR|6AART|7CDMG|8RCR|9VULN|aLWND
186	55333 33352	   	174.33	DCR|1AART|1DMG|1VULN|2ZMB|2ASPD|1CDMG|1DUR	1DMG|24ASPD|34ZMB|4BPWR|5DUR|6AART|7CDMG|8RCR|9VULN|aCGEN
187	23512 56113	   	174.32	DCR|2VULN|2DMG|1AART|1ZMB	18VULN|2aDMG|3LHND|4RMIN|5AART|6DLOT|7RCR|9ZMB
188	24612 63133	   	174.25	ACR|3VULN|1AART|1DMG|1CDMG	158VULN|2CGEN|3DUST|4RCR|6FEWX|7AART|9DMG|aCDMG
189	22215 13133	   	174.15	ACR|3VULN|1AART|1DMG|1CDMG	168VULN|2FEWX|3TLV|4RCR|5DUST|7AART|9DMG|aCDMG
190	22215 23133	   	174.15	ACR|3VULN|1AART|1DMG|1CDMG	168VULN|2FEWX|3TLV|4RCR|56DUST|6BPWR|7AART|9DMG|aCDMG
191	25612 63133	   	174.15	ACR|3VULN|1AART|1DMG|1CDMG	158VULN|2TLV|3DUST|4RCR|6FEWX|7AART|9DMG|aCDMG
192	23553 36221	   	174.13	DCR|4VULN|1DMG|2ASPD|1ZMB	169aVULN|2DMG|39LHND|4ZMB|5LIT|7RCR|89ASPD|9BPWR
193	55333 33342	 * 	174.11	DCR|3ZMB|1AART|1DMG|2CDMG|2ASPD|1DUR	1DMG|24ASPD|34aZMB|4BPWR|5DUR|6AART|79CDMG|8RCR
194	21613 32572	   	173.96	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	179VULN|2SNIHEL|3AART|4DMG|5DUR|6MBVNT|8RCR|aASPD
195	23362 34633	   	173.80	DCR|3VULN|2DMG|2DUR|1ZMB	135VULN|23DMG|3BPWR|47LHND|69DUR|8RCR|aZMB
196	23532 35633	   	173.80	DCR|3VULN|2DMG|2DUR|1ZMB	157VULN|24DMG|34LHND|4BPWR|69DUR|8RCR|aZMB
197	22142 13134	 * 	173.78	DCR|4VULN|1AART|2CDMG	159aVULN|2FEWX|3LWND|45CDMG|5BPWR|6BELT|7RCR|8AART
198	22342 13154	   	173.78	DCR|4VULN|1AART|2CDMG	159aVULN|2FEWX|3LHND|45CDMG|5BPWR|6BELT|7RCR|8AART
199	23323 46322	   	173.76	DCR|4VULN|2DMG|1DUR|1SELL	138aVULN|23DMG|3BPWR|4BEXP|5FEWX|6SELL|7RCR|9DUR
200	21616 41333	   	173.54	DCR|2AART|2VULN|1DMG|2CDMG	17VULN|2SNIHEL|38AART|4DMG|5LWND|6aCDMG|9RCR
201	53423 36322	   	173.45	DCR|3VULN|2DMG|1CDMG|1DUR	12DMG|2BPWR|3CDMG|48aVULN|5FEWX|6BEXP|7RCR|9DUR
202	32125 65331	   	173.17	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	16BEXP|2AART|3CDMG|49DMG|5RCR|7ASPD|8VULN|aDUR
203	32125 54131	   	173.17	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1BEXP|2AART|3CDMG|4DMG|5RCR|6aVULN|7CGEN|8DUR|9ASPD
204	55333 33312	   	173.10	DCR|3ZMB|1AART|1DMG|2ASPD|1CDMG|2DUR	1DMG|24ASPD|34aZMB|4BPWR|59DUR|6AART|7CDMG|8RCR
205	24611 23135	   	172.93	ACR|3VULN|1AART|1DMG|2DUR	168VULN|2CGEN|3DUST|4RCR|56DUR|6BPWR|7AART|9DMSP|aDMG
206	53632 41112	   	172.87	DCR|3DMG|2VULN|1AART	124DMG|24BPWR|34DUST|5aVULN|6LSRREG|7AART|8RCVC|9RCR
207	53636 21112	   	172.87	DCR|3DMG|2VULN|1AART	124DMG|24BPWR|34DUST|5AIRHEA|6aVULN|7AART|8RCVC|9RCR
208	21326 43336	   	172.86	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	13VULN|2SNIHEL|4ASPD|59DMG|6LWND|7AART|8ZMB|aRCR
209	24611 13115	   	172.83	ACR|3VULN|1AART|1DMG|2DUR	168VULN|2CGEN|3DUST|4RCR|59DUR|7AART|aDMG
210	25611 23135	   	172.83	ACR|3VULN|1AART|1DMG|2DUR	168VULN|2TLV|3DUST|4RCR|56DUR|6BPWR|7AART|9DMSP|aDMG
211	23522 62312	   	172.79	DCR|5VULN|2DMG	14578VULN|27DMG|37LHND|6DMSP|7BPWR|9LIT|aRCR
212	25611 13115	   	172.73	ACR|3VULN|1AART|1DMG|2DUR	168VULN|2TLV|3DUST|4RCR|59DUR|7AART|aDMG
213	23362 25322	   	172.69	DCR|5VULN|2DMG	13578VULN|23DMG|3BPWR|4LHND|6LWND|9LIT|aRCR
214	32123 11215	   	172.65	DCR|2DMG|1AART|2CDMG|1FLTHEA|1ASPD|1DUR	1BEXP|2AART|39CDMG|47DMG|5ASPD|6FLTHEA|8RCR|aDUR
215	32123 32423	   	172.65	DCR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1BEXP|2AART|3CDMG|46DMG|5ASPD|7DUR|8RCR|9ERES|aVULN
216	42123 36313	   	172.65	DCR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1DUST|2AART|3CDMG|46DMG|5ASPD|7MLV|8RCR|9DUR|aVULN
217	22211 23562	   	172.58	ACR|3VULN|1DMG|1CDMG|2DUR|1ZMB	169VULN|2FEWX|3TLV|4RCR|56DUR|6BPWR|7CDMG|8DMG|aZMB
218	23312 16262	   	172.57	DCR|3DMG|2VULN|1AART	13VULN|237DMG|3BPWR|4CGEN|5LWND|6MLV|8AART|9RCR|aFEWX
219	23312 16263	   	172.57	DCR|3DMG|2VULN|1AART	13VULN|237DMG|3BPWR|4CGEN|5LWND|6MLV|8AART|9RCR|aDMSP
220	23312 16264	   	172.57	DCR|3DMG|2VULN|1AART	13VULN|237DMG|3BPWR|4aCGEN|5LWND|6MLV|8AART|9RCR
221	23312 16266	   	172.57	DCR|3DMG|2VULN|1AART	13VULN|237DMG|3BPWR|4CGEN|5LWND|6MLV|8AART|9RCR|aLIT
222	23325 16262	   	172.57	DCR|3DMG|2VULN|1AART	13VULN|237DMG|3BPWR|4BEXP|5CGEN|6MLV|8AART|9RCR|aFEWX
223	23335 16262	   	172.57	DCR|3DMG|2VULN|1AART	13VULN|237DMG|3BPWR|4LWND|5CGEN|6MLV|8AART|9RCR|aFEWX
224	23335 16263	   	172.57	DCR|3DMG|2VULN|1AART	13VULN|237DMG|3BPWR|4LWND|5CGEN|6MLV|8AART|9RCR|aDMSP
225	53132 14262	   	172.57	DCR|3DMG|2VULN|1AART	124DMG|24BPWR|34LHND|56VULN|7BEXP|8AART|9RCR|aFEWX
226	53431 13134	   	172.57	DCR|3VULN|2DMG|2CDMG|1ASPD	12DMG|2BPWR|39CDMG|4CGEN|578VULN|6ASPD|aRCR
227	42123 11215	   	172.55	DCR|2DMG|1AART|2CDMG|1FLTHEA|1ASPD|1DUR	1DUST|2AART|39CDMG|47DMG|5ASPD|6FLTHEA|8RCR|aDUR
228	42123 32423	   	172.55	DCR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1DUST|2AART|3CDMG|46DMG|5ASPD|7DUR|8RCR|9ERES|aVULN
229	42123 35313	   	172.55	DCR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1DUST|2AART|3CDMG|46DMG|5ASPD|7TLV|8RCR|9DUR|aVULN
230	36422 13533	   	172.54	DCR|2AART|2DMG|1VULN|2CDMG	16BEXP|2LSRICY|3aCDMG|46DMG|57AART|6BPWR|8VULN|9RCR
231	21422 26114	   	172.53	DCR|3VULN|1AART|1DMG|1CDMG	19aVULN|26SNIHEL|3CDMG|4DMG|5AART|7RCVC|8RCR
232	22142 32536	 * 	172.50	DCR|3VULN|3CDMG|1AART|1DUR|1ASPD	156VULN|2FEWX|3LWND|456CDMG|56BPWR|7ASPD|8AART|9DUR|aRCR
233	23225 16261	   	172.47	DCR|3DMG|2VULN|1AART	1aVULN|257DMG|3CGEN|4BEXP|6MLV|8AART|9RCR
234	23315 16262	   	172.47	DCR|3DMG|2VULN|1AART	13VULN|237DMG|3BPWR|4CGEN|5DUST|6MLV|8AART|9RCR|aFEWX
235	23325 16263	   	172.47	DCR|3DMG|2VULN|1AART	13VULN|237DMG|3BPWR|4BEXP|5CGEN|6MLV|8AART|9RCR|aLEGI
236	53132 14263	   	172.47	DCR|3DMG|2VULN|1AART	124DMG|24BPWR|34LHND|56VULN|7BEXP|8AART|9RCR|aLEGI
237	53212 16261	   	172.47	DCR|3DMG|2VULN|1AART	127DMG|2BPWR|3aVULN|4CGEN|5LWND|6MLV|8AART|9RCR
238	51325 41333	   	172.44	DCR|2AART|2VULN|1DMG|2CDMG	1DMG|2LHND|3LSRICY|47VULN|58AART|6aCDMG|9RCR
239	23512 56111	   	172.38	DCR|3VULN|1AART|1DMG|1ZMB	18aVULN|2DMG|3LHND|4RMIN|5AART|6DLOT|7RCR|9ZMB
240	23315 16263	   	172.37	DCR|3DMG|2VULN|1AART	13VULN|237DMG|3BPWR|4CGEN|5DUST|6MLV|8AART|9RCR|aLEGI
241	21422 11333	   	172.34	DCR|2AART|2VULN|1DMG|2CDMG	17VULN|2SNIHEL|3aCDMG|4DMG|58AART|6LWND|9RCR
242	21422 42332	   	172.34	DCR|2AART|2VULN|1DMG|2CDMG	1aVULN|2SNIHEL|36CDMG|4DMG|58AART|7LHND|9RCR
243	21422 43332	   	172.34	DCR|2AART|2VULN|1DMG|2CDMG	1aVULN|2SNIHEL|36CDMG|4DMG|57AART|8LWND|9RCR
244	21613 32548	   	172.31	DCR|3VULN|1AART|1DMG|2DUR	17aVULN|2SNIHEL|3AART|4DMG|59DUR|6MBVNT|8RCR
