0	Index      	 *	Score 	Summary	Detail	
1	21425 33363	 * 	189.02	DCR|3VULN|2DMG|1AART|1CDMG	129ERES|3RMIN|459VULN|69DMG|7AART|8RCR|9BPWR|aCDMG
156	61162 43332	   	162.99	DCR|2VULN|1AART|1DMG|2ZMB	19ZMB|29aERES|3DUST|4RCVC|5DMG|6AART|7RCR|89VULN|9BPWR
157	31162 11463	   	162.91	DCR|2VULN|2DMG|1AART	1RMIN|29VULN|3RPLT|49DMG|5LSRHEA|6RCR|7LHND|89LWND|9BPWR|aAART
158	16111 24262	   	162.90	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	13LIT|23ASPD|3BPWR|4RCR|5AART|6RPLT|7VULN|8CDMG|9DMG|aDUR
159	35252 43331	   	162.61	DCR|2VULN|2DMG|1AART	1RMIN|239DUST|4ERES|59DMG|6AART|7RCR|89VULN|9BPWR|aLWND
160	35252 43332	   	162.61	DCR|2VULN|2DMG|1AART	1RMIN|239DUST|4ERES|59DMG|6AART|7RCR|89VULN|9BPWR|aFEWX
161	42365 31312	   	162.53	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1BASICY|29DMG|3FEWX|4LWND|5RCR|6DUR|7CDMG|8AART|aVULN
162	12234 53216	 * 	162.50	ACR|3VULN|1DMG|2CDMG|1DUR	1LIT|2DUR|378VULN|4RCR|5AIRHEA|6aCDMG|9DMG
163	21221 13336	   	162.45	DCR|2VULN|1AART|2ASPD|2DUR|1ZMB	129ERES|39ASPD|4aVULN|5AART|6ZMB|7RCR|89DUR|9BPWR
164	16116 32162	   	162.30	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	13LIT|23ASPD|3BPWR|4RCR|5CDMG|6AART|7RPLT|8VULN|9DMG|aDUR
165	23221 16425	   	162.12	DCR|3VULN|1AART|2ZMB|1ASPD	17ERES|2RCVC|3ASPD|47aVULN|5AART|67ZMB|7BPWR|8FEWX|9RCR
166	23221 16625	   	162.12	DCR|3VULN|1AART|2ZMB|1ASPD	17ERES|2RCVC|3ASPD|47aVULN|5AART|67ZMB|7BPWR|8LWND|9RCR
167	12226 12266	   	162.10	DCR|2VULN|2AART|1CDMG|1DUR	1LIT|2DUR|39VULN|4RCVC|5CDMG|6RCR|7aAART|8LHND
168	16111 15432	 * 	162.00	ACR|3DMG|1AART|3ASPD	138LIT|23aASPD|38aBPWR|4RCR|5AART|68DUST|78aDMG|9aFEWX
169	23421 16331	   	161.99	DCR|2VULN|1AART|1DMG|2ZMB	17ERES|2RCVC|3RMIN|47VULN|5AART|67ZMB|7BPWR|8RCR|9DMG|aBEXP
170	23421 16333	   	161.99	DCR|2VULN|1AART|1DMG|2ZMB	17ERES|2RCVC|3RMIN|47VULN|5AART|67ZMB|7BPWR|8RCR|9DMG|aCGEN
171	31523 34632	   	161.89	ACR|3VULN|2DMG|1ZMB	1RMIN|23aVULN|3BPWR|4DMSP|5RCR|6FEWX|78DMG|9ZMB
172	16111 24633	 * 	161.80	ACR|3VULN|1AART|3ASPD	13LIT|23aASPD|3BPWR|4RCR|5AART|6RPLT|789VULN
173	12232 32515	   	161.71	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1LIT|2DUR|38VULN|4RCR|5ZMB|6CDMG|7ASPD|9CGEN|aAART
174	12232 32543	   	161.71	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1LIT|2DUR|38VULN|4RCR|5ZMB|6CDMG|7ASPD|9LWND|aAART
175	31343 84247	   	161.67	DCR|3VULN|1AART|1CDMG|1ZMB	1RMIN|28aVULN|3ERES|4AART|5MBVNT|6CDMG|7ZMB|9RCR
176	12226 12131	   	161.66	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LIT|2DUR|39VULN|4RCVC|5CDMG|6RCR|7AART|8CGEN|aZMB
177	12226 12531	   	161.66	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LIT|2DUR|39VULN|4RCVC|5CDMG|6RCR|7AART|8MLV|aZMB
178	31343 13232	   	161.61	DCR|2VULN|2DMG|1AART	1RMIN|2aVULN|3ERES|4AART|5MBVNT|6RPLT|7aLIT|8RCR|9aDMG|aBPWR
179	12232 32555	   	161.61	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1LIT|2DUR|38VULN|4RCR|5ZMB|6CDMG|7ASPD|9TLV|aAART
180	12234 53211	   	161.48	ACR|3VULN|1DMG|1CDMG|2DUR	1LIT|2aDUR|378VULN|4RCR|5AIRHEA|6CDMG|9DMG
181	12232 23162	   	161.43	ACR|3VULN|1AART|2ZMB|1DUR	17aLIT|2DUR|38aVULN|4RCR|5aZMB|6BELT|9AART|aBPWR
182	16115 61231	   	161.40	ACR|3VULN|1AART|3ASPD	135LIT|23aASPD|3aBPWR|4RCR|6AART|78aVULN|9aBEXP
183	23425 33335	   	161.38	DCR|3VULN|1AART|1DMG	1ERES|2RCVC|3RMIN|45aVULN|6DMG|7AART|8RCR|9NUKE
184	23225 33424	   	161.37	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ERES|2RCVC|3ASPD|45VULN|6DMG|7AART|8FEWX|9RCR|aZMB
185	23225 33624	   	161.37	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ERES|2RCVC|3ASPD|45VULN|6DMG|7AART|8LWND|9RCR|aZMB
186	61132 43331	   	161.29	DCR|2VULN|1AART|1DMG|2ZMB	19ZMB|29ERES|3DUST|4DMG|5DMSP|6AART|7RCR|89VULN|9BPWR|aRCVC
187	61142 43331	   	161.29	DCR|2VULN|1AART|1DMG|2ZMB	19ZMB|29ERES|3DUST|4DMSP|5DMG|6AART|7RCR|89VULN|9BPWR|aRCVC
188	66221 13122	   	161.26	DCR|2VULN|2AART|1ZMB|1ASPD	1ZMB|2RCVC|3ASPD|49VULN|5aAART|6RCR|7FEWX|8RPLT
189	66221 15321	   	161.26	DCR|2AART|2VULN|1ZMB|1ASPD	1ZMB|2RCVC|3ASPD|4aVULN|59AART|6RCR|7LIT|8MLV
190	16115 61221	   	161.20	ACR|3VULN|1AART|3ASPD	135LIT|23aASPD|3aBPWR|4RCR|6AART|78aVULN|9aDUST
191	12232 11543	   	161.19	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1LIT|2DUR|3VULN|4RCR|5ZMB|67DMG|8RPLT|9LWND|aAART
192	61131 43331	   	161.19	DCR|2VULN|1AART|1DMG|2ZMB	19ZMB|29ERES|35DUST|4DMG|6AART|7RCR|89VULN|9BPWR|aRCVC
193	61133 43331	   	161.19	DCR|2VULN|1AART|1DMG|2ZMB	19ZMB|259ERES|3DUST|4DMG|6AART|7RCR|89VULN|9BPWR|aRCVC
194	42524 52311	   	161.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1BASICY|2DMG|3RPLT|4MBVNT|5AART|6DUR|7aVULN|8RCR|9ZMB
195	31552 32142	 * 	161.17	4VULN|3DMG|1AART|1CDMG	1RMIN|234aVULN|3aBPWR|5CDMG|6AART|79aDMG|8aBEXP
196	66221 14122	   	161.16	DCR|2VULN|2AART|1ZMB|1ASPD	1ZMB|2RCVC|3ASPD|49VULN|5aAART|6RCR|7DUST|8RPLT
197	21221 13463	   	161.11	DCR|2VULN|1AART|2ZMB|1CDMG|1ASPD	129ERES|3ASPD|49VULN|5AART|69ZMB|7RCR|8DMSP|9BPWR|aCDMG
198	12231 31625	   	161.10	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1LIT|2DUR|3VULN|4RCR|5CGEN|6CDMG|78ZMB|9DMG|aAART
199	31341 13635	   	161.08	DCR|2VULN|1AART|1DMG|2ZMB	1RMIN|2aVULN|35ERES|4AART|68ZMB|7RCR|9DMG
200	66221 23226	   	161.06	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ZMB|2RCVC|3ASPD|4aVULN|5AART|6MLV|7RCR|8BEXP|9CDMG
201	16612 12116	 * 	161.01	DCR|2AART|2VULN|2ASPD|1CDMG	1aLIT|2aASPD|36AART|4LWND|5CDMG|7RPLT|8aVULN|9RCR|aBPWR
202	21221 13661	   	160.99	DCR|2VULN|3ZMB|1AART|1ASPD	129ERES|3ASPD|49VULN|5AART|689ZMB|7RCR|9BPWR|aRPLT
203	21221 13663	   	160.99	DCR|2VULN|3ZMB|1AART|1ASPD	129ERES|3ASPD|49VULN|5AART|689ZMB|7RCR|9BPWR|aCGEN
204	21221 13666	   	160.99	DCR|2VULN|3ZMB|1AART|1ASPD	129ERES|3ASPD|49VULN|5AART|689ZMB|7RCR|9BPWR|aLHND
205	42145 33322	   	160.97	ACR|2VULN|2DMG|2DUR|1ZMB	17BASICY|29DMG|37DUR|47VULN|5RCR|6RCVC|7BPWR|8ZMB|aLHND
206	23221 13226	   	160.96	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ERES|2RCVC|3ASPD|4aVULN|5AART|6ZMB|7RCR|8BEXP|9CDMG
207	56221 13226	   	160.96	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1TLV|2RCVC|3ASPD|4aVULN|5AART|6ZMB|7RCR|8BEXP|9CDMG
208	23421 13326	   	160.96	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1ERES|2RCVC|3RMIN|4aVULN|5AART|6ZMB|7RCR|8DUR|9CDMG
209	66221 23126	   	160.96	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ZMB|2RCVC|3ASPD|4aVULN|5AART|6MLV|7RCR|8DUST|9CDMG
210	21221 13662	   	160.89	DCR|2VULN|3ZMB|1AART|1ASPD	129ERES|3ASPD|49VULN|5AART|689ZMB|7RCR|9BPWR|aMBVNT
211	42145 33323	   	160.87	ACR|2VULN|2DMG|2DUR|1ZMB	17BASICY|29DMG|37DUR|47VULN|5RCR|6RCVC|7BPWR|8ZMB|aDUST
212	12232 11141	   	160.86	ACR|2VULN|2DMG|2DUR|1ZMB	1LIT|29DUR|3aVULN|4RCR|5ZMB|67DMG|8FEWX
213	12232 11631	   	160.86	ACR|2VULN|2DMG|2DUR|1ZMB	1LIT|28DUR|3aVULN|4RCR|5ZMB|67DMG|9BEXP
214	12232 11661	   	160.86	ACR|2VULN|2DMG|2DUR|1ZMB	1LIT|28DUR|3aVULN|4RCR|5ZMB|67DMG|9MGNLIT
215	23221 13126	   	160.86	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ERES|2RCVC|3ASPD|4aVULN|5AART|6ZMB|7RCR|8DUST|9CDMG
216	56221 13126	   	160.86	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1TLV|2RCVC|3ASPD|4aVULN|5AART|6ZMB|7RCR|8DUST|9CDMG
217	66243 23323	   	160.85	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ZMB|2RCVC|3ASPD|4RCR|5CDMG|6DMG|7MLV|8TLV|9VULN|aAART
218	12232 11641	   	160.76	ACR|2VULN|2DMG|2DUR|1ZMB	1LIT|28DUR|3aVULN|4RCR|5ZMB|67DMG|9DUST
219	23641 11163	   	160.75	ACR|2DMG|1AART|1VULN|1ZMB	1aERES|2RCVC|3LIT|4RCR|5AART|6aDUST|7ZMB|8VULN|9aDMG|aBPWR
220	23423 53332	   	160.69	DCR|2VULN|1AART|1DMG|2ZMB	1ERES|2RCVC|3RMIN|46VULN|5aZMB|7AART|8RCR|9DMG
221	66233 33411	 * 	160.66	DCR|2DMG|3ZMB|1VULN|2ASPD	17aZMB|2RCVC|37ASPD|45DMSP|67DMG|7BPWR|8VULN|9RCR
222	31336 53335	   	160.48	DCR|3VULN|1AART|1DMG	1RMIN|26aVULN|3ERES|4DMG|5RCVC|7AART|8RCR|9NUKE
223	21421 13635	   	160.48	DCR|2VULN|1AART|1DMG|2ZMB	12ERES|3RMIN|4aVULN|5AART|68ZMB|7RCR|9DMG
224	66221 15311	 * 	160.47	DCR|2VULN|1AART|2ZMB|2ASPD	19ZMB|2RCVC|39ASPD|4aVULN|5AART|6RCR|7LIT|89MLV|9BPWR
225	23421 13435	   	160.43	DCR|2VULN|1AART|1DMG|1ZMB	1ERES|2RCVC|3RMIN|4aVULN|5AART|6ZMB|7RCR|8DMSP|9DMG
226	31523 62631	   	160.43	ACR|3VULN|1AART|1CDMG|1ASPD	1RMIN|239VULN|3BPWR|4DMSP|5RCR|6ASPD|7RCVC|8AART|aCDMG
227	16625 12212	 * 	160.41	DCR|3VULN|2AART|2ASPD	1LIT|29ASPD|38AART|4RMIN|567VULN|aRCR
228	23421 13632	   	160.23	DCR|3ZMB|1AART|1VULN|1DMG	1ERES|2RCVC|3RMIN|4VULN|5AART|68aZMB|7RCR|9DMG
229	24641 13322	   	160.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	15ERES|2MLV|3VULN|4AART|6ZMB|7RCR|8DUR|9CDMG|aDMG
230	31341 13322	   	160.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RMIN|2VULN|35ERES|4AART|6ZMB|7RCR|8DUR|9CDMG|aDMG
231	42234 31338	   	160.21	DCR|2VULN|2DMG|1AART	1BASICY|2aDMG|3LSRICY|4LIT|57VULN|6AART|8RCR|9MBVNT
232	44332 13131	   	160.20	DCR|3DMG|2VULN|2DUR	17BASICY|24DUR|3LEGI|578DMG|67VULN|7BPWR|9RCR|aCGEN
233	44332 13133	   	160.20	DCR|3DMG|2VULN|2DUR	17BASICY|24DUR|3LEGI|578DMG|67VULN|7BPWR|9RCR|aDMSP
234	44332 13134	   	160.20	DCR|3DMG|2VULN|2DUR	17BASICY|24DUR|3LEGI|578DMG|67VULN|7BPWR|9RCR|aLWND
235	44332 13136	   	160.20	DCR|3DMG|2VULN|2DUR	17BASICY|24DUR|3LEGI|578DMG|67VULN|7BPWR|9RCR|aBEXP
236	16111 15114	   	160.15	ACR|1AART|1VULN|1DMG|2ASPD|1ZMB|1DUR	13LIT|23ASPD|3BPWR|4RCR|5AART|6DUST|7DMG|8VULN|9ZMB|aDUR
237	51641 13322	   	160.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1TLV|25ERES|3VULN|4AART|6ZMB|7RCR|8DUR|9CDMG|aDMG
238	12231 11361	   	160.12	ACR|2VULN|2DMG|1FLTHEA|1DUR	1LIT|2DUR|3aVULN|4RCR|5CGEN|67DMG|8RCVC|9FLTHEA
239	31552 11331	   	160.11	DCR|3VULN|1AART|1CDMG|1ASPD	1RMIN|234VULN|3BPWR|5CDMG|6AIRHEL|7RCR|8AART|9MLV|aASPD
240	31552 11333	   	160.11	DCR|3VULN|1AART|1CDMG|1DUR	1RMIN|234VULN|3BPWR|5CDMG|6AIRHEL|7RCR|8AART|9MLV|aDUR
241	44332 13132	   	160.10	DCR|3DMG|2VULN|2DUR	17BASICY|24DUR|3LEGI|578DMG|67VULN|7BPWR|9RCR|aMBVNT
242	44332 13135	   	160.10	DCR|3DMG|2VULN|2DUR	17BASICY|24DUR|3LEGI|578DMG|67VULN|7BPWR|9RCR|aERES
243	12232 33135	   	160.07	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB	1LIT|29DUR|38VULN|4RCR|5ZMB|6CDMG|7LWND|aAART
244	12233 11361	   	160.02	ACR|2VULN|2DMG|1FLTHEA|1DUR	1LIT|2DUR|3aVULN|4RCR|5ERES|67DMG|8RCVC|9FLTHEA
245	31552 11321	   	160.01	DCR|3VULN|1AART|1CDMG|1ASPD	1RMIN|234VULN|3BPWR|5CDMG|6AIRHEL|7RCR|8AART|9TLV|aASPD
246	31552 11323	   	160.01	DCR|3VULN|1AART|1CDMG|1DUR	1RMIN|234VULN|3BPWR|5CDMG|6AIRHEL|7RCR|8AART|9TLV|aDUR
247	31552 11342	   	160.01	DCR|3VULN|1AART|1CDMG|1DUR	1RMIN|234VULN|3BPWR|5CDMG|6AIRHEL|7RCR|8AART|9DUST|aDUR
248	16111 53163	 * 	159.99	ACR|2DMG|1AART|1VULN|2ASPD	13aLIT|23ASPD|3aBPWR|4RCR|5AART|6aCGEN|7DUST|8VULN|9aDMG
249	23221 16424	   	159.99	DCR|2VULN|3ZMB|1AART|1ASPD	17ERES|2RCVC|3ASPD|47VULN|5AART|67aZMB|7BPWR|8FEWX|9RCR
250	23221 16624	   	159.99	DCR|2VULN|3ZMB|1AART|1ASPD	17ERES|2RCVC|3ASPD|47VULN|5AART|67aZMB|7BPWR|8LWND|9RCR
251	61132 43333	   	159.98	DCR|2VULN|1AART|1DMG|2ZMB	19ZMB|29ERES|3DUST|4DMG|5DMSP|6AART|7RCR|89VULN|9BPWR|aCGEN
252	61142 43333	   	159.98	DCR|2VULN|1AART|1DMG|2ZMB	19ZMB|29ERES|3DUST|4DMSP|5DMG|6AART|7RCR|89VULN|9BPWR|aCGEN
253	31162 11313	   	159.98	DCR|2DMG|1AART|1VULN|1CDMG	1RMIN|2VULN|3RPLT|4aDMG|5LSRHEA|6RCR|7LHND|8AART|9CDMG
254	31162 14313	   	159.98	DCR|2DMG|1AART|1VULN|1CDMG	1RMIN|2VULN|3RPLT|4aDMG|5LSRHEA|6RCR|7LWND|8AART|9CDMG
255	42533 11313	   	159.98	DCR|2DMG|1AART|1VULN|1CDMG	1BASICY|2aDMG|3RPLT|4VULN|5RMIN|6RCR|7LHND|8AART|9CDMG
256	42533 14313	   	159.98	DCR|2DMG|1AART|1VULN|1CDMG	1BASICY|2aDMG|3RPLT|4VULN|5RMIN|6RCR|7LWND|8AART|9CDMG
257	21423 53336	   	159.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	12ERES|3RMIN|46VULN|5ZMB|7AART|8RCR|9DMG|aDUR
258	31343 84442	   	159.94	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1RMIN|2VULN|3ERES|48AART|5MBVNT|6CDMG|7ZMB|9RCR|aDMG
259	61131 43333	   	159.88	DCR|2VULN|1AART|1DMG|2ZMB	19ZMB|29ERES|35DUST|4DMG|6AART|7RCR|89VULN|9BPWR|aCGEN
260	61132 43332	   	159.88	DCR|2VULN|1AART|1DMG|2ZMB	19ZMB|29aERES|3DUST|4DMG|5DMSP|6AART|7RCR|89VULN|9BPWR
261	61133 43332	   	159.88	DCR|2VULN|1AART|1DMG|2ZMB	19ZMB|259ERES|3DUST|4DMG|6AART|7RCR|89VULN|9BPWR|aRPLT
262	61133 43333	   	159.88	DCR|2VULN|1AART|1DMG|2ZMB	19ZMB|259ERES|3DUST|4DMG|6AART|7RCR|89VULN|9BPWR|aCGEN
263	61133 43334	   	159.88	DCR|2VULN|1AART|1DMG|2ZMB	19ZMB|259ERES|3DUST|4DMG|6AART|7RCR|89VULN|9BPWR|aLWND
264	61133 43335	   	159.88	DCR|2VULN|1AART|1DMG|2ZMB	19ZMB|259ERES|3DUST|4DMG|6AART|7RCR|89VULN|9BPWR|aLHND
265	61142 43332	   	159.88	DCR|2VULN|1AART|1DMG|2ZMB	19ZMB|29aERES|3DUST|4DMSP|5DMG|6AART|7RCR|89VULN|9BPWR
266	62252 43331	   	159.88	DCR|2VULN|1AART|1DMG|2ZMB	19ZMB|239DUST|4ERES|5DMG|6AART|7RCR|89VULN|9BPWR|aLWND
267	62252 43332	   	159.88	DCR|2VULN|1AART|1DMG|2ZMB	19ZMB|239DUST|4ERES|5DMG|6AART|7RCR|89VULN|9BPWR|aFEWX
268	21532 36121	   	159.87	DCR|3VULN|1AART|1CDMG|1ZMB	12ERES|3CDMG|4LIT|5ZMB|68aVULN|7AART|9RCR
269	16111 15162	   	159.79	ACR|2DMG|1AART|1VULN|2ASPD	13aLIT|23ASPD|3BPWR|4RCR|5AART|6DUST|79DMG|8VULN
270	16111 15163	   	159.79	ACR|2DMG|1AART|1VULN|2ASPD	13LIT|23ASPD|3BPWR|4RCR|5AART|6DUST|79DMG|8VULN|aCGEN
271	16131 31422	 * 	159.79	DCR|2VULN|1AART|3ASPD|2FLTHEA	134LIT|23aASPD|3aBPWR|5aVULN|6aFLTHEA|7AART|8LEGI|9RCR
272	61131 43332	   	159.78	DCR|2VULN|1AART|1DMG|2ZMB	19ZMB|29aERES|35DUST|4DMG|6AART|7RCR|89VULN|9BPWR
273	16111 15161	   	159.69	ACR|2DMG|1AART|1VULN|2ASPD	13LIT|23ASPD|3BPWR|4RCR|5AART|6DUST|79DMG|8VULN|aDLOT
274	31531 42432	 * 	159.67	DCR|4VULN|2AART	1RMIN|2378VULN|3BPWR|4LIT|59AART|6NUKE|aRCR
275	12232 41121	   	159.65	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LIT|2DUR|3VULN|4RCR|5ZMB|6AART|7MLV|8DMG|9BEXP|aCDMG
276	12232 41332	   	159.65	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LIT|2DUR|3VULN|4RCR|5ZMB|6AART|7MLV|8BELT|9DMG|aCDMG
277	21221 13225	   	159.63	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	12ERES|3ASPD|4VULN|5AART|6ZMB|7RCR|8BEXP|9CDMG|aDMG
278	21421 13322	   	159.63	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	12ERES|3RMIN|4VULN|5AART|6ZMB|7RCR|8DUR|9CDMG|aDMG
279	42165 32131	   	159.63	ACR|2VULN|2DMG|2ZMB|1DUR	1BASICY|2aDMG|3DUR|4LWND|5RCR|6RCVC|7aVULN|8FEWX|9aZMB|aBPWR
280	31551 32142	 * 	159.61	DCR|5VULN|1DMG	1RMIN|2347aVULN|3BPWR|5TLV|6DMG|8RCR|9DUST
281	12232 45411	   	159.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LIT|2DUR|3VULN|4RCR|5ZMB|6AART|7DUST|8DMG|9CDMG|aLWND
282	12232 45413	   	159.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LIT|2DUR|3VULN|4RCR|5ZMB|6AART|7DUST|8DMG|9CDMG|aRPLT
283	12232 45421	   	159.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LIT|2DUR|3VULN|4RCR|5ZMB|6AART|7DUST|8DMG|9CGEN|aCDMG
284	21221 13125	   	159.53	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	12ERES|3ASPD|4VULN|5AART|6ZMB|7RCR|8DUST|9CDMG|aDMG
285	31552 11222	   	159.51	DCR|3VULN|1AART|1CDMG|1DUR	1RMIN|234VULN|3BPWR|5CDMG|6AIRHEL|7RCR|8LHND|9AART|aDUR
286	23221 33325	   	159.37	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1ERES|2RCVC|3ASPD|4VULN|5AART|6CGEN|7RCR|8DUR|9CDMG|aDMG
287	56221 33325	   	159.37	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1TLV|2RCVC|3ASPD|4VULN|5AART|6CGEN|7RCR|8DUR|9CDMG|aDMG
288	12256 12312	 * 	159.14	DCR|1AART|1VULN|1DMG|3DUR|1CDMG	1LIT|249DUR|3VULN|5CDMG|6RCR|7AART|8BEXP|aDMG
289	62552 22332	 * 	159.06	DCR|2VULN|3ZMB|1DMG|1CDMG	139ZMB|23DUST|39BPWR|49ERES|5DMG|6CANHEL|79VULN|8RCR|aCDMG
290	21262 43343	 * 	159.05	DCR|2DMG|1AART|3DUR|1ZMB|1ASPD	129ERES|3ASPD|489DUR|59DMG|6AART|7RCR|9BPWR|aZMB
291	23436 13135	   	159.05	ACR|2VULN|1AART|1DMG|1ZMB	1ERES|2RCVC|37RMIN|4AART|5RCR|6ZMB|8aVULN|9DMG
292	42145 33313	   	159.04	ACR|3VULN|1DMG|2DUR|1ZMB	17BASICY|2DMG|37DUR|47aVULN|5RCR|6RCVC|7BPWR|8ZMB|9BEXP
293	61132 43326	   	159.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ZMB|2ERES|3DUST|4DMG|5DMSP|6AART|7RCR|8VULN|9CDMG|aASPD
