0	Index      	 *	Score 	Summary	Detail	
1	43415 44532	 * 	183.61	DCR|3VULN|2DMG|1AART|1DUR	1MBVNT|2aLIT|34aVULN|5SNIHEL|6DUR|7RCR|8aDMG|9AART|aBPWR
161	46423 12448	   	165.93	DCR|3VULN|1AART|1DMG|1CDMG	1MBVNT|2DMG|346VULN|5CDMG|7LWND|8AART|9DUST|aRCR
162	46423 14448	   	165.93	DCR|3VULN|1AART|1DMG|1CDMG	1MBVNT|2DMG|346VULN|5CDMG|7LHND|8AART|9DUST|aRCR
163	46423 34448	   	165.93	DCR|3VULN|1AART|1DMG|1CDMG	1MBVNT|2DMG|347VULN|5CDMG|6FEWX|8AART|9DUST|aRCR
164	54621 12222	 * 	165.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1TLV|2ERES|3CDMG|4ZMB|5RCR|68VULN|7BEXP|9AART|aDMG
165	46432 11117	   	165.67	DCR|2DMG|3ZMB|1VULN|2CDMG	1MBVNT|27DMG|3VULN|457ZMB|67CDMG|7BPWR|8RCR|9DMSP|aFEWX
166	46432 11127	   	165.67	DCR|2DMG|3ZMB|1VULN|2CDMG	1MBVNT|27DMG|3VULN|457ZMB|67CDMG|7BPWR|8RCR|9RCVC|aFEWX
167	46432 11133	   	165.67	DCR|2DMG|3ZMB|1VULN|2CDMG	1MBVNT|27DMG|3VULN|457ZMB|67CDMG|7BPWR|8RCR|9BEXP|aFEWX
168	46432 11143	   	165.67	DCR|2DMG|3ZMB|1VULN|2CDMG	1MBVNT|27DMG|3VULN|457ZMB|67CDMG|7BPWR|8RCR|9LWND|aFEWX
169	46432 11151	   	165.67	DCR|2DMG|3ZMB|1VULN|2CDMG	1MBVNT|27DMG|3VULN|457ZMB|67CDMG|7BPWR|8RCR|9RMIN|aBEXP
170	46432 11152	   	165.67	DCR|2DMG|3ZMB|1VULN|2CDMG	1MBVNT|27DMG|3VULN|457ZMB|67CDMG|7BPWR|8RCR|9RMIN|aLIT
171	46432 11153	   	165.67	DCR|2DMG|3ZMB|1VULN|2CDMG	1MBVNT|27DMG|3VULN|457ZMB|67CDMG|7BPWR|8RCR|9RMIN|aLWND
172	46432 11154	   	165.67	DCR|2DMG|3ZMB|1VULN|2CDMG	1MBVNT|27DMG|3VULN|457ZMB|67CDMG|7BPWR|8RCR|9RMIN|aBELT
173	46432 11173	   	165.67	DCR|2DMG|3ZMB|1VULN|2CDMG	1MBVNT|27DMG|3VULN|457ZMB|67CDMG|7BPWR|8RCR|9BELT|aRPLT
174	46432 11174	   	165.67	DCR|2DMG|3ZMB|1VULN|2CDMG	1MBVNT|27DMG|3VULN|457ZMB|67CDMG|7BPWR|8RCR|9BELT|aLHND
175	23336 36223	   	165.66	DCR|4VULN|1DMG|1ASPD|1DUR	1ASPD|2BELT|3DUR|459aVULN|6RCR|7LHND|8DMG
176	43418 26224	   	165.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2LIT|34VULN|5TLV|6RCR|7CDMG|8DMG|9DUR|aAART
177	46413 13422	   	165.59	DCR|2VULN|2DMG|1CDMG|2DUR	1MBVNT|29DMG|39VULN|4CGEN|5RPLT|6RCR|7CDMG|89DUR|9BPWR|aBEXP
178	46413 13423	   	165.59	DCR|2VULN|2DMG|1CDMG|2DUR	1MBVNT|29DMG|39VULN|4CGEN|5RPLT|6RCR|7CDMG|89DUR|9BPWR|aLHND
179	46413 13424	   	165.59	DCR|2VULN|2DMG|1CDMG|2DUR	1MBVNT|29DMG|39VULN|4CGEN|5RPLT|6RCR|7CDMG|89DUR|9BPWR|aDMSP
180	46413 13426	   	165.59	DCR|2VULN|2DMG|1CDMG|2DUR	1MBVNT|29DMG|39VULN|4CGEN|5RPLT|6RCR|7CDMG|89DUR|9BPWR|aMLV
181	46413 13427	   	165.59	DCR|2VULN|2DMG|1CDMG|2DUR	1MBVNT|29DMG|39VULN|4CGEN|5RPLT|6RCR|7CDMG|89DUR|9BPWR|aLIT
182	46432 11111	   	165.57	DCR|2DMG|3ZMB|1VULN|2CDMG	1MBVNT|27DMG|3VULN|457ZMB|67CDMG|7BPWR|8RCR|9DMSP|aTLV
183	46432 11112	   	165.57	DCR|2DMG|3ZMB|1VULN|2CDMG	1MBVNT|27DMG|3VULN|457ZMB|67CDMG|7BPWR|8RCR|9DMSP|aDUST
184	46432 11113	   	165.57	DCR|2DMG|3ZMB|1VULN|2CDMG	1MBVNT|27DMG|3VULN|457ZMB|67CDMG|7BPWR|8RCR|9DMSP|aERES
185	46432 11116	   	165.57	DCR|2DMG|3ZMB|1VULN|2CDMG	1MBVNT|27DMG|3VULN|457ZMB|67CDMG|7BPWR|8RCR|9DMSP|aAIRHEL
186	46432 11121	   	165.57	DCR|2DMG|3ZMB|1VULN|2CDMG	1MBVNT|27DMG|3VULN|457ZMB|67CDMG|7BPWR|8RCR|9RCVC|aTLV
187	46432 11122	   	165.57	DCR|2DMG|3ZMB|1VULN|2CDMG	1MBVNT|27DMG|3VULN|457ZMB|67CDMG|7BPWR|8RCR|9RCVC|aDUST
188	46432 11123	   	165.57	DCR|2DMG|3ZMB|1VULN|2CDMG	1MBVNT|27DMG|3VULN|457ZMB|67CDMG|7BPWR|8RCR|9RCVC|aERES
189	46432 11126	   	165.57	DCR|2DMG|3ZMB|1VULN|2CDMG	1MBVNT|27DMG|3VULN|457ZMB|67CDMG|7BPWR|8RCR|9RCVC|aAIRHEL
190	46432 11131	   	165.57	DCR|2DMG|3ZMB|1VULN|2CDMG	1MBVNT|27DMG|3VULN|457ZMB|67CDMG|7BPWR|8RCR|9BEXP|aERES
191	46432 11141	   	165.57	DCR|2DMG|3ZMB|1VULN|2CDMG	1MBVNT|27DMG|3VULN|457ZMB|67CDMG|7BPWR|8RCR|9LWND|aERES
192	46432 11172	   	165.57	DCR|2DMG|3ZMB|1VULN|2CDMG	1MBVNT|27DMG|3VULN|457ZMB|67CDMG|7BPWR|8RCR|9BELT|aERES
193	46432 11181	   	165.57	DCR|2DMG|3ZMB|1VULN|2CDMG	1MBVNT|27DMG|3VULN|457ZMB|67CDMG|7BPWR|8RCR|9ERES|aBEXP
194	46432 11182	   	165.57	DCR|2DMG|3ZMB|1VULN|2CDMG	1MBVNT|27DMG|3VULN|457ZMB|67CDMG|7BPWR|8RCR|9ERES|aLIT
195	46432 11183	   	165.57	DCR|2DMG|3ZMB|1VULN|2CDMG	1MBVNT|27DMG|3VULN|457ZMB|67CDMG|7BPWR|8RCR|9ERES|aLWND
196	46432 11184	   	165.57	DCR|2DMG|3ZMB|1VULN|2CDMG	1MBVNT|27DMG|3VULN|457ZMB|67CDMG|7BPWR|8RCR|9ERES|aFEWX
197	46413 13832	   	165.49	DCR|2VULN|2DMG|1CDMG|2DUR	1MBVNT|2aDMG|3aVULN|4CGEN|5RPLT|6RCR|7CDMG|8DLOT|9aDUR|aBPWR
198	23336 36225	   	165.20	DCR|3VULN|1DMG|1CDMG|1ASPD|1DUR	1ASPD|2BELT|3DUR|459VULN|6RCR|7LHND|8DMG|aCDMG
199	46421 43381	 * 	165.20	DCR|3VULN|2DMG|2DUR	1MBVNT|29DMG|345VULN|69CGEN|7RCR|89DUR|9BPWR|aMLV
200	46421 43382	   	165.20	DCR|3VULN|2DMG|2DUR	1MBVNT|29DMG|345VULN|69CGEN|7RCR|89DUR|9BPWR|aFEWX
201	46421 43383	   	165.20	DCR|3VULN|2DMG|2DUR	1MBVNT|29DMG|345VULN|69CGEN|7RCR|89DUR|9BPWR|aRMIN
202	46421 43384	   	165.20	DCR|3VULN|2DMG|2DUR	1MBVNT|29DMG|345VULN|69CGEN|7RCR|89DUR|9BPWR|aLHND
203	11322 51162	   	165.18	DCR|3DMG|1AART|1VULN	19aERES|2RCVC|3AART|49aLWND|5LHND|6RCR|7VULN|89aDMG|9aBPWR
204	11362 51162	   	165.18	DCR|3DMG|1AART|1VULN	19aERES|2RCVC|3AART|49aLHND|5LWND|6RCR|7VULN|89aDMG|9aBPWR
205	51322 51162	   	165.18	DCR|3DMG|1AART|1VULN	19aTLV|2RCVC|3AART|49aLWND|5LHND|6RCR|7VULN|89aDMG|9aBPWR
206	46433 34238	   	165.07	DCR|2VULN|2DMG|1AART|1ZMB|1SELL	1MBVNT|29DMG|37VULN|4ZMB|5SELL|6BEXP|8AART|aRCR
207	23333 35246	   	165.00	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1ASPD|2BELT|35DUR|4aVULN|6RCR|7FEWX|8DMG|9AART
208	43424 11385	 * 	164.98	DCR|2DMG|1AART|1VULN|3DUR	1MBVNT|2aLIT|3VULN|4AART|5aDMG|6RCR|7RMIN|89aDUR|aBPWR
209	43424 12285	   	164.98	DCR|2DMG|1AART|1VULN|3DUR	1MBVNT|2aLIT|3VULN|4AART|5aDMG|6RCR|79aDUR|8RMIN|aBPWR
210	46433 44238	   	164.97	DCR|2VULN|2DMG|1AART|1ZMB|1SELL	1MBVNT|29DMG|37VULN|4ZMB|5SELL|6DUST|8AART|aRCR
211	46432 11264	 * 	164.81	3DMG|2VULN|3ZMB|1AART|2CDMG	1MBVNT|279DMG|3aVULN|457ZMB|67CDMG|7BPWR|8AART
212	41748 41412	   	164.76	DCR|2AART|2DMG|1CDMG|1ZMB	1MBVNT|2CGEN|3CDMG|49AART|5ZMB|6RCR|7LWND|8aDMG
213	41748 43412	   	164.76	DCR|2AART|2DMG|1CDMG|1ZMB	1MBVNT|2CGEN|3CDMG|49AART|5ZMB|6RCR|7LHND|8aDMG
214	16413 12352	   	164.69	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1ERES|2RPLT|3RCR|4ZMB|5RMIN|69DMG|7DUR|8AART|aVULN
215	16415 13222	   	164.59	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1ERES|2RPLT|3RCR|4ZMB|56DMG|7TLV|8AART|9DUR|aVULN
216	54124 22212	   	164.54	DCR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1TLV|2ERES|3DUR|45VULN|6CDMG|7RCR|89DMG|aASPD
217	54131 52212	   	164.54	DCR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1TLV|2ERES|3DUR|4CDMG|56VULN|7RCR|89DMG|aASPD
218	43424 11242	   	164.38	DCR|3DMG|1AART|1VULN	1MBVNT|2aLIT|3VULN|4AART|59aDMG|6RCR|7RMIN|8aAIRHEA|aBPWR
219	43424 11632	   	164.38	DCR|3VULN|1AART|1DMG	1MBVNT|2LIT|38aVULN|4AART|5DMG|6RCR|7RMIN|9BELT
220	43424 11662	   	164.38	DCR|3VULN|1AART|1DMG	1MBVNT|2LIT|38aVULN|4AART|5DMG|6RCR|7RMIN|9CGEN
221	43424 11745	   	164.38	DCR|3DMG|1AART|1VULN	1MBVNT|2aLIT|3VULN|4AART|59aDMG|6RCR|7RMIN|8aDUST|aBPWR
222	43424 16142	   	164.38	DCR|3DMG|1AART|1VULN	1MBVNT|2aLIT|3VULN|4AART|59aDMG|6RCR|7aVENICY|8RMIN|aBPWR
223	43424 18452	   	164.38	DCR|3VULN|1AART|1DMG	1MBVNT|2LIT|39aVULN|4AART|5DMG|6RCR|7BELT|8CGEN
224	46413 13125	   	164.36	DCR|2VULN|2DMG|1CDMG|1ZMB	1MBVNT|29DMG|39VULN|4CGEN|5RPLT|6RCR|7CDMG|89BEXP|9BPWR|aZMB
225	43424 11213	   	164.28	DCR|3VULN|1AART|1DMG	1MBVNT|2LIT|39aVULN|4AART|5DMG|6RCR|7RMIN|8AIRHEA
226	43424 11747	   	164.28	DCR|3DMG|1AART|1VULN	1MBVNT|2LIT|3VULN|4AART|59aDMG|6RCR|7RMIN|8DUST
227	43424 16113	   	164.28	DCR|3VULN|1AART|1DMG	1MBVNT|2LIT|39aVULN|4AART|5DMG|6RCR|7VENICY|8RMIN
228	43424 16514	   	164.28	DCR|3VULN|1AART|1DMG	1MBVNT|2LIT|39aVULN|4AART|5DMG|6RCR|7VENICY|8MLV
229	43424 18252	   	164.28	DCR|3VULN|1AART|1DMG	1MBVNT|2LIT|39aVULN|4AART|5DMG|6RCR|7BELT|8ERES
230	42417 18112	   	164.24	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1MBVNT|2LHND|3CDMG|4ZMB|59AART|6VULN|7RCR|8DMSP|aDMG
231	42417 38412	   	164.24	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1MBVNT|26LHND|3CDMG|4ZMB|59AART|7RCR|8VULN|aDMG
232	41733 14414	   	164.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2CGEN|3CDMG|4RCR|5LEGI|6DMG|7aVULN|8DUR|9AART
233	43422 16414	   	164.18	DCR|3VULN|1AART|1DMG	1MBVNT|2LIT|39aVULN|4AART|5ERES|6RCR|7AIRHEA|8DMG
234	31321 66533	   	164.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	136BEXP|2CGEN|4DUR|56VULN|6BPWR|7RCR|8DMG|9AART|aCDMG
235	31123 12222	   	164.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|23CGEN|4DUR|5CDMG|68VULN|7RCR|9AART|aDMG
236	31223 12222	   	164.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2CGEN|3RCVC|4DUR|5CDMG|68VULN|7RCR|9AART|aDMG
237	31323 12222	   	164.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	13BEXP|2CGEN|4DUR|5CDMG|68VULN|7RCR|9AART|aDMG
238	33323 42222	   	164.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|26MLV|3DUR|48VULN|5CDMG|7RCR|9AART|aDMG
239	33323 62222	   	164.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2MLV|3DUR|48VULN|5CDMG|6RCVC|7RCR|9AART|aDMG
240	33333 12222	   	164.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	14BEXP|2MLV|3DUR|5CDMG|68VULN|7RCR|9AART|aDMG
241	33363 12222	   	164.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2MLV|3DUR|4RCVC|5CDMG|68VULN|7RCR|9AART|aDMG
242	33623 12222	   	164.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	13BEXP|2MLV|4DUR|5CDMG|68VULN|7RCR|9AART|aDMG
243	34123 42222	   	164.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2DUR|36MLV|48VULN|5CDMG|7RCR|9AART|aDMG
244	34123 62222	   	164.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2DUR|3MLV|48VULN|5CDMG|6RCVC|7RCR|9AART|aDMG
245	34133 12222	   	164.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	14BEXP|2DUR|3MLV|5CDMG|68VULN|7RCR|9AART|aDMG
246	34163 12222	   	164.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2DUR|3MLV|4RCVC|5CDMG|68VULN|7RCR|9AART|aDMG
247	34213 12222	   	164.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2DUR|34CGEN|5CDMG|68VULN|7RCR|9AART|aDMG
248	34243 62222	   	164.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	16BEXP|2DUR|3CGEN|48VULN|5CDMG|7RCR|9AART|aDMG
249	34343 12222	   	164.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	13BEXP|2DUR|4CGEN|5CDMG|68VULN|7RCR|9AART|aDMG
250	61612 12222	   	164.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	14FEWX|2CGEN|3CDMG|5DUR|68VULN|7RCR|9AART|aDMG
251	43426 35142	   	164.01	DCR|2VULN|2DMG|1AART	1MBVNT|2aLIT|3aVULN|4AART|5DMSP|6DUST|7RCR|8BEXP|9aDMG|aBPWR
252	43428 35142	   	164.01	DCR|2VULN|2DMG|1AART	1MBVNT|25aLIT|3aVULN|4AART|6DUST|7RCR|8BEXP|9aDMG|aBPWR
253	43424 36122	   	163.99	DCR|2DMG|1AART|1VULN|2CDMG	1MBVNT|2aLIT|3VULN|4AART|5aDMG|6LWND|7VENICY|8RCR|9aCDMG|aBPWR
254	43424 12582	   	163.96	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1MBVNT|2LIT|3VULN|4AART|5DMG|6RCR|79DUR|8ASPD|aCDMG
255	34621 52222	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	14BEXP|2DUR|3CDMG|58VULN|6ERES|7RCR|9AART|aDMG
256	34624 12222	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	14BEXP|2DUR|3CDMG|5ERES|68VULN|7RCR|9AART|aDMG
257	23133 13246	   	163.91	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	16ASPD|2BELT|3FEWX|4aVULN|5DUR|7RCR|8DMG|9AART
258	23332 13246	   	163.91	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	16ASPD|2BELT|3DUR|4aVULN|5BEXP|7RCR|8DMG|9AART
259	56323 62222	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1TLV|26BEXP|3DUR|48VULN|5CDMG|7RCR|9AART|aDMG
260	56333 12222	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1TLV|24BEXP|3DUR|5CDMG|68VULN|7RCR|9AART|aDMG
261	56363 12222	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1TLV|2BEXP|3DUR|4RCVC|5CDMG|68VULN|7RCR|9AART|aDMG
262	56623 12222	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1TLV|23BEXP|4DUR|5CDMG|68VULN|7RCR|9AART|aDMG
263	43426 35242	   	163.91	DCR|2VULN|2DMG|1AART	1MBVNT|2aLIT|3aVULN|4AART|5DMSP|6DUST|7RCR|8AIRHEA|9aDMG|aBPWR
264	43428 35242	   	163.91	DCR|2VULN|2DMG|1AART	1MBVNT|25aLIT|3aVULN|4AART|6DUST|7RCR|8AIRHEA|9aDMG|aBPWR
265	43424 56122	   	163.89	DCR|2DMG|1AART|1VULN|2CDMG	1MBVNT|2aLIT|3VULN|4AART|5aDMG|6DUST|7VENICY|8RCR|9aCDMG|aBPWR
266	23233 13246	   	163.81	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	16ASPD|2BELT|3DUST|4aVULN|5DUR|7RCR|8DMG|9AART
267	23316 13246	   	163.81	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	16ASPD|2BELT|3DUR|4DUST|5aVULN|7RCR|8DMG|9AART
268	46211 43172	 * 	163.72	DCR|3VULN|3DMG	1MBVNT|27aDMG|3DLOT|4BEXP|58aVULN|6aCGEN|9RCR|aBPWR
269	43424 11252	   	163.68	DCR|2VULN|1AART|1DMG|2ZMB	1MBVNT|2aLIT|3aVULN|4AART|5DMG|6RCR|7RMIN|8AIRHEA|9aZMB|aBPWR
270	43424 16152	   	163.68	DCR|2VULN|1AART|1DMG|2ZMB	1MBVNT|2aLIT|3aVULN|4AART|5DMG|6RCR|7VENICY|8RMIN|9aZMB|aBPWR
271	46123 13428	   	163.66	DCR|3DMG|1VULN|1CDMG|2DUR	1MBVNT|29aDMG|39CGEN|4VULN|5RPLT|6RCR|7CDMG|89DUR|9BPWR
272	46131 13428	   	163.66	DCR|3DMG|1VULN|1CDMG|2DUR	1MBVNT|29aDMG|39CGEN|4RPLT|5VULN|6RCR|7CDMG|89DUR|9BPWR
273	43424 17252	   	163.58	DCR|2VULN|1AART|1DMG|2ZMB	1MBVNT|2aLIT|3aVULN|4AART|5DMG|6RCR|79ZMB|8aAIRHEA|aBPWR
274	43424 17253	   	163.48	DCR|2VULN|1AART|1DMG|2ZMB	1MBVNT|2LIT|3aVULN|4AART|5DMG|6RCR|79ZMB|8AIRHEA
275	46243 18314	   	163.41	DCR|3DMG|2VULN|1ZMB|1DUR	1MBVNT|245DMG|3DLOT|67VULN|8DUR|9ZMB|aRCR
276	46123 11214	   	163.31	DCR|2VULN|2DMG|1AART	1MBVNT|28DMG|3CGEN|4aVULN|5RPLT|6RCR|7LHND|9AART
277	46131 11214	   	163.31	DCR|2VULN|2DMG|1AART	1MBVNT|28DMG|3CGEN|4RPLT|5aVULN|6RCR|7LHND|9AART
278	46413 11214	   	163.31	DCR|2VULN|2DMG|1AART	1MBVNT|28DMG|3aVULN|4CGEN|5RPLT|6RCR|7LHND|9AART
279	46432 11353	   	163.27	DCR|2DMG|3ZMB|1VULN|2CDMG	1MBVNT|27DMG|3VULN|457ZMB|67CDMG|7BPWR|8LWND|9RCR|aFEWX
280	46123 15214	   	163.21	DCR|2VULN|2DMG|1AART	1MBVNT|28DMG|3CGEN|4aVULN|5RPLT|6RCR|7LEGI|9AART
281	46131 15214	   	163.21	DCR|2VULN|2DMG|1AART	1MBVNT|28DMG|3CGEN|4RPLT|5aVULN|6RCR|7LEGI|9AART
282	46413 15214	   	163.21	DCR|2VULN|2DMG|1AART	1MBVNT|28DMG|3aVULN|4CGEN|5RPLT|6RCR|7LEGI|9AART
283	43424 11338	   	163.17	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1MBVNT|2LIT|3VULN|4aAART|5DMG|6RCR|7RMIN|8DUR|9CDMG
284	43424 11352	   	163.17	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1MBVNT|2LIT|3VULN|49AART|5DMG|6RCR|7RMIN|8DUR|aCDMG
285	43424 12238	   	163.17	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1MBVNT|2LIT|3VULN|4aAART|5DMG|6RCR|7DUR|8RMIN|9CDMG
286	43424 12252	   	163.17	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1MBVNT|2LIT|3VULN|49AART|5DMG|6RCR|7DUR|8RMIN|aCDMG
287	43424 12633	   	163.17	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1MBVNT|2LIT|3VULN|4aAART|5DMG|6RCR|7DUR|8CGEN|9CDMG
288	43424 12652	   	163.17	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1MBVNT|2LIT|3VULN|49AART|5DMG|6RCR|7DUR|8CGEN|aCDMG
289	43424 14552	   	163.17	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	1MBVNT|2LIT|3VULN|49AART|5DMG|6RCR|7FEWX|8ASPD|aCDMG
290	46432 11351	   	163.17	DCR|2DMG|3ZMB|1VULN|2CDMG	1MBVNT|27DMG|3VULN|457ZMB|67CDMG|7BPWR|8LWND|9RCR|aERES
291	46433 51133	   	163.05	DCR|2VULN|2DMG|3ZMB|1SELL	1MBVNT|27DMG|37VULN|467ZMB|5SELL|7BPWR|8RCR|9BEXP|aFEWX
292	46433 51143	   	163.05	DCR|2VULN|2DMG|3ZMB|1SELL	1MBVNT|27DMG|37VULN|467ZMB|5SELL|7BPWR|8RCR|9LWND|aFEWX
293	14322 51163	   	162.98	DCR|2DMG|1AART|1VULN|1CDMG	129ERES|3AART|49LWND|5LHND|6RCR|7VULN|89DMG|9BPWR|aCDMG
294	46433 51111	   	162.95	DCR|2VULN|2DMG|3ZMB|1SELL	1MBVNT|27DMG|37VULN|467ZMB|5SELL|7BPWR|8RCR|9DMSP|aTLV
295	46433 51112	   	162.95	DCR|2VULN|2DMG|3ZMB|1SELL	1MBVNT|27DMG|37VULN|467ZMB|5SELL|7BPWR|8RCR|9DMSP|aDUST
296	46433 51113	   	162.95	DCR|2VULN|2DMG|3ZMB|1SELL	1MBVNT|27DMG|37VULN|467ZMB|5SELL|7BPWR|8RCR|9DMSP|aERES
297	46433 51121	   	162.95	DCR|2VULN|2DMG|3ZMB|1SELL	1MBVNT|27DMG|37VULN|467ZMB|5SELL|7BPWR|8RCR|9RCVC|aTLV
298	46433 51122	   	162.95	DCR|2VULN|2DMG|3ZMB|1SELL	1MBVNT|27DMG|37VULN|467ZMB|5SELL|7BPWR|8RCR|9RCVC|aDUST
299	46433 51123	   	162.95	DCR|2VULN|2DMG|3ZMB|1SELL	1MBVNT|27DMG|37VULN|467ZMB|5SELL|7BPWR|8RCR|9RCVC|aERES
300	46433 51131	   	162.95	DCR|2VULN|2DMG|3ZMB|1SELL	1MBVNT|27DMG|37VULN|467ZMB|5SELL|7BPWR|8RCR|9BEXP|aERES
301	46433 51141	   	162.95	DCR|2VULN|2DMG|3ZMB|1SELL	1MBVNT|27DMG|37VULN|467ZMB|5SELL|7BPWR|8RCR|9LWND|aERES
302	46421 43811	   	162.93	DCR|4VULN|1DMG|1FLTHEA	1MBVNT|2DMG|3459VULN|6CGEN|7RCR|8FLTHEA|aRMIN
303	46421 43813	   	162.93	DCR|4VULN|1DMG|1FLTHEA	1MBVNT|2DMG|3459VULN|6CGEN|7RCR|8FLTHEA|aLWND
304	46421 43841	   	162.93	DCR|4VULN|1DMG|1FLTHEA	1MBVNT|2DMG|345aVULN|6CGEN|7RCR|8FLTHEA|9RMIN
305	46421 23171	   	162.82	DCR|3VULN|1AART|1DMG|1ASPD	1MBVNT|2DMG|345VULN|6AART|7FEWX|8ASPD|9RCR|aDUST
306	46421 23172	   	162.82	DCR|3VULN|1AART|1DMG|1ASPD	1MBVNT|2DMG|345VULN|6AART|7FEWX|8ASPD|9RCR|aLSRREG
307	43441 65242	   	162.81	DCR|2VULN|2DMG|1AART	1MBVNT|2aLIT|3aVULN|4RCVC|5LHND|6AART|7RCR|8AIRHEA|9aDMG|aBPWR
308	43424 11331	   	162.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MBVNT|2LIT|3VULN|4AART|5DMG|6RCR|7RMIN|8DUR|9CDMG|aZMB
309	43424 12231	   	162.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MBVNT|2LIT|3VULN|4AART|5DMG|6RCR|7DUR|8RMIN|9CDMG|aZMB
310	43424 12631	   	162.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MBVNT|2LIT|3VULN|4AART|5DMG|6RCR|7DUR|8CGEN|9CDMG|aZMB
311	43424 17134	   	162.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MBVNT|2LIT|3VULN|4AART|5DMG|6RCR|7ZMB|8BEXP|9CDMG|aDUR
312	43424 17332	   	162.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MBVNT|2LIT|3VULN|4AART|5DMG|6RCR|7ZMB|8DUR|9CDMG|aBELT
313	43424 17333	   	162.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MBVNT|2LIT|3VULN|4AART|5DMG|6RCR|7ZMB|8DUR|9CDMG|aBEXP
314	43424 17334	   	162.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MBVNT|2LIT|3VULN|4AART|5DMG|6RCR|7ZMB|8DUR|9CDMG|aFEWX
315	43424 17336	   	162.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MBVNT|2LIT|3VULN|4AART|5DMG|6RCR|7ZMB|8DUR|9CDMG|aLHND
316	43424 17372	   	162.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MBVNT|2LIT|3VULN|4AART|5DMG|6RCR|7ZMB|8DUR|9DMSP|aCDMG
317	51341 12221	   	162.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1TLV|2RCVC|3AART|4DMG|5LIT|6CDMG|7DUR|8aVULN|9RCR
318	43424 17337	   	162.63	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MBVNT|2LIT|3VULN|4AART|5DMG|6RCR|7ZMB|8DUR|9CDMG|aDUST
