0	Index      	 *	Score 	Summary	Detail	
1	24126 51132	 * 	196.04	DCR|5VULN|2DMG|1CDMG	1279aVULN|39CGEN|4FEWX|5CDMG|6RCR|89DMG|9BPWR
169	51244 32221	   	172.13	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCR|2CDMG|3DUST|4DUR|57DMG|6FEWX|8AART|9MLV|aVULN
170	51364 32211	   	172.13	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCR|2CDMG|3DUR|4DUST|57DMG|6FEWX|8AART|9RMIN|aVULN
171	51364 32221	   	172.13	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCR|2CDMG|3DUR|4DUST|57DMG|6FEWX|8AART|9MLV|aVULN
172	23433 61215	   	172.10	ACR|3VULN|1AART|2CDMG|1ZMB	158VULN|2ZMB|3ERES|4RCR|6AART|7aCDMG|9LHND
173	23433 61225	   	172.10	ACR|3VULN|1AART|2CDMG|1ZMB	158VULN|2ZMB|3ERES|4RCR|6AART|7aCDMG|9FEWX
174	23433 62611	   	172.10	ACR|3VULN|1AART|1DMG|1ZMB	158VULN|2ZMB|39ERES|4RCR|6AART|7CGEN|aDMG
175	41162 11262	   	171.81	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1FEWX|269VULN|3AART|4DUR|5RPLT|7CDMG|8RCR|aZMB
176	23433 43225	 * 	171.79	ACR|4VULN|2ZMB|2ASPD|1CDMG	1579VULN|26ZMB|369ERES|4RCR|69BPWR|89ASPD|aCDMG
177	24126 51112	   	171.74	DCR|4VULN|1DMG|2CDMG	127aVULN|3CGEN|4FEWX|59CDMG|6RCR|8DMG
178	52222 21134	   	171.74	ACR|2VULN|2DMG|1AART	1RCR|2RCVC|359TLV|45FEWX|59BPWR|6RPLT|79VULN|89DMG|aAART
179	24336 51112	   	171.64	DCR|4VULN|1DMG|2CDMG	127aVULN|3MLV|4DUST|59CDMG|6RCR|8DMG
180	24212 51223	   	171.60	DCR|4VULN|2DMG|1ASPD	125aVULN|3LSRHEA|4aDMG|6ASPD|7BEXP|8RCR|9aLIT|aBPWR
181	11532 22353	   	171.56	DCR|3DMG|1AART|1VULN|1DUR|1ASPD	1ERES|24aDMG|3AART|5TLV|6DUR|7VULN|8ASPD|9RCR
182	31523 51353	   	171.56	DCR|3DMG|1AART|1VULN|1DUR|1ASPD	1TLV|26aDMG|3AART|4ERES|5VULN|7DUR|8ASPD|9RCR
183	53633 43121	 * 	171.56	ACR|5VULN|2ZMB|1ASPD	1RCR|2ERES|35679VULN|46ZMB|6BPWR|8BEXP|aASPD
184	23234 66333	 * 	171.41	DCR|2VULN|1AART|1CDMG|1FLTHEA|1ZMB|1DUR	1aVULN|2ZMB|3RCVC|4DUR|5FLTHEA|6AART|7CDMG|8RCR|9CGEN
185	51342 12332	 * 	171.27	ACR|1AART|1VULN|1DMG|2CDMG|3DUR	1RCR|27CDMG|347DUR|57TLV|6AART|7BPWR|8DMG|9RPLT|aVULN
186	52324 11143	   	171.25	ACR|3VULN|1DMG|1CDMG|1ZMB	1RCR|2RCVC|3LIT|479VULN|5DMG|6CDMG|8ZMB|aLHND
187	51244 12132	   	171.19	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1RCR|2CDMG|3DUST|4DUR|5DMG|6VULN|7ZMB|8ERES|9ASPD|aAART
188	51364 12132	   	171.19	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1RCR|2CDMG|3DUR|4DUST|5DMG|6VULN|7ZMB|8ERES|9ASPD|aAART
189	51342 12321	   	171.17	ACR|1AART|1VULN|1DMG|2CDMG|3DUR	1RCR|27CDMG|347DUR|57TLV|6AART|7BPWR|8DMG|9DUST|aVULN
190	51342 12351	   	171.17	ACR|1AART|1VULN|1DMG|2CDMG|3DUR	1RCR|27CDMG|347DUR|57TLV|6AART|7BPWR|8DMG|9LEGI|aVULN
191	52324 11141	   	171.15	ACR|3VULN|1DMG|1CDMG|1ZMB	1RCR|2RCVC|3LIT|479VULN|5DMG|6CDMG|8ZMB|aDUST
192	53633 42221	 * 	171.08	ACR|3VULN|3ZMB|3ASPD	1RCR|279ERES|356VULN|469ZMB|69BPWR|89aASPD
193	51221 62631	   	171.03	ACR|2VULN|2DMG|3CDMG	1RCR|279CDMG|37DUST|49CGEN|5FEWX|67DMG|79BPWR|89VULN|aMLV
194	51221 62632	   	171.03	ACR|2VULN|2DMG|3CDMG	1RCR|279CDMG|37DUST|49CGEN|5FEWX|67DMG|79BPWR|89VULN|aBEXP
195	51221 62633	   	171.03	ACR|2VULN|2DMG|3CDMG	1RCR|279CDMG|37DUST|49aCGEN|5FEWX|67DMG|79BPWR|89VULN
196	51632 53232	   	171.03	ACR|2VULN|2DMG|3CDMG	1RCR|259CDMG|3RPLT|4RMIN|59BPWR|6BEXP|79VULN|89DMG|aCGEN
197	24533 16221	   	171.03	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	125VULN|3DUR|4RCR|6CDMG|7FEWX|8BELT|9AART|aZMB
198	24533 31225	 * 	171.02	ACR|3VULN|1DMG|1FLTHEA|2DUR|1ASPD	125VULN|37DUR|4RCR|6RCVC|8ASPD|9FLTHEA|aDMG
199	51115 62231	   	170.93	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCR|2CDMG|3ERES|4LWND|5LHND|67DMG|8DUR|9VULN|aAART
200	51333 63216	   	170.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2CDMG|3DUR|4ERES|5RPLT|67VULN|8DMG|9BELT|aAART
201	51462 31132	   	170.93	ACR|2VULN|2DMG|3CDMG	1RCR|249CDMG|39FEWX|5TLV|67VULN|89DMG|9BPWR|aLWND
202	51632 53233	   	170.93	ACR|2VULN|2DMG|3CDMG	1RCR|259CDMG|3RPLT|4RMIN|59BPWR|6BEXP|79VULN|89DMG|aDUST
203	11531 43134	   	170.86	DCR|2VULN|2DMG|1AART|1CDMG	17ERES|24DMG|3AART|5LWND|6CDMG|89VULN|aRCR
204	51333 63264	   	170.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2CDMG|3DUR|4ERES|5RPLT|67VULN|8DMG|9MBVNT|aAART
205	51341 35123	   	170.71	ACR|2VULN|2DMG|1CDMG|2DUR	1RCR|2CDMG|34DUR|5BEXP|6LIT|7aVULN|89DMG
206	51351 16113	   	170.64	ACR|2VULN|1DMG|2CDMG|2DUR|1ZMB	1RCR|27CDMG|37DUR|4ZMB|59FEWX|67VULN|7BPWR|8DMG|aBEXP
207	51351 16131	   	170.64	ACR|2VULN|1DMG|2CDMG|2DUR|1ZMB	1RCR|27CDMG|37DUR|4ZMB|5FEWX|67VULN|7BPWR|8DMG|9LHND|aDMSP
208	51351 16132	   	170.64	ACR|2VULN|1DMG|2CDMG|2DUR|1ZMB	1RCR|27CDMG|37DUR|4ZMB|5FEWX|67VULN|7BPWR|8DMG|9LHND|aRMIN
209	51351 16133	   	170.64	ACR|2VULN|1DMG|2CDMG|2DUR|1ZMB	1RCR|27CDMG|37DUR|4ZMB|5FEWX|67VULN|7BPWR|8DMG|9LHND|aLIT
210	51343 35123	   	170.61	ACR|2VULN|2DMG|1CDMG|2DUR	1RCR|2CDMG|34DUR|5DUST|6LIT|7aVULN|89DMG
211	25633 23235	   	170.57	ACR|2VULN|2DMG|3CDMG|1ASPD	19VULN|269CDMG|3RPLT|4RCR|5DUST|7ERES|89DMG|9BPWR|aASPD
212	51351 16111	   	170.54	ACR|2VULN|1DMG|2CDMG|2DUR|1ZMB	1RCR|27CDMG|37DUR|4ZMB|59FEWX|67VULN|7BPWR|8DMG|aERES
213	51351 16112	   	170.54	ACR|2VULN|1DMG|2CDMG|2DUR|1ZMB	1RCR|27CDMG|37DUR|4ZMB|59FEWX|67VULN|7BPWR|8DMG|aAIRHEL
214	53613 53221	   	170.45	ACR|4VULN|1DMG|2ASPD	1RCR|2ERES|3567VULN|48ASPD|9DMG|aRPLT
215	53613 53223	   	170.45	ACR|4VULN|1DMG|2ASPD	1RCR|2ERES|3567VULN|48ASPD|9DMG|aBEXP
216	23433 11354	 * 	170.41	ACR|3VULN|1DMG|2CDMG|2ZMB	157VULN|2aZMB|37ERES|4RCR|67CDMG|7BPWR|8DUST|9DMG
217	53613 53222	   	170.35	ACR|4VULN|1DMG|2ASPD	1RCR|2ERES|3567VULN|48ASPD|9DMG|aDUST
218	23433 55112	   	170.33	ACR|3VULN|1AART|1CDMG|1ZMB|1ASPD	156VULN|2ZMB|3ERES|4RCR|7ASPD|8CDMG|9BELT|aAART
219	51352 16112	   	170.30	ACR|2VULN|1AART|1DMG|2CDMG|2DUR|1ZMB|1MSE	1RCR|27CDMG|37DUR|4ZMB|5MSE|67VULN|7BPWR|8DMG|9FEWX|aAART
220	51352 16132	   	170.30	ACR|2VULN|1AART|1DMG|2CDMG|2DUR|1ZMB|1MSE	1RCR|27CDMG|37DUR|4ZMB|5MSE|67VULN|7BPWR|8DMG|9BEXP|aAART
221	24533 32532	   	170.24	ACR|4VULN|1DMG|1ZMB|1DUR	1259VULN|3DUR|4RCR|6RCVC|7ZMB|8DMG|aRPLT
222	53613 11122	   	170.21	ACR|2VULN|1AART|3ASPD|2CDMG	1RCR|27ERES|35VULN|478ASPD|67CDMG|7BPWR|9FEWX|aAART
223	53613 11132	   	170.21	ACR|2VULN|1AART|3ASPD|2CDMG	1RCR|27ERES|35VULN|478ASPD|67CDMG|7BPWR|9BEXP|aAART
224	55111 21353	   	170.20	ACR|3VULN|1AART|1DMG	1RCR|2LWND|3AART|48FEWX|59aVULN|6LSRREG|7DMG
225	52324 11532	   	170.17	ACR|2VULN|2DMG|2CDMG	1RCR|29RCVC|38LIT|47VULN|58DMG|68CDMG|8BPWR|aLWND
226	24164 11312	   	170.05	ACR|3VULN|1AART|2CDMG|2ASPD	127VULN|3CGEN|47ASPD|5RCR|67CDMG|7BPWR|8ERES|9BELT|aAART
227	24364 11312	   	170.05	ACR|3VULN|1AART|2CDMG|2ASPD	127VULN|3MLV|47ASPD|5RCR|67CDMG|7BPWR|8ERES|9BELT|aAART
228	51351 16221	   	170.05	ACR|3VULN|2CDMG|3DUR|1ZMB	1RCR|27CDMG|379DUR|4ZMB|58FEWX|67aVULN|7BPWR
229	21226 26132	   	169.92	DCR|3VULN|2DMG|1CDMG	19aVULN|29TLV|3RCVC|4FEWX|5CDMG|6DMSP|7RCR|89DMG|9BPWR
230	52325 11522	   	169.90	ACR|3VULN|1AART|2CDMG	1RCR|2RCVC|38LIT|478VULN|5RMIN|68CDMG|8BPWR|9LWND|aAART
231	51133 15251	 * 	169.90	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1RCR|2CDMG|3ERES|46ZMB|5DUST|7AART|8VULN|9DMG|aDUR
232	52324 11511	   	169.87	ACR|2VULN|2DMG|2CDMG	1RCR|2aRCVC|38LIT|47VULN|58DMG|68CDMG|8BPWR|9FEWX
233	52324 11521	   	169.87	ACR|2VULN|2DMG|2CDMG	1RCR|2aRCVC|38LIT|47VULN|58DMG|68CDMG|8BPWR|9LWND
234	53613 33226	   	169.85	ACR|3VULN|1DMG|2ASPD|1ZMB	1RCR|2ERES|357VULN|48ASPD|6RCVC|9DMG|aZMB
235	51531 12131	 * 	169.83	ACR|2VULN|2DMG|3ZMB|2CDMG|1MSE	1RCR|29CDMG|3MSE|479ZMB|5FEWX|6aVULN|89DMG|9BPWR
236	23433 11412	   	169.80	ACR|3VULN|1AART|2CDMG|1ZMB	157VULN|2ZMB|37ERES|4RCR|67CDMG|7BPWR|8MLV|9BELT|aAART
237	23433 11442	   	169.80	ACR|3VULN|1AART|2CDMG|1ZMB	157VULN|2ZMB|37ERES|4RCR|67CDMG|7BPWR|8MLV|9LIT|aAART
238	21265 13125	 * 	169.79	DCR|3VULN|2DMG|2ASPD	19aVULN|27TLV|36RCVC|49ASPD|59DMG|8RCR|9BPWR
239	24533 32111	   	169.79	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	125VULN|3DUR|4RCR|6RCVC|7ZMB|8CDMG|9BELT|aDMG
240	52131 35252	   	169.75	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RCR|2RCVC|34DUST|5CDMG|6DUR|7AART|8VULN|9DMG|aZMB
241	24533 42333	   	169.75	ACR|5VULN|2ZMB|2DUR	12569VULN|36DUR|4RCR|6BPWR|7aZMB|8LHND
242	51341 11112	   	169.74	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1RCR|2CDMG|34DUR|5BEXP|6ZMB|7VULN|8DMG|9FEWX|aAART
243	61135 13512	   	169.65	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	18LIT|2BELT|3TLV|48DMG|5RCR|68CDMG|7AART|8BPWR|9DUR|aVULN
244	51341 11152	   	169.64	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1RCR|2CDMG|34DUR|5BEXP|6ZMB|7VULN|8DMG|9MBVNT|aAART
245	51343 11112	   	169.64	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1RCR|2CDMG|34DUR|5DUST|6ZMB|7VULN|8DMG|9FEWX|aAART
246	51343 11132	   	169.64	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1RCR|2CDMG|34DUR|5DUST|6ZMB|7VULN|8DMG|9BEXP|aAART
247	53613 43121	   	169.63	ACR|5VULN|3ASPD	1RCR|2ERES|35679VULN|46aASPD|6BPWR|8BEXP
248	23433 33225	   	169.62	ACR|5VULN|2ASPD|1ZMB	1579aVULN|2ZMB|39ERES|4RCR|6RCVC|89ASPD|9BPWR
249	55111 21511	   	169.60	ACR|2VULN|1AART|1DMG|2ZMB	1RCR|2aLWND|3AART|49FEWX|5aVULN|6LSRREG|7DMG|8aZMB|aBPWR
250	51364 21222	 * 	169.59	ACR|2DMG|3CDMG|1VULN|3DUR	1RCR|279CDMG|378DUR|4DUST|59DMG|679LWND|79BPWR|aVULN
251	51364 31322	   	169.59	ACR|2DMG|3CDMG|1VULN|3DUR	1RCR|279CDMG|378DUR|4DUST|59DMG|679FEWX|79BPWR|aVULN
252	51343 11152	   	169.54	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1RCR|2CDMG|34DUR|5DUST|6ZMB|7VULN|8DMG|9MBVNT|aAART
253	53613 53232	   	169.53	ACR|5VULN|3ASPD	1RCR|29ERES|35679VULN|489ASPD|9BPWR|aLEGI
254	24533 13612	   	169.46	ACR|5VULN|2CDMG|1DUR	1258aVULN|3DUR|4RCR|69CDMG|7LHND
255	12442 33162	   	169.45	DCR|2DMG|1AART|1VULN|1CDMG|2RCVC	18ERES|25RCVC|3AART|48LIT|6RCR|78DMG|8BPWR|9CDMG|aVULN
256	51131 22144	   	169.38	ACR|2VULN|2DMG|1CDMG|1ZMB	1RCR|2CDMG|3ERES|4ZMB|5BEXP|6FEWX|78DMG|9aVULN
257	23226 26131	   	169.32	DCR|2VULN|2DMG|2ZMB|1CDMG	19VULN|29ZMB|3RCVC|4FEWX|5CDMG|6DMSP|7RCR|89DMG|9BPWR|aLWND
258	23226 26134	   	169.32	DCR|2VULN|2DMG|2ZMB|1CDMG	19VULN|29ZMB|3RCVC|4FEWX|5CDMG|6DMSP|7RCR|89DMG|9BPWR|aLHND
259	23226 26136	   	169.32	DCR|2VULN|2DMG|2ZMB|1CDMG	19VULN|29ZMB|3RCVC|4FEWX|5CDMG|6DMSP|7RCR|89DMG|9BPWR|aRMIN
260	11532 22633	   	169.31	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1ERES|24DMG|3AART|5TLV|6DUR|7VULN|8RCR|9ZMB|aASPD
261	31523 51633	   	169.31	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1TLV|26DMG|3AART|4ERES|5VULN|7DUR|8RCR|9ZMB|aASPD
262	51133 22144	   	169.28	ACR|2VULN|2DMG|1CDMG|1ZMB	1RCR|2CDMG|3ERES|4ZMB|5DUST|6FEWX|78DMG|9aVULN
263	23226 26133	   	169.22	DCR|2VULN|2DMG|2ZMB|1CDMG	19VULN|29ZMB|3RCVC|4FEWX|5CDMG|6DMSP|7RCR|89DMG|9BPWR|aTLV
264	23314 24622	   	169.19	DCR|3VULN|1AART|2DUR|1ZMB|1ASPD	19aVULN|2ZMB|3LWND|4ASPD|5AART|67DUR|8RCR
265	52324 13323	   	169.12	ACR|2VULN|2DMG|1CDMG|1DUR	1RCR|2RCVC|3LIT|4aVULN|59DMG|6CDMG|7FEWX|8DUR
266	52324 11353	   	169.12	ACR|2VULN|2DMG|1CDMG|1ASPD	1RCR|2RCVC|3LIT|47VULN|59DMG|6CDMG|8ASPD|aLHND
267	52344 11323	   	169.12	ACR|2VULN|2DMG|1CDMG|1DUR	1RCR|2RCVC|3LIT|4FEWX|59DMG|6CDMG|7aVULN|8DUR
268	24116 12125	 * 	169.12	DCR|3VULN|3DMG	129VULN|37CGEN|49MLV|5RCVC|69aDMG|8RCR|9BPWR
269	51135 41111	   	169.10	ACR|2VULN|1DMG|2CDMG|2ZMB|1ASPD	1RCR|27CDMG|3ERES|47ZMB|5DMSP|67VULN|7BPWR|8ASPD|9BELT|aDMG
270	23636 13234	 * 	169.06	DCR|3VULN|1AART|2ZMB|1CDMG|1DUR	189VULN|24ZMB|3DUR|5CDMG|6AART|7CGEN|aRCR
271	52314 12343	   	169.05	ACR|2DMG|1VULN|2CDMG|1ZMB|1ASPD	1RCR|2RCVC|37LIT|4LHND|57DMG|67CDMG|7BPWR|8ASPD|9VULN|aZMB
272	41112 51234	   	169.03	DCR|3VULN|1AART|1DMG|1CDMG	14FEWX|289VULN|3AART|5TLV|6DMG|7CDMG|aRCR
273	41113 51234	   	169.03	DCR|3VULN|1AART|1DMG|1CDMG	14FEWX|289VULN|3AART|5ERES|6DMG|7CDMG|aRCR
274	52324 11351	   	169.02	ACR|2VULN|2DMG|1CDMG|1ASPD	1RCR|2RCVC|3LIT|47VULN|59DMG|6CDMG|8ASPD|aDUST
275	53633 11111	   	169.00	ACR|2VULN|1DMG|2CDMG|2ZMB|1ASPD	1RCR|27ERES|35VULN|47ZMB|67CDMG|7BPWR|8ASPD|9BELT|aDMG
276	53633 11235	   	169.00	ACR|2VULN|1DMG|2CDMG|2ZMB|1DUR	1RCR|27ERES|35VULN|47ZMB|67CDMG|7BPWR|8RPLT|9DMG|aDUR
277	23244 32123	   	168.96	DCR|2VULN|2DMG|2ZMB|1FLTHEA|1ASPD	18VULN|28ZMB|3RCVC|4LEGI|5FLTHEA|6LIT|78DMG|8BPWR|9ASPD|aRCR
278	41123 51234	   	168.93	DCR|3VULN|1AART|1DMG|1CDMG	1FEWX|289VULN|3AART|45ERES|6DMG|7CDMG|aRCR
279	41153 31234	   	168.93	DCR|3VULN|1AART|1DMG|1CDMG	1FEWX|289VULN|3AART|4DMG|56ERES|7CDMG|aRCR
280	53633 11352	   	168.90	ACR|2VULN|1DMG|2CDMG|2ZMB|1DUR	1RCR|27ERES|35VULN|47ZMB|67CDMG|7BPWR|8DUST|9DMG|aDUR
281	24533 35112	   	168.87	ACR|3VULN|1AART|1CDMG|1ASPD|1DUR	125VULN|3DUR|4RCR|6RCVC|7ASPD|8CDMG|9BELT|aAART
282	24533 33112	   	168.87	ACR|3VULN|1AART|1CDMG|1ASPD|1DUR	125VULN|3DUR|4RCR|6RCVC|7CDMG|8ASPD|9BELT|aAART
283	53613 61211	   	168.82	ACR|3VULN|1AART|1CDMG|1ASPD	1RCR|2ERES|358VULN|4ASPD|6AART|7CDMG|9LHND|aDUST
284	53613 61213	   	168.82	ACR|3VULN|1AART|1CDMG|1ASPD	1RCR|2aERES|358VULN|4ASPD|6AART|7CDMG|9LHND
285	53613 61221	   	168.82	ACR|3VULN|1AART|1CDMG|1ASPD	1RCR|2ERES|358VULN|4ASPD|6AART|7CDMG|9FEWX|aDUST
286	53613 61223	   	168.82	ACR|3VULN|1AART|1CDMG|1ASPD	1RCR|2aERES|358VULN|4ASPD|6AART|7CDMG|9FEWX
287	25634 31233	   	168.80	ACR|2VULN|2DMG|2CDMG|1ZMB	19VULN|29CDMG|35RPLT|4RCR|6ZMB|7BEXP|89DMG|9BPWR|aLWND
288	51342 12362	 * 	168.79	ACR|2DMG|1AART|2CDMG|3DUR	1RCR|27CDMG|347DUR|57TLV|6AART|7BPWR|89DMG|aBEXP
289	51342 12363	   	168.79	ACR|2DMG|1AART|2CDMG|3DUR	1RCR|27CDMG|347DUR|57TLV|6AART|7BPWR|89DMG|aCGEN
290	51342 16212	   	168.79	ACR|2VULN|1AART|2CDMG|3DUR	1RCR|29CDMG|348DUR|59TLV|6AART|79VULN|9BPWR|aBEXP
291	51342 16213	   	168.79	ACR|2VULN|1AART|2CDMG|3DUR	1RCR|29CDMG|348DUR|59TLV|6AART|79VULN|9BPWR|aCGEN
292	31563 13421	 * 	168.76	DCR|2AART|2VULN|2DMG	1TLV|29DMG|34AART|5DMSP|6LHND|78VULN|aRCR
293	31563 23421	   	168.76	DCR|2AART|2VULN|2DMG	1TLV|29DMG|34AART|5DMSP|6LWND|78VULN|aRCR
294	53613 61331	   	168.72	ACR|3VULN|1AART|1CDMG|1ASPD	1RCR|28aERES|359VULN|4ASPD|6AART|7CDMG
295	53613 61332	   	168.72	ACR|3VULN|1AART|1CDMG|1ASPD	1RCR|28ERES|359VULN|4ASPD|6AART|7CDMG|aDUST
296	53613 61333	   	168.72	ACR|3VULN|1AART|1CDMG|1ASPD	1RCR|28ERES|359VULN|4ASPD|6AART|7CDMG|aLEGI
297	52324 11512	   	168.70	ACR|2VULN|2DMG|2CDMG	1RCR|2RCVC|38LIT|47VULN|58DMG|68CDMG|8BPWR|9FEWX|aDMSP
298	25634 31232	   	168.70	ACR|2VULN|2DMG|2CDMG|1ZMB	19VULN|29CDMG|35RPLT|4RCR|6ZMB|7BEXP|89DMG|9BPWR|aERES
299	25634 32233	   	168.70	ACR|2VULN|2DMG|2CDMG|1ZMB	19VULN|29CDMG|35RPLT|4RCR|6ZMB|7DUST|89DMG|9BPWR|aLWND
300	51342 12361	   	168.69	ACR|2DMG|1AART|2CDMG|3DUR	1RCR|27CDMG|347DUR|57TLV|6AART|7BPWR|89DMG|aAIRHEL
301	31562 13421	   	168.66	DCR|2AART|2VULN|2DMG	15TLV|29DMG|34AART|6LHND|78VULN|aRCR
302	31562 23421	   	168.66	DCR|2AART|2VULN|2DMG	15TLV|29DMG|34AART|6LWND|78VULN|aRCR
303	55111 26231	   	168.62	ACR|3VULN|2AART|1DUR	1RCR|27LWND|38AART|4FEWX|579VULN|67LSRREG|7BPWR|aDUR
304	23234 61143	 * 	168.61	DCR|3VULN|1AART|1FLTHEA|1ZMB|1DUR	179VULN|2ZMB|3RCVC|4DUR|5FLTHEA|6AART|8RMIN|aRCR
305	23234 61343	   	168.61	DCR|3VULN|1AART|1FLTHEA|1ZMB|1DUR	179VULN|2ZMB|3RCVC|4DUR|5FLTHEA|6AART|8CGEN|aRCR
306	23234 61513	   	168.61	DCR|3VULN|1AART|1FLTHEA|1ZMB|1DUR	178VULN|2ZMB|3RCVC|4DUR|5FLTHEA|6AART|9CGEN|aRCR
307	23236 13234	   	168.61	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	189VULN|2ZMB|3RCVC|4DUR|5CDMG|6AART|7CGEN|aRCR
308	23236 14234	   	168.61	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	189VULN|2ZMB|3RCVC|4DUR|5CDMG|6AART|7RMIN|aRCR
309	53211 25632	   	168.60	ACR|2VULN|1AART|1DMG|1CDMG	1RCR|2ERES|3RCVC|4MLV|5CDMG|6BELT|7DMG|8AART|9aVULN
310	52324 11513	   	168.60	ACR|2VULN|2DMG|2CDMG	1RCR|2RCVC|38LIT|47VULN|58DMG|68CDMG|8BPWR|9FEWX|aDUST
311	25634 32232	   	168.60	ACR|2VULN|2DMG|2CDMG|1ZMB	19VULN|29CDMG|35RPLT|4RCR|6ZMB|7DUST|89DMG|9BPWR|aERES
312	53432 22313	   	168.58	ACR|3VULN|1DMG|1CDMG|2DUR	1RCR|235ERES|45DUR|5BPWR|6DMG|79aVULN|8CDMG
313	24533 43332	   	168.55	ACR|5VULN|1CDMG|2DUR	1256aVULN|36DUR|4RCR|6BPWR|7CDMG|8RMIN|9CGEN
314	23433 61163	 * 	168.52	ACR|2VULN|2AART|1CDMG|1ZMB|1ASPD	15VULN|2ZMB|3ERES|4RCR|69AART|7CDMG|8MLV|aASPD
315	52325 11533	 * 	168.52	ACR|4VULN|3CDMG	1RCR|29RCVC|38aLIT|478aVULN|5RMIN|68aCDMG|8aBPWR
316	23236 16234	   	168.51	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	189VULN|2ZMB|3RCVC|4DUR|5CDMG|6AART|7TLV|aRCR
317	52226 32132	   	168.50	ACR|2VULN|2DMG|2CDMG	1RCR|2RCVC|39TLV|49FEWX|57CDMG|6aVULN|89DMG|9BPWR
318	53613 41132	   	168.43	ACR|3VULN|1DMG|2ASPD|2DUR|1SELL	1RCR|2ERES|356VULN|46ASPD|6BPWR|7aDUR|8DMG|9SELL
319	53633 53231	   	168.43	ACR|4VULN|1CDMG|1ZMB|1ASPD	1RCR|2ERES|3567VULN|4ZMB|8ASPD|9MLV|aCDMG
320	23433 66111	   	168.42	ACR|2VULN|2AART|1CDMG|1ZMB|1ASPD	15VULN|2ZMB|3ERES|4RCR|68AART|7BASICY|9CDMG|aASPD
321	52226 32152	   	168.40	ACR|2VULN|2DMG|2CDMG	1RCR|2RCVC|3TLV|4FEWX|57CDMG|6aVULN|89DMG
322	51224 16111	   	168.30	ACR|3VULN|1AART|2CDMG	1RCR|29CDMG|358DUST|49CGEN|6AART|79aVULN|9BPWR
323	41213 61234	   	168.21	DCR|4VULN|1AART|1CDMG|1ASPD	1FEWX|2589VULN|3ERES|4ASPD|6AART|7CDMG|aRCR
324	23514 22263	   	168.21	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	19VULN|2ZMB|3LHND|4ASPD|5AART|6DUR|7ERES|8RCR|aDMG
325	51351 12152	   	168.20	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1RCR|2CDMG|3DUR|47ZMB|5FEWX|6VULN|8DMG|9MBVNT|aAART
326	51354 12112	   	168.20	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1RCR|2CDMG|3DUR|47ZMB|5DUST|6VULN|8DMG|9FEWX|aAART
327	51354 12132	   	168.20	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1RCR|2CDMG|3DUR|47ZMB|5DUST|6VULN|8DMG|9BEXP|aAART
328	55111 21136	   	168.19	ACR|2DMG|1AART|1VULN|1CDMG	1RCR|2LWND|3AART|4FEWX|5VULN|6LSRREG|7aDMG|8CDMG|9CGEN
329	51342 23111	   	168.19	ACR|2VULN|1AART|2CDMG|3DUR	1RCR|28CDMG|348DUR|58TLV|6DMSP|7AART|8BPWR|9aVULN
330	53633 12112	   	168.19	ACR|2VULN|1AART|2CDMG|1ZMB|1ASPD	1RCR|2ERES|35VULN|4ZMB|67CDMG|8ASPD|9BELT|aAART
331	53633 12142	   	168.19	ACR|2VULN|1AART|2CDMG|1ZMB|1ASPD	1RCR|2ERES|35VULN|4ZMB|67CDMG|8ASPD|9LIT|aAART
332	25613 13235	 * 	168.18	DCR|4VULN|3CDMG|3ASPD	1579VULN|269CDMG|3RPLT|489ASPD|9BPWR|aRCR
333	12663 11122	   	168.17	DCR|4VULN|2DMG	159ERES|2RCVC|3CGEN|479aVULN|69DMG|8RCR|9BPWR
