0	Index      	 *	Score 	Summary	Detail	
1	22433 65221	 * 	189.02	DCR|4VULN|3DMG|1ZMB	17aDMG|2DMSP|3ZMB|47BEXP|5678VULN|7BPWR|9RCR
168	23361 16326	   	167.51	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	19DMG|2LHND|3CDMG|4ASPD|5DUST|6RCR|7AART|8VULN|aBEXP
169	32546 33131	 * 	167.44	ACR|3VULN|1AART|2CDMG|1DUR	1FEWX|236VULN|4RCR|5DUST|7AART|8DUR|9aCDMG
170	23361 16323	   	167.41	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	19DMG|2LHND|3CDMG|4ASPD|5DUST|6RCR|7AART|8VULN|aERES
171	32543 11243	   	167.29	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1FEWX|239VULN|4RCR|5LHND|6ZMB|7CDMG|8DUR|aDMG
172	31141 13243	   	167.26	DCR|2VULN|1DMG|1CDMG|1FLTHEA|1ZMB|1ASPD	1FEWX|2BEXP|39VULN|4DMG|5ASPD|6RCR|7ZMB|8FLTHEA|aCDMG
173	51141 13243	   	167.26	DCR|2VULN|1DMG|1CDMG|1FLTHEA|1ZMB|1ASPD	1LHND|2BEXP|39VULN|4DMG|5ASPD|6RCR|7ZMB|8FLTHEA|aCDMG
174	12324 36262	   	167.17	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1BASICY|2ASPD|3AART|4RPLT|59VULN|6RCR|7DMG|8ERES|aZMB
175	31244 34131	   	167.13	ACR|3VULN|2DMG|1CDMG	1aFEWX|2BEXP|3RCVC|4RCR|56aVULN|7CDMG|8LWND|9aDMG|aBPWR
176	32543 34131	   	167.13	ACR|3VULN|2DMG|1CDMG	1aFEWX|236VULN|4RCR|5aLHND|7CDMG|8LWND|9aDMG|aBPWR
177	61142 63233	   	167.09	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1AART|2RCVC|3DUR|4CDMG|5RCR|6ASPD|7DUST|8ZMB|9DMG|aVULN
178	32244 22131	   	167.03	ACR|3VULN|2DMG|1CDMG	13aFEWX|25aVULN|4RCR|6CDMG|7LEGI|8LWND|9aDMG|aBPWR
179	32244 34131	   	167.03	ACR|3VULN|2DMG|1CDMG	13aFEWX|25aVULN|4RCR|6LEGI|7CDMG|8LWND|9aDMG|aBPWR
180	32344 22131	   	167.03	ACR|3VULN|2DMG|1CDMG	1aFEWX|25aVULN|3RCVC|4RCR|6CDMG|7LEGI|8LWND|9aDMG|aBPWR
181	32344 34131	   	167.03	ACR|3VULN|2DMG|1CDMG	1aFEWX|25aVULN|3RCVC|4RCR|6LEGI|7CDMG|8LWND|9aDMG|aBPWR
182	32543 34133	   	166.93	ACR|3VULN|2DMG|1CDMG	1FEWX|236VULN|4RCR|5LHND|7CDMG|8LWND|9aDMG
183	32544 21133	   	166.93	ACR|3VULN|2DMG|1CDMG	1FEWX|235VULN|4RCR|6CDMG|7LHND|8LWND|9aDMG
184	32544 22133	   	166.83	ACR|3VULN|2DMG|1CDMG	1FEWX|235VULN|4RCR|6CDMG|7LEGI|8LWND|9aDMG
185	14142 33511	   	166.83	ACR|2VULN|2DMG|2CDMG|1DUR	1BASICY|2RPLT|3RCR|47DMG|56CDMG|8DUR|9aVULN
186	22265 21213	   	166.75	DCR|2VULN|2DMG|1AART|1ASPD	13DMG|2DMSP|3BPWR|4aVULN|5LHND|6LIT|7AART|8RCR|9ASPD
187	22565 21213	   	166.75	DCR|2VULN|2DMG|1AART|1ASPD	13DMG|2DMSP|4aVULN|5LHND|6LIT|7AART|8RCR|9ASPD
188	22636 21213	   	166.75	DCR|2VULN|2DMG|1AART|1ASPD	15DMG|2DMSP|3aVULN|4LWND|6LIT|7AART|8RCR|9ASPD
189	22666 21213	   	166.75	DCR|2VULN|2DMG|1AART|1ASPD	15DMG|2DMSP|3aVULN|4LHND|6LIT|7AART|8RCR|9ASPD
190	25165 31213	   	166.75	DCR|2VULN|2DMG|1AART|1ASPD	15DMG|2LIT|3DMSP|4LWND|6aVULN|7AART|8RCR|9ASPD
191	26216 21213	   	166.75	DCR|2VULN|2DMG|1AART|1ASPD	15DMG|23LWND|4aVULN|6LIT|7AART|8RCR|9ASPD
192	31135 33231	   	166.71	DCR|3VULN|2DMG|1CDMG	1aFEWX|2BEXP|36aVULN|45LWND|7RCR|8CDMG|9aDMG|aBPWR
193	51135 33231	   	166.71	DCR|3VULN|2DMG|1CDMG	1aLHND|2BEXP|36aVULN|45LWND|7RCR|8CDMG|9aDMG|aBPWR
194	63612 31243	   	166.69	DCR|2AART|1VULN|1DMG|2CDMG|1ASPD	19AART|2MLV|35CDMG|45BEXP|5BPWR|6VULN|7DMG|8RCR|aASPD
195	25625 31213	   	166.65	DCR|2VULN|2DMG|1AART|1ASPD	15DMG|2LIT|3TLV|4MLV|6aVULN|7AART|8RCR|9ASPD
196	61383 35232	   	166.64	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1aAART|2RCVC|3MBVNT|4CDMG|5RMIN|6VULN|7RCR|8ZMB|9DMG
197	23313 12125	   	166.61	DCR|2VULN|2DMG|2CDMG|1DUR	1aDMG|2LHND|3aCDMG|4DUR|5NUKE|6RCR|7LWND|8RMIN|9aVULN|aBPWR
198	23313 13125	   	166.61	DCR|2VULN|2DMG|2CDMG|1DUR	1aDMG|2LHND|3aCDMG|4DUR|5NUKE|6RCR|7FEWX|8RMIN|9aVULN|aBPWR
199	23313 16125	   	166.61	DCR|2VULN|2DMG|2CDMG|1DUR	1aDMG|2LHND|3aCDMG|4DUR|5NUKE|6RCR|7BEXP|8RMIN|9aVULN|aBPWR
200	23363 12125	   	166.61	DCR|2VULN|2DMG|2CDMG|1ASPD	1aDMG|2LHND|3aCDMG|4ASPD|5LWND|6RCR|7LEGI|8RMIN|9aVULN|aBPWR
201	23366 12125	   	166.61	DCR|2VULN|2DMG|2CDMG|1ASPD	1aDMG|2LHND|3aCDMG|4ASPD|5LEGI|6RCR|7LWND|8RMIN|9aVULN|aBPWR
202	23366 13125	   	166.61	DCR|2VULN|2DMG|2CDMG|1ASPD	1aDMG|2LHND|3aCDMG|4ASPD|5LEGI|6RCR|7FEWX|8RMIN|9aVULN|aBPWR
203	63233 34234	   	166.54	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1AART|25MLV|3FEWX|4CDMG|6VULN|7ZMB|8RCR|9DMG|aFLTHEA
204	64116 31222	 * 	166.51	DCR|3VULN|2AART|1CDMG	1aAART|2LWND|367VULN|4BEXP|5CDMG|8RCR|9BELT
205	64136 31222	   	166.51	DCR|3VULN|2AART|1CDMG	1aAART|2LWND|367VULN|4FEWX|5CDMG|8RCR|9BELT
206	61112 33614	 * 	166.47	DCR|3VULN|1AART|3DUR|1ZMB	1AART|2RCVC|378DUR|4LHND|578VULN|678MLV|78BPWR|9RCR|aZMB
207	22412 53116	   	166.47	DCR|3VULN|2DMG|1ZMB	18DMG|2DMSP|3ZMB|4RPLT|58LIT|6RCR|78aVULN|8BPWR|9MGNLIT
208	22412 53126	   	166.47	DCR|3DMG|2VULN|1ZMB	18aDMG|2DMSP|3ZMB|4RPLT|58LIT|6RCR|78VULN|8BPWR|9LWND
209	22412 53134	   	166.47	DCR|3DMG|2VULN|1ZMB	18aDMG|2DMSP|3ZMB|4RPLT|58LIT|6RCR|78VULN|8BPWR|9CGEN
210	22412 53153	   	166.47	DCR|3VULN|2DMG|1ZMB	18DMG|2DMSP|3ZMB|4RPLT|58LIT|6RCR|78aVULN|8BPWR|9BELT
211	32546 33133	   	166.42	ACR|3VULN|1AART|1CDMG|2DUR	1FEWX|236VULN|4RCR|5DUST|7AART|8aDUR|9CDMG
212	23641 24321	   	166.41	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	19DMG|2LHND|3RPLT|4ASPD|5AART|6RCVC|7RCR|8VULN|aCDMG
213	61126 51231	   	166.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2RCVC|3DUR|4aFEWX|5CDMG|67VULN|8RCR|9DMG
214	61126 51233	   	166.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2RCVC|3DUR|4FEWX|5CDMG|67VULN|8RCR|9DMG|aLIT
215	61143 51231	   	166.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2RCVC|3DUR|4CDMG|5aFEWX|67VULN|8RCR|9DMG
216	61143 51233	   	166.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2RCVC|3DUR|4CDMG|5FEWX|67VULN|8RCR|9DMG|aLIT
217	63613 31233	   	166.41	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|25MLV|3CDMG|4BEXP|6VULN|79DMG|8RCR|aASPD
218	63614 31233	   	166.41	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2MLV|3CDMG|4BEXP|5RCVC|6VULN|79DMG|8RCR|aASPD
219	62156 31232	   	166.39	DCR|2AART|1VULN|1DMG|2CDMG|1DUR	1aAART|24DUST|3VULN|56CDMG|7DUR|8RCR|9DMG
220	32544 13122	 * 	166.33	ACR|3VULN|2AART|1CDMG	1FEWX|235VULN|4RCR|6aAART|7CDMG|8LHND|9BELT
221	26662 42323	   	166.32	DCR|3VULN|3DMG	15aDMG|25LWND|3RPLT|4MBVNT|5aBPWR|67aVULN|8RCR|9aCGEN
222	23662 11331	   	166.32	DCR|3VULN|3DMG	15aDMG|256aLHND|3RPLT|4MBVNT|5aBPWR|79aVULN|8RCR
223	23662 41331	   	166.32	DCR|3VULN|3DMG	15aDMG|25aLHND|3RPLT|4MBVNT|5aBPWR|6DMSP|79aVULN|8RCR
224	23662 81331	   	166.32	DCR|3VULN|3DMG	15aDMG|25aLHND|3RPLT|4MBVNT|5aBPWR|6RCVC|79aVULN|8RCR
225	61526 21232	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2RCVC|37VULN|4FEWX|5CDMG|6LEGI|8RCR|9DMG|aDUR
226	62115 13235	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DUST|35VULN|46BEXP|7CDMG|8RCR|9DMG|aDUR
227	62116 21235	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DUST|37VULN|4BEXP|5CDMG|6RCVC|8RCR|9DMG|aDUR
228	62135 43232	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DUST|35VULN|46FEWX|7CDMG|8RCR|9DMG|aDUR
229	62136 21232	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DUST|37VULN|4FEWX|5CDMG|6RCVC|8RCR|9DMG|aDUR
230	63126 51232	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2MLV|3TLV|4FEWX|5CDMG|67VULN|8RCR|9DMG|aDUR
231	63216 51232	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2MLV|3FEWX|4TLV|5CDMG|67VULN|8RCR|9DMG|aDUR
232	63621 41231	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2MLV|3CDMG|47VULN|5DUST|6ASPD|8RCR|9DMG|aFEWX
233	63624 21233	   	166.31	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2MLV|3CDMG|4VULN|5RCVC|6DUST|79DMG|8RCR|aASPD
234	12135 36422	   	166.30	DCR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	17BASICY|2ASPD|3MBVNT|47VULN|57DMG|6BELT|7BPWR|8RCR|9ZMB|aCDMG
235	22216 65223	   	166.25	DCR|3DMG|2VULN|2ASPD|1DUR	137DMG|2DMSP|37BPWR|4BEXP|57ASPD|67VULN|8DUR|9TLV|aRCR
236	63232 34232	   	166.24	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB|1DUR	1AART|2MLV|35FEWX|45CDMG|5BPWR|6VULN|7ZMB|8RCR|9DMG|aDUR
237	63232 34236	   	166.24	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB|1ASPD	1AART|2MLV|35FEWX|45CDMG|5BPWR|6VULN|7ZMB|8RCR|9DMG|aASPD
238	63612 34232	   	166.24	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB|1DUR	1AART|2MLV|35CDMG|45BEXP|5BPWR|6VULN|7ZMB|8RCR|9DMG|aDUR
239	32244 13132	   	166.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	13FEWX|25VULN|4RCR|6AART|7CDMG|8LHND|9DMG|aDUR
240	32244 13136	   	166.23	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	13FEWX|25VULN|4RCR|6AART|7CDMG|8LHND|9DMG|aASPD
241	32344 13132	   	166.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|25VULN|3RCVC|4RCR|6AART|7CDMG|8LHND|9DMG|aDUR
242	32344 13136	   	166.23	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1FEWX|25VULN|3RCVC|4RCR|6AART|7CDMG|8LHND|9DMG|aASPD
243	23653 11331	   	166.22	DCR|3VULN|3DMG	14aDMG|2aLHND|3RPLT|5NUKE|6RMIN|79aVULN|8RCR|aBPWR
244	26631 53331	   	166.22	DCR|3VULN|3DMG	15aDMG|24aLWND|3RPLT|69aVULN|7MBVNT|8RCR|aBPWR
245	26653 11331	   	166.22	DCR|3VULN|3DMG	14aDMG|2aLWND|3RPLT|5NUKE|6RMIN|79aVULN|8RCR|aBPWR
246	62115 23235	   	166.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|26DUST|35VULN|4BEXP|7CDMG|8RCR|9DMG|aDUR
247	63621 41233	   	166.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2MLV|3CDMG|47VULN|5DUST|6ASPD|8RCR|9DMG|aTLV
248	34411 13351	   	166.17	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1FEWX|2DMG|3DUR|4BEXP|5ASPD|6RCR|7ZMB|8VULN|9CDMG|aAART
249	31141 15151	   	166.17	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1FEWX|2BEXP|3VULN|4DMG|5ASPD|6RCR|7DUR|8CDMG|9ZMB|aAART
250	26662 42333	   	166.12	DCR|3VULN|3DMG	15aDMG|25LWND|3RPLT|4MBVNT|5BPWR|679VULN|8RCR
251	26662 42343	   	166.12	DCR|3VULN|3DMG	15aDMG|25LWND|3RPLT|4MBVNT|5aBPWR|67aVULN|8RCR|9aTLV
252	62156 21232	   	166.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|24DUST|37VULN|5CDMG|6LEGI|8RCR|9DMG|aDUR
253	63143 35111	 * 	166.11	ACR|2VULN|1AART|1DMG|2CDMG	1AART|28MLV|3TLV|46CDMG|5RCR|7DMG|9aVULN
254	63143 35311	   	166.11	ACR|2VULN|1AART|1DMG|2CDMG	1AART|2MLV|3TLV|46CDMG|5RCR|7DMG|8RCVC|9aVULN
255	63622 11214	   	166.07	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|2aMLV|3CDMG|47aVULN|5LWND|6ZMB|8RCR|9aERES|aBPWR
256	61132 34411	   	166.07	DCR|2VULN|1AART|2CDMG|1ZMB|1DUR	1AART|2RCVC|3DUR|4ZMB|5DMSP|68CDMG|7RCR|9aVULN
257	61232 34411	   	166.07	DCR|2VULN|1AART|2CDMG|1ZMB|1DUR	1AART|2RCVC|3ZMB|4DUR|5DMSP|68CDMG|7RCR|9aVULN
258	63621 11214	   	165.97	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|2aMLV|3CDMG|47aVULN|5DUST|6ZMB|8RCR|9aERES|aBPWR
259	32544 11131	   	165.89	ACR|3VULN|1AART|1CDMG|1ZMB	1FEWX|235VULN|4RCR|6AART|7RMIN|8ZMB|9CDMG|aLIT
260	32544 11132	   	165.89	ACR|3VULN|1AART|1CDMG|1ZMB	1aFEWX|235VULN|4RCR|6AART|7RMIN|8ZMB|9CDMG
261	32544 11133	   	165.89	ACR|3VULN|1AART|1CDMG|1ZMB	1FEWX|235VULN|4RCR|6AART|7RMIN|8ZMB|9CDMG|aRPLT
262	63232 31231	   	165.89	DCR|2DMG|1AART|1VULN|2CDMG	1AART|2MLV|35FEWX|45CDMG|5BPWR|6VULN|79DMG|8RCR|aLIT
263	63232 31232	   	165.89	DCR|2DMG|1AART|1VULN|2CDMG	1AART|2MLV|35aFEWX|45CDMG|5BPWR|6VULN|79DMG|8RCR
264	63232 31233	   	165.89	DCR|2DMG|1AART|1VULN|2CDMG	1AART|2MLV|35FEWX|45CDMG|5BPWR|6VULN|79DMG|8RCR|aRPLT
265	63232 31234	   	165.89	DCR|2DMG|1AART|1VULN|2CDMG	1AART|2MLV|35FEWX|45CDMG|5BPWR|6VULN|79DMG|8RCR|aLWND
266	63232 31256	   	165.89	DCR|2VULN|1AART|2CDMG|1DMG	1AART|2MLV|35FEWX|45CDMG|5BPWR|6aVULN|7DMG|8RCR|9LIT
267	63612 31231	   	165.89	DCR|2DMG|1AART|1VULN|2CDMG	1AART|2MLV|35CDMG|45BEXP|5BPWR|6VULN|79DMG|8RCR|aLIT
268	63612 31232	   	165.89	DCR|2DMG|1AART|1VULN|2CDMG	1AART|2MLV|35CDMG|45BEXP|5BPWR|6VULN|79DMG|8RCR|aFEWX
269	63612 31234	   	165.89	DCR|2DMG|1AART|1VULN|2CDMG	1AART|2MLV|35CDMG|45BEXP|5BPWR|6VULN|79DMG|8RCR|aLWND
270	63652 31231	   	165.89	DCR|2DMG|1AART|1VULN|2CDMG	1AART|2MLV|35CDMG|45FEWX|5BPWR|6VULN|79DMG|8RCR|aLIT
271	63652 31232	   	165.89	DCR|2DMG|1AART|1VULN|2CDMG	1AART|2MLV|35CDMG|45aFEWX|5BPWR|6VULN|79DMG|8RCR
272	63652 31233	   	165.89	DCR|2DMG|1AART|1VULN|2CDMG	1AART|2MLV|35CDMG|45FEWX|5BPWR|6VULN|79DMG|8RCR|aRPLT
273	61212 23463	   	165.88	DCR|2AART|2VULN|1DMG|1ZMB	15AART|2RCVC|3ZMB|4LWND|6DMG|7CGEN|8aVULN|9RCR
274	23363 16523	   	165.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DMG|2LHND|3CDMG|4ASPD|5LWND|6RCR|7LIT|89VULN|aAART
275	32544 12133	   	165.79	ACR|3VULN|1AART|1CDMG|1ZMB	1FEWX|235VULN|4RCR|6AART|7RCVC|8MBVNT|9CDMG|aZMB
276	63232 31235	   	165.79	DCR|2DMG|1AART|1VULN|2CDMG	1AART|2MLV|35FEWX|45CDMG|5BPWR|6VULN|79DMG|8RCR|aERES
277	63232 31236	   	165.79	DCR|2DMG|1AART|1VULN|2CDMG	1AART|2MLV|35FEWX|45CDMG|5BPWR|6VULN|79DMG|8RCR|aTLV
278	63612 31235	   	165.79	DCR|2DMG|1AART|1VULN|2CDMG	1AART|2MLV|35CDMG|45BEXP|5BPWR|6VULN|79DMG|8RCR|aERES
279	63612 31236	   	165.79	DCR|2DMG|1AART|1VULN|2CDMG	1AART|2MLV|35CDMG|45BEXP|5BPWR|6VULN|79DMG|8RCR|aTLV
280	65232 31226	   	165.79	DCR|2VULN|1AART|1DMG|2CDMG	1AART|2ERES|35FEWX|45CDMG|5BPWR|6aVULN|7DMG|8RCR|9LIT
281	65232 31263	   	165.79	DCR|2VULN|1AART|1DMG|2CDMG	1AART|2ERES|359FEWX|45CDMG|5BPWR|6aVULN|7DMG|8RCR
282	65612 31233	   	165.79	DCR|2VULN|1AART|1DMG|2CDMG	1AART|2ERES|35CDMG|459BEXP|5BPWR|6aVULN|7DMG|8RCR
283	61212 22463	   	165.78	DCR|2AART|2VULN|1DMG|1ZMB	15AART|2RCVC|3ZMB|4LWND|6DMG|7ERES|8aVULN|9RCR
284	62116 31231	   	165.69	DCR|2VULN|1AART|1DMG|2CDMG	1AART|2DUST|37VULN|4BEXP|56CDMG|8RCR|9DMG|aFEWX
285	62116 31234	   	165.69	DCR|2VULN|1AART|1DMG|2CDMG	1AART|2DUST|37VULN|4BEXP|56CDMG|8RCR|9DMG|aMGNLIT
286	62136 31231	   	165.69	DCR|2VULN|1AART|1DMG|2CDMG	1AART|2DUST|37VULN|4aFEWX|56CDMG|8RCR|9DMG
287	62136 31233	   	165.69	DCR|2VULN|1AART|1DMG|2CDMG	1AART|2DUST|37VULN|4FEWX|56CDMG|8RCR|9DMG|aLIT
288	62136 31234	   	165.69	DCR|2VULN|1AART|1DMG|2CDMG	1AART|2DUST|37VULN|4FEWX|56CDMG|8RCR|9DMG|aMGNLIT
289	65232 31216	   	165.69	DCR|2DMG|1AART|1VULN|2CDMG	1AART|29ERES|35FEWX|45CDMG|5BPWR|6VULN|7aDMG|8RCR
290	63532 31233	   	165.64	DCR|2VULN|1AART|1DMG|2CDMG|1SELL	1AART|2MLV|35LWND|45CDMG|5BPWR|6aVULN|7DMG|8RCR|9SELL
291	31164 13214	 * 	165.62	DCR|3VULN|1AART|1FLTHEA|1CDMG	1FEWX|2BEXP|345VULN|6AART|7CDMG|8RCR|9ERES|aFLTHEA
292	62116 31233	   	165.59	DCR|2VULN|1AART|1DMG|2CDMG	1AART|2DUST|37VULN|4BEXP|56CDMG|8RCR|9DMG|aTLV
293	62116 31236	   	165.59	DCR|2VULN|1AART|1DMG|2CDMG	1AART|2DUST|37VULN|4BEXP|56CDMG|8RCR|9DMG|aERES
294	62136 31236	   	165.59	DCR|2VULN|1AART|1DMG|2CDMG	1AART|2DUST|37VULN|4FEWX|56CDMG|8RCR|9DMG|aERES
295	32514 13214	   	165.52	DCR|3VULN|1AART|1FLTHEA|1CDMG	1FEWX|235VULN|4DUST|6AART|7CDMG|8RCR|9ERES|aFLTHEA
296	23434 33253	   	165.30	DCR|3VULN|2DMG|2DUR	1aDMG|2aLHND|38DUR|4CGEN|56aVULN|7RCR|9RPLT|aBPWR
297	32543 13161	 * 	165.29	ACR|3VULN|1AART|1FLTHEA|1ZMB	1FEWX|23aVULN|4RCR|5LHND|6ZMB|7AART|8BEXP|9FLTHEA
298	15212 44323	 * 	165.10	DCR|3VULN|2CDMG|1FLTHEA|1DUR|1ASPD	19BASICY|2BELT|389VULN|4DUR|5FLTHEA|6RCR|79CDMG|9BPWR|aASPD
299	23323 13164	 * 	165.10	DCR|3DMG|3ZMB|3CDMG	18aDMG|2aLHND|378CDMG|4TLV|5LWND|68aZMB|8aBPWR|9RCR
300	32666 32333	   	165.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1FEWX|24VULN|3CGEN|5DMG|6BELT|7ZMB|8RCR|9CDMG|aAART
301	32166 32333	   	164.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1FEWX|24VULN|34TLV|4BPWR|5DMG|6BELT|7ZMB|8RCR|9CDMG|aAART
302	32521 32333	   	164.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1FEWX|23VULN|4DMG|5ERES|6BELT|7ZMB|8RCR|9CDMG|aAART
303	22112 16414	   	164.92	DCR|2AART|2VULN|1DMG|1CDMG	1DMG|2DMSP|35AART|47LWND|68VULN|9CDMG|aRCR
304	12135 36447	   	164.85	DCR|2VULN|2DMG|1AART|1ASPD	17BASICY|2ASPD|3MBVNT|47VULN|57DMG|6BELT|7BPWR|8RCR|9FEWX|aAART
305	22132 16663	   	164.82	DCR|3VULN|1AART|1DMG|1DUR	1DMG|25DMSP|3AART|4DUR|68aVULN|7LWND|9RCR
306	22615 21213	   	164.82	DCR|3VULN|1AART|1DMG|1ASPD	1DMG|2DMSP|34aVULN|5LHND|6LIT|7AART|8RCR|9ASPD
307	52524 31213	   	164.82	DCR|3VULN|1AART|1DMG|1ASPD	16LHND|23aVULN|4DMG|5LIT|7AART|8RCR|9ASPD
308	12135 36451	   	164.75	DCR|2VULN|2DMG|1AART|1ASPD	17BASICY|2ASPD|3MBVNT|47VULN|57DMG|6BELT|7BPWR|8RCR|9LSRHEA|aAART
309	63632 41233	   	164.74	DCR|2AART|2DMG|1CDMG|1ASPD|1DUR	14AART|2MLV|3CDMG|5BEXP|6DUR|79DMG|8RCR|aASPD
310	32244 26131	   	164.73	ACR|2VULN|2DMG|2CDMG|1DUR	13aFEWX|25VULN|4RCR|6aCDMG|7DUR|8LWND|9aDMG|aBPWR
311	32344 26131	   	164.73	ACR|2VULN|2DMG|2CDMG|1DUR	1aFEWX|25VULN|3RCVC|4RCR|6aCDMG|7DUR|8LWND|9aDMG|aBPWR
312	32544 23323	   	164.72	ACR|3VULN|1AART|1CDMG|2DUR	17FEWX|235VULN|4RCR|6CDMG|89DUR|aAART
313	23663 52331	   	164.67	DCR|4VULN|2DMG	1aDMG|26aLHND|3RPLT|4MBVNT|579aVULN|8RCR|aBPWR
314	23663 82331	   	164.67	DCR|4VULN|2DMG	1aDMG|2aLHND|3RPLT|4MBVNT|579aVULN|6RCVC|8RCR|aBPWR
315	26663 42331	   	164.67	DCR|4VULN|2DMG	1aDMG|26aLWND|3RPLT|4MBVNT|579aVULN|8RCR|aBPWR
316	12324 22636	   	164.62	DCR|3VULN|1AART|1DMG|1ASPD	1BASICY|2ASPD|3AART|4RPLT|58aVULN|6TLV|7DMG|9RCR
317	26662 42334	   	164.57	DCR|4VULN|2DMG	15DMG|25LWND|3RPLT|4MBVNT|5BPWR|679aVULN|8RCR
318	12131 54241	   	164.56	ACR|3VULN|2DMG|1DUR|1ASPD	1BASICY|2ASPD|3MBVNT|48aVULN|5RCR|69DMG|7DUR
319	61361 18233	   	164.53	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1AART|2RCVC|3MBVNT|4DUR|5MLV|6RCR|7CDMG|8ZMB|9DMG|aVULN
320	23363 11221	   	164.50	DCR|2DMG|1AART|2CDMG|2DUR|1ASPD	19DMG|27LHND|39CDMG|4ASPD|5LWND|6RCR|89DUR|9BPWR|aAART
321	23363 15221	   	164.50	DCR|2DMG|1AART|2CDMG|2DUR|1ASPD	19DMG|2LHND|39CDMG|4ASPD|57LWND|6RCR|89DUR|9BPWR|aAART
322	22412 53122	   	164.46	DCR|2VULN|2DMG|1CDMG|1ZMB	18DMG|2DMSP|3ZMB|4RPLT|58LIT|6RCR|78VULN|8BPWR|9LWND|aCDMG
323	22412 53142	   	164.46	DCR|2VULN|2DMG|1CDMG|1ZMB	18DMG|2DMSP|3ZMB|4RPLT|58LIT|6RCR|78VULN|8BPWR|9BEXP|aCDMG
324	63632 34231	   	164.34	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	14AART|2MLV|3CDMG|5BEXP|6VULN|7ZMB|8RCR|9DMG|aFEWX
325	26631 52221	 * 	164.31	DCR|3DMG|2VULN|3DUR	15aDMG|24LWND|3RPLT|6aVULN|78aDUR|9RCR|aBPWR
326	63632 34233	   	164.24	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	14AART|2MLV|3CDMG|5BEXP|6VULN|7ZMB|8RCR|9DMG|aTLV
327	23642 11331	   	164.21	DCR|3VULN|2DMG|2ASPD	1aDMG|2LHND|3RPLT|4aASPD|5RCVC|6RMIN|79aVULN|8RCR|aBPWR
328	23643 11331	   	164.21	DCR|3VULN|2DMG|2ASPD	1aDMG|25LHND|3RPLT|4aASPD|6RMIN|79aVULN|8RCR|aBPWR
329	26642 11331	   	164.21	DCR|3VULN|2DMG|2ASPD	1aDMG|2LWND|3RPLT|4aASPD|5RCVC|6RMIN|79aVULN|8RCR|aBPWR
330	61422 11213	   	164.21	DCR|2AART|2VULN|1DMG|1ASPD	14AART|2RCVC|3DMG|5LIT|6aVULN|7BEXP|8RCR|9ASPD
