0	Index      	 *	Score 	Summary	Detail	
1	33336 23525	 * 	282.19	DCR|DCR|2VULN|1TLV	1BELT|2ERES|3FEWX|4aVULN|5TLV|6BEXP|7RAT|89RCR
161	43116 33521	   	253.81	ACR|DCR|2TLV|1DMG	1RMIN|2DLOT|38TLV|46RCR|5MDPS|7BELT|9DMG|aLWND
162	12226 26223	   	253.77	DCR|2VULN|1TLV|1DMG|1ASPD|1DUR	1BEXP|25VULN|3AAC|4DUR|6RCR|7RAT|8DMG|9TLV|aASPD
163	43116 33522	   	253.71	ACR|DCR|2TLV|1DMG	1RMIN|2DLOT|38TLV|46RCR|5MDPS|7BELT|9DMG|aSPLJET
164	43116 33523	   	253.71	ACR|DCR|2TLV|1DMG	1RMIN|2DLOT|38TLV|46RCR|5MDPS|7BELT|9DMG|aERES
165	31131 33212	   	253.48	DCR|2TLV|1VULN|1DMG|2CDMG|1ASPD	1BELT|2DMG|38CDMG|49TLV|5VULN|6LHND|7RCR|aASPD
166	64212 32363	   	253.23	DCR|2TLV|2VULN|1DMG|2DUR|1MSE	18DUR|28VULN|3AAC|4LEGI|5DMG|6BEXP|78TLV|8BPWR|9MSE|aRCR
167	31131 36223	   	253.14	DCR|2VULN|1TLV|1DMG|2CDMG|1DUR	1BELT|2DMG|37CDMG|4TLV|59VULN|6LHND|8DUR|aRCR
168	31211 54212	   	253.11	ACR|2VULN|1TLV|2DMG|1ASPD|1CDMG|1MSE	1BELT|26DMG|3MSE|4CDMG|5RCR|78VULN|9TLV|aASPD
169	12236 22321	   	252.97	DCR|2TLV|2VULN|1ASPD|1DUR	1BEXP|2aVULN|3AAC|4RMIN|57TLV|6RCR|8DUR|9ASPD
170	12266 22321	   	252.97	DCR|2TLV|2VULN|1ASPD|1DUR	1BEXP|2aVULN|3AAC|4CGEN|57TLV|6RCR|8DUR|9ASPD
171	33131 12566	   	252.77	DCR|2TLV|2VULN|1CDMG|1DUR	1BELT|2ERES|3CDMG|4aTLV|58VULN|6MDPS|7RCR|9DUR
172	31111 11415	   	252.36	ACR|DCR|1TLV|1DMG|1CDMG|1AART	1BELT|2DMG|3CDMG|4BEXP|5aRCR|6RPLT|7AART|8MBVNT|9TLV
173	31311 11415	   	252.36	ACR|DCR|1TLV|1DMG|1CDMG|1AART	1BELT|2DMG|3FEWX|4CDMG|5aRCR|6RPLT|7AART|8MBVNT|9TLV
174	33336 23521	   	252.33	DCR|DCR|1TLV|1VULN	1BELT|2ERES|3FEWX|4VULN|5TLV|6BEXP|7RAT|89RCR|aAME
175	33336 23523	   	252.33	DCR|DCR|1TLV|1VULN	1BELT|2ERES|3FEWX|4VULN|5TLV|6aBEXP|7RAT|89RCR
176	33336 23526	   	252.33	DCR|DCR|1TLV|1VULN	1aBELT|2ERES|3FEWX|4VULN|5TLV|6BEXP|7RAT|89RCR
177	43113 55131	   	252.33	ACR|DCR|1TLV|1VULN	1aRMIN|2DLOT|3TLV|49RCR|5AAC|6RAT|7CGEN|8VULN
178	43113 55132	   	252.33	ACR|DCR|1TLV|1VULN	1RMIN|2DLOT|3TLV|49RCR|5AAC|6RAT|7aCGEN|8VULN
179	43113 55133	   	252.33	ACR|DCR|1TLV|1VULN	1RMIN|2DLOT|3TLV|49RCR|5AAC|6RAT|7CGEN|8VULN|aAME
180	33336 23522	   	252.23	DCR|DCR|1TLV|1VULN|1MSE	1BELT|2ERES|3FEWX|4VULN|5TLV|6BEXP|7RAT|89RCR|aMSE
181	43116 32522	   	252.23	ACR|DCR|1TLV|1VULN	1RMIN|2DLOT|3TLV|46RCR|5MDPS|7RAT|8CGEN|9BEXP|aVULN
182	43116 32532	   	252.23	ACR|DCR|1TLV|1VULN	1RMIN|2DLOT|3TLV|46RCR|5MDPS|7RAT|8CGEN|9LWND|aVULN
183	43116 32622	   	252.23	ACR|DCR|1TLV|1VULN	1RMIN|2DLOT|3TLV|46RCR|5MDPS|7RAT|8BEXP|9CGEN|aVULN
184	31132 45226	   	252.22	DCR|2TLV|1VULN|1DMG|2DUR|1CDMG	1BELT|2DMG|3CDMG|4aTLV|56DUR|7RCR|8BEXP|9VULN
185	61112 34143	   	252.22	DCR|2TLV|1VULN|1AEPOI|2DUR|1CDMG	12DUR|3CDMG|4VULN|5AEPOI|6LHND|7RCR|8LIT|9aTLV
186	62163 32263	 * 	252.22	DCR|2TLV|1VULN|3RAT|2DUR|1ASPD	17DUR|257RAT|3MLV|4LHND|67TLV|7BPWR|8VULN|9RCR|aASPD
187	62263 32263	   	252.22	DCR|2TLV|1VULN|3RAT|2DUR|1ASPD	17DUR|257RAT|3AME|4LHND|67TLV|7BPWR|8VULN|9RCR|aASPD
