0	Index      	 *	Score 	Summary	Detail	
1	35221 21253	 * 	198.97	橙3易伤3伤害1全技能1暴击	167易伤2加农对壮347金币生成567伤害67序列升级8暴击9全技能a核
218	33314 23522	   	169.52	橙3易伤1全技能1伤害1攻速	135易伤2核弹3序列升级4矿等6核7全技能8最后敌人9伤害a攻速
219	33314 23523	   	169.52	橙3易伤1全技能1伤害1时间	135易伤2核弹3序列升级4矿等6核7全技能8最后敌人9伤害a时间
220	33314 23642	   	169.52	橙3易伤1全技能1伤害1时间	135易伤2核弹3序列升级4a矿等6核7全技能8伤害9时间
221	33314 23643	   	169.52	橙3易伤1全技能1伤害1时间	135易伤2核弹3序列升级4矿等6核7全技能8伤害9时间a基地爆炸
222	26234 23131	   	169.45	橙5易伤1全技能	1核弹23金币生成4589a易伤6核7全技能
223	33314 23124	   	169.45	橙5易伤1全技能	1358a易伤2核弹3序列升级4矿等6核7全技能9平台
224	33314 23132	   	169.45	橙5易伤1全技能	13589易伤2核弹3序列升级4矿等6核7全技能a低血量敌人
225	33314 23133	   	169.45	橙5易伤1全技能	13589易伤2核弹3序列升级4矿等6核7全技能a最后敌人
226	33314 23135	   	169.45	橙5易伤1全技能	13589易伤2核弹3序列升级4矿等6核7全技能a双倍矿
227	33314 23136	   	169.45	橙5易伤1全技能	13589易伤2核弹3序列升级4矿等6核7全技能a额外掉落
228	33314 23161	   	169.45	橙5易伤1全技能	1358a易伤2核弹3序列升级4矿等6核7全技能9双倍矿
229	33314 23331	   	169.45	橙5易伤1全技能	1359a易伤2核弹3序列升级48矿等6核7全技能
230	35512 42123	 * 	169.44	橙4易伤1伤害2暴击	1359易伤2加农对壮49最后敌人69暴击7核8双倍矿9序列升级a伤害
231	33334 23522	   	169.42	橙3易伤1全技能1伤害1攻速	135易伤2核弹3序列升级4掉矿6核7全技能8最后敌人9伤害a攻速
232	33334 23523	   	169.42	橙3易伤1全技能1伤害1时间	135易伤2核弹3序列升级4掉矿6核7全技能8最后敌人9伤害a时间
233	33334 23625	   	169.42	橙3易伤1全技能1伤害1时间	135易伤2核弹3序列升级4掉矿6核7全技能8伤害9平台a时间
234	33334 23636	   	169.42	橙3易伤1全技能1伤害1时间	135易伤2核弹3序列升级4掉矿6核7全技能8伤害9矿等a时间
235	33334 23642	   	169.42	橙3易伤1全技能1伤害1时间	135易伤2核弹3序列升级4掉矿6核7全技能8伤害9时间a矿等
236	33362 23522	   	169.42	橙3易伤1全技能1伤害1攻速	134易伤2核弹3序列升级5等级6核7全技能8最后敌人9伤害a攻速
237	33362 23523	   	169.42	橙3易伤1全技能1伤害1时间	134易伤2核弹3序列升级5等级6核7全技能8最后敌人9伤害a时间
238	33362 23642	   	169.42	橙3易伤1全技能1伤害1时间	134易伤2核弹3序列升级5等级6核7全技能8伤害9时间a矿等
239	33363 23522	   	169.42	橙3易伤1全技能1伤害1攻速	134易伤2核弹3序列升级5掉矿6核7全技能8最后敌人9伤害a攻速
240	33363 23523	   	169.42	橙3易伤1全技能1伤害1时间	134易伤2核弹3序列升级5掉矿6核7全技能8最后敌人9伤害a时间
241	33363 23625	   	169.42	橙3易伤1全技能1伤害1时间	134易伤2核弹3序列升级5掉矿6核7全技能8伤害9平台a时间
242	33363 23636	   	169.42	橙3易伤1全技能1伤害1时间	134易伤2核弹3序列升级5掉矿6核7全技能8伤害9矿等a时间
243	33363 23642	   	169.42	橙3易伤1全技能1伤害1时间	134易伤2核弹3序列升级5掉矿6核7全技能8伤害9时间a矿等
244	33314 23616	   	169.42	橙3易伤1全技能1伤害1时间	135易伤2核弹3序列升级4矿等6核7全技能8伤害9掉矿a时间
245	33314 23632	   	169.42	橙3易伤1全技能1伤害1攻速	135易伤2核弹3序列升级4矿等6核7全技能8伤害9挖青a攻速
246	33314 23633	   	169.42	橙3易伤1全技能1伤害1时间	135易伤2核弹3序列升级4矿等6核7全技能8伤害9挖青a时间
247	33314 23641	   	169.42	橙3易伤1全技能1伤害1时间	135易伤2核弹3序列升级4矿等6核7全技能8伤害9时间a挖青
248	33334 23123	   	169.35	橙5易伤1全技能	1358a易伤2核弹3序列升级4掉矿6核7全技能9平台
249	33334 23132	   	169.35	橙5易伤1全技能	13589易伤2核弹3序列升级4掉矿6核7全技能a低血量敌人
250	33334 23133	   	169.35	橙5易伤1全技能	13589易伤2核弹3序列升级4掉矿6核7全技能a最后敌人
251	33334 23135	   	169.35	橙5易伤1全技能	13589易伤2核弹3序列升级4掉矿6核7全技能a双倍矿
252	33334 23136	   	169.35	橙5易伤1全技能	13589易伤2核弹3序列升级4掉矿6核7全技能a额外掉落
253	33334 23161	   	169.35	橙5易伤1全技能	1358a易伤2核弹3序列升级4掉矿6核7全技能9双倍矿
254	33334 23463	   	169.35	橙5易伤1全技能	1359a易伤2核弹3序列升级4掉矿6核7全技能8平台
255	33362 23124	   	169.35	橙5易伤1全技能	1348a易伤2核弹3序列升级5等级6核7全技能9平台
256	33362 23132	   	169.35	橙5易伤1全技能	13489易伤2核弹3序列升级5等级6核7全技能a低血量敌人
257	33362 23133	   	169.35	橙5易伤1全技能	13489易伤2核弹3序列升级5等级6核7全技能a最后敌人
258	33362 23135	   	169.35	橙5易伤1全技能	13489易伤2核弹3序列升级5等级6核7全技能a双倍矿
259	33362 23136	   	169.35	橙5易伤1全技能	13489易伤2核弹3序列升级5等级6核7全技能a额外掉落
260	33362 23161	   	169.35	橙5易伤1全技能	1348a易伤2核弹3序列升级5等级6核7全技能9双倍矿
261	33363 23123	   	169.35	橙5易伤1全技能	1348a易伤2核弹3序列升级5掉矿6核7全技能9平台
262	33363 23132	   	169.35	橙5易伤1全技能	13489易伤2核弹3序列升级5掉矿6核7全技能a低血量敌人
263	33363 23133	   	169.35	橙5易伤1全技能	13489易伤2核弹3序列升级5掉矿6核7全技能a最后敌人
264	33363 23135	   	169.35	橙5易伤1全技能	13489易伤2核弹3序列升级5掉矿6核7全技能a双倍矿
265	33363 23136	   	169.35	橙5易伤1全技能	13489易伤2核弹3序列升级5掉矿6核7全技能a额外掉落
266	33363 23161	   	169.35	橙5易伤1全技能	1348a易伤2核弹3序列升级5掉矿6核7全技能9双倍矿
267	33363 23463	   	169.35	橙5易伤1全技能	1349a易伤2核弹3序列升级5掉矿6核7全技能8平台
268	33314 23131	   	169.35	橙5易伤1全技能	13589易伤2核弹3序列升级4矿等6核7全技能a挖尘
269	33342 23131	   	169.35	橙5易伤1全技能	1389a易伤2核弹3序列升级4双倍矿5等级6核7全技能
270	33343 23131	   	169.35	橙5易伤1全技能	1389a易伤2核弹3序列升级4双倍矿5掉矿6核7全技能
271	32424 22326	 * 	169.32	橙3易伤2全技能1暴击	15a易伤2平台3立即金币4金币生成68全技能7核9暴击
272	32424 22361	   	169.32	橙3易伤2全技能1暴击	159易伤2平台3立即金币4金币生成68全技能7核a暴击
273	32434 22326	   	169.32	橙3易伤2全技能1暴击	15a易伤2平台3立即金币4矿等68全技能7核9暴击
274	33232 24123	   	169.32	橙3易伤1全技能1伤害1时间	18a易伤2核弹3加一4时间5掉矿6核7全技能9伤害
275	33334 23615	   	169.32	橙3易伤1全技能1伤害1时间	135易伤2核弹3序列升级49掉矿6核7全技能8伤害a时间
276	33334 23641	   	169.32	橙3易伤1全技能1伤害1时间	135易伤2核弹3序列升级4掉矿6核7全技能8伤害9时间a挖青
277	33334 23643	   	169.32	橙3易伤1全技能1伤害1时间	135易伤2核弹3序列升级4a掉矿6核7全技能8伤害9时间
278	33362 23616	   	169.32	橙3易伤1全技能1伤害1时间	134易伤2核弹3序列升级5等级6核7全技能8伤害9掉矿a时间
279	33362 23632	   	169.32	橙3易伤1全技能1伤害1攻速	134易伤2核弹3序列升级5等级6核7全技能8伤害9挖青a攻速
280	33362 23633	   	169.32	橙3易伤1全技能1伤害1时间	134易伤2核弹3序列升级5等级6核7全技能8伤害9挖青a时间
281	33362 23641	   	169.32	橙3易伤1全技能1伤害1时间	134易伤2核弹3序列升级5等级6核7全技能8伤害9时间a挖青
282	33362 23643	   	169.32	橙3易伤1全技能1伤害1时间	134易伤2核弹3序列升级5等级6核7全技能8伤害9时间a掉矿
283	33363 23615	   	169.32	橙3易伤1全技能1伤害1时间	134易伤2核弹3序列升级59掉矿6核7全技能8伤害a时间
284	33363 23641	   	169.32	橙3易伤1全技能1伤害1时间	134易伤2核弹3序列升级5掉矿6核7全技能8伤害9时间a挖青
285	33363 23643	   	169.32	橙3易伤1全技能1伤害1时间	134易伤2核弹3序列升级5a掉矿6核7全技能8伤害9时间
286	33334 23131	   	169.25	橙5易伤1全技能	13589易伤2核弹3序列升级4掉矿6核7全技能a挖尘
287	33334 23231	   	169.25	橙5易伤1全技能	1359a易伤2核弹3序列升级48掉矿6核7全技能
288	33362 23131	   	169.25	橙5易伤1全技能	13489易伤2核弹3序列升级5等级6核7全技能a挖尘
289	33363 23131	   	169.25	橙5易伤1全技能	13489易伤2核弹3序列升级5掉矿6核7全技能a挖尘
290	33363 23231	   	169.25	橙5易伤1全技能	1349a易伤2核弹3序列升级58掉矿6核7全技能
291	35412 15211	   	169.24	紫2易伤1全技能1伤害1暴击1时间	15易伤2加农对壮3全技能4核6基地爆炸7时间8暴击9伤害a立即金币
292	35412 35211	   	169.24	紫2易伤1全技能1伤害1暴击1时间	15易伤2加农对壮3全技能4核6敌人爆炸7时间8暴击9伤害a立即金币
293	15213 23611	   	169.22	橙2伤害2全技能1易伤1时间	1立即金币28伤害35等级4时间6核79全技能a易伤
294	15314 34321	   	169.20	橙3易伤2伤害2时间	1立即金币26伤害3金币生成49时间568易伤6序列升级7核a额外掉落
295	33314 25341	   	169.17	橙4易伤2伤害	1358易伤2核弹3序列升级4矿等6核7挖尘9a伤害
296	35412 13513	 * 	169.14	紫3易伤1全技能3暴击	158易伤2加农对壮3全技能4核68基地爆炸78a暴击8序列升级9低血量敌人
297	35412 33513	   	169.14	紫3易伤1全技能3暴击	158易伤2加农对壮3全技能4核68敌人爆炸78a暴击8序列升级9低血量敌人
298	31132 63251	   	169.11	橙3易伤2伤害1策反1时间	178易伤28挖尘3基地爆炸4立即金币5策反68伤害8序列升级9核a时间
299	15324 34321	   	169.10	橙3易伤2伤害2时间	1立即金币26伤害3金币生成4挖尘568易伤6序列升级7核9a时间
300	15314 34323	   	169.10	橙3易伤2伤害2时间	1立即金币26伤害3金币生成49时间568易伤6序列升级7核a核弹
301	15314 34331	   	169.10	橙3易伤2伤害2时间	1立即金币26伤害3金币生成4a时间568易伤6序列升级7核9挖尘
302	33334 25341	   	169.07	橙4易伤2伤害	1358易伤2核弹3序列升级4掉矿6核7挖尘9a伤害
303	33362 25341	   	169.07	橙4易伤2伤害	1348易伤2核弹3序列升级5等级6核7挖尘9a伤害
304	33363 25341	   	169.07	橙4易伤2伤害	1348易伤2核弹3序列升级5掉矿6核7挖尘9a伤害
