0	Index      	 *	Score 	Summary	Detail	
1	16135 42448	 * 	196.56	DCR|2AART|2DMG|1VULN|2ASPD|2DUR|1ZMB	15AART|2MBVNT|38ASPD|48DMG|68DUR|7RCR|8BPWR|9VULN|aZMB
162	16136 12454	   	175.53	DCR|2DMG|1AART|1VULN|2ASPD|1CDMG	1AART|2MBVNT|38ASPD|48DMG|568LHND|7RCR|8BPWR|9VULN|aCDMG
163	51252 31712	   	175.46	DCR|2VULN|2DMG|2AART	1aCGEN|2MBVNT|3aDMG|4LIT|5BASHEA|6RCR|7aVULN|89AART|aBPWR
164	16254 12438	 * 	175.45	ACR|3DMG|1AART|1VULN|1CDMG	1AART|2MBVNT|37LHND|478DMG|5RCR|67DUST|7BPWR|9VULN|aCDMG
165	23223 15562	 * 	175.43	DCR|3VULN|2DMG|2CDMG	178FEWX|2BEXP|347VULN|57DMG|6RCR|7BPWR|9aCDMG
166	11531 15325	   	175.23	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	1AART|28LWND|3DLOT|4DUR|58DMG|68CDMG|7RCR|8BPWR|9BELT|aVULN
167	11531 15342	   	175.23	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	1AART|28LWND|3DLOT|4DUR|58DMG|68CDMG|7RCR|8BPWR|9LIT|aVULN
168	51282 12711	   	175.15	DCR|2VULN|2DMG|1AART|2DUR	1aCGEN|2MBVNT|34DMG|5aDUR|6AART|7RCR|8RPLT|9aVULN|aBPWR
169	16717 11212	   	175.03	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2MBVNT|3DMG|4CGEN|5CDMG|6LHND|79aVULN|8RCR
170	16717 41212	   	174.93	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2MBVNT|3DMG|4CGEN|5CDMG|6DUST|79aVULN|8RCR
171	13631 53261	 * 	174.88	DCR|3VULN|2DMG|1AART|2CDMG|1SELL	1AART|2SELL|345VULN|6RCR|79DMG|8aCDMG
172	16733 22441	   	174.88	DCR|3DMG|1AART|1VULN|1ZMB	1AART|2MBVNT|348DMG|58LHND|6RMIN|7RCR|8BPWR|9ZMB|aVULN
173	16734 52441	   	174.88	DCR|3DMG|1AART|1VULN|1ZMB	1AART|2MBVNT|348DMG|5RMIN|68BEXP|7RCR|8BPWR|9ZMB|aVULN
174	16734 62441	   	174.88	DCR|3DMG|1AART|1VULN|1ZMB	1AART|2MBVNT|348DMG|5RMIN|68LWND|7RCR|8BPWR|9ZMB|aVULN
175	12263 21262	   	174.86	DCR|2AART|2DMG|2VULN	19AART|2RPLT|3CGEN|4LHND|56DMG|7aVULN|8RCR
176	16731 11231	   	174.79	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	1AART|2MBVNT|34DMG|5aVULN|6BELT|7DUR|8ASPD|9RCR
177	12342 51334	   	174.78	DCR|3VULN|1AART|1DMG|1ZMB	1AART|2RPLT|3DUST|45aVULN|6BELT|7RCR|8ZMB|9DMG
178	16731 22644	   	174.78	DCR|3DMG|1AART|1VULN|1ZMB	1AART|2MBVNT|349DMG|5VULN|6RMIN|7RCR|8FEWX|aZMB
179	52522 16112	   	174.70	ACR|3VULN|1AART|1DMG|1ZMB	1CGEN|2ZMB|3RCR|45aVULN|6AART|7RPLT|8DMG|9MLV
180	52522 16123	   	174.70	ACR|3VULN|1AART|1DMG|1ZMB	1CGEN|2ZMB|3RCR|45aVULN|6AART|7RPLT|8DMG|9LIT
181	16731 32444	   	174.68	DCR|3DMG|1AART|1VULN|1ZMB	1AART|2MBVNT|349DMG|5VULN|6ERES|7RCR|8FEWX|aZMB
182	21261 43152	   	174.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	13FEWX|2AART|4CDMG|5aVULN|6RCR|7DMG|8MLV|9ZMB
183	21261 43252	   	174.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	13FEWX|2AART|4CDMG|5aVULN|6RCR|7DMG|8ZMB|9RMIN
184	21261 43261	   	174.68	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	13aFEWX|2AART|4CDMG|5VULN|6RCR|79DMG|8ZMB
185	21261 43262	   	174.68	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	13FEWX|2AART|4CDMG|5VULN|6RCR|79DMG|8ZMB|aRMIN
186	16731 41843	   	174.66	DCR|2AART|2VULN|2DMG	19AART|2MBVNT|34DMG|5aVULN|6BEXP|7TLV|8RCR
187	21261 43263	   	174.58	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	13FEWX|2AART|4CDMG|5VULN|6RCR|79DMG|8ZMB|aDUST
188	16731 22154	   	174.56	DCR|2VULN|2DMG|1AART|1ASPD	1AART|2MBVNT|34DMG|59VULN|6RMIN|7RCR|8RCVC|aASPD
189	42522 31632	 * 	174.53	ACR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1ERES|2ZMB|3RCR|45aVULN|6LWND|7AART|8CDMG|9ASPD
190	16731 32154	   	174.46	DCR|2VULN|2DMG|1AART|1ASPD	1AART|2MBVNT|34DMG|59VULN|6ERES|7RCR|8RCVC|aASPD
191	16133 46238	   	174.17	DCR|2VULN|2DMG|1AART|2ASPD	1AART|2MBVNT|39ASPD|49DMG|5CGEN|6BEXP|79VULN|8RCVC|9BPWR|aRCR
192	51284 12714	   	174.16	DCR|2VULN|2DMG|2AART	1CGEN|2MBVNT|34DMG|59VULN|6aAART|7RCR|8RPLT
193	42522 12362	 * 	174.15	ACR|2VULN|2AART|1DMG|2ZMB	18ERES|27ZMB|3RCR|45VULN|6aAART|9DMG
194	41224 12745	   	174.06	DCR|2VULN|2DMG|2AART	149ERES|2MBVNT|39DMG|59VULN|6aAART|7RCR|8RPLT|9BPWR
195	52524 12213	   	174.03	ACR|3VULN|3ZMB|1AART	19CGEN|257ZMB|3RCR|45aVULN|5BPWR|6AART|8RCVC
196	52524 12232	   	174.03	ACR|3VULN|3ZMB|1AART	1CGEN|257ZMB|3RCR|45aVULN|5BPWR|6AART|8RCVC|9LIT
197	21461 42133	   	174.02	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|2AART|3RCVC|4CDMG|5aVULN|6RCR|7DUR|8DMG|9LWND
198	42522 31333	   	174.00	ACR|3VULN|1AART|1DMG|1ZMB	1ERES|2ZMB|3RCR|45aVULN|6LWND|7AART|8LIT|9DMG
199	16632 54233	   	173.76	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1AART|2MBVNT|37VULN|45DUR|6RCR|8CGEN|9ZMB|aDMG
200	16174 74434	   	173.67	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1AART|2MBVNT|3ASPD|4MLV|5RCR|6DUR|79VULN|8DMG|aCDMG
201	16632 54333	   	173.66	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1AART|2MBVNT|37VULN|45DUR|6RCR|8ERES|9ZMB|aDMG
202	16136 22417	   	173.62	DCR|3DMG|1AART|1CDMG|2ASPD	1AART|2MBVNT|38ASPD|48aDMG|58LHND|6RCVC|7RCR|8BPWR|9CDMG
203	52533 25223	   	173.43	ACR|3DMG|1AART|1CDMG|1ZMB|1DUR	1CGEN|2ZMB|3RCR|4DUR|57aDMG|6CDMG|8RPLT|9AART
204	23223 15215	   	173.41	DCR|3VULN|2DMG|1ZMB|1DUR	17FEWX|28BEXP|347VULN|57DMG|6RCR|7BPWR|9ZMB|aDUR
205	11246 32431	   	173.35	ACR|2DMG|1AART|1VULN|2CDMG|1ASPD	1AART|28LWND|3FEWX|48DMG|5RCR|6BELT|78CDMG|8BPWR|9VULN|aASPD
206	11246 34321	 * 	173.35	ACR|3DMG|2AART|1VULN	19AART|2LWND|3FEWX|478DMG|5RCR|6BELT|aVULN
207	42533 25223	   	173.33	ACR|3DMG|1AART|1CDMG|1ZMB|1DUR	1ERES|2ZMB|3RCR|4DUR|57aDMG|6CDMG|8RPLT|9AART
208	16135 52434	   	173.32	DCR|2AART|2DMG|1VULN|2ASPD	15AART|2MBVNT|38ASPD|48DMG|68BEXP|7RCR|8BPWR|9BELT|aVULN
209	16135 52443	   	173.32	DCR|2AART|2DMG|1VULN|2ASPD	15AART|2MBVNT|38ASPD|48DMG|68BEXP|7RCR|8BPWR|9LWND|aVULN
210	16135 62424	   	173.32	DCR|2AART|2DMG|1VULN|2ASPD	15AART|2MBVNT|38ASPD|48DMG|68LWND|7RCR|8BPWR|9BELT|aVULN
211	16135 62433	   	173.32	DCR|2AART|2DMG|1VULN|2ASPD	15AART|2MBVNT|38ASPD|48DMG|68LWND|7RCR|8BPWR|9LHND|aVULN
212	12525 14223	   	173.32	DCR|2AART|2VULN|1DMG|1CDMG	13AART|2RPLT|4aVULN|5MLV|6DMG|7RCR|8RMIN|9CDMG
213	12525 14323	   	173.32	DCR|2AART|2VULN|1DMG|1CDMG	13AART|2RPLT|4aVULN|5MLV|6DMG|7RCR|8CGEN|9CDMG
214	16135 62442	   	173.22	DCR|2AART|2DMG|1VULN|2ASPD	15AART|2MBVNT|38ASPD|48DMG|68LWND|7RCR|8BPWR|9VULN|aDUST
215	16731 22544	   	173.22	DCR|2AART|2DMG|1VULN|1CDMG	19AART|2MBVNT|34DMG|5VULN|6RMIN|7RCR|8BEXP|aCDMG
216	16731 32544	   	173.12	DCR|2AART|2DMG|1VULN|1CDMG	19AART|2MBVNT|34DMG|5VULN|6ERES|7RCR|8BEXP|aCDMG
217	16135 32424	   	173.12	DCR|2AART|2DMG|1VULN|2ASPD	15AART|2MBVNT|38ASPD|48DMG|6LEGI|7RCR|8BPWR|9BELT|aVULN
218	16135 32433	   	173.12	DCR|2AART|2DMG|1VULN|2ASPD	15AART|2MBVNT|38ASPD|48DMG|6LEGI|7RCR|8BPWR|9LHND|aVULN
219	16135 32447	   	173.12	DCR|2AART|2DMG|1VULN|2ASPD	15AART|2MBVNT|38ASPD|48DMG|6LEGI|7RCR|8BPWR|9VULN|aRPLT
220	16135 32448	   	173.12	DCR|2AART|2DMG|1VULN|2ASPD	15AART|2MBVNT|38ASPD|48DMG|6LEGI|7RCR|8BPWR|9VULN|aLIT
221	16135 32473	   	173.12	DCR|2AART|2DMG|1VULN|2ASPD	15AART|2MBVNT|38ASPD|48DMG|6LEGI|7RCR|8BPWR|9BEXP|aVULN
222	12342 23352	 * 	173.08	DCR|4VULN|1AART|1DMG	1AART|2RPLT|3DUST|457aVULN|6DMG|8CGEN|9RCR
223	16135 32442	   	173.02	DCR|2AART|2DMG|1VULN|2ASPD	15AART|2MBVNT|38ASPD|48DMG|6LEGI|7RCR|8BPWR|9VULN|aDUST
224	41245 22372	   	172.98	ACR|2VULN|2DMG|1AART|1CDMG	1ERES|2MBVNT|39DMG|4TLV|5RCR|6CDMG|7aVULN|8AART
225	12222 32661	   	172.98	DCR|2DMG|1AART|1VULN|2ASPD|1ZMB	1AART|2RPLT|3aCGEN|4BEXP|5aASPD|6VULN|7RCR|8ZMB|9aDMG|aBPWR
226	21421 32364	   	172.89	DCR|3VULN|1AART|1DMG|1ZMB	1FEWX|2AART|3RCVC|4MLV|58aVULN|6DMG|7ZMB|9RCR
227	16254 12434	   	172.80	ACR|3DMG|1AART|1VULN|1ZMB	1AART|2MBVNT|37LHND|478DMG|5RCR|67DUST|7BPWR|9VULN|aZMB
228	21431 32364	   	172.79	DCR|3VULN|1AART|1DMG|1ZMB	1FEWX|2AART|3RCVC|4ERES|58aVULN|6DMG|7ZMB|9RCR
229	12316 52211	   	172.76	DCR|2VULN|2DMG|1AART|1DUR	1AART|2RPLT|3aDUST|4aDMG|5TLV|6RCVC|7DUR|8RCR|9aVULN|aBPWR
230	12243 24352	   	172.75	DCR|2VULN|2DMG|1AART|1DUR	1AART|2RPLT|38CGEN|4DUR|56DMG|7RCR|9aVULN
231	21346 32431	   	172.75	ACR|2DMG|1AART|1VULN|2CDMG|1ASPD	18FEWX|2AART|3LHND|48DMG|5RCR|6BELT|78CDMG|8BPWR|9VULN|aASPD
232	21346 34321	   	172.75	ACR|3DMG|2AART|1VULN	1FEWX|29AART|3LHND|478DMG|5RCR|6BELT|aVULN
233	16258 42211	   	172.73	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|2MBVNT|3aLHND|4DMG|5aCDMG|6ERES|7DUR|8RCR|9aVULN|aBPWR
234	16458 42211	   	172.73	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|2MBVNT|3aLWND|4DMG|5aCDMG|6ERES|7DUR|8RCR|9aVULN|aBPWR
235	16654 11424	   	172.70	ACR|3DMG|1AART|1VULN|1ZMB	1AART|2MBVNT|3VULN|489DMG|5RCR|6DUST|7LWND|aZMB
236	16654 13424	   	172.70	ACR|3DMG|1AART|1VULN|1ZMB	1AART|2MBVNT|3VULN|489DMG|5RCR|6DUST|7BEXP|aZMB
237	52522 16131	   	172.70	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CGEN|2ZMB|3RCR|45VULN|6AART|7RPLT|8DMG|9LWND|aCDMG
238	16731 22425	   	172.65	DCR|2VULN|2DMG|1AART|1DUR	1AART|2MBVNT|34DMG|5aVULN|6RMIN|7RCR|8LWND|9DUR
239	16731 22714	   	172.65	DCR|2VULN|2DMG|1AART|1ASPD	1AART|2MBVNT|34DMG|59VULN|6RMIN|7RCR|8RPLT|aASPD
240	16731 44448	   	172.63	DCR|3DMG|1AART|1VULN|1CDMG	1AART|2MBVNT|348DMG|5VULN|6BEXP|7LWND|9RCR|aCDMG
241	16537 12211	   	172.63	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|2MBVNT|3aERES|4DMG|5aCDMG|6LHND|7DUR|8RCR|9aVULN|aBPWR
242	16734 42153	   	172.62	DCR|3DMG|1AART|1VULN|1DUR	1AART|2MBVNT|34aDMG|5RMIN|6DUR|7RCR|8RCVC|9VULN
243	42522 13216	   	172.60	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ERES|2ZMB|3RCR|45VULN|6AART|7FEWX|8CGEN|9DMG|aCDMG
244	42522 16131	   	172.60	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ERES|2ZMB|3RCR|45VULN|6AART|7RPLT|8DMG|9LWND|aCDMG
245	12522 32351	   	172.56	DCR|2AART|2VULN|2DMG	13AART|2RPLT|4aVULN|5aLHND|6TLV|7LWND|8aDMG|9RCR|aBPWR
246	12524 33351	   	172.56	DCR|2AART|2VULN|2DMG	13AART|2RPLT|4aVULN|5aLWND|6TLV|7BEXP|8aDMG|9RCR|aBPWR
247	16731 32714	   	172.55	DCR|2VULN|2DMG|1AART|1ASPD	1AART|2MBVNT|34DMG|59VULN|6ERES|7RCR|8RPLT|aASPD
248	16731 32425	   	172.55	DCR|2VULN|2DMG|1AART|1DUR	1AART|2MBVNT|34DMG|5aVULN|6ERES|7RCR|8FEWX|9DUR
249	16537 42211	   	172.53	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|2MBVNT|3aERES|4DMG|5aCDMG|6DUST|7DUR|8RCR|9aVULN|aBPWR
250	16731 32173	   	172.52	DCR|3DMG|1AART|1VULN|1ASPD	1AART|2MBVNT|349DMG|5VULN|6ERES|7RCR|8RCVC|aASPD
251	16137 31348	   	172.52	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1AART|2MBVNT|3ASPD|49DMG|5CDMG|6ZMB|7CGEN|8VULN|aRCR
252	42522 11216	   	172.50	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ERES|2ZMB|3RCR|45VULN|6AART|7DUST|8CGEN|9DMG|aCDMG
253	16731 32354	   	172.45	DCR|2VULN|2DMG|1AART|1ASPD	1AART|2MBVNT|34DMG|59VULN|68ERES|7RCR|aASPD
254	52522 13162	   	172.40	ACR|2VULN|2AART|1DMG|1ZMB	1CGEN|2ZMB|3RCR|45VULN|6aAART|7FEWX|8RCVC|9DMG
255	42522 13162	   	172.30	ACR|2VULN|2AART|1DMG|1ZMB	1ERES|2ZMB|3RCR|45VULN|6aAART|7FEWX|8RCVC|9DMG
256	16134 46428	   	172.26	DCR|2VULN|2DMG|1AART|2ASPD	1AART|2MBVNT|39ASPD|48DMG|5RMIN|69BEXP|79VULN|9BPWR|aRCR
257	52522 12114	 * 	172.14	ACR|3VULN|1AART|2ZMB|1CDMG	1CGEN|27ZMB|3RCR|45aVULN|6AART|8RPLT|9CDMG
258	52524 12113	   	172.12	ACR|3VULN|3ZMB|1AART	189CGEN|257ZMB|3RCR|45aVULN|5BPWR|6AART
259	52524 12132	   	172.12	ACR|3VULN|3ZMB|1AART	18CGEN|257ZMB|3RCR|45aVULN|5BPWR|6AART|9LIT
260	16134 36428	   	172.06	DCR|2VULN|2DMG|1AART|2ASPD	1AART|2MBVNT|39ASPD|48DMG|5RMIN|69DUST|79VULN|9BPWR|aRCR
261	42522 12114	   	172.04	ACR|3VULN|1AART|2ZMB|1CDMG	1ERES|27ZMB|3RCR|45aVULN|6AART|8RPLT|9CDMG
262	42524 12111	   	172.02	ACR|3VULN|3ZMB|1AART	1ERES|257ZMB|3RCR|45aVULN|5BPWR|6AART|8CGEN|9LHND
263	42524 12311	   	172.02	ACR|3VULN|3ZMB|1AART	1ERES|257ZMB|3RCR|45aVULN|5BPWR|6AART|8MLV|9LHND
264	42524 13231	   	172.02	ACR|3VULN|3ZMB|1AART	1ERES|259ZMB|3RCR|45aVULN|5BPWR|6AART|7FEWX|8CGEN
265	52524 12311	   	172.02	ACR|3VULN|3ZMB|1AART	1CGEN|257ZMB|3RCR|45aVULN|5BPWR|6AART|8FEWX|9ERES
266	42524 11231	   	171.92	ACR|3VULN|3ZMB|1AART	1ERES|259ZMB|3RCR|45aVULN|5BPWR|6AART|7DUST|8CGEN
267	21421 23513	   	171.82	DCR|2AART|2DMG|1VULN|1DUR	1FEWX|28AART|3RCVC|4MLV|5VULN|6RCR|7DUR|9aDMG
268	16135 42432	   	171.81	DCR|2AART|2DMG|3ASPD|2DUR	15AART|2MBVNT|38aASPD|48DMG|68DUR|7RCR|8BPWR|9LHND
269	12243 21215	   	171.66	DCR|2VULN|2DMG|1AART|1DUR	1AART|2RPLT|3CGEN|4DUR|56DMG|79VULN|8RCR|aRCVC
270	51284 12154	   	171.56	DCR|2VULN|2DMG|1AART|1ASPD	1CGEN|2MBVNT|34DMG|59VULN|6AART|7RCR|8RCVC|aASPD
271	12643 21215	   	171.56	DCR|2VULN|2DMG|1AART|1DUR	1AART|2RPLT|3ERES|4DUR|56DMG|79VULN|8RCR|aRCVC
272	12243 13351	   	171.51	DCR|3VULN|1AART|1DMG|2DUR	1AART|2RPLT|3aCGEN|4aDUR|5DMG|6FEWX|78aVULN|9RCR|aBPWR
273	12243 43351	   	171.41	DCR|3VULN|1AART|1DMG|2DUR	1AART|2RPLT|3aCGEN|4aDUR|5DMG|6DUST|78aVULN|9RCR|aBPWR
274	42522 33316	   	171.40	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ERES|2ZMB|3RCR|45VULN|6LWND|7CGEN|8AART|9DMG|aCDMG
275	11246 32132	   	171.34	ACR|2AART|2DMG|1VULN|1CDMG	1aAART|2LWND|3FEWX|49DMG|5RCR|6BELT|7CDMG|8VULN
276	16136 22444	   	171.32	DCR|2DMG|1AART|1VULN|2ASPD|1DUR	1AART|2MBVNT|38ASPD|48DMG|58LHND|6RCVC|7RCR|8BPWR|9DUR|aVULN
277	16136 22451	   	171.32	DCR|2DMG|1AART|1VULN|2ASPD|1DUR	1AART|2MBVNT|38ASPD|48DMG|58LHND|6RCVC|7RCR|8BPWR|9VULN|aDUR
278	12643 13351	   	171.31	DCR|3VULN|1AART|1DMG|2DUR	1AART|2RPLT|3aERES|4aDUR|5DMG|6FEWX|78aVULN|9RCR|aBPWR
279	16734 44251	   	171.21	DCR|3DMG|1AART|1VULN|2DUR	1AART|2MBVNT|348DMG|5RMIN|68DUR|78TLV|8BPWR|9RCR|aVULN
280	12525 12214	   	171.15	DCR|2AART|2VULN|1DMG|1DUR|1ASPD	13AART|2RPLT|49VULN|5MLV|6DMG|7DUR|8RCR|aASPD
281	12526 21214	   	171.15	DCR|2AART|2VULN|1DMG|1ASPD|1DUR	13AART|2RPLT|49VULN|5DUR|6DMG|7RMIN|8RCR|aASPD
282	23223 15112	   	171.12	DCR|3VULN|3DMG	17FEWX|2BEXP|347VULN|57aDMG|6RCR|7BPWR|8LWND|9BELT
283	23223 15261	   	171.12	DCR|3VULN|3DMG	17FEWX|28BEXP|347VULN|57aDMG|6RCR|7BPWR|9DMSP
284	16136 12417	   	171.12	DCR|3DMG|1AART|1CDMG|2ASPD	1AART|2MBVNT|38ASPD|48aDMG|568LHND|7RCR|8BPWR|9CDMG
285	21645 13223	 * 	170.94	DCR|2DMG|1AART|1VULN|2ZMB|1FLTHEA	19FEWX|2AART|3DUST|49DMG|5FLTHEA|6VULN|79ZMB|8RCVC|9BPWR|aRCR
286	21421 25316	   	170.92	DCR|2VULN|2DMG|1AART	1FEWX|2AART|3RCVC|4MLV|57VULN|6RCR|8DUST|9aDMG
287	11246 32324	   	170.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2LWND|3FEWX|4DMG|5RCR|6BELT|7CDMG|8ZMB|9aVULN
288	42524 33331	   	170.82	ACR|3VULN|3ZMB|1AART	1ERES|259ZMB|3RCR|45aVULN|5BPWR|6LWND|7CGEN|8AART
289	16717 11214	   	170.82	DCR|2AART|2VULN|1DMG|1CDMG	1aAART|2MBVNT|3DMG|4CGEN|5CDMG|6LHND|79VULN|8RCR
290	11246 43231	   	170.77	ACR|2VULN|2DMG|1AART|1DUR	1AART|2LWND|3FEWX|49DMG|5RCR|6aVULN|7DUR|8BELT
291	11246 43322	   	170.77	ACR|2VULN|2DMG|1AART|1DUR	1AART|2LWND|3FEWX|49DMG|5RCR|68VULN|7DUR|aCGEN
292	16731 41844	   	170.72	DCR|2AART|2DMG|1VULN|1CDMG	19AART|2MBVNT|34DMG|5VULN|6BEXP|7TLV|8RCR|aCDMG
293	16717 41214	   	170.72	DCR|2AART|2VULN|1DMG|1CDMG	1aAART|2MBVNT|3DMG|4CGEN|5CDMG|6DUST|79VULN|8RCR
294	12643 24122	   	170.72	DCR|3DMG|1AART|1VULN|1DUR	1AART|2RPLT|3ERES|4DUR|568DMG|7RCR|9BEXP|aVULN
295	16654 43322	   	170.67	ACR|2VULN|2DMG|1AART|1DUR	1AART|2MBVNT|38VULN|49DMG|5RCR|6LWND|7DUR|aCGEN
296	23223 15624	   	170.65	DCR|3VULN|2DMG|1DUR|1ASPD	17FEWX|2BEXP|347VULN|57DMG|6RCR|7BPWR|8ASPD|9DUR|aRCVC
297	16731 32424	   	170.62	DCR|3DMG|1AART|1VULN|1DUR	1AART|2MBVNT|34aDMG|5VULN|6ERES|7RCR|8FEWX|9DUR
298	16731 32524	   	170.62	DCR|3DMG|1AART|1VULN|1DUR	1AART|2MBVNT|34aDMG|5VULN|6ERES|7RCR|8BEXP|9DUR
299	12313 23641	   	170.62	DCR|3DMG|1AART|1VULN|1DUR	1AART|2RPLT|35DUST|45aDMG|5BPWR|6LSRREG|7RCR|8VULN|9DUR
300	21261 42124	   	170.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	13FEWX|2AART|4CDMG|5aVULN|6RCR|7DUR|8DMG|9LIT
301	21261 42133	   	170.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	13FEWX|2AART|4CDMG|5aVULN|6RCR|7DUR|8DMG|9LWND
302	21261 42162	   	170.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	13FEWX|2AART|4CDMG|5aVULN|6RCR|7DUR|8DMG|9DMSP
303	21261 43342	   	170.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	13FEWX|2AART|4CDMG|5aVULN|6RCR|7DMG|8CGEN|9DUR
304	65122 41311	   	170.57	DCR|3VULN|1AART|1DMG|1DUR|1SELL	1SELL|2DMG|3CGEN|478VULN|5AART|6RCR|9DUR|aBEXP
305	65122 41312	   	170.57	DCR|3VULN|1AART|1DMG|1DUR|1SELL	1SELL|2DMG|3CGEN|478VULN|5AART|6RCR|9DUR|aFEWX
306	16654 12433	   	170.57	ACR|2VULN|2DMG|1AART|1ASPD	1AART|2MBVNT|39VULN|48DMG|5RCR|6DUST|7LHND|aASPD
307	16654 43324	   	170.57	ACR|2VULN|2DMG|1AART|1DUR	1AART|2MBVNT|38VULN|49DMG|5RCR|6LWND|7DUR|aLEGI
308	12263 22211	   	170.55	DCR|2VULN|2DMG|1AART|1DUR	1AART|2RPLT|3aCGEN|4aLHND|56DMG|7DUR|8RCR|9aVULN|aBPWR
309	16731 32373	   	170.52	DCR|3DMG|1AART|1VULN|1ASPD	1AART|2MBVNT|349DMG|5VULN|68ERES|7RCR|aASPD
310	52522 13262	   	170.50	ACR|2VULN|2AART|1DMG|1ZMB	18CGEN|2ZMB|3RCR|45VULN|6aAART|7FEWX|9DMG
311	42522 13215	   	170.40	ACR|2VULN|2AART|1DMG|1ZMB	1ERES|2ZMB|3RCR|45VULN|6aAART|7FEWX|8CGEN|9DMG
312	12263 21213	   	170.35	DCR|2VULN|2DMG|1AART|1DUR	1AART|2RPLT|3CGEN|4LHND|56DMG|79VULN|8RCR|aDUR
313	12263 21214	   	170.35	DCR|2VULN|2DMG|1AART|1ASPD	1AART|2RPLT|3CGEN|4LHND|56DMG|79VULN|8RCR|aASPD
314	12243 21211	   	170.35	DCR|2VULN|2DMG|1AART|1DUR	1AART|2RPLT|3aCGEN|4DUR|56DMG|79VULN|8RCR
315	12243 21216	   	170.35	DCR|2VULN|2DMG|1AART|1DUR	1AART|2RPLT|3CGEN|4DUR|56DMG|79VULN|8RCR|aLHND
316	12243 21262	   	170.35	DCR|2VULN|2DMG|1AART|1DUR	1AART|2RPLT|3CGEN|4DUR|56DMG|7aVULN|8RCR|9DMSP
317	12663 22211	   	170.35	DCR|2VULN|2DMG|1AART|1DUR	1AART|2RPLT|3aERES|4aLHND|56DMG|7DUR|8RCR|9aVULN|aBPWR
318	21346 32324	   	170.30	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1FEWX|2AART|3LHND|4DMG|5RCR|6BELT|7CDMG|8ZMB|9aVULN
319	42522 11215	   	170.30	ACR|2VULN|2AART|1DMG|1ZMB	1ERES|2ZMB|3RCR|45VULN|6aAART|7DUST|8CGEN|9DMG
320	42522 13362	   	170.30	ACR|2VULN|2AART|1DMG|1ZMB	18ERES|2ZMB|3RCR|45VULN|6aAART|7FEWX|9DMG
321	12643 21211	   	170.25	DCR|2VULN|2DMG|1AART|1DUR	1AART|2RPLT|3ERES|4DUR|56DMG|79VULN|8RCR|aCGEN
322	12643 21212	   	170.25	DCR|2VULN|2DMG|1AART|1DUR	1AART|2RPLT|3ERES|4DUR|56DMG|79VULN|8RCR|aLHND
323	12643 21213	   	170.25	DCR|2VULN|2DMG|1AART|1DUR	1AART|2RPLT|3ERES|4DUR|56DMG|79VULN|8RCR|aMLV
324	12663 21214	   	170.25	DCR|2VULN|2DMG|1AART|1ASPD	1AART|2RPLT|3ERES|4LHND|56DMG|79VULN|8RCR|aASPD
325	42524 12333	   	170.25	ACR|2VULN|3ZMB|1AART|1DUR|1ASPD	1ERES|257ZMB|3RCR|45VULN|5BPWR|6AART|8MLV|9DUR|aASPD
326	12335 13213	 * 	170.23	DCR|3VULN|1AART|2FLTHEA|1CDMG	1AART|2RPLT|37DUST|4CDMG|57FLTHEA|679VULN|7BPWR|8MLV|aRCR
327	11361 45332	   	170.21	DCR|3VULN|1AART|1CDMG|1ASPD	1AART|2LWND|3RCVC|4CDMG|58aVULN|6RCR|7BEXP|9ASPD
