0	Index      	 *	Score 	Summary	Detail	
1	31542 53112	 * 	187.22	DCR|3DMG|1AART|1VULN|2DUR|1ZMB	17DUR|2ZMB|379DMG|4RCVC|57TLV|6RCR|7BPWR|8VULN|aAART
166	31361 26222	   	162.95	ACR|2VULN|3ZMB|1AART|1DUR|1ASPD	1DUR|237ZMB|48VULN|5RCR|6TLV|9ASPD|aAART
167	31361 45212	   	162.95	ACR|2VULN|3ZMB|1AART|1DUR|1ASPD	1DUR|238ZMB|47VULN|5RCR|6ASPD|9ERES|aAART
168	26513 24233	   	162.92	ACR|2VULN|2DMG|1CDMG|1DUR	1MLV|2RCR|39DMG|4BEXP|5MBVNT|6DUR|78VULN|aCDMG
169	26513 41233	   	162.92	ACR|2VULN|2DMG|1CDMG|1DUR	1MLV|2RCR|39DMG|4BEXP|5MBVNT|68VULN|7DUR|aCDMG
170	22252 32515	   	162.88	DCR|2DMG|1AART|2CDMG|2ASPD	1MLV|25CDMG|3AART|49ASPD|6RCR|7DMSP|8aDMG
171	22432 35222	   	162.87	ACR|1AART|1VULN|1DMG|2CDMG|1FLTHEA	1MLV|24CDMG|3RCR|5FLTHEA|6LWND|7CGEN|8AART|9DMG|aVULN
172	22432 32222	   	162.77	ACR|1AART|1VULN|1DMG|2CDMG|1FLTHEA	1MLV|24CDMG|3RCR|5FLTHEA|6LWND|7ERES|8AART|9DMG|aVULN
173	42432 35222	   	162.77	ACR|1AART|1VULN|1DMG|2CDMG|1FLTHEA	1TLV|24CDMG|3RCR|5FLTHEA|6LWND|7CGEN|8AART|9DMG|aVULN
174	42432 32222	   	162.67	ACR|1AART|1VULN|2CDMG|1DMG|1FLTHEA	1TLV|24CDMG|3RCR|5FLTHEA|6LWND|7ERES|8AART|9DMG|aVULN
175	46341 32332	   	162.65	ACR|2VULN|1AART|1DMG|1ZMB	1TLV|2RCR|3ZMB|4RCVC|5LIT|67VULN|8DMG|9AART|aCGEN
176	46341 33231	   	162.65	ACR|2VULN|1AART|1DMG|1ZMB	1TLV|2RCR|3ZMB|4RCVC|58LIT|6aVULN|7DMG|9AART
177	46341 32333	   	162.55	ACR|2VULN|1AART|1DMG|1ZMB	1TLV|2RCR|3ZMB|4RCVC|5LIT|67VULN|8DMG|9AART|aDUST
178	13347 52142	   	162.47	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1DUST|2DUR|3RPLT|4MBVNT|59AART|6RCR|7VULN|8DMG|aCDMG
179	22415 22353	 * 	162.37	ACR|1AART|1VULN|1DMG|2CDMG|2ASPD	1MLV|2aCDMG|3RCR|4LIT|5VULN|6aASPD|7DMG|8aLWND|9AART|aBPWR
180	31361 62621	 * 	162.33	ACR|3VULN|2ZMB|1CDMG|1FLTHEA|1DUR	1DUR|23ZMB|489VULN|5RCR|6BEXP|7FLTHEA|aCDMG
181	31361 11311	   	162.32	ACR|2VULN|2DMG|2ZMB|2DUR	16DUR|23ZMB|47VULN|5RCR|8LHND|9aDMG
182	22451 33253	   	162.30	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ASPD	1MLV|2CDMG|3RCR|4BEXP|5ASPD|6DMG|7VULN|8FLTHEA|9LIT|aAART
183	31361 14226	 * 	162.28	ACR|2VULN|3ZMB|1DMG|3DUR	167DUR|239ZMB|49VULN|5RCR|89LIT|9BPWR|aDMG
184	26631 12613	 * 	162.25	ACR|2VULN|2DMG|2CDMG|1SELL	1MLV|2RCR|3SELL|4aCDMG|5LIT|6LHND|7aVULN|8DUST|9aDMG|aBPWR
185	31361 32621	   	162.23	ACR|3VULN|2ZMB|1CDMG|1FLTHEA|1DUR	1DUR|23ZMB|489VULN|5RCR|6DUST|7FLTHEA|aCDMG
186	31361 11511	   	162.22	ACR|2VULN|2DMG|2ZMB|2DUR	16DUR|23ZMB|47VULN|5RCR|8DUST|9aDMG
187	22432 33148	   	162.17	ACR|1AART|1VULN|1DMG|2CDMG|1FLTHEA	1MLV|24CDMG|3RCR|5FLTHEA|6LWND|7DMG|8MBVNT|9AART|aVULN
188	22251 21535	 * 	162.12	3VULN|3DMG|1AART|2CDMG|1ASPD	18MLV|28CDMG|3AART|4ASPD|579VULN|68aDMG|8BPWR
189	42432 33148	   	162.07	ACR|1AART|1VULN|1DMG|2CDMG|1FLTHEA	1TLV|24CDMG|3RCR|5FLTHEA|6LWND|7DMG|8MBVNT|9AART|aVULN
190	46333 32332	   	162.05	ACR|2VULN|1AART|1DMG|1ZMB	1TLV|2RCR|3ZMB|4LIT|57VULN|6RCVC|8DMG|9AART|aCGEN
191	46333 33231	   	162.05	ACR|2VULN|1AART|1DMG|1ZMB	1TLV|2RCR|3ZMB|48LIT|5aVULN|6RCVC|7DMG|9AART
192	22413 32362	   	162.02	ACR|3DMG|1AART|1CDMG|1ASPD	18MLV|2CDMG|3RCR|48LIT|5ASPD|6FEWX|789DMG|8BPWR|aAART
193	31542 53133	   	162.01	DCR|2DMG|1VULN|1CDMG|2DUR|1ZMB	17DUR|2ZMB|37DMG|4RCVC|57TLV|6RCR|7BPWR|8VULN|9CDMG|aLIT
194	11615 53223	 * 	161.99	DCR|3VULN|1DMG|1CDMG|1ZMB|1SELL	1DUST|2ZMB|3SELL|4LIT|58aVULN|6RCR|7CDMG|9DMG
195	26342 33116	   	161.95	ACR|2DMG|1AART|1VULN|1ZMB	1MLV|2RCR|3ZMB|4RCVC|5TLV|6ERES|79DMG|8VULN|aAART
196	46333 32333	   	161.95	ACR|2VULN|1AART|1DMG|1ZMB	1TLV|2RCR|3ZMB|4LIT|57VULN|6RCVC|8DMG|9AART|aDUST
197	46333 32336	   	161.95	ACR|2VULN|1AART|1DMG|1ZMB	1TLV|2RCR|3ZMB|4LIT|57VULN|6RCVC|8DMG|9AART|aLEGI
198	46631 32332	   	161.95	ACR|2VULN|1AART|1DMG|1CDMG|1SELL	1TLV|2RCR|3SELL|4CDMG|5LIT|67VULN|8DMG|9AART|aCGEN
199	46631 33231	   	161.95	ACR|2VULN|1AART|1DMG|1CDMG|1SELL	1TLV|2RCR|3SELL|4CDMG|58LIT|6aVULN|7DMG|9AART
200	22413 22362	   	161.92	ACR|3DMG|1AART|1CDMG|1ASPD	18MLV|2CDMG|3RCR|48LIT|5ASPD|6DUST|789DMG|8BPWR|aAART
201	31542 53131	   	161.91	DCR|2DMG|1VULN|1CDMG|2DUR|1ZMB	17DUR|2ZMB|37DMG|4RCVC|57TLV|6RCR|7BPWR|8VULN|9CDMG|aDUST
202	31542 53132	   	161.91	DCR|2DMG|1VULN|1CDMG|2DUR|1ZMB	17DUR|2ZMB|37DMG|4RCVC|57TLV|6RCR|7BPWR|8VULN|9CDMG|aMBVNT
203	46631 32333	   	161.85	ACR|2VULN|1AART|1DMG|1CDMG|1SELL	1TLV|2RCR|3SELL|4CDMG|5LIT|67VULN|8DMG|9AART|aDUST
204	26513 24222	   	161.82	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1MLV|2RCR|3DMG|4BEXP|5MBVNT|6DUR|78VULN|9ASPD|aAART
205	26513 41222	   	161.82	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1MLV|2RCR|3DMG|4BEXP|5MBVNT|68VULN|7DUR|9ASPD|aAART
206	22251 11563	 * 	161.72	DCR|2VULN|1AART|2CDMG|2ZMB|1ASPD	18MLV|28CDMG|3AART|4ASPD|57VULN|68ZMB|8BPWR|9BEXP|aRCR
207	22433 32425	 * 	161.69	ACR|2AART|1DMG|2CDMG|1FLTHEA|1DUR	1MLV|24CDMG|3RCR|5ERES|6FLTHEA|7aAART|8DUR|9DMG
208	31322 34652	 * 	161.68	DCR|1AART|1VULN|1DMG|2ZMB|1FLTHEA|1DUR	1DUR|23ZMB|4FLTHEA|5TLV|6DLOT|7RCR|8AART|9VULN|aDMG
209	22221 32525	   	161.67	DCR|3DMG|1AART|1CDMG	1MLV|2CDMG|3AART|4RCVC|5TLV|6RCR|7DMSP|89aDMG
210	22226 32525	   	161.67	DCR|3DMG|1AART|1CDMG	1MLV|2CDMG|3AART|4RCVC|5ERES|6RCR|7DMSP|89aDMG
211	42221 32525	   	161.67	DCR|3DMG|1AART|1CDMG	1TLV|2CDMG|3AART|4RCVC|5MLV|6RCR|7DMSP|89aDMG
212	33331 41163	   	161.66	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	12DUR|3RPLT|4DMG|5ASPD|6RCR|7LHND|8AART|9CDMG|aVULN
213	33331 42163	   	161.66	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	12DUR|3RPLT|4DMG|5ASPD|6RCR|7LWND|8AART|9CDMG|aVULN
214	36331 41163	   	161.66	DCR|1AART|1DMG|1VULN|1CDMG|2DUR|1ASPD	12DUR|2BPWR|3RPLT|4DMG|5ASPD|6RCR|7LHND|8AART|9CDMG|aVULN
215	36331 42163	   	161.66	DCR|1AART|1DMG|1VULN|1CDMG|2DUR|1ASPD	12DUR|2BPWR|3RPLT|4DMG|5ASPD|6RCR|7LWND|8AART|9CDMG|aVULN
216	22251 11553	   	161.62	DCR|2VULN|1AART|2CDMG|2ZMB|1ASPD	18MLV|28CDMG|3AART|4ASPD|57VULN|68ZMB|8BPWR|9DUST|aRCR
217	26431 32228	   	161.45	ACR|2VULN|1AART|1DMG|1ZMB	1MLV|2RCR|3LIT|4MBVNT|5ZMB|6RCVC|78VULN|9DMG|aAART
218	31361 26412	   	161.30	ACR|2VULN|3ZMB|1AART|2DUR	18DUR|237ZMB|48VULN|5RCR|68TLV|8BPWR|9ERES|aAART
219	33411 42334	 * 	161.28	DCR|2DMG|1AART|2CDMG|3DUR	128DUR|38CDMG|4LHND|5LIT|6RCR|78DMG|8BPWR|9DUST|aAART
220	22221 42321	   	161.27	DCR|2AART|2VULN|1CDMG|1ZMB	1MLV|2CDMG|37AART|4RCVC|5TLV|68VULN|9RCR|aZMB
221	22226 42321	   	161.27	DCR|2AART|2VULN|1CDMG|1ZMB	1MLV|2CDMG|37AART|4RCVC|5ERES|68VULN|9RCR|aZMB
222	42221 42321	   	161.27	DCR|2AART|2VULN|1CDMG|1ZMB	1TLV|2CDMG|37AART|4RCVC|5MLV|68VULN|9RCR|aZMB
223	22251 22243	   	161.21	DCR|2AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	19MLV|2CDMG|37AART|4ASPD|5VULN|6DMG|8DUR|aRCR
224	22422 21155	   	161.19	ACR|3DMG|1VULN|1CDMG|1DUR	1MLV|2CDMG|3RCR|4RMIN|57aDMG|6RCVC|8DUR|9VULN
225	26541 31321	   	161.19	ACR|3DMG|2VULN	1MLV|2RCR|389DMG|4RCVC|5LIT|6aVULN|7BEXP
226	26541 33221	   	161.19	ACR|3DMG|2VULN	1MLV|2RCR|379DMG|4RCVC|5LIT|6aVULN|8LWND
227	22242 33211	   	161.13	DCR|2AART|1VULN|2CDMG|1ZMB|1DUR	1MLV|25CDMG|38AART|4ZMB|6RCR|7DUR|9LHND|aVULN
228	22242 33251	   	161.13	DCR|2AART|1VULN|2CDMG|1ZMB|1DUR	1MLV|25CDMG|38AART|4ZMB|6RCR|7DUR|9FEWX|aVULN
229	22242 33265	   	161.13	DCR|2AART|1DMG|2CDMG|1ZMB|1DUR	1MLV|25CDMG|38AART|4ZMB|6RCR|7DUR|9CGEN|aDMG
230	22242 31236	   	161.13	DCR|2AART|1VULN|2CDMG|1ZMB|1DUR	1MLV|25CDMG|38AART|4ZMB|6RCR|7LHND|9VULN|aDUR
231	26541 22321	   	161.09	ACR|3DMG|2VULN	1MLV|2RCR|389DMG|4RCVC|5LIT|6LEGI|7aVULN
232	26541 32324	   	161.09	ACR|3VULN|2DMG	1MLV|2RCR|38DMG|4RCVC|5LIT|67aVULN|9MBVNT
233	26541 32331	   	161.09	ACR|3DMG|2VULN	1MLV|2RCR|389DMG|4RCVC|5LIT|67VULN|aDUST
234	26541 32332	   	161.09	ACR|3DMG|2VULN	1MLV|2RCR|389DMG|4RCVC|5LIT|67VULN|aERES
235	42242 33211	   	161.03	DCR|2AART|1VULN|2CDMG|1ZMB|1DUR	1TLV|25CDMG|38AART|4ZMB|6RCR|7DUR|9LHND|aVULN
236	42242 33251	   	161.03	DCR|2AART|1VULN|2CDMG|1ZMB|1DUR	1TLV|25CDMG|38AART|4ZMB|6RCR|7DUR|9FEWX|aVULN
237	42242 33262	   	161.03	DCR|2AART|1VULN|2CDMG|1ZMB|1DUR	1TLV|25CDMG|38AART|4ZMB|6RCR|7DUR|9CGEN|aVULN
238	22242 33245	   	161.03	DCR|2AART|1DMG|2CDMG|1ZMB|1DUR	1MLV|25CDMG|38AART|4ZMB|6RCR|7DUR|9ERES|aDMG
239	22252 35362	   	161.03	DCR|2AART|1VULN|2CDMG|1ZMB|1ASPD	1MLV|25CDMG|3aAART|4ASPD|6RCR|7ZMB|8DLOT|9VULN
240	42242 31236	   	161.03	DCR|2AART|1VULN|2CDMG|1ZMB|1DUR	1TLV|25CDMG|38AART|4ZMB|6RCR|7LHND|9VULN|aDUR
241	22456 32231	   	160.99	ACR|2VULN|1AART|1DMG|1CDMG	1MLV|2CDMG|3RCR|4BEXP|5DUST|6LWND|7AART|8aVULN|9DMG
242	46533 12312	   	160.98	ACR|3DMG|1VULN|1CDMG|1DUR	1TLV|2RCR|379DMG|4LIT|5VULN|6LHND|8DUR|aCDMG
243	22251 21523	   	160.97	DCR|2VULN|2DMG|1AART|2CDMG|1ASPD|1MSE	18MLV|28CDMG|3AART|4ASPD|57VULN|68DMG|8BPWR|9MSE|aRCR
244	42242 33242	   	160.93	DCR|2AART|1VULN|2CDMG|1ZMB|1DUR	1TLV|25CDMG|38AART|4ZMB|6RCR|7DUR|9ERES|aVULN
245	22432 52124	   	160.89	ACR|2DMG|1AART|2CDMG|1FLTHEA	1MLV|24CDMG|3RCR|5FLTHEA|6TLV|7AART|8LHND|9aDMG
246	22433 32124	   	160.89	ACR|2DMG|1AART|2CDMG|1FLTHEA	1MLV|24CDMG|3RCR|5ERES|6FLTHEA|7AART|8LHND|9aDMG
247	22433 32524	   	160.89	ACR|2DMG|1AART|2CDMG|1FLTHEA	1MLV|24CDMG|3RCR|5ERES|6FLTHEA|7AART|8BEXP|9aDMG
248	22433 32626	   	160.89	ACR|2DMG|1AART|2CDMG|1FLTHEA	1MLV|24CDMG|3RCR|5ERES|6FLTHEA|7AART|8LIT|9aDMG
249	22251 22163	   	160.89	DCR|2AART|1VULN|1DMG|2ASPD|1CDMG	1MLV|2CDMG|37AART|49ASPD|5VULN|6DMG|8FEWX|aRCR
250	22251 22663	   	160.89	DCR|2AART|1VULN|1DMG|2ASPD|1CDMG	1MLV|2CDMG|37AART|49ASPD|5VULN|6DMG|8BEXP|aRCR
251	22422 21411	   	160.88	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1MLV|2CDMG|3RCR|4RMIN|57DMG|6RCVC|8AART|9ASPD|aZMB
252	26622 41112	   	160.84	ACR|3DMG|1VULN|1CDMG|1ASPD|1SELL	1MLV|2RCR|3SELL|4RMIN|59aDMG|6ASPD|7CDMG|8VULN
253	42433 32124	   	160.79	ACR|2DMG|1AART|2CDMG|1FLTHEA	1TLV|24CDMG|3RCR|5ERES|6FLTHEA|7AART|8LHND|9aDMG
254	22462 21411	   	160.78	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1MLV|2CDMG|3RCR|4ERES|57DMG|6RCVC|8AART|9ASPD|aZMB
255	42422 21411	   	160.78	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1TLV|2CDMG|3RCR|4RMIN|57DMG|6RCVC|8AART|9ASPD|aZMB
256	22422 13243	   	160.74	ACR|2DMG|1VULN|1CDMG|1FLTHEA|1ZMB	1MLV|2CDMG|3RCR|4RMIN|5aDMG|6LHND|7VULN|8FLTHEA|9ZMB
257	22422 33243	   	160.74	ACR|2DMG|1VULN|1CDMG|1FLTHEA|1ZMB	1MLV|2CDMG|3RCR|4RMIN|5aDMG|6LWND|7VULN|8FLTHEA|9ZMB
258	22422 63243	   	160.74	ACR|2DMG|1VULN|1CDMG|1FLTHEA|1ZMB	1MLV|2CDMG|3RCR|4RMIN|5aDMG|6BEXP|7VULN|8FLTHEA|9ZMB
259	22415 22313	   	160.72	ACR|2VULN|2DMG|1CDMG|1ASPD	1MLV|2CDMG|3RCR|4aLIT|5aVULN|6ASPD|7aDMG|8LWND|9DUST|aBPWR
260	22451 33362	   	160.62	ACR|2VULN|2DMG|1CDMG|1ASPD	1MLV|2CDMG|3RCR|4BEXP|5ASPD|6aDMG|79VULN|8LWND
261	26533 31321	   	160.59	ACR|3DMG|2VULN	1MLV|2RCR|389DMG|4LIT|5aVULN|6RCVC|7BEXP
262	26533 32334	   	160.59	ACR|3DMG|2VULN	1MLV|2RCR|389DMG|4LIT|57VULN|6RCVC|aCGEN
263	26533 32335	   	160.59	ACR|3DMG|2VULN	1MLV|2RCR|389DMG|4LIT|57VULN|6RCVC|aBELT
264	26533 33221	   	160.59	ACR|3DMG|2VULN	1MLV|2RCR|379DMG|4LIT|5aVULN|6RCVC|8LWND
265	26533 33351	   	160.59	ACR|3DMG|2VULN	1MLV|2RCR|378DMG|4LIT|5aVULN|6RCVC|9LWND
266	26533 35321	   	160.59	ACR|3DMG|2VULN	1MLV|2RCR|389DMG|4LIT|5aVULN|6RCVC|7FEWX
267	26533 31225	   	160.59	ACR|3VULN|2DMG	1MLV|2RCR|39DMG|4LIT|58aVULN|6RCVC|7BEXP
268	26533 32225	   	160.59	ACR|3VULN|2DMG	1MLV|2RCR|39DMG|4LIT|57aVULN|6RCVC|8LWND
269	26341 12613	   	160.49	ACR|2VULN|2DMG|2ZMB	1MLV|2RCR|3aZMB|4RCVC|5LIT|6LHND|7aVULN|8DUST|9aDMG|aBPWR
270	26533 32324	   	160.49	ACR|3VULN|2DMG	1MLV|2RCR|38DMG|4LIT|57aVULN|6RCVC|9MBVNT
271	26533 32331	   	160.49	ACR|3DMG|2VULN	1MLV|2RCR|389DMG|4LIT|57VULN|6RCVC|aDUST
272	26533 32332	   	160.49	ACR|3DMG|2VULN	1MLV|2RCR|389DMG|4LIT|57VULN|6RCVC|aERES
273	26533 32336	   	160.49	ACR|3DMG|2VULN	1MLV|2RCR|389DMG|4LIT|57VULN|6RCVC|aLEGI
274	26533 33421	   	160.49	ACR|3DMG|2VULN	1MLV|2RCR|379DMG|4LIT|5aVULN|6RCVC|8LEGI
275	26533 33521	   	160.49	ACR|3DMG|2VULN	1MLV|2RCR|379DMG|4LIT|5aVULN|6RCVC|8DUST
276	46533 31321	   	160.49	ACR|3DMG|2VULN	1TLV|2RCR|389DMG|4LIT|5aVULN|6RCVC|7BEXP
277	46533 33221	   	160.49	ACR|3DMG|2VULN	1TLV|2RCR|379DMG|4LIT|5aVULN|6RCVC|8LWND
278	26513 24541	   	160.47	ACR|2VULN|2DMG|1ZMB|1DUR	18MLV|2RCR|38DMG|4BEXP|5MBVNT|6DUR|78VULN|8BPWR|9ZMB|aFEWX
279	26513 24544	   	160.47	ACR|2VULN|2DMG|1ZMB|1DUR	18MLV|2RCR|38DMG|4BEXP|5MBVNT|6DUR|78VULN|8BPWR|9ZMB|aLIT
280	26523 24541	   	160.47	ACR|2VULN|2DMG|1ZMB|1DUR	18MLV|2RCR|38DMG|4aFEWX|5MBVNT|6DUR|78VULN|8BPWR|9ZMB
281	26523 24542	   	160.47	ACR|2VULN|2DMG|1ZMB|1DUR	18MLV|2RCR|38DMG|4FEWX|5MBVNT|6DUR|78VULN|8BPWR|9ZMB|aBELT
282	26523 24543	   	160.47	ACR|2VULN|2DMG|1ZMB|1DUR	18MLV|2RCR|38DMG|4FEWX|5MBVNT|6DUR|78VULN|8BPWR|9ZMB|aCGEN
283	26523 24544	   	160.47	ACR|2VULN|2DMG|1ZMB|1DUR	18MLV|2RCR|38DMG|4FEWX|5MBVNT|6DUR|78VULN|8BPWR|9ZMB|aLHND
284	22251 21133	   	160.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1MLV|2CDMG|3AART|4ASPD|57VULN|6DMG|89FEWX|aRCR
285	22251 21143	   	160.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	19MLV|2CDMG|3AART|4ASPD|57VULN|6DMG|8FEWX|aRCR
286	22251 21643	   	160.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	19MLV|2CDMG|3AART|4ASPD|57VULN|6DMG|8BEXP|aRCR
287	22432 35224	   	160.39	ACR|2DMG|1AART|2CDMG|1FLTHEA	1MLV|24CDMG|3RCR|5FLTHEA|6LWND|7CGEN|8AART|9aDMG
288	42412 11236	   	160.39	ACR|2VULN|1AART|1DMG|1CDMG	1TLV|2CDMG|3RCR|4LIT|5LWND|69VULN|7CGEN|8AART|aDMG
289	46533 32324	   	160.39	ACR|3VULN|2DMG	1TLV|2RCR|38DMG|4LIT|57aVULN|6RCVC|9MBVNT
290	46533 32331	   	160.39	ACR|3DMG|2VULN	1TLV|2RCR|389DMG|4LIT|57VULN|6RCVC|aDUST
291	46533 32332	   	160.39	ACR|3DMG|2VULN	1TLV|2RCR|389DMG|4LIT|57VULN|6RCVC|aERES
292	26331 21222	   	160.37	ACR|2VULN|2DMG|1ZMB|1ASPD	1MLV|2RCR|3ZMB|4LIT|5CGEN|68VULN|79DMG|aASPD
293	26523 14543	   	160.37	ACR|2VULN|2DMG|1ZMB|1DUR	18MLV|2RCR|38DMG|4FEWX|5MBVNT|6DUST|78VULN|8BPWR|9ZMB|aDUR
294	26531 21335	   	160.37	ACR|2VULN|2DMG|1ZMB|1DUR	1MLV|2RCR|37DMG|4LIT|5CGEN|6aVULN|8DUR|9ZMB
295	46333 13313	   	160.37	ACR|2DMG|3ZMB|1VULN|1DUR	17TLV|2RCR|37aZMB|4LIT|5VULN|67aLHND|7aBPWR|8DUR|9aDMG
296	31526 52112	   	160.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2ZMB|3DMG|4FEWX|5BEXP|6RCR|7CDMG|8AART|9TLV|aVULN
297	22242 31331	   	160.33	DCR|2VULN|1AART|2CDMG|1ZMB	1MLV|25CDMG|3AART|4ZMB|6RCR|78LHND|9aVULN
298	22242 32522	   	160.33	DCR|2DMG|1AART|2CDMG|1ZMB	1MLV|25CDMG|3AART|4ZMB|6RCR|7DMSP|89DMG|aFEWX
299	22251 24343	   	160.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	19MLV|2CDMG|3AART|4ASPD|58VULN|6DMG|7DUST|aRCR
300	15212 12424	 * 	160.30	DCR|3VULN|1DMG|1FLTHEA|1DUR|1ASPD	1DUST|25aVULN|3ASPD|4FEWX|6DUR|7FLTHEA|8RCR|9DMG
301	15222 12424	   	160.30	DCR|3VULN|1DMG|1FLTHEA|1DUR|1ASPD	1DUST|25aVULN|3ASPD|4BEXP|6DUR|7FLTHEA|8RCR|9DMG
302	15232 12424	   	160.30	DCR|3VULN|1DMG|1FLTHEA|1DUR|1ASPD	1DUST|25aVULN|3ASPD|4LWND|6DUR|7FLTHEA|8RCR|9DMG
303	22432 32224	   	160.29	ACR|2DMG|1AART|2CDMG|1FLTHEA	1MLV|24CDMG|3RCR|5FLTHEA|6LWND|7ERES|8AART|9aDMG
304	22464 12222	   	160.29	ACR|2VULN|1AART|1DMG|1CDMG	17MLV|2CDMG|3RCR|4ERES|5LSRREG|6aVULN|8AART|9DMG
305	42411 11236	   	160.29	ACR|2VULN|1AART|1DMG|1CDMG	1TLV|2CDMG|3RCR|4LIT|5LEGI|69VULN|7CGEN|8AART|aDMG
306	33332 25553	 * 	160.29	DCR|2VULN|2DMG|3DUR|3RCVC	12aDUR|3RPLT|4aDMG|568RCVC|7RCR|9aVULN|aBPWR
307	26513 41512	   	160.28	ACR|2DMG|1AART|1VULN|2DUR	18MLV|2RCR|38DMG|4BEXP|5MBVNT|6VULN|78DUR|8BPWR|9ERES|aAART
308	26335 21226	   	160.27	ACR|2VULN|2DMG|1ZMB|1ASPD	1MLV|2RCR|3ZMB|4LIT|5ERES|68VULN|79DMG|aASPD
309	46331 21222	   	160.27	ACR|2VULN|2DMG|1ZMB|1ASPD	1TLV|2RCR|3ZMB|4LIT|5CGEN|68VULN|79DMG|aASPD
310	22242 32523	   	160.23	DCR|2DMG|1AART|2CDMG|1ZMB	1MLV|25CDMG|3AART|4ZMB|6RCR|7DMSP|89DMG|aDUST
311	22242 35612	   	160.23	DCR|2VULN|1AART|2CDMG|1ZMB	1MLV|25CDMG|3AART|4ZMB|6RCR|7CGEN|8aVULN|9TLV
312	42242 31331	   	160.23	DCR|2VULN|1AART|2CDMG|1ZMB	1TLV|25CDMG|3AART|4ZMB|6RCR|78LHND|9aVULN
313	42242 32522	   	160.23	DCR|2DMG|1AART|2CDMG|1ZMB	1TLV|25CDMG|3AART|4ZMB|6RCR|7DMSP|89DMG|aFEWX
314	42432 32224	   	160.19	ACR|2DMG|1AART|2CDMG|1FLTHEA	1TLV|24CDMG|3RCR|5FLTHEA|6LWND|7ERES|8AART|9aDMG
315	46123 23431	   	160.15	ACR|2VULN|1AART|1DMG|1ZMB	1TLV|2RCR|3CGEN|4FEWX|5RPLT|6aVULN|7ZMB|8AART|9DMG
316	42242 32523	   	160.13	DCR|2DMG|1AART|2CDMG|1ZMB	1TLV|25CDMG|3AART|4ZMB|6RCR|7DMSP|89DMG|aDUST
317	22422 13453	 * 	160.09	ACR|2DMG|1AART|1VULN|1CDMG	1aMLV|2CDMG|3RCR|4RMIN|5aDMG|6LHND|7VULN|8aLIT|9AART|aBPWR
318	22422 33453	   	160.09	ACR|2DMG|1AART|1VULN|1CDMG	1aMLV|2CDMG|3RCR|4RMIN|5aDMG|6LWND|7VULN|8aLIT|9AART|aBPWR
319	46313 22231	   	160.05	ACR|2VULN|1AART|1DMG|1ZMB	1TLV|2RCR|3ZMB|4BEXP|5RPLT|6aVULN|7ERES|8AART|9DMG
320	46363 22231	   	160.05	ACR|2VULN|1AART|1DMG|1ZMB	1TLV|2RCR|3ZMB|4LWND|5RPLT|6aVULN|7ERES|8AART|9DMG
321	46523 23231	   	160.05	ACR|2VULN|1AART|1DMG|1ZMB	1TLV|2RCR|3DMG|4FEWX|5RPLT|6aVULN|7ZMB|8AART|9NUKE
322	22241 21416	 * 	159.97	DCR|3VULN|1AART|1CDMG|1ZMB	1MLV|2CDMG|3AART|4ZMB|579VULN|6ERES|8LIT|aRCR
323	21333 34222	 * 	159.95	DCR|1AART|1VULN|1DMG|2CDMG|1FLTHEA	1MLV|2LWND|34CDMG|5ERES|6FLTHEA|7RCR|8AART|9DMG|aVULN
324	22412 12113	 * 	159.95	ACR|2VULN|2DMG|2CDMG|1SELL	1MLV|2aCDMG|3RCR|4LIT|5LWND|6aVULN|7SELL|8LHND|9aDMG|aBPWR
325	22223 54221	   	159.87	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	16MLV|2CDMG|3AART|45RCVC|7RCR|8VULN|9DMG|aZMB
326	15512 11343	 * 	159.86	DCR|4VULN|1AART|1DUR	1DUST|258aVULN|3TLV|4FEWX|6DUR|7RCR|9AART
327	41333 34222	   	159.85	DCR|1AART|1VULN|2CDMG|1DMG|1FLTHEA	1TLV|2LWND|34CDMG|5ERES|6FLTHEA|7RCR|8AART|9DMG|aVULN
328	22412 12613	 * 	159.85	ACR|2VULN|2DMG|2CDMG|1SELL	1MLV|2aCDMG|3RCR|4LIT|5LWND|6aVULN|7SELL|8DUST|9aDMG|aBPWR
329	42412 12113	 * 	159.85	ACR|2VULN|2DMG|2CDMG|1SELL	1TLV|2aCDMG|3RCR|4LIT|5LWND|6aVULN|7SELL|8LHND|9aDMG|aBPWR
