0	Index      	 *	Score 	Summary	Detail	
1	51226 33622	 * 	196.05	DCR|2VULN|2DMG|2AART|1CDMG|1DUR	1CDMG|2LHND|35VULN|4DUR|6RCR|7aDMG|89AART
168	51213 11522	   	168.47	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1SELL	1CDMG|2LHND|3aVULN|4SELL|5AART|6RCR|7ASPD|8DUST|9DMG
169	51213 12122	   	168.47	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1CDMG|2LHND|3aVULN|4SELL|5AART|6RCR|7NUKE|8DUR|9DMG
170	51224 12362	   	168.43	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1CDMG|2LHND|38VULN|46DUR|5RCR|7AART|9ERES|aDMG
171	51225 32522	   	168.41	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1CDMG|2LHND|3VULN|4DUR|5DMSP|6RCR|79AART|8ASPD|aDMG
172	54231 32522	   	168.41	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1CDMG|2DUR|3VULN|4CGEN|5MLV|6RCR|79AART|8ASPD|aDMG
173	12433 16341	   	168.37	DCR|3VULN|1AART|1CDMG|1ZMB	1ERES|289VULN|3ZMB|4MLV|5AART|6RCR|7RCVC|aCDMG
174	51213 11222	   	168.33	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|2SELL	1CDMG|2LHND|3aVULN|48SELL|5AART|6RCR|7ASPD|9DMG
175	42522 11322	   	168.16	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1LSRICY|2DUR|348VULN|5AART|6CGEN|7DMG|9ASPD|aRCR
176	43622 11322	   	168.16	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1LSRICY|248VULN|3DUR|5AART|6CGEN|7DMG|9ASPD|aRCR
177	12433 11255	   	168.13	DCR|3VULN|1AART|2ASPD|1ZMB|1SELL	19ERES|29aVULN|3ZMB|4MLV|5AART|6RCR|79ASPD|8SELL|9BPWR
178	22313 14123	   	167.99	DCR|2VULN|1AART|1DMG|2CDMG	1CGEN|2aVULN|3DMG|4ERES|5AART|6RCR|7aDUST|8TLV|9aCDMG|aBPWR
179	22353 14523	   	167.99	DCR|2VULN|1AART|1DMG|2CDMG	1CGEN|2aVULN|3DMG|4TLV|5AART|6RCR|7aDUST|8ERES|9aCDMG|aBPWR
180	55351 32313	   	167.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2LSRREG|3AART|4RCR|5BEXP|6LIT|7aVULN|8DUR|9DMG
181	51224 13611	   	167.93	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	1CDMG|2LHND|3VULN|46DUR|5RCR|7aDMG|8AART|9RPLT
182	51224 13632	   	167.93	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	1CDMG|2LHND|3VULN|46DUR|5RCR|7aDMG|8AART|9RCVC
183	21343 12113	   	167.82	DCR|2VULN|2DMG|1AART|1ZMB	1CGEN|2LHND|36DMG|4FEWX|57VULN|8AART|9RCR|aZMB
184	22341 12113	   	167.82	DCR|2VULN|2DMG|1AART|1ZMB	1CGEN|27VULN|36DMG|4FEWX|5LHND|8AART|9RCR|aZMB
185	23323 12113	   	167.82	DCR|2VULN|2DMG|1AART|1ZMB	1CGEN|2BEXP|36DMG|4LHND|57VULN|8AART|9RCR|aZMB
186	26315 14112	   	167.81	DCR|3VULN|2AART|1ZMB|1DUR	1CGEN|23AART|47aVULN|5DUR|6ZMB|8LHND|9RCR
187	12336 63112	   	167.72	DCR|2VULN|2DMG|1AART|1ZMB	1ERES|2aVULN|37DMG|4MLV|5LWND|6ZMB|8AART|9RCR
188	21333 12113	   	167.72	DCR|2VULN|2DMG|1AART|1ZMB	1CGEN|2LHND|36DMG|4LEGI|57VULN|8AART|9RCR|aZMB
189	21363 12113	   	167.72	DCR|2VULN|2DMG|1AART|1ZMB	1CGEN|2LHND|36DMG|4DUST|57VULN|8AART|9RCR|aZMB
190	22321 12113	   	167.72	DCR|2VULN|2DMG|1AART|1ZMB	1CGEN|27VULN|36DMG|4LHND|5LEGI|8AART|9RCR|aZMB
191	22361 12113	   	167.72	DCR|2VULN|2DMG|1AART|1ZMB	1CGEN|27VULN|36DMG|4DUST|5LHND|8AART|9RCR|aZMB
192	22363 16113	   	167.72	DCR|2VULN|2DMG|1AART|1ZMB	1CGEN|27VULN|36DMG|4DUST|5LWND|8AART|9RCR|aZMB
193	12356 63112	   	167.62	DCR|2VULN|2DMG|1AART|1ZMB	1ERES|2aVULN|37DMG|4TLV|5LWND|6ZMB|8AART|9RCR
194	11363 12113	   	167.62	DCR|2VULN|2DMG|1AART|1ZMB	1ERES|2LHND|36DMG|4DUST|57VULN|8AART|9RCR|aZMB
195	12361 12113	   	167.62	DCR|2VULN|2DMG|1AART|1ZMB	1ERES|27VULN|36DMG|4DUST|5LHND|8AART|9RCR|aZMB
196	12363 16113	   	167.62	DCR|2VULN|2DMG|1AART|1ZMB	1ERES|27VULN|36DMG|4DUST|5LWND|8AART|9RCR|aZMB
197	51226 32142	   	167.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2LHND|35VULN|4DUR|6RCR|7AART|8RCVC|9MLV|aDMG
198	51226 32242	   	167.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2LHND|35VULN|4DUR|6RCR|7AART|8DMSP|9MLV|aDMG
199	51226 32411	   	167.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2LHND|35VULN|4DUR|6RCR|7AART|8RMIN|9RPLT|aDMG
200	51226 32432	   	167.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2LHND|35VULN|4DUR|6RCR|7AART|8RMIN|9RCVC|aDMG
201	51226 32611	   	167.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2LHND|35VULN|4DUR|6RCR|7AART|8CGEN|9RPLT|aDMG
202	51226 32632	   	167.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2LHND|35VULN|4DUR|6RCR|7AART|8CGEN|9LWND|aDMG
203	51225 32342	   	167.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2LHND|38VULN|4DUR|5DMSP|6RCR|7AART|9MLV|aDMG
204	22124 63232	   	167.59	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	1CGEN|27VULN|3AIRHEA|46DMG|5ASPD|8DUR|9AART|aRCR
205	26521 25311	   	167.59	DCR|2VULN|1AART|1DMG|2CDMG	1CGEN|2AART|35CDMG|45VULN|5BPWR|6DUST|7RCR|8BEXP|9RPLT|aDMG
206	22313 46312	   	167.58	DCR|3VULN|1AART|1DMG|1ZMB	1CGEN|27aVULN|3DMG|4ERES|5AART|6LWND|8ZMB|9RCR
207	22353 46312	   	167.58	DCR|3VULN|1AART|1DMG|1ZMB	1CGEN|27aVULN|3DMG|4TLV|5AART|6LWND|8ZMB|9RCR
208	46323 32322	   	167.56	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1LSRICY|2CGEN|358VULN|4DMG|6AART|7DUR|9ASPD|aRCR
209	21114 64232	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2LHND|3BASHEA|49VULN|5CDMG|6RCR|7AART|8DMG|aDUR
210	51226 32162	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2LHND|35VULN|4DUR|6RCR|7AART|8RCVC|9ERES|aDMG
211	51226 32262	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2LHND|35VULN|4DUR|6RCR|7AART|8DMSP|9ERES|aDMG
212	51225 32362	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2LHND|38VULN|4DUR|5DMSP|6RCR|7AART|9ERES|aDMG
213	12124 63232	   	167.49	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	1ERES|27VULN|3AIRHEA|46DMG|5ASPD|8DUR|9AART|aRCR
214	22123 32322	   	167.46	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1CGEN|258VULN|3AIRHEA|4DMG|6AART|7DUR|9ASPD|aRCR
215	12123 32162	   	167.22	DCR|2VULN|2AART|1DMG|1ZMB|1DUR	1ERES|25VULN|3AIRHEA|4DMG|69AART|7DUR|8ZMB|aRCR
216	12153 32562	   	167.22	DCR|2VULN|2AART|1DMG|1ZMB|1DUR	1ERES|25VULN|3AIRHEA|4ZMB|69AART|7DUR|8DMG|aRCR
217	12123 33466	   	167.15	DCR|2VULN|2DMG|1AART|1ASPD	1ERES|25VULN|3AIRHEA|4aDMG|6AART|7LWND|8RCR|9ASPD
218	22333 23112	   	167.11	DCR|3VULN|1AART|1DMG|2DUR	1CGEN|26aVULN|3DMG|47DUR|5LWND|8AART|9RCR
219	22335 22112	   	167.11	DCR|3VULN|1AART|1DMG|2DUR	1CGEN|27aVULN|3DMG|45DUR|6LHND|8AART|9RCR
220	51226 33633	   	167.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2LHND|35VULN|4DUR|6RCR|7DMG|8AART|9RCVC|aBELT
221	51225 33611	   	167.01	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2LHND|3VULN|4DUR|5DMSP|6RCR|7aDMG|8AART|9RPLT
222	51225 33632	   	167.01	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2LHND|3VULN|4DUR|5DMSP|6RCR|7aDMG|8AART|9RCVC
223	54231 33611	   	167.01	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2DUR|3VULN|4CGEN|5MLV|6RCR|7aDMG|8AART|9RPLT
224	54231 33632	   	167.01	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1CDMG|2DUR|3VULN|4CGEN|5MLV|6RCR|7aDMG|8AART|9RCVC
225	51226 33631	   	166.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2LHND|35VULN|4DUR|6RCR|7DMG|8AART|9RCVC|aDUST
226	21114 64233	   	166.89	DCR|2VULN|1AART|1DMG|2CDMG	1CGEN|2LHND|3BASHEA|49VULN|5aCDMG|6RCR|7AART|8DMG
227	12123 33366	   	166.88	DCR|3VULN|1AART|1DMG|1ZMB	1ERES|258VULN|3AIRHEA|4DMG|6AART|7LWND|9RCR|aZMB
228	26521 31734	 * 	166.82	DCR|3VULN|1AART|3CDMG	19CGEN|2AART|356CDMG|45aVULN|5BPWR|7MBVNT|8RCR
229	26521 31744	   	166.82	DCR|3VULN|1AART|3CDMG	1CGEN|2AART|356CDMG|45aVULN|5BPWR|7MBVNT|8RCR|9RCVC
230	42112 11426	   	166.76	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	13LSRICY|23DUR|3BPWR|49VULN|5AART|6CGEN|7DMG|8RCR|aZMB
231	42112 31426	   	166.76	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	13LSRICY|23DUR|3BPWR|49VULN|5AART|6RMIN|7DMG|8RCR|aZMB
232	42552 31312	   	166.61	DCR|3VULN|1AART|1DMG|2DUR	1LSRICY|24DUR|348VULN|4BPWR|5AART|6RMIN|7DMG|9CGEN|aRCR
233	43652 31312	   	166.61	DCR|3VULN|1AART|1DMG|2DUR	1LSRICY|248VULN|34DUR|4BPWR|5AART|6RMIN|7DMG|9CGEN|aRCR
234	51632 13326	   	166.60	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CDMG|2LHND|3ERES|4RPLT|5RCR|69DMG|7ZMB|8AART|aVULN
235	22353 11463	 * 	166.54	DCR|2AART|1VULN|1DMG|2ASPD|1ZMB	1CGEN|2VULN|3DMG|4TLV|59AART|6RCR|78ASPD|aZMB
236	42552 23222	   	166.51	DCR|3VULN|1AART|1DMG|2DUR	1LSRICY|24DUR|349VULN|4BPWR|5AART|6DUST|7RMIN|8DMG|aRCR
237	43652 23222	   	166.51	DCR|3VULN|1AART|1DMG|2DUR	1LSRICY|249VULN|34DUR|4BPWR|5AART|6DUST|7RMIN|8DMG|aRCR
238	22313 11363	   	166.51	DCR|2AART|2VULN|1DMG|1ASPD	1CGEN|28VULN|3DMG|4ERES|59AART|6RCR|7ASPD|aLHND
239	22313 11364	   	166.51	DCR|2AART|2VULN|1DMG|1ASPD	1aCGEN|28VULN|3DMG|4ERES|59AART|6RCR|7ASPD
240	51226 33143	   	166.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2LHND|35VULN|4DUR|6RCR|7DMG|8aBEXP|9AART
241	51226 33343	   	166.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2LHND|35VULN|4DUR|6RCR|7DMG|8LWND|9AART|aBEXP
242	22313 11362	   	166.41	DCR|2AART|2VULN|1DMG|1ASPD	1CGEN|28VULN|3DMG|4aERES|59AART|6RCR|7ASPD
243	22313 11366	   	166.41	DCR|2AART|2VULN|1DMG|1ASPD	1CGEN|28VULN|3DMG|4ERES|59AART|6RCR|7ASPD|aTLV
244	26335 12512	   	166.41	DCR|2AART|2VULN|1DMG|2DUR	1CGEN|23AART|45DUR|6aVULN|7DUST|8DMG|9RCR
245	12236 43362	   	166.31	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1ERES|2VULN|3RCVC|4aDMG|5CDMG|6RCR|7CGEN|8DUR|9AART
246	51226 33142	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2LHND|35VULN|4DUR|6RCR|7DMG|8BEXP|9AART|aNUKE
247	51226 33342	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2LHND|35VULN|4DUR|6RCR|7DMG|8LWND|9AART|aNUKE
248	12316 43362	   	166.21	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	14ERES|2VULN|3aDMG|5CDMG|6RCR|7CGEN|8DUR|9AART
249	12333 11623	   	166.07	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ERES|2VULN|39DMG|4MLV|5AART|6RCR|7ASPD|8LHND|aZMB
250	12433 11622	   	166.07	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ERES|2aVULN|3ZMB|4MLV|5AART|6RCR|7ASPD|8LHND|9DMG
251	22313 11323	   	166.07	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1CGEN|28VULN|3DMG|4ERES|5AART|6RCR|7ASPD|9LWND|aZMB
252	22413 11341	   	166.07	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1CGEN|28VULN|3ZMB|4ERES|5AART|6RCR|7ASPD|9DMG|aMLV
253	22413 11343	   	166.07	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1aCGEN|28VULN|3ZMB|4ERES|5AART|6RCR|7ASPD|9DMG
254	22413 11344	   	166.07	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1CGEN|28VULN|3ZMB|4ERES|5AART|6RCR|7ASPD|9DMG|aLHND
