0	Index      	 *	Score 	Summary	Detail	
1	63235 33263	 * 	202.60	ACR|2DMG|3ZMB|1AART|2CDMG|1VULN	1RCR|23aZMB|4AART|5VULN|6aCDMG|7CGEN|8LIT|9aDMG|aBPWR
165	63211 21261	   	180.85	ACR|3VULN|1AART|1DMG|2ZMB	1RCR|23ZMB|459VULN|6MGNSTR|7DMG|8DUST|aAART
166	63211 21671	   	180.85	ACR|3VULN|1AART|1DMG|2ZMB	1RCR|23ZMB|459VULN|6MGNSTR|7DMG|8MBVNT|aAART
167	22252 11651	   	180.77	DCR|3VULN|2AART|3CDMG	149VULN|25AART|3RPLT|69aCDMG|7RCR|8DMSP|9BPWR
168	63526 21333	   	180.75	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	1RCR|25ZMB|35VULN|4RPLT|5BPWR|6LIT|7AART|8DMG|9ERES|aCDMG
169	63251 25313	   	180.63	ACR|2VULN|3ZMB|1AART|1DMG	1RCR|236ZMB|48CGEN|5DMG|7AART|9aVULN
170	66323 31235	   	180.63	ACR|3VULN|1AART|2CDMG|2DUR	1RCR|25DUR|39CDMG|48aVULN|6AART|7RPLT
171	21413 21412	 * 	180.44	ACR|4VULN|3DMG	149aVULN|23ERES|5RCR|69AIRHEL|789DMG|9BPWR
172	22561 21215	 * 	180.44	ACR|4VULN|2AART|1CDMG	189aVULN|24AART|3CDMG|5RCR|6LWND|7RPLT
173	22561 31215	   	180.44	ACR|4VULN|2AART|1CDMG	189aVULN|24AART|3CDMG|5RCR|6FEWX|7RPLT
174	63211 51632	   	180.38	ACR|2VULN|1AART|1DMG|2ZMB|1DUR|1ASPD	1RCR|23ZMB|45VULN|6DUR|7ASPD|8AART|9DMG|aLHND
175	63233 43234	   	180.35	ACR|2AART|2VULN|1DMG|2ZMB	1RCR|23ZMB|49AART|5RPLT|6DMG|78VULN|aLIT
176	63235 32343	   	180.35	ACR|3VULN|1AART|2ZMB|1CDMG	1RCR|23ZMB|4AART|59aVULN|6CDMG|7RCVC|8BEXP
177	66113 13134	   	180.25	ACR|3DMG|2AART|2DUR|1ASPD	1RCR|25DUR|3BELT|47AART|69aDMG|8ASPD
178	22654 12231	   	180.22	DCR|2VULN|2DMG|1AART|1ZMB	18VULN|2AART|3LHND|4aDMG|5ZMB|6RCR|7LIT|9RCVC
179	63511 21361	   	180.21	ACR|3VULN|1AART|1DMG|1ZMB	1RCR|2ZMB|359VULN|4RCVC|6MGNSTR|7DMG|8BEXP|aAART
180	63221 61631	   	180.15	ACR|2VULN|1AART|1DMG|2ZMB|2ASPD	1RCR|23ZMB|46FEWX|56VULN|6BPWR|7aASPD|8AART|9DMG
181	63511 21261	   	180.11	ACR|3VULN|1AART|1DMG|1ZMB	1RCR|2ZMB|359VULN|4RCVC|6MGNSTR|7DMG|8DUST|aAART
182	66111 12532	   	180.03	ACR|2DMG|1AART|1VULN|2ASPD|2DUR	1RCR|29DUR|3BELT|4AART|5VULN|69ASPD|7RPLT|89DMG|9BPWR|aLIT
183	63211 61631	   	179.95	ACR|2VULN|1AART|1DMG|2ZMB|2ASPD	1RCR|23ZMB|45VULN|6DUST|7aASPD|8AART|9DMG
184	63235 11123	   	179.93	ACR|3VULN|3ZMB|1AART	1RCR|239ZMB|4AART|59aVULN|6RMIN|79TLV|8RCVC|9BPWR
185	66111 12533	   	179.93	ACR|2DMG|1AART|1VULN|2ASPD|2DUR	1RCR|29DUR|3BELT|4AART|5VULN|69ASPD|7RPLT|89DMG|9BPWR|aDUST
186	66113 12412	   	179.93	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	1RCR|25DUR|39BELT|4AART|6aDMG|7VULN|8CDMG
187	66113 12423	   	179.83	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1RCR|25DUR|3BELT|4AART|6DMG|79VULN|8CDMG|aERES
188	66113 12433	   	179.83	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	1RCR|25DUR|3BELT|4AART|69DMG|7VULN|8CDMG|aERES
189	66113 32432	   	179.83	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1RCR|25DUR|3BELT|4AART|6TLV|7aVULN|8CDMG|9DMG
190	22256 11135	   	179.81	DCR|4VULN|1AART|1CDMG|1DUR	1459VULN|2AART|3RPLT|6CDMG|7RCR|8RCVC|aDUR
191	63251 12263	   	179.63	ACR|2DMG|3ZMB|1AART|1VULN	1RCR|238ZMB|46CGEN|58DMG|78LWND|8BPWR|9AART|aVULN
192	63211 62263	   	179.43	ACR|2VULN|3ZMB|1AART|1DMG	1RCR|238ZMB|45VULN|68DUST|78LWND|8BPWR|9AART|aDMG
193	22252 11523	   	179.32	DCR|3VULN|2AART|1CDMG|1ZMB	149VULN|25AART|3RPLT|6CDMG|7RCR|8ZMB|aLWND
194	22252 11524	   	179.32	DCR|3VULN|2AART|1CDMG|1ZMB	149VULN|25AART|3RPLT|6CDMG|7RCR|8ZMB|aLHND
195	22256 11152	   	179.29	DCR|4VULN|1AART|2CDMG	1459VULN|2AART|3RPLT|69CDMG|7RCR|8RCVC|9BPWR|aCGEN
196	22256 11153	   	179.29	DCR|4VULN|1AART|2CDMG	1459VULN|2AART|3RPLT|69CDMG|7RCR|8RCVC|9BPWR|aLIT
197	22561 15133	 * 	179.26	ACR|2AART|2VULN|1DMG|2CDMG	1aVULN|24AART|36CDMG|5RCR|7RCVC|8FEWX|9DMG
198	22561 15231	   	179.26	ACR|2AART|2VULN|1DMG|2CDMG	1aVULN|24AART|36CDMG|5RCR|7RCVC|8LIT|9DMG
199	23326 36235	   	179.24	ACR|3VULN|1AART|1DMG|1CDMG|1DUR|1SELL	14aVULN|2DUR|3SELL|5RCR|6AART|7CDMG|8RMIN|9DMG
200	22611 16432	   	179.23	DCR|3VULN|1AART|1DMG|1CDMG	14aVULN|2AART|3LHND|5ERES|6RCR|7BELT|8CDMG|9DMG
201	22252 11522	   	179.22	DCR|3VULN|2AART|1CDMG|1ZMB	149VULN|25AART|3RPLT|6CDMG|7RCR|8ZMB|aDUST
202	22256 11131	   	179.19	DCR|4VULN|1AART|2CDMG	1459VULN|2AART|3RPLT|6aCDMG|7RCR|8RCVC
203	61612 21141	   	179.07	ACR|2VULN|2DMG|1AART|1DUR	1RCR|2CANHEL|3AART|4BEXP|59DMG|6aVULN|7CGEN|8DUR
204	61622 21141	   	179.07	ACR|2VULN|2DMG|1AART|1DUR	1RCR|2CANHEL|3AART|4FEWX|59DMG|6aVULN|7CGEN|8DUR
205	65311 21412	   	179.04	ACR|3VULN|3DMG	1RCR|29ERES|35aVULN|4RCVC|69AIRHEL|789DMG|9BPWR
206	23326 36151	 * 	178.93	ACR|3VULN|3CDMG|1AART|2DUR|1SELL	149VULN|29DUR|3SELL|5RCR|6AART|79aCDMG|8RCVC|9BPWR
207	63235 35121	   	178.84	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG|1ASPD|1DUR	1RCR|23ZMB|4AART|5VULN|6CDMG|7DUR|8ASPD|9DMG|aBELT
208	63235 35123	   	178.84	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR|1ASPD	1RCR|23ZMB|4AART|5VULN|6CDMG|7DUR|8ASPD|9DMG|aLHND
209	63234 36122	   	178.84	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG|1ASPD|1DUR	1RCR|23ZMB|4AART|5BEXP|6CDMG|7DUR|8ASPD|9DMG|aVULN
210	63215 21121	   	178.83	ACR|2VULN|3ZMB|1AART|1DMG	1RCR|235ZMB|45VULN|5BPWR|6FEWX|7DLOT|8CGEN|9DMG|aAART
211	63215 31121	   	178.83	ACR|2VULN|3ZMB|1AART|1DMG	1RCR|235ZMB|45VULN|5BPWR|6LWND|7DLOT|8CGEN|9DMG|aAART
212	63211 21141	 * 	178.79	ACR|4VULN|1DMG|2ZMB|1ASPD	1RCR|23ZMB|4589VULN|6MGNSTR|7DMG|aASPD
213	62161 43113	   	178.74	ACR|3VULN|1AART|1DMG|1ASPD	1RCR|2DUST|3RCVC|4DMG|59aVULN|6AART|7ASPD|8CGEN
214	63235 35122	   	178.74	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR|1ASPD	1RCR|23ZMB|4AART|5VULN|6CDMG|7DUR|8ASPD|9DMG|aERES
215	63232 36122	   	178.74	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG|1ASPD|1DUR	1RCR|23ZMB|4AART|5DUST|6CDMG|7DUR|8ASPD|9DMG|aVULN
216	63215 11121	   	178.73	ACR|2VULN|3ZMB|1AART|1DMG	1RCR|235ZMB|45VULN|5BPWR|6DUST|7DLOT|8CGEN|9DMG|aAART
217	63215 21421	   	178.73	ACR|2VULN|3ZMB|1AART|1DMG	1RCR|235ZMB|45VULN|5BPWR|6FEWX|7DLOT|8TLV|9DMG|aAART
218	63215 31421	   	178.73	ACR|2VULN|3ZMB|1AART|1DMG	1RCR|235ZMB|45VULN|5BPWR|6LWND|7DLOT|8TLV|9DMG|aAART
219	22223 34444	 * 	178.69	ACR|3VULN|2DMG|1AART	19aVULN|2AART|3RPLT|489DUST|5RCR|69DMG|7MBVNT|9BPWR
220	25511 21141	   	178.68	DCR|4VULN|1AART|1DMG|1ZMB	1348VULN|2ZMB|5MBVNT|6MGNSTR|7DMG|9RCR|aAART
221	63215 11421	   	178.63	ACR|2VULN|3ZMB|1AART|1DMG	1RCR|235ZMB|45VULN|5BPWR|6DUST|7DLOT|8TLV|9DMG|aAART
222	66323 32121	   	178.63	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1RCR|25DUR|3CDMG|49VULN|6AART|7LSRREG|8DMG|aLWND
223	66323 32122	   	178.63	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1RCR|25DUR|3CDMG|49VULN|6AART|7LSRREG|8DMG|aMLV
224	66323 32126	   	178.63	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1RCR|25DUR|3CDMG|49VULN|6AART|7LSRREG|8DMG|aCGEN
225	63233 36221	 * 	178.62	ACR|2VULN|3ZMB|1AART|3DUR	1RCR|239ZMB|4AART|5RPLT|69aDUR|7BELT|89VULN|9BPWR
226	22654 12211	   	178.62	DCR|2VULN|2DMG|1AART|1ZMB	18VULN|2AART|3LHND|4aDMG|5ZMB|6RCR|79LIT
227	63235 32531	   	178.62	ACR|2AART|1VULN|1DMG|2ZMB|1CDMG	1RCR|23ZMB|48AART|5VULN|6CDMG|7RCVC|9DMG|aLIT
228	63235 32533	   	178.62	ACR|2AART|1VULN|1DMG|2ZMB|1CDMG	1RCR|23ZMB|48AART|5VULN|6CDMG|7RCVC|9DMG|aRPLT
229	22135 42632	   	178.60	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	17VULN|2AART|37ERES|4FEWX|5CDMG|67DMG|7BPWR|8BEXP|9DUR|aRCR
230	66323 32123	   	178.53	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1RCR|25DUR|3CDMG|49VULN|6AART|7LSRREG|8DMG|aDUST
231	66323 32124	   	178.53	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1RCR|25DUR|3CDMG|49VULN|6AART|7LSRREG|8DMG|aERES
232	63235 33531	   	178.50	ACR|3ZMB|1AART|1VULN|1DMG|1CDMG	1RCR|23aZMB|4AART|5VULN|6CDMG|78CGEN|9DMG
233	63235 24216	   	178.49	ACR|4VULN|1AART|2ZMB	1RCR|23ZMB|4AART|589aVULN|6MBVNT|7LWND
234	12632 64222	   	178.47	DCR|3VULN|2DMG|1AART	1LHND|2AART|3LWND|4FEWX|569VULN|7aDMG|8RCR
235	22614 34222	   	178.47	DCR|3VULN|2DMG|1AART	149VULN|2AART|3LHND|5FEWX|6LWND|7aDMG|8RCR
236	63233 46232	   	178.40	ACR|3ZMB|1AART|1VULN|1DMG|1CDMG	1RCR|239ZMB|4AART|5RPLT|6DMG|7CDMG|8DUST|aVULN
237	22615 34222	   	178.37	DCR|3VULN|2DMG|1AART	149VULN|2AART|3LHND|5LEGI|6LWND|7aDMG|8RCR
238	22153 52522	   	178.27	DCR|3VULN|2DMG|1AART	15aVULN|2AART|3ERES|4TLV|69DMG|7BELT|8RCR
239	66113 13132	   	178.25	ACR|2AART|2DMG|1CDMG|2DUR|1ASPD	1RCR|25DUR|3BELT|47AART|69DMG|8ASPD|aCDMG
240	63211 53422	   	178.22	ACR|3VULN|3ZMB|1DMG|1DUR	1RCR|238ZMB|459VULN|6DUR|7RPLT|aDMG
241	63235 31131	   	178.22	ACR|1AART|1VULN|1DMG|2CDMG|2ZMB|1ASPD	1RCR|23ZMB|4AART|5VULN|67CDMG|8RPLT|9DMG|aASPD
242	63233 43631	   	178.21	ACR|1AART|1VULN|1DMG|2CDMG|2ZMB|1ASPD	1RCR|23ZMB|4AART|5RPLT|6DMG|7VULN|89CDMG|aASPD
243	63215 43313	 * 	178.15	ACR|5VULN|3ZMB	1RCR|235ZMB|4569aVULN|5BPWR|7LIT|8DUST
244	63511 21141	   	178.04	ACR|4VULN|1DMG|1ZMB|1ASPD	1RCR|2ZMB|3589VULN|4RCVC|6MGNSTR|7DMG|aASPD
245	63235 24218	   	178.04	ACR|3VULN|1AART|2ZMB|1CDMG	1RCR|23ZMB|4AART|589VULN|6MBVNT|7LWND|aCDMG
246	63235 11223	   	178.02	ACR|3VULN|3ZMB|1AART	1RCR|239ZMB|4AART|59aVULN|68RMIN|79TLV|9BPWR
247	22511 63122	   	178.01	DCR|3VULN|1AART|2CDMG|2DUR	19aVULN|2AART|3aCDMG|4BEXP|5LWND|6RCR|7BELT|8aDUR|aBPWR
248	63236 14213	 * 	177.94	ACR|3DMG|1AART|2ZMB|1CDMG	1RCR|23ZMB|4AART|5ERES|6LSRHEA|7CDMG|89aDMG
249	22521 23122	   	177.91	DCR|3VULN|1AART|2CDMG|2DUR	19aVULN|2AART|3aCDMG|4DUST|5LWND|6RCR|7BELT|8aDUR|aBPWR
250	22256 11411	   	177.91	DCR|4VULN|1AART|1CDMG|1ASPD	1459VULN|2AART|3RPLT|6CDMG|7RCR|8LHND|aASPD
251	63532 63233	   	177.85	ACR|4VULN|3ZMB|2DUR	1RCR|268ZMB|368aVULN|49BELT|5RMIN|68BPWR|78DUR
252	22256 11211	   	177.81	DCR|4VULN|1AART|1CDMG|1ASPD	1459VULN|2AART|3RPLT|6CDMG|7RCR|8DUST|aASPD
253	22345 33215	   	177.79	DCR|5VULN|1AART|1ASPD	1569aVULN|2AART|3ASPD|4RCVC|7CGEN|8RCR
254	61622 63111	   	177.78	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1RCR|2CANHEL|3AART|4FEWX|5DMG|6ZMB|78DUR|9aVULN
255	63215 21612	   	177.75	ACR|4VULN|3ZMB|2DUR	1RCR|235ZMB|459aVULN|59BPWR|69FEWX|7DLOT|89DUR
256	66111 12422	 * 	177.73	ACR|2AART|2VULN|3ASPD|2DUR	1RCR|29DUR|3BELT|48AART|59VULN|69aASPD|7RPLT|9BPWR
257	22561 34122	   	177.68	ACR|2AART|2VULN|1DMG|1CDMG|1ASPD	1aVULN|24AART|3CDMG|5RCR|6FEWX|7CGEN|8ASPD|9DMG
258	22334 14632	   	177.68	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB|1ASPD	1VULN|2AART|3ASPD|4FEWX|5ZMB|6RCR|7DMG|8CDMG|9FLTHEA|aMLV
259	22314 14413	   	177.66	DCR|3VULN|2DMG|1AART|1ZMB|1ASPD|1MSE	19aVULN|2AART|3ASPD|4MSE|5ZMB|6RCR|78DMG
260	22624 16113	   	177.66	DCR|4VULN|1AART|1ZMB|1ASPD	179aVULN|2AART|3LHND|4ASPD|5ZMB|6RCR|8CGEN
261	22561 22125	   	177.58	ACR|2AART|2VULN|1DMG|1CDMG|1DUR	19VULN|24AART|3CDMG|5RCR|6LWND|7LSRREG|8DMG|aDUR
262	22561 32125	   	177.58	ACR|2AART|2VULN|1DMG|1CDMG|1DUR	19VULN|24AART|3CDMG|5RCR|6FEWX|7LSRREG|8DMG|aDUR
263	63215 11612	   	177.55	ACR|4VULN|3ZMB|2DUR	1RCR|235ZMB|459aVULN|59BPWR|69DUST|7DLOT|89DUR
264	22223 62232	   	177.50	ACR|4VULN|1AART|1DMG	168aVULN|2AART|3RPLT|4DUST|5RCR|7RCVC|9DMG
265	63532 63211	   	177.40	ACR|3VULN|3ZMB|1CDMG|2DUR	1RCR|268ZMB|368VULN|4BELT|5RMIN|68BPWR|78DUR|9CDMG|aBEXP
266	63215 21613	   	177.30	ACR|3VULN|3ZMB|1CDMG|2DUR	1RCR|235ZMB|459VULN|59BPWR|69FEWX|7DLOT|89DUR|aCDMG
267	22256 11631	   	177.28	DCR|4VULN|1AART|2CDMG	1459VULN|2AART|3RPLT|6aCDMG|7RCR|8DMSP
268	22256 11235	   	177.18	DCR|4VULN|1AART|2CDMG	145aVULN|2AART|3RPLT|69CDMG|7RCR|8DUST
269	66113 12161	   	177.18	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1RCR|25DUR|3BELT|4AART|6DMG|79VULN|8ERES|aZMB
270	63532 63213	   	177.16	ACR|3VULN|3ZMB|1CDMG|2DUR|1SELL	1RCR|268ZMB|368VULN|4BELT|5RMIN|68BPWR|78DUR|9CDMG|aSELL
271	22252 11135	   	177.16	DCR|3VULN|2AART|1CDMG|1DUR	149VULN|25AART|3RPLT|6CDMG|7RCR|8RCVC|aDUR
272	63233 43211	   	177.14	ACR|2VULN|1AART|1DMG|2ZMB|1ASPD	1RCR|23ZMB|4AART|5RPLT|6DMG|78VULN|9ASPD|aRCVC
273	61612 23151	   	177.14	ACR|3VULN|1AART|1DMG|1ASPD	1RCR|2CANHEL|3AART|4BEXP|5DMG|68aVULN|7LHND|9ASPD
274	61622 23151	   	177.14	ACR|3VULN|1AART|1DMG|1ASPD	1RCR|2CANHEL|3AART|4FEWX|5DMG|68aVULN|7LHND|9ASPD
275	61612 25121	   	177.14	ACR|3VULN|1AART|1DMG|1DUR	1RCR|2CANHEL|3AART|4BEXP|5DMG|68aVULN|7DUR|9MLV
276	61612 25231	   	177.14	ACR|3VULN|1AART|1DMG|1DUR	1RCR|2CANHEL|3AART|4BEXP|5DMG|69aVULN|7DUR|8RMIN
277	61622 25121	   	177.14	ACR|3VULN|1AART|1DMG|1DUR	1RCR|2CANHEL|3AART|4FEWX|5DMG|68aVULN|7DUR|9MLV
278	61622 25231	   	177.14	ACR|3VULN|1AART|1DMG|1DUR	1RCR|2CANHEL|3AART|4FEWX|5DMG|69aVULN|7DUR|8RMIN
279	22223 32664	 * 	177.14	ACR|2DMG|1AART|1VULN|1FLTHEA|1ZMB|1DUR	1VULN|2AART|3RPLT|4DUST|5RCR|6aDMG|7DUR|8ZMB|9FLTHEA
280	22223 35164	   	177.14	ACR|2DMG|1AART|1VULN|1FLTHEA|1ZMB|1DUR	1VULN|2AART|3RPLT|4DUST|5RCR|6aDMG|7ZMB|8DUR|9FLTHEA
281	63215 11613	   	177.10	ACR|3VULN|3ZMB|1CDMG|2DUR	1RCR|235ZMB|459VULN|59BPWR|69DUST|7DLOT|89DUR|aCDMG
282	22561 43211	   	177.06	ACR|2AART|2DMG|1VULN|2CDMG	1VULN|24AART|37CDMG|5RCR|6MGNSTR|89DMG|aCGEN
283	22561 43212	   	177.06	ACR|2AART|2DMG|1VULN|2CDMG	1VULN|24AART|37CDMG|5RCR|6MGNSTR|89DMG|aLWND
284	61612 22151	   	177.04	ACR|3VULN|1AART|1DMG|1ASPD	1RCR|2CANHEL|3AART|4BEXP|5DMG|68aVULN|7DUST|9ASPD
285	61622 22151	   	177.04	ACR|3VULN|1AART|1DMG|1ASPD	1RCR|2CANHEL|3AART|4FEWX|5DMG|68aVULN|7DUST|9ASPD
286	12542 62221	   	177.03	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	19LHND|2AART|39CDMG|4VULN|5DUR|6RCR|7BELT|89DMG|9BPWR|aMBVNT
287	12542 62223	   	177.03	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	19LHND|2AART|39CDMG|4VULN|5DUR|6RCR|7BELT|89DMG|9BPWR|aERES
288	22223 21561	   	177.01	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	19VULN|2AART|3RPLT|4DUST|5RCR|6ASPD|78DMG|aDUR
289	22561 11632	   	176.96	ACR|2AART|2VULN|1DMG|2CDMG	1aVULN|24AART|36CDMG|5RCR|7DUST|8BEXP|9DMG
290	22256 11422	   	176.93	DCR|3VULN|1AART|1DMG|1CDMG	145VULN|2AART|3RPLT|6CDMG|7RCR|8LHND|9LWND|aDMG
291	63526 32313	   	176.93	ACR|3VULN|3ZMB|1AART	1RCR|258ZMB|358VULN|4RPLT|58BPWR|68CGEN|7RCVC|9LIT|aAART
292	22223 66235	 * 	176.92	ACR|3VULN|3AART|1DMG	168VULN|27aAART|3RPLT|4DUST|5RCR|9DMG
293	22651 34111	   	176.79	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	19VULN|2AART|3LHND|49DMG|5DUR|6SNIHEL|79MGNLIT|8RCR|9BPWR|aASPD
294	62161 43132	   	176.74	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2DUST|3RCVC|4DMG|5aVULN|6AART|7ASPD|8CGEN|9CDMG
295	63251 25213	   	176.70	ACR|3ZMB|1AART|1DMG|1VULN|1CDMG	1RCR|236ZMB|4CGEN|5DMG|7AART|8VULN|9LWND|aCDMG
296	63251 25233	   	176.70	ACR|3ZMB|1AART|1VULN|1DMG|1CDMG	1RCR|236ZMB|4CGEN|5DMG|7AART|8VULN|9BEXP|aCDMG
297	22223 21566	 * 	176.68	ACR|2VULN|2DMG|1AART|2ASPD	19VULN|2AART|3RPLT|4DUST|5RCR|6aASPD|78DMG
298	22223 34448	   	176.68	ACR|2VULN|2DMG|1AART|1CDMG	19VULN|2AART|3RPLT|489DUST|5RCR|69DMG|7MBVNT|9BPWR|aCDMG
299	22223 53641	   	176.68	ACR|2VULN|2DMG|1AART|1CDMG	1aVULN|2AART|3RPLT|4DUST|5RCR|6VENICY|7CDMG|89DMG
300	63233 56122	   	176.64	ACR|2AART|1VULN|1DMG|2ZMB|1ASPD|1DUR	1RCR|23ZMB|46AART|5RPLT|7DUR|8ASPD|9DMG|aVULN
301	22252 11152	   	176.63	DCR|3VULN|2AART|2CDMG	149VULN|25AART|3RPLT|69CDMG|7RCR|8RCVC|9BPWR|aCGEN
302	22252 11153	   	176.63	DCR|3VULN|2AART|2CDMG	149VULN|25AART|3RPLT|69CDMG|7RCR|8RCVC|9BPWR|aLIT
303	22252 11154	   	176.63	DCR|3VULN|2AART|2CDMG	149VULN|25AART|3RPLT|69CDMG|7RCR|8RCVC|9BPWR|aMGNSTR
304	66111 23332	   	176.54	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2DUR|3BELT|4AART|5aVULN|6MLV|7CDMG|8RCVC|9DMG
305	66114 33332	   	176.54	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2DUR|3BELT|4AART|5MLV|6aVULN|7CDMG|8RCVC|9DMG
306	22252 11131	   	176.53	DCR|3VULN|2AART|2CDMG	149VULN|25AART|3RPLT|6aCDMG|7RCR|8RCVC
307	22252 11156	   	176.53	DCR|3VULN|2AART|2CDMG	149VULN|25AART|3RPLT|69CDMG|7RCR|8RCVC|9BPWR|aMBVNT
308	63322 25612	   	176.51	ACR|1AART|1VULN|2CDMG|1DMG|2ZMB|1DUR	1RCR|29ZMB|3ERES|49BEXP|5DUR|6DMG|7AART|89CDMG|9BPWR|aVULN
309	66111 43332	   	176.44	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2DUR|3BELT|4AART|5aVULN|6ERES|7CDMG|8RCVC|9DMG
310	66112 33332	   	176.44	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2DUR|3BELT|4AART|5TLV|6aVULN|7CDMG|8RCVC|9DMG
311	66116 33332	   	176.44	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2DUR|3BELT|4AART|5ERES|6aVULN|7CDMG|8RCVC|9DMG
312	63215 32315	   	176.43	ACR|3VULN|3ZMB|1AART	1RCR|235ZMB|459VULN|5BPWR|6LWND|7BEXP|8RCVC|aAART
313	23116 61231	   	176.42	DCR|3VULN|1AART|1DMG|2ASPD|1DUR|1SELL	156VULN|2DUR|3FEWX|46ASPD|6BPWR|7DMG|8RCR|9SELL|aAART
314	63534 31212	   	176.42	ACR|2DMG|3ZMB|1VULN|1CDMG|1DUR	1RCR|278ZMB|3VULN|4BELT|58FEWX|68DMG|8BPWR|9CDMG|aDUR
315	63233 51362	   	176.41	ACR|2AART|1VULN|1DMG|2ZMB|1CDMG	1RCR|23ZMB|46AART|5RPLT|7CDMG|8BELT|9DMG|aVULN
316	65336 23222	 * 	176.41	ACR|3VULN|1DMG|2CDMG|2ASPD	1RCR|29ERES|39aVULN|4BELT|5DMG|68CDMG|79ASPD|9BPWR
317	63232 33635	   	176.31	ACR|2AART|1VULN|1DMG|2ZMB|1CDMG	1RCR|23ZMB|4aAART|5DUST|6CDMG|7CGEN|8VULN|9DMG
318	63233 53116	 * 	176.31	ACR|2AART|1VULN|1DMG|2ZMB|2ASPD	1RCR|23ZMB|46AART|5RPLT|7VULN|89ASPD|aDMG
319	63233 41341	   	176.29	ACR|2AART|3ZMB|1VULN|1DMG	1RCR|237ZMB|49AART|5RPLT|6DMG|8MLV|aVULN
320	63311 61141	 * 	176.20	ACR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1RCR|2ZMB|3ERES|4CGEN|5aVULN|6LWND|7FLTHEA|8AART|9DMG
321	63531 21622	   	176.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|2ZMB|39VULN|4BELT|5ERES|6CDMG|7CGEN|8AART|aDMG
322	63233 41241	   	176.19	ACR|2AART|3ZMB|1VULN|1DMG	1RCR|237ZMB|49AART|5RPLT|6DMG|8TLV|aVULN
323	22123 66361	   	176.07	DCR|3VULN|2DMG|1AART	18aVULN|2AART|3ERES|4RPLT|58LHND|6NUKE|78DMG|8BPWR|9RCR
324	22632 52353	   	176.07	DCR|3VULN|2DMG|1AART	168VULN|2AART|3LHND|4BEXP|5aDMG|7CGEN|9RCR
325	65322 22333	 * 	176.04	ACR|3VULN|1AART|2ASPD|1CDMG	1RCR|28ERES|368VULN|4RPLT|58ASPD|7RCVC|8BPWR|9AART|aCDMG
326	63236 32323	   	176.02	ACR|2VULN|3ZMB|1AART|1CDMG	1RCR|239ZMB|4AART|56ERES|79MLV|89VULN|9BPWR|aCDMG
327	63211 51623	   	175.97	ACR|3VULN|1AART|2ZMB|1DUR|1ASPD	1RCR|23ZMB|459VULN|6DUR|7ASPD|8AART|aLWND
328	63211 51622	   	175.87	ACR|3VULN|1AART|2ZMB|1ASPD|1DUR	1RCR|23ZMB|459VULN|6DUR|7ASPD|8AART|aDUST
329	63233 43111	   	175.84	ACR|2VULN|1AART|1DMG|2ZMB|1ASPD	1RCR|23ZMB|4AART|5RPLT|6DMG|7aVULN|8ASPD|9LWND
330	63233 43261	   	175.84	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	1RCR|23ZMB|4AART|5RPLT|6DMG|78VULN|9LWND|aDUR
331	63233 43361	   	175.84	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	1RCR|23ZMB|4AART|5RPLT|6DMG|79VULN|8LWND|aDUR
332	63235 24212	   	175.84	ACR|3VULN|2AART|2ZMB	1RCR|23ZMB|4aAART|589VULN|6MBVNT|7LWND
333	63235 31125	   	175.74	ACR|2VULN|1AART|2CDMG|2ZMB|1DUR	1RCR|23ZMB|4AART|59VULN|67CDMG|8RPLT|aDUR
