0	Index      	 *	Score 	Summary	Detail	
1	63513 22143	 * 	196.64	ACR|3VULN|3DMG|1AART	19aVULN|2LWND|3RCR|49aDMG|5TLV|6LIT|7AART|89aCGEN|9aBPWR
167	51314 35133	   	168.92	DCR|3DMG|1AART|1VULN|1DUR	145BEXP|245DMG|3RCVC|45BPWR|6DUR|7RCR|8DUST|9VULN|aAART
168	61563 22133	   	168.91	DCR|3VULN|1AART|1DMG|2DUR	14aVULN|2DMG|3BELT|5AART|6BEXP|78DUR|9RCR
169	43361 12161	   	168.70	ACR|2AART|2VULN|1DMG|1ZMB	1LHND|2LWND|3MLV|4RCR|59AART|6DMG|7aVULN|8ZMB
170	62632 21522	 * 	168.65	DCR|3VULN|2DMG|1FLTHEA|1ASPD	168VULN|2CGEN|3ERES|4RMIN|56DMG|6BPWR|7ASPD|9RCR|aFLTHEA
171	41165 21231	   	168.55	DCR|2VULN|2DMG|1AART|1ASPD	1LHND|26DMG|3ASPD|49VULN|5BELT|7RCR|8AART|aLWND
172	61115 21231	   	168.55	DCR|2VULN|2DMG|1AART|1ASPD	19VULN|26DMG|3ASPD|4LHND|5BELT|7RCR|8AART|aLWND
173	61115 21235	   	168.55	DCR|2VULN|2DMG|1AART|1ASPD	19VULN|26DMG|3ASPD|4LHND|5BELT|7RCR|8AART|aMLV
174	61115 21236	   	168.55	DCR|2VULN|2DMG|1AART|1ASPD	19VULN|26DMG|3ASPD|4LHND|5BELT|7RCR|8AART|aBEXP
175	61135 13131	   	168.55	DCR|2VULN|2DMG|1AART|1ASPD	1aVULN|27DMG|3ASPD|4AART|5MLV|6BEXP|8RCR|9LWND
176	12243 22235	   	168.52	ACR|2VULN|2AART|1CDMG|1ZMB|1DUR	1CGEN|2BASICY|3DUR|4RCR|5CDMG|69AART|7ZMB|8aVULN
177	61144 13111	   	168.42	DCR|2AART|2DMG|1VULN|2ASPD	1VULN|27DMG|3aASPD|4MLV|59AART|6BEXP|8RCR
178	61162 24111	 * 	168.42	DCR|2VULN|2AART|1DMG|2ASPD	14VULN|2DMG|3aASPD|59AART|6BEXP|7CGEN|8RCR
179	61112 52126	   	168.28	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1VULN|2DMG|3ASPD|4LHND|5ZMB|67AART|8RCR|9RPLT|aCDMG
180	61636 32331	   	168.23	DCR|3DMG|1AART|1VULN|1CDMG	1VULN|258DMG|359ERES|4AART|5BPWR|6CDMG|7LEGI|aRCR
181	61136 13263	   	168.23	3VULN|3DMG|1AART|2CDMG|2ASPD	17aVULN|25aDMG|35ASPD|4AART|5aBPWR|6RMIN|8LIT|9aCDMG
182	12243 26112	   	168.14	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	19CGEN|29BASICY|3DUR|4RCR|5CDMG|6AART|79DMG|8RCVC|9BPWR|aVULN
183	22336 13411	   	168.10	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1DMSP|25VULN|35FEWX|4AART|5BPWR|6RCR|78DUR|9DMG|aASPD
184	22636 13411	   	168.10	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1DMSP|25VULN|35BEXP|4AART|5BPWR|6RCR|78DUR|9DMG|aASPD
185	61144 13131	   	167.95	DCR|2VULN|2DMG|1AART|1ASPD	1aVULN|27DMG|3ASPD|4MLV|5AART|6BEXP|8RCR|9LWND
186	61115 61233	   	167.92	DCR|3VULN|1AART|1DMG|1ASPD	169VULN|2DMG|3ASPD|4LHND|5BELT|7RCR|8AART|aRCVC
187	63236 13263	   	167.91	DCR|3VULN|1AART|1CDMG|1DUR	145VULN|25LWND|3AART|5BPWR|6RCR|7RCVC|8BEXP|9DUR|aCDMG
188	63236 13313	   	167.91	DCR|3VULN|1AART|1CDMG|1ASPD	145VULN|25LWND|3AART|5BPWR|6RCR|7RCVC|8ASPD|9BEXP|aCDMG
189	63236 13353	   	167.91	DCR|3VULN|1AART|1CDMG|1ASPD	145VULN|25LWND|3AART|5BPWR|6RCR|7RCVC|8ASPD|9FEWX|aCDMG
190	22336 13613	   	167.84	DCR|2AART|2VULN|1CDMG|1DUR|1ASPD	1DMSP|25VULN|35FEWX|49AART|5BPWR|6RCR|7DUR|8ASPD|aCDMG
191	22636 13613	   	167.84	DCR|2AART|2VULN|1CDMG|1DUR|1ASPD	1DMSP|25VULN|35BEXP|49AART|5BPWR|6RCR|7DUR|8ASPD|aCDMG
192	61151 53111	   	167.82	DCR|2DMG|2AART|1VULN|2ASPD	1VULN|27DMG|3aASPD|4BEXP|5MLV|69AART|8RCR
193	63236 13341	   	167.81	DCR|3VULN|1AART|2ASPD|1DUR	145VULN|25LWND|3AART|5BPWR|6RCR|7RCVC|8aASPD|9DUR
194	61152 52123	   	167.71	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD|1DUR	1VULN|27DMG|3ASPD|4BEXP|5ZMB|6AART|8RCR|9RPLT|aDUR
195	51413 21232	   	167.56	DCR|3DMG|1VULN|1CDMG|2DUR|1ZMB	134BEXP|246DMG|46BPWR|56DUR|7CDMG|8VULN|9RCR|aZMB
196	12143 26112	 * 	167.51	ACR|2DMG|1AART|1VULN|2CDMG	19CGEN|2BASICY|3LEGI|4RCR|59CDMG|6AART|79DMG|8RCVC|9BPWR|aVULN
197	23635 63111	 * 	167.50	ACR|2AART|2DMG|1VULN|1ZMB	1DMSP|2CGEN|3aAART|49DMG|5RCR|6MLV|7VULN|8ZMB
198	22232 26533	   	167.45	DCR|2VULN|2DMG|1AART|1ASPD	1DMSP|28VULN|38LHND|4RMIN|58DMG|6MBVNT|7RCR|8BPWR|9ASPD|aAART
199	12243 26214	   	167.44	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CGEN|2BASICY|3DUR|4RCR|5CDMG|6AART|79DMG|8VULN|aRCVC
200	22362 13411	   	167.40	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1DMSP|24VULN|3FEWX|5AART|6RCR|78DUR|9DMG|aASPD
201	22662 13411	   	167.40	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1DMSP|24VULN|3BEXP|5AART|6RCR|78DUR|9DMG|aASPD
202	63236 13212	   	167.38	DCR|3VULN|1AART|1DMG	145VULN|25LWND|3AART|5BPWR|6RCR|7RCVC|8BEXP|9DMG|aRPLT
203	63236 13214	   	167.38	DCR|3VULN|1AART|1DMG	145VULN|25LWND|3AART|5BPWR|6RCR|7RCVC|8BEXP|9DMG|aCGEN
204	63236 13215	   	167.38	DCR|3VULN|1AART|1DMG	145VULN|25LWND|3AART|5BPWR|6RCR|7RCVC|8BEXP|9DMG|aLHND
205	63236 13512	   	167.38	DCR|3VULN|1AART|1DMG	145VULN|25LWND|3AART|5BPWR|6RCR|7RCVC|8FEWX|9DMG|aRPLT
206	63233 26236	   	167.37	DCR|3VULN|1AART|1CDMG|1ZMB	149VULN|2LWND|3AART|5LIT|6RCVC|7CDMG|8RCR|aZMB
207	61151 53131	   	167.35	DCR|2VULN|2DMG|1AART|1ASPD	1aVULN|27DMG|3ASPD|4BEXP|5MLV|6AART|8RCR|9LWND
208	63236 13112	   	167.28	DCR|3VULN|1AART|1DMG	145VULN|25LWND|3AART|5BPWR|6RCR|7RCVC|8LEGI|9DMG|aRPLT
209	63236 13114	   	167.28	DCR|3VULN|1AART|1DMG	145VULN|25LWND|3AART|5BPWR|6RCR|7RCVC|8LEGI|9DMG|aCGEN
210	63236 13115	   	167.28	DCR|3VULN|1AART|1DMG	145VULN|25LWND|3AART|5BPWR|6RCR|7RCVC|8LEGI|9DMG|aLHND
211	63236 13213	   	167.28	DCR|3VULN|1AART|1DMG	145VULN|25LWND|3AART|5BPWR|6RCR|7RCVC|8BEXP|9DMG|aERES
212	63236 13216	   	167.28	DCR|3VULN|1AART|1DMG	145VULN|25LWND|3AART|5BPWR|6RCR|7RCVC|8BEXP|9DMG|aDUST
213	63236 13513	   	167.28	DCR|3VULN|1AART|1DMG	145VULN|25LWND|3AART|5BPWR|6RCR|7RCVC|8FEWX|9DMG|aERES
214	63236 13612	   	167.28	DCR|3VULN|1AART|1DMG	145VULN|25LWND|3AART|5BPWR|6RCR|7RCVC|8DUST|9DMG|aRPLT
215	61533 25233	   	167.21	DCR|3VULN|1AART|1DMG|2DUR	16aVULN|2DMG|37BELT|4LWND|56DUR|6BPWR|8AART|9RCR
216	63216 61233	   	167.21	DCR|3VULN|2AART|1ZMB|1DUR	17aVULN|2LWND|35AART|4BELT|6ZMB|8DUR|9RCR
217	63216 62233	   	167.21	DCR|3VULN|2AART|1ZMB|1DUR	18aVULN|2LWND|35AART|4BELT|6ZMB|7DUR|9RCR
218	63236 13113	   	167.18	DCR|3VULN|1AART|1DMG	145VULN|25LWND|3AART|5BPWR|6RCR|7RCVC|8LEGI|9DMG|aERES
219	63236 13116	   	167.18	DCR|3VULN|1AART|1DMG	145VULN|25LWND|3AART|5BPWR|6RCR|7RCVC|8LEGI|9DMG|aDUST
220	63236 13613	   	167.18	DCR|3VULN|1AART|1DMG	145VULN|25LWND|3AART|5BPWR|6RCR|7RCVC|8DUST|9DMG|aERES
221	22362 13613	   	167.14	DCR|2VULN|2AART|1CDMG|1ASPD|1DUR	1DMSP|24VULN|3FEWX|59AART|6RCR|7DUR|8ASPD|aCDMG
222	22662 13613	   	167.14	DCR|2VULN|2AART|1CDMG|1ASPD|1DUR	1DMSP|24VULN|3BEXP|59AART|6RCR|7DUR|8ASPD|aCDMG
223	63224 16331	   	167.12	DCR|3VULN|1AART|1DMG|1ASPD	15aVULN|2LWND|3AART|4ASPD|6BEXP|7ERES|8RCR|9DMG
224	22232 26544	   	167.07	DCR|4VULN|2DMG	1DMSP|289aVULN|38LHND|4RMIN|58DMG|6MBVNT|7RCR|8BPWR
225	12243 25141	   	167.02	ACR|3VULN|1AART|1CDMG|2DUR	1CGEN|2BASICY|38DUR|4RCR|5CDMG|6AART|79aVULN
226	62225 16321	   	167.02	DCR|3VULN|1AART|1DMG|1DUR	17aVULN|2CGEN|3AART|4LEGI|5DUR|6DMG|8RCR|9ERES
227	63221 46331	   	167.02	DCR|3VULN|1AART|1DMG|1ASPD	17aVULN|2LWND|3AART|4ASPD|5ERES|6DUST|8RCR|9DMG
228	63511 62122	   	166.94	ACR|2VULN|2DMG|1AART	1aVULN|2LWND|3RCR|49DMG|5DMSP|6RCVC|7RPLT|8AART
229	63521 14321	   	166.93	ACR|2AART|2VULN|1DMG|1ASPD	18VULN|2LWND|3RCR|4ERES|59AART|6DMG|7MLV|aASPD
230	63521 16221	   	166.93	ACR|2AART|2VULN|1DMG|1ASPD	17VULN|2LWND|3RCR|4ERES|59AART|6DMG|8CGEN|aASPD
231	61325 52323	   	166.89	DCR|2VULN|2DMG|1CDMG|1ZMB|3RCVC	15VULN|26DMG|34aRCVC|7CDMG|8RCR|9ZMB
232	22336 14111	   	166.87	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DMSP|25VULN|35FEWX|4AART|5BPWR|6RCR|7CGEN|8ZMB|9DMG|aASPD
233	22336 14115	   	166.87	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DMSP|25VULN|35FEWX|4AART|5BPWR|6RCR|7CGEN|8ZMB|9DMG|aDUR
234	22636 14111	   	166.87	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DMSP|25VULN|35BEXP|4AART|5BPWR|6RCR|7CGEN|8ZMB|9DMG|aASPD
235	24512 31124	 * 	166.80	ACR|3DMG|1VULN|3DUR|2ZMB	1DMSP|258DMG|3RPLT|4RCR|68ZMB|789DUR|8BPWR|aVULN
236	22336 16111	   	166.77	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DMSP|25VULN|35FEWX|4AART|5BPWR|6RCR|7NUKE|8ZMB|9DMG|aASPD
237	22636 16111	   	166.77	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DMSP|25VULN|35BEXP|4AART|5BPWR|6RCR|7NUKE|8ZMB|9DMG|aASPD
238	62226 18244	   	166.75	DCR|2VULN|2DMG|1AART|1DUR	17VULN|278CGEN|3AART|4LEGI|5MBVNT|67DMG|7BPWR|9RCR|aDUR
