0	Index      	 *	Score 	Summary	Detail	
1	41235 15231	 * 	193.61	DCR|3VULN|2AART|1DMG|1ZMB|1ASPD|1DUR	1DUR|236VULN|47AART|5ZMB|8ASPD|9RCR|aDMG
154	16542 12323	 * 	175.63	DCR|3DMG|1AART|1VULN|1CDMG	1CDMG|2LIT|39aDMG|4DUST|5VULN|6RCR|7LWND|8AART
155	11211 62535	   	175.55	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	18CDMG|2DUR|3RCR|4MLV|5AART|6DMG|7BEXP|9aVULN
156	11253 51211	   	175.54	ACR|2VULN|2AART|2CDMG|3DUR	15CDMG|258DUR|3RCR|4DMSP|5BPWR|6aAART|79VULN
157	22121 43311	   	175.50	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LWND|2RCR|39VULN|4ZMB|5RCVC|6DMG|7CDMG|8BEXP|aAART
158	52121 43311	   	175.50	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LHND|2RCR|39VULN|4ZMB|5RCVC|6DMG|7CDMG|8BEXP|aAART
159	11223 57145	   	175.45	ACR|2VULN|3CDMG|1DMG|2FLTHEA|1DUR	168CDMG|2DUR|3RCR|48FLTHEA|5MBVNT|78VULN|8BPWR|9DMG|aFEWX
160	11223 57146	   	175.45	ACR|2VULN|3CDMG|2FLTHEA|1DMG|1DUR	168CDMG|2DUR|3RCR|48FLTHEA|5MBVNT|78VULN|8BPWR|9DMG|aCGEN
161	22121 43111	   	175.40	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LWND|2RCR|39VULN|4ZMB|5RCVC|6DMG|7CDMG|8DUST|aAART
162	52121 43111	   	175.40	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LHND|2RCR|39VULN|4ZMB|5RCVC|6DMG|7CDMG|8DUST|aAART
163	11223 57113	   	175.35	ACR|2VULN|3CDMG|2FLTHEA|1DMG|1DUR	168CDMG|2DUR|3RCR|48FLTHEA|5MBVNT|78VULN|8BPWR|9ERES|aDMG
164	11223 57142	   	175.35	ACR|2VULN|3CDMG|1DMG|2FLTHEA|1DUR	168CDMG|2DUR|3RCR|48FLTHEA|5MBVNT|78VULN|8BPWR|9DMG|aDUST
165	11223 57144	   	175.35	ACR|2VULN|3CDMG|2FLTHEA|1DMG|1DUR	168CDMG|2DUR|3RCR|48FLTHEA|5MBVNT|78VULN|8BPWR|9DMG|aERES
166	13442 33132	   	175.34	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2CGEN|3ERES|4RCR|5aVULN|6ZMB|7DUR|8DMG|9AART
167	21414 12133	   	175.34	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1LWND|2aVULN|3ASPD|4RCR|5ERES|6CDMG|7ZMB|8DMG|9AART
168	21416 12133	   	175.34	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1LWND|2aVULN|3ASPD|4RCR|5TLV|6CDMG|7ZMB|8DMG|9AART
169	51414 12133	   	175.34	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1LHND|2aVULN|3ASPD|4RCR|5ERES|6CDMG|7ZMB|8DMG|9AART
170	51416 12133	   	175.34	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1LHND|2aVULN|3ASPD|4RCR|5TLV|6CDMG|7ZMB|8DMG|9AART
171	42122 33265	   	175.33	ACR|2DMG|1AART|1VULN|2ZMB|2DUR	19DUR|2RCR|3VULN|49ZMB|5LIT|6FEWX|79DMG|8DMSP|9BPWR|aAART
172	13122 35114	 * 	175.33	DCR|3VULN|2DMG|2CDMG	17CDMG|27CGEN|3BEXP|4aDMG|579VULN|6RCR|7BPWR|8DUST
173	12316 23353	 * 	175.27	DCR|2VULN|2DMG|1AART|1CDMG	1CDMG|2RCVC|3ERES|47DMG|5LWND|6AART|8aVULN|9RCR
174	22436 43211	   	175.25	ACR|2VULN|1AART|1DMG|2ASPD|1CDMG	14LWND|2RCR|34ASPD|4BPWR|59VULN|6DMG|7MBVNT|8CDMG|aAART
175	22114 34313	   	175.17	ACR|2VULN|2DMG|1AART|1DUR	1LWND|2RCR|3aVULN|4MGNLIT|5DUR|6AART|7aDMG|8FEWX|9aLHND|aBPWR
176	22114 34513	   	175.17	ACR|2VULN|2DMG|1AART|1DUR	1LWND|2RCR|3aVULN|4MGNLIT|5DUR|6AART|7aDMG|8BEXP|9aLHND|aBPWR
177	15215 33633	   	175.07	ACR|3VULN|2AART|1CDMG|1DUR	1CDMG|2FEWX|3RCR|4MLV|58aVULN|6DUR|79AART
178	11223 17182	   	175.05	ACR|2VULN|1AART|2CDMG|2FLTHEA|1DUR	18CDMG|2DUR|3RCR|48FLTHEA|5MBVNT|6RCVC|78VULN|8BPWR|9CGEN|aAART
179	42124 11642	 * 	175.03	ACR|2VULN|1AART|2CDMG|2ZMB|2DUR	19DUR|2RCR|39VULN|48ZMB|5ERES|69CDMG|7MBVNT|9BPWR|aAART
180	42126 11642	   	175.03	ACR|2VULN|1AART|2CDMG|2ZMB|2DUR	19DUR|2RCR|39VULN|48ZMB|5TLV|69CDMG|7MBVNT|9BPWR|aAART
181	41235 15233	   	174.85	DCR|3VULN|2AART|1ZMB|1ASPD|1DUR	1DUR|236VULN|47AART|5ZMB|8ASPD|9RCR|aRCVC
182	13442 33111	   	174.74	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2CGEN|3ERES|4RCR|59VULN|6ZMB|7DUR|8DMG|aAART
183	21414 12111	   	174.74	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1LWND|29VULN|3ASPD|4RCR|5ERES|6CDMG|7ZMB|8DMG|aAART
184	21416 12111	   	174.74	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1LWND|29VULN|3ASPD|4RCR|5TLV|6CDMG|7ZMB|8DMG|aAART
185	51414 12111	   	174.74	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1LHND|29VULN|3ASPD|4RCR|5ERES|6CDMG|7ZMB|8DMG|aAART
186	51416 12111	   	174.74	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1LHND|29VULN|3ASPD|4RCR|5TLV|6CDMG|7ZMB|8DMG|aAART
187	52122 13222	   	174.70	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LHND|2RCR|3VULN|4ZMB|5LIT|6DUR|7DMG|89AART|aCDMG
188	52346 13222	   	174.70	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LHND|2RCR|3ZMB|4DUR|5VULN|6LIT|7DMG|89AART|aCDMG
189	42122 43222	   	174.70	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2RCR|3VULN|4ZMB|5LIT|6LHND|7DMG|89AART|aCDMG
190	15213 33433	   	174.65	ACR|3VULN|2AART|2CDMG	19CDMG|29FEWX|3RCR|4MLV|5LWND|69aVULN|78AART|9BPWR
191	15263 33433	   	174.55	ACR|3VULN|2AART|2CDMG	19CDMG|29FEWX|3RCR|4TLV|5LWND|69aVULN|78AART|9BPWR
192	11221 26312	   	174.40	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB|1DUR	1CDMG|2DUR|3RCR|4FLTHEA|5DUST|6ZMB|7VULN|8AART|9DMG|aBEXP
193	11221 26314	   	174.40	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB|1DUR	1CDMG|2DUR|3RCR|4FLTHEA|5DUST|6ZMB|7VULN|8AART|9DMG|aFEWX
194	11223 27312	   	174.40	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB|1DUR	1CDMG|2DUR|3RCR|4FLTHEA|5MBVNT|6ZMB|7VULN|8AART|9DMG|aBEXP
195	11223 27315	   	174.40	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB|1DUR	1CDMG|2DUR|3RCR|4FLTHEA|5MBVNT|6ZMB|7VULN|8AART|9DMG|aFEWX
196	22124 35511	   	174.40	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LWND|2RCR|39VULN|4ZMB|5ERES|6RPLT|7AART|8CDMG|aDMG
197	22126 35511	   	174.40	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LWND|2RCR|39VULN|4ZMB|5TLV|6RPLT|7AART|8CDMG|aDMG
198	22332 42536	 * 	174.40	ACR|3ZMB|1AART|2CDMG|1VULN|2ASPD	148LWND|2RCR|349ZMB|49BPWR|59ASPD|69CDMG|7AART|aVULN
199	11225 22626	 * 	174.35	ACR|2DMG|1AART|2CDMG|2FLTHEA|1DUR	1aCDMG|2DUR|3RCR|4aFLTHEA|5BELT|6LIT|7AART|8DUST|9aDMG|aBPWR
200	11221 26315	   	174.30	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB|1DUR	1CDMG|2DUR|3RCR|4FLTHEA|5DUST|6ZMB|7VULN|8AART|9DMG|aERES
201	11223 27316	   	174.30	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB|1DUR	1CDMG|2DUR|3RCR|4FLTHEA|5MBVNT|6ZMB|7VULN|8AART|9DMG|aERES
202	12243 21515	   	174.28	ACR|2AART|1DMG|2CDMG|1VULN|1ZMB	15CDMG|2RCVC|35LHND|4RCR|5BPWR|68AART|7VULN|9ZMB|aDMG
203	42122 13425	   	174.26	ACR|1AART|1VULN|1DMG|2CDMG|2DUR|1ZMB	16DUR|2RCR|3VULN|4ZMB|5LIT|78CDMG|9AART|aDMG
204	21411 41233	   	174.18	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1LWND|2aVULN|3ASPD|4RCR|5RCVC|6DMG|7DUR|8CDMG|9AART
205	51411 41233	   	174.18	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1LHND|2aVULN|3ASPD|4RCR|5RCVC|6DMG|7DUR|8CDMG|9AART
206	22336 43631	   	174.14	ACR|1AART|1DMG|1VULN|2ZMB|1CDMG|1ASPD|1DUR	14LWND|2RCR|34ZMB|4BPWR|5VULN|6DMG|7CDMG|8AART|9DUR|aASPD
207	16236 25211	 * 	174.12	DCR|3VULN|1DMG|1CDMG|1FLTHEA|1DUR	1CDMG|2LIT|39aVULN|4DUR|5FLTHEA|6RCR|7RCVC|8DMG
208	16326 25211	   	174.12	DCR|3VULN|1DMG|1CDMG|1FLTHEA|1DUR	1CDMG|2LIT|3DUR|49aVULN|5FLTHEA|6RCR|7RCVC|8DMG
209	15223 67314	   	173.95	ACR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	1CDMG|2FEWX|3RCR|4FLTHEA|5MBVNT|6TLV|7aVULN|8AART|9DMG
210	42333 25316	 * 	173.92	ACR|2VULN|3ZMB|1AART|3DUR	14aDUR|2RCR|345ZMB|4aBPWR|6LHND|7aVULN|8AART|9aMLV
211	22122 43323	   	173.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LWND|2RCR|3aVULN|4ZMB|5LIT|6LHND|7CDMG|8AART|9DMG
212	22122 43363	   	173.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LWND|2RCR|39VULN|4ZMB|5LIT|6LHND|7CDMG|8AART|aDMG
213	52125 13212	   	173.90	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LHND|2RCR|3VULN|4ZMB|5FEWX|6LIT|79DMG|8AART|aCDMG
214	52222 32212	   	173.90	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LHND|2RCR|3FEWX|4ZMB|59DMG|6VULN|7LIT|8AART|aCDMG
215	42131 12326	   	173.87	ACR|2VULN|2DMG|1AART|1DUR	1DUR|2RCR|3aVULN|4LHND|5FEWX|6aBEXP|7ERES|8AART|9aDMG|aBPWR
216	22151 23532	   	173.84	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|2RCR|3aVULN|4CGEN|5RCVC|6AART|7DMG|8CDMG|9DUR
217	22122 53323	   	173.80	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LWND|2RCR|3aVULN|4ZMB|5LIT|6DUST|7CDMG|8AART|9DMG
218	22122 53363	   	173.80	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LWND|2RCR|39VULN|4ZMB|5LIT|6DUST|7CDMG|8AART|aDMG
219	11214 36163	   	173.77	ACR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1CDMG|2DUR|3RCR|4MLV|5ASPD|6BEXP|78DMG|9AART|aVULN
220	22152 13214	   	173.77	ACR|2VULN|2DMG|1AART|1DUR	1LWND|2RCR|3aVULN|4CGEN|5LIT|6DUR|79DMG|8AART
221	42133 62214	   	173.77	ACR|2VULN|2DMG|1AART|1DUR	1DUR|2RCR|3aVULN|4LHND|5MLV|69DMG|7LIT|8AART
222	15211 61325	   	173.74	ACR|2AART|2VULN|1DMG|1CDMG	1CDMG|2FEWX|3RCR|4MLV|57AART|6DMG|8aVULN|9BEXP
223	15211 61363	   	173.74	ACR|2AART|2VULN|1DMG|1CDMG	1CDMG|2FEWX|3RCR|4MLV|57AART|6DMG|8aVULN|9CGEN
224	22161 23563	   	173.74	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LWND|2RCR|3aVULN|4ERES|5RCVC|6AART|7DMG|8CDMG|9ASPD
225	41236 33631	 * 	173.73	DCR|2VULN|1AART|1DMG|3DUR|1CDMG	159DUR|23VULN|4AART|6CDMG|7LWND|8RCR|aDMG
226	41233 11631	   	173.73	DCR|2VULN|1AART|1DMG|3DUR|1CDMG	179DUR|23VULN|4AART|5LWND|6CDMG|8RCR|aDMG
227	22133 66214	   	173.69	ACR|3VULN|3DMG|1SELL	17LWND|2RCR|379VULN|4LHND|5CGEN|67aDMG|7BPWR|8SELL
228	22131 26121	   	173.69	ACR|3VULN|3DMG|1SELL	1aLWND|2RCR|38aVULN|4LHND|5FEWX|6SELL|79aDMG|aBPWR
229	22162 13214	   	173.67	ACR|2VULN|2DMG|1AART|1DUR	1LWND|2RCR|3aVULN|4ERES|5LIT|6DUR|79DMG|8AART
230	22521 13214	   	173.67	ACR|2VULN|2DMG|1AART|1DUR	1LWND|2RCR|3LIT|4ERES|5aVULN|6DUR|79DMG|8AART
231	15211 61313	   	173.64	ACR|2AART|2VULN|1DMG|1CDMG	1CDMG|2FEWX|3RCR|4MLV|57AART|6DMG|8aVULN|9ERES
232	15241 61313	   	173.64	ACR|2AART|2VULN|1DMG|1CDMG	1CDMG|2FEWX|3RCR|4RMIN|57AART|6DMG|8aVULN|9ERES
233	21411 41211	   	173.58	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1LWND|29VULN|3ASPD|4RCR|5RCVC|6DMG|7DUR|8CDMG|aAART
234	51411 41211	   	173.58	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1LHND|29VULN|3ASPD|4RCR|5RCVC|6DMG|7DUR|8CDMG|aAART
235	41235 15232	   	173.54	DCR|3VULN|2AART|1ZMB|1DUR|1ASPD	1DUR|236VULN|47AART|5ZMB|8ASPD|9RCR|aLWND
236	15261 61313	   	173.54	ACR|2AART|2VULN|1DMG|1CDMG	1CDMG|2FEWX|3RCR|4TLV|57AART|6DMG|8aVULN|9ERES
237	11211 61315	   	173.53	ACR|2AART|2DMG|1CDMG|1ZMB|1DUR	1CDMG|2DUR|3RCR|4MLV|57AART|6aDMG|8RCVC|9ZMB
238	22323 11315	   	173.50	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	17LWND|2RCR|3ZMB|4BELT|57LIT|67DMG|7BPWR|8VULN|9AART|aCDMG
239	52323 11315	   	173.50	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	17LHND|2RCR|3ZMB|4BELT|57LIT|67DMG|7BPWR|8VULN|9AART|aCDMG
240	11261 61315	   	173.43	ACR|2AART|2DMG|1CDMG|1ZMB|1DUR	1CDMG|2DUR|3RCR|4TLV|57AART|6aDMG|8RCVC|9ZMB
241	22124 13326	   	173.40	ACR|2VULN|2DMG|2CDMG|1ZMB	1LWND|2RCR|3aVULN|4ZMB|5ERES|6aCDMG|7CGEN|8LEGI|9aDMG|aBPWR
242	52124 13326	   	173.40	ACR|2VULN|2DMG|2CDMG|1ZMB	1LHND|2RCR|3aVULN|4ZMB|5ERES|6aCDMG|7CGEN|8LEGI|9aDMG|aBPWR
243	22135 33523	   	173.37	ACR|2VULN|2DMG|1AART|1DUR	18LWND|2RCR|38VULN|4LHND|5MLV|6RPLT|78DMG|8BPWR|9AART|aDUR
244	15223 67234	   	173.35	ACR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	1CDMG|2FEWX|3RCR|4FLTHEA|5MBVNT|6TLV|7aVULN|8DMG|9AART
245	11225 22237	   	173.33	ACR|2DMG|1AART|2CDMG|1FLTHEA|2DUR	1aCDMG|2aDUR|3RCR|4FLTHEA|5BELT|6LIT|7AART|8aDMG|9MBVNT|aBPWR
246	13126 51132	   	173.32	DCR|2VULN|2AART|1DMG|1CDMG	1CDMG|2CGEN|3BEXP|4DMG|57AART|6RCR|8FEWX|9aVULN
247	13226 51322	   	173.32	DCR|2VULN|2AART|1DMG|1CDMG	1CDMG|2CGEN|3FEWX|4DMG|57AART|6RCR|8aVULN|9BEXP
248	22126 11327	   	173.30	ACR|2VULN|2DMG|2CDMG|1ZMB	1LWND|2RCR|3aVULN|4ZMB|5TLV|6aCDMG|7MBVNT|8ERES|9aDMG|aBPWR
249	13126 51532	   	173.22	DCR|2VULN|2AART|1DMG|1CDMG	1CDMG|2CGEN|3BEXP|4DMG|57AART|6RCR|8LEGI|9aVULN
250	13126 51632	   	173.22	DCR|2VULN|2AART|1DMG|1CDMG	1CDMG|2CGEN|3BEXP|4DMG|57AART|6RCR|8DUST|9aVULN
251	13226 51313	   	173.22	DCR|2AART|2VULN|1DMG|1CDMG	1CDMG|2CGEN|3FEWX|4DMG|57AART|6RCR|8aVULN|9ERES
252	42161 43232	   	173.22	ACR|3VULN|2DMG|2DUR	1aDUR|2RCR|39aVULN|4ERES|5RCVC|67DMG|8aCGEN|aBPWR
253	11223 27246	   	173.20	ACR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1ZMB|1DUR	1CDMG|2DUR|3RCR|4FLTHEA|5MBVNT|6ZMB|7VULN|8DMG|9LHND|aAART
254	22124 13132	   	173.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LWND|2RCR|3aVULN|4ZMB|5ERES|6CDMG|7CGEN|8DMG|9AART
255	22126 13132	   	173.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LWND|2RCR|3aVULN|4ZMB|5TLV|6CDMG|7CGEN|8DMG|9AART
256	52124 13132	   	173.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LHND|2RCR|3aVULN|4ZMB|5ERES|6CDMG|7CGEN|8DMG|9AART
257	52126 13132	   	173.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LHND|2RCR|3aVULN|4ZMB|5TLV|6CDMG|7CGEN|8DMG|9AART
258	22336 43251	 * 	173.20	ACR|3ZMB|1AART|1DMG|1VULN|1CDMG	14LWND|2RCR|348ZMB|4BPWR|5VULN|6DMG|7CDMG|9AART|aFEWX
259	22336 43252	   	173.20	ACR|3ZMB|1AART|1DMG|1VULN|1CDMG	14LWND|2RCR|348ZMB|4BPWR|5VULN|6DMG|7CDMG|9AART|aMLV
260	22336 43253	   	173.20	ACR|3ZMB|1AART|1DMG|1VULN|1CDMG	14LWND|2RCR|348ZMB|4BPWR|5VULN|6DMG|7CDMG|9AART|aLIT
261	21411 41331	   	173.18	ACR|2VULN|1DMG|2CDMG|2DUR|1ZMB|1ASPD	1LWND|2aVULN|3ASPD|4RCR|5RCVC|6DMG|7aDUR|8ZMB|9aCDMG|aBPWR
262	51411 41331	   	173.18	ACR|2VULN|1DMG|2CDMG|2DUR|1ZMB|1ASPD	1LHND|2aVULN|3ASPD|4RCR|5RCVC|6DMG|7aDUR|8ZMB|9aCDMG|aBPWR
263	42151 33632	   	173.12	ACR|3VULN|2DMG|2DUR	1aDUR|2RCR|39aVULN|4CGEN|5RCVC|68TLV|7aDMG|aBPWR
264	42151 43232	   	173.12	ACR|3VULN|2DMG|2DUR	1aDUR|2RCR|39aVULN|4CGEN|5RCVC|67DMG|8aERES|aBPWR
265	11642 13646	 * 	173.11	DCR|2VULN|2DMG|3DUR|1CDMG|1ZMB	1CDMG|257DUR|3MBVNT|45DMG|5BPWR|6aVULN|8ZMB|9RCR
266	52222 12253	   	173.10	ACR|3ZMB|1AART|1DMG|1VULN|1CDMG	1LHND|2RCR|3FEWX|478ZMB|5DMG|6CDMG|9AART|aVULN
267	42124 11742	   	173.08	ACR|2VULN|1AART|2CDMG|2DUR|1ZMB	19DUR|2RCR|39VULN|4ZMB|5ERES|69CDMG|7MBVNT|8RCVC|9BPWR|aAART
268	42126 11742	   	173.08	ACR|2VULN|1AART|2CDMG|2DUR|1ZMB	19DUR|2RCR|39VULN|4ZMB|5TLV|69CDMG|7MBVNT|8RCVC|9BPWR|aAART
269	11252 62215	   	173.06	ACR|1AART|1VULN|1DMG|2CDMG|2DUR|1ZMB	16CDMG|28DUR|3RCR|4DMSP|5VULN|7AART|9ZMB|aDMG
270	42161 33132	   	173.02	ACR|3VULN|2DMG|2DUR	1aDUR|2RCR|39aVULN|48ERES|5RCVC|6TLV|7aDMG|aBPWR
271	42161 33632	   	173.02	ACR|3VULN|2DMG|2DUR	1aDUR|2RCR|39aVULN|4ERES|5RCVC|68TLV|7aDMG|aBPWR
272	21426 15313	 * 	173.02	DCR|3VULN|1AART|2ASPD|1CDMG|1ZMB	1LWND|25aVULN|34ASPD|6CDMG|7ZMB|8AART|9RCR
273	22121 43631	   	172.99	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1LWND|2RCR|3VULN|4ZMB|5RCVC|6DMG|7CDMG|8AART|9DUR|aASPD
274	52121 43631	   	172.99	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1LHND|2RCR|3VULN|4ZMB|5RCVC|6DMG|7CDMG|8AART|9DUR|aASPD
275	12313 15114	   	172.99	DCR|2VULN|2DMG|2CDMG|1ASPD|2RCVC	19CDMG|25RCVC|3ERES|49DMG|6RCR|7RPLT|89VULN|9BPWR|aASPD
276	12313 15116	   	172.99	DCR|2VULN|2DMG|2CDMG|1DUR|2RCVC	19CDMG|25RCVC|3ERES|49DMG|6RCR|7RPLT|89VULN|9BPWR|aDUR
277	15225 32115	   	172.95	ACR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	1CDMG|2FEWX|3RCR|4FLTHEA|5BELT|6DMG|79VULN|8RPLT|aAART
278	13122 35332	   	172.93	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	17CDMG|27CGEN|3BEXP|4DMG|57VULN|6RCR|7BPWR|8BELT|9AART|aDUR
279	13122 35333	   	172.93	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD	17CDMG|27CGEN|3BEXP|4DMG|57VULN|6RCR|7BPWR|8BELT|9AART|aASPD
280	12142 33114	   	172.93	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1CDMG|2RCVC|3FEWX|4RCR|59VULN|6ZMB|7DUR|8aDMG
281	12242 33114	   	172.93	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1CDMG|2RCVC|3LHND|4RCR|59VULN|6ZMB|7DUR|8aDMG
282	42154 23132	   	172.82	ACR|3VULN|2DMG|2DUR	1aDUR|2RCR|39aVULN|4CGEN|58ERES|6RCVC|7aDMG|aBPWR
283	12313 13152	 * 	172.77	DCR|2DMG|1AART|1VULN|2CDMG|2RCVC	17CDMG|25RCVC|37ERES|47DMG|6RCR|7BPWR|8AART|9LWND|aVULN
284	42112 31563	   	172.67	ACR|2VULN|2DMG|1AART|1DUR	1DUR|2RCR|39VULN|4MGNLIT|5BASICY|69DMG|7FEWX|89BEXP|9BPWR|aAART
285	12313 13122	   	172.67	DCR|2DMG|1AART|1VULN|2CDMG|2RCVC	17CDMG|25RCVC|37ERES|47DMG|6RCR|7BPWR|8AART|9MBVNT|aVULN
286	12313 13132	   	172.67	DCR|2DMG|1AART|1VULN|2CDMG|2RCVC	17CDMG|25RCVC|37ERES|47DMG|6RCR|7BPWR|8AART|9DUST|aVULN
287	22151 43632	   	172.64	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|2RCR|3aVULN|4CGEN|5RCVC|6DMG|7CDMG|8AART|9DUR
288	13561 32523	 * 	172.63	DCR|3VULN|1AART|2CDMG|2ASPD	19CDMG|2CGEN|39aVULN|4BEXP|5AART|6ERES|79ASPD|8RCR|9BPWR
289	11123 27784	   	172.62	DCR|2VULN|1AART|2CDMG|1FLTHEA|1ZMB|1DUR	1aCDMG|2DUR|3aLHND|4FLTHEA|5MBVNT|6ZMB|7aVULN|8RCR|9AART|aBPWR
290	11323 27744	   	172.62	DCR|2VULN|1AART|2CDMG|1FLTHEA|1ZMB|1DUR	1aCDMG|2DUR|3aBEXP|4FLTHEA|5MBVNT|6ZMB|7aVULN|8RCR|9AART|aBPWR
291	22124 13111	   	172.60	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LWND|2RCR|39VULN|4ZMB|5ERES|6CDMG|7CGEN|8DMG|aAART
292	22126 13111	   	172.60	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LWND|2RCR|39VULN|4ZMB|5TLV|6CDMG|7CGEN|8DMG|aAART
293	52124 13111	   	172.60	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LHND|2RCR|39VULN|4ZMB|5ERES|6CDMG|7CGEN|8DMG|aAART
294	52126 13111	   	172.60	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LHND|2RCR|39VULN|4ZMB|5TLV|6CDMG|7CGEN|8DMG|aAART
295	11242 52531	   	172.56	ACR|1AART|1VULN|1DMG|2CDMG|2DUR|1ZMB	15CDMG|25DUR|3RCR|4RMIN|5BPWR|6RPLT|7ZMB|8AART|9VULN|aDMG
296	11226 26412	   	172.55	ACR|2VULN|1AART|2FLTHEA|2CDMG|1DUR	19CDMG|2DUR|3RCR|49FLTHEA|5TLV|6MLV|79VULN|8RMIN|9BPWR|aAART
297	13531 52523	   	172.53	DCR|3VULN|1AART|2CDMG|2ASPD	19CDMG|2CGEN|39aVULN|4DUST|5AART|6ERES|79ASPD|8RCR|9BPWR
298	13122 35616	 * 	172.53	DCR|2VULN|3CDMG|1AART|1DMG	17aCDMG|27CGEN|3BEXP|4DMG|57VULN|6RCR|7BPWR|8AART|9ERES
299	42121 42215	   	172.52	ACR|2VULN|2DMG|2ZMB|2DUR	19DUR|2RCR|39VULN|47ZMB|5RCVC|6aDMG|89CGEN|9BPWR
300	22122 13254	   	172.48	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1LWND|2RCR|3aVULN|4ZMB|5LIT|69DUR|7DMG|8AART
301	52122 13254	   	172.48	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1LHND|2RCR|3aVULN|4ZMB|5LIT|69DUR|7DMG|8AART
302	42112 31363	   	172.47	ACR|2VULN|2DMG|1AART|1DUR	1DUR|2RCR|39VULN|4MGNLIT|5BASICY|69DMG|7FEWX|89DUST|9BPWR|aAART
303	22132 63365	   	172.44	ACR|3VULN|1AART|1DMG|1DUR	1LWND|2RCR|38aVULN|45LHND|6DUR|7AART|9DMG
304	11211 12431	   	172.43	ACR|2AART|2VULN|2CDMG|2DUR	19CDMG|29DUR|3RCR|4MLV|58AART|6LWND|79VULN|9BPWR|aLHND
