0	Index      	 *	Score 	Summary	Detail	
1	36433 31251	 * 	193.53	ACR|3DMG|2AART|2VULN	12AART|39LWND|4RCR|59VULN|6MLV|7LIT|89aDMG|9BPWR
165	31652 13315	   	167.75	DCR|4VULN|1AART|2DUR	1AART|25DUR|3LEGI|459aVULN|5BPWR|6BEXP|7FEWX|8RCR
166	33552 11315	   	167.75	DCR|4VULN|1AART|2DUR	1AART|2LHND|35DUR|459aVULN|5BPWR|6BEXP|7DUST|8RCR
167	32652 12231	   	167.72	DCR|2VULN|2DMG|1AART	1AART|256BEXP|3LEGI|45VULN|5BPWR|7RCR|8RCVC|9aDMG
168	32152 53126	   	167.68	DCR|3VULN|1AART|1DMG|1ZMB	1AART|2BEXP|35FEWX|457VULN|5BPWR|6ZMB|8SNIHEL|9DMG|aRCR
169	32252 53126	   	167.68	DCR|3VULN|1AART|1DMG|1ZMB	1AART|2BEXP|35LWND|457VULN|5BPWR|6ZMB|8SNIHEL|9DMG|aRCR
170	34432 13323	   	167.65	DCR|2VULN|2DMG|1AART|1DUR	1AART|27VULN|36DUST|4TLV|5DUR|8aDMG|9RCR
171	31652 11315	   	167.65	DCR|4VULN|1AART|2DUR	1AART|25DUR|3LEGI|459aVULN|5BPWR|6BEXP|7DUST|8RCR
172	34633 13214	 * 	167.42	DCR|2VULN|1AART|2CDMG|2ZMB|1ASPD	1AART|28VULN|38ZMB|4MLV|5TLV|68CDMG|7RCVC|8BPWR|9RCR|aASPD
173	34633 13216	   	167.42	DCR|2VULN|1AART|2CDMG|2ZMB|1DUR	1AART|28VULN|38ZMB|4MLV|5TLV|68CDMG|7RCVC|8BPWR|9RCR|aDUR
174	13531 33651	   	167.31	ACR|2AART|1VULN|1DMG|1CDMG|1FLTHEA	1BEXP|2CDMG|3RPLT|4RCR|59AART|6BASICY|7DMG|8VULN|aFLTHEA
175	13531 63153	   	167.26	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1BEXP|2CDMG|3RPLT|4RCR|58AART|6RCVC|7VULN|9ZMB|aDMG
176	31253 53215	   	167.16	DCR|4VULN|1AART|1DUR	1AART|2DUR|3LWND|489aVULN|5DUST|6RCR|7FEWX
177	36433 12115	   	167.03	ACR|2AART|2VULN|1DMG|1DUR	12AART|3LWND|4RCR|59VULN|6BEXP|7MLV|8DUR|aDMG
178	34616 33222	   	166.97	DCR|2AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	15AART|2VULN|3ZMB|4DMG|6LWND|7RCR|8DUR|9BELT|aASPD
179	21651 13215	   	166.94	ACR|3VULN|1AART|1DMG|1DUR	1LWND|2DUST|3CGEN|4RCR|5DUR|679VULN|8AART|aDMG
180	22251 11215	   	166.94	ACR|3VULN|1AART|1DMG|1DUR	1LWND|2TLV|369VULN|4RCR|5DUR|7FEWX|8AART|aDMG
181	36433 23122	   	166.93	ACR|2AART|2VULN|1DMG|1DUR	12AART|3LWND|4RCR|57VULN|6RMIN|8SNIHEL|9DMG|aDUR
182	36433 23125	   	166.93	ACR|2AART|2VULN|1DMG|1ASPD	12AART|3LWND|4RCR|57VULN|6RMIN|8SNIHEL|9DMG|aASPD
183	36433 33122	   	166.93	ACR|2AART|2VULN|1DMG|1DUR	12AART|3LWND|4RCR|57VULN|6MLV|8VENICY|9DMG|aDUR
184	36433 33125	   	166.93	ACR|2AART|2VULN|1DMG|1ASPD	12AART|3LWND|4RCR|57VULN|6MLV|8VENICY|9DMG|aASPD
185	22256 32413	   	166.86	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1LWND|2TLV|3VULN|4RCR|5AART|6FLTHEA|7RMIN|8ZMB|9DMG|aCDMG
186	22256 33113	   	166.86	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1LWND|2TLV|3VULN|4RCR|5AART|6FLTHEA|7RPLT|8DMG|9CDMG|aZMB
187	34236 32413	   	166.86	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1AART|2VULN|3LWND|4TLV|5RCR|6FLTHEA|7RMIN|8ZMB|9DMG|aCDMG
188	34236 33113	   	166.86	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1AART|2VULN|3LWND|4TLV|5RCR|6FLTHEA|7RPLT|8DMG|9CDMG|aZMB
189	22216 16115	   	166.84	ACR|3VULN|1AART|1DMG|1DUR	1LWND|2TLV|379VULN|4AART|5RCR|6DUST|8DUR|aDMG
190	22216 53122	   	166.84	ACR|3VULN|1AART|1DMG|1DUR	1LWND|2TLV|367VULN|4AART|5RCR|8VENICY|9DMG|aDUR
191	22216 53125	   	166.84	ACR|3VULN|1AART|1DMG|1ASPD	1LWND|2TLV|367VULN|4AART|5RCR|8VENICY|9DMG|aASPD
192	13531 42313	   	166.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1BEXP|2CDMG|3RPLT|4RCR|5AART|6ASPD|7MLV|89VULN|aDMG
193	34116 12125	   	166.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|27VULN|3FEWX|4BELT|5RCR|6DMSP|8CDMG|9DUR|aDMG
194	34116 12234	   	166.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|27VULN|3FEWX|4BELT|5RCR|6DMSP|8DUR|9DMG|aCDMG
195	36433 63122	   	166.83	ACR|2AART|2VULN|1DMG|1DUR	12AART|3LWND|4RCR|57VULN|6ERES|8VENICY|9DMG|aDUR
196	33612 34362	   	166.77	DCR|1AART|1DMG|1VULN|1FLTHEA|1ZMB|1ASPD|1DUR	1AART|2LHND|3ZMB|4DMG|5ASPD|6FLTHEA|7LWND|8RCR|9VULN|aDUR
197	13531 31441	   	166.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2CDMG|3RPLT|4RCR|5AART|6BASICY|7aVULN|8DUR|9DMG
198	13531 33642	   	166.73	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1BEXP|2CDMG|3RPLT|4RCR|5AART|6BASICY|79DMG|8VULN|aDUR
199	13531 33662	   	166.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2CDMG|3RPLT|4RCR|5AART|6BASICY|7DMG|89VULN|aDUR
200	36433 51121	   	166.69	ACR|3VULN|2AART|1ZMB	12AART|3LWND|4RCR|589VULN|6ZMB|7LIT|aCGEN
201	36433 51123	   	166.69	ACR|3VULN|2AART|1ZMB	12AART|3LWND|4RCR|589VULN|6ZMB|7LIT|aFEWX
202	36433 53332	   	166.69	ACR|3VULN|2AART|1ZMB	12AART|3LWND|4RCR|57aVULN|6ZMB|8FEWX|9LHND
203	31513 15215	   	166.61	DCR|2AART|2VULN|1DMG|1DUR	13AART|2DUR|4LHND|59VULN|6BEXP|7RCR|8CGEN|aDMG
204	31513 15315	   	166.61	DCR|2AART|2VULN|1DMG|1DUR	13AART|2DUR|4LHND|59VULN|6BEXP|7RCR|8RMIN|aDMG
205	31523 15215	   	166.61	DCR|2AART|2VULN|1DMG|1DUR	13AART|2DUR|4LWND|59VULN|6BEXP|7RCR|8CGEN|aDMG
206	31523 15315	   	166.61	DCR|2AART|2VULN|1DMG|1DUR	13AART|2DUR|4LWND|59VULN|6BEXP|7RCR|8RMIN|aDMG
207	36213 15215	   	166.61	DCR|2AART|2VULN|1DMG|1DUR	12AART|3DUR|4LHND|59VULN|6BEXP|7RCR|8CGEN|aDMG
208	36213 15315	   	166.61	DCR|2AART|2VULN|1DMG|1DUR	12AART|3DUR|4LHND|59VULN|6BEXP|7RCR|8RMIN|aDMG
209	36223 15215	   	166.61	DCR|2AART|2VULN|1DMG|1DUR	12AART|3DUR|4LWND|59VULN|6BEXP|7RCR|8CGEN|aDMG
210	36223 15315	   	166.61	DCR|2AART|2VULN|1DMG|1DUR	12AART|3DUR|4LWND|59VULN|6BEXP|7RCR|8RMIN|aDMG
211	36433 53232	   	166.59	ACR|3VULN|2AART|1ZMB	12AART|3LWND|4RCR|57aVULN|6ZMB|8DUST|9LHND
212	34621 13251	   	166.54	DCR|2AART|1DMG|1VULN|1FLTHEA|1ZMB	19AART|2VULN|3ZMB|4DUST|5DMG|6BEXP|7RCR|8AIRHEL|aFLTHEA
213	34633 13215	 * 	166.53	DCR|2VULN|1AART|3CDMG|2ZMB	1AART|28VULN|38ZMB|4MLV|5TLV|68aCDMG|7RCVC|8BPWR|9RCR
214	34622 43221	   	166.49	DCR|2VULN|1AART|1FLTHEA|1ZMB|1ASPD|1DUR	1AART|29VULN|3ZMB|4DUST|5DUR|6ASPD|7RCR|8AIRHEL|aFLTHEA
215	34622 43223	   	166.49	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1AART|29VULN|3ZMB|4DUST|5DUR|6ASPD|7RCR|8AIRHEL|aCDMG
216	13253 33413	 * 	166.42	DCR|3VULN|1AART|2CDMG|1DUR	17BEXP|27CDMG|3RCVC|4ERES|5DUR|679VULN|7BPWR|8RCR|aAART
217	31531 22451	   	166.40	DCR|2AART|2VULN|1CDMG|1ZMB|1DUR	13AART|2DUR|4LIT|5CGEN|6CDMG|78VULN|9RCR|aZMB
218	36231 22451	   	166.40	DCR|2AART|2VULN|1CDMG|1ZMB|1DUR	12AART|3DUR|4LIT|5CGEN|6CDMG|78VULN|9RCR|aZMB
219	34133 51522	   	166.37	DCR|3VULN|3AART|1ASPD	156AART|289VULN|3FEWX|4TLV|7RCR|aASPD
220	34233 51522	   	166.37	DCR|3VULN|3AART|1ASPD	156AART|289VULN|3LWND|4TLV|7RCR|aASPD
221	34615 33223	   	166.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|25VULN|3ZMB|4DMG|6LWND|7RCR|8DUR|9BELT|aRMIN
222	34615 33233	   	166.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|25VULN|3ZMB|4DMG|6LWND|7RCR|8DUR|9LIT|aBEXP
223	34615 33322	   	166.17	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1AART|25VULN|3ZMB|4DMG|6LWND|7RCR|8BEXP|9BELT|aASPD
224	34651 23122	   	166.17	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1AART|26VULN|3ZMB|4BEXP|5DMG|7RCR|8LWND|9BELT|aASPD
225	31252 12255	   	166.12	DCR|3VULN|1AART|1DMG|1DUR	1AART|2DUR|35LWND|45aVULN|5BPWR|6BEXP|7MLV|8DMG|9RCR
226	34613 23326	   	166.07	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1AART|28VULN|3ZMB|4DMG|5TLV|6BELT|7RCR|9RPLT|aASPD
227	34615 33221	   	166.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|25VULN|3ZMB|4DMG|6LWND|7RCR|8DUR|9BELT|aDUST
228	34615 33231	   	166.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|25VULN|3ZMB|4DMG|6LWND|7RCR|8DUR|9LIT|aERES
229	34615 33232	   	166.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|25VULN|3ZMB|4DMG|6LWND|7RCR|8DUR|9LIT|aMBVNT
230	34632 23313	   	166.07	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1AART|28VULN|3ZMB|4MLV|5ASPD|6BELT|7RCR|9ERES|aDMG
231	34642 23323	   	166.07	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1AART|28VULN|3ZMB|4ERES|5ASPD|6BELT|7RCR|9RMIN|aDMG
232	34642 23332	   	166.07	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1AART|28VULN|3ZMB|4ERES|5ASPD|6BELT|7RCR|9DMG|aLHND
233	34613 23313	   	165.97	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1AART|28VULN|3ZMB|4DMG|5TLV|6BELT|7RCR|9ERES|aASPD
234	34621 13242	   	165.97	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1AART|2VULN|3ZMB|4DUST|59DMG|6BEXP|7RCR|8AIRHEL|aDUR
235	34621 13262	   	165.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|29VULN|3ZMB|4DUST|5DMG|6BEXP|7RCR|8AIRHEL|aDUR
236	34212 32325	   	165.92	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|27VULN|3LWND|4BELT|5DMG|6ASPD|8RCVC|9RCR|aCDMG
237	32232 53255	   	165.92	DCR|3VULN|1AART|1DMG|1DUR	1AART|2BEXP|3LWND|4TLV|5DUR|67aVULN|8DMG|9RCR
238	33132 53255	   	165.92	DCR|3VULN|1AART|1DMG|1DUR	1AART|2LHND|3FEWX|4TLV|5DUR|67aVULN|8DMG|9RCR
239	33232 53255	   	165.92	DCR|3VULN|1AART|1DMG|1DUR	1AART|2LHND|3LWND|4TLV|5DUR|67aVULN|8DMG|9RCR
240	34152 63311	   	165.92	DCR|3VULN|1AART|1DMG|1ASPD	1AART|248VULN|3FEWX|5ASPD|6LIT|7TLV|9RCR|aDMG
241	34112 36226	   	165.88	DCR|2AART|2VULN|1DMG|1ZMB	1aAART|27VULN|3FEWX|4BELT|5DMG|6BEXP|8ZMB|9RCR
242	34616 12211	   	165.88	DCR|2AART|2DMG|1VULN|1ZMB	15AART|2VULN|3ZMB|4aDMG|68LIT|7BEXP|9RCR
243	34616 12312	   	165.88	DCR|2AART|2VULN|1DMG|1ZMB	15AART|28VULN|3ZMB|4DMG|6LIT|7aBEXP|9RCR
244	34616 13211	   	165.88	DCR|2AART|2DMG|1VULN|1ZMB	15AART|2VULN|3ZMB|4aDMG|68LIT|7LHND|9RCR
245	34616 13312	   	165.88	DCR|2AART|2VULN|1DMG|1ZMB	15AART|28VULN|3ZMB|4DMG|6LIT|7LHND|9RCR|aBEXP
246	34616 13313	   	165.88	DCR|2AART|2VULN|1DMG|1ZMB	15AART|28VULN|3ZMB|4DMG|6LIT|7LHND|9RCR|aFEWX
247	36533 14111	   	165.88	DCR|2AART|2VULN|1DMG|1ZMB	12AART|37ERES|4ZMB|57VULN|67LIT|7BPWR|8LHND|9RCR|aDMG
248	34432 53321	   	165.82	DCR|3VULN|1AART|1DMG|1DUR	1AART|267VULN|3DUST|4TLV|5DUR|8DMG|9RCR|aBEXP
249	32652 12235	   	165.78	DCR|3VULN|1AART|1DMG	1AART|256BEXP|3LEGI|45aVULN|5BPWR|7RCR|8RCVC|9DMG
250	36533 13311	   	165.78	DCR|2AART|2VULN|1DMG|1ZMB	12AART|3ERES|4ZMB|58VULN|6LIT|7LHND|9RCR|aDMG
251	34432 53322	   	165.72	DCR|3VULN|1AART|1DMG|1DUR	1AART|267VULN|3aDUST|4TLV|5DUR|8DMG|9RCR
252	34433 63323	   	165.68	DCR|2AART|2DMG|1VULN|1ZMB	15AART|2VULN|3DUST|4TLV|6CGEN|7ZMB|8aDMG|9RCR
253	34615 11131	   	165.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|25VULN|3ZMB|4DMG|6LIT|7CDMG|8LHND|9ERES|aRCR
254	34615 11231	   	165.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|25VULN|3ZMB|4DMG|6LIT|7CDMG|8LWND|9ERES|aRCR
255	34621 11226	   	165.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|29VULN|3ZMB|47DUST|5DMG|6BEXP|8CDMG|aRCR
256	33552 13316	   	165.20	DCR|3VULN|2AART|2DUR	1aAART|2LHND|35DUR|459VULN|5BPWR|6BEXP|7FEWX|8RCR
257	31652 13316	   	165.10	DCR|3VULN|2AART|2DUR	1aAART|25DUR|3LEGI|459VULN|5BPWR|6BEXP|7FEWX|8RCR
258	33552 11316	   	165.10	DCR|3VULN|2AART|2DUR	1aAART|2LHND|35DUR|459VULN|5BPWR|6BEXP|7DUST|8RCR
259	22216 32413	   	165.06	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1LWND|2TLV|3VULN|4AART|5RCR|6FLTHEA|7RMIN|8ZMB|9DMG|aCDMG
260	22216 33113	   	165.06	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1LWND|2TLV|3VULN|4AART|5RCR|6FLTHEA|7RPLT|8DMG|9CDMG|aZMB
261	31652 11316	   	165.00	DCR|3VULN|2AART|2DUR	1aAART|25DUR|3LEGI|459VULN|5BPWR|6BEXP|7DUST|8RCR
262	34651 23221	   	164.99	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB|1MSE	1AART|269VULN|3ZMB|4BEXP|5DMG|7RCR|8CDMG|aMSE
263	13321 13151	   	164.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BEXP|2CDMG|3ZMB|4DMG|5LHND|6DUST|79VULN|8RCR|aAART
264	31252 15212	   	164.96	DCR|4VULN|1AART|1DUR	1AART|2DUR|35LWND|459aVULN|5BPWR|6BEXP|7RCR|8CGEN
265	31252 15312	   	164.96	DCR|4VULN|1AART|1DUR	1AART|2DUR|35LWND|459aVULN|5BPWR|6BEXP|7RCR|8RMIN
266	22216 33144	   	164.93	ACR|2DMG|1AART|1VULN|1FLTHEA|1DUR	1LWND|2TLV|3VULN|4AART|5RCR|6FLTHEA|7RPLT|89DMG|aDUR
267	36154 21313	 * 	164.87	DCR|2AART|1DMG|2CDMG|1FLTHEA|1DUR	12AART|3LEGI|4aCDMG|5FLTHEA|6RCR|7DMG|8DUR|9RPLT
268	33612 36631	   	164.86	DCR|2AART|1DMG|1CDMG|1FLTHEA|1ZMB|1ASPD	1aAART|29LHND|3ZMB|4DMG|5ASPD|6FLTHEA|7CDMG|8RCR
269	31253 35215	   	164.76	DCR|4VULN|1AART|1DUR	1AART|2DUR|3LWND|489aVULN|5DUST|6FEWX|7RCR
270	13531 45112	   	164.71	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	1BEXP|2CDMG|3RPLT|4RCR|5AART|6ASPD|7DUR|8ZMB|9aVULN
271	31534 22216	   	164.71	DCR|2AART|2VULN|1DMG|2DUR	13AART|25DUR|45LIT|5BPWR|6TLV|78VULN|9DMG|aRCR
272	36234 22216	   	164.71	DCR|2AART|2VULN|1DMG|2DUR	12AART|35DUR|45LIT|5BPWR|6TLV|78VULN|9DMG|aRCR
273	36433 51111	   	164.68	ACR|2AART|2VULN|1CDMG|1ZMB	12AART|3LWND|4RCR|58VULN|6ZMB|7LIT|9LHND|aCDMG
274	43132 63421	   	164.59	ACR|3VULN|1AART|1CDMG|1ZMB	1LIT|2LWND|3ZMB|4RCR|5DUST|679VULN|8AART|aCDMG
275	43134 33421	   	164.59	ACR|3VULN|1AART|1CDMG|1ZMB	1LIT|2LWND|3ZMB|4RCR|579VULN|6DUST|8AART|aCDMG
276	22213 51522	   	164.57	DCR|3VULN|3AART|1ASPD	1LWND|2TLV|389VULN|456AART|7RCR|aASPD
277	22213 51356	   	164.57	DCR|3VULN|3AART|1DUR	1LWND|2TLV|39aVULN|456AART|7RCR|8DUR
278	22256 52313	   	164.53	ACR|2AART|2VULN|1DMG|1ASPD	1LWND|2TLV|36VULN|4RCR|59AART|7ASPD|8BEXP|aDMG
279	34236 52313	   	164.53	ACR|2AART|2VULN|1DMG|1ASPD	19AART|26VULN|3LWND|4TLV|5RCR|7ASPD|8BEXP|aDMG
280	23512 31341	   	164.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|2CDMG|3RPLT|4AART|5DUR|6BASICY|7aVULN|8RCR|9DMG
281	23521 15212	   	164.51	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LWND|2CDMG|3RPLT|4DMG|5ASPD|6DUST|7RCR|8AART|9aVULN
282	31253 53216	   	164.50	DCR|3VULN|2AART|1DUR	1aAART|2DUR|3LWND|489VULN|5DUST|6RCR|7FEWX
283	42131 63114	 * 	164.49	ACR|3VULN|2DMG|1ZMB	1LIT|29FEWX|3ZMB|4RCR|5LHND|69aVULN|7CGEN|89DMG|9BPWR
284	43423 11216	   	164.48	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LIT|2LWND|35DMG|4ZMB|6CDMG|7AART|8LSRICY|9RCR|aVULN
285	22466 31312	   	164.48	DCR|2DMG|2AART|1VULN|1ZMB	1LWND|2TLV|39DMG|4LSRHEA|5ZMB|6VULN|7aAART|8RCR
286	13536 11352	   	164.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2CDMG|3RPLT|4RCR|5DUR|6aVULN|7CGEN|8DMG|9AART
287	13536 31352	   	164.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2CDMG|3RPLT|4RCR|5DUR|6RMIN|7aVULN|8DMG|9AART
288	42132 62114	   	164.39	ACR|3VULN|2DMG|1ZMB	1LIT|29FEWX|3ZMB|4RCR|5DUST|69aVULN|7MLV|89DMG|9BPWR
289	42133 22114	   	164.39	ACR|3VULN|2DMG|1ZMB	1LIT|29FEWX|3ZMB|4RCR|5TLV|69aVULN|7LWND|89DMG|9BPWR
290	43132 62114	   	164.39	ACR|3VULN|2DMG|1ZMB	1LIT|29LWND|3ZMB|4RCR|5DUST|69aVULN|7MLV|89DMG|9BPWR
291	43133 21114	   	164.39	ACR|3VULN|2DMG|1ZMB	1LIT|29LWND|3ZMB|4RCR|5TLV|69aVULN|7FEWX|89DMG|9BPWR
292	43133 25114	   	164.39	ACR|3VULN|2DMG|1ZMB	1LIT|29LWND|3ZMB|4RCR|5TLV|69aVULN|7BEXP|89DMG|9BPWR
293	32152 26227	 * 	164.37	DCR|4VULN|1AART|1CDMG	1AART|2BEXP|35FEWX|4569VULN|5BPWR|7MBVNT|8CDMG|aRCR
294	34616 33211	   	164.30	DCR|3AART|1VULN|1DMG|1ZMB|1DUR	159AART|2VULN|3ZMB|4DMG|6LWND|7RCR|8DUR|aRPLT
295	34616 33212	   	164.30	DCR|3AART|1VULN|1DMG|1ZMB|1DUR	159AART|2VULN|3ZMB|4DMG|6aLWND|7RCR|8DUR
296	34616 33313	   	164.30	DCR|3AART|1VULN|1DMG|1ZMB|1DUR	159AART|2VULN|3ZMB|4DMG|6LWND|7RCR|8BEXP|aDUR
297	36123 33516	   	164.20	DCR|3AART|1DMG|1VULN|1ZMB|1ASPD	128AART|3LEGI|4ZMB|5ASPD|6LWND|7RCR|9DMG|aVULN
298	25224 13262	 * 	164.11	DCR|3VULN|2DMG|1CDMG	12LWND|35DMG|4CDMG|69aVULN|7CGEN|8RCR
299	31253 52315	   	164.06	DCR|3VULN|1AART|1ZMB|1DUR	1AART|2DUR|3LWND|49aVULN|5DUST|6RCR|7MLV|8ZMB
300	12112 53255	   	164.02	DCR|3VULN|1AART|1DMG|1DUR	1BEXP|2TLV|3LEGI|4AART|5DUR|67aVULN|8DMG|9RCR
301	32513 52226	   	164.00	DCR|2AART|2VULN|1CDMG|1ZMB|1ASPD	13AART|2BEXP|4LHND|59VULN|6ZMB|7ASPD|8CDMG|aRCR
302	33252 15215	   	163.98	DCR|3VULN|1AART|1DMG	1AART|2LHND|35LWND|459VULN|5BPWR|6BEXP|7RCR|8CGEN|aDMG
303	33252 15315	   	163.98	DCR|3VULN|1AART|1DMG	1AART|2LHND|35LWND|459VULN|5BPWR|6BEXP|7RCR|8RMIN|aDMG
304	34116 21323	   	163.93	ACR|2VULN|2DMG|1AART	1AART|2aVULN|3aFEWX|4BELT|5RCR|6MLV|7LEGI|8BEXP|9aDMG|aBPWR
305	34453 33323	   	163.92	DCR|2VULN|2DMG|1AART	1AART|27VULN|3DUST|4RCVC|5TLV|6BEXP|8aDMG|9RCR
306	22214 21254	   	163.85	DCR|2VULN|2DMG|1AART|1ASPD	19LWND|2TLV|39VULN|4AART|5ASPD|6RMIN|7LIT|89DMG|9BPWR|aRCR
307	22256 51221	   	163.73	ACR|2VULN|2DMG|1AART	19LWND|2TLV|36VULN|4RCR|5AART|7LIT|8aDMG
308	34236 51221	   	163.73	ACR|2VULN|2DMG|1AART	1AART|26VULN|39LWND|4TLV|5RCR|7LIT|8aDMG
309	32152 25126	   	163.62	DCR|3VULN|1AART|1DMG|1ASPD	1AART|2BEXP|35FEWX|456VULN|5BPWR|7ASPD|8SNIHEL|9DMG|aRCR
310	32252 25126	   	163.62	DCR|3VULN|1AART|1DMG|1ASPD	1AART|2BEXP|35LWND|456VULN|5BPWR|7ASPD|8SNIHEL|9DMG|aRCR
311	33616 15321	   	163.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2LHND|3ZMB|4DMG|5LSRHEA|6DUST|7DUR|8RCR|9aVULN
