0	Index      	 *	Score 	Summary	Detail	
1	42232 42712	 * 	179.26	DCR|3DMG|2VULN|2ZMB|2DUR	1RCVC|2MBVNT|345DMG|6aZMB|7aVULN|8aDUR|9RCR|aBPWR
166	32112 65323	   	157.58	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|24VULN|3BEXP|5LHND|6CDMG|7RCR|8AART|9ERES|aDMG
167	32512 65333	   	157.58	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|23VULN|4DUST|5LHND|6CDMG|7RCR|8AART|9CGEN|aDMG
168	33512 65333	   	157.58	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|2DUST|34VULN|5LHND|6CDMG|7RCR|8AART|9CGEN|aDMG
169	32522 65323	   	157.58	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|23VULN|4FEWX|5LHND|6CDMG|7RCR|8AART|9ERES|aDMG
170	33314 36735	   	157.57	DCR|2VULN|2DMG|1AART|1SELL	1LWND|2DUST|3SELL|4MBVNT|57DMG|69VULN|8RCR|aAART
171	22523 63112	   	157.56	DCR|4VULN|1AART|1DUR	1BEXP|235aVULN|4FEWX|6DUR|7TLV|8RCR|9AART
172	26513 43112	   	157.56	DCR|4VULN|1AART|1DUR	1BEXP|2DUR|345aVULN|6LWND|7TLV|8RCR|9AART
173	26533 33112	   	157.56	DCR|4VULN|1AART|1DUR	1BEXP|2DUR|357aVULN|4LWND|6TLV|8RCR|9AART
174	36113 33112	   	157.56	DCR|4VULN|1AART|1DUR	1LWND|2DUR|3BEXP|457aVULN|6TLV|8RCR|9AART
175	36513 63112	   	157.56	DCR|4VULN|1AART|1DUR	1LWND|2DUR|345aVULN|6BEXP|7TLV|8RCR|9AART
176	36523 33112	   	157.56	DCR|4VULN|1AART|1DUR	1LWND|2DUR|357aVULN|4BEXP|6TLV|8RCR|9AART
177	36563 33112	   	157.56	DCR|4VULN|1AART|1DUR	1LWND|2DUR|357aVULN|4FEWX|6TLV|8RCR|9AART
178	32512 65323	   	157.48	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|23VULN|4DUST|5LHND|6CDMG|7RCR|8AART|9ERES|aDMG
179	33512 65323	   	157.48	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|2DUST|34VULN|5LHND|6CDMG|7RCR|8AART|9ERES|aDMG
180	22213 65112	   	157.46	DCR|4VULN|1AART|1DUR	1BEXP|245aVULN|3DUST|6DUR|7TLV|8RCR|9AART
181	22513 65112	   	157.46	DCR|4VULN|1AART|1DUR	1BEXP|235aVULN|4DUST|6DUR|7TLV|8RCR|9AART
182	23513 65112	   	157.46	DCR|4VULN|1AART|1DUR	1BEXP|2DUST|345aVULN|6DUR|7TLV|8RCR|9AART
183	36515 33112	   	157.46	DCR|4VULN|1AART|1DUR	1LWND|2DUR|347aVULN|5DUST|6TLV|8RCR|9AART
184	32526 32732	   	157.43	DCR|3VULN|1DMG|1CDMG|1ZMB	1LWND|239VULN|4FEWX|5CDMG|6DMG|7MBVNT|8RCR|aZMB
185	15135 33252	 * 	157.38	ACR|3DMG|1AART|1ZMB|1ASPD	13CGEN|2RPLT|4RCR|567DMG|8ASPD|9AART|aZMB
186	43164 31313	 * 	157.27	DCR|2VULN|3CDMG|1AART|1ZMB	1RCVC|2LHND|3RMIN|468CDMG|56VULN|6BPWR|7ZMB|9AART|aRCR
187	15135 12253	   	157.25	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	13CGEN|2RPLT|4RCR|5DMG|6ZMB|7CDMG|8VULN|9DUR|aAART
188	34361 14112	   	157.23	DCR|2VULN|1AART|1DMG|1ZMB	1LWND|2MLV|3ZMB|4AART|5aVULN|6DMG|7RCVC|8RCR|9FEWX
189	34361 14122	   	157.23	DCR|2VULN|1AART|1DMG|1ZMB	1LWND|2MLV|3ZMB|4AART|5aVULN|6DMG|7RCVC|8RCR|9BEXP
190	22325 66131	   	157.20	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1BEXP|29VULN|3ERES|4LHND|5AART|6DUR|7ASPD|8RCR|aDMG
191	32121 34615	   	157.18	DCR|2VULN|1AART|1DMG|2ASPD	1aLWND|2aVULN|34BEXP|5RMIN|6DMG|7RCR|8aASPD|9AART|aBPWR
192	32131 34615	   	157.18	DCR|2VULN|1AART|1DMG|2ASPD	14aLWND|2aVULN|3BEXP|5RMIN|6DMG|7RCR|8aASPD|9AART|aBPWR
193	32334 52712	   	157.06	DCR|3DMG|2VULN|1DUR|1SELL	1LWND|2aVULN|3SELL|469DMG|5DUR|7MBVNT|8RCR
194	36314 36712	   	157.06	DCR|3DMG|2VULN|1DUR|1SELL	1LWND|2DUR|3SELL|4MBVNT|5aVULN|679DMG|8RCR
195	42211 24315	 * 	156.98	DCR|3DMG|1AART|1VULN	1RCVC|2MBVNT|358DMG|4CGEN|6VULN|7AART|9BEXP|aRCR
196	42822 24261	   	156.94	DCR|1AART|1VULN|1DMG|1FLTHEA|2RCVC|1DUR|1ASPD	13RCVC|2MBVNT|4ASPD|5DMG|6VULN|7AART|8FLTHEA|9RCR|aDUR
197	42371 15112	   	156.94	DCR|2VULN|1AART|1DMG|1DUR|2RCVC	17RCVC|2MBVNT|3DUR|4AART|5aVULN|6DMG|8RCR|9FEWX
198	42371 15122	   	156.94	DCR|2VULN|1AART|1DMG|1DUR|2RCVC	17RCVC|2MBVNT|3DUR|4AART|5aVULN|6DMG|8RCR|9BEXP
199	13234 24432	   	156.91	DCR|2VULN|2DMG|1AART	19CGEN|2LWND|39MGNLIT|4AART|58VULN|6TLV|79DMG|9BPWR|aRCR
200	32341 46512	   	156.84	DCR|3VULN|1AART|1DMG|1SELL	1LWND|278VULN|3SELL|4AART|5MBVNT|6SNIHEL|9RCR|aDMG
201	31234 24432	   	156.81	DCR|2VULN|2DMG|1AART	19LWND|2ERES|39MGNLIT|4AART|58VULN|6TLV|79DMG|9BPWR|aRCR
202	15135 31343	 * 	156.75	ACR|2DMG|1AART|1VULN|1ZMB	13CGEN|2RPLT|4RCR|56DMG|7ZMB|8RCVC|9AART|aVULN
203	23113 62116	   	156.58	DCR|3VULN|1AART|1DMG	16BEXP|2DUST|3FEWX|456VULN|6BPWR|7TLV|8RCR|9AART|aDMG
204	32323 24625	   	156.49	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1SELL	1LWND|2VULN|3SELL|4DUR|5CDMG|6ERES|7RCR|8ZMB|9DMG|aAART
205	22611 34413	   	156.48	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|24VULN|3LWND|5RMIN|6DMG|7RCR|8CDMG|9LIT|aAART
206	32111 34413	   	156.48	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|24VULN|3BEXP|5RMIN|6DMG|7RCR|8CDMG|9LIT|aAART
207	32531 34413	   	156.48	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|23VULN|4RMIN|5BEXP|6DMG|7RCR|8CDMG|9LIT|aAART
208	32112 65214	   	156.38	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|24VULN|3BEXP|5LHND|6CDMG|7RCR|8ERES|9DMG|aAART
209	42245 15144	   	156.31	DCR|2AART|1VULN|1DMG|1CDMG|2RCVC	17RCVC|2MBVNT|3DMG|4VULN|5LWND|69AART|8RCR|aCDMG
210	42246 15144	   	156.31	DCR|2AART|1VULN|1DMG|1CDMG|2RCVC	17RCVC|2MBVNT|3DMG|4VULN|5LHND|69AART|8RCR|aCDMG
211	32336 42112	   	156.23	DCR|2VULN|1AART|1DMG|1CDMG|1SELL	1LWND|2aVULN|3SELL|4DMG|5CGEN|6AART|7CDMG|8RCR|9FEWX
212	32336 42122	   	156.23	DCR|2VULN|1AART|1DMG|1CDMG|1SELL	1LWND|2aVULN|3SELL|4DMG|5CGEN|6AART|7CDMG|8RCR|9BEXP
213	32336 42152	   	156.23	DCR|2VULN|1AART|1DMG|1CDMG|1SELL	1LWND|2aVULN|3SELL|4DMG|5CGEN|6AART|7CDMG|8RCR|9LHND
214	32336 42161	   	156.23	DCR|2VULN|1AART|1DMG|1CDMG|1SELL	1LWND|29VULN|3SELL|4DMG|5CGEN|6AART|7CDMG|8RCR|aLHND
215	42371 16131	   	156.23	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1RCVC|2MBVNT|37DUR|4AART|5VULN|6DMG|8RCR|9CDMG|aFEWX
216	42371 16134	   	156.23	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1RCVC|2MBVNT|37DUR|4AART|5VULN|6DMG|8RCR|9CDMG|aLHND
217	42371 46132	   	156.23	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1RCVC|2MBVNT|37DUR|4AART|5VULN|6RMIN|8RCR|9CDMG|aDMG
218	42372 25133	   	156.23	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1RCVC|2MBVNT|35DUR|4AART|6LWND|7DMG|8RCR|9CDMG|aVULN
219	23336 62162	   	156.13	DCR|2VULN|1AART|1DMG|1CDMG|1SELL	1BEXP|2DUST|3SELL|4DMG|5CGEN|6AART|7CDMG|8RCR|9aVULN
220	32336 42132	   	156.13	DCR|2VULN|1AART|1DMG|1CDMG|1SELL	1LWND|2aVULN|3SELL|4DMG|5CGEN|6AART|7CDMG|8RCR|9MBVNT
221	32336 42163	   	156.13	DCR|2VULN|1AART|1DMG|1CDMG|1SELL	1LWND|29VULN|3SELL|4DMG|5CGEN|6AART|7CDMG|8RCR|aERES
222	33336 42162	   	156.13	DCR|2VULN|1AART|1DMG|1CDMG|1SELL	1LWND|2DUST|3SELL|4DMG|5CGEN|6AART|7CDMG|8RCR|9aVULN
223	46431 23112	   	156.10	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|2BEXP|3CDMG|4TLV|5ZMB|6AART|7RCR|8ERES|9VULN|aDMG
224	12334 14162	   	156.03	DCR|2VULN|1AART|1DMG|1ZMB	1CGEN|2BEXP|3ZMB|4DMG|5LWND|6AART|7RCVC|8RCR|9aVULN
225	12335 14162	   	156.03	DCR|2VULN|1AART|1DMG|1ZMB	1CGEN|2BEXP|3ZMB|4DMG|5LHND|6AART|7RCVC|8RCR|9aVULN
226	32112 65351	 * 	156.00	DCR|2VULN|2AART|1CDMG|1ASPD	1LWND|24VULN|3BEXP|5LHND|6CDMG|7RCR|8aAART|9ASPD
227	22142 35412	   	155.98	DCR|3VULN|1AART|1DMG	13BEXP|278VULN|4RPLT|5BASHEA|6AART|9RCR|aDMG
228	22523 43125	   	155.98	DCR|3VULN|1AART|1DMG	1BEXP|235VULN|4FEWX|6LWND|7TLV|8RCR|9DMG|aAART
229	32523 63125	   	155.98	DCR|3VULN|1AART|1DMG	1LWND|235VULN|4FEWX|6BEXP|7TLV|8RCR|9DMG|aAART
230	33113 65125	   	155.98	DCR|3VULN|1AART|1DMG	16LWND|2DUST|3BEXP|456VULN|6BPWR|7TLV|8RCR|9DMG|aAART
231	21334 14162	   	155.93	DCR|2VULN|1AART|1DMG|1ZMB	1BEXP|2ERES|3ZMB|4DMG|5LWND|6AART|7RCVC|8RCR|9aVULN
232	21335 14162	   	155.93	DCR|2VULN|1AART|1DMG|1ZMB	1BEXP|2ERES|3ZMB|4DMG|5LHND|6AART|7RCVC|8RCR|9aVULN
233	22213 45125	   	155.88	DCR|3VULN|1AART|1DMG	1BEXP|245VULN|3DUST|6LWND|7TLV|8RCR|9DMG|aAART
234	34361 24121	   	155.83	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1LWND|2MLV|3ZMB|49AART|5VULN|6BEXP|7DUR|8RCR|aDMG
235	34361 52121	   	155.73	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1LWND|2MLV|3ZMB|49AART|5VULN|6DUR|7DUST|8RCR|aDMG
236	22262 31636	   	155.72	ACR|2VULN|2DMG|1CDMG|1DUR	1BEXP|2aVULN|3DUST|4BELT|5RCR|67DMG|8CDMG|9DUR
237	42278 12313	   	155.69	DCR|2VULN|2DMG|2DUR|1ASPD	1RCVC|2MBVNT|3aDMG|4LIT|5aDUR|6ASPD|7MLV|8aVULN|9RCR|aBPWR
238	32245 42313	 * 	155.67	3VULN|2DMG|1AART|2CDMG|1ZMB|1ASPD	18LWND|289VULN|3ASPD|47CDMG|58DMG|6AART|8BPWR|aZMB
239	36513 21512	 * 	155.53	DCR|5VULN|1CDMG|1DUR	1LWND|2DUR|34567VULN|8CDMG|9BEXP|aRCR
240	42232 48117	   	155.46	DCR|3DMG|1AART|1ZMB|1DUR	1RCVC|2MBVNT|345DMG|6ZMB|7FEWX|8DUR|9RCR|aAART
241	42244 27822	   	155.33	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|2MBVNT|3DMG|46VULN|5ZMB|7RPLT|8RCR|9CGEN|aAART
242	32344 52112	   	155.31	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1SELL	1LWND|2aVULN|3SELL|4AART|5ASPD|6ZMB|7CDMG|8RCR|9FEWX
243	32344 52122	   	155.31	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1SELL	1LWND|2aVULN|3SELL|4AART|5ASPD|6ZMB|7CDMG|8RCR|9BEXP
244	32246 32714	   	155.30	DCR|2VULN|2DMG|1CDMG|1ASPD	1LWND|2aVULN|3ASPD|4CDMG|5CGEN|69DMG|7MBVNT|8RCR
245	42244 27842	   	155.23	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|2MBVNT|3DMG|46VULN|5ZMB|7RPLT|8RCR|9ERES|aAART
246	32344 52132	   	155.21	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1SELL	1LWND|2aVULN|3SELL|4AART|5ASPD|6ZMB|7CDMG|8RCR|9MBVNT
247	42261 31722	   	155.12	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1RCVC|2MBVNT|36DMG|4RPLT|5ZMB|7RCR|8CDMG|9VULN|aDUR
248	34361 11251	   	154.93	DCR|2VULN|1AART|1DMG|1ZMB	1LWND|2MLV|3ZMB|4AART|59VULN|6DMG|7ERES|8RCR|aFEWX
249	34361 11253	   	154.93	DCR|2VULN|1AART|1DMG|1ZMB	1LWND|2MLV|3ZMB|4AART|59VULN|6DMG|7ERES|8RCR|aBEXP
250	34361 22131	   	154.93	DCR|2VULN|1AART|1DMG|1ZMB	1LWND|2MLV|3ZMB|4AART|59VULN|6BEXP|7DUST|8RCR|aDMG
251	42232 62454	   	154.87	DCR|3DMG|1VULN|1CDMG|1DUR	1RCVC|2MBVNT|345DMG|6DLOT|7CDMG|8VULN|9RCR|aDUR
252	36314 36522	   	154.86	DCR|3DMG|2VULN|1DUR|1SELL	1aLWND|2DUR|3SELL|4MBVNT|5aVULN|67aDMG|8RPLT|9RCR|aBPWR
253	32331 65216	   	154.86	DCR|3DMG|2VULN|1DUR|1SELL	18LWND|26VULN|3SELL|467DMG|5RPLT|6BPWR|9RCR|aDUR
254	22325 15121	   	154.77	DCR|2AART|2DMG|1VULN	1BEXP|2VULN|3ERES|4LHND|59AART|6FEWX|7aDMG|8RCR
255	22325 15122	   	154.77	DCR|2AART|2VULN|1DMG	1BEXP|2aVULN|3ERES|4LHND|59AART|6FEWX|7DMG|8RCR
256	22325 15135	   	154.77	DCR|2AART|2VULN|1DMG	1BEXP|29VULN|3ERES|4LHND|5aAART|6FEWX|7DMG|8RCR
257	42184 24442	   	154.73	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|2MBVNT|3CGEN|46VULN|5ZMB|7AART|8LIT|9RCR|aDMG
258	45323 24442	   	154.73	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|2ZMB|3MLV|4MBVNT|56VULN|7AART|8LIT|9RCR|aDMG
259	32345 62132	   	154.68	DCR|2VULN|1AART|2CDMG|1ZMB|1SELL	1LWND|2aVULN|3SELL|4AART|5ZMB|6CGEN|79CDMG|8RCR
260	42234 61433	   	154.66	DCR|2VULN|2DMG|1CDMG	1RCVC|2MBVNT|34DMG|5DUST|6CDMG|7RCR|8BELT|9aVULN
261	42244 24762	   	154.63	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|2MBVNT|3DMG|46VULN|5ZMB|7AART|8AIRHEL|9RCR|aLWND
262	42244 24763	   	154.63	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|2MBVNT|3DMG|46VULN|5ZMB|7AART|8AIRHEL|9RCR|aRMIN
263	42244 24764	   	154.63	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|2MBVNT|3DMG|46VULN|5ZMB|7AART|8AIRHEL|9RCR|aFEWX
264	45623 24442	   	154.63	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|2ZMB|3ERES|4MBVNT|56VULN|7AART|8LIT|9RCR|aDMG
265	32323 24612	   	154.61	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR|1SELL	1LWND|2aVULN|3SELL|4DUR|5CDMG|6ERES|7RCR|8ZMB|9AART
266	22352 63116	   	154.56	DCR|3VULN|1AART|1ZMB|1DUR	1BEXP|267VULN|3ERES|4DUR|56LWND|6BPWR|8RCR|9AART|aZMB
267	32335 61532	   	154.52	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD|1SELL	1LWND|2VULN|3SELL|45DMG|6ASPD|7ZMB|8AART|9LIT|aRCR
268	41233 25612	   	154.47	DCR|3DMG|2VULN	1RCVC|2RPLT|3FEWX|479DMG|5aVULN|6LWND|8RCR
269	26533 33116	   	154.46	DCR|3VULN|1AART|1ZMB|1DUR	1BEXP|2DUR|357VULN|4LWND|6TLV|8RCR|9AART|aZMB
270	36113 33116	   	154.46	DCR|3VULN|1AART|1ZMB|1DUR	1LWND|2DUR|3BEXP|457VULN|6TLV|8RCR|9AART|aZMB
271	36523 33116	   	154.46	DCR|3VULN|1AART|1ZMB|1DUR	1LWND|2DUR|357VULN|4BEXP|6TLV|8RCR|9AART|aZMB
272	42246 32632	   	154.38	DCR|2DMG|1AART|1VULN|1CDMG	1RCVC|2MBVNT|36DMG|4VULN|5LHND|7CDMG|8AART|9LIT|aRCR
273	45312 33351	   	154.36	DCR|2VULN|2DMG|1ZMB|1DUR	1RCVC|2ZMB|3MLV|45DMG|6DUR|78VULN|9RCR|aLWND
274	22325 15134	   	154.33	DCR|2VULN|1AART|1DMG|1ZMB	1BEXP|29VULN|3ERES|4LHND|5AART|6FEWX|7DMG|8RCR|aZMB
275	43612 26222	 * 	154.27	DCR|3DMG|3CDMG|1FLTHEA	1RCVC|237LHND|457DMG|678CDMG|7BPWR|9RCR|aFLTHEA
276	45312 33352	   	154.26	DCR|2VULN|2DMG|1ZMB|1DUR	1RCVC|2ZMB|3MLV|45DMG|6DUR|78VULN|9RCR|aDUST
277	11333 24433	   	154.25	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1CGEN|2DUR|3ZMB|4RMIN|5ERES|69VULN|7RCR|8CDMG|aAART
278	11353 24433	   	154.25	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1CGEN|2DUR|3ZMB|4MLV|5ERES|69VULN|7RCR|8CDMG|aAART
279	15135 31612	   	154.25	ACR|2DMG|1AART|1VULN|1ZMB	13CGEN|2RPLT|4RCR|56DMG|7ZMB|8VULN|9FEWX|aAART
280	42241 37124	   	154.24	DCR|2AART|1VULN|1DMG|1CDMG	1RCVC|2MBVNT|3DMG|4VULN|5BEXP|67AART|8RCR|9BELT|aCDMG
281	42241 37134	   	154.24	DCR|2AART|1VULN|1DMG|1CDMG	1RCVC|2MBVNT|3DMG|4VULN|59BEXP|67AART|8RCR|aCDMG
282	42238 21153	   	154.17	DCR|2DMG|1AART|2CDMG|1DUR	1RCVC|2MBVNT|34DMG|5BEXP|68CDMG|7RCR|9AART|aDUR
283	42241 37148	 * 	154.14	DCR|2AART|1VULN|1DMG|2ASPD	1RCVC|2MBVNT|3DMG|4VULN|5BEXP|67AART|8RCR|9aASPD
284	66431 21133	   	154.12	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB	1ERES|2CGEN|36CDMG|4DMG|5RCR|7ZMB|8BEXP|9VULN|aAART
285	36513 21334	 * 	154.11	DCR|5VULN|2DUR|1ASPD	1LWND|29DUR|34567VULN|8ASPD|aRCR
286	42234 61153	   	154.07	DCR|2DMG|1AART|2CDMG|1DUR	1RCVC|2MBVNT|34DMG|5DUST|68CDMG|7RCR|9AART|aDUR
287	42371 16141	   	154.02	DCR|2AART|1VULN|1DMG|2DUR	1RCVC|2MBVNT|37DUR|49AART|5VULN|6DMG|8RCR|aLHND
288	42372 25142	   	154.02	DCR|2AART|1VULN|1DMG|2DUR	1RCVC|2MBVNT|35DUR|49AART|6LWND|7DMG|8RCR|aVULN
289	42371 16143	   	153.92	DCR|2AART|1VULN|1DMG|2DUR	1RCVC|2MBVNT|37DUR|49AART|5VULN|6DMG|8RCR|aERES
290	22352 63126	   	153.92	DCR|4VULN|1DMG|1DUR	1BEXP|267aVULN|3ERES|4DUR|56LWND|6BPWR|8RCR|9DMG
291	42261 31412	   	153.82	DCR|3DMG|1AART|1ZMB	1RCVC|2MBVNT|36aDMG|4RPLT|5ZMB|7RCR|8AIRHEA|9AART
292	45321 61312	   	153.80	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|2ZMB|3MLV|4MBVNT|5DMG|6CDMG|7RCR|8VULN|9FEWX|aAART
293	22262 33536	   	153.78	ACR|3VULN|1DMG|1CDMG|1DUR	1BEXP|28aVULN|3DUST|4BELT|5RCR|6DMG|7CDMG|9DUR
294	46132 32112	   	153.77	DCR|2VULN|1AART|1DMG|1ASPD	1RCVC|2BEXP|3RMIN|4DMG|5ASPD|6AART|7aVULN|8RCR|9FEWX
295	46132 32132	   	153.77	DCR|2VULN|1AART|1DMG|1ASPD	1RCVC|29BEXP|3RMIN|4DMG|5ASPD|6AART|7aVULN|8RCR
296	46132 32152	   	153.77	DCR|2VULN|1AART|1DMG|1ASPD	1RCVC|2BEXP|3RMIN|4DMG|5ASPD|6AART|7aVULN|8RCR|9LWND
297	42372 25132	   	153.75	DCR|2DMG|1AART|1CDMG|2DUR	1RCVC|2MBVNT|35DUR|4AART|6LWND|7aDMG|8RCR|9CDMG
298	13333 54162	   	153.73	DCR|2VULN|1AART|1DMG|1ZMB	1CGEN|2LWND|3ZMB|4RMIN|5ERES|6AART|7DMG|8RCR|9aVULN
299	24334 11251	   	153.73	DCR|2DMG|1AART|1VULN|1ZMB	1BEXP|2MLV|3ZMB|4aDMG|5LWND|6AART|7ERES|8RCR|9VULN
300	24334 11252	   	153.73	DCR|2VULN|1AART|1DMG|1ZMB	1BEXP|2MLV|3ZMB|4DMG|5LWND|6AART|7ERES|8RCR|9aVULN
301	24335 11251	   	153.73	DCR|2DMG|1AART|1VULN|1ZMB	1BEXP|2MLV|3ZMB|4aDMG|5LHND|6AART|7ERES|8RCR|9VULN
302	24335 11252	   	153.73	DCR|2VULN|1AART|1DMG|1ZMB	1BEXP|2MLV|3ZMB|4DMG|5LHND|6AART|7ERES|8RCR|9aVULN
303	45321 61433	   	153.70	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|2ZMB|3MLV|4MBVNT|5DMG|6CDMG|7RCR|8TLV|9VULN|aAART
304	46532 32112	   	153.67	DCR|2VULN|1AART|1DMG|1ASPD	1RCVC|2BEXP|3NUKE|4DMG|5ASPD|6AART|7aVULN|8RCR|9FEWX
305	46532 32132	   	153.67	DCR|2VULN|1AART|1DMG|1ASPD	1RCVC|29BEXP|3NUKE|4DMG|5ASPD|6AART|7aVULN|8RCR
306	42238 35112	   	153.67	DCR|2DMG|1AART|1VULN|1DUR	1RCVC|2MBVNT|34DMG|5BEXP|6AART|7DUR|8RCR|9FEWX|aVULN
307	42238 35132	   	153.67	DCR|2DMG|1AART|1VULN|1DUR	1RCVC|2MBVNT|34DMG|59BEXP|6AART|7DUR|8RCR|aVULN
308	42238 38142	   	153.67	DCR|2DMG|1AART|1VULN|1DUR	1RCVC|2MBVNT|34DMG|5BEXP|6AART|7FEWX|8RCR|9DUR|aVULN
309	21334 11162	   	153.63	DCR|2VULN|1AART|1DMG|1ZMB	1BEXP|27ERES|3ZMB|4DMG|5LWND|6AART|8RCR|9aVULN
310	21335 11162	   	153.63	DCR|2VULN|1AART|1DMG|1ZMB	1BEXP|27ERES|3ZMB|4DMG|5LHND|6AART|8RCR|9aVULN
311	62334 11162	   	153.63	DCR|2VULN|1AART|1DMG|1ZMB	17ERES|2BEXP|3ZMB|4DMG|5LWND|6AART|8RCR|9aVULN
312	62335 11162	   	153.63	DCR|2VULN|1AART|1DMG|1ZMB	17ERES|2BEXP|3ZMB|4DMG|5LHND|6AART|8RCR|9aVULN
313	11362 24612	   	153.54	DCR|2VULN|1AART|2DUR|1ZMB|1ASPD	1CGEN|24DUR|3ZMB|5FEWX|6aVULN|7RCR|8ASPD|9AART
314	32331 63317	   	153.47	DCR|2VULN|2DMG|1AART|1SELL	1LWND|26VULN|3SELL|46DMG|5RPLT|6BPWR|7TLV|8MBVNT|9AART|aRCR
315	34363 23112	   	153.39	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	16LWND|2MLV|3ZMB|4AART|5CDMG|7RCR|8ERES|9VULN|aDMG
316	32526 32722	   	153.37	DCR|3VULN|1DMG|1CDMG|1DUR	1LWND|23aVULN|4FEWX|5CDMG|6DMG|7MBVNT|8RCR|9DUR
317	34361 14131	   	153.30	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LWND|2MLV|3ZMB|4AART|5VULN|6DMG|7RCVC|8RCR|9CDMG|aFEWX
318	42214 38172	   	153.07	DCR|2VULN|1AART|1DMG|1DUR	1RCVC|2MBVNT|3DMG|4CGEN|5DUR|6MLV|7AART|8RCR|9aVULN
319	21334 25162	   	153.03	DCR|2VULN|1AART|1DMG|1ZMB	1BEXP|26ERES|3ZMB|4DMG|5LWND|7AART|8RCR|9aVULN
320	21335 25162	   	153.03	DCR|2VULN|1AART|1DMG|1ZMB	1BEXP|26ERES|3ZMB|4DMG|5LHND|7AART|8RCR|9aVULN
321	42371 15131	   	153.01	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|2RCVC	17RCVC|2MBVNT|3DUR|4AART|5VULN|6DMG|8RCR|9CDMG|aFEWX
322	42371 15134	   	153.01	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|2RCVC	17RCVC|2MBVNT|3DUR|4AART|5VULN|6DMG|8RCR|9CDMG|aLHND
323	42371 35132	   	153.01	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|2RCVC	17RCVC|2MBVNT|3DUR|4AART|5VULN|6CGEN|8RCR|9CDMG|aDMG
324	42371 45132	   	153.01	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|2RCVC	17RCVC|2MBVNT|3DUR|4AART|5VULN|6RMIN|8RCR|9CDMG|aDMG
325	32245 32412	   	153.00	DCR|2VULN|2DMG|1CDMG|1ASPD	1aLWND|2aVULN|3ASPD|4CDMG|5aDMG|6NUKE|7RPLT|8MBVNT|9RCR|aBPWR
326	42234 78112	   	152.97	DCR|2DMG|1AART|1VULN|1DUR	1RCVC|2MBVNT|34DMG|5DUST|6DUR|7AART|8RCR|9FEWX|aVULN
327	42234 78132	   	152.97	DCR|2DMG|1AART|1VULN|1DUR	1RCVC|2MBVNT|34DMG|5DUST|6DUR|7AART|8RCR|9BEXP|aVULN
328	22123 64612	   	152.89	DCR|3VULN|1AART|1ASPD|1DUR	13BEXP|25aVULN|4FEWX|6DUR|7RCR|8ASPD|9AART
329	36113 24612	   	152.89	DCR|3VULN|1AART|1DUR|1ASPD	16LWND|2DUR|3BEXP|45aVULN|7RCR|8ASPD|9AART
330	32123 25543	   	152.80	DCR|3VULN|2DMG|1DUR	18LWND|256VULN|348BEXP|78DMG|8BPWR|9DUR|aRCR
