0	Index      	 *	Score 	Summary	Detail	
1	44212 62132	 * 	196.47	DCR|3VULN|2DMG|3ZMB|2CDMG|1SELL	16aZMB|2SELL|35CDMG|45aVULN|5aBPWR|7aDMG|8RCVC|9RCR
164	32542 23113	   	174.91	DCR|3VULN|1AART|1DMG|2DUR	18DUR|28aVULN|3LWND|4DMG|58DUST|6RCR|7AART|8BPWR|9FEWX
165	46621 22321	   	174.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|2AART|3RCR|47VULN|5LIT|6DMG|89DUST|aCDMG
166	23542 23132	   	174.81	DCR|3VULN|1AART|1DMG|2DUR	18aVULN|28DUR|3LWND|4DMG|58DUST|6RCR|7AART|8BPWR|9ERES
167	32542 23132	   	174.81	DCR|3VULN|1AART|1DMG|2DUR	18DUR|28aVULN|3LWND|4DMG|58DUST|6RCR|7AART|8BPWR|9ERES
168	22422 45121	 * 	174.80	DCR|4VULN|1AART|1CDMG|2DUR	1235VULN|35BPWR|45DUR|6LWND|7LEGI|8AART|9RCR|aCDMG
169	22416 52332	   	174.79	DCR|5VULN|2DMG	1234aVULN|3aBPWR|5NUKE|68aTLV|7aDMG|9RCR
170	22423 32264	   	174.75	DCR|4VULN|1DMG|2DUR|1ZMB|1ASPD	1238VULN|3BPWR|4aDUR|5ZMB|6ASPD|7DMG|9RCR
171	46152 23123	 * 	174.67	ACR|3AART|2DMG|2CDMG|1ZMB	1ZMB|29aAART|37CDMG|4RCR|5RMIN|68DMG
172	22333 12356	   	174.52	ACR|4VULN|2DMG|1DUR	128aVULN|3aFEWX|4RCR|5DUR|6LHND|7RCVC|9aDMG|aBPWR
173	22333 15356	   	174.52	ACR|4VULN|2DMG|1DUR	128aVULN|37aFEWX|4RCR|5DUR|6LHND|9aDMG|aBPWR
174	22333 31356	   	174.52	ACR|4VULN|2DMG|1DUR	128aVULN|3aFEWX|4RCR|5DUR|67LWND|9aDMG|aBPWR
175	22333 33356	   	174.52	ACR|4VULN|2DMG|1DUR	128aVULN|37aFEWX|4RCR|5DUR|6LWND|9aDMG|aBPWR
176	22333 43356	   	174.52	ACR|4VULN|2DMG|1DUR	128aVULN|3aFEWX|4RCR|5DUR|6RCVC|7LWND|9aDMG|aBPWR
177	22333 63356	   	174.52	ACR|4VULN|2DMG|1DUR	128aVULN|3aFEWX|4RCR|5DUR|6DMSP|7LWND|9aDMG|aBPWR
178	23631 45132	   	174.52	ACR|2VULN|2DMG|1CDMG|2DUR|1ZMB	1aVULN|23DUR|4RCR|5BELT|6aDMG|7CDMG|8ZMB|9aDUST|aBPWR
179	22133 12356	   	174.32	ACR|4VULN|2DMG|1DUR	128aVULN|3aDUST|4RCR|5DUR|6LHND|7RCVC|9aDMG|aBPWR
180	22133 31356	   	174.32	ACR|4VULN|2DMG|1DUR	128aVULN|3aDUST|4RCR|5DUR|67LWND|9aDMG|aBPWR
181	22133 43356	   	174.32	ACR|4VULN|2DMG|1DUR	128aVULN|3aDUST|4RCR|5DUR|6RCVC|7LWND|9aDMG|aBPWR
182	22133 63356	   	174.32	ACR|4VULN|2DMG|1DUR	128aVULN|3aDUST|4RCR|5DUR|6DMSP|7LWND|9aDMG|aBPWR
183	23551 22136	 * 	174.21	DCR|2VULN|1AART|1DMG|2ZMB|2DUR	18VULN|28DUR|3LWND|4BEXP|58ZMB|6RCR|7AART|8BPWR|9ERES|aDMG
184	32551 22136	   	174.21	DCR|2VULN|1AART|1DMG|2ZMB|2DUR	18DUR|28VULN|3LWND|4BEXP|58ZMB|6RCR|7AART|8BPWR|9ERES|aDMG
185	45241 22233	   	174.13	ACR|2VULN|1AART|1DMG|2ZMB|2DUR	1aZMB|25BEXP|3RCR|4aVULN|6DMG|7CGEN|8AART|9aDUR|aBPWR
186	33221 34412	   	174.03	ACR|3DMG|1AART|1CDMG|1ZMB|1DUR	1DUR|2ZMB|3RCR|4LHND|5BEXP|69aDMG|7CDMG|8AART
187	42242 22233	   	173.93	ACR|2VULN|1AART|1DMG|2ZMB|2DUR	1aZMB|25DUST|3RCR|4aVULN|6DMG|7CGEN|8AART|9aDUR|aBPWR
188	33222 34412	   	173.93	ACR|3DMG|1AART|1CDMG|1ZMB|1DUR	1DUR|2ZMB|3RCR|4LHND|5DUST|69aDMG|7CDMG|8AART
189	42243 31242	   	173.93	ACR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1ZMB|25DUST|3RCR|45aVULN|5BPWR|6ASPD|7RMIN|8AART|9CDMG
190	42243 32242	   	173.93	ACR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1ZMB|25DUST|3RCR|45aVULN|5BPWR|6ASPD|7CGEN|8AART|9CDMG
191	46613 33231	   	173.68	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1ZMB|2AART|3RCR|4MLV|5DMG|67VULN|89DUR|aCGEN
192	46613 33233	   	173.68	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1ZMB|2AART|3RCR|4MLV|5DMG|67VULN|89DUR|aLHND
193	33241 31152	   	173.63	ACR|3VULN|2DMG|1ZMB|1DUR	1DUR|2ZMB|3RCR|48aVULN|5BEXP|69DMG|7LWND
194	46613 33221	   	173.58	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1ZMB|2AART|3RCR|4MLV|5DMG|67VULN|8aDUR|9MBVNT
195	46613 33232	   	173.58	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1ZMB|2AART|3RCR|4MLV|5DMG|67VULN|89DUR|aERES
196	42243 23351	   	173.53	ACR|3VULN|2DMG|1ZMB|1ASPD	1ZMB|25DUST|3RCR|458VULN|5BPWR|69DMG|7LWND|aASPD
197	42243 23353	   	173.53	ACR|3VULN|2DMG|1ZMB|1DUR	1ZMB|25DUST|3RCR|458VULN|5BPWR|69DMG|7LWND|aDUR
198	33242 31152	   	173.53	ACR|3VULN|2DMG|1ZMB|1DUR	1DUR|2ZMB|3RCR|48aVULN|5DUST|69DMG|7LWND
199	22163 61242	   	173.51	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	12aVULN|3DUST|4ZMB|5ASPD|6RCR|7RMIN|8AART|9CDMG
200	22163 62242	   	173.51	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	12aVULN|3DUST|4ZMB|5ASPD|6RCR|7CGEN|8AART|9CDMG
201	33146 32262	   	173.41	DCR|4VULN|1DMG|2ZMB|1DUR|1ASPD	1DUR|25ZMB|3458VULN|5BPWR|6ASPD|7DMG|9RCR|aLHND
202	33146 32263	   	173.41	DCR|4VULN|1DMG|2ZMB|1DUR|1ASPD	1DUR|25ZMB|3458VULN|5BPWR|6ASPD|7DMG|9RCR|aBEXP
203	21512 13212	   	173.38	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|2DUST|3LWND|4AART|5CDMG|6RCR|7ZMB|8RMIN|9aDMG
204	21512 13612	   	173.38	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|2DUST|3LWND|4AART|5CDMG|6RCR|7ZMB|8CGEN|9aDMG
205	33146 32261	   	173.31	DCR|4VULN|1DMG|2ZMB|1ASPD|1DUR	1DUR|25ZMB|3458VULN|5BPWR|6ASPD|7DMG|9RCR|aLEGI
206	42543 21331	 * 	173.24	DCR|3VULN|1AART|1DMG|2ZMB	15ZMB|2DUST|3FEWX|458VULN|5BPWR|6DMG|7RCR|9ERES|aAART
207	33121 24152	   	173.21	DCR|3VULN|2DMG|1ZMB|1DUR	1DUR|2ZMB|38aVULN|4LHND|5BEXP|6RCR|79DMG
208	42243 11235	   	173.18	ACR|4VULN|1AART|1ZMB|1ASPD	1ZMB|25DUST|3RCR|4578VULN|5BPWR|6RCVC|9ASPD|aAART
209	33122 24152	   	173.11	DCR|3VULN|2DMG|1ZMB|1DUR	1DUR|2ZMB|38aVULN|4LHND|5DUST|6RCR|79DMG
210	21443 25111	 * 	173.06	DCR|3VULN|3DMG|1ASPD	159VULN|2DUST|3BEXP|456DMG|5BPWR|7RPLT|8RCR|aASPD
211	33124 62423	   	173.00	DCR|3VULN|1AART|2ASPD|2DUR|1ZMB	1aDUR|2ZMB|37aVULN|4LHND|5CGEN|6AART|8aASPD|9RCR|aBPWR
212	22336 16351	   	173.00	ACR|4VULN|1AART|1DMG	1278VULN|3FEWX|4RCR|5BEXP|6LHND|9DMG|aAART
213	22336 36351	   	173.00	ACR|4VULN|1AART|1DMG	1278VULN|3FEWX|4RCR|5BEXP|6LWND|9DMG|aAART
214	65243 33131	   	172.93	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	1CGEN|25BEXP|3RCR|459VULN|5BPWR|6CDMG|7ZMB|8DUR|aAART
215	22336 26352	   	172.90	ACR|4VULN|1AART|1DMG	1278VULN|3FEWX|4RCR|5BEXP|6DUST|9DMG|aAART
216	62243 63233	 * 	172.69	ACR|4VULN|1AART|3DUR	1aCGEN|25DUST|3RCR|456aVULN|5aBPWR|79aDUR|8AART
217	46152 22312	   	172.60	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ZMB|2AART|3CDMG|4RCR|5RMIN|6aDMG|7DUST|8VULN|9BEXP
218	46152 22332	   	172.60	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|2AART|3CDMG|4RCR|5RMIN|6DMG|7DUST|8aVULN|9MLV
219	46153 11312	   	172.60	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ZMB|2AART|3CDMG|4RCR|5LHND|6FEWX|7ERES|8VULN|9aDMG
220	46151 21212	   	172.50	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ZMB|2AART|3CDMG|4RCR|5FEWX|6VULN|7ERES|8LEGI|9aDMG
221	46152 22132	   	172.50	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ZMB|2AART|3CDMG|4RCR|5RMIN|6aDMG|7DUST|8LEGI|9VULN
222	46152 22322	   	172.50	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|2AART|3CDMG|4RCR|5RMIN|6DMG|7DUST|8aVULN|9TLV
223	46152 33123	 * 	172.50	ACR|2DMG|1AART|2CDMG|2ASPD|1ZMB	1ZMB|2AART|37CDMG|4RCR|5RMIN|69ASPD|8aDMG
224	45243 23321	   	172.30	ACR|3VULN|1AART|1DMG|1ZMB	1ZMB|25BEXP|3RCR|458VULN|5BPWR|6DMG|7LWND|9ERES|aAART
225	24421 25111	   	172.12	DCR|3VULN|2DMG|1AART|1SELL	137VULN|2SELL|4AART|5DUST|68DMG|9BEXP|aRCR
226	24413 33432	 * 	172.12	DCR|5VULN|2CDMG|2ZMB|1SELL	1368aVULN|2SELL|4RMIN|5aCDMG|7aZMB|9RCR|aBPWR
227	24413 34132	 * 	172.12	DCR|5VULN|2CDMG|2ZMB|1SELL	1367aVULN|2SELL|4RMIN|5aCDMG|8aZMB|9RCR|aBPWR
228	42243 23321	   	172.10	ACR|3VULN|1AART|1DMG|1ZMB	1ZMB|25DUST|3RCR|458VULN|5BPWR|6DMG|7LWND|9ERES|aAART
229	34212 23663	   	172.08	ACR|2DMG|1AART|1VULN|1CDMG|2DUR|1SELL	1aDUR|2SELL|3BEXP|4RCR|5AART|6aDMG|7CDMG|8VULN|9aCGEN|aBPWR
230	24421 25131	   	172.02	DCR|3VULN|2DMG|1AART|1SELL	137VULN|2SELL|4AART|5DUST|68DMG|9LEGI|aRCR
231	46612 21323	 * 	172.00	ACR|2DMG|1AART|1VULN|2ZMB|1ASPD|1SELL	18ZMB|2AART|3RCR|4MLV|5SELL|68DMG|78TLV|8BPWR|9ASPD|aVULN
232	46262 11323	 * 	171.84	DCR|2VULN|3ZMB|1AART|2ASPD|1DUR	16aZMB|2AART|3CGEN|4aASPD|5DUR|7LWND|8aVULN|9RCR|aBPWR
233	45243 21213	   	171.83	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ZMB|25BEXP|3RCR|45VULN|5BPWR|6DMG|7RMIN|8AART|9ASPD|aDUR
234	13131 63156	   	171.76	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1LIT|26aVULN|3ASPD|4RMIN|5DMG|7AART|8RCR|9DUR
235	23541 22336	 * 	171.71	DCR|3VULN|2DMG|3DUR	18aVULN|28aDUR|39LWND|47DMG|58aBEXP|6RCR|8aBPWR
236	32541 22336	   	171.71	DCR|3VULN|2DMG|3DUR	18aDUR|28aVULN|39LWND|47DMG|58aBEXP|6RCR|8aBPWR
237	22162 63351	   	171.68	DCR|3VULN|1AART|1DMG|1ZMB	128VULN|3DUST|4ZMB|5NUKE|6RCR|7LWND|9DMG|aAART
238	24111 32265	 * 	171.63	DCR|4VULN|1DMG|2ASPD|1CDMG|1SELL	148aVULN|2SELL|34ASPD|4BPWR|5FEWX|6CDMG|7DMG|9RCR
239	42243 21213	   	171.63	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1ZMB|25DUST|3RCR|45VULN|5BPWR|6DMG|7RMIN|8AART|9ASPD|aDUR
240	42243 22213	   	171.63	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1ZMB|25DUST|3RCR|45VULN|5BPWR|6DMG|7CGEN|8AART|9ASPD|aDUR
241	21641 23153	   	171.55	DCR|2VULN|2DMG|1AART|1DUR	18VULN|28DUST|3DUR|4aDMG|58BEXP|6RCR|7AART|8BPWR|9RPLT
242	42243 24213	   	171.53	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ZMB|25DUST|3RCR|45VULN|5BPWR|6DMG|7ERES|8AART|9ASPD|aDUR
243	22333 51236	   	171.50	ACR|2VULN|1AART|1DMG|3DUR|1ZMB	12VULN|3FEWX|4RCR|569DUR|7ZMB|8AART|aDMG
244	21442 23353	   	171.45	DCR|2VULN|2DMG|1AART|1DUR	18VULN|2DUST|3BEXP|4aDMG|5DUR|6RCR|7AART|9RPLT
245	21641 23353	   	171.45	DCR|2VULN|2DMG|1AART|1DUR	18VULN|2DUST|3DUR|4aDMG|5BEXP|6RCR|7AART|9RPLT
246	23542 23353	   	171.45	DCR|2VULN|2DMG|1AART|1DUR	18VULN|2DUR|3LWND|4aDMG|5DUST|6RCR|7AART|9RPLT
247	32542 23353	   	171.45	DCR|2VULN|2DMG|1AART|1DUR	1DUR|28VULN|3LWND|4aDMG|5DUST|6RCR|7AART|9RPLT
248	23541 23336	   	171.45	DCR|2VULN|2DMG|1AART|1DUR	18VULN|2DUR|3LWND|4aDMG|5BEXP|6RCR|7AART|9ERES
249	32541 23336	   	171.45	DCR|2VULN|2DMG|1AART|1DUR	1DUR|28VULN|3LWND|4aDMG|5BEXP|6RCR|7AART|9ERES
250	42243 21241	   	171.40	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|25DUST|3RCR|45VULN|5BPWR|6DMG|7RMIN|8AART|9CDMG|aRCVC
251	42243 22241	   	171.40	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|25DUST|3RCR|45VULN|5BPWR|6DMG|7CGEN|8AART|9CDMG|aRCVC
252	42242 21242	   	171.30	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|25DUST|3RCR|4aVULN|6DMG|7RMIN|8AART|9CDMG
253	42242 22242	   	171.30	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|25DUST|3RCR|4aVULN|6DMG|7CGEN|8AART|9CDMG
254	22333 53351	   	171.13	ACR|3VULN|1AART|1DMG|2DUR	128VULN|3FEWX|4RCR|56DUR|7LWND|9DMG|aAART
255	32632 12214	 * 	171.13	ACR|3VULN|1AART|2CDMG|2DUR	13DUR|267VULN|4RCR|56LIT|6BPWR|89CDMG|aAART
256	21531 22162	 * 	171.10	DCR|3VULN|3ZMB|1AART	18aVULN|289DUST|3LWND|4aLHND|58aZMB|6RCR|7AART|8aBPWR
257	13141 63151	   	171.09	DCR|4VULN|1AART|2DUR|1ASPD	1LIT|246aVULN|3ASPD|59DUR|7AART|8RCR
258	66621 22131	   	171.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2AART|3RCR|47VULN|5LIT|6DMG|8RCVC|9DUR|aCDMG
259	22133 53351	   	171.03	ACR|3VULN|1AART|1DMG|2DUR	128VULN|3DUST|4RCR|56DUR|7LWND|9DMG|aAART
260	22333 26452	   	171.03	ACR|3VULN|1AART|1DMG|2DUR	127VULN|3FEWX|4RCR|58DUR|6DUST|9DMG|aAART
261	41536 12322	   	170.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|2CGEN|3LHND|4RCR|5AART|6FEWX|78VULN|9CDMG|aDMG
262	22331 61235	   	170.88	ACR|4VULN|1AART|1ZMB|1ASPD	1278VULN|3FEWX|4RCR|5RCVC|6ZMB|9ASPD|aAART
263	22131 61235	   	170.78	ACR|4VULN|1AART|1ZMB|1ASPD	1278VULN|3DUST|4RCR|5RCVC|6ZMB|9ASPD|aAART
264	13513 15214	   	170.61	DCR|3VULN|1AART|2CDMG|2DUR	1LIT|234VULN|56DUR|7RCR|89CDMG|aAART
265	23541 23114	   	170.46	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	18VULN|28DUR|3LWND|4DMG|58BEXP|6RCR|7AART|8BPWR|9FEWX|aZMB
266	32541 23114	   	170.46	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	18DUR|28VULN|3LWND|4DMG|58BEXP|6RCR|7AART|8BPWR|9FEWX|aZMB
267	42243 26332	 * 	170.44	ACR|3DMG|2VULN|2ZMB	17ZMB|25DUST|3RCR|45VULN|5BPWR|69aDMG|8RCVC
268	42243 26333	 * 	170.44	ACR|3VULN|2DMG|2ZMB	17ZMB|25DUST|3RCR|45aVULN|5BPWR|69DMG|8RCVC
269	22162 62263	   	170.40	DCR|3VULN|3ZMB|1AART	12aVULN|3DUST|49aZMB|5NUKE|6RCR|7aCGEN|8AART|aBPWR
270	22335 63233	   	170.39	ACR|4VULN|1AART|3DUR	126aVULN|3FEWX|4RCR|5aCGEN|79aDUR|8AART|aBPWR
271	46152 23121	   	170.30	ACR|2AART|2DMG|2CDMG|1ZMB	1ZMB|29AART|37CDMG|4RCR|5RMIN|68DMG|aDUST
272	22135 63233	   	170.29	ACR|4VULN|1AART|3DUR	126aVULN|3DUST|4RCR|5aCGEN|79aDUR|8AART|aBPWR
273	21442 23134	   	170.26	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	18VULN|28DUST|3BEXP|4DMG|58DUR|6RCR|7AART|8BPWR|9LHND|aZMB
274	23542 23114	   	170.26	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	18VULN|28DUR|3LWND|4DMG|58DUST|6RCR|7AART|8BPWR|9FEWX|aZMB
275	32542 23114	   	170.26	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	18DUR|28VULN|3LWND|4DMG|58DUST|6RCR|7AART|8BPWR|9FEWX|aZMB
276	23422 22146	   	170.25	DCR|2VULN|2DMG|1AART|1DUR	18VULN|2DUR|3BEXP|4FEWX|5NUKE|6RCR|7aDMG|9AART
277	32422 22146	   	170.25	DCR|2VULN|2DMG|1AART|1DUR	1DUR|28VULN|3BEXP|4FEWX|5NUKE|6RCR|7aDMG|9AART
278	45243 11232	   	170.24	ACR|4VULN|1DMG|1ZMB|1ASPD	1ZMB|25BEXP|3RCR|4578VULN|5BPWR|6RCVC|9ASPD|aDMG
279	22333 24422	   	170.23	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	12VULN|3FEWX|4RCR|59DUR|6DUST|7CDMG|8AART|aDMG
280	45243 21231	   	170.18	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1ZMB|25BEXP|3RCR|45VULN|5BPWR|6DMG|7RMIN|8AART|9aDUR
281	45243 22231	   	170.18	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1ZMB|25BEXP|3RCR|45VULN|5BPWR|6DMG|7CGEN|8AART|9aDUR
282	21622 22146	   	170.15	DCR|2VULN|2DMG|1AART|1DUR	18VULN|2DUST|3DUR|4FEWX|5NUKE|6RCR|7aDMG|9AART
283	33243 61212	   	170.14	ACR|4VULN|1DMG|1ZMB|1DUR	1DUR|2ZMB|3RCR|4678VULN|5RCVC|9CGEN|aDMG
284	13513 23131	   	170.11	DCR|3VULN|1AART|1DMG|2DUR	1LIT|234VULN|5aDUR|6DMG|7AART|8RCR|9BELT
285	13513 23152	   	170.11	DCR|3VULN|1AART|1DMG|2DUR	1LIT|234VULN|59DUR|6DMG|7AART|8RCR|aLWND
286	13513 23153	   	170.11	DCR|3VULN|1AART|1DMG|2DUR	1LIT|234VULN|59DUR|6DMG|7AART|8RCR|aBEXP
287	13513 23156	   	170.11	DCR|3VULN|1AART|1DMG|2DUR	1LIT|234VULN|59DUR|6DMG|7AART|8RCR|aRMIN
288	13555 23131	   	170.11	DCR|3VULN|1AART|1DMG|2DUR	1LIT|235VULN|4aDUR|6DMG|7AART|8RCR|9BELT
289	13213 23151	   	170.11	DCR|3VULN|1AART|1DMG|2DUR	13LIT|24aVULN|59DUR|6DMG|7AART|8RCR
290	13255 23151	   	170.11	DCR|3VULN|1AART|1DMG|2DUR	13LIT|25aVULN|49DUR|6DMG|7AART|8RCR
291	23115 23151	   	170.11	DCR|3VULN|1AART|1DMG|2DUR	15aVULN|29DUR|3LIT|4DMSP|6DMG|7AART|8RCR
292	32115 23151	   	170.11	DCR|3VULN|1AART|1DMG|2DUR	19DUR|25aVULN|3LIT|4DMSP|6DMG|7AART|8RCR
293	33243 61335	   	170.04	ACR|4VULN|1DMG|1ZMB|1DUR	1DUR|2ZMB|3RCR|467aVULN|5RCVC|8ERES|9DMG
294	42243 11232	   	170.04	ACR|4VULN|1DMG|1ZMB|1ASPD	1ZMB|25DUST|3RCR|4578VULN|5BPWR|6RCVC|9ASPD|aDMG
295	42243 33352	   	170.04	ACR|4VULN|1DMG|1ZMB|1ASPD	1ZMB|25DUST|3RCR|458aVULN|5BPWR|6ASPD|7LWND|9DMG
296	46151 32113	 * 	170.02	ACR|2DMG|3ZMB|1AART|1CDMG	168ZMB|2AART|3CDMG|4RCR|5FEWX|7RMIN|9aDMG
297	46151 33112	   	170.02	ACR|2DMG|3ZMB|1AART|1CDMG	168ZMB|2AART|3CDMG|4RCR|5FEWX|7CGEN|9aDMG
298	13513 23154	   	170.01	DCR|3VULN|1AART|1DMG|2DUR	1LIT|234VULN|59DUR|6DMG|7AART|8RCR|aERES
299	42243 21231	   	169.98	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1ZMB|25DUST|3RCR|45VULN|5BPWR|6DMG|7RMIN|8AART|9aDUR
300	42243 22231	   	169.98	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1ZMB|25DUST|3RCR|45VULN|5BPWR|6DMG|7CGEN|8AART|9aDUR
301	42242 61232	   	169.94	ACR|4VULN|1DMG|1ZMB|1ASPD	1ZMB|25DUST|3RCR|4678VULN|9ASPD|aDMG
302	46151 31112	   	169.92	ACR|2DMG|3ZMB|1AART|1CDMG	168ZMB|2AART|3CDMG|4RCR|5FEWX|7TLV|9aDMG
303	23531 22152	   	169.90	DCR|3VULN|1AART|2ZMB|2DUR	18aVULN|28DUR|3LWND|4LHND|58ZMB|6RCR|7AART|8BPWR|9RPLT
304	23551 22113	   	169.90	DCR|3VULN|1AART|2ZMB|2DUR	18aVULN|28DUR|3LWND|4BEXP|58ZMB|6RCR|7AART|8BPWR|9FEWX
305	23551 22152	   	169.90	DCR|3VULN|1AART|2ZMB|2DUR	18aVULN|28DUR|3LWND|4BEXP|58ZMB|6RCR|7AART|8BPWR|9RPLT
306	32531 22152	   	169.90	DCR|3VULN|1AART|2ZMB|2DUR	18DUR|28aVULN|3LWND|4LHND|58ZMB|6RCR|7AART|8BPWR|9RPLT
307	32551 22113	   	169.90	DCR|3VULN|1AART|2ZMB|2DUR	18DUR|28aVULN|3LWND|4BEXP|58ZMB|6RCR|7AART|8BPWR|9FEWX
308	32551 22152	   	169.90	DCR|3VULN|1AART|2ZMB|2DUR	18DUR|28aVULN|3LWND|4BEXP|58ZMB|6RCR|7AART|8BPWR|9RPLT
309	42243 24231	   	169.88	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1ZMB|25DUST|3RCR|45VULN|5BPWR|6DMG|7ERES|8AART|9aDUR
310	62243 63211	   	169.86	ACR|3VULN|1AART|1CDMG|1ASPD|1DUR	1CGEN|25DUST|3RCR|456VULN|5BPWR|7DUR|8AART|9ASPD|aCDMG
311	13513 33116	   	169.86	DCR|4VULN|1AART|1ZMB|1DUR	1LIT|234aVULN|5DUR|6ZMB|7AART|8RCR|9LHND
312	13513 33136	   	169.86	DCR|4VULN|1AART|1ZMB|1DUR	1LIT|234aVULN|5DUR|6ZMB|7AART|8RCR|9BELT
313	33241 36413	   	169.84	ACR|2DMG|1AART|1VULN|2DUR|1ZMB|1SELL	1aDUR|2ZMB|3RCR|4VULN|5BEXP|69DMG|7SELL|8AART
314	32632 11422	 * 	169.83	ACR|2VULN|1AART|1DMG|1FLTHEA|2DUR	13DUR|26VULN|4RCR|56LIT|6BPWR|7FLTHEA|8RMIN|9AART|aDMG
315	23531 22132	   	169.80	DCR|3VULN|1AART|2ZMB|2DUR	18aVULN|28DUR|3LWND|4LHND|58ZMB|6RCR|7AART|8BPWR|9ERES
316	23551 22132	   	169.80	DCR|3VULN|1AART|2ZMB|2DUR	18aVULN|28DUR|3LWND|4BEXP|58ZMB|6RCR|7AART|8BPWR|9ERES
317	23551 22163	   	169.80	DCR|3VULN|1AART|2ZMB|2DUR	18aVULN|28DUR|3LWND|4BEXP|58ZMB|6RCR|7AART|8BPWR|9DUST
318	32531 22132	   	169.80	DCR|3VULN|1AART|2ZMB|2DUR	18DUR|28aVULN|3LWND|4LHND|58ZMB|6RCR|7AART|8BPWR|9ERES
319	32551 22132	   	169.80	DCR|3VULN|1AART|2ZMB|2DUR	18DUR|28aVULN|3LWND|4BEXP|58ZMB|6RCR|7AART|8BPWR|9ERES
320	32551 22163	   	169.80	DCR|3VULN|1AART|2ZMB|2DUR	18DUR|28aVULN|3LWND|4BEXP|58ZMB|6RCR|7AART|8BPWR|9DUST
321	23512 13462	   	169.77	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1VULN|2DUR|38LWND|4AART|5CDMG|6RCR|7ZMB|9ASPD|aDMG
322	23512 13662	   	169.77	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1VULN|2DUR|3LWND|4AART|5CDMG|6RCR|7ZMB|8CGEN|9ASPD|aDMG
323	32512 13462	   	169.77	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1DUR|2VULN|38LWND|4AART|5CDMG|6RCR|7ZMB|9ASPD|aDMG
324	32512 13662	   	169.77	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1DUR|2VULN|3LWND|4AART|5CDMG|6RCR|7ZMB|8CGEN|9ASPD|aDMG
325	13131 63146	   	169.75	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1LIT|26VULN|3ASPD|4RMIN|5DMG|7AART|8RCR|9CDMG|aDUR
326	33242 36413	   	169.74	ACR|2DMG|1AART|1VULN|2DUR|1ZMB|1SELL	1aDUR|2ZMB|3RCR|4VULN|5DUST|69DMG|7SELL|8AART
327	23512 16412	   	169.67	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1VULN|2DUR|3LWND|4AART|5CDMG|6RCR|7DUST|8DMG|9ZMB|aASPD
328	32512 16412	   	169.67	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1DUR|2VULN|3LWND|4AART|5CDMG|6RCR|7DUST|8DMG|9ZMB|aASPD
