0	Index      	Bounty	 *	Score 	Summary	Detail	
1	13123 16543	7	 * 	279.54	橙5易伤1伤害1等级1时间	13457易伤25掉矿5序列升级6核8时间9等级a伤害
217	12354 31234	3	   	257.85	橙3易伤2时间2等级1暴击	158易伤2平台38时间4基地爆炸6暴击78等级8序列升级9雷电a核
218	11125 31333	10	   	257.81	橙5易伤2时间	1348a易伤2策反5挖尘67时间9核
219	13123 14652	6	   	257.80	橙5易伤1伤害1攻速1卖塔	13458易伤25掉矿5序列升级6核7卖塔9攻速a伤害
220	13123 14426	10	   	257.77	橙5易伤2时间1卖塔	1345a易伤25掉矿5a序列升级6核7a基地爆炸8卖塔9a时间
221	12334 31234	4	   	257.75	橙3易伤2时间2等级1暴击	158易伤2平台38时间4挖尘6暴击78等级8序列升级9雷电a核
222	12341 11234	6	   	257.75	橙3易伤2时间2等级1暴击	148易伤2平台38时间5暴击6挖尘78等级8序列升级9雷电a核
223	13122 15361	6	   	257.71	橙5易伤2时间	1347a易伤2a掉矿5a时间6挖青8核9赏金邻近a序列升级
224	13122 65361	5	   	257.71	橙5易伤2时间	1347a易伤2掉矿5a时间6a挖尘8核9赏金邻近a序列升级
225	14131 43423	1	   	257.54	橙2易伤2伤害2时间2暴击1攻速	17易伤23伤害4额外掉落57时间67暴击7序列升级8掉矿9核a攻速
226	14131 43633	1	   	257.54	橙2易伤2伤害2时间2暴击1攻速	17易伤23伤害4额外掉落57时间67暴击7序列升级8核9掉矿a攻速
227	12511 12288	6	   	257.51	橙3易伤2伤害2攻速1暴击	149易伤2平台3随机矿49序列升级5暴击69攻速7加一89伤害a核
228	12521 12288	6	   	257.51	橙3易伤2伤害2攻速1暴击	149易伤2平台3随机矿5暴击69攻速7加一89伤害9序列升级a核
229	11663 33121	6	   	257.50	橙4易伤1伤害1等级1暴击	179a易伤2策反3暴击4基地爆炸5等级6核8伤害
230	14633 23121	8	   	257.50	橙4易伤1伤害1时间1暴击	159a易伤23最后敌人4伤害6暴击7核8时间
231	14633 23221	7	   	257.50	橙4易伤1伤害1时间1暴击	159a易伤23最后敌人4伤害6暴击7核8时间
232	15233 35361	5	   	257.40	橙4易伤1伤害1等级1暴击	1567易伤2基地爆炸3挖尘4等级8核9伤害a暴击
233	12346 23125	4	   	257.33	橙3易伤3时间1伤害	146易伤2平台37a时间5雷电8核9伤害
234	13123 16633	6	   	257.30	橙4易伤1伤害1等级1暴击	1345易伤25掉矿5序列升级6核7伤害8等级9赏金邻近a暴击
235	13123 32633	6	   	257.30	橙4易伤1伤害1等级1暴击	1345易伤25掉矿5序列升级6伤害7核8等级9赏金邻近a暴击
236	13123 43164	9	   	257.30	橙4易伤2等级1时间1暴击	1345易伤25掉矿5序列升级69等级7时间8暴击a核
237	13333 52424	7	 * 	257.23	橙4易伤1伤害2暴击1全技能	178a易伤2a掉矿3矿等4伤害5全技能6核9a暴击a序列升级
238	13333 53324	9	   	257.23	橙4易伤1伤害2暴击1全技能	189a易伤2a掉矿3矿等4伤害5全技能6核7a暴击a序列升级
239	13333 53325	10	   	257.23	橙4易伤1伤害2暴击1全技能	189a易伤2a掉矿3矿等4伤害5全技能6核7a暴击a序列升级
240	11111 63121	8	   	257.08	橙5易伤1时间1暴击	1369a易伤2策反4暴击56最后敌人6序列升级7核8时间
241	11111 63221	7	   	257.08	橙5易伤1时间1暴击	1369a易伤2策反4暴击56最后敌人6序列升级7核8时间
242	11611 63121	8	   	257.08	橙5易伤1时间1暴击	1469a易伤2策反3暴击56最后敌人6序列升级7核8时间
243	11611 63221	7	   	257.08	橙5易伤1时间1暴击	1469a易伤2策反3暴击56最后敌人6序列升级7核8时间
244	61613 63121	8	   	257.08	橙5易伤1时间1暴击	16低血量敌人2策反3暴击4569a易伤6序列升级7核8时间
245	61613 63221	7	   	257.08	橙5易伤1时间1暴击	16低血量敌人2策反3暴击4569a易伤6序列升级7核8时间
246	61613 63313	10	   	257.08	橙5易伤1等级1暴击	16低血量敌人2策反3暴击4569a易伤6序列升级7核8等级
247	12244 71641	2	 * 	257.01	橙3易伤2时间2攻速1伤害	17a易伤2平台3伤害4加一57时间67攻速7序列升级8掉矿9核
248	13111 63315	10	   	256.98	橙5易伤1等级1暴击	1369a易伤2掉矿4暴击56最后敌人6序列升级7核8等级
249	13111 63425	10	   	256.98	橙5易伤1等级1暴击	1368a易伤2掉矿4暴击56最后敌人6序列升级7核9等级
250	13111 63461	8	   	256.98	橙5易伤1时间1暴击	1368a易伤2掉矿4暴击56最后敌人6序列升级7核9时间
251	13611 63315	10	   	256.98	橙5易伤1等级1暴击	1469a易伤2掉矿3暴击56最后敌人6序列升级7核8等级
252	16341 13368	1	 * 	256.91	橙3易伤2时间2攻速3雷电	18a易伤2加一3赏金邻近48攻速58a雷电6赏金塔7核8a序列升级9a时间
253	11643 63121	8	   	256.88	橙5易伤1时间1暴击	1569a易伤2策反3暴击46挖尘6序列升级7核8时间
254	11643 63221	7	   	256.88	橙5易伤1时间1暴击	1569a易伤2策反3暴击46挖尘6序列升级7核8时间
255	13123 11124	8	   	256.88	橙5易伤1等级1暴击	13459易伤25掉矿5序列升级6核7金币生成8暴击a等级
256	13123 11164	9	   	256.88	橙5易伤1等级1暴击	13459易伤25掉矿5序列升级6核7金币生成8暴击a等级
257	13123 12632	10	   	256.88	橙5易伤1时间1暴击	1345a易伤25掉矿5序列升级6核7额外掉落8时间9暴击
258	13123 16112	8	   	256.88	橙5易伤1时间1暴击	13457易伤25掉矿5序列升级6核8立即金币9暴击a时间
259	13123 16233	8	   	256.88	橙5易伤1等级1暴击	13457易伤25掉矿5序列升级6核8低血量敌人9暴击a等级
260	13123 12145	6	   	256.88	橙5易伤1等级1暴击	13458易伤25掉矿5序列升级6核7最后敌人9等级a暴击
261	13123 13145	6	   	256.88	橙5易伤1等级1暴击	13458易伤25掉矿5序列升级6核7基地爆炸9等级a暴击
262	13123 14115	9	   	256.88	橙5易伤1等级1暴击	13458易伤25掉矿5序列升级6核7基地爆炸9等级a暴击
263	13123 14145	8	   	256.88	橙5易伤1等级1暴击	13458易伤25掉矿5序列升级6核7基地爆炸9等级a暴击
264	13123 14145	7	   	256.88	橙5易伤1等级1暴击	13458易伤25掉矿5序列升级6核7基地爆炸9等级a暴击
265	13123 14265	8	   	256.88	橙5易伤1等级1暴击	13459易伤25掉矿5序列升级6核7基地爆炸8等级a暴击
266	13123 16215	9	   	256.88	橙5易伤1等级1暴击	13457易伤25掉矿5序列升级6核8低血量敌人9等级a暴击
267	13123 16245	8	   	256.88	橙5易伤1等级1暴击	13457易伤25掉矿5序列升级6核8低血量敌人9等级a暴击
268	13123 16515	9	   	256.88	橙5易伤1等级1暴击	13457易伤25掉矿5序列升级6核8基地爆炸9等级a暴击
269	13123 16515	7	   	256.88	橙5易伤1时间1暴击	13457易伤25掉矿5序列升级6核8时间9策反a暴击
270	13123 16156	7	   	256.78	橙5易伤1等级1暴击	13457易伤25掉矿5序列升级6核8加一9等级a暴击
271	13123 16616	7	   	256.60	橙5易伤1伤害1全技能	13457易伤258掉矿58序列升级6核9伤害a全技能
272	13123 16616	8	   	256.60	橙5易伤1伤害1全技能	13457易伤258掉矿58序列升级6核9伤害a全技能
273	11131 43622	3	 * 	255.96	橙3易伤2时间1伤害2暴击	137易伤2策反4额外掉落57时间67暴击7序列升级8核9伤害a最后敌人
274	11131 43623	3	   	255.96	橙3易伤2时间1伤害2暴击	137易伤2策反4额外掉落57时间67暴击7序列升级8核9伤害a双倍矿
275	11131 43624	3	   	255.96	橙3易伤2时间1伤害2暴击	137易伤2策反4额外掉落57时间67暴击7序列升级8核9伤害a基地爆炸
276	11112 13622	6	   	255.96	橙3易伤2时间1伤害2暴击	137易伤2策反47暴击57时间6额外掉落7序列升级8核9伤害a最后敌人
277	11112 13623	6	   	255.96	橙3易伤2时间1伤害2暴击	137易伤2策反47暴击57时间6额外掉落7序列升级8核9伤害a双倍矿
278	11112 13624	6	   	255.96	橙3易伤2时间1伤害2暴击	137易伤2策反47暴击57时间6额外掉落7序列升级8核9伤害a基地爆炸
279	11612 13622	6	   	255.96	橙3易伤2时间1伤害2暴击	147易伤2策反37暴击57时间6额外掉落7序列升级8核9伤害a最后敌人
280	11612 13623	6	   	255.96	橙3易伤2时间1伤害2暴击	147易伤2策反37暴击57时间6额外掉落7序列升级8核9伤害a双倍矿
281	11612 13624	6	   	255.96	橙3易伤2时间1伤害2暴击	147易伤2策反37暴击57时间6额外掉落7序列升级8核9伤害a基地爆炸
282	11131 43621	3	   	255.86	橙3易伤2时间1伤害2暴击	137易伤2策反4额外掉落57时间67暴击7序列升级8核9伤害a赏金塔
283	11131 43625	3	   	255.86	橙3易伤2时间1伤害2暴击	137易伤2策反4额外掉落57时间67暴击7序列升级8核9伤害a赏金邻近
284	11112 16643	10	   	255.86	橙3易伤2时间1伤害2暴击	139易伤2策反49暴击59时间6额外掉落7核8加一9序列升级a伤害
285	11612 16643	10	   	255.86	橙3易伤2时间1伤害2暴击	149易伤2策反39暴击59时间6额外掉落7核8加一9序列升级a伤害
286	11112 13621	6	   	255.86	橙3易伤2时间1伤害2暴击	137易伤2策反47暴击57时间6额外掉落7序列升级8核9伤害a赏金塔
287	11112 13625	6	   	255.86	橙3易伤2时间1伤害2暴击	137易伤2策反47暴击57时间6额外掉落7序列升级8核9伤害a赏金邻近
288	11612 13621	6	   	255.86	橙3易伤2时间1伤害2暴击	147易伤2策反37暴击57时间6额外掉落7序列升级8核9伤害a赏金塔
289	11612 13625	6	   	255.86	橙3易伤2时间1伤害2暴击	147易伤2策反37暴击57时间6额外掉落7序列升级8核9伤害a赏金邻近
290	12364 28441	8	 * 	255.86	橙3易伤2时间2等级1伤害	18a易伤2平台38时间4伤害5加一6策反78等级8序列升级9核
291	12355 23122	2	 * 	255.76	橙3易伤2时间3雷电1伤害	146易伤2平台34a雷电4序列升级57时间8核9伤害
292	12455 23122	3	   	255.76	橙3易伤2时间3雷电1伤害	146易伤2平台34a雷电4序列升级57时间8核9伤害
293	11113 42868	6	 * 	255.76	橙3易伤3攻速1伤害2暴击	138易伤2策反48暴击5加一689攻速7核8序列升级a伤害
294	13123 11151	8	   	255.58	橙5易伤2雷电1暴击	1345a易伤25a掉矿5a序列升级6核7金币生成8暴击9a雷电
295	12244 82124	2	   	255.35	橙2易伤3伤害3时间	19易伤2平台39a伤害4加一589时间6核7赏金塔9序列升级
296	12364 82124	5	   	255.35	橙2易伤3伤害3时间	19易伤2平台389时间49a伤害5加一6核7赏金塔9序列升级
297	14131 35412	1	   	255.35	橙2易伤3伤害3时间	1a易伤236伤害4额外掉落567时间6序列升级8核9赏金邻近
298	14131 35432	1	   	255.35	橙2易伤3伤害3时间	1a易伤236伤害4额外掉落567时间6序列升级8核9赏金塔
299	14113 32322	1	   	255.05	橙3易伤2伤害1等级1时间	169易伤23伤害4时间57基地爆炸8核a等级
300	14113 35316	1	   	255.05	橙3易伤2伤害1等级1时间	167易伤23伤害4时间5基地爆炸8核9额外掉落a等级
301	14113 35332	1	   	255.05	橙3易伤2伤害1等级1时间	167易伤23伤害4时间5基地爆炸8核9双倍矿a等级
302	14223 35353	1	   	255.05	橙3易伤2伤害1等级1时间	167易伤2a伤害3等级4随机矿5基地爆炸8核9时间
303	52123 56112	10	 * 	254.95	橙4易伤3暴击2攻速	1平台28a暴击357a易伤4双倍矿6a攻速9核a序列升级
304	13121 42353	5	   	254.95	橙3易伤2伤害1等级1时间	134易伤2掉矿5等级6a伤害7最后敌人8核9时间
305	13121 43353	5	   	254.95	橙3易伤2伤害1等级1时间	134易伤2掉矿5等级6a伤害7基地爆炸8核9时间
306	13121 45353	5	   	254.95	橙3易伤2伤害1时间1等级	134易伤2掉矿5等级6a伤害7低血量敌人8核9时间
307	14112 65322	1	   	254.95	橙3易伤2伤害1等级1时间	179易伤23伤害4时间5立即金币6挖尘8核a等级
308	14326 35321	1	   	254.95	橙3易伤2伤害1等级1时间	179易伤26伤害3挖尘4金币生成5等级8核a时间
309	11121 41215	5	   	254.95	橙3易伤2伤害1等级1时间	134易伤2策反5等级68伤害7赏金邻近9核a时间
310	11121 24246	5	   	254.89	橙4易伤1等级1时间2雷电	134a易伤2策反5等级6时间78雷电9核
311	11121 62246	7	   	254.89	橙4易伤1等级1时间2雷电	134a易伤2策反5等级68雷电7时间9核
312	12166 35321	1	   	254.85	橙3易伤2伤害1时间1等级	179易伤2掉矿36伤害4挖尘5等级8核a时间
313	13166 35321	2	   	254.85	橙3易伤2伤害1时间1等级	179易伤2掉矿36伤害4挖尘5等级8核a时间
314	13121 41215	5	   	254.85	橙3易伤2伤害1等级1时间	134易伤2掉矿5等级68伤害7赏金邻近9核a时间
315	13123 12622	9	   	254.76	橙4易伤1伤害1时间1攻速	1345易伤25掉矿5序列升级6核7额外掉落8时间9攻速a伤害
316	13123 52542	7	   	254.76	橙4易伤1伤害1时间1攻速	1345易伤25掉矿5序列升级6额外掉落7时间8攻速9核a伤害
317	13121 24134	10	   	254.66	橙4易伤1伤害1等级1攻速	1348易伤2掉矿5等级6挖尘7攻速9核a伤害
318	13123 11254	6	   	254.66	橙4易伤1伤害1等级1攻速	1345易伤25掉矿5序列升级6核7赏金邻近8伤害9攻速a等级
319	11141 46231	3	   	254.65	橙3易伤3伤害1等级	137易伤247策反5随机矿678伤害7序列升级9核a等级
320	11113 35352	3	   	254.62	橙4易伤2时间1等级	1367易伤2策反49时间5基地爆炸8核a等级
321	11124 31322	7	   	254.62	橙4易伤2时间1等级	1349易伤2策反5基地爆炸67时间8核a等级
322	11124 35352	6	   	254.62	橙4易伤2时间1等级	1347易伤2策反5基地爆炸69时间8核a等级
323	11153 31322	7	   	254.62	橙4易伤2时间1等级	1359易伤2策反4基地爆炸67时间8核a等级
324	11153 35352	6	   	254.62	橙4易伤2时间1等级	1357易伤2策反4基地爆炸69时间8核a等级
325	11533 35352	3	   	254.62	橙4易伤2时间1等级	1467易伤2策反39时间5基地爆炸8核a等级
326	11122 65352	5	   	254.52	橙4易伤2时间1等级	1347易伤2策反59时间6挖尘8核a等级
327	11125 31322	7	   	254.52	橙4易伤2时间1等级	1349易伤2策反5挖尘67时间8核a等级
328	11125 31332	9	   	254.52	橙4易伤2时间1等级	1348易伤2策反5挖尘67时间9核a等级
329	11125 31332	10	   	254.52	橙4易伤2时间1等级	1348易伤2策反5挖尘67时间9核a等级
330	11125 35352	6	   	254.52	橙4易伤2时间1等级	1347易伤2策反5挖尘69时间8核a等级
331	13121 15634	7	   	254.52	橙4易伤2时间1等级	1348易伤28掉矿5等级6最后敌人78时间8序列升级9赏金塔a核
332	13121 25634	7	   	254.42	橙4易伤2时间1等级	1348易伤28掉矿5等级6挖尘78时间8序列升级9赏金塔a核
333	12345 62111	7	   	254.33	橙5易伤1时间1攻速	1478a易伤2平台3时间5额外掉落6核9攻速
334	13122 62424	7	   	254.28	橙4易伤2时间1等级1卖塔	1349易伤2掉矿58时间6等级7卖塔a核
335	13122 65324	7	   	254.28	橙4易伤2时间1等级1卖塔	1349易伤2掉矿57时间6等级8卖塔a核
336	13123 43334	7	   	254.28	橙4易伤2时间1等级1卖塔	1345易伤25掉矿5序列升级6等级79时间8卖塔a核
337	13123 44334	6	   	254.28	橙4易伤2时间1等级1卖塔	1345易伤25掉矿5序列升级6等级79时间8卖塔a核
338	13123 13351	7	   	254.13	橙5易伤1时间1攻速	1345a易伤257掉矿5序列升级6核8时间9攻速
339	13123 16154	7	   	254.13	橙5易伤1等级1攻速	13457易伤25掉矿5序列升级6核8加一9等级a攻速
340	14422 33741	2	   	254.10	橙2易伤2伤害1等级1时间2雷电1攻速	18易伤2最后敌人3加一48雷电5时间6攻速78伤害8序列升级9等级a核
341	12315 51131	5	   	253.93	橙2易伤2伤害2时间1等级1攻速	17易伤2平台37时间4基地爆炸5攻速67伤害7序列升级8最后敌人9核a等级
342	12315 51331	5	   	253.93	橙2易伤2伤害2时间1等级1攻速	17易伤2平台37时间4基地爆炸5攻速67伤害7序列升级8低血量敌人9核a等级
343	12335 51131	5	   	253.83	橙2易伤2伤害2时间1等级1攻速	17易伤2平台37时间4挖尘5攻速67伤害7序列升级8最后敌人9核a等级
344	12335 51331	5	   	253.83	橙2易伤2伤害2时间1等级1攻速	17易伤2平台37时间4挖尘5攻速67伤害7序列升级8低血量敌人9核a等级
345	12335 51431	5	   	253.83	橙2易伤2伤害2时间1等级1攻速	17易伤2平台37时间4挖尘5攻速67伤害7序列升级8基地爆炸9核a等级
346	14123 31143	5	   	253.78	橙3易伤2伤害2时间	17a易伤247最后敌人3a基地爆炸5策反67伤害7a序列升级8a时间9核
347	14152 31143	4	   	253.78	橙3易伤2伤害2时间	17a易伤257最后敌人3a基地爆炸4策反67伤害7a序列升级8a时间9核
348	14153 31143	5	   	253.78	橙3易伤2伤害2时间	17a易伤257最后敌人3a基地爆炸4策反67伤害7a序列升级8a时间9核
349	14613 31143	3	   	253.78	橙3易伤2伤害2时间	17a易伤237最后敌人4a策反5基地爆炸67伤害7a序列升级8a时间9核
350	14623 31143	4	   	253.78	橙3易伤2伤害2时间	17a易伤237最后敌人4a策反5基地爆炸67伤害7a序列升级8a时间9核
351	15424 24331	1	   	253.60	橙4易伤2伤害	178a易伤2a低血量敌人3加一4雷电5金币生成6核9a伤害a序列升级
352	13121 33124	8	   	253.59	橙4易伤1等级1时间1暴击	1349易伤2掉矿5等级6双倍矿7时间8暴击a核
353	14223 31143	5	   	253.58	橙3易伤2伤害2时间	17a易伤247最后敌人3a挖尘5策反67伤害7a序列升级8a时间9核
354	11121 62342	6	   	253.56	橙4易伤2等级2雷电1攻速	1347易伤2策反57等级67雷电7序列升级8基地爆炸9核a攻速
355	11126 36361	6	   	253.50	橙4易伤2伤害	1348易伤26策反5雷电7核9a伤害
356	12244 61441	2	   	253.48	橙3易伤2伤害2时间	18a易伤2平台36伤害4加一58时间78低血量敌人8序列升级9核
357	12244 68441	2	   	253.48	橙3易伤2伤害2时间	18a易伤2平台36伤害4加一58时间78最后敌人8序列升级9核
358	53144 16441	2	   	253.48	橙3易伤2伤害2时间	1平台28伤害36低血量敌人4加一58时间78a易伤8序列升级9核
359	11121 62242	6	   	253.46	橙4易伤2等级2雷电1攻速	1347易伤2策反57等级67雷电7序列升级8挖尘9核a攻速
360	13121 43331	5	   	253.41	橙4易伤1伤害1等级1全技能	134a易伤2掉矿5等级6伤害7基地爆炸8核9全技能
361	13122 25334	6	   	253.41	橙4易伤1伤害1时间1全技能	1347易伤2掉矿5时间6基地爆炸8核9全技能a伤害
362	13123 14245	10	   	253.41	橙4易伤1伤害1等级1全技能	1345易伤25掉矿5序列升级6核7基地爆炸8等级9全技能a伤害
363	13123 14245	9	   	253.41	橙4易伤1伤害1等级1全技能	1345易伤25掉矿5序列升级6核7基地爆炸8等级9全技能a伤害
364	13123 16166	6	   	253.40	橙4易伤2伤害	1345易伤25掉矿5序列升级6核78伤害9额外掉落a雷电
365	13123 32166	6	   	253.40	橙4易伤2伤害	1345易伤25掉矿5序列升级68伤害7核9额外掉落a雷电
366	13123 15461	7	   	253.40	橙4易伤2伤害	1345易伤25掉矿5序列升级6核7立即金币8雷电9a伤害
367	12244 82324	2	   	253.38	橙3易伤2伤害2时间	189易伤2平台39伤害4加一59时间6核7赏金塔9序列升级a基地爆炸
368	12244 82326	2	   	253.38	橙3易伤2伤害2时间	189易伤2平台39伤害4加一59时间6核7赏金塔9序列升级a最后敌人
369	14113 32321	1	   	253.38	橙3易伤2伤害2时间	169易伤23伤害4a时间57基地爆炸8核
370	14113 35331	1	   	253.38	橙3易伤2伤害2时间	167易伤23伤害4a时间5基地爆炸8核9双倍矿
371	14113 35353	1	   	253.38	橙3易伤2伤害2时间	167易伤23伤害49时间5a基地爆炸8核
372	12364 82324	5	   	253.38	橙3易伤2伤害2时间	189易伤2平台39时间49伤害5加一6核7赏金塔9序列升级a基地爆炸
373	15342 12511	6	   	253.36	橙3易伤3伤害2雷电	14a易伤234基地爆炸4a序列升级59a伤害6a雷电7随机矿8核
374	16853 34343	1	   	253.32	橙3易伤2伤害2攻速1全技能	179易伤2加一38挖尘4全技能57攻速67伤害7序列升级a核
375	13122 65334	5	   	253.31	橙4易伤1伤害1时间1全技能	1347易伤2掉矿5时间6挖尘8核9全技能a伤害
376	13123 11221	6	   	253.31	橙4易伤1伤害1时间1全技能	1345易伤25掉矿5序列升级6核7赏金邻近8伤害9全技能a时间
377	13121 42322	10	   	253.31	橙4易伤2攻速1等级	1349易伤29掉矿5等级6平台7雷电89攻速9序列升级a核
378	13121 65322	10	   	253.31	橙4易伤2攻速1等级	1349易伤29掉矿5等级6雷电7平台89攻速9序列升级a核
379	13126 25361	5	   	253.30	橙4易伤2伤害	1348易伤26掉矿5雷电7核9a伤害
380	12244 82323	2	   	253.28	橙3易伤2伤害2时间	189易伤2平台39伤害4加一59时间6核7赏金塔9序列升级a赏金邻近
381	12244 82327	2	   	253.28	橙3易伤2伤害2时间	189易伤2平台39伤害4加一59时间6核7赏金塔9序列升级a双倍物品
382	12244 82328	2	   	253.28	橙3易伤2伤害2时间	189易伤2平台39伤害4加一59时间6核7赏金塔9序列升级a挖青
383	14112 65321	1	   	253.28	橙3易伤2伤害2时间	179易伤23伤害4a时间5立即金币6挖尘8核
384	12244 84841	2	   	253.28	橙3易伤2伤害2时间	18a易伤2平台39伤害4加一58时间6核78挖尘8序列升级
385	12364 82323	5	   	253.28	橙3易伤2伤害2时间	189易伤2平台39时间49伤害5加一6核7赏金塔9序列升级a赏金邻近
386	12355 23114	2	   	253.23	橙4易伤2时间2雷电	146a易伤2平台34雷电4序列升级57时间8核9挖尘
387	14331 23634	1	   	253.18	橙3易伤2伤害2时间	148易伤28伤害3挖尘57掉矿68时间8序列升级9赏金塔a核
388	12116 65332	8	   	252.91	橙3易伤3伤害2雷电1核弹1卖塔	18a易伤2平台3卖塔48雷电568伤害7核弹8序列升级9核
389	13122 25331	6	   	252.89	橙5易伤1时间1全技能	1347a易伤2掉矿5时间6基地爆炸8核9全技能
390	13123 14115	10	   	252.89	橙5易伤1等级1全技能	13458易伤25掉矿5序列升级6核7基地爆炸9等级a全技能
391	13123 14243	10	   	252.89	橙5易伤1等级1全技能	1345a易伤25掉矿5序列升级6核7基地爆炸8等级9全技能
392	13123 15252	9	   	252.89	橙5易伤1等级1全技能	13459易伤25掉矿5序列升级6核7立即金币8等级a全技能
393	13123 16215	10	   	252.89	橙5易伤1等级1全技能	13457易伤25掉矿5序列升级6核8低血量敌人9等级a全技能
394	13123 16315	10	   	252.89	橙5易伤1等级1全技能	13457易伤25掉矿5序列升级6核8敌人爆炸9等级a全技能
395	13123 16515	10	   	252.89	橙5易伤1等级1全技能	13457易伤25掉矿5序列升级6核8基地爆炸9等级a全技能
396	13534 35331	3	   	252.89	橙5易伤1时间1全技能	1467a易伤2掉矿3时间5基地爆炸8核9全技能
397	13122 65331	5	   	252.79	橙5易伤1时间1全技能	1347a易伤2掉矿5时间6挖尘8核9全技能
398	13116 21541	5	   	252.73	橙3易伤1伤害1时间1暴击1全技能	138易伤2掉矿4暴击5全技能6核7时间9伤害a雷电
399	14131 43613	1	 * 	252.68	橙2易伤2伤害2时间3暴击	17易伤23伤害4额外掉落57时间67a暴击7序列升级8核9双倍矿
400	11111 63113	10	   	252.55	橙3易伤2伤害1时间1暴击	136易伤2策反4暴击56最后敌人6序列升级7核8时间9a伤害
401	11611 63113	10	   	252.55	橙3易伤2伤害1时间1暴击	146易伤2策反3暴击56最后敌人6序列升级7核8时间9a伤害
402	61613 63113	10	   	252.55	橙3易伤2伤害1时间1暴击	16低血量敌人2策反3暴击456易伤6序列升级7核8时间9a伤害
403	14113 35341	1	   	252.45	橙3易伤2伤害1时间1暴击	167易伤23伤害4时间5基地爆炸8核9策反a暴击
404	13111 63113	10	   	252.45	橙3易伤2伤害1时间1暴击	136易伤2掉矿4暴击56最后敌人6序列升级7核8时间9a伤害
405	13611 63113	10	   	252.45	橙3易伤2伤害1时间1暴击	146易伤2掉矿3暴击56最后敌人6序列升级7核8时间9a伤害
406	14633 23111	9	   	252.45	橙3易伤2伤害1时间1暴击	15a易伤23最后敌人49伤害6暴击7核8时间
407	52122 46331	6	   	252.42	橙3易伤2暴击1等级1时间2雷电	1平台2a暴击36a易伤4双倍矿5等级7核8时间9a雷电a序列升级
408	52123 66331	6	   	252.42	橙3易伤2暴击1等级1时间2雷电	1平台2a暴击35a易伤4双倍矿6等级7核8时间9a雷电a序列升级
409	12136 31634	3	   	252.40	橙3易伤2伤害1等级1暴击1卖塔	147易伤2平台3卖塔57最后敌人67伤害7序列升级8核9暴击a等级
410	11112 64121	8	   	252.37	橙3易伤3时间1暴击1全技能	136易伤2策反4暴击568时间6序列升级7敌人爆炸9核a全技能
411	11112 64221	7	   	252.37	橙3易伤3时间1暴击1全技能	136易伤2策反4暴击568时间6序列升级7敌人爆炸9核a全技能
412	11112 64221	6	   	252.37	橙3易伤3时间1暴击1全技能	136易伤2策反4暴击568时间6序列升级7敌人爆炸9核a全技能
413	11612 64121	8	   	252.37	橙3易伤3时间1暴击1全技能	146易伤2策反3暴击568时间6序列升级7敌人爆炸9核a全技能
414	11612 64221	6	   	252.37	橙3易伤3时间1暴击1全技能	146易伤2策反3暴击568时间6序列升级7敌人爆炸9核a全技能
415	11612 64221	7	   	252.37	橙3易伤3时间1暴击1全技能	146易伤2策反3暴击568时间6序列升级7敌人爆炸9核a全技能
416	15342 24223	10	   	252.36	橙4易伤1伤害1暴击1攻速	148a易伤234基地爆炸4序列升级5伤害6攻速7核9暴击
417	11643 63113	10	   	252.35	橙3易伤2伤害1时间1暴击	156易伤2策反3暴击46挖尘6序列升级7核8时间9a伤害
418	11121 41213	5	   	252.35	橙3易伤2伤害1等级1暴击	134易伤2策反5等级68伤害7赏金邻近9核a暴击
419	16251 34634	1	   	252.35	橙3易伤2伤害1等级1暴击	189易伤2加一38掉矿4等级5额外掉落6暴击78伤害8序列升级a核
420	11112 61521	8	   	252.27	橙3易伤3时间1暴击1全技能	136易伤2策反4暴击567时间6序列升级8挖尘9核a全技能
421	11112 61621	7	   	252.27	橙3易伤3时间1暴击1全技能	136易伤2策反4暴击567时间6序列升级8挖尘9核a全技能
422	11612 61521	8	   	252.27	橙3易伤3时间1暴击1全技能	146易伤2策反3暴击567时间6序列升级8挖尘9核a全技能
423	11612 61621	7	   	252.27	橙3易伤3时间1暴击1全技能	146易伤2策反3暴击567时间6序列升级8挖尘9核a全技能
424	11625 33121	6	   	252.26	橙4易伤1伤害1暴击1攻速	179a易伤2策反3暴击4攻速5最后敌人6核8伤害
425	11622 34621	7	   	252.26	橙4易伤1伤害1暴击1攻速	179a易伤2策反3暴击4攻速5伤害6最后敌人8核
426	13121 41213	5	   	252.25	橙3易伤2伤害1等级1暴击	134易伤2掉矿5等级68伤害7赏金邻近9核a暴击
427	13113 81262	10	   	252.20	橙4易伤1时间2雷电1暴击	1369易伤29掉矿4暴击5加一7时间89雷电9序列升级a核
428	13613 81262	10	   	252.20	橙4易伤1时间2雷电1暴击	1469易伤29掉矿3暴击5加一7时间89雷电9序列升级a核
429	13116 21346	5	   	252.19	橙3易伤1伤害2全技能1时间1暴击	13a易伤2掉矿4暴击58全技能6核7时间9伤害
430	13333 53344	8	   	252.17	橙3易伤2伤害2暴击1全技能	18a易伤2a掉矿3矿等49伤害5全技能6核7a暴击a序列升级
431	11126 56133	6	   	252.16	橙4易伤1伤害1等级	1346易伤2策反5雷电7核8敌人爆炸9伤害a等级
432	12321 43451	6	   	252.16	橙4易伤1伤害1时间	1679易伤2平台3时间4金币生成5伤害8核a雷电
433	12346 25123	4	   	252.16	橙4易伤1伤害1时间	1467易伤2平台3时间5雷电8核9伤害a金币生成
