0	Index      	Bounty	 *	Score 	Summary	Detail	
1	22641 13363	8	 * 	281.42	DCR|2VULN|3DMG|3TLV|2DUR|1CDMG	19DUR|247TLV|349DMG|49BPWR|5CDMG|6ERES|89VULN|aRCR
161	22641 36322	8	   	257.49	DCR|2VULN|2DMG|2TLV|2CDMG|1DUR	1DUR|24TLV|34DMG|4BPWR|59CDMG|68VULN|7RCR|aBEXP
162	22641 36323	8	   	257.49	DCR|2VULN|2DMG|2TLV|2CDMG|1DUR	1DUR|24TLV|34DMG|4BPWR|59CDMG|68VULN|7RCR|aLHND
163	24623 13633	10	   	257.46	DCR|3VULN|3DUR|1TLV|1CDMG|2SELL	167DUR|256VULN|34SELL|6BPWR|8TLV|9RCR|aCDMG
164	22641 36212	8	   	257.44	DCR|3DUR|1VULN|2DMG|2TLV|1CDMG	18aDUR|24TLV|34DMG|4BPWR|5CDMG|6VULN|7RCR|9ASPD
165	22215 14253	3	 * 	257.41	DCR|2VULN|3DUR|2TLV|2CDMG|1AART	159DUR|29TLV|3FEWX|4aCDMG|69VULN|7AART|8RCR|9BPWR
166	22232 24253	6	   	257.41	DCR|2VULN|3DUR|2TLV|2CDMG|1AART	169DUR|29TLV|3FEWX|4aCDMG|59VULN|7AART|8RCR|9BPWR
167	22235 14253	4	   	257.41	DCR|2VULN|3DUR|2TLV|2CDMG|1AART	159DUR|29TLV|3FEWX|4aCDMG|69VULN|7AART|8RCR|9BPWR
168	22625 16322	10	 * 	257.39	DCR|2VULN|2DMG|3TLV|2CDMG|1DUR	1DUR|269TLV|3aDMG|48VULN|56CDMG|6BPWR|7RCR
169	22621 56213	10	   	257.16	DCR|2VULN|3DUR|2DMG|1TLV	169DUR|2TLV|39DMG|4aVULN|5FEWX|7RCR|89ERES|9BPWR
170	22622 56213	9	   	257.06	DCR|2VULN|3DUR|2DMG|1TLV	169DUR|2TLV|39DMG|4aVULN|5DUST|7RCR|89ERES|9BPWR
171	22324 33256	5	   	256.98	DCR|3VULN|2DUR|1TLV|2ASPD|1AART	19DUR|2TLV|3RMIN|479VULN|59ASPD|6AART|8RPLT|9BPWR|aRCR
172	22521 12314	6	   	256.48	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	16DUR|29TLV|3CDMG|4RMIN|56VULN|6BPWR|7DMG|8RCR|aASPD
173	22521 12316	6	   	256.48	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	16DUR|29TLV|3CDMG|4RMIN|56VULN|6BPWR|7DMG|8RCR|aLIT
174	22651 36321	10	   	256.38	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	14DUR|29TLV|3DMG|5CDMG|68VULN|7RCR|aASPD
175	33141 23365	8	   	256.27	DCR|3VULN|2DMG|2DUR|1CDMG	1RCVC|2aDMG|38aVULN|4RMIN|5CDMG|6BEXP|7aDUR|9RCR|aBPWR
176	21332 51552	6	   	256.06	DCR|2VULN|3DUR|2TLV|1DMG	126DUR|3CGEN|4LIT|56TLV|6BPWR|7RCR|8DMG|9aVULN
177	24124 41283	3	 * 	255.75	DCR|3VULN|3DUR|2DMG	17aDUR|29aVULN|3ZMB|4LHND|5MBVNT|6RCR|8aDMG|aBPWR
178	24152 41283	5	   	255.75	DCR|3VULN|3DUR|2DMG	17aDUR|29aVULN|3ZMB|4MBVNT|5LHND|6RCR|8aDMG|aBPWR
179	22511 33364	2	   	255.63	DCR|3VULN|2DUR|1TLV|2ASPD	19DUR|2TLV|3BELT|49ASPD|5FEWX|6LIT|7RCR|89aVULN|9BPWR
180	26623 62333	4	   	255.50	DCR|3VULN|3DUR|2DMG|1SELL	16aDUR|2DUST|3SELL|47aVULN|5aDMG|8RCR|9RPLT|aBPWR
181	22641 36221	8	 * 	255.44	DCR|3DUR|1VULN|2DMG|2TLV|2CDMG	18aDUR|24TLV|34DMG|4BPWR|59CDMG|6VULN|7RCR
182	24613 16332	9	 * 	255.44	DCR|5VULN|1TLV|1DUR|1SELL	1DUR|25689VULN|3SELL|46DUST|6BPWR|7RCR|aTLV
183	26623 16332	9	 * 	255.44	DCR|5VULN|1TLV|1DUR|1SELL	1DUR|26DUST|3SELL|45689VULN|6BPWR|7RCR|aTLV
184	24613 12611	9	 * 	255.30	DCR|4VULN|2DUR|1DMG|1AART|1SELL	18DUR|2568VULN|3SELL|468DUST|68BPWR|7AART|9DMG|aRCR
185	24613 12623	10	 * 	255.30	DCR|4VULN|2DUR|1DMG|1AART|1SELL	18DUR|2568VULN|3SELL|468DUST|68BPWR|7AART|9RCR|aDMG
186	26623 12611	9	 * 	255.30	DCR|4VULN|2DUR|1DMG|1AART|1SELL	18DUR|268DUST|3SELL|4568VULN|68BPWR|7AART|9DMG|aRCR
187	26623 12623	10	 * 	255.30	DCR|4VULN|2DUR|1DMG|1AART|1SELL	18DUR|268DUST|3SELL|4568VULN|68BPWR|7AART|9RCR|aDMG
188	22532 24253	6	 * 	255.27	DCR|2VULN|3DUR|1TLV|3CDMG|1AART	169DUR|2TLV|39aCDMG|4LEGI|59VULN|7AART|8RCR|9BPWR
189	22641 35322	7	   	254.94	DCR|3DMG|1VULN|2TLV|1DUR|1CDMG|1AART	1DUR|24TLV|349DMG|4BPWR|5CDMG|6VULN|7ASPD|8RCR|aAART
190	22521 12364	6	   	254.71	DCR|2VULN|2DUR|1TLV|1DMG|2CDMG	16DUR|2TLV|39CDMG|4RMIN|56VULN|6BPWR|7DMG|8RCR|aASPD
191	22521 12366	6	   	254.71	DCR|2VULN|2DUR|1TLV|1DMG|2CDMG	16DUR|2TLV|39CDMG|4RMIN|56VULN|6BPWR|7DMG|8RCR|aLIT
192	16212 52262	1	   	254.56	DCR|2VULN|3DMG|3CDMG|1DUR|1NUKE|1AART	1NUKE|238CDMG|38BPWR|4DUR|58VULN|678DMG|9RCR|aAART
193	24145 12312	6	   	254.49	DCR|2VULN|2TLV|2DUR|1DMG|2CDMG	1aDUR|26VULN|3ZMB|49TLV|56CDMG|6BPWR|7DMG|8RCR
194	24245 32313	6	   	254.49	DCR|2VULN|2TLV|2DUR|1DMG|2CDMG	1aDUR|26VULN|3MLV|49TLV|56CDMG|6BPWR|7DMG|8RCR
195	24245 32121	7	   	254.42	DCR|3VULN|1TLV|2CDMG|1DUR|1AART	1DUR|26aVULN|3MLV|4TLV|56CDMG|6BPWR|7AART|8LIT|9RCR
196	22625 16223	10	 * 	254.39	DCR|2VULN|3TLV|2DUR|1DMG|2CDMG	18DUR|269TLV|3DMG|4aVULN|56CDMG|6BPWR|7RCR
197	22625 16321	9	   	254.39	DCR|2VULN|3TLV|2DUR|1DMG|2CDMG	1aDUR|269TLV|3DMG|48VULN|56CDMG|6BPWR|7RCR
198	22222 32625	4	   	254.38	DCR|3VULN|2DUR|1TLV|1CDMG|1AART	15DUR|2TLV|3FEWX|458VULN|5BPWR|6AART|7BEXP|9RCR|aCDMG
199	22521 12551	10	   	254.38	DCR|3VULN|2DUR|1TLV|1CDMG|1AART	16DUR|2TLV|3CDMG|4RMIN|569VULN|6BPWR|7AART|8RCR|aZMB
200	22521 12553	9	   	254.38	DCR|3VULN|2DUR|1TLV|1CDMG|1AART	16DUR|2TLV|3CDMG|4RMIN|569VULN|6BPWR|7AART|8RCR|aBELT
201	22521 12561	9	   	254.38	DCR|3VULN|2DUR|1TLV|1CDMG|1AART	16DUR|2TLV|3CDMG|4RMIN|56aVULN|6BPWR|7AART|8RCR|9RCVC
202	22351 32551	9	   	254.28	DCR|3VULN|2DUR|1TLV|1CDMG|1AART	14DUR|2TLV|3RMIN|5CDMG|69aVULN|7AART|8RCR
203	22521 12552	9	   	254.28	DCR|3VULN|2DUR|1TLV|1CDMG|1AART	16DUR|2TLV|3CDMG|4RMIN|569VULN|6BPWR|7AART|8RCR|aERES
204	15336 81143	1	   	254.08	DCR|3VULN|2DMG|2TLV|1NUKE	1NUKE|2MBVNT|357VULN|45TLV|5BPWR|6aDMG|8LIT|9RCR
205	33162 16613	10	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1RCVC|29DMG|39aVULN|4DUR|5TLV|69DUST|7RCR|8BELT|9BPWR
206	24521 12421	4	   	254.00	DCR|4VULN|3DUR|2LIT	157DUR|249aVULN|34LIT|4BPWR|6BEXP|8RCR
207	22222 32624	4	   	253.96	DCR|3VULN|3DUR|1TLV|1AART	15aDUR|2TLV|3FEWX|458VULN|5BPWR|6AART|7BEXP|9RCR
208	22222 33325	4	   	253.96	DCR|3VULN|3DUR|1TLV|1AART	15aDUR|2TLV|3FEWX|457VULN|5BPWR|6AART|8RCVC|9RCR
209	22222 33622	4	   	253.96	DCR|3VULN|3DUR|1TLV|1AART	158DUR|2TLV|3FEWX|457VULN|5BPWR|6AART|9RCVC|aRCR
210	24613 12621	10	 * 	253.58	DCR|5VULN|2DUR|1AART|1SELL	18DUR|2568aVULN|3SELL|468DUST|68BPWR|7AART|9RCR
211	26623 12621	10	 * 	253.58	DCR|5VULN|2DUR|1AART|1SELL	18DUR|268DUST|3SELL|4568aVULN|68BPWR|7AART|9RCR
212	22362 14251	5	   	253.55	DCR|2VULN|2DMG|2DUR|1TLV|1AART|1SELL	19DUR|2TLV|3RMIN|49DMG|5SELL|69VULN|7AART|8RCR|9BPWR|aLHND
213	22362 14252	5	   	253.55	DCR|2VULN|2DMG|2DUR|1TLV|1AART|1SELL	19DUR|2TLV|3RMIN|49DMG|5SELL|69VULN|7AART|8RCR|9BPWR|aDMSP
214	22362 32251	4	   	253.55	DCR|2VULN|2DMG|2DUR|1TLV|1AART|1SELL	19DUR|2TLV|3RMIN|49DMG|5AART|6SELL|79VULN|8RCR|9BPWR|aLHND
215	22362 32252	4	   	253.55	DCR|2VULN|2DMG|2DUR|1TLV|1AART|1SELL	19DUR|2TLV|3RMIN|49DMG|5AART|6SELL|79VULN|8RCR|9BPWR|aDMSP
216	22362 32256	4	   	253.55	DCR|2VULN|2DMG|2DUR|1TLV|1AART|1SELL	19DUR|2TLV|3RMIN|49DMG|5AART|6SELL|79VULN|8RCR|9BPWR|aZMB
217	33241 32243	6	 * 	253.55	DCR|2VULN|3DMG|2DUR|2CDMG	1RCVC|278DMG|39DUR|4RMIN|58CDMG|68VULN|8BPWR|aRCR
218	33241 33233	7	   	253.55	DCR|2VULN|3DMG|2DUR|2CDMG	1RCVC|289DMG|37DUR|4RMIN|58CDMG|68VULN|8BPWR|aRCR
219	33241 34233	6	   	253.55	DCR|2VULN|3DMG|2DUR|2CDMG	1RCVC|289DMG|37DUR|4RMIN|58CDMG|68VULN|8BPWR|aRCR
220	22362 32254	4	   	253.45	DCR|2VULN|2DMG|2DUR|1TLV|1AART|1SELL	19DUR|2TLV|3RMIN|49DMG|5AART|6SELL|79VULN|8RCR|9BPWR|aERES
221	22521 16122	8	   	253.22	DCR|2VULN|3DUR|1TLV|1DMG|1CDMG	16aDUR|2TLV|3CDMG|4RMIN|56VULN|6BPWR|7RCR|8ERES|9DMG
222	22521 16152	9	   	253.22	DCR|2VULN|3DUR|1TLV|1DMG|1CDMG	16aDUR|2TLV|3CDMG|4RMIN|56VULN|6BPWR|7RCR|8ERES|9DMG
223	22521 16226	10	   	253.22	DCR|2VULN|3DUR|1TLV|1DMG|1CDMG	168DUR|2TLV|3CDMG|4RMIN|56VULN|6BPWR|7RCR|9DUST|aDMG
224	22651 33114	7	   	253.22	DCR|2VULN|3DUR|1TLV|1DMG|1CDMG	147DUR|2TLV|3DMG|5CDMG|6aVULN|8RCR|9LWND
225	22651 33143	7	   	253.22	DCR|2VULN|3DUR|1TLV|1DMG|1CDMG	147DUR|2TLV|3DMG|5CDMG|6aVULN|8RCR|9RPLT
226	22651 33151	7	   	253.22	DCR|2VULN|3DUR|1TLV|1DMG|1CDMG	147DUR|2TLV|3DMG|5CDMG|69VULN|8RCR|aCGEN
227	22651 33153	7	   	253.22	DCR|2VULN|3DUR|1TLV|1DMG|1CDMG	147DUR|2TLV|3DMG|5CDMG|69VULN|8RCR|aRPLT
228	22642 11623	5	   	253.18	DCR|2VULN|3DMG|2TLV|1DUR	1DUR|24TLV|348DMG|4BPWR|5CGEN|67VULN|9RPLT|aRCR
229	22651 33152	7	   	253.12	DCR|2VULN|3DUR|1TLV|1DMG|1CDMG	147DUR|2TLV|3DMG|5CDMG|69VULN|8RCR|aTBNT
230	22641 11623	4	   	253.08	DCR|2VULN|3DMG|2TLV|1DUR	1DUR|24TLV|348DMG|4BPWR|5ERES|67VULN|9RPLT|aRCR
231	22643 11623	5	   	253.08	DCR|2VULN|3DMG|2TLV|1DUR	1DUR|24TLV|348DMG|4BPWR|5ERES|67VULN|9RPLT|aRCR
232	22521 16313	8	   	253.03	DCR|3VULN|2DUR|1TLV|1CDMG	16DUR|2TLV|3CDMG|4RMIN|568VULN|6BPWR|7RCR|9ASPD|aLHND
233	22521 16316	8	   	253.03	DCR|3VULN|2DUR|1TLV|1CDMG	16DUR|2TLV|3CDMG|4RMIN|568VULN|6BPWR|7RCR|9ASPD|aRCVC
234	22521 16332	10	   	253.03	DCR|3VULN|2DUR|1TLV|1CDMG	16DUR|2TLV|3CDMG|4RMIN|568VULN|6BPWR|7RCR|9FEWX|aLIT
235	22521 16432	7	   	253.03	DCR|3VULN|2DUR|1TLV|1CDMG	16DUR|2TLV|3CDMG|4RMIN|56aVULN|6BPWR|7RCR|8LHND|9LIT
236	22521 16632	8	   	253.03	DCR|3VULN|2DUR|1TLV|1CDMG	16DUR|2TLV|3CDMG|4RMIN|56aVULN|6BPWR|7RCR|8LWND|9LIT
237	24521 12422	4	   	253.02	DCR|3VULN|3DUR|1DMG|2LIT	157DUR|249VULN|34LIT|4BPWR|6BEXP|8RCR|aDMG
238	21311 36123	10	   	252.93	DCR|3VULN|2DUR|1TLV|1CDMG	12DUR|3CGEN|4ASPD|5CDMG|68aVULN|7RCR|9TLV
239	21311 36163	10	   	252.93	DCR|3VULN|2DUR|1TLV|1CDMG	12DUR|3CGEN|4ASPD|5CDMG|689VULN|7RCR|aTLV
240	21611 36363	10	   	252.93	DCR|3VULN|2DUR|1TLV|1CDMG	12DUR|3RMIN|4ASPD|5CDMG|689VULN|7RCR|aTLV
241	22325 52161	7	   	252.93	DCR|3VULN|2DUR|1TLV|1CDMG	1aDUR|2TLV|3RMIN|478VULN|5CDMG|6LIT|9RCR
242	22521 16311	8	   	252.93	DCR|3VULN|2DUR|1TLV|1CDMG	16DUR|2TLV|3CDMG|4RMIN|568VULN|6BPWR|7RCR|9ASPD|aERES
243	22521 16312	10	   	252.93	DCR|3VULN|2DUR|1TLV|1CDMG	16DUR|2TLV|3CDMG|4RMIN|568VULN|6BPWR|7RCR|9DUST|aLIT
244	22521 16334	8	   	252.93	DCR|3VULN|2DUR|1TLV|1CDMG	16DUR|2TLV|3CDMG|4RMIN|568VULN|6BPWR|7RCR|9ERES|aASPD
245	22521 16336	8	   	252.93	DCR|3VULN|2DUR|1TLV|1CDMG	16DUR|2TLV|3CDMG|4RMIN|568VULN|6BPWR|7RCR|9ERES|aLIT
246	22521 52161	7	   	252.93	DCR|3VULN|2DUR|1TLV|1CDMG	1aDUR|2TLV|3CDMG|4RMIN|578VULN|6LIT|9RCR
247	24213 41161	3	   	252.93	DCR|3VULN|2DUR|1TLV|1CDMG	1aDUR|268VULN|3MLV|4CDMG|5LIT|7TLV|9RCR
248	24213 41363	3	   	252.93	DCR|3VULN|2DUR|1TLV|1CDMG	18DUR|26aVULN|3MLV|4CDMG|5LIT|7TLV|9RCR
249	24222 26261	10	   	252.93	DCR|3VULN|2DUR|1TLV|1CDMG	18DUR|249VULN|3MLV|5TLV|6CDMG|7RCR|aASPD
250	24222 26313	8	   	252.93	DCR|3VULN|2DUR|1TLV|1CDMG	1aDUR|248VULN|3MLV|5TLV|6CDMG|7RCR|9ASPD
251	41313 41161	1	   	252.93	DCR|3VULN|2DUR|1TLV|1CDMG	1MLV|268VULN|3aDUR|4CDMG|5LIT|7TLV|9RCR
252	41313 41363	1	   	252.93	DCR|3VULN|2DUR|1TLV|1CDMG	1MLV|26aVULN|38DUR|4CDMG|5LIT|7TLV|9RCR
253	22351 36361	10	   	252.93	DCR|3VULN|2DUR|1TLV|1CDMG	14DUR|2TLV|3RMIN|5CDMG|689VULN|7RCR|aASPD
254	24215 21163	3	   	252.93	DCR|3VULN|2DUR|1TLV|1CDMG	15DUR|28aVULN|3MLV|4CDMG|6LIT|7TLV|9RCR
255	41315 21163	1	   	252.93	DCR|3VULN|2DUR|1TLV|1CDMG	1MLV|28aVULN|35DUR|4CDMG|6LIT|7TLV|9RCR
256	63533 13313	3	   	252.93	DCR|3VULN|2DUR|1TLV|1CDMG	1CGEN|248VULN|3CDMG|5TLV|6RCR|7aDUR|9ASPD
257	22341 36362	9	   	252.80	DCR|3VULN|2TLV|2DUR|1CDMG	14DUR|24TLV|3RMIN|4BPWR|5CDMG|689VULN|7RCR|aBEXP
258	22341 36362	10	   	252.80	DCR|3VULN|2TLV|2DUR|1CDMG	14DUR|24TLV|3RMIN|4BPWR|5CDMG|689VULN|7RCR|aMLV
259	22341 36363	9	   	252.80	DCR|3VULN|2TLV|2DUR|1CDMG	14DUR|24TLV|3RMIN|4BPWR|5CDMG|689VULN|7RCR|aLHND
260	22341 36363	10	   	252.80	DCR|3VULN|2TLV|2DUR|1CDMG	14DUR|24TLV|3aRMIN|4BPWR|5CDMG|689VULN|7RCR
261	22521 16322	9	   	252.80	DCR|3VULN|2TLV|2DUR|1CDMG	16DUR|29TLV|3CDMG|4RMIN|568VULN|6BPWR|7RCR|aBEXP
262	22521 16322	10	   	252.80	DCR|3VULN|2TLV|2DUR|1CDMG	16DUR|29TLV|3CDMG|4RMIN|568VULN|6BPWR|7RCR|aMLV
263	22521 16323	10	   	252.80	DCR|3VULN|2TLV|2DUR|1CDMG	16DUR|29TLV|3CDMG|4aRMIN|568VULN|6BPWR|7RCR
264	22521 16323	9	   	252.80	DCR|3VULN|2TLV|2DUR|1CDMG	16DUR|29TLV|3CDMG|4RMIN|568VULN|6BPWR|7RCR|aLHND
265	22521 16325	10	   	252.80	DCR|3VULN|2TLV|2DUR|1CDMG	16DUR|29TLV|3CDMG|4RMIN|568VULN|6BPWR|7RCR|aLHND
266	22521 16326	10	   	252.80	DCR|3VULN|2TLV|2DUR|1CDMG	16DUR|29TLV|3CDMG|4RMIN|568VULN|6BPWR|7RCR|aDMSP
267	15336 81141	1	   	252.74	DCR|3VULN|2TLV|1DMG|1DUR|1NUKE	1NUKE|2MBVNT|357VULN|45TLV|5BPWR|6DMG|8LIT|9RCR|aDUR
268	22622 32163	10	   	252.74	DCR|3VULN|2TLV|1DMG|1DUR	1DUR|2aTLV|3DMG|478VULN|5DUST|6ASPD|9RCR
269	22341 36333	8	   	252.70	DCR|3VULN|2TLV|2DUR|1CDMG	14DUR|24TLV|3RMIN|4BPWR|5CDMG|68aVULN|7RCR|9ERES
270	22521 16113	8	   	252.70	DCR|3VULN|2TLV|2DUR|1CDMG	16DUR|29TLV|3CDMG|4RMIN|56aVULN|6BPWR|7RCR|8ERES
271	22521 16324	9	   	252.70	DCR|3VULN|2TLV|2DUR|1CDMG	16DUR|29TLV|3CDMG|4RMIN|568VULN|6BPWR|7RCR|aBBNT
272	22521 16325	9	   	252.70	DCR|3VULN|2TLV|2DUR|1CDMG	16DUR|29TLV|3CDMG|4RMIN|568VULN|6BPWR|7RCR|aTBNT
273	22522 12332	5	   	252.70	DCR|3VULN|2TLV|2DUR|1CDMG	1aDUR|2aTLV|3CDMG|4RMIN|5ERES|69aVULN|7BBNT|8RCR|aBPWR
274	24222 26263	10	   	252.70	DCR|3VULN|2TLV|2DUR|1CDMG	18DUR|249VULN|3MLV|5aTLV|6CDMG|7RCR
275	24222 26321	9	   	252.70	DCR|3VULN|2TLV|2DUR|1CDMG	1aDUR|248VULN|3MLV|59TLV|6CDMG|7RCR
276	22233 12361	2	   	252.70	DCR|3VULN|2TLV|2DUR|1CDMG	15DUR|23TLV|4RPLT|67aVULN|8RCR|9CDMG
277	22523 36361	9	   	252.70	DCR|3VULN|2TLV|2DUR|1CDMG	1aDUR|25TLV|3CDMG|4RMIN|689VULN|7RCR
278	22232 14255	6	   	252.49	DCR|2VULN|2TLV|2DUR|2CDMG|1AART	19DUR|29TLV|3FEWX|46CDMG|59VULN|7AART|8RCR|9BPWR|aASPD
279	22231 14255	5	   	252.49	DCR|2VULN|2TLV|2DUR|2CDMG|1AART	19DUR|29TLV|3FEWX|45CDMG|69VULN|7AART|8RCR|9BPWR|aASPD
280	24221 45111	3	   	252.48	DCR|3VULN|3DUR|2TLV	18aDUR|289VULN|3MLV|4LHND|58TLV|6RPLT|7RCR|8BPWR
281	24233 15111	4	   	252.48	DCR|3VULN|3DUR|2TLV	18aDUR|289VULN|3MLV|4RPLT|5LWND|68TLV|7RCR|8BPWR
282	24235 15111	5	   	252.48	DCR|3VULN|3DUR|2TLV	18aDUR|289VULN|3MLV|4RPLT|5LWND|68TLV|7RCR|8BPWR
283	24253 15111	3	   	252.48	DCR|3VULN|3DUR|2TLV	18aDUR|289VULN|3MLV|4RPLT|5LWND|68TLV|7RCR|8BPWR
284	24513 15111	2	   	252.48	DCR|3VULN|3DUR|2TLV	18aDUR|289VULN|3RPLT|4MLV|5LWND|68TLV|7RCR|8BPWR
285	25513 15111	1	   	252.48	DCR|3VULN|3DUR|2TLV	18aDUR|289VULN|3RPLT|4MLV|5LWND|68TLV|7RCR|8BPWR
286	22431 45111	6	   	252.38	DCR|3VULN|3DUR|2TLV	18aDUR|28TLV|3RPLT|4ERES|5LWND|689VULN|7RCR|8BPWR
287	24351 31241	5	   	252.34	DCR|2VULN|2DMG|2DUR|1TLV	17DUR|27VULN|3LHND|4LEGI|5TLV|67DMG|7BPWR|8ASPD|9RCR|aFEWX
288	24351 31242	5	   	252.34	DCR|2VULN|2DMG|2DUR|1TLV	17DUR|27VULN|3LHND|4LEGI|5TLV|67DMG|7BPWR|8ASPD|9RCR|aCGEN
289	24322 12626	7	   	252.28	DCR|3VULN|2DMG|2DUR|1AART	1aDUR|29aVULN|3LHND|4BELT|5ZMB|6AART|7aDMG|8RCR|aBPWR
290	15351 11343	1	 * 	252.28	DCR|3VULN|3DUR|3TLV|1NUKE	1NUKE|2MBVNT|379VULN|4DUST|579TLV|679DUR|79BPWR|8RPLT|aRCR
291	22233 12315	2	   	252.28	DCR|3VULN|3DUR|3TLV	15aDUR|239TLV|4RPLT|67aVULN|8RCR|aBPWR
292	24351 31236	5	   	252.24	DCR|2VULN|2DMG|2DUR|1TLV	17DUR|27VULN|3LHND|4LEGI|5TLV|67DMG|7BPWR|8ASPD|9MBVNT|aRCR
293	24351 31243	5	   	252.24	DCR|2VULN|2DMG|2DUR|1TLV	17DUR|27VULN|3LHND|4LEGI|5TLV|67DMG|7BPWR|8ASPD|9RCR|aMBVNT
294	22621 35163	10	   	252.24	DCR|2VULN|2DMG|2DUR|1TLV	1aDUR|2TLV|37DMG|48VULN|5FEWX|6ASPD|9RCR
295	63221 16423	4	   	252.22	DCR|4VULN|2DUR|1TLV	17CGEN|278aVULN|3FEWX|4TLV|5RMIN|67DUR|7BPWR|9RCR
296	63231 16423	3	   	252.22	DCR|4VULN|2DUR|1TLV	17CGEN|278aVULN|3FEWX|4TLV|5RMIN|67DUR|7BPWR|9RCR
297	22221 21323	1	   	252.12	DCR|4VULN|2DUR|1TLV	16DUR|2CGEN|3TLV|467aVULN|5RMIN|6BPWR|8FEWX|9RCR
298	22222 42623	4	   	252.12	DCR|4VULN|2DUR|1TLV	15DUR|2TLV|3FEWX|457aVULN|5BPWR|6MLV|8CGEN|9RCR
299	22222 52423	4	   	252.12	DCR|4VULN|2DUR|1TLV	15DUR|2TLV|3FEWX|458aVULN|5BPWR|67LWND|9RCR
300	22222 53423	4	   	252.12	DCR|4VULN|2DUR|1TLV	15DUR|2TLV|3FEWX|458aVULN|5BPWR|6LWND|7RCVC|9RCR
301	22222 54423	4	   	252.12	DCR|4VULN|2DUR|1TLV	15DUR|2TLV|37FEWX|458aVULN|5BPWR|6LWND|9RCR
302	22421 21323	2	   	252.12	DCR|4VULN|2DUR|1TLV	16DUR|2TLV|3MLV|467aVULN|5RMIN|6BPWR|8FEWX|9RCR
303	63315 41323	3	   	252.12	DCR|4VULN|2DUR|1TLV	1CGEN|257aVULN|3RMIN|45DUR|5BPWR|6TLV|8FEWX|9RCR
304	22642 22163	10	   	252.11	DCR|2VULN|2DMG|2TLV|2DUR	1aDUR|24TLV|34DMG|4BPWR|5CGEN|6BEXP|78VULN|9RCR
305	24122 16613	10	   	252.02	DCR|4VULN|2DUR|1TLV	19DUR|249aVULN|3ZMB|5TLV|69DUST|7RCR|8BELT|9BPWR
306	22621 56212	7	   	251.96	DCR|3DUR|1VULN|2DMG|1TLV|2ASPD	169DUR|2TLV|39DMG|4VULN|5FEWX|7RCR|89ASPD|9BPWR|aLIT
307	53211 16325	10	   	251.88	DCR|4VULN|2DUR|1TLV|1SELL	1SELL|2BEXP|3DMSP|46DUR|568aVULN|6BPWR|7RCR|9TLV
308	53211 16362	10	   	251.88	DCR|4VULN|2DUR|1TLV|1SELL	1SELL|2BEXP|3DMSP|46DUR|5689VULN|6BPWR|7RCR|aTLV
309	54111 16123	10	   	251.88	DCR|4VULN|2DUR|1TLV|1SELL	1SELL|2CGEN|3RMIN|46DUR|568aVULN|6BPWR|7RCR|9TLV
310	63621 31621	6	   	251.82	DCR|3VULN|1TLV|1DMG|1CDMG|1AART	1CGEN|246VULN|3DMG|5CDMG|7LIT|8TLV|9AART|aRCR
311	63532 11621	3	   	251.82	DCR|3VULN|1TLV|1DMG|1CDMG|1AART	1CGEN|245VULN|3CDMG|6DMG|7LIT|8TLV|9AART|aRCR
312	24613 16322	10	   	251.68	DCR|4VULN|2DUR|1TLV|1SELL	19DUR|2568VULN|3SELL|46DUST|6BPWR|7RCR|aTLV
313	26623 16322	10	   	251.68	DCR|4VULN|2DUR|1TLV|1SELL	19DUR|26DUST|3SELL|4568VULN|6BPWR|7RCR|aTLV
314	24613 16232	10	   	251.68	DCR|4VULN|2DUR|1TLV|1SELL	18DUR|2569VULN|3SELL|46DUST|6BPWR|7RCR|aTLV
315	26623 16232	10	   	251.68	DCR|4VULN|2DUR|1TLV|1SELL	18DUR|26DUST|3SELL|4569VULN|6BPWR|7RCR|aTLV
316	22641 31315	7	   	251.66	DCR|3DMG|1VULN|3TLV|2DUR|1CDMG	1aDUR|249TLV|34aDMG|4aBPWR|5CDMG|6VULN|7aZMB|8RCR
317	22641 36122	7	   	251.56	DCR|3DMG|1VULN|2TLV|2DUR|1CDMG	1aDUR|24TLV|349DMG|4BPWR|5CDMG|6VULN|7RCR|8CGEN
318	22641 24322	5	   	251.56	DCR|3DMG|1VULN|2TLV|2DUR|1CDMG	1aDUR|24TLV|349DMG|4BPWR|5CDMG|6CGEN|7VULN|8RCR
319	22641 14322	7	   	251.46	DCR|3DMG|1VULN|2TLV|2DUR|1CDMG	1aDUR|24TLV|349DMG|4BPWR|5CDMG|6ERES|7VULN|8RCR
320	22641 14322	6	   	251.46	DCR|3DMG|1VULN|2TLV|2DUR|1CDMG	1aDUR|24TLV|349DMG|4BPWR|5CDMG|6ERES|7VULN|8RCR
321	22641 33283	8	   	251.46	DCR|3DMG|1VULN|2TLV|2DUR|1CDMG	17DUR|24TLV|349DMG|4BPWR|5CDMG|6VULN|8MBVNT|aRCR
322	22641 33283	9	   	251.46	DCR|3DMG|1VULN|2TLV|2DUR|1CDMG	17DUR|24TLV|349DMG|4BPWR|5CDMG|6VULN|8MBVNT|aRCR
323	22641 36122	8	   	251.46	DCR|3DMG|1VULN|2TLV|2DUR|1CDMG	1aDUR|24TLV|349DMG|4BPWR|5CDMG|6VULN|7RCR|8ERES
