0	Index      	Bounty	 *	Score 	Summary	Detail	
1	21351 84323	6	 * 	274.69	DCR|4VULN|2DUR|1DMG|1TLV	1TLV|2RMIN|3679VULN|46DUR|5MBVNT|6BPWR|8DMG|aRCR
166	22126 62353	6	   	250.78	DCR|3VULN|2TLV|1DMG|2LIT|1ASPD	12TLV|2BPWR|3aLIT|457VULN|6RCR|8DMG|9ASPD
167	15531 21423	8	   	250.77	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1SELL	1DUST|289VULN|3SELL|4TLV|5DMG|6CDMG|7DUR|aRCR
168	15531 21423	7	   	250.77	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1SELL	1DUST|289VULN|3SELL|4TLV|5DMG|6CDMG|7DUR|aRCR
169	35531 23423	7	   	250.77	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1SELL	1DUR|289VULN|3SELL|4TLV|5DMG|6CDMG|7DUST|aRCR
170	35531 23423	8	   	250.77	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1SELL	1DUR|289VULN|3SELL|4TLV|5DMG|6CDMG|7DUST|aRCR
171	23271 12421	2	   	250.74	DCR|3VULN|3LIT|3TLV|1DUR|1AART	189TLV|2ERES|3MBVNT|489VULN|589LIT|6RCR|7AART|89BPWR|aDUR
172	22214 24432	4	   	250.65	DCR|3VULN|2DUR|3TLV|2LIT	12aTLV|2aBPWR|39DUR|4aLIT|5BELT|68aVULN|7RCR
173	35351 35321	7	   	250.59	DCR|3VULN|2DUR|2ASPD|1CDMG	19DUR|26aVULN|3LWND|4CDMG|58ASPD|7RCR
174	35531 41113	10	   	250.59	DCR|3VULN|2TLV|1DMG|1DUR|1AART|1SELL	1DUR|269VULN|3SELL|47TLV|5DMG|8AART|aRCR
175	22126 61511	9	   	250.55	DCR|3VULN|2DUR|2TLV|2LIT	12TLV|2BPWR|38LIT|45aVULN|6RCR|79DUR
176	22126 61513	10	   	250.55	DCR|3VULN|2DUR|2TLV|2LIT	12TLV|2BPWR|38LIT|45aVULN|6RCR|79DUR
177	21122 76443	1	 * 	250.47	ACR|4VULN|3DUR|3TLV|1ASPD	189TLV|2RPLT|3RCR|4MBVNT|5789VULN|689DUR|89BPWR|aASPD
178	35315 13353	1	   	249.99	DCR|2VULN|2DMG|2DUR|1CDMG|1AART	19DUR|2MLV|3RPLT|49VULN|5CGEN|6CDMG|79DMG|8RCR|9BPWR|aAART
179	26311 14263	8	   	249.82	DCR|3VULN|2TLV|1DUR|2LIT|1CDMG	18TLV|2ZMB|389VULN|4CGEN|5DUR|6RCR|78LIT|8BPWR|aCDMG
180	61316 13341	6	   	249.75	DCR|3VULN|2CDMG|2AART|1TLV|1ASPD	12AART|34aVULN|5aCGEN|6RCR|7TLV|8ASPD|9aCDMG|aBPWR
181	24126 62223	6	   	249.72	DCR|3VULN|1DMG|1TLV|2LIT|1CDMG	1TLV|2RCVC|3aLIT|457VULN|6RCR|8CDMG|9DMG
182	21331 15243	7	   	249.70	DCR|4VULN|1TLV|1DUR|1AART	1TLV|2RMIN|348aVULN|5AART|6LHND|7DUR|9RCR
183	21331 25243	7	   	249.70	DCR|4VULN|1TLV|1DUR|1AART	1TLV|2RMIN|348aVULN|5AART|6FEWX|7DUR|9RCR
184	21331 63243	6	   	249.70	DCR|4VULN|1TLV|1DUR|1AART	1TLV|2RMIN|348aVULN|5AART|6DUR|7LWND|9RCR
185	21331 65243	6	   	249.70	DCR|4VULN|1TLV|1DUR|1AART	1TLV|2RMIN|348aVULN|5AART|6DUR|7FEWX|9RCR
186	21333 45243	7	   	249.60	DCR|4VULN|1TLV|1DUR|1AART	1TLV|2RMIN|348aVULN|5DUST|6AART|7DUR|9RCR
187	22531 31165	10	   	249.58	DCR|3VULN|2TLV|1DMG|1CDMG|1ASPD	12TLV|2BPWR|3CDMG|4RCVC|569VULN|7DMG|8ASPD|aRCR
188	61312 13341	6	   	249.55	DCR|3VULN|2CDMG|2AART|1TLV|1ASPD	12AART|34aVULN|5aERES|6RCR|7TLV|8ASPD|9aCDMG|aBPWR
189	61311 34252	4	   	249.53	DCR|4VULN|2AART|1DUR	12AART|349aVULN|5DUR|6RPLT|7LIT|8RCR
190	22126 44222	7	   	249.48	DCR|3VULN|2TLV|1DMG|1DUR	12TLV|2BPWR|3LIT|456VULN|7RPLT|8RCR|9DUR|aDMG
191	22126 61213	8	   	249.48	DCR|3VULN|2TLV|1DMG|1DUR	12TLV|2BPWR|3LIT|45aVULN|6RCR|7DUR|8DMG|9BEXP
192	22126 61213	9	   	249.48	DCR|3VULN|2TLV|1DMG|1DUR	12TLV|2BPWR|3LIT|45aVULN|6RCR|7DUR|8DMG|9BEXP
193	22126 61223	9	   	249.48	DCR|3VULN|1DMG|2TLV|1DUR	12TLV|2BPWR|3LIT|45aVULN|6RCR|7DUR|8DMG|9FEWX
194	22126 61233	10	   	249.48	DCR|3VULN|2TLV|1DMG|1DUR	12TLV|2BPWR|3LIT|45aVULN|6RCR|7DUR|8DMG|9LHND
195	22126 61263	8	   	249.48	DCR|3VULN|1DMG|2TLV|1DUR	12TLV|2BPWR|3LIT|45aVULN|6RCR|7DUR|8DMG|9FEWX
196	22126 62422	6	   	249.48	DCR|3VULN|2TLV|1DMG|1DUR	12TLV|2BPWR|3LIT|457VULN|6RCR|8RPLT|9DUR|aDMG
197	24126 62222	6	   	249.48	DCR|3VULN|2CDMG|1DMG|1TLV	1TLV|2RCVC|3LIT|457VULN|6RCR|8aCDMG|9DMG
198	22126 62241	6	   	249.46	DCR|4VULN|2TLV|1CDMG	12TLV|2BPWR|3LIT|4579VULN|6RCR|8CDMG|aRCVC
199	22126 62242	6	   	249.46	DCR|4VULN|2TLV|1CDMG	12TLV|2BPWR|3LIT|4579VULN|6RCR|8CDMG|aFEWX
200	22126 62243	6	   	249.46	DCR|4VULN|2TLV|1CDMG	12TLV|2BPWR|3LIT|4579VULN|6RCR|8CDMG|aMLV
201	22126 53353	8	   	249.46	DCR|4VULN|2TLV|1CDMG	12TLV|2BPWR|3LIT|4589VULN|6CGEN|7CDMG|aRCR
202	21222 76453	1	   	249.45	DCR|3VULN|2DUR|2TLV|1CDMG	18TLV|2RPLT|3LHND|4MBVNT|578VULN|68DUR|8BPWR|9RCR|aCDMG
203	23352 62413	10	   	249.45	DCR|3VULN|2DUR|2TLV|1CDMG	17TLV|2ERES|367VULN|47DUR|5RPLT|7BPWR|8LHND|9RCR|aCDMG
204	32421 33251	5	   	249.45	DCR|3VULN|2DUR|1DMG|1CDMG	16DUR|2CGEN|3CDMG|48aVULN|5DMG|7RMIN|9RCR
205	32423 33251	4	   	249.45	DCR|3VULN|2DUR|1DMG|1CDMG	16DUR|2CGEN|3CDMG|48aVULN|5DMG|7RMIN|9RCR
206	35321 37364	10	   	249.45	DCR|3VULN|2DUR|2TLV|1CDMG	19DUR|269VULN|3LWND|4RCVC|5MBVNT|7CDMG|89TLV|9BPWR|aRCR
207	35366 21334	7	   	249.45	DCR|3VULN|2DUR|1DMG|1CDMG	14DUR|256VULN|35LWND|5BPWR|7MBVNT|8DMG|9CDMG|aRCR
208	61316 13163	6	   	249.41	DCR|3VULN|2DUR|2AART|1TLV	12AART|34aVULN|5CGEN|6RCR|7TLV|89DUR
209	22126 32262	5	   	249.38	DCR|3VULN|2TLV|2CDMG|1DUR	12TLV|2BPWR|3LIT|457VULN|6DUR|8aCDMG|9RCR
210	22126 41262	6	   	249.38	DCR|3VULN|2TLV|2CDMG|1DUR	12TLV|2BPWR|3LIT|456VULN|7DUR|8aCDMG|9RCR
211	22216 32262	6	   	249.38	DCR|3VULN|2TLV|2CDMG|1DUR	12TLV|2BPWR|3DUR|4LIT|567VULN|8aCDMG|9RCR
212	35366 21123	8	   	249.38	DCR|4VULN|2DUR|1ASPD	14DUR|2569VULN|35LWND|5BPWR|7MBVNT|8ASPD|aRCR
213	21351 86314	10	   	249.35	DCR|3VULN|2DUR|2TLV|1CDMG	19TLV|2RMIN|368VULN|46DUR|5MBVNT|6BPWR|7RCR|aCDMG
214	21351 87412	10	   	249.35	DCR|3VULN|2DUR|2TLV|1CDMG	1aTLV|2RMIN|36aVULN|46DUR|5MBVNT|6aBPWR|7CDMG|8aDUST|9RCR
215	22528 48424	9	   	249.35	DCR|3VULN|2DUR|3TLV|1CDMG	12aTLV|2aBPWR|3CDMG|4MBVNT|57aVULN|6BELT|8RCR|9aDUR
216	22524 44471	4	   	249.25	DCR|3VULN|2DUR|2TLV|1CDMG	12TLV|2BPWR|3CDMG|4MBVNT|59aVULN|68DUR|7RCR
217	22528 44471	5	   	249.25	DCR|3VULN|2DUR|2TLV|1CDMG	12TLV|2BPWR|3CDMG|4MBVNT|59aVULN|68DUR|7RCR
218	22524 47821	4	   	249.25	DCR|3VULN|2DUR|2TLV|1CDMG	12TLV|2BPWR|3CDMG|4MBVNT|57aVULN|69DUR|8RCR
219	55113 21612	10	   	249.22	DCR|3VULN|3DUR|2TLV	1RPLT|2RMIN|35aDUR|458VULN|5aBPWR|6aTLV|7aLHND|9RCR
220	55113 31512	10	   	249.22	DCR|3VULN|3DUR|2TLV	1RPLT|2RMIN|35aDUR|456VULN|5aBPWR|7aLWND|8aTLV|9RCR
221	55113 33512	10	   	249.22	DCR|3VULN|3DUR|2TLV	1RPLT|2RMIN|35aDUR|456VULN|5aBPWR|7aFEWX|8aTLV|9RCR
222	55113 25311	6	   	249.12	DCR|3VULN|3DUR|2TLV	1RPLT|2aRMIN|357DUR|457VULN|57BPWR|67TLV|8BBNT|9RCR
223	55113 25312	6	   	249.02	DCR|3VULN|3DUR|3TLV	1RPLT|2RMIN|357DUR|457VULN|57BPWR|67aTLV|8BBNT|9RCR
224	34121 16383	8	   	249.02	DCR|3VULN|3DUR|1DMG	149DUR|29FEWX|3LEGI|5MBVNT|689VULN|7RCR|9BPWR|aDMG
225	34321 16383	8	   	248.92	DCR|3VULN|3DUR|1DMG	149DUR|2FEWX|39DUST|5MBVNT|689VULN|7RCR|9BPWR|aDMG
226	23273 31265	2	   	248.82	DCR|3VULN|3DUR|2TLV	19TLV|2ERES|3MBVNT|459VULN|6RCR|7LEGI|89aDUR|9BPWR
227	51611 13134	1	 * 	248.75	DCR|3VULN|2DMG|3CDMG	1RPLT|259VULN|389CDMG|4LWND|6BEXP|79DMG|9BPWR|aRCR
228	51613 21134	1	   	248.75	DCR|3VULN|2DMG|3CDMG	1RPLT|279VULN|389CDMG|4LWND|5BEXP|69DMG|9BPWR|aRCR
229	51613 33134	1	   	248.75	DCR|3VULN|2DMG|3CDMG	1RPLT|269VULN|389CDMG|4LWND|5BEXP|79DMG|9BPWR|aRCR
230	54211 13134	3	   	248.75	DCR|3VULN|2DMG|3CDMG	1RPLT|289CDMG|359VULN|4LWND|6BEXP|79DMG|9BPWR|aRCR
231	54213 21134	3	   	248.75	DCR|3VULN|2DMG|3CDMG	1RPLT|289CDMG|379VULN|4LWND|5BEXP|69DMG|9BPWR|aRCR
232	54213 33134	3	   	248.75	DCR|3VULN|2DMG|3CDMG	1RPLT|289CDMG|369VULN|4LWND|5BEXP|79DMG|9BPWR|aRCR
233	21626 22441	6	 * 	248.71	ACR|4VULN|3DMG|3TLV	189TLV|2RMIN|389DMG|4RPLT|5RCR|689aVULN|7MBVNT|89BPWR
234	26626 22441	6	   	248.71	ACR|4VULN|3DMG|3TLV	189TLV|2ZMB|389DMG|4RPLT|5RCR|689aVULN|7MBVNT|89BPWR
235	53124 31531	8	   	248.66	DCR|3VULN|2DMG|1DUR|1AART	1RPLT|29ZMB|39DMG|4LHND|5DUR|689VULN|7AART|9BPWR|aRCR
236	54233 21134	4	   	248.65	DCR|3VULN|2DMG|3CDMG	1RPLT|289CDMG|379VULN|4DUST|5BEXP|69DMG|9BPWR|aRCR
237	32431 26251	3	   	248.44	DCR|4VULN|1DUR|1CDMG|1ASPD	1DUR|2CGEN|3CDMG|4ASPD|578aVULN|6MLV|9RCR
238	53141 12522	8	   	248.41	DCR|2VULN|3DMG|1DUR|1ASPD|1AART	1RPLT|2aZMB|37aDMG|4DUR|5ASPD|6RCR|8aVULN|9AART|aBPWR
239	63314 34121	9	   	248.35	DCR|2VULN|2DUR|1DMG|1TLV|1CDMG|1AART	1AART|2DUST|3CDMG|46DUR|59VULN|7DMG|8TLV|aRCR
240	24216 32611	6	   	248.35	DCR|4VULN|1TLV|1DUR	1TLV|2RCVC|3DUR|4LIT|567aVULN|8RCR|9DMSP
241	24126 32611	5	   	248.35	DCR|4VULN|1TLV|1DUR	1TLV|2RCVC|3LIT|457aVULN|6DUR|8RCR|9DMSP
242	22531 52116	10	   	248.24	DCR|3VULN|2TLV|1DMG|1CDMG|1AART	12TLV|2BPWR|3CDMG|4RCVC|59aVULN|6DMG|7RCR|8AART
243	23241 17473	2	   	248.15	DCR|4VULN|1TLV|1DUR	1TLV|2ERES|3MBVNT|4DUR|5LIT|6RCR|789aVULN
244	23231 13782	1	 * 	248.13	DCR|3VULN|2ASPD|2TLV|1CDMG	1aTLV|2LHND|3aASPD|4MBVNT|5LIT|6RCR|7CDMG|89aVULN|aBPWR
245	61311 13436	4	   	248.12	DCR|3VULN|2DUR|2AART|2LIT	12AART|347VULN|57DUR|67LIT|7BPWR|8CGEN|9BBNT|aRCR
246	61313 42521	9	   	248.12	DCR|3VULN|3ASPD|2AART|2LIT	12AART|349VULN|5BELT|69LIT|789ASPD|9BPWR|aRCR
247	15131 53243	3	   	248.03	DCR|4VULN|2DUR|1AART	1DUST|268aVULN|3DMSP|4AART|56DUR|6BPWR|7LWND|9RCR
248	15331 53243	2	   	248.03	DCR|4VULN|2DUR|1AART	1DUST|268aVULN|3RCVC|4AART|56DUR|6BPWR|7LWND|9RCR
249	32226 28238	1	   	248.02	DCR|2VULN|3DUR|2CDMG|1TLV|1AART	179DUR|2FEWX|39CDMG|49VULN|5MBVNT|6AART|8RCR|9BPWR|aTLV
250	23632 37523	9	   	247.47	DCR|4VULN|2TLV|1DMG	19TLV|29ERES|3DMG|4MBVNT|5LHND|6789VULN|9BPWR|aRCR
251	54216 31322	9	   	247.35	DCR|3VULN|2DUR|1CDMG|1AART	1RPLT|2CDMG|356VULN|4LIT|78DUR|9AART|aRCR
252	54216 31323	10	   	247.35	DCR|3VULN|2DUR|1CDMG|1AART	1RPLT|2CDMG|356VULN|4LIT|78DUR|9AART|aRCR
253	61313 43353	6	   	247.19	DCR|3VULN|2AART|1TLV|2LIT|1CDMG	12AART|347VULN|5BELT|67LIT|7BPWR|8RCR|9TLV|aCDMG
254	61313 43423	6	   	247.19	DCR|3VULN|2AART|1TLV|2LIT|1CDMG	12AART|347VULN|5BELT|67LIT|7BPWR|8CDMG|9TLV|aRCR
255	26311 14253	9	   	247.17	DCR|3VULN|2TLV|1DUR|2LIT|1ASPD	18TLV|2ZMB|38aVULN|4CGEN|5DUR|6RCR|78LIT|8BPWR|9ASPD
256	63521 22131	6	   	247.10	DCR|4VULN|1TLV|1CDMG|1AART	1AART|2DUST|35LHND|4578VULN|5BPWR|6TLV|9RCR|aCDMG
257	21351 86444	8	   	247.09	DCR|2VULN|2DUR|1DMG|1TLV|1CDMG	1TLV|2RMIN|36VULN|46DUR|5MBVNT|6BPWR|7RCR|8CDMG|9DMG|aLIT
258	22126 62633	10	   	246.98	DCR|3VULN|3TLV|1DMG|1CDMG	128TLV|28BPWR|3LIT|458VULN|6RCR|78MLV|9CDMG|aDMG
259	26332 32351	6	   	246.94	DCR|5VULN|2TLV	1aTLV|2ZMB|34678VULN|5ERES|9RCR
260	34212 51131	3	   	246.91	DCR|3VULN|2DUR|2AART|1CDMG	16DUR|2FEWX|37AART|4CGEN|568VULN|6BPWR|9RCR|aCDMG
261	34262 51131	4	   	246.91	DCR|3VULN|2DUR|2AART|1CDMG	16DUR|2FEWX|37AART|4ZMB|568VULN|6BPWR|9RCR|aCDMG
262	22126 62221	6	   	246.88	DCR|3VULN|2TLV|1DMG|1CDMG	12TLV|2BPWR|3LIT|457VULN|6RCR|8CDMG|9DMG|aBEXP
263	22126 62226	6	   	246.88	DCR|3VULN|2TLV|1DMG|1CDMG	12TLV|2BPWR|3LIT|457VULN|6RCR|8CDMG|9DMG|aCGEN
264	22126 62313	6	   	246.88	DCR|3VULN|1DMG|2TLV|1CDMG	12TLV|2BPWR|3LIT|457VULN|6RCR|8DMG|9FEWX|aCDMG
265	22126 62363	6	   	246.88	DCR|3VULN|2TLV|1DMG|1CDMG	12TLV|2BPWR|3LIT|457VULN|6RCR|8DMG|9LHND|aCDMG
266	22126 22262	6	   	246.88	DCR|3VULN|2TLV|1DMG|1CDMG	12TLV|2BPWR|3LIT|457VULN|6BEXP|8CDMG|9RCR|aDMG
267	22616 32262	6	   	246.88	DCR|3VULN|2TLV|1DMG|1CDMG	12TLV|2BPWR|3BEXP|4LIT|567VULN|8CDMG|9RCR|aDMG
268	22126 61321	9	   	246.82	DCR|2VULN|2DUR|2TLV|1DMG|1AART	12TLV|2BPWR|3LIT|45VULN|6RCR|78DUR|9AART|aDMG
269	15632 51131	2	   	246.81	DCR|3VULN|2DUR|2AART|1CDMG	1DUST|268VULN|36DUR|4RMIN|57AART|6BPWR|9RCR|aCDMG
270	36212 51131	3	   	246.81	DCR|3VULN|2DUR|2AART|1CDMG	16DUR|2DUST|37AART|4CGEN|568VULN|6BPWR|9RCR|aCDMG
271	36262 51131	4	   	246.81	DCR|3VULN|2DUR|2AART|1CDMG	16DUR|2DUST|37AART|4ZMB|568VULN|6BPWR|9RCR|aCDMG
272	63231 51131	4	   	246.81	DCR|3VULN|2DUR|2AART|1CDMG	17AART|2DUST|3RMIN|468VULN|56DUR|6BPWR|9RCR|aCDMG
273	35313 25162	7	   	246.81	DCR|3VULN|2DUR|2ASPD|1AART	1aDUR|278VULN|3aLWND|4RPLT|5AART|6aASPD|9RCR|aBPWR
274	21222 76451	1	   	246.80	DCR|3VULN|2DUR|2TLV|1ASPD	18TLV|2RPLT|3LHND|4MBVNT|578VULN|68DUR|8BPWR|9RCR|aASPD
275	22126 62225	6	   	246.78	DCR|3VULN|2TLV|1DMG|1CDMG	12TLV|2BPWR|3LIT|457VULN|6RCR|8CDMG|9DMG|aBBNT
276	22126 62323	6	   	246.78	DCR|3VULN|2TLV|1DMG|1CDMG	12TLV|2BPWR|3LIT|457VULN|6RCR|8DMG|9DUST|aCDMG
277	22126 62151	6	   	246.71	DCR|4VULN|2TLV|1ASPD	12TLV|2BPWR|3LIT|457aVULN|6RCR|8ERES|9ASPD
278	31263 35341	1	   	246.71	DCR|3VULN|2DUR|2ASPD|1AART	17DUR|2ERES|37ASPD|457VULN|6RPLT|7BPWR|8FEWX|9AART|aRCR
279	61311 33236	4	   	246.59	DCR|3VULN|3DUR|2AART	12AART|349VULN|59aDUR|6RPLT|79LWND|8RCR|9BPWR
280	61311 35236	4	   	246.59	DCR|3VULN|3DUR|2AART	12AART|349VULN|59aDUR|6RPLT|79LHND|8RCR|9BPWR
281	21312 14412	1	   	246.54	DCR|2VULN|2DMG|2DUR|2TLV	1aTLV|2RPLT|3aDUR|47VULN|5BBNT|6MLV|8aDMG|9RCR|aBPWR
282	21315 24412	1	   	246.54	DCR|2VULN|2DMG|2DUR|2TLV	1aTLV|2RPLT|3aDUR|47VULN|5CGEN|6TBNT|8aDMG|9RCR|aBPWR
283	21315 34412	1	   	246.54	DCR|2VULN|2DMG|2DUR|2TLV	1aTLV|2RPLT|3aDUR|47VULN|5CGEN|6BBNT|8aDMG|9RCR|aBPWR
284	33315 35622	5	 * 	246.50	ACR|3VULN|3DMG|2DUR|1AART	1aDUR|2RCR|3DUST|4RPLT|57aVULN|68aDMG|9AART|aBPWR
285	21312 54412	1	   	246.44	DCR|2VULN|2DMG|2DUR|2TLV	1aTLV|2RPLT|3aDUR|47VULN|5BBNT|6ERES|8aDMG|9RCR|aBPWR
286	21634 32265	4	   	246.44	DCR|2VULN|2DMG|2DUR|2TLV	19TLV|2RMIN|39DMG|4MBVNT|5ERES|6RCR|7aDUR|89VULN|9BPWR
287	62314 31163	8	   	246.40	DCR|2VULN|2DMG|1TLV|1CDMG|1ASPD|1AART	1AART|27MLV|3ASPD|47VULN|5RPLT|67DMG|7BPWR|8TLV|9RCR|aCDMG
288	23326 63241	9	   	246.38	DCR|2VULN|2DUR|2TLV|1DMG|2AART	1aTLV|2ERES|3aVULN|48AART|5CGEN|6DMG|7RCR|9aDUR|aBPWR
289	23326 63261	8	   	246.38	DCR|2VULN|2DUR|2TLV|1DMG|2AART	1aTLV|2ERES|3aVULN|48AART|5CGEN|6DMG|7RCR|9aDUR|aBPWR
290	26331 63412	9	   	246.37	DCR|3VULN|1TLV|1DUR|1ASPD|1AART	1TLV|2ZMB|348VULN|5AART|6DUR|7LIT|9ASPD|aRCR
291	15236 14724	2	   	246.34	DCR|2VULN|2DMG|2DUR|2CDMG	18DUST|28VULN|36CDMG|49DUR|5MBVNT|78DMG|8BPWR|aRCR
292	53131 15315	9	   	245.86	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1RPLT|2ZMB|3DMG|48aVULN|5ASPD|6RCR|7CDMG|9TLV
293	53331 12444	6	   	245.83	DCR|3VULN|3ASPD|1TLV|1CDMG	1RPLT|289ZMB|3TLV|489VULN|589ASPD|6RCR|7MBVNT|89BPWR|aCDMG
294	21113 34335	1	 * 	245.78	ACR|5VULN|2DUR|2TLV	18TLV|2RPLT|3RCR|4689aVULN|58DUR|7BELT|8BPWR
295	21132 34335	1	   	245.78	ACR|5VULN|2DUR|2TLV	18TLV|2RPLT|3RCR|48DUR|5689aVULN|7BELT|8BPWR
296	24126 61213	8	   	245.77	DCR|3VULN|1DMG|1TLV|1DUR	1TLV|2RCVC|3LIT|45aVULN|6RCR|7DUR|8DMG|9BEXP
297	24126 61213	9	   	245.77	DCR|3VULN|1DMG|1TLV|1DUR	1TLV|2RCVC|3LIT|45aVULN|6RCR|7DUR|8DMG|9BEXP
298	24126 61223	9	   	245.77	DCR|3VULN|1DMG|1TLV|1DUR	1TLV|2RCVC|3LIT|45aVULN|6RCR|7DUR|8DMG|9FEWX
299	24126 61233	10	   	245.77	DCR|3VULN|1DMG|1TLV|1DUR	1TLV|2RCVC|3LIT|45aVULN|6RCR|7DUR|8DMG|9LHND
300	51235 63132	1	   	245.77	DCR|3VULN|1DMG|1TLV|1DUR	1RPLT|289VULN|3RCVC|4DUR|5LIT|6TLV|7RCR|aDMG
301	51335 63132	1	   	245.77	DCR|3VULN|1DMG|1TLV|1DUR	1RPLT|289VULN|3DMSP|4DUR|5LIT|6TLV|7RCR|aDMG
302	21333 24265	8	   	245.76	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1TLV|2RMIN|346VULN|5DUST|7ASPD|8DMG|9CDMG|aRCR
303	63523 52131	5	   	245.76	DCR|3VULN|2DMG|1CDMG|1AART	1AART|26DUST|3LHND|478VULN|56DMG|6BPWR|9RCR|aCDMG
304	21315 13351	1	   	245.70	DCR|2VULN|2DMG|2TLV|1DUR|1CDMG	19TLV|2RPLT|3DUR|49VULN|5aCGEN|6CDMG|79DMG|8RCR|9BPWR
305	21315 13355	1	   	245.70	DCR|2VULN|2DMG|2TLV|1DUR|1CDMG	19TLV|2RPLT|3DUR|49VULN|5CGEN|6CDMG|79DMG|8RCR|9BPWR|aLHND
306	21315 13356	1	   	245.70	DCR|2VULN|2DMG|2TLV|1DUR|1CDMG	19TLV|2RPLT|3DUR|49VULN|5CGEN|6CDMG|79DMG|8RCR|9BPWR|aFEWX
307	33331 36661	3	 * 	245.68	ACR|5VULN|2DUR|2CDMG	18DUR|2RCR|3DUST|4RMIN|5689aVULN|78CDMG|8BPWR
308	24216 32262	6	   	245.67	DCR|3VULN|2CDMG|1DUR|1TLV	1TLV|2RCVC|3DUR|4LIT|567VULN|8aCDMG|9RCR
309	15121 33365	2	   	245.67	DCR|3VULN|1DMG|1DUR|1TLV	1DUST|289VULN|3DMG|4MLV|5LIT|6TLV|7DUR|aRCR
310	24126 32262	5	   	245.67	DCR|3VULN|2CDMG|1DUR|1TLV	1TLV|2RCVC|3LIT|457VULN|6DUR|8aCDMG|9RCR
311	35211 11431	10	   	245.67	DCR|3VULN|1DMG|1TLV|1DUR	1DUR|28aVULN|3MLV|4LIT|5DLOT|6TLV|7DMG|9RCR
312	35211 11436	9	   	245.67	DCR|3VULN|1DMG|1TLV|1DUR	1DUR|28aVULN|3MLV|4LIT|5DLOT|6TLV|7DMG|9RCR
313	35221 33542	2	   	245.65	DCR|4VULN|1DUR|1CDMG	1DUR|2459VULN|3CDMG|6BBNT|7CGEN|8LIT|aRCR
314	21351 83544	6	   	245.63	DCR|3VULN|2DUR|1TLV|1CDMG	1TLV|2RMIN|368VULN|46DUR|5MBVNT|6BPWR|7CGEN|9CDMG|aRCR
315	21351 84544	8	   	245.63	DCR|3VULN|2DUR|1TLV|1CDMG	1TLV|2RMIN|368VULN|46DUR|5MBVNT|6BPWR|7CGEN|9CDMG|aRCR
316	21351 84544	7	   	245.63	DCR|3VULN|2DUR|1TLV|1CDMG	1TLV|2RMIN|368VULN|46DUR|5MBVNT|6BPWR|7CGEN|9CDMG|aRCR
317	21351 84844	6	   	245.63	DCR|3VULN|2DUR|1TLV|1CDMG	1TLV|2RMIN|367VULN|46DUR|5MBVNT|6BPWR|8CGEN|9CDMG|aRCR
318	21351 86322	10	   	245.63	DCR|3VULN|2DUR|1TLV|1CDMG	1TLV|2RMIN|368VULN|46DUR|5MBVNT|6BPWR|7RCR|9CGEN|aCDMG
319	23352 13351	5	   	245.60	DCR|2VULN|2DMG|2TLV|1DUR|1CDMG	19TLV|2ERES|39VULN|4DUR|5RPLT|6CDMG|79DMG|8RCR|9BPWR|aCGEN
320	23352 13352	5	   	245.60	DCR|2VULN|2DMG|2TLV|1DUR|1CDMG	19TLV|2ERES|39VULN|4DUR|5RPLT|6CDMG|79DMG|8RCR|9BPWR|aRCVC
321	23352 13355	5	   	245.60	DCR|2VULN|2DMG|2TLV|1DUR|1CDMG	19TLV|2ERES|39VULN|4DUR|5RPLT|6CDMG|79DMG|8RCR|9BPWR|aLHND
322	23352 13356	5	   	245.60	DCR|2VULN|2DMG|2TLV|1DUR|1CDMG	19TLV|2ERES|39VULN|4DUR|5RPLT|6CDMG|79DMG|8RCR|9BPWR|aFEWX
323	26311 13334	6	   	245.60	DCR|2VULN|2DMG|2TLV|1DUR|1CDMG|1NUKE	19TLV|2ZMB|39VULN|4CGEN|5DUR|6RCR|79DMG|8NUKE|9BPWR|aCDMG
324	26353 13334	6	   	245.60	DCR|2VULN|2DMG|2TLV|1DUR|1CDMG|1NUKE	19TLV|2ZMB|39VULN|4DUR|5MLV|6RCR|79DMG|8NUKE|9BPWR|aCDMG
325	22126 12612	5	   	245.57	DCR|4VULN|3TLV|1AART	127TLV|27BPWR|3LIT|457aVULN|67LWND|8RCR|9AART
326	23333 62551	5	   	245.57	DCR|3VULN|1DMG|1TLV|1DUR	1TLV|24ERES|357VULN|6DMG|8DUR|9RCR|aLIT
327	35611 11431	10	   	245.57	DCR|3VULN|1DMG|1TLV|1DUR	1DUR|28aVULN|3ERES|4LIT|5DLOT|6TLV|7DMG|9RCR
328	51214 11261	7	   	245.56	DCR|3VULN|2DUR|2TLV|1AART	1RPLT|2DMSP|3AART|47DUR|578VULN|67TLV|7BPWR|9RMIN|aRCR
329	21356 21264	10	   	245.53	DCR|3VULN|2DUR|1TLV|1CDMG	1TLV|2RMIN|356VULN|48DUR|7MBVNT|9RCR|aCDMG
330	24524 44471	4	   	245.53	DCR|3VULN|2DUR|1TLV|1CDMG	1TLV|2RCVC|3CDMG|4MBVNT|59aVULN|68DUR|7RCR
