0	Index      	Bounty	 *	Score 	Summary	Detail	
1	55122 31711	1	 * 	273.35	DCR|3VULN|2DMG|2DUR|2CDMG	17CDMG|2aDMG|3BBNT|4MBVNT|579VULN|67DUR|7BPWR|8RCR
179	62211 62322	9	   	248.36	DCR|3VULN|2DMG|1DUR|1AART	1ZMB|2aDMG|368VULN|4AART|5DUR|7RCR|9ERES
180	62243 42312	9	   	248.36	DCR|3VULN|2DMG|1TLV|1AART	1ZMB|2aDMG|348VULN|5AART|6DUST|7RCR|9TLV
181	12242 11524	2	   	248.35	DCR|4VULN|1TLV|1DUR	1LHND|2TLV|3CGEN|468aVULN|5DUR|7RCR|9LIT
182	12322 11524	2	   	248.35	DCR|4VULN|1TLV|1DUR	1LHND|2TLV|368aVULN|4CGEN|5DUR|7RCR|9LIT
183	13315 21524	2	   	248.35	DCR|4VULN|1DUR|1TLV	1LHND|2MLV|348aVULN|5DUR|6TLV|7RCR|9LIT
184	22335 22264	5	   	248.35	DCR|4VULN|1DUR|1TLV|1NUKE	16LWND|2TLV|3LIT|4NUKE|569aVULN|6BPWR|7DUR|8RCR
185	53311 34116	4	   	248.26	DCR|3VULN|2CDMG|1TLV|1DUR|1ASPD	14CDMG|2DUR|378VULN|5TLV|6ASPD|9LEGI|aRCR
186	53311 34136	4	   	248.26	DCR|3VULN|2CDMG|1TLV|1DUR|1ASPD	14CDMG|2DUR|378VULN|5TLV|6ASPD|9DUST|aRCR
187	12315 11524	2	   	248.25	DCR|4VULN|1DUR|1TLV	1LHND|2TLV|348aVULN|5DUR|6ERES|7RCR|9LIT
188	53642 31133	8	   	248.22	DCR|2VULN|3DUR|3CDMG|1DMG	15aCDMG|245DUR|3BELT|5aBPWR|6DMG|7aVULN|8RCR|9aDUST
189	42222 31315	3	   	248.16	DCR|3VULN|3DMG|1AART	189CGEN|289DMG|3ERES|4LWND|5AART|6RMIN|789VULN|89BPWR|aRCR
190	42322 31315	2	   	248.16	DCR|3VULN|3DMG|1AART	189CGEN|289DMG|3ERES|4LWND|5AART|6RMIN|789VULN|89BPWR|aRCR
191	42433 31315	5	   	248.16	DCR|3VULN|3DMG|1AART	189CGEN|289DMG|3FEWX|4ERES|5AART|6RMIN|789VULN|89BPWR|aRCR
192	42632 31315	2	   	248.16	DCR|3VULN|3DMG|1AART	189CGEN|289DMG|3LWND|4ERES|5AART|6RMIN|789VULN|89BPWR|aRCR
193	62263 51132	10	   	248.06	DCR|3VULN|3DMG|1AART	16aZMB|27aDMG|39aVULN|4RCVC|5AART|8RCR|aBPWR
194	62211 22314	10	   	248.02	DCR|2VULN|3DUR|1DMG|1TLV|1AART	1ZMB|2DMG|38VULN|4AART|56aDUR|7RCR|9TLV
195	12363 22662	2	   	247.31	DCR|3VULN|2DMG|1TLV	19LHND|2TLV|369VULN|4FEWX|5LIT|7BELT|89DMG|9BPWR|aRCR
196	62211 32352	10	   	247.14	DCR|2VULN|2DMG|2DUR|1ASPD|1AART	1ZMB|26DMG|38VULN|4AART|59DUR|7RCR|aASPD
197	62211 62311	9	   	247.12	DCR|3VULN|1DMG|1TLV|1DUR|1AART	1ZMB|2DMG|368VULN|4AART|5DUR|7RCR|9TLV|aFEWX
198	62211 62312	10	   	247.12	DCR|3VULN|1DMG|1TLV|1DUR|1AART	1ZMB|2DMG|368VULN|4AART|5DUR|7RCR|9TLV|aMLV
199	62211 62314	9	   	247.12	DCR|3VULN|1DMG|1TLV|1DUR|1AART	1ZMB|2DMG|368VULN|4AART|5DUR|7RCR|9TLV|aRCVC
200	62211 62315	10	   	247.12	DCR|3VULN|1DMG|1TLV|1DUR|1AART	1ZMB|2DMG|368VULN|4AART|5DUR|7RCR|9TLV|aCGEN
201	62211 62316	9	   	247.12	DCR|3VULN|1DMG|1TLV|1DUR|1AART	1ZMB|2DMG|368VULN|4AART|5DUR|7RCR|9TLV|aBEXP
202	65211 62212	8	   	247.12	DCR|3VULN|1DMG|1TLV|1DUR|1AART	1ZMB|2TLV|368VULN|4AART|5DUR|7RCR|9MLV|aDMG
203	65211 62212	9	   	247.12	DCR|3VULN|1DMG|1TLV|1DUR|1AART	1ZMB|2TLV|368VULN|4AART|5DUR|7RCR|9MLV|aDMG
204	65211 62232	9	   	247.12	DCR|3VULN|1DMG|1TLV|1DUR|1AART	1ZMB|2TLV|368VULN|4AART|5DUR|7RCR|9RMIN|aDMG
205	12316 63111	2	   	247.12	DCR|3VULN|1DMG|1TLV|1DUR|1AART	1LHND|2TLV|349VULN|5AART|6BEXP|7RCR|8DUR|aDMG
206	62223 42251	9	   	247.12	DCR|3VULN|1DMG|1TLV|1DUR|1AART	1ZMB|2DMG|38aVULN|4RMIN|5AART|6TLV|7RCR|9DUR
207	62243 12214	10	   	247.12	DCR|3VULN|1DMG|1TLV|1DUR|1AART	1ZMB|2DMG|348VULN|5AART|6LHND|7RCR|9TLV|aDUR
208	51324 84181	3	 * 	247.04	DCR|5VULN|2CDMG	19CDMG|2DUST|3589aVULN|4MBVNT|6RCR|79MLV|9BPWR
209	62211 62313	9	   	247.02	DCR|3VULN|1DMG|1TLV|1DUR|1AART	1ZMB|2DMG|368VULN|4AART|5DUR|7RCR|9TLV|aERES
210	63211 62312	9	   	247.02	DCR|3VULN|1DMG|1TLV|1DUR|1NUKE|1AART	1ZMB|2NUKE|368VULN|4AART|5DUR|7RCR|9TLV|aDMG
211	65211 62222	9	   	247.02	DCR|3VULN|1DMG|1TLV|1DUR|1AART	1ZMB|2TLV|368VULN|4AART|5DUR|7RCR|9ERES|aDMG
212	41351 13353	10	   	246.98	DCR|4VULN|2DUR	15aCGEN|2aDUR|3LIT|4579VULN|5aBPWR|6RCR|8aMLV
213	16321 51324	1	   	246.98	DCR|4VULN|2DUR	168LHND|23BEXP|48DUR|568aVULN|68BPWR|7RCR|9LIT
214	63223 66312	3	   	246.96	DCR|3VULN|2DMG|1DUR|1NUKE|1SELL	1aZMB|2NUKE|37aVULN|4DUR|5LIT|6RCR|8SELL|9aDMG|aBPWR
215	41331 11331	10	   	246.93	DCR|3VULN|3DUR|1AART	1CGEN|247DUR|3LIT|59aVULN|6RCR|8AART
216	15213 23264	3	   	246.91	DCR|4VULN|1DMG|1ASPD	1LHND|2ASPD|3FEWX|469aVULN|5LIT|7DMG|8RCR
217	25213 23264	3	   	246.91	DCR|4VULN|1DMG|1ASPD	1LWND|2ASPD|3FEWX|469aVULN|5LIT|7DMG|8RCR
218	16321 11324	1	   	246.88	DCR|4VULN|2DUR	18LHND|23BEXP|48DUR|568aVULN|7RCR|8BPWR|9LIT
219	16342 11324	1	   	246.88	DCR|4VULN|2DUR	18LHND|23BEXP|468aVULN|58DUR|7RCR|8BPWR|9LIT
220	41351 11112	10	   	246.78	DCR|4VULN|2DUR	15CGEN|27DUR|3LIT|458aVULN|5BPWR|6RCR|9LHND
221	41351 11121	8	   	246.78	DCR|4VULN|2DUR	15CGEN|27DUR|3LIT|4589VULN|5BPWR|6RCR|aMLV
222	41351 11122	10	   	246.78	DCR|4VULN|2DUR	15CGEN|27DUR|3LIT|458aVULN|5BPWR|6RCR|9LWND
223	41351 11123	8	   	246.78	DCR|4VULN|2DUR	15aCGEN|27DUR|3LIT|4589VULN|5BPWR|6RCR
224	41351 11124	8	   	246.78	DCR|4VULN|2DUR	15CGEN|27DUR|3LIT|4589VULN|5BPWR|6RCR|aLHND
225	41351 11125	8	   	246.78	DCR|4VULN|2DUR	15CGEN|27DUR|3LIT|4589VULN|5BPWR|6RCR|aRMIN
226	41351 11126	8	   	246.78	DCR|4VULN|2DUR	15CGEN|27DUR|3LIT|4589VULN|5BPWR|6RCR|aBEXP
227	41351 11132	10	   	246.78	DCR|4VULN|2DUR	15CGEN|27DUR|3LIT|458aVULN|5BPWR|6RCR|9BEXP
228	41351 13142	8	   	246.78	DCR|4VULN|2DUR	159CGEN|2aDUR|3LIT|4578VULN|5BPWR|6RCR
229	41351 13352	10	   	246.78	DCR|4VULN|2DUR	15CGEN|2aDUR|3LIT|4579VULN|5BPWR|6RCR|8MLV
230	41351 13621	7	   	246.78	DCR|4VULN|2DUR	15CGEN|28DUR|3LIT|4579VULN|5BPWR|6RCR|aMLV
231	41351 13623	7	   	246.78	DCR|4VULN|2DUR	15aCGEN|28DUR|3LIT|4579VULN|5BPWR|6RCR
232	53313 54321	9	   	246.70	DCR|3VULN|2DUR|2CDMG|1ASPD	14CDMG|25DUR|37aVULN|6LHND|8RCR|9ASPD
233	53313 64321	9	   	246.70	DCR|3VULN|2DUR|2CDMG|1ASPD	14CDMG|25DUR|37aVULN|6BEXP|8RCR|9ASPD
234	53316 14321	9	   	246.70	DCR|3VULN|2DUR|2CDMG|1ASPD	14CDMG|26DUR|37aVULN|5LHND|8RCR|9ASPD
235	53323 14321	9	   	246.70	DCR|3VULN|2DUR|2CDMG|1ASPD	15CDMG|26DUR|37aVULN|4LWND|8RCR|9ASPD
236	53343 14321	9	   	246.70	DCR|3VULN|2DUR|2CDMG|1ASPD	15CDMG|26DUR|37aVULN|4LHND|8RCR|9ASPD
237	14621 11324	3	   	246.68	DCR|4VULN|2DUR	18LHND|23DUST|48DUR|568aVULN|7RCR|8BPWR|9LIT
238	41331 13112	10	   	246.68	DCR|4VULN|2DUR	1CGEN|24DUR|3LIT|578aVULN|6RCR|9LHND
239	41331 13121	8	   	246.68	DCR|4VULN|2DUR	1CGEN|24DUR|3LIT|5789VULN|6RCR|aMLV
240	41331 13122	10	   	246.68	DCR|4VULN|2DUR	1CGEN|24DUR|3LIT|578aVULN|6RCR|9LWND
241	41331 13123	8	   	246.68	DCR|4VULN|2DUR	1aCGEN|24DUR|3LIT|5789VULN|6RCR
242	41331 13124	8	   	246.68	DCR|4VULN|2DUR	1CGEN|24DUR|3LIT|5789VULN|6RCR|aLHND
243	41331 13125	8	   	246.68	DCR|4VULN|2DUR	1CGEN|24DUR|3LIT|5789VULN|6RCR|aRMIN
244	41331 13126	8	   	246.68	DCR|4VULN|2DUR	1CGEN|24DUR|3LIT|5789VULN|6RCR|aBEXP
245	41331 13132	10	   	246.68	DCR|4VULN|2DUR	1CGEN|24DUR|3LIT|578aVULN|6RCR|9BEXP
246	41341 13122	8	   	246.68	DCR|4VULN|2DUR	14CGEN|2aDUR|3LIT|5789VULN|6RCR
247	41351 11152	10	   	246.68	DCR|4VULN|2DUR	15CGEN|27DUR|3LIT|458aVULN|5BPWR|6RCR|9DUST
248	41351 13134	8	   	246.68	DCR|4VULN|2DUR	15CGEN|2aDUR|3LIT|4578VULN|5BPWR|6RCR|9ERES
249	41351 13262	10	   	246.68	DCR|4VULN|2DUR	15CGEN|29DUR|3LIT|457aVULN|5BPWR|6RCR|8DUST
250	44611 13122	8	   	246.68	DCR|4VULN|2DUR	12CGEN|3589VULN|4LIT|6RCR|7aDUR
251	22363 26263	3	   	246.67	DCR|2VULN|3DUR|1DMG|1TLV	1LWND|2TLV|3LIT|47aDUR|5DMG|69VULN|8RCR
252	32324 31668	3	   	246.65	DCR|3VULN|2DUR|1DMG|1ASPD|1SELL	1SELL|29BEXP|359VULN|4MBVNT|6ASPD|7DMG|89DUR|9BPWR|aRCR
253	53313 44321	9	   	246.60	DCR|3VULN|2DUR|2CDMG|1ASPD	14CDMG|25DUR|37aVULN|6DUST|8RCR|9ASPD
254	53333 14321	9	   	246.60	DCR|3VULN|2DUR|2CDMG|1ASPD	15CDMG|26DUR|37aVULN|4LEGI|8RCR|9ASPD
255	11117 24275	2	   	246.58	DCR|4VULN|2DUR	1LHND|2MBVNT|3LIT|45DUR|679aVULN|8RCR
256	11217 24275	4	   	246.58	DCR|4VULN|2DUR	1LHND|2MBVNT|3LIT|45DUR|679aVULN|8RCR
257	11217 24275	3	   	246.58	DCR|4VULN|2DUR	1LHND|2MBVNT|3LIT|45DUR|679aVULN|8RCR
258	41331 13152	10	   	246.58	DCR|4VULN|2DUR	1CGEN|24DUR|3LIT|578aVULN|6RCR|9DUST
259	55162 31132	1	   	246.54	DCR|2VULN|2DMG|2DUR|2CDMG	17CDMG|27DMG|3BBNT|49BEXP|58VULN|67DUR|7BPWR|aRCR
260	53315 33124	10	   	246.46	DCR|3VULN|3CDMG|1DUR|1ASPD	146CDMG|2DUR|389VULN|5ASPD|7LIT|aRCR
261	33156 13353	1	   	246.43	DCR|2VULN|3DUR|1DMG|1TLV|1SELL	1SELL|238DUR|4aVULN|5DMG|6TLV|7LIT|9RCR
262	35433 13353	6	   	246.43	DCR|2VULN|3DUR|1DMG|1TLV|1SELL	1SELL|2TLV|3DMG|4aVULN|568DUR|7LIT|9RCR
263	53314 21312	6	   	246.40	DCR|2VULN|2DMG|3CDMG|1DUR	14aCDMG|2DUR|3aVULN|5LIT|68BEXP|7RCR|9aDMG|aBPWR
264	36622 31714	1	   	246.36	DCR|3VULN|2DUR|2ASPD|1AART|1SELL	1SELL|2TBNT|37ASPD|4MBVNT|579VULN|67DUR|7BPWR|8RCR|aAART
265	55112 31143	1	 * 	246.21	ACR|4VULN|2DUR|1DMG|2CDMG	17CDMG|2DMG|3BBNT|4RCR|578aVULN|67DUR|7BPWR|9RPLT
266	62211 32343	8	   	246.20	DCR|2VULN|2DMG|1DUR|1CDMG|1ASPD|1AART	1ZMB|26DMG|38VULN|4AART|5DUR|7RCR|9CDMG|aASPD
267	62211 32543	7	   	246.20	DCR|2VULN|2DMG|1DUR|1CDMG|1ASPD|1AART	1ZMB|26DMG|38VULN|4AART|5DUR|7RCR|9CDMG|aASPD
268	51313 61512	6	   	246.20	DCR|2VULN|2DMG|3CDMG|1DUR	14aCDMG|28DUST|3aVULN|5DUR|6LIT|7RCR|9aDMG|aBPWR
269	62211 32313	10	   	246.11	DCR|2VULN|2DMG|1TLV|1DUR|1AART	1ZMB|26DMG|38VULN|4AART|5DUR|7RCR|9TLV|aLIT
270	51321 71711	3	 * 	246.04	DCR|3VULN|2ASPD|1DMG|2CDMG	17CDMG|2DUST|379VULN|4MBVNT|5TBNT|67ASPD|7BPWR|8RCR|aDMG
271	41351 13161	10	   	245.85	DCR|4VULN|1DUR|1CDMG	15CGEN|2DUR|3LIT|4578VULN|5BPWR|6RCR|9CDMG|aLWND
272	41351 13162	9	   	245.85	DCR|4VULN|1DUR|1CDMG	15CGEN|2DUR|3LIT|4578VULN|5BPWR|6RCR|9CDMG|aBEXP
273	41351 13163	10	   	245.85	DCR|4VULN|1DUR|1CDMG	15aCGEN|2DUR|3LIT|4578VULN|5BPWR|6RCR|9CDMG
274	41351 13163	9	   	245.85	DCR|4VULN|1DUR|1CDMG	15CGEN|2DUR|3LIT|4578VULN|5BPWR|6RCR|9CDMG|aRMIN
275	41351 13351	9	   	245.85	DCR|4VULN|1DUR|1CDMG	15CGEN|2DUR|3LIT|4579VULN|5BPWR|6RCR|8MLV|aCDMG
276	12312 13624	9	   	245.77	DCR|3VULN|1DMG|1DUR|1TLV	1LHND|2TLV|3LIT|4DMSP|5DUR|6RCR|79aVULN|8DMG
277	12312 13664	8	   	245.77	DCR|3VULN|1DMG|1DUR|1TLV	1LHND|2TLV|3LIT|4DMSP|5DUR|6RCR|79aVULN|8DMG
278	22312 13664	8	   	245.77	DCR|3VULN|1DMG|1TLV|1DUR	1LWND|2TLV|3LIT|4DMSP|5DUR|6RCR|79aVULN|8DMG
279	22322 13664	8	   	245.77	DCR|3VULN|1DMG|1TLV|1DUR	14LWND|2TLV|3LIT|5DUR|6RCR|79aVULN|8DMG
280	22363 22264	3	   	245.77	DCR|3VULN|1DMG|1TLV|1DUR	17LWND|2TLV|3LIT|4DUR|5DMG|69aVULN|8RCR
281	12311 11624	9	   	245.77	DCR|3VULN|1DMG|1DUR|1TLV	1LHND|2TLV|3LIT|4DMSP|59aVULN|6RCR|7DUR|8DMG
282	12311 11664	8	   	245.77	DCR|3VULN|1DMG|1DUR|1TLV	1LHND|2TLV|3LIT|4DMSP|59aVULN|6RCR|7DUR|8DMG
283	22311 11664	8	   	245.77	DCR|3VULN|1DMG|1TLV|1DUR	1LWND|2TLV|3LIT|4DMSP|59aVULN|6RCR|7DUR|8DMG
284	22311 23264	6	   	245.77	DCR|3VULN|1DMG|1TLV|1DUR	1LWND|2TLV|3LIT|4DMSP|59aVULN|6DUR|7DMG|8RCR
285	22311 43264	5	   	245.77	DCR|3VULN|1DMG|1TLV|1DUR	1LWND|2TLV|3LIT|4DMSP|59aVULN|6DUR|7DMG|8RCR
286	22321 11664	8	   	245.77	DCR|3VULN|1DMG|1TLV|1DUR	14LWND|2TLV|3LIT|59aVULN|6RCR|7DUR|8DMG
287	22321 23264	6	   	245.77	DCR|3VULN|1DMG|1TLV|1DUR	14LWND|2TLV|3LIT|59aVULN|6DUR|7DMG|8RCR
288	22321 43264	5	   	245.77	DCR|3VULN|1DMG|1TLV|1DUR	14LWND|2TLV|3LIT|59aVULN|6DUR|7DMG|8RCR
289	26321 32264	5	   	245.77	DCR|3VULN|1DMG|1TLV|1DUR	14LWND|2DMG|3LIT|59aVULN|6TLV|7DUR|8RCR
290	62311 32264	5	   	245.77	DCR|3VULN|1DMG|1TLV|1DUR	1ZMB|2DMG|3RMIN|4LIT|59aVULN|6TLV|7DUR|8RCR
291	11451 16346	4	   	245.76	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1LHND|2MBVNT|3ASPD|4TLV|569VULN|7CDMG|8DMG|aRCR
292	21451 16346	4	   	245.76	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1LWND|2MBVNT|3ASPD|4TLV|569VULN|7CDMG|8DMG|aRCR
293	41351 13131	8	   	245.75	DCR|4VULN|1DUR|1CDMG	15CGEN|2DUR|3LIT|4578VULN|5BPWR|6RCR|9ERES|aCDMG
294	51324 31628	3	   	245.66	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1CDMG|2DUST|359VULN|4MBVNT|6ASPD|7DMG|8DUR|aRCR
295	65243 23331	8	 * 	245.57	DCR|4VULN|2TLV|1AART	1ZMB|26TLV|3469VULN|5AART|6BPWR|7LWND|8RCR|aLIT
296	62243 12231	8	   	245.57	DCR|4VULN|1DMG|1AART	1ZMB|2DMG|3489VULN|5AART|6LHND|7RCR|aLIT
297	62243 12531	7	   	245.57	DCR|4VULN|1DMG|1AART	1ZMB|2DMG|3489VULN|5AART|6LHND|7RCR|aLIT
298	62253 62231	8	   	245.57	DCR|4VULN|1DMG|1AART	1ZMB|2DMG|3689VULN|4LWND|5AART|7RCR|aLIT
299	62243 42331	8	   	245.47	DCR|4VULN|1DMG|1AART	1ZMB|2DMG|3489VULN|5AART|6DUST|7RCR|aLIT
300	62211 41136	5	   	245.46	DCR|3VULN|2DUR|1DMG|1AART	1ZMB|2DMG|367VULN|4AART|58DUR|9RCVC|aRCR
301	62211 61136	6	   	245.46	DCR|3VULN|2DUR|1DMG|1AART	1ZMB|2DMG|367VULN|4AART|58DUR|9RCVC|aRCR
302	62211 62151	8	   	245.46	DCR|3VULN|2DUR|1DMG|1AART	1ZMB|2DMG|36aVULN|4AART|59DUR|7RCR|8LHND
303	62211 62334	10	   	245.46	DCR|3VULN|2DUR|1DMG|1AART	1ZMB|2DMG|368VULN|4AART|5aDUR|7RCR|9RMIN
304	62211 62351	10	   	245.46	DCR|3VULN|2DUR|1DMG|1AART	1ZMB|2DMG|368VULN|4AART|59DUR|7RCR|aBELT
305	62211 62353	9	   	245.46	DCR|3VULN|2DUR|1DMG|1AART	1ZMB|2DMG|368VULN|4AART|59DUR|7RCR|aLHND
306	62211 62353	10	   	245.46	DCR|3VULN|2DUR|1DMG|1AART	1ZMB|2DMG|368VULN|4AART|59DUR|7RCR|aLWND
307	62211 22321	8	   	245.46	DCR|3VULN|2DUR|1DMG|1AART	1ZMB|2DMG|38aVULN|4AART|56DUR|7RCR|9LWND
308	62211 22333	8	   	245.46	DCR|3VULN|2DUR|1DMG|1AART	1ZMB|2DMG|389VULN|4AART|56DUR|7RCR|aLHND
309	62211 22361	8	   	245.46	DCR|3VULN|2DUR|1DMG|1AART	1ZMB|2DMG|38aVULN|4AART|56DUR|7RCR|9BEXP
310	62211 22521	7	   	245.46	DCR|3VULN|2DUR|1DMG|1AART	1ZMB|2DMG|38aVULN|4AART|56DUR|7RCR|9LWND
311	62211 22533	7	   	245.46	DCR|3VULN|2DUR|1DMG|1AART	1ZMB|2DMG|389VULN|4AART|56DUR|7RCR|aLHND
312	62211 22561	7	   	245.46	DCR|3VULN|2DUR|1DMG|1AART	1ZMB|2DMG|38aVULN|4AART|56DUR|7RCR|9BEXP
313	26225 21623	8	   	245.39	DCR|4VULN|2DMG	1aLWND|2aDMG|3FEWX|4CGEN|5BELT|6RCR|789aVULN|aBPWR
314	26235 21623	8	   	245.39	DCR|4VULN|2DMG	1aLWND|2aDMG|3FEWX|4MLV|5BELT|6RCR|789aVULN|aBPWR
315	62211 62151	7	   	245.36	DCR|3VULN|2DUR|1DMG|1AART	1ZMB|2DMG|36aVULN|4AART|59DUR|7RCR|8DUST
316	62211 62324	10	   	245.36	DCR|3VULN|2DUR|1DMG|1AART	1ZMB|2DMG|368VULN|4AART|5aDUR|7RCR|9ERES
317	62211 62352	9	   	245.36	DCR|3VULN|2DUR|1DMG|1AART	1ZMB|2DMG|368VULN|4AART|59DUR|7RCR|aTBNT
318	62211 22332	8	   	245.36	DCR|3VULN|2DUR|1DMG|1AART	1ZMB|2DMG|389VULN|4AART|56DUR|7RCR|aTBNT
319	62211 22335	8	   	245.36	DCR|3VULN|2DUR|1DMG|1AART	1ZMB|2DMG|389VULN|4AART|56DUR|7RCR|aMBVNT
320	62211 22336	8	   	245.36	DCR|3VULN|2DUR|1DMG|1NUKE|1AART	1ZMB|2DMG|389VULN|4AART|56DUR|7RCR|aNUKE
321	62211 22341	9	   	245.36	DCR|3VULN|2DUR|1DMG|1AART	1ZMB|2DMG|38aVULN|4AART|56DUR|7RCR|9MBVNT
322	62211 22532	7	   	245.36	DCR|3VULN|2DUR|1DMG|1AART	1ZMB|2DMG|389VULN|4AART|56DUR|7RCR|aTBNT
323	62211 22535	7	   	245.36	DCR|3VULN|2DUR|1DMG|1AART	1ZMB|2DMG|389VULN|4AART|56DUR|7RCR|aMBVNT
324	62211 22536	7	   	245.36	DCR|3VULN|2DUR|1DMG|1NUKE|1AART	1ZMB|2DMG|389VULN|4AART|56DUR|7RCR|aNUKE
325	63211 22336	8	   	245.36	DCR|3VULN|2DUR|1DMG|1NUKE|1AART	1ZMB|2NUKE|389VULN|4AART|56DUR|7RCR|aDMG
326	63211 22536	7	   	245.36	DCR|3VULN|2DUR|1DMG|1NUKE|1AART	1ZMB|2NUKE|389VULN|4AART|56DUR|7RCR|aDMG
327	51331 32261	9	   	245.36	DCR|3VULN|2DUR|2CDMG|1AART	18CDMG|2DUST|389VULN|4LEGI|58DUR|6RPLT|7RCR|8BPWR|aAART
328	41351 33214	7	   	245.35	DCR|3VULN|2DUR|2ASPD	15CGEN|2aDUR|3LIT|457VULN|5BPWR|69ASPD|8RCR
329	62251 13522	4	   	245.32	DCR|2VULN|2DMG|2ASPD|2CDMG	1ZMB|2aDMG|35VULN|4LWND|6aCDMG|7LIT|8aASPD|9RCR|aBPWR
330	62261 13522	3	   	245.32	DCR|2VULN|2DMG|2ASPD|2CDMG	1ZMB|2aDMG|35VULN|4LHND|6aCDMG|7LIT|8aASPD|9RCR|aBPWR
331	53311 53341	9	   	245.10	DCR|2VULN|2DUR|1DMG|2CDMG|1TLV	14CDMG|27DUR|3aVULN|5RMIN|6RCR|8DMG|9TLV
332	11633 81428	3	   	245.10	DCR|2VULN|2DUR|1DMG|2CDMG|1TLV	1LHND|2MBVNT|35CDMG|45DUR|5BPWR|6TLV|7DMG|89VULN|aRCR
333	55122 31721	1	   	245.10	DCR|2VULN|2DUR|1DMG|2CDMG|1TLV	17CDMG|2DMG|3BBNT|4MBVNT|57VULN|67DUR|7BPWR|8RCR|9TLV|aLWND
334	55122 31722	1	   	245.10	DCR|2VULN|2DUR|1DMG|2CDMG|1TLV	17CDMG|2DMG|3BBNT|4MBVNT|57VULN|67DUR|7BPWR|8RCR|9TLV|aCGEN
335	55122 31723	1	   	245.10	DCR|2VULN|2DUR|1DMG|2CDMG|1TLV	17CDMG|2DMG|3BBNT|4MBVNT|57VULN|67DUR|7BPWR|8RCR|9TLV|aFEWX
336	55122 31724	1	   	245.10	DCR|2VULN|2DUR|1DMG|2CDMG|1TLV	17CDMG|2DMG|3BBNT|4MBVNT|57VULN|67DUR|7BPWR|8RCR|9TLV|aRMIN
337	55112 31361	1	 * 	244.78	ACR|3VULN|2DUR|2ASPD|1DMG|2CDMG	17CDMG|2DMG|3BBNT|4RCR|579VULN|67DUR|7BPWR|8aASPD
338	44611 12321	10	   	244.51	DCR|3VULN|2DMG|1CDMG	12CGEN|358VULN|4LIT|6RCR|7CDMG|9aDMG
339	62211 32351	9	   	244.44	DCR|2VULN|2DMG|2DUR|1AART	1ZMB|26DMG|38VULN|4AART|59DUR|7RCR|aLIT
340	62211 62342	8	   	244.42	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1ZMB|2DMG|368VULN|4AART|5DUR|7RCR|9CDMG|aTBNT
341	62211 62632	9	   	244.42	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1ZMB|2DMG|36aVULN|4AART|5DUR|7RCR|8CDMG|9DUST
342	53311 14343	8	   	244.40	DCR|2VULN|3DUR|3CDMG|1TLV	147CDMG|267DUR|37VULN|5RMIN|7BPWR|8ERES|9RCR|aTLV
343	62224 22234	5	   	244.30	DCR|3VULN|2DUR|1DMG	19ZMB|2DMG|39aVULN|4RMIN|5LIT|6MLV|79DUR|8RCR|9BPWR
344	31313 42536	7	   	244.28	DCR|3VULN|1DMG|1TLV|1CDMG|1AART|1SELL	1SELL|2LWND|389VULN|4CDMG|5AART|6TLV|7RCR|aDMG
345	32313 42236	8	   	244.28	DCR|3VULN|1DMG|1TLV|1CDMG|1AART|1SELL	1SELL|2BEXP|389VULN|4CDMG|5AART|6TLV|7RCR|aDMG
346	32313 42536	7	   	244.28	DCR|3VULN|1DMG|1TLV|1CDMG|1AART|1SELL	1SELL|2BEXP|389VULN|4CDMG|5AART|6TLV|7RCR|aDMG
347	34313 42236	8	   	244.28	DCR|3VULN|1DMG|1TLV|1CDMG|1AART|1SELL	1SELL|2FEWX|389VULN|4CDMG|5AART|6TLV|7RCR|aDMG
348	23365 22263	5	   	244.20	DCR|3VULN|2DUR|1DMG	1LWND|26MLV|3LIT|4DMG|569VULN|6BPWR|7aDUR|8RCR
349	35435 13323	8	   	244.20	DCR|2VULN|2DUR|1DMG|1TLV|1ASPD|1SELL	1SELL|2TLV|3DMG|48VULN|5ASPD|6aDUR|7LIT|9RCR
350	41331 13264	5	   	244.10	DCR|3VULN|2DUR|1DMG	1CGEN|24DUR|3LIT|59aVULN|6LWND|7DMG|8RCR
351	56223 13161	9	   	244.10	DCR|3VULN|2DUR|2CDMG	17CDMG|2ERES|37aVULN|4LIT|5CGEN|67DUR|7BPWR|8BEXP|9RCR
352	56223 13531	8	   	244.10	DCR|3VULN|2DUR|2CDMG	17CDMG|2ERES|37aVULN|4LIT|5CGEN|67DUR|7BPWR|8RCR|9FEWX
353	61323 13264	3	   	244.10	DCR|3VULN|2DUR|1DMG	1ZMB|26DUR|3LIT|4DMG|59aVULN|7LHND|8RCR
354	61323 22234	3	   	244.10	DCR|3VULN|2DUR|1DMG	1ZMB|27DUR|3LIT|4DMG|56aVULN|8RCR|9LHND
355	61363 22234	4	   	244.10	DCR|3VULN|2DUR|1DMG	1ZMB|27DUR|3LIT|4DMG|56aVULN|8RCR|9LHND
356	61423 22234	2	   	244.10	DCR|3VULN|2DUR|1DMG	1ZMB|27DUR|3LIT|4DMG|56aVULN|8RCR|9LHND
