0	Index      	 *	Score 	Summary	Detail	
1	51111 33433	 * 	186.40	DCR|2VULN|2DMG|1AART|1CDMG|2DUR	19DUR|28VULN|39BEXP|4CDMG|5DUST|69DMG|7RCR|9BPWR|aAART
163	51111 33432	   	163.19	DCR|2VULN|2DMG|1CDMG|2DUR	19DUR|28VULN|39BEXP|4CDMG|5DUST|69DMG|7RCR|9BPWR|aCGEN
164	51111 33434	   	163.19	DCR|2VULN|2DMG|1CDMG|2DUR	19DUR|28VULN|39BEXP|4CDMG|5DUST|69DMG|7RCR|9BPWR|aRPLT
165	15423 35212	   	163.19	ACR|2AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1BEXP|2DMG|3ZMB|48AART|5RCR|6DUR|7VULN|9ASPD|aCGEN
166	15423 35213	   	163.19	ACR|2AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1BEXP|2DMG|3ZMB|48AART|5RCR|6DUR|7VULN|9ASPD|aLWND
167	55423 21231	   	163.19	ACR|2AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1DUR|2DMG|3ZMB|4aAART|5RCR|6ASPD|7LIT|8LHND|9VULN
168	25112 13323	   	163.17	DCR|3DMG|1AART|1CDMG|1ZMB	13LHND|238DMG|3BPWR|45RMIN|6ZMB|7RCR|9CDMG|aAART
169	25122 33323	   	163.17	DCR|3DMG|1AART|1CDMG|1ZMB	136LHND|238DMG|3BPWR|4ZMB|5RMIN|7RCR|9CDMG|aAART
170	25123 53323	   	163.17	DCR|3DMG|1AART|1CDMG|1ZMB	135LHND|238DMG|3BPWR|4ZMB|6RMIN|7RCR|9CDMG|aAART
171	35112 13323	   	163.17	DCR|3DMG|1AART|1CDMG|1ZMB	13LWND|238DMG|3BPWR|45RMIN|6ZMB|7RCR|9CDMG|aAART
172	15143 43232	   	163.13	DCR|3DMG|1VULN|1CDMG|1ZMB	13BEXP|238DMG|3BPWR|4RCVC|5ZMB|6CGEN|7RCR|9VULN|aCDMG
173	25142 13332	   	163.13	DCR|3DMG|1VULN|1CDMG|1ZMB	13LHND|238DMG|3BPWR|4RCVC|5RMIN|6ZMB|7RCR|9VULN|aCDMG
174	25143 43332	   	163.13	DCR|3DMG|1VULN|1CDMG|1ZMB	13LHND|238DMG|3BPWR|4RCVC|5ZMB|6CGEN|7RCR|9VULN|aCDMG
175	25143 53332	   	163.13	DCR|3DMG|1VULN|1CDMG|1ZMB	13LHND|238DMG|3BPWR|4RCVC|5ZMB|6RMIN|7RCR|9VULN|aCDMG
176	35142 13332	   	163.13	DCR|3DMG|1VULN|1CDMG|1ZMB	13LWND|238DMG|3BPWR|4RCVC|5RMIN|6ZMB|7RCR|9VULN|aCDMG
177	35143 43332	   	163.13	DCR|3DMG|1VULN|1CDMG|1ZMB	13LWND|238DMG|3BPWR|4RCVC|5ZMB|6CGEN|7RCR|9VULN|aCDMG
178	35143 53332	   	163.13	DCR|3DMG|1VULN|1CDMG|1ZMB	13LWND|238DMG|3BPWR|4RCVC|5ZMB|6RMIN|7RCR|9VULN|aCDMG
179	51111 33435	   	163.09	DCR|2VULN|2DMG|1CDMG|2DUR	19DUR|28VULN|39BEXP|4CDMG|5DUST|69DMG|7RCR|9BPWR|aLEGI
180	51111 33436	   	163.09	DCR|2VULN|2DMG|1CDMG|2DUR	19DUR|28VULN|39BEXP|4CDMG|5DUST|69DMG|7RCR|9BPWR|aERES
181	51315 33431	   	163.09	DCR|2VULN|2DMG|1CDMG|2DUR	19DUR|28VULN|39DUST|4CDMG|5LWND|69DMG|7RCR|9BPWR|aFEWX
182	51315 33432	   	163.09	DCR|2VULN|2DMG|1CDMG|2DUR	19DUR|28VULN|39DUST|4CDMG|5LWND|69DMG|7RCR|9BPWR|aCGEN
183	55423 21131	   	163.09	ACR|2AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1DUR|2DMG|3ZMB|4aAART|5RCR|6ASPD|7LIT|8DUST|9VULN
184	55131 33315	   	163.07	DCR|3DMG|1AART|3DUR|1ZMB	13aDUR|238DMG|3BPWR|4TLV|5RPLT|6AART|7ZMB|9RCR
185	15143 63232	   	163.03	DCR|3DMG|1VULN|1CDMG|1ZMB	13BEXP|238DMG|3BPWR|4RCVC|5ZMB|6ERES|7RCR|9VULN|aCDMG
186	15145 13232	   	163.03	DCR|3DMG|1VULN|1CDMG|1ZMB	13BEXP|238DMG|3BPWR|4RCVC|5ERES|6ZMB|7RCR|9VULN|aCDMG
187	25143 63332	   	163.03	DCR|3DMG|1VULN|1CDMG|1ZMB	13LHND|238DMG|3BPWR|4RCVC|5ZMB|6ERES|7RCR|9VULN|aCDMG
188	25145 13332	   	163.03	DCR|3DMG|1VULN|1CDMG|1ZMB	13LHND|238DMG|3BPWR|4RCVC|5ERES|6ZMB|7RCR|9VULN|aCDMG
189	35143 63332	   	163.03	DCR|3DMG|1VULN|1CDMG|1ZMB	13LWND|238DMG|3BPWR|4RCVC|5ZMB|6ERES|7RCR|9VULN|aCDMG
190	35145 13332	   	163.03	DCR|3DMG|1VULN|1CDMG|1ZMB	13LWND|238DMG|3BPWR|4RCVC|5ERES|6ZMB|7RCR|9VULN|aCDMG
191	51116 33433	   	162.95	DCR|2VULN|2DMG|1AART|1CDMG|2DUR|1MSE	19DUR|28VULN|39BEXP|4CDMG|5MSE|69DMG|7RCR|9BPWR|aAART
192	35333 42361	   	162.91	DCR|2VULN|2DMG|1AART	19LWND|29DMG|3ERES|4FEWX|5RMIN|6RCR|79VULN|8RPLT|9BPWR|aAART
193	15423 32311	   	162.81	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD|1DUR	1BEXP|28DMG|3ZMB|4AART|5RCR|6DUR|7DUST|9ASPD|aCDMG
194	21113 31211	   	162.79	DCR|2VULN|1AART|1DMG|2CDMG	1LHND|27VULN|3BEXP|45CDMG|6AART|8RCR|9RMIN|aDMG
195	21113 31241	   	162.79	DCR|2VULN|1AART|1DMG|2CDMG	1LHND|27VULN|3BEXP|45CDMG|6AART|8RCR|9LIT|aDMG
196	31113 31211	   	162.79	DCR|2VULN|1AART|1DMG|2CDMG	1LWND|27VULN|3BEXP|45CDMG|6AART|8RCR|9RMIN|aDMG
197	31113 31241	   	162.79	DCR|2VULN|1AART|1DMG|2CDMG	1LWND|27VULN|3BEXP|45CDMG|6AART|8RCR|9LIT|aDMG
198	51311 33433	   	162.75	DCR|2VULN|2DMG|1AART|1CDMG|2DUR|1MSE	19DUR|28VULN|39DUST|4CDMG|5MSE|69DMG|7RCR|9BPWR|aAART
199	25436 23332	   	162.73	DCR|3DMG|1VULN|1CDMG|1ZMB	1LHND|268DMG|3ZMB|4CGEN|5RCVC|7RCR|9VULN|aCDMG
200	15323 35231	   	162.73	ACR|2AART|2VULN|1DMG|1DUR	1BEXP|2DMG|3ERES|48AART|5RCR|6DUR|79VULN|aMLV
201	15323 35233	   	162.73	ACR|2AART|2VULN|1DMG|1DUR	1BEXP|2DMG|3ERES|48AART|5RCR|6DUR|79VULN|aLHND
202	15323 35235	   	162.73	ACR|2AART|2VULN|1DMG|1DUR	1BEXP|2DMG|3ERES|48AART|5RCR|6DUR|79VULN|aLIT
203	15323 35236	   	162.73	ACR|2AART|2VULN|1DMG|1DUR	1BEXP|2DMG|3ERES|48AART|5RCR|6DUR|79VULN|aRMIN
204	15323 35521	   	162.73	ACR|2AART|2VULN|1DMG|1DUR	1BEXP|2DMG|3ERES|49AART|5RCR|6DUR|78VULN|aMLV
205	15323 35523	   	162.73	ACR|2AART|2VULN|1DMG|1DUR	1BEXP|2DMG|3ERES|49AART|5RCR|6DUR|78VULN|aLHND
206	21113 31231	   	162.69	DCR|2VULN|1AART|1DMG|2CDMG	1LHND|27VULN|3BEXP|45CDMG|6AART|8RCR|9ERES|aDMG
207	21113 31261	   	162.69	DCR|2VULN|1AART|1DMG|2CDMG	1LHND|27VULN|3BEXP|45CDMG|6AART|8RCR|9TLV|aDMG
208	21313 31211	   	162.69	DCR|2VULN|1AART|1DMG|2CDMG	1LHND|27VULN|3DUST|45CDMG|6AART|8RCR|9RMIN|aDMG
209	21313 31241	   	162.69	DCR|2VULN|1AART|1DMG|2CDMG	1LHND|27VULN|3DUST|45CDMG|6AART|8RCR|9LIT|aDMG
210	31113 31231	   	162.69	DCR|2VULN|1AART|1DMG|2CDMG	1LWND|27VULN|3BEXP|45CDMG|6AART|8RCR|9ERES|aDMG
211	31313 31211	   	162.69	DCR|2VULN|1AART|1DMG|2CDMG	1LWND|27VULN|3DUST|45CDMG|6AART|8RCR|9RMIN|aDMG
212	31313 31241	   	162.69	DCR|2VULN|1AART|1DMG|2CDMG	1LWND|27VULN|3DUST|45CDMG|6AART|8RCR|9LIT|aDMG
213	15323 35232	   	162.63	ACR|2AART|2VULN|1DMG|1DUR	1BEXP|2DMG|3ERES|48AART|5RCR|6DUR|79VULN|aDUST
214	15323 35522	   	162.63	ACR|2AART|2VULN|1DMG|1DUR	1BEXP|2DMG|3ERES|49AART|5RCR|6DUR|78VULN|aDUST
215	11621 33323	   	162.61	DCR|3VULN|1AART|1CDMG|1ASPD	1BEXP|28aVULN|3DMSP|4AART|5CGEN|6CDMG|7RCR|9ASPD
216	21313 31261	   	162.59	DCR|2VULN|1AART|1DMG|2CDMG	1LHND|27VULN|3DUST|45CDMG|6AART|8RCR|9TLV|aDMG
217	51112 14622	   	162.52	ACR|3VULN|1AART|1CDMG|2DUR	18DUR|278VULN|3BEXP|4CDMG|5RCR|68MGNSTR|8BPWR|9LHND|aAART
218	35113 42341	   	162.52	DCR|3DMG|1AART|1VULN|1DUR	135LWND|23aDMG|3BPWR|4RMIN|6VULN|7AART|8DUR|9RCR
219	15336 61131	 * 	162.51	ACR|2DMG|1AART|1VULN|2CDMG	1BEXP|2aDMG|3ERES|4CGEN|5RCR|68CDMG|7AART|9VULN
220	11625 33326	   	162.51	DCR|3VULN|1AART|1CDMG|1ASPD	1BEXP|28aVULN|3DMSP|4AART|5ERES|6CDMG|7RCR|9ASPD
221	25133 22225	   	162.48	DCR|3DMG|1AART|1VULN	135LHND|23aDMG|3BPWR|4TLV|6AART|7RCR|8VULN|9RCVC
222	12421 32243	   	162.46	DCR|2AART|2VULN|1CDMG|1ZMB	1BEXP|25CGEN|3ZMB|46AART|7RCR|8aVULN|9CDMG
223	51312 14612	   	162.42	ACR|3VULN|1AART|1CDMG|2DUR	18DUR|278VULN|3DUST|4CDMG|5RCR|68MGNSTR|8BPWR|9BEXP|aAART
224	51312 14622	   	162.42	ACR|3VULN|1AART|1CDMG|2DUR	18DUR|278VULN|3DUST|4CDMG|5RCR|68MGNSTR|8BPWR|9LHND|aAART
225	15423 21631	   	162.39	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1BEXP|2DMG|3ZMB|4AART|5RCR|6ASPD|7LIT|89VULN|aRPLT
226	15423 21633	   	162.39	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1BEXP|2DMG|3ZMB|4AART|5RCR|6ASPD|7LIT|89VULN|aLHND
227	15423 23412	   	162.39	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	17BEXP|29DMG|3ZMB|4AART|5RCR|6ASPD|8VULN|aLIT
228	25423 31531	   	162.39	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1LHND|2DMG|3ZMB|4AART|5RCR|6DUR|7DMSP|89VULN|aMLV
229	25423 31533	   	162.39	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1aLHND|2DMG|3ZMB|4AART|5RCR|6DUR|7DMSP|89VULN
230	25423 35331	   	162.39	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1LHND|2DMG|3ZMB|4AART|5RCR|6DUR|79VULN|8BELT|aRMIN
231	25423 35332	   	162.39	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1aLHND|2DMG|3ZMB|4AART|5RCR|6DUR|79VULN|8BELT
232	15423 23513	   	162.39	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	17BEXP|29DMG|3ZMB|4AART|5RCR|6ASPD|8LHND|aVULN
233	15423 21632	   	162.29	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1BEXP|2DMG|3ZMB|4AART|5RCR|6ASPD|7LIT|89VULN|aLEGI
234	15423 23413	   	162.29	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	17BEXP|29DMG|3ZMB|4AART|5RCR|6ASPD|8VULN|aTLV
235	25423 31532	   	162.29	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1LHND|2DMG|3ZMB|4AART|5RCR|6DUR|7DMSP|89VULN|aDUST
236	25423 35333	   	162.29	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1LHND|2DMG|3ZMB|4AART|5RCR|6DUR|79VULN|8BELT|aTLV
237	15423 22413	   	162.19	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1BEXP|29DMG|3ZMB|4AART|5RCR|6ASPD|78DUST|aVULN
238	25423 22413	   	162.19	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1LHND|29DMG|3ZMB|4AART|5RCR|6ASPD|78DUST|aVULN
239	13123 46621	   	162.03	ACR|3VULN|2AART|1ASPD	1BEXP|2RCVC|3MBVNT|49AART|5RCR|678VULN|aASPD
240	13123 46628	   	162.03	ACR|3VULN|2AART|1DUR	1BEXP|2RCVC|3MBVNT|49AART|5RCR|678VULN|aDUR
241	23123 46621	   	162.03	ACR|3VULN|2AART|1ASPD	1LHND|2RCVC|3MBVNT|49AART|5RCR|678VULN|aASPD
242	23123 46628	   	162.03	ACR|3VULN|2AART|1DUR	1LHND|2RCVC|3MBVNT|49AART|5RCR|678VULN|aDUR
243	25423 34311	   	162.01	ACR|2AART|2DMG|1ZMB|1ASPD|1DUR	1LHND|29DMG|3ZMB|48AART|5RCR|6DUR|7ASPD|aRCVC
244	15142 52132	   	161.98	DCR|2DMG|1AART|1VULN|1CDMG	13BEXP|23DMG|3BPWR|4RCVC|5RMIN|6RCR|7VULN|8TLV|9CDMG|aAART
245	13314 31263	   	161.94	DCR|3VULN|1AART|1DMG|1SELL	1BEXP|2RCVC|3LWND|4SELL|579VULN|6AART|8RCR|aDMG
246	33514 31263	   	161.94	DCR|3VULN|1AART|1DMG|1SELL	1LWND|2RCVC|3BEXP|4SELL|579VULN|6AART|8RCR|aDMG
247	13123 36617	   	161.93	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1BEXP|2RCVC|3MBVNT|4AART|5RCR|6DUR|78VULN|9ASPD|aDMG
248	13123 46477	   	161.93	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1BEXP|2RCVC|3MBVNT|4AART|5RCR|67VULN|8DMG|9DUR|aASPD
249	23123 36617	   	161.93	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1LHND|2RCVC|3MBVNT|4AART|5RCR|6DUR|78VULN|9ASPD|aDMG
250	15423 32353	 * 	161.83	ACR|3DMG|1AART|2ZMB|1DUR	19BEXP|289DMG|3aZMB|4AART|5RCR|6DUR|79DUST|9BPWR
251	13123 46441	   	161.70	ACR|2VULN|1AART|1DMG|1CDMG	1BEXP|2RCVC|3MBVNT|4AART|5RCR|67VULN|8DMG|9LWND|aCDMG
252	13123 46451	   	161.70	ACR|2VULN|1AART|1DMG|1CDMG	1BEXP|2RCVC|3MBVNT|4AART|5RCR|67VULN|8DMG|9LHND|aCDMG
253	23123 17438	   	161.70	ACR|2VULN|1AART|1DMG|1CDMG	1LHND|2RCVC|3MBVNT|4AART|5RCR|6MLV|79VULN|8DMG|aCDMG
254	15234 13225	 * 	161.69	ACR|3DMG|1AART|1FLTHEA|1ZMB	14BEXP|248DMG|3BELT|4BPWR|5RCR|6LEGI|7ZMB|9AART|aFLTHEA
255	13123 46428	   	161.60	ACR|2VULN|1AART|1DMG|1CDMG	1BEXP|2RCVC|3MBVNT|4AART|5RCR|67VULN|8DMG|9TLV|aCDMG
256	23123 42438	   	161.60	ACR|2VULN|1AART|1DMG|1CDMG	1LHND|2RCVC|3MBVNT|4AART|5RCR|69VULN|7TLV|8DMG|aCDMG
257	23123 44438	   	161.60	ACR|2VULN|1AART|1DMG|1CDMG	1LHND|2RCVC|3MBVNT|4AART|5RCR|69VULN|7ERES|8DMG|aCDMG
258	23123 87438	   	161.60	ACR|2VULN|1AART|1DMG|1CDMG	1LHND|2RCVC|3MBVNT|4AART|5RCR|6ERES|79VULN|8DMG|aCDMG
259	13521 32225	   	161.58	DCR|2AART|2VULN|1DMG	13BEXP|2RCVC|46AART|58VULN|7RCR|9FEWX|aDMG
260	13521 32231	   	161.58	DCR|2AART|2VULN|1DMG	13BEXP|2RCVC|46AART|58VULN|7RCR|9CGEN|aDMG
261	13521 32245	   	161.58	DCR|2AART|2VULN|1DMG	13BEXP|2RCVC|46AART|58VULN|7RCR|9LWND|aDMG
262	13521 32265	   	161.58	DCR|2AART|2VULN|1DMG	13BEXP|2RCVC|46AART|58VULN|7RCR|9LHND|aDMG
263	13123 48626	   	161.57	ACR|2AART|2VULN|1DMG	1BEXP|27RCVC|3MBVNT|49AART|5RCR|68VULN|aDMG
264	25423 35221	   	161.54	ACR|2AART|1VULN|1DMG|2DUR|1ZMB	1LHND|2DMG|3ZMB|49AART|5RCR|68DUR|7VULN|aMLV
265	25423 35223	   	161.54	ACR|2AART|1VULN|1DMG|2DUR|1ZMB	1aLHND|2DMG|3ZMB|49AART|5RCR|68DUR|7VULN
266	25423 35222	   	161.44	ACR|2AART|1VULN|1DMG|2DUR|1ZMB	1LHND|2DMG|3ZMB|49AART|5RCR|68DUR|7VULN|aDUST
267	51112 31451	   	161.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|28VULN|3BEXP|4CDMG|5RCR|6DMG|7LWND|9FEWX|aAART
268	51312 31451	   	161.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|28VULN|3DUST|4CDMG|5RCR|6DMG|7LWND|9FEWX|aAART
269	51125 13631	   	161.30	DCR|3VULN|1AART|1CDMG|2DUR	18DUR|268VULN|3BEXP|4LWND|58ERES|7AART|8BPWR|9RCR|aCDMG
270	51325 13631	   	161.20	DCR|3VULN|1AART|1CDMG|2DUR	18DUR|268VULN|3DUST|4LWND|58ERES|7AART|8BPWR|9RCR|aCDMG
271	51112 32413	   	161.16	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB|1DUR	1DUR|2VULN|3BEXP|49CDMG|5RCR|6DMG|7ZMB|8RMIN|aAART
272	51113 34263	   	161.11	DCR|2VULN|2AART|2CDMG|1DUR	1DUR|29VULN|37BEXP|45CDMG|6aAART|8RCR
273	31112 14226	   	161.09	ACR|3VULN|1AART|1CDMG|1ZMB	1LWND|279VULN|3BEXP|4CDMG|5RCR|6MGNSTR|8ZMB|aAART
274	51312 32413	   	161.06	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB|1DUR	1DUR|2VULN|3DUST|49CDMG|5RCR|6DMG|7ZMB|8RMIN|aAART
275	52421 32216	   	161.05	DCR|2AART|2VULN|2DUR|1ZMB	19DUR|25CGEN|3ZMB|46AART|7RCR|8aVULN
276	25431 43321	   	161.03	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1LHND|2DMG|3ZMB|49CGEN|5VULN|6RCR|7AART|8DUR|aCDMG
277	35431 43321	   	161.03	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1LWND|2DMG|3ZMB|49CGEN|5VULN|6RCR|7AART|8DUR|aCDMG
278	31312 14226	   	160.99	ACR|3VULN|1AART|1CDMG|1ZMB	1LWND|279VULN|3DUST|4CDMG|5RCR|6MGNSTR|8ZMB|aAART
279	25112 22235	   	160.98	DCR|3DMG|1AART|1VULN	139LHND|23aDMG|3BPWR|45RMIN|6AART|7RCR|8VULN
280	15145 22223	   	160.95	DCR|2DMG|2AART|1VULN	13BEXP|23DMG|3BPWR|4aRCVC|5ERES|69AART|7RCR|8VULN
281	25431 43312	   	160.93	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1LHND|2DMG|3ZMB|4CGEN|5VULN|6RCR|7AART|8DUR|9LEGI|aCDMG
282	35431 43312	   	160.93	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1LWND|2DMG|3ZMB|4CGEN|5VULN|6RCR|7AART|8DUR|9LEGI|aCDMG
283	31666 33211	 * 	160.85	DCR|2AART|1VULN|1DMG|2CDMG	18LWND|2VULN|36AART|48TLV|58CDMG|7RCR|8BPWR|9FEWX|aDMG
284	55325 32331	   	160.85	DCR|2AART|2DMG|2DUR|1ZMB	18DUR|2aDMG|35ERES|46AART|7RCR|9ZMB
285	21112 31415	 * 	160.81	ACR|2VULN|1AART|1DMG|2CDMG	1LHND|28VULN|3BEXP|49CDMG|5RCR|6DMG|7LWND|aAART
286	31112 31415	   	160.81	ACR|2VULN|1AART|1DMG|2CDMG	1LWND|28VULN|3BEXP|49CDMG|5RCR|6DMG|7LHND|aAART
287	25521 43312	   	160.80	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1LHND|2DMG|3ASPD|4CGEN|5aVULN|6RCR|7AART|8DUR|9LEGI
288	35521 43312	   	160.80	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1LWND|2DMG|3ASPD|4CGEN|5aVULN|6RCR|7AART|8DUR|9LEGI
289	25423 34312	   	160.71	ACR|2AART|2DMG|1ZMB|1ASPD|1DUR	1LHND|29DMG|3ZMB|48AART|5RCR|6DUR|7ASPD|aLIT
290	21312 31415	   	160.71	ACR|2VULN|1AART|1DMG|2CDMG	1LHND|28VULN|3DUST|49CDMG|5RCR|6DMG|7LWND|aAART
291	31312 31415	   	160.71	ACR|2VULN|1AART|1DMG|2CDMG	1LWND|28VULN|3DUST|49CDMG|5RCR|6DMG|7LHND|aAART
292	11613 13363	   	160.64	DCR|3VULN|1AART|1DMG|1SELL	1BEXP|29aVULN|3DMSP|4SELL|5CGEN|6AART|7RCR|8DMG
293	25423 32216	   	160.61	ACR|2AART|2DMG|1ZMB|1ASPD|1DUR	1LHND|2aDMG|3ZMB|48AART|5RCR|6DUR|7DUST|9ASPD
294	55131 33313	   	160.56	DCR|3DMG|1AART|2DUR|1ZMB	13DUR|238DMG|3BPWR|4TLV|5RPLT|6AART|7ZMB|9RCR|aRCVC
295	25423 51223	   	160.52	ACR|3AART|1VULN|1DMG|1ZMB|1DUR	18LHND|2DMG|3ZMB|479AART|5RCR|6VULN|aDUR
296	25423 51331	   	160.52	ACR|3AART|1VULN|1DMG|1ZMB|1DUR	1LHND|2DMG|3ZMB|478AART|5RCR|6VULN|9BEXP|aDUR
297	31666 13311	   	160.48	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|28VULN|3AART|46TLV|5CDMG|7RCR|9FEWX|aDMG
298	25424 31333	   	160.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LHND|2DMG|3ZMB|4AART|5DLOT|6MLV|7RCR|8CDMG|9DUR|aVULN
299	51113 33111	 * 	160.32	DCR|3CDMG|1AART|1VULN|1DMG|1ASPD|1DUR	1DUR|2VULN|3BEXP|458CDMG|6AART|7DMG|9ASPD|aRCR
300	13123 46476	   	160.28	ACR|2VULN|1AART|1DMG|2DUR	1BEXP|2RCVC|3MBVNT|4AART|5RCR|67VULN|8DMG|9aDUR
301	15142 22512	   	160.27	DCR|3DMG|1AART|3DUR	13aBEXP|23aDMG|3aBPWR|4RCVC|5RMIN|6AART|7RCR|89aDUR
302	25142 22312	   	160.27	DCR|3DMG|1AART|3DUR	13aLHND|23aDMG|3aBPWR|4RCVC|5RMIN|6AART|7RCR|89aDUR
303	35142 22312	   	160.27	DCR|3DMG|1AART|3DUR	13aLWND|23aDMG|3aBPWR|4RCVC|5RMIN|6AART|7RCR|89aDUR
304	51313 33111	   	160.22	DCR|3CDMG|1AART|1VULN|1DMG|1ASPD|1DUR	1DUR|2VULN|3DUST|458CDMG|6AART|7DMG|9ASPD|aRCR
305	35422 32433	 * 	160.14	DCR|2AART|1VULN|1DMG|1FLTHEA|1ZMB	15LWND|2DMG|3ZMB|46AART|7RMIN|8FLTHEA|9RCR|aVULN
306	25423 32242	 * 	160.10	ACR|2AART|1DMG|2CDMG|2ZMB|1DUR	1aLHND|2DMG|3aZMB|48AART|5RCR|6DUR|7DUST|9aCDMG|aBPWR
307	11621 33311	   	160.08	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|28VULN|3DMSP|4AART|5CGEN|6CDMG|7RCR|9FEWX|aDMG
308	11621 33611	   	160.08	DCR|2DMG|1AART|1VULN|1CDMG	1BEXP|2VULN|3DMSP|4AART|5CGEN|6CDMG|7RCR|8aDMG|9RMIN
309	11621 33661	   	160.08	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|29VULN|3DMSP|4AART|5CGEN|6CDMG|7RCR|8DMG|aFEWX
310	11621 33662	   	160.08	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|29VULN|3DMSP|4AART|5aCGEN|6CDMG|7RCR|8DMG
311	15323 41522	   	160.06	ACR|3AART|2VULN|1DMG	1BEXP|2DMG|3ERES|479AART|5RCR|6LHND|8aVULN
312	25112 13332	   	160.03	DCR|3DMG|1VULN|1CDMG|1ZMB	13LHND|238DMG|3BPWR|45RMIN|6ZMB|7RCR|9VULN|aCDMG
313	25122 33332	   	160.03	DCR|3DMG|1VULN|1CDMG|1ZMB	136LHND|238DMG|3BPWR|4ZMB|5RMIN|7RCR|9VULN|aCDMG
314	25123 43332	   	160.03	DCR|3DMG|1VULN|1CDMG|1ZMB	135LHND|238DMG|3BPWR|4ZMB|6CGEN|7RCR|9VULN|aCDMG
315	25123 53332	   	160.03	DCR|3DMG|1VULN|1CDMG|1ZMB	135LHND|238DMG|3BPWR|4ZMB|6RMIN|7RCR|9VULN|aCDMG
316	25125 33332	   	160.03	DCR|3DMG|1VULN|1CDMG|1ZMB	136LHND|238DMG|3BPWR|4ZMB|5MLV|7RCR|9VULN|aCDMG
317	35112 13332	   	160.03	DCR|3DMG|1VULN|1CDMG|1ZMB	13LWND|238DMG|3BPWR|45RMIN|6ZMB|7RCR|9VULN|aCDMG
318	13123 36648	 * 	160.02	ACR|2AART|2VULN|1CDMG|1DUR	1BEXP|2RCVC|3MBVNT|49AART|5RCR|6DUR|78VULN|aCDMG
319	23123 36628	   	160.02	ACR|2AART|2VULN|1CDMG|1DUR	1LHND|2RCVC|3MBVNT|49AART|5RCR|6DUR|78VULN|aCDMG
320	23123 41618	   	160.02	ACR|2AART|2VULN|1CDMG|1DUR	1LHND|2RCVC|3MBVNT|47AART|5RCR|68VULN|9DUR|aCDMG
321	23123 41654	   	160.02	ACR|2AART|2VULN|1CDMG|1DUR	1LHND|2RCVC|3MBVNT|47AART|5RCR|68VULN|9CDMG|aDUR
322	23123 46318	   	160.02	ACR|2AART|2VULN|1CDMG|1DUR	1LHND|2RCVC|3MBVNT|48AART|5RCR|67VULN|9DUR|aCDMG
323	23123 46354	   	160.02	ACR|2AART|2VULN|1CDMG|1DUR	1LHND|2RCVC|3MBVNT|48AART|5RCR|67VULN|9CDMG|aDUR
324	11621 33341	   	159.98	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|28VULN|3DMSP|4AART|5CGEN|6CDMG|7RCR|9MBVNT|aDMG
325	11621 33631	   	159.98	DCR|2DMG|1AART|1VULN|1CDMG	1BEXP|2VULN|3DMSP|4AART|5CGEN|6CDMG|7RCR|8aDMG|9ERES
326	11625 33311	   	159.98	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|28VULN|3DMSP|4AART|5ERES|6CDMG|7RCR|9FEWX|aDMG
