0	Index      	 *	Score 	Summary	Detail	
1	31412 42123	 * 	193.02	ACR|4VULN|1AART|1CDMG|2DUR|1ZMB	156aVULN|2aDUR|3RCR|4CDMG|7ZMB|8aLIT|9AART|aBPWR
160	62223 55233	   	166.90	DCR|3VULN|3ZMB|1AART	1LIT|257ZMB|3DMSP|45aVULN|5BPWR|6AART|8RCR|9BEXP
161	33341 25342	 * 	166.86	DCR|2DMG|2VULN|2AART	18VULN|2DMSP|3DUST|48ERES|58DMG|69AART|7LEGI|8BPWR|aRCR
162	31443 23313	   	166.77	ACR|3VULN|1AART|2DUR|1ZMB	178VULN|29DUR|3RCR|4DUST|5CGEN|6AART|aZMB
163	36463 23313	   	166.77	ACR|3VULN|1AART|2DUR|1ZMB	178VULN|2DUST|3RCR|49DUR|5CGEN|6AART|aZMB
164	36415 31132	   	166.73	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1aVULN|2DUST|3RCR|4CDMG|5ASPD|6RCVC|7DMG|8LWND|9AART
165	36412 31133	   	166.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	15VULN|2DUST|3RCR|4CDMG|6ERES|7DMG|8LWND|9AART|aASPD
166	36412 31135	   	166.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	15VULN|2DUST|3RCR|4CDMG|6ERES|7DMG|8LWND|9AART|aDUR
167	36452 23311	   	166.63	ACR|2VULN|2AART|1CDMG|1FLTHEA	17VULN|2DUST|3RCR|4FEWX|5MLV|6aAART|8FLTHEA|9CDMG
168	36412 42322	   	166.50	ACR|3VULN|1DMG|2ZMB|1CDMG	156VULN|2DUST|3RCR|4CDMG|7aZMB|8DMG|9LWND
169	36412 42122	   	166.39	ACR|3VULN|1AART|1CDMG|1ZMB	156VULN|2DUST|3RCR|4CDMG|7ZMB|8LIT|9AART|aMLV
170	31412 41163	 * 	166.37	ACR|4VULN|1CDMG|1FLTHEA|1DUR	1567VULN|2DUR|3RCR|4CDMG|8BELT|9MLV|aFLTHEA
171	21413 13113	   	166.14	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1LWND|27DUR|3RCR|4CDMG|5LIT|6VULN|8AART|9DMG|aZMB
172	53413 13113	   	166.14	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	17DUR|2LWND|3RCR|4CDMG|5LIT|6VULN|8AART|9DMG|aZMB
173	31412 31131	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	15VULN|2DUR|3RCR|4CDMG|6ERES|7DMG|8LWND|9LHND|aAART
174	31412 31211	   	166.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	15VULN|2DUR|3RCR|4CDMG|6ERES|7DMG|8LHND|9LWND|aAART
175	11411 31342	   	166.01	ACR|2VULN|2DMG|1CDMG|2DUR	15FEWX|2aDUR|3RCR|4CDMG|6ERES|7aDMG|8CGEN|9aVULN|aBPWR
176	11411 51342	   	166.01	ACR|2VULN|2DMG|1CDMG|2DUR	15FEWX|2aDUR|3RCR|4CDMG|6TLV|7aDMG|8CGEN|9aVULN|aBPWR
177	31412 31152	   	166.01	ACR|2VULN|2DMG|1CDMG|2DUR	15VULN|2aDUR|3RCR|4CDMG|6ERES|7aDMG|8LWND|9aCGEN|aBPWR
178	31412 31252	   	166.01	ACR|2VULN|2DMG|1CDMG|2DUR	15VULN|2aDUR|3RCR|4CDMG|6ERES|7aDMG|8LHND|9aCGEN|aBPWR
179	31412 31312	   	166.01	ACR|2VULN|2DMG|1CDMG|2DUR	15VULN|2aDUR|3RCR|4CDMG|6ERES|7aDMG|8CGEN|9aFEWX|aBPWR
180	31412 31362	   	166.01	ACR|2VULN|2DMG|1CDMG|2DUR	15VULN|2aDUR|3RCR|4CDMG|6ERES|7aDMG|8CGEN|9aBEXP|aBPWR
181	11432 23155	   	165.99	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1FEWX|2DUR|3RCR|4LHND|5MLV|6AART|7VULN|89DMG|aZMB
182	11432 23165	   	165.99	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1FEWX|2DUR|3RCR|4LHND|5MLV|6AART|79VULN|8DMG|aZMB
183	11433 23155	   	165.99	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1FEWX|2DUR|3RCR|4LHND|5CGEN|6AART|7VULN|89DMG|aZMB
184	31433 23155	   	165.99	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1VULN|2DUR|3RCR|4LHND|5CGEN|6AART|7BEXP|89DMG|aZMB
185	33321 22322	   	165.91	DCR|3VULN|1AART|1DMG|2DUR	189VULN|2DMSP|38DUST|4CGEN|5DMG|6AART|78DUR|8BPWR|aRCR
186	31412 23162	   	165.91	ACR|2VULN|2DMG|1CDMG|2DUR	15VULN|27DUR|3RCR|4CDMG|6LHND|8LWND|9aDMG
187	33341 22322	   	165.81	DCR|3VULN|1AART|1DMG|2DUR	189VULN|2DMSP|38DUST|4ERES|5DMG|6AART|78DUR|8BPWR|aRCR
188	31614 11111	   	165.81	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1aVULN|2DUR|3BASHEA|4CGEN|5AART|6DMG|7ASPD|8ZMB|9RCR
189	31624 11111	   	165.71	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1aVULN|2DUR|3BASHEA|4TLV|5AART|6DMG|7ASPD|8ZMB|9RCR
190	31311 25252	   	165.69	DCR|2VULN|2DMG|1CDMG|2DUR	1aVULN|29DUR|3LHND|4CDMG|59FEWX|6RCR|7LIT|89DMG|9BPWR
191	31412 46323	   	165.62	ACR|3VULN|1DMG|1CDMG|1DUR|1ASPD	156VULN|2DUR|3RCR|4CDMG|7RPLT|8MGNLIT|9ASPD|aDMG
192	31412 41116	   	165.55	ACR|5VULN|1CDMG|1DUR	1567aVULN|2DUR|3RCR|4CDMG|8BELT|9LWND
193	31412 41141	   	165.55	ACR|5VULN|1CDMG|1DUR	15679VULN|2DUR|3RCR|4CDMG|8BELT|aLWND
194	31412 41611	   	165.55	ACR|5VULN|1CDMG|1DUR	1567aVULN|2DUR|3RCR|4CDMG|8RPLT|9LWND
195	31412 41621	   	165.55	ACR|5VULN|1CDMG|1DUR	1567aVULN|2DUR|3RCR|4CDMG|8RPLT|9BEXP
196	36412 42231	   	165.54	ACR|3VULN|1AART|1CDMG|1ZMB|1SELL	156VULN|2DUST|3RCR|4CDMG|7ZMB|8RMIN|9SELL|aAART
197	31415 34123	   	165.52	ACR|2VULN|1AART|2CDMG|2DUR|1ASPD	1aVULN|2aDUR|3RCR|47CDMG|5ASPD|6RCVC|8aLIT|9AART|aBPWR
198	31315 25252	   	165.49	DCR|2VULN|2DMG|1CDMG|2DUR	1aVULN|29DUR|3LHND|4CDMG|59DUST|6RCR|7LIT|89DMG|9BPWR
199	31412 41631	   	165.45	ACR|5VULN|1CDMG|1DUR	1567aVULN|2DUR|3RCR|4CDMG|8RPLT|9LEGI
200	52361 42211	   	165.41	DCR|2AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1DUR|2CDMG|3BELT|47AART|5VULN|6DMG|8RCR|9MLV|aASPD
201	52361 42223	   	165.41	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1DUR|2CDMG|3BELT|47AART|5VULN|6DMG|8RCR|9BEXP|aASPD
202	52361 42233	   	165.41	DCR|2AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1DUR|2CDMG|3BELT|47AART|5VULN|6DMG|8RCR|9LWND|aASPD
203	31315 23662	   	165.39	DCR|2VULN|2DMG|1CDMG|2DUR	18VULN|27DUR|3LHND|4CDMG|5DUST|6RCR|9aDMG
204	46214 11311	   	165.35	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|2FEWX|3LEGI|4AIRHEA|5AART|67DMG|8aVULN|9RCR
205	21413 15124	   	165.31	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1LWND|2DUR|3RCR|4CDMG|5LIT|67VULN|8AART|9ZMB|aASPD
206	31412 41235	   	165.31	ACR|5VULN|1CDMG|1DUR|1SELL	1567aVULN|2DUR|3RCR|4CDMG|8FEWX|9SELL
207	44214 11311	   	165.25	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|2DUST|3LEGI|4AIRHEA|5AART|67DMG|8aVULN|9RCR
208	31412 41335	   	165.21	ACR|5VULN|1CDMG|1DUR|1SELL	1567aVULN|2DUR|3RCR|4CDMG|8DUST|9SELL
209	34314 12313	   	165.20	DCR|3VULN|2DMG|2DUR	14aVULN|2RMIN|34DUST|4aBPWR|5aDUR|6LHND|7RCR|8LIT|9aDMG
210	31412 34411	 * 	165.08	ACR|4VULN|3CDMG|1DUR	1589VULN|2DUR|3RCR|478CDMG|68ERES|8BPWR|aMLV
211	31411 21434	   	165.07	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR|1SELL	19VULN|2DUR|3RCR|4CDMG|5FEWX|6SELL|7ASPD|8AART|aZMB
212	31412 34412	   	164.98	ACR|4VULN|3CDMG|1DUR	1589VULN|2DUR|3RCR|478CDMG|68ERES|8BPWR|aDUST
213	31412 34413	   	164.98	ACR|4VULN|3CDMG|1DUR	1589VULN|2DUR|3RCR|478CDMG|68aERES|8BPWR
214	31432 23344	   	164.97	ACR|2VULN|1AART|2ASPD|2DUR|1ZMB	18VULN|28DUR|3RCR|4LHND|5MLV|6AART|78ASPD|8BPWR|9RCVC|aZMB
215	31432 23355	   	164.97	ACR|2VULN|1AART|2ASPD|2DUR|1ZMB	18VULN|28DUR|3RCR|4LHND|5MLV|6AART|78ASPD|8BPWR|9LWND|aZMB
216	31432 23364	   	164.97	ACR|2VULN|1AART|2ASPD|2DUR|1ZMB	18VULN|28DUR|3RCR|4LHND|5MLV|6AART|78ASPD|8BPWR|9DMSP|aZMB
217	31412 31341	   	164.90	ACR|3VULN|1DMG|2CDMG|1DUR	159VULN|2DUR|3RCR|4aCDMG|6ERES|7DMG|8CGEN
218	31412 31431	   	164.90	ACR|3VULN|1DMG|2CDMG|1DUR	15aVULN|2DUR|3RCR|49CDMG|6ERES|7DMG|8RCVC
219	31412 31614	   	164.85	ACR|3VULN|1DMG|2CDMG|1DUR|1SELL	15aVULN|2DUR|3RCR|4aCDMG|6ERES|7DMG|8SELL|9aLWND|aBPWR
220	31412 31624	   	164.85	ACR|3VULN|1DMG|2CDMG|1DUR|1SELL	15aVULN|2DUR|3RCR|4aCDMG|6ERES|7DMG|8SELL|9aBEXP|aBPWR
221	31412 53513	   	164.71	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	15VULN|2DUR|3RCR|4CDMG|6BEXP|7ASPD|8LIT|9AART|aZMB
222	31431 65113	   	164.54	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1SELL	17VULN|2DUR|3RCR|4LHND|5LIT|6SELL|8AART|9DMG|aZMB
223	36412 31162	   	164.48	ACR|2VULN|2DMG|1CDMG|1ZMB	15VULN|2DUST|3RCR|4CDMG|6ERES|79DMG|8LWND|aZMB
224	36412 31262	   	164.48	ACR|2VULN|2DMG|1CDMG|1ZMB	15VULN|2DUST|3RCR|4CDMG|6ERES|79DMG|8LHND|aZMB
225	52122 52224	   	164.24	DCR|1AART|1VULN|1DMG|2CDMG|2DUR|1ZMB	14DUR|23CDMG|5AART|6VULN|7RPLT|8DMG|9ZMB|aRCR
226	52131 31424	   	164.24	DCR|1AART|1VULN|1DMG|2CDMG|2DUR|1ZMB	16DUR|23CDMG|4DMG|5AART|7RPLT|8VULN|9ZMB|aRCR
227	11462 23322	   	164.12	ACR|3VULN|1AART|1FLTHEA|1DUR	1FEWX|2DUR|3RCR|4TLV|57aVULN|6AART|8FLTHEA|9RPLT
228	11462 23513	   	164.12	ACR|3VULN|1AART|1CDMG|1DUR	1FEWX|2DUR|3RCR|4TLV|57aVULN|6AART|8CDMG|9LWND
229	31442 23322	   	164.12	ACR|3VULN|1AART|1FLTHEA|1DUR	17aVULN|2DUR|3RCR|4DUST|5MLV|6AART|8FLTHEA|9RPLT
230	31443 23332	   	164.12	ACR|3VULN|1AART|1CDMG|1DUR	178VULN|2DUR|3RCR|4DUST|5CGEN|6AART|9CDMG|aRPLT
231	31443 23335	   	164.12	ACR|3VULN|1AART|1CDMG|1DUR	178VULN|2DUR|3RCR|4DUST|5CGEN|6AART|9CDMG|aLHND
232	36462 23322	   	164.12	ACR|3VULN|1AART|1FLTHEA|1DUR	17aVULN|2DUST|3RCR|4DUR|5MLV|6AART|8FLTHEA|9RPLT
233	36463 23332	   	164.12	ACR|3VULN|1AART|1CDMG|1DUR	178VULN|2DUST|3RCR|4DUR|5CGEN|6AART|9CDMG|aRPLT
234	31442 23351	   	164.02	ACR|3VULN|1AART|1FLTHEA|1DUR	17aVULN|2DUR|3RCR|4DUST|5MLV|6AART|8FLTHEA|9TLV
235	31442 23534	   	164.02	ACR|3VULN|1AART|1CDMG|1DUR	17aVULN|2DUR|3RCR|4DUST|5MLV|6AART|8CDMG|9MBVNT
236	31443 23333	   	164.02	ACR|3VULN|1AART|1CDMG|1DUR	178VULN|2DUR|3RCR|4DUST|5CGEN|6AART|9CDMG|aERES
237	31443 23336	   	164.02	ACR|3VULN|1AART|1CDMG|1DUR	178VULN|2DUR|3RCR|4DUST|5CGEN|6AART|9CDMG|aTLV
238	31443 23534	   	164.02	ACR|3VULN|1AART|1CDMG|1DUR	17aVULN|2DUR|3RCR|4DUST|5CGEN|6AART|8CDMG|9MBVNT
239	36463 23333	   	164.02	ACR|3VULN|1AART|1CDMG|1DUR	178VULN|2DUST|3RCR|4DUR|5CGEN|6AART|9CDMG|aERES
240	52361 42212	   	163.77	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	1aDUR|2CDMG|3BELT|47AART|5VULN|6DMG|8RCR|9MLV
241	31412 41123	   	163.73	ACR|4VULN|1CDMG|1ZMB|1DUR	1567VULN|2DUR|3RCR|4CDMG|8BELT|9ZMB|aMGNLIT
242	31412 41124	   	163.73	ACR|4VULN|1CDMG|1ZMB|1DUR	1567VULN|2DUR|3RCR|4CDMG|8BELT|9ZMB|aCGEN
243	31412 41125	   	163.73	ACR|4VULN|1CDMG|1ZMB|1DUR	1567VULN|2DUR|3RCR|4CDMG|8BELT|9ZMB|aLIT
244	31412 41126	   	163.73	ACR|4VULN|1CDMG|1ZMB|1DUR	1567VULN|2DUR|3RCR|4CDMG|8BELT|9ZMB|aFEWX
245	31412 41222	   	163.73	ACR|4VULN|1CDMG|1ZMB|1DUR	1567VULN|2DUR|3RCR|4CDMG|8FEWX|9LWND|aZMB
246	31412 41252	   	163.73	ACR|4VULN|1CDMG|1ZMB|1DUR	1567VULN|2DUR|3RCR|4CDMG|8FEWX|9LHND|aZMB
247	31412 42152	   	163.73	ACR|4VULN|1CDMG|1ZMB|1DUR	156aVULN|2DUR|3RCR|4CDMG|7ZMB|8LIT|9BEXP
248	31412 42513	   	163.73	ACR|4VULN|1CDMG|1ZMB|1DUR	156aVULN|2DUR|3RCR|4CDMG|7ZMB|8BEXP|9FEWX
249	31455 33313	   	163.69	ACR|2VULN|1AART|1DMG|3DUR	18VULN|258DUR|3RCR|4RMIN|68MLV|7AART|8BPWR|9DMSP|aDMG
250	31455 33323	   	163.69	ACR|2VULN|1AART|1DMG|3DUR	18VULN|258DUR|3RCR|4RMIN|68MLV|7AART|8BPWR|9LWND|aDMG
251	21413 15125	   	163.67	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB	1LWND|2aDUR|3RCR|4CDMG|5LIT|67VULN|8AART|9ZMB
252	31412 41121	   	163.63	ACR|4VULN|1CDMG|1ZMB|1DUR	1567VULN|2DUR|3RCR|4CDMG|8BELT|9ZMB|aTLV
253	31412 41122	   	163.63	ACR|4VULN|1CDMG|1ZMB|1DUR	1567VULN|2DUR|3RCR|4CDMG|8BELT|9ZMB|aNUKE
254	31412 41262	   	163.63	ACR|4VULN|1CDMG|1ZMB|1DUR	1567VULN|2DUR|3RCR|4CDMG|8FEWX|9MBVNT|aZMB
255	31412 41322	   	163.63	ACR|4VULN|1CDMG|1ZMB|1DUR	1567VULN|2DUR|3RCR|4CDMG|8DUST|9LWND|aZMB
256	31412 41352	   	163.63	ACR|4VULN|1CDMG|1ZMB|1DUR	1567VULN|2DUR|3RCR|4CDMG|8DUST|9LHND|aZMB
257	31412 42161	   	163.63	ACR|4VULN|1CDMG|1ZMB|1DUR	1569VULN|2DUR|3RCR|4CDMG|7ZMB|8LIT|aERES
258	31412 42163	   	163.63	ACR|4VULN|1CDMG|1ZMB|1DUR	1569VULN|2DUR|3RCR|4CDMG|7ZMB|8LIT|aAIRHEA
259	31412 42533	   	163.63	ACR|4VULN|1CDMG|1ZMB|1DUR	156aVULN|2DUR|3RCR|4CDMG|7ZMB|8BEXP|9LEGI
260	31412 42613	   	163.63	ACR|4VULN|1CDMG|1ZMB|1DUR	156aVULN|2DUR|3RCR|4CDMG|7ZMB|8DUST|9FEWX
261	31412 41362	   	163.53	ACR|4VULN|1CDMG|1ZMB|1DUR	1567VULN|2DUR|3RCR|4CDMG|8DUST|9MBVNT|aZMB
262	31412 42633	   	163.53	ACR|4VULN|1CDMG|1ZMB|1DUR	156aVULN|2DUR|3RCR|4CDMG|7ZMB|8DUST|9LEGI
263	31452 53313	   	163.49	ACR|2VULN|1AART|1DMG|3DUR	18VULN|268DUR|3RCR|4RMIN|58TLV|7AART|8BPWR|9DMSP|aDMG
264	31452 53323	   	163.49	ACR|2VULN|1AART|1DMG|3DUR	18VULN|268DUR|3RCR|4RMIN|58TLV|7AART|8BPWR|9LWND|aDMG
265	31436 13236	   	163.49	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	15VULN|2DUR|3RCR|4LHND|6RMIN|7DMG|8ZMB|9LEGI|aAART
266	31412 42162	   	163.48	ACR|4VULN|1CDMG|1ZMB|1DUR|1SELL	1569VULN|2DUR|3RCR|4CDMG|7ZMB|8LIT|aSELL
267	31412 42235	   	163.48	ACR|4VULN|1CDMG|1ZMB|1DUR|1SELL	156aVULN|2DUR|3RCR|4CDMG|7ZMB|8RMIN|9SELL
268	52211 36116	 * 	163.33	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1DUR|2CDMG|3VULN|4LIT|5RCR|6ERES|7ASPD|8aAART|9DMG
269	33321 26211	 * 	163.31	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1VULN|2DMSP|3DUST|4CGEN|57DMG|6AART|8RCR|9CDMG|aASPD
270	33321 26214	   	163.31	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2DMSP|3DUST|4CGEN|57DMG|6AART|8RCR|9CDMG|aDUR
271	36111 26211	   	163.31	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1VULN|24DUST|34CGEN|4BPWR|57DMG|6AART|8RCR|9CDMG|aASPD
272	36111 26214	   	163.31	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|24DUST|34CGEN|4BPWR|57DMG|6AART|8RCR|9CDMG|aDUR
273	21413 15135	   	163.02	ACR|3VULN|1AART|1CDMG|1DUR	19LWND|2DUR|3RCR|4CDMG|5LIT|67aVULN|8AART
