0	Index      	 *	Score 	Summary	Detail	
1	15262 12335	 * 	206.88	ACR|3DMG|2VULN|1AART|1CDMG|1ZMB|1DUR	136DMG|27VULN|4DUR|5RCR|8AART|9CDMG|aZMB
180	15262 12311	   	182.03	ACR|3DMG|2VULN|1AART|1DUR	136DMG|27VULN|4DUR|5RCR|8AART|9NUKE|aTLV
181	15262 12313	   	182.03	ACR|3DMG|2VULN|1AART|1DUR	136DMG|27VULN|4DUR|5RCR|8AART|9NUKE|aERES
182	12622 33632	   	181.95	ACR|3VULN|2DMG|2CDMG|1ZMB	1aDMG|2LHND|36aVULN|4LWND|5RCR|7LEGI|8ZMB|9aCDMG|aBPWR
183	14213 42716	   	181.92	DCR|3VULN|3DMG|1ZMB	134DMG|2MBVNT|589VULN|6RCR|79LWND|9BPWR|aZMB
184	14213 42746	   	181.82	DCR|3VULN|3DMG|1ZMB	134DMG|2MBVNT|589VULN|6RCR|7LWND|aZMB
185	14213 44574	   	181.77	DCR|3DMG|2VULN|1AART	134DMG|2MBVNT|5aVULN|6RCR|7AART|8BELT|9RCVC
186	14213 41325	   	181.77	DCR|3DMG|2VULN|1AART	134DMG|2MBVNT|5aVULN|6RCR|7RCVC|8AART|9BEXP
187	14213 41366	   	181.77	DCR|3DMG|2VULN|1AART	134DMG|2MBVNT|5aVULN|6RCR|7RCVC|8AART|9CGEN
188	14213 41375	   	181.77	DCR|3DMG|2VULN|1AART	134DMG|2MBVNT|5aVULN|6RCR|7RCVC|8AART|9LWND
189	14213 41386	   	181.77	DCR|3DMG|2VULN|1AART	134DMG|2MBVNT|5aVULN|6RCR|7RCVC|8AART|9MLV
190	15121 12426	   	181.70	DCR|3VULN|2DMG|1AART|2DUR	16DMG|257VULN|38DUR|4LWND|9AART|aRCR
191	15131 12426	   	181.70	DCR|3VULN|2DMG|1AART|2DUR	16DMG|257VULN|38DUR|4LHND|9AART|aRCR
192	14213 41316	   	181.67	DCR|3DMG|2VULN|1AART	134DMG|2MBVNT|5aVULN|6RCR|7RCVC|8AART|9NUKE
193	15243 32123	 * 	181.38	DCR|3VULN|3DMG|2CDMG	138DMG|289VULN|4ERES|5BELT|6LWND|78CDMG|8BPWR|aRCR
194	15235 82144	   	181.37	DCR|3DMG|1AART|1VULN|1CDMG|1DUR	13aDMG|2VULN|4MBVNT|5LWND|6AART|7RCR|8DUR|9CDMG
195	15243 62123	   	181.28	DCR|3VULN|3DMG|2CDMG	138DMG|289VULN|4ERES|5BELT|6DUST|78CDMG|8BPWR|aRCR
196	14244 64218	   	181.19	DCR|3DMG|2VULN|3ZMB|1ASPD	135DMG|2MBVNT|459ZMB|59BPWR|6ASPD|79VULN|89LHND|aRCR
197	14244 64414	   	181.19	DCR|3DMG|2VULN|3ZMB|1ASPD	135DMG|2MBVNT|459ZMB|59BPWR|6ASPD|79VULN|89FEWX|aRCR
198	15262 41213	   	181.13	ACR|3DMG|2VULN|1AART|1DUR	139DMG|29VULN|4DUR|5RCR|6LWND|7LEGI|89LHND|9BPWR|aAART
199	13516 25212	   	181.11	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	19DMG|2RCVC|3RPLT|4AART|57VULN|6ASPD|8CDMG|aRCR
200	14213 44225	 * 	180.97	DCR|3DMG|2AART|1VULN|1ASPD	134DMG|2MBVNT|5VULN|6RCR|7aAART|8LIT|9ASPD
201	26531 12621	   	180.66	DCR|2VULN|2DMG|1AART|1CDMG	1LHND|2CDMG|3AART|48DMG|5LIT|6RCR|7BEXP|9aVULN
202	15223 12625	   	180.61	DCR|3DMG|2VULN|1AART|1DUR	136DMG|27VULN|4FEWX|5DUR|8RCR|9LIT|aAART
203	13531 65312	   	180.51	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	19DMG|2RCVC|3RPLT|4CDMG|5AART|67VULN|8ASPD|aRCR
204	12262 14332	   	180.49	ACR|3DMG|1AART|1VULN|1CDMG|1DUR	136DMG|2LHND|4DUR|5RCR|7RCVC|8AART|9CDMG|aVULN
205	15262 14331	   	180.49	ACR|3DMG|1AART|1VULN|1CDMG|1DUR	136DMG|2VULN|4DUR|5RCR|7RCVC|8AART|9CDMG|aRPLT
206	15262 14333	   	180.49	ACR|3DMG|1AART|1VULN|1CDMG|1DUR	136DMG|2VULN|4DUR|5RCR|7RCVC|8AART|9CDMG|aBEXP
207	26531 36221	   	180.44	DCR|3VULN|1AART|1DMG|2CDMG	17LHND|27CDMG|3AART|4DMG|5LIT|679VULN|7BPWR|8RCR|aLWND
208	26531 33225	   	180.44	DCR|3VULN|1AART|1DMG|2CDMG	17aLHND|2aCDMG|3AART|4DMG|5LIT|69aVULN|8RCR|aBPWR
209	15262 14332	   	180.39	ACR|3DMG|1AART|1VULN|1CDMG|1DUR	136DMG|2VULN|4DUR|5RCR|7RCVC|8AART|9CDMG|aTLV
210	12632 11653	   	180.39	ACR|3VULN|3DMG|1CDMG	167DMG|247LHND|379VULN|5RCR|7BPWR|8RMIN|aCDMG
211	14213 44131	   	180.37	DCR|3DMG|2VULN|1AART	134DMG|2MBVNT|5aVULN|6RCR|7AART|8aFEWX|9aMGNSTR|aBPWR
212	14213 44431	   	180.37	DCR|3DMG|2VULN|1AART	134DMG|2MBVNT|5aVULN|6RCR|7AART|8aLWND|9aMGNSTR|aBPWR
213	26531 36231	   	180.34	DCR|3VULN|1AART|1DMG|2CDMG	17LHND|27CDMG|3AART|4DMG|5LIT|67aVULN|7BPWR|8RCR|9DUST
214	12611 11611	   	180.32	DCR|4VULN|3DMG	167DMG|29LHND|3579VULN|479DUST|79BPWR|8RCR|aLIT
215	12611 11612	   	180.32	DCR|4VULN|3DMG	167DMG|29aLHND|3579VULN|479DUST|79BPWR|8RCR
216	12611 11615	   	180.32	DCR|4VULN|3DMG	167DMG|29LHND|3579VULN|479DUST|79BPWR|8RCR|aCGEN
217	12611 11616	   	180.32	DCR|4VULN|3DMG	167DMG|29LHND|3579VULN|479DUST|79BPWR|8RCR|aRMIN
218	12614 11613	   	180.32	DCR|4VULN|3DMG	167DMG|259LHND|379aVULN|479DUST|79BPWR|8RCR
219	12636 11613	   	180.32	DCR|4VULN|3DMG	167DMG|249LHND|379aVULN|579DUST|79BPWR|8RCR
220	15511 11613	   	180.32	DCR|4VULN|3DMG	167DMG|259aVULN|379LHND|479DUST|79BPWR|8RCR
221	12632 11153	   	180.29	ACR|3VULN|3DMG|1CDMG	167DMG|247LHND|379VULN|5RCR|7BPWR|8TLV|aCDMG
222	15532 11153	   	180.29	ACR|3VULN|3DMG|1CDMG	167DMG|279VULN|347LHND|5RCR|7BPWR|8TLV|aCDMG
223	12132 11534	   	180.22	ACR|2VULN|2DMG|1AART|1FLTHEA|1DUR	16DMG|24LHND|3DUR|5RCR|7FLTHEA|8AART|9aVULN
224	12611 11614	   	180.22	DCR|4VULN|3DMG	167DMG|29LHND|3579VULN|479DUST|79BPWR|8RCR|aTLV
225	12611 11622	   	180.22	DCR|4VULN|3DMG	167DMG|2LHND|357aVULN|47DUST|7BPWR|8RCR|9LIT
226	12611 11662	   	180.22	DCR|4VULN|3DMG	167DMG|2LHND|3579VULN|47DUST|7BPWR|8RCR|aLIT
227	45316 21123	   	180.18	DCR|4VULN|1AART|1DMG	1AART|249aVULN|348ERES|4BPWR|5CGEN|6RCR|7DMG
228	14213 44123	   	180.17	DCR|3DMG|2VULN|1AART	134DMG|2MBVNT|5aVULN|6RCR|7AART|8FEWX|9BEXP
229	14213 44152	   	180.17	DCR|3DMG|2VULN|1AART	134DMG|2MBVNT|5aVULN|6RCR|7AART|8FEWX|9RPLT
230	14213 44452	   	180.17	DCR|3DMG|2VULN|1AART	134DMG|2MBVNT|5aVULN|6RCR|7AART|8LWND|9RPLT
231	14213 44622	   	180.17	DCR|3DMG|2VULN|1AART	134DMG|2MBVNT|59VULN|6RCR|7AART|8MLV|aRMIN
232	14213 44624	   	180.17	DCR|3DMG|2VULN|1AART	134DMG|2MBVNT|59VULN|6RCR|7AART|8MLV|aLHND
233	14213 44625	   	180.17	DCR|3DMG|2VULN|1AART	134DMG|2MBVNT|59VULN|6RCR|7AART|8MLV|aBEXP
234	14213 44645	   	180.17	DCR|3DMG|2VULN|1AART	134DMG|2MBVNT|5aVULN|6RCR|7AART|8MLV|9CGEN
235	13411 61222	   	180.12	DCR|3DMG|1AART|1VULN|2DUR|1ZMB	145DMG|2RCVC|35DUR|5BPWR|6ZMB|7AART|8VULN|9LWND|aRCR
236	12611 11661	   	180.12	DCR|4VULN|3DMG	167DMG|2LHND|3579VULN|47aDUST|7BPWR|8RCR
237	12611 11663	   	180.12	DCR|4VULN|3DMG	167DMG|2LHND|3579VULN|47DUST|7BPWR|8RCR|aERES
238	14213 44621	   	180.07	DCR|3DMG|2VULN|1AART	134DMG|2MBVNT|59VULN|6RCR|7AART|8MLV|aTLV
239	14213 44623	   	180.07	DCR|3DMG|2VULN|1AART	134DMG|2MBVNT|59VULN|6RCR|7AART|8MLV|aERES
240	14744 13144	   	180.01	DCR|3DMG|2VULN|1AART|1DUR	146DMG|2MBVNT|34VULN|4BPWR|5LHND|7AART|8BEXP|9RCR|aDUR
241	14744 13145	   	180.01	DCR|3DMG|2VULN|1AART|1ASPD	146DMG|2MBVNT|34VULN|4BPWR|5LHND|7AART|8BEXP|9RCR|aASPD
242	14745 13143	   	180.01	DCR|3DMG|2VULN|1AART|1DUR	146DMG|2MBVNT|34VULN|4BPWR|5LWND|7AART|8BEXP|9RCR|aDUR
243	15235 82221	   	179.87	DCR|3DMG|2VULN|1AART	138DMG|28VULN|4MBVNT|58LWND|6AART|7RCR|8BPWR|9BEXP|aRCVC
244	15223 12614	   	179.86	DCR|3VULN|3DMG|2DUR	136DMG|279VULN|49FEWX|59DUR|8RCR|9BPWR|aRCVC
245	14244 11268	   	179.78	DCR|3DMG|1AART|1VULN|2ZMB|1DUR	135DMG|2MBVNT|45ZMB|5BPWR|6RCVC|7AART|8VULN|9RCR|aDUR
246	12611 11621	   	179.77	DCR|3VULN|3DMG|1CDMG	167DMG|2LHND|357VULN|47DUST|7BPWR|8RCR|9LIT|aCDMG
247	12611 11635	   	179.77	DCR|3VULN|3DMG|1CDMG	167DMG|2LHND|357VULN|47DUST|7BPWR|8RCR|9FEWX|aCDMG
248	14111 25352	   	179.77	DCR|3VULN|3DMG|3DUR	18aDMG|2MBVNT|38aDUR|467DUST|58aVULN|8aBPWR|9RCR
249	41142 26213	   	179.29	ACR|2AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	19AART|2ZMB|3DUST|4RCR|57DUR|6DMG|8VULN|aCDMG
250	14244 15247	   	179.16	DCR|3DMG|2VULN|3ZMB	135DMG|2MBVNT|45aZMB|5aBPWR|6RCVC|7aVULN|8aLIT|9RCR
251	45316 21111	   	179.02	DCR|2VULN|2DMG|1AART|1ZMB	1AART|24VULN|348ERES|4BPWR|5CGEN|6RCR|79DMG|aZMB
252	12262 12612	   	178.97	ACR|3VULN|3DMG|2DUR	136DMG|29LHND|49DUR|5RCR|789VULN|9BPWR|aMLV
253	12262 12614	   	178.97	ACR|3VULN|3DMG|2DUR	136DMG|29LHND|49DUR|5RCR|789VULN|9BPWR|aBELT
254	12262 12615	   	178.97	ACR|3VULN|3DMG|2DUR	136DMG|29LHND|49DUR|5RCR|789VULN|9BPWR|aLIT
255	12262 12616	   	178.97	ACR|3VULN|3DMG|2DUR	136DMG|29aLHND|49DUR|5RCR|789VULN|9BPWR
256	15262 12212	   	178.97	ACR|3VULN|3DMG|2DUR	136DMG|279VULN|49DUR|5RCR|89LHND|9BPWR|aMLV
257	15262 12214	   	178.97	ACR|3VULN|3DMG|2DUR	136DMG|279VULN|49DUR|5RCR|89LHND|9BPWR|aBELT
258	15262 12215	   	178.97	ACR|3VULN|3DMG|2DUR	136DMG|279VULN|49DUR|5RCR|89LHND|9BPWR|aLIT
259	15262 12216	   	178.97	ACR|3VULN|3DMG|2DUR	136DMG|279VULN|49DUR|5RCR|89aLHND|9BPWR
260	15246 23222	   	178.97	DCR|3VULN|2DMG|1AART	13DMG|25aVULN|4ERES|6RCR|78CGEN|9AART
261	15246 23322	   	178.97	DCR|3VULN|2DMG|1AART	13DMG|25aVULN|4ERES|6RCR|7CGEN|8DMSP|9AART
262	41253 31613	   	178.96	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1AART|2ZMB|3LIT|45DMG|6DUR|7aVULN|8MLV|9RCR
263	12262 12611	   	178.87	ACR|3VULN|3DMG|2DUR	136DMG|29LHND|49DUR|5RCR|789VULN|9BPWR|aDUST
264	12262 12613	   	178.87	ACR|3VULN|3DMG|2DUR	136DMG|29LHND|49DUR|5RCR|789VULN|9BPWR|aERES
265	15262 12211	   	178.87	ACR|3VULN|3DMG|2DUR	136DMG|279VULN|49DUR|5RCR|89LHND|9BPWR|aDUST
266	15262 12213	   	178.87	ACR|3VULN|3DMG|2DUR	136DMG|279VULN|49DUR|5RCR|89LHND|9BPWR|aERES
267	14241 71336	   	178.83	DCR|3DMG|1AART|1VULN|1CDMG|1ZMB	137DMG|2MBVNT|4ZMB|5AART|6VULN|8MLV|9CDMG|aRCR
268	14213 47238	   	178.72	DCR|3DMG|1AART|1VULN|1ZMB|1ASPD	134DMG|2MBVNT|5VULN|6RCR|7LHND|8ZMB|9ASPD|aAART
269	14721 82221	   	178.57	DCR|3VULN|2DMG|1AART	18DMG|2MBVNT|358VULN|48LWND|6AART|7RCR|8BPWR|9aRPLT
270	14721 82222	   	178.57	DCR|3VULN|2DMG|1AART	18DMG|2MBVNT|358VULN|48LWND|6AART|7RCR|8BPWR|9RPLT|aCGEN
271	15235 82222	   	178.57	DCR|3DMG|2VULN|1AART	138DMG|28VULN|4MBVNT|58aLWND|6AART|7RCR|8BPWR|9BEXP
272	15235 82224	   	178.57	DCR|3DMG|2VULN|1AART	138DMG|28VULN|4MBVNT|58LWND|6AART|7RCR|8BPWR|9BEXP|aDMSP
273	15235 82232	   	178.57	DCR|3DMG|2VULN|1AART	138DMG|28VULN|4MBVNT|58LWND|6AART|7RCR|8BPWR|9MGNSTR|aCGEN
274	15235 82234	   	178.57	DCR|3DMG|2VULN|1AART	138DMG|28VULN|4MBVNT|58LWND|6AART|7RCR|8BPWR|9MGNSTR|aLIT
275	15223 12612	   	178.55	DCR|3VULN|3DMG|2DUR	136DMG|279VULN|49FEWX|59DUR|8RCR|9BPWR|aMLV
276	15223 12616	   	178.55	DCR|3VULN|3DMG|2DUR	136DMG|279VULN|49aFEWX|59DUR|8RCR|9BPWR
277	15132 31632	   	178.53	ACR|2VULN|2DMG|2CDMG|2DUR|1ZMB	1aDMG|26VULN|3aDUR|4LHND|5RCR|7LEGI|8ZMB|9aCDMG|aBPWR
278	15216 33631	   	178.47	DCR|3DMG|1AART|1VULN|1CDMG|1DUR	134DMG|2VULN|5CGEN|6DUR|7AART|8RCR|9LWND|aCDMG
279	14721 82224	   	178.47	DCR|3VULN|2DMG|1AART	18DMG|2MBVNT|358VULN|48LWND|6AART|7RCR|8BPWR|9RPLT|aDUST
280	14721 82242	   	178.47	DCR|3VULN|2DMG|1AART	18DMG|2MBVNT|358VULN|48LWND|6AART|7RCR|8BPWR|9LHND|aCANSTR
281	15235 82212	   	178.47	DCR|3DMG|2VULN|1AART	138DMG|28VULN|4MBVNT|58aLWND|6AART|7RCR|8BPWR|9ERES
282	15235 82214	   	178.47	DCR|3DMG|2VULN|1AART	138DMG|28VULN|4MBVNT|58LWND|6AART|7RCR|8BPWR|9ERES|aFEWX
283	15235 82233	   	178.47	DCR|3DMG|2VULN|1AART	138DMG|28VULN|4MBVNT|58LWND|6AART|7RCR|8BPWR|9MGNSTR|aDUST
284	12155 16333	 * 	178.46	DCR|2VULN|2AART|1DMG|1CDMG|1DUR	1DMG|2LHND|3DUR|4CDMG|57VULN|6RCR|8aAART|9MLV
285	15151 16333	   	178.46	DCR|2VULN|2AART|1DMG|1CDMG|1DUR	1DMG|27VULN|3DUR|4CDMG|5LHND|6RCR|8aAART|9MLV
286	15223 12611	   	178.45	DCR|3VULN|3DMG|2DUR	136DMG|279VULN|49FEWX|59DUR|8RCR|9BPWR|aDUST
287	15223 12613	   	178.45	DCR|3VULN|3DMG|2DUR	136DMG|279VULN|49FEWX|59DUR|8RCR|9BPWR|aERES
288	12213 23412	   	178.40	DCR|3DMG|2AART|1VULN|1ASPD|1DUR	134DMG|2LHND|5ASPD|6VULN|78AART|9DUR|aRCR
289	12212 13621	   	178.37	DCR|3DMG|1AART|1VULN|1CDMG|1DUR	134DMG|2LHND|5DUR|6TLV|7AART|8RCR|9VULN|aCDMG
290	12212 13633	   	178.37	DCR|3DMG|1AART|1VULN|1CDMG|1DUR	134DMG|2LHND|5DUR|6TLV|7AART|8RCR|9CDMG|aVULN
291	12244 33621	   	178.37	DCR|3DMG|1AART|1VULN|1CDMG|1DUR	135DMG|2LHND|4ERES|6DUR|7AART|8RCR|9VULN|aCDMG
292	12244 33633	   	178.37	DCR|3DMG|1AART|1VULN|1CDMG|1DUR	135DMG|2LHND|4ERES|6DUR|7AART|8RCR|9CDMG|aVULN
293	14213 42726	   	178.37	DCR|3DMG|2VULN|1AART	134DMG|2MBVNT|58VULN|6RCR|7LWND|9LIT|aAART
294	14721 82212	   	178.37	DCR|3VULN|2DMG|1AART	18DMG|2MBVNT|358VULN|48LWND|6AART|7RCR|8BPWR|9DUST|aCANSTR
295	15235 82213	   	178.37	DCR|3DMG|2VULN|1AART	138DMG|28VULN|4MBVNT|58LWND|6AART|7RCR|8BPWR|9ERES|aDUST
296	12155 16313	   	178.36	DCR|2VULN|2AART|1DMG|1CDMG|1DUR	1DMG|2LHND|3DUR|4CDMG|57VULN|6RCR|8aAART|9ERES
297	15151 16313	   	178.36	DCR|2VULN|2AART|1DMG|1CDMG|1DUR	1DMG|27VULN|3DUR|4CDMG|5LHND|6RCR|8aAART|9ERES
298	15111 11622	   	178.35	DCR|3VULN|3DMG|2DUR	167DMG|25aVULN|37DUR|47DUST|7BPWR|8RCR|9LIT
299	15111 11662	   	178.35	DCR|3VULN|3DMG|2DUR	167DMG|259VULN|37DUR|47DUST|7BPWR|8RCR|aLIT
300	15253 12612	   	178.35	DCR|3VULN|3DMG|2DUR	136DMG|279VULN|49DUST|59DUR|8RCR|9BPWR|aLIT
301	12262 16332	   	178.29	ACR|3DMG|1AART|1VULN|1CDMG|1DUR	136DMG|27LHND|4DUR|5RCR|8AART|9CDMG|aVULN
302	15262 13331	   	178.29	ACR|3DMG|1AART|1VULN|1CDMG|1DUR	136DMG|2VULN|4DUR|5RCR|7DMSP|8AART|9CDMG|aRPLT
303	15262 13333	   	178.29	ACR|3DMG|1AART|1VULN|1CDMG|1DUR	136DMG|2VULN|4DUR|5RCR|7DMSP|8AART|9CDMG|aBEXP
304	15111 11661	   	178.25	DCR|3VULN|3DMG|2DUR	167DMG|259VULN|37DUR|47aDUST|7BPWR|8RCR
305	15111 11663	   	178.25	DCR|3VULN|3DMG|2DUR	167DMG|259VULN|37DUR|47DUST|7BPWR|8RCR|aERES
306	15253 12611	   	178.25	DCR|3VULN|3DMG|2DUR	136DMG|279VULN|49aDUST|59DUR|8RCR|9BPWR
307	15253 12613	   	178.25	DCR|3VULN|3DMG|2DUR	136DMG|279VULN|49DUST|59DUR|8RCR|9BPWR|aERES
308	14213 83336	   	178.23	DCR|3DMG|1AART|1VULN|1CDMG|1ZMB	134DMG|2MBVNT|5VULN|6AART|7ZMB|8MLV|9CDMG|aRCR
309	24263 12332	   	178.21	DCR|2VULN|2DMG|2CDMG|2DUR|1ZMB	1LHND|2aVULN|3ZMB|45DUR|6aDMG|7LWND|8RCR|9aCDMG|aBPWR
310	15262 13332	   	178.19	ACR|3DMG|1AART|1VULN|1CDMG|1DUR	136DMG|2VULN|4DUR|5RCR|7DMSP|8AART|9CDMG|aTLV
311	15262 13334	   	178.19	ACR|3DMG|1AART|1VULN|1CDMG|1DUR	136DMG|2VULN|4DUR|5RCR|7DMSP|8AART|9CDMG|aDUST
312	13311 23223	   	178.15	DCR|3DMG|2VULN|1AART	145DMG|2aRCVC|358FEWX|58BPWR|68VULN|7AART|9RCR
313	41342 24211	   	178.03	ACR|2AART|2DMG|1VULN|1ZMB|1DUR	19AART|2ZMB|37BEXP|4RCR|5DUR|6aDMG|8VULN
314	12151 16223	   	178.02	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DMG|2LHND|3DUR|4CDMG|5LWND|6RCR|7aVULN|8AART|9ZMB
315	12622 42232	   	177.99	ACR|3VULN|2DMG|2CDMG|1DUR	1aDMG|2LHND|38aVULN|4LWND|5RCR|6RMIN|7DUR|9aCDMG|aBPWR
316	12662 41232	   	177.99	ACR|3VULN|2DMG|2CDMG|1DUR	1aDMG|2LHND|38aVULN|4DUR|5RCR|6RMIN|7LWND|9aCDMG|aBPWR
317	14213 41628	   	177.96	DCR|3DMG|2VULN|1CDMG|1ASPD	134DMG|2MBVNT|5aVULN|6RCR|7RCVC|8CDMG|9ASPD
318	14213 41331	   	177.83	DCR|3DMG|1AART|1VULN|1CDMG	134DMG|2MBVNT|5VULN|6RCR|7RCVC|8AART|9CDMG|aRPLT
319	14213 41333	   	177.83	DCR|3DMG|1AART|1VULN|1CDMG	134DMG|2MBVNT|5VULN|6RCR|7RCVC|8AART|9CDMG|aBEXP
320	14213 41374	   	177.83	DCR|3DMG|1AART|1VULN|1CDMG	134DMG|2MBVNT|5VULN|6RCR|7RCVC|8AART|9LWND|aCDMG
321	14772 43413	   	177.79	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	19DMG|2MBVNT|38VULN|4AART|5DUR|6LWND|7RCR|aASPD
322	15222 12615	   	177.74	ACR|3VULN|3DMG|1ZMB	136DMG|289VULN|49FEWX|5RCR|79LWND|9BPWR|aZMB
323	14213 41332	   	177.73	DCR|3DMG|1AART|1VULN|1CDMG	134DMG|2MBVNT|5VULN|6RCR|7RCVC|8AART|9CDMG|aTLV
324	14213 41334	   	177.73	DCR|3DMG|1AART|1VULN|1CDMG	134DMG|2MBVNT|5VULN|6RCR|7RCVC|8AART|9CDMG|aNUKE
325	12632 11154	   	177.64	ACR|3VULN|3DMG|1ZMB	167DMG|247LHND|379VULN|5RCR|7BPWR|8TLV|aZMB
326	15211 26631	   	177.62	DCR|4VULN|3DMG	134DMG|2568VULN|7RCVC|9FEWX|aRCR
327	12213 23122	   	177.61	DCR|3DMG|2VULN|1AART|1ASPD	134DMG|2LHND|5ASPD|69VULN|7AART|8FEWX|aRCR
328	12213 23622	   	177.61	DCR|3DMG|2VULN|1AART|1ASPD	134DMG|2LHND|5ASPD|69VULN|7AART|8BEXP|aRCR
329	15212 33122	   	177.61	DCR|3DMG|2VULN|1AART|1DUR	134DMG|29VULN|5RMIN|6DUR|7AART|8FEWX|aRCR
330	15212 33522	   	177.61	DCR|3DMG|2VULN|1AART|1DUR	134DMG|29VULN|5RMIN|6DUR|7AART|8LWND|aRCR
331	15216 33122	   	177.61	DCR|3DMG|2VULN|1AART|1DUR	134DMG|29VULN|5CGEN|6DUR|7AART|8FEWX|aRCR
332	14774 43414	   	177.56	DCR|2VULN|2DMG|1AART|1CDMG	19DMG|2MBVNT|38VULN|4AART|5FEWX|6LWND|7RCR|aCDMG
333	14213 44257	   	177.53	DCR|3DMG|1AART|1VULN|1CDMG	134DMG|2MBVNT|5VULN|6RCR|7AART|8LIT|9CDMG|aRCVC
334	14213 44828	   	177.53	DCR|3DMG|1AART|1VULN|1CDMG	134DMG|2MBVNT|5VULN|6RCR|7AART|8CDMG|9RMIN|aRCVC
335	15244 33122	   	177.51	DCR|3DMG|2VULN|1AART|1DUR	135DMG|29VULN|4ERES|6DUR|7AART|8FEWX|aRCR
336	15222 11323	   	177.49	ACR|3DMG|2VULN|1AART	136DMG|2aVULN|4FEWX|5RCR|7RCVC|8AART|9BEXP
337	15222 11355	   	177.49	ACR|3DMG|2VULN|1AART	136DMG|2aVULN|4FEWX|5RCR|7RCVC|8AART|9CGEN
338	15222 11364	   	177.49	ACR|3DMG|2VULN|1AART	136DMG|2aVULN|4FEWX|5RCR|7RCVC|8AART|9LWND
339	15222 11315	   	177.39	ACR|3DMG|2VULN|1AART	136DMG|2aVULN|4FEWX|5RCR|7RCVC|8AART|9NUKE
340	15252 11324	   	177.39	ACR|3DMG|2VULN|1AART	136DMG|2aVULN|4DUST|5RCR|7RCVC|8AART|9BEXP
341	12211 62615	   	177.32	DCR|3VULN|3DMG|1ZMB	134DMG|29LHND|579VULN|69FEWX|8RCR|9BPWR|aZMB
342	15252 11315	   	177.29	ACR|3DMG|2VULN|1AART	136DMG|2aVULN|4DUST|5RCR|7RCVC|8AART|9NUKE
343	42311 31225	   	177.26	DCR|2VULN|2DMG|1AART|1CDMG	1AART|2aLIT|34aLHND|5CDMG|69VULN|7aDMG|8RCR|aBPWR
344	41141 22315	   	177.14	ACR|2VULN|2DMG|1AART|1ZMB	1AART|2ZMB|3DUST|4RCR|5BEXP|69DMG|7RMIN|8aVULN
345	12211 22615	   	177.12	DCR|3VULN|3DMG|1ZMB	134DMG|29LHND|579VULN|69DUST|8RCR|9BPWR|aZMB
346	12211 34615	   	177.12	DCR|3VULN|3DMG|1ZMB	134DMG|29LHND|569VULN|79DUST|8RCR|9BPWR|aZMB
347	45316 21121	   	177.08	DCR|3VULN|1AART|1DMG|1ZMB	1AART|249VULN|348ERES|4BPWR|5CGEN|6RCR|7DMG|aZMB
348	12211 22665	   	177.02	DCR|3VULN|3DMG|1ZMB	134DMG|2LHND|579VULN|6DUST|8RCR|aZMB
349	15223 12352	   	177.01	DCR|3DMG|2VULN|1AART|1DUR	136DMG|27VULN|4FEWX|5DUR|8AART|9CGEN|aRCR
350	13311 23224	   	176.97	DCR|3DMG|2VULN|1AART	145DMG|2RCVC|358FEWX|58BPWR|68VULN|7AART|9RCR|aLWND
351	13311 23225	   	176.97	DCR|3DMG|2VULN|1AART	145DMG|2RCVC|358FEWX|58BPWR|68VULN|7AART|9RCR|aBEXP
352	15223 12312	   	176.91	DCR|3DMG|2VULN|1AART|1DUR	136DMG|27VULN|4FEWX|5DUR|8AART|9NUKE|aRCR
353	15253 12352	   	176.91	DCR|3DMG|2VULN|1AART|1DUR	136DMG|27VULN|4DUST|5DUR|8AART|9CGEN|aRCR
354	12632 16623	   	176.89	ACR|3VULN|2DMG|1AART	16DMG|24LHND|38aVULN|5RCR|7RCVC|9AART
