0	Index      	 *	Score 	Summary	Detail	
1	33173 74821	 * 	180.73	DCR|3VULN|2DMG|2FLTHEA|1ZMB	1RCVC|2MBVNT|38DMG|478VULN|5BELT|68FLTHEA|8BPWR|9ZMB|aRCR
164	33446 53352	   	161.63	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1RCVC|2MBVNT|3DUR|4RCR|5DMG|6ASPD|7BEXP|8aVULN|9AART
165	11533 42211	   	161.63	ACR|2VULN|1AART|2ZMB|1CDMG|1DUR	1LSRICY|2BEXP|3RCR|45ZMB|67VULN|8CDMG|9AART|aDUR
166	33156 71134	   	161.62	DCR|2DMG|2AART|1VULN|1DUR	1RCVC|2MBVNT|35DMG|45LHND|5BPWR|6DUR|7VULN|8aAART|9RCR
167	11243 36523	   	161.61	DCR|2VULN|2DMG|1AART	1LSRICY|2BEXP|3LIT|4aVULN|56DMG|7RCR|8AART|9FEWX
168	33163 12145	   	161.60	DCR|2VULN|2DMG|1CDMG|1DUR	1RCVC|2MBVNT|39DMG|4DUR|5aVULN|6CDMG|7RCR|8DUST
169	33163 12345	   	161.60	DCR|2VULN|2DMG|1CDMG|1DUR	1RCVC|2MBVNT|39DMG|4DUR|5aVULN|6CDMG|7RCR|8LEGI
170	33172 12145	   	161.60	DCR|2VULN|2DMG|1CDMG|1DUR	1RCVC|2MBVNT|39DMG|4aVULN|5DUR|6CDMG|7RCR|8DUST
171	33172 12242	   	161.60	DCR|2VULN|2DMG|1CDMG|1DUR	1RCVC|2MBVNT|39DMG|49VULN|5DUR|6CDMG|7RCR|89TLV|9BPWR|aERES
172	33172 12345	   	161.60	DCR|2VULN|2DMG|1CDMG|1DUR	1RCVC|2MBVNT|39DMG|4aVULN|5DUR|6CDMG|7RCR|8LEGI
173	13533 42211	   	161.53	ACR|2VULN|1AART|2ZMB|1CDMG|1DUR	1LSRICY|2DUST|3RCR|45ZMB|67VULN|8CDMG|9AART|aDUR
174	13243 36523	   	161.51	DCR|2VULN|2DMG|1AART	1LSRICY|2DUST|3LIT|4aVULN|56DMG|7RCR|8AART|9FEWX
175	33132 88463	   	161.43	DCR|2AART|1VULN|1DMG|1ZMB|1ASPD	1RCVC|2MBVNT|3DMG|4CANHEL|5aAART|6ZMB|7RCR|8VULN|9ASPD
176	33145 83443	   	161.41	DCR|3VULN|2DMG|1DUR	1RCVC|2MBVNT|36DMG|4DMSP|569VULN|6BPWR|7FEWX|8RCR|aDUR
177	41121 36215	   	161.27	ACR|4VULN|1DMG|1DUR|1ASPD	1LWND|2ASPD|3BELT|478aVULN|5RCR|6DUR|9DMG
178	32455 31131	   	161.17	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1RCVC|2CGEN|3BEXP|4DUR|5aDMG|6ZMB|7VULN|8AART|9RCR
179	33862 21262	   	161.15	ACR|2VULN|1AART|1DMG|1CDMG|1SELL	1RCVC|2MBVNT|3SELL|4RCR|5CDMG|67VULN|8RPLT|9AART|aDMG
180	33381 12427	   	161.15	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1RCVC|2MBVNT|3BEXP|4RCR|5ZMB|6CDMG|7DMG|8ASPD|9VULN|aAART
181	31456 31131	   	161.07	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1RCVC|2ERES|3BEXP|4DUR|5aDMG|6ZMB|7VULN|8AART|9RCR
182	24111 53153	   	161.05	ACR|4VULN|1DMG|1CDMG	1MLV|2689VULN|3FEWX|4BELT|5RCR|7DMG|aCDMG
183	24311 23153	   	161.05	ACR|4VULN|1DMG|1CDMG	1MLV|2689VULN|3BEXP|4BELT|5RCR|7DMG|aCDMG
184	11243 36213	   	161.01	DCR|2VULN|2DMG|1AART	1LSRICY|2BEXP|3LIT|4aVULN|56DMG|7RCR|8LHND|9AART
185	24511 23153	   	160.95	ACR|4VULN|1DMG|1CDMG	1MLV|2689VULN|3DUST|4BELT|5RCR|7DMG|aCDMG
186	26131 23153	   	160.95	ACR|4VULN|1DMG|1CDMG	1MLV|2DUST|3BELT|4689VULN|5RCR|7DMG|aCDMG
187	64311 23153	   	160.95	ACR|4VULN|1DMG|1CDMG	1TLV|2689VULN|3BEXP|4BELT|5RCR|7DMG|aCDMG
188	12243 36313	   	160.91	DCR|2VULN|2DMG|1AART	1LSRICY|2LWND|3LIT|4aVULN|56DMG|7RCR|8DUST|9AART
189	13243 36213	   	160.91	DCR|2VULN|2DMG|1AART	1LSRICY|2DUST|3LIT|4aVULN|56DMG|7RCR|8LHND|9AART
190	66131 23153	   	160.85	ACR|4VULN|1DMG|1CDMG	1TLV|2DUST|3BELT|4689VULN|5RCR|7DMG|aCDMG
191	41121 36216	   	160.82	ACR|3VULN|1DMG|1CDMG|1DUR|1ASPD	1LWND|2ASPD|3BELT|478VULN|5RCR|6DUR|9DMG|aCDMG
192	33442 71488	   	160.81	ACR|2VULN|2DMG|2DUR|1ASPD	1RCVC|2MBVNT|39DUR|4RCR|5DUST|69DMG|7RPLT|89VULN|9BPWR|aASPD
193	33444 13814	 * 	160.75	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1RCVC|2MBVNT|3DUR|4RCR|5LIT|6DMG|78AART|9ZMB|aVULN
194	33163 12457	   	160.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2MBVNT|3DMG|4DUR|5VULN|6CDMG|7RCR|8RMIN|9ZMB|aAART
195	33172 12457	   	160.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2MBVNT|3DMG|4VULN|5DUR|6CDMG|7RCR|8RMIN|9ZMB|aAART
196	33343 12657	   	160.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1RCVC|2MBVNT|3BEXP|4CDMG|5DMG|6VULN|7RCR|8ASPD|9ZMB|aAART
197	12533 42235	 * 	160.64	ACR|4VULN|2ZMB|1CDMG	1LSRICY|2LWND|3RCR|45ZMB|679aVULN|8CDMG
198	33163 12257	   	160.63	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2MBVNT|3DMG|4DUR|5VULN|6CDMG|7RCR|8TLV|9ZMB|aAART
199	33172 12257	   	160.63	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2MBVNT|3DMG|4VULN|5DUR|6CDMG|7RCR|8TLV|9ZMB|aAART
200	33181 12357	   	160.63	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1RCVC|2MBVNT|3DMG|4CDMG|5DUST|6VULN|7RCR|8ASPD|9ZMB|aAART
201	15611 41132	   	160.62	ACR|2VULN|2DMG|1CDMG|1ASPD	1LSRICY|2BELT|3RCR|4ASPD|58VULN|6BEXP|7aDMG|9CDMG
202	21352 14522	   	160.58	DCR|2VULN|1AART|1DMG|1CDMG	1MLV|2ERES|3AART|4aVULN|5CDMG|6LWND|7RCR|8DMG|9RPLT
203	33173 64821	   	160.57	DCR|3VULN|2DMG|1ZMB	1RCVC|2MBVNT|38DMG|478VULN|5BELT|68AIRHEL|8BPWR|9ZMB|aRCR
204	33132 88274	   	160.53	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|2MBVNT|3DMG|4CANHEL|5AART|6ZMB|7RCR|8ERES|9aVULN
205	33132 88484	   	160.53	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|2MBVNT|3DMG|4CANHEL|5AART|6ZMB|7RCR|8aVULN|9ERES
206	15611 21132	   	160.52	ACR|2VULN|2DMG|1CDMG|1ASPD	1LSRICY|2BELT|3RCR|4ASPD|58VULN|6DUST|7aDMG|9CDMG
207	33441 18158	   	160.48	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RCVC|2MBVNT|3DUR|4RCR|5ZMB|6CDMG|7AART|8LWND|9aVULN
208	33441 18722	   	160.48	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RCVC|2MBVNT|3DUR|4RCR|5ZMB|6CDMG|7AART|8aVULN|9RPLT
209	33182 12543	   	160.38	DCR|2DMG|1AART|1VULN|1CDMG	1RCVC|2MBVNT|39DMG|4CDMG|5BEXP|6VULN|7RCR|8LWND|aAART
210	33182 12573	   	160.38	DCR|2VULN|1AART|1DMG|1CDMG	1RCVC|2MBVNT|3DMG|4CDMG|5BEXP|69VULN|7RCR|8LWND|aAART
211	33343 12543	   	160.38	DCR|2DMG|1AART|1VULN|1CDMG	1RCVC|2MBVNT|3BEXP|4CDMG|59DMG|6VULN|7RCR|8LWND|aAART
212	33343 12573	   	160.38	DCR|2VULN|1AART|1DMG|1CDMG	1RCVC|2MBVNT|3BEXP|4CDMG|5DMG|69VULN|7RCR|8LWND|aAART
213	33441 18258	   	160.38	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RCVC|2MBVNT|3DUR|4RCR|5ZMB|6CDMG|7AART|8DUST|9aVULN
214	33442 38158	   	160.38	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RCVC|2MBVNT|3DUR|4RCR|5DUST|6ZMB|7AART|8CDMG|9aVULN
215	21323 22262	   	160.33	DCR|2VULN|1AART|1DMG|1ZMB	1MLV|2ERES|3AART|4BEXP|5FEWX|6RCR|7aVULN|8ZMB|9DMG
216	21323 22265	   	160.33	DCR|2DMG|1AART|1VULN|1ZMB	1MLV|2ERES|3AART|4BEXP|5FEWX|6RCR|7VULN|8ZMB|9aDMG
217	26113 33141	   	160.32	ACR|3VULN|2DMG|1DUR	19MLV|2DUST|3BELT|4RCR|5DMSP|69DMG|789VULN|9BPWR|aDUR
218	33181 12247	   	160.28	DCR|2DMG|1AART|1VULN|1CDMG	1RCVC|2MBVNT|39DMG|4CDMG|5DUST|6VULN|7RCR|8BEXP|aAART
219	33181 12543	   	160.28	DCR|2DMG|1AART|1VULN|1CDMG	1RCVC|2MBVNT|39DMG|4CDMG|5DUST|6VULN|7RCR|8LWND|aAART
220	33181 12573	   	160.28	DCR|2VULN|1AART|1DMG|1CDMG	1RCVC|2MBVNT|3DMG|4CDMG|5DUST|69VULN|7RCR|8LWND|aAART
221	33182 12147	   	160.28	DCR|2DMG|1AART|1VULN|1CDMG	1RCVC|2MBVNT|39DMG|4CDMG|5BEXP|6VULN|7RCR|8DUST|aAART
222	33182 12343	   	160.28	DCR|2DMG|1AART|1VULN|1CDMG	1RCVC|2MBVNT|39DMG|4CDMG|5BEXP|6VULN|7RCR|8LEGI|aAART
223	33182 12373	   	160.28	DCR|2VULN|1AART|1DMG|1CDMG	1RCVC|2MBVNT|3DMG|4CDMG|5BEXP|69VULN|7RCR|8LEGI|aAART
224	33343 12147	   	160.28	DCR|2DMG|1AART|1VULN|1CDMG	1RCVC|2MBVNT|3BEXP|4CDMG|59DMG|6VULN|7RCR|8DUST|aAART
225	33343 12343	   	160.28	DCR|2DMG|1AART|1VULN|1CDMG	1RCVC|2MBVNT|3BEXP|4CDMG|59DMG|6VULN|7RCR|8LEGI|aAART
226	33343 12373	   	160.28	DCR|2VULN|1AART|1DMG|1CDMG	1RCVC|2MBVNT|3BEXP|4CDMG|5DMG|69VULN|7RCR|8LEGI|aAART
227	21333 22262	   	160.23	DCR|2VULN|1AART|1DMG|1ZMB	1MLV|2ERES|3AART|4DUST|5FEWX|6RCR|7aVULN|8ZMB|9DMG
228	21333 22265	   	160.23	DCR|2DMG|1AART|1VULN|1ZMB	1MLV|2ERES|3AART|4DUST|5FEWX|6RCR|7VULN|8ZMB|9aDMG
229	61323 22226	 * 	160.23	DCR|2VULN|1AART|2CDMG|1ZMB	1TLV|2aERES|3AART|4BEXP|5FEWX|6RCR|7aVULN|8ZMB|9aCDMG|aBPWR
230	61323 22262	   	160.23	DCR|2VULN|1AART|1DMG|1ZMB	1TLV|2ERES|3AART|4BEXP|5FEWX|6RCR|7aVULN|8ZMB|9DMG
231	61323 22265	   	160.23	DCR|2DMG|1AART|1VULN|1ZMB	1TLV|2ERES|3AART|4BEXP|5FEWX|6RCR|7VULN|8ZMB|9aDMG
232	16252 63132	   	160.18	DCR|2VULN|1AART|1DMG|1CDMG	1LSRICY|235LIT|45VULN|5BPWR|6RCR|7CDMG|8AART|9DMG|aFEWX
233	33446 18284	 * 	160.16	ACR|2DMG|1VULN|2CDMG|3DUR	1RCVC|2MBVNT|38aDUR|4RCR|58DMG|68CDMG|7BELT|8BPWR|9VULN
234	61333 22226	   	160.13	DCR|2VULN|1AART|2CDMG|1ZMB	1TLV|2aERES|3AART|4DUST|5FEWX|6RCR|7aVULN|8ZMB|9aCDMG|aBPWR
235	61333 22262	   	160.13	DCR|2VULN|1AART|1DMG|1ZMB	1TLV|2ERES|3AART|4DUST|5FEWX|6RCR|7aVULN|8ZMB|9DMG
236	61333 22265	   	160.13	DCR|2DMG|1AART|1VULN|1ZMB	1TLV|2ERES|3AART|4DUST|5FEWX|6RCR|7VULN|8ZMB|9aDMG
237	66113 33141	   	160.12	ACR|3VULN|2DMG|1DUR	19TLV|2DUST|3BELT|4RCR|5DMSP|69DMG|789VULN|9BPWR|aDUR
238	16252 63131	   	160.08	DCR|2VULN|1AART|1DMG|1CDMG	1LSRICY|235LIT|45VULN|5BPWR|6RCR|7CDMG|8AART|9DMG|aDUST
239	16511 32161	 * 	160.07	DCR|3VULN|1AART|2ASPD|1ZMB	17LSRICY|2LIT|3AART|47ASPD|5MBVNT|679VULN|7BPWR|8ZMB|aRCR
240	33161 83742	   	160.01	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1RCVC|2MBVNT|3DMG|4DUR|5MLV|69VULN|7AART|8RCR|aASPD
241	33164 83742	   	160.01	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1RCVC|2MBVNT|3DMG|4DUR|5CGEN|69VULN|7AART|8RCR|aASPD
242	33437 83742	   	160.01	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1RCVC|2MBVNT|3DUR|4MLV|5DMG|69VULN|7AART|8RCR|aASPD
243	33163 73742	   	159.91	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1RCVC|2MBVNT|3DMG|4DUR|59VULN|6TLV|7AART|8RCR|aASPD
244	33172 73742	   	159.91	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1RCVC|2MBVNT|3DMG|49VULN|5DUR|6TLV|7AART|8RCR|aASPD
245	15631 33321	   	159.89	ACR|2DMG|1AART|1VULN|1CDMG	1LSRICY|2BELT|3RCR|4VULN|5LWND|6LIT|7CDMG|8aDMG|9AART
246	11533 52342	   	159.89	ACR|3VULN|1DMG|2ZMB|1DUR	1LSRICY|2BEXP|3RCR|45ZMB|6DUR|789VULN|aDMG
247	33446 21481	 * 	159.88	ACR|2DMG|1AART|1VULN|2DUR	1RCVC|2MBVNT|36DUR|4RCR|5aDMG|7VULN|8LEGI|9AART
248	13533 52342	   	159.79	ACR|3VULN|1DMG|2ZMB|1DUR	1LSRICY|2DUST|3RCR|45ZMB|6DUR|789VULN|aDMG
249	33163 12175	 * 	159.67	DCR|3VULN|1DMG|1CDMG|1DUR	1RCVC|2MBVNT|3DMG|4DUR|59aVULN|6CDMG|7RCR|8DUST
250	33163 12375	   	159.67	DCR|3VULN|1DMG|1CDMG|1DUR	1RCVC|2MBVNT|3DMG|4DUR|59aVULN|6CDMG|7RCR|8LEGI
251	33172 12175	   	159.67	DCR|3VULN|1DMG|1CDMG|1DUR	1RCVC|2MBVNT|3DMG|49aVULN|5DUR|6CDMG|7RCR|8DUST
252	33172 12375	   	159.67	DCR|3VULN|1DMG|1CDMG|1DUR	1RCVC|2MBVNT|3DMG|49aVULN|5DUR|6CDMG|7RCR|8LEGI
253	64131 33633	   	159.62	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1TLV|2VULN|3FEWX|45DUR|6AART|7DMG|8ZMB|9RCR|aCDMG
254	11531 24143	 * 	159.55	ACR|1AART|1VULN|1DMG|2ASPD|1ZMB|1DUR	1LSRICY|2BEXP|3RCR|4ZMB|5DMG|6VULN|7DUR|89ASPD|aAART
255	33448 81373	   	159.48	ACR|2VULN|1AART|1DMG|2DUR	1RCVC|2MBVNT|39DUR|4RCR|59MGNSTR|6DUST|7DMG|89VULN|9BPWR|aAART
256	24153 13632	   	159.47	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1MLV|25VULN|3FEWX|4AART|6DUR|7DMG|8ZMB|9RCR|aTLV
257	24153 13633	   	159.47	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1MLV|25VULN|3FEWX|4AART|6DUR|7DMG|8ZMB|9RCR|aDUST
258	13531 24143	   	159.45	ACR|1AART|1VULN|1DMG|2ASPD|1ZMB|1DUR	1LSRICY|2DUST|3RCR|4ZMB|5DMG|6VULN|7DUR|89ASPD|aAART
259	33145 83416	   	159.40	DCR|2VULN|2DMG|1CDMG|1ASPD	1RCVC|2MBVNT|36DMG|4DMSP|56VULN|6BPWR|7FEWX|8RCR|9ASPD|aCDMG
260	41121 21136	   	159.33	ACR|3VULN|2DMG|1ASPD	19LWND|2ASPD|3BELT|469VULN|5RCR|7RPLT|89DMG|9BPWR|aRCVC
261	33445 87213	 * 	159.31	ACR|3AART|1VULN|1DMG|2DUR	1RCVC|2MBVNT|35DUR|4RCR|6VULN|78aAART|9DMG
262	16636 12113	   	159.29	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1LSRICY|2LIT|3ZMB|4TLV|5RCR|6DUR|7DMG|8aVULN|9AART
263	11531 61332	   	159.05	ACR|2VULN|1AART|1DMG|1ZMB	1LSRICY|2BEXP|3RCR|4ZMB|5DMG|6AART|7BELT|8aVULN|9CGEN
264	11531 61362	   	159.05	ACR|2VULN|1AART|1DMG|1ZMB	1LSRICY|2BEXP|3RCR|4ZMB|5DMG|6AART|7BELT|8aVULN|9MLV
265	41452 12331	   	158.97	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LWND|2ASPD|3BEXP|4ZMB|5AART|67VULN|8MLV|9RCR|aDMG
266	33446 21731	   	158.96	ACR|2VULN|2DMG|3DUR	1aRCVC|2MBVNT|368DUR|4RCR|58DMG|78VULN|8BPWR|9BEXP
267	33446 21751	   	158.96	ACR|2VULN|2DMG|3DUR	1aRCVC|2MBVNT|368DUR|4RCR|58DMG|78VULN|8BPWR|9FEWX
268	33446 21772	   	158.96	ACR|2VULN|2DMG|3DUR	1aRCVC|2MBVNT|368DUR|4RCR|58DMG|78VULN|8BPWR|9RPLT
269	33446 21781	   	158.96	ACR|2VULN|2DMG|3DUR	1aRCVC|2MBVNT|368DUR|4RCR|58DMG|78VULN|8BPWR|9LWND
270	33156 41131	   	158.88	DCR|3DMG|1AART|1VULN	1RCVC|2MBVNT|35aDMG|45LHND|5BPWR|6FEWX|7VULN|8AART|9RCR
271	33156 61131	   	158.88	DCR|3DMG|1AART|1VULN	1RCVC|2MBVNT|35aDMG|45LHND|5BPWR|6LWND|7VULN|8AART|9RCR
272	41452 12131	   	158.87	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LWND|2ASPD|3BEXP|4ZMB|5AART|67VULN|8TLV|9RCR|aDMG
273	41552 12331	   	158.87	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LWND|2ASPD|3DUST|4ZMB|5AART|67VULN|8MLV|9RCR|aDMG
274	33445 87212	 * 	158.86	ACR|2AART|1VULN|1DMG|3DUR	1RCVC|2MBVNT|35aDUR|4RCR|6VULN|78AART|9DMG
275	33446 21721	   	158.86	ACR|2VULN|2DMG|3DUR	1aRCVC|2MBVNT|368DUR|4RCR|58DMG|78VULN|8BPWR|9DUST
276	33177 33131	   	158.78	DCR|3DMG|1AART|1VULN	1RCVC|2MBVNT|35aDMG|4VULN|6LHND|7FEWX|8AART|9RCR
277	33177 36131	   	158.78	DCR|3DMG|1AART|1VULN	1RCVC|2MBVNT|35aDMG|4VULN|6LHND|7LWND|8AART|9RCR
278	33177 63131	   	158.78	DCR|3DMG|1AART|1VULN	1RCVC|2MBVNT|35aDMG|4VULN|6LWND|7FEWX|8AART|9RCR
279	41552 12131	   	158.77	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LWND|2ASPD|3DUST|4ZMB|5AART|67VULN|8TLV|9RCR|aDMG
280	33444 13316	 * 	158.69	ACR|2DMG|1AART|3DUR|2ASPD	1RCVC|2MBVNT|39aDUR|4RCR|5LIT|6aDMG|7AART|8aASPD|aBPWR
281	15611 41332	 * 	158.68	ACR|3DMG|1VULN|1CDMG|1ASPD	1LSRICY|2BELT|3RCR|4ASPD|5VULN|6BEXP|78aDMG|9CDMG
282	15611 21332	   	158.58	ACR|3DMG|1VULN|1CDMG|1ASPD	1LSRICY|2BELT|3RCR|4ASPD|5VULN|6DUST|78aDMG|9CDMG
283	15614 23242	   	158.58	ACR|3DMG|1VULN|1CDMG|1ASPD	1LSRICY|2BELT|3RCR|4ASPD|58aDMG|6MBVNT|7CDMG|9VULN
284	33441 13177	   	158.58	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RCVC|2MBVNT|3DUR|4RCR|5ZMB|6CDMG|79VULN|8DUST|aAART
285	33173 74421	   	158.57	DCR|2VULN|2DMG|1FLTHEA|1ZMB	1RCVC|2MBVNT|38DMG|47VULN|5BELT|6FLTHEA|9ZMB|aRCR
286	33441 18522	 * 	158.55	ACR|1AART|1DMG|2CDMG|2ZMB|2DUR	1RCVC|2MBVNT|38DUR|4RCR|58ZMB|68CDMG|7AART|8BPWR|9LWND|aDMG
287	33441 18532	   	158.55	ACR|1AART|1DMG|2CDMG|2ZMB|2DUR	1RCVC|2MBVNT|38DUR|4RCR|58ZMB|68CDMG|7AART|8BPWR|9BEXP|aDMG
288	21342 14423	   	158.45	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1MLV|2ERES|3AART|4DUR|5CDMG|6LWND|7RCR|89VULN|aZMB
289	33441 18542	   	158.45	ACR|1AART|1DMG|2CDMG|2ZMB|2DUR	1RCVC|2MBVNT|38DUR|4RCR|58ZMB|68CDMG|7AART|8BPWR|9LEGI|aDMG
290	24111 31253	   	158.40	ACR|4VULN|1DMG|1ZMB	1MLV|289aVULN|3FEWX|4BELT|5RCR|6DMG|7ZMB
291	24132 33631	   	158.37	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	15MLV|2VULN|3FEWX|4DUR|6AART|7aDMG|8ZMB|9RCR
292	24142 33631	   	158.37	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1MLV|2VULN|34FEWX|5DUR|6AART|7aDMG|8ZMB|9RCR
293	33181 12385	 * 	158.31	DCR|2DMG|1VULN|2CDMG|2ASPD	1aRCVC|2MBVNT|39DMG|49CDMG|5DUST|6VULN|7RCR|89ASPD|9BPWR
294	33125 17422	   	158.31	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|2RCVC|1DUR	14RCVC|2MBVNT|3DMG|5VULN|6CDMG|7AART|8ZMB|9DUR|aRCR
295	64111 31253	   	158.30	ACR|4VULN|1DMG|1ZMB	1TLV|289aVULN|3FEWX|4BELT|5RCR|6DMG|7ZMB
296	33166 17432	 * 	158.25	DCR|2DMG|1AART|1CDMG|2DUR|1ZMB	1RCVC|2MBVNT|35DMG|45DUR|5BPWR|6CDMG|7AART|8ZMB|9LWND|aRCR
297	11531 24133	   	158.23	ACR|1AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	1LSRICY|2BEXP|3RCR|4ZMB|5DMG|6VULN|79DUR|8ASPD|aAART
298	11536 34133	   	158.23	ACR|1AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	1LSRICY|2BEXP|3RCR|4ZMB|5VULN|6DMG|79DUR|8ASPD|aAART
299	15611 12321	   	158.17	ACR|2VULN|2DMG|1ZMB|1ASPD	1aLSRICY|2BELT|3RCR|4ASPD|5aVULN|6ZMB|7DMSP|8LWND|9aDMG|aBPWR
300	33413 12177	   	158.16	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RCVC|2MBVNT|3DUR|4ZMB|59VULN|6CDMG|7RCR|8DUST|aAART
301	33581 31345	   	158.15	ACR|2VULN|1AART|1DMG|1ZMB	1RCVC|2MBVNT|36LHND|4RCR|5ZMB|78VULN|9DMG|aAART
302	13531 24133	   	158.13	ACR|1AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	1LSRICY|2DUST|3RCR|4ZMB|5DMG|6VULN|79DUR|8ASPD|aAART
303	13536 34133	   	158.13	ACR|1AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	1LSRICY|2DUST|3RCR|4ZMB|5VULN|6DMG|79DUR|8ASPD|aAART
304	41121 22431	 * 	158.08	ACR|4VULN|1AART|1ASPD	1LWND|2ASPD|3BELT|468aVULN|5RCR|7LIT|9AART
305	43154 22312	 * 	158.05	DCR|2AART|2VULN|1ZMB|1DUR	1LWND|2ERES|3FEWX|48AART|5ZMB|6RCR|7aVULN|9DUR
306	24111 53141	   	158.02	ACR|3VULN|2DMG|1DUR	19MLV|268VULN|39FEWX|4BELT|5RCR|79DMG|9BPWR|aDUR
307	24311 23141	   	158.02	ACR|3VULN|2DMG|1DUR	19MLV|268VULN|39BEXP|4BELT|5RCR|79DMG|9BPWR|aDUR
308	41121 21131	   	158.02	ACR|3VULN|2DMG|1ASPD	19LWND|2ASPD|3BELT|469VULN|5RCR|7RPLT|89DMG|9BPWR|aCGEN
309	41121 21132	   	158.02	ACR|3VULN|2DMG|1ASPD	19LWND|2ASPD|3BELT|469VULN|5RCR|7RPLT|89DMG|9BPWR|aBEXP
310	41121 21133	   	158.02	ACR|3VULN|2DMG|1ASPD	19LWND|2ASPD|3BELT|469VULN|5RCR|7RPLT|89DMG|9BPWR|aLIT
311	24111 35151	   	158.02	ACR|3VULN|2DMG|1DUR	17MLV|289VULN|37FEWX|4BELT|5RCR|67DMG|7BPWR|aDUR
312	15611 13341	   	157.97	ACR|2VULN|2DMG|1ZMB|1ASPD	1aLSRICY|2BELT|3RCR|4ASPD|5aVULN|6ZMB|79DUST|8aDMG|aBPWR
313	15633 63223	   	157.97	ACR|2VULN|2DMG|1ZMB|1DUR	1LSRICY|2BELT|3RCR|48VULN|5BEXP|6DUR|7ZMB|9aDMG
314	26131 23541	   	157.92	ACR|3VULN|2DMG|1DUR	19MLV|2DUST|38BELT|469VULN|5RCR|79DMG|9BPWR|aDUR
315	41121 21135	   	157.92	ACR|3VULN|2DMG|1ASPD	19LWND|2ASPD|3BELT|469VULN|5RCR|7RPLT|89DMG|9BPWR|aDUST
316	12533 42214	   	157.89	ACR|2VULN|1DMG|2ZMB|1CDMG|1DUR	1LSRICY|2LWND|3RCR|45ZMB|67VULN|8CDMG|9DUR|aDMG
317	24511 23141	   	157.82	ACR|3VULN|2DMG|1DUR	19MLV|268VULN|39DUST|4BELT|5RCR|79DMG|9BPWR|aDUR
318	26131 23241	   	157.82	ACR|3VULN|2DMG|1DUR	19MLV|28DUST|3BELT|469VULN|5RCR|79DMG|9BPWR|aDUR
319	64311 23141	   	157.82	ACR|3VULN|2DMG|1DUR	19TLV|268VULN|39BEXP|4BELT|5RCR|79DMG|9BPWR|aDUR
320	33446 18222	   	157.82	ACR|2DMG|1VULN|2CDMG|2DUR	19RCVC|2MBVNT|38DUR|4RCR|58DMG|68CDMG|7BELT|8BPWR|aVULN
321	33446 21732	   	157.78	ACR|2VULN|2DMG|3DUR	1RCVC|2MBVNT|368DUR|4RCR|58DMG|78VULN|8BPWR|9aBEXP
322	33446 21734	   	157.78	ACR|2VULN|2DMG|3DUR	1RCVC|2MBVNT|368DUR|4RCR|58DMG|78VULN|8BPWR|9BEXP|aLHND
323	33446 21735	   	157.78	ACR|2VULN|2DMG|3DUR	1RCVC|2MBVNT|368DUR|4RCR|58DMG|78VULN|8BPWR|9BEXP|aBELT
