0	Index      	 *	Score 	Summary	Detail	
1	11313 36364	 * 	192.39	ACR|3VULN|1AART|1DMG|2CDMG|2DUR	169VULN|29CDMG|3CGEN|4RCR|5ERES|79DUR|8AART|9BPWR|aDMG
166	11111 62241	   	172.25	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	1aVULN|2CDMG|37aERES|4RCR|5MGNSTR|6DMG|8aZMB|9AART|aBPWR
167	63335 24321	   	172.23	ACR|3VULN|1AART|2CDMG|2DUR	17DUR|2LWND|379VULN|4RCR|57CDMG|6LEGI|7BPWR|8AART|aTLV
168	63335 24331	   	172.23	ACR|3VULN|1AART|2CDMG|2DUR	17DUR|2LWND|37aVULN|4RCR|57CDMG|6LEGI|7BPWR|8AART|9DLOT
169	11313 36362	   	172.23	ACR|3VULN|1AART|2CDMG|2DUR	169VULN|29CDMG|3CGEN|4RCR|5ERES|79DUR|8AART|9BPWR|aDUST
170	11552 62231	   	172.13	DCR|3VULN|1AART|1DMG|1CDMG	145VULN|2CDMG|3LHND|6DMG|7RCR|8FEWX|9BEXP|aAART
171	63335 24323	   	172.09	ACR|3VULN|1AART|2CDMG|2DUR|1SELL	17DUR|2LWND|379VULN|4RCR|57CDMG|6LEGI|7BPWR|8AART|aSELL
172	61214 31433	   	172.07	ACR|3VULN|2AART|1CDMG|1DUR	1DUR|2CDMG|3RMIN|4RCR|567VULN|8aAART|9RCVC
173	11552 62211	   	172.03	DCR|3VULN|1AART|1DMG|1CDMG	145VULN|2CDMG|3LHND|6DMG|7RCR|8FEWX|9DUST|aAART
174	51614 12222	   	172.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	19LHND|2CDMG|3RCR|4ZMB|58VULN|6LEGI|7AART|aDMG
175	11513 51132	 * 	171.87	DCR|2VULN|2DMG|2CDMG|2ZMB|1DUR	17VULN|27CDMG|3LHND|45ZMB|67DMG|7BPWR|8TLV|9DUR|aRCR
176	11513 51232	   	171.87	DCR|2VULN|2DMG|2CDMG|2ZMB|1DUR	17VULN|27CDMG|3LHND|45ZMB|67DMG|7BPWR|8ERES|9DUR|aRCR
177	61113 62232	   	171.85	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1DUR|29CDMG|3ERES|4RCR|5LWND|68VULN|7AART|aDMG
178	63335 52213	   	171.85	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1DUR|2LWND|38VULN|4RCR|5aCDMG|6DMG|7AART|9ERES
179	61114 12232	   	171.75	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1DUR|29CDMG|3ERES|4RCR|58VULN|6LEGI|7AART|aDMG
180	42532 13343	 * 	171.67	DCR|2AART|3ZMB|1VULN|1DMG	1LIT|245ZMB|39AART|6RCR|7CGEN|8VULN|aDMG
181	12325 26361	   	171.52	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	17VULN|2CANSTR|3RCR|4LWND|56DMG|8ZMB|9DUR|aCDMG
182	53331 42242	   	171.46	ACR|3VULN|1AART|1DMG|1ZMB|1SELL	1LHND|2LWND|389VULN|4RCR|5SELL|6ZMB|7AART|aDMG
183	61652 23121	   	171.43	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	17DUR|2CDMG|3RCR|4VULN|5LHND|6LEGI|89DMG|aAART
184	42532 13352	 * 	171.40	DCR|2VULN|3ZMB|1AART|1CDMG	1LIT|245ZMB|3AART|6RCR|7CGEN|8aVULN|9CDMG
185	11312 51622	   	171.35	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	17VULN|26CDMG|3CGEN|4RCR|5LHND|8AART|9DUR|aDMG
186	11314 53622	   	171.35	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	15VULN|26CDMG|3CGEN|4RCR|7LHND|8AART|9DUR|aDMG
187	61651 31313	   	171.29	ACR|3VULN|3CDMG|3DUR|1ZMB	17aDUR|278CDMG|3RCR|467VULN|5RCVC|7BPWR|9ZMB
188	11112 51622	   	171.25	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	17VULN|26CDMG|3ERES|4RCR|5LHND|8AART|9DUR|aDMG
189	11114 53622	   	171.25	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	15VULN|26CDMG|3ERES|4RCR|7LHND|8AART|9DUR|aDMG
190	11313 36334	   	171.25	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	16VULN|29CDMG|3CGEN|4RCR|5ERES|7DUR|8AART|aDMG
191	61214 31115	 * 	171.14	ACR|3VULN|1DMG|2ZMB|1CDMG|1DUR	1DUR|2CDMG|3RMIN|4RCR|567VULN|89ZMB|aDMG
192	11662 52113	   	171.06	DCR|2VULN|2DMG|1AART|1CDMG	1aVULN|2CDMG|3aFEWX|4DUST|5LHND|6aDMG|7AART|8DLOT|9RCR|aBPWR
193	62614 32121	   	171.03	ACR|3VULN|1AART|1DMG|2DUR	17DUR|2MLV|3DMG|4RCR|568VULN|9DUST|aAART
194	61623 22212	   	171.02	ACR|3VULN|1DMG|1CDMG|2DUR|1ASPD	16DUR|2CDMG|3RCR|4LIT|568VULN|6BPWR|7DMG|9LHND|aASPD
195	61623 22242	   	171.02	ACR|3VULN|1DMG|1CDMG|2DUR|1ASPD	16DUR|2CDMG|3RCR|4LIT|568VULN|6BPWR|7DMG|9FEWX|aASPD
196	61623 22252	   	171.02	ACR|3VULN|1DMG|1CDMG|2DUR|1ASPD	16DUR|2CDMG|3RCR|4LIT|568VULN|6BPWR|7DMG|9LWND|aASPD
197	11261 32412	   	170.93	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	14VULN|26CDMG|3RMIN|5DUR|7RCR|8AART|9LWND|aDMG
198	11261 32442	   	170.93	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	14VULN|26CDMG|3RMIN|5DUR|7RCR|8AART|9LHND|aDMG
199	11334 32622	   	170.93	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	15VULN|26CDMG|3CGEN|4LWND|7RCR|8AART|9DUR|aDMG
200	61623 22232	   	170.92	ACR|3VULN|1DMG|1CDMG|2DUR|1ASPD	16DUR|2CDMG|3RCR|4LIT|568VULN|6BPWR|7DMG|9DUST|aASPD
201	21622 64221	   	170.90	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1BELT|2MGNSTR|3RCR|4CDMG|5VULN|67DMG|8ZMB|9AART|aDMSP
202	21622 66221	   	170.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BELT|2MGNSTR|3RCR|4CDMG|57VULN|6DMG|8ZMB|9AART|aDMSP
203	11134 32622	   	170.83	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	15VULN|26CDMG|3ERES|4LWND|7RCR|8AART|9DUR|aDMG
204	21622 64222	   	170.80	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1BELT|2MGNSTR|3RCR|4CDMG|5VULN|67DMG|8ZMB|9AART|aLSRREG
205	21622 64223	   	170.80	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1BELT|2MGNSTR|3RCR|4CDMG|5VULN|67DMG|8ZMB|9AART|aCANHEL
206	21622 66222	   	170.80	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BELT|2MGNSTR|3RCR|4CDMG|57VULN|6DMG|8ZMB|9AART|aLSRREG
207	21622 66223	   	170.80	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BELT|2MGNSTR|3RCR|4CDMG|57VULN|6DMG|8ZMB|9AART|aCANHEL
208	11311 36636	   	170.75	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1aVULN|27CDMG|3CGEN|4RCR|5MGNSTR|6DUR|8DMG|9AART
209	11552 62113	 * 	170.72	DCR|3VULN|1DMG|2ZMB|1CDMG|1DUR	145VULN|2CDMG|3LHND|6DMG|7RCR|89ZMB|aDUR
210	43161 62322	   	170.72	DCR|3VULN|1AART|1DMG|1DUR	1LIT|2ERES|38aVULN|4DUR|5AART|6RCR|7RPLT|9DMG
211	11211 13663	   	170.65	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1aVULN|26CDMG|3RMIN|4RCR|56SNIHEL|6BPWR|7DUR|8DMG|9AART
212	11452 22115	   	170.62	DCR|3VULN|1DMG|2ZMB|1CDMG|1DUR	145VULN|2CDMG|3DUR|6ERES|7RCR|89ZMB|aDMG
213	15315 53243	   	170.61	DCR|3VULN|2DMG|1ZMB|1DUR	13aVULN|28aDUST|4ZMB|5DUR|6MBVNT|7RCR|9aDMG|aBPWR
214	61651 31322	   	170.47	ACR|4VULN|3CDMG|2DUR	17DUR|278CDMG|3RCR|4679VULN|5RCVC|7BPWR|aDUST
215	61651 31323	   	170.47	ACR|4VULN|3CDMG|2DUR	17DUR|278CDMG|3RCR|4679VULN|5RCVC|7BPWR|aDLOT
216	61652 13442	   	170.46	ACR|3VULN|1AART|1CDMG|1ASPD|1DUR	1DUR|2CDMG|3RCR|48aVULN|5LHND|6MBVNT|7AART|9ASPD
217	21662 33326	   	170.37	ACR|2VULN|2DMG|1AART|1ASPD	1BELT|28MGNSTR|3RCR|4ASPD|5RPLT|68DMG|78VULN|8BPWR|9BEXP|aAART
218	21662 33316	   	170.27	ACR|2VULN|2DMG|1AART|1ASPD	1BELT|28MGNSTR|3RCR|4ASPD|5RPLT|68DMG|78VULN|8BPWR|9DUST|aAART
219	11552 62111	 * 	170.10	DCR|3VULN|1DMG|2CDMG|2ZMB	145VULN|2aCDMG|3LHND|6DMG|7RCR|89ZMB
220	12332 45422	   	169.94	ACR|3VULN|1AART|1DMG|1DUR	159VULN|25CANSTR|3RCR|4BELT|5BPWR|6DUR|7AART|8RCVC|aDMG
221	62615 23332	   	169.93	ACR|2AART|2VULN|1DMG|2DUR	1aDUR|2MLV|3DMG|4RCR|59AART|6LIT|78VULN
222	11312 62354	   	169.93	ACR|2VULN|2DMG|2CDMG|2DUR	16VULN|2aCDMG|3CGEN|4RCR|5LHND|7aDMG|8TLV|9aDUR|aBPWR
223	11314 12354	   	169.93	ACR|2VULN|2DMG|2CDMG|2DUR	15VULN|2aCDMG|3CGEN|4RCR|6LHND|7aDMG|8TLV|9aDUR|aBPWR
224	11311 15641	 * 	169.86	ACR|4VULN|1DMG|2CDMG	167aVULN|29CDMG|3CGEN|4RCR|56MGNSTR|6BPWR|8DMG
225	11311 13444	   	169.83	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	16VULN|2CDMG|3CGEN|4RCR|56MGNSTR|6BPWR|78DUR|9AART|aDMG
226	11112 62354	   	169.83	ACR|2VULN|2DMG|2CDMG|2DUR	16VULN|2aCDMG|3ERES|4RCR|5LHND|7aDMG|8TLV|9aDUR|aBPWR
227	11114 12354	   	169.83	ACR|2VULN|2DMG|2CDMG|2DUR	15VULN|2aCDMG|3ERES|4RCR|6LHND|7aDMG|8TLV|9aDUR|aBPWR
228	11111 13641	   	169.76	ACR|4VULN|1DMG|2CDMG	167aVULN|29CDMG|3ERES|4RCR|56MGNSTR|6BPWR|8DMG
229	11234 32426	   	169.73	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	15VULN|26CDMG|3RMIN|4LWND|7RCR|8DUR|9DMG|aAART
230	11261 32226	   	169.73	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	14VULN|26CDMG|3RMIN|5DUR|7RCR|8FEWX|9DMG|aAART
231	53335 42222	   	169.70	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	19LHND|2LWND|38VULN|4RCR|5CDMG|6ZMB|7AART|aDMG
232	11261 32627	   	169.63	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	14VULN|26CDMG|3RMIN|5DUR|7RCR|8MBVNT|9DMG|aAART
233	11215 12847	   	169.60	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|2CDMG|3RMIN|4RCR|5MBVNT|6LHND|7AART|89DMG|aZMB
234	11213 25366	 * 	169.44	ACR|2VULN|2AART|2CDMG|2ASPD	19VULN|29CDMG|3RMIN|4RCR|5ERES|6CGEN|79ASPD|8aAART|9BPWR
235	11313 15366	   	169.44	ACR|2VULN|2AART|2CDMG|2ASPD	19VULN|29CDMG|3CGEN|4RCR|5ERES|6RMIN|79ASPD|8aAART|9BPWR
236	11114 56323	   	169.42	ACR|4VULN|1DMG|2CDMG|1SELL	159aVULN|26CDMG|3ERES|4RCR|7DMG|8SELL
237	63331 52342	   	169.33	ACR|2VULN|2DMG|1AART|1DUR|1SELL	1DUR|2LWND|39VULN|4RCR|5SELL|6aDMG|7AART|8RCVC
238	11214 56333	   	169.25	ACR|2VULN|3CDMG|1AART|1DMG	15VULN|268CDMG|3RMIN|4RCR|7DMG|9MLV|aAART
239	65331 53333	 * 	169.19	ACR|3VULN|2DMG|3DUR|1SELL	17aDUR|2DUST|39aVULN|4RCR|5SELL|6aDMG|8RPLT|aBPWR
240	11216 32416	   	169.13	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	16VULN|2CDMG|3RMIN|4RCR|5BEXP|7DMG|89DUR|aAART
241	11216 36116	   	169.13	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	16VULN|2CDMG|3RMIN|4RCR|5BEXP|79DUR|8DMG|aAART
242	11313 32425	   	169.12	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	16VULN|2CDMG|3CGEN|4RCR|5ERES|7ZMB|8DUR|9aDMG
243	11214 12316	   	169.10	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	15VULN|2CDMG|3RMIN|4RCR|6LWND|7DMG|8AART|9FEWX|aZMB
244	11215 42517	   	169.03	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	16VULN|2CDMG|3RMIN|4RCR|5MBVNT|7DMG|89DUR|aAART
245	11215 47117	   	169.03	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	16VULN|2CDMG|3RMIN|4RCR|5MBVNT|79DUR|8DMG|aAART
246	11114 62316	   	169.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	15VULN|2CDMG|3ERES|4RCR|6LWND|7DMG|8AART|9FEWX|aZMB
247	11215 42447	   	169.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	16VULN|2CDMG|3RMIN|4RCR|5MBVNT|7DMG|8AART|9BEXP|aZMB
248	11215 42467	   	169.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	16VULN|2CDMG|3RMIN|4RCR|5MBVNT|7DMG|8AART|9LWND|aZMB
249	11215 42478	   	169.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	16VULN|2CDMG|3RMIN|4RCR|5MBVNT|7DMG|8AART|9LIT|aZMB
250	11214 12336	   	169.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	15VULN|2CDMG|3RMIN|4RCR|6LWND|7DMG|8AART|9DUST|aZMB
251	11114 62336	   	168.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	15VULN|2CDMG|3ERES|4RCR|6LWND|7DMG|8AART|9DUST|aZMB
252	11215 42437	   	168.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	16VULN|2CDMG|3RMIN|4RCR|5MBVNT|7DMG|8AART|9DUST|aZMB
253	62615 23311	   	168.84	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2MLV|3DMG|4RCR|5AART|6LIT|78aVULN|9RCVC
254	11614 32412	   	168.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	15VULN|2CDMG|3FEWX|4ZMB|6RCVC|7RCR|8AART|9LWND|aDMG
255	11214 56321	 * 	168.64	ACR|3VULN|3CDMG|1DMG|1DUR	159VULN|268CDMG|3RMIN|4RCR|7DMG|aDUR
256	11314 56331	   	168.64	ACR|3VULN|3CDMG|1DMG|1DUR	15aVULN|268CDMG|3CGEN|4RCR|7DMG|9DUR
257	11311 12462	   	168.60	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	16VULN|2CDMG|3CGEN|4RCR|56MGNSTR|6BPWR|7LIT|8DMG|9AART|aZMB
258	11111 14462	   	168.50	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	16VULN|2CDMG|3ERES|4RCR|56MGNSTR|6BPWR|7LIT|8DMG|9AART|aZMB
259	11311 11244	   	168.50	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	16VULN|2CDMG|3CGEN|4RCR|56MGNSTR|6BPWR|7ERES|8ZMB|9AART|aDMG
260	11311 16244	   	168.50	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	16VULN|2CDMG|3CGEN|4RCR|56MGNSTR|6BPWR|7TLV|8ZMB|9AART|aDMG
261	11335 41782	   	168.43	DCR|3VULN|1AART|1DMG|1CDMG	167VULN|2CDMG|3CGEN|4LWND|5MBVNT|8AART|9RCR|aDMG
262	11111 16244	   	168.40	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	16VULN|2CDMG|3ERES|4RCR|56MGNSTR|6BPWR|7TLV|8ZMB|9AART|aDMG
263	11111 61536	   	168.40	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1aVULN|2CDMG|3ERES|4RCR|5MGNSTR|6DMG|7ZMB|8CGEN|9AART
264	11215 42288	   	168.40	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	16VULN|2CDMG|3RMIN|4RCR|5MBVNT|7DMG|8LIT|9AART|aZMB
265	11111 62244	   	168.30	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|2CDMG|37ERES|4RCR|5MGNSTR|6aDMG|8ZMB|9AART
266	11311 11241	 * 	168.14	ACR|3VULN|1AART|2ZMB|1CDMG	16aVULN|2CDMG|3aCGEN|4RCR|56MGNSTR|6aBPWR|7ERES|8aZMB|9AART
267	11311 16241	   	168.14	ACR|3VULN|1AART|2ZMB|1CDMG	16aVULN|2CDMG|3aCGEN|4RCR|56MGNSTR|6aBPWR|7TLV|8aZMB|9AART
268	11313 26366	   	168.13	ACR|2VULN|2AART|2CDMG|2DUR	19VULN|29CDMG|3CGEN|4RCR|5ERES|6DMSP|79DUR|8aAART|9BPWR
269	11512 51132	   	168.02	DCR|2VULN|2DMG|2CDMG|1ZMB|1DUR	17VULN|27CDMG|35LHND|4ZMB|67DMG|7BPWR|8TLV|9DUR|aRCR
270	11512 51232	   	168.02	DCR|2VULN|2DMG|2CDMG|1ZMB|1DUR	17VULN|27CDMG|35LHND|4ZMB|67DMG|7BPWR|8ERES|9DUR|aRCR
271	65335 13442	   	167.96	ACR|3VULN|1AART|1CDMG|1ASPD|1DUR	1DUR|2DUST|38aVULN|4RCR|5CDMG|6MBVNT|7AART|9ASPD
272	11111 16241	   	167.94	ACR|3VULN|1AART|2ZMB|1CDMG	16aVULN|2CDMG|3aERES|4RCR|56MGNSTR|6aBPWR|7TLV|8aZMB|9AART
273	51652 32222	   	167.93	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	19LHND|2CDMG|3RCR|48VULN|5LEGI|6ASPD|7AART|aDMG
274	11216 32316	   	167.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	16VULN|2CDMG|3RMIN|4RCR|5BEXP|7DMG|8DMSP|9ZMB|aAART
275	14432 31134	 * 	167.87	DCR|4VULN|1AART|1CDMG	167aVULN|2CGEN|3AART|4RPLT|5TLV|8RCR|9CDMG
276	61623 21422	   	167.82	ACR|3VULN|1AART|1CDMG|2DUR	16DUR|2CDMG|3RCR|4LIT|56aVULN|6BPWR|7LHND|8BEXP|9AART
277	61623 23322	   	167.82	ACR|3VULN|1AART|1CDMG|2DUR	16DUR|2CDMG|3RCR|4LIT|56aVULN|6BPWR|7BEXP|8LHND|9AART
278	61623 21522	   	167.72	ACR|3VULN|1AART|1CDMG|2DUR	16DUR|2CDMG|3RCR|4LIT|56aVULN|6BPWR|7LHND|8DUST|9AART
279	61623 26322	   	167.72	ACR|3VULN|1AART|1CDMG|2DUR	16DUR|2CDMG|3RCR|4LIT|56aVULN|6BPWR|7MBVNT|8LHND|9AART
280	61623 26412	   	167.72	ACR|3VULN|1AART|1CDMG|2DUR	16DUR|2CDMG|3RCR|4LIT|56aVULN|6BPWR|7MBVNT|8BEXP|9AART
281	11215 41518	   	167.69	ACR|4VULN|1AART|1CDMG	167aVULN|2CDMG|3RMIN|4RCR|5MBVNT|8AART|9LWND
282	11216 31462	   	167.69	ACR|4VULN|1AART|1CDMG	167aVULN|2CDMG|3RMIN|4RCR|5BEXP|8AART|9TLV
283	63335 15324	   	167.68	ACR|2VULN|1AART|2CDMG|2DUR|1ZMB	17DUR|29LWND|37VULN|4RCR|57CDMG|6MBVNT|7BPWR|8AART|aZMB
284	62613 22631	   	167.68	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	15DUR|2MLV|3DMG|4RCR|6DMSP|79VULN|8AART|aZMB
285	11115 12244	 * 	167.64	ACR|3VULN|1AART|2ASPD|1CDMG	18aVULN|2CDMG|3aERES|4RCR|5MBVNT|6LEGI|7AART|9aASPD|aBPWR
286	11261 32423	   	167.61	DCR|2VULN|2AART|2CDMG|2DUR	14VULN|26CDMG|3RMIN|59DUR|7RCR|8aAART
287	61651 31311	   	167.47	ACR|3VULN|3CDMG|2DUR|1ZMB	17DUR|278CDMG|3RCR|467VULN|5RCVC|7BPWR|9ZMB|aLWND
288	21662 33362	 * 	167.43	ACR|2VULN|2DMG|2ASPD|1CDMG	1BELT|28MGNSTR|3RCR|49ASPD|5RPLT|68DMG|78VULN|8BPWR|aCDMG
289	63331 52222	   	167.39	ACR|3VULN|1AART|1DMG|1DUR|1SELL	1DUR|2LWND|38aVULN|4RCR|5SELL|6DMG|7AART|9LHND
290	53331 32242	   	167.39	ACR|3VULN|1AART|1DMG|1ASPD|1SELL	1LHND|2LWND|389VULN|4RCR|5SELL|6ASPD|7AART|aDMG
291	11311 15623	   	167.39	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	167VULN|2CDMG|3CGEN|4RCR|56MGNSTR|6BPWR|8DMG|9DUR|aZMB
292	63331 15443	 * 	167.38	ACR|2VULN|2DMG|3DUR|1CDMG|1SELL	17aDUR|27aLWND|37VULN|4RCR|5SELL|6MBVNT|7aBPWR|8CDMG|9aDMG
293	11143 21154	   	167.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	17VULN|2CDMG|3ERES|49LHND|5ZMB|6AART|8RCR|aDMG
294	11143 21162	   	167.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	17VULN|2CDMG|3ERES|4LHND|5ZMB|6AART|8RCR|9CGEN|aDMG
295	11543 21162	   	167.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	17VULN|2CDMG|3LHND|4ERES|5ZMB|6AART|8RCR|9CGEN|aDMG
296	11343 21142	   	167.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	17VULN|2CDMG|3CGEN|4LHND|5ZMB|6AART|8RCR|9ERES|aDMG
297	63331 52243	   	167.29	ACR|3VULN|1AART|1DMG|1DUR|1SELL	1DUR|2LWND|389VULN|4RCR|5SELL|6DMG|7AART|aDLOT
298	11143 21144	   	167.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	17VULN|2CDMG|39ERES|4LHND|5ZMB|6AART|8RCR|aDMG
299	11311 12431	   	167.23	ACR|3VULN|2DMG|1CDMG	169VULN|2CDMG|39CGEN|4RCR|56MGNSTR|69BPWR|7LIT|89DMG|aRCVC
300	11311 12432	   	167.23	ACR|3VULN|2DMG|1CDMG	169VULN|2CDMG|39CGEN|4RCR|56MGNSTR|69BPWR|7LIT|89DMG|aDMSP
301	11311 12435	   	167.23	ACR|3VULN|2DMG|1CDMG	169VULN|2CDMG|39CGEN|4RCR|56MGNSTR|69BPWR|7LIT|89DMG|aBEXP
302	61651 31312	   	167.23	ACR|3VULN|3CDMG|2DUR|1ZMB|1SELL	17DUR|278CDMG|3RCR|467VULN|5RCVC|7BPWR|9ZMB|aSELL
303	61214 31125	   	167.19	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2CDMG|3RMIN|4RCR|567VULN|8ZMB|9DUST|aDMG
304	42515 31211	   	167.16	DCR|3ZMB|1AART|1VULN|1DMG|1DUR	1LIT|278ZMB|3AART|4CGEN|5DMG|6RCR|9DUR|aVULN
305	11414 32421	   	167.16	DCR|2VULN|1AART|2CDMG|2DUR|1ZMB	15VULN|26CDMG|39DUR|4ZMB|7RCR|8AART|aFEWX
306	11311 12433	   	167.13	ACR|3VULN|2DMG|1CDMG	169VULN|2CDMG|39CGEN|4RCR|56MGNSTR|69BPWR|7LIT|89DMG|aDUST
307	11214 53313	   	167.13	ACR|2VULN|3CDMG|1AART|1ZMB|1ASPD	15VULN|267CDMG|3RMIN|4RCR|8ASPD|9ZMB|aAART
308	11215 41388	   	167.09	ACR|4VULN|1AART|1CDMG	167aVULN|2CDMG|3RMIN|4RCR|5MBVNT|8BEXP|9AART
309	11414 32422	   	167.06	DCR|2VULN|1AART|2CDMG|2DUR|1ZMB	15VULN|26CDMG|39DUR|4ZMB|7RCR|8AART|aDLOT
310	11313 31366	   	167.04	ACR|3VULN|1AART|2CDMG|1DUR	169VULN|29CDMG|3CGEN|4RCR|5ERES|79LWND|8AART|9BPWR|aDUR
311	11311 15614	   	167.03	ACR|3VULN|2DMG|1CDMG	167VULN|2CDMG|39CGEN|4RCR|56MGNSTR|6BPWR|8aDMG
312	11315 23185	   	167.03	ACR|3DMG|2VULN|1CDMG	1aVULN|2CDMG|3aCGEN|4RCR|5MBVNT|6MLV|7FEWX|89aDMG|aBPWR
313	11513 32426	 * 	167.00	DCR|1AART|1VULN|2CDMG|1DMG|2ZMB|1DUR	1VULN|26CDMG|3LHND|45ZMB|7RCR|8DUR|9DMG|aAART
314	11215 41648	   	166.99	ACR|4VULN|1AART|1CDMG	167aVULN|2CDMG|3RMIN|4RCR|5MBVNT|8DUST|9AART
315	11452 61133	 * 	166.98	DCR|4VULN|2CDMG|1ZMB|1DUR|1SELL	1458VULN|2aCDMG|3DUR|6SELL|7RCR|9ZMB
316	63332 34115	   	166.94	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2LWND|379VULN|4RCR|5LHND|6VENICY|8AART|aDMG
317	11111 13634	   	166.93	ACR|3VULN|2DMG|1CDMG	167VULN|2CDMG|3ERES|4RCR|56MGNSTR|6BPWR|8aDMG|9RCVC
318	11215 41524	   	166.84	ACR|3VULN|1AART|2CDMG|1DUR	167VULN|2aCDMG|3RMIN|4RCR|5MBVNT|8AART|9DUR
319	11215 42828	   	166.83	ACR|3VULN|2DMG|1CDMG	169VULN|2CDMG|3RMIN|4RCR|5MBVNT|7aDMG|8RPLT
320	11115 23185	   	166.83	ACR|3DMG|2VULN|1CDMG	1aVULN|2CDMG|3aERES|4RCR|5MBVNT|6MLV|7FEWX|89aDMG|aBPWR
321	11215 42848	   	166.83	ACR|3DMG|2VULN|1CDMG	16VULN|2CDMG|3RMIN|4RCR|5MBVNT|79aDMG|8RPLT
322	11314 26333	   	166.72	ACR|3VULN|1AART|1CDMG|2DUR	15aVULN|2CDMG|39aCGEN|4RCR|6BELT|7AART|8aDUR|aBPWR
323	11452 22125	   	166.67	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	145VULN|2CDMG|3DUR|6ERES|7RCR|8ZMB|9DUST|aDMG
324	21622 14361	   	166.59	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1BELT|2MGNSTR|3RCR|4CDMG|5VULN|6ZMB|7DMG|8DUR|9ASPD|aAART
325	11314 23312	   	166.59	ACR|4VULN|1AART|1CDMG	1578VULN|2CDMG|3CGEN|4RCR|6BELT|9BEXP|aAART
326	12325 26341	   	166.59	ACR|3VULN|2DMG|1ZMB	179VULN|2CANSTR|3RCR|4LWND|56DMG|8ZMB|aDMSP
