0	Index      	 *	Score 	Summary	Detail	
1	46213 31522	 * 	196.34	ACR|3VULN|2DMG|1AART|2ZMB	19LHND|2AART|39DMG|4RCR|57ZMB|6LIT|89aVULN|9BPWR
163	35115 12263	   	170.85	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|2CGEN|35DMG|4RMIN|6RCR|79VULN|8AART|aVENICY
164	11363 22513	   	170.82	DCR|3VULN|3DMG	1RCVC|29aDMG|37aVULN|4LWND|5ERES|6RCR|8aTLV|aBPWR
165	31143 33115	 * 	170.77	DCR|3VULN|1AART|2ASPD|1CDMG|1SELL	1aASPD|2aDUST|3BEXP|4CDMG|5AART|6RCR|7SELL|89aVULN|aBPWR
166	34522 63311	 * 	170.55	3VULN|2DMG|2AART|3ZMB|2ASPD	18ASPD|269VULN|38DMG|458ZMB|7aAART|8BPWR
167	46211 26134	   	170.54	ACR|3VULN|1AART|1DMG|1DUR	1LHND|2AART|3DMG|4RCR|5DUR|6LWND|7MBVNT|89aVULN
168	34353 21122	 * 	170.50	DCR|4VULN|1AART|1DUR|1ASPD	1ASPD|248aVULN|3ERES|5DUR|6RCR|7AART|9FEWX
169	34353 21161	   	170.50	DCR|4VULN|1AART|1DUR|1ASPD	1ASPD|2489VULN|3ERES|5DUR|6RCR|7AART|aBEXP
170	34353 21162	   	170.50	DCR|4VULN|1AART|1DUR|1ASPD	1ASPD|2489VULN|3ERES|5DUR|6RCR|7AART|aDMSP
171	34353 21612	   	170.50	DCR|4VULN|1AART|1DUR|1ASPD	1ASPD|249aVULN|3ERES|5DUR|6RCR|7AART|8BEXP
172	46213 62133	   	170.50	ACR|2AART|2VULN|1DMG|1ZMB	1LHND|27AART|3DMG|4RCR|5ZMB|68VULN|9BELT|aRCVC
173	46216 12112	   	170.50	ACR|2AART|2VULN|1DMG|1ZMB	1LHND|27AART|3DMG|4RCR|5LWND|6ZMB|89VULN|aRPLT
174	46216 12113	   	170.50	ACR|2AART|2VULN|1DMG|1ZMB	1LHND|27AART|3DMG|4RCR|5LWND|6ZMB|89VULN|aFEWX
175	46213 22112	   	170.50	ACR|2AART|2VULN|1DMG|1ZMB	1LHND|27AART|3DMG|4RCR|5ZMB|6LWND|89VULN|aRPLT
176	46213 22113	   	170.50	ACR|2AART|2VULN|1DMG|1ZMB	1LHND|27AART|3DMG|4RCR|5ZMB|6LWND|89VULN|aFEWX
177	46213 22114	   	170.50	ACR|2AART|2VULN|1DMG|1ZMB	1LHND|27AART|3DMG|4RCR|5ZMB|6LWND|89VULN|aRCVC
178	34352 21512	   	170.40	DCR|4VULN|1AART|1DUR|1ASPD	1ASPD|249aVULN|3ERES|5DUST|6RCR|7AART|8DUR
179	34353 21132	   	170.40	DCR|4VULN|1AART|1DUR|1ASPD	1ASPD|248aVULN|3ERES|5DUR|6RCR|7AART|9DUST
180	34353 21163	   	170.40	DCR|4VULN|1AART|1DUR|1ASPD	1ASPD|2489VULN|3ERES|5DUR|6RCR|7AART|aVENICY
181	34352 21112	   	170.40	DCR|4VULN|1AART|1DUR|1ASPD	1ASPD|248aVULN|3ERES|5DUST|6RCR|7AART|9DUR
182	46213 62121	   	170.40	ACR|2AART|2VULN|1DMG|1ZMB	1aLHND|27AART|3DMG|4RCR|5ZMB|68VULN|9MBVNT
183	46213 62124	   	170.40	ACR|2AART|2VULN|1DMG|1ZMB	1LHND|27AART|3DMG|4RCR|5ZMB|68VULN|9MBVNT|aDMSP
184	46216 12111	   	170.40	ACR|2AART|2VULN|1DMG|1ZMB	1LHND|27AART|3DMG|4RCR|5LWND|6ZMB|89VULN|aLEGI
185	46213 22111	   	170.40	ACR|2AART|2VULN|1DMG|1ZMB	1LHND|27AART|3DMG|4RCR|5ZMB|6LWND|89VULN|aLEGI
186	46213 22115	   	170.40	ACR|2AART|2VULN|1DMG|1ZMB	1LHND|27AART|3DMG|4RCR|5ZMB|6LWND|89VULN|aNUKE
187	34522 11523	 * 	170.33	DCR|3VULN|1DMG|2ZMB|2ASPD|1CDMG	18ASPD|278VULN|3DMG|45ZMB|68LWND|8BPWR|9CDMG|aRCR
188	34354 21213	   	170.28	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	1ASPD|247VULN|3ERES|5RCR|6RMIN|8DUR|9DMG|aAART
189	11313 21413	   	170.26	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1RCVC|2DMG|39VULN|4RMIN|5aDUR|6RCR|7AART|8ZMB
190	11313 21432	   	170.26	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	1RCVC|2aDMG|3VULN|4RMIN|59DUR|6RCR|7AART|8ZMB
191	11346 21413	   	170.26	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1RCVC|2DMG|39VULN|4aDUR|5RMIN|6RCR|7AART|8ZMB
192	11346 21432	   	170.26	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	1RCVC|2aDMG|3VULN|49DUR|5RMIN|6RCR|7AART|8ZMB
193	11336 33341	 * 	170.08	DCR|2VULN|1AART|1DMG|2CDMG|1DUR|1SELL	1RCVC|2DMG|39VULN|46CDMG|5AART|7SELL|8RCR|aDUR
194	46113 11162	   	170.04	ACR|3VULN|2AART|2ZMB	1LHND|2aAART|36CGEN|4RCR|56ZMB|6BPWR|789VULN
195	46113 12115	   	169.94	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	1LHND|2AART|36CGEN|4RCR|56ZMB|6BPWR|7DUR|89VULN|aDMG
196	46113 11115	   	169.94	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	1LHND|2AART|36CGEN|4RCR|56ZMB|6BPWR|78VULN|9DUR|aDMG
197	46211 16111	   	169.84	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	1aLHND|2AART|3DMG|4RCR|5DUR|67ZMB|89VULN
198	46211 16113	   	169.84	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	1LHND|2AART|3DMG|4RCR|5DUR|67ZMB|89VULN|aBELT
199	11235 12163	   	169.75	DCR|2VULN|2DMG|1AART|1ASPD	1RCVC|25DMG|3ASPD|4FEWX|6RCR|79VULN|8BEXP|aAART
200	11235 14363	   	169.75	DCR|2VULN|2DMG|1AART|1ASPD	1RCVC|25DMG|3ASPD|4FEWX|6RCR|7BEXP|89VULN|aAART
201	35115 12163	   	169.75	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|2CGEN|35DMG|4RMIN|6RCR|79VULN|8BEXP|aAART
202	11366 21112	   	169.62	DCR|3VULN|1AART|1DMG|1DUR	1RCVC|2DMG|38aVULN|4LWND|5RMIN|6RCR|7AART|9DUR
203	11313 21152	   	169.62	DCR|3VULN|1AART|1DMG|1DUR	1RCVC|2DMG|38aVULN|4RMIN|5DUR|6RCR|7AART|9LWND
204	11313 21161	   	169.62	DCR|3VULN|1AART|1DMG|1DUR	1RCVC|2DMG|389VULN|4RMIN|5DUR|6RCR|7AART|aBEXP
205	11313 21162	   	169.62	DCR|3VULN|1AART|1DMG|1DUR	1RCVC|2DMG|389VULN|4RMIN|5DUR|6RCR|7AART|aDMSP
206	11313 21164	   	169.62	DCR|3VULN|1AART|1DMG|1DUR	1RCVC|2DMG|389VULN|4RMIN|5DUR|6RCR|7AART|aCGEN
207	11313 21165	   	169.62	DCR|3VULN|1AART|1DMG|1DUR	1RCVC|2DMG|389VULN|4RMIN|5DUR|6RCR|7AART|aLWND
208	11313 21166	   	169.62	DCR|3VULN|1AART|1DMG|1DUR	1aRCVC|2DMG|389VULN|4RMIN|5DUR|6RCR|7AART
209	11313 21612	   	169.62	DCR|3VULN|1AART|1DMG|1DUR	1RCVC|2DMG|39aVULN|4RMIN|5DUR|6RCR|7AART|8BEXP
210	11326 21512	   	169.62	DCR|3VULN|1AART|1DMG|1DUR	1RCVC|2DMG|39aVULN|4BEXP|5RMIN|6RCR|7AART|8DUR
211	11346 21152	   	169.62	DCR|3VULN|1AART|1DMG|1DUR	1RCVC|2DMG|38aVULN|4DUR|5RMIN|6RCR|7AART|9LWND
212	11346 21161	   	169.62	DCR|3VULN|1AART|1DMG|1DUR	1RCVC|2DMG|389VULN|4DUR|5RMIN|6RCR|7AART|aBEXP
213	11346 21162	   	169.62	DCR|3VULN|1AART|1DMG|1DUR	1RCVC|2DMG|389VULN|4DUR|5RMIN|6RCR|7AART|aDMSP
214	11346 21612	   	169.62	DCR|3VULN|1AART|1DMG|1DUR	1RCVC|2DMG|39aVULN|4DUR|5RMIN|6RCR|7AART|8BEXP
215	11413 21112	   	169.62	DCR|3VULN|1AART|1DMG|1DUR	1RCVC|2DMG|3LWND|4RMIN|5DUR|6RCR|7AART|89aVULN
216	11446 21112	   	169.62	DCR|3VULN|1AART|1DMG|1DUR	1RCVC|2DMG|3LWND|4DUR|5RMIN|6RCR|7AART|89aVULN
217	11661 36112	   	169.62	DCR|3VULN|1AART|1DMG|1ASPD	1RCVC|2DMG|3AART|4BEXP|5LWND|6ASPD|7RCR|89aVULN
218	11216 21366	 * 	169.57	ACR|2VULN|2DMG|2ASPD|1CDMG|1DUR	1RCVC|29DMG|39ASPD|48CGEN|5RCR|6DUR|79VULN|9BPWR|aCDMG
219	11323 21112	   	169.52	DCR|3VULN|1AART|1DMG|1DUR	1RCVC|2DMG|38aVULN|4BEXP|5ERES|6RCR|7AART|9DUR
220	11343 21122	   	169.52	DCR|3VULN|1AART|1DMG|1DUR	1RCVC|2DMG|38aVULN|4DUR|5ERES|6RCR|7AART|9FEWX
221	11343 21161	   	169.52	DCR|3VULN|1AART|1DMG|1DUR	1RCVC|2DMG|389VULN|4DUR|5ERES|6RCR|7AART|aBEXP
222	11343 21162	   	169.52	DCR|3VULN|1AART|1DMG|1DUR	1RCVC|2DMG|389VULN|4DUR|5ERES|6RCR|7AART|aDMSP
223	11343 21164	   	169.52	DCR|3VULN|1AART|1DMG|1DUR	1RCVC|2DMG|389VULN|4DUR|5ERES|6RCR|7AART|aCGEN
224	11343 21165	   	169.52	DCR|3VULN|1AART|1DMG|1DUR	1RCVC|2DMG|389VULN|4DUR|5ERES|6RCR|7AART|aLWND
225	11343 21166	   	169.52	DCR|3VULN|1AART|1DMG|1DUR	1aRCVC|2DMG|389VULN|4DUR|5ERES|6RCR|7AART
226	11343 21612	   	169.52	DCR|3VULN|1AART|1DMG|1DUR	1RCVC|2DMG|39aVULN|4DUR|5ERES|6RCR|7AART|8BEXP
227	11563 21122	   	169.52	DCR|3VULN|1AART|1DMG|1DUR	1RCVC|2DMG|3ERES|48aVULN|5DUR|6RCR|7AART|9FEWX
228	11563 21161	   	169.52	DCR|3VULN|1AART|1DMG|1DUR	1RCVC|2DMG|3ERES|489VULN|5DUR|6RCR|7AART|aBEXP
229	11563 21162	   	169.52	DCR|3VULN|1AART|1DMG|1DUR	1RCVC|2DMG|3ERES|489VULN|5DUR|6RCR|7AART|aDMSP
230	11563 21612	   	169.52	DCR|3VULN|1AART|1DMG|1DUR	1RCVC|2DMG|3ERES|49aVULN|5DUR|6RCR|7AART|8BEXP
231	11312 21512	   	169.52	DCR|3VULN|1AART|1DMG|1DUR	1RCVC|2DMG|39aVULN|4RMIN|5DUST|6RCR|7AART|8DUR
232	11313 21132	   	169.52	DCR|3VULN|1AART|1DMG|1DUR	1RCVC|2DMG|38aVULN|4RMIN|5DUR|6RCR|7AART|9DUST
233	11313 21163	   	169.52	DCR|3VULN|1AART|1DMG|1DUR	1RCVC|2DMG|389VULN|4RMIN|5DUR|6RCR|7AART|aSNIHEL
234	11323 21512	   	169.52	DCR|3VULN|1AART|1DMG|1DUR	1RCVC|2DMG|39aVULN|4BEXP|5ERES|6RCR|7AART|8DUR
235	11346 21132	   	169.52	DCR|3VULN|1AART|1DMG|1DUR	1RCVC|2DMG|38aVULN|4DUR|5RMIN|6RCR|7AART|9DUST
236	11346 21163	   	169.52	DCR|3VULN|1AART|1DMG|1DUR	1RCVC|2DMG|389VULN|4DUR|5RMIN|6RCR|7AART|aSNIHEL
237	11662 36132	   	169.52	DCR|3VULN|1AART|1DMG|1ASPD	1RCVC|2DMG|3AART|4BEXP|58aVULN|6ASPD|7RCR|9DUST
238	11326 21411	   	169.48	DCR|2VULN|2AART|1DMG|1ZMB	1RCVC|2DMG|39VULN|4BEXP|5RMIN|6RCR|7aAART|8ZMB
239	11343 21132	   	169.42	DCR|3VULN|1AART|1DMG|1DUR	1RCVC|2DMG|38aVULN|4DUR|5ERES|6RCR|7AART|9DUST
240	11343 21163	   	169.42	DCR|3VULN|1AART|1DMG|1DUR	1RCVC|2DMG|389VULN|4DUR|5ERES|6RCR|7AART|aVENICY
241	11562 21112	   	169.42	DCR|3VULN|1AART|1DMG|1DUR	1RCVC|2DMG|3ERES|48aVULN|5DUST|6RCR|7AART|9DUR
242	11562 21512	   	169.42	DCR|3VULN|1AART|1DMG|1DUR	1RCVC|2DMG|3ERES|49aVULN|5DUST|6RCR|7AART|8DUR
243	11563 21132	   	169.42	DCR|3VULN|1AART|1DMG|1DUR	1RCVC|2DMG|3ERES|48aVULN|5DUR|6RCR|7AART|9DUST
244	11563 21163	   	169.42	DCR|3VULN|1AART|1DMG|1DUR	1RCVC|2DMG|3ERES|489VULN|5DUR|6RCR|7AART|aVENICY
245	11225 13535	   	169.42	DCR|3DMG|1AART|2ASPD|1FLTHEA	1RCVC|257DMG|37ASPD|47LWND|6RCR|7BPWR|8AART|9DMSP|aFLTHEA
246	11225 13562	   	169.42	DCR|3DMG|1AART|2ASPD|1FLTHEA	1RCVC|257DMG|37ASPD|47LWND|6RCR|7BPWR|8AART|9FLTHEA|aCGEN
247	11225 13563	   	169.42	DCR|3DMG|1AART|2ASPD|1FLTHEA	1aRCVC|257DMG|37ASPD|47LWND|6RCR|7BPWR|8AART|9FLTHEA
248	46211 12312	 * 	169.41	ACR|3AART|1VULN|1DMG|2DUR|1ZMB	1LHND|279AART|3DMG|4RCR|58DUR|6ZMB|aVULN
249	11312 21411	   	169.38	DCR|2VULN|2AART|1DMG|1ZMB	1RCVC|2DMG|39VULN|4RMIN|5DUST|6RCR|7aAART|8ZMB
250	34323 61612	 * 	169.31	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1ASPD|29aVULN|3ERES|4RPLT|5ZMB|6CDMG|7AART|8RCR
251	11354 31152	   	169.20	ACR|3VULN|1AART|1DMG|1ZMB	1RCVC|2DMG|38aVULN|4ZMB|5RCR|6DUST|7AART|9LWND
252	11354 31161	   	169.20	ACR|3VULN|1AART|1DMG|1ZMB	1RCVC|2DMG|389VULN|4ZMB|5RCR|6DUST|7AART|aBEXP
253	11354 31162	   	169.20	ACR|3VULN|1AART|1DMG|1ZMB	1RCVC|2DMG|389VULN|4ZMB|5RCR|6DUST|7AART|aDMSP
254	11354 31212	   	169.20	ACR|3VULN|1AART|1DMG|1ZMB	1RCVC|2DMG|39aVULN|4ZMB|5RCR|6DUST|7AART|8BEXP
255	11454 31112	   	169.20	ACR|3VULN|1AART|1DMG|1ZMB	1RCVC|2DMG|3LWND|4ZMB|5RCR|6DUST|7AART|89aVULN
256	11136 32336	 * 	169.18	DCR|2DMG|1AART|3CDMG|1VULN|1SELL	1RCVC|29DMG|3SELL|4LEGI|5AART|679CDMG|8RCR|9BPWR|aVULN
257	11313 24423	   	169.14	DCR|3VULN|2DMG|1DUR|1ASPD	1RCVC|2aDMG|39aVULN|4RMIN|5DUR|6RCR|7ASPD|8aDUST|aBPWR
258	11354 31163	   	169.10	ACR|3VULN|1AART|1DMG|1ZMB	1RCVC|2DMG|389VULN|4ZMB|5RCR|6DUST|7AART|aSNIHEL
259	13142 36152	   	169.02	DCR|3VULN|1AART|1DMG|1ASPD	1RCVC|2BEXP|3ASPD|4AART|58aVULN|6DMG|7RCR|9LWND
260	13142 36161	   	169.02	DCR|3VULN|1AART|1DMG|1ASPD	1RCVC|2aBEXP|3ASPD|4AART|589VULN|6DMG|7RCR
261	13142 36163	   	169.02	DCR|3VULN|1AART|1DMG|1ASPD	1RCVC|2BEXP|3ASPD|4AART|589VULN|6DMG|7RCR|aDMSP
262	13141 36112	   	169.02	DCR|3VULN|1AART|1DMG|1ASPD	1RCVC|2BEXP|3ASPD|4AART|5LWND|6DMG|7RCR|89aVULN
263	13541 36112	   	169.02	DCR|3VULN|1AART|1DMG|1ASPD	1RCVC|2BEXP|3DMG|4AART|5LWND|6ASPD|7RCR|89aVULN
264	53141 36112	   	169.02	DCR|3VULN|1AART|1DMG|1ASPD	12BEXP|3ASPD|4AART|5LWND|6DMG|7RCR|89aVULN
265	11225 12366	   	169.01	DCR|3DMG|2VULN|2ASPD	1RCVC|259DMG|39ASPD|4LWND|6RCR|7aVULN|89CGEN|9BPWR
266	11225 13236	   	169.01	DCR|3DMG|2VULN|2ASPD	1RCVC|257DMG|37ASPD|47LWND|6RCR|7BPWR|8CGEN|9aVULN
267	11225 13336	   	169.01	DCR|3DMG|2VULN|2ASPD	1RCVC|257DMG|37ASPD|47LWND|6RCR|7BPWR|8aVULN|9CGEN
268	13142 36132	   	168.92	DCR|3VULN|1AART|1DMG|1ASPD	1RCVC|2BEXP|3ASPD|4AART|58aVULN|6DMG|7RCR|9DUST
269	13542 36132	   	168.92	DCR|3VULN|1AART|1DMG|1ASPD	1RCVC|2BEXP|3DMG|4AART|58aVULN|6ASPD|7RCR|9DUST
270	53142 36132	   	168.92	DCR|3VULN|1AART|1DMG|1ASPD	12BEXP|3ASPD|4AART|58aVULN|6DMG|7RCR|9DUST
271	11225 13136	   	168.91	DCR|3DMG|2VULN|2ASPD	1RCVC|257DMG|37ASPD|47LWND|6RCR|7BPWR|8ERES|9aVULN
272	11225 13326	   	168.91	DCR|3DMG|2VULN|2ASPD	1RCVC|257DMG|37ASPD|47LWND|6RCR|7BPWR|8aVULN|9ERES
273	31142 11165	   	168.84	DCR|3VULN|1AART|1CDMG|1ASPD|1DUR	1ASPD|2DUST|3BEXP|4CDMG|58aVULN|6RCR|7DUR|9AART
274	11314 53423	   	168.83	ACR|3VULN|2DMG|1ZMB|1DUR	1RCVC|2aDMG|39aVULN|4RMIN|5RCR|6ZMB|7DUR|8aDUST|aBPWR
275	11354 23423	   	168.83	ACR|3VULN|2DMG|1ZMB|1DUR	1RCVC|2aDMG|39aVULN|4ZMB|5RCR|6RMIN|7DUR|8aDUST|aBPWR
276	11343 63335	   	168.81	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	1RCVC|2aDMG|3VULN|4aDUR|5ERES|6AART|7CDMG|8RCR|9aLIT|aBPWR
277	11315 63343	   	168.76	DCR|2VULN|2DMG|1AART|2ASPD	1RCVC|28DMG|38VULN|46RMIN|58ASPD|7AART|8BPWR|9LIT|aRCR
278	16331 52412	   	168.59	ACR|3VULN|1AART|1DMG|1DUR|1SELL	1RCVC|2SELL|39aVULN|4RCR|5AART|6DUR|7RPLT|8DMG
279	46111 63212	   	168.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2AART|3CGEN|4RCR|5DUR|6aVULN|7LSRREG|8CDMG|9DMG
280	11224 61411	   	168.13	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1RCVC|2DMG|3ASPD|4LWND|5RCR|6AART|79VULN|8ZMB|aDUR
281	11234 61413	   	168.13	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1RCVC|2DMG|3ASPD|4FEWX|5RCR|6AART|79VULN|8ZMB|aDUR
282	11354 11611	   	168.00	ACR|3VULN|1AART|1DMG|1ZMB	1RCVC|2DMG|378VULN|4ZMB|5RCR|6TLV|9AART|aLWND
283	11354 11612	   	168.00	ACR|3VULN|1AART|1DMG|1ZMB	1aRCVC|2DMG|378VULN|4ZMB|5RCR|6TLV|9AART
284	46211 12412	 * 	167.97	ACR|3AART|1VULN|1DMG|2ZMB|1DUR	1LHND|279AART|3DMG|4RCR|5DUR|68ZMB|aVULN
285	11313 21466	   	167.97	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1RCVC|2DMG|3VULN|4RMIN|5DUR|6RCR|7AART|8ZMB|9CDMG|aASPD
286	34523 31153	   	167.92	DCR|2VULN|2DMG|2CDMG|1ZMB|1ASPD	1ASPD|27VULN|36DMG|4ZMB|5LHND|89CDMG|aRCR
287	11343 21436	   	167.87	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1RCVC|2DMG|3VULN|4DUR|5ERES|6RCR|7AART|8ZMB|9CDMG|aASPD
288	11235 12315	   	167.82	DCR|3DMG|1AART|1VULN|1ASPD	1RCVC|259DMG|3ASPD|4FEWX|6RCR|7VULN|8CGEN|aAART
289	11234 61612	   	167.77	ACR|2VULN|2DMG|1AART|1ASPD	1RCVC|2aDMG|3ASPD|4FEWX|5RCR|6AART|79VULN|8RMIN
290	13114 63512	   	167.77	ACR|2VULN|2DMG|1AART|1ASPD	1RCVC|2BEXP|3ASPD|4RMIN|5RCR|6AART|7aDMG|89VULN
291	11222 66112	   	167.72	DCR|3VULN|1AART|1DMG|1ASPD	1RCVC|2DMG|3ASPD|4LWND|5DUST|6AART|7RCR|89aVULN
292	11225 12515	   	167.72	DCR|3DMG|1AART|1VULN|1ASPD	1RCVC|259DMG|3ASPD|4LWND|6RCR|7VULN|8NUKE|aAART
293	11232 66112	   	167.72	DCR|3VULN|1AART|1DMG|1ASPD	1RCVC|2DMG|3ASPD|4FEWX|5DUST|6AART|7RCR|89aVULN
294	11235 12515	   	167.72	DCR|3DMG|1AART|1VULN|1ASPD	1RCVC|259DMG|3ASPD|4FEWX|6RCR|7VULN|8NUKE|aAART
295	35112 66112	   	167.72	DCR|3VULN|1AART|1DMG|1ASPD	1ASPD|2CGEN|3DMG|4RMIN|5LEGI|6AART|7RCR|89aVULN
296	36123 66112	   	167.72	DCR|3VULN|1AART|1DMG|1ASPD	1ASPD|2RMIN|3DMG|4FEWX|5ERES|6AART|7RCR|89aVULN
297	11336 33451	 * 	167.68	DCR|2VULN|1AART|1DMG|2CDMG|1DUR|1SELL	1RCVC|2DMG|38VULN|46CDMG|5AART|7SELL|9RCR|aDUR
298	11313 21335	   	167.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCVC|2DMG|3aVULN|4RMIN|5DUR|6RCR|7AART|8CGEN|9CDMG
299	11346 21335	   	167.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCVC|2DMG|3aVULN|4DUR|5RMIN|6RCR|7AART|8CGEN|9CDMG
300	12323 51115	   	167.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCVC|2CGEN|38VULN|4RPLT|5CDMG|6RCR|7AART|9DUR|aDMG
301	12323 51515	   	167.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCVC|2CGEN|39VULN|4RPLT|5CDMG|6RCR|7AART|8DUR|aDMG
302	12311 65412	   	167.54	ACR|3VULN|1AART|1DMG|1DUR	1RCVC|2CGEN|36aVULN|4RCR|5DUST|7AART|8DMG|9DUR
303	16332 31512	   	167.39	ACR|3VULN|1AART|1DMG|1DUR|1SELL	1RCVC|2SELL|39aVULN|4RCR|5RPLT|6DMG|7AART|8DUR
304	11354 41131	   	167.30	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCVC|2DMG|38VULN|4ZMB|5RCR|6LHND|7AART|9BELT|aCDMG
305	34312 51112	   	167.30	DCR|3VULN|1AART|1ZMB|1DUR|1ASPD	1ASPD|28aVULN|3ERES|4NUKE|5ZMB|6RCR|7AART|9DUR
306	34353 21412	   	167.30	DCR|3VULN|1AART|1ZMB|1DUR|1ASPD	1ASPD|24aVULN|3ERES|5DUR|6RCR|7AART|8ZMB|9TLV
307	16332 31411	   	167.25	ACR|2VULN|2AART|1DMG|1ZMB|1SELL	1RCVC|2SELL|39VULN|4RCR|5RPLT|6DMG|7aAART|8ZMB
308	34531 62211	   	167.21	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1ASPD|2VULN|3DMG|4CDMG|56AART|7RCR|8DUR|9CGEN|aLIT
309	34531 62212	   	167.21	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1ASPD|2VULN|3DMG|4CDMG|56AART|7RCR|8DUR|9CGEN|aFEWX
310	34531 62232	   	167.21	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1ASPD|2VULN|3DMG|4CDMG|56AART|7RCR|8DUR|9LIT|aRPLT
311	34531 62233	   	167.21	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1ASPD|2VULN|3DMG|4CDMG|56AART|7RCR|8DUR|9LIT|aRCVC
312	11354 31335	   	167.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCVC|2DMG|3aVULN|4ZMB|5RCR|6DUST|7AART|8CGEN|9CDMG
313	11314 33512	   	167.17	ACR|2VULN|2DMG|1AART|1DUR	1RCVC|26DMG|3aVULN|4RMIN|5RCR|7AART|8LWND|9DUR
314	16331 43162	 * 	167.16	ACR|2AART|1DMG|1VULN|1CDMG|1FLTHEA|1SELL	1RCVC|2SELL|3VULN|4RCR|59AART|6FLTHEA|7LWND|8CDMG|aDMG
315	16335 11361	 * 	167.14	ACR|4VULN|2DMG|1SELL	18RCVC|2SELL|3579VULN|4RCR|6aDMG
316	34531 62213	   	167.11	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1ASPD|2VULN|3DMG|4CDMG|56AART|7RCR|8DUR|9CGEN|aDUST
317	16331 64222	 * 	167.04	ACR|4VULN|2AART|1SELL	1RCVC|2SELL|378aVULN|4RCR|56AART|9BASICY
318	16331 64231	 * 	167.04	ACR|4VULN|2AART|1SELL	1RCVC|2SELL|378aVULN|4RCR|56AART|9DLOT
319	11314 13561	 * 	167.03	ACR|3DMG|2VULN|3DUR	1RCVC|29aDMG|3aVULN|4RMIN|5RCR|689TLV|79aDUR|9aBPWR
320	11324 51315	 * 	166.98	DCR|3VULN|2DMG|1AART|2ZMB|1MSE	1RCVC|2aDMG|39aVULN|4BEXP|5MSE|6aZMB|7AART|8RCR|aBPWR
321	34511 62231	   	166.97	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR|1SELL	1ASPD|2VULN|3DMG|4SELL|56AART|7RCR|8DUR|9LIT|aCDMG
322	46211 12315	 * 	166.94	ACR|3AART|2DMG|2DUR|1ZMB	1LHND|279AART|3aDMG|4RCR|58DUR|6ZMB
323	11216 52212	   	166.93	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1RCVC|2DMG|3ASPD|4CGEN|5RCR|6ZMB|7aVULN|8AART|9DUR
324	11216 21361	   	166.92	ACR|2VULN|2DMG|2ASPD|1ZMB|1DUR	1RCVC|29DMG|39ASPD|48CGEN|5RCR|6DUR|79VULN|9BPWR|aZMB
325	11333 11412	   	166.87	DCR|3DMG|1VULN|1CDMG|1ZMB|1DUR	1RCVC|268DMG|3VULN|4CDMG|5LIT|7RCR|9ZMB|aDUR
326	11266 52212	   	166.83	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1RCVC|2DMG|3ASPD|4ERES|5RCR|6ZMB|7aVULN|8AART|9DUR
327	11314 51161	   	166.82	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1RCVC|29DMG|37VULN|4RMIN|5RCR|6ZMB|8CDMG|aDUR
328	11354 21161	   	166.82	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1RCVC|29DMG|37VULN|4ZMB|5RCR|6RMIN|8CDMG|aDUR
329	31643 36111	   	166.81	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	13ASPD|23DUST|3BPWR|4AART|5DUR|6DMG|7RCR|89VULN|aLHND
