0	Index      	 *	Score 	Summary	Detail	
1	31536 63232	 * 	192.70	ACR|3DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1RCVC|2ZMB|3VULN|48aDMG|5RCR|6CDMG|7ASPD|9AART
158	31221 43642	   	166.15	DCR|3ZMB|1AART|1VULN|1DMG|3RCVC	138RCVC|25aZMB|4AART|6VULN|7RCR|9DMG
159	51536 13322	   	166.09	ACR|2DMG|3ZMB|1VULN|2CDMG	129ZMB|3VULN|49DMG|5RCR|6TLV|7BEXP|89CDMG|9BPWR|aLWND
160	51536 33322	   	166.09	ACR|2DMG|3ZMB|1VULN|2CDMG	129ZMB|3VULN|49DMG|5RCR|6ERES|7BEXP|89CDMG|9BPWR|aLWND
161	51536 13321	   	165.99	ACR|2DMG|3ZMB|1VULN|2CDMG	129ZMB|3VULN|49DMG|5RCR|6TLV|7BEXP|89CDMG|9BPWR|aERES
162	51536 33321	   	165.99	ACR|2DMG|3ZMB|1VULN|2CDMG	129ZMB|3VULN|49DMG|5RCR|6aERES|7BEXP|89CDMG|9BPWR
163	56263 31223	 * 	165.96	DCR|3VULN|3ZMB|1DMG	13aZMB|2LIT|4NUKE|578VULN|6RCR|9DMG
164	31516 51222	 * 	165.79	ACR|3VULN|2DMG|1ZMB	1RCVC|2ZMB|378VULN|4ERES|5RCR|6LIT|9aDMG
165	31224 26263	   	165.73	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|2RCVC|1ASPD	13RCVC|2ZMB|4AART|5RCR|6ASPD|7DMG|8CDMG|9LIT|aVULN
166	31536 63131	   	165.67	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB|1ASPD	1RCVC|2ZMB|3VULN|4DMG|5RCR|68CDMG|7ASPD|9AART|aERES
167	31536 63133	   	165.67	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB|1ASPD	1RCVC|2ZMB|3VULN|4DMG|5RCR|68CDMG|7ASPD|9AART|aTLV
168	31224 26234	   	165.63	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|2RCVC|1ASPD	13RCVC|2ZMB|4AART|5RCR|6ASPD|7DMG|8CDMG|9AIRHEL|aVULN
169	61431 21326	 * 	165.61	ACR|2AART|1VULN|1DMG|2CDMG|1ASPD	1VENICY|2aCDMG|39AART|4ASPD|5RCR|6DMG|7VULN|8DUST
170	31533 32322	   	165.58	DCR|2DMG|1VULN|2CDMG|2ZMB|1DUR	1RCVC|29ZMB|3VULN|49DMG|5CGEN|6DUR|7RCR|89CDMG|9BPWR|aRMIN
171	31533 32323	   	165.58	DCR|2DMG|1VULN|2CDMG|2ZMB|1DUR	1RCVC|29ZMB|3VULN|49DMG|5CGEN|6DUR|7RCR|89CDMG|9BPWR|aLWND
172	31533 32326	   	165.58	DCR|2DMG|1VULN|2CDMG|2ZMB|1DUR	1RCVC|29ZMB|3VULN|49DMG|5CGEN|6DUR|7RCR|89CDMG|9BPWR|aLIT
173	61431 21211	   	165.53	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1VENICY|2CDMG|3AART|4ASPD|5RCR|6aDMG|7VULN|8CGEN|9LIT
174	61431 21223	   	165.53	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1VENICY|2CDMG|3AART|4ASPD|5RCR|6aDMG|7VULN|8CGEN|9BEXP
175	61431 21243	   	165.53	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1VENICY|2CDMG|3AART|4ASPD|5RCR|6aDMG|7VULN|8CGEN|9LHND
176	61431 21411	   	165.53	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1VENICY|2CDMG|3AART|4ASPD|5RCR|6aDMG|7VULN|8RMIN|9LIT
177	61431 21423	   	165.53	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1VENICY|2CDMG|3AART|4ASPD|5RCR|6aDMG|7VULN|8RMIN|9BEXP
178	61431 21522	   	165.53	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1VENICY|2CDMG|3AART|4ASPD|5RCR|68DMG|7VULN|9RMIN|aLWND
179	61431 21532	   	165.53	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1VENICY|2CDMG|3AART|4ASPD|5RCR|68DMG|7VULN|9CGEN|aLWND
180	31533 32321	   	165.48	DCR|2DMG|1VULN|2CDMG|2ZMB|1DUR	1RCVC|29ZMB|3VULN|49DMG|5CGEN|6DUR|7RCR|89CDMG|9BPWR|aSNIHEL
181	31533 32324	   	165.48	DCR|2DMG|1VULN|2CDMG|2ZMB|1DUR	1RCVC|29ZMB|3VULN|49DMG|5CGEN|6DUR|7RCR|89CDMG|9BPWR|aDUST
182	26232 53225	 * 	165.43	ACR|2VULN|1AART|1DMG|2ASPD|1DUR	1BEXP|2DUR|3TLV|4RCR|56VULN|7AART|8aASPD|9DMG
183	61431 21333	   	165.43	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1VENICY|2CDMG|3AART|4ASPD|5RCR|6aDMG|7VULN|8DUST|9CGEN
184	61431 21511	   	165.43	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1VENICY|2CDMG|3AART|4ASPD|5RCR|68DMG|7VULN|9SNIHEL|aLIT
185	61431 21512	   	165.43	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1VENICY|2CDMG|3AART|4ASPD|5RCR|68DMG|7VULN|9SNIHEL|aLWND
186	61431 21513	   	165.43	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1VENICY|2CDMG|3AART|4ASPD|5RCR|68DMG|7VULN|9SNIHEL|aMGNLIT
187	61431 31511	   	165.43	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1VENICY|2CDMG|3AART|4ASPD|5RCR|6ERES|7VULN|8aDMG|9LIT
188	61431 31523	   	165.43	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1VENICY|2CDMG|3AART|4ASPD|5RCR|6ERES|7VULN|8aDMG|9BEXP
189	61431 21343	   	165.33	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1VENICY|2CDMG|3AART|4ASPD|5RCR|6aDMG|7VULN|8DUST|9ERES
190	53533 32322	   	165.28	DCR|2DMG|1VULN|2CDMG|2ZMB|1DUR	19ZMB|2RCVC|3VULN|49DMG|5CGEN|6DUR|7RCR|89CDMG|9BPWR|aRMIN
191	53533 32323	   	165.28	DCR|2DMG|1VULN|2CDMG|2ZMB|1DUR	19ZMB|2RCVC|3VULN|49DMG|5CGEN|6DUR|7RCR|89CDMG|9BPWR|aLWND
192	53533 32326	   	165.28	DCR|2DMG|1VULN|2CDMG|2ZMB|1DUR	19ZMB|2RCVC|3VULN|49DMG|5CGEN|6DUR|7RCR|89CDMG|9BPWR|aLIT
193	11141 36211	 * 	165.28	DCR|2AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1CGEN|2ZMB|3LWND|4CDMG|5DMG|6DUR|7aAART|8VULN|9RCR
194	11224 14341	 * 	165.26	DCR|2AART|3ZMB|1VULN|1CDMG	1CGEN|259ZMB|3aAART|4CDMG|6RCR|7VULN|8MLV
195	53533 32321	   	165.18	DCR|2DMG|1VULN|2CDMG|2ZMB|1DUR	19ZMB|2RCVC|3VULN|49DMG|5CGEN|6DUR|7RCR|89CDMG|9BPWR|aSNIHEL
196	53533 32324	   	165.18	DCR|2DMG|1VULN|2CDMG|2ZMB|1DUR	19ZMB|2RCVC|3VULN|49DMG|5CGEN|6DUR|7RCR|89CDMG|9BPWR|aDUST
197	12232 63266	   	165.11	ACR|2VULN|1AART|1DMG|2CDMG	1CGEN|2aFEWX|3DUST|4RCR|5DMG|6aCDMG|7AART|8LHND|9aVULN|aBPWR
198	61341 21263	   	164.83	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1VENICY|2CDMG|3NUKE|4AART|5RCR|6aDMG|7VULN|8CGEN|9DUR
199	61341 21521	   	164.83	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1VENICY|2CDMG|3NUKE|4AART|5RCR|68DMG|7VULN|9RMIN|aDUR
200	61341 21531	   	164.83	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1VENICY|2CDMG|3NUKE|4AART|5RCR|68DMG|7VULN|9CGEN|aDUR
201	11224 13415	   	164.81	DCR|2DMG|1AART|2ZMB|1CDMG|1ASPD	19CGEN|25ZMB|3AART|4CDMG|6RCR|7aDMG|8ASPD
202	11224 13544	   	164.71	DCR|2DMG|1AART|2ZMB|1CDMG|1ASPD	1CGEN|25ZMB|3AART|4CDMG|6RCR|79DMG|8MBVNT|aASPD
203	31235 43322	   	164.71	DCR|2VULN|1AART|1DMG|1ZMB|2RCVC	13RCVC|2ZMB|49VULN|5DMSP|6RCR|7RPLT|8AART|aDMG
204	51235 43322	   	164.69	DCR|2VULN|1AART|1DMG|2ZMB	12ZMB|3RCVC|49VULN|5DMSP|6RCR|7RPLT|8AART|aDMG
205	31525 43322	   	164.41	DCR|2VULN|1AART|1DMG|1ZMB|2RCVC	14RCVC|2ZMB|39VULN|5DMSP|6RCR|7RPLT|8AART|aDMG
206	53235 43322	   	164.41	DCR|2VULN|1AART|1DMG|1ZMB|2RCVC	1ZMB|23RCVC|49VULN|5DMSP|6RCR|7RPLT|8AART|aDMG
207	11212 64347	   	164.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CGEN|2ZMB|3AART|4BELT|57VULN|6MBVNT|8DMG|9CDMG|aRCR
208	26432 15221	   	164.35	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1BEXP|2DUR|35VULN|4ASPD|6DMG|7RPLT|8AART|9CDMG|aRCR
209	11224 12612	   	164.18	DCR|2DMG|1AART|2CDMG|2ZMB	1CGEN|25ZMB|3AART|47CDMG|6RCR|8aDMG|9BEXP
210	11224 12632	   	164.18	DCR|2DMG|1AART|2CDMG|2ZMB	1CGEN|25ZMB|3AART|47CDMG|6RCR|8aDMG|9LHND
211	11224 13612	   	164.18	DCR|2DMG|1AART|2CDMG|2ZMB	1CGEN|25ZMB|3AART|48CDMG|6RCR|7aDMG|9BEXP
212	11224 13632	   	164.18	DCR|2DMG|1AART|2CDMG|2ZMB	1CGEN|25ZMB|3AART|48CDMG|6RCR|7aDMG|9LHND
213	11224 14325	 * 	164.18	DCR|2VULN|1AART|2CDMG|2ZMB	1CGEN|25ZMB|3AART|4aCDMG|6RCR|79VULN|8MLV
214	31221 43541	 * 	164.15	DCR|3VULN|1AART|2ZMB|2RCVC	13RCVC|25ZMB|4AART|69aVULN|7RCR|8LIT
215	34561 21311	   	164.08	DCR|2DMG|1AART|1VULN|1CDMG	1RCVC|2VULN|3BEXP|4LIT|5aDMG|6RCR|7FEWX|8AART|9CDMG
216	31224 26224	   	164.05	ACR|2AART|1DMG|1CDMG|1ZMB|2RCVC|1ASPD|1DUR	13RCVC|2ZMB|49AART|5RCR|6ASPD|7DMG|8CDMG|aDUR
217	31231 26442	   	163.85	DCR|2VULN|1AART|1DMG|1ZMB|2RCVC|1ASPD	13RCVC|2ZMB|49VULN|5AART|6ASPD|7DMG|8CGEN|aRCR
218	31224 26221	 * 	163.72	ACR|2AART|1DMG|2ASPD|1CDMG|1ZMB|2RCVC	13RCVC|2ZMB|49AART|5RCR|6aASPD|7DMG|8CDMG
219	51224 26221	 * 	163.70	ACR|2AART|1DMG|2ZMB|2ASPD|1CDMG	12ZMB|3RCVC|49AART|5RCR|6aASPD|7DMG|8CDMG
220	34135 42111	   	163.48	DCR|2VULN|1AART|1DMG|1CDMG	1RCVC|2aVULN|3LWND|4MLV|5CDMG|6RCR|7DMG|8RMIN|9AART
221	34135 42112	   	163.48	DCR|2DMG|1AART|1VULN|1CDMG	1RCVC|2VULN|3LWND|4MLV|5CDMG|6RCR|7aDMG|8RMIN|9AART
222	31236 42611	   	163.44	DCR|2VULN|1DMG|1CDMG|1ZMB|3RCVC|1DUR	135RCVC|2ZMB|47VULN|6RCR|8DUR|9CDMG|aDMG
223	11222 13446	   	163.43	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	15CGEN|2ZMB|3AART|4CDMG|6RCR|7DMG|8ASPD|9FEWX|aVULN
224	11222 13451	   	163.43	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	15CGEN|2ZMB|3AART|4CDMG|6RCR|7DMG|8ASPD|9BELT|aVULN
225	11261 13451	   	163.43	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CGEN|2ZMB|3AART|4DMSP|5CDMG|6RCR|7DMG|8ASPD|9BELT|aVULN
226	53224 26221	   	163.42	ACR|2AART|1DMG|2ASPD|1CDMG|1ZMB|2RCVC	1ZMB|23RCVC|49AART|5RCR|6aASPD|7DMG|8CDMG
227	61431 11511	   	163.41	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR|1ASPD	1VENICY|2CDMG|3AART|4ASPD|5RCR|6DUR|7ZMB|8aDMG|9LIT
228	61431 11523	   	163.41	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD|1DUR	1VENICY|2CDMG|3AART|4ASPD|5RCR|6DUR|7ZMB|8aDMG|9BEXP
229	54221 13432	   	163.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ZMB|25MLV|3AART|4CDMG|6RCR|7DMG|8ASPD|9LSRHEA|aVULN
230	54221 13524	   	163.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ZMB|25MLV|3AART|4CDMG|6RCR|7DMG|8MBVNT|9VULN|aASPD
231	36632 11421	   	163.32	DCR|3DMG|1AART|1VULN|1ASPD	1RCVC|2LWND|3ASPD|479DMG|5VULN|6TLV|8AART|aRCR
232	36632 31421	   	163.32	DCR|3DMG|1AART|1VULN|1ASPD	1RCVC|2LWND|3ASPD|479DMG|5VULN|6ERES|8AART|aRCR
233	33262 33512	 * 	163.32	DCR|2VULN|2DMG|2CDMG|1ASPD	1RCVC|2LIT|36CDMG|47DMG|5ASPD|8aVULN|9RCR
234	31536 11242	   	163.29	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1RCVC|2ZMB|3VULN|48DMG|5RCR|6TLV|7ASPD|9AART|aLIT
235	31536 11243	   	163.29	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1RCVC|2ZMB|3VULN|48DMG|5RCR|6TLV|7ASPD|9AART|aLHND
236	31536 31242	   	163.29	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1RCVC|2ZMB|3VULN|48DMG|5RCR|6ERES|7ASPD|9AART|aLIT
237	31536 31243	   	163.29	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1RCVC|2ZMB|3VULN|48DMG|5RCR|6ERES|7ASPD|9AART|aLHND
238	61532 12523	 * 	163.29	DCR|2VULN|1AART|1DMG|2CDMG	1VENICY|23CDMG|4LIT|5AART|6DMSP|7aVULN|8RCR|9DMG
239	31224 26212	   	163.25	ACR|2DMG|1AART|1CDMG|1ZMB|2RCVC|1ASPD	13RCVC|2ZMB|4AART|5RCR|6ASPD|7aDMG|8CDMG|9BEXP
240	51224 26212	 * 	163.23	ACR|2DMG|1AART|2ZMB|1CDMG|1ASPD	12ZMB|3RCVC|4AART|5RCR|6ASPD|7aDMG|8CDMG|9BEXP
241	31536 11241	   	163.19	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1RCVC|2ZMB|3VULN|48DMG|5RCR|6TLV|7ASPD|9AART|aDUST
242	31536 31241	   	163.19	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1RCVC|2ZMB|3VULN|48DMG|5RCR|6ERES|7ASPD|9AART|aDUST
243	12415 11124	   	163.02	DCR|3DMG|1AART|1VULN|1ASPD	1CGEN|2FEWX|367DMG|4VULN|5ASPD|8RCR|9RPLT|aAART
244	24243 11124	   	163.02	DCR|3DMG|1AART|1VULN|1ASPD	1BEXP|2VULN|3MLV|4ASPD|567DMG|8RCR|9RPLT|aAART
245	53224 26212	   	162.95	ACR|2DMG|1AART|1CDMG|1ZMB|2RCVC|1ASPD	1ZMB|23RCVC|4AART|5RCR|6ASPD|7aDMG|8CDMG|9BEXP
246	26232 53321	   	162.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1BEXP|2DUR|3TLV|4RCR|56VULN|7AART|8MLV|9DMG|aZMB
247	26232 53521	   	162.89	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1BEXP|2DUR|3TLV|4RCR|56VULN|7AART|8RMIN|9DMG|aZMB
248	24231 53221	   	162.89	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1BEXP|26VULN|3MLV|4RCR|5DUST|7AART|8ASPD|9DMG|aZMB
249	61431 21234	 * 	162.80	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG|1ASPD	1VENICY|2CDMG|3AART|4ASPD|5RCR|6DMG|7VULN|8CGEN|9aZMB
