0	Index      	Bounty	 *	Score 	Summary	Detail	
1	34111 33221	9	 * 	289.60	DCR|4VULN|2DUR|2TLV|1DMG|1ASPD	125aVULN|3LWND|4aDUR|6ASPD|7RCR|8DMG|9aTLV|aBPWR
172	33315 47724	2	   	266.84	DCR|4VULN|2DUR|1DMG	1389VULN|2LIT|49DUR|5MBVNT|69CGEN|7RCR|9BPWR|aDMG
173	31221 12535	1	 * 	266.82	ACR|4VULN|3DUR|2DMG|1NUKE|1AART	124aVULN|24aBPWR|34aDUR|5RCR|6RMIN|7aDMG|8AART|9NUKE
174	31221 12552	1	   	266.82	ACR|4VULN|3DUR|2DMG|1AART	124aVULN|24aBPWR|349DUR|5RCR|6RMIN|7aDMG|8AART
175	34221 12535	2	   	266.82	ACR|4VULN|3DUR|2DMG|1NUKE|1AART	124aVULN|34aDUR|4aBPWR|5RCR|6RMIN|7aDMG|8AART|9NUKE
176	34221 12552	2	   	266.82	ACR|4VULN|3DUR|2DMG|1AART	124aVULN|349DUR|4aBPWR|5RCR|6RMIN|7aDMG|8AART
177	34321 12535	3	   	266.82	ACR|4VULN|3DUR|2DMG|1NUKE|1AART	124aVULN|34aDUR|4aBPWR|5RCR|6RMIN|7aDMG|8AART|9NUKE
178	34321 12552	3	   	266.82	ACR|4VULN|3DUR|2DMG|1AART	124aVULN|349DUR|4aBPWR|5RCR|6RMIN|7aDMG|8AART
179	31225 22322	1	   	266.74	DCR|4VULN|2DUR|1DMG	1247VULN|24BPWR|34DUR|5LIT|6TBNT|8BEXP|9DMG|aRCR
180	31225 22522	1	   	266.74	DCR|4VULN|2DUR|1DMG	1247VULN|24BPWR|34DUR|5LIT|6TBNT|8LWND|9DMG|aRCR
181	34225 22322	2	   	266.74	DCR|4VULN|2DUR|1DMG	1247VULN|34DUR|4BPWR|5LIT|6TBNT|8BEXP|9DMG|aRCR
182	34225 22522	2	   	266.74	DCR|4VULN|2DUR|1DMG	1247VULN|34DUR|4BPWR|5LIT|6TBNT|8LWND|9DMG|aRCR
183	34325 22322	3	   	266.74	DCR|4VULN|2DUR|1DMG	1247VULN|34DUR|4BPWR|5LIT|6TBNT|8BEXP|9DMG|aRCR
184	34325 22522	3	   	266.74	DCR|4VULN|2DUR|1DMG	1247VULN|34DUR|4BPWR|5LIT|6TBNT|8LWND|9DMG|aRCR
185	31412 32113	2	   	266.71	DCR|3VULN|3DUR|2DMG	149VULN|28FEWX|39DMG|579DUR|6BBNT|9BPWR|aRCR
186	31412 63213	2	   	266.71	DCR|3VULN|3DUR|2DMG	149VULN|2FEWX|39DMG|569DUR|7RCVC|8TBNT|9BPWR|aRCR
187	31552 32113	1	   	266.71	DCR|3VULN|3DUR|2DMG	129VULN|29BPWR|38FEWX|49DMG|579DUR|6BBNT|aRCR
188	31552 63213	1	   	266.71	DCR|3VULN|3DUR|2DMG	129VULN|29BPWR|3FEWX|49DMG|569DUR|7RCVC|8TBNT|aRCR
189	34552 32113	2	   	266.71	DCR|3VULN|3DUR|2DMG	129VULN|38FEWX|49DMG|579DUR|6BBNT|9BPWR|aRCR
190	31311 42113	4	   	266.71	DCR|3VULN|3DUR|2DMG	149VULN|28FEWX|379DUR|5BBNT|69DMG|9BPWR|aRCR
191	31312 32113	4	   	266.71	DCR|3VULN|3DUR|2DMG	149VULN|28FEWX|379DUR|59DMG|6BBNT|9BPWR|aRCR
192	31312 63213	4	   	266.71	DCR|3VULN|3DUR|2DMG	149VULN|2FEWX|369DUR|59DMG|7RCVC|8TBNT|9BPWR|aRCR
193	31341 43113	3	   	266.71	DCR|3VULN|3DUR|2DMG	179VULN|28FEWX|349DUR|5BBNT|69DMG|9BPWR|aRCR
194	31342 33113	3	   	266.71	DCR|3VULN|3DUR|2DMG	179VULN|28FEWX|349DUR|59DMG|6BBNT|9BPWR|aRCR
195	31351 43113	4	   	266.71	DCR|3VULN|3DUR|2DMG	179VULN|28FEWX|349DUR|5BBNT|69DMG|9BPWR|aRCR
196	31352 33113	4	   	266.71	DCR|3VULN|3DUR|2DMG	179VULN|28FEWX|349DUR|59DMG|6BBNT|9BPWR|aRCR
197	31315 27724	1	   	266.64	DCR|4VULN|2DUR|1DMG	1289VULN|29BPWR|3LIT|49DUR|5MBVNT|69ERES|7RCR|aDMG
198	33315 27724	2	   	266.64	DCR|4VULN|2DUR|1DMG	1389VULN|2LIT|49DUR|5MBVNT|69ERES|7RCR|9BPWR|aDMG
199	42132 22146	7	   	266.64	DCR|4VULN|2DUR|1DMG	1ERES|23DUR|4789VULN|5LIT|6DMG|aRCR
200	36121 63413	10	   	266.56	DCR|4VULN|3DUR|2LIT	158aVULN|2RPLT|3ERES|48LIT|6RCR|789DUR|8BPWR
201	34431 42212	9	   	266.50	DCR|4VULN|2DMG|2ASPD	1248VULN|38ASPD|5MLV|6ERES|78DMG|8BPWR|9BEXP|aRCR
202	34431 42222	9	   	266.50	DCR|4VULN|2DMG|2ASPD	1248VULN|38ASPD|5MLV|6ERES|78DMG|8BPWR|9FEWX|aRCR
203	34431 42232	8	   	266.50	DCR|4VULN|2DMG|2ASPD	1248VULN|38ASPD|5MLV|6ERES|78DMG|8BPWR|9FEWX|aRCR
204	34453 33133	7	   	266.05	DCR|4VULN|2DMG|1ASPD|1AART	128aVULN|3ASPD|48DMG|58MLV|6AART|7RMIN|8BPWR|9RCR
205	34226 11233	3	   	265.91	DCR|4VULN|1DMG|1DUR|1CDMG	1248VULN|34BEXP|4BPWR|5DUR|6RCR|7CDMG|9DMG|aLIT
206	25511 11233	5	   	265.81	DCR|4VULN|1DMG|1DUR|1CDMG	1BEXP|2DUR|3458VULN|6RCR|7CDMG|9DMG|aLIT
207	34211 11233	5	   	265.81	DCR|4VULN|1DMG|1DUR|1CDMG	1258VULN|3BEXP|4DUR|6RCR|7CDMG|9DMG|aLIT
208	34341 11233	5	   	265.81	DCR|4VULN|1DMG|1DUR|1CDMG	1258VULN|3DUR|4BEXP|6RCR|7CDMG|9DMG|aLIT
209	31224 14633	1	   	265.73	DCR|4VULN|2DUR|1TLV|1ASPD	1248VULN|24BPWR|34DUR|5BEXP|6RCR|7LHND|9ASPD|aTLV
210	34431 34112	4	   	265.72	DCR|5VULN|2ASPD|2AART	12489VULN|38ASPD|5aAART|6RCR|78ERES|8BPWR
211	14311 11233	5	   	265.71	DCR|4VULN|1DMG|1DUR|1CDMG	1DUST|2458VULN|3DUR|6RCR|7CDMG|9DMG|aLIT
212	15511 11233	5	   	265.71	DCR|4VULN|1DMG|1DUR|1CDMG	1DUST|2DUR|3458VULN|6RCR|7CDMG|9DMG|aLIT
213	31336 15121	10	   	265.65	DCR|4VULN|3DUR|1CDMG	189aVULN|2FEWX|389DUR|4LWND|5CDMG|6RCR|789CGEN|89BPWR
214	31336 15126	9	   	265.65	DCR|4VULN|3DUR|1CDMG	189aVULN|2FEWX|389DUR|4LWND|5CDMG|6RCR|789CGEN|89BPWR
215	31224 11161	1	   	265.35	DCR|4VULN|3DUR|1CDMG	1249VULN|24BPWR|34aDUR|5BEXP|6RCR|7CDMG|8RCVC
216	31224 11211	1	   	265.35	DCR|4VULN|3DUR|1CDMG	1248VULN|24BPWR|349DUR|5BEXP|6RCR|7CDMG|aRMIN
217	31224 11212	1	   	265.35	DCR|4VULN|3DUR|1CDMG	1248VULN|24BPWR|349DUR|5BEXP|6RCR|7CDMG|aZMB
218	31224 11214	1	   	265.35	DCR|4VULN|3DUR|1CDMG	1248VULN|24BPWR|349DUR|5aBEXP|6RCR|7CDMG
219	32224 11261	1	   	265.35	DCR|4VULN|3DUR|1CDMG	1489VULN|2DMSP|34aDUR|4BPWR|5BEXP|6RCR|7CDMG
220	34224 11161	2	   	265.35	DCR|4VULN|3DUR|1CDMG	1249VULN|34aDUR|4BPWR|5BEXP|6RCR|7CDMG|8RCVC
221	34224 11211	2	   	265.35	DCR|4VULN|3DUR|1CDMG	1248VULN|349DUR|4BPWR|5BEXP|6RCR|7CDMG|aRMIN
222	34224 11212	2	   	265.35	DCR|4VULN|3DUR|1CDMG	1248VULN|349DUR|4BPWR|5BEXP|6RCR|7CDMG|aZMB
223	34224 11214	2	   	265.35	DCR|4VULN|3DUR|1CDMG	1248VULN|349DUR|4BPWR|5aBEXP|6RCR|7CDMG
224	34226 11211	3	   	265.35	DCR|4VULN|3DUR|1CDMG	1248VULN|34BEXP|4BPWR|59aDUR|6RCR|7CDMG
225	34324 11161	3	   	265.35	DCR|4VULN|3DUR|1CDMG	1249VULN|34aDUR|4BPWR|5BEXP|6RCR|7CDMG|8RCVC
226	34324 11211	3	   	265.35	DCR|4VULN|3DUR|1CDMG	1248VULN|349DUR|4BPWR|5BEXP|6RCR|7CDMG|aRMIN
227	34324 11212	3	   	265.35	DCR|4VULN|3DUR|1CDMG	1248VULN|349DUR|4BPWR|5BEXP|6RCR|7CDMG|aZMB
228	34324 11214	3	   	265.35	DCR|4VULN|3DUR|1CDMG	1248VULN|349DUR|4BPWR|5aBEXP|6RCR|7CDMG
229	34316 32125	8	   	265.35	DCR|4VULN|3DUR|1CDMG|1NUKE	1279VULN|347DUR|5NUKE|67FEWX|7BPWR|8RCR|aCDMG
230	34211 11266	5	   	265.29	DCR|5VULN|1DUR|1CDMG	12589VULN|3BEXP|4DUR|6RCR|7CDMG|aLIT
231	31351 54121	8	   	265.27	DCR|3VULN|3DUR|1DMG|1TLV	159VULN|2FEWX|346DUR|7TLV|8RCR|aDMG
232	34311 54121	8	   	265.27	DCR|3VULN|3DUR|1DMG|1TLV	129VULN|346DUR|5BEXP|7TLV|8RCR|aDMG
233	25511 11211	5	   	265.25	DCR|4VULN|3DUR|1CDMG	1BEXP|29aDUR|3458VULN|6RCR|7CDMG
234	31224 11213	1	   	265.25	DCR|4VULN|3DUR|1CDMG	1248VULN|24BPWR|349DUR|5BEXP|6RCR|7CDMG|aBBNT
235	31311 11211	5	   	265.25	DCR|4VULN|3DUR|1CDMG	1458VULN|2FEWX|39aDUR|6RCR|7CDMG
236	34111 11211	5	   	265.25	DCR|4VULN|3DUR|1CDMG	1258VULN|3LWND|49aDUR|6RCR|7CDMG
237	34211 11211	5	   	265.25	DCR|4VULN|3DUR|1CDMG	1258VULN|3BEXP|49aDUR|6RCR|7CDMG
238	34224 11213	2	   	265.25	DCR|4VULN|3DUR|1CDMG	1248VULN|349DUR|4BPWR|5BEXP|6RCR|7CDMG|aBBNT
239	34324 11213	3	   	265.25	DCR|4VULN|3DUR|1CDMG	1248VULN|349DUR|4BPWR|5BEXP|6RCR|7CDMG|aBBNT
240	34341 11211	5	   	265.25	DCR|4VULN|3DUR|1CDMG	1258VULN|39aDUR|4BEXP|6RCR|7CDMG
241	31351 11261	5	   	265.25	DCR|4VULN|3DUR|1CDMG	1589VULN|2FEWX|34aDUR|6RCR|7CDMG
242	34311 11261	5	   	265.25	DCR|4VULN|3DUR|1CDMG	1289VULN|34aDUR|5BEXP|6RCR|7CDMG
243	34314 11261	4	   	265.25	DCR|4VULN|3DUR|1CDMG	1289VULN|34aDUR|5BEXP|6RCR|7CDMG
244	54132 25112	3	   	265.22	DCR|2VULN|3DMG|3DUR|1AART	1RMIN|27VULN|367DUR|456DMG|67BPWR|8RCR|9LHND|aAART
245	14311 11211	5	   	265.15	DCR|4VULN|3DUR|1CDMG	1DUST|2458VULN|39aDUR|6RCR|7CDMG
246	14351 11261	5	   	265.15	DCR|4VULN|3DUR|1CDMG	1DUST|2589VULN|34aDUR|6RCR|7CDMG
247	15511 11211	5	   	265.15	DCR|4VULN|3DUR|1CDMG	1DUST|29aDUR|3458VULN|6RCR|7CDMG
248	36212 62131	5	   	265.06	DCR|4VULN|2ASPD|2CDMG|1DUR	167aVULN|2RPLT|3aCDMG|4DUR|56ERES|6aBPWR|8RCR|9aASPD
249	36215 32131	6	   	265.06	DCR|4VULN|2ASPD|2CDMG|1DUR	157aVULN|2RPLT|3aCDMG|4DUR|6ERES|8RCR|9aASPD|aBPWR
250	36231 52131	6	   	265.06	DCR|4VULN|2ASPD|2CDMG|1DUR	157aVULN|2RPLT|3aCDMG|4ERES|6DUR|8RCR|9aASPD|aBPWR
251	36231 62131	5	   	265.06	DCR|4VULN|2ASPD|2CDMG|1DUR	157aVULN|2RPLT|3aCDMG|4ERES|6DUR|8RCR|9aASPD|aBPWR
252	32132 61452	3	   	264.97	DCR|2VULN|3DMG|3DUR|1AART|1SELL	19VULN|2ZMB|369DUR|459DMG|7SELL|8AART|9BPWR|aRCR
253	36212 61131	3	 * 	264.81	DCR|3VULN|3CDMG|2ASPD|1TLV|1DUR	14aVULN|2RPLT|37aCDMG|5DUR|6TLV|8RCR|9aASPD|aBPWR
254	36215 61131	5	   	264.81	DCR|3VULN|3CDMG|2ASPD|1TLV|1DUR	15aVULN|2RPLT|37aCDMG|4DUR|6TLV|8RCR|9aASPD|aBPWR
255	32225 62142	8	   	264.74	DCR|5VULN|2ASPD|1DUR	15678VULN|28ZMB|38ASPD|4RPLT|8BPWR|9DUR|aRCR
256	32141 43251	8	   	264.59	DCR|3VULN|2DMG|2DUR|1ASPD	15aVULN|2ZMB|3aDUR|4ASPD|6MLV|7RCR|8aDMG|9RMIN|aBPWR
257	32141 43431	7	   	264.59	DCR|3VULN|2DMG|2DUR|1ASPD	15aVULN|2ZMB|3aDUR|4ASPD|6MLV|7RCR|8RMIN|9aDMG|aBPWR
258	34113 33561	9	   	264.59	DCR|3VULN|2DMG|2DUR|1ASPD	12aVULN|35LWND|4aDUR|6ASPD|7RCR|8MLV|9aDMG|aBPWR
259	34111 33241	8	   	264.52	DCR|4VULN|1DMG|1DUR|1ASPD|1AART	1259VULN|3LWND|4DUR|6ASPD|7RCR|8DMG|aAART
260	34431 33323	4	   	264.52	DCR|4VULN|1DMG|1DUR|1ASPD|1AART	124aVULN|3ASPD|5AART|6RCR|7DUR|8DMG|9RCVC
261	34431 33613	4	   	264.52	DCR|4VULN|1DMG|1DUR|1ASPD|1AART	1249VULN|3ASPD|5AART|6RCR|7DUR|8RCVC|aDMG
262	34432 12333	8	   	264.52	DCR|4VULN|1DMG|1DUR|1ASPD|1AART	124aVULN|3ASPD|5DMSP|6DUR|7DMG|8AART|9RCR
263	34432 12433	7	   	264.52	DCR|4VULN|1DMG|1DUR|1ASPD|1AART	124aVULN|3ASPD|5DMSP|6DUR|7DMG|8AART|9RCR
264	35231 55232	10	   	264.52	DCR|4VULN|1DMG|1TLV|1ASPD|1AART	1456VULN|2AART|3RCVC|7ASPD|8TLV|9DMG|aRCR
265	32141 22131	5	   	264.49	DCR|3VULN|2DMG|2DUR|1ASPD|1NUKE	15aVULN|2ZMB|3aDUR|4ASPD|6CGEN|7NUKE|8RCR|9aDMG|aBPWR
266	32141 33251	8	   	264.49	DCR|3VULN|2DMG|2DUR|1ASPD	15aVULN|2ZMB|3aDUR|4ASPD|6ERES|7RCR|8aDMG|9RMIN|aBPWR
267	32141 33431	7	   	264.49	DCR|3VULN|2DMG|2DUR|1ASPD	15aVULN|2ZMB|3aDUR|4ASPD|6ERES|7RCR|8RMIN|9aDMG|aBPWR
268	32141 42131	6	   	264.49	DCR|3VULN|2DMG|2DUR|1ASPD|1NUKE	15aVULN|2ZMB|3aDUR|4ASPD|6MLV|7NUKE|8RCR|9aDMG|aBPWR
269	32141 43261	9	   	264.49	DCR|3VULN|2DMG|2DUR|1ASPD|1NUKE	15aVULN|2ZMB|3aDUR|4ASPD|6MLV|7RCR|8aDMG|9NUKE|aBPWR
270	32141 32131	6	   	264.39	DCR|3VULN|2DMG|2DUR|1ASPD|1NUKE	15aVULN|2ZMB|3aDUR|4ASPD|6ERES|7NUKE|8RCR|9aDMG|aBPWR
271	32141 33261	9	   	264.39	DCR|3VULN|2DMG|2DUR|1ASPD|1NUKE	15aVULN|2ZMB|3aDUR|4ASPD|6ERES|7RCR|8aDMG|9NUKE|aBPWR
272	51441 32131	6	   	264.39	DCR|3VULN|2DMG|2DUR|1ASPD|1NUKE	1RMIN|2aDUR|35aVULN|4ASPD|6ERES|7NUKE|8RCR|9aDMG|aBPWR
273	54141 32131	6	   	264.39	DCR|3VULN|2DMG|2DUR|1ASPD|1NUKE	1RMIN|25aVULN|3aDUR|4ASPD|6ERES|7NUKE|8RCR|9aDMG|aBPWR
274	32431 33521	4	   	264.38	DCR|4VULN|2DUR|1TLV|1AART	1348VULN|28ZMB|5AART|6RCR|78DUR|8BPWR|9ERES|aTLV
275	36121 63423	8	   	264.33	DCR|4VULN|2DUR|2LIT|1ASPD	1589VULN|2RPLT|3ERES|48LIT|6RCR|78DUR|8BPWR|aASPD
276	33341 22534	8	   	264.30	DCR|3VULN|2DUR|1DMG|2LIT|1CDMG	158VULN|29LIT|3CDMG|47DUR|6DMG|aRCR
277	34431 33611	4	   	263.99	DCR|5VULN|1DUR|1ASPD|1AART	1249aVULN|3ASPD|5AART|6RCR|7DUR|8RCVC
278	34433 32251	6	 * 	263.67	DCR|4VULN|2ASPD|3TLV|2LIT	1249VULN|36ASPD|59LIT|789TLV|9BPWR|aRCR
279	32452 31521	6	 * 	263.67	DCR|4VULN|3CDMG|1DMG|1AART	1389VULN|289ZMB|4DMG|5CGEN|6AART|789CDMG|89BPWR|aRCR
280	32453 31521	6	   	263.67	DCR|4VULN|3CDMG|1DMG|1AART	1389VULN|289ZMB|4DMG|5MLV|6AART|789CDMG|89BPWR|aRCR
281	31225 21611	1	   	263.60	DCR|3VULN|2DUR|1TLV|1CDMG|1AART	124VULN|24BPWR|34DUR|5LIT|6TBNT|7AART|8RCR|9TLV|aCDMG
282	34225 21611	2	   	263.60	DCR|3VULN|2DUR|1TLV|1CDMG|1AART	124VULN|34DUR|4BPWR|5LIT|6TBNT|7AART|8RCR|9TLV|aCDMG
283	34325 21611	3	   	263.60	DCR|3VULN|2DUR|1TLV|1CDMG|1AART	124VULN|34DUR|4BPWR|5LIT|6TBNT|7AART|8RCR|9TLV|aCDMG
284	14532 23326	8	   	263.46	DCR|3VULN|2DMG|1TLV|1DUR	1DUST|249VULN|3TLV|5LIT|69DMG|7DUR|89ZMB|9BPWR|aRCR
285	36212 62141	3	   	263.35	DCR|4VULN|1TLV|1DUR|1CDMG|1AART	1479VULN|2RPLT|3CDMG|5DUR|6TLV|8RCR|aAART
286	35231 43611	10	   	263.35	DCR|4VULN|1TLV|1DUR|1CDMG|1AART	1457VULN|2AART|3RCVC|6TLV|8RCR|9DUR|aCDMG
287	14532 23631	9	   	263.26	DCR|3VULN|2DMG|1TLV|1DUR	1DUST|249VULN|3TLV|5LIT|68DMG|7DUR|aRCR
288	34333 25161	6	   	263.16	DCR|4VULN|1DMG|1DUR|1ASPD	1278VULN|3DUR|4LIT|5ASPD|6DMG|9FEWX|aRCR
289	34333 26161	7	   	263.16	DCR|4VULN|1DMG|1DUR|1ASPD	1278VULN|3DUR|4LIT|5ASPD|6DMG|9FEWX|aRCR
290	34334 62321	9	   	263.16	DCR|4VULN|1DMG|1DUR|1ASPD	1257VULN|3DUR|4LIT|6DMG|8ASPD|9BEXP|aRCR
291	34412 43131	9	   	263.16	DCR|4VULN|1DMG|1DUR|1ASPD	1279VULN|3ASPD|4FEWX|5LIT|6DUR|8DMG|aRCR
292	34433 22361	8	   	263.16	DCR|4VULN|1DMG|1DUR|1ASPD	1247VULN|3ASPD|5LIT|6LWND|8DUR|9DMG|aRCR
293	31223 32133	1	   	263.15	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	124VULN|24BPWR|34DUR|5ZMB|6FEWX|7DMG|8RCR|9ASPD|aTLV
294	34223 32133	2	   	263.15	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	124VULN|34DUR|4BPWR|5ZMB|6FEWX|7DMG|8RCR|9ASPD|aTLV
295	34323 32133	3	   	263.15	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	124VULN|34DUR|4BPWR|5ZMB|6FEWX|7DMG|8RCR|9ASPD|aTLV
296	36224 61131	3	 * 	263.15	DCR|3VULN|2DUR|3CDMG|2ASPD	16aVULN|2RPLT|37aCDMG|4ERES|56DUR|6aBPWR|8RCR|9aASPD
297	36234 61131	4	   	263.15	DCR|3VULN|2DUR|3CDMG|2ASPD	16aVULN|2RPLT|37aCDMG|4ERES|56DUR|6aBPWR|8RCR|9aASPD
298	31224 11226	1	   	263.13	DCR|4VULN|2DUR|1CDMG|1ASPD	1248VULN|24BPWR|34DUR|5BEXP|6RCR|7CDMG|9LWND|aASPD
299	34224 11226	2	   	263.13	DCR|4VULN|2DUR|1CDMG|1ASPD	1248VULN|34DUR|4BPWR|5BEXP|6RCR|7CDMG|9LWND|aASPD
300	34324 11226	3	   	263.13	DCR|4VULN|2DUR|1CDMG|1ASPD	1248VULN|34DUR|4BPWR|5BEXP|6RCR|7CDMG|9LWND|aASPD
301	35211 42334	10	   	263.09	DCR|4VULN|2DUR|2LIT|1AART	189aVULN|2AART|3RCVC|4LHND|5aLIT|6RCR|7aDUR|aBPWR
302	14432 43131	9	   	263.06	DCR|4VULN|1DMG|1DUR|1ASPD	1DUST|2479VULN|3ASPD|5LIT|6DUR|8DMG|aRCR
303	33163 22146	7	   	263.06	DCR|4VULN|1DMG|1TLV|1ASPD	1789VULN|2LIT|3ERES|4TLV|5ASPD|6DMG|aRCR
304	33263 43131	9	   	263.06	DCR|4VULN|1DMG|1DUR|1ASPD	1479VULN|2LIT|3DUST|5ASPD|6DUR|8DMG|aRCR
305	34333 25111	6	   	263.06	DCR|4VULN|1DMG|1DUR|1ASPD	1278VULN|3DUR|4LIT|5ASPD|6DMG|9LEGI|aRCR
306	34333 26111	7	   	263.06	DCR|4VULN|1DMG|1DUR|1ASPD	1278VULN|3DUR|4LIT|5ASPD|6DMG|9LEGI|aRCR
307	34333 33131	9	   	263.06	DCR|4VULN|1DMG|1DUR|1ASPD	1279VULN|3DUR|4LIT|5ASPD|6DUST|8DMG|aRCR
308	34334 62311	8	   	263.06	DCR|4VULN|1DMG|1DUR|1ASPD	1257VULN|3DUR|4LIT|6DMG|8ASPD|9LEGI|aRCR
309	34422 43131	9	   	263.06	DCR|4VULN|1DMG|1DUR|1ASPD	1279VULN|3ASPD|4DUST|5LIT|6DUR|8DMG|aRCR
310	34433 13131	9	   	263.06	DCR|4VULN|1DMG|1DUR|1ASPD	1249VULN|3ASPD|5LIT|6DUST|7DUR|8DMG|aRCR
311	32214 35631	8	   	263.06	DCR|3VULN|2DUR|2ASPD|1TLV|1AART	178VULN|2ZMB|37ASPD|47DUR|5AART|6RCVC|7BPWR|9RCR|aTLV
312	31223 62133	1	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	124VULN|24BPWR|34DUR|5ZMB|6LEGI|7DMG|8RCR|9ASPD|aTLV
313	34223 62133	2	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	124VULN|34DUR|4BPWR|5ZMB|6LEGI|7DMG|8RCR|9ASPD|aTLV
314	34323 62133	3	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	124VULN|34DUR|4BPWR|5ZMB|6LEGI|7DMG|8RCR|9ASPD|aTLV
315	34111 33223	10	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	125VULN|3LWND|4aDUR|6ASPD|7RCR|8DMG|9TLV
316	35121 26631	3	   	262.96	DCR|3VULN|2DUR|2ASPD|1TLV|1AART	167VULN|2AART|3MLV|48DUR|56ASPD|6BPWR|9RCR|aTLV
317	34411 33521	3	   	262.96	DCR|3VULN|2DUR|2ASPD|1TLV|1AART	128VULN|38ASPD|4RCVC|5AART|6RCR|78DUR|8BPWR|9ERES|aTLV
318	31224 22131	1	   	262.80	DCR|4VULN|3DUR|1ASPD|1NUKE	124aVULN|24aBPWR|34aDUR|5BEXP|6ASPD|7NUKE|8RCR|9aMLV
319	34224 22131	2	   	262.80	DCR|4VULN|3DUR|1ASPD|1NUKE	124aVULN|34aDUR|4aBPWR|5BEXP|6ASPD|7NUKE|8RCR|9aMLV
320	34324 22131	3	   	262.80	DCR|4VULN|3DUR|1ASPD|1NUKE	124aVULN|34aDUR|4aBPWR|5BEXP|6ASPD|7NUKE|8RCR|9aMLV
321	34316 32115	9	   	262.77	DCR|3VULN|3DUR|1DMG|1CDMG|1NUKE	127VULN|347DUR|5NUKE|67FEWX|7BPWR|8RCR|9CDMG|aDMG
322	34316 32135	8	   	262.70	DCR|4VULN|3DUR|1ASPD|1NUKE	127aVULN|347DUR|5NUKE|67FEWX|7BPWR|8RCR|9ASPD
323	31224 22146	1	   	262.60	DCR|4VULN|3DUR|1ASPD|1NUKE	1249VULN|24BPWR|34aDUR|5BEXP|6ASPD|7NUKE|8RCR
324	31351 16226	5	   	262.60	DCR|4VULN|3DUR|1ASPD	159aVULN|2FEWX|347DUR|6RCR|8ASPD
325	36212 63131	3	 * 	262.49	DCR|3VULN|2ASPD|2TLV|2CDMG|1DUR	14aVULN|2RPLT|3aCDMG|5DUR|67TLV|8RCR|9aASPD|aBPWR
326	36215 63131	5	   	262.49	DCR|3VULN|2ASPD|2TLV|2CDMG|1DUR	15aVULN|2RPLT|3aCDMG|4DUR|67TLV|8RCR|9aASPD|aBPWR
327	35256 31123	4	   	262.21	DCR|3VULN|2DMG|1DUR|1CDMG|1AART	15aVULN|2AART|3RCVC|45DMG|5BPWR|6RCR|7CDMG|8BEXP|9DUR
328	33344 62132	4	   	262.12	DCR|3VULN|3DUR|1CDMG|1ASPD	156VULN|2LIT|3CDMG|456DUR|56BPWR|7BEXP|8ASPD|9CGEN|aRCR
329	33364 62132	3	   	262.12	DCR|3VULN|3DUR|1CDMG|1ASPD	156VULN|2LIT|3CDMG|456DUR|56BPWR|7BEXP|8ASPD|9CGEN|aRCR
330	33341 61611	9	   	262.00	DCR|4VULN|1DUR|1TLV|1CDMG	159aVULN|2LIT|3CDMG|4DUR|6DMSP|7TLV|8RCR
331	33341 61621	8	   	262.00	DCR|4VULN|1DUR|1TLV|1CDMG	159aVULN|2LIT|3CDMG|4DUR|6DMSP|7TLV|8RCR
332	33356 32422	3	   	262.00	DCR|4VULN|1TLV|1DUR|1CDMG	159aVULN|2LIT|3CDMG|4TLV|6DUR|7LWND|8RCR
333	34431 31163	4	   	261.92	DCR|4VULN|1DMG|1CDMG|1ASPD|1AART	1249VULN|3ASPD|5AART|6RCR|7CDMG|8BEXP|aDMG
334	14536 32122	8	   	261.90	DCR|4VULN|1DUR|1TLV|1CDMG	1DUST|249aVULN|3TLV|5CDMG|6LIT|7DUR|8RCR
335	31211 61563	1	   	261.79	DCR|3VULN|2DMG|2DUR	129VULN|29BPWR|39DUR|4RPLT|5BBNT|6BELT|7RCR|89DMG|aLIT
336	31225 51161	1	   	261.75	DCR|3VULN|2DUR|1DMG|2LIT|1ASPD	124VULN|24BPWR|34DUR|58LIT|6ASPD|7LWND|9DMG|aRCR
337	31115 56132	1	 * 	261.75	DCR|5VULN|2TLV|2LIT|1SELL	12569VULN|29BPWR|3BBNT|4SELL|79TLV|89LIT|aRCR
338	32431 33351	4	   	261.71	DCR|3VULN|2DUR|1DMG|1TLV|1AART	134VULN|2ZMB|5AART|6RCR|79DUR|8DMG|aTLV
339	32132 42562	7	   	261.69	DCR|3VULN|2DMG|2DUR	147VULN|2ZMB|36DUR|5LIT|8RCR|9aDMG
340	34111 11214	5	   	261.68	DCR|4VULN|2DUR|1CDMG|1AART	1258VULN|3LWND|49DUR|6RCR|7CDMG|aAART
341	42132 22236	9	   	261.59	DCR|3VULN|2DMG|2DUR	1ERES|23DUR|479VULN|5LIT|68DMG|aRCR
342	42132 22246	8	   	261.59	DCR|3VULN|2DMG|2DUR	1ERES|23DUR|479VULN|5LIT|68DMG|aRCR
