0	Index      	Bounty	 *	Score 	Summary	Detail	
1	35225 33422	8	 * 	303.20	DCR|4VULN|3DUR|2DMG|1CDMG	139DUR|235aVULN|3aBPWR|4CDMG|6RCR|7aCGEN|8aDMG
173	35225 32423	9	   	275.21	DCR|4VULN|3DUR|1CDMG	13aDUR|235aVULN|3aBPWR|4CDMG|6RCR|7AART|8BEXP|9aLHND
174	16361 33232	6	   	275.19	DCR|4VULN|2DMG|1DUR|1CDMG	15DMG|2DUR|3FEWX|4589VULN|5BPWR|6CDMG|7RCR|aRPLT
175	16361 33235	6	   	275.19	DCR|4VULN|2DMG|1DUR|1CDMG	15DMG|2DUR|3FEWX|4589VULN|5BPWR|6CDMG|7RCR|aLHND
176	16361 33236	6	   	275.19	DCR|4VULN|2DMG|1DUR|1CDMG	15DMG|2DUR|3FEWX|4589VULN|5BPWR|6CDMG|7RCR|aBEXP
177	16531 33236	6	   	275.19	DCR|4VULN|2DMG|1DUR|1CDMG	15DMG|2DUR|389aVULN|45LHND|5BPWR|6CDMG|7RCR
178	35225 32163	8	   	275.11	DCR|4VULN|3DUR|1CDMG	13aDUR|235aVULN|3aBPWR|4CDMG|6RCR|7AART|8DUST|9aLHND
179	35242 21321	7	   	275.11	DCR|4VULN|3DUR|1CDMG	137DUR|2357VULN|37BPWR|4RPLT|6AART|8RCR|9CDMG|aRCVC
180	35242 21322	7	   	275.11	DCR|4VULN|3DUR|1CDMG	137DUR|2357VULN|37BPWR|4RPLT|6AART|8RCR|9CDMG|aCGEN
181	35242 21324	7	   	275.11	DCR|4VULN|3DUR|1CDMG	137DUR|2357VULN|37BPWR|4RPLT|6AART|8RCR|9CDMG|aLHND
182	35242 21325	7	   	275.11	DCR|4VULN|3DUR|1CDMG	137DUR|2357VULN|37BPWR|4RPLT|6AART|8RCR|9CDMG|aLWND
183	35242 21342	7	   	275.11	DCR|4VULN|3DUR|1CDMG	137DUR|2357VULN|37BPWR|4RPLT|6AART|8RCR|9RMIN|aCDMG
184	35242 21352	7	   	275.11	DCR|4VULN|3DUR|1CDMG	137DUR|2357VULN|37BPWR|4RPLT|6AART|8RCR|9ZMB|aCDMG
185	35242 21362	7	   	275.11	DCR|4VULN|3DUR|1CDMG	137DUR|2357VULN|37BPWR|4RPLT|6AART|8RCR|9MLV|aCDMG
186	56242 21321	7	   	275.11	DCR|4VULN|3DUR|1CDMG	1357VULN|237DUR|37BPWR|4RPLT|6AART|8RCR|9CDMG|aRCVC
187	56242 21322	7	   	275.11	DCR|4VULN|3DUR|1CDMG	1357VULN|237DUR|37BPWR|4RPLT|6AART|8RCR|9CDMG|aCGEN
188	16361 33233	6	   	275.09	DCR|4VULN|2DMG|1DUR|1CDMG	15DMG|2DUR|3FEWX|4589VULN|5BPWR|6CDMG|7RCR|aBBNT
189	13362 12126	7	   	275.03	DCR|3VULN|3DUR|1DMG|1TLV	1DMG|2AART|357DUR|456VULN|5BPWR|8LWND|9RCR|aTLV
190	13362 12326	8	   	275.03	DCR|3VULN|3DUR|1DMG|1TLV	1DMG|2AART|357DUR|456VULN|5BPWR|8LWND|9RCR|aTLV
191	35242 21323	7	   	275.01	DCR|4VULN|3DUR|1CDMG	137DUR|2357VULN|37BPWR|4RPLT|6AART|8RCR|9CDMG|aERES
192	56242 21323	7	   	275.01	DCR|4VULN|3DUR|1CDMG	1357VULN|237DUR|37BPWR|4RPLT|6AART|8RCR|9CDMG|aERES
193	35642 11133	6	   	274.83	DCR|4VULN|2ASPD|1DMG|1DUR	1DUR|256aVULN|3AART|45ASPD|5BPWR|7RMIN|8DMG|9RCR
194	35642 13133	6	   	274.73	DCR|4VULN|2ASPD|1DMG|1DUR	1DUR|256aVULN|3AART|45ASPD|5BPWR|7ERES|8DMG|9RCR
195	35225 32216	7	   	274.70	DCR|3VULN|2DUR|1TLV|1CDMG|1ASPD	13DUR|235VULN|3BPWR|4CDMG|6RCR|7AART|8LIT|9ASPD|aTLV
196	16462 11333	7	   	274.69	DCR|4VULN|2DUR|1DMG|1TLV	1DMG|25DUR|3DLOT|456aVULN|5BPWR|7TLV|8CGEN|9RCR
197	16462 11133	8	   	274.59	DCR|4VULN|2DUR|1DMG|1TLV	1DMG|25DUR|3DLOT|456aVULN|5BPWR|7TLV|8ERES|9RCR
198	16462 11133	7	   	274.59	DCR|4VULN|2DUR|1DMG|1TLV|1NUKE	1DMG|25DUR|3DLOT|456aVULN|5BPWR|7TLV|8NUKE|9RCR
199	13362 12232	6	   	274.15	DCR|3VULN|2DMG|2DUR|1ASPD	18DMG|2AART|35DUR|456VULN|5BPWR|7FEWX|9RCR|aASPD
200	13362 43232	6	   	274.15	DCR|3VULN|2DMG|2DUR|1ASPD	18DMG|2AART|35DUR|457VULN|5BPWR|6BEXP|9RCR|aASPD
201	35225 33411	8	   	274.10	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	13DUR|235VULN|3BPWR|4CDMG|6RCR|7CGEN|8DMG|9LIT|aTLV
202	54233 11233	3	   	273.92	DCR|3VULN|2DMG|2CDMG|1TLV|2LIT	13aVULN|23BEXP|3aBPWR|4aLIT|5TLV|68DMG|7RCR|9aCDMG
203	54233 11333	3	   	273.92	DCR|3VULN|2DMG|2CDMG|1TLV|2LIT	13aVULN|23BEXP|3aBPWR|4aLIT|5TLV|69DMG|7RCR|8aCDMG
204	13122 33554	1	   	273.75	DCR|4VULN|1DMG|1TLV|1DUR|1CDMG	1DMG|2DUR|3569VULN|4CDMG|7RCR|8ZMB|aTLV
205	54533 11233	1	   	273.72	DCR|3VULN|2DMG|2CDMG|1TLV|2LIT	12aVULN|2aBPWR|3DUST|4aLIT|5TLV|68DMG|7RCR|9aCDMG
206	55533 11233	2	   	273.72	DCR|3VULN|2DMG|2CDMG|1TLV|2LIT	12aVULN|3DUST|4aLIT|5TLV|68DMG|7RCR|9aCDMG|aBPWR
207	56533 11233	1	   	273.72	DCR|3VULN|2DMG|2CDMG|1TLV|2LIT	12aVULN|3DUST|4aLIT|5TLV|68DMG|7RCR|9aCDMG|aBPWR
208	35233 11532	3	   	273.68	DCR|3VULN|3DUR|1DMG|1TLV	139DUR|23aVULN|3BPWR|4LIT|5TLV|6DMG|7RCR|8RPLT
209	56233 11532	3	   	273.68	DCR|3VULN|3DUR|1DMG|1TLV	13aVULN|239DUR|3BPWR|4LIT|5TLV|6DMG|7RCR|8RPLT
210	35233 15114	3	   	273.68	DCR|3VULN|3DUR|1DMG|1TLV	139DUR|238VULN|3BPWR|4LIT|5TLV|6DMG|7ZMB|aRCR
211	35222 33114	3	   	273.66	DCR|4VULN|3DUR|1CDMG	139DUR|2358VULN|3BPWR|4RPLT|6CDMG|7LIT|aRCR
212	35222 33614	3	   	273.66	DCR|4VULN|3DUR|1CDMG	138DUR|2359VULN|3BPWR|4RPLT|6CDMG|7LIT|aRCR
213	35222 34214	3	   	273.66	DCR|4VULN|3DUR|1CDMG	139DUR|2357VULN|3BPWR|4RPLT|6CDMG|8LIT|aRCR
214	35242 33114	5	   	273.66	DCR|4VULN|3DUR|1CDMG	139DUR|2358VULN|3BPWR|4RPLT|6CDMG|7LIT|aRCR
215	35242 33114	4	   	273.66	DCR|4VULN|3DUR|1CDMG	139DUR|2358VULN|3BPWR|4RPLT|6CDMG|7LIT|aRCR
216	56222 33114	3	   	273.66	DCR|4VULN|3DUR|1CDMG	1358VULN|239DUR|3BPWR|4RPLT|6CDMG|7LIT|aRCR
217	35243 33114	5	   	273.66	DCR|4VULN|3DUR|1CDMG	139DUR|2368VULN|3BPWR|4RPLT|5CDMG|7LIT|aRCR
218	35233 11111	3	   	273.58	DCR|3VULN|3DUR|1DMG|1TLV	13aDUR|239VULN|3BPWR|4LIT|5TLV|6DMG|7RCR|8TBNT
219	56233 11111	3	   	273.58	DCR|3VULN|3DUR|1DMG|1TLV	139VULN|23aDUR|3BPWR|4LIT|5TLV|6DMG|7RCR|8TBNT
220	16134 62417	1	   	273.56	DCR|4VULN|2DMG|2TLV	18DMG|2378VULN|4MBVNT|58TLV|6RPLT|8BPWR|9LIT|aRCR
221	13365 11314	7	   	273.48	DCR|4VULN|2TLV|1DMG|1DUR	1DMG|2AART|3DUR|4569VULN|78TLV|aRCR
222	13362 11364	7	   	273.29	DCR|3VULN|2DUR|2TLV|1DMG|2AART	1DMG|29AART|35DUR|456VULN|5BPWR|78TLV|aRCR
223	35232 12233	10	   	273.26	DCR|3VULN|2DUR|2ASPD|1DMG|1TLV	13DUR|235VULN|35BPWR|45ERES|6RCR|78ASPD|9DMG|aTLV
224	35232 12353	10	   	273.26	DCR|3VULN|2DUR|2ASPD|1DMG|1TLV	13DUR|235VULN|35BPWR|45ERES|6RCR|79ASPD|8DMG|aTLV
225	55221 61313	10	   	273.26	DCR|3VULN|2DUR|2ASPD|1DMG|1TLV	129VULN|35ASPD|45DUR|5BPWR|6RCR|7ERES|8DMG|aTLV
226	35232 12231	8	   	273.24	DCR|4VULN|2DUR|2ASPD|1CDMG	13DUR|2359VULN|35BPWR|45ERES|6RCR|78ASPD|aCDMG
227	35232 12251	9	   	273.24	DCR|4VULN|2DUR|2ASPD|1CDMG	13DUR|2359VULN|35BPWR|45ERES|6RCR|78ASPD|aCDMG
228	13362 51233	7	   	273.20	DCR|3VULN|2DMG|2DUR|2TLV|1SELL	1aDMG|2AART|35DUR|45aVULN|5aBPWR|6SELL|7DLOT|8RCR|9aTLV
