0	Index      	Bounty	 *	Score 	Summary	Detail	
1	51121 14233	10	 * 	281.72	DCR|3VULN|2DUR|2ASPD|1DMG|2LIT|1AART	18ASPD|28DUR|3DMG|49LIT|5AART|678VULN|8BPWR|aRCR
172	31322 41552	1	   	255.76	DCR|3VULN|2DUR|3LIT|2CDMG	179LIT|249VULN|37DUST|57DUR|6RCR|79BPWR|89CDMG|aLHND
173	33122 41551	3	   	255.76	DCR|3VULN|2DUR|3LIT|2CDMG	179LIT|249VULN|37DUST|57DUR|6RCR|79BPWR|89CDMG|aRCVC
174	33122 41552	3	   	255.76	DCR|3VULN|2DUR|3LIT|2CDMG	179LIT|249VULN|37DUST|57DUR|6RCR|79BPWR|89CDMG|aLHND
175	33322 41551	2	   	255.76	DCR|3VULN|2DUR|3LIT|2CDMG	179LIT|249VULN|37DUST|57DUR|6RCR|79BPWR|89CDMG|aRCVC
176	33322 41552	2	   	255.76	DCR|3VULN|2DUR|3LIT|2CDMG	179LIT|249VULN|37DUST|57DUR|6RCR|79BPWR|89CDMG|aLHND
177	35234 23236	3	 * 	255.73	DCR|2VULN|3DUR|3LIT|1DMG|1CDMG	14aLIT|2ERES|39aDUR|5CDMG|6DMG|7RCR|8aVULN|aBPWR
178	33313 45222	5	 * 	255.66	DCR|3VULN|3ASPD|3LIT|2CDMG	159LIT|247VULN|39CDMG|689ASPD|9BPWR|aRCR
179	64123 16123	8	   	255.45	DCR|5VULN|1DMG	1MLV|2456aVULN|3DMG|7RCR|8LIT|9LHND
180	64123 16133	8	   	255.45	DCR|5VULN|1DMG	1MLV|2456aVULN|3DMG|7RCR|8LIT|9LWND
181	64123 36113	5	   	255.10	DCR|3VULN|2DUR|1DMG|1ASPD	1MLV|245VULN|3DMG|6ASPD|78DUR|9RCR|aLIT
182	64123 26231	10	   	254.95	DCR|4VULN|2DMG|1AART	1MLV|2456VULN|36DMG|6BPWR|7RCR|8CGEN|9FEWX|aAART
183	64123 26311	10	   	254.95	DCR|4VULN|2DMG|1AART	1MLV|2456VULN|36DMG|6BPWR|7RCR|8FEWX|9ZMB|aAART
184	36213 66231	8	 * 	254.58	ACR|3VULN|3DUR|2DMG|3LIT	158LIT|29DMG|389DUR|4RCR|6RPLT|789VULN|89BPWR|aLWND
185	36213 66232	8	   	254.58	ACR|3VULN|3DUR|2DMG|3LIT	158LIT|29DMG|389DUR|4RCR|6RPLT|789VULN|89BPWR|aCGEN
186	36213 66233	8	   	254.48	ACR|3VULN|3DUR|2DMG|3LIT	158LIT|29DMG|389DUR|4RCR|6RPLT|789VULN|89BPWR|aMBVNT
187	32331 62562	1	   	254.07	DCR|3VULN|2DMG|1CDMG|1AART	1LIT|28DMG|3AART|4BBNT|567VULN|9RCR|aCDMG
188	33311 33643	10	   	253.90	DCR|3VULN|2DUR|2LIT|1CDMG|1AART	18LIT|249VULN|3CDMG|5aDUR|6AART|7RCR
189	33311 33643	9	   	253.90	DCR|3VULN|2DUR|2LIT|1CDMG|1AART	18LIT|249VULN|3CDMG|5aDUR|6AART|7RCR
190	61121 32452	6	   	253.76	DCR|3VULN|2DUR|1DMG|1AART	1MLV|27DUR|3DMG|46aVULN|5AART|8RCR|9LIT
191	31222 46152	1	   	253.75	DCR|3VULN|2DMG|1DUR|2LIT	1aLIT|24aVULN|3LWND|5DUR|6RCR|7BBNT|8aDMG|9RCVC|aBPWR
192	33222 46152	2	   	253.75	DCR|3VULN|2DMG|1DUR|2LIT	1aLIT|24aVULN|3LWND|5DUR|6RCR|7BBNT|8aDMG|9RCVC|aBPWR
193	64123 21613	7	   	253.60	DCR|4VULN|2DMG	1MLV|2456VULN|36DMG|6BPWR|7BEXP|8ZMB|9RCR|aLIT
194	64123 26122	8	   	253.60	DCR|4VULN|2DMG	1MLV|2456VULN|36DMG|6BPWR|7RCR|8LIT|9LHND|aFEWX
195	64123 26132	8	   	253.60	DCR|4VULN|2DMG	1MLV|2456VULN|36DMG|6BPWR|7RCR|8LIT|9LWND|aFEWX
196	64123 26132	10	   	253.60	DCR|4VULN|2DMG	19MLV|2456VULN|36DMG|6BPWR|7RCR|8LIT|aLWND
197	64123 26133	10	   	253.60	DCR|4VULN|2DMG	19MLV|2456VULN|36DMG|6BPWR|7RCR|8LIT|aCGEN
198	64123 26133	9	   	253.60	DCR|4VULN|2DMG	19MLV|2456VULN|36DMG|6BPWR|7RCR|8LIT|aBEXP
199	64123 16211	10	   	253.51	DCR|4VULN|1DMG|1DUR|1AART	1MLV|2456VULN|3DMG|7RCR|8CGEN|9DUR|aAART
200	64123 16131	9	   	253.50	DCR|4VULN|2DMG	19MLV|2456VULN|3aDMG|7RCR|8LIT
201	64123 26121	8	   	253.50	DCR|4VULN|2DMG	1MLV|2456VULN|36DMG|6BPWR|7RCR|8LIT|9LHND|aDUST
202	64123 26131	8	   	253.50	DCR|4VULN|2DMG	1MLV|2456VULN|36DMG|6BPWR|7RCR|8LIT|9LWND|aDUST
203	16231 31561	10	   	253.41	DCR|4VULN|1DMG|1DUR|1AART	1BEXP|267aVULN|3ERES|4DMG|5AART|8DUR|9RCR
204	26222 41633	2	   	253.33	DCR|4VULN|2DUR|2LIT	17FEWX|248aVULN|37LIT|57DUR|6RCR|7BPWR|9BBNT
205	33222 41633	3	   	253.33	DCR|4VULN|2DUR|2LIT	17LIT|248aVULN|37BEXP|57DUR|6RCR|7BPWR|9BBNT
206	33222 41653	3	   	253.33	DCR|4VULN|2DUR|2LIT	17LIT|248aVULN|37BEXP|57DUR|6RCR|7BPWR|9TBNT
207	54223 16113	9	   	253.27	DCR|4VULN|2ASPD|2LIT|1AART	19ASPD|2456VULN|39ERES|7RCR|89LIT|9BPWR|aAART
208	33111 11662	6	   	253.23	DCR|4VULN|2DUR|2LIT	17LIT|2678VULN|39DUST|4FEWX|57DUR|7BPWR|aRCR
209	32131 13267	1	   	253.16	DCR|3VULN|3DMG|2LIT	19LIT|289DMG|3RPLT|4RMIN|569VULN|7MBVNT|9BPWR|aRCR
210	36131 13267	2	   	253.16	DCR|3VULN|3DMG|2LIT	19LIT|289DMG|3RPLT|4RMIN|569VULN|7MBVNT|9BPWR|aRCR
211	61122 25343	5	   	253.13	DCR|2VULN|3DMG|2DUR|1ASPD	1MLV|28DUR|356DMG|47VULN|9RCR|aASPD
212	31322 41633	1	   	253.13	DCR|4VULN|2DUR|2LIT	17LIT|248aVULN|37DUST|57DUR|6RCR|7BPWR|9BBNT
213	31322 41653	1	   	253.13	DCR|4VULN|2DUR|2LIT	17LIT|248aVULN|37DUST|57DUR|6RCR|7BPWR|9TBNT
214	33122 41633	3	   	253.13	DCR|4VULN|2DUR|2LIT	17LIT|248aVULN|37DUST|57DUR|6RCR|7BPWR|9BBNT
215	33122 41653	3	   	253.13	DCR|4VULN|2DUR|2LIT	17LIT|248aVULN|37DUST|57DUR|6RCR|7BPWR|9TBNT
216	33322 41633	2	   	253.13	DCR|4VULN|2DUR|2LIT	17LIT|248aVULN|37DUST|57DUR|6RCR|7BPWR|9BBNT
217	33322 41653	2	   	253.13	DCR|4VULN|2DUR|2LIT	17LIT|248aVULN|37DUST|57DUR|6RCR|7BPWR|9TBNT
218	65323 16112	10	   	253.04	DCR|5VULN|2LIT|1ASPD|1NUKE	19MLV|2NUKE|34569VULN|7RCR|89LIT|9BPWR|aASPD
219	61121 31411	7	   	252.83	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1MLV|2DUR|3DMG|467VULN|5AART|8RCR|9CDMG|aLIT
220	33311 33342	7	   	252.83	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1LIT|248VULN|3CDMG|5DUR|6AART|7RCR|9DMG|aMLV
221	33311 33343	7	   	252.83	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1LIT|248VULN|3CDMG|5DUR|6AART|7RCR|9DMG|aBEXP
222	33332 33341	7	   	252.83	DCR|3VULN|1DMG|1TLV|1CDMG|1AART	1LIT|258VULN|3CDMG|4BEXP|6AART|7RCR|9DMG|aTLV
223	33311 33346	7	   	252.73	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1LIT|248VULN|3CDMG|5DUR|6AART|7RCR|9DMG|aERES
224	51221 31452	7	   	252.66	DCR|4VULN|1DUR|1ASPD|1AART	1ASPD|2DUR|3ERES|467aVULN|5AART|8RCR|9LIT
225	64125 22122	7	   	252.55	DCR|3VULN|2DMG|1DUR|1CDMG	15MLV|246VULN|36DMG|6BPWR|7CDMG|8RCR|9LWND|aDUR
226	64125 22132	7	   	252.55	DCR|3VULN|2DMG|1DUR|1CDMG	15MLV|246VULN|36DMG|6BPWR|7CDMG|8RCR|9BEXP|aDUR
227	51221 31425	7	   	252.55	DCR|3VULN|2DUR|1TLV|1ASPD|1AART	1ASPD|29DUR|3ERES|467VULN|5AART|8RCR|aTLV
228	16213 12624	2	   	252.45	DCR|3VULN|2DMG|1DUR|1CDMG	19BEXP|267VULN|38DMG|4DUR|5CDMG|aRCR
229	61225 32523	8	   	252.45	DCR|3VULN|2DMG|1DUR|1CDMG	1aMLV|2DUR|3aERES|469VULN|5CDMG|7aDMG|8RCR|aBPWR
230	33311 53252	6	   	252.30	DCR|4VULN|1DUR|2LIT|1CDMG	16LIT|248aVULN|3CDMG|5DUR|7RCR|9BEXP
231	33311 53262	6	   	252.30	DCR|4VULN|1DUR|2LIT|1CDMG	16LIT|248aVULN|3CDMG|5DUR|7RCR|9LHND
232	64123 12121	7	   	252.26	DCR|4VULN|1DMG|1CDMG|1ASPD	1MLV|2456VULN|3DMG|7CDMG|8RCR|9LWND|aASPD
233	64123 12131	7	   	252.26	DCR|4VULN|1DMG|1CDMG|1ASPD	1MLV|2456VULN|3DMG|7CDMG|8RCR|9BEXP|aASPD
234	64123 12161	7	   	252.26	DCR|4VULN|1DMG|1CDMG|1ASPD	1MLV|2456VULN|3DMG|7CDMG|8RCR|9LHND|aASPD
235	31322 43553	1	   	252.22	DCR|3VULN|2CDMG|1DUR|1TLV|2LIT	19LIT|249VULN|37DUST|5DUR|6RCR|89CDMG|9BPWR|aTLV
236	33122 43553	3	   	252.22	DCR|3VULN|2CDMG|1DUR|1TLV|2LIT	19LIT|249VULN|37DUST|5DUR|6RCR|89CDMG|9BPWR|aTLV
237	33322 43553	2	   	252.22	DCR|3VULN|2CDMG|1DUR|1TLV|2LIT	19LIT|249VULN|37DUST|5DUR|6RCR|89CDMG|9BPWR|aTLV
238	33311 53222	6	   	252.20	DCR|4VULN|1DUR|2LIT|1CDMG	16LIT|248aVULN|3CDMG|5DUR|7RCR|9DUST
239	33311 53232	6	   	252.20	DCR|4VULN|1DUR|2LIT|1CDMG	16LIT|248aVULN|3CDMG|5DUR|7RCR|9LEGI
240	64123 16213	9	   	252.16	DCR|4VULN|1DMG|1DUR	1MLV|2456VULN|3DMG|7RCR|8CGEN|9DUR|aLIT
241	54223 12121	7	   	252.16	DCR|4VULN|1DMG|1CDMG|1ASPD	1ASPD|2456VULN|3ERES|7CDMG|8RCR|9LWND|aDMG
242	54223 12131	7	   	252.16	DCR|4VULN|1DMG|1CDMG|1ASPD	1ASPD|2456VULN|3ERES|7CDMG|8RCR|9BEXP|aDMG
243	54223 12161	7	   	252.16	DCR|4VULN|1DMG|1CDMG|1ASPD	1ASPD|2456VULN|3ERES|7CDMG|8RCR|9LHND|aDMG
244	54223 22121	7	   	252.16	DCR|4VULN|1DMG|1CDMG|1ASPD	1ASPD|2456VULN|36ERES|6BPWR|7CDMG|8RCR|9LWND|aDMG
245	54223 22131	7	   	252.16	DCR|4VULN|1DMG|1CDMG|1ASPD	1ASPD|2456VULN|36ERES|6BPWR|7CDMG|8RCR|9BEXP|aDMG
246	54223 22161	7	   	252.16	DCR|4VULN|1DMG|1CDMG|1ASPD	1ASPD|2456VULN|36ERES|6BPWR|7CDMG|8RCR|9LHND|aDMG
247	33222 46116	3	   	252.06	DCR|4VULN|1DMG|1DUR	1LIT|249aVULN|3BEXP|5DUR|6RCR|7BBNT|8DMG
248	64223 14313	7	   	252.06	DCR|4VULN|1DMG|1DUR	1MLV|2456VULN|3ERES|7RCR|8DUR|9DMG|aLIT
249	54223 16232	7	   	252.06	DCR|4VULN|1DMG|1CDMG|1ASPD	1ASPD|2456VULN|38ERES|7RCR|9CDMG|aDMG
250	65322 32533	8	   	252.05	DCR|3VULN|2DUR|2CDMG|1TLV|1NUKE	1aMLV|2NUKE|34aVULN|5TLV|69DUR|7aCDMG|8RCR|aBPWR
251	31524 32732	1	   	251.96	DCR|4VULN|1DMG|1TLV	1LIT|289aVULN|3TLV|4DMG|5DLOT|6RCR|7MBVNT
252	33524 32732	2	   	251.96	DCR|4VULN|1DMG|1TLV	1LIT|289aVULN|3TLV|4DMG|5DLOT|6RCR|7MBVNT
