0	Index      	Bounty	 *	Score 	Summary	Detail	
1	21362 11525	5	 * 	287.92	DCR|3VULN|3DUR|2DMG|2ASPD	147DUR|28DMG|38ASPD|5LEGI|689VULN|8BPWR|aRCR
168	43423 88444	8	   	264.41	DCR|3VULN|3DMG|3CDMG	1MBVNT|289CDMG|389VULN|4DUST|5ZMB|689DMG|7RCR|89BPWR|aLWND
169	21131 74822	10	   	264.39	DCR|3VULN|2DMG|2DUR|1ASPD	18DUR|28DMG|3RPLT|4DUST|5MBVNT|6ASPD|78aVULN|8BPWR|9RCR
170	51121 73822	10	   	264.39	DCR|3VULN|2DMG|2DUR|1ASPD	18aVULN|28DMG|3RPLT|4DUST|5MBVNT|6ASPD|78DUR|8BPWR|9RCR
171	44432 28327	4	   	264.33	DCR|4VULN|2DUR|2LIT|1ASPD	1MBVNT|2aDUR|379aVULN|4ZMB|5ASPD|6RCR|8aLIT|aBPWR
172	43423 88442	8	   	264.31	DCR|3VULN|3DMG|3CDMG	1MBVNT|289CDMG|389VULN|4aDUST|5ZMB|689DMG|7RCR|89BPWR
173	44482 48423	10	   	264.29	DCR|3VULN|2DMG|2DUR|1ASPD	1MBVNT|29DUR|345VULN|6ASPD|7aDMG|8RCR
174	51526 14224	3	   	264.21	DCR|3VULN|3DMG|1DUR|1AART	158VULN|258DMG|3LEGI|4MBVNT|58BPWR|6AART|78BEXP|9RCR|aDUR
175	21435 32326	6	   	264.19	DCR|2VULN|3DMG|2DUR|1CDMG	19DUR|259DMG|3MBVNT|4RCVC|6LIT|7CDMG|89VULN|9BPWR|aRCR
176	21435 34326	7	   	264.19	DCR|2VULN|3DMG|2DUR|1CDMG	19DUR|259DMG|3MBVNT|4RCVC|6LIT|7CDMG|89VULN|9BPWR|aRCR
177	25523 22314	1	 * 	263.98	DCR|3VULN|3DUR|2CDMG|2LIT	139DUR|29LIT|468VULN|5CGEN|79CDMG|9BPWR|aRCR
178	51411 22512	8	   	263.55	DCR|3VULN|2DMG|1TLV|1CDMG|1ASPD	158VULN|28DMG|3MBVNT|4CDMG|6TLV|78ZMB|8BPWR|9RCR|aASPD
179	12222 41211	5	   	263.55	DCR|3VULN|2DMG|1TLV|1CDMG|1ASPD	1MLV|269VULN|3TLV|4CGEN|56DMG|6BPWR|7RCR|8ASPD|aCDMG
180	12234 41211	5	   	263.55	DCR|3VULN|2DMG|1TLV|1CDMG|1ASPD	1MLV|269VULN|3TLV|4ZMB|56DMG|6BPWR|7RCR|8ASPD|aCDMG
181	21413 44547	7	 * 	263.54	ACR|3VULN|2DMG|2DUR|3CDMG|1TLV	18DUR|26DMG|3MBVNT|468CDMG|5RCR|68BPWR|78aVULN|9TLV
182	12242 41211	5	   	263.45	DCR|3VULN|2DMG|1TLV|1CDMG|1ASPD	1MLV|269VULN|3TLV|4ERES|56DMG|6BPWR|7RCR|8ASPD|aCDMG
183	51262 12521	10	   	263.36	DCR|3VULN|2DMG|1TLV|1DUR	158VULN|27DMG|3TLV|4DUR|6FEWX|9RCR|aLIT
184	44482 11364	5	   	263.29	DCR|5VULN|1DMG|1DUR	1MBVNT|2DUR|3456aVULN|7RCR|8BELT|9DMG
185	44482 11633	5	   	263.29	DCR|5VULN|1DMG|1DUR	1MBVNT|2DUR|34568VULN|7RCR|9DMG|aBEXP
186	44482 11634	5	   	263.29	DCR|5VULN|1DMG|1DUR	1MBVNT|2DUR|34568VULN|7RCR|9DMG|aLHND
187	51331 43361	1	   	263.24	DCR|3VULN|2DMG|2DUR|1AART	16aVULN|29RMIN|3AART|4ZMB|5aDUR|7RCR|8aDMG|aBPWR
188	44482 11623	5	   	263.19	DCR|5VULN|1DMG|1DUR	1MBVNT|2DUR|34568VULN|7RCR|9BBNT|aDMG
189	44482 11631	5	   	263.19	DCR|5VULN|1DMG|1DUR	1MBVNT|2DUR|34568VULN|7RCR|9DMG|aDUST
190	55121 11143	1	   	263.16	DCR|4VULN|1DMG|1TLV|1ASPD	1348VULN|2LIT|5ASPD|6DMSP|7DMG|9RCR|aTLV
191	44482 48431	10	   	263.06	DCR|4VULN|1DMG|1DUR|1ASPD	1MBVNT|2DUR|3459VULN|6ASPD|7DMG|8RCR|aLIT
192	21262 11212	4	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	14DUR|2DMG|3TLV|569VULN|7RCR|8ASPD|aLWND
193	21262 11215	4	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	14DUR|2DMG|3TLV|569VULN|7RCR|8ASPD|aBEXP
194	21262 11216	4	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	14DUR|2DMG|3TLV|569VULN|7RCR|8ASPD|aZMB
195	51262 11212	4	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	169VULN|2DMG|3TLV|45DUR|7RCR|8ASPD|aLWND
196	51262 11215	4	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	169VULN|2DMG|3TLV|45DUR|7RCR|8ASPD|aBEXP
197	51262 11216	4	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	169VULN|2DMG|3TLV|45DUR|7RCR|8ASPD|aZMB
198	51262 11353	5	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	156VULN|2DMG|3TLV|4aDUR|7RCR|8FEWX|9ASPD
199	51262 51212	6	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	159VULN|2DMG|3TLV|46DUR|7RCR|8ASPD|aLWND
200	21227 11461	2	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	16DUR|2DMG|3LHND|4MBVNT|567VULN|6BPWR|8TLV|9ASPD|aRCR
201	21445 11461	5	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	16DUR|2DMG|3MBVNT|4LHND|567VULN|6BPWR|8TLV|9ASPD|aRCR
202	21447 11461	4	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	16DUR|2DMG|3MBVNT|4LHND|567VULN|6BPWR|8TLV|9ASPD|aRCR
203	21448 11461	3	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	16DUR|2DMG|3MBVNT|4LWND|567VULN|6BPWR|8TLV|9ASPD|aRCR
204	21527 11461	3	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	16DUR|2DMG|3LHND|4MBVNT|567VULN|6BPWR|8TLV|9ASPD|aRCR
205	22527 11461	3	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	16DUR|2LHND|3DMG|4MBVNT|567VULN|6BPWR|8TLV|9ASPD|aRCR
206	51227 11461	2	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	167VULN|2DMG|3LHND|4MBVNT|56DUR|6BPWR|8TLV|9ASPD|aRCR
207	51441 11461	5	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	167VULN|2DMG|3MBVNT|4LHND|56DUR|6BPWR|8TLV|9ASPD|aRCR
208	52227 11461	2	   	263.05	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	167VULN|2LHND|3DMG|4MBVNT|56DUR|6BPWR|8TLV|9ASPD|aRCR
209	44447 11211	4	   	263.03	DCR|4VULN|2DUR|1CDMG|1ASPD	1MBVNT|25DUR|3569VULN|4DMSP|5BPWR|7RCR|8ASPD|aCDMG
210	51366 11231	5	   	263.00	DCR|2VULN|2DMG|2ASPD|1TLV|1DUR|1CDMG	16VULN|25DMG|38ASPD|4DUR|7RCR|9TLV|aCDMG
211	51111 22661	6	   	262.99	DCR|2VULN|3DMG|2DUR|1ASPD|1AART	19VULN|279DMG|3RPLT|4AART|5RMIN|69DUR|8RCR|9BPWR|aASPD
212	51111 32661	5	   	262.99	DCR|2VULN|3DMG|2DUR|1ASPD|1AART	19VULN|279DMG|3RPLT|4AART|5RMIN|69DUR|8RCR|9BPWR|aASPD
213	44441 36333	9	   	262.99	DCR|4VULN|2DUR|2LIT|1AART	1MBVNT|27DUR|378aVULN|4DMSP|57LIT|6AART|7BPWR|9RCR
214	44481 36331	9	   	262.99	DCR|4VULN|2DUR|2LIT|1AART	1MBVNT|27DUR|3478VULN|57LIT|6AART|7BPWR|9RCR|aRCVC
215	44481 36331	10	   	262.99	DCR|4VULN|2DUR|2LIT|1AART	1MBVNT|27DUR|3478VULN|57LIT|6AART|7BPWR|9RCR|aZMB
216	44481 36332	9	   	262.99	DCR|4VULN|2DUR|2LIT|1AART	1MBVNT|27DUR|3478VULN|57LIT|6AART|7BPWR|9RCR|aZMB
217	44481 36334	9	   	262.99	DCR|4VULN|2DUR|2LIT|1AART	1MBVNT|27DUR|3478VULN|57LIT|6AART|7BPWR|9RCR|aFEWX
218	44481 36334	7	   	262.99	DCR|4VULN|2DUR|2LIT|1AART	1MBVNT|27DUR|347aVULN|57LIT|6AART|7BPWR|8BEXP|9RCR
219	44481 36434	8	   	262.99	DCR|4VULN|2DUR|2LIT|1AART	1MBVNT|27DUR|347aVULN|57LIT|6AART|7BPWR|8BEXP|9RCR
220	21262 11213	4	   	262.95	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	14DUR|2DMG|3TLV|569VULN|7RCR|8ASPD|aERES
221	21262 11214	4	   	262.95	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	14DUR|2DMG|3TLV|569VULN|7RCR|8ASPD|aMBVNT
222	21262 11266	4	   	262.95	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	14DUR|2DMG|3TLV|56aVULN|7RCR|8ASPD|9BBNT
223	51262 11213	4	   	262.95	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	169VULN|2DMG|3TLV|45DUR|7RCR|8ASPD|aERES
224	51262 11214	4	   	262.95	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	169VULN|2DMG|3TLV|45DUR|7RCR|8ASPD|aMBVNT
225	51262 51213	6	   	262.95	DCR|3VULN|2DUR|1DMG|1TLV|1ASPD	159VULN|2DMG|3TLV|46DUR|7RCR|8ASPD|aERES
226	12261 36334	5	   	262.93	DCR|4VULN|2DUR|1TLV	1MLV|269aVULN|3TLV|48DUR|5LIT|7RCR
227	12262 26334	6	   	262.93	DCR|4VULN|2DUR|1TLV	1MLV|259aVULN|3TLV|48DUR|6LIT|7RCR
228	25111 36334	1	   	262.93	DCR|4VULN|2DUR|1TLV	18DUR|2LIT|369aVULN|4MLV|5TLV|7RCR
229	12262 15334	4	   	262.93	DCR|4VULN|2DUR|1TLV	1MLV|269aVULN|3TLV|45DUR|7RCR|8LIT
230	23252 15334	3	   	262.93	DCR|4VULN|2DUR|1TLV	15DUR|2MLV|3TLV|469aVULN|7RCR|8LIT
231	23262 15334	4	   	262.93	DCR|4VULN|2DUR|1TLV	14DUR|2MLV|3TLV|569aVULN|7RCR|8LIT
232	25262 11334	4	   	262.93	DCR|4VULN|2DUR|1TLV	14DUR|2ZMB|3TLV|569aVULN|7RCR|8LIT
233	44482 61211	6	   	262.93	DCR|4VULN|2DUR|1CDMG|1ASPD	1MBVNT|26DUR|3459VULN|7RCR|8ASPD|aCDMG
234	44482 11211	4	   	262.93	DCR|4VULN|2DUR|1CDMG|1ASPD	1MBVNT|25DUR|3469VULN|7RCR|8ASPD|aCDMG
235	44481 36334	10	   	262.89	DCR|4VULN|2DUR|2LIT|1AART	1MBVNT|27DUR|3478VULN|57LIT|6AART|7BPWR|9RCR|aDUST
236	51122 52431	6	   	262.76	DCR|3VULN|3DMG|1DUR	168VULN|258DMG|3RPLT|458DUST|58BPWR|7RCR|9LIT|aDUR
237	44482 11612	5	   	262.54	DCR|5VULN|1DUR|1ASPD	1MBVNT|2DUR|34568VULN|7RCR|9LIT|aASPD
238	44482 43184	6	   	262.50	DCR|4VULN|3DUR|1ASPD	1MBVNT|278DUR|3459VULN|6ASPD|aRCR
239	52633 22314	5	 * 	262.20	DCR|5VULN|2CDMG|2LIT	15689VULN|29LHND|3CGEN|45LIT|59BPWR|79CDMG|aRCR
240	51262 11412	5	   	262.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	156VULN|2DMG|3TLV|4DUR|7RCR|8CDMG|9CGEN|aASPD
241	21242 11211	3	   	262.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1DUR|2DMG|3TLV|4RCVC|569VULN|7RCR|8ASPD|aCDMG
242	21542 11211	2	   	262.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG|1ASPD	1DUR|2DMG|3TLV|4RCVC|569VULN|7RCR|8ASPD|aCDMG
243	43143 63812	6	   	261.98	DCR|3VULN|2CDMG|1TLV|1DUR|2LIT|1AART	1MBVNT|29CDMG|3AART|4TLV|59LIT|679VULN|8RCR|9BPWR|aDUR
244	51411 22512	5	 * 	261.90	DCR|3VULN|2DUR|3CDMG|1DMG	158VULN|2DMG|3MBVNT|48aCDMG|68DUR|7RCR|8BPWR|9CGEN
245	51411 22532	5	   	261.90	DCR|3VULN|2DUR|3CDMG|1DMG	158VULN|2DMG|3MBVNT|48aCDMG|68DUR|7RCR|8BPWR|9MLV
246	21411 62512	6	   	261.90	DCR|3VULN|2DUR|3CDMG|1DMG	18DUR|2DMG|3MBVNT|48aCDMG|568VULN|7RCR|8BPWR|9CGEN
247	21411 62532	6	   	261.90	DCR|3VULN|2DUR|3CDMG|1DMG	18DUR|2DMG|3MBVNT|48aCDMG|568VULN|7RCR|8BPWR|9MLV
248	21111 52414	6	   	261.89	DCR|3VULN|2DMG|2DUR	18DUR|28DMG|3RPLT|4DMSP|568VULN|7RCR|8BPWR|9CGEN|aLIT
249	21111 52434	6	   	261.89	DCR|3VULN|2DMG|2DUR	18DUR|28DMG|3RPLT|4DMSP|568VULN|7RCR|8BPWR|9MLV|aLIT
250	46344 24232	3	 * 	261.80	DCR|3VULN|2DUR|3CDMG|3LIT	1MBVNT|24aLIT|347CDMG|4aBPWR|5aDUR|6RCR|89aVULN
251	46344 74432	3	   	261.80	DCR|3VULN|2DUR|3CDMG|3LIT	1MBVNT|24aLIT|347CDMG|4aBPWR|5aDUR|69aVULN|8RCR
252	51442 12433	9	   	261.79	DCR|3VULN|2DMG|2DUR	16aVULN|2aDMG|3MBVNT|4LHND|5LIT|7DMSP|8aDUR|9RCR|aBPWR
253	51445 11221	8	   	261.79	DCR|3VULN|2DMG|2DUR	15aVULN|2aDMG|3MBVNT|4LHND|6BELT|7RCR|8LIT|9aDUR|aBPWR
254	51445 11231	9	   	261.79	DCR|3VULN|2DMG|2DUR	15aVULN|2aDMG|3MBVNT|4LHND|6BELT|7RCR|8LIT|9aDUR|aBPWR
255	51445 23433	9	   	261.79	DCR|3VULN|2DMG|2DUR	15aVULN|2aDMG|3MBVNT|46LHND|7LIT|8aDUR|9RCR|aBPWR
256	51446 43433	9	   	261.79	DCR|3VULN|2DMG|2DUR	16aVULN|2aDMG|3MBVNT|45LHND|7LIT|8aDUR|9RCR|aBPWR
257	51474 12433	9	   	261.79	DCR|3VULN|2DMG|2DUR	16aVULN|2aDMG|3MBVNT|4LIT|5LHND|7DMSP|8aDUR|9RCR|aBPWR
258	21448 13133	9	   	261.79	DCR|3VULN|2DMG|2DUR	1aDUR|2aDMG|3MBVNT|47LHND|5LIT|68aVULN|9RCR|aBPWR
259	21476 13133	9	   	261.79	DCR|3VULN|2DMG|2DUR	1aDUR|2aDMG|3MBVNT|4LIT|568VULN|7aLHND|9RCR|aBPWR
260	44848 13133	9	   	261.79	DCR|3VULN|2DMG|2DUR	1MBVNT|2aDUR|3aDMG|47LHND|5LIT|68aVULN|9RCR|aBPWR
261	44184 14232	8	   	261.69	DCR|3VULN|2DMG|2DUR	1MBVNT|2aDUR|3BEXP|49aVULN|5DUST|6LIT|7RCR|8aDMG|aBPWR
262	44186 24232	8	   	261.69	DCR|3VULN|2DMG|2DUR	1MBVNT|2aDUR|3BEXP|49aVULN|5LIT|6DUST|7RCR|8aDMG|aBPWR
263	44684 14232	8	   	261.69	DCR|3VULN|2DMG|2DUR	1MBVNT|2aDUR|3FEWX|49aVULN|5DUST|6LIT|7RCR|8aDMG|aBPWR
264	51415 13333	9	 * 	261.39	DCR|2VULN|2DMG|2DUR|2CDMG|2LIT	18VULN|28DMG|3MBVNT|47CDMG|5aLIT|68DUR|8BPWR|9RCR
265	12262 15164	5	   	261.35	DCR|4VULN|2ASPD|1TLV|1DUR	1aMLV|256aVULN|3TLV|4DUR|7RCR|8MBVNT|9aASPD|aBPWR
266	44482 14248	8	   	261.34	DCR|4VULN|2DMG|1DUR	1MBVNT|2DUR|3457VULN|6FEWX|89DMG|aRCR
267	12242 11535	5	   	261.34	DCR|4VULN|2DMG|1TLV	1MLV|269aVULN|3TLV|4ERES|58DMG|7RCR
268	51233 11535	4	   	261.34	DCR|4VULN|2DMG|1TLV	169aVULN|28DMG|3TLV|4ZMB|5ERES|7RCR
269	51228 42118	2	   	261.34	DCR|4VULN|2DMG|1DUR	1569VULN|27DMG|3LHND|4MBVNT|8DUR|aRCR
270	52228 42118	2	   	261.34	DCR|4VULN|2DMG|1DUR	1569VULN|2LHND|37DMG|4MBVNT|8DUR|aRCR
271	51215 26323	2	   	260.92	DCR|3VULN|2DMG|2LIT|1CDMG|1AART	159VULN|29DMG|3LHND|4CDMG|6RCVC|7RCR|89LIT|9BPWR|aAART
272	51215 36323	2	   	260.92	DCR|3VULN|2DMG|2LIT|1CDMG|1AART	159VULN|29DMG|3LHND|4CDMG|6DMSP|7RCR|89LIT|9BPWR|aAART
273	51415 13334	10	 * 	260.88	DCR|2VULN|2DMG|2DUR|3CDMG	18VULN|28DMG|3MBVNT|47aCDMG|5LIT|68DUR|8BPWR|9RCR
274	44484 31414	5	 * 	260.80	DCR|4VULN|3CDMG|1DUR|1ASPD	1MBVNT|2DUR|3469VULN|568CDMG|6BPWR|7RCR|aASPD
275	44484 31834	5	   	260.80	DCR|4VULN|3CDMG|1DUR|1ASPD	1MBVNT|2DUR|3468VULN|569CDMG|6BPWR|7RCR|aASPD
276	51366 11121	3	   	260.55	DCR|3VULN|2DUR|1DMG|1CDMG|1ASPD	156VULN|2DMG|3ASPD|45DUR|5BPWR|7RCR|8RPLT|9CDMG|aRMIN
277	51366 11121	4	   	260.55	DCR|3VULN|2DUR|1DMG|1CDMG|1ASPD	156VULN|2DMG|3ASPD|45DUR|5BPWR|7RCR|8RPLT|9CDMG|aRMIN
278	51366 11132	3	   	260.55	DCR|3VULN|2DUR|1DMG|1CDMG|1ASPD	156VULN|2DMG|3ASPD|45DUR|5BPWR|7RCR|89RPLT|aCDMG
279	51366 11132	4	   	260.55	DCR|3VULN|2DUR|1DMG|1CDMG|1ASPD	156VULN|2DMG|3ASPD|45DUR|5BPWR|7RCR|89RPLT|aCDMG
280	51362 11123	5	   	260.45	DCR|3VULN|2DUR|1DMG|1CDMG|1ASPD	156VULN|2DMG|3ASPD|4aDUR|7RCR|8RPLT|9CDMG
281	12362 11511	4	   	260.45	DCR|3VULN|2DUR|1DMG|1CDMG|1ASPD	1MLV|269VULN|3ASPD|45DUR|7RCR|8DMG|aCDMG
282	12362 51511	6	   	260.45	DCR|3VULN|2DUR|1DMG|1CDMG|1ASPD	1MLV|259VULN|3ASPD|46DUR|7RCR|8DMG|aCDMG
283	21362 11611	4	   	260.45	DCR|3VULN|2DUR|1DMG|1CDMG|1ASPD	14DUR|2DMG|3ASPD|569VULN|7RCR|8RMIN|aCDMG
284	21362 11611	3	   	260.45	DCR|3VULN|2DUR|1DMG|1CDMG|1ASPD	14DUR|2DMG|3ASPD|569VULN|7RCR|8RMIN|aCDMG
285	21662 11211	2	   	260.45	DCR|3VULN|2DUR|1DMG|1CDMG|1ASPD	14DUR|2DMG|3ZMB|569VULN|7RCR|8ASPD|aCDMG
286	23362 11511	4	   	260.45	DCR|3VULN|2DUR|1DMG|1CDMG|1ASPD	14DUR|2MLV|3ASPD|569VULN|7RCR|8DMG|aCDMG
287	25362 11511	4	   	260.45	DCR|3VULN|2DUR|1DMG|1CDMG|1ASPD	14DUR|2ZMB|3ASPD|569VULN|7RCR|8DMG|aCDMG
288	25362 11511	3	   	260.45	DCR|3VULN|2DUR|1DMG|1CDMG|1ASPD	14DUR|2ZMB|3ASPD|569VULN|7RCR|8DMG|aCDMG
289	51362 11611	3	   	260.45	DCR|3VULN|2DUR|1DMG|1CDMG|1ASPD	169VULN|2DMG|3ASPD|45DUR|7RCR|8RMIN|aCDMG
290	51362 11611	4	   	260.45	DCR|3VULN|2DUR|1DMG|1CDMG|1ASPD	169VULN|2DMG|3ASPD|45DUR|7RCR|8RMIN|aCDMG
291	51366 11122	4	   	260.45	DCR|3VULN|2DUR|1DMG|1CDMG|1ASPD	156VULN|2DMG|3ASPD|45DUR|5BPWR|7RCR|8RPLT|9CDMG|aERES
292	51366 11122	3	   	260.45	DCR|3VULN|2DUR|1DMG|1CDMG|1ASPD	156VULN|2DMG|3ASPD|45DUR|5BPWR|7RCR|8RPLT|9CDMG|aERES
293	51662 11211	4	   	260.45	DCR|3VULN|2DUR|1DMG|1CDMG|1ASPD	169VULN|2DMG|3CGEN|45DUR|7RCR|8ASPD|aCDMG
294	51662 11211	2	   	260.45	DCR|3VULN|2DUR|1DMG|1CDMG|1ASPD	169VULN|2DMG|3ZMB|45DUR|7RCR|8ASPD|aCDMG
295	53362 11511	4	   	260.45	DCR|3VULN|2DUR|1DMG|1CDMG|1ASPD	169VULN|2MLV|3ASPD|45DUR|7RCR|8DMG|aCDMG
296	44441 36338	9	   	260.41	DCR|3VULN|2DUR|1DMG|2LIT|1AART	1MBVNT|27DUR|378VULN|4DMSP|57LIT|6AART|7BPWR|9RCR|aDMG
297	21262 14313	4	   	260.35	DCR|3VULN|2DUR|1DMG|1TLV	14DUR|2DMG|3TLV|568VULN|7LIT|9RPLT|aRCR
298	51262 14313	4	   	260.35	DCR|3VULN|2DUR|1DMG|1TLV	168VULN|2DMG|3TLV|45DUR|7LIT|9RPLT|aRCR
299	44482 23133	10	   	260.23	DCR|4VULN|2DUR|1CDMG	1MBVNT|28DUR|3459VULN|6LIT|7CDMG|aRCR
300	51262 11313	5	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	1569VULN|2DMG|3TLV|4DUR|7RCR|8FEWX|aRCVC
301	51262 11323	5	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	156aVULN|2DMG|3TLV|4DUR|7RCR|8FEWX|9BEXP
302	51262 11363	5	   	260.10	DCR|4VULN|1DMG|1TLV|1DUR	156aVULN|2DMG|3TLV|4DUR|7RCR|8FEWX|9LHND
303	51366 11332	3	   	260.03	DCR|3VULN|3DUR|1DMG|1ASPD	156VULN|2DMG|3ASPD|45aDUR|5BPWR|7RCR|8LWND|9TBNT
304	51366 11332	4	   	260.03	DCR|3VULN|3DUR|1DMG|1ASPD	156VULN|2DMG|3ASPD|45aDUR|5BPWR|7RCR|8LWND|9TBNT
305	12344 41231	5	   	260.01	DCR|3VULN|2DMG|2ASPD|1TLV	1MLV|269VULN|38ASPD|4ERES|56DMG|6BPWR|7RCR|aTLV
306	51222 16252	5	   	260.01	DCR|3VULN|2DMG|2ASPD|1TLV|1NUKE	168VULN|28DMG|3TLV|4CGEN|5NUKE|78ASPD|8BPWR|9BBNT|aRCR
307	51262 11113	5	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	156aVULN|2DMG|3TLV|4DUR|7RCR|8RPLT|9DUST
308	51262 11133	5	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	156aVULN|2DMG|3TLV|4DUR|7RCR|8RPLT|9MBVNT
309	51262 11311	5	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1569VULN|2DMG|3TLV|4DUR|7RCR|8FEWX|aBBNT
310	51262 11312	5	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1569VULN|2DMG|3TLV|4DUR|7RCR|8FEWX|aERES
311	51262 11314	5	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1569VULN|2DMG|3TLV|4DUR|7RCR|8FEWX|aDUST
312	51262 11343	5	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	156aVULN|2DMG|3TLV|4DUR|7RCR|8FEWX|9DUST
313	51262 35212	6	   	260.00	DCR|4VULN|1DMG|1TLV|1DUR	1589VULN|2DMG|3TLV|4DUR|6ERES|7RCR|aLWND
314	21362 11231	3	   	260.00	DCR|2VULN|2DUR|2ASPD|1DMG|1TLV|1CDMG	14DUR|2DMG|38ASPD|56VULN|7RCR|9TLV|aCDMG
315	21362 11231	4	   	260.00	DCR|2VULN|2DUR|2ASPD|1DMG|1TLV|1CDMG	14DUR|2DMG|38ASPD|56VULN|7RCR|9TLV|aCDMG
316	51362 11231	3	   	260.00	DCR|2VULN|2DUR|2ASPD|1DMG|1TLV|1CDMG	16VULN|2DMG|38ASPD|45DUR|7RCR|9TLV|aCDMG
317	51362 11231	4	   	260.00	DCR|2VULN|2DUR|2ASPD|1DMG|1TLV|1CDMG	16VULN|2DMG|38ASPD|45DUR|7RCR|9TLV|aCDMG
318	51362 51231	6	   	260.00	DCR|2VULN|2DUR|2ASPD|1DMG|1TLV|1CDMG	15VULN|2DMG|38ASPD|46DUR|7RCR|9TLV|aCDMG
319	51262 35213	6	   	259.90	DCR|4VULN|1DMG|1TLV|1DUR	1589VULN|2DMG|3TLV|4DUR|6aERES|7RCR
320	21262 63631	4	 * 	259.66	DCR|2VULN|3DUR|2DMG|2TLV	14aDUR|29DMG|3aTLV|5aVULN|6BBNT|7TBNT|8RCR|aBPWR
321	44381 11218	4	 * 	259.59	DCR|4VULN|2DUR|2ASPD	1MBVNT|26DUR|3LHND|4789VULN|56ASPD|6BPWR|aRCR
322	44471 11218	3	   	259.59	DCR|4VULN|2DUR|2ASPD	1MBVNT|26DUR|3789VULN|4LWND|56ASPD|6BPWR|aRCR
323	44471 11218	4	   	259.59	DCR|4VULN|2DUR|2ASPD	1MBVNT|26DUR|3789VULN|4LWND|56ASPD|6BPWR|aRCR
324	44484 31417	5	   	259.45	DCR|4VULN|3CDMG|1DUR|1AART	1MBVNT|2DUR|3469VULN|568CDMG|6BPWR|7RCR|aAART
325	51362 52232	9	   	259.45	DCR|2VULN|2DUR|1DMG|1TLV|1CDMG|1ASPD|1AART	15VULN|2DMG|3ASPD|46DUR|7AART|8TLV|9RCR|aCDMG
326	31335 31221	4	   	259.27	DCR|3VULN|3DMG|1ASPD|1AART	18aLWND|28aDMG|3ASPD|4ZMB|5AART|6RCR|78aVULN|8aBPWR|9DMSP
327	51441 38131	9	   	258.86	DCR|3VULN|2DMG|2TLV|1DUR	179VULN|29DMG|3MBVNT|4LHND|5DUR|69TLV|8RMIN|9BPWR|aRCR
328	43457 34234	4	   	258.86	DCR|3VULN|3DUR|1TLV|1CDMG	1MBVNT|2CDMG|346VULN|568DUR|6BPWR|7BEXP|9TLV|aRCR
329	43458 34234	5	   	258.86	DCR|3VULN|3DUR|1TLV|1CDMG	1MBVNT|2CDMG|346VULN|568DUR|6BPWR|7BEXP|9TLV|aRCR
330	44487 21434	4	   	258.86	DCR|3VULN|3DUR|1TLV|1CDMG	1MBVNT|257DUR|345VULN|5BPWR|6LHND|8CDMG|9TLV|aRCR
331	21441 51215	6	   	258.78	DCR|3VULN|3DUR|1DMG|1AART	158DUR|2DMG|3MBVNT|48LHND|6AART|78aVULN|8BPWR|9RCR
332	21481 31215	5	   	258.78	DCR|3VULN|3DUR|1DMG|1AART	158DUR|2DMG|3MBVNT|48FEWX|6AART|78aVULN|8BPWR|9RCR
333	21242 11535	3	   	258.76	DCR|3VULN|2DMG|2TLV|1DUR	1DUR|28DMG|39TLV|4RCVC|56aVULN|7RCR
