0	Index      	 *	Score 	Summary	Detail	
1	21522 31636	 * 	211.82	ACR|1BASARM|2BEXP|1DMG|1VULN|1AAC|1SELL	1SELL|26LHND|3RCR|4RPLT|56BEXP|6BPWR|7AAC|8BASARM|9VULN|aDMG
144	21513 26126	   	187.45	ACR|1BASARM|2BEXP|1DMG|1SELL	1SELL|2LHND|3RCR|45BEXP|6DUST|7BASARM|8BELT|9ERES|aDMG
145	21513 26161	   	187.45	ACR|1BASARM|2BEXP|1ASPD|1SELL	1SELL|2LHND|3RCR|45BEXP|6DUST|7BASARM|8BELT|9ASPD|aMDPS
146	21515 21321	   	187.45	ACR|1BASARM|2BEXP|1ASPD|1SELL	1SELL|2LHND|3RCR|48BEXP|5AME|6RMIN|7ERES|9ASPD|aBASARM
147	21532 23231	 * 	187.45	ACR|1BASARM|2BEXP|1BASICY|1SELL	1SELL|2LHND|3RCR|4DUST|5FEWX|6MULARM|7aBEXP|8BASARM|9BASICY
148	21533 16313	   	187.45	ACR|1BASARM|2BEXP|1DMG|1SELL	1SELL|2LHND|3RCR|4DUST|59BEXP|6AEFBLL|7BASARM|8ZMB|aDMG
149	21533 56313	   	187.45	ACR|1BASARM|2BEXP|1DMG|1SELL	1SELL|2LHND|3RCR|46DUST|59BEXP|7BASARM|8ZMB|aDMG
150	23624 13341	 * 	187.41	ACR|3ASPD|2BEXP|1AART|1AAC|1SELL	1SELL|27BEXP|39aASPD|4CGEN|5RCR|6AAC|8AART
151	32324 13341	 * 	187.41	ACR|3ASPD|2BEXP|1AART|1AAC|1SELL	17BEXP|2CGEN|39aASPD|4SELL|5RCR|6AAC|8AART
152	21532 23235	   	187.38	ACR|1BASARM|1BASICY|1VULN|1BEXP|1SELL	1SELL|2LHND|3RCR|4DUST|5FEWX|6MULARM|7BEXP|8BASARM|9BASICY|aVULN
153	21512 16162	   	187.36	ACR|1BASARM|1ASPD|1AART|1BEXP|1SELL	1SELL|2LHND|3RCR|4BEXP|5FEWX|6AEFBLL|7BASARM|8BELT|9ASPD|aAART
154	21512 22233	 * 	187.36	ACR|1BASARM|1DMG|1AART|1BEXP|1SELL	1SELL|2LHND|3RCR|4BEXP|5FEWX|6MULARM|7DMG|8BASARM|9ZMB|aAART
155	21511 16313	   	187.31	ACR|1BASARM|2BEXP|1DMG|2SELL	15SELL|2LHND|3RCR|49BEXP|6AEFBLL|7BASARM|8ZMB|aDMG
156	21533 16162	   	187.26	ACR|1BASARM|1ASPD|1AART|1BEXP|1SELL	1SELL|2LHND|3RCR|4DUST|5BEXP|6AEFBLL|7BASARM|8BELT|9ASPD|aAART
157	21512 22253	 * 	187.26	ACR|1BASARM|1DMG|1AART|1BEXP|1SELL	1SELL|2LHND|3RCR|4BEXP|5FEWX|6MULARM|7DMG|8BASARM|9NUKE|aAART
158	21531 23231	 * 	187.21	ACR|1BASARM|2BEXP|1BASICY|2SELL	15SELL|2LHND|3RCR|4DUST|6MULARM|7aBEXP|8BASARM|9BASICY
159	21531 23235	   	187.13	ACR|1BASARM|1BASICY|1VULN|1BEXP|2SELL	15SELL|2LHND|3RCR|4DUST|6MULARM|7BEXP|8BASARM|9BASICY|aVULN
160	34253 11361	   	187.13	ACR|1BASARM|2VULN|2BEXP	12BEXP|3AEMAG|4RCR|58VULN|69LWND|7RPLT|aBASARM
161	21511 16162	   	187.12	ACR|1BASARM|1ASPD|1AART|1BEXP|2SELL	15SELL|2LHND|3RCR|4BEXP|6AEFBLL|7BASARM|8BELT|9ASPD|aAART
162	21513 26315	 * 	187.06	ACR|1BASARM|3BEXP|1AAC|1SELL	1SELL|2LHND|3RCR|459BEXP|6DUST|7BASARM|8ZMB|aAAC
163	35336 61313	 * 	186.98	DCR|3BEXP|2DMG|1VULN|1ASPD|1AART	178BEXP|28ZMB|3ASPD|4VULN|58DMG|6AART|8BPWR|9CGEN|aRCR
164	35336 61333	   	186.98	DCR|3BEXP|2DMG|1VULN|1ASPD|1AART	178BEXP|28ZMB|3ASPD|4VULN|58DMG|6AART|8BPWR|9MLV|aRCR
165	34252 31116	   	186.42	ACR|2BEXP|1DMG|1AART|1VULN|1CDMG	12BEXP|3AEMAG|4RCR|5AART|6CDMG|7DMG|8FEWX|9RPLT|aVULN
166	34252 32411	   	186.42	ACR|2BEXP|1VULN|1DMG|1AART|1CDMG	12BEXP|3AEMAG|4RCR|5AART|6CDMG|7LIT|8DMG|9VULN|aRMIN
167	34252 32413	   	186.42	ACR|2BEXP|1VULN|1DMG|1AART|1CDMG	12BEXP|3AEMAG|4RCR|5AART|6CDMG|7LIT|8DMG|9VULN|aCGEN
168	34252 31133	   	186.32	ACR|2BEXP|1DMG|1AART|1VULN|1CDMG	12BEXP|3AEMAG|4RCR|5AART|6CDMG|7DMG|8FEWX|9TLV|aVULN
169	34252 31316	   	186.32	ACR|2BEXP|1DMG|1AART|1VULN|1CDMG	12BEXP|3AEMAG|4RCR|5AART|6CDMG|7DMG|8LEGI|9RPLT|aVULN
170	34252 32422	   	186.32	ACR|2BEXP|1DMG|1AART|1VULN|1CDMG	12BEXP|3AEMAG|4RCR|5AART|6CDMG|7LIT|8DMG|9DUST|aVULN
171	34252 34133	   	186.32	ACR|2BEXP|1ASPD|1AART|1VULN|1CDMG	12BEXP|3AEMAG|4RCR|5AART|6CDMG|7ASPD|8FEWX|9TLV|aVULN
172	32324 43362	   	186.29	ACR|2BEXP|1ASPD|1DMG|1VULN|1AART|1SELL	17BEXP|2CGEN|3ASPD|4SELL|5RCR|6DMG|8AART|9RCVC|aVULN
173	21514 33222	   	186.27	ACR|2BEXP|1VULN|1ASPD|1AART|1CDMG|1SELL	1SELL|2LHND|3RCR|46BEXP|5CDMG|7VULN|8ASPD|9DMSP|aAART
174	21514 33232	   	186.27	ACR|2BEXP|1VULN|1ASPD|1AART|1CDMG|1SELL	1SELL|29LHND|3RCR|46BEXP|5CDMG|7VULN|8ASPD|aAART
175	21514 33313	 * 	186.26	ACR|3VULN|2BEXP|1BASICY|1CDMG|1SELL	1SELL|2LHND|3RCR|46BEXP|5CDMG|78aVULN|9BASICY
176	13284 28348	 * 	186.04	ACR|2BEXP|1VULN|1ASPD|1DMG|1BASICY	13AEMAG|2MBVNT|46BEXP|5RCR|6BPWR|7DMG|8VULN|9BASICY|aASPD
177	14234 28348	   	186.04	ACR|2BEXP|1VULN|1ASPD|1DMG|1BASICY	13AEMAG|26BEXP|4MBVNT|5RCR|6BPWR|7DMG|8VULN|9BASICY|aASPD
178	21556 22111	   	186.00	ACR|2VULN|2DMG|1CDMG|1BEXP|1SELL	1SELL|2LHND|3RCR|4LIT|59VULN|6CDMG|78DMG|aBEXP
179	32324 13561	   	185.86	ACR|1BASARM|2BEXP|1ASPD|1AAC|1SELL	17BEXP|2CGEN|3ASPD|4SELL|5RCR|6AAC|8AME|9LHND|aBASARM
180	23254 13522	   	185.86	ACR|1BASARM|2BEXP|1ASPD|1AAC|1SELL	1SELL|27BEXP|3CGEN|4AAC|5RCR|6ZMB|8AME|9ASPD|aBASARM
181	32324 15621	   	185.86	ACR|1BASARM|2BEXP|1ASPD|1AAC|1SELL	19BEXP|2CGEN|3ASPD|4SELL|5RCR|6AAC|7FEWX|8ERES|aBASARM
182	12134 33331	   	185.83	ACR|2BEXP|1VULN|1DMG|1ASPD|1CDMG	1AEMAG|2LHND|3RPLT|4RCR|5CDMG|67BEXP|8VULN|9ASPD|aDMG
183	44134 33331	   	185.83	ACR|2BEXP|1VULN|1ASPD|1DMG|1CDMG	1TLV|2MLV|3RPLT|4RCR|5CDMG|67BEXP|8VULN|9ASPD|aDMG
184	32324 16621	   	185.76	ACR|1BASARM|2BEXP|1ASPD|1AAC|1SELL	19BEXP|2CGEN|3ASPD|4SELL|5RCR|6AAC|7DUST|8ERES|aBASARM
185	43134 33331	   	185.73	ACR|2BEXP|1VULN|1ASPD|1DMG|1CDMG	1TLV|2AME|3RPLT|4RCR|5CDMG|67BEXP|8VULN|9ASPD|aDMG
186	46134 33331	   	185.73	ACR|2BEXP|1VULN|1ASPD|1DMG|1CDMG	1TLV|2ERES|3RPLT|4RCR|5CDMG|67BEXP|8VULN|9ASPD|aDMG
187	42324 13621	   	185.66	ACR|1BASARM|2BEXP|1ASPD|1AAC|1SELL	1TLV|2DUST|3ASPD|4SELL|5RCR|6AAC|79BEXP|8ERES|aBASARM
188	12134 31632	   	185.62	ACR|1BASARM|1VULN|1BEXP|1CDMG|1AAC	1AEMAG|2aLHND|3RPLT|4RCR|5CDMG|6BEXP|7AAC|8BASARM|9VULN
189	12134 31633	   	185.62	ACR|1BASARM|1VULN|1BEXP|1CDMG|1AAC	1AEMAG|2LHND|3RPLT|4RCR|5CDMG|6BEXP|7AAC|8BASARM|9VULN|aBELT
190	12134 11635	   	185.62	ACR|1BASARM|1VULN|1BEXP|1CDMG|1AAC	1AEMAG|2LHND|3RPLT|4RCR|5CDMG|6FEWX|7AAC|8BASARM|9VULN|aBEXP
191	12131 31635	   	185.56	ACR|1BASARM|2BEXP|1VULN|1AAC|1SELL	1AEMAG|2LHND|3RPLT|4RCR|5SELL|6aBEXP|7AAC|8BASARM|9VULN
192	11134 51632	   	185.52	ACR|1BASARM|1VULN|1BEXP|1CDMG|1AAC	1AEMAG|2DUST|3RPLT|4RCR|5CDMG|6BEXP|7AAC|8BASARM|9VULN|aLHND
193	12134 31611	   	185.52	ACR|1BASARM|1VULN|1BEXP|1CDMG|1AAC	1AEMAG|2LHND|3RPLT|4RCR|5CDMG|6BEXP|7AAC|8BASARM|9MDPS|aVULN
194	12134 31631	   	185.52	ACR|1BASARM|1VULN|1BEXP|1CDMG|1AAC	1AEMAG|2LHND|3RPLT|4RCR|5CDMG|6BEXP|7AAC|8BASARM|9VULN|aERES
195	12134 31634	   	185.52	ACR|1BASARM|1VULN|1BEXP|1CDMG|1AAC	1AEMAG|2LHND|3RPLT|4RCR|5CDMG|6BEXP|7AAC|8BASARM|9VULN|aTLV
196	11134 11635	   	185.52	ACR|1BASARM|1VULN|1BEXP|1CDMG|1AAC	1AEMAG|2DUST|3RPLT|4RCR|5CDMG|6FEWX|7AAC|8BASARM|9VULN|aBEXP
197	35333 21365	 * 	185.50	3ASPD|1BASARM|1VULN|2BEXP|1AART|1CDMG	18BEXP|2ZMB|389ASPD|4VULN|5AART|6CDMG|78LWND|8BPWR|aBASARM
198	11131 51635	   	185.46	ACR|1BASARM|2BEXP|1VULN|1AAC|1SELL	1AEMAG|2DUST|3RPLT|4RCR|5SELL|6aBEXP|7AAC|8BASARM|9VULN
199	11133 66261	 * 	185.44	ACR|1BASARM|2ASPD|1BEXP	1AEMAG|2DUST|36RPLT|4RCR|5VENTOX|7aASPD|8BASARM|9BEXP
200	11134 51611	   	185.42	ACR|1BASARM|1VULN|1BEXP|1CDMG|1AAC	1AEMAG|2DUST|3RPLT|4RCR|5CDMG|6BEXP|7AAC|8BASARM|9MDPS|aVULN
201	11134 51631	   	185.42	ACR|1BASARM|1VULN|1BEXP|1CDMG|1AAC	1AEMAG|2DUST|3RPLT|4RCR|5CDMG|6BEXP|7AAC|8BASARM|9VULN|aERES
202	11134 51633	   	185.42	ACR|1BASARM|1VULN|1BEXP|1CDMG|1AAC	1AEMAG|2DUST|3RPLT|4RCR|5CDMG|6BEXP|7AAC|8BASARM|9VULN|aMBVNT
203	21533 31451	 * 	185.34	ACR|2BEXP|1ASPD|2CDMG|1VULN|1AAC|1SELL	1SELL|28LHND|3RCR|4DUST|58BEXP|68CDMG|7AAC|8BPWR|9VULN|aASPD
204	32324 43361	 * 	185.11	ACR|2ASPD|2BEXP|1DMG|1AART|1SELL	17BEXP|2CGEN|3aASPD|4SELL|5RCR|6DMG|8AART|9RCVC
205	34252 22613	 * 	184.93	ACR|3BEXP|1AART|1VULN|1CDMG|1AAC	129BEXP|3AEMAG|4RCR|5AART|6CGEN|7CDMG|8AAC|aVULN
206	34252 33613	   	184.93	ACR|3BEXP|1AART|1VULN|1CDMG|1AAC	129BEXP|3AEMAG|4RCR|5AART|6CDMG|7CGEN|8AAC|aVULN
207	21513 62112	   	184.86	ACR|1BASARM|2BEXP|1VULN|1SELL	1SELL|27LHND|3RCR|45BEXP|6RCVC|8VULN|9RMIN|aBASARM
208	21513 62131	   	184.86	ACR|1BASARM|2BEXP|1VULN|1SELL	1SELL|27LHND|3RCR|45BEXP|6RCVC|8VULN|9FEWX|aBASARM
209	21513 62341	   	184.86	ACR|1BASARM|2BEXP|1VULN|1SELL	1SELL|27LHND|3RCR|45BEXP|6RCVC|8DUR|9VULN|aBASARM
210	21513 43112	 * 	184.83	ACR|3BEXP|2ASPD|1VULN|1SELL	1SELL|2LHND|3RCR|459BEXP|6aASPD|7BELT|8VULN
211	21513 61112	   	184.76	ACR|1BASARM|2BEXP|1VULN|1SELL	1SELL|2LHND|3RCR|45BEXP|6RCVC|7AEMAG|8VULN|9RMIN|aBASARM
212	21513 61131	   	184.76	ACR|1BASARM|2BEXP|1VULN|1SELL	1SELL|2LHND|3RCR|45BEXP|6RCVC|7AEMAG|8VULN|9FEWX|aBASARM
213	21513 61341	   	184.76	ACR|1BASARM|2BEXP|1VULN|1SELL	1SELL|2LHND|3RCR|45BEXP|6RCVC|7AEMAG|8DUR|9VULN|aBASARM
214	12133 66221	   	184.72	ACR|1BASARM|1ASPD|1VULN|1CDMG	1AEMAG|2LHND|36RPLT|4RCR|5VENTOX|7ASPD|8BASARM|9CDMG|aVULN
215	32324 43316	   	184.69	ACR|2BEXP|1ASPD|1DMG|1VULN|1AART|1SELL	17BEXP|2CGEN|3ASPD|4SELL|5RCR|6DMG|8AART|9RPLT|aVULN
216	32324 41216	 * 	184.62	ACR|2ASPD|2BEXP|1DMG|1VULN|1SELL	19BEXP|2CGEN|38ASPD|4SELL|5RCR|6DMG|7BELT|aVULN
217	23254 22482	   	184.57	ACR|1BASARM|1DMG|1BEXP|1CDMG|1AAC|1SELL	1SELL|2BEXP|3CGEN|4AAC|5RCR|6DUST|7MBVNT|8DMG|9BASARM|aCDMG
218	32324 22882	   	184.57	ACR|1BASARM|1ASPD|1BEXP|1CDMG|1AAC|1SELL	1BEXP|2CGEN|3ASPD|4SELL|5RCR|6DUST|7MBVNT|8AAC|9BASARM|aCDMG
219	13284 28241	 * 	184.57	ACR|2DMG|2BEXP|1ASPD|1VULN	13AEMAG|2MBVNT|46BEXP|5RCR|6BPWR|7aDMG|8ASPD|9VULN
220	13284 28331	   	184.57	ACR|2DMG|2BEXP|1VULN|1ASPD	13AEMAG|2MBVNT|46BEXP|5RCR|6BPWR|7aDMG|8VULN|9ASPD
221	14234 28241	   	184.57	ACR|2DMG|2BEXP|1ASPD|1VULN	13AEMAG|26BEXP|4MBVNT|5RCR|6BPWR|7aDMG|8ASPD|9VULN
222	14234 28331	   	184.57	ACR|2DMG|2BEXP|1VULN|1ASPD	13AEMAG|26BEXP|4MBVNT|5RCR|6BPWR|7aDMG|8VULN|9ASPD
223	45234 28241	   	184.57	ACR|2DMG|2BEXP|1ASPD|1VULN	1TLV|26BEXP|36ERES|4MBVNT|5RCR|6BPWR|7aDMG|8ASPD|9VULN
224	45234 28331	   	184.57	ACR|2DMG|2BEXP|1VULN|1ASPD	1TLV|26BEXP|36ERES|4MBVNT|5RCR|6BPWR|7aDMG|8VULN|9ASPD
225	46334 28241	   	184.57	ACR|2DMG|2BEXP|1ASPD|1VULN	1TLV|26ERES|36BEXP|4MBVNT|5RCR|6BPWR|7aDMG|8ASPD|9VULN
226	46334 28331	   	184.57	ACR|2DMG|2BEXP|1VULN|1ASPD	1TLV|26ERES|36BEXP|4MBVNT|5RCR|6BPWR|7aDMG|8VULN|9ASPD
227	21513 26241	   	184.44	ACR|1BASARM|2BEXP|1AART|1SELL	1SELL|2LHND|3RCR|45BEXP|6DUST|7BASARM|8FEWX|9AART|aRCVC
228	21511 46213	   	184.42	ACR|1BASARM|1VULN|1BEXP|1CDMG|2SELL	15SELL|2LHND|3RCR|4BEXP|6RCVC|7BASARM|8FEWX|9VULN|aCDMG
229	34252 31232	   	184.41	ACR|2AART|2BEXP|1DMG|1CDMG	12BEXP|3AEMAG|4RCR|58AART|6CDMG|7DMG|9RPLT|aRCVC
230	34252 34232	   	184.41	ACR|2AART|2BEXP|1ASPD|1CDMG	12BEXP|3AEMAG|4RCR|58AART|6CDMG|7ASPD|9RPLT|aRCVC
231	21512 61632	 * 	184.11	ACR|3ASPD|3BEXP|1SELL	1SELL|28aLHND|3RCR|48aBEXP|5FEWX|6MLV|78aASPD|8aBPWR|9RPLT
232	21533 33211	 * 	184.09	ACR|3BEXP|1ASPD|1BASICY|1CDMG|1SELL	1SELL|2LHND|3RCR|4DUST|57aBEXP|6CDMG|8ASPD|9BASICY
233	21534 33211	 * 	184.09	ACR|3BEXP|1ASPD|1BASICY|1CDMG|1SELL	1SELL|2LHND|3RCR|4DUST|5CDMG|67aBEXP|8ASPD|9BASICY
234	21513 26522	   	184.06	ACR|1BASARM|2BEXP|1VULN|1SELL	1SELL|2LHND|3RCR|45BEXP|6DUST|7BASARM|8RCVC|9MSLREG|aVULN
235	32324 22485	   	183.98	ACR|1BASARM|1ASPD|1DMG|1BEXP|1SELL	1BEXP|2CGEN|3ASPD|4SELL|5RCR|6DUST|7MBVNT|8DMG|9BASARM|aRCVC
236	21522 31623	   	183.84	ACR|1BASARM|2BEXP|2AAC|1SELL	1SELL|26LHND|3RCR|4aRPLT|56BEXP|6BPWR|79AAC|8BASARM
237	21522 31624	   	183.84	ACR|1BASARM|2BEXP|2AAC|1SELL	1SELL|26LHND|3RCR|4RPLT|56BEXP|6BPWR|79AAC|8BASARM|aDUR
238	21522 31641	   	183.84	ACR|1BASARM|2BEXP|2AAC|1SELL	1SELL|26LHND|3RCR|4RPLT|56BEXP|6BPWR|7aAAC|8BASARM|9MLV
239	21522 41623	   	183.84	ACR|1BASARM|2BEXP|2AAC|1SELL	1SELL|27LHND|3RCR|4aRPLT|57BEXP|69AAC|7BPWR|8BASARM
240	21525 31621	   	183.74	ACR|1BASARM|2BEXP|2AAC|1SELL	1SELL|2LHND|3RCR|4RPLT|5DMSP|6aBEXP|79AAC|8BASARM
241	21522 31622	   	183.74	ACR|1BASARM|2BEXP|2AAC|1SELL	1SELL|26LHND|3RCR|4RPLT|56BEXP|6BPWR|79AAC|8BASARM|aERES
242	21522 31626	   	183.74	ACR|1BASARM|2BEXP|2AAC|1SELL	1SELL|26LHND|3RCR|4RPLT|56BEXP|6BPWR|79AAC|8BASARM|aLEGI
243	21522 41622	   	183.74	ACR|1BASARM|2BEXP|2AAC|1SELL	1SELL|27LHND|3RCR|4RPLT|57BEXP|69AAC|7BPWR|8BASARM|aERES
244	21522 42621	   	183.64	ACR|1BASARM|2BEXP|2AAC|1SELL	1SELL|2LHND|3RCR|4RPLT|5aBEXP|69AAC|7AEFBLL|8BASARM
245	21522 61621	   	183.64	ACR|1BASARM|2BEXP|2AAC|1SELL	1SELL|2LHND|3RCR|4RPLT|5aBEXP|6AEFBLL|79AAC|8BASARM
246	21524 31621	   	183.64	ACR|1BASARM|2BEXP|2AAC|1SELL	1SELL|2LHND|3RCR|4RPLT|5AEMAG|6aBEXP|79AAC|8BASARM
247	11133 55262	   	183.62	ACR|1BASARM|1DMG|1VULN|1BEXP	1AEMAG|2DUST|3RPLT|4RCR|5VENTOX|6DMG|7DMSP|8BASARM|9BEXP|aVULN
248	21513 26215	   	183.56	ACR|1BASARM|2BEXP|1VULN|1SELL	1SELL|2LHND|3RCR|45BEXP|6DUST|7BASARM|8FEWX|9VULN|aRCVC
249	32324 14342	 * 	183.52	ACR|2ASPD|1VULN|1AART|2AAC|1BEXP|1SELL	1BEXP|2CGEN|39ASPD|4SELL|5RCR|67AAC|8AART|aVULN
250	12234 28334	   	183.46	ACR|1BASARM|2DMG|1VULN	13AEMAG|26LHND|4MBVNT|5RCR|6BPWR|79DMG|8VULN|aBASARM
251	32234 34135	   	183.40	ACR|1BASARM|1AART|1BEXP|1CDMG|1AAC	1BEXP|2CGEN|3ERES|4MBVNT|5RCR|6AART|7AAC|8CDMG|9ZMB|aBASARM
252	32234 31145	   	183.40	ACR|1BASARM|1AART|1BEXP|1CDMG|1AAC	1BEXP|2CGEN|3ERES|4MBVNT|5RCR|6AART|7RMIN|8CDMG|9AAC|aBASARM
253	13224 32151	   	183.32	ACR|1BASARM|1VULN|1ASPD|1AART	13AEMAG|2MBVNT|4VULN|5RCR|6AIRHEL|7NUKE|8AART|9BASARM|aASPD
254	21513 26243	   	183.14	ACR|1BASARM|2BEXP|1AART|1SELL	1SELL|2LHND|3RCR|45BEXP|6DUST|7BASARM|8FEWX|9AART|aZMB
255	34252 31212	   	183.11	ACR|2AART|2BEXP|1DMG|1CDMG	12BEXP|3AEMAG|4RCR|58AART|6CDMG|7DMG|9LHND|aRMIN
256	34252 31213	   	183.11	ACR|2AART|2BEXP|1DMG|1CDMG	12BEXP|3AEMAG|4RCR|58AART|6CDMG|7DMG|9LHND|aRPLT
257	34252 31215	   	183.11	ACR|2AART|2BEXP|1DMG|1CDMG	12BEXP|3AEMAG|4RCR|58AART|6CDMG|7DMG|9LHND|aMLV
258	34252 31216	   	183.11	ACR|2AART|2BEXP|1DMG|1CDMG	12BEXP|3AEMAG|4RCR|58AART|6CDMG|7DMG|9LHND|aFEWX
259	34252 31221	   	183.11	ACR|2AART|2BEXP|1DMG|1CDMG	12BEXP|3AEMAG|4RCR|58AART|6CDMG|7DMG|9CGEN|aDUR
260	34252 31222	   	183.11	ACR|2AART|2BEXP|1DMG|1CDMG	12BEXP|3AEMAG|4RCR|58AART|6CDMG|7DMG|9CGEN|aFEWX
261	34252 31223	   	183.11	ACR|2AART|2BEXP|1DMG|1CDMG	12BEXP|3AEMAG|4RCR|58AART|6CDMG|7DMG|9CGEN|aMLV
262	34252 31224	   	183.11	ACR|2AART|2BEXP|1DMG|1CDMG	12BEXP|3AEMAG|4RCR|58AART|6CDMG|7DMG|9CGEN|aLHND
263	34252 31231	   	183.11	ACR|2AART|2BEXP|1DMG|1CDMG	12BEXP|3AEMAG|4RCR|58AART|6CDMG|7DMG|9RPLT|aLHND
264	34252 31234	   	183.11	ACR|2AART|2BEXP|1DMG|1CDMG	12BEXP|3AEMAG|4RCR|58AART|6CDMG|7DMG|9RPLT|aZMB
265	34252 31236	   	183.11	ACR|2AART|2BEXP|1DMG|1CDMG	12BEXP|3AEMAG|4RCR|58AART|6CDMG|7DMG|9RPLT|aBELT
266	34252 31262	   	183.11	ACR|2AART|2BEXP|1DMG|1CDMG	12BEXP|3AEMAG|4RCR|58AART|6CDMG|7DMG|9LIT|aLHND
267	34252 34221	   	183.11	ACR|2AART|2BEXP|1ASPD|1CDMG	12BEXP|3AEMAG|4RCR|58AART|6CDMG|7ASPD|9CGEN|aDUR
268	34252 34222	   	183.11	ACR|2AART|2BEXP|1ASPD|1CDMG	12BEXP|3AEMAG|4RCR|58AART|6CDMG|7ASPD|9CGEN|aFEWX
269	34252 34223	   	183.11	ACR|2AART|2BEXP|1ASPD|1CDMG	12BEXP|3AEMAG|4RCR|58AART|6CDMG|7ASPD|9CGEN|aMLV
270	34252 34231	   	183.11	ACR|2AART|2BEXP|1ASPD|1CDMG	12BEXP|3AEMAG|4RCR|58AART|6CDMG|7ASPD|9RPLT|aLHND
271	34252 35211	   	183.11	ACR|2AART|2BEXP|1ASPD|1CDMG	12BEXP|3AEMAG|4RCR|58AART|6CDMG|7RMIN|9LHND|aASPD
272	21513 26512	   	183.04	ACR|1BASARM|2BEXP|1CDMG|1SELL	1SELL|2LHND|3RCR|45BEXP|6DUST|7BASARM|8RCVC|9DMSP|aCDMG
273	34252 31214	   	183.01	ACR|2AART|2BEXP|1DMG|1CDMG	12BEXP|3AEMAG|4RCR|58AART|6CDMG|7DMG|9LHND|aMDPS
274	34252 31225	   	183.01	ACR|2AART|2BEXP|1DMG|1CDMG	12BEXP|3AEMAG|4RCR|58AART|6CDMG|7DMG|9CGEN|aTLV
275	34252 31226	   	183.01	ACR|2AART|2BEXP|1DMG|1CDMG	12BEXP|3AEMAG|4RCR|58AART|6CDMG|7DMG|9CGEN|aSNIHEL
276	34252 31233	   	183.01	ACR|2AART|2BEXP|1DMG|1CDMG	12BEXP|3AEMAG|4RCR|58AART|6CDMG|7DMG|9RPLT|aDLOT
277	34252 31261	   	183.01	ACR|2AART|2BEXP|1DMG|1CDMG	12BEXP|3AEMAG|4RCR|58AART|6CDMG|7DMG|9LIT|aAEFBLL
278	34252 34233	   	183.01	ACR|2AART|2BEXP|1ASPD|1CDMG	12BEXP|3AEMAG|4RCR|58AART|6CDMG|7ASPD|9RPLT|aDLOT
279	21514 62113	 * 	182.75	ACR|1ASPD|2CDMG|1VULN|1AART|1BEXP|1SELL	1SELL|2LHND|3RCR|4BEXP|57CDMG|6AART|8ASPD|9FEWX|aVULN
280	21514 62133	 * 	182.75	ACR|1ASPD|2CDMG|1VULN|1AART|1BEXP|1SELL	1SELL|2LHND|3RCR|4BEXP|57CDMG|6AART|8ASPD|9LIT|aVULN
281	12132 23231	 * 	182.69	ACR|1BASARM|2BEXP|1BASICY	1AEMAG|2LHND|3RPLT|4RCR|5LWND|6MULARM|7aBEXP|8BASARM|9BASICY
282	22624 22482	   	182.68	ACR|1BASARM|1ASPD|1DMG|1CDMG|1SELL	1SELL|2DUR|3ASPD|4CGEN|5RCR|6DUST|7MBVNT|8DMG|9BASARM|aCDMG
283	23624 22483	   	182.68	ACR|1BASARM|1ASPD|1DMG|1BEXP|1SELL	1SELL|2BEXP|3ASPD|4CGEN|5RCR|6DUST|7MBVNT|8DMG|9BASARM|aFEWX
284	23624 22484	   	182.68	ACR|1BASARM|1ASPD|1DMG|1BEXP|1SELL	1SELL|2BEXP|3ASPD|4CGEN|5RCR|6DUST|7MBVNT|8DMG|9BASARM|aLHND
285	32324 22483	   	182.68	ACR|1BASARM|1ASPD|1DMG|1BEXP|1SELL	1BEXP|2CGEN|3ASPD|4SELL|5RCR|6DUST|7MBVNT|8DMG|9BASARM|aFEWX
286	32324 22484	   	182.68	ACR|1BASARM|1ASPD|1DMG|1BEXP|1SELL	1BEXP|2CGEN|3ASPD|4SELL|5RCR|6DUST|7MBVNT|8DMG|9BASARM|aLHND
287	32324 22488	   	182.68	ACR|1BASARM|1ASPD|1DMG|1BEXP|1SELL	1BEXP|2aCGEN|3ASPD|4SELL|5RCR|6DUST|7MBVNT|8DMG|9BASARM
288	14114 43133	 * 	182.64	ACR|3BEXP|1ASPD|1DMG|1CDMG|1AAC	1AEMAG|247BEXP|3RPLT|5RCR|6ASPD|8DMG|9AAC|aCDMG
289	21512 21211	   	182.62	ACR|1BASARM|1ASPD|1BEXP|1AAC|1SELL	1SELL|2LHND|3RCR|4BEXP|5FEWX|6MULARM|7AAC|8BASARM|9RCVC|aASPD
290	12132 23235	   	182.62	ACR|1BASARM|1BASICY|1VULN|1BEXP	1AEMAG|2LHND|3RPLT|4RCR|5LWND|6MULARM|7BEXP|8BASARM|9BASICY|aVULN
291	11132 23231	   	182.59	ACR|1BASARM|2BEXP|1BASICY	1AEMAG|2DUST|3RPLT|4RCR|5LWND|6MULARM|7aBEXP|8BASARM|9BASICY
292	23624 22481	   	182.58	ACR|1BASARM|1ASPD|1DMG|1BEXP|1SELL	1SELL|2BEXP|3ASPD|4CGEN|5RCR|6DUST|7MBVNT|8DMG|9BASARM|aERES
293	32324 22481	   	182.58	ACR|1BASARM|1ASPD|1DMG|1BEXP|1SELL	1BEXP|2CGEN|3ASPD|4SELL|5RCR|6DUST|7MBVNT|8DMG|9BASARM|aERES
