0	Index      	 *	Score 	Summary	Detail	
1	33215 13243	 * 	231.16	DCR|4VULN|2DMG|1AART|1CDMG	1459VULN|26DMG|3FEWX|7CDMG|8RCR|aAART
180	33625 22521	   	203.11	DCR|2VULN|2DMG|1AART|2DUR|1ZMB	13VULN|28DMG|4RPLT|57DUR|6ZMB|9RCR|aAART
181	33626 14221	   	203.11	DCR|2VULN|2DMG|1AART|2DUR|1ZMB	13VULN|25DMG|4RPLT|68DUR|7ZMB|9RCR|aAART
182	31626 35333	   	202.43	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	19VULN|2LWND|3DUR|4ZMB|5TLV|6RCR|7CDMG|8AART|aDMG
183	31315 36523	   	202.12	DCR|4VULN|1DMG|1CDMG|1ZMB	1456VULN|2LWND|3ZMB|7RCR|8BEXP|9DMG|aCDMG
184	31315 36623	   	202.12	DCR|4VULN|1DMG|1CDMG|1ZMB	1456VULN|2LWND|3ZMB|7RCR|8FEWX|9DMG|aCDMG
185	31315 36123	   	202.02	DCR|4VULN|1DMG|1CDMG|1ZMB	1456VULN|2LWND|3ZMB|7RCR|8LEGI|9DMG|aCDMG
186	35315 36123	   	202.02	DCR|4VULN|1DMG|1CDMG|1ZMB	1456VULN|2LHND|3ZMB|7RCR|8LEGI|9DMG|aCDMG
187	33215 13223	   	201.86	DCR|3VULN|2DMG|1CDMG|1ZMB	145VULN|26DMG|3FEWX|7CDMG|8RCR|9CGEN|aZMB
188	33515 13223	   	201.86	DCR|3VULN|2DMG|1CDMG|1ZMB	145VULN|26DMG|3LWND|7CDMG|8RCR|9CGEN|aZMB
189	33615 13223	   	201.86	DCR|3VULN|2DMG|1CDMG|1ZMB	135VULN|26DMG|4LWND|7CDMG|8RCR|9CGEN|aZMB
190	33645 13223	   	201.86	DCR|3VULN|2DMG|1CDMG|1ZMB	135VULN|26DMG|4FEWX|7CDMG|8RCR|9CGEN|aZMB
191	43615 13223	   	201.86	DCR|3VULN|2DMG|1CDMG|1ZMB	1FEWX|26DMG|345VULN|7CDMG|8RCR|9CGEN|aZMB
192	33211 66533	   	201.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	14VULN|2DMG|3FEWX|5RPLT|6AART|7RCR|8DUST|9ASPD|aCDMG
193	33215 53335	   	201.84	DCR|4VULN|1MDPS|1ASPD|1DMG|1ZMB	1457VULN|2DMG|3FEWX|6MDPS|8ASPD|9RCR|aZMB
194	33315 36125	   	201.84	DCR|3VULN|2DMG|1CDMG|1DUR	145VULN|29DMG|3LHND|6DUR|7RCR|8FEWX|aCDMG
195	32315 26633	 * 	201.82	DCR|3VULN|1AART|1NUKE|1CDMG	135VULN|23LIT|3BPWR|4MLV|6RCR|7CDMG|8AART|9BEXP|aNUKE
196	33211 66222	 * 	201.78	DCR|2VULN|2AART|1ASPD|1DMG	14VULN|2DMG|39FEWX|5RPLT|68AART|7RCR|aASPD
197	33623 66222	   	201.78	DCR|2VULN|2AART|1ASPD|1DMG	13VULN|2DMG|4RPLT|59FEWX|68AART|7RCR|aASPD
198	32361 16311	   	201.63	DCR|3VULN|1AART|1ASPD|1DMG	13aVULN|23LIT|3BPWR|4LHND|5AART|6ASPD|7DMG|8RCR|9AELBLL
199	32361 16332	   	201.63	DCR|3VULN|1AART|1ASPD|1DMG	13aVULN|23LIT|3BPWR|4LHND|5AART|6ASPD|7DMG|8RCR|9BEXP
200	31216 35332	   	201.62	DCR|3VULN|1MDPS|1AART|1DMG|1CDMG	135VULN|2LWND|4MDPS|6RCR|7CDMG|8AART|9DMG|aFEWX
201	31216 35333	   	201.62	DCR|3VULN|1MDPS|1AART|1DMG|1CDMG	135VULN|2LWND|4MDPS|6RCR|7CDMG|8AART|9DMG|aBELT
202	31216 35334	   	201.62	DCR|3VULN|1MDPS|1AART|1DMG|1CDMG	135VULN|2LWND|4MDPS|6RCR|7CDMG|8AART|9DMG|aRPLT
203	31216 35336	   	201.62	DCR|3VULN|1MDPS|1AART|1DMG|1CDMG	135VULN|2LWND|4MDPS|6RCR|7CDMG|8AART|9DMG|aRMIN
204	31216 35361	 * 	201.62	DCR|3VULN|1MDPS|1AART|1ASPD|1CDMG	135VULN|2LWND|4MDPS|6RCR|7CDMG|8AART|9RPLT|aASPD
205	35216 35332	   	201.62	DCR|3VULN|1MDPS|1AART|1DMG|1CDMG	135VULN|2LHND|4MDPS|6RCR|7CDMG|8AART|9DMG|aFEWX
206	35216 35333	   	201.62	DCR|3VULN|1MDPS|1AART|1DMG|1CDMG	135VULN|2LHND|4MDPS|6RCR|7CDMG|8AART|9DMG|aBELT
207	32321 16311	   	201.53	DCR|3VULN|1AART|1ASPD|1DMG	13aVULN|23LIT|3BPWR|4LEGI|5AART|6ASPD|7DMG|8RCR|9AELBLL
208	32321 16332	   	201.53	DCR|3VULN|1AART|1ASPD|1DMG	13aVULN|23LIT|3BPWR|4LEGI|5AART|6ASPD|7DMG|8RCR|9BEXP
209	33213 31133	   	201.52	DCR|4VULN|1AART|1DMG	1478VULN|2DMG|37FEWX|57LIT|6RCR|7BPWR|9LHND|aAART
210	33313 31163	   	201.52	DCR|4VULN|1AART|1DMG	1478VULN|2DMG|37LHND|57LIT|6RCR|7BPWR|9BEXP|aAART
211	33513 31163	   	201.52	DCR|4VULN|1AART|1DMG	1478VULN|2DMG|37LWND|57LIT|6RCR|7BPWR|9BEXP|aAART
212	33613 31163	   	201.52	DCR|4VULN|1AART|1DMG	1378VULN|2DMG|47LWND|57LIT|6RCR|7BPWR|9BEXP|aAART
213	33643 31133	   	201.52	DCR|4VULN|1AART|1DMG	1378VULN|2DMG|47FEWX|57LIT|6RCR|7BPWR|9LHND|aAART
214	43613 31133	   	201.52	DCR|4VULN|1AART|1DMG	17FEWX|2DMG|3478VULN|57LIT|6RCR|7BPWR|9LHND|aAART
215	33513 21134	   	201.43	DCR|3VULN|1AART|1ASPD|1DMG	147VULN|2DMG|3LWND|5LIT|6BASARM|8RCR|9AART|aASPD
216	33613 21134	   	201.43	DCR|3VULN|1AART|1ASPD|1DMG	137VULN|2DMG|4LWND|5LIT|6BASARM|8RCR|9AART|aASPD
217	33315 36124	   	201.43	DCR|4VULN|2DMG|1DUR	145aVULN|29DMG|3LHND|6DUR|7RCR|8FEWX
218	33362 41532	   	201.39	DCR|2VULN|2DMG|1AART|1ASPD|1AAC	17VULN|27DMG|3LHND|4AAC|5ASPD|67LIT|7BPWR|8RCR|9AART|aRPLT
219	32321 16345	   	201.37	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG|1DUR	13VULN|23LIT|3BPWR|4LEGI|5AART|6ASPD|7DMG|8RCR|9DUR|aMDPS
220	31211 14613	   	201.33	DCR|3VULN|1MDPS|1AART|1ASPD|1DMG	136VULN|2LWND|4MDPS|5MBVNT|7ASPD|8RCR|9DMG|aAART
221	33215 52261	   	201.33	DCR|3VULN|1MDPS|1AART|1ASPD|1DMG	145VULN|2DMG|3FEWX|6MDPS|7DUST|8RCR|9AART|aASPD
222	35211 14613	   	201.33	DCR|3VULN|1MDPS|1AART|1ASPD|1DMG	136VULN|2LHND|4MDPS|5MBVNT|7ASPD|8RCR|9DMG|aAART
223	33515 16322	   	201.33	DCR|4VULN|2DMG|1AAC|1DUR	1459VULN|26DMG|3LWND|7RCR|8AAC|aDUR
224	33615 16322	   	201.33	DCR|4VULN|2DMG|1AAC|1DUR	1359VULN|26DMG|4LWND|7RCR|8AAC|aDUR
225	33362 41531	   	201.29	DCR|2VULN|2DMG|1AART|1ASPD|1AAC	17VULN|27DMG|3LHND|4AAC|5ASPD|67LIT|7BPWR|8RCR|9AART|aMBVNT
226	33362 41533	   	201.29	DCR|2VULN|2DMG|1AART|1ASPD|1AAC	17VULN|27DMG|3LHND|4AAC|5ASPD|67LIT|7BPWR|8RCR|9AART|aERES
227	25111 33233	 * 	201.18	DCR|2VULN|2DMG|2ASPD|2DUR	157BASFIG|279BASARM|39ASPD|45DMG|579BPWR|67VULN|89DUR|aRCR
