0	Index      	 *	Score 	Summary	Detail	
1	32224 53511	 * 	210.89	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1RMIN	1RMIN|2AART|3LIT|4AME|5CDMG|6RCR|7aVULN|8ASPD|9DMG
155	32412 23453	   	187.09	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR|1RMIN	1RMIN|2AART|3ZMB|4RPLT|5DUR|6DMG|7RCR|8VULN|9CDMG|aBEXP
156	44115 23233	   	187.02	DCR|2VULN|1MDPS|2ASPD|1AART	1LEGI|25ASPD|3ERES|4LIT|67VULN|8RCR|9AART|aMDPS
157	62255 11321	 * 	187.00	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG	1MDPS|2CDMG|3RCVC|45VULN|6RCR|7LHND|8ERES|9DMG|aAART
158	62255 13321	   	187.00	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG	1MDPS|2CDMG|3RCVC|45VULN|6RCR|7LWND|8ERES|9DMG|aAART
159	32412 23251	   	186.99	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR|1RMIN	1RMIN|2AART|3ZMB|4RPLT|5DUR|6DMG|7RCR|8DUST|9CDMG|aVULN
160	32412 23452	   	186.99	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR|1RMIN	1RMIN|2AART|3ZMB|4RPLT|5DUR|6DMG|7RCR|8VULN|9CDMG|aERES
161	31216 33451	   	186.99	DCR|1AART|1VULN|1ASPD|1CDMG|1ZMB|1DUR|1RMIN	1RMIN|2DUST|3LHND|4AART|5VULN|6DUR|7RCR|8ASPD|9CDMG|aZMB
162	31316 33451	   	186.99	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR|1RMIN	1RMIN|2DUST|3LWND|4AART|5VULN|6DUR|7RCR|8ASPD|9CDMG|aZMB
163	41416 22113	   	186.70	DCR|2DMG|2ASPD|1AART|2DUR	1LEGI|2aDUR|3MSLREG|4AART|59DMG|68ASPD|7RCR
164	54313 22121	   	186.64	DCR|2VULN|1MDPS|1ASPD|1DMG|2DUR	1ERES|29VULN|34DUR|5DUST|6RCR|7ASPD|8DMG|aMDPS
165	54316 22121	   	186.64	DCR|2VULN|1MDPS|1ASPD|1DMG|2DUR	1ERES|29VULN|34DUR|5LEGI|6RCR|7ASPD|8DMG|aMDPS
166	54323 22161	   	186.64	DCR|2VULN|1MDPS|1ASPD|1DMG|2DUR	1ERES|24VULN|39DUR|5DUST|6RCR|7ASPD|8DMG|aMDPS
167	33613 15125	 * 	186.57	ACR|2AART|2ASPD|1VULN|1DMG|1DUR|1RMIN	1RMIN|2LHND|3RCR|45AART|6DUR|79ASPD|8DMG|aVULN
168	32626 62122	   	186.52	DCR|2AART|1VULN|1ASPD|1CDMG|1RMIN	1RMIN|28AART|3MLV|4BEXP|5CGEN|6RCR|7VULN|9ASPD|aCDMG
169	33221 14314	   	186.45	DCR|2VULN|2DMG|1ASPD|1RMIN	1RMIN|23LHND|49VULN|58DMG|6MLV|7RCR|aASPD
170	31211 62122	   	186.42	DCR|2AART|1VULN|1ASPD|1CDMG|1RMIN	1RMIN|2DUST|35LHND|48AART|6RCR|7VULN|9ASPD|aCDMG
171	31213 62222	   	186.42	DCR|2AART|1VULN|1ASPD|1CDMG|1RMIN	1RMIN|2DUST|38LHND|45AART|6RCR|7VULN|9ASPD|aCDMG
172	31213 62451	   	186.42	DCR|2AART|1VULN|1ASPD|1CDMG|1RMIN	1RMIN|2DUST|3LHND|45AART|6RCR|7VULN|8LWND|9CDMG|aASPD
173	33245 62122	   	186.42	DCR|2AART|1VULN|1ASPD|1CDMG|1RMIN	1RMIN|23LHND|48AART|5LEGI|6RCR|7VULN|9ASPD|aCDMG
174	54351 32131	   	186.35	DCR|2VULN|2ASPD|1DMG|1DUR	1ERES|2aVULN|3DUR|47ASPD|5SPLJET|6RCR|8DMG|9SNIFST
175	31214 62122	   	186.32	DCR|2AART|1VULN|1ASPD|1CDMG|1RMIN	1RMIN|25DUST|3LHND|48AART|6RCR|7VULN|9ASPD|aCDMG
176	32243 36211	   	186.23	DCR|2AART|1VULN|1ASPD|1DMG|1RMIN	1RMIN|24AART|3LIT|5DLOT|6DMG|7ASPD|8RCR|9AME|aVULN
177	32243 36222	   	186.23	DCR|2AART|1VULN|1ASPD|1DMG|1RMIN	1RMIN|24AART|3LIT|5DLOT|6DMG|7ASPD|8RCR|9VULN|aAME
178	32243 36225	   	186.23	DCR|2AART|1VULN|1ASPD|1DMG|1RMIN	1RMIN|24AART|3LIT|5DLOT|6DMG|7ASPD|8RCR|9VULN|aFEWX
179	32243 36241	   	186.23	DCR|2AART|1VULN|1ASPD|1DMG|1RMIN	1RMIN|24AART|3LIT|5DLOT|6DMG|7ASPD|8RCR|9CGEN|aVULN
180	12213 61112	   	186.20	DCR|2AART|1ASPD|1DMG|1CDMG|1ZMB	1FEWX|2ASPD|3LHND|45AART|6RCR|7ZMB|8DMG|9LIT|aCDMG
181	15213 65112	   	186.20	DCR|2AART|1ASPD|1DMG|1CDMG|1ZMB	1FEWX|2ZMB|3LHND|45AART|6RCR|7ASPD|8DMG|9LIT|aCDMG
182	32243 36223	   	186.13	DCR|2AART|1VULN|1ASPD|1DMG|1RMIN	1RMIN|24AART|3LIT|5DLOT|6DMG|7ASPD|8RCR|9VULN|aDUST
183	12213 61166	   	186.10	DCR|2AART|1ASPD|1DMG|1CDMG|1ZMB	1FEWX|2ASPD|3LHND|45AART|6RCR|7ZMB|8DMG|9TLV|aCDMG
184	62532 26121	 * 	186.03	DCR|2VULN|2DMG|1MDPS|2CDMG|1SELL	1MDPS|27CDMG|37DMG|4RCVC|57VULN|6SELL|7BPWR|8LHND|9RCR|aRMIN
185	12213 12331	   	186.02	DCR|2VULN|2AART|1ASPD|1DUR	1FEWX|2ASPD|3LHND|45AART|6DUR|7aVULN|8MLV|9RCR
186	11311 45331	   	185.92	DCR|2VULN|2AART|1ASPD|1DUR	1FEWX|2ERES|3DUR|46AART|5LHND|7ASPD|8aVULN|9RCR
187	11316 45331	   	185.92	DCR|2VULN|2AART|1ASPD|1DUR	1FEWX|2ERES|3DUR|46AART|5BEXP|7ASPD|8aVULN|9RCR
188	11443 15331	   	185.92	DCR|2VULN|2AART|1ASPD|1DUR	1FEWX|2ERES|3LHND|45AART|6DUR|7ASPD|8aVULN|9RCR
189	44243 12331	   	185.92	DCR|2VULN|2AART|1ASPD|1DUR	1LEGI|2ASPD|3LHND|45AART|6DUR|7aVULN|8MLV|9RCR
190	11314 45331	   	185.82	DCR|2VULN|2AART|1ASPD|1DUR	1FEWX|2ERES|3DUR|46AART|5DUST|7ASPD|8aVULN|9RCR
191	56212 22212	   	185.82	DCR|2VULN|2DMG|1ASPD|1DUR	17ERES|27DMG|35LWND|4LIT|67VULN|7BPWR|8RCR|9DUR|aASPD
192	31213 61144	   	185.77	DCR|3AART|1VULN|1DMG|1ZMB|1RMIN	1RMIN|2DUST|3LHND|45aAART|6RCR|7ZMB|8DMG|9VULN
193	12211 61123	   	185.68	DCR|2DMG|2ASPD|1AART|1ZMB	1FEWX|29ASPD|35LHND|4AART|6RCR|7ZMB|8aDMG
194	15211 65123	   	185.68	DCR|2DMG|2ASPD|1AART|1ZMB	1FEWX|2ZMB|35LHND|4AART|6RCR|79ASPD|8aDMG
195	11313 62123	   	185.66	DCR|2AART|2ASPD|1VULN|1DUR	1FEWX|25ERES|3DUR|48AART|6RCR|7VULN|9aASPD
196	11311 45333	   	185.60	DCR|2AART|1VULN|1ASPD|1DMG|1DUR	1FEWX|2ERES|3DUR|46AART|5LHND|7ASPD|8VULN|9RCR|aDMG
197	11316 45333	   	185.60	DCR|2AART|1VULN|1ASPD|1DMG|1DUR	1FEWX|2ERES|3DUR|46AART|5BEXP|7ASPD|8VULN|9RCR|aDMG
198	11443 15333	   	185.60	DCR|2AART|1VULN|1ASPD|1DMG|1DUR	1FEWX|2ERES|3LHND|45AART|6DUR|7ASPD|8VULN|9RCR|aDMG
199	55313 62123	   	185.56	DCR|2AART|2ASPD|1VULN|1DUR	15ERES|2DUST|3DUR|48AART|6RCR|7VULN|9aASPD
200	54323 22111	   	185.56	DCR|2VULN|1MDPS|1ASPD|1DMG|1DUR	1ERES|24VULN|3DUR|5DUST|6RCR|7ASPD|8DMG|9RMIN|aMDPS
201	54326 22111	   	185.56	DCR|2VULN|1MDPS|1ASPD|1DMG|1DUR	1ERES|24VULN|3DUR|5LEGI|6RCR|7ASPD|8DMG|9RMIN|aMDPS
202	12213 64513	   	185.51	DCR|2AART|2DMG|1ASPD|1DUR	1FEWX|2ASPD|3LHND|45AART|6RCR|7VENFST|89DMG|aDUR
203	11314 45333	   	185.50	DCR|2AART|1VULN|1ASPD|1DMG|1DUR	1FEWX|2ERES|3DUR|46AART|5DUST|7ASPD|8VULN|9RCR|aDMG
204	12213 65422	   	185.41	DCR|2AART|2DMG|1ASPD|1DUR	1FEWX|2ASPD|3LHND|45AART|6RCR|7aDMG|8DUR|9DUST
205	54233 22531	   	185.27	DCR|3VULN|1AART|1ASPD	1ERES|24aVULN|3LWND|5DUST|6RCR|7ASPD|8LHND|9AART
206	54433 22331	   	185.27	DCR|3VULN|1AART|1ASPD	1ERES|24aVULN|3LHND|5DUST|6RCR|7ASPD|8LWND|9AART
207	12114 22252	   	185.04	DCR|3VULN|3ASPD	179FEWX|279ASPD|35ERES|4LIT|679VULN|79BPWR|8RCR|aDMSP
208	12114 22253	   	185.04	DCR|3VULN|3ASPD	179FEWX|279ASPD|35ERES|4LIT|679VULN|79BPWR|8RCR|aMLV
209	12114 22255	   	185.04	DCR|3VULN|3ASPD	179FEWX|279ASPD|35ERES|4aLIT|679VULN|79BPWR|8RCR
210	12114 22256	   	185.04	DCR|3VULN|3ASPD	179FEWX|279ASPD|35ERES|4LIT|679VULN|79BPWR|8RCR|aLWND
211	12213 62435	   	185.01	DCR|2AART|1VULN|1ASPD|1DMG|1AAC	1FEWX|2ASPD|3LHND|45AART|6RCR|7VULN|8LWND|9DMG|aAAC
212	12115 23254	   	184.94	DCR|3VULN|3ASPD	19FEWX|259ASPD|3ERES|4LIT|679VULN|8RCR|9BPWR|aMLV
213	12115 23255	   	184.94	DCR|3VULN|3ASPD	19FEWX|259ASPD|3ERES|4aLIT|679VULN|8RCR|9BPWR
214	12115 23256	   	184.94	DCR|3VULN|3ASPD	19FEWX|259ASPD|3ERES|4LIT|679VULN|8RCR|9BPWR|aLHND
215	12114 22251	   	184.94	DCR|3VULN|3ASPD	179FEWX|279ASPD|35aERES|4LIT|679VULN|79BPWR|8RCR
216	12615 13252	   	184.94	DCR|3VULN|3ASPD	19FEWX|269ASPD|3LIT|4AME|579VULN|8RCR|9BPWR|aERES
217	12213 65235	   	184.91	DCR|2AART|1VULN|1ASPD|1DMG|1AAC	1FEWX|2ASPD|3LHND|45AART|6RCR|7DMG|8DUST|9VULN|aAAC
218	54331 32153	   	184.91	DCR|2DMG|1VULN|1ASPD|2DUR|1ZMB	1ERES|2VULN|38DUR|49DMG|5SPLJET|6RCR|7ASPD|aZMB
219	12115 23252	   	184.84	DCR|3VULN|3ASPD	19FEWX|259ASPD|3aERES|4LIT|679VULN|8RCR|9BPWR
220	12115 23253	   	184.84	DCR|3VULN|3ASPD|1MSE	19FEWX|259ASPD|3ERES|4LIT|679VULN|8RCR|9BPWR|aMSE
221	33242 16141	   	184.83	DCR|2VULN|1AART|1DMG|1CDMG|1RMIN	1RMIN|23LHND|4AART|5CDMG|6DMG|7BELT|8aVULN|9RCR
222	11243 65333	   	184.71	DCR|2DMG|1VULN|1AART|1ASPD	1FEWX|25ERES|3LWND|4AART|6RCR|7ASPD|8VULN|9aDMG
223	32412 23231	   	184.61	DCR|2DMG|1AART|1ASPD|1ZMB|1DUR|1RMIN	1RMIN|2AART|3ZMB|4RPLT|5DUR|69DMG|7RCR|8DUST|aASPD
224	56212 22234	   	184.56	DCR|2VULN|2DMG|1AART|1AAC	17ERES|27DMG|35LWND|4LIT|67VULN|7BPWR|8RCR|9AART|aAAC
225	31211 61145	   	184.49	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB|1RMIN	1RMIN|2DUST|35LHND|4AART|6RCR|7ZMB|8DMG|9VULN|aASPD
226	32325 61125	   	184.49	DCR|1VULN|1AART|1ASPD|1DMG|1AAC|1ZMB|1RMIN	1RMIN|2AART|3AAC|4LHND|5MLV|6RCR|7ZMB|8DMG|9ASPD|aVULN
227	32365 61123	   	184.49	DCR|1VULN|1AART|1ASPD|1DMG|1AAC|1ZMB|1RMIN	1RMIN|2AART|3AAC|4VULN|5MLV|6RCR|7ZMB|8DMG|9ASPD|aFEWX
228	32621 61125	   	184.49	DCR|1VULN|1AART|1ASPD|1DMG|1AAC|1ZMB|1RMIN	1RMIN|2AART|3MLV|4BEXP|5AAC|6RCR|7ZMB|8DMG|9ASPD|aVULN
229	32335 61125	   	184.39	DCR|1VULN|1AART|1ASPD|1DMG|1AAC|1ZMB|1RMIN	1RMIN|2AART|3AAC|4DUST|5MLV|6RCR|7ZMB|8DMG|9ASPD|aVULN
230	32365 61121	   	184.39	DCR|1VULN|1AART|1ASPD|1DMG|1AAC|1ZMB|1RMIN	1RMIN|2AART|3AAC|4VULN|5MLV|6RCR|7ZMB|8DMG|9ASPD|aDUST
231	32365 61122	   	184.39	DCR|1AART|1VULN|1ASPD|1DMG|1AAC|1ZMB|1RMIN	1RMIN|2AART|3AAC|4VULN|5MLV|6RCR|7ZMB|8DMG|9ASPD|aERES
232	32365 61223	   	184.39	DCR|1AART|1VULN|1ASPD|1DMG|1AAC|1ZMB|1RMIN	1RMIN|2AART|3AAC|4VULN|5MLV|6RCR|7ZMB|8ERES|9ASPD|aDMG
233	31213 65225	   	184.29	DCR|2AART|2ASPD|1VULN|1RMIN	1RMIN|2DUST|3LHND|45AART|6RCR|79ASPD|8ERES|aVULN
234	54321 12213	   	184.28	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1DUR	1ERES|24VULN|3DUR|5DMG|6MLV|7MDPS|8RCR|9CDMG|aASPD
235	54321 24213	   	184.28	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1DUR	1ERES|24VULN|3DUR|5DMG|6MDPS|7CGEN|8RCR|9CDMG|aASPD
236	54321 26213	   	184.28	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1DUR	1ERES|24VULN|3DUR|5DMG|6MDPS|7AME|8RCR|9CDMG|aASPD
237	54321 25213	   	184.18	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1AAC|1DUR	1ERES|24VULN|3DUR|5DMG|6MDPS|7AAC|8RCR|9CDMG|aASPD
238	12213 65342	   	184.17	DCR|2AART|1ASPD|1DMG|1CDMG|1DUR	1FEWX|2ASPD|39LHND|45AART|6RCR|7DMG|8CDMG|aDUR
239	12213 61122	   	184.17	DCR|2AART|2ASPD|1DMG|1ZMB	1FEWX|29ASPD|3LHND|45AART|6RCR|7ZMB|8DMG|aCGEN
240	12213 61124	   	184.17	DCR|2AART|2ASPD|1DMG|1ZMB	1aFEWX|29ASPD|3LHND|45AART|6RCR|7ZMB|8DMG
241	15213 65122	   	184.17	DCR|2AART|2ASPD|1DMG|1ZMB	1FEWX|2ZMB|3LHND|45AART|6RCR|79ASPD|8DMG|aCGEN
242	32413 63142	   	184.09	DCR|2DMG|1VULN|1AART|2ZMB|1RMIN	1RMIN|2AART|3aZMB|4RPLT|5VULN|6aDMG|7RCR|8aTLV|9RCVC|aBPWR
243	12213 61125	   	184.07	DCR|2AART|2ASPD|1DMG|1ZMB	1FEWX|29ASPD|3LHND|45AART|6RCR|7ZMB|8DMG|aDUST
244	12213 61126	   	184.07	DCR|2AART|2ASPD|1DMG|1ZMB	1FEWX|29ASPD|3LHND|45AART|6RCR|7ZMB|8DMG|aTLV
245	12213 61523	   	184.07	DCR|2AART|2ASPD|1DMG|1NUKE|1ZMB	1FEWX|29ASPD|3LHND|45AART|6RCR|7ZMB|8NUKE|aDMG
246	12213 62241	   	184.04	DCR|2VULN|2AART|1ASPD	1FEWX|2ASPD|38LHND|45AART|6RCR|79VULN|aRCVC
247	12213 62641	   	184.04	DCR|2VULN|2AART|1ASPD	18FEWX|2ASPD|3LHND|45AART|6RCR|79VULN|aRCVC
248	12211 62141	   	184.04	DCR|2VULN|2AART|1ASPD	1FEWX|2ASPD|35LHND|48AART|6RCR|79VULN|aRCVC
249	12211 62242	   	183.89	DCR|2VULN|1AART|1ASPD|1CDMG	1FEWX|2ASPD|358LHND|4AART|6RCR|79VULN|aCDMG
250	12211 62642	   	183.89	DCR|2VULN|1AART|1ASPD|1CDMG	18FEWX|2ASPD|35LHND|4AART|6RCR|79VULN|aCDMG
251	62452 13211	 * 	183.88	ACR|3VULN|1MDPS|2DMG|3CDMG	1MDPS|28aCDMG|378ERES|48aVULN|5RCR|6RMIN|8aBPWR|9aDMG
252	62532 26312	 * 	183.87	DCR|2VULN|2DMG|1MDPS|2CDMG|1SELL	1MDPS|27CDMG|37DMG|4RCVC|57VULN|6SELL|7BPWR|8RCR|9BEXP|aLWND
253	62532 26313	 * 	183.87	DCR|2VULN|1MDPS|2DMG|2CDMG|1SELL	1MDPS|27CDMG|37DMG|4RCVC|57VULN|6SELL|7BPWR|8RCR|9BEXP|aMLV
254	62532 26332	 * 	183.87	DCR|2VULN|2DMG|1MDPS|2CDMG|1SELL	1MDPS|27CDMG|37DMG|4RCVC|57VULN|6SELL|7BPWR|8RCR|9LHND|aLWND
255	62532 26333	 * 	183.87	DCR|2VULN|1MDPS|2DMG|2CDMG|1SELL	1MDPS|27CDMG|37DMG|4RCVC|57VULN|6SELL|7BPWR|8RCR|9LHND|aMLV
256	12213 63416	   	183.77	DCR|2AART|2ASPD|1CDMG|2DUR	19FEWX|29ASPD|3LHND|45AART|6RCR|7CGEN|89DUR|9BPWR|aCDMG
257	12213 62262	   	183.75	DCR|2AART|1VULN|1ASPD|1CDMG	1FEWX|2ASPD|38LHND|45AART|6RCR|7VULN|9RMIN|aCDMG
258	12213 62662	   	183.75	DCR|2AART|1VULN|1ASPD|1CDMG	18FEWX|2ASPD|3LHND|45AART|6RCR|7VULN|9RMIN|aCDMG
259	12211 62162	   	183.75	DCR|2AART|1VULN|1ASPD|1CDMG	1FEWX|2ASPD|35LHND|48AART|6RCR|7VULN|9RMIN|aCDMG
260	31213 62146	   	183.74	DCR|3AART|1VULN|1DMG|1DUR|1RMIN	1RMIN|2DUST|3LHND|458AART|6RCR|7VULN|9DMG|aDUR
261	31213 61146	   	183.72	DCR|2AART|1VULN|1DMG|2ZMB|1RMIN	1RMIN|2DUST|3LHND|45AART|6RCR|7aZMB|8DMG|9VULN
262	12213 62243	   	183.71	DCR|2VULN|2AART|1ASPD	1FEWX|2ASPD|38LHND|45AART|6RCR|79VULN|aLIT
263	12213 62244	   	183.71	DCR|2VULN|2AART|1ASPD	1aFEWX|2ASPD|38LHND|45AART|6RCR|79VULN
264	12213 62311	   	183.71	DCR|2VULN|2AART|1ASPD	1FEWX|2ASPD|3LHND|45AART|6RCR|7aVULN|8MLV|9LWND
265	12213 62643	   	183.71	DCR|2VULN|2AART|1ASPD	18FEWX|2ASPD|3LHND|45AART|6RCR|79VULN|aLIT
266	12211 62143	   	183.71	DCR|2VULN|2AART|1ASPD	1FEWX|2ASPD|35LHND|48AART|6RCR|79VULN|aLIT
267	12211 62144	   	183.71	DCR|2VULN|2AART|1ASPD	1aFEWX|2ASPD|35LHND|48AART|6RCR|79VULN
268	54233 22511	   	183.69	DCR|2VULN|1AART|1ASPD|1CDMG	1ERES|24VULN|3LWND|5DUST|6RCR|7ASPD|8LHND|9CDMG|aAART
269	54433 22311	   	183.69	DCR|2VULN|1AART|1ASPD|1CDMG	1ERES|24VULN|3LHND|5DUST|6RCR|7ASPD|8LWND|9CDMG|aAART
270	12213 62245	   	183.61	DCR|2VULN|2AART|1ASPD	1FEWX|2ASPD|38LHND|45AART|6RCR|79VULN|aDUST
271	12213 62246	   	183.61	DCR|2VULN|2AART|1ASPD	1FEWX|2ASPD|38LHND|45AART|6RCR|79VULN|aTLV
272	12211 62145	   	183.61	DCR|2VULN|2AART|1ASPD	1FEWX|2ASPD|35LHND|48AART|6RCR|79VULN|aDUST
273	12211 62146	   	183.61	DCR|2VULN|2AART|1ASPD	1FEWX|2ASPD|35LHND|48AART|6RCR|79VULN|aTLV
274	56212 23235	   	183.60	DCR|2VULN|1AART|1ASPD|1DMG	1ERES|2DMG|35LWND|4LIT|67VULN|8RCR|9AART|aASPD
275	12141 31463	   	183.49	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1FEWX|2ASPD|3ERES|45DMG|6DUST|7RCR|8VULN|9DUR|aCDMG
276	12213 62216	   	183.39	DCR|2AART|1VULN|1ASPD|1NUKE	1FEWX|2ASPD|38LHND|45AART|6RCR|7VULN|9LIT|aNUKE
277	12213 62434	   	183.39	DCR|2AART|1VULN|1ASPD|1DMG	1FEWX|2ASPD|3LHND|45AART|6RCR|7VULN|8LWND|9DMG|aCGEN
278	12213 62436	   	183.39	DCR|2AART|1VULN|1ASPD|1DMG	1FEWX|2ASPD|3LHND|45AART|6RCR|7VULN|8LWND|9DMG|aMLV
279	12213 62463	   	183.39	DCR|2AART|1VULN|1ASPD|1DMG	1FEWX|2ASPD|3LHND|45AART|6RCR|7VULN|8LWND|9AELBLL|aDMG
280	12213 62512	   	183.39	DCR|2AART|1VULN|1ASPD|1DMG	19FEWX|2ASPD|3LHND|45AART|6RCR|7VULN|8BELT|aDMG
281	12213 62616	   	183.39	DCR|2AART|1VULN|1ASPD|1NUKE	18FEWX|2ASPD|3LHND|45AART|6RCR|7VULN|9LIT|aNUKE
282	12213 63141	   	183.39	DCR|2AART|1VULN|1ASPD|1DMG	1FEWX|2ASPD|3LHND|45AART|6RCR|7CGEN|8DMG|9VULN|aLWND
283	12213 63142	   	183.39	DCR|2AART|1VULN|1ASPD|1DMG	1FEWX|2ASPD|3LHND|45AART|6RCR|7CGEN|8DMG|9VULN|aBEXP
284	12213 66141	   	183.39	DCR|2AART|1VULN|1ASPD|1DMG	1FEWX|2ASPD|3LHND|45AART|6RCR|7MLV|8DMG|9VULN|aLWND
285	12213 66142	   	183.39	DCR|2AART|1VULN|1ASPD|1DMG	1FEWX|2ASPD|3LHND|45AART|6RCR|7MLV|8DMG|9VULN|aBEXP
286	12211 62116	   	183.39	DCR|2AART|1VULN|1ASPD|1NUKE	1FEWX|2ASPD|35LHND|48AART|6RCR|7VULN|9LIT|aNUKE
287	12211 63144	   	183.39	DCR|2AART|1VULN|1ASPD|1DMG	1FEWX|2ASPD|35LHND|4aAART|6RCR|7CGEN|8DMG|9VULN
288	12213 62432	   	183.29	DCR|2AART|1VULN|1ASPD|1DMG	1FEWX|2ASPD|3LHND|45AART|6RCR|7VULN|8LWND|9DMG|aERES
289	12213 62433	   	183.29	DCR|2AART|1VULN|1ASPD|1DMG|1MSE	1FEWX|2ASPD|3LHND|45AART|6RCR|7VULN|8LWND|9DMG|aMSE
290	12213 62542	   	183.29	DCR|2AART|1VULN|1ASPD|1DMG|1MSE	1FEWX|2ASPD|3LHND|45AART|6RCR|7VULN|8BELT|9DMG|aMSE
291	12213 62543	   	183.29	DCR|2AART|1VULN|1ASPD|1DMG	1FEWX|2ASPD|3LHND|45AART|6RCR|7VULN|8BELT|9DMG|aTSLFST
292	12213 63143	   	183.29	DCR|2AART|1VULN|1ASPD|1DMG	1FEWX|2ASPD|3LHND|45AART|6RCR|7CGEN|8DMG|9VULN|aTLV
293	12213 65113	 * 	183.29	DCR|2AART|1VULN|1ASPD|1DMG|1NUKE	1FEWX|2ASPD|3LHND|45AART|6RCR|7DMG|8NUKE|9LIT|aVULN
294	12213 65141	   	183.29	DCR|2AART|1VULN|1ASPD|1DMG|1NUKE	1FEWX|2ASPD|3LHND|45AART|6RCR|7DMG|8NUKE|9VULN|aLWND
295	12213 65142	   	183.29	DCR|2AART|1VULN|1ASPD|1DMG|1NUKE	1FEWX|2ASPD|3LHND|45AART|6RCR|7DMG|8NUKE|9VULN|aBEXP
296	12213 65234	   	183.29	DCR|2AART|1VULN|1ASPD|1DMG	1FEWX|2ASPD|3LHND|45AART|6RCR|7DMG|8DUST|9VULN|aCGEN
297	12213 65236	   	183.29	DCR|2AART|1VULN|1ASPD|1DMG	1FEWX|2ASPD|3LHND|45AART|6RCR|7DMG|8DUST|9VULN|aMLV
298	12213 66143	   	183.29	DCR|2AART|1VULN|1ASPD|1DMG	1FEWX|2ASPD|3LHND|45AART|6RCR|7MLV|8DMG|9VULN|aTLV
299	62214 12511	   	183.28	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG	1MDPS|2CDMG|3RCVC|4TSLFST|59VULN|6RCR|7DMG|8ASPD|aFEWX
300	32412 23331	   	183.20	DCR|2AART|1ASPD|1DMG|1ZMB|1DUR|1RMIN	1RMIN|29AART|3ZMB|4RPLT|5DUR|6DMG|7RCR|8LHND|aASPD
301	12213 65143	   	183.19	DCR|2AART|1VULN|1ASPD|1DMG|1NUKE	1FEWX|2ASPD|3LHND|45AART|6RCR|7DMG|8NUKE|9VULN|aTLV
302	12213 65232	   	183.19	DCR|2AART|1VULN|1ASPD|1DMG	1FEWX|2ASPD|3LHND|45AART|6RCR|7DMG|8DUST|9VULN|aERES
303	12213 65233	   	183.19	DCR|2AART|1VULN|1ASPD|1DMG|1MSE	1FEWX|2ASPD|3LHND|45AART|6RCR|7DMG|8DUST|9VULN|aMSE
304	62214 12512	   	183.18	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG	1MDPS|2CDMG|3RCVC|4TSLFST|59VULN|6RCR|7DMG|8ASPD|aERES
305	62214 12513	   	183.18	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1MSE	1MDPS|2CDMG|3RCVC|4TSLFST|59VULN|6RCR|7DMG|8ASPD|aMSE
306	62214 12613	   	183.18	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG	1MDPS|2CDMG|3RCVC|4TSLFST|59VULN|6RCR|7DMG|8ERES|aASPD
307	33141 11436	   	183.18	DCR|2VULN|2ASPD|1DMG|1RMIN	1RMIN|2aLHND|3ERES|4aASPD|5DMG|6AME|7RCR|8aVULN|9BELT|aBPWR
308	15213 61632	 * 	183.14	DCR|2AART|2DMG|3ZMB	1FEWX|278ZMB|3LHND|45AART|6RCR|9aDMG
309	31216 41431	   	183.13	DCR|2VULN|2AART|1ZMB|1DUR|1RMIN	1RMIN|2DUST|3LHND|46AART|5aVULN|7ZMB|8DUR|9RCR
310	12213 62135	   	183.09	DCR|3AART|1VULN|1ASPD|1ZMB	1FEWX|2ASPD|3LHND|458AART|6RCR|7VULN|9RMIN|aZMB
311	12114 22645	   	182.94	DCR|3VULN|3ASPD	17aFEWX|27aASPD|35ERES|4LIT|67aVULN|7aBPWR|8MBVNT|9RCR
312	32413 63412	   	182.91	DCR|2VULN|1AART|1DMG|1ZMB|1RMIN	1RMIN|2AART|3ZMB|4RPLT|58VULN|6DMG|7RCR|9BEXP|aLHND
313	32413 63413	   	182.91	DCR|2VULN|1AART|1DMG|1ZMB|1RMIN	1RMIN|2AART|3ZMB|4RPLT|58VULN|6DMG|7RCR|9BEXP|aCGEN
314	32413 63421	   	182.91	DCR|2VULN|1AART|1DMG|1ZMB|1RMIN	1RMIN|2AART|3ZMB|4RPLT|58VULN|6DMG|7RCR|9LIT|aLWND
315	32413 63422	   	182.91	DCR|2VULN|1AART|1DMG|1ZMB|1RMIN	1RMIN|2AART|3ZMB|4RPLT|58VULN|6DMG|7RCR|9LIT|aAME
