0	Index      	Bounty	 *	Score 	Summary	Detail	
1	12614 23223	8	 * 	284.63	DCR|4VULN|2DMG|2DUR	134BEXP|248aVULN|4aBPWR|5LIT|6aDMG|7aDUR|9RCR
162	12433 31336	8	   	261.76	DCR|2VULN|3DUR|2DMG|1CDMG	1BEXP|24VULN|34DMG|4BPWR|589DUR|6LIT|7RCR|aCDMG
163	12433 44121	9	   	261.55	DCR|3VULN|2DMG|2DUR|1SELL	1BEXP|24aVULN|34DMG|4BPWR|58DUR|6SELL|7LIT|9RCR
164	12433 44123	10	   	261.55	DCR|3VULN|2DMG|2DUR|1SELL	1BEXP|24aVULN|34DMG|4BPWR|58DUR|6SELL|7LIT|9RCR
165	33314 21315	1	   	261.14	DCR|4VULN|3DMG	1LEGI|2579VULN|357DMG|4TBNT|579BPWR|679ZMB|89BEXP|aRCR
166	12435 33363	5	   	260.94	DCR|4VULN|3DMG	1BEXP|2469VULN|345DMG|4BPWR|7CGEN|8ZMB|aRCR
167	52436 33333	5	   	260.94	DCR|4VULN|3DMG	1LWND|246aVULN|345DMG|4BPWR|7CGEN|8ZMB|9RCR
168	12433 31441	9	   	260.86	DCR|3VULN|2DMG|1DUR|1CDMG	18BEXP|24aVULN|34DMG|4BPWR|5DUR|6LIT|7RCR|9CDMG
169	12433 31443	10	   	260.86	DCR|3VULN|2DMG|1DUR|1CDMG	18BEXP|24aVULN|34DMG|4BPWR|5DUR|6LIT|7RCR|9CDMG
170	12433 31226	8	   	260.86	DCR|3VULN|2DMG|1DUR|1CDMG	1BEXP|249VULN|34DMG|4BPWR|5DUR|6LIT|7RCR|8MLV|aCDMG
171	12434 63221	9	   	260.86	DCR|3VULN|2DMG|1TLV|1CDMG	1BEXP|24aVULN|34DMG|4BPWR|5LWND|6CDMG|7RCR|8LIT|9TLV
172	52432 63221	9	   	260.86	DCR|3VULN|2DMG|1TLV|1CDMG	1LWND|24aVULN|34DMG|4BPWR|5BEXP|6CDMG|7RCR|8LIT|9TLV
173	12433 31521	9	   	260.79	DCR|2VULN|2DMG|2DUR|1TLV|1AART	1BEXP|24VULN|34DMG|4BPWR|5aDUR|6LIT|7RCR|8TLV|9AART
174	12433 31524	10	   	260.79	DCR|2VULN|2DMG|2DUR|1TLV|1AART	1BEXP|24VULN|34DMG|4BPWR|5aDUR|6LIT|7RCR|8TLV|9AART
175	12436 63221	9	   	260.76	DCR|3VULN|2DMG|1TLV|1CDMG	1BEXP|24aVULN|34DMG|4BPWR|5DUST|6CDMG|7RCR|8LIT|9TLV
176	33314 52532	1	   	260.74	DCR|4VULN|3DMG	1LEGI|2589VULN|358DMG|4TBNT|58BPWR|6RCR|78ERES|aFEWX
177	33314 52533	1	   	260.74	DCR|4VULN|3DMG	1LEGI|2589VULN|358DMG|4TBNT|58BPWR|6RCR|78ERES|aBELT
178	33314 52531	1	   	260.64	DCR|4VULN|3DMG	1LEGI|2589VULN|358DMG|4TBNT|58BPWR|6RCR|78ERES|aMBVNT
179	62235 41123	7	   	260.45	DCR|3VULN|2DUR|1DMG|1CDMG|1ASPD|1NUKE	1NUKE|247VULN|34DUR|4BPWR|5DMG|6ASPD|8BEXP|9RCR|aCDMG
180	62235 41223	7	   	260.45	DCR|3VULN|2DUR|1DMG|1CDMG|1ASPD|1NUKE	1NUKE|247VULN|34DUR|4BPWR|5DMG|6ASPD|8FEWX|9RCR|aCDMG
181	62235 41143	9	   	260.35	DCR|3VULN|2DUR|1DMG|1CDMG|1ASPD|1NUKE	1NUKE|247VULN|34DUR|4BPWR|5DMG|6ASPD|8MBVNT|9RCR|aCDMG
182	12435 23136	10	   	260.16	DCR|3VULN|3DMG|1CDMG	1BEXP|249VULN|345DMG|4BPWR|6ERES|7CDMG|8RCR|aLIT
183	62232 31524	7	   	260.11	DCR|4VULN|3DUR|1NUKE	1NUKE|249aVULN|34aDUR|4aBPWR|5BEXP|6LIT|7RCR|8aZMB
184	33132 15283	1	   	260.05	DCR|4VULN|2DMG|2LIT	1LEGI|269aVULN|3LHND|4MBVNT|59LIT|7RCR|89DMG|9BPWR
185	13243 15125	4	   	260.01	DCR|4VULN|3DUR	1aBEXP|2LIT|369aVULN|4MBVNT|58aDUR|7RCR|aBPWR
186	13243 45325	4	   	260.01	DCR|4VULN|3DUR	1aBEXP|2LIT|389aVULN|4MBVNT|56aDUR|7RCR|aBPWR
187	13244 45125	4	   	260.01	DCR|4VULN|3DUR	1aBEXP|2LIT|359aVULN|4MBVNT|68aDUR|7RCR|aBPWR
188	12433 31525	9	   	259.86	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG|1AART	1BEXP|24VULN|34DMG|4BPWR|5DUR|6LIT|7RCR|8TLV|9AART|aCDMG
189	62133 34324	4	   	259.86	DCR|4VULN|2ASPD|1DUR|2LIT|1NUKE	1NUKE|289aVULN|3aLIT|4DUST|5DUR|6aASPD|7RCR|aBPWR
190	63213 14824	6	   	259.80	DCR|4VULN|2DMG|2LIT|1NUKE|1SELL	1NUKE|2SELL|3MBVNT|48DMG|58LIT|6RCR|789aVULN|8BPWR
191	31342 26262	9	   	259.73	ACR|3VULN|3DMG|3DUR|1AART	1LEGI|2RCR|389DMG|459VULN|679DUR|9BPWR|aAART
192	53211 11125	7	   	259.35	DCR|4VULN|1TLV|1DUR|1ASPD	1LWND|2LIT|349aVULN|5DUR|6TLV|7RCR|8ASPD
193	12433 31144	8	 * 	258.96	DCR|3VULN|2DMG|3LIT|1DUR	1aBEXP|24aVULN|34DMG|4aBPWR|5DUR|68aLIT|7RCR|9RMIN
194	12316 26316	2	   	258.86	DCR|3VULN|2DMG|2CDMG|1DUR	1aBEXP|26aVULN|39DMG|4TBNT|5DUR|7aCDMG|8RCR|aBPWR
195	12445 32322	9	   	258.85	DCR|2VULN|3DMG|1TLV|1DUR|2LIT	17BEXP|24VULN|357DMG|67LIT|7BPWR|8DUR|9TLV|aRCR
196	13211 61333	8	   	258.68	DCR|3VULN|3DUR|2ASPD	1aBEXP|2LIT|34aVULN|589DUR|6aASPD|7RCR|aBPWR
197	62232 31114	7	   	258.68	DCR|3VULN|3DUR|2ASPD|1NUKE	1NUKE|24aVULN|34aDUR|4aBPWR|5BEXP|6LIT|7RCR|8aASPD|9RCVC
198	62232 31134	7	   	258.68	DCR|3VULN|3DUR|2ASPD|1NUKE	1NUKE|24aVULN|34aDUR|4aBPWR|59BEXP|6LIT|7RCR|8aASPD
199	62232 31354	7	   	258.68	DCR|3VULN|3DUR|2ASPD|1NUKE	1NUKE|24aVULN|34aDUR|4aBPWR|5BEXP|6LIT|7RCR|8RCVC|9aASPD
200	62234 31114	7	   	258.68	DCR|3VULN|3DUR|2ASPD|1NUKE	1NUKE|24aVULN|34aDUR|4aBPWR|5LWND|6LIT|7RCR|8aASPD|9RCVC
201	11234 52433	4	   	258.64	DCR|4VULN|2DUR|2CDMG	18BEXP|2RCVC|35DUR|4568VULN|58BPWR|78CDMG|9RCR|aFEWX
202	12352 52432	5	   	258.54	DCR|4VULN|2DUR|2CDMG	18BEXP|246aVULN|38DUR|5DMSP|78CDMG|8BPWR|9RCR
203	41242 11475	9	   	258.54	DCR|4VULN|2DUR|1DMG	169CGEN|2MBVNT|39DUR|4579VULN|8RCR|9BPWR|aDMG
204	11236 52432	5	   	258.54	DCR|4VULN|2DUR|2CDMG	18BEXP|2RCVC|35DUR|468aVULN|78CDMG|8BPWR|9RCR
205	11114 32164	10	 * 	258.47	DCR|3VULN|3DMG|3LIT	147BEXP|2RCVC|349VULN|479BPWR|579DMG|679LIT|8MBVNT|aRCR
206	12214 32164	10	   	258.47	DCR|3VULN|3DMG|3LIT	147BEXP|249VULN|3RCVC|479BPWR|579DMG|679LIT|8MBVNT|aRCR
207	12354 52131	4	   	258.44	DCR|4VULN|2DUR|2CDMG	18BEXP|2456VULN|35DUR|5BPWR|7aCDMG|9RCR
208	13215 33562	4	 * 	258.44	DCR|4VULN|2DUR|3LIT	18BEXP|268LIT|3468VULN|5BBNT|68BPWR|7RCR|9aDUR
209	32526 22361	9	   	258.44	DCR|4VULN|2DUR|2CDMG	1LEGI|2RCVC|3BELT|49DUR|59CDMG|6789VULN|9BPWR|aRCR
210	62235 21421	5	   	258.34	DCR|4VULN|2DUR|1DMG|1NUKE	1NUKE|248aVULN|34DUR|4BPWR|5DMG|6RCR|7ERES|9RMIN
211	12435 36232	9	   	258.27	DCR|3VULN|3DMG|2CDMG	1BEXP|24aVULN|345DMG|4BPWR|68CDMG|7ZMB|9RCR
212	12433 31122	7	   	258.21	DCR|3VULN|2DMG|1DUR|1ASPD	1BEXP|249VULN|34DMG|4BPWR|5DUR|6LIT|7RCR|8ASPD|aZMB
213	12433 31125	7	   	258.21	DCR|3VULN|2DMG|1DUR|1ASPD	1BEXP|249VULN|34DMG|4BPWR|5DUR|6LIT|7RCR|8ASPD|aLWND
214	12433 31126	7	   	258.21	DCR|3VULN|2DMG|1DUR|1ASPD	1BEXP|249VULN|34DMG|4BPWR|5DUR|6LIT|7RCR|8ASPD|aCGEN
215	12433 31233	9	   	258.21	DCR|3VULN|2DMG|1DUR|1ASPD	1BEXP|24aVULN|34DMG|4BPWR|5DUR|6LIT|7RCR|8MLV|9ASPD
216	13215 33651	4	   	258.18	DCR|5VULN|1DUR|2LIT	1BEXP|26LIT|34689VULN|5BBNT|6BPWR|7RCR|aDUR
217	12435 23135	9	   	258.17	DCR|3VULN|3DMG|2CDMG	1BEXP|249VULN|345DMG|4BPWR|6ERES|7aCDMG|8RCR
218	12314 53216	2	   	258.11	DCR|3VULN|2DMG|1DUR|1ASPD	1BEXP|258VULN|35DMG|4TBNT|5BPWR|6RCR|7LIT|9ASPD|aDUR
219	12433 31123	7	   	258.11	DCR|3VULN|2DMG|1DUR|1ASPD	1BEXP|249VULN|34DMG|4BPWR|5DUR|6LIT|7RCR|8ASPD|aERES
220	12334 36521	4	   	258.03	DCR|3VULN|3DUR|1ASPD|1AART	1BEXP|257VULN|345DUR|5BPWR|6LIT|8ASPD|9RCR|aAART
221	41242 11477	9	   	258.01	DCR|5VULN|2DUR	169CGEN|2MBVNT|39DUR|4579aVULN|8RCR|9BPWR
222	63284 32346	6	 * 	257.92	DCR|3VULN|3DMG|2TLV|1NUKE|1SELL	1NUKE|2SELL|3MBVNT|489VULN|59TLV|679DMG|9BPWR|aRCR
223	12433 12421	5	   	257.77	DCR|2VULN|3DUR|2DMG|1AART	1BEXP|24VULN|34DMG|4BPWR|567DUR|8LIT|9RCR|aAART
224	12433 22421	6	   	257.77	DCR|2VULN|3DUR|2DMG|1AART	1BEXP|24VULN|34DMG|4BPWR|567DUR|8LIT|9RCR|aAART
225	12433 31331	8	   	257.77	DCR|2VULN|3DUR|2DMG|1AART	1BEXP|24VULN|34DMG|4BPWR|589DUR|6LIT|7RCR|aAART
226	12443 21152	8	   	257.75	DCR|3VULN|2DUR|1DMG|1CDMG	1BEXP|247VULN|3DMG|56DUR|8CDMG|9RCR|aLIT
227	12443 31341	9	   	257.75	DCR|3VULN|2DUR|1DMG|1CDMG	1BEXP|24aVULN|3DMG|58DUR|6LIT|7RCR|9CDMG
228	12443 31343	10	   	257.75	DCR|3VULN|2DUR|1DMG|1CDMG	1BEXP|24aVULN|3DMG|58DUR|6LIT|7RCR|9CDMG
229	13226 14211	6	   	257.75	DCR|3VULN|2DUR|1DMG|1CDMG	1BEXP|2LIT|37aVULN|4CDMG|58DUR|6RCR|9DMG
230	13226 14211	7	   	257.75	DCR|3VULN|2DUR|1DMG|1CDMG	1BEXP|2LIT|37aVULN|4CDMG|58DUR|6RCR|9DMG
231	53226 14211	6	   	257.75	DCR|3VULN|2DUR|1DMG|1CDMG	1LWND|2LIT|37aVULN|4CDMG|58DUR|6RCR|9DMG
232	53226 14211	7	   	257.75	DCR|3VULN|2DUR|1DMG|1CDMG	1LWND|2LIT|37aVULN|4CDMG|58DUR|6RCR|9DMG
233	12433 31126	10	   	257.68	DCR|2VULN|2DMG|2DUR|1TLV|2LIT	1BEXP|24VULN|34DMG|4BPWR|5aDUR|68LIT|7RCR|9TLV
234	12433 31136	8	   	257.68	DCR|2VULN|2DMG|2DUR|1TLV|2LIT	1BEXP|24VULN|34DMG|4BPWR|59DUR|68LIT|7RCR|aTLV
235	12433 31366	9	   	257.68	DCR|2VULN|2DMG|2DUR|1TLV|2LIT	1BEXP|24VULN|34DMG|4BPWR|58DUR|69LIT|7RCR|aTLV
236	13222 14542	4	   	257.66	DCR|3VULN|3DUR|2LIT|1CDMG	1aBEXP|2aLIT|356VULN|4CDMG|7RCR|89aDUR|aBPWR
237	62232 24222	4	   	257.53	DCR|3VULN|3DUR|1DMG|1NUKE	1NUKE|248VULN|348DUR|48BPWR|5MLV|6LIT|78CGEN|9RCR|aDMG
238	12314 56212	2	   	257.44	DCR|2VULN|3DMG|1TLV|1DUR|1CDMG	1BEXP|25VULN|359DMG|4TBNT|5BPWR|6RCR|7CDMG|8DUR|aTLV
239	12435 23161	9	   	257.44	DCR|2VULN|3DMG|1TLV|1DUR|1CDMG	1BEXP|24VULN|345DMG|4BPWR|6ERES|7CDMG|8RCR|9TLV|aDUR
240	12433 31114	7	   	257.36	DCR|2VULN|3DMG|2ASPD|1DUR	1aBEXP|24VULN|34aDMG|4aBPWR|5DUR|6LIT|7RCR|8aASPD|9RCVC
241	12433 31134	7	   	257.36	DCR|2VULN|3DMG|2ASPD|1DUR	19aBEXP|24VULN|34aDMG|4aBPWR|5DUR|6LIT|7RCR|8aASPD
242	12433 31354	7	   	257.36	DCR|2VULN|3DMG|2ASPD|1DUR	1aBEXP|24VULN|34aDMG|4aBPWR|5DUR|6LIT|7RCR|8RCVC|9aASPD
243	33314 56212	1	   	257.34	DCR|2VULN|3DMG|1TLV|1DUR|1CDMG	1LEGI|25VULN|359DMG|4TBNT|5BPWR|6RCR|7CDMG|8DUR|aTLV
244	12443 21214	9	   	257.33	DCR|3VULN|3DUR|1DMG	1BEXP|247VULN|3DMG|569DUR|8LIT|aRCR
245	52334 22422	4	   	257.33	DCR|3VULN|3DUR|1DMG|1NUKE	1LWND|257VULN|345DUR|5BPWR|6NUKE|8LIT|9RCR|aDMG
246	62233 12422	4	   	257.33	DCR|3VULN|3DUR|1DMG|1NUKE	1NUKE|247VULN|346DUR|4BPWR|5LWND|8LIT|9RCR|aDMG
247	62234 12422	5	   	257.33	DCR|3VULN|3DUR|1DMG|1NUKE	1NUKE|247VULN|346DUR|4BPWR|5LWND|8LIT|9RCR|aDMG
248	62234 22422	6	   	257.33	DCR|3VULN|3DUR|1DMG|1NUKE	1NUKE|247VULN|346DUR|4BPWR|5LWND|8LIT|9RCR|aDMG
249	62234 31342	9	   	257.33	DCR|3VULN|3DUR|1DMG|1NUKE	1NUKE|249VULN|348DUR|4BPWR|5LWND|6LIT|7RCR|aDMG
250	62234 31612	8	 * 	257.33	DCR|3VULN|3DUR|2CDMG|1NUKE	1NUKE|24aVULN|34aDUR|4aBPWR|5LWND|6LIT|7RCR|8MBVNT|9aCDMG
251	53213 52331	7	   	257.32	DCR|4VULN|2ASPD|1DMG	17aLWND|2LIT|3457VULN|67ASPD|7BPWR|8DMG|9RCR
252	53213 52332	7	   	257.32	DCR|4VULN|2ASPD|1DMG	17LWND|2LIT|3457VULN|67ASPD|7BPWR|8DMG|9RCR|aCGEN
253	53213 52335	7	   	257.32	DCR|4VULN|2ASPD|1DMG	17LWND|2LIT|3457VULN|67ASPD|7BPWR|8DMG|9RCR|aBELT
254	12433 26122	10	 * 	257.31	DCR|2VULN|2DMG|3ASPD|2DUR	1BEXP|24VULN|34DMG|4BPWR|56DUR|789ASPD|aRCR
255	53213 52334	7	   	257.22	DCR|4VULN|2ASPD|1DMG	17LWND|2LIT|3457VULN|67ASPD|7BPWR|8DMG|9RCR|aBBNT
256	12433 31522	10	   	257.21	DCR|2VULN|2DMG|1TLV|1DUR|1ASPD|1AART	1BEXP|24VULN|34DMG|4BPWR|5DUR|6LIT|7RCR|8TLV|9AART|aASPD
257	11112 43452	4	   	257.08	DCR|5VULN|1DUR|1CDMG	14BEXP|2RCVC|3489aVULN|4BPWR|5CDMG|6DUR|7RCR
258	12212 43452	4	   	257.08	DCR|5VULN|1DUR|1CDMG	14BEXP|2489aVULN|3RCVC|4BPWR|5CDMG|6DUR|7RCR
259	12352 33452	4	   	256.98	DCR|5VULN|1DUR|1CDMG	1BEXP|2489aVULN|3DUR|5CDMG|6RCVC|7RCR
260	62235 41132	8	 * 	256.91	DCR|3VULN|2DUR|2ASPD|1DMG|1NUKE	1NUKE|247VULN|34DUR|4BPWR|5DMG|69ASPD|8MBVNT|aRCR
261	31323 12222	9	 * 	256.91	ACR|3VULN|3DMG|2DUR|3LIT	1LEGI|2RCR|39aDMG|46DUR|5RPLT|79aVULN|89aLIT|9aBPWR
262	12433 31223	10	   	256.87	DCR|3VULN|2DMG|1DUR|1AART	1BEXP|24aVULN|34DMG|4BPWR|5DUR|6LIT|7RCR|8MLV|9AART
263	53213 52234	7	 * 	256.80	DCR|5VULN|2ASPD	17LWND|2LIT|34578VULN|67ASPD|7BPWR|9BEXP|aRCR
264	53213 52324	9	   	256.80	DCR|5VULN|2ASPD	17LWND|2LIT|34578VULN|67ASPD|7BPWR|9LHND|aRCR
265	53213 52334	8	   	256.80	DCR|5VULN|2ASPD	17LWND|2LIT|34578VULN|67ASPD|7BPWR|9BEXP|aRCR
266	12443 31153	7	   	256.77	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1BEXP|24aVULN|3DMG|5DUR|6LIT|7RCR|8ASPD|9TLV
267	12443 31533	9	   	256.77	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1BEXP|24aVULN|3DMG|5DUR|6LIT|7RCR|8TLV|9ASPD
268	13222 14531	4	   	256.75	DCR|4VULN|1DUR|1CDMG|1ASPD	1BEXP|2LIT|356aVULN|4CDMG|7RCR|8DUR|9ASPD
269	12433 31126	9	   	256.75	DCR|2VULN|2DMG|1TLV|1DUR|2LIT|1CDMG	1BEXP|24VULN|34DMG|4BPWR|5DUR|68LIT|7RCR|9TLV|aCDMG
270	12354 26323	4	   	256.74	DCR|3VULN|2DUR|1TLV|1CDMG|1ASPD	1BEXP|245VULN|35DUR|5BPWR|6ZMB|7ASPD|8TLV|9RCR|aCDMG
271	52332 25613	9	   	256.70	DCR|3VULN|2DUR|1TLV|2LIT|1AART	19LWND|29aVULN|34DUR|5AART|6TLV|7RCR|89LIT|9BPWR
272	53213 52334	9	   	256.70	DCR|5VULN|2ASPD	17LWND|2LIT|34578VULN|67ASPD|7BPWR|9DUST|aRCR
273	12433 61611	10	   	256.47	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1BEXP|24VULN|34DMG|4BPWR|57DUR|6CDMG|8TLV|9LHND|aRCR
274	12433 11323	5	   	256.47	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1BEXP|24VULN|34DMG|4BPWR|56DUR|7ZMB|8TLV|9RCR|aCDMG
275	12433 21323	6	   	256.47	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1BEXP|24VULN|34DMG|4BPWR|56DUR|7ZMB|8TLV|9RCR|aCDMG
276	12431 11635	4	   	256.33	DCR|3VULN|2DMG|2AART|1DUR	1BEXP|24aVULN|34DMG|4BPWR|5RPLT|6RCR|78AART|9DUR
277	12443 31212	7	   	256.23	DCR|3VULN|1DMG|2CDMG|1DUR|2LIT	1BEXP|24aVULN|3DMG|5DUR|6aLIT|7RCR|8LHND|9aCDMG|aBPWR
278	12414 21431	4	   	256.19	DCR|4VULN|2DMG|1ASPD	1BEXP|258aVULN|35DMG|4RMIN|5BPWR|6RCR|7ERES|9ASPD
279	12434 21431	4	   	256.19	DCR|4VULN|2DMG|1ASPD	1BEXP|248aVULN|34DMG|4BPWR|5CGEN|6RCR|7ERES|9ASPD
280	12435 21431	4	   	256.19	DCR|4VULN|2DMG|1ASPD	1BEXP|248aVULN|34DMG|4BPWR|5RMIN|6RCR|7ERES|9ASPD
281	12433 11325	5	   	256.05	DCR|2VULN|3DUR|2DMG|1TLV	1BEXP|24VULN|34DMG|4BPWR|56aDUR|7ZMB|8TLV|9RCR
282	12433 21325	6	   	256.05	DCR|2VULN|3DUR|2DMG|1TLV	1BEXP|24VULN|34DMG|4BPWR|56aDUR|7ZMB|8TLV|9RCR
283	12435 23115	10	   	255.78	DCR|2VULN|3DMG|2DUR|1CDMG	1BEXP|24VULN|345DMG|4BPWR|6ERES|7CDMG|8RCR|9aDUR
284	52436 23113	10	   	255.78	DCR|2VULN|3DMG|2DUR|1CDMG	1LWND|24VULN|345DMG|4BPWR|6ERES|7CDMG|8RCR|9aDUR
285	12431 15163	4	   	255.61	DCR|3VULN|2DMG|1CDMG|1ASPD	1BEXP|24aVULN|34DMG|4BPWR|5RPLT|6RCR|7CDMG|8ASPD|9LIT
286	12436 63231	8	   	255.51	DCR|3VULN|2DMG|1CDMG|1ASPD	1BEXP|24aVULN|34DMG|4BPWR|5DUST|6CDMG|7RCR|8LIT|9ASPD
287	12433 12542	5	   	255.46	DCR|2VULN|3DMG|3DUR	1BEXP|24VULN|349DMG|4BPWR|567DUR|8MLV|aRCR
288	12433 22542	6	   	255.46	DCR|2VULN|3DMG|3DUR	1BEXP|24VULN|349DMG|4BPWR|567DUR|8MLV|aRCR
289	12443 31523	10	   	255.43	DCR|3VULN|1DMG|1TLV|1DUR|1AART	1BEXP|24aVULN|3DMG|5DUR|6LIT|7RCR|8TLV|9AART
290	13256 23353	10	   	255.43	DCR|3VULN|1DMG|1TLV|1DUR|1AART	1BEXP|2LIT|36aVULN|4AART|5DMG|7TLV|8DUR|9RCR
291	52352 25333	9	   	255.29	DCR|3VULN|2DUR|1TLV|1CDMG|1AART	1LWND|24aVULN|38DUR|5AART|6TLV|7RCR|9CDMG
292	12434 16233	10	   	255.15	DCR|3VULN|2DMG|1TLV|1DUR	1BEXP|247VULN|34DMG|4BPWR|5LWND|6CGEN|8DUR|9RCR|aTLV
293	52432 16233	10	   	255.15	DCR|3VULN|2DMG|1TLV|1DUR	1LWND|247VULN|34DMG|4BPWR|5BEXP|6CGEN|8DUR|9RCR|aTLV
294	12433 31146	10	   	255.08	DCR|2VULN|2DMG|2DUR|2LIT|1CDMG	1BEXP|24VULN|34DMG|4BPWR|5aDUR|68LIT|7RCR|9CDMG
295	12433 31364	10	   	255.08	DCR|2VULN|2DMG|2DUR|2LIT|1CDMG	1BEXP|24VULN|34DMG|4BPWR|58DUR|69LIT|7RCR|aCDMG
296	41434 84122	5	   	255.05	DCR|3VULN|2DMG|1TLV|1DUR	1CGEN|2MBVNT|36DMG|46aVULN|5RPLT|6BPWR|7TLV|8DUR|9RCR
297	62235 41143	10	   	255.00	DCR|3VULN|2DUR|1DMG|1ASPD|1NUKE	1NUKE|247VULN|34DUR|4BPWR|5DMG|6ASPD|8MBVNT|9RCR|aLIT
298	62235 41144	9	   	255.00	DCR|3VULN|2DUR|1DMG|1ASPD|1NUKE	1NUKE|247VULN|34DUR|4BPWR|5DMG|6ASPD|8MBVNT|9RCR|aLIT
299	31333 13326	6	 * 	254.92	ACR|4VULN|2DMG|2TLV|1CDMG	1LEGI|2RCR|37DMG|4LIT|57TLV|679aVULN|7BPWR|8CDMG
300	31335 43326	6	   	254.92	ACR|4VULN|2DMG|2TLV|1CDMG	1LEGI|2RCR|37DMG|4LIT|579aVULN|67TLV|7BPWR|8CDMG
301	13216 61223	2	   	254.86	DCR|2VULN|3DUR|2DMG|2LIT	17aBEXP|25LIT|345DUR|5aBPWR|6aDMG|8aVULN|9RCR
302	12431 11244	4	   	254.85	DCR|4VULN|2DMG|1AART	1BEXP|249aVULN|34DMG|4BPWR|5RPLT|6RCR|7AART|8BBNT
303	12443 12423	5	   	254.76	DCR|2VULN|3DUR|2DMG|2LIT	1aBEXP|24VULN|3aDMG|567DUR|8aLIT|9RCR|aBPWR
304	12443 22423	6	   	254.76	DCR|2VULN|3DUR|2DMG|2LIT	1aBEXP|24VULN|3aDMG|567DUR|8aLIT|9RCR|aBPWR
305	12443 31333	8	   	254.76	DCR|2VULN|3DUR|2DMG|2LIT	1aBEXP|24VULN|3aDMG|589DUR|6aLIT|7RCR|aBPWR
306	41242 11471	10	   	254.72	DCR|4VULN|2DUR|1TLV	169CGEN|2MBVNT|39DUR|4579VULN|8RCR|9BPWR|aTLV
