0	Index      	Bounty	 *	Score 	Summary	Detail	
1	12114 43341	1	 * 	267.90	DCR|5VULN|1TLV|1DMG	1LIT|2RPLT|34589VULN|6TLV|7RCR|aDMG
167	45143 11112	5	   	240.51	DCR|3VULN|1DMG|1DUR|1CDMG	1CDMG|256VULN|3ASPD|4LIT|7DMG|8RCR|9DUR|aBEXP
168	45143 11133	5	   	240.51	DCR|3VULN|1DMG|1DUR|1CDMG	1CDMG|256VULN|3ASPD|4LIT|7DMG|8RCR|9CGEN|aDUR
169	45143 11111	5	   	240.41	DCR|3VULN|1DMG|1DUR|1CDMG	1CDMG|256VULN|3ASPD|4LIT|7DMG|8RCR|9DUR|aDUST
170	24563 11113	5	   	240.27	DCR|3VULN|1DMG|1DUR|1CDMG|1SELL	1SELL|2LIT|356VULN|4ASPD|7DMG|8RCR|9DUR|aCDMG
171	45143 11113	5	   	240.27	DCR|3VULN|1DMG|1DUR|1CDMG|1SELL	1CDMG|256VULN|3ASPD|4LIT|7DMG|8RCR|9DUR|aSELL
172	41113 33363	5	   	240.27	DCR|2VULN|1TLV|1DMG|1DUR|2LIT|1CDMG	1CDMG|2CGEN|39LIT|48VULN|5TLV|6DMG|7RCR|aDUR
173	42112 43363	4	   	240.17	DCR|2VULN|1TLV|1DMG|1DUR|2LIT|1CDMG	1CDMG|2ERES|39LIT|48VULN|5DMG|6TLV|7RCR|aDUR
174	42612 13363	1	   	240.17	DCR|2VULN|1TLV|1DMG|1DUR|2LIT|1CDMG	1CDMG|2TLV|39LIT|4ERES|5DMG|68VULN|7RCR|aDUR
175	45133 36321	10	   	240.06	DCR|3VULN|1TLV|1CDMG|1AART	1CDMG|246VULN|3ASPD|5LHND|7AART|8RCR|9TLV|aLIT
176	45133 32313	7	   	240.05	DCR|3VULN|1DMG|2ASPD|1DUR|1CDMG	1CDMG|246VULN|37ASPD|5LHND|8DMG|9DUR|aRCR
177	63252 22453	4	   	239.89	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	1ZMB|2MBVNT|3aVULN|47DUR|5TLV|6CDMG|8DMG|9RCR
178	42353 22453	1	   	239.89	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	1CDMG|2TLV|3aVULN|47DUR|5MBVNT|6ZMB|8DMG|9RCR
179	42353 24721	1	   	239.60	DCR|3VULN|1TLV|1DUR|1CDMG|1AART	1CDMG|2TLV|389VULN|4DUR|5MBVNT|6ZMB|7RCR|aAART
180	63252 24721	4	   	239.60	DCR|3VULN|1TLV|1DUR|1CDMG|1AART	1ZMB|2MBVNT|389VULN|4DUR|5TLV|6CDMG|7RCR|aAART
181	45133 36323	9	   	239.60	DCR|3VULN|1TLV|2ASPD|1CDMG|1AART	1CDMG|246VULN|3aASPD|5LHND|7AART|8RCR|9TLV
182	45135 32212	6	   	239.51	DCR|4VULN|2CDMG|1DUR	15CDMG|2469VULN|3ASPD|7DUR|8RCR|aLHND
183	41321 51215	10	 * 	239.47	DCR|2VULN|3DUR|1TLV|2CDMG	18CDMG|2CGEN|345DUR|6TLV|7RCR|9aVULN
184	45135 32213	6	   	239.41	DCR|4VULN|2CDMG|1DUR	15CDMG|2469VULN|3ASPD|7DUR|8RCR|aBBNT
185	13315 21361	2	   	239.28	DCR|3VULN|2TLV|1DUR|2LIT|1SELL	19LIT|2CGEN|39TLV|4DUR|5SELL|6RCR|7BEXP|89aVULN|9BPWR
186	13315 21361	1	   	239.28	DCR|3VULN|2TLV|1DUR|2LIT|1SELL	19LIT|2CGEN|39TLV|4DUR|5SELL|6RCR|7BEXP|89aVULN|9BPWR
187	25543 13222	10	   	239.28	DCR|3VULN|2TLV|1DUR|2LIT|1SELL	1SELL|27TLV|3DUR|47LIT|567VULN|7BPWR|89LHND|aRCR
188	13335 25361	1	   	239.18	DCR|3VULN|2TLV|1DUR|2LIT|1SELL	19LIT|2CGEN|39TLV|4DUST|5SELL|6RCR|7DUR|89aVULN|9BPWR
189	13335 25361	2	   	239.18	DCR|3VULN|2TLV|1DUR|2LIT|1SELL	19LIT|2CGEN|39TLV|4DUST|5SELL|6RCR|7DUR|89aVULN|9BPWR
190	25543 13133	7	 * 	239.18	DCR|3VULN|3TLV|1DUR|2LIT|1SELL	1SELL|279TLV|3DUR|47LIT|567VULN|7BPWR|8FEWX|aRCR
191	25543 13133	8	 * 	239.18	DCR|3VULN|3TLV|1DUR|2LIT|1SELL	1SELL|279TLV|3DUR|47LIT|567VULN|7BPWR|8FEWX|aRCR
192	25543 13333	7	 * 	239.18	DCR|3VULN|3TLV|1DUR|2LIT|1SELL	1SELL|279TLV|3DUR|47LIT|567VULN|7BPWR|8BEXP|aRCR
193	52235 33316	9	   	239.05	DCR|3VULN|2TLV|2DUR	18ERES|278VULN|36TLV|4BEXP|58DUR|8BPWR|9LHND|aRCR
194	52235 33336	8	   	239.05	DCR|3VULN|2TLV|2DUR	18ERES|278VULN|36TLV|4BEXP|58DUR|8BPWR|9LWND|aRCR
195	52241 41323	9	   	239.05	DCR|3VULN|2TLV|2DUR	18ERES|278VULN|39TLV|4ZMB|5RCVC|68DUR|8BPWR|aRCR
196	53261 23321	8	   	238.95	DCR|3VULN|2TLV|2DUR	18ERES|2MBVNT|347VULN|58DUR|68TLV|8BPWR|9RCR|aLHND
197	53261 23327	8	   	238.95	DCR|3VULN|2TLV|2DUR	18ERES|2MBVNT|347VULN|58DUR|68TLV|8BPWR|9RCR|aRMIN
198	53261 23328	8	   	238.95	DCR|3VULN|2TLV|2DUR	18ERES|2MBVNT|347VULN|58DUR|68TLV|8BPWR|9RCR|aFEWX
199	53261 23333	10	   	238.95	DCR|3VULN|2TLV|2DUR	18ERES|2MBVNT|347VULN|58DUR|68TLV|8BPWR|9RPLT|aRCR
200	54211 41323	8	   	238.95	DCR|3VULN|2TLV|2DUR	168ERES|28DUR|37aVULN|4ZMB|58TLV|8BPWR|9RCR
201	43162 13343	1	   	238.86	DCR|3VULN|1DMG|1DUR|2LIT|1CDMG	1CDMG|24LIT|34LHND|4BPWR|5DMG|689VULN|7RCR|aDUR
202	43262 13343	1	   	238.86	DCR|3VULN|1DMG|1DUR|2LIT|1CDMG	1CDMG|24LIT|34LWND|4BPWR|5DMG|689VULN|7RCR|aDUR
203	53261 23224	7	   	238.85	DCR|3VULN|2TLV|2DUR	1ERES|2MBVNT|347VULN|5aDUR|68TLV|9RCR
204	53261 23323	8	   	238.85	DCR|3VULN|2TLV|2DUR	18ERES|2MBVNT|347VULN|58DUR|68TLV|8BPWR|9RCR|aBBNT
205	53261 23326	8	   	238.85	DCR|3VULN|2TLV|2DUR	18aERES|2MBVNT|347VULN|58DUR|68TLV|8BPWR|9RCR
206	53261 26224	6	   	238.85	DCR|3VULN|2TLV|2DUR	1ERES|2MBVNT|347VULN|5aDUR|68TLV|9RCR
207	53281 23224	7	   	238.85	DCR|3VULN|2TLV|2DUR	14ERES|2MBVNT|347VULN|4BPWR|5aDUR|68TLV|9RCR
208	53281 26224	6	   	238.85	DCR|3VULN|2TLV|2DUR	14ERES|2MBVNT|347VULN|4BPWR|5aDUR|68TLV|9RCR
209	14222 13343	3	   	238.76	DCR|3VULN|1DMG|1DUR|2LIT|1CDMG	14LIT|2LWND|3CDMG|5DMG|689VULN|7RCR|aDUR
210	43122 13343	1	   	238.76	DCR|3VULN|1DMG|1DUR|2LIT|1CDMG	1CDMG|24LIT|3LHND|5DMG|689VULN|7RCR|aDUR
211	43222 13343	1	   	238.76	DCR|3VULN|1DMG|1DUR|2LIT|1CDMG	1CDMG|24LIT|3LWND|5DMG|689VULN|7RCR|aDUR
212	53261 23322	8	   	238.71	DCR|3VULN|2TLV|2DUR|1SELL	18ERES|2MBVNT|347VULN|58DUR|68TLV|8BPWR|9RCR|aSELL
213	53283 44611	6	 * 	238.70	DCR|4VULN|3DUR|1SELL	147ERES|2MBVNT|3478VULN|47BPWR|5SELL|679DUR|aRCR
214	14262 13343	3	   	238.62	DCR|3VULN|1DMG|2CDMG|1DUR	1LIT|24LWND|34CDMG|4BPWR|5DMG|689VULN|7RCR|aDUR
215	45133 31313	7	   	238.52	DCR|3VULN|1DMG|2CDMG|1DUR	17CDMG|246VULN|3ASPD|5LHND|8DMG|9DUR|aRCR
216	45135 33313	7	   	238.52	DCR|3VULN|1DMG|2CDMG|1DUR	15CDMG|246VULN|3ASPD|7LHND|8DMG|9DUR|aRCR
217	12223 12411	9	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1LIT|2FEWX|3CDMG|4RMIN|56aVULN|7TLV|8RCR|9DUR
218	12223 12421	8	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1LIT|2FEWX|3CDMG|4RMIN|56aVULN|7TLV|8RCR|9DUR
219	12243 12411	9	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1LIT|2FEWX|3CDMG|4CGEN|56aVULN|7TLV|8RCR|9DUR
220	12243 12416	10	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1LIT|2FEWX|3CDMG|4CGEN|56aVULN|7TLV|8RCR|9DUR
221	12243 12421	8	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1LIT|2FEWX|3CDMG|4CGEN|56aVULN|7TLV|8RCR|9DUR
222	13611 12411	8	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1LIT|2CGEN|3DUR|46aVULN|5CDMG|7TLV|8RCR|9LHND
223	13611 12442	8	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1LIT|2CGEN|3DUR|469VULN|5CDMG|7TLV|8RCR|aBEXP
224	13611 12461	9	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1LIT|2CGEN|3DUR|46aVULN|5CDMG|7TLV|8RCR|9LHND
225	41113 25311	5	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1CDMG|2CGEN|3LIT|48aVULN|5TLV|6RCR|7DUR|9LHND
226	41113 25342	5	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1CDMG|2CGEN|3LIT|489VULN|5TLV|6RCR|7DUR|aBEXP
227	41143 12411	9	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1CDMG|2CGEN|3LIT|4FEWX|56aVULN|7TLV|8RCR|9DUR
228	41143 12421	8	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1CDMG|2CGEN|3LIT|4FEWX|56aVULN|7TLV|8RCR|9DUR
229	41163 12411	9	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1CDMG|2CGEN|3LIT|4BEXP|56aVULN|7TLV|8RCR|9DUR
230	41163 12421	8	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1CDMG|2CGEN|3LIT|4BEXP|56aVULN|7TLV|8RCR|9DUR
231	41343 12411	8	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1CDMG|2CGEN|3DUR|4LIT|56aVULN|7TLV|8RCR|9LHND
232	61261 12411	9	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1ZMB|2BEXP|36aVULN|4LIT|5CDMG|7TLV|8RCR|9DUR
233	61261 12421	8	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1ZMB|2BEXP|36aVULN|4LIT|5CDMG|7TLV|8RCR|9DUR
234	44123 22621	7	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1CDMG|2LWND|3ASPD|4TLV|5FEWX|6RCR|789VULN|aDUR
235	45121 42333	9	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1CDMG|259VULN|3ASPD|4DUR|6FEWX|7RCVC|8TLV|aRCR
236	45131 42333	9	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1CDMG|249VULN|3ASPD|5DUR|6FEWX|7RCVC|8TLV|aRCR
237	62161 12411	9	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1ZMB|26aVULN|3FEWX|4LIT|5CDMG|7TLV|8RCR|9DUR
238	62161 12421	8	   	238.35	DCR|3VULN|1TLV|1DUR|1CDMG	1ZMB|26aVULN|3FEWX|4LIT|5CDMG|7TLV|8RCR|9DUR
239	11611 12142	10	   	238.25	DCR|3VULN|1TLV|1DUR|1CDMG	1LIT|2ERES|3DUR|469VULN|5CDMG|7TLV|8CGEN|aRCR
240	11611 12411	8	   	238.25	DCR|3VULN|1TLV|1DUR|1CDMG	1LIT|2ERES|3DUR|46aVULN|5CDMG|7TLV|8RCR|9LHND
241	11611 12425	9	   	238.25	DCR|3VULN|1TLV|1DUR|1CDMG	1LIT|2ERES|3DUR|46aVULN|5CDMG|7TLV|8RCR|9CGEN
242	11611 12442	8	   	238.25	DCR|3VULN|1TLV|1DUR|1CDMG	1LIT|2ERES|3DUR|469VULN|5CDMG|7TLV|8RCR|aBEXP
243	11611 12461	9	   	238.25	DCR|3VULN|1TLV|1DUR|1CDMG	1LIT|2ERES|3DUR|46aVULN|5CDMG|7TLV|8RCR|9LHND
244	12111 12411	9	   	238.25	DCR|3VULN|1TLV|1DUR|1CDMG	1LIT|2FEWX|3ERES|46aVULN|5CDMG|7TLV|8RCR|9DUR
245	12111 12421	8	   	238.25	DCR|3VULN|1TLV|1DUR|1CDMG	1LIT|2FEWX|3ERES|46aVULN|5CDMG|7TLV|8RCR|9DUR
246	13611 12142	10	   	238.25	DCR|3VULN|1TLV|1DUR|1CDMG	1LIT|2CGEN|3DUR|469VULN|5CDMG|7TLV|8ERES|aRCR
247	13611 12431	9	   	238.25	DCR|3VULN|1TLV|1DUR|1CDMG	1LIT|2CGEN|3DUR|46aVULN|5CDMG|7TLV|8RCR|9DUST
248	13611 12436	10	   	238.25	DCR|3VULN|1TLV|1DUR|1CDMG	1LIT|2CGEN|3DUR|46aVULN|5CDMG|7TLV|8RCR|9DUST
249	13611 12441	8	   	238.25	DCR|3VULN|1TLV|1DUR|1CDMG	1LIT|2CGEN|3DUR|469VULN|5CDMG|7TLV|8RCR|aDUST
250	13611 12451	8	   	238.25	DCR|3VULN|1TLV|1DUR|1CDMG	1LIT|2CGEN|3DUR|46aVULN|5CDMG|7TLV|8RCR|9LEGI
251	15224 12411	9	   	238.25	DCR|3VULN|1TLV|1DUR|1CDMG	1LIT|2DUST|3CDMG|4RMIN|56aVULN|7TLV|8RCR|9DUR
252	15224 12421	8	   	238.25	DCR|3VULN|1TLV|1DUR|1CDMG	1LIT|2DUST|3CDMG|4RMIN|56aVULN|7TLV|8RCR|9DUR
253	41111 12411	9	   	238.25	DCR|3VULN|1TLV|1DUR|1CDMG	1CDMG|2CGEN|3LIT|46aVULN|5DUST|7TLV|8RCR|9DUR
254	41111 12416	10	   	238.25	DCR|3VULN|1TLV|1DUR|1CDMG	1CDMG|2CGEN|3LIT|46aVULN|5DUST|7TLV|8RCR|9DUR
255	41111 12421	8	   	238.25	DCR|3VULN|1TLV|1DUR|1CDMG	1CDMG|2CGEN|3LIT|46aVULN|5DUST|7TLV|8RCR|9DUR
256	41113 25341	5	   	238.25	DCR|3VULN|1TLV|1DUR|1CDMG	1CDMG|2CGEN|3LIT|489VULN|5TLV|6RCR|7DUR|aDUST
257	41113 25351	5	   	238.25	DCR|3VULN|1TLV|1DUR|1CDMG	1CDMG|2CGEN|3LIT|48aVULN|5TLV|6RCR|7DUR|9LEGI
258	41343 12142	10	   	238.25	DCR|3VULN|1TLV|1DUR|1CDMG	1CDMG|2CGEN|3DUR|4LIT|569VULN|7TLV|8ERES|aRCR
259	41343 12431	9	   	238.25	DCR|3VULN|1TLV|1DUR|1CDMG	1CDMG|2CGEN|3DUR|4LIT|56aVULN|7TLV|8RCR|9DUST
260	42143 12411	9	   	238.25	DCR|3VULN|1TLV|1DUR|1CDMG	1CDMG|2ERES|3LIT|4FEWX|56aVULN|7TLV|8RCR|9DUR
261	42143 12421	8	   	238.25	DCR|3VULN|1TLV|1DUR|1CDMG	1CDMG|2ERES|3LIT|4FEWX|56aVULN|7TLV|8RCR|9DUR
262	42163 12411	9	   	238.25	DCR|3VULN|1TLV|1DUR|1CDMG	1CDMG|2ERES|3LIT|4BEXP|56aVULN|7TLV|8RCR|9DUR
263	42163 12421	8	   	238.25	DCR|3VULN|1TLV|1DUR|1CDMG	1CDMG|2ERES|3LIT|4BEXP|56aVULN|7TLV|8RCR|9DUR
264	42353 24733	1	   	238.25	DCR|3VULN|1TLV|1DUR|1CDMG	1CDMG|2TLV|38aVULN|4DUR|5MBVNT|6ZMB|7RCR|9ASPD
265	51261 12411	9	   	238.25	DCR|3VULN|1TLV|1DUR|1CDMG	1ERES|2BEXP|36aVULN|4LIT|5CDMG|7TLV|8RCR|9DUR
266	51261 12421	8	   	238.25	DCR|3VULN|1TLV|1DUR|1CDMG	1ERES|2BEXP|36aVULN|4LIT|5CDMG|7TLV|8RCR|9DUR
267	52161 12411	9	   	238.25	DCR|3VULN|1TLV|1DUR|1CDMG	1ERES|26aVULN|3FEWX|4LIT|5CDMG|7TLV|8RCR|9DUR
268	52161 12421	8	   	238.25	DCR|3VULN|1TLV|1DUR|1CDMG	1ERES|26aVULN|3FEWX|4LIT|5CDMG|7TLV|8RCR|9DUR
269	63252 24453	5	   	238.25	DCR|3VULN|1TLV|1DUR|1CDMG	1ZMB|2MBVNT|38aVULN|4DUR|5ASPD|6CDMG|7TLV|9RCR
270	63252 24733	4	   	238.25	DCR|3VULN|1TLV|1DUR|1CDMG	1ZMB|2MBVNT|38aVULN|4DUR|5TLV|6CDMG|7RCR|9ASPD
271	63252 31453	7	   	238.25	DCR|3VULN|1TLV|1DUR|1CDMG	1ZMB|2MBVNT|38aVULN|4DUR|5ASPD|6TLV|7CDMG|9RCR
272	56251 23313	9	   	238.15	DCR|3VULN|1TLV|1DUR|1CDMG	1ERES|2DUST|347VULN|5DUR|6TLV|8ASPD|9RCR|aCDMG
273	56251 23323	8	   	238.15	DCR|3VULN|1TLV|1DUR|1CDMG	1ERES|2DUST|347VULN|5DUR|6TLV|8ASPD|9RCR|aCDMG
274	11611 12431	9	   	238.15	DCR|3VULN|1TLV|1DUR|1CDMG	1LIT|2ERES|3DUR|46aVULN|5CDMG|7TLV|8RCR|9DUST
275	11611 12441	8	   	238.15	DCR|3VULN|1TLV|1DUR|1CDMG	1LIT|2ERES|3DUR|469VULN|5CDMG|7TLV|8RCR|aDUST
276	11611 12451	8	   	238.15	DCR|3VULN|1TLV|1DUR|1CDMG	1LIT|2ERES|3DUR|46aVULN|5CDMG|7TLV|8RCR|9LEGI
277	15111 12411	9	   	238.15	DCR|3VULN|1TLV|1DUR|1CDMG	1LIT|2DUST|3ERES|46aVULN|5CDMG|7TLV|8RCR|9DUR
278	15111 12421	8	   	238.15	DCR|3VULN|1TLV|1DUR|1CDMG	1LIT|2DUST|3ERES|46aVULN|5CDMG|7TLV|8RCR|9DUR
279	42111 12411	9	   	238.15	DCR|3VULN|1TLV|1DUR|1CDMG	1CDMG|2ERES|3LIT|46aVULN|5DUST|7TLV|8RCR|9DUR
280	42111 12421	8	   	238.15	DCR|3VULN|1TLV|1DUR|1CDMG	1CDMG|2ERES|3LIT|46aVULN|5DUST|7TLV|8RCR|9DUR
281	42343 12421	8	   	238.15	DCR|3VULN|1TLV|1DUR|1CDMG	1CDMG|2ERES|3LEGI|4LIT|56aVULN|7TLV|8RCR|9DUR
282	53271 13334	6	   	238.15	DCR|3VULN|1TLV|1DUR|1CDMG	1ERES|2MBVNT|368VULN|4LIT|5CDMG|7RCR|9TLV|aDUR
283	53831 43334	5	   	238.15	DCR|3VULN|1TLV|1DUR|1CDMG	1ERES|2MBVNT|3CDMG|458VULN|6LIT|7RCR|9TLV|aDUR
284	53837 43334	4	   	238.15	DCR|3VULN|1TLV|1DUR|1CDMG	1ERES|2MBVNT|3CDMG|458VULN|6LIT|7RCR|9TLV|aDUR
285	53853 13334	6	   	238.15	DCR|3VULN|1TLV|1DUR|1CDMG	1ERES|2MBVNT|3CDMG|4LIT|568VULN|7RCR|9TLV|aDUR
286	51251 23353	10	   	238.12	DCR|3VULN|2TLV|1DUR|1CDMG	18ERES|28BEXP|347VULN|5DUR|68TLV|8BPWR|9CDMG|aRCR
287	52151 22353	10	   	238.12	DCR|3VULN|2TLV|1DUR|1CDMG	18ERES|248VULN|37FEWX|5DUR|68TLV|8BPWR|9CDMG|aRCR
288	13611 12443	8	   	238.10	DCR|3VULN|1TLV|1DUR|1CDMG|1SELL	1LIT|2CGEN|3DUR|469VULN|5CDMG|7TLV|8RCR|aSELL
289	41113 25343	5	   	238.10	DCR|3VULN|1TLV|1DUR|1CDMG|1SELL	1CDMG|2CGEN|3LIT|489VULN|5TLV|6RCR|7DUR|aSELL
290	15526 31333	6	   	238.07	DCR|3VULN|1TLV|1DMG|1AART	1LIT|2DUST|3BEXP|49aVULN|5AART|6TLV|7DMG|8RCR
291	15526 32333	7	   	238.07	DCR|3VULN|1TLV|1DMG|1AART	1LIT|2DUST|3BEXP|49aVULN|5AART|6TLV|7DMG|8RCR
292	15616 31333	6	   	238.07	DCR|3VULN|1TLV|1DMG|1AART	1LIT|2DUST|39aVULN|4BEXP|5AART|6TLV|7DMG|8RCR
293	15616 32333	7	   	238.07	DCR|3VULN|1TLV|1DMG|1AART	1LIT|2DUST|39aVULN|4BEXP|5AART|6TLV|7DMG|8RCR
294	13313 46216	10	 * 	238.06	DCR|3VULN|3DUR|3LIT	13aLIT|2CGEN|4RPLT|58aVULN|6RCR|79aDUR|aBPWR
295	62251 21151	10	 * 	238.04	DCR|3VULN|2TLV|2CDMG|1AART	19ZMB|258VULN|39TLV|4BELT|6AART|79CDMG|9BPWR|aRCR
296	11611 12443	8	   	238.00	DCR|3VULN|1TLV|1DUR|1CDMG|1SELL	1LIT|2ERES|3DUR|469VULN|5CDMG|7TLV|8RCR|aSELL
297	11313 46216	10	   	237.96	DCR|3VULN|3DUR|3LIT	13aLIT|2ERES|4RPLT|58aVULN|6RCR|79aDUR|aBPWR
298	14141 33243	2	   	237.92	DCR|3VULN|3DUR|3LIT|1SELL	189LIT|2LWND|3BELT|4LEGI|589VULN|689DUR|7SELL|89BPWR|aRCR
