0	Index      	Bounty	 *	Score 	Summary	Detail	
1	32126 16352	10	 * 	275.09	DCR|4VULN|2DMG|1TLV|1DUR	1ERES|2469VULN|34DMG|4BPWR|5LWND|7DUR|8RCR|aTLV
171	23344 82458	8	   	252.48	DCR|3VULN|3DUR|2TLV	168LWND|2aTLV|3MBVNT|489DUR|58aVULN|7RCR|8aBPWR
172	23344 62425	9	   	252.38	DCR|3VULN|3DUR|2TLV	18LWND|2aTLV|3MBVNT|468DUR|589VULN|7RCR|8BPWR
173	23344 62445	8	   	252.38	DCR|3VULN|3DUR|2TLV	18LWND|2aTLV|3MBVNT|468DUR|589VULN|7RCR|8BPWR
174	32125 16153	9	 * 	252.31	ACR|4VULN|3DMG|2CDMG|1DUR	19ERES|2469VULN|34aDMG|49BPWR|5RCR|7DUR|89CDMG
175	32121 13262	8	   	252.24	DCR|2VULN|2DMG|2DUR|1TLV	1ERES|24VULN|34DMG|4BPWR|5LIT|69DUR|7MLV|8RCR|aTLV
176	26321 61631	8	 * 	252.22	DCR|4VULN|2DUR|3CDMG	158LWND|238aVULN|4MLV|6aDUR|78aCDMG|8aBPWR|9RCR
177	22336 62352	10	 * 	252.02	DCR|4VULN|2DUR|1TLV	1LWND|2FEWX|3569VULN|47DUR|8RCR|aTLV
178	32342 52631	5	 * 	251.91	DCR|2VULN|2DMG|2TLV|2DUR	19ERES|29VULN|3MBVNT|46DUR|57DMG|89TLV|9BPWR|aRCR
179	32381 52631	4	   	251.91	DCR|2VULN|2DMG|2TLV|2DUR	19ERES|29VULN|3MBVNT|47DMG|56DUR|89TLV|9BPWR|aRCR
180	52124 42232	9	   	251.90	DCR|3VULN|3DMG|1DUR	1MLV|246VULN|34aDMG|4BPWR|5DMSP|7RCR|8LIT|9DUR
181	52387 32121	10	   	251.90	DCR|3VULN|3DMG|1DUR	17MLV|257VULN|3MBVNT|467DMG|7BPWR|8DUR|9ASPD|aRCR
182	32344 85534	7	   	251.82	DCR|4VULN|2DUR|1TLV	1ERES|2568VULN|3MBVNT|4aDUR|7TLV|9RCR
183	32344 85734	8	   	251.82	DCR|4VULN|2DUR|1TLV	1ERES|2568VULN|3MBVNT|4aDUR|7TLV|9RCR
184	32124 42232	9	   	251.80	DCR|3VULN|3DMG|1DUR	1ERES|246VULN|34aDMG|4BPWR|5DMSP|7RCR|8LIT|9DUR
185	32124 42234	10	   	251.80	DCR|3VULN|3DMG|1DUR	1ERES|246VULN|34aDMG|4BPWR|5DMSP|7RCR|8LIT|9DUR
186	32387 32121	10	   	251.70	DCR|3VULN|3DMG|1DUR	17ERES|257VULN|3MBVNT|467DMG|7BPWR|8DUR|9ASPD|aRCR
187	32123 13544	9	   	251.44	DCR|3VULN|2DMG|1TLV|1CDMG	1ERES|249VULN|34DMG|4BPWR|5CGEN|6ZMB|7CDMG|8TLV|aRCR
188	32123 13624	7	   	251.44	DCR|3VULN|2DMG|1TLV|1CDMG	1ERES|248VULN|34DMG|4BPWR|5CGEN|6ZMB|7CDMG|9TLV|aRCR
189	32123 15624	6	   	251.44	DCR|3VULN|2DMG|1TLV|1CDMG	1ERES|248VULN|34DMG|4BPWR|5CGEN|6ZMB|7CDMG|9TLV|aRCR
190	32123 15624	5	   	251.44	DCR|3VULN|2DMG|1TLV|1CDMG	1ERES|248VULN|34DMG|4BPWR|5CGEN|6ZMB|7CDMG|9TLV|aRCR
191	52121 15141	10	   	251.40	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1MLV|24VULN|34DMG|4BPWR|5LIT|6DUR|7CDMG|8TLV|9BELT|aRCR
192	32121 15141	10	   	251.30	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1ERES|24VULN|34DMG|4BPWR|5LIT|6DUR|7CDMG|8TLV|9BELT|aRCR
193	32121 15164	8	   	251.30	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1ERES|24VULN|34DMG|4BPWR|5LIT|6DUR|7CDMG|8TLV|9RCR|aDMSP
194	32121 15165	8	   	251.30	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1ERES|24VULN|34DMG|4BPWR|5LIT|6DUR|7CDMG|8TLV|9RCR|aBELT
195	32121 15166	8	   	251.30	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1ERES|24VULN|34DMG|4BPWR|5LIT|6DUR|7CDMG|8TLV|9RCR|aLWND
196	52121 15162	8	   	251.30	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1MLV|24VULN|34DMG|4BPWR|5LIT|6DUR|7CDMG|8TLV|9RCR|aMBVNT
197	32146 31612	3	   	251.26	DCR|2VULN|2DMG|1TLV|2LIT|1CDMG|1AART	1aERES|27VULN|3aDMG|4CDMG|5TLV|6RCR|8aLIT|9AART|aBPWR
198	32121 15162	8	   	251.20	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1ERES|24VULN|34DMG|4BPWR|5LIT|6DUR|7CDMG|8TLV|9RCR|aMBVNT
199	32135 23264	8	   	251.15	DCR|3VULN|2DMG|1DUR|1CDMG|1AART	1ERES|257VULN|35DMG|4RPLT|5BPWR|6AART|8DUR|9CDMG|aRCR
200	23352 41132	2	   	251.09	DCR|4VULN|1TLV|1DUR|1CDMG	1LWND|2TLV|3CDMG|457aVULN|6DUR|8RPLT|9RCR
201	32125 11532	7	   	250.98	ACR|4VULN|2DMG|2TLV|1DUR	19ERES|2469VULN|34DMG|49BPWR|5RCR|7LWND|89TLV|aDUR
202	32125 16531	7	   	250.98	ACR|4VULN|2DMG|2TLV|1DUR	19ERES|2469VULN|34DMG|49BPWR|5RCR|7DUR|89TLV|aZMB
203	32125 16532	6	   	250.98	ACR|4VULN|2DMG|2TLV|1DUR	19ERES|2469VULN|34DMG|49BPWR|5RCR|7LHND|89TLV|aDUR
204	23342 42732	8	   	250.94	DCR|3VULN|2DUR|1TLV|1DMG	1LWND|2TLV|3MBVNT|47DUR|5DMG|68aVULN|9RCR
205	23342 42748	9	   	250.94	DCR|3VULN|2DUR|1TLV|1DMG	1LWND|2TLV|3MBVNT|47DUR|5DMG|689VULN|aRCR
206	23342 48718	8	   	250.94	DCR|3VULN|2DUR|1TLV|1DMG	1LWND|2TLV|3MBVNT|49DUR|5DMG|678VULN|aRCR
207	23344 38718	8	   	250.94	DCR|3VULN|2DUR|1TLV|1DMG	1LWND|2TLV|3MBVNT|49DUR|578VULN|6DMG|aRCR
208	26335 12352	10	   	250.94	DCR|3VULN|2DUR|1TLV|1DMG	1LWND|239VULN|4ERES|57DUR|6DMG|8RCR|aTLV
209	34332 67433	9	   	250.94	DCR|3VULN|2DUR|1TLV|1DMG	18ERES|2FEWX|3MBVNT|48aVULN|5DMG|6TLV|78DUR|8BPWR|9RCR
210	52342 42451	9	   	250.94	DCR|3VULN|2DUR|1TLV|1DMG	1MLV|269VULN|3MBVNT|47DUR|5DMG|8TLV|aRCR
211	52342 42481	8	   	250.94	DCR|3VULN|2DUR|1TLV|1DMG	1MLV|269VULN|3MBVNT|47DUR|5DMG|8TLV|aRCR
212	23344 32732	8	   	250.94	DCR|3VULN|2DUR|1TLV|1DMG	1LWND|2TLV|3MBVNT|47DUR|58aVULN|6DMG|9RCR
213	23344 32748	9	   	250.94	DCR|3VULN|2DUR|1TLV|1DMG	1LWND|2TLV|3MBVNT|47DUR|589VULN|6DMG|aRCR
214	23344 66732	8	   	250.94	DCR|3VULN|2DUR|1TLV|1DMG	1LWND|2TLV|3MBVNT|46DUR|58aVULN|7DMG|9RCR
215	52337 12451	9	   	250.94	DCR|3VULN|2DUR|1TLV|1DMG	1MLV|249VULN|3MBVNT|57DUR|6DMG|8TLV|aRCR
216	52337 12481	8	   	250.94	DCR|3VULN|2DUR|1TLV|1DMG	1MLV|249VULN|3MBVNT|57DUR|6DMG|8TLV|aRCR
217	52344 12451	9	   	250.94	DCR|3VULN|2DUR|1TLV|1DMG	1MLV|259VULN|3MBVNT|47DUR|6DMG|8TLV|aRCR
218	52344 12481	8	   	250.94	DCR|3VULN|2DUR|1TLV|1DMG	1MLV|259VULN|3MBVNT|47DUR|6DMG|8TLV|aRCR
219	32123 13631	6	   	250.93	DCR|3VULN|2DMG|2DUR	1ERES|249VULN|34DMG|49BPWR|5CGEN|69ZMB|7ASPD|89DUR|aRCR
220	32123 13631	5	   	250.93	DCR|3VULN|2DMG|2DUR	1ERES|249VULN|34DMG|49BPWR|5CGEN|69ZMB|7ASPD|89DUR|aRCR
221	52125 12112	9	   	250.89	ACR|5VULN|3DMG|1DUR	17MLV|2467aVULN|347DMG|47BPWR|5RCR|8DUR|9FEWX
222	52125 12112	10	   	250.89	ACR|5VULN|3DMG|1DUR	17MLV|2467aVULN|347DMG|47BPWR|5RCR|8DUR|9FEWX
223	52125 12126	8	   	250.89	ACR|5VULN|3DMG|1DUR	17MLV|2467aVULN|347DMG|47BPWR|5RCR|8DUR|9DMSP
224	52125 12142	8	   	250.89	ACR|5VULN|3DMG|1DUR	17MLV|2467aVULN|347DMG|47BPWR|5RCR|8DUR|9LHND
225	52125 12152	8	   	250.89	ACR|5VULN|3DMG|1DUR	17MLV|2467aVULN|347DMG|47BPWR|5RCR|8DUR|9FEWX
226	52125 12326	7	   	250.89	ACR|5VULN|3DMG|1DUR	17MLV|2467aVULN|347DMG|47BPWR|5RCR|8DUR|9DMSP
227	52125 12342	7	   	250.89	ACR|5VULN|3DMG|1DUR	17MLV|2467aVULN|347DMG|47BPWR|5RCR|8DUR|9LHND
228	52125 12352	7	   	250.89	ACR|5VULN|3DMG|1DUR	17MLV|2467aVULN|347DMG|47BPWR|5RCR|8DUR|9FEWX
229	32387 12437	7	   	250.88	DCR|5VULN|2DMG	17ERES|2567aVULN|3MBVNT|47DMG|7BPWR|8LWND|9RCR
230	32235 12352	10	   	250.84	DCR|3VULN|2DUR|1TLV|1DMG	1ERES|249VULN|3DUST|57DUR|6DMG|8RCR|aTLV
231	32262 62352	10	   	250.84	DCR|3VULN|2DUR|1TLV|1DMG	1ERES|269VULN|3DUST|47DUR|5DMG|8RCR|aTLV
232	32336 12681	7	   	250.84	DCR|3VULN|2DUR|1TLV|1DMG	1ERES|249VULN|3MBVNT|57DUR|6DMG|8TLV|aRCR
233	32342 72681	7	   	250.84	DCR|3VULN|2DUR|1TLV|1DMG	1ERES|269VULN|3MBVNT|47DUR|5DMG|8TLV|aRCR
234	32344 12681	7	   	250.84	DCR|3VULN|2DUR|1TLV|1DMG	1ERES|259VULN|3MBVNT|47DUR|6DMG|8TLV|aRCR
235	52123 25433	8	   	250.81	DCR|2VULN|3DMG|1TLV|1CDMG	1MLV|24VULN|346DMG|4BPWR|5CGEN|7CDMG|8TLV|9LIT|aRCR
236	52123 25533	7	   	250.81	DCR|2VULN|3DMG|1TLV|1CDMG	1MLV|24VULN|346DMG|4BPWR|5CGEN|7CDMG|8TLV|9LIT|aRCR
237	52125 12112	8	   	250.79	ACR|5VULN|3DMG|1DUR	17MLV|2467aVULN|347DMG|47BPWR|5RCR|8DUR|9DUST
238	52125 12133	9	   	250.79	ACR|5VULN|3DMG|1DUR	17MLV|2467aVULN|347DMG|47BPWR|5RCR|8DUR|9ERES
239	52125 12142	10	   	250.79	ACR|5VULN|3DMG|1DUR	17MLV|2467aVULN|347DMG|47BPWR|5RCR|8DUR|9MBVNT
240	52125 12142	9	   	250.79	ACR|5VULN|3DMG|1DUR	17MLV|2467aVULN|347DMG|47BPWR|5RCR|8DUR|9MBVNT
241	52125 12152	9	   	250.79	ACR|5VULN|3DMG|1DUR	17MLV|2467aVULN|347DMG|47BPWR|5RCR|8DUR|9DUST
242	52125 12152	10	   	250.79	ACR|5VULN|3DMG|1DUR	17MLV|2467aVULN|347DMG|47BPWR|5RCR|8DUR|9DUST
243	52125 12163	8	   	250.79	ACR|5VULN|3DMG|1DUR	17MLV|2467aVULN|347DMG|47BPWR|5RCR|8DUR|9ERES
244	52125 12312	7	   	250.79	ACR|5VULN|3DMG|1DUR	17MLV|2467aVULN|347DMG|47BPWR|5RCR|8DUR|9DUST
245	52125 12363	7	   	250.79	ACR|5VULN|3DMG|1DUR	17MLV|2467aVULN|347DMG|47BPWR|5RCR|8DUR|9ERES
246	32387 12337	7	   	250.78	DCR|5VULN|2DMG	17ERES|2567aVULN|3MBVNT|47DMG|7BPWR|8DUST|9RCR
247	32126 16314	8	   	250.73	DCR|3VULN|2DMG|2DUR	1ERES|246VULN|34DMG|4BPWR|5LWND|79DUR|8RCR|aLIT
248	32123 25433	8	   	250.71	DCR|2VULN|3DMG|1TLV|1CDMG	1ERES|24VULN|346DMG|4BPWR|5CGEN|7CDMG|8TLV|9LIT|aRCR
249	32123 25463	9	   	250.71	DCR|2VULN|3DMG|1TLV|1CDMG	1ERES|24VULN|346DMG|4BPWR|5CGEN|7CDMG|8TLV|9LIT|aRCR
250	32125 12112	9	   	250.69	ACR|5VULN|3DMG|1DUR	17ERES|2467aVULN|347DMG|47BPWR|5RCR|8DUR|9FEWX
251	32125 12123	7	   	250.69	ACR|5VULN|3DMG|1DUR	17ERES|2467aVULN|347DMG|47BPWR|5RCR|8ZMB|9DUR
252	32125 12126	8	   	250.69	ACR|5VULN|3DMG|1DUR	17ERES|2467aVULN|347DMG|47BPWR|5RCR|8DUR|9DMSP
253	32125 12142	8	   	250.69	ACR|5VULN|3DMG|1DUR	17ERES|2467aVULN|347DMG|47BPWR|5RCR|8DUR|9LHND
254	32125 12152	8	   	250.69	ACR|5VULN|3DMG|1DUR	17ERES|2467aVULN|347DMG|47BPWR|5RCR|8DUR|9FEWX
255	32125 12326	7	   	250.69	ACR|5VULN|3DMG|1DUR	17ERES|2467aVULN|347DMG|47BPWR|5RCR|8DUR|9DMSP
256	32125 12342	7	   	250.69	ACR|5VULN|3DMG|1DUR	17ERES|2467aVULN|347DMG|47BPWR|5RCR|8DUR|9LHND
257	32125 12352	7	   	250.69	ACR|5VULN|3DMG|1DUR	17ERES|2467aVULN|347DMG|47BPWR|5RCR|8DUR|9FEWX
258	52125 13233	6	   	250.61	ACR|4VULN|3DMG|1TLV	1MLV|2469VULN|348DMG|4BPWR|5RCR|7ASPD|aTLV
259	32124 42216	10	   	250.60	DCR|4VULN|2DMG|1AART	1ERES|246aVULN|34DMG|4BPWR|5DMSP|7RCR|8LIT|9AART
260	52121 23245	4	   	250.60	DCR|4VULN|2DMG|1AART	1MLV|2478VULN|34DMG|4BPWR|5BBNT|6AART|9RCR|aLIT
261	52122 23245	4	   	250.60	DCR|4VULN|2DMG|1AART	1MLV|2478VULN|34DMG|4BPWR|5TBNT|6AART|9RCR|aLIT
262	32125 12112	8	   	250.59	ACR|5VULN|3DMG|1DUR	17ERES|2467aVULN|347DMG|47BPWR|5RCR|8DUR|9DUST
263	32125 12142	9	   	250.59	ACR|5VULN|3DMG|1DUR	17ERES|2467aVULN|347DMG|47BPWR|5RCR|8DUR|9MBVNT
264	32125 12152	9	   	250.59	ACR|5VULN|3DMG|1DUR	17ERES|2467aVULN|347DMG|47BPWR|5RCR|8DUR|9DUST
265	32125 12312	7	   	250.59	ACR|5VULN|3DMG|1DUR	17ERES|2467aVULN|347DMG|47BPWR|5RCR|8DUR|9DUST
266	32125 31333	7	   	250.51	ACR|4VULN|3DMG|1TLV	1ERES|2489VULN|346DMG|4BPWR|5RCR|7ASPD|aTLV
267	32125 34333	6	   	250.51	ACR|4VULN|3DMG|1TLV	1ERES|2489VULN|346DMG|4BPWR|5RCR|7ASPD|aTLV
268	32121 23245	4	   	250.50	DCR|4VULN|2DMG|1AART	1ERES|2478VULN|34DMG|4BPWR|5BBNT|6AART|9RCR|aLIT
269	32122 23245	4	   	250.50	DCR|4VULN|2DMG|1AART	1ERES|2478VULN|34DMG|4BPWR|5TBNT|6AART|9RCR|aLIT
270	32121 15362	8	   	250.42	DCR|2VULN|3DMG|1DUR|1CDMG|1AART	1ERES|24VULN|34aDMG|4BPWR|5LIT|6DUR|7CDMG|8AART|9RCR
271	24312 26122	8	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1LWND|2BEXP|389VULN|4TLV|5CDMG|6DMG|7RCR|aDUR
272	24312 26141	8	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1LWND|2BEXP|38aVULN|4TLV|5CDMG|6DMG|7RCR|9DUR
273	24312 26151	9	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1LWND|2BEXP|38aVULN|4TLV|5CDMG|6DMG|7RCR|9DUR
274	24312 26152	10	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1LWND|2BEXP|38aVULN|4TLV|5CDMG|6DMG|7RCR|9DUR
275	52125 16132	9	   	250.08	ACR|3VULN|2DMG|2DUR|1TLV|1CDMG	1MLV|246VULN|34DMG|4BPWR|5RCR|7aDUR|8CDMG|9TLV
276	52121 23344	4	   	250.07	DCR|4VULN|2DMG|2AART	1MLV|247aVULN|34DMG|4BPWR|5BBNT|68AART|9RCR
277	52122 23344	4	   	250.07	DCR|4VULN|2DMG|2AART	1MLV|247aVULN|34DMG|4BPWR|5TBNT|68AART|9RCR
278	32322 33523	2	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1ERES|259VULN|3CDMG|4DUR|6RCR|7FEWX|8TLV|aDMG
279	32522 33523	3	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1ERES|259VULN|3CDMG|4DUR|6RCR|7FEWX|8TLV|aDMG
280	33352 33523	1	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1ERES|2DUR|3CDMG|459VULN|6RCR|7FEWX|8TLV|aDMG
281	34622 33523	1	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1ERES|2CDMG|359VULN|4DUR|6RCR|7FEWX|8TLV|aDMG
282	32146 31116	3	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1ERES|27aVULN|3DMG|4CDMG|5TLV|6RCR|8RPLT|9DUR
283	32542 31116	2	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1ERES|27aVULN|3TLV|4CDMG|5DMG|6RCR|8RPLT|9DUR
284	32121 23344	4	   	249.97	DCR|4VULN|2DMG|2AART	1ERES|247aVULN|34DMG|4BPWR|5BBNT|68AART|9RCR
285	32122 23344	4	   	249.97	DCR|4VULN|2DMG|2AART	1ERES|247aVULN|34DMG|4BPWR|5TBNT|68AART|9RCR
286	32357 37312	9	   	249.90	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1ERES|259VULN|3MBVNT|4TLV|6DMG|7RCR|8CDMG|aDUR
287	32146 31221	3	   	249.90	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1ERES|279VULN|3DMG|4CDMG|5TLV|6RCR|8TBNT|aDUR
288	32542 31221	2	   	249.90	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1ERES|279VULN|3TLV|4CDMG|5DMG|6RCR|8TBNT|aDUR
289	32121 45163	5	   	249.69	DCR|3VULN|2DMG|1DUR|1CDMG	1ERES|246VULN|34DMG|4BPWR|5LIT|7CDMG|8DUR|9RCR|aDUST
290	52342 44737	8	   	249.54	DCR|5VULN|1DMG|1DUR	1MLV|2678aVULN|3MBVNT|4DUR|5DMG|9RCR
291	52344 14737	8	   	249.54	DCR|5VULN|1DMG|1DUR	1MLV|2578aVULN|3MBVNT|4DUR|6DMG|9RCR
292	32336 14537	7	   	249.44	DCR|5VULN|1DMG|1DUR	1ERES|2478aVULN|3MBVNT|5DUR|6DMG|9RCR
293	32336 14737	8	   	249.44	DCR|5VULN|1DMG|1DUR	1ERES|2478aVULN|3MBVNT|5DUR|6DMG|9RCR
294	32342 74537	7	   	249.44	DCR|5VULN|1DMG|1DUR	1ERES|2678aVULN|3MBVNT|4DUR|5DMG|9RCR
295	32342 74737	8	   	249.44	DCR|5VULN|1DMG|1DUR	1ERES|2678aVULN|3MBVNT|4DUR|5DMG|9RCR
296	32344 14537	7	   	249.44	DCR|5VULN|1DMG|1DUR	1ERES|2578aVULN|3MBVNT|4DUR|6DMG|9RCR
297	32344 14737	8	   	249.44	DCR|5VULN|1DMG|1DUR	1ERES|2578aVULN|3MBVNT|4DUR|6DMG|9RCR
298	52121 41325	5	   	249.35	DCR|4VULN|2DMG	1MLV|246aVULN|34DMG|4BPWR|5LIT|7ASPD|8RMIN|9RCR
299	52121 41335	5	   	249.35	DCR|4VULN|2DMG	1MLV|2469VULN|34DMG|4BPWR|5LIT|7ASPD|8RMIN|aRCR
300	52384 61441	9	   	249.33	DCR|4VULN|2TLV|1DMG	17MLV|2789VULN|3MBVNT|4DMG|5DUST|67TLV|7BPWR|aRCR
301	52125 42132	10	 * 	249.32	ACR|2VULN|3DMG|2TLV|2DUR|1CDMG	1aMLV|24VULN|34aDMG|4aBPWR|5RCR|67DUR|8CDMG|9aTLV
302	32121 41335	5	   	249.25	DCR|4VULN|2DMG	1ERES|2469VULN|34DMG|4BPWR|5LIT|7ASPD|8RMIN|aRCR
303	32121 41325	5	   	249.25	DCR|4VULN|2DMG	1ERES|246aVULN|34DMG|4BPWR|5LIT|7ASPD|8RMIN|9RCR
304	32121 62335	7	   	249.25	DCR|4VULN|2DMG	1ERES|2479VULN|34DMG|4BPWR|5LIT|6CGEN|8ASPD|aRCR
305	52121 41235	5	   	249.25	DCR|4VULN|2DMG	1MLV|2468VULN|34DMG|4BPWR|5LIT|7ASPD|9TBNT|aRCR
306	32314 47631	5	   	249.23	DCR|4VULN|2TLV|1DMG	19ERES|2569VULN|3MBVNT|4LHND|7DMG|89TLV|9BPWR|aRCR
307	32314 87631	6	   	249.23	DCR|4VULN|2TLV|1DMG	19ERES|2569VULN|3MBVNT|4LHND|7DMG|89TLV|9BPWR|aRCR
308	32324 47631	5	   	249.23	DCR|4VULN|2TLV|1DMG	19ERES|2569VULN|3MBVNT|4LWND|7DMG|89TLV|9BPWR|aRCR
309	32324 87631	6	   	249.23	DCR|4VULN|2TLV|1DMG	19ERES|2569VULN|3MBVNT|4LWND|7DMG|89TLV|9BPWR|aRCR
310	32331 47631	5	   	249.23	DCR|4VULN|2TLV|1DMG	19ERES|2469VULN|3MBVNT|5LWND|7DMG|89TLV|9BPWR|aRCR
311	32331 87631	6	   	249.23	DCR|4VULN|2TLV|1DMG	19ERES|2469VULN|3MBVNT|5LWND|7DMG|89TLV|9BPWR|aRCR
312	32335 47631	4	   	249.23	DCR|4VULN|2TLV|1DMG	19ERES|2469VULN|3MBVNT|5LWND|7DMG|89TLV|9BPWR|aRCR
313	32338 47631	4	   	249.23	DCR|4VULN|2TLV|1DMG	19ERES|2469VULN|3MBVNT|5LHND|7DMG|89TLV|9BPWR|aRCR
314	32233 34356	10	   	249.23	DCR|4VULN|2TLV|1DMG	1aERES|249aVULN|3DUST|5RMIN|6DMG|7aTLV|8RCR|aBPWR
315	32387 11631	7	   	249.23	DCR|4VULN|2TLV|1DMG	19ERES|2569VULN|3MBVNT|4DMG|7LWND|89TLV|9BPWR|aRCR
316	65113 33325	1	 * 	249.21	DCR|2VULN|2DMG|1TLV|3LIT|1DUR	156LIT|2ERES|3TLV|45VULN|5BPWR|79DMG|8DUR|aRCR
317	66113 33325	2	   	249.21	DCR|2VULN|2DMG|1TLV|3LIT|1DUR	156LIT|2ERES|3TLV|45VULN|5BPWR|79DMG|8DUR|aRCR
318	32121 41235	5	   	249.15	DCR|4VULN|2DMG	1ERES|2468VULN|34DMG|4BPWR|5LIT|7ASPD|9TBNT|aRCR
319	32121 41136	5	   	249.15	DCR|4VULN|2DMG	1ERES|246aVULN|34DMG|4BPWR|5LIT|7ASPD|8BBNT|9RCR
320	32384 61441	8	   	249.13	DCR|4VULN|2TLV|1DMG	17ERES|2789VULN|3MBVNT|4DMG|5DUST|67TLV|7BPWR|aRCR
321	32384 61441	9	   	249.13	DCR|4VULN|2TLV|1DMG	17ERES|2789VULN|3MBVNT|4DMG|5DUST|67TLV|7BPWR|aRCR
322	52387 12134	8	   	248.99	DCR|4VULN|2DMG|1DUR	17MLV|2567VULN|3MBVNT|47DMG|7BPWR|8LHND|9RCR|aDUR
323	52387 12434	7	   	248.99	DCR|4VULN|2DMG|1DUR	17MLV|2567VULN|3MBVNT|47DMG|7BPWR|8LWND|9RCR|aDUR
324	52126 11312	8	   	248.99	DCR|4VULN|2DMG|1DUR	1MLV|246aVULN|34DMG|4BPWR|5LWND|7LHND|8RCR|9DUR
325	52126 11352	9	   	248.99	DCR|4VULN|2DMG|1DUR	1MLV|246aVULN|34DMG|4BPWR|5LWND|7LHND|8RCR|9DUR
326	52126 16322	8	   	248.99	DCR|4VULN|2DMG|1DUR	1MLV|246aVULN|34DMG|4BPWR|5LWND|7DUR|8RCR|9BEXP
327	52126 16332	9	   	248.99	DCR|4VULN|2DMG|1DUR	1MLV|246aVULN|34DMG|4BPWR|5LWND|7DUR|8RCR|9BEXP
328	52387 12332	7	   	248.89	DCR|4VULN|2DMG|1DUR	17MLV|2567VULN|3MBVNT|47DMG|7BPWR|8DUST|9RCR|aDUR
329	32126 11312	8	   	248.89	DCR|4VULN|2DMG|1DUR	1ERES|246aVULN|34DMG|4BPWR|5LWND|7LHND|8RCR|9DUR
330	32126 11352	9	   	248.89	DCR|4VULN|2DMG|1DUR	1ERES|246aVULN|34DMG|4BPWR|5LWND|7LHND|8RCR|9DUR
331	32126 11356	10	   	248.89	DCR|4VULN|2DMG|1DUR	1ERES|246aVULN|34DMG|4BPWR|5LWND|7LHND|8RCR|9DUR
332	32126 16316	9	   	248.89	DCR|4VULN|2DMG|1DUR	1ERES|246aVULN|34DMG|4BPWR|59LWND|7DUR|8RCR
333	32126 16322	8	   	248.89	DCR|4VULN|2DMG|1DUR	1ERES|246aVULN|34DMG|4BPWR|5LWND|7DUR|8RCR|9BEXP
334	32126 16332	9	   	248.89	DCR|4VULN|2DMG|1DUR	1ERES|246aVULN|34DMG|4BPWR|5LWND|7DUR|8RCR|9BEXP
335	32126 16336	10	   	248.89	DCR|4VULN|2DMG|1DUR	1ERES|246aVULN|34DMG|4BPWR|5LWND|7DUR|8RCR|9BEXP
336	32126 16342	9	   	248.89	DCR|4VULN|2DMG|1DUR	1ERES|246aVULN|34DMG|4BPWR|5LWND|7DUR|8RCR|9LHND
337	32126 16351	9	   	248.89	DCR|4VULN|2DMG|1DUR	1ERES|2469VULN|34DMG|4BPWR|5LWND|7DUR|8RCR|aBELT
338	32126 16351	10	   	248.89	DCR|4VULN|2DMG|1DUR	1ERES|2469VULN|34DMG|4BPWR|5LWND|7DUR|8RCR|aMLV
339	32126 16352	9	   	248.89	DCR|4VULN|2DMG|1DUR	1ERES|2469VULN|34DMG|4BPWR|5LWND|7DUR|8RCR|aCGEN
340	32126 16353	9	   	248.89	DCR|4VULN|2DMG|1DUR	1ERES|2469VULN|34DMG|4BPWR|5LWND|7DUR|8RCR|aFEWX
341	32126 16431	7	   	248.89	DCR|4VULN|2DMG|1DUR	1ERES|2468VULN|34DMG|4BPWR|5LWND|7DUR|9ZMB|aRCR
342	32126 16631	8	   	248.89	DCR|4VULN|2DMG|1DUR	1ERES|2468VULN|34DMG|4BPWR|5LWND|7DUR|9ZMB|aRCR
343	62215 22522	5	   	248.81	DCR|3VULN|1TLV|1DMG|2LIT|1CDMG	16LIT|2RPLT|3CDMG|4TLV|567VULN|6BPWR|8DMSP|9RCR|aDMG
344	32387 12134	8	   	248.79	DCR|4VULN|2DMG|1DUR	17ERES|2567VULN|3MBVNT|47DMG|7BPWR|8LHND|9RCR|aDUR
345	32387 12138	9	   	248.79	DCR|4VULN|2DMG|1DUR	17ERES|2567VULN|3MBVNT|47DMG|7BPWR|8LHND|9DUR|aRCR
