0	Index      	Bounty	 *	Score 	Summary	Detail	
1	44421 23323	7	 * 	282.05	DCR|3VULN|3DUR|2DMG|1TLV	1RPLT|247VULN|3CGEN|57DMG|679DUR|7BPWR|8TLV|aRCR
172	23362 54312	1	   	255.63	DCR|3VULN|2DMG|2TLV|1AART	15TLV|2ZMB|38DMG|457VULN|5BPWR|6RCR|9LHND|aAART
173	26114 33142	7	   	255.63	DCR|3VULN|2DMG|2TLV|1AART	19TLV|2DUST|379VULN|4DMSP|59DMG|6RMIN|8RCR|9BPWR|aAART
174	41121 73348	9	   	255.63	DCR|3VULN|2DMG|2TLV|1AART	1RPLT|2RCVC|37TLV|4MBVNT|57DMG|678VULN|7BPWR|9RCR|aAART
175	23134 33142	7	   	255.63	DCR|3VULN|2DMG|2TLV|1AART	19TLV|2LEGI|379VULN|4RCVC|59DMG|6RMIN|8RCR|9BPWR|aAART
176	23134 34142	6	   	255.63	DCR|3VULN|2DMG|2TLV|1AART	19TLV|2LEGI|379VULN|4RCVC|59DMG|6RMIN|8RCR|9BPWR|aAART
177	23164 33142	7	   	255.63	DCR|3VULN|2DMG|2TLV|1AART	19TLV|2LEGI|379VULN|4DMSP|59DMG|6RMIN|8RCR|9BPWR|aAART
178	25315 25111	9	   	255.49	DCR|2VULN|2DMG|2TLV|1DUR|1AART	19TLV|2MLV|39DMG|4DUR|5ERES|69VULN|7RCR|8AART|9BPWR|aASPD
179	25315 25112	9	   	255.49	DCR|2VULN|2DMG|2TLV|1DUR|1AART	19TLV|2MLV|39DMG|4DUR|5ERES|69VULN|7RCR|8AART|9BPWR|aLIT
180	25315 25113	10	   	255.49	DCR|2VULN|2DMG|2TLV|1DUR|1AART	19TLV|2MLV|39DMG|4DUR|5ERES|69VULN|7RCR|8AART|9BPWR|aLIT
181	11161 35351	3	   	255.40	DCR|3VULN|2TLV|2DUR|2ASPD	18BEXP|28TLV|36aVULN|49ASPD|58DUR|7RCR|8BPWR
182	21161 35351	3	   	255.40	DCR|3VULN|2TLV|2DUR|2ASPD	18TLV|28BEXP|36aVULN|49ASPD|58DUR|7RCR|8BPWR
183	21133 64341	3	   	255.38	DCR|4VULN|2TLV|1DUR|1AART	18TLV|245BEXP|3468VULN|48BPWR|7AART|9RCR|aDUR
184	11134 11534	3	   	255.28	DCR|4VULN|2TLV|1DUR|1AART	1BEXP|24TLV|349aVULN|4BPWR|5AART|6LWND|7DUR|8RCR
185	11134 31534	3	   	255.28	DCR|4VULN|2TLV|1DUR|1AART	1BEXP|24TLV|349aVULN|4BPWR|5AART|6FEWX|7DUR|8RCR
186	21132 31226	3	   	255.10	DCR|4VULN|1TLV|1DMG|1CDMG	1TLV|245BEXP|345aVULN|45BPWR|6CDMG|7DMG|8MLV|9RCR
187	21132 31666	3	   	255.10	DCR|4VULN|1TLV|1DMG|1CDMG	1TLV|245BEXP|345aVULN|45BPWR|6CDMG|7DMG|8RCR|9MLV
188	26132 31226	3	   	254.80	DCR|4VULN|1TLV|1DMG|1CDMG	1TLV|245DUST|345aVULN|45BPWR|6CDMG|7DMG|8MLV|9RCR
189	21426 27413	1	 * 	254.76	DCR|2VULN|2TLV|1DMG|2CDMG|1DUR|2LIT	1aTLV|28VULN|3aCDMG|4DMG|5MBVNT|6DUR|7RCR|9aLIT|aBPWR
190	42133 24313	6	 * 	254.51	DCR|3VULN|2DUR|1TLV|3ASPD|1SELL	1RPLT|2SELL|38DUR|458ASPD|689VULN|7RCR|8BPWR|aTLV
191	16313 63114	10	   	254.29	DCR|3VULN|2TLV|2CDMG|1DUR|1AART	17BEXP|279VULN|34CDMG|5DUR|67TLV|7BPWR|8AART|aRCR
192	24112 25116	9	   	254.29	DCR|3VULN|2TLV|1DMG|1DUR|1AART	19TLV|2ERES|39MLV|4DUR|5DMG|69aVULN|7RCR|8AART|9BPWR
193	61111 22114	10	   	254.28	DCR|3VULN|2DUR|1TLV|1CDMG|1AART	1LHND|2TLV|389VULN|4AART|56DUR|7CDMG|aRCR
194	41121 73344	10	   	254.28	DCR|3VULN|2DMG|2TLV	1RPLT|2RCVC|37TLV|4MBVNT|57DMG|678VULN|7BPWR|9RCR|aLIT
195	41121 73345	9	   	254.28	DCR|3VULN|2DMG|2TLV	1RPLT|2RCVC|37TLV|4MBVNT|57DMG|678VULN|7BPWR|9RCR|aASPD
196	41121 73734	9	   	254.28	DCR|3VULN|2DMG|2TLV	1RPLT|2RCVC|37TLV|4MBVNT|57DMG|679VULN|7BPWR|8LIT|aRCR
197	36212 25116	9	   	254.19	DCR|3VULN|2TLV|1DMG|1DUR|1AART	19ERES|2MLV|39TLV|4DUR|5DMG|69aVULN|7RCR|8AART|9BPWR
198	23111 22114	10	   	254.18	DCR|3VULN|2DUR|1TLV|1CDMG|1AART	1TLV|2LEGI|389VULN|4AART|56DUR|7CDMG|aRCR
199	25322 15512	10	   	254.14	DCR|3VULN|2DMG|1TLV|1DUR	1TLV|24MLV|34DMG|4BPWR|5DMSP|6DUR|78aVULN|9RCR
200	42162 35331	2	   	254.13	DCR|3VULN|2DMG|2TLV|1SELL	1RPLT|2SELL|38DMG|4ASPD|58aVULN|68TLV|7RCR|8BPWR|9RCVC
201	11114 12661	8	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1BEXP|2TLV|37aVULN|4DMSP|58DMG|6DUR|9RCR
202	21114 12661	8	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1TLV|2BEXP|37aVULN|4DMSP|58DMG|6DUR|9RCR
203	25312 15512	10	   	254.04	DCR|3VULN|2DMG|1TLV|1DUR	1TLV|26MLV|35DMG|4DUR|78aVULN|9RCR
204	11211 64363	4	   	254.02	DCR|3VULN|3DUR|1TLV|1AART|1SELL	178BEXP|2TLV|3SELL|4RPLT|578DUR|678VULN|78BPWR|9AART|aRCR
205	23322 51163	5	 * 	253.99	ACR|3VULN|3DMG|3TLV|1DUR	189TLV|2LEGI|3RCR|4RPLT|5LIT|689DMG|789VULN|89BPWR|aDUR
206	61111 45131	5	   	253.96	DCR|3VULN|3DUR|1TLV|1AART	18LHND|2TLV|38aVULN|4AART|589DUR|6RCR|7BBNT|8BPWR
207	24212 22661	8	   	253.94	DCR|3VULN|2DMG|1TLV|1DUR	1TLV|2ERES|3RMIN|4DUR|58DMG|67aVULN|9RCR
208	25412 23512	10	   	253.83	DCR|4VULN|2TLV|1DUR	15TLV|2MLV|368aVULN|4DUR|7ASPD|9RCR
209	51232 33413	10	   	253.82	DCR|3VULN|3DUR|1TLV|1AART|1SELL	17FEWX|2TLV|3SELL|457DUR|678VULN|7BPWR|9AART|aRCR
210	11232 54251	1	   	253.69	DCR|4VULN|1TLV|2ASPD|1DUR	1BEXP|257aVULN|3DMSP|45ASPD|5BPWR|6RCR|8TLV|9DUR
211	33141 34326	6	   	253.44	DCR|3VULN|3DMG|1TLV	178ERES|2LEGI|378VULN|4LWND|5LHND|678DMG|78BPWR|9RCR|aTLV
212	41121 73814	8	   	253.18	DCR|2VULN|3DMG|2TLV|1DUR	1RPLT|2RCVC|37TLV|4MBVNT|578DMG|67VULN|7BPWR|9RCR|aDUR
213	16261 35333	3	   	253.13	DCR|3VULN|2DUR|1TLV|1CDMG	18BEXP|268VULN|3TLV|4ASPD|58DUR|7RCR|8BPWR|9RCVC|aCDMG
214	31426 27224	1	   	253.12	DCR|2VULN|3DUR|1TLV|1DMG|1CDMG	19ERES|29VULN|3CDMG|4DMG|5MBVNT|689DUR|7RCR|9BPWR|aTLV
215	21422 36121	1	   	253.12	DCR|2VULN|3DUR|1TLV|1DMG|1CDMG	1TLV|2aVULN|3CDMG|4DMG|5BBNT|678DUR|9RCR
216	21463 16121	1	   	253.12	DCR|2VULN|3DUR|1TLV|1DMG|1CDMG	1TLV|2aVULN|3CDMG|4TBNT|578DUR|6DMG|9RCR
217	21161 33363	1	   	252.93	DCR|3VULN|2DUR|1TLV|1CDMG	1TLV|267VULN|3LHND|4ASPD|58DUR|9RCR|aCDMG
218	61161 33363	3	   	252.93	DCR|3VULN|2DUR|1TLV|1CDMG	1LHND|2TLV|367VULN|4ASPD|58DUR|9RCR|aCDMG
219	45111 34331	5	   	252.90	DCR|3VULN|2TLV|2DUR|1CDMG	1RPLT|28DUR|39RCVC|4CDMG|58aVULN|68TLV|7RCR|8BPWR
220	45112 34331	4	   	252.90	DCR|3VULN|2TLV|2DUR|1CDMG	1RPLT|28DUR|39RCVC|4CDMG|58aVULN|68TLV|7RCR|8BPWR
221	45311 34331	5	   	252.90	DCR|3VULN|2TLV|2DUR|1CDMG	13RPLT|28DUR|4CDMG|58aVULN|68TLV|7RCR|8BPWR|9RCVC
222	45312 34331	4	   	252.90	DCR|3VULN|2TLV|2DUR|1CDMG	13RPLT|28DUR|4CDMG|58aVULN|68TLV|7RCR|8BPWR|9RCVC
223	25412 23261	7	   	252.84	DCR|3VULN|2TLV|1DMG|1DUR	15TLV|2MLV|36aVULN|4DUR|7ASPD|8DMG|9RCR
224	11131 52221	8	   	252.80	DCR|3VULN|3TLV|2DUR|1CDMG	19BEXP|249TLV|358VULN|6CDMG|79DUR|9BPWR|aRCR
225	21131 52221	8	   	252.80	DCR|3VULN|3TLV|2DUR|1CDMG	149TLV|29BEXP|358VULN|6CDMG|79DUR|9BPWR|aRCR
226	51131 52221	8	   	252.80	DCR|3VULN|3TLV|2DUR|1CDMG	19FEWX|249TLV|358VULN|6CDMG|79DUR|9BPWR|aRCR
227	21643 32531	1	   	252.80	DCR|3VULN|2TLV|2DUR|1CDMG	19TLV|29aVULN|3RPLT|4FEWX|5CDMG|6TBNT|79DUR|8RCR|9BPWR
228	24412 23261	7	   	252.74	DCR|3VULN|2TLV|1DMG|1DUR	15TLV|2ERES|36aVULN|4DUR|7ASPD|8DMG|9RCR
229	25262 21342	1	   	252.61	DCR|3VULN|3DUR|1TLV	1TLV|2RCVC|359DUR|45aVULN|5BPWR|6FEWX|7RCR|8LIT
230	25262 31412	1	   	252.61	DCR|3VULN|3DUR|1TLV	1TLV|29RCVC|357DUR|456VULN|5BPWR|8RCR|aASPD
231	25262 34122	1	   	252.61	DCR|3VULN|3DUR|1TLV	1TLV|2RCVC|359DUR|456VULN|5BPWR|7LHND|8RCR|aASPD
232	26131 52221	8	   	252.60	DCR|3VULN|3TLV|2DUR|1CDMG	149TLV|29DUST|358VULN|6CDMG|79DUR|9BPWR|aRCR
233	21161 33364	1	   	252.51	DCR|3VULN|3DUR|1TLV	1TLV|267VULN|3LHND|4ASPD|58aDUR|9RCR
234	61131 25331	3	   	252.48	DCR|3VULN|3DUR|2TLV	18LHND|29TLV|38aVULN|4RMIN|568DUR|7RCR|8BPWR
235	21111 64432	3	   	252.38	DCR|3VULN|3DUR|2TLV	19TLV|2BEXP|369VULN|479DUR|5BBNT|8RCR|9BPWR|aFEWX
236	21111 64433	3	   	252.38	DCR|3VULN|3DUR|2TLV	19TLV|2BEXP|369VULN|479DUR|5BBNT|8RCR|9BPWR|aRPLT
237	21112 64432	3	   	252.38	DCR|3VULN|3DUR|2TLV	19TLV|2BEXP|369VULN|479DUR|5TBNT|8RCR|9BPWR|aFEWX
238	21112 64433	3	   	252.38	DCR|3VULN|3DUR|2TLV	19TLV|2BEXP|369VULN|479DUR|5TBNT|8RCR|9BPWR|aRPLT
239	23131 35315	3	   	252.38	DCR|3VULN|3DUR|2TLV	18TLV|2LEGI|368VULN|4RMIN|58aDUR|7RCR|8BPWR|9CGEN
240	23131 35331	3	   	252.38	DCR|3VULN|3DUR|2TLV	18TLV|2LEGI|368VULN|4RMIN|58aDUR|7RCR|8BPWR|9BELT
241	21114 31142	3	 * 	252.38	DCR|3VULN|3DUR|3TLV	169TLV|2BEXP|39aVULN|489DUR|5RCVC|7RCR|9BPWR
242	21114 32142	3	   	252.38	DCR|3VULN|3DUR|3TLV	169TLV|2BEXP|39aVULN|479DUR|5RCVC|8RCR|9BPWR
243	23125 31142	3	   	252.28	DCR|3VULN|3DUR|3TLV	169TLV|2LEGI|39aVULN|489DUR|5DMSP|7RCR|9BPWR
244	21111 64431	3	   	252.28	DCR|3VULN|3DUR|2TLV	19TLV|2BEXP|369VULN|479DUR|5BBNT|8RCR|9BPWR|aDUST
245	21112 64431	3	   	252.28	DCR|3VULN|3DUR|2TLV	19TLV|2BEXP|369VULN|479DUR|5TBNT|8RCR|9BPWR|aDUST
246	23125 32142	3	   	252.28	DCR|3VULN|3DUR|3TLV	169TLV|2LEGI|39aVULN|479DUR|5DMSP|8RCR|9BPWR
247	42112 34362	3	   	252.23	DCR|3VULN|3DUR|2TLV|1SELL	1RPLT|2SELL|348DUR|589VULN|68TLV|7RCR|8BPWR|aLWND
248	42112 34363	3	   	252.23	DCR|3VULN|3DUR|2TLV|1SELL	1RPLT|2SELL|348DUR|589VULN|68TLV|7RCR|8BPWR|aBEXP
249	61131 31143	5	   	252.22	DCR|4VULN|2DUR|1TLV	19LHND|2TLV|3569VULN|4aRCVC|79DUR|8RCR|9BPWR
250	61131 31144	5	   	252.22	DCR|4VULN|2DUR|1TLV	19LHND|2TLV|3569VULN|4RCVC|79DUR|8RCR|9BPWR|aLWND
251	61161 31143	5	   	252.22	DCR|4VULN|2DUR|1TLV	19LHND|2TLV|3569VULN|4DMSP|79DUR|8RCR|9BPWR|aRCVC
252	25412 13161	3	 * 	252.21	DCR|2VULN|2DMG|2TLV|2DUR	19TLV|2MLV|39VULN|4BEXP|57DMG|6RCR|89DUR|9BPWR|aFEWX
253	25412 13163	3	   	252.21	DCR|2VULN|2DMG|2TLV|2DUR	19TLV|2MLV|39VULN|4BEXP|57DMG|6RCR|89DUR|9BPWR|aLWND
254	25432 13161	3	   	252.21	DCR|2VULN|2DMG|2TLV|2DUR	19TLV|2MLV|39VULN|4LWND|57DMG|6RCR|89DUR|9BPWR|aFEWX
255	25432 13163	3	   	252.21	DCR|2VULN|2DMG|2TLV|2DUR	19TLV|2MLV|39VULN|4LWND|57DMG|6RCR|89DUR|9BPWR|aLHND
256	24412 16312	5	   	252.18	DCR|3VULN|3DUR|3TLV|1NUKE	158TLV|2ERES|38aVULN|478DUR|6NUKE|8BPWR|9RCR
257	23234 33323	7	   	252.13	DCR|3VULN|3DUR|2TLV|1SELL	17TLV|2LEGI|3SELL|457DUR|678VULN|7BPWR|9RCR|aZMB
258	23234 33324	7	   	252.13	DCR|3VULN|3DUR|2TLV|1SELL	17TLV|2LEGI|3SELL|457DUR|678VULN|7BPWR|9RCR|aBEXP
259	23234 33325	7	   	252.13	DCR|3VULN|3DUR|2TLV|1SELL	17TLV|2LEGI|3SELL|457DUR|678VULN|7BPWR|9RCR|aCGEN
260	23234 33423	8	   	252.13	DCR|3VULN|3DUR|2TLV|1SELL	17TLV|2LEGI|3SELL|457DUR|678VULN|7BPWR|9RCR|aZMB
261	23234 33424	8	   	252.13	DCR|3VULN|3DUR|2TLV|1SELL	17TLV|2LEGI|3SELL|457DUR|678VULN|7BPWR|9RCR|aBEXP
262	23234 33425	8	   	252.13	DCR|3VULN|3DUR|2TLV|1SELL	17TLV|2LEGI|3SELL|457DUR|678VULN|7BPWR|9RCR|aCGEN
263	26232 33226	8	   	252.13	DCR|3VULN|3DUR|2TLV|1SELL	17TLV|2DUST|3SELL|457DUR|67aVULN|7BPWR|8DMSP|9RCR
264	26232 33323	7	   	252.13	DCR|3VULN|3DUR|2TLV|1SELL	17TLV|2DUST|3SELL|457DUR|678VULN|7BPWR|9RCR|aZMB
265	26232 33324	7	   	252.13	DCR|3VULN|3DUR|2TLV|1SELL	17TLV|2DUST|3SELL|457DUR|678VULN|7BPWR|9RCR|aFEWX
266	26232 33325	7	   	252.13	DCR|3VULN|3DUR|2TLV|1SELL	17TLV|2DUST|3SELL|457DUR|678VULN|7BPWR|9RCR|aCGEN
267	26232 33423	8	   	252.13	DCR|3VULN|3DUR|2TLV|1SELL	17TLV|2DUST|3SELL|457DUR|678VULN|7BPWR|9RCR|aZMB
268	26232 33424	8	   	252.13	DCR|3VULN|3DUR|2TLV|1SELL	17TLV|2DUST|3SELL|457DUR|678VULN|7BPWR|9RCR|aFEWX
269	26232 33425	8	   	252.13	DCR|3VULN|3DUR|2TLV|1SELL	17TLV|2DUST|3SELL|457DUR|678VULN|7BPWR|9RCR|aCGEN
270	23232 33626	7	   	252.13	DCR|3VULN|3DUR|2TLV|1SELL	17TLV|2LEGI|3SELL|479DUR|5RCVC|67aVULN|7BPWR|8RCR
271	23235 33323	7	   	252.13	DCR|3VULN|3DUR|2TLV|1SELL	17TLV|2LEGI|3SELL|467DUR|578VULN|7BPWR|9RCR|aZMB
272	23235 33324	7	   	252.13	DCR|3VULN|3DUR|2TLV|1SELL	17TLV|2LEGI|3SELL|467DUR|578VULN|7BPWR|9RCR|aBEXP
273	23235 33325	7	   	252.13	DCR|3VULN|3DUR|2TLV|1SELL	17TLV|2LEGI|3SELL|467DUR|578VULN|7BPWR|9RCR|aCGEN
274	23235 33423	8	   	252.13	DCR|3VULN|3DUR|2TLV|1SELL	17TLV|2LEGI|3SELL|467DUR|578VULN|7BPWR|9RCR|aZMB
275	23235 33424	8	   	252.13	DCR|3VULN|3DUR|2TLV|1SELL	17TLV|2LEGI|3SELL|467DUR|578VULN|7BPWR|9RCR|aBEXP
276	23235 33425	8	   	252.13	DCR|3VULN|3DUR|2TLV|1SELL	17TLV|2LEGI|3SELL|467DUR|578VULN|7BPWR|9RCR|aCGEN
277	11111 63431	3	   	252.12	DCR|4VULN|2DUR|1TLV	19aBEXP|2TLV|3679VULN|49DUR|5BBNT|8RCR|9BPWR
278	11111 63436	3	   	252.12	DCR|4VULN|2DUR|1TLV	19BEXP|2TLV|3679VULN|49DUR|5BBNT|8RCR|9BPWR|aRCVC
279	11112 63431	3	   	252.12	DCR|4VULN|2DUR|1TLV	19aBEXP|2TLV|3679VULN|49DUR|5TBNT|8RCR|9BPWR
280	11112 63436	3	   	252.12	DCR|4VULN|2DUR|1TLV	19BEXP|2TLV|3679VULN|49DUR|5TBNT|8RCR|9BPWR|aRCVC
281	51111 63431	3	   	252.12	DCR|4VULN|2DUR|1TLV	19FEWX|2TLV|3679VULN|49DUR|5BBNT|8RCR|9BPWR|aBEXP
282	51111 63433	3	   	252.12	DCR|4VULN|2DUR|1TLV	19FEWX|2TLV|3679VULN|49DUR|5BBNT|8RCR|9BPWR|aLHND
283	51112 63431	3	   	252.12	DCR|4VULN|2DUR|1TLV	19FEWX|2TLV|3679VULN|49DUR|5TBNT|8RCR|9BPWR|aBEXP
284	51112 63433	3	   	252.12	DCR|4VULN|2DUR|1TLV	19FEWX|2TLV|3679VULN|49DUR|5TBNT|8RCR|9BPWR|aLHND
285	61131 31145	5	   	252.12	DCR|4VULN|2DUR|1TLV	19LHND|2TLV|3569VULN|4RCVC|79DUR|8RCR|9BPWR|aDUST
286	23362 52115	1	   	252.11	DCR|2VULN|2DMG|2TLV|2DUR	15TLV|2ZMB|39DMG|45VULN|5BPWR|6RCR|7LWND|8aDUR
287	25422 13161	3	   	252.11	DCR|2VULN|2DMG|2TLV|2DUR	19TLV|2MLV|39VULN|4DUST|57DMG|6RCR|89DUR|9BPWR|aFEWX
288	25422 13163	3	   	252.11	DCR|2VULN|2DMG|2TLV|2DUR	19TLV|2MLV|39VULN|4DUST|57DMG|6RCR|89DUR|9BPWR|aLWND
289	25432 13161	4	   	252.11	DCR|2VULN|2DMG|2TLV|2DUR	19TLV|2MLV|39VULN|4DUST|57DMG|6RCR|89DUR|9BPWR|aFEWX
290	25432 13163	4	   	252.11	DCR|2VULN|2DMG|2TLV|2DUR	19TLV|2MLV|39VULN|4DUST|57DMG|6RCR|89DUR|9BPWR|aLWND
