0	Index      	 *	Score 	Summary	Detail	
1	33336 11552	 * 	195.93	DCR|3VULN|1AART|1DMG|2ZMB|1CDMG|1ASPD	1ASPD|2RCVC|356VULN|45ZMB|5BPWR|7DMG|8RCR|9AART|aCDMG
161	24341 22352	   	169.73	DCR|3VULN|1AART|1DMG|1CDMG	1CGEN|2DMSP|356VULN|4LIT|7CDMG|8RCR|9DMG|aAART
162	33631 43314	   	169.72	DCR|3VULN|1AART|1DMG|1ASPD	1ASPD|2RCVC|3CGEN|47aVULN|5AART|6LHND|8RCR|9DMG
163	24431 51131	   	169.72	DCR|2VULN|2DMG|1AART|1ZMB	17aCGEN|2DMSP|3TLV|47VULN|5AART|67DMG|7BPWR|8ZMB|9RCR
164	33431 43314	   	169.62	DCR|3VULN|1AART|1DMG|1ASPD	1ASPD|2RCVC|3TLV|47aVULN|5AART|6LHND|8RCR|9DMG
165	33331 11553	   	169.61	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ASPD|2RCVC|36VULN|4ZMB|5DMSP|7DMG|8RCR|9AART|aDUR
166	33256 11314	   	169.61	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ASPD|2RCVC|3LIT|4DUR|5AART|68VULN|7DMG|9RCR|aZMB
167	41312 24221	   	169.52	DCR|3VULN|1AART|1DMG|1DUR	1RMIN|25aVULN|3BASICY|4DMG|6RCR|7AART|8LIT|9DUR
168	41312 24153	   	169.52	DCR|3VULN|1AART|1DMG|1DUR	19RMIN|258VULN|3BASICY|4DMG|6RCR|7AART|aDUR
169	51232 21353	   	169.51	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1MGNLIT|2DUR|3AART|4DMG|56VULN|7ASPD|8RCR|9RPLT|aZMB
170	51232 31353	   	169.51	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1MGNLIT|2DUR|3AART|46DMG|5VULN|7ASPD|8RCR|9RPLT|aZMB
171	53113 11244	   	169.44	ACR|3DMG|1AART|1VULN|1DUR	1MGNLIT|2RMIN|3RCR|47aDMG|5DUR|6VULN|8AART|9MLV
172	56111 11235	   	169.44	ACR|3DMG|1AART|1VULN|1DUR	1MGNLIT|2MLV|3RCR|47aDMG|5FEWX|6VULN|8AART|9DUR
173	56112 21235	   	169.44	ACR|3DMG|1AART|1VULN|1DUR	1MGNLIT|2MLV|3RCR|47aDMG|5VULN|6BEXP|8AART|9DUR
174	41342 24121	   	169.42	DCR|3VULN|1AART|1DMG|1ASPD	1RMIN|258VULN|3BASICY|4ASPD|6RCR|7AART|9DUST|aDMG
175	41312 24121	   	169.42	DCR|3VULN|1AART|1DMG|1ASPD	1RMIN|258VULN|3BASICY|4DMG|6RCR|7AART|9DUST|aASPD
176	41312 32265	 * 	169.37	DCR|4VULN|2DMG	1RMIN|259aVULN|3BASICY|4aDMG|6RCVC|7RCR|8aTLV|aBPWR
177	51232 21135	   	169.36	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	1MGNLIT|2DUR|3AART|4DMG|568VULN|7ASPD|9FEWX|aRCR
178	32212 61314	 * 	169.34	DCR|2VULN|3ZMB|1AART|2ASPD|1DUR	15ASPD|2LIT|3DUR|45aZMB|5BPWR|6AART|78VULN|9RCR
179	53112 12611	   	169.34	ACR|3DMG|1AART|1VULN|1ASPD	1MGNLIT|2RMIN|3RCR|47aDMG|5VULN|6TLV|8AART|9ASPD
180	53113 11216	   	169.34	ACR|3DMG|1AART|1VULN|1DUR	1MGNLIT|2RMIN|3RCR|47aDMG|5DUR|6VULN|8AART|9MBVNT
181	53113 11225	   	169.34	ACR|3DMG|1AART|1VULN|1DUR	1MGNLIT|2RMIN|3RCR|47aDMG|5DUR|6VULN|8AART|9DUST
182	56112 13611	   	169.34	ACR|3DMG|1AART|1VULN|1ASPD	1MGNLIT|2MLV|3RCR|47aDMG|5VULN|6TLV|8AART|9ASPD
183	56113 11216	   	169.34	ACR|3DMG|1AART|1VULN|1DUR	1MGNLIT|2MLV|3RCR|47aDMG|5DUR|6VULN|8AART|9MBVNT
184	56113 11225	   	169.34	ACR|3DMG|1AART|1VULN|1DUR	1MGNLIT|2MLV|3RCR|47aDMG|5DUR|6VULN|8AART|9DUST
185	51232 21125	   	169.26	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	1MGNLIT|2DUR|3AART|4DMG|568VULN|7ASPD|9DUST|aRCR
186	23246 11313	   	169.26	DCR|2VULN|2DMG|1AART|1DUR	1CGEN|2RCVC|3LIT|4DUR|5AART|68VULN|7aDMG|9RCR
187	33323 62453	   	169.24	ACR|2VULN|1AART|1DMG|2ASPD|1DUR	15ASPD|2RCVC|39VULN|4RCR|6RMIN|7AART|8DMG|aDUR
188	33323 22314	   	169.24	ACR|2VULN|1AART|1DMG|2ASPD|1DUR	15ASPD|2RCVC|3aVULN|4RCR|6CGEN|7AART|8DUR|9DMG
189	33323 22454	   	169.24	ACR|2VULN|1AART|1DMG|2ASPD|1DUR	15ASPD|2RCVC|3aVULN|4RCR|6CGEN|7AART|8DMG|9DUR
190	33323 62314	   	169.24	ACR|2VULN|1AART|1DMG|2ASPD|1DUR	15ASPD|2RCVC|3aVULN|4RCR|6RMIN|7AART|8DUR|9DMG
191	53112 16341	 * 	169.23	ACR|3VULN|2DMG|1CDMG	1MGNLIT|2RMIN|3RCR|49DMG|57aVULN|6TLV|8CDMG
192	34324 11314	   	169.22	ACR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1ASPD|2DMSP|39VULN|4RCR|5aDMG|6CGEN|7ZMB|8CDMG
193	51232 23635	   	169.22	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	1MGNLIT|2DUR|39AART|4DMG|56VULN|7FEWX|8ZMB|aRCR
194	51232 33635	   	169.22	DCR|2AART|2DMG|1VULN|1ZMB|1DUR	1MGNLIT|2DUR|39AART|46DMG|5VULN|7FEWX|8ZMB|aRCR
195	32211 61313	   	169.16	DCR|2VULN|1AART|1DMG|2ZMB|1DUR|1ASPD	1ASPD|2LIT|3DUR|45ZMB|6AART|78VULN|9RCR|aDMG
196	33323 32314	   	169.14	ACR|2VULN|1AART|1DMG|2ASPD|1DUR	15ASPD|2RCVC|3aVULN|4RCR|6ERES|7AART|8DUR|9DMG
197	33323 32454	   	169.14	ACR|2VULN|1AART|1DMG|2ASPD|1DUR	15ASPD|2RCVC|3aVULN|4RCR|6ERES|7AART|8DMG|9DUR
198	41332 63631	   	169.14	ACR|3VULN|3DMG	1RMIN|279VULN|37BASICY|4RCR|5RPLT|679DMG|79BPWR|89aLHND
199	41332 63633	   	169.14	ACR|3VULN|3DMG	1RMIN|279VULN|37BASICY|4RCR|5RPLT|679DMG|79BPWR|89LHND|aLIT
200	35234 32214	   	169.12	DCR|3VULN|1DMG|2CDMG|1DUR|1ASPD	1ASPD|24CDMG|349VULN|4BPWR|5DMSP|6DUR|7RCR|8ERES|aDMG
201	35234 32314	   	169.12	DCR|3VULN|1DMG|2CDMG|1DUR|1ASPD	1ASPD|24CDMG|349VULN|4BPWR|5DMSP|6DUR|7RCR|8TLV|aDMG
202	41332 63632	   	169.04	ACR|3VULN|3DMG	1RMIN|279VULN|37BASICY|4RCR|5RPLT|679DMG|79BPWR|89LHND|aERES
203	35233 28524	 * 	169.03	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD	1ASPD|24CDMG|34VULN|4BPWR|5ERES|6MBVNT|7AART|8RCR|9BELT|aDMG
204	21141 16114	   	169.02	DCR|3VULN|1AART|1DMG|1ASPD	1CGEN|2DMG|37aVULN|4RCVC|5AART|6ASPD|8RCR|9DUST
205	21141 16134	   	169.02	DCR|3VULN|1AART|1DMG|1ASPD	1CGEN|2DMG|37aVULN|4RCVC|5AART|6ASPD|8RCR|9ERES
206	33254 61313	   	169.01	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ASPD|2RCVC|3LIT|4DUR|5ZMB|6AART|78VULN|9RCR|aDMG
207	32256 11314	   	169.01	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ASPD|2LIT|3DUR|4RCVC|5AART|68VULN|7DMG|9RCR|aZMB
208	21141 51132	   	168.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	17CGEN|2DMG|37VULN|4RCVC|5AART|67MLV|7BPWR|8ZMB|9RCR|aCDMG
209	41312 23243	   	168.92	DCR|3VULN|1AART|1DMG|1DUR	1RMIN|25aVULN|3BASICY|4DMG|6RCR|7DUR|8AART|9MLV
210	41312 21341	   	168.81	DCR|3VULN|2DMG|1CDMG	1RMIN|25aVULN|3BASICY|49DMG|6RCR|7CGEN|8CDMG
211	21131 13154	   	168.75	DCR|2VULN|2AART|1DMG|1ASPD|1DUR	14CGEN|2DMG|3aVULN|57AART|6ASPD|8RCR|9DUR
212	33324 15212	   	168.64	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1ASPD|2RCVC|3VULN|4RCR|59DMG|6CGEN|7ERES|8AART|aCDMG
213	53632 33611	   	168.55	DCR|2VULN|2DMG|1AART|1ASPD	1MGNLIT|2RMIN|3CGEN|4aDMG|56VULN|7RCR|8AART|9ASPD
214	21362 33611	   	168.45	DCR|2VULN|2DMG|1AART|1ASPD	1CGEN|2aDMG|3ERES|4MGNLIT|56VULN|7RCR|8AART|9ASPD
215	53533 33611	   	168.45	DCR|2VULN|2DMG|1AART|1ASPD	1MGNLIT|2RMIN|3TLV|4aDMG|56VULN|7RCR|8AART|9ASPD
216	33365 62231	   	168.42	DCR|2DMG|2AART|1VULN|1ASPD	1ASPD|2RCVC|3VULN|4MGNLIT|5DUST|6RCR|7aDMG|89AART
217	21121 26313	   	168.42	DCR|2VULN|2DMG|1AART|1ZMB	1CGEN|2aDMG|38VULN|4LIT|5ZMB|6MLV|7AART|9RCR
218	32254 61313	   	168.41	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ASPD|2LIT|3DUR|4RCVC|5ZMB|6AART|78VULN|9RCR|aDMG
219	41315 33611	   	168.35	DCR|2VULN|2DMG|1AART|1ASPD	1RMIN|26VULN|3BASICY|4aDMG|5TLV|7RCR|8AART|9ASPD
220	23365 33611	   	168.22	DCR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	1CGEN|2RCVC|36VULN|4FLTHEA|5DUST|7RCR|8AART|9ASPD|aDMG
221	33323 16522	   	168.21	ACR|2VULN|1AART|3ASPD|1DMG	157ASPD|2RCVC|37VULN|4RCR|67BEXP|7BPWR|8AART|9DMG|aRPLT
222	33323 16523	   	168.21	ACR|2VULN|1AART|3ASPD|1DMG	157ASPD|2RCVC|37VULN|4RCR|67BEXP|7BPWR|8AART|9DMG|aDMSP
223	33323 16525	   	168.21	ACR|2VULN|1AART|3ASPD|1DMG	157ASPD|2RCVC|37VULN|4RCR|67BEXP|7BPWR|8AART|9DMG|aCGEN
224	21536 14131	 * 	168.15	DCR|2VULN|2DMG|2ZMB|1FLTHEA|1ASPD	157CGEN|27DMG|3ASPD|45ZMB|57BPWR|67VULN|8FLTHEA|9RCR|aLHND
225	21536 14132	   	168.15	DCR|2VULN|2DMG|2ZMB|1FLTHEA|1ASPD	157CGEN|27DMG|3ASPD|45ZMB|57BPWR|67VULN|8FLTHEA|9RCR|aRPLT
226	21536 14133	   	168.15	DCR|2VULN|2DMG|2ZMB|1FLTHEA|1ASPD	157CGEN|27DMG|3ASPD|45ZMB|57BPWR|67VULN|8FLTHEA|9RCR|aMLV
227	33323 16524	   	168.11	ACR|2VULN|1AART|3ASPD|1DMG	157ASPD|2RCVC|37VULN|4RCR|67BEXP|7BPWR|8AART|9DMG|aDUST
228	33323 16526	   	168.11	ACR|2VULN|1AART|3ASPD|1DMG	157ASPD|2RCVC|37VULN|4RCR|67BEXP|7BPWR|8AART|9DMG|aERES
229	21144 25313	   	168.06	DCR|2VULN|2DMG|1AART|1DUR	1CGEN|2aDMG|38VULN|4RCVC|5LIT|6AART|7DUR|9RCR
230	21131 43313	   	167.95	DCR|2VULN|2DMG|1AART|1DUR	14CGEN|29DMG|37VULN|5AART|6LHND|8RCR|aDUR
231	21131 43316	   	167.95	DCR|2VULN|2DMG|1AART|1ASPD	14CGEN|29DMG|37VULN|5AART|6LHND|8RCR|aASPD
232	53113 11534	   	167.92	ACR|3DMG|2VULN|2DUR	1MGNLIT|2RMIN|3RCR|479DMG|5aDUR|68VULN
233	33325 12221	 * 	167.91	ACR|3VULN|3ASPD|2ZMB|1CDMG	168ASPD|2RCVC|38aVULN|4RCR|5RPLT|78ZMB|8BPWR|9CDMG
234	35231 32233	   	167.78	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD|1SELL	1ASPD|24CDMG|34VULN|4BPWR|5LIT|6BEXP|7SELL|8RCR|9AART|aDMG
235	35232 12233	   	167.78	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD|1SELL	1ASPD|24CDMG|34VULN|4BPWR|5BEXP|6LIT|7SELL|8RCR|9AART|aDMG
236	21336 22634	   	167.71	DCR|2DMG|1AART|1VULN|2ZMB|2DUR	158CGEN|28DMG|3ERES|45ZMB|58BPWR|6AART|78DUR|9RCR|aVULN
237	35231 42233	   	167.68	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD|1SELL	1ASPD|24CDMG|34VULN|4BPWR|5LIT|6DUST|7SELL|8RCR|9AART|aDMG
238	23321 16154	   	167.60	DCR|3VULN|1AART|1ZMB|1DUR|1ASPD	1CGEN|2RCVC|37aVULN|4ZMB|5AART|6ASPD|8RCR|9DUR
239	41312 22155	   	167.60	DCR|3VULN|2DMG|2DUR	1RMIN|25aVULN|3BASICY|4aDMG|6RCR|7FEWX|8LWND|9aDUR|aBPWR
240	31324 61342	   	167.57	ACR|2VULN|2DMG|1AART|1ASPD	1ASPD|2NUKE|3ERES|4RCR|57DMG|6BELT|89VULN|aAART
241	34361 24331	   	167.55	DCR|2DMG|2AART|1VULN|1ASPD|1DUR	1ASPD|2DMSP|3VULN|4MGNLIT|5DUR|6aDMG|79AART|8RCR
242	24362 24121	   	167.51	DCR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	1CGEN|2DMSP|38VULN|4FLTHEA|5ASPD|6RCR|7AART|9DUST|aDMG
243	23231 22322	   	167.47	DCR|4VULN|1AART|1CDMG	1CGEN|2RCVC|3LIT|4569VULN|7CDMG|8RCR|aAART
244	23341 22322	   	167.47	DCR|4VULN|1AART|1CDMG	1CGEN|2RCVC|3569VULN|4LIT|7CDMG|8RCR|aAART
245	33324 61322	 * 	167.44	ACR|2DMG|1AART|1VULN|2ASPD|1DUR	18ASPD|2RCVC|3VULN|4RCR|57DMG|6BELT|9DUR|aAART
246	33324 66322	   	167.44	ACR|2VULN|1AART|1DMG|2ASPD|1DUR	18ASPD|2RCVC|37VULN|4RCR|5DMG|6BELT|9DUR|aAART
247	53113 11254	   	167.43	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1MGNLIT|2RMIN|3RCR|47DMG|5DUR|6VULN|8AART|9RPLT|aCDMG
248	23331 33545	   	167.37	DCR|3VULN|1AART|1CDMG|1ZMB	1CGEN|2RCVC|367VULN|4RPLT|5AART|8RCR|9CDMG|aZMB
249	35232 62413	   	167.32	DCR|4VULN|2CDMG|1ZMB|1ASPD	1ASPD|24CDMG|3469VULN|4BPWR|5BEXP|7RCR|8RMIN|aZMB
250	51122 23634	   	167.26	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1MGNLIT|24DUR|35VULN|6ZMB|7RCR|8AART|9LWND|aDMG
251	51242 32151	   	167.25	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1MGNLIT|2DUR|3AART|4ASPD|59VULN|6DMG|7CDMG|8TLV|aRCR
252	35232 62213	   	167.22	DCR|4VULN|2CDMG|1ZMB|1ASPD	1ASPD|24CDMG|3469VULN|4BPWR|5BEXP|7RCR|8ERES|aZMB
253	35232 62313	   	167.22	DCR|4VULN|2CDMG|1ZMB|1ASPD	1ASPD|24CDMG|3469VULN|4BPWR|5BEXP|7RCR|8TLV|aZMB
254	61361 36122	   	167.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DUST|2LWND|3DMG|46VULN|5RCR|7AART|8CDMG|9CGEN|aZMB
255	26632 31135	   	167.17	DCR|3VULN|1AART|1CDMG|1ZMB	1CGEN|2FEWX|3AART|4ZMB|59aVULN|6NUKE|7RCR|8CDMG
256	21323 23212	   	167.14	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1CGEN|29DMG|3ERES|4RCR|5ASPD|6VULN|7RCVC|8AART|aCDMG
257	21141 16122	   	167.12	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	19CGEN|2DMG|37VULN|4RCVC|5AART|6ASPD|8RCR|aCDMG
258	31146 11522	 * 	167.12	DCR|3VULN|2DMG|2ASPD	15ASPD|2NUKE|356VULN|4RCVC|5BPWR|7aDMG|8RCR|9CGEN
259	21141 16132	   	167.02	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CGEN|2DMG|37VULN|4RCVC|5AART|6ASPD|8RCR|9ERES|aCDMG
260	21362 33227	   	166.97	DCR|4VULN|2DMG	19CGEN|29DMG|3ERES|4MGNLIT|569aVULN|7RCR|8MBVNT|9BPWR
261	41312 23254	   	166.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1RMIN|25VULN|3BASICY|4DMG|6RCR|7DUR|8AART|9RPLT|aCDMG
262	35233 28531	   	166.91	DCR|2VULN|1AART|2CDMG|1ZMB|1DUR|1ASPD	1ASPD|24CDMG|34VULN|4BPWR|5ERES|6MBVNT|7AART|8RCR|9ZMB|aDUR
263	33323 62552	   	166.89	ACR|2VULN|1AART|2ASPD|1CDMG|1ZMB	15ASPD|2RCVC|39VULN|4RCR|6RMIN|7AART|8ZMB|aCDMG
264	53113 11324	   	166.83	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1MGNLIT|2RMIN|3RCR|47DMG|5DUR|6VULN|8RPLT|9AART|aCDMG
265	56113 11324	   	166.83	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1MGNLIT|2MLV|3RCR|47DMG|5DUR|6VULN|8RPLT|9AART|aCDMG
266	41332 63236	   	166.83	ACR|3VULN|2DMG|1CDMG	1RMIN|27aVULN|37BASICY|4RCR|5RPLT|67DMG|7BPWR|8NUKE|9CDMG
267	24331 33562	   	166.77	DCR|4VULN|1AART|1CDMG	1CGEN|2DMSP|3679VULN|4RPLT|5AART|8RCR|aCDMG
268	51232 36241	   	166.75	DCR|2VULN|2DMG|1AART|1DUR	1MGNLIT|2DUR|3AART|46DMG|5aVULN|7CGEN|8LIT|9RCR
269	33321 44322	   	166.71	ACR|2VULN|1AART|3ASPD|1DMG	178ASPD|2RCVC|37VULN|4RCR|567TLV|7BPWR|9DMG|aAART
270	53111 11536	   	166.69	ACR|3DMG|2VULN|1ZMB	1MGNLIT|2RMIN|3RCR|479DMG|5FEWX|68VULN|aZMB
271	53112 21536	   	166.69	ACR|3DMG|2VULN|1ZMB	1MGNLIT|2RMIN|3RCR|479DMG|58VULN|6BEXP|aZMB
272	51232 32156	   	166.65	DCR|2VULN|2DMG|1AART|1DUR	1MGNLIT|2DUR|3AART|46DMG|58VULN|7ERES|9RCR|aBEXP
273	51232 32241	   	166.65	DCR|2VULN|2DMG|1AART|1DUR	1MGNLIT|2DUR|3AART|46DMG|5aVULN|7ERES|8LIT|9RCR
274	51232 36152	   	166.65	DCR|2VULN|2DMG|1AART|1DUR	1MGNLIT|2DUR|3AART|46DMG|58VULN|7CGEN|9RCR|aDUST
275	61361 31532	   	166.60	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DUST|2LWND|3DMG|46VULN|5RCR|7BEXP|8AART|9ZMB|aCDMG
276	51232 32152	   	166.55	DCR|2VULN|2DMG|1AART|1DUR	1MGNLIT|2DUR|3AART|46DMG|58VULN|7ERES|9RCR|aDUST
277	51232 32154	   	166.55	DCR|2VULN|2DMG|1AART|1DUR	1MGNLIT|2DUR|3AART|46DMG|58VULN|7aERES|9RCR
278	21362 33222	   	166.51	DCR|3VULN|2DMG|1CDMG	19CGEN|29DMG|3ERES|4MGNLIT|569VULN|7RCR|8MBVNT|9BPWR|aCDMG
279	53632 33341	   	166.51	DCR|3VULN|2DMG|1CDMG	1MGNLIT|2RMIN|3CGEN|49DMG|56aVULN|7RCR|8CDMG
280	34241 11314	   	166.51	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ASPD|2DMSP|3LIT|4AART|5DUR|68VULN|7DMG|9RCR|aZMB
281	21362 33341	   	166.41	DCR|3VULN|2DMG|1CDMG	1CGEN|29DMG|3ERES|4MGNLIT|56aVULN|7RCR|8CDMG
282	53533 33341	   	166.41	DCR|3VULN|2DMG|1CDMG	1MGNLIT|2RMIN|3TLV|49DMG|56aVULN|7RCR|8CDMG
283	52623 62323	   	166.37	DCR|3DMG|2VULN|1ZMB	1MGNLIT|24LWND|347DMG|4BPWR|5aVULN|6RCR|8ZMB|9FEWX
284	41312 34223	 * 	166.32	DCR|3VULN|3DMG	1RMIN|25aVULN|3BASICY|48aDMG|6RCVC|7aLIT|9RCR|aBPWR
285	41312 23324	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1RMIN|25VULN|3BASICY|4DMG|6RCR|7DUR|8RPLT|9AART|aCDMG
286	41315 33341	   	166.31	DCR|3VULN|2DMG|1CDMG	1RMIN|26aVULN|3BASICY|49DMG|5TLV|7RCR|8CDMG
287	32143 11314	   	166.28	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	13ASPD|23LIT|3BPWR|4AART|5LHND|68VULN|7DMG|9RCR|aZMB
288	52613 62323	   	166.27	DCR|3DMG|2VULN|1ZMB	1MGNLIT|2LWND|347DMG|5aVULN|6RCR|8ZMB|9FEWX
289	52623 62313	   	166.27	DCR|3DMG|2VULN|1ZMB	1MGNLIT|24LWND|347DMG|4BPWR|5aVULN|6RCR|8ZMB|9DUST
290	32142 21313	   	166.18	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	13ASPD|23LIT|3BPWR|4AART|5ZMB|6DUST|78VULN|9RCR|aDMG
291	52613 62313	   	166.17	DCR|3DMG|2VULN|1ZMB	1MGNLIT|2LWND|347DMG|5aVULN|6RCR|8ZMB|9DUST
292	33324 24622	   	166.09	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|2RCVC|3aVULN|4RCR|5DMG|6LWND|7ZMB|8AART|9LHND
293	21131 16144	   	166.02	DCR|3VULN|1AART|1DMG|1ASPD	14CGEN|2DMG|37aVULN|5AART|6ASPD|8RCR|9FEWX
294	21131 43344	   	166.02	DCR|3VULN|1AART|1DMG|1ASPD	14CGEN|2DMG|37aVULN|5AART|6LHND|8RCR|9ASPD
295	56113 11231	   	166.02	ACR|2DMG|1AART|1VULN|2DUR|1ASPD	1MGNLIT|2MLV|3RCR|47DMG|59DUR|6VULN|8AART|aASPD
296	21523 22532	 * 	166.01	ACR|2AART|1VULN|1DMG|2ASPD|1CDMG	1CGEN|2DMG|35ASPD|4RCR|6ERES|79AART|8CDMG|aVULN
297	33324 23542	   	166.00	ACR|3VULN|2DMG|1ASPD	1ASPD|27RCVC|389VULN|4RCR|5aDMG|6LWND
