0	Index      	 *	Score 	Summary	Detail	
1	62431 43333	 * 	188.52	DCR|3VULN|2DMG|1AART|1CDMG	157VULN|2LWND|3CDMG|4AART|6aDMG|8MLV|9RCR
168	63533 31433	   	163.49	DCR|2AART|1DMG|1VULN|2ZMB|1CDMG	1VULN|24ZMB|34CGEN|4BPWR|56AART|7CDMG|8BEXP|9RCR|aDMG
169	33133 45522	   	163.47	DCR|2VULN|1AART|2CDMG|1ZMB|1ASPD	1ERES|24TLV|34VULN|4BPWR|5AART|6ZMB|7RCR|8aCDMG|9ASPD
170	63232 13265	   	163.43	DCR|3VULN|1AART|1CDMG|1ZMB|1SELL	167VULN|2ZMB|34LHND|5AART|8RCR|9SELL|aCDMG
171	63553 31233	   	163.39	DCR|2AART|1DMG|1VULN|2ZMB|1CDMG	1VULN|24ZMB|3CGEN|56AART|7CDMG|8LWND|9RCR|aDMG
172	63533 31533	   	163.39	DCR|2AART|1DMG|1VULN|2ZMB|1CDMG	1VULN|24ZMB|34CGEN|4BPWR|56AART|7CDMG|8LEGI|9RCR|aDMG
173	34133 23533	   	163.35	DCR|2VULN|1AART|2ZMB|1CDMG|1ASPD|1DUR	1ERES|24ZMB|34VULN|4BPWR|5AART|6CGEN|7DUR|8CDMG|9RCR|aASPD
174	62362 31632	   	163.28	DCR|2AART|2VULN|2CDMG|1ZMB	13VULN|2LWND|4ERES|57AART|6aCDMG|8ZMB|9RCR
175	33422 35224	   	163.21	DCR|2VULN|2DMG|1AART	1aERES|2TLV|3aDMG|4LEGI|5AART|6CGEN|7RCR|8LWND|9aVULN|aBPWR
176	64162 12311	   	163.13	ACR|2VULN|2DMG|1AART	18VULN|27LHND|38LSRHEA|4RCR|58DMG|6AART|8BPWR|9DLOT|aDMSP
177	64162 12312	   	163.13	ACR|2VULN|2DMG|1AART	18VULN|27LHND|38LSRHEA|4RCR|58DMG|6AART|8BPWR|9DLOT|aRMIN
178	64162 12332	   	163.13	ACR|2VULN|2DMG|1AART	18VULN|27LHND|38LSRHEA|4RCR|58DMG|6AART|8BPWR|9DUST|aBEXP
179	62431 12231	   	163.10	DCR|3VULN|1AART|1CDMG|2DUR	158VULN|2LWND|3CDMG|4AART|67DUR|9RCR|aLHND
180	64431 12231	   	163.10	DCR|3VULN|1AART|1CDMG|2DUR	158VULN|2aLHND|3CDMG|4AART|67DUR|9RCR
181	64162 12333	   	163.03	ACR|2VULN|2DMG|1AART	18VULN|27LHND|38LSRHEA|4RCR|58DMG|6AART|8BPWR|9DUST|aLEGI
182	34133 13216	   	162.82	DCR|2VULN|1AART|1DMG|2ZMB|1ASPD	1ERES|24ZMB|34VULN|4BPWR|5AART|6RPLT|7CGEN|8DMG|9RCR|aASPD
183	34133 16216	   	162.82	DCR|2VULN|1AART|1DMG|2ZMB|1ASPD	1ERES|24ZMB|34VULN|4BPWR|5AART|6RPLT|7RMIN|8DMG|9RCR|aASPD
184	21314 23864	   	162.81	DCR|2VULN|2DMG|1AART	19LIT|2TLV|39VULN|4CGEN|5MBVNT|6RCR|7BEXP|89DMG|9BPWR|aAART
185	34133 51215	   	162.72	DCR|3VULN|1AART|2ZMB|1CDMG	1ERES|24ZMB|346VULN|4BPWR|5AART|7CDMG|8LWND|9FEWX|aRCR
186	34133 51351	   	162.72	DCR|3VULN|1AART|2ZMB|1CDMG	1ERES|24ZMB|346VULN|4BPWR|5AART|7CDMG|8RCVC|9LIT|aRCR
187	34133 14216	   	162.72	DCR|2VULN|1AART|1DMG|2ZMB|1ASPD	1ERES|24ZMB|34VULN|4BPWR|5AART|6RPLT|7TLV|8DMG|9RCR|aASPD
188	62352 16232	   	162.46	DCR|4VULN|1AART|1DUR	136aVULN|2LWND|4CGEN|5AART|7RCR|8DUR|9BELT
189	62431 35232	   	162.36	DCR|3VULN|1AART|1CDMG|1DUR|1SELL	15aVULN|2LWND|3CDMG|4AART|6SELL|7RCR|8DUR|9BELT
190	62362 15232	   	162.36	DCR|4VULN|1AART|1DUR	136aVULN|2LWND|4ERES|5AART|7RCR|8DUR|9BELT
191	62431 42231	   	162.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	15VULN|2aLWND|3CDMG|4AART|6DMG|7DUR|8CGEN|9RCR
192	12523 13613	 * 	162.19	ACR|2DMG|1AART|1VULN|1CDMG	12LWND|2BPWR|3RCR|4FEWX|5AART|6TLV|7VULN|8CDMG|9aDMG
193	62431 14233	   	162.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	15VULN|2LWND|3CDMG|4AART|6DUR|7TLV|8CGEN|9RCR|aDMG
194	62431 22236	   	162.11	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	15VULN|2LWND|3CDMG|4AART|6ERES|7BEXP|8DMG|9RCR|aASPD
195	62431 53131	   	162.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	15VULN|2LWND|3CDMG|4AART|6DUST|7DMG|8DUR|9RCR|aMGNSTR
196	12513 13613	   	162.09	ACR|2DMG|1AART|1VULN|1CDMG	12LWND|2BPWR|3RCR|4DUST|5AART|6TLV|7VULN|8CDMG|9aDMG
197	62431 53132	   	161.87	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	15VULN|2LWND|3CDMG|4AART|6DUST|7DMG|8DUR|9RCR|aSELL
198	33133 55224	   	161.81	DCR|3VULN|1AART|1CDMG|1ASPD	1ERES|24TLV|34aVULN|4BPWR|5AART|6CDMG|7RCR|8DMSP|9ASPD
199	34133 51133	   	161.64	DCR|3VULN|1AART|1DMG|2ZMB|1CDMG|1MSE	1ERES|24ZMB|346VULN|4BPWR|5AART|7CDMG|8MSE|9RCR|aDMG
200	14365 22233	   	161.61	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LWND|2LHND|3VULN|48DMG|5AART|6CDMG|7BEXP|9RCR|aDUR
201	62362 23533	   	161.61	DCR|3VULN|2AART|1CDMG	137VULN|2LWND|4ERES|5aAART|6LHND|8CDMG|9RCR
202	13163 12341	   	161.61	DCR|2VULN|2DMG|1AART	17LWND|2BEXP|37CANHEL|4AART|5RCVC|67DMG|7BPWR|8RCR|9aVULN
203	13165 12341	   	161.61	DCR|2VULN|2DMG|1AART	17LWND|25BEXP|37CANHEL|4AART|67DMG|7BPWR|8RCR|9aVULN
204	13663 12341	   	161.61	DCR|2VULN|2DMG|1AART	17LWND|2BEXP|37LSRREG|4AART|5RCVC|67DMG|7BPWR|8RCR|9aVULN
205	62431 41332	   	161.59	DCR|2VULN|1AART|1DMG|2CDMG	15VULN|2LWND|3aCDMG|4AART|6DMG|7DMSP|8MLV|9RCR
206	62436 13232	   	161.59	DCR|2VULN|1AART|1DMG|2CDMG	17VULN|2LWND|3aCDMG|4AART|5BEXP|6RMIN|8DMG|9RCR
207	33133 45513	   	161.56	DCR|2AART|2VULN|1CDMG|1ZMB	19ERES|24TLV|34VULN|4BPWR|5aAART|6ZMB|7RCR|8CDMG
208	61232 13562	 * 	161.52	DCR|3VULN|1AART|1CDMG|1FLTHEA	167VULN|2MLV|34LHND|5AART|8FLTHEA|9CDMG|aRCR
209	14365 23233	   	161.51	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LWND|2LHND|3VULN|48DMG|5AART|6CDMG|7DUST|9RCR|aDUR
210	62362 32236	   	161.51	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	13VULN|2LWND|4ERES|5AART|6CDMG|7BEXP|8DMG|9RCR|aASPD
211	62431 22232	   	161.49	DCR|2VULN|1AART|1DMG|2CDMG	15VULN|2LWND|3aCDMG|4AART|6ERES|7BEXP|8DMG|9RCR
212	62431 24232	   	161.49	DCR|2VULN|1AART|1DMG|2CDMG	15VULN|2LWND|3aCDMG|4AART|6ERES|7LHND|8DMG|9RCR
213	62431 25332	   	161.49	DCR|2VULN|1AART|2CDMG|1DMG	15VULN|28LWND|3aCDMG|4AART|6ERES|7DMG|9RCR
214	62352 16313	   	161.48	DCR|3VULN|1AART|1DMG	136VULN|2LWND|48CGEN|5AART|7RCR|9MLV|aDMG
215	63232 13243	   	161.47	DCR|3VULN|2AART|1ZMB	167VULN|2ZMB|34LHND|5aAART|8RCR|9FEWX
216	33412 33233	   	161.41	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1ERES|2TLV|38DMG|4LWND|5AART|6CDMG|7VULN|9RCR|aASPD
217	33133 54234	   	161.41	DCR|3VULN|2AART|1CDMG	1ERES|24TLV|348VULN|4BPWR|5aAART|6CDMG|7DUST|9RCR
218	62431 25132	   	161.39	DCR|2VULN|1AART|1DMG|2CDMG	15VULN|2LWND|3aCDMG|4AART|6ERES|7DMG|8DUST|9RCR
219	62431 26232	   	161.39	DCR|2VULN|1AART|1DMG|2CDMG	15VULN|2LWND|3aCDMG|4AART|6ERES|7DUST|8DMG|9RCR
220	62362 15323	   	161.38	DCR|3VULN|1AART|1DMG	136VULN|29LWND|4ERES|5AART|7RCR|8CGEN|aDMG
221	62362 15333	   	161.38	DCR|3VULN|1AART|1DMG	136VULN|2LWND|4ERES|5AART|7RCR|89CGEN|aDMG
222	66313 15122	   	161.38	DCR|3VULN|1AART|1DMG	139VULN|2FEWX|4DUST|5AART|6MLV|7RCR|8CGEN|aDMG
223	63232 13253	   	161.37	DCR|3VULN|2AART|1ZMB	167VULN|2ZMB|34LHND|5aAART|8RCR|9DUST
224	62362 15312	   	161.28	DCR|3VULN|1AART|1DMG	136VULN|2LWND|4ERES|5AART|7RCR|8CGEN|9DUST|aDMG
225	66313 15322	   	161.28	DCR|3VULN|1AART|1DMG	139VULN|2FEWX|4DUST|5AART|6MLV|7RCR|8ERES|aDMG
226	62435 12333	   	161.27	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	1VULN|2LWND|3CDMG|45AART|67DUR|8DUST|9RCR|aDMG
227	34323 32416	   	161.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ERES|2ZMB|3RCVC|49VULN|5AART|6LIT|7DUR|8RCR|aDMG
228	34131 13236	 * 	161.26	DCR|3VULN|3ZMB|1DMG	1ERES|249ZMB|34aVULN|4BPWR|5LIT|6LWND|7DMG|8RCR
229	34131 23236	   	161.26	DCR|3VULN|3ZMB|1DMG	1ERES|249ZMB|34aVULN|4BPWR|5LIT|6LHND|7DMG|8RCR
230	62652 32232	   	161.09	DCR|2VULN|1AART|1DMG|2CDMG	13VULN|23LWND|3BPWR|4CGEN|5AART|6aCDMG|7BEXP|8DMG|9RCR
231	14411 23533	   	161.01	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LWND|2LHND|3CDMG|4RMIN|57DMG|6AART|8DUR|9RCR|aVULN
232	62411 23336	   	161.01	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2LWND|3CDMG|4RMIN|57DMG|6AART|8BEXP|9RCR|aDUR
233	62411 23531	   	161.01	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2aLWND|3CDMG|4RMIN|57DMG|6AART|8DUR|9RCR
234	64411 23232	   	161.01	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2LHND|3CDMG|4RMIN|57DMG|6AART|8DMSP|9RCR|aDUR
235	62662 32232	   	160.99	DCR|2VULN|1AART|1DMG|2CDMG	13VULN|23LWND|3BPWR|4ERES|5AART|6aCDMG|7BEXP|8DMG|9RCR
236	13335 33232	   	160.99	DCR|2VULN|1AART|1DMG|2CDMG	1LWND|2BEXP|37VULN|4MLV|5AART|6aCDMG|8DMG|9RCR
237	61345 33232	   	160.99	DCR|2VULN|1AART|1DMG|2CDMG	17VULN|2MLV|3LWND|4BEXP|5AART|6aCDMG|8DMG|9RCR
238	62352 32232	   	160.99	DCR|2VULN|1AART|1DMG|2CDMG	13VULN|2LWND|4CGEN|5AART|6aCDMG|7BEXP|8DMG|9RCR
239	62352 34232	   	160.99	DCR|2VULN|1AART|1DMG|2CDMG	13VULN|2LWND|4CGEN|5AART|6aCDMG|7LHND|8DMG|9RCR
240	62352 35332	   	160.99	DCR|2VULN|1AART|1DMG|2CDMG	13VULN|28LWND|4CGEN|5AART|6aCDMG|7DMG|9RCR
241	33133 54235	   	160.97	DCR|3VULN|1AART|1CDMG|1ZMB	1ERES|24TLV|348VULN|4BPWR|5AART|6CDMG|7DUST|9RCR|aZMB
242	34133 23525	   	160.95	DCR|2VULN|1AART|2ZMB|1CDMG|1ASPD|1DUR	1ERES|24ZMB|34VULN|4BPWR|5AART|6CGEN|7DUR|8CDMG|9ASPD|aRCR
243	62411 23136	   	160.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2LWND|3CDMG|4RMIN|57DMG|6AART|8DUST|9RCR|aDUR
244	62362 32232	   	160.89	DCR|2VULN|1AART|1DMG|2CDMG	13VULN|2LWND|4ERES|5AART|6aCDMG|7BEXP|8DMG|9RCR
245	62362 34232	   	160.89	DCR|2VULN|1AART|1DMG|2CDMG	13VULN|2LWND|4ERES|5AART|6aCDMG|7LHND|8DMG|9RCR
246	62362 35332	   	160.89	DCR|2VULN|1AART|2CDMG|1DMG	13VULN|28LWND|4ERES|5AART|6aCDMG|7DMG|9RCR
247	62352 35132	   	160.89	DCR|2VULN|1AART|1DMG|2CDMG	13VULN|2LWND|4CGEN|5AART|6aCDMG|7DMG|8DUST|9RCR
248	62352 36232	   	160.89	DCR|2VULN|1AART|1DMG|2CDMG	13VULN|2LWND|4CGEN|5AART|6aCDMG|7DUST|8DMG|9RCR
249	34133 32412	   	160.81	DCR|3VULN|1AART|2ZMB|1DUR	1ERES|24ZMB|349VULN|4BPWR|5AART|6LIT|7DUR|8RCR|aCGEN
250	34133 32413	   	160.81	DCR|3VULN|1AART|2ZMB|1DUR	1ERES|24ZMB|349VULN|4BPWR|5AART|6LIT|7DUR|8RCR|aBEXP
251	34133 32415	   	160.81	DCR|3VULN|1AART|2ZMB|1DUR	1ERES|24ZMB|349VULN|4BPWR|5AART|6LIT|7DUR|8RCR|aLWND
252	34133 11132	   	160.81	DCR|3VULN|1AART|2ZMB|1ASPD	1ERES|24ZMB|349VULN|4BPWR|5AART|6RPLT|7BELT|8RCR|aASPD
253	33133 52233	   	160.79	DCR|2VULN|1AART|2CDMG|1DMG	1ERES|24TLV|34VULN|4BPWR|5AART|67CDMG|8LWND|9RCR|aDMG
254	33133 52433	   	160.79	DCR|2VULN|1AART|2CDMG|1DMG	1ERES|24TLV|34VULN|4BPWR|5AART|67CDMG|8BEXP|9RCR|aDMG
255	62362 35132	   	160.79	DCR|2VULN|1AART|1DMG|2CDMG	13VULN|2LWND|4ERES|5AART|6aCDMG|7DMG|8DUST|9RCR
256	62362 36232	   	160.79	DCR|2VULN|1AART|1DMG|2CDMG	13VULN|2LWND|4ERES|5AART|6aCDMG|7DUST|8DMG|9RCR
257	62163 23253	   	160.73	ACR|2VULN|2DMG|1AART	19VULN|28LWND|39LSRHEA|4RCR|5ERES|6CGEN|79DMG|9BPWR|aAART
258	33523 43422	   	160.68	ACR|2VULN|1AART|1DMG|2DUR	1ERES|2TLV|3RCR|4FEWX|5AART|67DUR|89VULN|aDMG
259	62162 23253	   	160.63	ACR|2VULN|2DMG|1AART	19VULN|2LWND|39LSRHEA|4RCR|57DMG|6CGEN|89ERES|9BPWR|aAART
260	33513 43422	   	160.58	ACR|2VULN|1AART|1DMG|2DUR	1ERES|2TLV|3RCR|4DUST|5AART|67DUR|89VULN|aDMG
261	62411 23232	   	160.39	DCR|2DMG|1AART|1VULN|2CDMG	1VULN|2LWND|3aCDMG|4RMIN|57DMG|6AART|8DMSP|9RCR
262	62411 23332	   	160.39	DCR|2DMG|1AART|1VULN|2CDMG	1VULN|2LWND|3aCDMG|4RMIN|57DMG|6AART|8BEXP|9RCR
263	62411 23432	   	160.39	DCR|2DMG|1AART|1VULN|2CDMG	1VULN|28LWND|3aCDMG|4RMIN|57DMG|6AART|9RCR
264	13312 53232	   	160.29	DCR|2VULN|1AART|1DMG|2CDMG	1LWND|2BEXP|37VULN|4aCDMG|5TLV|6AART|8DMG|9RCR
265	62411 23132	   	160.29	DCR|2DMG|1AART|1VULN|2CDMG	1VULN|2LWND|3aCDMG|4RMIN|57DMG|6AART|8DUST|9RCR
266	23633 12515	   	160.20	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1LIT|2DUR|3LHND|4AART|5DLOT|6DMG|7RCR|89VULN|aASPD
267	12523 26522	   	160.09	ACR|2AART|2VULN|1DMG	12LWND|2BPWR|3RCR|4FEWX|58AART|6BEXP|79VULN|aDMG
268	62435 33223	 * 	160.03	DCR|3AART|2VULN|1CDMG|1DUR|1SELL	17VULN|2LWND|3CDMG|45aAART|6SELL|8RCR|9DUR
269	62431 33211	   	159.96	DCR|3VULN|1AART|1CDMG|1DUR|1SELL	157VULN|2LWND|3CDMG|4AART|6SELL|8RCR|9MLV|aDUR
270	62431 33222	   	159.96	DCR|3VULN|1AART|1CDMG|1DUR|1SELL	157VULN|2LWND|3CDMG|4AART|6SELL|8RCR|9DUR|aRPLT
271	62431 33224	   	159.96	DCR|3VULN|1AART|1CDMG|1DUR|1SELL	157VULN|2LWND|3CDMG|4AART|6SELL|8RCR|9DUR|aFEWX
272	62431 33225	   	159.96	DCR|3VULN|1AART|1CDMG|1DUR|1SELL	157VULN|2aLWND|3CDMG|4AART|6SELL|8RCR|9DUR
273	62431 33226	   	159.96	DCR|3VULN|1AART|1CDMG|1DUR|1SELL	157VULN|2LWND|3CDMG|4AART|6SELL|8RCR|9DUR|aLIT
274	62431 33233	   	159.96	DCR|3VULN|1AART|1CDMG|1DUR|1SELL	157VULN|2LWND|3CDMG|4AART|6SELL|8RCR|9LHND|aDUR
275	64431 33211	   	159.96	DCR|3VULN|1AART|1CDMG|1DUR|1SELL	157VULN|2LHND|3CDMG|4AART|6SELL|8RCR|9MLV|aDUR
276	64431 33222	   	159.96	DCR|3VULN|1AART|1CDMG|1DUR|1SELL	157VULN|2LHND|3CDMG|4AART|6SELL|8RCR|9DUR|aRPLT
277	64431 33233	   	159.96	DCR|3VULN|1AART|1CDMG|1DUR|1SELL	157VULN|2LHND|3CDMG|4AART|6SELL|8RCR|9LWND|aDUR
278	62431 33221	   	159.86	DCR|3VULN|1AART|1CDMG|1DUR|1SELL	157VULN|2LWND|3CDMG|4AART|6SELL|8RCR|9DUR|aSNIHEL
279	64431 33221	   	159.86	DCR|3VULN|1AART|1CDMG|1DUR|1SELL	157VULN|2LHND|3CDMG|4AART|6SELL|8RCR|9DUR|aSNIHEL
280	62431 35323	   	159.83	DCR|2VULN|1AART|1DMG|1CDMG|1SELL	15VULN|29LWND|3CDMG|4AART|6SELL|7RCR|8CGEN|aDMG
281	62431 35333	   	159.83	DCR|2VULN|1AART|1DMG|1CDMG|1SELL	15VULN|2LWND|3CDMG|4AART|6SELL|7RCR|89CGEN|aDMG
282	62352 16221	   	159.80	DCR|3VULN|2AART|1DUR	136VULN|2LWND|4CGEN|5aAART|7RCR|8DUR|9RMIN
283	62352 16323	   	159.80	DCR|3VULN|2AART|1DUR	136VULN|2LWND|48CGEN|5aAART|7RCR|9DUR
284	62414 13232	   	159.75	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	16VULN|2LWND|3CDMG|4RMIN|56DUR|6BPWR|7RCR|8ZMB|9LHND|aAART
285	62431 35312	   	159.73	DCR|2VULN|1AART|1DMG|1CDMG|1SELL	15VULN|2LWND|3CDMG|4AART|6SELL|7RCR|8CGEN|9DUST|aDMG
286	34123 51153	   	159.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ERES|2ZMB|3VULN|4FEWX|5AART|6ASPD|7RCR|8CGEN|9DMG|aCDMG
287	63113 51153	   	159.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1VULN|2ZMB|3FEWX|4CGEN|5AART|6ASPD|7RCR|8ERES|9DMG|aCDMG
288	62362 15221	   	159.70	DCR|3VULN|2AART|1DUR	136VULN|2LWND|4ERES|5aAART|7RCR|8DUR|9RMIN
289	34522 12313	 * 	159.67	ACR|2AART|1VULN|1CDMG|1ZMB|1DUR|1ASPD	1ERES|2ZMB|3RCR|4FEWX|5DUR|6VULN|7aAART|8CDMG|9ASPD
290	34113 51153	   	159.63	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ERES|2ZMB|3VULN|4DUST|5AART|6ASPD|7RCR|8CGEN|9DMG|aCDMG
291	33323 45523	   	159.63	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ERES|2TLV|3RCVC|4VULN|5AART|6ZMB|7RCR|8CDMG|9ASPD|aDMG
292	63232 15341	   	159.56	DCR|3VULN|1AART|1ZMB|1DUR	169VULN|2ZMB|349LHND|5AART|7RCR|89CGEN|9BPWR|aDUR
293	63563 31233	   	159.54	DCR|2AART|1DMG|1VULN|1CDMG|1ZMB	1VULN|2ZMB|34CGEN|56AART|7CDMG|8LWND|9RCR|aDMG
294	12152 16533	   	159.48	DCR|2VULN|1AART|1DMG|1CDMG	12LWND|2BPWR|36VULN|4CGEN|5AART|7RCR|8CDMG|9RMIN|aDMG
295	13411 12653	   	159.48	DCR|2DMG|1AART|1VULN|1CDMG	1LWND|27BEXP|3CDMG|4RMIN|5aDMG|6RCR|8VULN|9AART
296	62411 12251	   	159.48	DCR|2VULN|1AART|1DMG|1CDMG	18VULN|2aLWND|3CDMG|4RMIN|5DMG|6RCR|7BEXP|9AART
297	62411 12353	   	159.48	DCR|2DMG|1AART|1VULN|1CDMG	1VULN|2LWND|3CDMG|4RMIN|5aDMG|6RCR|78BEXP|9AART
298	33523 11422	   	159.45	ACR|2VULN|1AART|1DMG|1ZMB	1ERES|2TLV|3RCR|4FEWX|5AART|6MLV|7ZMB|89VULN|aDMG
299	12162 31633	   	159.44	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	12LWND|2BPWR|3VULN|4ERES|57AART|6CDMG|8ZMB|9RCR|aDMG
300	62162 16131	   	159.42	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	18VULN|2LWND|3LSRHEA|4RCR|5DMG|6AART|7MGNLIT|9DUR|aASPD
301	66162 13233	   	159.42	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	19VULN|2FEWX|3LSRHEA|4RCR|5DMG|6AART|7LWND|8ASPD|aDUR
302	21334 64344	   	159.41	DCR|3VULN|1AART|1CDMG|1ASPD	1LIT|2TLV|38aVULN|4ASPD|5MBVNT|6CDMG|7RCR|9AART
303	66162 11322	   	159.39	ACR|2VULN|1AART|1DMG|1CDMG	18VULN|28FEWX|3LSRHEA|4RCR|5DMG|6AART|78BEXP|8BPWR|9MGNLIT|aCDMG
304	66162 12322	   	159.39	ACR|2VULN|1AART|1DMG|1CDMG	18VULN|28FEWX|3LSRHEA|4RCR|5DMG|6AART|78LHND|8BPWR|9MGNLIT|aCDMG
305	66162 13322	   	159.39	ACR|2VULN|1AART|1DMG|1CDMG	18VULN|28FEWX|3LSRHEA|4RCR|5DMG|6AART|78LWND|8BPWR|9MGNLIT|aCDMG
306	33451 16242	   	159.38	DCR|3DMG|1AART|1VULN	1ERES|25TLV|35aDMG|4MBVNT|5BPWR|6MLV|7RCR|8AART|9VULN
307	12152 16513	   	159.38	DCR|2VULN|1AART|1DMG|1CDMG	12LWND|2BPWR|36VULN|4CGEN|5AART|7RCR|8CDMG|9ERES|aDMG
308	12162 15533	   	159.38	DCR|2VULN|1AART|1DMG|1CDMG	12LWND|2BPWR|36VULN|4ERES|5AART|7RCR|8CDMG|9RMIN|aDMG
309	62323 55112	 * 	159.38	DCR|2VULN|1AART|1DMG|2ASPD	13VULN|2LWND|4FEWX|5AART|69ASPD|7RCR|8CGEN|aDMG
310	62411 13251	   	159.38	DCR|2VULN|1AART|1DMG|1CDMG	18VULN|2aLWND|3CDMG|4RMIN|5DMG|6RCR|7DUST|9AART
311	63232 15232	   	159.36	DCR|3VULN|1AART|1ZMB|1DUR	16aVULN|2ZMB|34LHND|5AART|7RCR|8DUR|9BELT
312	33513 11422	   	159.35	ACR|2VULN|1AART|1DMG|1ZMB	1ERES|2TLV|3RCR|4DUST|5AART|6MLV|7ZMB|89VULN|aDMG
313	62431 33262	   	159.34	DCR|3VULN|1AART|2CDMG|1SELL	157VULN|2LWND|39CDMG|4AART|6SELL|8RCR|aDMSP
314	62431 33263	   	159.34	DCR|3VULN|1AART|2CDMG|1SELL	157VULN|2aLWND|39CDMG|4AART|6SELL|8RCR
315	64162 13322	   	159.29	ACR|2VULN|1AART|1DMG|2ASPD	18VULN|289LHND|3LSRHEA|4RCR|5DMG|6AART|78ASPD|8BPWR|aLWND
316	64162 13323	   	159.29	ACR|2VULN|1AART|1DMG|2ASPD	18VULN|289LHND|3LSRHEA|4RCR|5DMG|6AART|78ASPD|8BPWR|aCGEN
317	33133 26533	   	159.28	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|24TLV|34VULN|4BPWR|5AART|6CGEN|7RCR|8CDMG|9RMIN|aDMG
318	33133 55213	   	159.28	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|24TLV|34VULN|4BPWR|5AART|6CDMG|7RCR|8DMSP|9FEWX|aDMG
319	33133 55351	   	159.28	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|24TLV|34VULN|4BPWR|5AART|6CDMG|7RCR|8BEXP|9DMG|aLWND
320	33133 55352	   	159.28	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|24TLV|34VULN|4BPWR|5AART|6CDMG|7RCR|8BEXP|9DMG|aRPLT
321	33133 55423	   	159.28	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|24TLV|34VULN|4BPWR|5AART|6CDMG|7RCR|8LWND|9LHND|aDMG
322	62323 55312	   	159.28	DCR|2VULN|1AART|1DMG|2ASPD	13VULN|2LWND|4FEWX|5AART|69ASPD|7RCR|8ERES|aDMG
323	64162 13312	   	159.19	ACR|2VULN|1AART|1DMG|2ASPD	18VULN|28LHND|3LSRHEA|4RCR|5DMG|6AART|78ASPD|8BPWR|9ERES|aBEXP
324	33133 55151	   	159.18	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|24TLV|34VULN|4BPWR|5AART|6CDMG|7RCR|8DUST|9LIT|aDMG
325	33133 45232	   	159.16	DCR|3VULN|1AART|1ZMB|1DUR	1ERES|24TLV|34aVULN|4BPWR|5AART|6ZMB|7RCR|8DUR|9BELT
326	64162 13313	   	159.09	ACR|2VULN|1AART|1DMG|2ASPD	18VULN|28LHND|3LSRHEA|4RCR|5DMG|6AART|78ASPD|8BPWR|9ERES|aLEGI
327	62162 16112	   	159.09	ACR|2VULN|1AART|1DMG|1CDMG	18VULN|2LWND|3LSRHEA|4RCR|5DMG|6AART|7MGNLIT|9MBVNT|aCDMG
328	12526 12122	   	159.08	ACR|2VULN|1AART|1DMG|2DUR	12LWND|2BPWR|3RCR|4FEWX|57DUR|69VULN|8AART|aDMG
329	33133 55143	   	159.08	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|24TLV|34VULN|4BPWR|5AART|6CDMG|7RCR|89DUST|aDMG
330	64162 13321	   	159.05	ACR|2VULN|1AART|1DMG|2ASPD|1SELL	18VULN|289LHND|3LSRHEA|4RCR|5DMG|6AART|78ASPD|8BPWR|aSELL
331	62411 26322	   	159.05	DCR|2AART|1VULN|1DMG|2CDMG	1VULN|2LWND|3aCDMG|4RMIN|5DMG|68AART|7RCR|9LHND
332	62411 26332	   	159.05	DCR|2AART|1VULN|1DMG|2CDMG	1VULN|2LWND|3aCDMG|49RMIN|5DMG|68AART|7RCR
333	64162 13111	   	158.99	ACR|2VULN|1AART|1DMG|2ASPD	1aVULN|2LHND|3LSRHEA|4RCR|5DMG|6AART|78ASPD|9ERES
