0	Index      	 *	Score 	Summary	Detail	
1	36621 31136	 * 	205.80	ACR|4VULN|3DMG|2CDMG	17aFEWX|27aDMG|3RCR|4CGEN|58CDMG|679aVULN|7aBPWR
169	14335 26422	 * 	176.83	DCR|3AART|2DMG|2VULN	126AART|3aDMG|4MBVNT|5LIT|7aVULN|8aCGEN|9RCR|aBPWR
170	13635 16111	   	176.83	DCR|3VULN|2AART|1DMG	13AART|25aVULN|4CANSTR|6BEXP|7RCR|8DMG|9RCVC
171	13341 51334	 * 	176.80	4VULN|2DMG|1AART|3ZMB|2ASPD	1AART|2689VULN|35aZMB|49ASPD|79DMG|9BPWR
172	13635 36111	   	176.73	DCR|3VULN|2AART|1DMG	13AART|25aVULN|4CANSTR|6LEGI|7RCR|8DMG|9RCVC
173	36621 31343	   	176.47	ACR|3DMG|2VULN|1CDMG|1DUR	17FEWX|27aDMG|3RCR|48CGEN|5CDMG|67VULN|7BPWR|9DUR
174	36621 31334	   	176.47	ACR|3VULN|2DMG|1CDMG|1DUR	17FEWX|27DMG|3RCR|48CGEN|5CDMG|679VULN|7BPWR|aDUR
175	14213 15116	   	176.47	DCR|2AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	12AART|34DUR|5DMG|6BASHEA|7ZMB|8RCR|9VULN|aCDMG
176	12613 66311	   	176.35	DCR|3DMG|2AART|1CDMG|2DUR	16AART|24DUR|3DMSP|578DMG|9RCR|aCDMG
177	14262 16222	   	176.35	DCR|3DMG|2AART|1CDMG|2DUR	12AART|38DUR|48ERES|578DMG|6RMIN|8BPWR|9RCR|aCDMG
178	12624 41122	   	176.27	ACR|3VULN|2AART|1CDMG|1DUR	17AART|2DUR|3DMSP|4RCR|5RMIN|6CDMG|89aVULN
179	13345 51333	 * 	176.10	5VULN|2DMG|1AART|2ZMB|2ASPD	1AART|25689VULN|3aZMB|49ASPD|79DMG|9BPWR
180	26113 34511	 * 	176.09	ACR|3DMG|2AART|1VULN|1DUR	1RPLT|2CGEN|3DUR|4VULN|5RCR|67aDMG|89AART
181	22113 34511	   	175.99	ACR|3DMG|2AART|1VULN|1DUR	1RPLT|2TLV|3DUR|4VULN|5RCR|67aDMG|89AART
182	22423 34511	   	175.99	ACR|3DMG|2AART|1VULN|1DUR	1RPLT|2TLV|3VULN|4DUR|5RCR|67aDMG|89AART
183	23213 34511	   	175.99	ACR|3DMG|2AART|1VULN|1DUR	1RPLT|2DUR|3ERES|4VULN|5RCR|67aDMG|89AART
184	23423 34511	   	175.99	ACR|3DMG|2AART|1VULN|1DUR	1RPLT|2DUR|3VULN|4ERES|5RCR|67aDMG|89AART
185	14323 22632	   	175.97	DCR|2AART|2VULN|2DMG	12AART|35DMG|4ERES|6DUST|79VULN|8RCR|aRCVC
186	12621 31361	   	175.93	ACR|2DMG|1AART|1VULN|2ZMB|2DUR	1AART|29DUR|3DMSP|4RCR|59ZMB|6VULN|7aLHND|89DMG|9BPWR
187	12621 31366	   	175.93	ACR|2DMG|1AART|1VULN|2ZMB|2DUR	1AART|29DUR|3DMSP|4RCR|59ZMB|6VULN|7LHND|89DMG|9BPWR|aBEXP
188	12621 33361	   	175.93	ACR|2DMG|1AART|1VULN|2ZMB|2DUR	1AART|29DUR|3DMSP|4RCR|59ZMB|6VULN|7LWND|89DMG|9BPWR|aLHND
189	12621 33363	   	175.93	ACR|2DMG|1AART|1VULN|2ZMB|2DUR	1AART|29DUR|3DMSP|4RCR|59ZMB|6VULN|7LWND|89DMG|9BPWR|aCGEN
190	12621 33366	   	175.93	ACR|2DMG|1AART|1VULN|2ZMB|2DUR	1AART|29DUR|3DMSP|4RCR|59ZMB|6VULN|7LWND|89DMG|9BPWR|aBEXP
191	36621 31113	   	175.85	ACR|3DMG|2VULN|2CDMG	17FEWX|27aDMG|3RCR|4CGEN|58CDMG|67VULN|7BPWR|9BEXP
192	36621 31132	   	175.85	ACR|3VULN|2DMG|2CDMG	17FEWX|27DMG|3RCR|4CGEN|58CDMG|679VULN|7BPWR|aDMSP
193	36621 31133	   	175.85	ACR|3VULN|2DMG|2CDMG	17aFEWX|27DMG|3RCR|4CGEN|58CDMG|679VULN|7BPWR
194	36621 31135	   	175.85	ACR|3VULN|2DMG|2CDMG	17FEWX|27DMG|3RCR|4CGEN|58CDMG|679VULN|7BPWR|aLIT
195	36621 31331	   	175.85	ACR|3VULN|2DMG|2CDMG	17FEWX|27DMG|3RCR|48CGEN|5aCDMG|679VULN|7BPWR
196	12621 31363	   	175.83	ACR|2DMG|1AART|1VULN|2ZMB|2DUR	1AART|29DUR|3DMSP|4RCR|59ZMB|6VULN|7LHND|89DMG|9BPWR|aERES
197	12621 36361	   	175.83	ACR|2DMG|1AART|1VULN|2ZMB|2DUR	1AART|29DUR|3DMSP|4RCR|59ZMB|6VULN|7DUST|89DMG|9BPWR|aLHND
198	12621 36363	   	175.83	ACR|2DMG|1AART|1VULN|2ZMB|2DUR	1AART|29DUR|3DMSP|4RCR|59ZMB|6VULN|7DUST|89DMG|9BPWR|aCGEN
199	13614 12314	   	175.81	DCR|2AART|2VULN|1DMG|2DUR|1ZMB	13AART|26VULN|46DUR|5RMIN|6BPWR|7MLV|8DMG|9ZMB|aRCR
200	14342 12214	   	175.81	DCR|2AART|2VULN|1DMG|2DUR|1ZMB	12AART|3DMG|46VULN|56DUR|6BPWR|7MLV|8CGEN|9ZMB|aRCR
