0	Index      	 *	Score 	Summary	Detail	
1	51136 31622	 * 	202.08	ACR|3VULN|2DMG|1AART|1CDMG|1ASPD	18LWND|2RCR|358VULN|4LIT|6ASPD|78DMG|8BPWR|9CDMG|aAART
162	51151 43213	   	176.13	ACR|3DMG|2VULN|1ZMB|1ASPD	16LWND|2RCR|38VULN|4ZMB|569DMG|6BPWR|7ASPD|aCGEN
163	12211 41254	 * 	176.10	DCR|3VULN|2DMG|2DUR|1ZMB	1ZMB|26DUR|3DUST|48aVULN|56DMG|6BPWR|7RCR|9CGEN
164	12211 41255	 * 	176.10	DCR|3DMG|2VULN|2DUR|1ZMB	1ZMB|26DUR|3DUST|48VULN|56aDMG|6BPWR|7RCR|9CGEN
165	12211 41451	   	176.10	DCR|3DMG|2VULN|2DUR|1ZMB	1ZMB|26DUR|3DUST|4aVULN|569DMG|6BPWR|7RCR|8RPLT
166	12222 41255	   	176.10	DCR|3VULN|2DMG|2DUR|1ZMB	1ZMB|26DUR|3DUST|4aDMG|568VULN|6BPWR|7RCR|9CGEN
167	51136 31153	   	176.03	ACR|3VULN|2DMG|1ZMB|1ASPD	1LWND|2RCR|359VULN|4LIT|6ASPD|78DMG|aZMB
168	51151 43211	   	176.03	ACR|3DMG|2VULN|1ZMB|1ASPD	16LWND|2RCR|38VULN|4ZMB|569DMG|6BPWR|7ASPD|aERES
169	12211 41224	   	176.00	DCR|3VULN|2DMG|2DUR|1ZMB	1ZMB|26DUR|3DUST|48aVULN|56DMG|6BPWR|7RCR|9TLV
170	12211 41225	   	176.00	DCR|3DMG|2VULN|2DUR|1ZMB	1ZMB|26DUR|3DUST|48VULN|56aDMG|6BPWR|7RCR|9TLV
171	12211 41364	   	176.00	DCR|3VULN|2DMG|2DUR|1ZMB	1ZMB|26DUR|3DUST|49aVULN|56DMG|6BPWR|7RCR|8TLV
172	12211 41365	   	176.00	DCR|3DMG|2VULN|2DUR|1ZMB	1ZMB|26DUR|3DUST|49VULN|56aDMG|6BPWR|7RCR|8TLV
173	12222 41225	   	176.00	DCR|3VULN|2DMG|2DUR|1ZMB	1ZMB|26DUR|3DUST|4aDMG|568VULN|6BPWR|7RCR|9TLV
174	12222 41365	   	176.00	DCR|3VULN|2DMG|2DUR|1ZMB	1ZMB|26DUR|3DUST|4aDMG|569VULN|6BPWR|7RCR|8TLV
175	61262 51221	   	175.94	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2RCR|39DUST|4RCVC|57aVULN|6AART|8DMG
176	41151 53133	   	175.90	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1BEXP|2RCR|3VULN|4ZMB|5DMG|68AART|7CGEN|9ASPD|aCDMG
177	51151 53133	   	175.90	ACR|2AART|1DMG|1VULN|1CDMG|1ZMB|1ASPD	1LWND|2RCR|3VULN|4ZMB|5DMG|68AART|7CGEN|9ASPD|aCDMG
178	51135 12152	   	175.55	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD	1LWND|2RCR|3aVULN|4LIT|5ASPD|6aTLV|7DMG|8aCDMG|9AART|aBPWR
179	41131 53152	 * 	175.44	ACR|2VULN|2AART|1DMG|1CDMG	1BEXP|2RCR|39VULN|4TLV|5DMG|68AART|7CGEN|aCDMG
180	51135 21122	   	175.25	ACR|2DMG|1AART|1VULN|2ASPD|1CDMG	1LWND|2RCR|3VULN|4LIT|56ASPD|78DMG|9CDMG|aAART
181	41312 51214	   	174.97	ACR|2VULN|2DMG|1AART|1DUR	14BEXP|2RCR|3DUR|57VULN|6AART|8aDMG|9LWND
182	41312 51242	   	174.97	ACR|2VULN|2DMG|1AART|1DUR	14BEXP|2RCR|3DUR|57VULN|6AART|8aDMG|9CGEN
183	41312 51161	   	174.94	ACR|3VULN|1AART|1DMG|1DUR	14BEXP|2RCR|3DUR|57aVULN|6AART|8RCVC|9DMG
184	41131 51215	   	174.87	ACR|2VULN|2DMG|1AART|1ASPD	1BEXP|2RCR|37VULN|4TLV|58DMG|6AART|9CGEN|aASPD
185	41131 51223	   	174.87	ACR|2VULN|2DMG|1AART|1DUR	1BEXP|2RCR|37VULN|4TLV|58DMG|6AART|9FEWX|aDUR
186	41131 51226	   	174.87	ACR|2VULN|2DMG|1AART|1ASPD	1BEXP|2RCR|37VULN|4TLV|58DMG|6AART|9FEWX|aASPD
187	41312 51224	   	174.87	ACR|2VULN|2DMG|1AART|1DUR	14BEXP|2RCR|3DUR|57VULN|6AART|8aDMG|9DUST
188	41135 32243	   	174.84	ACR|2DMG|2AART|1VULN|1CDMG	1BEXP|2RCR|3VULN|4TLV|5LIT|6aDMG|79AART|8CDMG
189	41151 43112	   	174.80	ACR|3DMG|1AART|1VULN|1ZMB	16BEXP|2RCR|3VULN|4ZMB|569DMG|6BPWR|78CGEN|aAART
190	41151 51123	   	174.80	ACR|2VULN|2AART|1DMG|1ZMB	1BEXP|2RCR|37VULN|4ZMB|5DMG|6aAART|8RCVC|9FEWX
191	41131 51236	   	174.77	ACR|2VULN|2DMG|1AART|1ASPD	1BEXP|2RCR|37VULN|4TLV|58DMG|6AART|9DUST|aASPD
192	61222 51214	   	174.77	ACR|2VULN|2DMG|1AART|1DUR	1DUR|2RCR|34DUST|57VULN|6AART|8aDMG|9LWND
193	61222 51234	   	174.77	ACR|2VULN|2DMG|1AART|1DUR	1DUR|2RCR|34DUST|57VULN|6AART|8aDMG|9FEWX
194	61222 51242	   	174.77	ACR|2VULN|2DMG|1AART|1DUR	1DUR|2RCR|34DUST|57VULN|6AART|8aDMG|9CGEN
195	12132 41355	 * 	174.76	DCR|3VULN|2DMG|2ZMB|1DUR	16ZMB|2DUR|3RMIN|4LHND|568VULN|6BPWR|7RCR|9aDMG
196	61222 51161	   	174.74	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2RCR|34DUST|57aVULN|6AART|8RCVC|9DMG
197	61346 31213	   	174.58	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	14DUR|2RCR|3RCVC|4BPWR|5DUST|68VULN|7ZMB|9DMG|aAART
198	61154 23212	   	174.52	ACR|3VULN|1DMG|2ZMB|2DUR|1ASPD	1aDUR|2RCR|358VULN|45ZMB|5BPWR|6TLV|7ASPD|9DMG
199	13311 41422	 * 	174.52	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1ZMB|26LWND|3DUR|4VULN|56DMG|6BPWR|7RCR|8RPLT|9CDMG|aAART
200	13322 41422	 * 	174.52	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1ZMB|26LWND|3DUR|4DMG|56VULN|6BPWR|7RCR|8RPLT|9CDMG|aAART
201	41135 32532	   	174.47	ACR|2VULN|2DMG|1AART|1ASPD	18BEXP|2RCR|38VULN|4TLV|5LIT|68DMG|7AART|8BPWR|9LWND|aASPD
202	41522 51233	   	174.44	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1BEXP|2RCR|3RCVC|4LWND|57VULN|6AART|8DMG|9ASPD|aCDMG
203	41532 51233	   	174.44	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1BEXP|2RCR|3RCVC|4LHND|57VULN|6AART|8DMG|9ASPD|aCDMG
204	61322 51336	   	174.34	ACR|2VULN|1AART|1DMG|2ASPD|1DUR	1DUR|2RCR|3RCVC|4LWND|57VULN|6AART|89ASPD|aDMG
205	61332 51336	   	174.34	ACR|2VULN|1AART|1DMG|2ASPD|1DUR	1DUR|2RCR|3RCVC|4LHND|57VULN|6AART|89ASPD|aDMG
206	22211 41263	   	174.15	DCR|2VULN|2DMG|1AART|2DUR	1ERES|26DUR|3DUST|48VULN|56DMG|6BPWR|7RCR|9RCVC|aAART
207	41162 12233	   	174.14	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1BEXP|2RCR|35VULN|4RCVC|6AART|7LWND|8DMG|9ASPD|aCDMG
208	51151 43231	   	174.12	ACR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	16LWND|2RCR|38VULN|4ZMB|56DMG|6BPWR|7ASPD|9LIT|aCDMG
209	51136 31131	   	174.02	ACR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1LWND|2RCR|35VULN|4LIT|6ASPD|78DMG|9ZMB|aCDMG
210	61262 51222	   	173.94	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2RCR|39DUST|4RCVC|57VULN|6AART|8DMG|aCDMG
211	41131 42361	   	173.94	ACR|3VULN|2DMG|1CDMG	16BEXP|2RCR|389VULN|4TLV|56DMG|6BPWR|7RCVC|aCDMG
212	61135 21153	   	173.92	ACR|2VULN|2DMG|2ASPD|1ZMB|1DUR	1DUR|2RCR|39VULN|4LIT|56ASPD|78DMG|aZMB
213	41151 12632	   	173.80	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BEXP|2RCR|3aVULN|4ZMB|5DMG|6MBVNT|7LIT|8AART|9CDMG
214	41162 62313	   	173.74	ACR|3VULN|1AART|1DMG|1DUR	1BEXP|2RCR|356VULN|4RCVC|7CGEN|8DUR|9DMG|aAART
215	41362 25213	   	173.74	ACR|3VULN|1AART|1DMG|1DUR	1BEXP|2RCR|3DUR|4RCVC|578VULN|6RMIN|9DMG|aAART
216	61262 25213	   	173.64	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2RCR|3DUST|4RCVC|578VULN|6RMIN|9DMG|aAART
217	53121 13632	   	173.50	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LWND|27AART|3MLV|4RCR|5DUR|6VULN|8DMG|9ZMB|aCDMG
218	53121 13635	 * 	173.50	ACR|2AART|1VULN|1DMG|1FLTHEA|1ZMB|1DUR	1LWND|27AART|3MLV|4RCR|5DUR|6VULN|8DMG|9ZMB|aFLTHEA
219	12211 51216	   	173.46	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1ZMB|2DUR|3DUST|47VULN|58DMG|6AART|9CGEN|aRCR
220	12222 51216	   	173.46	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1ZMB|2DUR|3DUST|48DMG|57VULN|6AART|9CGEN|aRCR
221	41162 63112	   	173.42	ACR|3VULN|2DMG|2DUR	1BEXP|2RCR|356VULN|4RCVC|79DMG|8aDUR
222	12325 36243	   	173.09	DCR|2DMG|1VULN|2CDMG|3DUR|2ZMB	1aZMB|234DUR|5RPLT|6RCR|7VULN|8aCDMG|9aDMG|aBPWR
223	61343 13532	   	173.09	ACR|2VULN|2DMG|3DUR|1ZMB	148DUR|2RCR|3RCVC|48BPWR|58DMG|6BELT|78VULN|9LHND|aZMB
224	41333 43447	   	173.07	ACR|2VULN|2DMG|1AART|1DUR	1BEXP|2RCR|3DUR|4aVULN|57DMG|6MBVNT|8RPLT|9AART
225	41335 43447	   	173.07	ACR|2VULN|2DMG|1AART|1DUR	1BEXP|2RCR|3DUR|4aVULN|5MBVNT|67DMG|8RPLT|9AART
226	61113 43447	   	173.07	ACR|2VULN|2DMG|1AART|1DUR	1DUR|2RCR|3aVULN|4BEXP|57DMG|6MBVNT|8RPLT|9AART
227	61115 43447	   	173.07	ACR|2VULN|2DMG|1AART|1DUR	1DUR|2RCR|3aVULN|4BEXP|5MBVNT|67DMG|8RPLT|9AART
228	41112 15431	   	173.04	ACR|3VULN|1AART|1DMG|1DUR	14BEXP|2RCR|359VULN|6AART|7LIT|8DMG|aDUR
229	41312 51252	   	173.04	ACR|3VULN|1AART|1DMG|1DUR	149BEXP|2RCR|3DUR|57aVULN|6AART|8DMG
230	41333 55333	   	173.04	ACR|3VULN|1AART|1DMG|1DUR	1BEXP|2RCR|3DUR|48aVULN|5DMG|6AART|7MGNLIT|9LIT
231	61113 55333	   	173.04	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2RCR|38aVULN|4BEXP|5DMG|6AART|7MGNLIT|9LIT
232	61123 43447	   	172.97	ACR|2VULN|2DMG|1AART|1DUR	1DUR|2RCR|3aVULN|4DUST|57DMG|6MBVNT|8RPLT|9AART
233	61125 43447	   	172.97	ACR|2VULN|2DMG|1AART|1DUR	1DUR|2RCR|3aVULN|4DUST|5MBVNT|67DMG|8RPLT|9AART
234	61233 43447	   	172.97	ACR|2VULN|2DMG|1AART|1DUR	1DUR|2RCR|3DUST|4aVULN|57DMG|6MBVNT|8RPLT|9AART
235	61235 43447	   	172.97	ACR|2VULN|2DMG|1AART|1DUR	1DUR|2RCR|3DUST|4aVULN|5MBVNT|67DMG|8RPLT|9AART
236	41312 51162	   	172.94	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	14BEXP|2RCR|3DUR|57VULN|6AART|8RCVC|9DMG|aCDMG
237	61123 55333	   	172.94	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2RCR|38aVULN|4DUST|5DMG|6AART|7MGNLIT|9LIT
238	61233 55333	   	172.94	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2RCR|3DUST|48aVULN|5DMG|6AART|7MGNLIT|9LIT
239	61222 51162	   	172.74	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2RCR|34DUST|57VULN|6AART|8RCVC|9DMG|aCDMG
240	61222 51222	   	172.74	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2RCR|349DUST|57aVULN|6AART|8DMG
241	51136 11422	   	172.70	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LWND|2RCR|35VULN|4LIT|6DMSP|7ZMB|8DMG|9CDMG|aAART
242	51136 21422	   	172.70	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LWND|2RCR|35VULN|46LIT|7ZMB|8DMG|9CDMG|aAART
243	41334 35322	   	172.67	ACR|2VULN|2DMG|1AART|1DUR	18BEXP|2RCR|3DUR|48VULN|5LHND|6CGEN|78DMG|8BPWR|9NUKE|aAART
244	32211 41152	   	172.65	DCR|2VULN|2DMG|1AART|2DUR	1CGEN|26DUR|3DUST|49VULN|56DMG|6BPWR|7RCR|8LHND|aAART
245	32211 41212	   	172.65	DCR|2VULN|2DMG|1AART|2DUR	1CGEN|26DUR|3DUST|48VULN|56DMG|6BPWR|7RCR|9LHND|aAART
246	32211 41253	   	172.65	DCR|2VULN|2DMG|1AART|2DUR	19CGEN|26DUR|3DUST|48VULN|56DMG|6BPWR|7RCR|aAART
247	32211 41262	   	172.65	DCR|2VULN|2DMG|1AART|2DUR	1CGEN|26DUR|3DUST|48VULN|56DMG|6BPWR|7RCR|9LWND|aAART
248	12222 41254	 * 	172.61	DCR|4VULN|1DMG|2DUR|1ZMB	1ZMB|26DUR|3DUST|4DMG|568aVULN|6BPWR|7RCR|9CGEN
249	53611 41231	 * 	172.61	DCR|3VULN|2AART|1ZMB|1DUR	1LWND|24AART|369VULN|5LIT|7RCR|8ZMB|aDUR
250	61151 35213	   	172.60	ACR|2VULN|2DMG|2DUR|1ZMB|1ASPD	17DUR|2RCR|38VULN|4ZMB|59DMG|6MLV|aASPD
251	61151 43232	   	172.60	ACR|2VULN|2DMG|2DUR|1ZMB|1ASPD	16DUR|2RCR|38VULN|4ZMB|56DMG|6BPWR|7ASPD|9LIT|aDUST
252	51113 52352	   	172.57	ACR|2VULN|2DMG|1AART|1DUR	1LWND|2RCR|38VULN|4BEXP|59DMG|6DUR|7LHND|aAART
253	51151 42322	   	172.56	ACR|3VULN|2DMG|1ZMB	16LWND|2RCR|389VULN|4ZMB|56DMG|6BPWR|7aRCVC
254	22211 41152	   	172.55	DCR|2VULN|2DMG|1AART|2DUR	1ERES|26DUR|3DUST|49VULN|56DMG|6BPWR|7RCR|8LHND|aAART
255	22211 41212	   	172.55	DCR|2VULN|2DMG|1AART|2DUR	1ERES|26DUR|3DUST|48VULN|56DMG|6BPWR|7RCR|9LHND|aAART
256	32211 41233	   	172.55	DCR|2VULN|2DMG|1AART|2DUR	1CGEN|26DUR|39DUST|48VULN|56DMG|6BPWR|7RCR|aAART
257	12222 41224	   	172.51	DCR|4VULN|1DMG|2DUR|1ZMB	1ZMB|26DUR|3DUST|4DMG|568aVULN|6BPWR|7RCR|9TLV
258	12222 41364	   	172.51	DCR|4VULN|1DMG|2DUR|1ZMB	1ZMB|26DUR|3DUST|4DMG|569aVULN|6BPWR|7RCR|8TLV
259	51123 52352	   	172.47	ACR|2VULN|2DMG|1AART|1DUR	1LWND|2RCR|38VULN|4DUST|59DMG|6DUR|7LHND|aAART
260	51233 52352	   	172.47	ACR|2VULN|2DMG|1AART|1DUR	1LWND|2RCR|3DUST|48VULN|59DMG|6DUR|7LHND|aAART
261	61143 33352	   	172.47	ACR|2VULN|2DMG|1AART|1DUR	1DUR|2RCR|38VULN|4LHND|59DMG|6DUST|7BEXP|aAART
262	22211 41233	   	172.45	DCR|2VULN|2DMG|1AART|2DUR	1ERES|26DUR|39DUST|48VULN|56DMG|6BPWR|7RCR|aAART
263	51136 36113	   	172.44	ACR|3VULN|1AART|1DMG|1ASPD	1LWND|2RCR|35aVULN|4LIT|6ASPD|7AART|8DMG|9RMIN
264	51136 36123	   	172.44	ACR|3VULN|1AART|1DMG|1ASPD	1LWND|2RCR|35aVULN|4LIT|6ASPD|7AART|8DMG|9BEXP
265	22222 41263	   	172.22	DCR|3VULN|1AART|1DMG|2DUR	1ERES|26DUR|3DUST|4DMG|568VULN|6BPWR|7RCR|9RCVC|aAART
266	41112 63225	   	172.18	ACR|4VULN|2DMG	149BEXP|2RCR|356aVULN|78DMG
267	41333 23263	   	172.14	ACR|3VULN|1AART|1DMG|1DUR	1BEXP|2RCR|3DUR|478VULN|5DMG|6ERES|9RCVC|aAART
268	61113 23263	   	172.14	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2RCR|378VULN|4BEXP|5DMG|6ERES|9RCVC|aAART
