0	Index      	 *	Score 	Summary	Detail	
1	12535 11216	 * 	287.27	DCR|2LIT|3MLV|3VULN	134MLV|2RMIN|4aBPWR|5BELT|68aVULN|7aLIT|9RCR
177	15312 13413	   	258.04	DCR|1LIT|2VULN|2DMG|1MLV|1DUR	1MLV|2VENTOX|3RMIN|4LIT|58DMG|6DUR|7RCR|9aVULN
178	21551 21314	   	258.04	DCR|1LIT|2VULN|2DMG|1MLV	14VULN|2LHND|38DMG|5LIT|6LWND|7RCR|9ERES|aMLV
179	21551 31314	   	258.04	DCR|1LIT|2VULN|2DMG|1MLV	14VULN|2LHND|38DMG|5LIT|6FEWX|7RCR|9ERES|aMLV
180	22532 41222	   	258.04	DCR|1LIT|2VULN|2DMG|1MLV	1aVULN|2DUST|39DMG|4LIT|5MLV|6CGEN|7RCR|8RPLT
181	23351 31366	   	258.04	DCR|1LIT|2VULN|2DMG|1MLV|1DUR	14VULN|28DMG|3DUR|5LIT|69BEXP|7RCR|aMLV
182	23651 21314	   	258.04	DCR|1LIT|2VULN|2DMG|1MLV	14VULN|28DMG|3LHND|5LIT|6LWND|7RCR|9ERES|aMLV
183	23651 31314	   	258.04	DCR|1LIT|2VULN|2DMG|1MLV	14VULN|28DMG|3LHND|5LIT|6FEWX|7RCR|9ERES|aMLV
184	15312 24611	   	258.03	DCR|2LIT|2VULN|1MLV|1DMG	1MLV|2VENTOX|3RMIN|47LIT|5DMG|69VULN|8FEWX|aRCR
185	22532 31222	   	257.94	DCR|1LIT|2VULN|2DMG|1MLV	1aVULN|2DUST|39DMG|4LIT|5MLV|6ERES|7RCR|8RPLT
186	21551 11314	   	257.94	DCR|1LIT|2VULN|2DMG|1MLV|1DUR	14VULN|2LHND|38DMG|5LIT|6DUR|7RCR|9ERES|aMLV
187	22551 21314	   	257.94	DCR|1LIT|2VULN|2DMG|1MLV	14VULN|2DUST|38DMG|5LIT|6LWND|7RCR|9ERES|aMLV
188	22551 31314	   	257.94	DCR|1LIT|2VULN|2DMG|1MLV	14VULN|2DUST|38DMG|5LIT|6FEWX|7RCR|9ERES|aMLV
189	23151 21314	   	257.94	DCR|1LIT|2VULN|2DMG|1MLV	14VULN|28DMG|3LEGI|5LIT|6LWND|7RCR|9ERES|aMLV
190	23151 31314	   	257.94	DCR|1LIT|2VULN|2DMG|1MLV	14VULN|28DMG|3LEGI|5LIT|6FEWX|7RCR|9ERES|aMLV
191	23351 31314	   	257.94	DCR|1LIT|2VULN|2DMG|1MLV|1DUR	14VULN|28DMG|3DUR|5LIT|6BEXP|7RCR|9ERES|aMLV
192	23551 11314	   	257.94	DCR|1LIT|2VULN|2DMG|1MLV|1DUR	14VULN|28DMG|3LWND|5LIT|6DUR|7RCR|9ERES|aMLV
193	23651 11314	   	257.94	DCR|1LIT|2VULN|2DMG|1MLV|1DUR	14VULN|28DMG|3LHND|5LIT|6DUR|7RCR|9ERES|aMLV
194	15112 24311	   	257.93	DCR|2LIT|2VULN|1MLV|1DMG	1MLV|2VENTOX|3ERES|47LIT|5DMG|69VULN|8LHND|aRCR
195	15112 24611	   	257.93	DCR|2LIT|2VULN|1MLV|1DMG	1MLV|2VENTOX|3ERES|47LIT|5DMG|69VULN|8FEWX|aRCR
196	15312 14511	   	257.93	DCR|2LIT|2VULN|1MLV|1DMG|1DUR	1MLV|2VENTOX|3RMIN|47LIT|5DMG|6DUR|89VULN|aRCR
197	15312 24111	   	257.93	DCR|2LIT|2VULN|1MLV|1DMG	1MLV|2VENTOX|3RMIN|47LIT|5DMG|69VULN|8DUST|aRCR
198	15312 24511	   	257.93	DCR|2LIT|2VULN|1MLV|1DMG	1MLV|2VENTOX|3RMIN|47LIT|5DMG|68VULN|9DUST|aRCR
199	22551 11314	   	257.84	DCR|1LIT|2VULN|2DMG|1MLV|1DUR	14VULN|2DUST|38DMG|5LIT|6DUR|7RCR|9ERES|aMLV
200	23151 11314	   	257.84	DCR|1LIT|2VULN|2DMG|1MLV|1DUR	14VULN|28DMG|3LEGI|5LIT|6DUR|7RCR|9ERES|aMLV
201	22532 31314	   	257.84	DCR|1LIT|2VULN|2DMG|1MLV	1aVULN|2DUST|38DMG|4LIT|5MLV|69ERES|7RCR
202	22532 31326	   	257.84	DCR|1LIT|2VULN|2DMG|1MLV|1DUR	1aVULN|2DUST|38DMG|4LIT|5MLV|6ERES|7RCR|9DUR
203	15111 34511	   	257.83	DCR|2LIT|2VULN|1MLV|1DMG	1MLV|2VENTOX|3ERES|47LIT|5DUST|6DMG|89VULN|aRCR
204	15112 14511	   	257.83	DCR|2LIT|2VULN|1MLV|1DMG|1DUR	1MLV|2VENTOX|3ERES|47LIT|5DMG|6DUR|89VULN|aRCR
205	15112 24111	   	257.83	DCR|2LIT|2VULN|1MLV|1DMG	1MLV|2VENTOX|3ERES|47LIT|5DMG|69VULN|8DUST|aRCR
206	15112 24511	   	257.83	DCR|2LIT|2VULN|1MLV|1DMG	1MLV|2VENTOX|3ERES|47LIT|5DMG|68VULN|9DUST|aRCR
207	63611 32621	   	257.72	DCR|2LIT|2VULN|1DMG|1AART|2ZMB	1ERES|29ZMB|34LIT|58VULN|6DMG|7RCR|aAART
208	63611 32216	   	257.71	DCR|2LIT|1VULN|1MLV|1DMG|1CDMG	1ERES|2ZMB|34LIT|5VULN|6DMG|7RCR|8CDMG|9LHND|aMLV
209	15112 24533	   	257.68	DCR|2LIT|2VULN|1MLV|1DMG|1SELL	1MLV|2VENTOX|3ERES|47LIT|5DMG|68VULN|9SELL|aRCR
210	23231 43553	   	257.45	DCR|1LIT|2VULN|1MLV|1DMG|1ASPD	18VULN|2DMG|3DMSP|4MLV|5LIT|6ZMB|7CANTOX|9RCR|aASPD
211	24354 34143	 * 	257.27	DCR|3LIT|2VULN|1DMG	14VULN|2BEXP|3ZMB|5MBVNT|6RCR|78aLIT|9DMG
