0	Index      	 *	Score 	Summary	Detail	
1	62421 43718	 * 	315.43	ACR|4VULN|2TLV|1AEFBLL|1DMG	1aTLV|2MBVNT|358aVULN|4RCR|6DMG|7AEFBLL|9aERES|aBPWR
165	26123 23112	   	295.21	DCR|DCR|2VULN|1TLV|1DMG	1DMG|2LWND|3TLV|4MDPS|57VULN|68RCR|9LEGI|aLIT
166	26123 23113	   	295.21	DCR|DCR|2VULN|1TLV|1DMG	1DMG|2LWND|3TLV|4MDPS|57VULN|68RCR|9LEGI|aDMSP
167	26123 23121	   	295.21	DCR|DCR|2VULN|1TLV|1DMG	1DMG|2LWND|3TLV|4MDPS|57VULN|68RCR|9MGNSTR|aLIT
168	26123 23124	   	295.21	DCR|DCR|2VULN|1TLV|1DMG	1DMG|2LWND|3TLV|4MDPS|57VULN|68RCR|9MGNSTR|aBEXP
169	26123 23126	   	295.21	DCR|DCR|2VULN|1TLV|1DMG	1DMG|2LWND|3TLV|4MDPS|57VULN|68RCR|9MGNSTR|aAME
170	26123 23136	   	295.21	DCR|DCR|2VULN|1TLV|1DMG	1DMG|2LWND|3TLV|4MDPS|57VULN|68RCR|9LHND|aDUST
171	26123 23154	   	295.21	DCR|DCR|2VULN|1TLV|1DMG	1DMG|2LWND|3TLV|4MDPS|57VULN|68RCR|9ERES|aFEWX
172	26123 23155	   	295.21	DCR|DCR|2VULN|1TLV|1DMG	1DMG|2LWND|3TLV|4MDPS|57VULN|68RCR|9ERES|aBEXP
173	26123 23161	   	295.21	DCR|DCR|2VULN|1TLV|1DMG	1DMG|2LWND|3TLV|4MDPS|57VULN|68RCR|9RCVC|aAETHUN
174	26123 23162	   	295.21	DCR|DCR|2VULN|1TLV|1DMG	1DMG|2LWND|3TLV|4MDPS|57VULN|68RCR|9RCVC|aERES
175	26123 23163	   	295.21	DCR|DCR|2VULN|1TLV|1DMG	1DMG|2LWND|3TLV|4MDPS|57VULN|68RCR|9RCVC|aDUST
176	26333 23126	   	295.21	DCR|DCR|2VULN|1TLV|1DMG	1DMG|2LWND|3AME|4MDPS|57VULN|68RCR|9MGNSTR|aTLV
177	26123 26134	   	295.18	DCR|DCR|1TLV|1VULN|1DMG|1AEBURN	1DMG|2LWND|3TLV|4MDPS|5VULN|68RCR|7AEBURN|9LHND|aNUKE
178	26123 26141	   	295.18	DCR|DCR|1TLV|1VULN|1DMG|1AEBURN	1DMG|2LWND|3TLV|4MDPS|5VULN|68RCR|7AEBURN|9DUR|aAME
179	26123 26142	   	295.18	DCR|DCR|1TLV|1VULN|1DMG|1AEBURN	1DMG|2LWND|3TLV|4MDPS|5VULN|68RCR|7AEBURN|9DUR|aLIT
180	63121 64131	   	295.18	ACR|DCR|1TLV|1VULN|1AEFBLL|1DMG	1TLV|2MDPS|3AEFBLL|48RCR|5VULN|6BEXP|7DMG|9DUR|aAME
181	63121 64132	   	295.18	ACR|DCR|1TLV|1VULN|1AEFBLL|1DMG	1TLV|2MDPS|3AEFBLL|48RCR|5VULN|6BEXP|7DMG|9DUR|aLIT
182	63121 64133	   	295.18	ACR|DCR|1TLV|1VULN|1AEFBLL|1DMG	1TLV|2MDPS|3AEFBLL|48RCR|5VULN|6BEXP|7DMG|9DUR|aLHND
183	24126 22162	   	295.18	DCR|DCR|1TLV|1VULN|1DMG|1AEBURN	1DMG|2VULN|3TLV|4MDPS|5DUR|68RCR|7DMSP|9AAC|aAEBURN
184	24126 22141	   	295.16	DCR|DCR|1TLV|1VULN|1DMG|2DUR|1AART	1DMG|2VULN|3TLV|4MDPS|5aDUR|68RCR|7DMSP|9AART
185	26123 23116	   	295.11	DCR|DCR|2VULN|1TLV|1DMG	1DMG|2LWND|3TLV|4MDPS|57VULN|68RCR|9LEGI|aDUST
186	26123 23123	   	295.11	DCR|DCR|2VULN|1TLV|1DMG	1DMG|2LWND|3TLV|4MDPS|57VULN|68RCR|9MGNSTR|aMBVNT
187	26123 23151	   	295.11	DCR|DCR|2VULN|1TLV|1DMG	1DMG|2LWND|3TLV|4MDPS|57VULN|68RCR|9ERES|aMBVNT
188	26123 23153	   	295.11	DCR|DCR|2VULN|1TLV|1DMG	1DMG|2LWND|3TLV|4MDPS|57VULN|68RCR|9aERES
189	26123 26114	   	295.08	DCR|DCR|1TLV|1VULN|1DMG|1AEBURN	1DMG|2LWND|3TLV|4MDPS|5VULN|68RCR|7AEBURN|9LEGI|aNUKE
190	26123 26122	   	295.08	DCR|DCR|1TLV|1VULN|1DMG|1AEBURN	1DMG|2LWND|3TLV|4MDPS|5VULN|68RCR|7AEBURN|9MGNSTR|aDUR
191	26123 26143	   	295.08	DCR|DCR|1TLV|1VULN|1DMG|1AEBURN	1DMG|2LWND|3TLV|4MDPS|5VULN|68RCR|7AEBURN|9DUR|aLEGI
192	63121 44131	   	295.08	ACR|DCR|1TLV|1VULN|1AEFBLL|1DMG	1TLV|2MDPS|3AEFBLL|48RCR|5VULN|6DUST|7DMG|9DUR|aAME
193	63121 44132	   	295.08	ACR|DCR|1TLV|1VULN|1AEFBLL|1DMG	1TLV|2MDPS|3AEFBLL|48RCR|5VULN|6DUST|7DMG|9DUR|aLIT
194	63121 44133	   	295.08	ACR|DCR|1TLV|1VULN|1AEFBLL|1DMG	1TLV|2MDPS|3AEFBLL|48RCR|5VULN|6DUST|7DMG|9DUR|aLHND
195	62421 44643	   	294.98	ACR|3VULN|2TLV|1DMG|1AART	17TLV|2MBVNT|359VULN|4RCR|6DMG|8AART|aDUR
196	62421 44783	   	294.98	ACR|3VULN|2TLV|1DMG|1AART	17TLV|2MBVNT|358VULN|4RCR|6DMG|9AART|aDUR
197	62426 42643	   	294.98	ACR|3VULN|2TLV|1DMG|1AART	15TLV|2MBVNT|379VULN|4RCR|6DMG|8AART|aDUR
198	62421 44848	   	294.71	ACR|3TLV|2VULN|2DMG|1CDMG	179TLV|2MBVNT|35VULN|4RCR|69DMG|89FEWX|9BPWR|aCDMG
199	62421 43843	   	294.58	ACR|3VULN|2TLV|1AEFBLL|1DMG	19TLV|2MBVNT|359VULN|4RCR|6DMG|7AEFBLL|89FEWX|9BPWR|aCGEN
200	62421 43844	   	294.58	ACR|3VULN|2TLV|1AEFBLL|1DMG	19TLV|2MBVNT|359VULN|4RCR|6DMG|7AEFBLL|89FEWX|9BPWR|aLIT
201	62422 42843	   	294.58	ACR|3VULN|2TLV|1DMG|1AEPOI	19TLV|2MBVNT|379VULN|4RCR|5AEPOI|6DMG|89FEWX|9BPWR|aCGEN
202	62422 42844	   	294.58	ACR|3VULN|2TLV|1DMG|1AEPOI	19TLV|2MBVNT|379VULN|4RCR|5AEPOI|6DMG|89FEWX|9BPWR|aLIT
203	62421 43841	   	294.48	ACR|3VULN|2TLV|1AEFBLL|1DMG	19TLV|2MBVNT|359VULN|4RCR|6DMG|7AEFBLL|89FEWX|9BPWR|aMDPS
204	62421 43845	   	294.48	ACR|3VULN|2TLV|1AEFBLL|1DMG	19TLV|2MBVNT|359VULN|4RCR|6DMG|7AEFBLL|89FEWX|9BPWR|aDUST
205	62421 43846	   	294.48	ACR|3VULN|2TLV|1AEFBLL|1DMG	19TLV|2MBVNT|359VULN|4RCR|6DMG|7AEFBLL|89FEWX|9BPWR|aERES
206	62421 43847	   	294.48	ACR|3VULN|2TLV|1AEFBLL|1DMG|1MSE	19TLV|2MBVNT|359VULN|4RCR|6DMG|7AEFBLL|89FEWX|9BPWR|aMSE
207	62421 43848	   	294.48	ACR|3VULN|2TLV|1AEFBLL|1DMG	19TLV|2MBVNT|359VULN|4RCR|6DMG|7AEFBLL|89FEWX|9BPWR|aAEWIND
208	62422 42841	   	294.48	ACR|3VULN|2TLV|1DMG|1AEPOI	19TLV|2MBVNT|379VULN|4RCR|5AEPOI|6DMG|89FEWX|9BPWR|aMDPS
209	62422 42845	   	294.48	ACR|3VULN|2TLV|1DMG|1AEPOI	19TLV|2MBVNT|379VULN|4RCR|5AEPOI|6DMG|89FEWX|9BPWR|aDUST
210	62422 42846	   	294.48	ACR|3VULN|2TLV|1DMG|1AEPOI	19TLV|2MBVNT|379VULN|4RCR|5AEPOI|6DMG|89FEWX|9BPWR|aERES
211	62422 42847	   	294.48	ACR|3VULN|2TLV|1DMG|1AEPOI|1MSE	19TLV|2MBVNT|379VULN|4RCR|5AEPOI|6DMG|89FEWX|9BPWR|aMSE
212	62422 42848	   	294.48	ACR|3VULN|2TLV|1DMG|1AEPOI	19TLV|2MBVNT|379VULN|4RCR|5AEPOI|6DMG|89FEWX|9BPWR|aAEWIND
213	62421 56212	   	294.44	ACR|5VULN|1TLV|1AEBURN	1TLV|2MBVNT|3569aVULN|4RCR|7RAT|8AEBURN
214	62422 13342	   	294.41	ACR|2TLV|2VULN|2DMG|1AEPOI	19TLV|2MBVNT|39VULN|4RCR|5AEPOI|6BEXP|79DMG|8DMSP|9BPWR|aZMB
215	62422 41247	   	294.38	ACR|3VULN|2TLV|1DMG|1AEPOI	19TLV|2MBVNT|39aVULN|4RCR|5AEPOI|6DMG|79ERES|8AAC|9BPWR
216	62422 44764	   	294.38	ACR|3VULN|2TLV|1DMG|1AEPOI	17TLV|2MBVNT|38aVULN|4RCR|5AEPOI|6DMG|9CGEN
217	62421 51238	   	294.30	ACR|DCR|3VULN|1TLV|1MSE	1TLV|2MBVNT|356VULN|4aRCR|7MSE|8DUR|9LIT
218	62421 43534	   	294.28	ACR|3VULN|1TLV|2ASPD|1AEFBLL|1DMG	1TLV|2MBVNT|35aVULN|4RCR|6DMG|7AEFBLL|89ASPD
219	62422 42534	   	294.28	ACR|3VULN|1TLV|2ASPD|1DMG|1AEPOI	1TLV|2MBVNT|37aVULN|4RCR|5AEPOI|6DMG|89ASPD
220	62422 44714	   	294.28	ACR|3VULN|2TLV|1AEPOI|1DMG	17TLV|2MBVNT|38aVULN|4RCR|5AEPOI|6DMG|9ERES
221	62426 43714	   	294.28	ACR|3VULN|2TLV|1AEFBLL|1DMG	15TLV|2MBVNT|38aVULN|4RCR|6DMG|7AEFBLL|9ERES
222	51221 24123	   	294.05	ACR|DCR|2VULN|1TLV|2DUR	19DUR|2AAC|3LHND|4aRCR|56VULN|7BELT|8TLV
223	51123 22135	   	293.95	DCR|DCR|2VULN|1TLV|2DUR	19DUR|2AAC|3TLV|4MDPS|5aVULN|68RCR|7DMSP
224	51621 24123	   	293.95	ACR|DCR|2VULN|1TLV|2DUR	19DUR|2AAC|3AETHUN|4aRCR|56VULN|7BELT|8TLV
225	62421 72173	   	293.85	ACR|5VULN|2TLV	18TLV|2MBVNT|3578aVULN|4RCR|68CGEN|8BPWR|9LIT
226	21151 33245	 * 	293.82	DCR|4VULN|1TLV|1DMG|1CDMG|1AART	1DMG|2AART|3459VULN|6DUST|7TLV|8CDMG|aRCR
227	21151 33515	   	293.82	DCR|4VULN|1TLV|1DMG|1CDMG|1AART	1DMG|2AART|3458VULN|6DUST|7TLV|9CDMG|aRCR
228	62421 72117	   	293.75	ACR|5VULN|2TLV	18TLV|2MBVNT|3578aVULN|4RCR|68CGEN|8BPWR|9ERES
229	62421 52143	   	293.65	ACR|5VULN|2TLV	18TLV|2MBVNT|3568aVULN|4RCR|78ERES|8BPWR|9LIT
230	62421 52447	   	293.55	ACR|5VULN|2TLV	19TLV|2MBVNT|3569aVULN|4RCR|79ERES|8LEGI|9BPWR
231	22263 51325	   	293.52	DCR|2TLV|2VULN|2DMG|3CDMG	19DMG|2RPLT|346CDMG|5LHND|79TLV|89VULN|9BPWR|aRCR
232	62421 48342	   	293.05	ACR|2TLV|2VULN|2DMG|2DUR	19TLV|2MBVNT|35VULN|4RCR|69DMG|79DUR|8DMSP|9BPWR|aZMB
233	62427 23342	   	293.05	ACR|2TLV|2VULN|2DMG|2DUR	19TLV|2MBVNT|36VULN|4RCR|59DUR|79DMG|8DMSP|9BPWR|aZMB
234	21151 53315	   	292.93	DCR|3VULN|1TLV|1DMG|1AEBURN|1CDMG|1AART	1DMG|2AART|345VULN|6LWND|7TLV|8AEBURN|9CDMG|aRCR
235	21151 33315	   	292.83	DCR|3VULN|1TLV|1DMG|1AEBURN|1CDMG|1AART	1DMG|2AART|345VULN|6DUST|7TLV|8AEBURN|9CDMG|aRCR
236	62421 13142	   	292.73	ACR|2TLV|2VULN|3DMG	19TLV|2MBVNT|35VULN|4RCR|69BEXP|789DMG|9BPWR|aDUR
237	24126 22123	   	292.70	DCR|DCR|1TLV|1VULN|2DMG	1aDMG|2VULN|3TLV|4MDPS|5DUR|68RCR|7DMSP|9LIT
238	62426 48144	 * 	292.50	ACR|3TLV|3DMG|1VULN|2DUR	159TLV|2MBVNT|3VULN|4RCR|689DMG|79DUR|9BPWR|aRAT
239	61251 33352	   	292.46	DCR|3VULN|2TLV|1AEBURN|1AART	16TLV|2AART|3CGEN|4ZMB|569VULN|6BPWR|7AME|8AEBURN|aRCR
240	64513 23331	   	292.28	DCR|DCR|2TLV|1VULN|1CDMG	15TLV|2VULN|3RAT|4LWND|67RCR|8LIT|9CGEN|aCDMG
241	64513 23312	 * 	292.28	DCR|DCR|3TLV|1VULN	15aTLV|2VULN|3RAT|4LWND|67RCR|8LIT|9LHND
242	64263 23331	   	292.18	DCR|DCR|2TLV|1VULN|1CDMG	15TLV|2VULN|3DUST|4RAT|67RCR|8LIT|9CGEN|aCDMG
243	64513 23123	   	292.18	DCR|DCR|2TLV|1VULN|2RAT	15TLV|2VULN|39RAT|4LWND|67RCR|8LHND|aZMB
244	64263 23312	   	292.18	DCR|DCR|3TLV|1VULN	15aTLV|2VULN|3DUST|4RAT|67RCR|8LIT|9LHND
245	62421 42843	   	292.10	ACR|3VULN|2TLV|2DMG	19TLV|2MBVNT|357VULN|4RCR|69DMG|89FEWX|9BPWR|aCGEN
246	62421 42844	   	292.10	ACR|3VULN|2TLV|2DMG	19TLV|2MBVNT|357VULN|4RCR|69DMG|89FEWX|9BPWR|aLIT
247	62421 72152	   	292.10	ACR|4VULN|2TLV	18TLV|2MBVNT|3578VULN|4RCR|68CGEN|8BPWR|9DUR|aZMB
248	64263 23123	   	292.08	DCR|DCR|2TLV|1VULN|2RAT	15TLV|2VULN|3DUST|49RAT|67RCR|8LHND|aZMB
249	21331 53415	   	292.07	DCR|2TLV|2VULN|2DMG|1CDMG|1AART	18DMG|2AART|36RMIN|4ERES|58VULN|78TLV|8BPWR|9CDMG|aRCR
250	62421 42841	   	292.00	ACR|3VULN|2TLV|2DMG	19TLV|2MBVNT|357VULN|4RCR|69DMG|89FEWX|9BPWR|aMDPS
251	62421 42845	   	292.00	ACR|3VULN|2TLV|2DMG	19TLV|2MBVNT|357VULN|4RCR|69DMG|89FEWX|9BPWR|aDUST
252	62421 42846	   	292.00	ACR|3VULN|2TLV|2DMG	19TLV|2MBVNT|357VULN|4RCR|69DMG|89FEWX|9BPWR|aERES
253	62421 42847	   	292.00	ACR|3VULN|2TLV|2DMG|1MSE	19TLV|2MBVNT|357VULN|4RCR|69DMG|89FEWX|9BPWR|aMSE
254	62421 42848	   	292.00	ACR|3VULN|2TLV|2DMG	19TLV|2MBVNT|357VULN|4RCR|69DMG|89FEWX|9BPWR|aAEWIND
255	62428 23343	   	292.00	ACR|3VULN|2TLV|2DMG	19TLV|2MBVNT|369VULN|4RCR|5LEGI|79DMG|8DMSP|9BPWR|aCGEN
256	62428 23344	   	292.00	ACR|3VULN|2TLV|2DMG	19TLV|2MBVNT|369VULN|4RCR|5LEGI|79DMG|8DMSP|9BPWR|aLIT
257	62423 42538	 * 	291.90	ACR|3VULN|2TLV|3ASPD	1aTLV|2MBVNT|37aVULN|4RCR|5CGEN|6AEWIND|89aASPD|aBPWR
258	62428 23341	   	291.90	ACR|3VULN|2TLV|2DMG	19TLV|2MBVNT|369VULN|4RCR|5LEGI|79DMG|8DMSP|9BPWR|aMDPS
259	62428 23345	   	291.90	ACR|3VULN|2TLV|2DMG	19TLV|2MBVNT|369VULN|4RCR|5LEGI|79DMG|8DMSP|9BPWR|aDUST
260	62428 23346	   	291.90	ACR|3VULN|2TLV|2DMG	19TLV|2MBVNT|369VULN|4RCR|5LEGI|79DMG|8DMSP|9BPWR|aERES
261	62428 23347	   	291.90	ACR|3VULN|2TLV|2DMG|1MSE	19TLV|2MBVNT|369VULN|4RCR|5LEGI|79DMG|8DMSP|9BPWR|aMSE
262	62428 23348	   	291.90	ACR|3VULN|2TLV|2DMG	19TLV|2MBVNT|369VULN|4RCR|5LEGI|79DMG|8DMSP|9BPWR|aAEWIND
263	62421 41247	   	291.90	ACR|3VULN|2TLV|2DMG	19TLV|2MBVNT|35aVULN|4RCR|69DMG|79ERES|8AAC|9BPWR
264	62421 52152	   	291.90	ACR|4VULN|2TLV	18TLV|2MBVNT|3568VULN|4RCR|78ERES|8BPWR|9DUR|aZMB
265	24225 24113	   	291.76	ACR|DCR|2TLV|1VULN|1DMG	1DMG|2VULN|3LHND|4aRCR|58TLV|6MLV|7BELT|9CGEN
266	33361 51325	 * 	291.63	DCR|2TLV|2VULN|2ASPD|3CDMG	146CDMG|29ASPD|3RPLT|5DUR|79TLV|89VULN|9BPWR|aRCR
267	62424 73842	   	291.56	ACR|DCR|2TLV|1VULN|1DMG	1aTLV|2MBVNT|3VULN|47RCR|5SNITOX|6LIT|8DMG|9LWND
268	65221 34133	   	291.10	ACR|DCR|1TLV|1VULN|1DMG|2DUR	1TLV|2BEXP|3DUST|48RCR|5VULN|69DUR|7DMG|aRAT
269	62421 44752	   	290.92	ACR|3VULN|2TLV|1DMG	17TLV|2MBVNT|358VULN|4RCR|6DMG|9DUR|aZMB
270	62427 46142	   	290.92	ACR|3VULN|2TLV|1AEBURN	19TLV|2MBVNT|379VULN|4RCR|5DUR|6AEBURN|89ERES|9BPWR|aZMB
271	63121 34141	   	290.88	ACR|DCR|1TLV|1VULN|1AEFBLL|1DMG|1AART|1MSE	1TLV|2MDPS|3AEFBLL|48RCR|5VULN|6MSE|7DMG|9AART|aDUR
272	62422 44847	   	290.48	ACR|3TLV|2VULN|1DMG|1AEPOI	179TLV|2MBVNT|39VULN|4RCR|5AEPOI|6DMG|89FEWX|9BPWR|aZMB
273	62422 44643	   	290.35	ACR|2TLV|2VULN|1DMG|1AEPOI|1AART	17TLV|2MBVNT|39VULN|4RCR|5AEPOI|6DMG|8AART|aDUR
274	62422 44783	   	290.35	ACR|2TLV|2VULN|1DMG|1AEPOI|1AART	17TLV|2MBVNT|38VULN|4RCR|5AEPOI|6DMG|9AART|aDUR
275	62426 43643	   	290.35	ACR|2TLV|2VULN|1AEFBLL|1DMG|1AART	15TLV|2MBVNT|39VULN|4RCR|6DMG|7AEFBLL|8AART|aDUR
276	51621 34133	   	290.30	ACR|DCR|2TLV|1VULN|2DUR	16DUR|2AAC|3AETHUN|4aRCR|5VULN|7BELT|89TLV
277	56321 34123	   	290.30	ACR|DCR|1TLV|1VULN|2ASPD|2DUR	16DUR|2LWND|39ASPD|4aRCR|5VULN|7BELT|8TLV
278	62424 73241	   	290.30	ACR|DCR|2TLV|1VULN|2DUR	1aTLV|2MBVNT|3VULN|47RCR|5aSNITOX|6LIT|8FEWX|9aDUR|aBPWR
279	62424 73741	   	290.30	ACR|DCR|2TLV|1VULN|2DUR	1aTLV|2MBVNT|3VULN|47RCR|5aSNITOX|6LIT|8LWND|9aDUR|aBPWR
280	63121 21156	   	290.01	ACR|DCR|1TLV|1VULN|1AEFBLL|1ASPD|1AART	1TLV|2MDPS|3AEFBLL|48RCR|5VULN|6ASPD|7LWND|9ERES|aAART
281	64513 23232	   	290.01	DCR|DCR|2TLV|1VULN|1DMG|2RAT|1MSE	15TLV|2VULN|3aRAT|4LWND|67RCR|8MSE|9DMG
282	62446 23141	   	290.00	ACR|2TLV|2VULN|3DMG	19TLV|2MBVNT|39VULN|4ZMB|5RCR|6MLV|789DMG|9BPWR|aBELT
283	62446 23143	   	290.00	ACR|2TLV|2VULN|3DMG	19TLV|2MBVNT|39VULN|4ZMB|5RCR|6MLV|789DMG|9BPWR|aRCVC
284	62446 23144	   	290.00	ACR|2TLV|2VULN|3DMG	19TLV|2MBVNT|39VULN|4ZMB|5RCR|6aMLV|789DMG|9BPWR
285	62446 23146	   	290.00	ACR|2TLV|2VULN|3DMG	19TLV|2MBVNT|39VULN|4ZMB|5RCR|6MLV|789DMG|9BPWR|aRMIN
286	62446 23147	   	290.00	ACR|2TLV|2VULN|3DMG	19TLV|2MBVNT|39VULN|4ZMB|5RCR|6MLV|789DMG|9BPWR|aAAC
287	62446 23148	   	290.00	ACR|2TLV|2VULN|3DMG	19TLV|2MBVNT|39VULN|4ZMB|5RCR|6MLV|789DMG|9BPWR|aRPLT
288	64263 23232	   	289.91	DCR|DCR|2TLV|1VULN|1DMG|2RAT|1MSE	15TLV|2VULN|3DUST|4aRAT|67RCR|8MSE|9DMG
289	62446 23145	   	289.90	ACR|2TLV|2VULN|3DMG	19TLV|2MBVNT|39VULN|4ZMB|5RCR|6MLV|789DMG|9BPWR|aBASFIG
290	62421 42643	   	289.83	ACR|4VULN|1TLV|1DMG|1AART	1TLV|2MBVNT|3579VULN|4RCR|6DMG|8AART|aDUR
291	62421 42783	   	289.83	ACR|4VULN|1TLV|1DMG|1AART	1TLV|2MBVNT|3578VULN|4RCR|6DMG|9AART|aDUR
292	62422 51238	   	289.67	ACR|DCR|2VULN|1TLV|1AEPOI|1MSE	1TLV|2MBVNT|36VULN|4aRCR|5AEPOI|7MSE|8DUR|9LIT
293	63121 36324	   	289.67	ACR|DCR|2VULN|1TLV|1AEFBLL|1MSE	1TLV|2MDPS|3AEFBLL|47RCR|5aVULN|6MSE|8VENTOX|9DUR
294	63121 34134	   	289.54	ACR|DCR|1TLV|1VULN|1AEFBLL|1DMG|1MSE	1TLV|2MDPS|3AEFBLL|48RCR|5VULN|6MSE|7DMG|9DUR|aNUKE
295	64513 23321	   	289.54	DCR|DCR|2TLV|1VULN|1AART	15TLV|2VULN|3RAT|4LWND|67RCR|8LIT|9VENFST|aAART
296	64263 23321	   	289.44	DCR|DCR|2TLV|1VULN|1AART	15TLV|2VULN|3DUST|4RAT|67RCR|8LIT|9VENFST|aAART
297	62421 43764	   	289.23	ACR|4VULN|1TLV|1AEFBLL|1DMG	1TLV|2MBVNT|358aVULN|4RCR|6DMG|7AEFBLL|9CGEN
298	62422 42764	   	289.23	ACR|4VULN|1TLV|1DMG|1AEPOI	1TLV|2MBVNT|378aVULN|4RCR|5AEPOI|6DMG|9CGEN
299	62421 72125	   	289.15	ACR|4VULN|2TLV|1ASPD	18TLV|2MBVNT|3578VULN|4RCR|68CGEN|8BPWR|9RCVC|aASPD
300	62421 72171	   	289.15	ACR|4VULN|2TLV|1ASPD	18TLV|2MBVNT|3578VULN|4RCR|68CGEN|8BPWR|9LIT|aASPD
301	62426 72112	   	289.15	ACR|4VULN|3TLV	158TLV|2MBVNT|378aVULN|4RCR|68CGEN|8BPWR|9FEWX
302	62421 43714	   	289.13	ACR|4VULN|1TLV|1AEFBLL|1DMG	1TLV|2MBVNT|358aVULN|4RCR|6DMG|7AEFBLL|9ERES
303	62422 42714	   	289.13	ACR|4VULN|1TLV|1AEPOI|1DMG	1TLV|2MBVNT|378aVULN|4RCR|5AEPOI|6DMG|9ERES
304	62422 55122	   	289.13	ACR|4VULN|1TLV|1DMG|1AEPOI	1TLV|2MBVNT|368aVULN|4RCR|5AEPOI|7MDPS|9DMG
305	62421 52131	   	288.95	ACR|4VULN|2TLV|1ASPD	18TLV|2MBVNT|3568VULN|4RCR|78ERES|8BPWR|9ASPD|aDMSP
306	62421 52132	   	288.95	ACR|4VULN|2TLV|1ASPD	18TLV|2MBVNT|3568VULN|4RCR|78ERES|8BPWR|9ASPD|aRPLT
307	62421 52133	   	288.95	ACR|4VULN|2TLV|1ASPD	18TLV|2MBVNT|3568VULN|4RCR|78ERES|8BPWR|9ASPD|aFEWX
308	62421 52135	   	288.95	ACR|4VULN|2TLV|1ASPD	18TLV|2MBVNT|3568VULN|4RCR|78ERES|8BPWR|9ASPD|aAAC
309	62421 52136	   	288.95	ACR|4VULN|2TLV|1ASPD	18TLV|2MBVNT|3568VULN|4RCR|78ERES|8BPWR|9ASPD|aLWND
310	62421 52141	   	288.95	ACR|4VULN|2TLV|1ASPD	18TLV|2MBVNT|3568VULN|4RCR|78ERES|8BPWR|9LIT|aASPD
311	62421 52123	   	288.95	ACR|4VULN|3TLV	189TLV|2MBVNT|3568VULN|4RCR|78ERES|8BPWR|aCGEN
312	62421 52124	   	288.95	ACR|4VULN|3TLV	189TLV|2MBVNT|3568VULN|4RCR|78ERES|8BPWR|aFEWX
313	62421 52125	   	288.95	ACR|4VULN|3TLV	189TLV|2MBVNT|3568VULN|4RCR|78ERES|8BPWR|aAAC
314	62421 52126	   	288.95	ACR|4VULN|3TLV	189TLV|2MBVNT|3568VULN|4RCR|78ERES|8BPWR|aLHND
315	62426 52112	   	288.95	ACR|4VULN|3TLV	158TLV|2MBVNT|368aVULN|4RCR|78ERES|8BPWR|9FEWX
316	64511 23332	   	288.90	DCR|DCR|2VULN|1TLV|2RAT	1TLV|2aVULN|35RAT|4LWND|67RCR|8LIT|9CGEN
317	62421 52121	   	288.85	ACR|4VULN|3TLV	189TLV|2MBVNT|3568VULN|4RCR|78ERES|8BPWR|aDUST
318	62421 52127	   	288.85	ACR|4VULN|3TLV|1MSE	189TLV|2MBVNT|3568VULN|4RCR|78ERES|8BPWR|aMSE
319	62426 52134	   	288.85	ACR|4VULN|3TLV	158TLV|2MBVNT|368aVULN|4RCR|78ERES|8BPWR|9SPLREG
320	62421 43643	   	288.84	ACR|3VULN|1TLV|1AEFBLL|1DMG|1AART	1TLV|2MBVNT|359VULN|4RCR|6DMG|7AEFBLL|8AART|aDUR
321	62421 43783	   	288.84	ACR|3VULN|1TLV|1AEFBLL|1DMG|1AART	1TLV|2MBVNT|358VULN|4RCR|6DMG|7AEFBLL|9AART|aDUR
322	62422 42643	   	288.84	ACR|3VULN|1TLV|1DMG|1AEPOI|1AART	1TLV|2MBVNT|379VULN|4RCR|5AEPOI|6DMG|8AART|aDUR
323	62422 42783	   	288.84	ACR|3VULN|1TLV|1DMG|1AEPOI|1AART	1TLV|2MBVNT|378VULN|4RCR|5AEPOI|6DMG|9AART|aDUR
324	62424 73173	   	288.80	ACR|DCR|2VULN|1TLV|1ASPD	1TLV|2MBVNT|39VULN|47RCR|5SNITOX|6LIT|8AAC|aASPD
325	62424 73473	   	288.80	ACR|DCR|2VULN|1TLV|1ASPD	1TLV|2MBVNT|39VULN|47RCR|5SNITOX|6LIT|8AME|aASPD
326	64261 23332	   	288.80	DCR|DCR|2VULN|1TLV|2RAT	1TLV|2aVULN|3DUST|45RAT|67RCR|8LIT|9CGEN
327	63121 21134	   	288.77	ACR|DCR|1TLV|1VULN|1AEFBLL|1ASPD	1TLV|2MDPS|3AEFBLL|48RCR|5VULN|6ASPD|7LWND|9LHND|aNUKE
328	63121 21141	   	288.77	ACR|DCR|1TLV|1VULN|1AEFBLL|1ASPD	1TLV|2MDPS|3AEFBLL|48RCR|5VULN|6ASPD|7LWND|9DUR|aAME
329	63121 21142	   	288.77	ACR|DCR|1TLV|1VULN|1AEFBLL|1ASPD	1TLV|2MDPS|3AEFBLL|48RCR|5VULN|6ASPD|7LWND|9DUR|aLIT
330	63121 21146	   	288.77	ACR|DCR|1TLV|1VULN|1AEFBLL|1ASPD	1TLV|2MDPS|3AEFBLL|48RCR|5VULN|6ASPD|7LWND|9DUR|aCGEN
331	63121 26134	   	288.77	ACR|DCR|1TLV|1VULN|1AEFBLL|1ASPD	1TLV|2MDPS|3AEFBLL|48RCR|5VULN|6ASPD|7LHND|9LWND|aNUKE
