0	Index      	Bounty	 *	Score 	Summary	Detail	
1	12553 21632	5	 * 	274.07	DCR|3VULN|2TLV|2DUR|1DMG|2LIT	19LIT|2aTLV|379VULN|4DUST|5DMG|69DUR|8RCR|9BPWR
167	16212 36242	1	 * 	247.82	DCR|2VULN|2DMG|2CDMG|1DUR|2LIT|1AART	19LIT|2aVULN|39DMG|4LWND|5AART|6DUR|79CDMG|8RCR|9BPWR
168	33223 53144	3	   	247.78	DCR|2VULN|3DUR|1TLV|3LIT	124DUR|24BPWR|348LIT|56VULN|7ASPD|9TLV|aRCR
169	33631 25633	6	   	247.77	DCR|2VULN|3DUR|2DMG	129DUR|29BPWR|3CGEN|49DMG|5LIT|6FEWX|79VULN|8RCR|aASPD
170	33631 25633	7	   	247.77	DCR|2VULN|3DUR|2DMG	129DUR|29BPWR|3CGEN|49DMG|5LIT|6FEWX|79VULN|8RCR|aASPD
171	33631 35633	5	   	247.77	DCR|2VULN|3DUR|2DMG	129DUR|29BPWR|3CGEN|49DMG|5LIT|6FEWX|79VULN|8RCR|aASPD
172	33223 36265	3	 * 	247.75	DCR|2VULN|3DUR|2TLV|3LIT	124DUR|248BPWR|348LIT|59VULN|68CGEN|78TLV|aRCR
173	32433 32242	7	 * 	247.71	ACR|3VULN|3DMG|3DUR	19aDUR|2RMIN|39aDMG|4RCR|5RCVC|6ASPD|7CGEN|89aVULN|9aBPWR
174	31411 25633	7	   	247.67	DCR|2VULN|3DUR|2DMG	149DUR|2ERES|39DMG|5LIT|6FEWX|79VULN|8RCR|9BPWR|aASPD
175	31411 25633	6	   	247.67	DCR|2VULN|3DUR|2DMG	149DUR|2ERES|39DMG|5LIT|6FEWX|79VULN|8RCR|9BPWR|aASPD
176	31411 35633	5	   	247.67	DCR|2VULN|3DUR|2DMG	149DUR|2ERES|39DMG|5LIT|6FEWX|79VULN|8RCR|9BPWR|aASPD
177	31631 25633	7	   	247.67	DCR|2VULN|3DUR|2DMG	139DUR|2ERES|49DMG|5LIT|6FEWX|79VULN|8RCR|9BPWR|aASPD
178	31631 25633	6	   	247.67	DCR|2VULN|3DUR|2DMG	139DUR|2ERES|49DMG|5LIT|6FEWX|79VULN|8RCR|9BPWR|aASPD
179	31631 35633	5	   	247.67	DCR|2VULN|3DUR|2DMG	139DUR|2ERES|49DMG|5LIT|6FEWX|79VULN|8RCR|9BPWR|aASPD
180	33431 25633	6	   	247.67	DCR|2VULN|3DUR|2DMG	129DUR|29BPWR|3ERES|49DMG|5LIT|6FEWX|79VULN|8RCR|aASPD
181	33431 25633	7	   	247.67	DCR|2VULN|3DUR|2DMG	129DUR|29BPWR|3ERES|49DMG|5LIT|6FEWX|79VULN|8RCR|aASPD
182	33431 35633	5	   	247.67	DCR|2VULN|3DUR|2DMG	129DUR|29BPWR|3ERES|49DMG|5LIT|6FEWX|79VULN|8RCR|aASPD
183	33112 42125	5	   	247.65	DCR|2VULN|3DUR|2TLV|1DMG	124DUR|2BPWR|3LHND|5aTLV|6DMG|79VULN|8RCR
184	33163 16125	6	   	247.65	DCR|2VULN|3DUR|2TLV|1DMG	127DUR|2BPWR|3LHND|4DMG|59VULN|6aTLV|8RCR
185	14111 25163	4	   	247.55	DCR|2VULN|3DUR|2TLV|3LIT	138LIT|257DUR|45TLV|5BPWR|69VULN|aRCR
186	14111 25381	4	 * 	247.55	DCR|2VULN|3DUR|3TLV|3LIT	139LIT|257DUR|459TLV|59BPWR|69VULN|8MBVNT|aRCR
187	33211 25163	4	   	247.55	DCR|2VULN|3DUR|2TLV|3LIT	127DUR|25BPWR|358LIT|45TLV|69VULN|aRCR
188	33223 46163	3	   	247.55	DCR|2VULN|3DUR|2TLV|3LIT	124DUR|24BPWR|348LIT|59VULN|67TLV|aRCR
189	33261 25163	3	   	247.55	DCR|2VULN|3DUR|2TLV|3LIT	127DUR|25BPWR|358LIT|45TLV|69VULN|aRCR
190	33332 42125	5	   	247.55	DCR|2VULN|3DUR|2TLV|1DMG	123DUR|23BPWR|4DUST|5aTLV|6DMG|79VULN|8RCR
191	33313 25412	9	 * 	247.47	DCR|3DUR|1VULN|2DMG|1TLV|2CDMG	123DUR|238BPWR|48CGEN|58CDMG|6RCR|78DMG|9VULN|aTLV
192	31423 24432	1	   	247.46	DCR|3VULN|2TLV|2DUR	1aDUR|27aVULN|3RCVC|4RPLT|5ERES|6LIT|8RCR|9aTLV|aBPWR
193	31523 24432	1	   	247.46	DCR|3VULN|2TLV|2DUR	1aDUR|27aVULN|3DMSP|4RPLT|5ERES|6LIT|8RCR|9aTLV|aBPWR
194	32163 11164	7	   	247.42	DCR|3VULN|2DUR|1TLV|2ASPD	1aDUR|2RMIN|35aVULN|45LHND|5aBPWR|6TLV|7RCR|8RCVC|9aASPD
195	32163 11224	7	   	247.42	DCR|3VULN|2DUR|1TLV|2ASPD	1aDUR|2RMIN|35aVULN|45LHND|5aBPWR|6TLV|7RCR|8aASPD|9DMSP
196	32163 11224	8	   	247.42	DCR|3VULN|2DUR|1TLV|2ASPD	1aDUR|2RMIN|35aVULN|45LHND|5aBPWR|6TLV|7RCR|8aASPD|9DMSP
197	32163 11254	7	   	247.42	DCR|3VULN|2DUR|1TLV|2ASPD	1aDUR|2RMIN|35aVULN|459LHND|5aBPWR|6TLV|7RCR|8aASPD
198	32163 11254	8	   	247.42	DCR|3VULN|2DUR|1TLV|2ASPD	1aDUR|2RMIN|35aVULN|459LHND|5aBPWR|6TLV|7RCR|8aASPD
199	33142 56332	2	   	247.41	DCR|2VULN|3DUR|2TLV|1DMG|1SELL	124DUR|24BPWR|34TLV|5SELL|6DMG|79VULN|8TBNT|aRCR
200	32111 11264	7	   	247.32	DCR|3VULN|2DUR|1TLV|2ASPD	1aDUR|2RMIN|39aVULN|45LWND|6TLV|7RCR|8aASPD|aBPWR
201	32115 11264	7	   	247.32	DCR|3VULN|2DUR|1TLV|2ASPD	1aDUR|25RMIN|39aVULN|4LWND|6TLV|7RCR|8aASPD|aBPWR
202	32124 11264	7	   	247.32	DCR|3VULN|2DUR|1TLV|2ASPD	1aDUR|2RMIN|39aVULN|4RCVC|5BEXP|6TLV|7RCR|8aASPD|aBPWR
203	32124 11264	8	   	247.32	DCR|3VULN|2DUR|1TLV|2ASPD	1aDUR|2RMIN|39aVULN|4RCVC|5BEXP|6TLV|7RCR|8aASPD|aBPWR
204	33323 55143	4	   	247.25	DCR|4VULN|3DUR|1NUKE	123DUR|23BPWR|4LIT|5678VULN|9NUKE|aRCR
205	33211 21436	1	   	247.21	DCR|4VULN|3DUR|1SELL	156DUR|2DUST|3FEWX|4568VULN|56BPWR|7SELL|9LIT|aRCR
206	33244 41333	8	   	246.79	DCR|3VULN|2DUR|1DMG|1CDMG	12DUR|2BPWR|3LIT|4CDMG|579VULN|6LHND|8DMG|aRCR
207	12212 51511	10	 * 	246.75	DCR|3VULN|3TLV|3ASPD|2LIT	19LIT|246TLV|369ASPD|5MBVNT|69BPWR|79aVULN|8RCR
208	12242 51511	10	   	246.75	DCR|3VULN|3TLV|3ASPD|2LIT	19LIT|256TLV|369ASPD|4MBVNT|69BPWR|79aVULN|8RCR
209	12313 22541	7	   	246.65	DCR|3VULN|1TLV|1DUR|1CDMG	1LIT|2TLV|3CDMG|4LHND|5DUR|67aVULN|8ASPD|9RCR
210	12313 24541	6	   	246.65	DCR|3VULN|1TLV|1DUR|1CDMG	1LIT|2TLV|3CDMG|4LHND|5DUR|67aVULN|8ASPD|9RCR
211	12313 34541	4	   	246.65	DCR|3VULN|1TLV|1DUR|1CDMG	1LIT|2TLV|3CDMG|4LHND|5DUR|67aVULN|8ASPD|9RCR
212	12313 34541	5	   	246.65	DCR|3VULN|1TLV|1DUR|1CDMG	1LIT|2TLV|3CDMG|4LHND|5DUR|67aVULN|8ASPD|9RCR
213	13222 64431	3	   	246.65	DCR|3VULN|1TLV|1DUR|1CDMG	1LIT|2FEWX|3DUR|4CDMG|5ASPD|67aVULN|8RCR|9TLV
214	14316 22431	7	   	246.65	DCR|3VULN|1TLV|1DUR|1CDMG	1LIT|2DUR|3ASPD|4LHND|5CDMG|67aVULN|8RCR|9TLV
215	33311 26156	1	   	246.47	DCR|3VULN|3DUR|1DMG	156DUR|2DUST|3LWND|456VULN|56BPWR|7DMSP|8RCR|9ASPD|aDMG
216	14111 54321	10	 * 	246.41	DCR|2VULN|2DUR|1TLV|3LIT|1DMG	135LIT|28DUR|4TLV|68ZMB|78VULN|8BPWR|9DMG|aRCR
217	33216 36623	8	   	246.34	DCR|3DMG|1VULN|2DUR|1TLV	12DUR|2BPWR|3LIT|4TLV|568DMG|7VULN|9RCR|aASPD
218	14141 53333	9	   	246.33	DCR|2VULN|2DMG|2DUR|2LIT|1CDMG	13LIT|29DUR|4CDMG|5ERES|69VULN|7MLV|89DMG|9BPWR|aRCR
219	33163 16632	10	 * 	246.31	DCR|2VULN|2DUR|1TLV|1DMG|2CDMG	12DUR|2BPWR|3LHND|4DMG|59VULN|6TLV|78CDMG|aRCR
220	12532 84252	6	 * 	246.31	DCR|3VULN|1TLV|3CDMG|3LIT	18aLIT|2TLV|38aVULN|4LWND|5MBVNT|6CGEN|78aCDMG|8aBPWR|9RCR
221	12532 44252	5	   	246.21	DCR|3VULN|3CDMG|1TLV|3LIT	18aLIT|2TLV|38aVULN|4LWND|5MBVNT|6ERES|78aCDMG|8aBPWR|9RCR
222	32132 11632	3	   	246.03	DCR|3VULN|2DUR|1TLV|2LIT	19DUR|2RMIN|379VULN|4CGEN|5FEWX|69LIT|8RCR|9BPWR|aTLV
223	32141 11632	5	   	246.03	DCR|3VULN|2DUR|1TLV|2LIT	19DUR|2RMIN|379VULN|4MLV|5LWND|69LIT|8RCR|9BPWR|aTLV
224	32142 11632	4	   	246.03	DCR|3VULN|2DUR|1TLV|2LIT	19DUR|2RMIN|379VULN|4MLV|5FEWX|69LIT|8RCR|9BPWR|aTLV
225	32144 11632	5	   	246.03	DCR|3VULN|2DUR|1TLV|2LIT	19DUR|2RMIN|379VULN|4MLV|5BEXP|69LIT|8RCR|9BPWR|aTLV
226	32146 11632	5	   	246.03	DCR|3VULN|2DUR|1TLV|2LIT	19DUR|2RMIN|379VULN|4MLV|5FEWX|69LIT|8RCR|9BPWR|aTLV
227	32146 33632	7	   	246.03	DCR|3VULN|2DUR|1TLV|2LIT	19DUR|2RMIN|369VULN|4MLV|5FEWX|79LIT|8RCR|9BPWR|aTLV
228	11541 21632	5	   	246.03	DCR|3VULN|2DUR|1TLV|2LIT	19LIT|2RMIN|379VULN|4CGEN|5FEWX|69DUR|8RCR|9BPWR|aTLV
229	11521 21632	5	   	245.93	DCR|3VULN|2DUR|1TLV|2LIT	19LIT|2RMIN|379VULN|4ERES|5FEWX|69DUR|8RCR|9BPWR|aTLV
230	11553 21632	4	   	245.93	DCR|3VULN|2DUR|1TLV|2LIT	19LIT|2RMIN|379VULN|4DUST|5CGEN|69DUR|8RCR|9BPWR|aTLV
231	12512 41244	10	   	245.93	DCR|3VULN|2DUR|1TLV|2LIT	19LIT|2TLV|39aVULN|4LHND|5MBVNT|6RCR|7BEXP|89DUR|9BPWR
232	12512 41246	9	   	245.93	DCR|3VULN|2DUR|1TLV|2LIT	19LIT|2TLV|39aVULN|4LHND|5MBVNT|6RCR|7BEXP|89DUR|9BPWR
233	12512 47244	10	   	245.93	DCR|3VULN|2DUR|1TLV|2LIT	19LIT|2TLV|39aVULN|4LHND|5MBVNT|6RCR|7FEWX|89DUR|9BPWR
234	12512 47246	9	   	245.93	DCR|3VULN|2DUR|1TLV|2LIT	19LIT|2TLV|39aVULN|4LHND|5MBVNT|6RCR|7FEWX|89DUR|9BPWR
235	32112 11632	3	   	245.93	DCR|3VULN|2DUR|1TLV|2LIT	19DUR|2RMIN|379VULN|4ERES|5FEWX|69LIT|8RCR|9BPWR|aTLV
236	32131 11632	5	   	245.93	DCR|3VULN|2DUR|1TLV|2LIT	19DUR|2RMIN|379VULN|4ERES|5LWND|69LIT|8RCR|9BPWR|aTLV
237	32132 11632	4	   	245.93	DCR|3VULN|2DUR|1TLV|2LIT	19DUR|2RMIN|379VULN|4ERES|5FEWX|69LIT|8RCR|9BPWR|aTLV
238	32134 11632	5	   	245.93	DCR|3VULN|2DUR|1TLV|2LIT	19DUR|2RMIN|379VULN|4ERES|5BEXP|69LIT|8RCR|9BPWR|aTLV
239	32136 11632	5	   	245.93	DCR|3VULN|2DUR|1TLV|2LIT	19DUR|2RMIN|379VULN|4ERES|5FEWX|69LIT|8RCR|9BPWR|aTLV
240	32136 33632	7	   	245.93	DCR|3VULN|2DUR|1TLV|2LIT	19DUR|2RMIN|369VULN|4ERES|5FEWX|79LIT|8RCR|9BPWR|aTLV
241	53313 36512	5	   	245.87	DCR|3VULN|1TLV|1DMG|1DUR|1AART|1SELL	1CGEN|2SELL|38aVULN|4DMG|5AART|6RCR|7TLV|9DUR
242	12563 31631	6	   	245.83	DCR|3VULN|2DUR|1TLV|2LIT|1NUKE	19LIT|2TLV|379VULN|4NUKE|59DUR|6LEGI|8RCR|9BPWR|aLHND
243	12563 31631	7	   	245.83	DCR|3VULN|2DUR|1TLV|2LIT|1NUKE	19LIT|2TLV|379VULN|4NUKE|59DUR|6LEGI|8RCR|9BPWR|aLHND
244	12563 31633	6	   	245.83	DCR|3VULN|2DUR|1TLV|2LIT|1NUKE	19LIT|2TLV|379VULN|4NUKE|59DUR|6LEGI|8RCR|9BPWR|aBELT
245	12563 31633	7	   	245.83	DCR|3VULN|2DUR|1TLV|2LIT|1NUKE	19LIT|2TLV|379VULN|4NUKE|59DUR|6LEGI|8RCR|9BPWR|aBELT
246	12255 31622	9	   	245.78	DCR|2VULN|3DUR|1TLV|1AART	1LIT|2TLV|3ASPD|4AART|56VULN|79aDUR|8RCR
247	16363 31632	6	   	245.73	DCR|3VULN|2DUR|1TLV|2LIT|1NUKE	19LIT|2ERES|379VULN|4NUKE|59DUR|6LEGI|8RCR|9BPWR|aTLV
248	16363 32632	7	   	245.73	DCR|3VULN|2DUR|1TLV|2LIT|1NUKE	19LIT|2ERES|379VULN|4NUKE|59DUR|6LEGI|8RCR|9BPWR|aTLV
249	31122 12365	5	   	245.65	DCR|4VULN|1TLV|1DUR	1DUR|2ERES|3567VULN|4RCVC|8TLV|9RCR|aLIT
250	31122 42365	5	   	245.65	DCR|4VULN|1TLV|1DUR	1DUR|26ERES|3567VULN|4RCVC|6BPWR|8TLV|9RCR|aLIT
251	31132 12365	5	   	245.55	DCR|4VULN|1TLV|1DUR	1DUR|24ERES|3567VULN|8TLV|9RCR|aLIT
252	16223 13223	1	   	245.36	DCR|2VULN|3DMG|1TLV	1LIT|26VULN|356DMG|4RMIN|6BPWR|7TLV|8ERES|9RCR|aASPD
253	31422 33364	1	   	245.00	DCR|3VULN|2DUR|1DMG|2CDMG	1aDUR|25aVULN|3RCVC|4RPLT|6DMG|7CGEN|8RCR|9aCDMG|aBPWR
254	31522 33364	1	   	245.00	DCR|3VULN|2DUR|1DMG|2CDMG	1aDUR|25aVULN|3DMSP|4RPLT|6DMG|7CGEN|8RCR|9aCDMG|aBPWR
255	13213 33664	4	   	244.90	DCR|3VULN|1TLV|1DUR|2LIT|1CDMG	15LIT|2FEWX|3DUR|45aVULN|5BPWR|6DUST|7TLV|8RCR|9CDMG
256	12323 53233	7	   	244.90	DCR|3VULN|1TLV|1DUR|2LIT|1CDMG	14LIT|2TLV|3CDMG|569VULN|7BEXP|8DUR|aRCR
257	12323 53333	8	   	244.90	DCR|3VULN|1TLV|1DUR|2LIT|1CDMG	14LIT|2TLV|3CDMG|569VULN|7BEXP|8DUR|aRCR
258	13236 51132	1	 * 	244.88	ACR|3VULN|2DMG|2TLV|1DUR|2LIT	19LIT|2LWND|39DMG|4DUR|5RCR|6aTLV|789VULN|9BPWR
259	13246 51132	2	   	244.88	ACR|3VULN|2DMG|2TLV|1DUR|2LIT	19LIT|2FEWX|39DMG|4DUR|5RCR|6aTLV|789VULN|9BPWR
260	14216 51132	2	   	244.88	ACR|3VULN|2DMG|2TLV|1DUR|2LIT	19LIT|2DUR|39DMG|4LWND|5RCR|6aTLV|789VULN|9BPWR
261	14236 51132	2	   	244.88	ACR|3VULN|2DMG|2TLV|1DUR|2LIT	19LIT|2DUR|39DMG|4FEWX|5RCR|6aTLV|789VULN|9BPWR
262	13253 21132	1	   	244.88	ACR|3VULN|2DMG|2TLV|1DUR|2LIT	19LIT|2LWND|39DMG|4aTLV|5RCR|6DUR|789VULN|9BPWR
263	34431 11132	5	 * 	244.84	ACR|3VULN|2DMG|2DUR|1TLV	19DUR|2CGEN|39DMG|4RCR|5LWND|6LIT|789VULN|9BPWR|aTLV
264	34432 11132	4	   	244.84	ACR|3VULN|2DMG|2DUR|1TLV	19DUR|2CGEN|39DMG|4RCR|5FEWX|6LIT|789VULN|9BPWR|aTLV
265	34434 11132	5	   	244.84	ACR|3VULN|2DMG|2DUR|1TLV	19DUR|2CGEN|39DMG|4RCR|5BEXP|6LIT|789VULN|9BPWR|aTLV
266	34436 31132	6	   	244.84	ACR|3VULN|2DMG|2DUR|1TLV	19DUR|2CGEN|39DMG|4RCR|5LIT|6BEXP|789VULN|9BPWR|aTLV
267	34436 31132	7	   	244.84	ACR|3VULN|2DMG|2DUR|1TLV	19DUR|2CGEN|39DMG|4RCR|5LIT|6BEXP|789VULN|9BPWR|aTLV
268	35431 11132	5	   	244.84	ACR|3VULN|2DMG|2DUR|1TLV	19DUR|2MLV|39DMG|4RCR|5LWND|6LIT|789VULN|9BPWR|aTLV
269	35432 11132	4	   	244.84	ACR|3VULN|2DMG|2DUR|1TLV	19DUR|2MLV|39DMG|4RCR|5FEWX|6LIT|789VULN|9BPWR|aTLV
270	35434 11132	5	   	244.84	ACR|3VULN|2DMG|2DUR|1TLV	19DUR|2MLV|39DMG|4RCR|5BEXP|6LIT|789VULN|9BPWR|aTLV
271	35436 11132	5	   	244.84	ACR|3VULN|2DMG|2DUR|1TLV	19DUR|2MLV|39DMG|4RCR|5FEWX|6LIT|789VULN|9BPWR|aTLV
272	31431 11132	5	   	244.74	ACR|3VULN|2DMG|2DUR|1TLV	19DUR|2ERES|39DMG|4RCR|5LWND|6LIT|789VULN|9BPWR|aTLV
273	31432 11132	4	   	244.74	ACR|3VULN|2DMG|2DUR|1TLV	19DUR|2ERES|39DMG|4RCR|5FEWX|6LIT|789VULN|9BPWR|aTLV
274	31434 11132	5	   	244.74	ACR|3VULN|2DMG|2DUR|1TLV	19DUR|2ERES|39DMG|4RCR|5BEXP|6LIT|789VULN|9BPWR|aTLV
275	31436 11132	5	   	244.74	ACR|3VULN|2DMG|2DUR|1TLV	19DUR|2ERES|39DMG|4RCR|5FEWX|6LIT|789VULN|9BPWR|aTLV
276	34436 31132	5	   	244.74	ACR|3VULN|2DMG|2DUR|1TLV	19DUR|2CGEN|39DMG|4RCR|5LIT|6DUST|789VULN|9BPWR|aTLV
277	12144 25222	5	   	244.72	DCR|2VULN|2TLV|2DUR|1CDMG	1LIT|28TLV|3ERES|4CDMG|58VULN|6LWND|78DUR|8BPWR|9ASPD|aRCR
278	12145 25222	4	   	244.72	DCR|2VULN|2TLV|2DUR|1CDMG	1LIT|28TLV|3ERES|4CDMG|58VULN|6LWND|78DUR|8BPWR|9ASPD|aRCR
279	12344 25222	5	   	244.72	DCR|2VULN|2TLV|2DUR|1CDMG	1LIT|28TLV|3CDMG|4ERES|58VULN|6LWND|78DUR|8BPWR|9ASPD|aRCR
280	12345 25222	4	   	244.72	DCR|2VULN|2TLV|2DUR|1CDMG	1LIT|28TLV|3CDMG|4ERES|58VULN|6LWND|78DUR|8BPWR|9ASPD|aRCR
281	32431 31124	9	 * 	244.61	ACR|3VULN|2DMG|2TLV|2DUR	1aDUR|2RMIN|3aDMG|4RCR|5LWND|689VULN|7aTLV|aBPWR
282	32431 31164	8	   	244.61	ACR|3VULN|2DMG|2TLV|2DUR	1aDUR|2RMIN|3aDMG|4RCR|5LWND|689VULN|7aTLV|aBPWR
283	32434 31124	9	   	244.61	ACR|3VULN|2DMG|2TLV|2DUR	1aDUR|2RMIN|3aDMG|4RCR|5BEXP|689VULN|7aTLV|aBPWR
284	14416 32221	6	   	244.59	DCR|3DMG|1VULN|2DUR|1TLV|2LIT	13LIT|23DUR|3BPWR|4TLV|567DMG|8LEGI|9RCR|aVULN
285	15125 33115	6	   	244.53	DCR|3VULN|2TLV|3LIT|1DUR	134LIT|29LHND|5DUR|69aVULN|7RCR|89TLV|9BPWR
286	13261 22431	7	   	244.51	DCR|3VULN|1TLV|1DMG|1DUR|1SELL	1LIT|2FEWX|3DUR|4DMG|5SELL|67aVULN|8RCR|9TLV
287	13261 22443	7	   	244.51	DCR|3VULN|1TLV|1DMG|1DUR|1SELL	1LIT|2FEWX|3DUR|4DMG|5SELL|679VULN|8RCR|aTLV
288	13261 24431	6	   	244.51	DCR|3VULN|1TLV|1DMG|1DUR|1SELL	1LIT|2FEWX|3DUR|4DMG|5SELL|67aVULN|8RCR|9TLV
289	53341 23253	4	   	244.51	DCR|3VULN|1TLV|1DMG|1DUR|1SELL	1CGEN|2SELL|346VULN|5DUR|7LIT|8TLV|9DMG|aRCR
290	12231 62553	4	   	244.48	DCR|1VULN|2DMG|2TLV|1DUR|2LIT|1CDMG	15LIT|2aTLV|3ASPD|45DMG|5BPWR|6RCR|7VULN|8DUR|9CDMG
291	13233 25632	1	   	244.40	DCR|2VULN|2DMG|1TLV|1DUR|2LIT	19LIT|2LWND|39DMG|4DUR|5CGEN|6RCVC|79VULN|8RCR|9BPWR|aTLV
292	13233 65632	1	   	244.40	DCR|2VULN|2DMG|1TLV|1DUR|2LIT	19LIT|26LWND|39DMG|4DUR|5CGEN|79VULN|8RCR|9BPWR|aTLV
293	14213 25632	2	   	244.40	DCR|2VULN|2DMG|1TLV|1DUR|2LIT	19LIT|2DUR|39DMG|4LWND|5CGEN|6RCVC|79VULN|8RCR|9BPWR|aTLV
294	33312 11566	10	   	244.40	DCR|3VULN|3DUR|1TLV	123DUR|238BPWR|48CGEN|578VULN|68BEXP|9TLV|aRCR
295	35211 26115	1	   	244.40	DCR|3VULN|3DUR|1TLV	156DUR|2LHND|39FEWX|456VULN|56BPWR|7DMSP|8RCR|aTLV
296	12231 62345	4	   	244.34	DCR|2VULN|2DMG|2TLV|2LIT	15LIT|29TLV|3ASPD|45DMG|5BPWR|6RCR|7aVULN|8DUST
297	12631 12625	4	   	244.30	DCR|2VULN|2DMG|1TLV|1DUR|2LIT	15LIT|2TLV|3MLV|45DMG|5BPWR|6DUR|7aVULN|8RCR|9LWND
298	12631 12635	4	   	244.30	DCR|2VULN|2DMG|1TLV|1DUR|2LIT	15LIT|2TLV|3MLV|45DMG|5BPWR|6DUR|7aVULN|8RCR|9BEXP
299	21415 11632	4	   	244.30	DCR|2VULN|2DMG|1TLV|1DUR|2LIT	19LWND|2ERES|39DMG|4DUR|57VULN|69LIT|8RCR|9BPWR|aTLV
300	13232 15632	1	   	244.30	DCR|2VULN|2DMG|1TLV|1DUR|2LIT	19LIT|2LWND|39DMG|4DUR|5DMSP|6ERES|79VULN|8RCR|9BPWR|aTLV
301	14212 15632	2	   	244.30	DCR|2VULN|2DMG|1TLV|1DUR|2LIT	19LIT|2DUR|39DMG|4LWND|5DMSP|6ERES|79VULN|8RCR|9BPWR|aTLV
302	35212 26125	1	   	244.30	DCR|3VULN|3DUR|1TLV	167DUR|2LHND|35FEWX|469VULN|6BPWR|8RCR|aTLV
303	35313 26125	1	   	244.30	DCR|3VULN|3DUR|1TLV	167DUR|2LHND|3LWND|469VULN|5RCVC|6BPWR|8RCR|aTLV
304	12236 62152	5	   	244.29	DCR|2VULN|2DMG|2TLV|2LIT|1SELL	1aLIT|2aTLV|3ASPD|45DMG|6RCR|7aVULN|8BELT|9SELL|aBPWR
305	32251 12525	1	   	244.20	DCR|3VULN|3DUR|1TLV	156DUR|2TLV|3LWND|46aVULN|6BPWR|7DUST|8FEWX|9RCR
306	33522 35162	9	   	244.20	DCR|3VULN|3DUR|1TLV	124DUR|2BPWR|3RCVC|567VULN|8RCR|9MLV|aTLV
307	33125 26125	4	   	244.20	DCR|3VULN|3DUR|1TLV	126DUR|26BPWR|3LHND|4DUST|569VULN|7DMSP|8RCR|aTLV
308	33212 26125	1	   	244.20	DCR|3VULN|3DUR|1TLV	167DUR|2DUST|35FEWX|469VULN|6BPWR|8RCR|aTLV
309	33215 26125	2	   	244.20	DCR|3VULN|3DUR|1TLV	126DUR|26BPWR|3DUST|4LWND|569VULN|7DMSP|8RCR|aTLV
310	33313 26125	1	   	244.20	DCR|3VULN|3DUR|1TLV	156DUR|2DUST|3LWND|469VULN|6BPWR|7DMSP|8RCR|aTLV
311	63321 63632	3	   	244.15	DCR|2VULN|2TLV|1DMG|2ASPD|1DUR|1SELL	1ERES|2SELL|3aASPD|4DMG|5DUR|6RCR|7aVULN|8LIT|9aTLV|aBPWR
312	31432 12362	1	   	244.10	DCR|3VULN|3DUR|1TLV	14aDUR|267VULN|3RCVC|5ERES|8TLV|9RCR
313	31432 42362	1	   	244.10	DCR|3VULN|3DUR|1TLV	14aDUR|267VULN|3RCVC|56ERES|6BPWR|8TLV|9RCR
314	31532 12362	1	   	244.10	DCR|3VULN|3DUR|1TLV	14aDUR|267VULN|3DMSP|5ERES|8TLV|9RCR
315	31532 42362	1	   	244.10	DCR|3VULN|3DUR|1TLV	14aDUR|267VULN|3DMSP|56ERES|6BPWR|8TLV|9RCR
316	31621 12362	4	   	244.10	DCR|3VULN|3DUR|1TLV	13aDUR|2ERES|4RCVC|567VULN|8TLV|9RCR
317	31621 42362	4	   	244.10	DCR|3VULN|3DUR|1TLV	13aDUR|26ERES|4RCVC|567VULN|6BPWR|8TLV|9RCR
318	31623 12362	5	   	244.10	DCR|3VULN|3DUR|1TLV	13aDUR|2ERES|4RCVC|567VULN|8TLV|9RCR
319	31623 42362	5	   	244.10	DCR|3VULN|3DUR|1TLV	13aDUR|26ERES|4RCVC|567VULN|6BPWR|8TLV|9RCR
320	33211 36125	1	   	244.10	DCR|3VULN|3DUR|1TLV	157DUR|26DUST|3FEWX|459VULN|5BPWR|8RCR|aTLV
321	33243 26125	1	   	244.10	DCR|3VULN|3DUR|1TLV	167DUR|24DUST|3FEWX|569VULN|6BPWR|8RCR|aTLV
322	33311 36125	1	   	244.10	DCR|3VULN|3DUR|1TLV	157DUR|26DUST|3LWND|459VULN|5BPWR|8RCR|aTLV
323	33421 12362	4	   	244.10	DCR|3VULN|3DUR|1TLV	12aDUR|2BPWR|3ERES|4RCVC|567VULN|8TLV|9RCR
324	33421 42362	4	   	244.10	DCR|3VULN|3DUR|1TLV	12aDUR|26BPWR|36ERES|4RCVC|567VULN|8TLV|9RCR
325	33423 12362	5	   	244.10	DCR|3VULN|3DUR|1TLV	12aDUR|2BPWR|3ERES|4RCVC|567VULN|8TLV|9RCR
326	33423 42362	5	   	244.10	DCR|3VULN|3DUR|1TLV	12aDUR|26BPWR|36ERES|4RCVC|567VULN|8TLV|9RCR
327	61341 12362	1	   	244.10	DCR|3VULN|3DUR|1TLV	14ERES|2RCVC|34aDUR|4BPWR|567VULN|8TLV|9RCR
