0	Index      	Bounty	 *	Score 	Summary	Detail	
1	56313 23143	5	 * 	280.06	DCR|3VULN|3DUR|3ASPD|1DMG	1RMIN|2DLOT|3RPLT|478VULN|578ASPD|678DUR|78BPWR|9DMG|aRCR
177	51331 14152	9	   	253.48	DCR|3VULN|2DMG|2DUR	1RMIN|29aVULN|3LWND|4aDUR|5LEGI|6RCR|7aDMG|8RPLT|aBPWR
178	52241 14132	9	   	253.48	DCR|3VULN|2DMG|2DUR	1RMIN|2aDUR|39aVULN|4DUST|5LHND|6RCR|7aDMG|8RPLT|aBPWR
179	52242 21123	9	   	253.48	DCR|3VULN|2DMG|2DUR	1RMIN|28DUR|38aVULN|4DUST|5BEXP|68DMG|7BELT|8BPWR|9RCR
180	26632 23153	7	   	253.48	DCR|3VULN|2DMG|2DUR	17FEWX|2MBVNT|378VULN|49DMG|5BEXP|67DUR|7BPWR|aRCR
181	46432 23153	7	   	253.48	DCR|3VULN|2DMG|2DUR	178VULN|2MBVNT|37FEWX|49DMG|5BEXP|67DUR|7BPWR|aRCR
182	52432 21123	10	   	253.48	DCR|3VULN|2DMG|2DUR	1RMIN|28DUR|3FEWX|48DMG|5LEGI|68aVULN|7BELT|8BPWR|9RCR
183	46734 42112	2	   	253.41	DCR|4VULN|1DMG|1DUR|1AART	1345VULN|2MBVNT|6AART|7DMG|8RCR|9CGEN|aDUR
184	46734 42411	2	   	253.41	DCR|4VULN|1DMG|1DUR|1AART	1345VULN|2MBVNT|6AART|7DMG|8DUR|9CGEN|aRCR
185	51136 21215	10	   	253.41	DCR|4VULN|1DMG|1DUR|1AART	1RMIN|269aVULN|3DUST|4DMG|5DUR|7RCR|8AART
186	26623 51133	10	   	253.41	DCR|4VULN|2ASPD|1DUR	18FEWX|2MBVNT|3689VULN|4LIT|5DUR|78ASPD|8BPWR|aRCR
187	26625 31133	10	   	253.41	DCR|4VULN|2ASPD|1DUR	18FEWX|2MBVNT|3589VULN|4LIT|6DUR|78ASPD|8BPWR|aRCR
188	46423 51133	10	   	253.41	DCR|4VULN|2ASPD|1DUR	1689VULN|2MBVNT|38FEWX|4LIT|5DUR|78ASPD|8BPWR|aRCR
189	46425 31133	10	   	253.41	DCR|4VULN|2ASPD|1DUR	1589VULN|2MBVNT|38FEWX|4LIT|6DUR|78ASPD|8BPWR|aRCR
190	46344 23632	7	   	253.40	DCR|4VULN|2DMG	189aVULN|2MBVNT|39ERES|4FEWX|5LIT|6RCR|79DMG|9BPWR
191	15336 21315	10	   	253.38	DCR|3VULN|2DMG|2DUR	1aERES|26aVULN|3LHND|48DMG|5aDUR|7RCR|9RPLT|aBPWR
192	41336 21335	8	   	253.38	DCR|3VULN|2DMG|2DUR	16aVULN|2aLHND|39ERES|48DMG|5aDUR|7RCR|aBPWR
193	41336 21353	10	   	253.38	DCR|3VULN|2DMG|2DUR	16aVULN|2aLHND|39ERES|48DMG|5aDUR|7RCR|aBPWR
194	42336 21315	10	   	253.38	DCR|3VULN|2DMG|2DUR	16aVULN|2aERES|3LHND|48DMG|5aDUR|7RCR|9RPLT|aBPWR
195	43225 62443	1	   	253.38	DCR|3VULN|2DMG|2DUR	14aVULN|2TBNT|3MBVNT|5aDMG|6MLV|7RCR|8FEWX|9aDUR|aBPWR
196	43225 82343	1	   	253.38	DCR|3VULN|2DMG|2DUR	14aVULN|2TBNT|3MBVNT|5aDMG|6CGEN|7RCR|8FEWX|9aDUR|aBPWR
197	41633 13521	6	   	253.38	DCR|3VULN|2DMG|2DUR	179VULN|2LHND|38DUR|4aDMG|5LWND|6RCR
198	42231 41231	9	   	253.38	DCR|3VULN|2DMG|2DUR	139VULN|26ERES|4RPLT|5BELT|79DUR|89DMG|9BPWR|aRCR
199	51247 42324	2	   	253.38	DCR|3VULN|2DMG|2DUR	1RMIN|29aVULN|3MBVNT|4ZMB|59DMG|6RCR|7BBNT|89DUR|9BPWR
200	51247 46324	2	   	253.38	DCR|3VULN|2DMG|2DUR	1RMIN|29aVULN|3MBVNT|4ZMB|59DMG|6RCR|7TBNT|89DUR|9BPWR
201	43224 28452	1	   	253.30	DCR|4VULN|2DMG	149aVULN|2TBNT|3MBVNT|5LIT|69ERES|79DMG|8RCR|9BPWR
202	15336 21335	8	   	253.28	DCR|3VULN|2DMG|2DUR	19aERES|26aVULN|3LHND|48DMG|5aDUR|7RCR|aBPWR
203	15336 21353	10	   	253.28	DCR|3VULN|2DMG|2DUR	19aERES|26aVULN|3LHND|48DMG|5aDUR|7RCR|aBPWR
204	42336 21335	8	   	253.28	DCR|3VULN|2DMG|2DUR	16aVULN|29aERES|3LHND|48DMG|5aDUR|7RCR|aBPWR
205	42336 21353	10	   	253.28	DCR|3VULN|2DMG|2DUR	16aVULN|29aERES|3LHND|48DMG|5aDUR|7RCR|aBPWR
206	41631 12321	8	   	253.28	DCR|3VULN|2DMG|2DUR	179VULN|2LHND|38DUR|4aDMG|5LEGI|6RCR
207	43226 37321	1	   	253.28	DCR|3VULN|2DMG|2DUR	147VULN|2TBNT|3MBVNT|57DUR|67DMG|7BPWR|8ZMB|9BBNT|aRCR
208	52247 42144	2	   	253.28	DCR|3VULN|2DMG|2DUR	1RMIN|2aDUR|3MBVNT|49ERES|5aDMG|6RCR|78aVULN|aBPWR
209	52241 83632	2	   	253.23	DCR|4VULN|2DUR|2LIT	1RMIN|29DUR|3MBVNT|4ERES|589aVULN|69LIT|7RCR|9BPWR
210	46425 21132	9	 * 	253.23	DCR|4VULN|3ASPD|2LIT	1589VULN|2MBVNT|3FEWX|48LIT|6RCR|78aASPD|8BPWR
211	41116 32133	10	   	253.18	DCR|4VULN|2DUR|2LIT|1SELL	1789VULN|2LHND|3SELL|48DUR|58LIT|6RPLT|8BPWR|aRCR
212	16531 21433	1	   	253.18	DCR|3VULN|2DMG|2DUR	1ERES|26DUR|359VULN|47DMG|8TBNT|aRCR
213	46634 32321	4	 * 	253.07	DCR|2VULN|2DMG|2ASPD|2TLV|1DUR	19VULN|2MBVNT|36TLV|49DMG|59ASPD|7TBNT|8RCR|9BPWR|aDUR
214	15252 21222	7	   	252.89	DCR|5VULN|1TLV|1AART	16ERES|23456VULN|6BPWR|7AART|8MLV|9RCR|aTLV
215	42252 21222	7	   	252.89	DCR|5VULN|1TLV|1AART	13456VULN|26ERES|6BPWR|7AART|8MLV|9RCR|aTLV
216	32653 11124	4	   	252.45	DCR|3VULN|2DMG|1DUR|1CDMG	1DMSP|2DUR|37DMG|459VULN|6RMIN|8CDMG|aRCR
217	52231 41124	4	   	252.45	DCR|3VULN|2DMG|1DUR|1CDMG	1RMIN|2DUR|359VULN|47DMG|6RCVC|8CDMG|aRCR
218	52232 51124	6	   	252.45	DCR|3VULN|2DMG|1DUR|1CDMG	1RMIN|2DUR|369VULN|47DMG|5DMSP|8CDMG|aRCR
219	43123 34321	1	   	252.35	DCR|3VULN|2DMG|1DUR|1CDMG	149VULN|2TBNT|3RPLT|5CDMG|69ERES|79DMG|8RCR|9BPWR|aDUR
220	53534 11113	2	   	252.32	DCR|3VULN|1DMG|1TLV|1DUR|2LIT	1RMIN|23LIT|4DUR|589VULN|6DMG|7RCR|aTLV
221	53534 11113	3	   	252.32	DCR|3VULN|1DMG|1TLV|1DUR|2LIT	1RMIN|23LIT|4DUR|589VULN|6DMG|7RCR|aTLV
222	53551 31113	4	   	252.32	DCR|3VULN|1DMG|1TLV|1DUR|2LIT	1RMIN|23LIT|4DMG|589VULN|6DUR|7RCR|aTLV
223	45123 34231	1	   	252.30	DCR|4VULN|1DUR|2LIT|1CDMG	1458VULN|2DUR|3RMIN|6RCR|79LIT|aCDMG
224	51252 34231	4	   	252.30	DCR|4VULN|1DUR|2LIT|1CDMG	1RMIN|2348VULN|5DUR|6RCR|79LIT|aCDMG
225	52223 34231	3	   	252.30	DCR|4VULN|1DUR|2LIT|1CDMG	1RMIN|2DUR|3458VULN|6RCR|79LIT|aCDMG
226	52523 34231	2	   	252.30	DCR|4VULN|1DUR|2LIT|1CDMG	1RMIN|2DUR|3458VULN|6RCR|79LIT|aCDMG
227	46824 41133	10	 * 	252.17	DCR|3VULN|2DMG|2ASPD	189VULN|2MBVNT|38ASPD|4LWND|5LIT|6RMIN|78DMG|8BPWR|aRCR
228	21536 26112	7	   	252.16	DCR|4VULN|1DMG|1TLV	1FEWX|2LHND|3689VULN|4DMG|5TLV|7LIT|aRCR
229	21536 26312	8	   	252.16	DCR|4VULN|1DMG|1TLV	1FEWX|2LHND|3689VULN|4DMG|5TLV|7LIT|aRCR
230	41531 26112	7	   	252.16	DCR|4VULN|1DMG|1TLV	1689VULN|2LHND|3TLV|4DMG|5BEXP|7LIT|aRCR
231	41531 26312	8	   	252.16	DCR|4VULN|1DMG|1TLV	1689VULN|2LHND|3TLV|4DMG|5BEXP|7LIT|aRCR
232	41531 31112	4	   	252.16	DCR|4VULN|1DMG|1TLV	1589VULN|2LHND|3TLV|4DMG|6LIT|7RCR|aRMIN
233	41531 31114	4	   	252.16	DCR|4VULN|1DMG|1TLV	1589VULN|2LHND|3TLV|4DMG|6LIT|7RCR|aFEWX
234	41633 13135	6	   	252.16	DCR|4VULN|1DMG|1DUR	178aVULN|2LHND|3DUR|4DMG|5LWND|6RCR|9LIT
235	52231 21652	7	   	252.16	DCR|4VULN|1DMG|1DUR	1RMIN|2DUR|368aVULN|4DMG|5BEXP|7RCR|9LIT
236	52233 21642	9	   	252.16	DCR|4VULN|1DMG|1DUR	1RMIN|2DUR|368aVULN|4DMG|5LHND|7RCR|9LIT
237	52233 21652	8	   	252.16	DCR|4VULN|1DMG|1DUR	1RMIN|2DUR|368aVULN|4DMG|5LHND|7RCR|9LIT
238	51323 34261	3	   	252.16	DCR|4VULN|1DMG|1DUR	1RMIN|2458VULN|3LWND|6RCR|7LIT|9DMG|aDUR
239	51531 31111	4	   	252.16	DCR|4VULN|1DMG|1DUR	1RMIN|2589VULN|3BEXP|4DMG|6LIT|7RCR|aDUR
240	55231 31111	4	   	252.16	DCR|4VULN|1DMG|1DUR	1RMIN|2LHND|3589VULN|4DMG|6LIT|7RCR|aDUR
241	26632 23633	9	   	252.15	DCR|3VULN|2DUR|1DMG|1TLV	17FEWX|2MBVNT|37aVULN|4DMG|5BEXP|67DUR|7BPWR|8TLV|9RCR
242	46432 23633	9	   	252.15	DCR|3VULN|2DUR|1DMG|1TLV	17aVULN|2MBVNT|37FEWX|4DMG|5BEXP|67DUR|7BPWR|8TLV|9RCR
243	46128 33144	5	   	252.13	DCR|3VULN|3DUR|1CDMG|1AART|1SELL	178VULN|2MBVNT|3SELL|4AART|578DUR|6RCR|78BPWR|9CDMG|aDMSP
244	44531 31112	4	   	252.06	DCR|4VULN|1DMG|1TLV	1589VULN|2DUST|3TLV|4DMG|6LIT|7RCR|aRMIN
245	11231 31111	4	   	252.06	DCR|4VULN|1DMG|1DUR	1ERES|2BEXP|3589VULN|4DMG|6LIT|7RCR|aDUR
246	11231 31111	3	   	252.06	DCR|4VULN|1DMG|1DUR	1ERES|2BEXP|3589VULN|4DMG|6LIT|7RCR|aDUR
247	11531 31111	2	   	252.06	DCR|4VULN|1DMG|1DUR	1ERES|2BEXP|3589VULN|4DMG|6LIT|7RCR|aDUR
248	12531 31111	1	   	252.06	DCR|4VULN|1DMG|1DUR	1ERES|2LWND|3589VULN|4DMG|6LIT|7RCR|aDUR
249	13531 31111	1	   	252.06	DCR|4VULN|1DMG|1DUR	1ERES|2BEXP|3589VULN|4DMG|6LIT|7RCR|aDUR
250	15252 11236	9	   	252.06	DCR|4VULN|1DMG|1DUR	1ERES|2345VULN|6DMG|7DMSP|8DUR|9LIT|aRCR
251	15331 31111	4	   	252.06	DCR|4VULN|1DMG|1DUR	1ERES|2589VULN|3LHND|4DMG|6LIT|7RCR|aDUR
252	15531 31111	4	   	252.06	DCR|4VULN|1DMG|1DUR	1ERES|2589VULN|3BEXP|4DMG|6LIT|7RCR|aDUR
253	15531 31111	3	   	252.06	DCR|4VULN|1DMG|1DUR	1ERES|2589VULN|3BEXP|4DMG|6LIT|7RCR|aDUR
254	15631 31111	3	   	252.06	DCR|4VULN|1DMG|1DUR	1ERES|2589VULN|3LWND|4DMG|6LIT|7RCR|aDUR
255	15631 31111	4	   	252.06	DCR|4VULN|1DMG|1DUR	1ERES|2589VULN|3LWND|4DMG|6LIT|7RCR|aDUR
256	16231 31111	4	   	252.06	DCR|4VULN|1DMG|1DUR	1ERES|2LHND|3589VULN|4DMG|6LIT|7RCR|aDUR
257	41331 31111	4	   	252.06	DCR|4VULN|1DMG|1DUR	1589VULN|2LHND|3ERES|4DMG|6LIT|7RCR|aDUR
258	41531 31113	4	   	252.06	DCR|4VULN|1DMG|1TLV	1589VULN|2LHND|3TLV|4DMG|6LIT|7RCR|aMBVNT
259	41631 12135	7	   	252.06	DCR|4VULN|1DMG|1DUR	178aVULN|2LHND|3DUR|4DMG|5LEGI|6RCR|9LIT
260	41631 13135	6	   	252.06	DCR|4VULN|1DMG|1DUR	178aVULN|2LHND|3DUR|4DMG|5LEGI|6RCR|9LIT
261	42252 11236	9	   	252.06	DCR|4VULN|1DMG|1DUR	1345VULN|2ERES|6DMG|7DMSP|8DUR|9LIT|aRCR
262	42331 31111	4	   	252.06	DCR|4VULN|1DMG|1DUR	1589VULN|2ERES|3LHND|4DMG|6LIT|7RCR|aDUR
263	42531 31111	3	   	252.06	DCR|4VULN|1DMG|1DUR	1589VULN|2ERES|3BEXP|4DMG|6LIT|7RCR|aDUR
264	42531 31111	4	   	252.06	DCR|4VULN|1DMG|1DUR	1589VULN|2ERES|3BEXP|4DMG|6LIT|7RCR|aDUR
265	42631 31111	4	   	252.06	DCR|4VULN|1DMG|1DUR	1589VULN|2ERES|3LWND|4DMG|6LIT|7RCR|aDUR
266	42631 31111	3	   	252.06	DCR|4VULN|1DMG|1DUR	1589VULN|2ERES|3LWND|4DMG|6LIT|7RCR|aDUR
267	43331 31111	4	   	252.06	DCR|4VULN|1DMG|1DUR	1589VULN|2BEXP|3ERES|4DMG|6LIT|7RCR|aDUR
268	43331 31111	3	   	252.06	DCR|4VULN|1DMG|1DUR	1589VULN|2BEXP|3ERES|4DMG|6LIT|7RCR|aDUR
269	43621 23512	1	   	252.06	DCR|4VULN|1DMG|1DUR	178aVULN|2TBNT|3DMG|4DUR|5LIT|6ZMB|9RCR
270	51131 31111	4	   	252.06	DCR|4VULN|1DMG|1DUR	1RMIN|2589VULN|3DUST|4DMG|6LIT|7RCR|aDUR
271	52223 34263	3	   	252.06	DCR|4VULN|1DMG|1DUR	1RMIN|2DUR|3458VULN|6RCR|7LIT|9TBNT|aDMG
272	53434 11111	6	   	252.06	DCR|4VULN|1DMG|1DUR	1RMIN|2LIT|3589VULN|4DUST|6DMG|7RCR|aDUR
273	53434 11111	5	   	252.06	DCR|4VULN|1DMG|1DUR	1RMIN|2LIT|3589VULN|4DUST|6DMG|7RCR|aDUR
274	41563 12321	8	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	179VULN|2LHND|3TLV|48DUR|5BEXP|6RCR|aDMG
275	46435 43243	5	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	167VULN|2MBVNT|3FEWX|4DMG|56DUR|6BPWR|8TLV|9CGEN|aRCR
276	52233 21663	10	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1RMIN|29DUR|368VULN|4DMG|5LHND|7RCR|aTLV
277	46128 33141	5	   	252.03	DCR|3VULN|3DUR|1CDMG|1AART|1SELL	178VULN|2MBVNT|3SELL|4AART|578DUR|6RCR|78BPWR|9CDMG|aERES
278	45123 31332	1	   	252.02	DCR|4VULN|2DUR|1CDMG	1459VULN|2aDUR|3RMIN|6RCR|7CDMG|8ZMB
279	51252 31332	4	   	252.02	DCR|4VULN|2DUR|1CDMG	1RMIN|2349VULN|5aDUR|6RCR|7CDMG|8ZMB
280	51254 31332	5	   	252.02	DCR|4VULN|2DUR|1CDMG	1RMIN|2349VULN|5aDUR|6RCR|7CDMG|8ZMB
281	51652 31332	4	   	252.02	DCR|4VULN|2DUR|1CDMG	1RMIN|2349VULN|3BPWR|5aDUR|6RCR|7CDMG|8ZMB
282	52223 31332	3	   	252.02	DCR|4VULN|2DUR|1CDMG	1RMIN|2aDUR|3459VULN|6RCR|7CDMG|8ZMB
283	52523 31332	2	   	252.02	DCR|4VULN|2DUR|1CDMG	1RMIN|2aDUR|3459VULN|6RCR|7CDMG|8ZMB
284	52263 31336	4	   	252.02	DCR|4VULN|2DUR|1CDMG	1RMIN|24DUR|359aVULN|6RCR|7CDMG|8ZMB
285	13531 31111	2	   	251.96	DCR|4VULN|1DMG|1DUR	1ERES|2DUST|3589VULN|4DMG|6LIT|7RCR|aDUR
286	15131 31111	4	   	251.96	DCR|4VULN|1DMG|1DUR	1ERES|2589VULN|3DUST|4DMG|6LIT|7RCR|aDUR
287	15131 31111	3	   	251.96	DCR|4VULN|1DMG|1DUR	1ERES|2589VULN|3DUST|4DMG|6LIT|7RCR|aDUR
288	42131 31111	3	   	251.96	DCR|4VULN|1DMG|1DUR	1589VULN|2ERES|3DUST|4DMG|6LIT|7RCR|aDUR
289	42131 31111	4	   	251.96	DCR|4VULN|1DMG|1DUR	1589VULN|2ERES|3DUST|4DMG|6LIT|7RCR|aDUR
290	44331 31111	4	   	251.96	DCR|4VULN|1DMG|1DUR	1589VULN|2DUST|3ERES|4DMG|6LIT|7RCR|aDUR
291	44331 31111	3	   	251.96	DCR|4VULN|1DMG|1DUR	1589VULN|2DUST|3ERES|4DMG|6LIT|7RCR|aDUR
292	44531 31113	4	   	251.96	DCR|4VULN|1DMG|1TLV	1589VULN|2DUST|3TLV|4DMG|6LIT|7RCR|aMBVNT
293	46435 43233	5	   	251.95	DCR|3VULN|2DUR|1DMG|1TLV	167VULN|2MBVNT|3FEWX|4DMG|56DUR|6BPWR|8TLV|9ERES|aRCR
294	43353 14213	1	   	251.91	DCR|4VULN|1DMG|1CDMG|1ASPD|1SELL	158aVULN|2TBNT|3SELL|4DMG|6CDMG|7RCR|9ASPD
295	51462 13122	7	   	251.80	DCR|4VULN|3DUR	1RMIN|2789VULN|3FEWX|47aDUR|57BEXP|6RCR|7BPWR
296	51462 13222	8	   	251.80	DCR|4VULN|3DUR	1RMIN|2789VULN|3FEWX|47aDUR|57BEXP|6RCR|7BPWR
297	11231 44712	1	   	251.65	DCR|3VULN|3DMG|1CDMG	18ERES|258VULN|3MBVNT|478DMG|6BBNT|8BPWR|9RCR|aCDMG
298	15231 44712	2	   	251.65	DCR|3VULN|3DMG|1CDMG	18ERES|258VULN|3MBVNT|478DMG|6BBNT|8BPWR|9RCR|aCDMG
299	41231 44712	1	   	251.65	DCR|3VULN|3DMG|1CDMG	158VULN|28ERES|3MBVNT|478DMG|6BBNT|8BPWR|9RCR|aCDMG
300	42231 44712	2	   	251.65	DCR|3VULN|3DMG|1CDMG	158VULN|28ERES|3MBVNT|478DMG|6BBNT|8BPWR|9RCR|aCDMG
301	46331 44712	3	   	251.65	DCR|3VULN|3DMG|1CDMG	158VULN|2MBVNT|38ERES|478DMG|6BBNT|8BPWR|9RCR|aCDMG
302	46331 44712	4	   	251.65	DCR|3VULN|3DMG|1CDMG	158VULN|2MBVNT|38ERES|478DMG|6BBNT|8BPWR|9RCR|aCDMG
303	43225 34712	1	   	251.65	DCR|3VULN|3DMG|1CDMG	148VULN|2TBNT|3MBVNT|578DMG|68ERES|8BPWR|9RCR|aCDMG
304	15254 21333	9	   	251.60	DCR|4VULN|3DUR	1ERES|2346VULN|569DUR|6BPWR|7LHND|8CGEN|aRCR
305	51252 23143	5	   	251.53	DCR|5VULN|1DUR	1RMIN|23457VULN|6TBNT|8DUR|9LIT|aRCR
306	15252 31163	4	   	251.50	DCR|4VULN|3DUR	1ERES|234aVULN|589DUR|6BELT|7RCR
307	42252 31163	4	   	251.50	DCR|4VULN|3DUR	134aVULN|2ERES|589DUR|6BELT|7RCR
308	15252 23133	4	   	251.43	DCR|5VULN|1DUR	1ERES|23478VULN|5DUR|6TBNT|9LIT|aRCR
309	15254 23133	5	   	251.43	DCR|5VULN|1DUR	1ERES|23478VULN|5DUR|6TBNT|9LIT|aRCR
310	42252 23133	4	   	251.43	DCR|5VULN|1DUR	13478VULN|2ERES|5DUR|6TBNT|9LIT|aRCR
311	42254 23133	5	   	251.43	DCR|5VULN|1DUR	13478VULN|2ERES|5DUR|6TBNT|9LIT|aRCR
312	46131 31182	2	   	251.43	DCR|5VULN|1DUR	1458aVULN|2MBVNT|3DUST|6LIT|7RCR|9DUR
313	32653 33124	4	   	251.11	DCR|3VULN|1DMG|1TLV|1DUR|1CDMG	1DMSP|2DUR|3DMG|459VULN|6RCVC|7TLV|8CDMG|aRCR
314	53426 31133	10	   	251.07	DCR|3VULN|2ASPD|1DUR|2LIT|1CDMG	1RMIN|28LIT|389VULN|4CDMG|5RPLT|6DUR|78ASPD|8BPWR|aRCR
315	53631 23332	2	   	251.00	DCR|2VULN|3DMG|2LIT|1CDMG|1ASPD	1RMIN|29LIT|3CDMG|469DMG|5CGEN|7ASPD|89VULN|9BPWR|aRCR
316	46425 21142	10	   	250.97	DCR|3VULN|2ASPD|1TLV|2LIT|1CDMG	158VULN|2MBVNT|3FEWX|48LIT|6RCR|78ASPD|8BPWR|9TLV|aCDMG
317	46824 43244	3	   	250.94	DCR|4VULN|1TLV|1DUR|1ASPD	147aVULN|2MBVNT|3ASPD|5DUR|6RCR|8TLV|9CGEN
318	31133 11132	1	   	250.85	DCR|3VULN|2DUR|1DMG|2LIT	1DMSP|29LIT|3CGEN|49DUR|5LHND|6DMG|7RCR|89aVULN|9BPWR
319	46824 43234	3	   	250.84	DCR|4VULN|1TLV|1DUR|1ASPD	147aVULN|2MBVNT|3ASPD|5DUR|6RCR|8TLV|9ERES
320	52223 31562	3	   	250.84	DCR|3VULN|1DMG|2CDMG|1DUR|1AART	1RMIN|2DUR|345VULN|6RCR|79CDMG|8AART|aDMG
321	46734 42124	2	   	250.81	DCR|4VULN|1DMG|1CDMG|1AART	1345VULN|2MBVNT|6AART|7DMG|8RCR|9FEWX|aCDMG
322	53131 23332	1	 * 	250.77	DCR|2VULN|3DMG|2CDMG|1ASPD	1RMIN|29CDMG|3LIT|469DMG|5CGEN|7ASPD|89VULN|9BPWR|aRCR
323	31131 11132	1	   	250.75	DCR|3VULN|2DUR|1DMG|2LIT	1DMSP|29LIT|3CGEN|49DUR|5DUST|6DMG|7RCR|89aVULN|9BPWR
324	31233 11132	1	   	250.75	DCR|3VULN|2DUR|1DMG|2LIT	1DMSP|29LIT|3ERES|49DUR|5LHND|6DMG|7RCR|89aVULN|9BPWR
325	41531 31133	4	   	250.73	DCR|3VULN|2ASPD|1DMG|1TLV	158VULN|2LHND|3TLV|4DMG|6LIT|7RCR|9aASPD
326	46734 42133	2	   	250.71	DCR|4VULN|1DMG|1CDMG|1AART	1345VULN|2MBVNT|6AART|7DMG|8RCR|9BBNT|aCDMG
327	53534 11111	3	   	250.65	DCR|3VULN|2DUR|1DMG|2LIT	1RMIN|23LIT|4aDUR|589VULN|6DMG|7RCR
328	53534 11111	2	   	250.65	DCR|3VULN|2DUR|1DMG|2LIT	1RMIN|23LIT|4aDUR|589VULN|6DMG|7RCR
329	53551 31111	4	   	250.65	DCR|3VULN|2DUR|1DMG|2LIT	1RMIN|23LIT|4DMG|589VULN|6aDUR|7RCR
330	31231 11132	1	   	250.65	DCR|3VULN|2DUR|1DMG|2LIT	1DMSP|29LIT|3ERES|49DUR|5DUST|6DMG|7RCR|89aVULN|9BPWR
331	41612 63231	7	   	250.56	DCR|2VULN|3DUR|2DMG|1ASPD|1AART|1SELL	18VULN|2LHND|38aDUR|4AART|58DMG|6RCR|7SELL|8BPWR|9ASPD
332	43114 51233	10	   	250.51	DCR|3VULN|2DUR|1DMG|2LIT|1SELL	17aVULN|2BEXP|3SELL|4aDUR|5ERES|6RCR|8DMG|9aLIT|aBPWR
