0	Index      	Bounty	 *	Score 	Summary	Detail	
1	62152 62212	10	 * 	289.11	DCR|4VULN|3DUR|3LIT|2ASPD|1CDMG	157LIT|28ASPD|3478VULN|678DUR|78BPWR|9RCR|aCDMG
175	41513 33161	6	   	265.58	DCR|4VULN|2TLV|1DMG|1DUR	14TLV|2349VULN|4BPWR|5RMIN|6DUR|7BBNT|8RCR|aDMG
176	41216 11312	9	 * 	265.58	DCR|4VULN|3TLV|2CDMG|1DUR	134TLV|2345VULN|34BPWR|6LWND|7RCR|8DUR|9aCDMG
177	41216 11315	10	   	265.58	DCR|4VULN|3TLV|2CDMG|1DUR	134TLV|2345VULN|34BPWR|6LWND|7RCR|8DUR|9aCDMG
178	41243 36133	3	   	265.34	DCR|4VULN|3TLV|1DMG|1DUR|1SELL	136TLV|2368VULN|36BPWR|4SELL|5DLOT|7DUR|9RCR|aDMG
179	26312 51311	4	   	265.30	DCR|4VULN|3DMG	189BEXP|2LIT|3589VULN|489DMG|6BELT|7RCR|89BPWR|aASPD
180	56312 51311	4	   	265.30	DCR|4VULN|3DMG	189LWND|2LIT|3589VULN|489DMG|6BELT|7RCR|89BPWR|aASPD
181	31214 53352	9	   	265.04	DCR|4VULN|2DMG|2ASPD|1DUR|1NUKE	1NUKE|2346VULN|346BPWR|56ASPD|7DUR|8RCR|9aDMG
182	31126 11232	9	   	264.74	DCR|4VULN|3DMG|1DUR|1NUKE	1NUKE|2689VULN|3DUR|48aDMG|568ZMB|68BPWR|7RCR
183	31126 21232	10	   	264.64	DCR|4VULN|3DMG|1DUR|1NUKE	1NUKE|289aVULN|3DUR|468DMG|58ZMB|7RCR|8BPWR
184	41213 31366	3	 * 	264.59	DCR|3VULN|2TLV|1DMG|2CDMG|1DUR	13TLV|236VULN|36BPWR|46CDMG|5DLOT|7DUR|8DMG|9MLV|aRCR
185	41213 31336	3	   	264.49	DCR|3VULN|2TLV|1DMG|2CDMG|1DUR	13TLV|236VULN|36BPWR|46CDMG|5DLOT|7DUR|8DMG|9ERES|aRCR
186	41513 31336	2	   	264.49	DCR|3VULN|2TLV|1DMG|2CDMG|1DUR	13TLV|236VULN|36BPWR|46CDMG|5DLOT|7DUR|8DMG|9ERES|aRCR
187	41421 22412	6	   	264.29	DCR|4VULN|2TLV|2CDMG|2LIT	18TLV|2678VULN|39LIT|4ZMB|58CDMG|8BPWR|aRCR
188	43121 22432	6	   	264.29	DCR|4VULN|2TLV|2CDMG|2LIT	18TLV|28LIT|3679VULN|4ZMB|58CDMG|8BPWR|aRCR
189	43531 22412	6	   	264.29	DCR|4VULN|2TLV|2CDMG|2LIT	18TLV|29LIT|3RMIN|4678VULN|58CDMG|8BPWR|aRCR
190	41211 12623	8	   	264.16	DCR|5VULN|3TLV|1DUR	134TLV|23478VULN|347BPWR|57CGEN|67BEXP|9DUR|aRCR
191	41211 12633	9	   	264.16	DCR|5VULN|3TLV|1DUR	134TLV|23478VULN|347BPWR|57CGEN|67BEXP|9DUR|aRCR
192	41211 22353	9	   	264.06	DCR|5VULN|3TLV|2ASPD	134TLV|2346aVULN|34aBPWR|57aCGEN|8aASPD|9RCR
193	11266 16422	5	   	263.96	DCR|5VULN|3TLV|1DUR	13CGEN|23568VULN|356BPWR|456TLV|7MBVNT|9DUR|aRCR
194	41211 56422	5	   	263.96	DCR|5VULN|3TLV|1DUR	134TLV|23468VULN|346BPWR|56CGEN|7MBVNT|9DUR|aRCR
195	41213 23642	9	   	263.96	DCR|5VULN|3TLV|1DUR	134TLV|23468VULN|34BPWR|5ZMB|7RCR|9RMIN|aDUR
196	41213 23662	8	   	263.96	DCR|5VULN|3TLV|1DUR	134TLV|23468VULN|34BPWR|5ZMB|7RCR|9CGEN|aDUR
197	41213 56422	4	   	263.96	DCR|5VULN|3TLV|1DUR	134TLV|23468VULN|346BPWR|56CGEN|7MBVNT|9DUR|aRCR
198	41216 22115	5	   	263.96	DCR|5VULN|3TLV|1DUR	134TLV|23456VULN|346BPWR|78RCVC|9RCR|aDUR
199	41216 23153	5	   	263.96	DCR|5VULN|3TLV|1DUR	134TLV|23456VULN|346BPWR|7BEXP|8DUR|9CGEN|aRCR
200	41216 33612	9	   	263.96	DCR|5VULN|3TLV|1DUR	134TLV|23458VULN|34BPWR|6RMIN|7RCR|9CGEN|aDUR
201	41213 23634	7	   	263.96	DCR|5VULN|3TLV|1DUR	134TLV|2346aVULN|34BPWR|5ZMB|7RCR|8DUR|9BEXP
202	41216 11222	10	   	263.96	DCR|5VULN|3TLV|1DUR	134TLV|2345aVULN|34BPWR|6LWND|7RCR|8FEWX|9DUR
203	41216 21622	10	   	263.96	DCR|5VULN|3TLV|1DUR	134TLV|2345aVULN|34BPWR|6FEWX|7RCR|8BEXP|9DUR
204	41213 23623	8	   	263.86	DCR|5VULN|3TLV|1DUR	134TLV|23468VULN|34BPWR|5ZMB|7RCR|9ERES|aDUR
205	41213 23632	10	   	263.86	DCR|5VULN|3TLV|1DUR	134TLV|23468VULN|34BPWR|5ZMB|7RCR|9MBVNT|aDUR
206	41213 23652	10	   	263.86	DCR|5VULN|3TLV|1DUR	134TLV|23468VULN|34BPWR|5ZMB|7RCR|9DUST|aDUR
207	41213 23663	9	   	263.86	DCR|5VULN|3TLV|1DUR	134TLV|23468VULN|34BPWR|5ZMB|7RCR|9ERES|aDUR
208	41216 11353	10	   	263.86	DCR|5VULN|3TLV|1DUR	134TLV|2345aVULN|34BPWR|6LWND|7RCR|8DUR|9ERES
209	41216 23113	5	   	263.86	DCR|5VULN|3TLV|1DUR	134TLV|23456VULN|346BPWR|7BEXP|8DUR|9ERES|aRCR
210	41216 23223	5	   	263.86	DCR|5VULN|3TLV|1DUR	134TLV|23456VULN|346BPWR|7BEXP|8ERES|9DUR|aRCR
211	41432 63233	4	   	263.84	DCR|3VULN|2DMG|2TLV|1AART	18TLV|258VULN|3LIT|4DUST|6TBNT|78DMG|8BPWR|9RCR|aAART
212	41213 23353	7	   	263.72	DCR|5VULN|3TLV|1DUR|1SELL	134TLV|2346aVULN|34BPWR|5ZMB|7RCR|8SELL|9DUR
213	41216 33353	7	   	263.72	DCR|5VULN|3TLV|1DUR|1SELL	134TLV|2345aVULN|34BPWR|6RMIN|7RCR|8SELL|9DUR
214	41243 36132	3	   	263.62	DCR|5VULN|3TLV|1DUR|1SELL	136TLV|2368aVULN|36BPWR|4SELL|5DLOT|7DUR|9RCR
215	41216 11342	9	   	263.59	DCR|4VULN|3TLV|1DUR|1AART	134TLV|2345VULN|34BPWR|6LWND|7RCR|8DUR|9ASPD|aAART
216	31214 53342	8	   	263.25	DCR|4VULN|1TLV|2ASPD|1DUR|1NUKE|1AART	1NUKE|2346VULN|346BPWR|56ASPD|7DUR|8RCR|9AART|aTLV
217	41213 23145	9	   	263.08	DCR|4VULN|3TLV|1DMG|1CDMG	134TLV|2346VULN|34BPWR|5ZMB|7RCR|8LHND|9CDMG|aDMG
218	41213 23345	9	   	263.08	DCR|4VULN|3TLV|1DMG|1CDMG	134TLV|2346VULN|34BPWR|5ZMB|7RCR|8FEWX|9CDMG|aDMG
219	41216 11211	9	   	263.08	DCR|4VULN|3TLV|1DMG|1CDMG	134TLV|2345VULN|34BPWR|6LWND|7RCR|8FEWX|9CDMG|aDMG
220	41216 11216	10	   	263.08	DCR|4VULN|3TLV|1DMG|1CDMG	134TLV|2345VULN|34BPWR|6LWND|7RCR|8FEWX|9CDMG|aDMG
221	41216 21611	9	   	263.08	DCR|4VULN|3TLV|1DMG|1CDMG	134TLV|2345VULN|34BPWR|6FEWX|7RCR|8BEXP|9CDMG|aDMG
222	41216 21631	8	   	263.08	DCR|4VULN|3TLV|1DMG|1CDMG	134TLV|2345VULN|34BPWR|6FEWX|7RCR|8BEXP|9CDMG|aDMG
223	46312 51112	8	   	262.97	DCR|2VULN|3DMG|1TLV|1DUR|1AART	1TLV|279DMG|3AART|4DUR|5aVULN|6RCR|8ASPD
224	41211 23334	8	   	262.57	DCR|5VULN|3TLV|2LIT	134TLV|2346aVULN|34BPWR|5CGEN|78LIT|9RCR
225	41211 23434	7	   	262.57	DCR|5VULN|3TLV|2LIT	134TLV|2346aVULN|34BPWR|5CGEN|78LIT|9RCR
226	41213 23611	10	   	262.57	DCR|5VULN|3TLV|2LIT	134TLV|23468VULN|34BPWR|5ZMB|7RCR|9aLIT
227	34341 31612	8	 * 	262.52	ACR|3VULN|3DMG|3DUR|1CDMG|1NUKE|1AART	1NUKE|269DMG|3AART|4RCR|569DUR|69BPWR|789VULN|aCDMG
228	31132 33463	7	   	262.32	DCR|3VULN|2DMG|2TLV|1DUR|1NUKE	1NUKE|26aVULN|3DUR|4aTLV|56LWND|6aBPWR|7RCR|8CGEN|9aDMG
229	41216 11633	10	   	262.23	DCR|4VULN|3TLV|1DUR	134TLV|2345VULN|34BPWR|6LWND|7RCR|8LIT|9ASPD|aDUR
230	31132 23463	7	   	262.22	DCR|3VULN|2DMG|2TLV|1DUR|1NUKE	1NUKE|26aVULN|3DUR|4aTLV|5LWND|7RCR|8CGEN|9aDMG|aBPWR
231	31135 21663	7	   	262.22	DCR|3VULN|2DMG|2TLV|1DUR|1NUKE	1NUKE|29aVULN|3DUR|4aTLV|5CGEN|6FEWX|7RCR|8aDMG|aBPWR
232	31135 31663	7	   	262.12	DCR|3VULN|2DMG|2TLV|1DUR|1NUKE	1NUKE|29aVULN|3DUR|4aTLV|5CGEN|6DUST|7RCR|8aDMG|aBPWR
233	41263 23251	10	   	262.12	DCR|3VULN|2DMG|3TLV|1DUR	134TLV|236VULN|3BPWR|5ZMB|7RCR|89DMG|aDUR
234	26312 51321	4	   	261.95	DCR|3VULN|3DMG|1TLV	18BEXP|2LIT|358VULN|48aDMG|6BELT|7RCR|8BPWR|9TLV
235	56312 51321	4	   	261.95	DCR|3VULN|3DMG|1TLV	18LWND|2LIT|358VULN|48aDMG|6BELT|7RCR|8BPWR|9TLV
236	46312 51122	9	   	261.90	DCR|2VULN|2DMG|2DUR|1TLV|1AART	1TLV|27DMG|3AART|49DUR|5aVULN|6RCR|8ASPD
237	41213 23141	10	   	261.36	DCR|5VULN|3TLV|1CDMG	134TLV|2346aVULN|34BPWR|5ZMB|7RCR|8LHND|9CDMG
238	41213 23341	10	   	261.36	DCR|5VULN|3TLV|1CDMG	134TLV|2346aVULN|34BPWR|5ZMB|7RCR|8FEWX|9CDMG
239	41213 23343	9	   	261.36	DCR|5VULN|3TLV|1CDMG	134TLV|2346aVULN|34BPWR|5ZMB|7RCR|8FEWX|9CDMG
240	41213 23541	10	   	261.36	DCR|5VULN|3TLV|1CDMG	134TLV|2346aVULN|34BPWR|5ZMB|7RCR|8BEXP|9CDMG
241	41213 23543	9	   	261.36	DCR|5VULN|3TLV|1CDMG	134TLV|2346aVULN|34BPWR|5ZMB|7RCR|8BEXP|9CDMG
242	41213 23636	8	   	261.36	DCR|5VULN|3TLV|1CDMG	134TLV|23468VULN|34BPWR|5ZMB|7RCR|9BEXP|aCDMG
243	41216 11141	10	   	261.36	DCR|5VULN|3TLV|1CDMG	134TLV|2345aVULN|34BPWR|6LWND|7RCR|8MLV|9CDMG
244	41216 21141	10	   	261.36	DCR|5VULN|3TLV|1CDMG	134TLV|2345aVULN|34BPWR|6FEWX|7RCR|8MLV|9CDMG
245	41216 21143	9	   	261.36	DCR|5VULN|3TLV|1CDMG	134TLV|2345aVULN|34BPWR|6FEWX|7RCR|8MLV|9CDMG
246	41216 21341	10	   	261.36	DCR|5VULN|3TLV|1CDMG	134TLV|2345aVULN|34BPWR|6FEWX|7RCR|8ZMB|9CDMG
247	41216 21343	9	   	261.36	DCR|5VULN|3TLV|1CDMG	134TLV|2345aVULN|34BPWR|6FEWX|7RCR|8ZMB|9CDMG
248	41216 33141	10	   	261.36	DCR|5VULN|3TLV|1CDMG	134TLV|2345aVULN|34BPWR|6RMIN|7RCR|8LHND|9CDMG
249	41216 33341	10	   	261.36	DCR|5VULN|3TLV|1CDMG	134TLV|2345aVULN|34BPWR|6RMIN|7RCR|8FEWX|9CDMG
250	41216 33343	9	   	261.36	DCR|5VULN|3TLV|1CDMG	134TLV|2345aVULN|34BPWR|6RMIN|7RCR|8FEWX|9CDMG
251	41216 33622	9	   	261.36	DCR|5VULN|3TLV|1CDMG	134TLV|23458VULN|34BPWR|6RMIN|7RCR|9CDMG|aBELT
252	41216 33623	10	   	261.36	DCR|5VULN|3TLV|1CDMG	134TLV|23458VULN|34BPWR|6RMIN|7RCR|9CDMG|aLWND
253	41216 33623	9	   	261.36	DCR|5VULN|3TLV|1CDMG	134TLV|23458VULN|34BPWR|6RMIN|7RCR|9CDMG|aLWND
254	41216 33632	8	   	261.36	DCR|5VULN|3TLV|1CDMG	134TLV|23458VULN|34BPWR|6RMIN|7RCR|9CDMG|aBELT
255	41216 33633	8	   	261.36	DCR|5VULN|3TLV|1CDMG	134TLV|23458VULN|34BPWR|6RMIN|7RCR|9CDMG|aLWND
256	41213 23637	9	   	261.26	DCR|5VULN|3TLV|1CDMG	134TLV|23468VULN|34BPWR|5ZMB|7RCR|9MBVNT|aCDMG
257	41216 33621	9	   	261.26	DCR|5VULN|3TLV|1CDMG	134TLV|23458VULN|34BPWR|6RMIN|7RCR|9CDMG|aBBNT
258	41216 33631	8	   	261.26	DCR|5VULN|3TLV|1CDMG	134TLV|23458VULN|34BPWR|6RMIN|7RCR|9CDMG|aBBNT
259	41512 22311	9	   	261.24	DCR|3VULN|2TLV|1DMG|1DUR	14TLV|234VULN|4BPWR|5LWND|6DMG|7DUR|8ASPD|9LIT|aRCR
260	41514 21231	6	   	261.24	DCR|3VULN|2TLV|1DMG|1DUR	14TLV|234VULN|4BPWR|5ASPD|6LIT|7DMG|8BEXP|9DUR|aRCR
261	41216 53322	7	   	260.89	DCR|4VULN|3TLV|1CDMG|1AART	134TLV|2345VULN|34BPWR|6ASPD|7RCR|8CDMG|9DUST|aAART
262	41214 15221	9	   	260.83	DCR|3VULN|2DMG|3TLV|2LIT	134TLV|234VULN|34BPWR|58LIT|6BEXP|7aDMG|9RCR
263	41431 63231	5	   	260.73	DCR|3VULN|2DMG|2TLV|2LIT	18TLV|28aVULN|35LIT|4DUST|6TBNT|78DMG|8BPWR|9RCR
264	43132 63231	4	   	260.73	DCR|3VULN|2DMG|2TLV|2LIT	18TLV|28LIT|35aVULN|4DUST|6TBNT|78DMG|8BPWR|9RCR
265	43162 63231	3	   	260.73	DCR|3VULN|2DMG|2TLV|2LIT	18TLV|28LIT|35aVULN|4DUST|6TBNT|78DMG|8BPWR|9RCR
266	41514 32223	10	   	260.69	DCR|3VULN|3DUR|2TLV	14TLV|234VULN|4BPWR|5ASPD|678DUR|9LWND|aRCR
267	43111 11335	4	   	260.69	DCR|3VULN|3DUR|2TLV	1aTLV|2LIT|39aVULN|48aDUR|5RPLT|6MBVNT|7RCR|aBPWR
268	41132 33214	8	   	260.52	DCR|2VULN|2DMG|2TLV|2DUR	1aTLV|26VULN|3aDUR|4ASPD|56LWND|6aBPWR|7RCR|8aDMG|9TBNT
269	42532 33214	8	   	260.52	DCR|2VULN|2DMG|2TLV|2DUR	1aTLV|26DUR|3aVULN|4ASPD|56LWND|6aBPWR|7RCR|8aDMG|9TBNT
270	41216 11622	9	   	260.47	DCR|4VULN|3TLV|1DUR|2LIT	134TLV|2345VULN|34BPWR|6LWND|7RCR|89LIT|aDUR
271	41132 23214	8	   	260.42	DCR|2VULN|2DMG|2TLV|2DUR	1aTLV|26VULN|3aDUR|4ASPD|5LWND|7RCR|8aDMG|9TBNT|aBPWR
272	41213 42222	9	   	260.40	DCR|4VULN|3TLV|2DUR	134TLV|2347VULN|347BPWR|579ZMB|67DUR|8MLV|aRCR
273	41213 42623	7	   	260.40	DCR|4VULN|3TLV|2DUR	134TLV|2347VULN|347BPWR|57ZMB|67DUR|8RCR|9aFEWX
274	41213 16124	7	   	260.30	DCR|4VULN|3TLV|2DUR	134TLV|234aVULN|34aBPWR|5ZMB|6aBEXP|7aDUR|8RCR|9BBNT
275	41213 42621	7	   	260.30	DCR|4VULN|3TLV|2DUR	134TLV|2347VULN|347BPWR|57ZMB|67DUR|8RCR|9FEWX|aDUST
276	41151 33632	10	   	260.30	DCR|4VULN|2TLV|2DUR	1aTLV|289aVULN|34DUR|5MLV|6aLWND|7RCR|aBPWR
277	41216 11323	8	   	260.20	DCR|4VULN|3TLV|2DUR	134TLV|2345VULN|34BPWR|6LWND|7RCR|8aDUR|9BELT
278	41216 11323	9	   	260.20	DCR|4VULN|3TLV|2DUR	134TLV|2345VULN|34BPWR|6LWND|7RCR|89DUR|aBEXP
279	41216 11324	9	   	260.20	DCR|4VULN|3TLV|2DUR	134TLV|2345VULN|34BPWR|6LWND|7RCR|89DUR|aCGEN
280	41216 11353	8	   	260.20	DCR|4VULN|3TLV|2DUR	134TLV|2345VULN|34BPWR|6LWND|7RCR|89DUR|aBEXP
281	41216 11521	10	   	260.20	DCR|4VULN|3TLV|2DUR	134TLV|2345VULN|34BPWR|6LWND|7RCR|8BELT|9aDUR
282	41216 11523	9	   	260.20	DCR|4VULN|3TLV|2DUR	134TLV|2345VULN|34BPWR|6LWND|7RCR|8BELT|9aDUR
283	41216 16223	8	   	260.20	DCR|4VULN|3TLV|2DUR	134TLV|2345VULN|34BPWR|6LWND|7BELT|8aDUR|9RCR
284	41216 21333	7	   	260.20	DCR|4VULN|3TLV|2DUR	134TLV|2345VULN|34BPWR|6FEWX|7RCR|89DUR|aBEXP
285	41216 21334	7	   	260.20	DCR|4VULN|3TLV|2DUR	134TLV|2345VULN|34BPWR|6FEWX|7RCR|89DUR|aCGEN
286	41261 42222	10	   	260.20	DCR|4VULN|3TLV|2DUR	134TLV|237aVULN|37BPWR|57CGEN|67DUR|8ERES|9RCR
287	41513 36212	6	   	260.20	DCR|4VULN|2TLV|2DUR	14TLV|2348VULN|4BPWR|59RMIN|6aDUR|7RCR
288	11266 36222	6	   	260.20	DCR|4VULN|2TLV|2DUR	13CGEN|2358VULN|35BPWR|45TLV|6aDUR|7RCR|9BBNT
289	41223 42322	10	   	260.10	DCR|4VULN|3TLV|2DUR	135TLV|237aVULN|37BPWR|47ERES|67DUR|8CGEN|9RCR
290	41213 41124	7	   	260.10	DCR|4VULN|3TLV|2DUR	134TLV|234aVULN|34aBPWR|5ZMB|6aDUR|7aDUST|8RCR|9BBNT
291	41213 42124	6	   	260.10	DCR|4VULN|3TLV|2DUR	134TLV|234aVULN|34aBPWR|5ZMB|6aDUR|7aDUST|8RCR|9BBNT
292	41213 45322	10	   	260.10	DCR|4VULN|3TLV|2DUR	134TLV|234aVULN|34BPWR|5ZMB|68DUR|7ERES|9RCR
293	41216 11321	10	   	260.10	DCR|4VULN|3TLV|2DUR	134TLV|2345VULN|34BPWR|6LWND|7RCR|89DUR|aDUST
294	41216 11352	9	   	260.10	DCR|4VULN|3TLV|2DUR	134TLV|2345VULN|34BPWR|6LWND|7RCR|8aDUR|9ERES
295	41216 11362	8	   	260.10	DCR|4VULN|3TLV|2DUR	134TLV|2345VULN|34BPWR|6LWND|7RCR|8aDUR|9BBNT
296	41216 21362	7	   	260.10	DCR|4VULN|3TLV|2DUR	134TLV|2345VULN|34BPWR|6FEWX|7RCR|8aDUR|9BBNT
297	41266 11322	10	   	260.10	DCR|4VULN|3TLV|2DUR	134TLV|235aVULN|3BPWR|6LWND|7RCR|89DUR
298	41511 36222	6	   	260.10	DCR|4VULN|2TLV|2DUR	14TLV|2348VULN|4BPWR|5CGEN|6aDUR|7RCR|9BBNT
299	41223 42123	10	   	260.00	DCR|4VULN|3TLV|2DUR	135TLV|237aVULN|37BPWR|47ERES|67DUR|8LEGI|9RCR
300	41223 42124	9	   	260.00	DCR|4VULN|3TLV|2DUR	135TLV|237aVULN|37BPWR|47ERES|67DUR|8LEGI|9RCR
301	41223 42523	10	   	260.00	DCR|4VULN|3TLV|2DUR	135TLV|237aVULN|37BPWR|47ERES|67DUR|8DUST|9RCR
302	41213 23354	7	   	259.96	DCR|4VULN|3TLV|2DUR|1SELL	134TLV|2346VULN|34BPWR|5ZMB|7RCR|8SELL|9aDUR
303	26312 51351	4	   	259.95	DCR|3VULN|2DMG|1TLV|1CDMG	18BEXP|2LIT|358VULN|48DMG|6BELT|7RCR|8BPWR|9CDMG|aTLV
304	41113 24632	10	   	259.76	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG|1AART	1TLV|268VULN|3DUR|4CDMG|5RCVC|7AART|9RCR|aDMG
305	41111 44121	4	   	259.76	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG|1AART	1TLV|267VULN|3DUR|4CDMG|5BELT|8DMG|9AART|aRCR
306	41211 21413	4	   	259.63	DCR|4VULN|3TLV|1CDMG	134TLV|2346VULN|346BPWR|5RCVC|7LIT|8CDMG|9RCR|aASPD
307	41215 21413	4	   	259.63	DCR|4VULN|3TLV|1CDMG	134TLV|2346VULN|346BPWR|5DMSP|7LIT|8CDMG|9RCR|aASPD
308	41214 15223	9	   	259.49	DCR|3VULN|3TLV|1DMG|1DUR|2LIT	134TLV|234VULN|34BPWR|58LIT|6BEXP|7DMG|9RCR|aDUR
309	41512 22422	10	   	259.49	DCR|3VULN|2TLV|1DMG|1DUR|2LIT	14TLV|234VULN|4BPWR|5LWND|6DMG|7DUR|89LIT|aRCR
310	41132 33623	10	   	259.44	DCR|3VULN|2DUR|1TLV|1DMG	1TLV|268VULN|39DUR|4ASPD|56LWND|6BPWR|7RCR|aDMG
311	42532 33633	10	   	259.44	DCR|3VULN|2DUR|1TLV|1DMG	1TLV|26DUR|389VULN|4ASPD|56LWND|6BPWR|7RCR|aDMG
312	43121 21616	7	   	259.40	DCR|4VULN|1TLV|1DUR|1CDMG	1TLV|2LIT|369aVULN|4ZMB|5CDMG|7DUR|8RCR
313	43331 21613	7	   	259.40	DCR|4VULN|1TLV|1DUR|1CDMG	1TLV|2LIT|3MLV|469aVULN|5CDMG|7DUR|8RCR
314	43224 22432	7	   	259.39	DCR|3VULN|2TLV|2CDMG|2ASPD|2LIT	18TLV|28LIT|37ASPD|45CDMG|689VULN|8BPWR|aRCR
315	41224 11251	3	   	259.37	DCR|4VULN|2TLV|1DUR|1CDMG	13TLV|2356VULN|36BPWR|46CGEN|7CDMG|8MLV|9RCR|aDUR
316	41511 11251	5	   	259.37	DCR|4VULN|2TLV|1DUR|1CDMG	14TLV|2346VULN|46BPWR|56CGEN|7CDMG|8MLV|9RCR|aDUR
317	11264 11251	4	   	259.37	DCR|4VULN|2TLV|1DUR|1CDMG	13CGEN|2356VULN|36BPWR|46TLV|7CDMG|8MLV|9RCR|aDUR
318	41132 23623	10	   	259.34	DCR|3VULN|2DUR|1TLV|1DMG	1TLV|268VULN|39DUR|4ASPD|5LWND|7RCR|aDMG
319	41132 43633	10	   	259.34	DCR|3VULN|2DUR|1TLV|1DMG	1TLV|289VULN|36DUR|4ASPD|5LWND|7RCR|aDMG
320	42532 23623	10	   	259.34	DCR|3VULN|2DUR|1TLV|1DMG	1TLV|29DUR|368VULN|4ASPD|5LWND|7RCR|aDMG
321	62112 51313	4	 * 	259.34	DCR|3VULN|2DUR|1TLV|3LIT	189LIT|2ASPD|359VULN|49DUR|6BELT|7RCR|9BPWR|aTLV
322	62122 51313	3	   	259.34	DCR|3VULN|2DUR|1TLV|3LIT	189LIT|2ASPD|359VULN|49DUR|6BELT|7RCR|9BPWR|aTLV
323	41213 23142	9	   	259.27	DCR|4VULN|3TLV|1DUR|1CDMG	134TLV|2346VULN|34BPWR|5ZMB|7RCR|8LHND|9CDMG|aDUR
324	41213 23344	9	   	259.27	DCR|4VULN|3TLV|1DUR|1CDMG	134TLV|2346VULN|34BPWR|5ZMB|7RCR|8FEWX|9CDMG|aDUR
325	41216 11142	9	   	259.27	DCR|4VULN|3TLV|1DUR|1CDMG	134TLV|2345VULN|34BPWR|6LWND|7RCR|8MLV|9CDMG|aDUR
326	41216 11216	9	   	259.27	DCR|4VULN|3TLV|1DUR|1CDMG	134TLV|2345VULN|34BPWR|6LWND|7RCR|8FEWX|9CDMG|aDUR
327	41216 33142	9	   	259.27	DCR|4VULN|3TLV|1DUR|1CDMG	134TLV|2345VULN|34BPWR|6RMIN|7RCR|8LHND|9CDMG|aDUR
328	41513 36222	6	   	259.27	DCR|4VULN|2TLV|1DUR|1CDMG	14TLV|2348VULN|4BPWR|5RMIN|6DUR|7RCR|9LHND|aCDMG
329	41513 36232	6	   	259.27	DCR|4VULN|2TLV|1DUR|1CDMG	14TLV|2348VULN|4BPWR|5RMIN|6DUR|7RCR|9LWND|aCDMG
330	41216 11311	10	   	259.27	DCR|4VULN|3TLV|1DUR|1CDMG	134TLV|2345VULN|34BPWR|6LWND|7RCR|8DUR|9CDMG|aLHND
331	41216 11313	10	   	259.27	DCR|4VULN|3TLV|1DUR|1CDMG	134TLV|2345VULN|34BPWR|6aLWND|7RCR|8DUR|9CDMG
332	41216 11313	9	   	259.27	DCR|4VULN|3TLV|1DUR|1CDMG	134TLV|2345VULN|34BPWR|6LWND|7RCR|8DUR|9CDMG|aCGEN
333	41216 11315	9	   	259.27	DCR|4VULN|3TLV|1DUR|1CDMG	134TLV|2345VULN|34BPWR|6LWND|7RCR|8DUR|9CDMG|aRMIN
334	41216 11321	8	   	259.27	DCR|4VULN|3TLV|1DUR|1CDMG	134TLV|2345VULN|34BPWR|6LWND|7RCR|8DUR|9BELT|aCDMG
335	41216 11332	10	   	259.27	DCR|4VULN|3TLV|1DUR|1CDMG	134TLV|2345VULN|34BPWR|6LWND|7RCR|8DUR|9BEXP|aCDMG
336	41216 11521	9	   	259.27	DCR|4VULN|3TLV|1DUR|1CDMG	134TLV|2345VULN|34BPWR|6LWND|7RCR|8BELT|9DUR|aCDMG
337	41216 16221	8	   	259.27	DCR|4VULN|3TLV|1DUR|1CDMG	134TLV|2345VULN|34BPWR|6LWND|7BELT|8DUR|9RCR|aCDMG
338	41261 42222	9	   	259.22	DCR|3VULN|3TLV|2DUR|1DMG	134TLV|237VULN|37BPWR|57CGEN|67DUR|8ERES|9RCR|aDMG
339	41216 53313	7	   	259.17	DCR|4VULN|3TLV|2ASPD|1CDMG	134TLV|2345VULN|34BPWR|6aASPD|7RCR|8CDMG|9LHND
340	41512 33235	4	   	259.17	DCR|4VULN|3TLV|1DUR|1CDMG	148TLV|2347VULN|4BPWR|5RCVC|6CDMG|9RCR|aDUR
341	41216 11312	10	   	259.17	DCR|4VULN|3TLV|1DUR|1CDMG	134TLV|2345VULN|34BPWR|6LWND|7RCR|8DUR|9CDMG|aDUST
342	41216 11314	9	   	259.17	DCR|4VULN|3TLV|1DUR|1CDMG	134TLV|2345VULN|34BPWR|6LWND|7RCR|8DUR|9CDMG|aERES
343	41216 11314	10	   	259.17	DCR|4VULN|3TLV|1DUR|1CDMG	134TLV|2345VULN|34BPWR|6LWND|7RCR|8DUR|9CDMG|aERES
344	41223 42322	9	   	259.12	DCR|3VULN|3TLV|2DUR|1DMG	135TLV|237VULN|37BPWR|47ERES|67DUR|8CGEN|9RCR|aDMG
345	41213 45322	9	   	259.12	DCR|3VULN|3TLV|2DUR|1DMG	134TLV|234VULN|34BPWR|5ZMB|68DUR|7ERES|9RCR|aDMG
346	41233 41162	9	   	259.12	DCR|3VULN|3TLV|2DUR|1DMG	138TLV|239VULN|39BPWR|4BEXP|59DUST|69DUR|7RCR|aDMG
347	41266 11322	9	   	259.12	DCR|3VULN|3TLV|2DUR|1DMG	134TLV|235VULN|3BPWR|6LWND|7RCR|89DUR|aDMG
348	41266 21332	7	   	259.12	DCR|3VULN|3TLV|2DUR|1DMG	134TLV|235VULN|3BPWR|6FEWX|7RCR|89DUR|aDMG
