0	Index      	Bounty	 *	Score 	Summary	Detail	
1	66311 16332	6	 * 	281.26	DCR|4VULN|2DMG|2TLV|1DUR|1NUKE|1SELL	1SELL|27TLV|3NUKE|4DUR|579aVULN|67DMG|7BPWR|8RCR
165	21125 13511	9	   	257.50	DCR|4VULN|1DMG|1TLV|1CDMG	1CGEN|2FEWX|3TLV|4789VULN|5CDMG|6DMG|aRCR
166	41135 13511	9	   	257.50	DCR|4VULN|1DMG|1TLV|1CDMG	1TLV|2FEWX|3789VULN|4CGEN|5CDMG|6DMG|aRCR
167	11512 41213	2	   	257.49	DCR|3VULN|3DUR|2AART|1ASPD	1ASPD|2BELT|35aDUR|457VULN|5BPWR|69AART|8RCR
168	11512 41633	2	   	257.49	DCR|3VULN|3DUR|2AART|1ASPD	1ASPD|2BELT|35aDUR|457VULN|5BPWR|68AART|9RCR
169	15112 41213	4	   	257.49	DCR|3VULN|3DUR|2AART|1ASPD	1ASPD|25aDUR|357VULN|4BELT|5BPWR|69AART|8RCR
170	15112 41633	4	   	257.49	DCR|3VULN|3DUR|2AART|1ASPD	1ASPD|25aDUR|357VULN|4BELT|5BPWR|68AART|9RCR
171	15152 41213	3	   	257.49	DCR|3VULN|3DUR|2AART|1ASPD	1ASPD|25aDUR|357VULN|4BELT|5BPWR|69AART|8RCR
172	25125 16332	7	 * 	257.42	DCR|3VULN|1DMG|2CDMG|1TLV|1DUR	1CGEN|2DUR|3TLV|49aVULN|57CDMG|6DMG|8RCR
173	31125 13511	9	   	257.40	DCR|4VULN|1DMG|1TLV|1CDMG	1ERES|2FEWX|3TLV|4789VULN|5CDMG|6DMG|aRCR
174	35125 16332	7	   	257.32	DCR|3VULN|1DMG|2CDMG|1TLV|1DUR	1ERES|2DUR|3TLV|49aVULN|57CDMG|6DMG|8RCR
175	14182 45424	9	   	257.26	DCR|4VULN|2ASPD|2LIT|1CDMG	18ASPD|2MBVNT|3689VULN|4CDMG|5DUST|78LIT|8BPWR|aRCR
176	15142 43322	6	   	257.21	DCR|3VULN|2DUR|2ASPD|1DMG	16ASPD|24DUR|34aVULN|46BPWR|56LWND|7RCR|8BEXP|9DMG
177	44123 63424	3	   	257.12	DCR|4VULN|2ASPD|2TLV	19TLV|2MBVNT|3679VULN|49ASPD|5BELT|8RCR|9BPWR|aLIT
178	14115 12522	3	   	257.11	DCR|3VULN|2DUR|2ASPD|1DMG	17ASPD|2MBVNT|37aVULN|47DUR|5RPLT|6RCR|7BPWR|8DMG|9ZMB
179	14115 12542	3	   	257.11	DCR|3VULN|2DUR|2ASPD|1DMG	17ASPD|2MBVNT|37aVULN|47DUR|5RPLT|6RCR|7BPWR|8DMG|9RCVC
180	43112 42521	2	 * 	257.11	DCR|3VULN|2DUR|2ASPD|2TLV	19TLV|2BELT|349VULN|5FEWX|68DUR|79ASPD|9BPWR|aRCR
181	15142 33126	6	   	257.11	DCR|3VULN|2DUR|2ASPD|2CDMG	1aASPD|24DUR|34aVULN|4aBPWR|56LWND|7RCR|8ERES|9aCDMG
182	11154 13621	6	   	257.01	DCR|3VULN|2DUR|2ASPD|2TLV	19ASPD|2BELT|39TLV|4DUST|567VULN|89DUR|9BPWR|aRCR
183	12512 23126	1	   	257.01	DCR|3VULN|2DUR|2ASPD|2CDMG	1aASPD|2LWND|36aVULN|45DUR|7RCR|8ERES|9aCDMG|aBPWR
184	14115 12821	3	   	257.01	DCR|3VULN|2DUR|2ASPD|1DMG	17ASPD|2MBVNT|378VULN|47DUR|5RPLT|6RCR|7BPWR|9DUST|aDMG
185	14416 18211	2	   	257.01	DCR|3VULN|2DUR|2ASPD|1DMG	17ASPD|2MBVNT|3DMG|4BBNT|57aVULN|67DUR|7BPWR|8RCR|9LWND
186	14416 18231	2	   	257.01	DCR|3VULN|2DUR|2ASPD|1DMG	17ASPD|2MBVNT|3DMG|4BBNT|57aVULN|67DUR|7BPWR|8RCR|9BEXP
187	14446 18211	2	   	257.01	DCR|3VULN|2DUR|2ASPD|1DMG	17ASPD|2MBVNT|3DMG|4TBNT|57aVULN|67DUR|7BPWR|8RCR|9LWND
188	14446 18231	2	   	257.01	DCR|3VULN|2DUR|2ASPD|1DMG	17ASPD|2MBVNT|3DMG|4TBNT|57aVULN|67DUR|7BPWR|8RCR|9BEXP
189	15113 66112	3	 * 	256.98	DCR|2VULN|3DUR|2ASPD|2TLV|1CDMG	1aASPD|245DUR|3aVULN|6DUST|7RCR|8CDMG|9aTLV|aBPWR
190	14154 62422	7	   	256.91	DCR|3VULN|2DUR|2ASPD|1DMG	14ASPD|2MBVNT|34aVULN|4BPWR|5DUST|68DUR|7RCR|9DMG
191	15141 13423	4	   	256.74	DCR|3VULN|2DUR|1TLV|1CDMG|1ASPD	1ASPD|24DUR|348VULN|4BPWR|5BEXP|6RCVC|7TLV|9CDMG|aRCR
192	14153 71312	6	   	256.70	DCR|5VULN|2ASPD	14ASPD|2MBVNT|34679VULN|46BPWR|56MLV|8RCR|aLIT
193	14153 72312	7	   	256.70	DCR|5VULN|2ASPD	14ASPD|2MBVNT|34679VULN|46BPWR|56MLV|8RCR|aLIT
194	16523 61223	1	   	256.64	DCR|3VULN|2DUR|1TLV|1CDMG|1ASPD	1ASPD|236VULN|45DUR|7TLV|8FEWX|9CDMG|aRCR
195	25125 22142	8	   	256.64	DCR|3VULN|2DUR|1TLV|1CDMG|1ASPD	1CGEN|27DUR|3TLV|48aVULN|5CDMG|6RCR|9ASPD
196	21153 22453	7	   	256.61	DCR|3VULN|3DUR|1TLV|1ASPD	1CGEN|29aFEWX|3TLV|4ASPD|59aDUR|6MLV|79aVULN|8RCR|9aBPWR
197	11512 41235	2	   	256.56	DCR|3VULN|2DUR|1DMG|1ASPD|1AART	1ASPD|2BELT|35DUR|457VULN|5BPWR|6AART|8RCR|9FEWX|aDMG
198	15112 41235	4	   	256.56	DCR|3VULN|2DUR|1DMG|1ASPD|1AART	1ASPD|25DUR|357VULN|4BELT|5BPWR|6AART|8RCR|9FEWX|aDMG
199	35125 22142	8	   	256.54	DCR|3VULN|2DUR|1TLV|1CDMG|1ASPD	1ERES|27DUR|3TLV|48aVULN|5CDMG|6RCR|9ASPD
200	15622 22433	7	   	256.51	DCR|3VULN|3DUR|1TLV|1ASPD	1ASPD|29aDUR|3TLV|4ERES|59aLWND|6MLV|79aVULN|8RCR|9aBPWR
201	35152 22433	7	   	256.51	DCR|3VULN|3DUR|1TLV|1ASPD	1ERES|29aDUR|3TLV|4ASPD|59aLWND|6MLV|79aVULN|8RCR|9aBPWR
202	62112 52311	6	   	256.50	DCR|2VULN|2DMG|1DUR|1TLV|2LIT|1CDMG|1SELL	1SELL|24LIT|34VULN|4BPWR|56DMG|7RCR|8CDMG|9DUR|aTLV
203	25125 25332	9	   	256.37	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1CGEN|28DUR|3TLV|4aVULN|5CDMG|6RCR|79DMG
204	25125 15331	7	   	256.37	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1CGEN|2aDUR|3TLV|49VULN|5CDMG|67DMG|8RCR
205	21125 13551	8	   	256.36	DCR|3VULN|2DMG|2TLV|1CDMG	19CGEN|2FEWX|39TLV|478VULN|5CDMG|69DMG|9BPWR|aRCR
206	41135 13151	7	   	256.36	DCR|3VULN|2DMG|2TLV|1CDMG	19TLV|28FEWX|379VULN|4CGEN|5CDMG|69DMG|9BPWR|aRCR
207	46523 13212	1	 * 	256.33	DCR|2VULN|3DUR|1DMG|1TLV|1AART	1TLV|23VULN|457DUR|6LIT|8DMG|9AART|aRCR
208	13653 22433	7	   	256.31	DCR|3VULN|3DUR|1TLV|1ASPD	1ASPD|29aERES|3LWND|4TLV|59aDUR|6MLV|79aVULN|8RCR|9aBPWR
209	15611 22433	7	   	256.31	DCR|3VULN|3DUR|1TLV|1ASPD	1ASPD|29aDUR|3TLV|4BEXP|59aERES|6MLV|79aVULN|8RCR|9aBPWR
210	25152 13433	7	   	256.31	DCR|3VULN|3DUR|1TLV|1ASPD	1CGEN|29aDUR|3TLV|4ASPD|59aVULN|6LHND|79aERES|8RCR|9aBPWR
211	45141 22213	9	   	256.31	DCR|3VULN|3DUR|1TLV|1ASPD	1TLV|247DUR|34aVULN|4BPWR|5CGEN|6RPLT|8ASPD|9RCR
212	45143 22213	9	   	256.31	DCR|3VULN|3DUR|1TLV|1ASPD	1TLV|247DUR|34aVULN|4BPWR|5MLV|6RPLT|8ASPD|9RCR
213	35125 25332	9	   	256.27	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1ERES|28DUR|3TLV|4aVULN|5CDMG|6RCR|79DMG
214	35125 15331	7	   	256.27	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1ERES|2aDUR|3TLV|49VULN|5CDMG|67DMG|8RCR
215	51334 33152	2	   	256.27	DCR|3VULN|3DMG|1AART	19aDUST|2DMSP|3LIT|4AART|59aVULN|6RCR|79aDMG|8RCVC|9aBPWR
216	45143 23323	5	 * 	256.25	DCR|2VULN|3DUR|2DMG|1TLV	1TLV|24aDUR|34VULN|4aBPWR|5MLV|6aCGEN|7RCR|8BEXP|9aDMG
217	45143 33323	6	   	256.25	DCR|2VULN|3DUR|2DMG|1TLV	1TLV|24aDUR|34VULN|4aBPWR|5MLV|6aCGEN|7RCR|8BEXP|9aDMG
218	31125 13551	8	   	256.16	DCR|3VULN|2DMG|2TLV|1CDMG	19ERES|2FEWX|39TLV|478VULN|5CDMG|69DMG|9BPWR|aRCR
219	13322 23355	4	   	256.11	DCR|3VULN|3DUR|1TLV|1ASPD	1ASPD|2ERES|389DUR|46aVULN|5TLV|7RCR
220	14152 41428	4	   	256.07	DCR|3VULN|2ASPD|1DMG|1DUR|1CDMG	14ASPD|2MBVNT|347VULN|4BPWR|5DMG|6RCVC|8DUR|9CDMG|aRCR
221	14172 41428	3	   	256.07	DCR|3VULN|2ASPD|1DMG|1DUR|1CDMG	14ASPD|2MBVNT|347VULN|4BPWR|5DMG|6RCVC|8DUR|9CDMG|aRCR
222	45142 33331	4	 * 	256.06	DCR|3VULN|2DUR|2TLV|1DMG	1aTLV|24DUR|34aVULN|4aBPWR|5DMG|6RMIN|7RCR|8BEXP|9aLHND
223	14416 18223	2	   	255.99	DCR|2VULN|2DMG|2DUR|2ASPD	17ASPD|2MBVNT|3aDMG|4BBNT|57VULN|67DUR|7BPWR|8RCR|9LIT
224	14446 18223	2	   	255.99	DCR|2VULN|2DMG|2DUR|2ASPD	17ASPD|2MBVNT|3aDMG|4TBNT|57VULN|67DUR|7BPWR|8RCR|9LIT
225	45143 23223	5	 * 	255.96	DCR|3VULN|2DUR|2TLV|2CDMG	1aTLV|24DUR|34aVULN|4aBPWR|5MLV|6CGEN|7RCR|8RPLT|9aCDMG
226	45143 33223	6	   	255.96	DCR|3VULN|2DUR|2TLV|2CDMG	1aTLV|24DUR|34aVULN|4aBPWR|5MLV|6CGEN|7RCR|8RPLT|9aCDMG
227	45142 33232	4	   	255.86	DCR|3VULN|2DUR|2TLV|1DMG	1aTLV|24DUR|349VULN|4BPWR|5DMG|6RMIN|7RCR|8RPLT
228	14124 43424	3	   	255.76	DCR|3VULN|3ASPD|2TLV|1DMG	149ASPD|2MBVNT|379VULN|59TLV|6BELT|8RCR|9BPWR|aDMG
229	14174 43424	4	   	255.76	DCR|3VULN|3ASPD|2TLV|1DMG	149ASPD|2MBVNT|379VULN|59TLV|6BELT|8RCR|9BPWR|aDMG
230	14624 43424	2	   	255.76	DCR|3VULN|3ASPD|2TLV|1DMG	149ASPD|2MBVNT|379VULN|59TLV|6BELT|8RCR|9BPWR|aDMG
231	14746 43424	5	   	255.76	DCR|3VULN|3ASPD|2TLV|1DMG	149ASPD|2MBVNT|39TLV|579VULN|6BELT|8RCR|9BPWR|aDMG
232	14114 13424	5	   	255.76	DCR|3VULN|3ASPD|2TLV|1DMG	159ASPD|2MBVNT|379VULN|4BELT|69TLV|8RCR|9BPWR|aDMG
233	14114 73424	6	   	255.76	DCR|3VULN|3ASPD|2TLV|1DMG	159ASPD|2MBVNT|379VULN|4BELT|69TLV|8RCR|9BPWR|aDMG
234	61342 63312	9	   	255.71	DCR|3VULN|2DUR|2TLV|1DMG|1SELL	1SELL|29DUR|3LWND|49aVULN|5DMG|6RCR|7LHND|89TLV|9BPWR
235	62112 61213	6	 * 	255.71	DCR|3VULN|2DUR|3LIT|1DMG|1SELL	1SELL|24aLIT|34aVULN|4aBPWR|5DMG|6BEXP|7RMIN|8RCR|9aDUR
236	62112 66213	7	 * 	255.71	DCR|3VULN|2DUR|3LIT|1DMG|1SELL	1SELL|24aLIT|34aVULN|4aBPWR|5DMG|6BEXP|7RMIN|8RCR|9aDUR
237	44153 41312	5	 * 	255.45	DCR|5VULN|2TLV	14TLV|2MBVNT|34679VULN|46BPWR|56MLV|8RCR|aLIT
238	44154 41312	4	   	255.45	DCR|5VULN|2TLV	14TLV|2MBVNT|34679VULN|46BPWR|56MLV|8RCR|aLIT
239	46332 23432	1	   	255.25	DCR|3VULN|2DMG|1TLV|1DUR	1TLV|26aVULN|3CGEN|4DUR|5aDMG|7RCR|8LWND|9aLHND|aBPWR
240	15142 23321	5	   	255.20	DCR|3VULN|2DUR|1DMG|1ASPD	1ASPD|24DUR|346VULN|4BPWR|5LWND|7RCR|8BEXP|9DMG|aLIT
241	15142 23621	5	   	255.20	DCR|3VULN|2DUR|1DMG|1ASPD	1ASPD|24DUR|346VULN|4BPWR|5LWND|7RCR|8LHND|9DMG|aLIT
242	15142 23612	9	   	255.20	DCR|3VULN|2DUR|1DMG|1ASPD	1ASPD|24DUR|349VULN|4BPWR|5LWND|6MLV|7LIT|8DMG|aRCR
243	46532 23323	1	   	255.15	DCR|3VULN|2DMG|1DUR|1TLV	1TLV|23aVULN|4ERES|5LHND|6aCGEN|7RCR|8DUR|9aDMG|aBPWR
244	11113 36113	2	 * 	254.95	DCR|4VULN|3CDMG|2ASPD	18ASPD|2BELT|3458VULN|678CDMG|8BPWR|9CGEN|aRCR
245	11113 36123	2	   	254.95	DCR|4VULN|3CDMG|2ASPD	18ASPD|2BELT|3458VULN|678CDMG|8BPWR|9MLV|aRCR
246	11113 36133	2	   	254.95	DCR|4VULN|3CDMG|2ASPD	18ASPD|2BELT|3458VULN|678CDMG|8BPWR|9ZMB|aRCR
247	25122 53332	4	   	254.82	DCR|3VULN|2TLV|1DMG|1DUR|1CDMG	1CGEN|2DUR|37TLV|49aVULN|5DMG|6CDMG|8RCR
248	25125 13332	6	   	254.82	DCR|3VULN|2TLV|1DMG|1DUR|1CDMG	1CGEN|2DUR|37TLV|49aVULN|5CDMG|6DMG|8RCR
249	25125 25132	7	   	254.82	DCR|3VULN|2TLV|1DMG|1DUR|1CDMG	1CGEN|2DUR|38TLV|49aVULN|5CDMG|6RCR|7DMG
250	45122 53332	3	   	254.82	DCR|3VULN|2TLV|1DMG|1DUR|1CDMG	17TLV|2DUR|39aVULN|4CGEN|5DMG|6CDMG|8RCR
251	46332 53332	1	   	254.82	DCR|3VULN|2TLV|1DMG|1DUR|1CDMG	17TLV|29aVULN|3CGEN|4DUR|5DMG|6CDMG|8RCR
252	66431 12332	5	   	254.80	DCR|3VULN|2DMG|1TLV|1DUR|1SELL	1SELL|2TLV|3RMIN|45DMG|6DUR|79aVULN|8RCR
253	35125 13332	6	   	254.72	DCR|3VULN|2TLV|1DMG|1DUR|1CDMG	1ERES|2DUR|37TLV|49aVULN|5CDMG|6DMG|8RCR
254	35125 25132	7	   	254.72	DCR|3VULN|2TLV|1DMG|1DUR|1CDMG	1ERES|2DUR|38TLV|49aVULN|5CDMG|6RCR|7DMG
255	45142 23212	5	   	254.72	DCR|4VULN|2DUR|1TLV	1TLV|24DUR|346aVULN|4BPWR|5LWND|7RCR|8RPLT|9CGEN
256	45142 23232	5	   	254.72	DCR|4VULN|2DUR|1TLV	1TLV|24DUR|3469VULN|4BPWR|5LWND|7RCR|8RPLT|aLHND
257	45142 23233	5	   	254.72	DCR|4VULN|2DUR|1TLV	1TLV|24DUR|3469VULN|4BPWR|5LWND|7RCR|8RPLT|aRMIN
258	66311 15332	7	   	254.70	DCR|3VULN|2DMG|1TLV|1DUR|1NUKE|1SELL	1SELL|2TLV|3NUKE|4DUR|59aVULN|67DMG|8RCR
259	66331 12332	5	   	254.70	DCR|3VULN|2DMG|1TLV|1DUR|1NUKE|1SELL	1SELL|2TLV|3NUKE|45DMG|6DUR|79aVULN|8RCR
260	44114 22233	3	   	254.62	DCR|4VULN|2DUR|1TLV	1TLV|2MBVNT|3579VULN|45DUR|5BPWR|6LHND|8RPLT|aRCR
261	44614 22233	2	   	254.62	DCR|4VULN|2DUR|1TLV	1TLV|2MBVNT|3579VULN|45DUR|5BPWR|6LHND|8RPLT|aRCR
262	45142 23231	5	   	254.62	DCR|4VULN|2DUR|1TLV	1TLV|24DUR|3469VULN|4BPWR|5LWND|7RCR|8RPLT|aLEGI
263	45142 23332	5	   	254.62	DCR|4VULN|2DUR|1TLV	1TLV|24DUR|346aVULN|4BPWR|5LWND|7RCR|8BEXP|9TBNT
264	14154 53312	10	   	254.42	DCR|4VULN|3ASPD|1DUR	147ASPD|2MBVNT|346aVULN|46BPWR|56DUST|8RCR|9DUR
265	15142 52331	5	   	253.71	DCR|3VULN|3DUR|1CDMG|1ASPD	1ASPD|24aDUR|349VULN|4BPWR|5LWND|6CDMG|7DMSP|8RCR
266	14111 38228	9	   	253.58	DCR|3VULN|2DMG|3ASPD	178ASPD|2MBVNT|37aVULN|4BELT|57aZMB|6RCR|7aBPWR|9aDMG
267	35542 23332	5	   	253.51	DCR|3VULN|3DUR|1TLV	1ERES|248DUR|346VULN|4BPWR|5LWND|7RCR|9TLV|aLIT
268	62112 22252	5	   	253.51	DCR|3VULN|2DMG|1TLV|2LIT|1SELL	1SELL|24LIT|347VULN|4BPWR|59DMG|6TLV|8RCR|aLWND
269	62112 22255	5	   	253.51	DCR|3VULN|2DMG|1TLV|2LIT|1SELL	1SELL|24LIT|347VULN|4BPWR|59DMG|6TLV|8RCR|aCGEN
270	62112 32626	6	   	253.51	DCR|3VULN|2DMG|1TLV|2LIT|1SELL	1SELL|24LIT|34aVULN|4BPWR|58DMG|6RCVC|7RCR|9TLV
271	62112 52126	6	   	253.51	DCR|3VULN|2DMG|1TLV|2LIT|1SELL	1SELL|24LIT|34aVULN|4BPWR|56DMG|7RCR|8RCVC|9TLV
272	62112 12511	6	   	253.51	DCR|3VULN|2DMG|1DUR|2LIT|1SELL	1SELL|24LIT|34aVULN|4BPWR|57DMG|6FEWX|8RCR|9DUR
273	62112 62511	6	   	253.51	DCR|3VULN|2DMG|1DUR|2LIT|1SELL	1SELL|24LIT|34aVULN|4BPWR|57DMG|6BEXP|8RCR|9DUR
274	11312 13621	3	   	253.49	DCR|3VULN|2DUR|2ASPD|1TLV	19ASPD|2BELT|359LHND|457VULN|59BPWR|6TLV|89DUR|aRCR
275	13552 13621	1	   	253.49	DCR|3VULN|2DUR|2ASPD|1TLV	19ASPD|259LHND|357VULN|4BELT|59BPWR|6TLV|89DUR|aRCR
276	62112 22235	5	   	253.41	DCR|3VULN|2DMG|1TLV|2LIT|1SELL	1SELL|24LIT|347VULN|4BPWR|5aDMG|6TLV|8RCR|9DUST
277	62112 22251	5	   	253.41	DCR|3VULN|2DMG|1TLV|2LIT|1SELL	1SELL|24LIT|347VULN|4BPWR|59DMG|6TLV|8RCR|aERES
278	62112 22254	5	   	253.41	DCR|3VULN|2DMG|1TLV|2LIT|1SELL	1SELL|24LIT|347VULN|4BPWR|59DMG|6TLV|8RCR|aDLOT
279	62112 52511	7	   	253.41	DCR|3VULN|2DMG|1DUR|2LIT|1SELL	1SELL|24LIT|34aVULN|4BPWR|56DMG|7DUST|8RCR|9DUR
280	66332 33251	1	   	253.41	DCR|3VULN|2DMG|1TLV|2LIT|1SELL	1SELL|29DMG|39LIT|4TLV|5LEGI|6RCR|7ERES|89aVULN|9BPWR
281	14188 11414	4	   	253.41	DCR|2VULN|2DUR|2ASPD|1DMG|1CDMG|1AART	1aASPD|2MBVNT|3aVULN|4CDMG|5AART|6RCR|7DMG|8aDUR|9TBNT|aBPWR
282	34617 14424	6	   	253.40	DCR|4VULN|2DMG	19ERES|2MBVNT|3679VULN|4BELT|59DMG|8RCR|9BPWR|aLIT
283	12612 13621	5	   	253.39	DCR|3VULN|2DUR|2ASPD|1TLV	19ASPD|2DMSP|3BELT|479VULN|5LHND|6TLV|89DUR|9BPWR|aRCR
284	12612 63621	6	   	253.39	DCR|3VULN|2DUR|2ASPD|1TLV	19ASPD|2DMSP|3BELT|479VULN|5LHND|6TLV|89DUR|9BPWR|aRCR
285	12612 65321	8	   	253.39	DCR|3VULN|2DUR|2ASPD|1TLV	19ASPD|2DMSP|3BELT|479VULN|5LHND|6TLV|89DUR|9BPWR|aRCR
286	12614 13621	5	   	253.39	DCR|3VULN|2DUR|2ASPD|1TLV	19ASPD|2DMSP|3BELT|479VULN|5LWND|6TLV|89DUR|9BPWR|aRCR
287	15142 43232	6	   	253.39	DCR|3VULN|2DUR|2ASPD|1TLV	16ASPD|24DUR|349VULN|46BPWR|56LWND|7RCR|8RPLT|aTLV
288	14177 33341	9	   	253.38	DCR|3VULN|2DMG|3ASPD	147ASPD|2MBVNT|39aVULN|5aDMG|6aCGEN|8RCR|aBPWR
289	14113 27484	8	   	253.38	DCR|3VULN|2DMG|3ASPD	179ASPD|2MBVNT|369VULN|45BELT|89DMG|9BPWR|aRCR
290	14114 22584	6	   	253.38	DCR|3VULN|2DMG|3ASPD	159ASPD|2MBVNT|369VULN|48BELT|79DMG|9BPWR|aRCR
291	14114 26384	8	   	253.38	DCR|3VULN|2DMG|3ASPD	159ASPD|2MBVNT|369VULN|48BELT|79DMG|9BPWR|aRCR
292	12613 13621	5	   	253.29	DCR|3VULN|2DUR|2ASPD|1TLV	19ASPD|2DMSP|3BELT|479VULN|5DUST|6TLV|89DUR|9BPWR|aRCR
293	12613 63621	6	   	253.29	DCR|3VULN|2DUR|2ASPD|1TLV	19ASPD|2DMSP|3BELT|479VULN|5DUST|6TLV|89DUR|9BPWR|aRCR
294	14115 12632	3	   	253.29	DCR|3VULN|2DUR|2ASPD|1TLV	17ASPD|2MBVNT|379VULN|47DUR|5RPLT|6RCR|7BPWR|8DMSP|aTLV
295	14157 11244	9	   	253.28	DCR|3VULN|2DMG|3ASPD	148ASPD|2MBVNT|348VULN|48BPWR|5aDMG|6BEXP|78DUST|9RCR
296	42111 35314	3	   	253.23	DCR|3VULN|2DUR|2TLV|2AART	17TLV|2LWND|378VULN|47DUR|59AART|6TBNT|7BPWR|aRCR
297	42121 35314	4	   	253.23	DCR|3VULN|2DUR|2TLV|2AART	17TLV|2LWND|378VULN|47DUR|59AART|6TBNT|7BPWR|aRCR
298	14112 13475	4	   	253.19	DCR|3VULN|2DUR|2ASPD|1TLV	15ASPD|2MBVNT|357VULN|4BELT|5BPWR|6TLV|8RCR|9aDUR
299	12532 23342	1	   	253.19	DCR|3VULN|2DUR|2ASPD|1TLV	1aASPD|2LWND|36aVULN|4ERES|5TLV|7RCR|8aDUR|9MBVNT|aBPWR
300	61342 35332	7	   	253.14	DCR|3VULN|2DMG|2DUR|1SELL	1SELL|26DUR|3LWND|49aVULN|57DMG|8RCR
301	61342 61332	9	   	253.14	DCR|3VULN|2DMG|2DUR|1SELL	1SELL|28DUR|3LWND|47aVULN|59DMG|6RCR
302	13322 25652	4	   	253.09	DCR|3VULN|2DUR|2ASPD|1TLV	17ASPD|2ERES|39DUR|46aVULN|5TLV|8RCR
303	14115 12431	3	 * 	253.09	DCR|2VULN|3DUR|2ASPD|1DMG|1AART	17ASPD|2MBVNT|37VULN|478DUR|5RPLT|6RCR|7BPWR|9AART|aDMG
304	14615 12431	2	   	253.09	DCR|2VULN|3DUR|2ASPD|1DMG|1AART	17ASPD|2MBVNT|37VULN|478DUR|5RPLT|6RCR|7BPWR|9AART|aDMG
305	62112 13613	7	 * 	253.02	DCR|2VULN|2DMG|2ASPD|3LIT|1DUR|1SELL	1SELL|24aLIT|34VULN|4aBPWR|5aDMG|6FEWX|7DUR|8RCR|9aASPD
306	62112 63613	7	 * 	253.02	DCR|2VULN|2DMG|2ASPD|3LIT|1DUR|1SELL	1SELL|24aLIT|34VULN|4aBPWR|5aDMG|6BEXP|7DUR|8RCR|9aASPD
307	43116 63131	2	   	252.89	DCR|5VULN|1TLV|1NUKE|1AART	1TLV|2BELT|34678VULN|5NUKE|9AART|aRCR
308	11512 13156	2	   	252.75	DCR|3VULN|2DUR|1TLV|1ASPD|1AART	1ASPD|2BELT|35DUR|457VULN|5BPWR|6TLV|8CGEN|9RCR|aAART
309	15112 13156	4	   	252.75	DCR|3VULN|2DUR|1TLV|1ASPD|1AART	1ASPD|25DUR|357VULN|4BELT|5BPWR|6TLV|8CGEN|9RCR|aAART
310	21125 13561	8	   	252.45	DCR|3VULN|2DMG|1TLV|1CDMG	1CGEN|2FEWX|3TLV|478VULN|5CDMG|69DMG|aRCR
311	21125 15511	9	   	252.45	DCR|3VULN|2DMG|1TLV|1CDMG	1CGEN|2FEWX|3TLV|489VULN|5CDMG|67DMG|aRCR
312	22125 15511	9	   	252.45	DCR|3VULN|2DMG|1TLV|1CDMG	1CGEN|2LWND|3TLV|489VULN|5CDMG|67DMG|aRCR
313	31125 13561	8	   	252.35	DCR|3VULN|2DMG|1TLV|1CDMG	1ERES|2FEWX|3TLV|478VULN|5CDMG|69DMG|aRCR
314	31125 15511	9	   	252.35	DCR|3VULN|2DMG|1TLV|1CDMG	1ERES|2FEWX|3TLV|489VULN|5CDMG|67DMG|aRCR
315	32125 15511	9	   	252.35	DCR|3VULN|2DMG|1TLV|1CDMG	1ERES|2LWND|3TLV|489VULN|5CDMG|67DMG|aRCR
316	61342 62213	9	   	252.29	DCR|2VULN|2DMG|2DUR|2LIT|1ASPD|1SELL	1SELL|2aDUR|3LWND|4aVULN|59DMG|6RCR|7ASPD|8aLIT|aBPWR
317	14112 13483	4	   	252.26	DCR|3VULN|2ASPD|1TLV|1DUR|1CDMG	15ASPD|2MBVNT|357VULN|4BELT|5BPWR|6TLV|8RCR|9CDMG|aDUR
318	14154 43483	4	   	252.26	DCR|3VULN|2ASPD|1TLV|1DUR|1CDMG	14ASPD|2MBVNT|347VULN|4BPWR|5TLV|6BELT|8RCR|9CDMG|aDUR
319	14174 43483	3	   	252.26	DCR|3VULN|2ASPD|1TLV|1DUR|1CDMG	14ASPD|2MBVNT|347VULN|4BPWR|5TLV|6BELT|8RCR|9CDMG|aDUR
320	15124 11532	7	   	252.18	DCR|3VULN|2TLV|1DMG|1DUR|1ASPD	1ASPD|2DUR|379VULN|4RPLT|5DMG|6aTLV|8RCR
321	45112 21314	1	   	252.18	DCR|3VULN|2TLV|1DMG|1DUR|1ASPD	12TLV|2BPWR|3DMG|4ASPD|5MLV|679VULN|8RCR|aDUR
322	62112 22213	5	   	252.17	DCR|3VULN|1DMG|1TLV|1DUR|2LIT|1SELL	1SELL|24LIT|347VULN|4BPWR|5DMG|6TLV|8RCR|9CGEN|aDUR
323	62112 12141	10	   	252.17	DCR|3VULN|1DMG|1TLV|1DUR|2LIT|1SELL	1SELL|24LIT|349VULN|4BPWR|5DMG|6FEWX|7TLV|8DUR|aRCR
324	62112 12142	9	   	252.17	DCR|3VULN|1DMG|1TLV|1DUR|2LIT|1SELL	1SELL|24LIT|349VULN|4BPWR|5DMG|6FEWX|7TLV|8DUR|aRCR
325	62112 13441	10	   	252.17	DCR|3VULN|1DMG|1TLV|1DUR|2LIT|1SELL	1SELL|24LIT|349VULN|4BPWR|5DMG|6FEWX|7DUR|8TLV|aRCR
