0	Index      	Bounty	 *	Score 	Summary	Detail	
1	11332 31666	9	 * 	277.98	DCR|5VULN|2DUR|3LIT	1RCVC|24579VULN|37DUR|678LIT|7BPWR|aRCR
172	33224 55233	3	   	253.85	DCR|3VULN|2DMG|1DUR|2LIT	1aLIT|2DUR|3RCVC|46aVULN|5BELT|7RMIN|8RCR|9aDMG|aBPWR
173	11213 12231	9	   	253.81	DCR|4VULN|3CDMG|3LIT	1RCVC|279aVULN|3LWND|4RMIN|59aCDMG|6RCR|89aLIT|9aBPWR
174	11213 46231	9	   	253.81	DCR|4VULN|3CDMG|3LIT	1RCVC|269aVULN|3LWND|4RMIN|59aCDMG|7RCR|89aLIT|9aBPWR
175	33461 24131	5	   	253.80	ACR|5VULN|3DUR|2LIT	18LIT|267DUR|3RCR|4689aVULN|5LEGI|68BPWR
176	33563 33353	10	   	253.76	DCR|3VULN|2DUR|1DMG|1AART	1LIT|28DUR|3FEWX|467VULN|5AART|9RCR|aDMG
177	31334 51135	7	   	253.75	DCR|3VULN|2DMG|1DUR|2LIT	19LIT|2BEXP|3DLOT|49DMG|579VULN|6RCR|8RCVC|9BPWR|aDUR
178	11113 12231	9	   	253.71	DCR|4VULN|3CDMG|3LIT	1RCVC|279aVULN|3LEGI|4RMIN|59aCDMG|6RCR|89aLIT|9aBPWR
179	11113 46231	9	   	253.71	DCR|4VULN|3CDMG|3LIT	1RCVC|269aVULN|3LEGI|4RMIN|59aCDMG|7RCR|89aLIT|9aBPWR
180	11332 23216	8	   	253.59	DCR|4VULN|1TLV|1DUR|1CDMG	1RCVC|2456VULN|3DUR|7CDMG|8TLV|9TBNT|aRCR
181	11532 23632	6	   	253.51	DCR|4VULN|1DMG|1DUR|1AART	1RCVC|2456VULN|3BEXP|7RCR|8DUR|9DMG|aAART
182	11321 24161	9	   	253.48	DCR|3VULN|2DMG|2DUR	1RCVC|268VULN|38DUR|4LWND|5ERES|78DMG|8BPWR|9CGEN|aRCR
183	11333 64161	9	   	253.48	DCR|3VULN|2DMG|2DUR	1RCVC|248VULN|38DUR|5ERES|6FEWX|78DMG|8BPWR|9CGEN|aRCR
184	11353 24161	9	   	253.48	DCR|3VULN|2DMG|2DUR	1RCVC|268VULN|38DUR|4DUST|5MLV|78DMG|8BPWR|9CGEN|aRCR
185	11332 23244	8	   	253.44	DCR|4VULN|1TLV|1DUR|1CDMG|1SELL	1RCVC|2456VULN|3DUR|7CDMG|8TLV|9SELL|aRCR
186	46332 31241	9	   	253.43	DCR|4VULN|2DUR|2LIT	137FEWX|2457VULN|67LIT|7BPWR|89DUR|aRCR
187	11351 24161	9	   	253.38	DCR|3VULN|2DMG|2DUR	1RCVC|268VULN|38DUR|4DUST|5ERES|78DMG|8BPWR|9CGEN|aRCR
188	11353 24131	9	   	253.38	DCR|3VULN|2DMG|2DUR	1RCVC|268VULN|38DUR|4DUST|5MLV|78DMG|8BPWR|9ERES|aRCR
189	33431 33316	7	 * 	253.33	ACR|3VULN|3DMG|3LIT|1DUR|1ASPD	18aLIT|2DUR|3RCR|48aDMG|5ASPD|6DUST|78aVULN|8aBPWR|9RMIN
190	33351 33356	10	   	253.13	DCR|4VULN|2DUR|2LIT	1aLIT|28DUR|3DLOT|467aVULN|5aDUST|9RCR|aBPWR
191	15332 22244	10	   	253.09	DCR|2VULN|3DUR|2ASPD|1DMG|1AART	1RCVC|24ASPD|347DUR|4BPWR|5DMG|68VULN|9RCR|aAART
192	15331 25511	7	 * 	252.95	DCR|2VULN|3DUR|3ASPD|2CDMG	1RCVC|247ASPD|349DUR|49BPWR|5ERES|69VULN|89CDMG|aRCR
193	15332 22241	9	 * 	252.95	DCR|2VULN|3DUR|3ASPD|1DMG	1RCVC|24aASPD|347DUR|4BPWR|5DMG|68VULN|9RCR
194	15332 22242	10	   	252.95	DCR|2VULN|3DUR|3ASPD|1DMG	1RCVC|24aASPD|347DUR|4BPWR|5DMG|68VULN|9RCR
195	11313 12633	9	   	252.42	DCR|3VULN|2CDMG|1TLV|1DUR|2LIT	1RCVC|279VULN|3DUR|4RMIN|59CDMG|6RCR|89LIT|9BPWR|aTLV
196	32413 13145	6	   	252.27	DCR|3VULN|2DMG|3LIT|1AART	124LIT|34aVULN|4aBPWR|5aDMG|6AART|7RCR|8RCVC|9DMSP
197	31121 42331	5	   	252.26	DCR|4VULN|3LIT|1CDMG|1ASPD	17aLIT|2aBEXP|3CDMG|4ASPD|568aVULN|9RCR|aBPWR
198	31121 65331	7	   	252.26	DCR|4VULN|3LIT|1CDMG|1ASPD	16aLIT|2aBEXP|3CDMG|4ASPD|578aVULN|9RCR|aBPWR
199	31125 42331	4	   	252.26	DCR|4VULN|3LIT|1CDMG|1ASPD	17aLIT|2aBEXP|3CDMG|4ASPD|568aVULN|9RCR|aBPWR
200	25311 42316	8	   	252.25	DCR|4VULN|1DUR|2LIT|1CDMG|1SELL	17CGEN|2CDMG|37LIT|4578VULN|6SELL|7BPWR|9RCR|aDUR
201	11332 32526	10	   	252.16	DCR|4VULN|1DMG|1DUR	1RCVC|2457VULN|3DUR|6LIT|8DMG|9BELT|aRCR
202	31334 51222	10	   	252.06	DCR|4VULN|1DMG|1DUR	1LIT|2BEXP|3DLOT|4DMG|5789VULN|6RCR|aDUR
203	31334 51225	9	   	252.06	DCR|4VULN|1DMG|1DUR	1LIT|2BEXP|3DLOT|4DMG|5789VULN|6RCR|aDUR
204	42313 11536	2	   	252.05	DCR|3VULN|2DUR|1DMG|1TLV	1FEWX|2BEXP|345VULN|6RCR|79DUR|8DMG|aTLV
205	11332 23146	8	   	252.02	DCR|4VULN|2DUR|1CDMG	1RCVC|2456VULN|3aDUR|7CDMG|8FEWX|9RCR
206	11332 23446	8	   	252.02	DCR|4VULN|2DUR|1CDMG	1RCVC|2456VULN|3aDUR|7CDMG|8LHND|9RCR
207	11332 23566	10	   	252.02	DCR|4VULN|2DUR|1CDMG	1RCVC|2456VULN|38DUR|7CDMG|9BEXP|aRCR
208	33463 21235	8	 * 	252.01	ACR|4VULN|2DUR|2ASPD|2LIT|1AART	19LIT|2aDUR|3RCR|4789VULN|5AART|69ASPD|9BPWR
209	36334 51222	10	   	251.96	DCR|4VULN|1DMG|1DUR	1LIT|2DUST|3DLOT|4DMG|5789VULN|6RCR|aDUR
210	11363 12126	6	   	251.95	DCR|3VULN|2DUR|2CDMG|1TLV	1RCVC|279VULN|3aDUR|47ERES|57CDMG|6RCR|7BPWR|8TLV
211	11333 43144	9	   	251.90	DCR|4VULN|3DUR	1RCVC|2489VULN|389DUR|5ERES|6ZMB|789LHND|89BPWR|aRCR
212	13162 45344	10	   	251.80	DCR|4VULN|3DUR	1RCVC|247DUR|347LHND|47BPWR|579aVULN|6MBVNT|8RCR
213	11332 65522	10	   	251.71	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD|1AART	1RCVC|245VULN|3DUR|6TLV|7ASPD|8AART|9CDMG|aRCR
214	11332 22251	9	   	251.63	DCR|5VULN|1DUR	1RCVC|24568VULN|3DUR|7BEXP|9LIT|aRCR
215	11332 26251	9	   	251.63	DCR|5VULN|1DUR	1RCVC|24568VULN|3DUR|7FEWX|9LIT|aRCR
216	11332 32141	8	   	251.63	DCR|5VULN|1DUR	1RCVC|24579VULN|3DUR|6LIT|8LHND|aRCR
217	11332 32241	8	   	251.63	DCR|5VULN|1DUR	1RCVC|24579VULN|3DUR|6LIT|8FEWX|aRCR
218	11332 32241	7	   	251.63	DCR|5VULN|1DUR	1RCVC|24579VULN|3DUR|6LIT|8LHND|aRCR
219	11332 33241	8	   	251.63	DCR|5VULN|1DUR	1RCVC|24589VULN|3DUR|6LIT|7LHND|aRCR
220	11332 33641	7	   	251.63	DCR|5VULN|1DUR	1RCVC|24589VULN|3DUR|6LIT|7LHND|aRCR
221	11332 34641	6	   	251.63	DCR|5VULN|1DUR	1RCVC|24589VULN|3DUR|6LIT|7FEWX|aRCR
222	11332 35641	6	   	251.63	DCR|5VULN|1DUR	1RCVC|24589VULN|3DUR|6LIT|7LHND|aRCR
223	46313 13231	1	   	251.63	DCR|5VULN|1TLV	1FEWX|2LHND|3459aVULN|6RCR|7LIT|8TLV
224	46313 36231	1	   	251.63	DCR|5VULN|1TLV	1FEWX|2LHND|3459aVULN|6LIT|7RCR|8TLV
225	11532 21251	9	   	251.63	DCR|5VULN|1DUR	1RCVC|24568VULN|3BEXP|7DUR|9LIT|aRCR
226	11532 32341	7	   	251.63	DCR|5VULN|1DUR	1RCVC|24579VULN|3BEXP|6LIT|8DUR|aRCR
227	46332 21251	9	   	251.63	DCR|5VULN|1DUR	13FEWX|24568VULN|7DUR|9LIT|aRCR
228	46332 32341	7	   	251.63	DCR|5VULN|1DUR	13FEWX|24579VULN|6LIT|8DUR|aRCR
229	22232 52842	1	   	251.60	DCR|4VULN|3DUR	17CGEN|267aVULN|378DUR|4LEGI|5MBVNT|7BPWR|9RCR
230	62425 22123	1	   	251.50	DCR|4VULN|3DUR	1ZMB|2458VULN|3TBNT|69aDUR|7RCR
231	11332 21244	6	   	251.04	DCR|4VULN|1TLV|1DUR|1ASPD	17RCVC|2456VULN|3DUR|8ASPD|9TLV|aRCR
232	33322 61243	3	   	250.99	DCR|2VULN|2DMG|2DUR|2LIT|1AART	18LIT|29DUR|3DLOT|4TBNT|58DMG|6AART|78VULN|8BPWR|aRCR
233	33362 61243	3	   	250.99	DCR|2VULN|2DMG|2DUR|2LIT|1AART	18LIT|29DUR|3DLOT|4BBNT|58DMG|6AART|78VULN|8BPWR|aRCR
234	46132 12121	9	   	250.91	DCR|4VULN|2ASPD|1CDMG	19aFEWX|258aVULN|3LIT|4CDMG|6RCR|7aASPD|aBPWR
235	33463 33412	7	   	250.86	ACR|4VULN|2DUR|1DMG|2LIT|1AART	18LIT|28DUR|3RCR|4678VULN|5AART|8BPWR|9DMG|aLHND
236	33463 33423	7	   	250.86	ACR|4VULN|2DUR|1DMG|2LIT|1AART	18LIT|28DUR|3RCR|4678VULN|5AART|8BPWR|9CGEN|aDMG
237	13323 13246	3	   	250.85	DCR|3VULN|2DUR|1DMG|2LIT	1RCVC|2aDUR|3FEWX|45aVULN|6RCR|7LHND|8DMG|9aLIT|aBPWR
238	13323 14246	3	   	250.85	DCR|3VULN|2DUR|1DMG|2LIT	1RCVC|2aDUR|3FEWX|45aVULN|6RCR|7LWND|8DMG|9aLIT|aBPWR
239	13333 13246	4	   	250.85	DCR|3VULN|2DUR|1DMG|2LIT	1RCVC|2aDUR|3FEWX|45aVULN|6RCR|7LHND|8DMG|9aLIT|aBPWR
240	13333 13546	2	   	250.85	DCR|3VULN|2DUR|1DMG|2LIT	1RCVC|2aDUR|3LWND|45aVULN|6RCR|7LHND|8DMG|9aLIT|aBPWR
241	13333 14246	4	   	250.85	DCR|3VULN|2DUR|1DMG|2LIT	1RCVC|2aDUR|3FEWX|45aVULN|6RCR|7LWND|8DMG|9aLIT|aBPWR
242	13523 13246	3	   	250.85	DCR|3VULN|2DUR|1DMG|2LIT	1RCVC|2aDUR|3BEXP|45aVULN|6RCR|7LHND|8DMG|9aLIT|aBPWR
243	13533 13246	4	   	250.85	DCR|3VULN|2DUR|1DMG|2LIT	1RCVC|2aDUR|3BEXP|45aVULN|6RCR|7LHND|8DMG|9aLIT|aBPWR
244	32413 51631	6	   	250.85	5VULN|3DMG|2DUR|3LIT	124LIT|34689VULN|468BPWR|568DMG|78DUR|aBEXP
245	32413 13322	6	   	250.84	DCR|3VULN|3LIT|1DMG|1TLV|1AART	124LIT|34aVULN|4BPWR|5DMG|6AART|7RCR|8BEXP|9TLV
246	11311 23343	7	   	250.79	DCR|3VULN|2DUR|2ASPD|1CDMG	1RCVC|278VULN|37DUR|4RMIN|5BELT|67ASPD|7BPWR|9RCR|aCDMG
247	11336 63152	7	   	250.79	DCR|3VULN|2DUR|2ASPD|1CDMG	19RCVC|247VULN|37DUR|57ASPD|6BELT|7BPWR|8RCR|aCDMG
248	11336 63163	7	   	250.79	DCR|3VULN|2DUR|2ASPD|1CDMG	1RCVC|247VULN|37DUR|57ASPD|6BELT|7BPWR|8RCR|9ZMB|aCDMG
249	33463 33411	7	   	250.76	ACR|4VULN|2DUR|1DMG|2LIT|1AART	18LIT|28DUR|3RCR|4678VULN|5AART|8BPWR|9DMG|aTBNT
250	33463 33413	7	   	250.76	ACR|4VULN|2DUR|1DMG|2LIT|1NUKE|1AART	18LIT|28DUR|3RCR|4678VULN|5AART|8BPWR|9DMG|aNUKE
251	11321 43257	3	   	250.75	DCR|3VULN|2DUR|1DMG|2LIT	1RCVC|24aVULN|3aDUR|5MBVNT|6RCR|7LHND|8DMG|9aLIT|aBPWR
252	11321 45257	3	   	250.75	DCR|3VULN|2DUR|1DMG|2LIT	1RCVC|24aVULN|3aDUR|5MBVNT|6RCR|7LWND|8DMG|9aLIT|aBPWR
253	11331 43257	4	   	250.75	DCR|3VULN|2DUR|1DMG|2LIT	1RCVC|24aVULN|3aDUR|5MBVNT|6RCR|7LHND|8DMG|9aLIT|aBPWR
254	11331 45257	4	   	250.75	DCR|3VULN|2DUR|1DMG|2LIT	1RCVC|24aVULN|3aDUR|5MBVNT|6RCR|7LWND|8DMG|9aLIT|aBPWR
255	13123 13246	2	   	250.75	DCR|3VULN|2DUR|1DMG|2LIT	1RCVC|2aDUR|3DUST|45aVULN|6RCR|7LHND|8DMG|9aLIT|aBPWR
256	13123 14246	2	   	250.75	DCR|3VULN|2DUR|1DMG|2LIT	1RCVC|2aDUR|3DUST|45aVULN|6RCR|7LWND|8DMG|9aLIT|aBPWR
257	33113 16534	2	   	250.75	DCR|3VULN|2DUR|2TLV|2LIT	1aLIT|28DUR|3aTLV|49aVULN|5RCVC|6RMIN|7RCR|aBPWR
258	33134 14622	8	   	250.75	DCR|3VULN|2DUR|2CDMG|2LIT	1aLIT|28DUR|3aCDMG|49DMSP|57aVULN|6RCR|aBPWR
259	32413 15262	7	   	250.74	DCR|3VULN|3LIT|1DMG|1DUR|1AART	124LIT|347VULN|4BPWR|5DMG|6AART|8BBNT|9RCR|aDUR
260	11311 23326	7	   	250.37	DCR|3VULN|3DUR|2ASPD	1RCVC|278VULN|379DUR|4RMIN|5BELT|67ASPD|7BPWR|aRCR
261	11336 63112	7	   	250.37	DCR|3VULN|3DUR|2ASPD	1RCVC|247VULN|37aDUR|57ASPD|6BELT|7BPWR|8RCR|9FEWX
262	11336 63141	7	   	250.37	DCR|3VULN|3DUR|2ASPD	1RCVC|247VULN|379DUR|57ASPD|6BELT|7BPWR|8RCR|aLHND
263	33134 12114	7	   	250.36	DCR|3VULN|1DUR|1TLV|1CDMG|1ASPD	1LIT|2DUR|3CDMG|4DMSP|59aVULN|6RCR|7ASPD|8TLV
264	46132 12116	7	   	250.36	DCR|3VULN|1TLV|1DUR|1CDMG|1ASPD	1FEWX|259VULN|3LIT|4CDMG|6RCR|7ASPD|8TLV|aDUR
265	33463 33433	7	   	250.34	ACR|5VULN|2DUR|2LIT|1AART	18LIT|28DUR|3RCR|46789VULN|5AART|8BPWR|aRPLT
266	15336 13223	10	   	250.27	DCR|3VULN|3DUR|2ASPD	1RCVC|24ASPD|345DUR|4BPWR|6RCR|78aVULN|9LHND
267	15336 13226	8	   	250.27	DCR|3VULN|3DUR|2ASPD	1RCVC|24ASPD|345DUR|4BPWR|6RCR|78aVULN|9CGEN
268	15336 13233	10	   	250.27	DCR|3VULN|3DUR|2ASPD	1RCVC|24ASPD|345DUR|4BPWR|6RCR|78aVULN|9LWND
269	13324 55434	3	   	250.27	DCR|3VULN|3DUR|2ASPD	1RCVC|289DUR|3FEWX|48aVULN|58ASPD|6RCR|7MBVNT|8BPWR
270	13334 55434	4	   	250.27	DCR|3VULN|3DUR|2ASPD	1RCVC|289DUR|3FEWX|48aVULN|58ASPD|6RCR|7MBVNT|8BPWR
271	33463 33432	7	   	250.24	ACR|5VULN|2DUR|2LIT|1AART	18LIT|28DUR|3RCR|46789VULN|5AART|8BPWR|aTBNT
272	15336 13213	10	   	250.17	DCR|3VULN|3DUR|2ASPD	1RCVC|24ASPD|345DUR|4BPWR|6RCR|78aVULN|9DUST
273	15336 13216	9	   	250.17	DCR|3VULN|3DUR|2ASPD	1RCVC|24ASPD|345DUR|4BPWR|6RCR|78aVULN|9DUST
274	11336 63142	7	   	250.13	DCR|3VULN|3DUR|2ASPD|1SELL	1RCVC|247VULN|379DUR|57ASPD|6BELT|7BPWR|8RCR|aSELL
275	11521 42434	3	   	249.90	DCR|3VULN|2DMG|1DUR|1ASPD	1RCVC|248VULN|38BEXP|5MBVNT|6RCR|78DMG|8BPWR|9DUR|aASPD
276	11531 42434	4	   	249.90	DCR|3VULN|2DMG|1DUR|1ASPD	1RCVC|248VULN|38BEXP|5MBVNT|6RCR|78DMG|8BPWR|9DUR|aASPD
277	11363 12215	7	   	249.89	DCR|4VULN|3CDMG|1DUR	1RCVC|289aVULN|3DUR|489ERES|589CDMG|6RCR|7BELT|89BPWR
278	62252 41741	1	   	249.80	DCR|3VULN|2DMG|1DUR|1ASPD	18ZMB|28aVULN|3DUR|4DUST|5MBVNT|6RCR|78DMG|8BPWR|9ASPD
279	32423 62234	6	   	249.72	DCR|3VULN|1DMG|1DUR|2LIT|1CDMG	12LIT|36aVULN|4DMG|5DUR|7LWND|8CDMG|9RCR
280	23234 52243	4	   	249.58	DCR|4VULN|2DUR|1ASPD	17CGEN|2LHND|37DUR|4579VULN|6RCR|7BPWR|8RPLT|aASPD
281	25311 16361	8	   	249.56	DCR|4VULN|1DMG|1CDMG	1CGEN|2CDMG|3LIT|4567VULN|8DMG|9BELT|aRCR
282	22234 52243	1	   	249.48	DCR|4VULN|2DUR|1ASPD	17CGEN|2579VULN|37DUR|4LEGI|6RCR|7BPWR|8RPLT|aASPD
283	11313 12226	7	   	249.45	DCR|3VULN|2DUR|1DMG|1CDMG	1RCVC|279VULN|3aDUR|4RMIN|5CDMG|6RCR|8DMG
284	11313 12326	8	   	249.45	DCR|3VULN|2DUR|1DMG|1CDMG	1RCVC|279VULN|3aDUR|4RMIN|5CDMG|6RCR|8DMG
285	11313 14226	6	   	249.45	DCR|3VULN|2DUR|1DMG|1CDMG	1RCVC|279VULN|3aDUR|4RMIN|5CDMG|6RCR|8DMG
286	11412 12146	10	   	249.42	DCR|3VULN|3DUR|1DMG	13RCVC|289VULN|489MLV|5DMG|6LHND|789DUR|89BPWR|aRCR
287	11432 12144	9	   	249.42	DCR|3VULN|3DUR|1DMG	13RCVC|289VULN|489CGEN|5DMG|6LHND|789DUR|89BPWR|aRCR
288	11612 12146	10	   	249.42	DCR|3VULN|3DUR|1DMG	14RCVC|289VULN|389MLV|5DMG|6LHND|789DUR|89BPWR|aRCR
289	11336 61513	10	   	249.38	DCR|4VULN|2DUR|1ASPD	1RCVC|249aVULN|38DUR|5ASPD|6BELT|7RCR
290	33432 34234	9	 * 	249.37	ACR|3VULN|3DUR|2DMG|2LIT	1aLIT|25aDUR|3RCR|47DMG|6CGEN|89aVULN|aBPWR
291	11363 14226	6	   	249.35	DCR|3VULN|2DUR|1DMG|1CDMG	1RCVC|279VULN|3aDUR|4ERES|5CDMG|6RCR|8DMG
292	11332 21234	7	   	249.28	DCR|4VULN|2DUR|1ASPD	1RCVC|2456VULN|37DUR|8ASPD|9ERES|aRCR
293	11311 54226	9	   	249.22	DCR|3VULN|3DUR|1DMG	1RCVC|278VULN|378DUR|46RMIN|5BELT|78BPWR|9DMG|aRCR
294	11323 42146	10	   	249.22	DCR|3VULN|3DUR|3TLV	16RCVC|289VULN|389DUR|4LWND|5ZMB|789TLV|89BPWR|aRCR
295	25316 16233	8	   	249.14	DCR|5VULN|1CDMG	15CGEN|2CDMG|3LIT|4567aVULN|5BPWR|8LWND|9RCR
296	15336 13261	8	   	249.13	DCR|2VULN|3DUR|3ASPD|1TLV	1RCVC|24aASPD|345DUR|4BPWR|6RCR|78VULN|9TLV
297	13113 12242	10	 * 	249.12	DCR|3VULN|3DUR|2CDMG	1RCVC|28aDUR|3LHND|4RMIN|5aCDMG|6RCR|79aVULN|aBPWR
298	25311 16233	8	   	249.04	DCR|5VULN|1CDMG	1CGEN|2CDMG|3LIT|4567aVULN|8LWND|9RCR
299	25311 16633	7	   	249.04	DCR|5VULN|1CDMG	1CGEN|2CDMG|3LIT|4567aVULN|8LWND|9RCR
300	46132 11314	7	   	249.04	DCR|5VULN|1CDMG	1FEWX|2589aVULN|3LIT|4CDMG|6RCR|7LWND
301	46132 11314	6	   	249.04	DCR|5VULN|1CDMG	1FEWX|2589aVULN|3LIT|4CDMG|6RCR|7LHND
302	11313 12142	10	   	249.02	DCR|3VULN|3DUR|2CDMG	1RCVC|27aVULN|38aDUR|4RMIN|5aCDMG|6RCR|9MBVNT|aBPWR
303	11321 44822	3	   	249.02	DCR|3VULN|3DUR|2TLV	1RCVC|249VULN|39aDUR|5MBVNT|6RCR|79TLV|8BELT|9BPWR
304	11331 44822	4	   	249.02	DCR|3VULN|3DUR|2TLV	1RCVC|249VULN|39aDUR|5MBVNT|6RCR|79TLV|8BELT|9BPWR
305	21323 11632	3	   	249.02	DCR|3VULN|3DUR|1DMG	1CGEN|2MLV|37aDUR|458VULN|6RCR|9DMG
306	21333 11632	4	   	249.02	DCR|3VULN|3DUR|1DMG	1CGEN|2MLV|37aDUR|458VULN|6RCR|9DMG
307	22232 52544	1	   	249.02	DCR|3VULN|3DUR|1DMG	17CGEN|267VULN|37aDUR|4LEGI|5MBVNT|7BPWR|8RCR|9DMG
308	32312 22266	9	   	248.81	DCR|4VULN|2ASPD|3LIT	127LIT|3MLV|47ASPD|5RCVC|6789VULN|7BPWR|aRCR
309	11213 41631	6	   	248.80	DCR|4VULN|3CDMG|2LIT	1RCVC|267aVULN|37LWND|4RMIN|57aCDMG|7aBPWR|8aLIT|9RCR
310	46132 12221	9	   	248.69	DCR|3VULN|2DUR|1CDMG|1ASPD	1FEWX|259VULN|3LIT|4CDMG|6RCR|7ASPD|8aDUR
311	46132 12223	10	   	248.69	DCR|3VULN|2DUR|1CDMG|1ASPD	1FEWX|259VULN|3LIT|4CDMG|6RCR|7ASPD|8aDUR
312	11113 41631	6	   	248.60	DCR|4VULN|3CDMG|2LIT	1RCVC|267aVULN|3LEGI|4RMIN|57aCDMG|7aBPWR|8aLIT|9RCR
313	11521 42423	3	   	248.56	DCR|3VULN|2DMG|1TLV|1AART	1RCVC|248VULN|38BEXP|5MBVNT|6RCR|78DMG|8BPWR|9AART|aTLV
314	11521 42427	3	   	248.56	DCR|3VULN|2DMG|1DUR|1AART	1RCVC|248VULN|38BEXP|5MBVNT|6RCR|78DMG|8BPWR|9AART|aDUR
315	11531 42423	4	   	248.56	DCR|3VULN|2DMG|1TLV|1AART	1RCVC|248VULN|38BEXP|5MBVNT|6RCR|78DMG|8BPWR|9AART|aTLV
316	11531 42427	4	   	248.56	DCR|3VULN|2DMG|1DUR|1AART	1RCVC|248VULN|38BEXP|5MBVNT|6RCR|78DMG|8BPWR|9AART|aDUR
317	31334 51136	7	   	248.51	DCR|3VULN|2DMG|2LIT|1ASPD	19LIT|2BEXP|3DLOT|49DMG|579VULN|6RCR|8RCVC|9BPWR|aASPD
318	11336 31551	6	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1RCVC|246VULN|3DUR|5ASPD|7TLV|8DMG|9RCR|aRMIN
319	11336 31553	6	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1RCVC|246VULN|3DUR|5ASPD|7TLV|8DMG|9RCR|aBEXP
320	11242 31552	5	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1RCVC|245VULN|3LWND|6ASPD|7TLV|8DMG|9RCR|aDUR
321	32432 22214	3	   	248.41	DCR|3VULN|2DMG|2LIT|1ASPD	12LIT|39aVULN|4ASPD|58DMG|6RCR|7RPLT
322	33134 12134	9	   	248.40	DCR|2VULN|2DUR|2ASPD|2LIT|1CDMG|1AART	19LIT|29DUR|3CDMG|4DMSP|58VULN|6RCR|79ASPD|9BPWR|aAART
323	33134 12136	10	   	248.40	DCR|2VULN|2DUR|2ASPD|2LIT|1CDMG|1AART	19LIT|29DUR|3CDMG|4DMSP|58VULN|6RCR|79ASPD|9BPWR|aAART
324	33223 31635	3	   	248.37	DCR|3VULN|3DUR|1ASPD	1LIT|259DUR|3RCVC|458VULN|5BPWR|6MLV|7ASPD|aRCR
325	11132 31552	5	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1RCVC|245VULN|3LEGI|6ASPD|7TLV|8DMG|9RCR|aDUR
326	11136 31552	6	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1RCVC|246VULN|3LEGI|5ASPD|7TLV|8DMG|9RCR|aDUR
327	46313 33234	1	   	248.35	DCR|4VULN|1DUR|1TLV	1FEWX|2LHND|3459VULN|6LIT|7DUR|8TLV|aRCR
328	32413 15333	7	   	248.24	DCR|3VULN|3LIT|1DMG|1CDMG|1AART	124LIT|347VULN|4BPWR|5DMG|6AART|8CDMG|9RCR|aRCVC
329	11242 53335	10	   	248.23	DCR|4VULN|2DUR|1AART	1RCVC|245aVULN|3LWND|6aBEXP|7AART|8aDUR|9RCR|aBPWR
330	11532 13335	10	   	248.23	DCR|4VULN|2DUR|1AART	1RCVC|245aVULN|3BEXP|6aLHND|7AART|8aDUR|9RCR|aBPWR
331	31532 62623	8	   	248.16	DCR|2VULN|2DMG|2ASPD|1DUR|2LIT	1aLIT|2BEXP|3BELT|4aVULN|5DUR|69ASPD|7aDMG|8RCR|aBPWR
332	32413 15331	7	   	248.14	DCR|3VULN|3LIT|1DMG|1CDMG|1AART	124LIT|347VULN|4BPWR|5DMG|6AART|8CDMG|9RCR|aMBVNT
333	32413 15332	7	   	248.14	DCR|3VULN|3LIT|1DMG|1CDMG|1AART	124LIT|347VULN|4BPWR|5DMG|6AART|8CDMG|9RCR|aTBNT
334	32413 15335	7	   	248.14	DCR|3VULN|3LIT|1DMG|1CDMG|1NUKE|1AART	124LIT|347VULN|4BPWR|5DMG|6AART|8CDMG|9RCR|aNUKE
335	62323 62142	2	   	248.03	DCR|4VULN|2DUR|1AART	19ZMB|2DUST|3BBNT|459aVULN|6RCR|7AART|89DUR|9BPWR
