0	Index      	 *	Score 	Summary	Detail	
1	45315 13311	 * 	212.39	DCR|4VULN|3DMG	145aVULN|249DMG|3LEGI|4BPWR|6RCR|7RCVC|8AELBLL
167	14412 43123	   	186.70	DCR|2VULN|1MDPS|2ASPD|1AART|1NUKE|1RMIN	1aBEXP|2DUST|3MDPS|4RMIN|5AART|6aVULN|7RCR|8NUKE|9aASPD|aBPWR
168	43412 13123	   	186.70	DCR|2VULN|1MDPS|2ASPD|1AART|1NUKE|1RMIN	1aVULN|2aBEXP|3MDPS|4RMIN|5AART|6LEGI|7RCR|8NUKE|9aASPD|aBPWR
169	63242 11132	   	186.60	DCR|2VULN|2AART|1DMG	17LIT|2BELT|38AART|4RCVC|5aVULN|6RCR|9DMG
170	43412 33123	   	186.60	DCR|2VULN|1MDPS|2ASPD|1AART|1NUKE|1RMIN	1aVULN|2BEXP|3MDPS|4RMIN|5AART|6aDUST|7RCR|8NUKE|9aASPD|aBPWR
171	13423 32632	   	186.33	DCR|2VULN|2AART|1CDMG|1ZMB	125BEXP|39AART|45VULN|5BPWR|6ZMB|7LIT|8RCR|aCDMG
172	42234 32162	   	186.32	DCR|3VULN|1MDPS|1AART|2DUR	158VULN|25DUR|3BELT|4AART|5BPWR|6LIT|7RCR|9DUST|aMDPS
173	42241 15123	   	186.15	DCR|3ASPD|2VULN|1DUR|1RMIN	15VULN|2DUR|3BELT|4RMIN|6RCR|78aASPD|9ERES
174	66613 23222	   	186.11	DCR|2VULN|2DMG|1AART	18LIT|26DMG|38VULN|4RCVC|58DUST|7RCR|8BPWR|9CGEN|aAART
175	13436 13622	   	186.05	DCR|2VULN|2AART|1ASPD|1ZMB	12BEXP|39AART|4ZMB|5ASPD|6LWND|78VULN|aRCR
176	15642 12222	   	186.05	DCR|2VULN|2AART|1DMG|1ZMB	1BEXP|2DMG|3CGEN|45VULN|6ZMB|79AART|8AME|aRCR
177	43333 12222	   	186.05	DCR|2VULN|2AART|1ASPD|1ZMB	14VULN|2BEXP|3CGEN|5ASPD|6ZMB|79AART|8AME|aRCR
178	43333 12621	   	186.05	DCR|2VULN|2AART|1ASPD|1ZMB	14VULN|2BEXP|3CGEN|5ASPD|6ZMB|79AART|8FEWX|aRCR
179	12343 35141	   	186.00	DCR|2VULN|2DMG|1CDMG|1DUR	1BEXP|2DUR|3CGEN|4CDMG|5LIT|6RCR|78VULN|9aDMG
180	42432 13242	 * 	185.99	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG|1DUR	18VULN|2DUR|3MDPS|4LIT|5AART|6CDMG|7ERES|9RCR|aDMG
181	42432 32342	   	185.99	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG|1DUR	16VULN|2DUR|3MDPS|4LIT|5AART|7CDMG|8ERES|9RCR|aDMG
182	12522 36632	   	185.96	DCR|3VULN|1AART|1CDMG|1DUR	1BEXP|2DUR|345VULN|6FEWX|7LIT|8RCR|9CDMG|aAART
183	15242 12621	   	185.95	DCR|2VULN|2AART|1DMG|1AAC|1ZMB	1BEXP|2DMG|3AAC|45VULN|6ZMB|79AART|8FEWX|aRCR
184	15642 12322	   	185.95	DCR|2VULN|2AART|1DMG|1ZMB	1BEXP|2DMG|3CGEN|45VULN|6ZMB|79AART|8TLV|aRCR
185	43333 12322	   	185.95	DCR|2VULN|2AART|1ASPD|1ZMB	14VULN|2BEXP|3CGEN|5ASPD|6ZMB|79AART|8TLV|aRCR
186	21341 36225	   	185.90	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	12LHND|3CDMG|4AART|5ASPD|6ZMB|7DMG|8MLV|9VULN|aRCR
187	12522 26632	   	185.86	DCR|3VULN|1AART|1CDMG|1DUR	1BEXP|2DUR|345VULN|6DUST|7LIT|8RCR|9CDMG|aAART
188	42335 13113	   	185.85	DCR|4VULN|1ASPD|1DUR	1458VULN|2DUR|3CGEN|6RCR|7BELT|9LWND|aASPD
189	42335 13121	   	185.85	DCR|4VULN|1DMG|1DUR	1458VULN|2DUR|3CGEN|6RCR|7BELT|9DMG|aBEXP
190	42335 13122	   	185.85	DCR|4VULN|1DMG|1DUR	1458VULN|2DUR|3CGEN|6RCR|7BELT|9DMG|aLIT
191	42335 13123	   	185.85	DCR|4VULN|1DMG|1DUR	1458VULN|2DUR|3CGEN|6RCR|7BELT|9DMG|aLWND
192	42335 13126	   	185.85	DCR|4VULN|1DMG|1DUR	1458VULN|2DUR|3CGEN|6RCR|7BELT|9DMG|aLHND
193	42335 13143	   	185.85	DCR|4VULN|1ASPD|1DUR	1458VULN|2DUR|3CGEN|6RCR|7BELT|9LHND|aASPD
194	62225 31141	   	185.80	DCR|2VULN|2DMG|1CDMG|1DUR	1LIT|2CDMG|3DUST|4TLV|58VULN|6RCR|7DUR|9aDMG
195	41234 32332	   	185.80	DCR|2VULN|1AART|1ASPD|1DMG	15VULN|25LHND|3BELT|4AART|5BPWR|6LIT|7RCR|8ASPD|9RPLT|aDMG
196	43234 32332	   	185.80	DCR|2VULN|1AART|1ASPD|1DMG	15VULN|25BEXP|3BELT|4AART|5BPWR|6LIT|7RCR|8ASPD|9RPLT|aDMG
197	43234 32352	   	185.80	DCR|2VULN|1AART|1ASPD|1DMG	15VULN|25BEXP|3BELT|4AART|5BPWR|6LIT|7RCR|8ASPD|9LHND|aDMG
198	42335 34212	   	185.78	DCR|3VULN|1AART|1DMG|1DUR	145VULN|2DUR|3CGEN|6MLV|7AART|8AME|9DMG|aRCR
199	42335 34222	   	185.78	DCR|3VULN|1AART|1ASPD|1DUR	145VULN|2DUR|3CGEN|6MLV|7AART|8AME|9ASPD|aRCR
200	15242 51111	   	185.75	DCR|4VULN|1DMG|1AAC|1DUR	1BEXP|2DMG|3AAC|459aVULN|6RCR|7CGEN|8DUR
201	42335 11251	   	185.75	DCR|4VULN|1ASPD|1DUR	145aVULN|2DUR|3CGEN|6RCR|7BEXP|8TLV|9ASPD
202	42335 13125	   	185.75	DCR|4VULN|1DMG|1DUR	1458VULN|2DUR|3CGEN|6RCR|7BELT|9DMG|aTLV
203	42335 13323	   	185.75	DCR|4VULN|1ASPD|1DUR	1459VULN|2DUR|3CGEN|6RCR|7BELT|8DUST|aASPD
204	45212 51111	   	185.75	DCR|4VULN|1DMG|1AAC|1DUR	159aVULN|2DMG|3AAC|4FEWX|6RCR|7CGEN|8DUR
205	62323 33253	 * 	185.74	DCR|5VULN|1CDMG|1SELL	18LIT|2CDMG|3SELL|4689aVULN|58DUST|7RCR|8BPWR
206	41234 32311	   	185.70	DCR|2VULN|1AART|1ASPD|1DMG	15VULN|25LHND|3BELT|4AART|5BPWR|6LIT|7RCR|8ASPD|9TLV|aDMG
207	43234 32311	   	185.70	DCR|2VULN|1AART|1ASPD|1DMG	15VULN|25BEXP|3BELT|4AART|5BPWR|6LIT|7RCR|8ASPD|9TLV|aDMG
208	43234 32361	   	185.70	DCR|2VULN|1AART|1ASPD|1DMG	15VULN|25BEXP|3BELT|4AART|5BPWR|6LIT|7RCR|8ASPD|9ERES|aDMG
209	42335 22512	   	185.68	DCR|3VULN|1AART|1DMG|1DUR	145VULN|2DUR|36CGEN|7AART|8DUST|9DMG|aRCR
210	42335 22522	   	185.68	DCR|3VULN|1AART|1ASPD|1DUR	145VULN|2DUR|36CGEN|7AART|8DUST|9ASPD|aRCR
211	45232 51111	   	185.65	DCR|4VULN|1DMG|1AAC|1DUR	159aVULN|2DMG|3AAC|4DUST|6RCR|7CGEN|8DUR
212	43335 12236	   	185.62	DCR|4VULN|1AART	145aVULN|2BEXP|3aCGEN|6RCR|7AART|8aAME|9RMIN|aBPWR
213	42234 52321	   	185.61	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB|1MSE	15VULN|25DUR|3BELT|4AART|5BPWR|6MBVNT|7RCR|8ZMB|9CDMG|aMSE
214	42234 52322	   	185.61	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	15VULN|25DUR|3BELT|4AART|5BPWR|6MBVNT|7RCR|8ZMB|9CDMG|aDUST
215	42234 52323	   	185.61	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	15VULN|25DUR|3BELT|4AART|5BPWR|6MBVNT|7RCR|8ZMB|9CDMG|aTLV
216	42335 13134	   	185.49	DCR|5VULN|2DUR	1458aVULN|2aDUR|3aCGEN|6RCR|7BELT|9RPLT|aBPWR
217	43335 12243	   	185.47	DCR|3VULN|1AART|1DMG	145VULN|2BEXP|39CGEN|6RCR|7AART|8AME|aDMG
218	63232 11432	   	185.47	DCR|3VULN|1AART|1DMG	17LIT|2BELT|3AART|4AELBLL|58aVULN|6RCR|9DMG
219	43335 12336	   	185.42	DCR|4VULN|1AART	145aVULN|2BEXP|3aCGEN|6RCR|7AART|8aTLV|9RMIN|aBPWR
220	33623 13424	   	185.40	DCR|2DMG|1VULN|1AART|1CDMG|1DUR	1LWND|2BEXP|3DUR|4VULN|5RPLT|69DMG|7AART|8RCR|aCDMG
221	43335 12213	   	185.37	DCR|3VULN|1AART|1DMG	145VULN|2BEXP|3CGEN|6RCR|7AART|8AME|9DUST|aDMG
222	43335 12343	   	185.37	DCR|3VULN|1AART|1DMG	145VULN|2BEXP|39CGEN|6RCR|7AART|8TLV|aDMG
223	44231 15323	   	185.27	DCR|3VULN|1AART|1ASPD	15aVULN|2DUST|39BELT|4ERES|6RCR|7ASPD|8AART
224	43335 12313	   	185.27	DCR|3VULN|1AART|1DMG	145VULN|2BEXP|3CGEN|6RCR|7AART|8TLV|9DUST|aDMG
225	33623 13443	 * 	185.23	DCR|2AART|2DMG|1VULN|1DUR	1LWND|2BEXP|3DUR|4VULN|5RPLT|6aDMG|79AART|8RCR
226	12246 31512	   	185.22	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1RMIN	1BEXP|2DUR|3BELT|4RMIN|5AART|6DMG|7ZMB|89VULN|aRCR
227	44231 12134	   	185.17	DCR|3VULN|2CDMG|1ASPD|1AAC	15aVULN|2aDUST|3BELT|4ERES|6RCR|7AAC|8ASPD|9aCDMG|aBPWR
228	62225 33613	 * 	185.17	DCR|3VULN|2CDMG|1DMG	1LIT|28CDMG|3DUST|4TLV|59aVULN|6RCR|7DMG
229	41241 15131	   	185.08	DCR|2VULN|2ASPD|1DMG|1RMIN	15VULN|2LHND|3BELT|4RMIN|6RCR|78ASPD|9DMG|aLWND
230	41241 15132	   	185.08	DCR|2VULN|2ASPD|1DMG|1RMIN	15VULN|2LHND|3BELT|4RMIN|6RCR|78ASPD|9DMG|aBEXP
231	32531 12315	   	184.84	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1LWND|2DUR|3aVULN|4BASFIG|5RCVC|6DMG|7CDMG|8ASPD|9RCR
232	43335 12222	   	184.82	DCR|3VULN|2AART|1AAC	145VULN|2BEXP|3CGEN|6RCR|79AART|8AME|aAAC
233	43335 12621	   	184.82	DCR|3VULN|2AART|1AAC	145VULN|2BEXP|3CGEN|6RCR|79AART|8FEWX|aAAC
234	32543 13423	   	184.80	DCR|3DMG|1VULN|1AART|1DUR	1LWND|2DUR|3VULN|4FEWX|5RPLT|69aDMG|7AART|8RCR
235	33623 13423	   	184.80	DCR|3DMG|1VULN|1AART|1DUR	1LWND|2BEXP|3DUR|4VULN|5RPLT|69aDMG|7AART|8RCR
236	41241 15224	   	184.78	DCR|3VULN|1ASPD|1CDMG|1RMIN	15aVULN|2LHND|3BELT|4RMIN|6RCR|7ASPD|8MBVNT|9CDMG
237	43241 15224	   	184.78	DCR|3VULN|1ASPD|1CDMG|1RMIN	15aVULN|2BEXP|3BELT|4RMIN|6RCR|7ASPD|8MBVNT|9CDMG
238	21342 21522	   	184.73	DCR|3DMG|1AART|2CDMG|1ZMB	12LHND|38CDMG|4AART|567DMG|9RCR|aZMB
239	35531 21522	   	184.73	DCR|3DMG|1AART|2CDMG|1ZMB	13LWND|267DMG|4AART|58CDMG|9RCR|aZMB
240	64521 32132	   	184.73	DCR|2VULN|1AART|1DMG|1CDMG|1RMIN	1aLIT|2RMIN|3AART|46VULN|5CDMG|7DMG|8TLV|9RCR
241	43335 12322	   	184.72	DCR|3VULN|2AART|1AAC	145VULN|2BEXP|3CGEN|6RCR|79AART|8TLV|aAAC
242	66141 33232	 * 	184.66	DCR|1MDPS|2DMG|1AART|1VULN|1NUKE|1SELL	14LIT|24DMG|3SELL|4BPWR|5MDPS|6RCR|7VULN|8BEXP|9AART|aNUKE
243	32522 12616	 * 	184.64	DCR|5VULN|3DUR	178LWND|28aDUR|3458aVULN|6RPLT|8aBPWR|9RCR
244	32522 16216	   	184.64	DCR|5VULN|3DUR	178LWND|27aDUR|3457aVULN|6RPLT|7aBPWR|9RCR
245	64521 32131	   	184.63	DCR|2VULN|1AART|1DMG|1CDMG|1RMIN	1LIT|2RMIN|3AART|46VULN|5CDMG|7DMG|8TLV|9RCR|aERES
246	64521 32133	   	184.63	DCR|2VULN|1AART|1DMG|1CDMG|1RMIN|1MSE	1LIT|2RMIN|3AART|46VULN|5CDMG|7DMG|8TLV|9RCR|aMSE
247	13122 66361	 * 	184.60	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1RMIN	12BEXP|3RCR|4RMIN|5ASPD|6DMG|7CDMG|8AART|9aVULN
248	43335 12131	 * 	184.25	DCR|2MDPS|3VULN|1AART	145VULN|2BEXP|3CGEN|6RCR|7AART|89MDPS|aFEWX
249	43335 12132	 * 	184.25	DCR|2MDPS|3VULN|1AART|1CDMG	145VULN|2BEXP|3CGEN|6RCR|7AART|89MDPS|aCDMG
250	43335 12133	   	184.25	DCR|2MDPS|3VULN|1AART	145VULN|2BEXP|3CGEN|6RCR|7AART|89MDPS|aDUST
251	43335 12134	   	184.25	DCR|2MDPS|3VULN|1AART	145VULN|2BEXP|3CGEN|6RCR|7AART|89MDPS|aRPLT
252	43335 12135	   	184.25	DCR|2MDPS|3VULN|1AART|1DUR	145VULN|2BEXP|3CGEN|6RCR|7AART|89MDPS|aDUR
253	43335 12136	   	184.25	DCR|2MDPS|3VULN|1AART	145VULN|2BEXP|3CGEN|6RCR|7AART|89MDPS|aLIT
254	43335 12142	   	184.25	DCR|2MDPS|3VULN|1AART	145VULN|2BEXP|3CGEN|6RCR|7AART|8aMDPS|9ERES
255	42234 52422	 * 	184.24	DCR|2VULN|1AART|1ASPD|3DUR	15VULN|258DUR|3BELT|4AART|5BPWR|6MBVNT|7RCR|9AME|aASPD
256	35531 21324	   	184.22	DCR|3DMG|2AART|1CDMG	13LWND|267DMG|4aAART|5CDMG|8RCVC|9RCR
257	21342 21324	   	184.22	DCR|3DMG|2AART|1CDMG	12LHND|3CDMG|4aAART|567DMG|8RCVC|9RCR
258	45315 13321	   	184.22	DCR|3VULN|2DMG|1AAC	145VULN|24DMG|3LEGI|4BPWR|6RCR|7RCVC|8AELBLL|9DMSP|aAAC
259	42234 52442	   	184.14	DCR|2VULN|1AART|1ASPD|3DUR	15VULN|258DUR|3BELT|4AART|5BPWR|6MBVNT|7RCR|9ERES|aASPD
260	45225 33232	   	183.96	DCR|2VULN|2DMG|1AART|1AAC|1RMIN	15VULN|28DMG|3AAC|4RMIN|6TLV|7LWND|9AART|aRCR
261	41332 55212	   	183.96	DCR|3VULN|1AART|1CDMG|1DUR	148VULN|2LHND|3CGEN|5BEXP|6DUR|7AART|9RCR|aCDMG
262	42315 35212	   	183.96	DCR|3VULN|1AART|1CDMG|1DUR	158VULN|2DUR|3CGEN|4LWND|6BEXP|7AART|9RCR|aCDMG
263	42334 35212	   	183.96	DCR|3VULN|1AART|1CDMG|1DUR	148VULN|2DUR|3CGEN|5LWND|6BEXP|7AART|9RCR|aCDMG
264	66532 13233	 * 	183.92	DCR|1AART|1VULN|1ASPD|1DMG|3DUR	15LIT|2DMG|3AART|48aDUR|6ASPD|7RCR|9VULN
265	45315 11123	   	183.80	DCR|3VULN|2DMG|1AAC	145VULN|24DMG|3LEGI|4BPWR|6RCR|7BEXP|8RCVC|9AME|aAAC
266	41231 53143	   	183.71	DCR|2VULN|2AART|1ASPD	18VULN|2LHND|3BELT|47AART|5LIT|6RCR|9ASPD|aBEXP
267	41231 53151	   	183.71	DCR|2VULN|2AART|1ASPD	18VULN|2LHND|3BELT|47AART|5LIT|6RCR|9RPLT|aASPD
268	41231 53343	   	183.71	DCR|2VULN|2AART|1ASPD	19VULN|2LHND|3BELT|47AART|5LIT|6RCR|8ASPD|aBEXP
269	43231 53143	   	183.71	DCR|2VULN|2AART|1ASPD	18VULN|2BEXP|3BELT|47AART|5LIT|6RCR|9ASPD|aFEWX
270	43231 53151	   	183.71	DCR|2VULN|2AART|1ASPD	18VULN|2BEXP|3BELT|47AART|5LIT|6RCR|9RPLT|aASPD
271	43231 53343	   	183.71	DCR|2VULN|2AART|1ASPD	19VULN|2BEXP|3BELT|47AART|5LIT|6RCR|8ASPD|aFEWX
272	43332 12223	   	183.71	DCR|2VULN|2AART|1DMG	14VULN|25BEXP|3CGEN|6RCR|79AART|8AME|aDMG
273	43332 12623	   	183.71	DCR|2VULN|2AART|1ASPD	14VULN|25BEXP|3CGEN|6RCR|79AART|8FEWX|aASPD
274	43541 12223	   	183.71	DCR|2VULN|2AART|1DMG	14VULN|2BEXP|3AELBLL|5CGEN|6RCR|79AART|8AME|aDMG
275	63232 11132	   	183.71	DCR|2VULN|2AART|1DMG	17LIT|2BELT|38AART|4AELBLL|5aVULN|6RCR|9DMG
276	45315 11133	   	183.70	DCR|3VULN|2DMG|1AAC	145VULN|24DMG|3LEGI|4BPWR|6RCR|7BEXP|8RCVC|9ERES|aAAC
277	66533 33211	 * 	183.68	DCR|1MDPS|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1LIT|2DMG|3AART|4DUR|5MDPS|6LEGI|7CDMG|8VULN|9ASPD|aRCR
278	64213 33433	   	183.67	DCR|2VULN|1AART|1DMG|1DUR|1RMIN	1LIT|2RMIN|36VULN|4RCVC|5DUST|7RCR|8AART|9DMG|aDUR
279	42431 23533	   	183.65	DCR|4VULN|2MDPS|1ASPD|1DUR	158aVULN|2DUR|36MDPS|4LIT|7RCR|9ASPD
280	41231 53141	   	183.61	DCR|2VULN|2AART|1ASPD	18VULN|2LHND|3BELT|47AART|5LIT|6RCR|9ASPD|aERES
281	41231 53142	   	183.61	DCR|2VULN|2AART|1ASPD	18VULN|2LHND|3BELT|47AART|5LIT|6RCR|9ASPD|aTLV
282	41231 53161	   	183.61	DCR|2VULN|2AART|1DMG	18VULN|2LHND|3BELT|47AART|5LIT|6RCR|9DUST|aDMG
283	41231 53341	   	183.61	DCR|2VULN|2AART|1ASPD	19VULN|2LHND|3BELT|47AART|5LIT|6RCR|8ASPD|aERES
284	41231 53342	   	183.61	DCR|2VULN|2AART|1ASPD	19VULN|2LHND|3BELT|47AART|5LIT|6RCR|8ASPD|aTLV
285	43231 53141	   	183.61	DCR|2VULN|2AART|1ASPD	18VULN|2BEXP|3BELT|47AART|5LIT|6RCR|9ASPD|aERES
286	43231 53142	   	183.61	DCR|2VULN|2AART|1ASPD	18VULN|2BEXP|3BELT|47AART|5LIT|6RCR|9ASPD|aTLV
287	43231 53161	   	183.61	DCR|2VULN|2AART|1DMG	18VULN|2BEXP|3BELT|47AART|5LIT|6RCR|9DUST|aDMG
288	43231 53341	   	183.61	DCR|2VULN|2AART|1ASPD	19VULN|2BEXP|3BELT|47AART|5LIT|6RCR|8ASPD|aERES
289	43231 53342	   	183.61	DCR|2VULN|2AART|1ASPD	19VULN|2BEXP|3BELT|47AART|5LIT|6RCR|8ASPD|aTLV
290	43332 12323	   	183.61	DCR|2VULN|2AART|1DMG	14VULN|25BEXP|3CGEN|6RCR|79AART|8TLV|aDMG
291	43541 12323	   	183.61	DCR|2VULN|2AART|1DMG	14VULN|2BEXP|3AELBLL|5CGEN|6RCR|79AART|8TLV|aDMG
292	42234 51321	   	183.61	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB|1MSE	15VULN|25DUR|3BELT|4AART|5BPWR|6MBVNT|7ZMB|8RCR|9CDMG|aMSE
293	42234 51322	   	183.61	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	15VULN|25DUR|3BELT|4AART|5BPWR|6MBVNT|7ZMB|8RCR|9CDMG|aDUST
294	42234 51323	   	183.61	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	15VULN|25DUR|3BELT|4AART|5BPWR|6MBVNT|7ZMB|8RCR|9CDMG|aTLV
295	43226 32326	   	183.60	DCR|2VULN|1AART|1ASPD|1DMG	19VULN|2BEXP|3BELT|4DUST|5FEWX|6DMG|7ASPD|8RCR|aAART
296	44231 15311	   	183.59	DCR|2VULN|1AART|1ASPD|1CDMG	15VULN|2DUST|3BELT|4ERES|6RCR|7ASPD|8AART|9TLV|aCDMG
297	41234 32143	   	183.57	DCR|3VULN|1AART|1ASPD	158VULN|25LHND|3BELT|4AART|5BPWR|6LIT|7RCR|9ASPD|aBEXP
298	41234 32151	   	183.57	DCR|3VULN|1AART|1ASPD	158VULN|25LHND|3BELT|4AART|5BPWR|6LIT|7RCR|9RPLT|aASPD
299	41234 32343	   	183.57	DCR|3VULN|1AART|1ASPD	159VULN|25LHND|3BELT|4AART|5BPWR|6LIT|7RCR|8ASPD|aBEXP
300	43234 32143	   	183.57	DCR|3VULN|1AART|1ASPD	158VULN|25BEXP|3BELT|4AART|5BPWR|6LIT|7RCR|9ASPD|aFEWX
301	43234 32151	   	183.57	DCR|3VULN|1AART|1ASPD	158VULN|25BEXP|3BELT|4AART|5BPWR|6LIT|7RCR|9RPLT|aASPD
302	43234 32343	   	183.57	DCR|3VULN|1AART|1ASPD	159VULN|25BEXP|3BELT|4AART|5BPWR|6LIT|7RCR|8ASPD|aFEWX
303	43234 32511	   	183.57	DCR|3VULN|1AART|1ASPD	15aVULN|258BEXP|3BELT|4AART|5BPWR|6LIT|7RCR|9ASPD
304	43234 32531	   	183.57	DCR|3VULN|1AART|1DMG	15aVULN|258BEXP|3BELT|4AART|5BPWR|6LIT|7RCR|9DMG
305	42234 61212	   	183.52	DCR|2VULN|1AART|1ASPD|2DUR|1ZMB	15VULN|25DUR|3BELT|4AART|5BPWR|6ZMB|7ASPD|8BEXP|9TLV|aRCR
306	42234 63212	   	183.52	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	15VULN|25DUR|3BELT|4AART|5BPWR|6ZMB|7DMG|8BEXP|9TLV|aRCR
307	35338 35214	   	183.50	DCR|2VULN|1AART|1ASPD|1DMG	1LWND|2DMG|3LEGI|4MBVNT|5AART|6LHND|79VULN|8RCR|aASPD
308	45311 26312	 * 	183.47	DCR|2VULN|2DMG|1ASPD|1DUR|1SELL	14VULN|24DMG|3LEGI|4BPWR|5BEXP|6SELL|7BASFIG|8ASPD|9RCR|aDUR
309	45313 26312	 * 	183.47	DCR|2VULN|2DMG|1ASPD|1DUR|1SELL	14VULN|24DMG|3LEGI|4BPWR|5FEWX|6SELL|7BASFIG|8ASPD|9RCR|aDUR
310	41234 32141	   	183.47	DCR|3VULN|1AART|1ASPD	158VULN|25LHND|3BELT|4AART|5BPWR|6LIT|7RCR|9ASPD|aERES
311	41234 32142	   	183.47	DCR|3VULN|1AART|1ASPD	158VULN|25LHND|3BELT|4AART|5BPWR|6LIT|7RCR|9ASPD|aTLV
312	41234 32161	   	183.47	DCR|3VULN|1AART|1DMG	158VULN|25LHND|3BELT|4AART|5BPWR|6LIT|7RCR|9DUST|aDMG
313	41234 32341	   	183.47	DCR|3VULN|1AART|1ASPD	159VULN|25LHND|3BELT|4AART|5BPWR|6LIT|7RCR|8ASPD|aERES
314	41234 32342	   	183.47	DCR|3VULN|1AART|1ASPD	159VULN|25LHND|3BELT|4AART|5BPWR|6LIT|7RCR|8ASPD|aTLV
315	43234 32141	   	183.47	DCR|3VULN|1AART|1ASPD	158VULN|25BEXP|3BELT|4AART|5BPWR|6LIT|7RCR|9ASPD|aERES
316	43234 32142	   	183.47	DCR|3VULN|1AART|1ASPD	158VULN|25BEXP|3BELT|4AART|5BPWR|6LIT|7RCR|9ASPD|aTLV
317	43234 32161	   	183.47	DCR|3VULN|1AART|1DMG	158VULN|25BEXP|3BELT|4AART|5BPWR|6LIT|7RCR|9DUST|aDMG
318	43234 32341	   	183.47	DCR|3VULN|1AART|1ASPD	159VULN|25BEXP|3BELT|4AART|5BPWR|6LIT|7RCR|8ASPD|aERES
319	43234 32342	   	183.47	DCR|3VULN|1AART|1ASPD	159VULN|25BEXP|3BELT|4AART|5BPWR|6LIT|7RCR|8ASPD|aTLV
320	62242 35232	 * 	183.47	DCR|1VULN|1AART|1DMG|1NUKE|1CDMG	1LIT|2CDMG|3DUST|4DMG|5LWND|6RCR|7VULN|8BEXP|9AART|aNUKE
321	62225 33236	   	183.44	DCR|2VULN|1AART|1DMG|1CDMG|1SELL	1LIT|2CDMG|3DUST|4TLV|59VULN|6RCR|7DMG|8SELL|aAART
322	41231 53332	   	183.39	DCR|2AART|1VULN|1ASPD|1DMG	1VULN|2LHND|3BELT|47AART|5LIT|6RCR|8ASPD|9RPLT|aDMG
323	43231 53332	   	183.39	DCR|2AART|1VULN|1ASPD|1DMG	1VULN|2BEXP|3BELT|47AART|5LIT|6RCR|8ASPD|9RPLT|aDMG
324	43231 53352	   	183.39	DCR|2AART|1VULN|1ASPD|1DMG	1VULN|2BEXP|3BELT|47AART|5LIT|6RCR|8ASPD|9LHND|aDMG
325	12522 52136	 * 	183.36	DCR|4VULN|1MDPS|1AART|1AAC|1DUR	1BEXP|2DUR|345aVULN|6AAC|7AART|8MDPS|9RCR
326	42234 32312	   	183.35	DCR|2VULN|1AART|1ASPD|2DUR	15VULN|25DUR|3BELT|4AART|5BPWR|6LIT|7RCR|8ASPD|9TLV|aRMIN
327	42234 32362	   	183.35	DCR|2VULN|1AART|1ASPD|2DUR	15VULN|25DUR|3BELT|4AART|5BPWR|6LIT|7RCR|8ASPD|9ERES|aRMIN
328	45315 11212	   	183.34	DCR|3VULN|2DMG	145VULN|24DMG|3LEGI|4BPWR|6RCR|7aBEXP|8TLV|9RMIN
329	41231 53311	   	183.29	DCR|2AART|1VULN|1ASPD|1DMG	1VULN|2LHND|3BELT|47AART|5LIT|6RCR|8ASPD|9TLV|aDMG
330	43231 53311	   	183.29	DCR|2AART|1VULN|1ASPD|1DMG	1VULN|2BEXP|3BELT|47AART|5LIT|6RCR|8ASPD|9TLV|aDMG
331	43231 53361	   	183.29	DCR|2AART|1VULN|1ASPD|1DMG	1VULN|2BEXP|3BELT|47AART|5LIT|6RCR|8ASPD|9ERES|aDMG
332	35535 32122	   	183.25	DCR|2AART|2DMG|1VULN|1ZMB	13LWND|27DMG|49AART|5ZMB|6VULN|8LHND|aRCR
333	45315 11213	   	183.24	DCR|3VULN|2DMG|1MSE	145VULN|24DMG|3LEGI|4BPWR|6RCR|7BEXP|8TLV|9RMIN|aMSE
334	41234 52312	   	183.10	DCR|3VULN|1MDPS|1AART|1ZMB	159VULN|25LHND|3BELT|4AART|5BPWR|6MBVNT|7RCR|8ZMB|aMDPS
335	21342 21624	   	183.04	DCR|3DMG|2AART|1CDMG	12LHND|3CDMG|4aAART|567DMG|8AELBLL|9RCR
336	41241 16123	   	182.85	DCR|3VULN|2ASPD|1RMIN	159VULN|2LHND|3BELT|4RMIN|6RCR|7CGEN|8aASPD
337	42631 15121	   	182.82	ACR|2VULN|2DMG|1AART|2DUR|1ZMB	18VULN|25DUR|3RCR|48BASFIG|68DMG|7AART|8BPWR|9ZMB|aLWND
338	42631 15122	   	182.82	ACR|2VULN|2DMG|1AART|2DUR|1ZMB	18VULN|25DUR|3RCR|48BASFIG|68DMG|7AART|8BPWR|9ZMB|aAME
