0	Index      	 *	Score 	Summary	Detail	
1	21236 44323	 * 	210.60	DCR|3ASPD|2VULN|1AART|1DMG|1SELL	1BEXP|23aASPD|45VULN|6SELL|7AART|8RCR|9DMG
159	13633 55232	   	191.21	DCR|2DMG|1VULN|1AART|1ASPD|1DUR	1AART|29BEXP|34DMG|5DUR|6RPLT|7RCR|8ASPD|aVULN
160	21246 33126	   	191.11	ACR|2VULN|2DMG|2ASPD|1AART	1BEXP|23ASPD|4RCR|59VULN|6DUST|78DMG|aAART
161	31246 23126	   	191.11	ACR|2VULN|2DMG|2ASPD|1AART	1DUST|23ASPD|4RCR|59VULN|6FEWX|78DMG|aAART
162	13631 13771	   	191.04	DCR|2DMG|1VULN|1AART|1ASPD|1ZMB	1AART|2BEXP|34DMG|5DUST|6ASPD|7MBVNT|8RCR|9ZMB|aVULN
163	25222 51111	   	190.98	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1BEXP|2DMG|3ASPD|4RCVC|5CGEN|6DUR|7CDMG|8RCR|9AART|aVULN
164	25223 51111	   	190.98	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1BEXP|2DMG|3ASPD|4RCVC|5RMIN|6DUR|7CDMG|8RCR|9AART|aVULN
165	25226 51111	   	190.98	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1BEXP|2DMG|3ASPD|4RCVC|5DUR|6RMIN|7CDMG|8RCR|9AART|aVULN
166	55222 51111	   	190.98	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1FEWX|2DMG|3ASPD|4RCVC|5CGEN|6DUR|7CDMG|8RCR|9AART|aVULN
167	55223 51111	   	190.98	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1FEWX|2DMG|3ASPD|4RCVC|5RMIN|6DUR|7CDMG|8RCR|9AART|aVULN
168	25224 51111	   	190.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1BEXP|2DMG|3ASPD|4RCVC|5ERES|6DUR|7CDMG|8RCR|9AART|aVULN
169	25331 36353	   	190.73	DCR|2DMG|1VULN|1AART|1CDMG|1ZMB	1BEXP|23DMG|4VULN|5MLV|6ZMB|7RCR|8AART|9CDMG|aRCVC
170	21543 51111	   	190.68	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1BEXP|2ASPD|3MLV|4DMG|5RCVC|6DUR|7CDMG|8RCR|9AART|aVULN
171	24243 51111	   	190.68	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1BEXP|2MLV|3ASPD|4DMG|5RCVC|6DUR|7CDMG|8RCR|9AART|aVULN
172	35331 36353	   	190.63	DCR|2DMG|1VULN|1AART|1CDMG|1ZMB	1DUST|23DMG|4VULN|5MLV|6ZMB|7RCR|8AART|9CDMG|aRCVC
173	25336 51113	   	190.59	DCR|2VULN|2DMG|1AART|1DUR|1SELL	1BEXP|23DMG|45VULN|6DUR|7SELL|8RCR|9AART|aRCVC
174	31543 31111	   	190.58	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUST|2ASPD|3MLV|4DMG|5RCVC|6DUR|7CDMG|8RCR|9AART|aVULN
175	34243 31111	   	190.58	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUST|2MLV|3ASPD|4DMG|5RCVC|6DUR|7CDMG|8RCR|9AART|aVULN
176	35223 31111	   	190.58	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUST|2DMG|3ASPD|4MLV|5RCVC|6DUR|7CDMG|8RCR|9AART|aVULN
177	31231 36533	   	190.55	DCR|2ASPD|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUST|23ASPD|4VULN|5MLV|6ZMB|7RCR|8DMG|9DUR|aCDMG
178	21236 44313	 * 	190.54	DCR|3ASPD|2VULN|1AART|1SELL	1BEXP|23aASPD|45VULN|6SELL|7AART|8RCR|9CGEN
179	35336 31113	   	190.49	DCR|2VULN|2DMG|1AART|1DUR|1SELL	1DUST|23DMG|45VULN|6DUR|7SELL|8RCR|9AART|aRCVC
180	14363 33335	   	190.37	DCR|2VULN|1AART|1DMG|1CDMG|1AAC	1AART|2RCVC|3CDMG|4RMIN|59VULN|6DMG|7LIT|8RCR|aAAC
181	21231 36311	   	190.19	DCR|2VULN|2ASPD|1AART|1ZMB	1BEXP|23ASPD|4aVULN|5MLV|6ZMB|7RCR|8AART|9LHND
182	21231 36321	   	190.19	DCR|2VULN|2ASPD|1AART|1ZMB	1BEXP|23ASPD|4aVULN|5MLV|6ZMB|7RCR|8AART|9FEWX
183	13226 33423	   	190.12	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG|1ZMB	1AART|27BEXP|3CDMG|47DUST|5MDPS|67VULN|7BPWR|8RCR|9ASPD|aZMB
184	15226 33423	   	190.12	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG|1ZMB	1AART|27FEWX|3CDMG|47DUST|5MDPS|67VULN|7BPWR|8RCR|9ASPD|aZMB
185	31231 36311	   	190.09	DCR|2VULN|2ASPD|1AART|1ZMB	1DUST|23ASPD|4aVULN|5MLV|6ZMB|7RCR|8AART|9LHND
186	31231 36321	   	190.09	DCR|2VULN|2ASPD|1AART|1ZMB	1DUST|23ASPD|4aVULN|5MLV|6ZMB|7RCR|8AART|9FEWX
187	21331 36524	   	190.09	DCR|3VULN|1ASPD|1DMG|1ZMB	1BEXP|2ASPD|3AELBLL|49aVULN|5MLV|6ZMB|7RCR|8DMG
188	31331 36524	   	189.99	DCR|3VULN|1ASPD|1DMG|1ZMB	1DUST|2ASPD|3AELBLL|49aVULN|5MLV|6ZMB|7RCR|8DMG
189	13212 14621	   	189.90	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1AART|2BEXP|3CDMG|4RMIN|5ZMB|6ASPD|7RPLT|8RCR|9DMG|aVULN
190	15212 14621	   	189.90	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1AART|2FEWX|3CDMG|4RMIN|5ZMB|6ASPD|7RPLT|8RCR|9DMG|aVULN
191	13342 35163	   	189.88	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1AART|2BEXP|3LIT|4ASPD|5CDMG|6DUR|7RCR|8RMIN|9VULN|aDMG
192	13342 35362	   	189.88	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1AART|2BEXP|3LIT|4ASPD|5CDMG|6DUR|7RCR|8DMG|9VULN|aFEWX
193	21231 36551	   	189.87	DCR|2ASPD|1VULN|1AART|1DMG|1ZMB	1BEXP|23ASPD|4VULN|5MLV|6ZMB|7RCR|8DMG|9AART|aRMIN
194	21231 36552	   	189.87	DCR|2ASPD|1VULN|1AART|1DMG|1ZMB	1BEXP|23ASPD|4VULN|5MLV|6ZMB|7RCR|8DMG|9AART|aBELT
195	21231 36553	   	189.87	DCR|2ASPD|1VULN|1AART|1DMG|1ZMB	1BEXP|23ASPD|4VULN|5aMLV|6ZMB|7RCR|8DMG|9AART
196	13162 14621	   	189.80	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1AART|2BEXP|3TLV|4CDMG|5ZMB|6ASPD|7RPLT|8RCR|9DMG|aVULN
197	13234 23662	   	189.78	DCR|2DMG|3CDMG|1VULN|1AART	1AART|28BEXP|368CDMG|4LIT|5VULN|78DMG|8BPWR|9RCR|aCGEN
198	13234 23663	   	189.78	DCR|2DMG|3CDMG|1VULN|1AART	1AART|28BEXP|368CDMG|4LIT|5VULN|78DMG|8BPWR|9RCR|aLHND
199	11233 26422	   	189.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1AART|2AME|3ERES|4ASPD|5DUR|6BEXP|7RCR|8CDMG|9DMG|aVULN
200	13342 35312	   	189.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1AART|2BEXP|3LIT|4ASPD|5CDMG|6DUR|7RCR|8DMG|9TLV|aVULN
201	13342 35352	   	189.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1AART|2BEXP|3LIT|4ASPD|5CDMG|6DUR|7RCR|8DMG|9ERES|aVULN
202	13342 35361	   	189.78	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1AART|2BEXP|3LIT|4ASPD|5CDMG|6DUR|7RCR|8DMG|9VULN|aDUST
203	15342 35312	   	189.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1AART|2FEWX|3LIT|4ASPD|5CDMG|6DUR|7RCR|8DMG|9TLV|aVULN
204	16233 26422	   	189.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1AART|2MLV|3ERES|4ASPD|5DUR|6BEXP|7RCR|8CDMG|9DMG|aVULN
205	21231 36341	 * 	189.77	DCR|2ASPD|1VULN|1AART|1NUKE|1ZMB	1BEXP|23ASPD|4VULN|5MLV|6ZMB|7RCR|8AART|9NUKE|aRMIN
206	21231 36342	   	189.77	DCR|2ASPD|1VULN|1AART|1NUKE|1ZMB	1BEXP|23ASPD|4VULN|5MLV|6ZMB|7RCR|8AART|9NUKE|aBELT
207	21231 36343	   	189.77	DCR|2ASPD|1VULN|1AART|1NUKE|1ZMB	1BEXP|23ASPD|4VULN|5aMLV|6ZMB|7RCR|8AART|9NUKE
208	21231 36344	   	189.77	DCR|2ASPD|1AART|1VULN|1NUKE|1ZMB	1BEXP|23ASPD|4VULN|5MLV|6ZMB|7RCR|8AART|9NUKE|aERES
209	21231 36345	   	189.77	DCR|2ASPD|1VULN|1AART|1NUKE|1ZMB	1aBEXP|23ASPD|4VULN|5MLV|6ZMB|7RCR|8AART|9NUKE
210	31231 36551	   	189.77	DCR|2ASPD|1VULN|1AART|1DMG|1ZMB	1DUST|23ASPD|4VULN|5MLV|6ZMB|7RCR|8DMG|9AART|aRMIN
211	31231 36552	   	189.77	DCR|2ASPD|1VULN|1AART|1DMG|1ZMB	1DUST|23ASPD|4VULN|5MLV|6ZMB|7RCR|8DMG|9AART|aBELT
212	31231 36553	   	189.77	DCR|2ASPD|1VULN|1AART|1DMG|1ZMB	1DUST|23ASPD|4VULN|5aMLV|6ZMB|7RCR|8DMG|9AART
213	31231 36562	   	189.77	DCR|2ASPD|1VULN|1AART|1DMG|1ZMB	1DUST|23ASPD|4VULN|5MLV|6ZMB|7RCR|8DMG|9LWND|aAART
214	31231 36341	   	189.67	DCR|2ASPD|1VULN|1AART|1NUKE|1ZMB	1DUST|23ASPD|4VULN|5MLV|6ZMB|7RCR|8AART|9NUKE|aRMIN
215	31231 36342	   	189.67	DCR|2ASPD|1VULN|1AART|1NUKE|1ZMB	1DUST|23ASPD|4VULN|5MLV|6ZMB|7RCR|8AART|9NUKE|aBELT
216	31231 36343	   	189.67	DCR|2ASPD|1VULN|1AART|1NUKE|1ZMB	1DUST|23ASPD|4VULN|5aMLV|6ZMB|7RCR|8AART|9NUKE
217	31231 36344	   	189.67	DCR|2ASPD|1AART|1VULN|1NUKE|1ZMB	1DUST|23ASPD|4VULN|5MLV|6ZMB|7RCR|8AART|9NUKE|aERES
218	31231 36345	   	189.67	DCR|2ASPD|1VULN|1AART|1NUKE|1ZMB	1DUST|23ASPD|4VULN|5MLV|6ZMB|7RCR|8AART|9NUKE|aBEXP
219	14623 11162	 * 	189.67	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1AART|2RCVC|3RCR|4DMG|5DUR|6ASPD|7FEWX|8CDMG|9aVULN
220	14623 13152	   	189.67	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1AART|2RCVC|3RCR|4DMG|5DUR|6ASPD|7aVULN|8CDMG|9BEXP
221	14623 15321	   	189.67	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1AART|2RCVC|3RCR|4DMG|5DUR|6ASPD|7RPLT|8aVULN|9CDMG
222	14623 26133	 * 	189.59	ACR|2DMG|2ASPD|1AART|3DUR|1CDMG	1AART|28RCVC|3RCR|49DMG|569DUR|79ASPD|9BPWR|aCDMG
223	14623 13121	   	189.57	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1AART|2RCVC|3RCR|4DMG|5DUR|6ASPD|7aVULN|8CDMG|9TLV
224	14623 13132	   	189.57	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1AART|2RCVC|3RCR|4DMG|5DUR|6ASPD|7aVULN|8CDMG|9LEGI
225	14623 13142	   	189.57	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1AART|2RCVC|3RCR|4DMG|5DUR|6ASPD|7aVULN|8CDMG|9DUST
226	21336 51111	   	189.53	DCR|3VULN|1AART|1ASPD|1DUR|1SELL	1BEXP|2ASPD|3AELBLL|45aVULN|6DUR|7SELL|8RCR|9AART
227	51336 51111	   	189.53	DCR|3VULN|1AART|1ASPD|1DUR|1SELL	1FEWX|2ASPD|3AELBLL|45aVULN|6DUR|7SELL|8RCR|9AART
228	25241 51112	   	189.45	DCR|2AART|2DMG|1ASPD|1CDMG	1BEXP|24DMG|3ASPD|5LHND|6RMIN|7CDMG|8RCR|9aAART
229	25242 31132	   	189.45	DCR|2AART|2DMG|1ASPD|1CDMG	1BEXP|24DMG|3ASPD|5CGEN|6LHND|7CDMG|8RCR|9aAART
230	25243 31112	   	189.45	DCR|2AART|2DMG|1ASPD|1CDMG	1BEXP|24DMG|3ASPD|5RMIN|6LHND|7CDMG|8RCR|9aAART
231	55242 31132	   	189.45	DCR|2AART|2DMG|1ASPD|1CDMG	1FEWX|24DMG|3ASPD|5CGEN|6LHND|7CDMG|8RCR|9aAART
232	55243 31112	   	189.45	DCR|2AART|2DMG|1ASPD|1CDMG	1FEWX|24DMG|3ASPD|5RMIN|6LHND|7CDMG|8RCR|9aAART
233	31336 31111	   	189.43	DCR|3VULN|1AART|1ASPD|1DUR|1SELL	1DUST|2ASPD|3AELBLL|45aVULN|6DUR|7SELL|8RCR|9AART
234	25331 36362	   	189.43	DCR|2DMG|1VULN|1AART|1CDMG|1ZMB	1BEXP|23DMG|4VULN|5MLV|6ZMB|7RCR|8AART|9LIT|aCDMG
235	25242 21112	   	189.35	DCR|2AART|2DMG|1ASPD|1CDMG	1BEXP|24DMG|3ASPD|5CGEN|6DUST|7CDMG|8RCR|9aAART
236	25244 31132	   	189.35	DCR|2AART|2DMG|1ASPD|1CDMG	1BEXP|24DMG|3ASPD|5ERES|6LHND|7CDMG|8RCR|9aAART
237	35241 51112	   	189.35	DCR|2AART|2DMG|1ASPD|1CDMG	1DUST|24DMG|3ASPD|5LHND|6RMIN|7CDMG|8RCR|9aAART
238	55242 21112	   	189.35	DCR|2AART|2DMG|1ASPD|1CDMG	1FEWX|24DMG|3ASPD|5CGEN|6DUST|7CDMG|8RCR|9aAART
239	35331 36362	   	189.33	DCR|2DMG|1VULN|1AART|1CDMG|1ZMB	1DUST|23DMG|4VULN|5MLV|6ZMB|7RCR|8AART|9LIT|aCDMG
240	12335 55331	 * 	189.28	DCR|2VULN|1AART|2CDMG|1DMG|2DUR|1ZMB|1SELL	1AART|2SELL|3aVULN|4LIT|5aDUR|6ZMB|7RCR|8DMG|9aCDMG|aBPWR
241	25244 21112	   	189.25	DCR|2AART|2DMG|1ASPD|1CDMG	1BEXP|24DMG|3ASPD|5ERES|6DUST|7CDMG|8RCR|9aAART
242	13633 15232	   	189.21	DCR|2DMG|1VULN|1AART|1ASPD|1DUR	1AART|29BEXP|34DMG|5DUR|6ASPD|7RPLT|8RCR|aVULN
243	35336 31114	   	189.19	DCR|2VULN|2DMG|1AART|1DUR|1SELL	1DUST|23DMG|45VULN|6DUR|7SELL|8RCR|9AART|aBEXP
244	21132 43522	 * 	189.16	DCR|3DMG|2VULN|1ASPD	1BEXP|2ASPD|3LHND|49VULN|578DMG|6RMIN|aRCR
245	25241 21522	   	189.16	DCR|3DMG|2VULN|1ASPD	1BEXP|248DMG|3ASPD|5LHND|69VULN|7CGEN|aRCR
246	25241 23522	   	189.16	DCR|3DMG|2VULN|1ASPD	1BEXP|248DMG|3ASPD|5LHND|69VULN|7AME|aRCR
247	15633 13317	   	189.11	DCR|2DMG|1VULN|1AART|1ASPD|1DUR	1AART|2FEWX|34DMG|5DUR|6ASPD|7MBVNT|8RCR|9RPLT|aVULN
248	15633 13381	   	189.11	DCR|2DMG|1VULN|1AART|1ASPD|1DUR	1AART|2FEWX|34DMG|5DUR|6ASPD|7MBVNT|8RCR|9VULN|aRPLT
249	15633 13382	   	189.11	DCR|2DMG|1VULN|1AART|1ASPD|1DUR	1AART|2FEWX|34DMG|5DUR|6ASPD|7MBVNT|8RCR|9VULN|aLWND
250	15633 13384	   	189.11	DCR|2DMG|1VULN|1AART|1ASPD|1DUR	1AART|2aFEWX|34DMG|5DUR|6ASPD|7MBVNT|8RCR|9VULN
251	35323 31111	   	189.09	DCR|2VULN|2DMG|1AART|1DUR|1SELL	14DUST|23DMG|5aVULN|6DUR|7SELL|8RCR|9AART
252	35336 31115	   	189.09	DCR|2VULN|2DMG|1AART|1DUR|1SELL	1aDUST|23DMG|45VULN|6DUR|7SELL|8RCR|9AART
253	35336 31116	   	189.09	DCR|2VULN|2DMG|1AART|1DUR|1SELL	1DUST|23DMG|45VULN|6DUR|7SELL|8RCR|9AART|aTLV
254	21132 63521	   	189.06	DCR|3DMG|2VULN|1ASPD|1AAC	1BEXP|2ASPD|3LHND|49VULN|578DMG|6AAC|aRCR
255	25334 13622	   	189.06	DCR|3DMG|2VULN|1ASPD	1BEXP|237DMG|49VULN|5LWND|6ERES|8ASPD|aRCR
256	31132 43522	   	189.06	DCR|3DMG|2VULN|1ASPD	1DUST|2ASPD|3LHND|49VULN|578DMG|6RMIN|aRCR
257	35241 21522	   	189.06	DCR|3DMG|2VULN|1ASPD	1DUST|248DMG|3ASPD|5LHND|69VULN|7CGEN|aRCR
258	35241 23522	   	189.06	DCR|3DMG|2VULN|1ASPD	1DUST|248DMG|3ASPD|5LHND|69VULN|7AME|aRCR
259	35331 63622	   	189.06	DCR|3DMG|2VULN|1ASPD	1DUST|237DMG|49VULN|5MLV|6BEXP|8ASPD|aRCR
260	22266 13512	   	189.04	DCR|2DMG|1AART|1VULN|1ASPD|1ZMB	1BEXP|2TLV|3ASPD|4ZMB|5VULN|6ERES|78DMG|9RCR|aAART
261	35236 11512	   	189.04	DCR|2DMG|1VULN|1AART|1ASPD|1ZMB	1DUST|28DMG|3ASPD|4ZMB|5VULN|6ERES|7CGEN|9RCR|aAART
262	35236 13512	   	189.04	DCR|2DMG|1AART|1VULN|1ASPD|1ZMB	1DUST|28DMG|3ASPD|4ZMB|5VULN|6ERES|7AME|9RCR|aAART
263	15633 13383	   	189.01	DCR|2DMG|1VULN|1AART|1ASPD|1DUR	1AART|2FEWX|34DMG|5DUR|6ASPD|7MBVNT|8RCR|9VULN|aTLV
264	35266 31132	   	189.01	DCR|2DMG|1VULN|2CDMG|1ASPD|1DUR	169DUST|29DMG|3ASPD|4RMIN|5VULN|79CDMG|8RCR|9BPWR|aDUR
265	22246 33522	   	188.96	DCR|3DMG|2VULN|1ASPD	1BEXP|2TLV|3ASPD|478DMG|59VULN|6DUST|aRCR
266	25326 13622	   	188.96	DCR|3DMG|2VULN|1ASPD	1BEXP|237DMG|4DUST|59VULN|6ERES|8ASPD|aRCR
267	31132 63521	   	188.96	DCR|3DMG|2VULN|1ASPD|1AAC	1DUST|2ASPD|3LHND|49VULN|578DMG|6AAC|aRCR
268	35334 13622	   	188.96	DCR|3DMG|2VULN|1ASPD	1DUST|237DMG|49VULN|5LWND|6ERES|8ASPD|aRCR
269	32266 13512	   	188.94	DCR|2DMG|1AART|1VULN|1ASPD|1ZMB	1DUST|2TLV|3ASPD|4ZMB|5VULN|6ERES|78DMG|9RCR|aAART
270	14623 22523	 * 	188.75	ACR|2ASPD|1VULN|1AART|1DMG|1CDMG|2DUR	1AART|2RCVC|3RCR|4DMG|56DUR|7VULN|8CDMG|9aASPD
271	25321 36522	   	188.73	DCR|3DMG|1VULN|1AART|1ZMB	1BEXP|238DMG|4DUST|5MLV|6ZMB|7RCR|9VULN|aAART
272	31236 31162	   	188.62	DCR|2VULN|2ASPD|1CDMG|1ZMB|1DUR|1SELL	1DUST|23ASPD|45VULN|6DUR|7SELL|8RCR|9CDMG|aZMB
273	21331 36523	   	188.51	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1BEXP|2ASPD|3AELBLL|49VULN|5MLV|6ZMB|7RCR|8DMG|aCDMG
274	14363 33341	   	188.43	DCR|2DMG|1AART|1VULN|2CDMG	1AART|2RCVC|3aCDMG|4RMIN|5VULN|6aDMG|7aLIT|8RCR|9RPLT|aBPWR
275	31331 36523	   	188.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1DUST|2ASPD|3AELBLL|49VULN|5MLV|6ZMB|7RCR|8DMG|aCDMG
276	35236 36223	   	188.21	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	16DUST|2DMG|3ASPD|4ZMB|59VULN|7RCR|8ERES|aCDMG
277	13341 22363	   	188.06	DCR|2VULN|2ASPD|1AART|1DUR	1AART|2BEXP|3LIT|4aASPD|5DUST|68VULN|7RCR|9DUR
278	15341 22333	   	188.06	DCR|2VULN|2ASPD|1AART|1DUR	1AART|2FEWX|3LIT|4aASPD|5DUST|68VULN|7RCR|9DUR
279	13234 55311	 * 	187.91	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1aAART|2BEXP|3CDMG|4LIT|5VULN|6ZMB|7RCR|8DMG|9AME
280	35235 32511	   	187.89	DCR|2DMG|2ASPD|1VULN|1ZMB|1DUR	1DUST|28DMG|36ASPD|4ZMB|5BEXP|7DUR|9RCR|aVULN
281	35235 32513	 * 	187.89	DCR|2DMG|2ASPD|1AART|1ZMB|1DUR	1DUST|28DMG|36ASPD|4ZMB|5BEXP|7DUR|9RCR|aAART
282	21541 51111	   	187.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1BEXP|2ASPD|35MLV|4DMG|6DUR|7CDMG|8RCR|9AART|aVULN
283	24241 51111	   	187.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1BEXP|25MLV|3ASPD|4DMG|6DUR|7CDMG|8RCR|9AART|aVULN
284	25252 51111	   	187.88	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	14BEXP|2DMG|3ASPD|5CGEN|6DUR|7CDMG|8RCR|9AART|aVULN
285	25253 51111	   	187.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	14BEXP|2DMG|3ASPD|5RMIN|6DUR|7CDMG|8RCR|9AART|aVULN
286	25262 51111	   	187.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1BEXP|2DMG|3ASPD|4AELBLL|5CGEN|6DUR|7CDMG|8RCR|9AART|aVULN
287	25263 51111	   	187.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1BEXP|2DMG|3ASPD|4AELBLL|5RMIN|6DUR|7CDMG|8RCR|9AART|aVULN
288	21122 32224	   	187.87	DCR|2ASPD|1AART|1VULN|1DMG|1ZMB	1BEXP|2aASPD|3LHND|4RPLT|5AART|6VULN|7ZMB|8RCR|9DMG
289	25122 32224	   	187.87	DCR|2ASPD|1AART|1VULN|1DMG|1ZMB	1BEXP|2DMG|3LHND|4RPLT|5AART|6VULN|7ZMB|8RCR|9aASPD
290	31336 31166	   	187.85	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR|1SELL	1DUST|2ASPD|3AELBLL|45VULN|6DUR|7SELL|8RCR|9CDMG|aAART
291	21542 36331	   	187.85	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	1BEXP|25ASPD|3MLV|4DMG|6LHND|7RCR|8AART|9DUR|aVULN
292	24242 36331	   	187.85	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	1BEXP|2MLV|35ASPD|4DMG|6LHND|7RCR|8AART|9DUR|aVULN
293	21236 21164	   	187.82	DCR|3VULN|2ASPD|1CDMG|1SELL	1BEXP|23ASPD|45aVULN|6DUST|7SELL|8RCR|9CDMG
294	31541 31111	   	187.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUST|2ASPD|35MLV|4DMG|6DUR|7CDMG|8RCR|9AART|aVULN
295	34241 31111	   	187.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUST|25MLV|3ASPD|4DMG|6DUR|7CDMG|8RCR|9AART|aVULN
296	35221 31111	   	187.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUST|2DMG|3ASPD|45MLV|6DUR|7CDMG|8RCR|9AART|aVULN
297	11233 56221	   	187.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1AART|2AME|3ERES|4ASPD|5DUR|6RPLT|7DMG|8RCR|9CDMG|aVULN
298	16233 56221	   	187.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1AART|2MLV|3ERES|4ASPD|5DUR|6RPLT|7DMG|8RCR|9CDMG|aVULN
299	35266 31131	 * 	187.76	DCR|2DMG|3CDMG|1VULN|1ASPD	169DUST|29DMG|3ASPD|4RMIN|5VULN|79aCDMG|8RCR|9BPWR
300	61342 26331	   	187.75	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	1LHND|25ASPD|3MLV|4DMG|6DUST|7RCR|8AART|9DUR|aVULN
301	14621 23234	   	187.71	ACR|2DMG|2ASPD|1AART|3DUR|1CDMG	1AART|2RCVC|3RCR|49DMG|5DUST|689DUR|79ASPD|9BPWR|aCDMG
302	13345 13325	   	187.70	DCR|2VULN|1AART|1ASPD|1DMG	1AART|2BEXP|3LIT|4ASPD|5LWND|6RCR|7FEWX|8aVULN|9DMG
303	35212 31111	   	187.68	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	14DUST|2DMG|3ASPD|5CGEN|6DUR|7CDMG|8RCR|9AART|aVULN
304	35213 31111	   	187.68	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	14DUST|2DMG|3ASPD|5RMIN|6DUR|7CDMG|8RCR|9AART|aVULN
305	35216 51111	   	187.68	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	14DUST|2DMG|3ASPD|5DUR|6RMIN|7CDMG|8RCR|9AART|aVULN
306	35214 31111	   	187.58	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	14DUST|2DMG|3ASPD|5ERES|6DUR|7CDMG|8RCR|9AART|aVULN
307	25331 36224	   	187.51	DCR|3VULN|2DMG|1ZMB	1BEXP|23DMG|49aVULN|5MLV|6ZMB|7RCR|8ERES
308	14322 35622	   	187.49	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	16AART|2RCVC|3CDMG|4MSLFST|5DUR|7VULN|8RCR|9LHND|aASPD
309	35331 36224	   	187.41	DCR|3VULN|2DMG|1ZMB	1DUST|23DMG|49aVULN|5MLV|6ZMB|7RCR|8ERES
310	14322 35612	   	187.39	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	16AART|2RCVC|3CDMG|4MSLFST|5DUR|7VULN|8RCR|9LEGI|aASPD
311	14621 21431	 * 	187.34	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1AART|2RCVC|3RCR|4DMG|5DUST|6DUR|79aVULN|8CDMG
312	13234 26362	   	187.32	DCR|2VULN|1AART|2CDMG|1ASPD	1AART|2BEXP|36CDMG|4LIT|59VULN|7FEWX|8RCR|aASPD
