0	Index      	 *	Score 	Summary	Detail	
1	64212 11235	 * 	212.03	DCR|2VULN|2AART|1ASPD|1DMG|1CDMG	1LIT|2RPLT|3DMG|45AART|67VULN|8CDMG|9ASPD|aRCR
167	62152 32432	 * 	185.75	DCR|1SPLARM|1MDPS|2ASPD|1VULN|1AART	1LIT|27ERES|3VULN|45ASPD|6AART|8RCR|9SPLARM|aMDPS
168	33535 23146	   	185.69	DCR|4VULN|1ASPD|1CDMG	1MLV|2568VULN|3ASPD|4CDMG|7MBVNT|9CGEN|aRCR
169	33535 23136	   	185.59	DCR|4VULN|1ASPD|1CDMG	1MLV|2568VULN|3ASPD|4CDMG|7MBVNT|9ERES|aRCR
170	44121 22133	   	185.38	DCR|3VULN|1MDPS|2CDMG|1ASPD	134ERES|23CDMG|3BPWR|568VULN|7ASPD|9RCR|aMDPS
171	32235 32463	   	185.35	DCR|2VULN|2DMG|1CDMG|2DUR|1AAC	1MLV|2aDMG|3BEXP|4CDMG|5aVULN|6AAC|7CGEN|8aDUR|9RCR|aBPWR
172	32335 32463	   	185.35	DCR|2VULN|2DMG|1CDMG|2DUR|1AAC	1MLV|2aDMG|3LHND|4CDMG|5aVULN|6AAC|7CGEN|8aDUR|9RCR|aBPWR
173	32235 21453	   	185.25	DCR|2VULN|2DMG|1CDMG|2DUR	1MLV|2aDMG|3BEXP|4CDMG|56VULN|78DUR|9RCR
174	32335 21453	   	185.25	DCR|2VULN|2DMG|1CDMG|2DUR	1MLV|2aDMG|3LHND|4CDMG|56VULN|78DUR|9RCR
175	34131 31432	 * 	184.99	DCR|1SPLARM|1AART|1VULN|2CDMG|1ASPD|1DUR	13MLV|23CDMG|3BPWR|4ASPD|5FEWX|6DUR|7AART|8RCR|9SPLARM|aVULN
176	32335 13531	   	184.48	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1MLV|2DMG|3LHND|4CDMG|59VULN|6ASPD|7RCVC|8RCR|aDUR
177	33534 22531	   	184.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1MLV|29VULN|3ASPD|4CDMG|5DMG|6TLV|7AME|8RCR|aDUR
178	42335 13531	   	184.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1ERES|2DMG|3LHND|4CDMG|59VULN|6ASPD|7RCVC|8RCR|aDUR
179	14542 33512	   	184.38	DCR|2VULN|2ASPD|1DMG|1AAC|1ZMB	1DMSP|26ASPD|3MBVNT|4AAC|56VULN|6BPWR|7ZMB|8RCR|9CGEN|aDMG
180	33531 22151	   	184.28	DCR|3VULN|1ASPD|1CDMG|1ZMB	15MLV|267VULN|3ASPD|4CDMG|8RCR|9DMSP|aZMB
181	33535 21151	   	184.28	DCR|3VULN|1ASPD|1CDMG|1ZMB	1MLV|256VULN|3ASPD|4CDMG|7AELBLL|8RCR|9DMSP|aZMB
182	62115 12236	   	184.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1LIT|2ERES|39VULN|4LWND|5AART|6CDMG|7DUR|8ASPD|aRCR
183	32125 14233	   	184.02	DCR|2VULN|2DMG|1ASPD|1DUR	1aMLV|24DMG|3RPLT|5aVULN|6ASPD|7DUR|8aAME|9RCR|aBPWR
184	34112 53363	   	183.90	DCR|2VULN|2CDMG|1ASPD|1DMG	139MLV|23CDMG|39BPWR|49VULN|5DMG|6SNIFST|79AELBLL|8RCR|aASPD
185	32125 14236	   	183.82	DCR|2VULN|2DMG|1ASPD|1DUR	1MLV|24DMG|3RPLT|5aVULN|6ASPD|7DUR|8AME|9RCR
186	32125 14633	   	183.82	DCR|2VULN|2DMG|1ASPD|1DUR	1aMLV|24DMG|3RPLT|5aVULN|6ASPD|7DUR|8aERES|9RCR|aBPWR
187	42125 14233	   	183.82	DCR|2VULN|2DMG|1ASPD|1DUR	1aERES|24DMG|3RPLT|5aVULN|6ASPD|7DUR|8aAME|9RCR|aBPWR
188	32225 24236	   	183.81	DCR|3VULN|2DMG|1ZMB	17MLV|27DMG|3BEXP|4ZMB|5RPLT|67aVULN|7BPWR|8AME|9RCR
189	32325 24236	   	183.81	DCR|3VULN|2DMG|1ZMB	17MLV|27DMG|3LHND|4ZMB|5RPLT|67aVULN|7BPWR|8AME|9RCR
190	33534 21263	   	183.75	DCR|2ASPD|1VULN|2CDMG|1DMG|1DUR	1MLV|2VULN|3aASPD|4aCDMG|5DMG|6aTLV|7DUR|8LWND|9RCR|aBPWR
191	34112 21145	   	183.70	DCR|2VULN|2CDMG|1ASPD|1DMG	13MLV|23CDMG|3BPWR|46VULN|5DMG|7AELBLL|8RCR|9LHND|aASPD
192	34112 21156	   	183.70	DCR|2VULN|2CDMG|1DMG|1NUKE	13MLV|23CDMG|3BPWR|46VULN|5DMG|7AELBLL|8RCR|9DMSP|aNUKE
193	34134 53323	   	183.70	DCR|2VULN|2CDMG|1ASPD|1DMG	13MLV|23CDMG|3BPWR|4ASPD|5aVULN|6SNIFST|7AELBLL|8RCR|9DMG
194	34112 21125	   	183.60	DCR|2VULN|2CDMG|1ASPD|1DMG	13MLV|23CDMG|3BPWR|46VULN|5DMG|7AELBLL|8RCR|9DUST|aASPD
195	34112 21165	   	183.60	DCR|2VULN|2CDMG|1ASPD|1DMG	13MLV|23CDMG|3BPWR|46VULN|5DMG|7AELBLL|8RCR|9LEGI|aASPD
196	34112 23426	   	183.60	DCR|2VULN|2CDMG|1ASPD|1DMG	13MLV|23CDMG|3BPWR|46VULN|5DMG|7MBVNT|8RCR|9RCVC|aASPD
197	34112 23433	   	183.60	DCR|2VULN|2CDMG|1ASPD|1DMG	13MLV|23CDMG|3BPWR|46VULN|5DMG|7MBVNT|8RCR|9ASPD|aFEWX
198	34112 23437	   	183.60	DCR|2VULN|2CDMG|1ASPD|1DMG	13MLV|23CDMG|3BPWR|46VULN|5DMG|7MBVNT|8RCR|9ASPD|aCGEN
199	34112 23438	   	183.60	DCR|2VULN|2CDMG|1ASPD|1DMG	13MLV|23CDMG|3BPWR|46VULN|5DMG|7MBVNT|8RCR|9ASPD|aRMIN
200	34134 21125	   	183.60	DCR|2VULN|2CDMG|1ASPD|1DMG	13MLV|23CDMG|3BPWR|4ASPD|56VULN|7AELBLL|8RCR|9DUST|aDMG
201	34134 23426	   	183.60	DCR|2VULN|2CDMG|1ASPD|1DMG	13MLV|23CDMG|3BPWR|4ASPD|56VULN|7MBVNT|8RCR|9RCVC|aDMG
202	34134 23453	   	183.60	DCR|2VULN|2CDMG|1ASPD|1DMG	13MLV|23CDMG|3BPWR|4ASPD|56VULN|7MBVNT|8RCR|9LWND|aDMG
203	32333 11536	   	183.56	DCR|2ASPD|1VULN|1DMG|1CDMG|2DUR	1MLV|2DMG|3LHND|4CDMG|5aDUR|67ASPD|8RCR|9VULN
204	34112 23432	   	183.50	DCR|2VULN|2CDMG|1ASPD|1DMG	13MLV|23CDMG|3BPWR|46VULN|5DMG|7MBVNT|8RCR|9ASPD|aDUST
205	34112 23434	   	183.50	DCR|2VULN|2CDMG|1ASPD|1DMG	13MLV|23CDMG|3BPWR|46VULN|5DMG|7MBVNT|8RCR|9ASPD|aLEGI
206	34112 23485	   	183.50	DCR|2VULN|2CDMG|1ASPD|1DMG	13MLV|23CDMG|3BPWR|46VULN|5DMG|7MBVNT|8RCR|9DLOT|aASPD
207	34134 23413	   	183.50	DCR|2VULN|2CDMG|1ASPD|1DMG	13MLV|23CDMG|3BPWR|4ASPD|56VULN|7MBVNT|8RCR|9DUST|aDMG
208	33431 23652	   	183.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1MLV|2VULN|3BELT|4ERES|5RPLT|6RCR|7DMG|8ASPD|9CDMG|aAART
209	42333 11536	   	183.46	DCR|2ASPD|1VULN|1DMG|1CDMG|2DUR	1ERES|2DMG|3LHND|4CDMG|5aDUR|67ASPD|8RCR|9VULN
210	34116 11212	   	183.42	DCR|2VULN|1AART|2CDMG|1DMG	13MLV|23CDMG|3BPWR|49VULN|5RPLT|6FEWX|7DMG|8AART|aRCR
211	34116 41212	   	183.42	DCR|2VULN|1AART|2CDMG|1DMG	13MLV|23CDMG|3BPWR|49VULN|5RPLT|6DMG|7FEWX|8AART|aRCR
212	34131 26212	   	183.42	DCR|2VULN|1AART|2CDMG|1ASPD	13MLV|23CDMG|3BPWR|4ASPD|5FEWX|69VULN|7RPLT|8AART|aRCR
213	44116 11212	   	183.22	DCR|2VULN|1AART|2CDMG|1DMG	13ERES|23CDMG|3BPWR|49VULN|5RPLT|6FEWX|7DMG|8AART|aRCR
214	62152 32433	 * 	183.00	DCR|1SPLARM|2AART|2ASPD|1VULN	1LIT|27ERES|3VULN|45ASPD|6aAART|8RCR|9SPLARM
215	32235 14163	   	182.48	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1MLV|2DMG|3BEXP|4CDMG|5aVULN|6ASPD|7DUR|8RMIN|9RCR
216	32235 22541	   	182.25	DCR|3VULN|1DMG|1CDMG|1DUR	1MLV|2DMG|3BEXP|4CDMG|569VULN|7AME|8RCR|aDUR
217	31523 12311	   	182.18	DCR|2VULN|1AART|1DMG|1AAC|1ZMB|1DUR	1MLV|2CGEN|3AART|4DUR|5ZMB|6AAC|7DMG|8RCR|9aVULN
218	33535 23441	   	182.15	DCR|3VULN|1ASPD|1CDMG|1DUR	1MLV|256VULN|3ASPD|4CDMG|7MBVNT|8RCR|9CGEN|aDUR
219	14342 61123	   	182.06	DCR|3VULN|1ASPD|1DMG|1DUR	1DMSP|2ASPD|3BEXP|4DMG|567VULN|8DUR|9FEWX|aRCR
220	31233 11545	   	182.03	DCR|2ASPD|1VULN|1AART|1CDMG|1DUR	1MLV|2CGEN|3BEXP|4CDMG|5DUR|67ASPD|8RCR|9VULN|aAART
221	31235 11525	   	182.03	DCR|2ASPD|1VULN|1AART|1CDMG|1DUR	1MLV|2CGEN|3BEXP|4CDMG|5VULN|67ASPD|8RCR|9DUR|aAART
