0	Index      	 *	Score 	Summary	Detail	
1	62422 52313	 * 	222.74	ACR|1BASARM|1VULN|1ASPD|1DMG|1BEXP|1CDMG|1AAC	1DUR|2VULN|3AAC|4ASPD|5RCR|6MDPS|7CDMG|8BEXP|9DMG|aBASARM
154	16216 32341	   	198.89	ACR|2DMG|1VULN|1ASPD|1AART|1CDMG|1AAC	1TLV|2ASPD|3ZMB|4CDMG|5RCR|6AAC|7AART|8aDMG|9VULN
155	16626 33211	 * 	198.86	ACR|1BASARM|2ASPD|1DMG	1TLV|28ASPD|3RCR|4MSLTOX|5AEFBLL|6DMG|7RCVC|9ERES|aBASARM
156	11333 41562	   	198.84	ACR|2VULN|1AART|2CDMG|1DMG|1ASPD	1TLV|26VULN|3AART|49CDMG|5RCR|7ERES|8ASPD|aDMG
157	16611 13226	 * 	198.77	ACR|3ASPD|2BEXP|1VULN|1AAC	19TLV|259ASPD|3RCR|45LHND|59BPWR|6LSRREG|7AAC|89BEXP|aVULN
158	16611 23226	   	198.77	ACR|3ASPD|2BEXP|1VULN|1AAC	19TLV|259ASPD|3RCR|45LHND|59BPWR|6MSLFST|7AAC|89BEXP|aVULN
159	16652 12132	   	198.48	ACR|2DMG|1VULN|1ASPD|1AART|1CDMG	16TLV|2ASPD|3RCR|4ERES|56DMG|6BPWR|7VULN|8LIT|9AART|aCDMG
160	16652 22132	   	198.48	ACR|2ASPD|1VULN|1DMG|1AART|1CDMG	1TLV|26ASPD|3RCR|4ERES|5DMG|7VULN|8LIT|9AART|aCDMG
161	16652 32132	   	198.48	ACR|2DMG|1VULN|1ASPD|1AART|1CDMG	1TLV|2ASPD|3RCR|4ERES|56DMG|7VULN|8LIT|9AART|aCDMG
162	41345 22134	   	198.48	ACR|2DMG|1VULN|1AART|1ASPD|1BEXP	1ERES|2VULN|3AART|4RCR|59DMG|6MBVNT|7ASPD|8DUR|aBEXP
163	11343 22285	   	198.38	ACR|2ASPD|1VULN|1AART|1DMG|1BEXP	1TLV|2VULN|3AART|4RCR|57ASPD|6MBVNT|8DUST|9BEXP|aDMG
164	11333 52236	 * 	198.38	ACR|3DMG|1VULN|1AART|1CDMG|1AAC	1TLV|2VULN|3AART|4CDMG|5RCR|6AAC|7ERES|89aDMG
165	11333 53526	 * 	198.36	ACR|2VULN|1AART|1ASPD|2AAC|1BEXP|1CDMG	1TLV|27VULN|3AART|4CDMG|5RCR|6aAAC|8ASPD|9BEXP
166	11343 43632	   	198.33	ACR|2VULN|2AART|1DMG|1ASPD	1TLV|28VULN|39AART|4RCR|5ASPD|6BELT|7ERES|aDMG
167	16611 33422	 * 	197.71	ACR|3ASPD|3DMG	19aTLV|259ASPD|3RCR|45LHND|59aBPWR|6RMIN|7aCGEN|89aDMG
168	11532 33542	   	197.63	ACR|3VULN|1ASPD|1DMG|1AART|1CDMG	1TLV|269VULN|3CDMG|4MLV|5RCR|7AART|8ASPD|aDMG
169	16611 42312	 * 	197.51	ACR|3ASPD|2DMG|1AART	1TLV|258ASPD|3RCR|45LHND|5BPWR|67DMG|9AART|aRMIN
170	11343 15226	   	197.45	ACR|2AART|1VULN|1ASPD|1DMG|1CDMG	1TLV|2VULN|39AART|4RCR|5ASPD|68LHND|7CDMG|aDMG
171	16611 42311	   	197.41	ACR|3ASPD|2DMG|1AART	1TLV|258ASPD|3RCR|45LHND|5BPWR|67DMG|9AART|aAEFBLL
172	16611 42313	   	197.41	ACR|3ASPD|2DMG|1AART	1TLV|258ASPD|3RCR|45LHND|5BPWR|67DMG|9AART|aERES
173	16652 12233	 * 	197.38	ACR|3DMG|1VULN|1ASPD|1CDMG	16TLV|2ASPD|3RCR|49ERES|56aDMG|6BPWR|7VULN|8CDMG
174	16652 32233	   	197.38	ACR|3DMG|1VULN|1ASPD|1CDMG	1TLV|2ASPD|3RCR|49ERES|56aDMG|7VULN|8CDMG
175	16611 42333	   	197.27	ACR|3ASPD|3DMG|1SELL	1TLV|258ASPD|3RCR|45LHND|5BPWR|67aDMG|9SELL
176	41345 23322	 * 	197.06	ACR|3DMG|2VULN|1AART	17ERES|27VULN|3AART|4RCR|57aDMG|6MBVNT|7BPWR|8RCVC|9DUR
177	11333 46422	   	196.95	ACR|2VULN|2BEXP|1AART|1DMG|1CDMG	1TLV|26VULN|3AART|4CDMG|5RCR|7AEMAG|89BEXP|aDMG
178	11344 53232	   	196.85	ACR|2VULN|2DMG|2AART	1TLV|27VULN|38AART|4RCR|5AEMAG|6CGEN|9aDMG
179	11346 31623	 * 	196.81	ACR|3AART|2VULN|1DMG	1TLV|2aVULN|369AART|4RCR|57LIT|8DMG
180	11343 22314	   	196.76	ACR|2VULN|2ASPD|2AART	1TLV|29VULN|3aAART|4RCR|57ASPD|6MBVNT|8RCVC
181	41343 22314	   	196.76	ACR|2VULN|2ASPD|2AART	1ERES|29VULN|3aAART|4RCR|57ASPD|6MBVNT|8RCVC
182	16626 32211	   	196.66	ACR|1BASARM|2ASPD|1DMG	1TLV|28ASPD|3RCR|4MSLTOX|5AEFBLL|6DMG|7DMSP|9ERES|aBASARM
183	41345 23242	   	196.66	ACR|3DMG|2VULN|1AART	17ERES|27VULN|3AART|4RCR|57aDMG|6MBVNT|7BPWR|8DUST|9RCVC
184	16626 31111	   	196.56	ACR|1BASARM|2ASPD|1DMG	19TLV|28ASPD|3RCR|4MSLTOX|5AEFBLL|6DMG|7ERES|aBASARM
185	16611 42112	   	196.50	ACR|2ASPD|2DMG|1AART|1CDMG	1TLV|25ASPD|3RCR|45LHND|5BPWR|67DMG|8AART|9LIT|aCDMG
186	16652 22111	   	196.48	ACR|3ASPD|1VULN|1DMG|1BEXP	1TLV|269ASPD|3RCR|4ERES|5DMG|7VULN|8LIT|aBEXP
187	11343 42231	   	196.45	ACR|2AART|1VULN|1ASPD|1DMG|1BEXP	1TLV|2VULN|39AART|4RCR|5ASPD|6BELT|7FEWX|8DMG|aBEXP
188	41345 22124	   	196.35	ACR|2AART|1VULN|1ASPD|1DMG|1BEXP	1ERES|2VULN|39AART|4RCR|5DMG|6MBVNT|7ASPD|8DUR|aBEXP
189	13143 61342	   	196.27	ACR|2AART|2DMG|1ASPD|1BEXP	1TLV|28DUR|36AART|4RCR|5ASPD|7aDMG|9BEXP
190	13143 64131	   	196.27	ACR|2AART|2DMG|1ASPD|1CDMG	1TLV|2DUR|36AART|4RCR|5ASPD|7CDMG|8LHND|9aDMG
191	11333 53543	 * 	196.19	ACR|3VULN|1AART|1ASPD|2CDMG|1AAC	1TLV|279VULN|3AART|4aCDMG|5RCR|6AAC|8ASPD
192	13143 61142	   	196.17	ACR|2AART|2DMG|1ASPD|1BEXP	18TLV|2DUR|36AART|4RCR|5ASPD|7aDMG|9BEXP
193	11343 22584	 * 	195.77	ACR|3ASPD|2AART|1VULN	19TLV|2VULN|3aAART|4RCR|579ASPD|6MBVNT|89ERES|9BPWR
194	16611 33421	   	195.61	ACR|3ASPD|2DMG|1BEXP	19TLV|259ASPD|3RCR|45LHND|59BPWR|6RMIN|7CGEN|89DMG|aBEXP
195	11343 25832	   	195.52	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG	1TLV|2aVULN|3AART|4RCR|5ASPD|6MBVNT|7RPLT|8CDMG|9DMG
196	11343 26432	   	195.52	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG	1TLV|2aVULN|3AART|4RCR|5ASPD|6MBVNT|7CDMG|8RPLT|9DMG
197	11343 41124	   	195.45	ACR|2AART|1VULN|1ASPD|1DMG|1BEXP	1TLV|2VULN|3aAART|4RCR|5ASPD|6BELT|7DUR|8BEXP|9DMG
198	11343 42124	   	195.45	ACR|2AART|1VULN|1ASPD|1DMG|1BEXP	1TLV|2VULN|3aAART|4RCR|5ASPD|6BELT|7FEWX|8BEXP|9DMG
199	13143 42124	   	195.45	ACR|2AART|1VULN|1ASPD|1DMG|1BEXP	1TLV|2DUR|3aAART|4RCR|5ASPD|6BELT|7VULN|8BEXP|9DMG
200	11343 26181	   	195.42	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG	1TLV|29VULN|3AART|4RCR|5ASPD|6MBVNT|7CDMG|8ERES|aDMG
201	16611 42321	   	195.41	ACR|3ASPD|2DMG|1BEXP	1TLV|258ASPD|3RCR|45LHND|5BPWR|67DMG|9DUST|aBEXP
202	11333 53126	   	195.32	ACR|2VULN|2AART|1DMG|1CDMG|1AAC	1TLV|27VULN|39AART|4CDMG|5RCR|6AAC|8LHND|aDMG
203	13143 61241	 * 	195.07	ACR|3AART|2DMG|1ASPD	1TLV|2DUR|36aAART|4RCR|5ASPD|79DMG|8CGEN
204	41345 23112	   	195.05	ACR|3DMG|2VULN|1AART	17ERES|27VULN|3AART|4RCR|57aDMG|6MBVNT|7BPWR|8NUKE|9RMIN
205	13143 64322	   	195.01	ACR|2AART|2VULN|1ASPD|1CDMG	1TLV|2DUR|36AART|4RCR|5ASPD|7CDMG|8LIT|9aVULN
206	41343 22318	   	194.95	ACR|2VULN|2ASPD|1AART|1CDMG	1ERES|29VULN|3AART|4RCR|57ASPD|6MBVNT|8RCVC|aCDMG
207	11343 27731	   	194.95	ACR|2VULN|2ASPD|2AART	18TLV|28VULN|3aAART|4RCR|58ASPD|6MBVNT|7RMIN|8BPWR|9CGEN
208	11532 33562	   	194.94	ACR|2VULN|1ASPD|1DMG|2CDMG|1AART	1TLV|26VULN|39CDMG|4MLV|5RCR|7AART|8ASPD|aDMG
209	11345 43132	   	194.81	ACR|2VULN|2BEXP|1AART|1DMG|1AAC	1TLV|26VULN|3AART|4RCR|56BEXP|6BPWR|7LHND|8DUR|9DMG|aAAC
210	16611 32261	   	194.68	ACR|2ASPD|1DMG|1VULN|1BEXP|1CDMG	1TLV|25ASPD|3RCR|45LHND|5BPWR|6RMIN|7DMG|8CDMG|9BEXP|aVULN
211	11343 15252	   	194.64	ACR|1VULN|1AART|1ASPD|1DMG|1BEXP|1CDMG	1TLV|2VULN|3AART|4RCR|5ASPD|68LHND|7CDMG|9BEXP|aDMG
212	11343 65212	   	194.64	ACR|1VULN|1AART|1ASPD|1DMG|1BEXP|1CDMG	1TLV|2VULN|3AART|4RCR|5ASPD|6DUR|7CDMG|8LHND|9BEXP|aDMG
213	11346 33134	   	194.62	ACR|2VULN|2AART|1DMG|1BEXP	1TLV|28VULN|36AART|4RCR|5LIT|7BEXP|9RCVC|aDMG
214	16621 33231	   	194.57	ACR|2DMG|2BEXP|1VULN|1ASPD	1TLV|2ASPD|3RCR|4MSLTOX|5NUKE|6VULN|78BEXP|9aDMG
215	16661 33231	   	194.57	ACR|2DMG|2BEXP|1VULN|1ASPD	1TLV|2ASPD|3RCR|4SPLREG|5NUKE|6VULN|78BEXP|9aDMG
216	46621 33231	   	194.57	ACR|2DMG|2BEXP|1VULN|1ASPD	1ERES|2ASPD|3RCR|4MSLTOX|5NUKE|6VULN|78BEXP|9aDMG
217	11343 26218	   	194.54	ACR|1VULN|1AART|1ASPD|1DMG|1CDMG|1BEXP	1TLV|2VULN|3AART|4RCR|5ASPD|6MBVNT|7CDMG|8LHND|9BEXP|aDMG
218	11343 65312	   	194.54	ACR|1VULN|1AART|1ASPD|1DMG|1BEXP|1CDMG	1TLV|2VULN|3AART|4RCR|5ASPD|6DUR|7CDMG|8DUST|9BEXP|aDMG
219	62422 23116	 * 	194.46	ACR|1VULN|1ASPD|1DMG|1BASICY|1CDMG|1BEXP|1AAC	1DUR|2VULN|3AAC|4ASPD|5RCR|6BEXP|7CGEN|8CDMG|9DMG|aBASICY
220	11343 26135	   	194.44	ACR|1VULN|1AART|1ASPD|1DMG|1BEXP|1CDMG	1TLV|2VULN|3AART|4RCR|5ASPD|6MBVNT|7CDMG|8ERES|9DMG|aBEXP
221	11122 25116	   	194.36	ACR|1VULN|1ASPD|1DMG|1BASICY|1BEXP|1CDMG|1AAC	1TLV|2VULN|3DUR|4ASPD|5RCR|6BEXP|7AAC|8CDMG|9DMG|aBASICY
222	41122 25116	   	194.36	ACR|1VULN|1ASPD|1DMG|1BASICY|1BEXP|1CDMG|1AAC	1ERES|2VULN|3DUR|4ASPD|5RCR|6BEXP|7AAC|8CDMG|9DMG|aBASICY
223	62322 25116	   	194.36	ACR|1VULN|1ASPD|1DMG|1BASICY|1BEXP|1CDMG|1AAC	1DUR|2VULN|3ERES|4ASPD|5RCR|6BEXP|7AAC|8CDMG|9DMG|aBASICY
224	62422 22216	   	194.36	ACR|1VULN|1ASPD|1DMG|1BASICY|1BEXP|1CDMG|1AAC	1DUR|2VULN|3AAC|4ASPD|5RCR|6BEXP|7CDMG|8TLV|9DMG|aBASICY
225	13143 61411	   	194.10	ACR|2AART|1VULN|1ASPD|1DMG|1AAC	1TLV|2DUR|36AART|4RCR|5ASPD|7DMG|8AAC|9VULN|aDMSP
226	13143 61413	   	194.10	ACR|2AART|1VULN|1ASPD|1DMG|1AAC	1TLV|2DUR|36AART|4RCR|5ASPD|7DMG|8AAC|9VULN|aFEWX
227	13143 62412	   	194.10	ACR|2AART|1VULN|1ASPD|1DMG|1AAC	1TLV|2DUR|36AART|4RCR|5ASPD|7ZMB|8AAC|9VULN|aDMG
228	11343 22383	   	193.97	ACR|2ASPD|1VULN|1AART|1BEXP|1CDMG	1TLV|2VULN|3AART|4RCR|57ASPD|6MBVNT|8RCVC|9BEXP|aCDMG
229	41343 22383	   	193.97	ACR|2ASPD|1VULN|1AART|1BEXP|1CDMG	1ERES|2VULN|3AART|4RCR|57ASPD|6MBVNT|8RCVC|9BEXP|aCDMG
230	12346 33125	   	193.83	ACR|3AART|1VULN|1ASPD|1BEXP	1TLV|2LHND|369AART|4RCR|5LIT|7BEXP|8VULN|aASPD
231	11346 33225	   	193.73	ACR|3AART|1VULN|1ASPD|1BEXP	1TLV|2VULN|369AART|4RCR|5LIT|7BEXP|8DUST|aASPD
232	61143 42231	   	193.72	ACR|2VULN|1AART|1ASPD|1DMG|1BEXP	1DUR|2CGEN|3AART|4RCR|5ASPD|6BELT|79VULN|8DMG|aBEXP
233	11343 35211	   	193.72	ACR|1BASARM|1VULN|1AART|1ASPD	1TLV|2VULN|3AART|4RCR|5ASPD|6RPLT|7CGEN|8BASARM|9LHND|aFEWX
234	11343 35212	   	193.72	ACR|1BASARM|1VULN|1AART|1ASPD	1TLV|2VULN|3AART|4RCR|5ASPD|6RPLT|7CGEN|8BASARM|9aLHND
235	11343 45221	   	193.62	ACR|2VULN|1AART|1ASPD|1DMG|1BEXP	1TLV|27VULN|3AART|4RCR|5ASPD|6BELT|8FEWX|9DMG|aBEXP
236	11343 62232	   	193.62	ACR|2VULN|1AART|1ASPD|1DMG|1BEXP	1TLV|2aVULN|3AART|4RCR|5ASPD|6DUR|7RMIN|8BEXP|9DMG
237	11345 32132	   	193.62	ACR|2VULN|1AART|1ASPD|1DMG|1BEXP	1TLV|2aVULN|3AART|4RCR|5BEXP|6RMIN|7ASPD|8DUR|9DMG
238	41343 41231	   	193.62	ACR|2VULN|1AART|1ASPD|1DMG|1BEXP	1ERES|29VULN|3AART|4RCR|5ASPD|6BELT|7DUR|8DMG|aBEXP
239	41343 42231	   	193.62	ACR|2VULN|1AART|1ASPD|1DMG|1BEXP	1ERES|29VULN|3AART|4RCR|5ASPD|6BELT|7FEWX|8DMG|aBEXP
240	41343 62232	   	193.62	ACR|2VULN|1AART|1ASPD|1DMG|1BEXP	1ERES|2aVULN|3AART|4RCR|5ASPD|6DUR|7RMIN|8BEXP|9DMG
241	43143 42231	   	193.62	ACR|2VULN|1AART|1ASPD|1DMG|1BEXP	1ERES|2DUR|3AART|4RCR|5ASPD|6BELT|79VULN|8DMG|aBEXP
242	11341 61321	   	193.62	ACR|1BASARM|1VULN|1AART|1DMG	1TLV|2VULN|3AART|4RCR|5LWND|6MSLREG|7CGEN|8BASARM|9LIT|aDMG
243	11341 61353	   	193.62	ACR|1BASARM|1VULN|1AART|1ASPD	1TLV|2VULN|3AART|4RCR|5LWND|6MSLREG|7CGEN|8BASARM|9ASPD|aLIT
244	11343 25154	   	193.62	ACR|1BASARM|1VULN|1AART|1ASPD	1TLV|2VULN|3AART|4RCR|5ASPD|6MBVNT|7RPLT|8RMIN|9FEWX|aBASARM
245	11343 25314	   	193.62	ACR|1BASARM|1VULN|1AART|1ASPD	1TLV|2VULN|3AART|4RCR|5ASPD|6MBVNT|7RPLT|8FEWX|9ZMB|aBASARM
246	11343 34211	   	193.62	ACR|1BASARM|1VULN|1AART|1ASPD	1TLV|2VULN|3AART|4RCR|5ASPD|6RPLT|7ERES|8BASARM|9LHND|aFEWX
247	11343 34212	   	193.62	ACR|1BASARM|1VULN|1AART|1ASPD	1TLV|2VULN|3AART|4RCR|5ASPD|6RPLT|7ERES|8BASARM|9aLHND
248	11343 35213	   	193.62	ACR|1BASARM|1VULN|1AART|1ASPD	1TLV|2VULN|3AART|4RCR|5ASPD|6RPLT|7CGEN|8BASARM|9LHND|aERES
249	11343 35214	   	193.62	ACR|1BASARM|1VULN|1AART|1ASPD	1TLV|2VULN|3AART|4RCR|5ASPD|6RPLT|7CGEN|8BASARM|9LHND|aNUKE
250	11343 35215	   	193.62	ACR|1BASARM|1VULN|1AART|1ASPD	1aTLV|2VULN|3AART|4RCR|5ASPD|6RPLT|7CGEN|8BASARM|9LHND
251	11343 35216	   	193.62	ACR|1BASARM|1VULN|1AART|1ASPD	1TLV|2VULN|3AART|4RCR|5ASPD|6RPLT|7CGEN|8BASARM|9LHND|aAME
252	11343 35231	   	193.62	ACR|1BASARM|1VULN|1AART|1ASPD	19TLV|2VULN|3AART|4RCR|5ASPD|6RPLT|7CGEN|8BASARM|aLWND
253	11343 35232	   	193.62	ACR|1BASARM|1VULN|1AART|1ASPD	19TLV|2VULN|3AART|4RCR|5ASPD|6RPLT|7CGEN|8BASARM|aFEWX
254	11343 35243	   	193.62	ACR|1BASARM|1VULN|1AART|1ASPD	1TLV|2VULN|3AART|4RCR|5ASPD|6RPLT|7CGEN|8BASARM|9RMIN|aMDPS
255	11343 35251	   	193.62	ACR|1BASARM|1VULN|1AART|1ASPD	1TLV|2VULN|3AART|4RCR|5ASPD|6RPLT|7CGEN|8BASARM|9AEFBLL|aLWND
256	11343 35252	   	193.62	ACR|1BASARM|1VULN|1AART|1ASPD	1TLV|2VULN|3AART|4RCR|5ASPD|6RPLT|7CGEN|8BASARM|9AEFBLL|aFEWX
257	41341 61321	   	193.62	ACR|1BASARM|1VULN|1AART|1DMG	1ERES|2VULN|3AART|4RCR|5LWND|6MSLREG|7CGEN|8BASARM|9LIT|aDMG
258	41343 25314	   	193.62	ACR|1BASARM|1VULN|1AART|1ASPD	1ERES|2VULN|3AART|4RCR|5ASPD|6MBVNT|7RPLT|8FEWX|9ZMB|aBASARM
259	11343 52132	   	193.52	ACR|2VULN|1AART|1ASPD|1DMG|1BEXP	1TLV|2aVULN|3AART|4RCR|5ASPD|6AME|7BEXP|8DUR|9DMG
260	11343 53232	   	193.52	ACR|2VULN|1AART|1ASPD|1DMG|1BEXP	1TLV|2aVULN|3AART|4RCR|5ASPD|6AME|7DUR|8BEXP|9DMG
261	11343 63232	   	193.52	ACR|2VULN|1AART|1ASPD|1DMG|1BEXP	1TLV|2aVULN|3AART|4RCR|5ASPD|6DUR|7NUKE|8BEXP|9DMG
262	41343 52132	   	193.52	ACR|2VULN|1AART|1ASPD|1DMG|1BEXP	1ERES|2aVULN|3AART|4RCR|5ASPD|6AME|7BEXP|8DUR|9DMG
263	41343 53232	   	193.52	ACR|2VULN|1AART|1ASPD|1DMG|1BEXP	1ERES|2aVULN|3AART|4RCR|5ASPD|6AME|7DUR|8BEXP|9DMG
264	41343 63232	   	193.52	ACR|2VULN|1AART|1ASPD|1DMG|1BEXP	1ERES|2aVULN|3AART|4RCR|5ASPD|6DUR|7NUKE|8BEXP|9DMG
265	11341 61352	   	193.52	ACR|1BASARM|1VULN|1AART|1ASPD	1TLV|2VULN|3AART|4RCR|5LWND|6MSLREG|7CGEN|8BASARM|9ASPD|aAIRARM
266	11341 65321	   	193.52	ACR|1BASARM|1VULN|1AART|1DMG	1TLV|2VULN|3AART|4RCR|5LWND|6MSLREG|7ERES|8BASARM|9LIT|aDMG
267	11343 34213	   	193.52	ACR|1BASARM|1VULN|1AART|1ASPD	1TLV|2VULN|3AART|4RCR|5ASPD|6RPLT|7aERES|8BASARM|9LHND
268	11343 34214	   	193.52	ACR|1BASARM|1VULN|1AART|1ASPD	1TLV|2VULN|3AART|4RCR|5ASPD|6RPLT|7ERES|8BASARM|9LHND|aNUKE
269	11343 34215	   	193.52	ACR|1BASARM|1VULN|1AART|1ASPD	1aTLV|2VULN|3AART|4RCR|5ASPD|6RPLT|7ERES|8BASARM|9LHND
270	11343 34216	   	193.52	ACR|1BASARM|1VULN|1AART|1ASPD	1TLV|2VULN|3AART|4RCR|5ASPD|6RPLT|7ERES|8BASARM|9LHND|aAME
271	11343 34231	   	193.52	ACR|1BASARM|1VULN|1AART|1ASPD	19TLV|2VULN|3AART|4RCR|5ASPD|6RPLT|7ERES|8BASARM|aLWND
272	11343 34232	   	193.52	ACR|1BASARM|1VULN|1AART|1ASPD	19TLV|2VULN|3AART|4RCR|5ASPD|6RPLT|7ERES|8BASARM|aFEWX
273	11343 34243	   	193.52	ACR|1BASARM|1VULN|1AART|1ASPD	1TLV|2VULN|3AART|4RCR|5ASPD|6RPLT|7ERES|8BASARM|9RMIN|aMDPS
274	11343 34251	   	193.52	ACR|1BASARM|1VULN|1AART|1ASPD	1TLV|2VULN|3AART|4RCR|5ASPD|6RPLT|7ERES|8BASARM|9AEFBLL|aLWND
275	11343 34252	   	193.52	ACR|1BASARM|1VULN|1AART|1ASPD	1TLV|2VULN|3AART|4RCR|5ASPD|6RPLT|7ERES|8BASARM|9AEFBLL|aFEWX
276	11343 34263	   	193.52	ACR|1BASARM|1VULN|1AART|1ASPD	1TLV|2VULN|3AART|4RCR|5ASPD|6RPLT|7ERES|8BASARM|9CGEN|aMDPS
277	11343 35233	   	193.52	ACR|1BASARM|1VULN|1AART|1ASPD	19TLV|2VULN|3AART|4RCR|5ASPD|6RPLT|7CGEN|8BASARM|aERES
278	11343 35235	   	193.52	ACR|1BASARM|1VULN|1AART|1ASPD	19TLV|2VULN|3AART|4RCR|5ASPD|6RPLT|7CGEN|8BASARM|aAEFBLL
279	11343 35253	   	193.52	ACR|1BASARM|1VULN|1AART|1ASPD	1TLV|2VULN|3AART|4RCR|5ASPD|6RPLT|7CGEN|8BASARM|9AEFBLL|aERES
280	11343 35263	   	193.52	ACR|1BASARM|1VULN|1AART|1ASPD	1TLV|2VULN|3AART|4RCR|5ASPD|6RPLT|7CGEN|8BASARM|9ERES|aMDPS
281	16611 41132	   	193.50	ACR|2ASPD|2DMG|1CDMG|1BEXP	1TLV|25ASPD|3RCR|45LHND|5BPWR|69DMG|7BEXP|8LWND|aCDMG
282	12343 22724	   	193.44	ACR|1BASARM|2ASPD|1AART	1TLV|2LHND|3AART|4RCR|57ASPD|6MBVNT|8DUR|9CGEN|aBASARM
283	12343 21824	   	193.44	ACR|1BASARM|2ASPD|1AART	1TLV|2LHND|3AART|4RCR|58ASPD|6MBVNT|7DUR|9CGEN|aBASARM
284	11343 34233	   	193.42	ACR|1BASARM|1VULN|1AART|1ASPD	19TLV|2VULN|3AART|4RCR|5ASPD|6RPLT|7aERES|8BASARM
285	11343 34235	   	193.42	ACR|1BASARM|1VULN|1AART|1ASPD	19TLV|2VULN|3AART|4RCR|5ASPD|6RPLT|7ERES|8BASARM|aAEFBLL
286	11343 34253	   	193.42	ACR|1BASARM|1VULN|1AART|1ASPD	1TLV|2VULN|3AART|4RCR|5ASPD|6RPLT|7aERES|8BASARM|9AEFBLL
287	11344 43311	   	193.42	ACR|1BASARM|1VULN|1AART|1ASPD	1TLV|2VULN|3AART|4RCR|5AEMAG|6SNIHEL|7ASPD|8RMIN|9BASARM|aDUST
288	11344 43312	   	193.42	ACR|1BASARM|1VULN|1AART|1ASPD	1TLV|2VULN|3AART|4RCR|5AEMAG|6SNIHEL|7ASPD|8RMIN|9BASARM|aMDPS
289	41122 22152	   	193.37	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG	1ERES|2VULN|3DUR|4ASPD|5RCR|6BEXP|7CDMG|8LWND|9BASARM|aRPLT
290	41122 22155	   	193.37	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG	1ERES|2VULN|3aDUR|4ASPD|5RCR|6BEXP|7CDMG|8LWND|9BASARM
291	41122 22156	   	193.37	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG	1ERES|2VULN|3DUR|4ASPD|5RCR|6BEXP|7CDMG|8LWND|9BASARM|aBELT
292	41212 22152	   	193.37	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1ERES|2VULN|3DMG|4LHND|5RCR|6BEXP|7CDMG|8LWND|9BASARM|aRPLT
293	41212 22155	   	193.37	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1ERES|2VULN|3DMG|4LHND|5RCR|6BEXP|7CDMG|8LWND|9BASARM|aDUR
294	41242 22152	   	193.37	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1ERES|2VULN|3DMG|4FEWX|5RCR|6BEXP|7CDMG|8LWND|9BASARM|aRPLT
295	41262 22152	   	193.37	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1ERES|2VULN|3DMG|4DUR|5RCR|6BEXP|7CDMG|8LWND|9BASARM|aRPLT
296	62322 22152	   	193.37	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG	1DUR|2VULN|3ERES|4ASPD|5RCR|6BEXP|7CDMG|8LWND|9BASARM|aRPLT
297	62322 22155	   	193.37	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG	1aDUR|2VULN|3ERES|4ASPD|5RCR|6BEXP|7CDMG|8LWND|9BASARM
298	62322 22156	   	193.37	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG	1DUR|2VULN|3ERES|4ASPD|5RCR|6BEXP|7CDMG|8LWND|9BASARM|aBELT
299	12343 22224	   	193.34	ACR|1BASARM|2ASPD|1AART	1TLV|2LHND|3AART|4RCR|57ASPD|6MBVNT|8DUST|9CGEN|aBASARM
300	11345 52232	   	193.34	ACR|3BEXP|1VULN|1AART|1DMG|1AAC	1TLV|2VULN|3AART|4RCR|567BEXP|8AAC|9DMG|aLHND
301	11345 52233	   	193.34	ACR|3BEXP|1VULN|1AART|1DMG|1AAC	1TLV|2VULN|3AART|4RCR|567BEXP|8AAC|9DMG|aLWND
302	41122 22151	   	193.27	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG	1ERES|2VULN|3DUR|4ASPD|5RCR|6BEXP|7CDMG|8LWND|9BASARM|aDUST
303	41122 22153	   	193.27	ACR|1BASARM|1VULN|1ASPD|1BEXP|1CDMG	1ERES|2VULN|3DUR|4ASPD|5RCR|6BEXP|7CDMG|8LWND|9BASARM|aNUKE
304	41212 22151	   	193.27	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1ERES|2VULN|3DMG|4LHND|5RCR|6BEXP|7CDMG|8LWND|9BASARM|aDUST
305	41212 22153	   	193.27	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1ERES|2VULN|3DMG|4LHND|5RCR|6BEXP|7CDMG|8LWND|9BASARM|aNUKE
306	41212 22156	   	193.27	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1ERES|2VULN|3DMG|4LHND|5RCR|6BEXP|7CDMG|8LWND|9BASARM|aAEMAG
307	41242 22151	   	193.27	ACR|1BASARM|1VULN|1DMG|1BEXP|1CDMG	1ERES|2VULN|3DMG|4FEWX|5RCR|6BEXP|7CDMG|8LWND|9BASARM|aDUST
