0	Index      	 *	Score 	Summary	Detail	
1	52261 24311	 * 	230.40	ACR|1BASARM|2DMG|2BEXP|1VULN|1ASPD	1ASPD|28DMG|3AAC|4aBEXP|5RCR|6VULN|7LWND|9BASARM
155	26413 33316	   	204.62	ACR|1BASARM|2DMG|1VULN|1BEXP	1LWND|2VULN|3RCR|4BEXP|5ZMB|68DMG|7RMIN|9BASARM|aRCVC
156	26413 32316	   	204.52	ACR|1BASARM|2DMG|1VULN|1BEXP	1LWND|2VULN|3RCR|4BEXP|5ZMB|68DMG|7AAC|9BASARM|aRCVC
157	52261 21152	 * 	204.35	ACR|2ASPD|2BEXP|1VULN|1DMG|2CDMG|1SELL	1aASPD|2DMG|3AAC|4aBEXP|5RCR|6VULN|7DUST|8aCDMG|9SELL|aBPWR
158	26413 33312	   	204.29	ACR|1BASARM|2DMG|1VULN|1BEXP	1LWND|2VULN|3RCR|4BEXP|5ZMB|68DMG|7RMIN|9BASARM|aFEWX
159	26413 33313	   	204.29	ACR|1BASARM|2DMG|1VULN|1BEXP	1LWND|2VULN|3RCR|4BEXP|5ZMB|68DMG|7RMIN|9BASARM|aRPLT
160	26433 33311	   	204.29	ACR|1BASARM|2DMG|1VULN|1BEXP	1LWND|2VULN|3RCR|4FEWX|5ZMB|68DMG|7RMIN|9BASARM|aBEXP
161	21421 15311	   	204.19	ACR|1BASARM|2DMG|1VULN|1BEXP	1LWND|2DUR|3RCR|4AEMAG|5VULN|6FEWX|78DMG|9BASARM|aBEXP
162	26413 32312	   	204.19	ACR|1BASARM|2DMG|1VULN|1BEXP	1LWND|2VULN|3RCR|4BEXP|5ZMB|68DMG|7AAC|9BASARM|aFEWX
163	26413 32313	   	204.19	ACR|1BASARM|2DMG|1VULN|1BEXP	1LWND|2VULN|3RCR|4BEXP|5ZMB|68DMG|7AAC|9BASARM|aRPLT
164	26413 33315	   	204.19	ACR|1BASARM|2DMG|1VULN|1BEXP	1LWND|2VULN|3RCR|4BEXP|5ZMB|68DMG|7RMIN|9BASARM|aMDPS
165	26433 32311	   	204.19	ACR|1BASARM|2DMG|1VULN|1BEXP	1LWND|2VULN|3RCR|4FEWX|5ZMB|68DMG|7AAC|9BASARM|aBEXP
166	21421 65311	   	204.09	ACR|1BASARM|2DMG|1VULN|1BEXP	1LWND|2DUR|3RCR|4AEMAG|5VULN|6DUST|78DMG|9BASARM|aBEXP
167	22421 15311	   	204.09	ACR|1BASARM|2DMG|1VULN|1BEXP	1LWND|2DUST|3RCR|4AEMAG|5VULN|6FEWX|78DMG|9BASARM|aBEXP
168	22421 45311	   	204.09	ACR|1BASARM|2DMG|1VULN|1BEXP	1LWND|2DUST|3RCR|4AEMAG|5VULN|6DUR|78DMG|9BASARM|aBEXP
169	26413 32315	   	204.09	ACR|1BASARM|2DMG|1VULN|1BEXP	1LWND|2VULN|3RCR|4BEXP|5ZMB|68DMG|7AAC|9BASARM|aMDPS
170	12414 31335	   	203.90	ACR|2VULN|2BEXP|1ASPD|1DMG|1AART	19VULN|2DUST|3RCR|4aBEXP|5AART|6CGEN|7ASPD|8DMG
171	12426 33335	 * 	203.68	ACR|3DMG|1VULN|2BEXP|1AART	1VULN|2DUST|3RCR|4TLV|59BEXP|68aDMG|7AART
172	55641 41342	 * 	203.57	ACR|3VULN|2ASPD|2DMG	1aASPD|2MBVNT|3RCVC|49aVULN|5RCR|6LWND|7DUST|8aDMG|aBPWR
173	52231 53315	   	203.42	ACR|1BASARM|2DMG|1VULN|1ASPD	1ASPD|2aDMG|3AAC|4FEWX|5RCR|6VULN|7RCVC|8DUST|9BASARM
174	12442 51232	   	203.21	ACR|3VULN|2DMG|1ASPD|1BEXP	14aVULN|24DUST|3RCR|4aBPWR|5DMSP|6aDMG|7ASPD|8BEXP|9aLWND
175	65133 15111	 * 	203.15	ACR|1BASARM|2ASPD|2CDMG|1BEXP|1SELL	1ERES|27CDMG|3BEXP|4RCVC|5RCR|68ASPD|9SELL|aBASARM
176	12411 34432	 * 	202.78	ACR|2VULN|3BEXP|2BASICY|1DMG	1aVULN|29DUST|3RCR|48aBEXP|5ERES|6DMG|7aBASICY|aBPWR
177	14523 21316	   	202.71	ACR|2VULN|1BASARM|1DMG|1CDMG|1BEXP	14VULN|2ERES|3CDMG|5RCR|6BASARM|7DUR|8LIT|9DMG|aBEXP
178	61523 21316	   	202.71	ACR|2VULN|1BASARM|1DMG|1CDMG|1BEXP	1ERES|24VULN|3CDMG|5RCR|6BASARM|7DUR|8LIT|9DMG|aBEXP
179	14523 22142	   	202.61	ACR|2VULN|1BASARM|1DMG|1BEXP|1CDMG	14VULN|2ERES|3CDMG|5RCR|6BASARM|7MBVNT|8LWND|9DMG|aBEXP
180	14523 22317	   	202.61	ACR|2VULN|1BASARM|1DMG|1CDMG|1BEXP	14VULN|2ERES|3CDMG|5RCR|6BASARM|7MBVNT|8LIT|9DMG|aBEXP
181	14523 25222	   	202.61	ACR|2VULN|1BASARM|1ASPD|1BEXP|1CDMG	14VULN|2ERES|3CDMG|5RCR|6BASARM|7BEXP|8AAC|9ASPD|aLWND
182	14523 25312	   	202.61	ACR|2VULN|1BASARM|1DMG|1CDMG|1BEXP	14VULN|2ERES|3CDMG|5RCR|6BASARM|7BEXP|8LIT|9DMG|aTLV
183	14523 25313	   	202.61	ACR|2VULN|1BASARM|1DMG|1CDMG|1BEXP	14VULN|2ERES|3CDMG|5RCR|6BASARM|7BEXP|8LIT|9DMG|aDUST
184	61523 22142	   	202.61	ACR|2VULN|1BASARM|1DMG|1BEXP|1CDMG	1ERES|24VULN|3CDMG|5RCR|6BASARM|7MBVNT|8LWND|9DMG|aBEXP
185	61523 22317	   	202.61	ACR|2VULN|1BASARM|1DMG|1CDMG|1BEXP	1ERES|24VULN|3CDMG|5RCR|6BASARM|7MBVNT|8LIT|9DMG|aBEXP
186	61523 25222	   	202.61	ACR|2VULN|1BASARM|1ASPD|1BEXP|1CDMG	1ERES|24VULN|3CDMG|5RCR|6BASARM|7BEXP|8AAC|9ASPD|aLWND
187	61523 25312	   	202.61	ACR|2VULN|1BASARM|1DMG|1CDMG|1BEXP	1ERES|24VULN|3CDMG|5RCR|6BASARM|7BEXP|8LIT|9DMG|aTLV
188	61523 25313	   	202.61	ACR|2VULN|1BASARM|1DMG|1CDMG|1BEXP	1ERES|24VULN|3CDMG|5RCR|6BASARM|7BEXP|8LIT|9DMG|aDUST
189	14523 25221	   	202.51	ACR|2VULN|1BASARM|1ASPD|1BEXP|1CDMG	14VULN|2ERES|3CDMG|5RCR|6BASARM|7BEXP|8AAC|9ASPD|aAME
190	14523 25223	   	202.51	ACR|2VULN|1BASARM|1ASPD|1BEXP|1CDMG	14VULN|2ERES|3CDMG|5RCR|6BASARM|7BEXP|8AAC|9ASPD|aTLV
191	61523 25221	   	202.51	ACR|2VULN|1BASARM|1ASPD|1BEXP|1CDMG	1ERES|24VULN|3CDMG|5RCR|6BASARM|7BEXP|8AAC|9ASPD|aAME
192	61523 25223	   	202.51	ACR|2VULN|1BASARM|1ASPD|1BEXP|1CDMG	1ERES|24VULN|3CDMG|5RCR|6BASARM|7BEXP|8AAC|9ASPD|aTLV
193	14623 25311	   	202.47	ACR|2VULN|1BASARM|1DMG|1CDMG|1BEXP|1SELL	14VULN|2ERES|3SELL|5RCR|6BASARM|7BEXP|8LIT|9DMG|aCDMG
194	16163 25311	   	202.47	ACR|2VULN|1BASARM|1DMG|1CDMG|1BEXP|1SELL	12VULN|3ERES|4SELL|5RCR|6BASARM|7BEXP|8LIT|9DMG|aCDMG
195	61623 25311	   	202.47	ACR|2VULN|1BASARM|1DMG|1CDMG|1BEXP|1SELL	1ERES|24VULN|3SELL|5RCR|6BASARM|7BEXP|8LIT|9DMG|aCDMG
196	52231 54313	   	201.91	ACR|1BASARM|2DMG|1VULN|1ASPD	1ASPD|28DMG|3AAC|4FEWX|5RCR|6VULN|7LWND|9BASARM|aLHND
197	52231 52315	   	201.81	ACR|1BASARM|2DMG|1VULN|1ASPD	1ASPD|2aDMG|3AAC|4FEWX|5RCR|6VULN|7DMSP|8DUST|9BASARM
198	22416 32363	   	201.77	ACR|1BASARM|2BEXP|1ASPD|1AART	1LWND|2DUST|3RCR|45BEXP|6BASARM|7CGEN|8AART|9ASPD|aRCVC
199	22416 33363	   	201.67	ACR|1BASARM|2BEXP|1ASPD|1AART	1LWND|2DUST|3RCR|45BEXP|6BASARM|7ERES|8AART|9ASPD|aRCVC
200	21463 32143	   	201.66	ACR|1BASARM|1VULN|1DMG|1AART|1BEXP	1LWND|2DUR|3RCR|4DMG|5AART|6LIT|7VULN|8BASARM|9LHND|aBEXP
201	22463 32143	   	201.56	ACR|1BASARM|1VULN|1DMG|1AART|1BEXP	1LWND|2DUST|3RCR|4DMG|5AART|6LIT|7VULN|8BASARM|9LHND|aBEXP
202	22463 32163	   	201.56	ACR|1BASARM|1VULN|1DMG|1AART|1BEXP	1LWND|2DUST|3RCR|4DMG|5AART|6LIT|7VULN|8BASARM|9DUR|aBEXP
203	21462 51112	   	201.54	ACR|1BASARM|2BEXP|1DMG|1CDMG	15LWND|2DUR|3RCR|4DMG|6CDMG|7RMIN|8BASARM|9aBEXP
204	22463 32114	   	201.46	ACR|1BASARM|1VULN|1DMG|1BEXP|1AART	1LWND|2DUST|3RCR|4DMG|5AART|6LIT|7VULN|8BASARM|9ERES|aBEXP
205	22416 32362	   	201.44	ACR|1BASARM|2BEXP|1ASPD|1AART	1LWND|2DUST|3RCR|45BEXP|6BASARM|7CGEN|8AART|9ASPD|aMLV
206	22416 35112	   	201.44	ACR|1BASARM|2BEXP|1ASPD|1CDMG	1LWND|2DUST|3RCR|45BEXP|6BASARM|79ZMB|8ASPD|aCDMG
207	11413 33411	   	201.41	ACR|1BASARM|1VULN|2BEXP|1DMG	1VULN|2DUR|3RCR|4aBEXP|5ZMB|6DMG|7RMIN|8RCVC|9BASARM
208	26413 33411	   	201.41	ACR|1BASARM|1VULN|2BEXP|1DMG	1LWND|2VULN|3RCR|4aBEXP|5ZMB|6DMG|7RMIN|8RCVC|9BASARM
209	22416 33362	   	201.34	ACR|1BASARM|2BEXP|1ASPD|1AART	1LWND|2DUST|3RCR|45BEXP|6BASARM|7ERES|8AART|9ASPD|aMLV
210	21465 32111	   	201.33	ACR|1BASARM|1ASPD|1DMG|1BEXP|1AAC	1LWND|2DUR|3RCR|4DMG|5NUKE|6BASARM|7CGEN|8ASPD|9AAC|aBEXP
211	12426 33334	   	201.32	ACR|2VULN|2DMG|2BEXP|1AART	1aVULN|2DUST|3RCR|4TLV|59BEXP|68DMG|7AART
212	11413 32411	   	201.31	ACR|1BASARM|1VULN|2BEXP|1DMG	1VULN|2DUR|3RCR|4aBEXP|5ZMB|6DMG|7AAC|8RCVC|9BASARM
213	12413 33411	   	201.31	ACR|1BASARM|1VULN|2BEXP|1DMG	1VULN|2DUST|3RCR|4aBEXP|5ZMB|6DMG|7RMIN|8RCVC|9BASARM
214	26413 32411	   	201.31	ACR|1BASARM|1VULN|2BEXP|1DMG	1LWND|2VULN|3RCR|4aBEXP|5ZMB|6DMG|7AAC|8RCVC|9BASARM
215	14523 13331	   	201.23	ACR|2VULN|2ASPD|1DMG|1AART|1CDMG	14VULN|2ERES|3CDMG|5RCR|68ASPD|7LWND|9AART|aDMG
216	14523 14331	   	201.23	ACR|2VULN|2ASPD|1DMG|1AART|1CDMG	14VULN|2ERES|3CDMG|5RCR|68ASPD|7LHND|9AART|aDMG
217	61523 13331	   	201.23	ACR|2VULN|2ASPD|1DMG|1AART|1CDMG	1ERES|24VULN|3CDMG|5RCR|68ASPD|7LWND|9AART|aDMG
218	61523 14331	   	201.23	ACR|2VULN|2ASPD|1DMG|1AART|1CDMG	1ERES|24VULN|3CDMG|5RCR|68ASPD|7LHND|9AART|aDMG
219	21465 33111	   	201.23	ACR|1BASARM|1ASPD|1DMG|1BEXP|1AAC	1LWND|2DUR|3RCR|4DMG|5NUKE|6BASARM|7ERES|8ASPD|9AAC|aBEXP
220	22465 32111	   	201.23	ACR|1BASARM|1ASPD|1DMG|1BEXP|1AAC	1LWND|2DUST|3RCR|4DMG|5NUKE|6BASARM|7CGEN|8ASPD|9AAC|aBEXP
221	12413 32411	   	201.21	ACR|1BASARM|1VULN|2BEXP|1DMG	1VULN|2DUST|3RCR|4aBEXP|5ZMB|6DMG|7AAC|8RCVC|9BASARM
222	22465 33111	   	201.13	ACR|1BASARM|1ASPD|1DMG|1BEXP|1AAC	1LWND|2DUST|3RCR|4DMG|5NUKE|6BASARM|7ERES|8ASPD|9AAC|aBEXP
223	52261 35213	   	200.94	ACR|2ASPD|2DMG|1VULN|1CDMG|1BEXP	16ASPD|27DMG|3AAC|4BEXP|5RCR|8CDMG|9MLV|aVULN
224	21156 33111	   	200.58	ACR|1BASARM|2DMG|2BEXP	17LWND|27DUR|3ERES|4RCR|5aBEXP|67DMG|7BPWR|8CGEN|9BASARM
225	41156 33111	   	200.58	ACR|1BASARM|2DMG|2BEXP	17LHND|27DUR|3ERES|4RCR|5aBEXP|67DMG|7BPWR|8CGEN|9BASARM
226	12414 15333	 * 	200.54	ACR|2DMG|1VULN|2BEXP|2AART	1VULN|2DUST|3RCR|49BEXP|5aAART|6AAC|78DMG
227	24156 33111	   	200.48	ACR|1BASARM|2DMG|2BEXP	17LWND|27ERES|3FEWX|4RCR|5aBEXP|67DMG|7BPWR|8CGEN|9BASARM
228	63156 33111	   	200.48	ACR|1BASARM|2DMG|2BEXP	17ERES|27DUR|3FEWX|4RCR|5aBEXP|67DMG|7BPWR|8CGEN|9BASARM
229	63356 33111	   	200.48	ACR|1BASARM|2DMG|2BEXP	17ERES|27DUR|3LWND|4RCR|5aBEXP|67DMG|7BPWR|8CGEN|9BASARM
