0	Index      	 *	Score 	Summary	Detail	
1	54131 48224	 * 	199.28	ACR|2VULN|3BEXP|1ASPD|1DMG	148ZMB|2MBVNT|3RCR|48BPWR|5DMG|68aBEXP|78VULN|9ASPD
154	23435 22363	   	183.28	ACR|1BASARM|1VULN|1ASPD|1AAC	1VULN|2RMIN|3RCR|4LWND|5DUST|6ASPD|7LIT|8AME|9BASARM|aAAC
155	13324 23241	 * 	183.15	ACR|3ASPD|2VULN|1BEXP	18DUST|2RMIN|3BEXP|4RCR|58VULN|68aASPD|7DMSP|8BPWR|9AEMAG
156	21166 32633	 * 	183.01	ACR|1BASARM|2AART|1VULN	1VULN|2FEWX|3VENICY|49AART|5RCR|6ERES|7CGEN|8DUR|aBASARM
157	23433 23611	   	182.99	ACR|1VULN|1ASPD|1AART|1CDMG|1BEXP|1AAC	1VULN|2RMIN|3RCR|4LWND|5FEWX|6ASPD|7AART|8CDMG|9AAC|aBEXP
158	23441 23231	 * 	182.94	ACR|2DMG|1VULN|1ASPD|1CDMG	1VULN|2RMIN|3RCR|4CGEN|57DMG|6RPLT|8RCVC|9CDMG|aASPD
159	23451 23231	   	182.94	ACR|2DMG|1VULN|1ASPD|1CDMG	1VULN|2RMIN|3RCR|4MLV|57DMG|6RPLT|8RCVC|9CDMG|aASPD
160	21166 32233	   	182.91	ACR|1BASARM|2AART|1VULN	1VULN|2FEWX|3VENICY|49AART|5RCR|6ERES|7CGEN|8LEGI|aBASARM
161	23435 23611	   	182.89	ACR|1VULN|1ASPD|1AART|1BEXP|1CDMG|1AAC	1VULN|2RMIN|3RCR|4LWND|5DUST|6ASPD|7AART|8CDMG|9AAC|aBEXP
162	23461 23231	   	182.84	ACR|2DMG|1VULN|1ASPD|1CDMG	1VULN|2RMIN|3RCR|4ERES|57DMG|6RPLT|8RCVC|9CDMG|aASPD
163	14561 34411	 * 	182.55	ACR|1BASARM|2BEXP|1ASPD|1SELL	1aDUST|25aLWND|3MBVNT|4RCR|6BASARM|7ASPD|8aBEXP|9SELL|aBPWR
164	14561 34433	 * 	182.51	ACR|1BASARM|1ASPD|1AART|1BEXP	1DUST|25LWND|3MBVNT|4RCR|6BASARM|7ASPD|8BEXP|9DUR|aAART
165	11124 21265	   	182.22	ACR|2VULN|2ASPD|1DMG|1AAC	1DUST|2FEWX|3MLV|4RCR|59VULN|68ASPD|7AAC|aDMG
166	11224 21265	   	182.12	ACR|2VULN|2ASPD|1DMG|1AAC	1DUST|2FEWX|3ERES|4RCR|59VULN|68ASPD|7AAC|aDMG
167	23433 23625	   	182.09	ACR|1VULN|1ASPD|1DMG|1AART|1CDMG	1VULN|2RMIN|3RCR|4LWND|5FEWX|6ASPD|7AART|8CDMG|9BELT|aDMG
168	23433 25341	 * 	181.92	ACR|2ASPD|1VULN|1CDMG|1BEXP|1AAC	1VULN|2RMIN|3RCR|4LWND|5FEWX|6aASPD|7BEXP|8AAC|9CDMG
169	23432 28271	   	181.92	ACR|2VULN|2DMG|1ASPD	18VULN|2RMIN|3RCR|48LWND|5RCVC|6MBVNT|78DMG|8BPWR|9DMSP|aASPD
170	11124 23344	   	181.82	ACR|2ASPD|1VULN|1AART|1BEXP|1AAC	1DUST|2FEWX|3MLV|4RCR|5VULN|6aASPD|7AART|8AAC|9BEXP
171	23421 21641	   	181.82	ACR|2ASPD|1VULN|1BEXP|1CDMG|1AAC	1VULN|2RMIN|3RCR|4MDPS|5DMSP|6aASPD|7AAC|8BEXP|9CDMG
172	23432 28251	   	181.82	ACR|2VULN|2DMG|1ASPD	18VULN|2RMIN|3RCR|48LWND|5RCVC|6MBVNT|78DMG|8BPWR|9AEMAG|aASPD
173	11224 23344	   	181.72	ACR|2ASPD|1VULN|1AART|1BEXP|1AAC	1DUST|2FEWX|3ERES|4RCR|5VULN|6aASPD|7AART|8AAC|9BEXP
174	23426 23215	   	181.72	ACR|2VULN|2ASPD|1DMG	18VULN|2RMIN|3RCR|4MDPS|5RCVC|68ASPD|7DMSP|8BPWR|9AIRARM|aDMG
175	23426 23225	   	181.72	ACR|2VULN|2ASPD|1DMG	18VULN|2RMIN|3RCR|4MDPS|5RCVC|68ASPD|7DMSP|8BPWR|9AME|aDMG
176	23426 23234	   	181.71	ACR|2VULN|2ASPD|1BEXP|1AAC	18VULN|2RMIN|3RCR|4MDPS|5RCVC|68ASPD|7DMSP|8BPWR|9AAC|aBEXP
177	23434 28234	 * 	181.60	ACR|3VULN|2DMG|1CDMG	158VULN|2RMIN|3RCR|48LWND|6MBVNT|78DMG|8BPWR|9MDPS|aCDMG
178	23434 28241	   	181.60	ACR|3VULN|2DMG|1CDMG	158VULN|2RMIN|3RCR|48LWND|6MBVNT|78DMG|8BPWR|9DUST|aCDMG
179	54144 23233	 * 	181.57	ACR|3VULN|1DMG|1AART|1CDMG	1ZMB|2MBVNT|3RCR|4CDMG|589VULN|6LHND|7DMG|aAART
180	14561 34122	   	181.51	ACR|1BASARM|1ASPD|1BEXP|1CDMG	1DUST|25LWND|3MBVNT|4RCR|6BASARM|7ASPD|8CGEN|9BEXP|aCDMG
181	14561 34222	   	181.51	ACR|1BASARM|1ASPD|1BEXP|1CDMG	1DUST|25LWND|3MBVNT|4RCR|6BASARM|7ASPD|8MLV|9BEXP|aCDMG
182	51513 12342	   	181.43	ACR|1BASARM|1VULN|1DMG|1CDMG	1ZMB|2LWND|3CDMG|4VULN|5RCR|6LIT|7CGEN|8BASARM|9RCVC|aDMG
183	63513 12342	   	181.43	ACR|1BASARM|1VULN|1DMG|1CDMG	1LWND|2RMIN|3CDMG|4VULN|5RCR|6LIT|7CGEN|8BASARM|9RCVC|aDMG
184	13426 15221	   	181.42	ACR|2ASPD|1VULN|1AART|1CDMG	1DUST|2RMIN|3RCR|4MDPS|5AART|6DUR|7VULN|8CDMG|9aASPD
185	54127 14221	   	181.42	ACR|2ASPD|1VULN|1AART|1CDMG	1ZMB|2MBVNT|3RCR|4MDPS|5AART|6DUR|7VULN|8CDMG|9aASPD
186	54144 23211	   	181.40	ACR|2VULN|2BEXP|1DMG|1CDMG	1ZMB|2MBVNT|3RCR|4CDMG|58VULN|6LHND|7DMG|9aBEXP
187	54144 23831	   	181.40	ACR|2VULN|2BEXP|1DMG|1CDMG	1ZMB|2MBVNT|3RCR|4CDMG|59VULN|6LHND|7DMG|8aBEXP
188	54144 43211	   	181.40	ACR|2VULN|2BEXP|1DMG|1CDMG	1ZMB|2MBVNT|3RCR|4CDMG|58VULN|6LWND|7DMG|9aBEXP
189	54144 43831	   	181.40	ACR|2VULN|2BEXP|1DMG|1CDMG	1ZMB|2MBVNT|3RCR|4CDMG|59VULN|6LWND|7DMG|8aBEXP
190	54144 48211	   	181.40	ACR|2VULN|2BEXP|1ASPD|1CDMG	1ZMB|2MBVNT|3RCR|4CDMG|58VULN|6LWND|7ASPD|9aBEXP
191	54144 63211	   	181.40	ACR|2VULN|2BEXP|1DMG|1CDMG	1ZMB|2MBVNT|3RCR|4CDMG|58VULN|6DUR|7DMG|9aBEXP
192	13426 34221	   	181.32	ACR|2ASPD|1VULN|1AART|1CDMG	1DUST|2RMIN|3RCR|4MDPS|5AART|6MBVNT|7VULN|8CDMG|9aASPD
193	52426 34221	   	181.32	ACR|2ASPD|1VULN|1AART|1CDMG	1ZMB|2DUST|3RCR|4MDPS|5AART|6MBVNT|7VULN|8CDMG|9aASPD
194	54141 84241	   	181.30	ACR|1VULN|1ASPD|1DMG|1AART|1CDMG	1ZMB|2MBVNT|3RCR|4CDMG|5RPLT|6DMG|7VULN|8ASPD|9AART|aRCVC
195	54142 23415	   	181.26	ACR|1BASARM|1ASPD|1CDMG|1AAC	1ZMB|2MBVNT|3RCR|4CDMG|5FEWX|6LHND|7CGEN|8AAC|9BASARM|aASPD
196	54142 43413	   	181.26	ACR|1BASARM|1ASPD|1CDMG|1AAC	1ZMB|2MBVNT|3RCR|4CDMG|5FEWX|6LWND|7CGEN|8AAC|9BASARM|aASPD
197	13324 23251	 * 	181.25	ACR|2VULN|2ASPD|1BEXP|1CDMG	18DUST|2RMIN|3BEXP|4RCR|58VULN|68ASPD|7DMSP|8BPWR|9FEWX|aCDMG
198	54141 21282	 * 	181.18	ACR|1BASARM|2BEXP|1CDMG	1ZMB|2MBVNT|3RCR|4CDMG|5RPLT|6aBEXP|7MDPS|8SPLARM|9BASARM
199	54142 22415	   	181.16	ACR|1BASARM|1ASPD|1CDMG|1AAC	1ZMB|2MBVNT|3RCR|4CDMG|5FEWX|6LHND|7ERES|8AAC|9BASARM|aASPD
200	54142 42413	   	181.16	ACR|1BASARM|1ASPD|1CDMG|1AAC	1ZMB|2MBVNT|3RCR|4CDMG|5FEWX|6LWND|7ERES|8AAC|9BASARM|aASPD
201	13324 23245	   	181.15	ACR|2VULN|2ASPD|1BEXP|1CDMG	18DUST|2RMIN|3BEXP|4RCR|58VULN|68ASPD|7DMSP|8BPWR|9AEMAG|aCDMG
202	13324 23261	   	181.15	ACR|2VULN|2ASPD|1BEXP|1CDMG	18DUST|2RMIN|3BEXP|4RCR|58VULN|68ASPD|7DMSP|8BPWR|9LEGI|aCDMG
203	55432 12322	   	181.13	ACR|3BEXP|1ASPD|1VULN|1CDMG	146ZMB|245BEXP|3RCR|4BPWR|7CDMG|8AEFBLL|9ASPD|aVULN
204	54143 22413	   	181.06	ACR|1BASARM|1ASPD|1CDMG|1AAC	1ZMB|2MBVNT|3RCR|4CDMG|5TLV|6LWND|7DUST|8AAC|9BASARM|aASPD
205	23436 35131	 * 	181.03	ACR|3BEXP|1VULN|1DMG|1CDMG	1VULN|2RMIN|3RCR|4LWND|5SNIHEL|689BEXP|7CDMG|aDMG
206	61124 23123	   	181.03	ACR|2ASPD|1VULN|1DMG|1AART	1LWND|2FEWX|3MLV|4RCR|5VULN|6aASPD|7AART|8RMIN|9DMG
207	23435 23251	   	180.99	ACR|1VULN|1ASPD|1DMG|1AART|1BEXP	1VULN|2RMIN|3RCR|4LWND|5DUST|6ASPD|7AART|8LIT|9DMG|aBEXP
208	23433 23424	   	180.97	ACR|2VULN|1ASPD|1DMG|1AART	1aVULN|2RMIN|3RCR|4LWND|5FEWX|6ASPD|7AART|8ERES|9DMG
209	23433 23524	   	180.97	ACR|2VULN|1ASPD|1DMG|1AART	1aVULN|2RMIN|3RCR|4LWND|5FEWX|6ASPD|7AART|8AME|9DMG
210	14124 23123	   	180.93	ACR|2ASPD|1VULN|1DMG|1AART	1DUST|2LWND|3MLV|4RCR|5VULN|6aASPD|7AART|8RMIN|9DMG
211	23441 23131	   	180.93	ACR|2DMG|1VULN|1ASPD|1CDMG	1VULN|2RMIN|3RCR|4CGEN|57DMG|6RPLT|8AEMAG|9CDMG|aASPD
212	23451 23131	   	180.93	ACR|2DMG|1VULN|1ASPD|1CDMG	1VULN|2RMIN|3RCR|4MLV|57DMG|6RPLT|8AEMAG|9CDMG|aASPD
213	61124 23423	   	180.93	ACR|2ASPD|1VULN|1DMG|1AART	1LWND|2FEWX|3MLV|4RCR|5VULN|6aASPD|7AART|8ERES|9DMG
214	61124 23523	   	180.93	ACR|2ASPD|1VULN|1DMG|1AART	1LWND|2FEWX|3MLV|4RCR|5VULN|6aASPD|7AART|8AME|9DMG
215	61224 23123	   	180.93	ACR|2ASPD|1VULN|1DMG|1AART	1LWND|2FEWX|3ERES|4RCR|5VULN|6aASPD|7AART|8RMIN|9DMG
216	61224 23523	   	180.93	ACR|2ASPD|1VULN|1DMG|1AART	1LWND|2FEWX|3ERES|4RCR|5VULN|6aASPD|7AART|8CGEN|9DMG
217	65124 23123	   	180.93	ACR|2ASPD|1VULN|1DMG|1AART	1LWND|2DUST|3MLV|4RCR|5VULN|6aASPD|7AART|8RMIN|9DMG
218	35123 13316	 * 	180.83	ACR|2BEXP|1VULN|1ASPD|1DMG|1CDMG	1DMSP|2CDMG|3MDPS|4DMG|5RCR|6LIT|7aBEXP|8VULN|9ASPD
219	35153 13316	   	180.83	ACR|2BEXP|1VULN|1ASPD|1DMG|1CDMG	1DMSP|2CDMG|3MDPS|4ASPD|5RCR|6LIT|7aBEXP|8VULN|9DMG
220	11124 23423	   	180.83	ACR|2ASPD|1VULN|1DMG|1AART	1DUST|2FEWX|3MLV|4RCR|5VULN|6aASPD|7AART|8ERES|9DMG
221	11124 23523	   	180.83	ACR|2ASPD|1VULN|1DMG|1AART	1DUST|2FEWX|3MLV|4RCR|5VULN|6aASPD|7AART|8AME|9DMG
222	11224 23523	   	180.83	ACR|2ASPD|1VULN|1DMG|1AART	1DUST|2FEWX|3ERES|4RCR|5VULN|6aASPD|7AART|8CGEN|9DMG
223	14124 23423	   	180.83	ACR|2ASPD|1VULN|1DMG|1AART	1DUST|2LWND|3MLV|4RCR|5VULN|6aASPD|7AART|8ERES|9DMG
224	14124 23523	   	180.83	ACR|2ASPD|1VULN|1DMG|1AART	1DUST|2LWND|3MLV|4RCR|5VULN|6aASPD|7AART|8AME|9DMG
225	14224 23123	   	180.83	ACR|2ASPD|1VULN|1DMG|1AART	1DUST|2LWND|3ERES|4RCR|5VULN|6aASPD|7AART|8RMIN|9DMG
226	14224 23523	   	180.83	ACR|2ASPD|1VULN|1DMG|1AART	1DUST|2LWND|3ERES|4RCR|5VULN|6aASPD|7AART|8CGEN|9DMG
227	23461 23131	   	180.83	ACR|2DMG|1VULN|1ASPD|1CDMG	1VULN|2RMIN|3RCR|4ERES|57DMG|6RPLT|8AEMAG|9CDMG|aASPD
228	65224 23123	   	180.83	ACR|2ASPD|1VULN|1DMG|1AART	1LWND|2DUST|3ERES|4RCR|5VULN|6aASPD|7AART|8RMIN|9DMG
229	13426 34731	   	180.40	ACR|2VULN|2ASPD|1AART	19DUST|2RMIN|3RCR|4MDPS|5AART|6MBVNT|79VULN|89ASPD|9BPWR|aLWND
230	13426 34732	   	180.40	ACR|2VULN|2ASPD|1AART	19DUST|2RMIN|3RCR|4MDPS|5AART|6MBVNT|79VULN|89ASPD|9BPWR|aRPLT
231	13426 34733	   	180.40	ACR|2VULN|2ASPD|1AART	19DUST|2RMIN|3RCR|4MDPS|5AART|6MBVNT|79VULN|89ASPD|9BPWR|aCGEN
232	13426 34831	   	180.40	ACR|2VULN|2DMG|1AART	19DUST|2RMIN|3RCR|4MDPS|5AART|6MBVNT|79VULN|89DMG|9BPWR|aLWND
233	13426 34832	   	180.40	ACR|2VULN|2DMG|1AART	19DUST|2RMIN|3RCR|4MDPS|5AART|6MBVNT|79VULN|89DMG|9BPWR|aRPLT
234	13426 34833	   	180.40	ACR|2VULN|2DMG|1AART	19DUST|2RMIN|3RCR|4MDPS|5AART|6MBVNT|79VULN|89DMG|9BPWR|aCGEN
235	11224 23362	 * 	180.39	ACR|3AART|1VULN|1ASPD|1AAC	1DUST|2FEWX|3ERES|4RCR|5VULN|6ASPD|79aAART|8AAC
236	14224 23362	   	180.39	ACR|3AART|1VULN|1ASPD|1AAC	1DUST|2LWND|3ERES|4RCR|5VULN|6ASPD|79aAART|8AAC
237	13324 23224	   	180.34	ACR|2VULN|2ASPD|2BEXP	18DUST|2RMIN|3aBEXP|4RCR|58VULN|68ASPD|7DMSP|8BPWR|9AME
238	23445 13233	   	180.20	ACR|1VULN|1ASPD|1DMG|1AART|1BEXP	1VULN|2RMIN|3RCR|4CGEN|5FLTARM|6ASPD|7RCVC|8BEXP|9DMG|aAART
239	55433 13133	   	180.17	ACR|2BEXP|1VULN|1DMG|1AART|1AAC	14ZMB|24BEXP|3RCR|4BPWR|5AAC|6CGEN|7MSLREG|8VULN|9DMG|aAART
240	55433 23132	   	180.17	ACR|2BEXP|1VULN|1DMG|1AART|1AAC	14ZMB|24BEXP|3RCR|4BPWR|5AAC|6RMIN|7MULARM|8VULN|9DMG|aAART
241	23465 13233	   	180.10	ACR|1VULN|1ASPD|1DMG|1AART|1BEXP	1VULN|2RMIN|3RCR|4ERES|5FLTARM|6ASPD|7RCVC|8BEXP|9DMG|aAART
242	21166 52312	 * 	180.01	ACR|1BASARM|1VULN|1AART|1BEXP	1VULN|2FEWX|3VENICY|4AART|5RCR|6BEXP|7TLV|8MSLTOX|9ERES|aBASARM
243	54141 84242	   	179.99	ACR|1VULN|1ASPD|1DMG|1AART|1CDMG	1ZMB|2MBVNT|3RCR|4CDMG|5aRPLT|6DMG|7VULN|8ASPD|9AART
244	54141 84243	   	179.99	ACR|1VULN|1ASPD|1DMG|1AART|1CDMG	1ZMB|2MBVNT|3RCR|4CDMG|5RPLT|6DMG|7VULN|8ASPD|9AART|aMLV
245	23455 12233	   	179.83	ACR|2ASPD|1VULN|1DMG|1BEXP	1VULN|2RMIN|3RCR|4MLV|5FLTARM|69ASPD|7BEXP|8SNIHEL|aDMG
246	51513 12351	   	179.82	ACR|1BASARM|1VULN|1ASPD|1CDMG	1ZMB|2LWND|3CDMG|4VULN|5RCR|6LIT|7aCGEN|8BASARM|9ASPD
247	51513 12352	   	179.82	ACR|1BASARM|1VULN|1ASPD|1CDMG	1ZMB|2LWND|3CDMG|4VULN|5RCR|6LIT|7CGEN|8BASARM|9ASPD|aLHND
248	51513 12353	   	179.82	ACR|1BASARM|1VULN|1ASPD|1CDMG	1ZMB|2LWND|3CDMG|4VULN|5RCR|6LIT|7CGEN|8BASARM|9ASPD|aBELT
249	63513 12351	   	179.82	ACR|1BASARM|1VULN|1ASPD|1CDMG	1LWND|2RMIN|3CDMG|4VULN|5RCR|6LIT|7aCGEN|8BASARM|9ASPD
250	63513 12352	   	179.82	ACR|1BASARM|1VULN|1ASPD|1CDMG	1LWND|2RMIN|3CDMG|4VULN|5RCR|6LIT|7CGEN|8BASARM|9ASPD|aLHND
251	63513 12353	   	179.82	ACR|1BASARM|1VULN|1ASPD|1CDMG	1LWND|2RMIN|3CDMG|4VULN|5RCR|6LIT|7CGEN|8BASARM|9ASPD|aBELT
252	23461 62233	 * 	179.73	ACR|2DMG|1VULN|1ASPD|1BEXP	1VULN|2RMIN|3RCR|4ERES|5aDMG|6SPLARM|7BEXP|8SNIHEL|9ASPD
253	21166 16123	 * 	179.69	ACR|2VULN|1BASARM|1AART	17VULN|2FEWX|37VENICY|4AART|5RCR|67ZMB|7BPWR|8RPLT|9BASARM|aRCVC
254	51431 13214	   	179.57	ACR|1BASARM|1ASPD|1DMG	14ZMB|24LWND|3RCR|4BPWR|5DMG|6CGEN|7DUR|8RPLT|9BASARM|aASPD
255	51431 31163	   	179.57	ACR|1BASARM|1ASPD|1DMG	147ZMB|246LWND|3RCR|4BPWR|5DMG|8MLV|9BASARM|aASPD
256	51431 31263	   	179.47	ACR|1BASARM|1ASPD|1DMG	147ZMB|246LWND|3RCR|4BPWR|5DMG|8ERES|9BASARM|aASPD
257	63431 13214	   	179.47	ACR|1BASARM|1ASPD|1DMG	14LWND|2RMIN|3RCR|4BPWR|5DMG|6CGEN|7DUR|8RPLT|9BASARM|aASPD
258	13441 32214	   	179.37	ACR|1BASARM|1ASPD|1DMG	1DUST|2RMIN|3RCR|4CGEN|5DMG|67LWND|8RPLT|9BASARM|aASPD
259	52431 12214	   	179.37	ACR|1BASARM|1ASPD|1DMG	14ZMB|24DUST|3RCR|4BPWR|5DMG|6CGEN|7RPLT|8DUR|9BASARM|aASPD
260	52431 13214	   	179.37	ACR|1BASARM|1ASPD|1DMG	14ZMB|24DUST|3RCR|4BPWR|5DMG|6CGEN|7DUR|8RPLT|9BASARM|aASPD
261	54131 12215	   	179.37	ACR|1BASARM|1ASPD|1DMG	14ZMB|2MBVNT|3RCR|4BPWR|5DMG|6CGEN|7RPLT|8DUR|9BASARM|aASPD
262	35332 31541	   	179.34	ACR|2ASPD|1VULN|1DMG|1CDMG|1AAC	1DMSP|2CDMG|3FEWX|4BELT|5RCR|69ASPD|7VULN|8DMG|aAAC
263	23425 62312	   	179.29	ACR|2VULN|1BASARM|1CDMG	17VULN|2RMIN|3RCR|4MDPS|5CGEN|6RPLT|8BASARM|9FEWX|aCDMG
264	23425 62322	   	179.29	ACR|2VULN|1BASARM|1CDMG	17VULN|2RMIN|3RCR|4MDPS|5CGEN|6RPLT|8BASARM|9LHND|aCDMG
265	13431 12214	   	179.27	ACR|1BASARM|1ASPD|1DMG	14DUST|2RMIN|3RCR|4BPWR|5DMG|6CGEN|7RPLT|8DUR|9BASARM|aASPD
266	13431 12514	   	179.27	ACR|1BASARM|1ASPD|1DMG	14DUST|2RMIN|3RCR|4BPWR|5DMG|6CGEN|7RPLT|8LWND|9BASARM|aASPD
267	13431 12614	   	179.27	ACR|1BASARM|1ASPD|1DMG	14DUST|2RMIN|3RCR|4BPWR|5DMG|6CGEN|7RPLT|8LHND|9BASARM|aASPD
268	13431 13214	   	179.27	ACR|1BASARM|1ASPD|1DMG	14DUST|2RMIN|3RCR|4BPWR|5DMG|6CGEN|7DUR|8RPLT|9BASARM|aASPD
269	13441 12214	   	179.27	ACR|1BASARM|1ASPD|1DMG	1DUST|2RMIN|3RCR|4CGEN|5DMG|6AEFBLL|7RPLT|8DUR|9BASARM|aASPD
270	13441 13214	   	179.27	ACR|1BASARM|1ASPD|1DMG	1DUST|2RMIN|3RCR|4CGEN|5DMG|6AEFBLL|7DUR|8RPLT|9BASARM|aASPD
271	13441 22214	   	179.27	ACR|1BASARM|1ASPD|1DMG	1DUST|2RMIN|3RCR|4CGEN|5DMG|6RPLT|7AEMAG|8DUR|9BASARM|aASPD
272	13451 32214	   	179.27	ACR|1BASARM|1ASPD|1DMG	1DUST|2RMIN|3RCR|4AME|5DMG|67LWND|8RPLT|9BASARM|aASPD
273	13461 32214	   	179.27	ACR|1BASARM|1DMG|1ASPD	1DUST|2RMIN|3RCR|4ERES|5DMG|67LWND|8RPLT|9BASARM|aASPD
274	52431 31214	   	179.27	ACR|1BASARM|1ASPD|1DMG	14ZMB|24DUST|3RCR|4BPWR|5DMG|6LWND|7ERES|8RPLT|9BASARM|aASPD
275	23441 21114	   	179.21	ACR|2VULN|2DMG|1ASPD	18VULN|2RMIN|3RCR|4CGEN|58DMG|6RPLT|78FEWX|8BPWR|9VENTOX|aASPD
276	23441 24121	   	179.21	ACR|2VULN|2DMG|1ASPD	18VULN|2RMIN|3RCR|4CGEN|58DMG|6RPLT|78LWND|8BPWR|9FEWX|aASPD
277	23451 21114	   	179.21	ACR|2VULN|2DMG|1ASPD	18VULN|2RMIN|3RCR|4MLV|58DMG|6RPLT|78FEWX|8BPWR|9VENTOX|aASPD
278	23451 24121	   	179.21	ACR|2VULN|2DMG|1ASPD	18VULN|2RMIN|3RCR|4MLV|58DMG|6RPLT|78LWND|8BPWR|9FEWX|aASPD
279	13431 31214	   	179.17	ACR|1BASARM|1ASPD|1DMG	14DUST|2RMIN|3RCR|4BPWR|5DMG|6LWND|7ERES|8RPLT|9BASARM|aASPD
280	13431 52214	   	179.17	ACR|1BASARM|1ASPD|1DMG	14DUST|2RMIN|3RCR|4BPWR|5DMG|6TLV|7RPLT|8DUR|9BASARM|aASPD
281	13431 53214	   	179.17	ACR|1BASARM|1ASPD|1DMG	14DUST|2RMIN|3RCR|4BPWR|5DMG|6TLV|7DUR|8RPLT|9BASARM|aASPD
282	13431 61214	   	179.17	ACR|1BASARM|1ASPD|1DMG	14DUST|2RMIN|3RCR|4BPWR|5DMG|6LHND|7ERES|8RPLT|9BASARM|aASPD
283	13451 12214	   	179.17	ACR|1BASARM|1ASPD|1DMG	1DUST|2RMIN|3RCR|4AME|5DMG|6AEFBLL|7RPLT|8DUR|9BASARM|aASPD
284	13451 13214	   	179.17	ACR|1BASARM|1ASPD|1DMG	1DUST|2RMIN|3RCR|4AME|5DMG|6AEFBLL|7DUR|8RPLT|9BASARM|aASPD
285	13451 22214	   	179.17	ACR|1BASARM|1ASPD|1DMG	1DUST|2RMIN|3RCR|4AME|5DMG|6RPLT|7AEMAG|8DUR|9BASARM|aASPD
286	13461 22214	   	179.17	ACR|1BASARM|1ASPD|1DMG	1DUST|2RMIN|3RCR|4ERES|5DMG|6RPLT|7AEMAG|8DUR|9BASARM|aASPD
287	54143 25312	 * 	179.17	ACR|1BASARM|1ASPD|2CDMG	1ZMB|2MBVNT|3RCR|4aCDMG|5TLV|6LWND|7DUR|8ASPD|9BASARM
288	23441 21151	   	179.11	ACR|2VULN|2DMG|1ASPD	18VULN|2RMIN|3RCR|4CGEN|58DMG|6RPLT|78FEWX|8BPWR|9DUST|aASPD
289	23451 21151	   	179.11	ACR|2VULN|2DMG|1ASPD	18VULN|2RMIN|3RCR|4MLV|58DMG|6RPLT|78FEWX|8BPWR|9DUST|aASPD
290	23461 21114	   	179.11	ACR|2VULN|2DMG|1ASPD	18VULN|2RMIN|3RCR|4ERES|58DMG|6RPLT|78FEWX|8BPWR|9VENTOX|aASPD
291	23461 24121	   	179.11	ACR|2VULN|2DMG|1ASPD	18VULN|2RMIN|3RCR|4ERES|58DMG|6RPLT|78LWND|8BPWR|9FEWX|aASPD
292	23441 21131	   	179.10	ACR|2VULN|2DMG|1BEXP|1AAC	18VULN|2RMIN|3RCR|4CGEN|58DMG|6RPLT|78FEWX|8BPWR|9AAC|aBEXP
293	23446 21131	   	179.10	ACR|2VULN|2ASPD|1BEXP|1AAC	18VULN|2RMIN|3RCR|4CGEN|58ASPD|6RPLT|78FEWX|8BPWR|9AAC|aBEXP
294	23451 21131	   	179.10	ACR|2VULN|2DMG|1BEXP|1AAC	18VULN|2RMIN|3RCR|4MLV|58DMG|6RPLT|78FEWX|8BPWR|9AAC|aBEXP
295	23456 21131	   	179.10	ACR|2VULN|2ASPD|1BEXP|1AAC	18VULN|2RMIN|3RCR|4MLV|58ASPD|6RPLT|78FEWX|8BPWR|9AAC|aBEXP
296	54143 26312	   	179.07	ACR|1BASARM|1ASPD|2CDMG	1ZMB|2MBVNT|3RCR|4aCDMG|5TLV|6LWND|7LEGI|8ASPD|9BASARM
297	23461 21151	   	179.01	ACR|2VULN|2DMG|1ASPD	18VULN|2RMIN|3RCR|4ERES|58DMG|6RPLT|78FEWX|8BPWR|9DUST|aASPD
298	23443 31231	   	179.01	ACR|2VULN|2ASPD|1DMG	17VULN|25RMIN|3RCR|4CGEN|6BELT|89ASPD|aDMG
299	23461 21131	   	179.00	ACR|2VULN|2DMG|1BEXP|1AAC	18VULN|2RMIN|3RCR|4ERES|58DMG|6RPLT|78FEWX|8BPWR|9AAC|aBEXP
300	23466 21131	   	179.00	ACR|2VULN|2ASPD|1BEXP|1AAC	18VULN|2RMIN|3RCR|4ERES|58ASPD|6RPLT|78FEWX|8BPWR|9AAC|aBEXP
301	23441 15231	   	178.97	ACR|2VULN|1ASPD|1DMG|1AART	18VULN|2RMIN|3RCR|4CGEN|5DMG|6AEMAG|7ASPD|9AART|aBELT
302	23441 15233	   	178.97	ACR|2VULN|1ASPD|1DMG|1AART	18VULN|2RMIN|3RCR|4CGEN|5DMG|6AEMAG|7ASPD|9AART|aRPLT
303	23451 15231	   	178.97	ACR|2VULN|1ASPD|1DMG|1AART	18VULN|2RMIN|3RCR|4MLV|5DMG|6AEMAG|7ASPD|9AART|aBELT
304	23451 15233	   	178.97	ACR|2VULN|1ASPD|1DMG|1AART	18VULN|2RMIN|3RCR|4MLV|5DMG|6AEMAG|7ASPD|9AART|aRPLT
305	13322 21255	   	178.93	ACR|3ASPD|1VULN|1BEXP|1AAC	19DUST|2RMIN|3BEXP|4RCR|59FEWX|689ASPD|7AAC|9BPWR|aVULN
306	23421 23215	   	178.91	ACR|2VULN|2ASPD|1DMG	18VULN|2RMIN|3RCR|4MDPS|57DMSP|68ASPD|8BPWR|9AIRARM|aDMG
307	23421 23225	   	178.91	ACR|2VULN|2ASPD|1DMG	18VULN|2RMIN|3RCR|4MDPS|57DMSP|68ASPD|8BPWR|9AME|aDMG
