0	Index      	 *	Score 	Summary	Detail	
1	23354 64231	 * 	227.70	DCR|2VULN|2DMG|2ASPD|1AART|1ZMB|1SELL	19VULN|2MLV|39DMG|49ASPD|5MBVNT|6AART|7RCR|8SELL|9BPWR|aZMB
163	31222 43316	   	199.64	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	1MLV|29AART|3ASPD|4VULN|5BELT|6RCR|7CDMG|8DMG|aFEWX
164	13251 33212	   	199.62	DCR|3VULN|1AART|1ASPD|1CDMG	1FEWX|2LWND|3AART|4ERES|568VULN|7RCR|9ASPD|aCDMG
165	15251 53212	   	199.62	DCR|3VULN|1AART|1ASPD|1CDMG	1FEWX|2LHND|3AART|4ERES|568VULN|7RCR|9ASPD|aCDMG
166	25132 53212	   	199.62	DCR|3VULN|1AART|1ASPD|1CDMG	168VULN|2LHND|3LWND|4AART|5ERES|7RCR|9ASPD|aCDMG
167	31141 33212	   	199.62	DCR|3VULN|1AART|1ASPD|1CDMG	1MLV|2AART|3LWND|4LEGI|568VULN|7RCR|9ASPD|aCDMG
168	31341 13212	   	199.62	DCR|3VULN|1AART|1ASPD|1CDMG	1MLV|2AART|358VULN|4LEGI|6LHND|7RCR|9ASPD|aCDMG
169	31342 33212	   	199.62	DCR|3VULN|1AART|1ASPD|1CDMG	1MLV|2AART|368VULN|4LEGI|5BEXP|7RCR|9ASPD|aCDMG
170	31343 33212	   	199.62	DCR|3VULN|1AART|1ASPD|1CDMG	1MLV|2AART|368VULN|4LEGI|5FEWX|7RCR|9ASPD|aCDMG
171	13221 33221	   	199.55	DCR|3VULN|2AART|1ASPD	1FEWX|2LWND|39AART|4CGEN|568VULN|7RCR|aASPD
172	15221 53221	   	199.55	DCR|3VULN|2AART|1ASPD	1FEWX|2LHND|39AART|4CGEN|568VULN|7RCR|aASPD
173	31222 43314	   	199.54	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	1MLV|29AART|3ASPD|4VULN|5BELT|6RCR|7CDMG|8DMG|aMSLREG
174	51141 53212	   	199.52	DCR|3VULN|1AART|1ASPD|1CDMG	1TLV|2AART|3LWND|4LEGI|568VULN|7RCR|9ASPD|aCDMG
175	51341 13212	   	199.52	DCR|3VULN|1AART|1ASPD|1CDMG	1TLV|2AART|358VULN|4LEGI|6LHND|7RCR|9ASPD|aCDMG
176	51342 53212	   	199.52	DCR|3VULN|1AART|1ASPD|1CDMG	1TLV|2AART|368VULN|4LEGI|5BEXP|7RCR|9ASPD|aCDMG
177	51343 53212	   	199.52	DCR|3VULN|1AART|1ASPD|1CDMG	1TLV|2AART|368VULN|4LEGI|5FEWX|7RCR|9ASPD|aCDMG
178	61141 33212	   	199.52	DCR|3VULN|1AART|1ASPD|1CDMG	1ERES|2AART|3LWND|4LEGI|568VULN|7RCR|9ASPD|aCDMG
179	61341 13212	   	199.52	DCR|3VULN|1AART|1ASPD|1CDMG	1ERES|2AART|358VULN|4LEGI|6LHND|7RCR|9ASPD|aCDMG
180	61342 33212	   	199.52	DCR|3VULN|1AART|1ASPD|1CDMG	1ERES|2AART|368VULN|4LEGI|5BEXP|7RCR|9ASPD|aCDMG
181	61343 33212	   	199.52	DCR|3VULN|1AART|1ASPD|1CDMG	1ERES|2AART|368VULN|4LEGI|5FEWX|7RCR|9ASPD|aCDMG
182	23351 12111	 * 	199.47	DCR|3DMG|2VULN|1ASPD|1DUR	1aVULN|2MLV|367DMG|4ASPD|5DUR|8AME|9RCR
183	13251 33221	   	199.45	DCR|3VULN|2AART|1ASPD	1FEWX|2LWND|39AART|4ERES|568VULN|7RCR|aASPD
184	15251 53221	   	199.45	DCR|3VULN|2AART|1ASPD	1FEWX|2LHND|39AART|4ERES|568VULN|7RCR|aASPD
185	31342 33221	   	199.45	DCR|3VULN|2AART|1ASPD	1MLV|29AART|368VULN|4LEGI|5BEXP|7RCR|aASPD
186	31343 33221	   	199.45	DCR|3VULN|2AART|1ASPD	1MLV|29AART|368VULN|4LEGI|5FEWX|7RCR|aASPD
187	51342 53221	   	199.35	DCR|3VULN|2AART|1ASPD	1TLV|29AART|368VULN|4LEGI|5BEXP|7RCR|aASPD
188	51343 53221	   	199.35	DCR|3VULN|2AART|1ASPD	1TLV|29AART|368VULN|4LEGI|5FEWX|7RCR|aASPD
189	61342 33221	   	199.35	DCR|3VULN|2AART|1ASPD	1ERES|29AART|368VULN|4LEGI|5BEXP|7RCR|aASPD
190	61343 33221	   	199.35	DCR|3VULN|2AART|1ASPD	1ERES|29AART|368VULN|4LEGI|5FEWX|7RCR|aASPD
191	23323 56241	 * 	199.23	DCR|3AART|2VULN|1DMG|1CDMG	18VULN|2aMLV|3DMG|4CDMG|567AART|9RCR
192	23323 56242	   	199.23	DCR|3AART|2VULN|1DMG|1CDMG	18VULN|2MLV|3DMG|4CDMG|567AART|9RCR|aLWND
193	23323 56243	   	199.23	DCR|3AART|2VULN|1DMG|1CDMG	18VULN|2MLV|3DMG|4CDMG|567AART|9RCR|aFEWX
194	23232 53231	 * 	199.17	DCR|4VULN|1MDPS|1AART|1DMG|1SELL	1359VULN|259MLV|4MDPS|59BPWR|6AART|7RCR|8SELL|aDMG
195	23262 53231	 * 	199.17	DCR|4VULN|1MDPS|1AART|1DMG|1SELL	1349VULN|249MLV|49BPWR|5MDPS|6AART|7RCR|8SELL|aDMG
196	23266 13231	 * 	199.17	DCR|4VULN|1MDPS|1AART|1DMG|1SELL	1349VULN|249MLV|49BPWR|5AART|6MDPS|7RCR|8SELL|aDMG
197	31232 42346	   	198.96	DCR|3ASPD|1VULN|1AART|1CDMG|1DUR	1MLV|2AART|378ASPD|4DUR|5BELT|6RCR|9CDMG|aVULN
198	31121 33214	   	198.55	DCR|3VULN|1AART|1ASPD|1AAC|1DUR	1MLV|2AART|3LWND|4DUR|568VULN|7RCR|9ASPD|aAAC
199	31322 33214	   	198.55	DCR|3VULN|1AART|1ASPD|1AAC|1DUR	1MLV|2AART|368VULN|4DUR|5BEXP|7RCR|9ASPD|aAAC
200	31323 33214	   	198.55	DCR|3VULN|1AART|1ASPD|1AAC|1DUR	1MLV|2AART|368VULN|4DUR|5FEWX|7RCR|9ASPD|aAAC
201	23232 53115	 * 	198.55	DCR|3VULN|1MDPS|1AART|1DMG|1AAC|1DUR	135VULN|25MLV|4MDPS|5BPWR|6AART|7RCR|8DUR|9DMG|aAAC
202	23262 53115	   	198.55	DCR|3VULN|1MDPS|1AART|1DMG|1AAC|1DUR	134VULN|24MLV|4BPWR|5MDPS|6AART|7RCR|8DUR|9DMG|aAAC
203	23266 13115	   	198.55	DCR|3VULN|1MDPS|1AART|1DMG|1AAC|1DUR	134VULN|24MLV|4BPWR|5AART|6MDPS|7RCR|8DUR|9DMG|aAAC
204	31321 13214	   	198.55	DCR|3VULN|1AART|1ASPD|1AAC|1DUR	1MLV|2AART|358VULN|4DUR|6LHND|7RCR|9ASPD|aAAC
205	31341 53214	   	198.45	DCR|3VULN|1AART|1ASPD|1AAC|1DUR	1MLV|2AART|358VULN|4LEGI|6DUR|7RCR|9ASPD|aAAC
206	51121 53214	   	198.45	DCR|3VULN|1AART|1ASPD|1AAC|1DUR	1TLV|2AART|3LWND|4DUR|568VULN|7RCR|9ASPD|aAAC
207	51321 13214	   	198.45	DCR|3VULN|1AART|1ASPD|1AAC|1DUR	1TLV|2AART|358VULN|4DUR|6LHND|7RCR|9ASPD|aAAC
208	51322 53214	   	198.45	DCR|3VULN|1AART|1ASPD|1AAC|1DUR	1TLV|2AART|368VULN|4DUR|5BEXP|7RCR|9ASPD|aAAC
209	51323 53214	   	198.45	DCR|3VULN|1AART|1ASPD|1AAC|1DUR	1TLV|2AART|368VULN|4DUR|5FEWX|7RCR|9ASPD|aAAC
210	61121 33214	   	198.45	DCR|3VULN|1AART|1ASPD|1AAC|1DUR	1ERES|2AART|3LWND|4DUR|568VULN|7RCR|9ASPD|aAAC
211	61321 13214	   	198.45	DCR|3VULN|1AART|1ASPD|1AAC|1DUR	1ERES|2AART|358VULN|4DUR|6LHND|7RCR|9ASPD|aAAC
212	61322 33214	   	198.45	DCR|3VULN|1AART|1ASPD|1AAC|1DUR	1ERES|2AART|368VULN|4DUR|5BEXP|7RCR|9ASPD|aAAC
213	61323 33214	   	198.45	DCR|3VULN|1AART|1ASPD|1AAC|1DUR	1ERES|2AART|368VULN|4DUR|5FEWX|7RCR|9ASPD|aAAC
214	22512 16124	   	198.43	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG|1ZMB|1DUR	15VULN|2RCVC|3MDPS|4CDMG|6AART|7ZMB|8RCR|9DUR|aASPD
215	26311 53214	   	198.35	DCR|3VULN|1AART|1ASPD|1AAC|1DUR	138VULN|2DUST|4DUR|5ERES|6AART|7RCR|9ASPD|aAAC
216	31121 33232	   	198.30	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1MLV|2AART|3LWND|4DUR|568VULN|7RCR|9ZMB|aCDMG
217	31321 13232	   	198.30	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1MLV|2AART|358VULN|4DUR|6LHND|7RCR|9ZMB|aCDMG
218	31341 53232	   	198.20	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1MLV|2AART|358VULN|4LEGI|6DUR|7RCR|9ZMB|aCDMG
219	51121 53232	   	198.20	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1TLV|2AART|3LWND|4DUR|568VULN|7RCR|9ZMB|aCDMG
220	51321 13232	   	198.20	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1TLV|2AART|358VULN|4DUR|6LHND|7RCR|9ZMB|aCDMG
221	61121 33232	   	198.20	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1ERES|2AART|3LWND|4DUR|568VULN|7RCR|9ZMB|aCDMG
222	61321 13232	   	198.20	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1ERES|2AART|358VULN|4DUR|6LHND|7RCR|9ZMB|aCDMG
223	51341 53232	   	198.10	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1TLV|2AART|358VULN|4LEGI|6DUR|7RCR|9ZMB|aCDMG
224	61341 53232	   	198.10	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1ERES|2AART|358VULN|4LEGI|6DUR|7RCR|9ZMB|aCDMG
225	31522 43311	   	198.04	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1MLV|2AART|3DMG|4aVULN|5BELT|6RCR|7BEXP|8ZMB|9ASPD
226	25351 11323	   	197.91	DCR|4VULN|1ASPD|1DMG|1DUR	1389VULN|2LHND|4ASPD|5DUR|6DMG|7FEWX|aRCR
227	25351 32323	   	197.91	DCR|4VULN|1ASPD|1DMG|1DUR	1369VULN|2LHND|4ASPD|5DUR|7DMG|8FEWX|aRCR
228	25351 32213	   	197.91	DCR|4VULN|1ASPD|1DMG|1DUR	1368VULN|2LHND|4ASPD|5DUR|7DMG|9LWND|aRCR
229	25652 32223	 * 	197.89	ACR|5VULN|2ASPD|1DMG	1689aVULN|25LHND|35ASPD|4RCR|5BPWR|7DMG
230	25132 33212	   	197.86	DCR|2VULN|2AART|1ASPD|1CDMG	18VULN|2LHND|3LWND|46AART|5ERES|7RCR|9ASPD|aCDMG
231	31113 54362	   	197.85	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG|1CDMG	1MLV|2AART|3LWND|4MDPS|5DMG|6ASPD|7CDMG|8aVULN|9RCR
232	31313 54162	   	197.85	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG|1CDMG	1MLV|2AART|3aVULN|4MDPS|5DMG|6ASPD|7CDMG|8BEXP|9RCR
233	32513 54232	   	197.75	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG|1CDMG	1MLV|2ERES|3MDPS|4CDMG|5ASPD|6AART|7aVULN|8DMG|9RCR
