0	Index      	 *	Score 	Summary	Detail	
1	41621 33423	 * 	215.65	DCR|3DMG|2VULN|1ASPD|1CDMG|1AAC|1ZMB	18VULN|237DMG|4AAC|5ASPD|6ZMB|9CDMG|aRCR
155	42123 32362	   	193.70	DCR|3VULN|1AART|1ASPD|1ZMB	189VULN|2SPLJET|3ZMB|4CGEN|5AART|6ASPD|7RCR|aDUST
156	41234 12252	   	193.64	DCR|4VULN|1ASPD|1DMG	137aVULN|2DMG|4MULARM|5ASPD|6RCVC|8CGEN|9RCR
157	43652 21133	 * 	193.54	DCR|2AART|1MDPS|1VULN|1DMG|1ZMB|1DUR	1VULN|2ZMB|3DMG|4RMIN|5DUR|6RCR|7LWND|89AART|aMDPS
158	42143 11314	   	193.54	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG|2ZMB	1aVULN|2SPLJET|3aZMB|4ASPD|5AART|6MDPS|7CDMG|8RCR|9aLWND|aBPWR
159	16331 23311	 * 	193.48	DCR|2VULN|2DMG|1AART|1CDMG	1LWND|25VULN|3AART|45CGEN|5BPWR|6AIRARM|78DMG|9CDMG|aRCR
160	41633 23523	 * 	193.38	DCR|2DMG|1VULN|1AART|1NUKE|1DUR	1VULN|23DMG|4MULARM|5DUR|6RMIN|7BELT|8RCR|9AART|aNUKE
161	26321 23311	   	193.28	DCR|2VULN|2DMG|1AART|1CDMG	1LHND|25VULN|3AART|45TLV|5BPWR|6AIRARM|78DMG|9CDMG|aRCR
162	26351 23311	   	193.28	DCR|2VULN|2DMG|1AART|1CDMG	1LHND|25VULN|3AART|45ERES|5BPWR|6AIRARM|78DMG|9CDMG|aRCR
163	41261 12331	   	193.25	DCR|2VULN|1AART|1ASPD|1DMG|2DUR	13VULN|2DMG|4MLV|5ASPD|6FEWX|78DUR|9AART|aRCR
164	13463 25323	   	193.22	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1LWND|2ZMB|3FEWX|4RMIN|5ASPD|6RCR|7aVULN|8DUR|9AART
165	63363 25323	   	193.22	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1FEWX|2ZMB|3LWND|4RMIN|5ASPD|6RCR|7aVULN|8DUR|9AART
166	43652 21123	   	193.12	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1aVULN|2ZMB|3DMG|4RMIN|5DUR|6RCR|7LWND|8AART|9DUST
167	11134 53161	   	193.06	DCR|2DMG|1AART|1VULN|1ASPD|1CDMG	1LWND|26DMG|3AELBLL|4CANSTR|5ASPD|7AART|8CDMG|9VULN|aRCR
168	11334 53161	   	193.06	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG	13LWND|26DMG|4CANSTR|5ASPD|7AART|8CDMG|9VULN|aRCR
169	41621 61233	   	192.96	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG|1AAC	1VULN|23DMG|4AAC|5ASPD|6AART|7BEXP|8CDMG|9AIRARM|aRCR
170	23652 23432	   	192.80	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1LHND|2ZMB|3DMG|4RMIN|5DUR|6RCR|7ASPD|8VULN|9TLV|aAART
171	43652 22324	   	192.80	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1VULN|2ZMB|3DMG|4RMIN|5DUR|6RCR|7MBVNT|8BEXP|9AART|aASPD
172	43651 22144	   	192.80	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB|1DUR	1VULN|2ZMB|3DMG|4RMIN|5LHND|6RCR|7MBVNT|8AART|9ASPD|aDUR
173	43652 23132	   	192.70	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1VULN|2ZMB|3DMG|4RMIN|5DUR|6RCR|7ASPD|8LEGI|9TLV|aAART
174	43612 23126	   	192.65	DCR|2ASPD|1VULN|1DMG|1CDMG|1ZMB|1DUR	1VULN|2ZMB|3DMG|4CGEN|5DUR|6RCR|7aASPD|8DMSP|9CDMG
175	41216 32412	   	192.48	DCR|2VULN|2DMG|1AART|1ZMB	13VULN|28DMG|4RPLT|5ZMB|6RMIN|7AART|9RCVC|aRCR
176	43231 33332	   	192.35	DCR|3VULN|1ASPD|1DMG|1ZMB	136VULN|2ZMB|4MULARM|56LIT|6BPWR|7RMIN|8RCR|9DMG|aASPD
177	41221 34342	   	192.30	DCR|3VULN|1ASPD|1DMG|1AAC|1ZMB|1DUR	137VULN|2DMG|4AAC|5ASPD|6ZMB|8RPLT|9DUR|aRCR
178	43234 52113	   	192.15	DCR|2VULN|2DMG|1ASPD|1ZMB|1DUR	13VULN|2ZMB|4MULARM|5ASPD|67DMG|8DUR|9LWND|aRCR
179	41221 33342	   	192.05	DCR|2VULN|2DMG|1ASPD|1AAC|1ZMB|1DUR	13VULN|27DMG|4AAC|5ASPD|6ZMB|8RPLT|9DUR|aRCR
180	16331 23521	   	192.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1LWND|25VULN|3AART|45CGEN|5BPWR|6AIRARM|7DMG|8RCR|9ASPD|aDUR
181	43215 22433	   	191.94	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	13VULN|2ZMB|4RPLT|5ASPD|6ERES|7AART|8DMG|9RCR|aFEWX
182	41221 32624	   	191.94	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1ZMB	13VULN|2DMG|4AAC|5ASPD|6ZMB|7LHND|8RPLT|9RCR|aAART
183	43315 22432	   	191.94	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1aVULN|2ZMB|3DMSP|4RPLT|5ASPD|6ERES|7AART|8DMG|9RCR
184	56612 21321	   	191.91	DCR|2VULN|1AART|1DMG|1NUKE|1AAC|1DUR	1DMG|2BELT|39VULN|4DUR|5RPLT|6AAC|7AART|8RCR|aNUKE
185	43215 13124	   	191.84	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	13VULN|2ZMB|4RPLT|5ASPD|6DUST|7DMG|8ERES|9RCR|aAART
186	43215 22431	   	191.84	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB|1SELL	13VULN|2ZMB|4RPLT|5ASPD|6ERES|7AART|8DMG|9RCR|aSELL
187	43612 23431	   	191.83	DCR|2VULN|1MDPS|1ASPD|1DMG|2DUR|1ZMB	18VULN|2ZMB|3DMG|4CGEN|5aDUR|6RCR|7ASPD|9MDPS
188	43612 23432	   	191.83	DCR|2VULN|1MDPS|1ASPD|1DMG|2ZMB|1DUR	18VULN|2aZMB|3DMG|4CGEN|5DUR|6RCR|7ASPD|9MDPS
189	43612 23433	   	191.83	DCR|2VULN|1MDPS|1ASPD|1DMG|1ZMB|1DUR	18VULN|2ZMB|3DMG|4CGEN|5DUR|6RCR|7ASPD|9MDPS|aLIT
190	26321 23521	   	191.81	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1LHND|25VULN|3AART|45TLV|5BPWR|6AIRARM|7DMG|8RCR|9ASPD|aDUR
191	26351 23521	   	191.81	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1LHND|25VULN|3AART|45ERES|5BPWR|6AIRARM|7DMG|8RCR|9ASPD|aDUR
192	53532 26321	   	191.77	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	1DMG|2AAC|3BELT|4aVULN|5LWND|6RCR|7AART|8RMIN|9ASPD
193	53533 26321	   	191.77	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	1DMG|2AAC|3BELT|4aVULN|5FEWX|6RCR|7AART|8RMIN|9ASPD
194	62633 32161	   	191.68	DCR|3VULN|1AART|1ASPD|1DUR	1FEWX|2BASARM|349VULN|5AART|6ASPD|7RCR|8LHND|aDUR
195	62633 32311	   	191.68	DCR|3VULN|1AART|1ASPD|1DUR	1FEWX|2BASARM|348VULN|5AART|6ASPD|7RCR|9BEXP|aDUR
196	62633 32363	   	191.68	DCR|3VULN|1AART|1ASPD|1DUR	1FEWX|2BASARM|348VULN|5AART|6ASPD|7RCR|9AME|aDUR
197	41216 32433	   	191.62	DCR|2VULN|2DMG|1AART|1ZMB	13VULN|28DMG|4RPLT|5ZMB|6RMIN|7AART|9AIRARM|aRCR
198	41122 33431	 * 	191.46	ACR|3VULN|2ASPD|1AART|1DMG	18aVULN|2DMG|3aTLV|4RCR|5BEXP|6AME|7aASPD|9AART|aBPWR
199	41123 43431	   	191.46	ACR|3VULN|2ASPD|1AART|1DMG	18aVULN|2DMG|3aTLV|4RCR|5MLV|6LWND|7aASPD|9AART|aBPWR
200	41123 63431	   	191.46	ACR|3VULN|2ASPD|1AART|1DMG	18aVULN|2DMG|3aTLV|4RCR|5MLV|6FEWX|7aASPD|9AART|aBPWR
201	21411 53421	 * 	191.43	DCR|3VULN|2DMG|1CDMG	1LHND|26DMG|3FEWX|457VULN|8RCR|9TSLARM|aCDMG
202	43633 21133	   	191.33	DCR|2DMG|1VULN|1AART|1CDMG|1ZMB	1VULN|2ZMB|39DMG|4DUST|5MLV|6RCR|7LWND|8AART|aCDMG
203	23633 25133	   	191.33	DCR|2DMG|1VULN|1AART|1CDMG|1ZMB	1LHND|2ZMB|39DMG|4DUST|5AME|6RCR|7VULN|8AART|aCDMG
204	21411 53431	 * 	191.33	DCR|4VULN|2DMG	1aLHND|26DMG|3aFEWX|457aVULN|8RCR|9BELT|aBPWR
205	11463 25113	   	191.26	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1LWND|2DMG|3FEWX|4RMIN|5ASPD|6RCR|7VULN|8AART|9RCVC|aCDMG
206	61363 25113	   	191.26	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1FEWX|2DMG|3LWND|4RMIN|5ASPD|6RCR|7VULN|8AART|9RCVC|aCDMG
207	51311 43431	   	191.23	DCR|4VULN|2DMG	1aDMG|2DUST|36aLWND|457aVULN|8RCR|9BELT|aBPWR
208	51363 25113	   	191.16	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1DMG|2DUST|3LWND|4RMIN|5ASPD|6RCR|7VULN|8AART|9RCVC|aCDMG
209	21411 53412	   	191.03	DCR|4VULN|2DMG	1LHND|26DMG|3FEWX|457aVULN|8RCR|9TLV
210	41661 33231	 * 	191.03	DCR|2DMG|2ASPD|1VULN|1AART	1VULN|23DMG|4MLV|56ASPD|7BEXP|8DUST|9AART|aRCR
211	43215 32512	   	190.96	DCR|2VULN|2AART|1ASPD|1ZMB	13VULN|2ZMB|4RPLT|5ASPD|6RMIN|78AART|9RCVC|aRCR
212	43611 33423	   	190.81	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	18VULN|2ZMB|3DMG|4CGEN|5LHND|6DUR|7ASPD|9CDMG|aRCR
213	43633 33423	   	190.71	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	18VULN|2ZMB|3DMG|4DUST|5MLV|6DUR|7ASPD|9CDMG|aRCR
214	12343 32523	 * 	190.68	DCR|3ASPD|2VULN|1AART	1LWND|2BASARM|3CGEN|469ASPD|5AART|7aVULN|8RCR
215	11463 25123	   	190.51	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	19LWND|2DMG|3FEWX|4RMIN|5ASPD|6RCR|7VULN|8AART|aCDMG
216	11463 25132	   	190.51	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1LWND|2DMG|3FEWX|4RMIN|5ASPD|6RCR|7VULN|8AART|9AME|aCDMG
217	61363 25123	   	190.51	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1FEWX|2DMG|39LWND|4RMIN|5ASPD|6RCR|7VULN|8AART|aCDMG
218	61363 25132	   	190.51	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1FEWX|2DMG|3LWND|4RMIN|5ASPD|6RCR|7VULN|8AART|9AME|aCDMG
219	61512 51131	   	190.46	DCR|2DMG|1AART|1VULN|1ASPD|2DUR	1FEWX|26DMG|35DUR|4VULN|7CGEN|8ASPD|9AART|aRCR
220	41661 12331	   	190.46	DCR|2DMG|1VULN|1AART|1ASPD|2DUR	1VULN|23DMG|4MLV|5ASPD|6FEWX|78DUR|9AART|aRCR
221	16364 13131	 * 	190.45	ACR|2VULN|1MDPS|2ASPD|1AART|1DMG	1LWND|26VULN|3AART|47ASPD|5RCR|8DMG|9CGEN|aMDPS
222	51363 25123	   	190.41	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1DMG|2DUST|39LWND|4RMIN|5ASPD|6RCR|7VULN|8AART|aCDMG
223	21353 23663	   	190.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1LHND|2DMG|3LWND|4ZMB|5ASPD|6RCR|7ERES|8CDMG|9aVULN
224	43633 23421	   	190.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	18VULN|2ZMB|3DMG|4DUST|5MLV|6RCR|7ASPD|9CDMG|aBEXP
225	43611 23421	   	190.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB|1MSE	18VULN|2ZMB|3DMG|4CGEN|5LHND|6RCR|7ASPD|9CDMG|aMSE
226	11463 25133	   	190.33	DCR|2AART|1VULN|1ASPD|1DMG	1LWND|2DMG|3FEWX|4RMIN|5ASPD|6RCR|7VULN|8aAART|9AME
227	61363 25133	   	190.33	DCR|2AART|1VULN|1ASPD|1DMG	1FEWX|2DMG|3LWND|4RMIN|5ASPD|6RCR|7VULN|8aAART|9AME
228	41621 63232	 * 	190.28	DCR|2DMG|2AAC|1VULN|1AART|1ASPD|1CDMG|1DUR	1VULN|23DMG|49AAC|5ASPD|6AART|7DUR|8CDMG|aRCR
229	41216 33423	   	190.25	DCR|3VULN|1ASPD|1DMG|1ZMB	13aVULN|2DMG|4RPLT|5ZMB|6RMIN|7LHND|8ASPD|9RCR
230	43215 35123	   	190.25	DCR|3VULN|1ASPD|1DMG|1ZMB	13aVULN|2ZMB|4RPLT|5ASPD|6RMIN|7DMG|8FEWX|9RCR
231	43215 35323	   	190.25	DCR|3VULN|1ASPD|1DMG|1ZMB	13aVULN|2ZMB|4RPLT|5ASPD|6RMIN|7DMG|8LWND|9RCR
232	62633 52333	   	190.24	DCR|4VULN|1AART|1ZMB	1FEWX|2BASARM|348aVULN|5AART|6ZMB|7RCR|9RCVC
233	43215 13623	   	190.15	DCR|3VULN|1ASPD|1DMG|1ZMB	13aVULN|2ZMB|4RPLT|5ASPD|6DUST|7DMG|8RMIN|9RCR
234	42143 11326	   	190.12	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG|1ZMB	1aVULN|2SPLJET|3ZMB|4ASPD|5AART|6MDPS|7CDMG|8RCR|9AME
235	43215 32533	   	190.11	DCR|2VULN|2AART|1ASPD|1ZMB	13VULN|2ZMB|4RPLT|5ASPD|6RMIN|78AART|9AIRARM|aRCR
236	42113 32366	   	190.09	DCR|2VULN|2ASPD|1AART|1ZMB	18VULN|2SPLJET|3ZMB|4MLV|5AART|6aASPD|7RCR|9ERES
237	16333 24261	   	190.01	DCR|2VULN|2ASPD|1AART|1CDMG	1LWND|29VULN|3AART|4CGEN|58ASPD|6CDMG|7CANARM|aRCR
238	42343 32111	   	190.01	DCR|2VULN|2ASPD|1AART|1CDMG|1AAC	17VULN|2SPLJET|3AAC|46ASPD|5AART|8CDMG|9LWND|aRCR
239	42343 32133	   	189.91	DCR|2VULN|2ASPD|1AART|1CDMG|1AAC	17VULN|2SPLJET|3AAC|46ASPD|5AART|8CDMG|9MBVNT|aRCR
240	62633 36321	   	189.91	DCR|2VULN|2ASPD|1AART|1CDMG	1FEWX|2BASARM|34VULN|5AART|67ASPD|8CDMG|9TLV|aRCR
241	43633 21163	   	189.81	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2ZMB|3DMG|4DUST|5MLV|6RCR|7LWND|89AART|aCDMG
242	23633 25163	   	189.81	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1LHND|2ZMB|3DMG|4DUST|5AME|6RCR|7VULN|89AART|aCDMG
243	43611 22173	   	189.81	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2ZMB|3DMG|4CGEN|5LHND|6RCR|7MBVNT|89AART|aCDMG
244	42313 32336	   	189.77	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	18VULN|2SPLJET|3AAC|4MLV|5AART|6ASPD|7RCR|9RMIN|aDMG
245	43633 22173	   	189.71	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1VULN|2ZMB|3DMG|4DUST|5MLV|6RCR|7MBVNT|89AART|aCDMG
246	43214 22432	   	189.70	DCR|3VULN|1AART|1DMG|1ZMB	13aVULN|2ZMB|4RPLT|5ERES|6MLV|7AART|8DMG|9RCR
247	43252 63133	 * 	189.65	DCR|2VULN|2AART|1MDPS|1ZMB|1DUR	13VULN|2ZMB|4FEWX|5DUR|6LHND|7RCR|89AART|aMDPS
248	43412 63133	   	189.65	DCR|2VULN|2AART|1MDPS|1ZMB|1DUR	14VULN|2ZMB|3FEWX|5DUR|6LHND|7RCR|89AART|aMDPS
249	63511 63133	   	189.65	DCR|2VULN|2AART|1MDPS|1ZMB|1DUR	1FEWX|2ZMB|3DUR|45VULN|6LHND|7RCR|89AART|aMDPS
250	43224 22432	   	189.60	DCR|3VULN|1AART|1DMG|1AAC|1ZMB	13aVULN|2ZMB|4AAC|5RPLT|6ERES|7AART|8DMG|9RCR
251	42113 32661	   	189.52	DCR|2VULN|1AART|1ASPD|2DUR|1ZMB	19VULN|2SPLJET|3ZMB|4MLV|5AART|6ASPD|7RCR|8aDUR
252	42123 32661	   	189.52	DCR|2VULN|1AART|1ASPD|2DUR|1ZMB	19VULN|2SPLJET|3ZMB|4CGEN|5AART|6ASPD|7RCR|8aDUR
253	43612 22146	   	189.52	DCR|2VULN|1AART|1DMG|1AAC|1ZMB|1DUR	19VULN|2ZMB|3DMG|4CGEN|5DUR|6RCR|7MBVNT|8AART|aAAC
254	41215 11263	   	189.50	DCR|4VULN|1ASPD|1DMG	1389VULN|2DMG|4RPLT|5ASPD|6DUST|7BEXP|aRCR
255	23652 23413	   	189.50	DCR|2VULN|1ASPD|1DMG|1ZMB|1DUR	1LHND|2ZMB|3DMG|4RMIN|5DUR|6RCR|7ASPD|8aVULN|9LWND
256	42323 52363	   	189.49	DCR|4VULN|1AART|1AAC|1ZMB	189aVULN|2SPLJET|3AAC|4CGEN|5AART|6ZMB|7RCR
257	62633 52323	   	189.49	DCR|4VULN|1AART|1ZMB	19FEWX|2BASARM|348aVULN|5AART|6ZMB|7RCR
258	43652 23113	   	189.40	DCR|2VULN|1ASPD|1DMG|1ZMB|1DUR	1aVULN|2ZMB|3DMG|4RMIN|5DUR|6RCR|7ASPD|8LEGI|9LWND
259	21615 42232	   	189.24	DCR|2DMG|1VULN|1AART|1ASPD|1ZMB	1LHND|23DMG|4RPLT|5ASPD|6ZMB|7AART|8MLV|9RCR|aVULN
260	16351 13351	   	189.09	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1LWND|26VULN|3AART|4DUR|5ERES|7ASPD|8RCVC|9DMG|aRCR
261	41321 63222	   	189.02	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|2DUR|1AAC	1VULN|2DMG|3DMSP|4AAC|5ASPD|6AART|79DUR|8CDMG|aRCR
262	43652 21131	   	188.91	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1VULN|2ZMB|3DMG|4RMIN|5DUR|6RCR|7LWND|89AART|aBEXP
263	43652 21132	   	188.91	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1VULN|2ZMB|3DMG|4RMIN|5DUR|6RCR|7LWND|89AART|aBELT
264	41261 12151	   	188.76	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	13VULN|2DMG|4MLV|5ASPD|6FEWX|7DUR|8AART|9RCVC|aRCR
265	42113 32333	   	188.44	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	18VULN|2SPLJET|3ZMB|4MLV|5AART|6ASPD|7RCR|9RMIN|aDUR
266	42123 32333	   	188.44	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	18VULN|2SPLJET|3ZMB|4CGEN|5AART|6ASPD|7RCR|9RMIN|aDUR
267	53112 23663	   	188.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1DUR	1DMG|2AAC|3FEWX|4CGEN|5DUR|6RCR|7ASPD|8CDMG|9aVULN
268	53311 23663	   	188.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1DUR	1DMG|2AAC|3DUR|4CGEN|5LHND|6RCR|7ASPD|8CDMG|9aVULN
269	53112 23463	   	188.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1DUR	1DMG|2AAC|3FEWX|4CGEN|5DUR|6RCR|7ASPD|8aVULN|9CDMG
270	53311 23463	   	188.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1DUR	1DMG|2AAC|3DUR|4CGEN|5LHND|6RCR|7ASPD|8aVULN|9CDMG
271	43612 23323	   	188.31	DCR|1MDPS|1VULN|1ASPD|1DMG|1CDMG|2DUR|1ZMB	1VULN|2ZMB|3DMG|4CGEN|58DUR|6RCR|7ASPD|9CDMG|aMDPS
272	43231 33336	   	188.14	DCR|4VULN|1DMG|1ZMB	136aVULN|2ZMB|4MULARM|56LIT|6BPWR|7RMIN|8RCR|9DMG
273	41432 51131	   	188.10	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1VULN|26DMG|3FEWX|4RCVC|5DUR|7CGEN|8ASPD|9AART|aRCR
274	62143 32521	   	188.09	DCR|2VULN|2ASPD|1AART|1ZMB	1FEWX|2BASARM|3ZMB|46ASPD|5AART|7aVULN|8RCR|9RPLT
275	41252 61131	   	188.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	13VULN|2DMG|46FEWX|5DUR|7CGEN|8ASPD|9AART|aRCR
276	41261 12131	   	188.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	13VULN|2DMG|49MLV|5ASPD|6FEWX|7DUR|8AART|aRCR
277	41412 61131	   	188.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	14VULN|2DMG|36FEWX|5DUR|7CGEN|8ASPD|9AART|aRCR
278	41512 41131	   	188.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	14VULN|2DMG|36LWND|5DUR|7CGEN|8ASPD|9AART|aRCR
279	61511 61131	   	188.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	16FEWX|2DMG|3DUR|45VULN|7CGEN|8ASPD|9AART|aRCR
280	41215 61223	   	187.97	DCR|3VULN|2ASPD|1DMG	136VULN|2DMG|4RPLT|57ASPD|8LHND|9FEWX|aRCR
281	16362 13251	   	187.97	DCR|2VULN|1MDPS|2ASPD|1AART	1LWND|26VULN|3AART|47ASPD|5BEXP|8RCR|9RCVC|aMDPS
282	16351 13151	   	187.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1LWND|26VULN|3AART|4DUR|5ERES|7ASPD|8DMSP|9DMG|aRCR
283	16364 13122	 * 	187.88	ACR|2VULN|2ASPD|1AART|1DMG|1CDMG	1LWND|26VULN|3AART|47ASPD|5RCR|8DMG|9LHND|aCDMG
284	41215 61311	   	187.87	DCR|3VULN|2ASPD|1DMG	136VULN|2DMG|4RPLT|57ASPD|8BASARM|9LHND|aRCR
285	42141 63311	   	187.83	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	18VULN|2SPLJET|3ZMB|4ASPD|5BEXP|6AART|7RCVC|9CDMG|aRCR
286	41622 16323	   	187.80	DCR|3DMG|2VULN|3DUR|1AAC	19VULN|239DMG|4AAC|5FEWX|6CGEN|789DUR|9BPWR|aRCR
287	41623 16323	   	187.80	DCR|3DMG|2VULN|3DUR|1AAC	19VULN|239DMG|4AAC|5CGEN|6FEWX|789DUR|9BPWR|aRCR
288	53532 26312	   	187.78	DCR|2VULN|2AART|1DMG|1AAC	1DMG|2AAC|3BELT|49VULN|5LWND|6RCR|7aAART|8RMIN
289	41215 61321	   	187.77	DCR|3VULN|2ASPD|1DMG	136VULN|2DMG|4RPLT|57ASPD|8BASARM|9DUST|aRCR
290	12143 32524	   	187.77	DCR|2ASPD|1AART|1VULN|1DMG|1ZMB	1LWND|2BASARM|3ZMB|46ASPD|5AART|7VULN|8RCR|9CGEN|aDMG
291	53333 55323	   	187.70	DCR|3DMG|2VULN|3DUR|1AAC	169DMG|2AAC|389DUR|4DUST|5AME|79VULN|9BPWR|aRCR
292	41214 42223	   	187.36	DCR|2VULN|2DMG|1AART|1ZMB	13VULN|29DMG|4RPLT|5ERES|6ZMB|7AART|8BASFIG|aRCR
293	41216 22223	   	187.36	DCR|2VULN|2DMG|1AART|1ZMB	13VULN|29DMG|4RPLT|5ZMB|6ERES|7AART|8BASFIG|aRCR
294	41216 22433	   	187.36	DCR|2VULN|2DMG|1AART|1ZMB	13VULN|28DMG|4RPLT|5ZMB|6ERES|7AART|9MSLFST|aRCR
295	43612 26123	   	187.29	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1VULN|2ZMB|3DMG|4CGEN|57DUR|6RCR|8AART|9DUST|aCDMG
296	16362 13214	   	187.22	DCR|2VULN|1MDPS|2ASPD|1AART	1LWND|26VULN|3AART|47ASPD|5BEXP|8RCR|9AME|aMDPS
297	16362 13234	   	187.22	DCR|2VULN|1MDPS|2ASPD|1AART	1LWND|26VULN|3AART|47ASPD|5BEXP|8RCR|9MLV|aMDPS
298	16362 13261	   	187.22	DCR|2VULN|1MDPS|2ASPD|1AART	19LWND|26VULN|3AART|47ASPD|5BEXP|8RCR|aMDPS
299	43221 23114	   	187.21	DCR|3VULN|1ASPD|1DMG|2ZMB|1AAC	137VULN|28ZMB|4AAC|5ASPD|6LWND|9DMG|aRCR
300	42343 11331	   	187.12	DCR|2VULN|1MDPS|1AART|2CDMG|1ASPD|1AAC	1aVULN|2SPLJET|3AAC|4ASPD|5AART|6MDPS|79CDMG|8RCR
301	42653 11334	 * 	187.12	DCR|2VULN|1MDPS|1AART|2CDMG|1DMG	13VULN|2SPLJET|4MBVNT|5AART|6MDPS|79CDMG|8RCR|aDMG
302	43221 14236	   	187.11	DCR|3VULN|1ASPD|1CDMG|1AAC|1ZMB	139VULN|2ZMB|4AAC|5ASPD|6BELT|7SPLREG|8CDMG|aRCR
303	41321 22553	   	187.06	DCR|2VULN|2DMG|1ASPD|2DUR|1AAC	19VULN|29DMG|3DMSP|4AAC|5ASPD|6LWND|79DUR|8MBVNT|9BPWR|aRCR
304	21363 23663	   	187.01	DCR|2VULN|1ASPD|1DMG|1CDMG	1LHND|2DMG|3LWND|4RMIN|5ASPD|6RCR|7ERES|8CDMG|9aVULN
305	21411 53613	 * 	186.93	DCR|3VULN|3DMG	1LHND|269DMG|38FEWX|457VULN|aRCR
306	41241 53313	   	186.93	DCR|3VULN|3DMG	137VULN|269DMG|48BEXP|5LHND|aRCR
307	41265 13113	   	186.93	DCR|3VULN|3DMG	137VULN|259DMG|45MLV|5BPWR|6ERES|8LWND|aRCR
308	23661 23253	   	186.83	DCR|2VULN|2DMG|1ASPD|1ZMB	19LHND|2ZMB|39DMG|4RCVC|5ASPD|6LWND|79VULN|8MBVNT|9BPWR|aRCR
309	51411 53213	   	186.73	DCR|3VULN|3DMG	169DMG|28DUST|3FEWX|457VULN|aRCR
310	43612 23411	   	186.63	DCR|2VULN|1ASPD|1DMG|1ZMB|1DUR	18VULN|2ZMB|3DMG|4CGEN|5DUR|6RCR|7ASPD|9TLV|aRMIN
311	43652 22141	   	186.61	DCR|2DMG|1VULN|1ASPD|1ZMB|1DUR	1VULN|2ZMB|3aDMG|4RMIN|5DUR|6RCR|7MBVNT|8DMSP|9ASPD
