0	Index      	 *	Score 	Summary	Detail	
1	11233 26134	 * 	212.27	DCR|3ASPD|2DMG|1AART|1CDMG|2DUR	158ASPD|2BEXP|38DUR|4CDMG|6LIT|78DMG|8BPWR|9RCR|aAART
164	11434 22513	   	188.88	DCR|3ASPD|2VULN|1MDPS|1AART	167ASPD|2BEXP|37MLV|47VULN|5MDPS|7BPWR|8AART|9RCR|aLHND
165	12434 22512	   	188.88	DCR|3ASPD|2VULN|1MDPS|1AART	167ASPD|2LWND|37MLV|47VULN|5MDPS|7BPWR|8AART|9RCR|aFEWX
166	12434 22513	   	188.88	DCR|3ASPD|2VULN|1MDPS|1AART	167ASPD|2LWND|37MLV|47VULN|5MDPS|7BPWR|8AART|9RCR|aLHND
167	13633 12232	   	188.84	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1DUR	1ASPD|2AAC|3DUR|46VULN|5RCVC|7RCR|8DMG|9CDMG|aCGEN
168	13633 12234	   	188.84	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1DUR	1ASPD|2AAC|3DUR|46VULN|5RCVC|7RCR|8DMG|9CDMG|aLWND
169	13633 12235	   	188.84	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1DUR	1ASPD|2AAC|3DUR|46VULN|5RCVC|7RCR|8DMG|9CDMG|aAELBLL
170	13633 12231	   	188.74	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1DUR	1ASPD|2AAC|3DUR|46VULN|5RCVC|7RCR|8DMG|9CDMG|aBASARM
171	13633 12233	   	188.74	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1DUR	1ASPD|2AAC|3DUR|46VULN|5RCVC|7RCR|8DMG|9CDMG|aDUST
172	13235 56233	   	188.55	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC|1DUR	1ASPD|2AAC|3RMIN|4aVULN|5RCVC|6DUR|7AART|8CDMG|9RCR
173	33422 33222	   	188.54	DCR|3VULN|1AART|3DUR|1ZMB	17LIT|237DUR|4AART|567VULN|7BPWR|8RMIN|9RCR|aZMB
174	11233 26132	   	188.50	DCR|3ASPD|2DMG|1CDMG|2DUR	158ASPD|2BEXP|38DUR|4CDMG|6LIT|78DMG|8BPWR|9RCR|aAME
175	33422 33522	   	188.44	DCR|3VULN|1AART|3DUR|1ZMB	17LIT|237DUR|4AART|567VULN|7BPWR|8ERES|9RCR|aZMB
176	11233 26133	   	188.40	DCR|3ASPD|2DMG|1CDMG|2DUR|1MSE	158ASPD|2BEXP|38DUR|4CDMG|6LIT|78DMG|8BPWR|9RCR|aMSE
177	11233 26136	   	188.40	DCR|3ASPD|2DMG|1CDMG|2DUR	158ASPD|2BEXP|38DUR|4CDMG|6LIT|78DMG|8BPWR|9RCR|aERES
178	11233 25134	   	188.17	DCR|3ASPD|1AART|1CDMG|2DUR|2ZMB	158ASPD|2BEXP|38DUR|4CDMG|6LIT|78ZMB|8BPWR|9RCR|aAART
179	35322 31163	   	188.02	DCR|2VULN|2AART|1DMG|1DUR	12LIT|3DUR|47AART|56VULN|8RCR|9BEXP|aDMG
180	12431 33551	   	188.02	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1ASPD|2LWND|3MLV|4VULN|5CDMG|67DMG|8DUR|9ZMB|aRCR
181	13632 12635	   	187.89	DCR|3VULN|2ASPD|2DUR|1AAC	19ASPD|2AAC|35DUR|469VULN|7RCR|89LIT|9BPWR|aRCVC
182	33422 31126	 * 	187.83	DCR|3AART|2VULN|1MDPS|2DUR	1LIT|23DUR|479AART|56VULN|8RCR|aMDPS
183	13331 31416	   	187.81	DCR|2VULN|2CDMG|1ASPD|1DMG|1AAC|1DUR	1ASPD|2AAC|3LHND|48VULN|59CDMG|6DMG|7DUR|aRCR
184	13213 42122	   	187.80	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1AAC|1ZMB	1ASPD|2AAC|3RMIN|4LIT|5DMG|6CDMG|7AART|8VULN|9RCR|aZMB
185	33325 62611	 * 	187.79	DCR|3VULN|2DMG|1DUR	1aLIT|2DUR|3aDMG|4MLV|589VULN|6RCR|7aBEXP|aBPWR
186	33352 15416	   	187.78	DCR|3VULN|1AART|1DMG|1DUR	16LIT|2DUR|3DMG|4MBVNT|567VULN|6BPWR|8AME|9RCR|aAART
187	14233 23612	 * 	187.75	DCR|2ASPD|1VULN|2CDMG|1DMG|1DUR	15ASPD|2LHND|3DUR|48CDMG|6LIT|7RCR|9DMG|aVULN
188	13531 31416	   	187.71	DCR|2VULN|2CDMG|1ASPD|1DMG|1AAC|1DUR	1ASPD|2AAC|3DUST|48VULN|59CDMG|6DMG|7DUR|aRCR
189	33315 62611	   	187.69	DCR|3VULN|2DMG|1DUR	1aLIT|2DUR|3aDMG|4TLV|589VULN|6RCR|7aBEXP|aBPWR
190	33352 15316	   	187.68	DCR|3VULN|1AART|1DMG|1DUR	16LIT|2DUR|3DMG|4MBVNT|567VULN|6BPWR|8TLV|9RCR|aAART
191	33352 15544	   	187.68	DCR|3VULN|1AART|1DMG|1DUR	16LIT|2DUR|3DMG|4MBVNT|567VULN|6BPWR|8LEGI|9RCR|aAART
192	63135 15331	   	187.66	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB|1SELL	1LWND|2SELL|3ASPD|4DMG|5ZMB|6CGEN|7CDMG|8AART|9RCR|aVULN
193	33422 31136	 * 	187.62	DCR|2VULN|2AART|1MDPS|3DUR	1LIT|239DUR|47AART|56VULN|8RCR|aMDPS
194	11234 23133	   	187.58	DCR|1AART|1VULN|2CDMG|1ASPD|1ZMB|1DUR	1ASPD|2BEXP|3DUR|45CDMG|6LIT|7RCR|8VULN|9AART|aZMB
195	13632 12631	   	187.56	DCR|3VULN|2ASPD|2DUR|1AAC	19ASPD|2AAC|35DUR|469VULN|7RCR|89LIT|9BPWR|aLWND
196	13632 12634	   	187.56	DCR|3VULN|2ASPD|1AAC|2DUR	19ASPD|2AAC|35DUR|469VULN|7RCR|89LIT|9BPWR|aLHND
197	15325 13632	   	187.51	DCR|4VULN|2ASPD|1SELL	16ASPD|2LIT|3LEGI|4MLV|567aVULN|6BPWR|8RCR|9SELL
198	13632 12636	   	187.46	DCR|3VULN|2ASPD|2DUR|1AAC	19ASPD|2AAC|35DUR|469VULN|7RCR|89LIT|9BPWR|aMBVNT
199	15315 13632	   	187.41	DCR|4VULN|2ASPD|1SELL	16ASPD|2LIT|3LEGI|4TLV|567aVULN|6BPWR|8RCR|9SELL
200	33325 13522	   	187.41	DCR|3VULN|1ASPD|1DMG|2DUR	1LIT|26DUR|3DMG|4MLV|567VULN|6BPWR|8DMSP|9ASPD|aRCR
201	12332 33532	 * 	187.35	DCR|2AART|2DMG|1ASPD|1CDMG	1ASPD|2LWND|3DUST|4CDMG|5AME|67DMG|8aAART|9RCR
202	14332 33532	   	187.35	DCR|2AART|2DMG|1ASPD|1CDMG	1ASPD|2LHND|3DUST|4CDMG|5AME|67DMG|8aAART|9RCR
203	33315 13522	   	187.31	DCR|3VULN|1ASPD|1DMG|2DUR	1LIT|26DUR|3DMG|4TLV|567VULN|6BPWR|8DMSP|9ASPD|aRCR
204	33325 32522	   	187.26	DCR|2VULN|2DMG|1ASPD|2DUR	17LIT|27DUR|36DMG|4MLV|57VULN|7BPWR|8DMSP|9ASPD|aRCR
205	12335 33532	   	187.25	DCR|2AART|2DMG|1ASPD|1CDMG	1ASPD|2LWND|3DUST|4CDMG|5ERES|67DMG|8aAART|9RCR
206	14335 33532	   	187.25	DCR|2AART|2DMG|1ASPD|1CDMG	1ASPD|2LHND|3DUST|4CDMG|5ERES|67DMG|8aAART|9RCR
207	33315 32522	   	187.16	DCR|2VULN|2DMG|1ASPD|2DUR	17LIT|27DUR|36DMG|4TLV|57VULN|7BPWR|8DMSP|9ASPD|aRCR
208	13232 46231	   	187.03	DCR|2AART|1VULN|1ASPD|1CDMG|2DUR|1AAC	1ASPD|2AAC|3RMIN|4VULN|56DUR|7aAART|8CDMG|9RCR
209	35322 33156	   	187.01	DCR|4VULN|1AART|2DUR	127LIT|37DUR|4AART|5679VULN|7BPWR|8FEWX|aRCR
210	15152 13481	   	186.78	DCR|3ASPD|2VULN|1AART	169ASPD|2LIT|3LWND|4MBVNT|56VULN|6BPWR|7RPLT|8AART|aRCR
211	12631 36242	   	186.78	DCR|1SPLARM|1AART|1VULN|1ASPD|1DMG|1CDMG	1ASPD|2LWND|3RMIN|4VULN|5CDMG|6DMG|7SPLARM|8RCR|9AART|aMLV
212	13633 12154	   	186.61	DCR|3VULN|1ASPD|1CDMG|1AAC|1DUR	1ASPD|2AAC|3DUR|469VULN|5RCVC|7RCR|8RPLT|aCDMG
213	12431 36251	   	186.41	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1SPLREG	1ASPD|2LWND|3MLV|4VULN|5CDMG|6DMG|7AIRARM|8RCR|9SPLREG|aAART
214	11333 33451	   	186.29	DCR|2VULN|2ASPD|1DMG|1CDMG	15ASPD|2BEXP|3DUST|4CDMG|6LHND|7DMG|89VULN|aRCR
215	12333 33451	   	186.29	DCR|2VULN|2ASPD|1DMG|1CDMG	15ASPD|2LWND|3DUST|4CDMG|6LHND|7DMG|89VULN|aRCR
216	12333 53451	   	186.29	DCR|2VULN|2ASPD|1DMG|1CDMG	15ASPD|2LWND|3DUST|4CDMG|6FEWX|7DMG|89VULN|aRCR
217	12333 63451	   	186.29	DCR|2VULN|2ASPD|1DMG|1CDMG	15ASPD|2LWND|3DUST|4CDMG|6BEXP|7DMG|89VULN|aRCR
218	15152 34118	   	186.29	DCR|2VULN|2ASPD|1DMG|1CDMG	17ASPD|2LIT|3LWND|4MBVNT|58VULN|6CDMG|9DMG|aRCR
219	15252 34118	   	186.29	DCR|2VULN|2ASPD|1DMG|1CDMG	17ASPD|2LIT|3LHND|4MBVNT|58VULN|6CDMG|9DMG|aRCR
220	15352 34118	   	186.19	DCR|2VULN|2ASPD|1DMG|1CDMG	17ASPD|2LIT|3LEGI|4MBVNT|58VULN|6CDMG|9DMG|aRCR
221	15152 13138	   	186.19	DCR|2VULN|2ASPD|1AART|1ZMB	16ASPD|2LIT|3LWND|4MBVNT|56VULN|6BPWR|7RPLT|8ZMB|9RCR|aAART
222	15252 13138	   	186.19	DCR|2VULN|2ASPD|1AART|1ZMB	16ASPD|2LIT|3LHND|4MBVNT|56VULN|6BPWR|7RPLT|8ZMB|9RCR|aAART
223	11233 25151	   	186.17	DCR|3ASPD|1VULN|1CDMG|2DUR|2ZMB	158ASPD|2BEXP|38DUR|4CDMG|6LIT|78ZMB|8BPWR|9VULN|aRCR
224	35322 36126	   	186.12	DCR|3VULN|2AART|1DUR	12LIT|3DUR|49AART|567VULN|8RCR|aRCVC
225	22352 18424	   	186.09	DCR|3VULN|1ASPD|1DMG|1ZMB	16FEWX|2LIT|3DMG|4MBVNT|568VULN|6BPWR|7ZMB|9RCR|aASPD
226	32352 18424	   	186.09	DCR|3VULN|1ASPD|1DMG|1ZMB	16LIT|2FEWX|3DMG|4MBVNT|568VULN|6BPWR|7ZMB|9RCR|aASPD
227	34325 22311	   	185.89	DCR|2VULN|2ASPD|1DMG|2ZMB	1LIT|2aLWND|3DMG|4MLV|5aVULN|68ZMB|7aASPD|9RCR|aBPWR
228	62325 22311	   	185.89	DCR|2VULN|2ASPD|1DMG|2ZMB	1LWND|2aLIT|3DMG|4MLV|5aVULN|68ZMB|7aASPD|9RCR|aBPWR
229	15352 15411	   	185.86	DCR|4VULN|2ASPD	1aASPD|26LIT|3LEGI|4MBVNT|567aVULN|6aBPWR|8aAME|9RCR
230	34315 22311	   	185.79	DCR|2VULN|2ASPD|1DMG|2ZMB	1LIT|2aLWND|3DMG|4TLV|5aVULN|68ZMB|7aASPD|9RCR|aBPWR
231	62315 22311	   	185.79	DCR|2VULN|2ASPD|1DMG|2ZMB	1LWND|2aLIT|3DMG|4TLV|5aVULN|68ZMB|7aASPD|9RCR|aBPWR
232	35322 36121	   	185.79	DCR|3VULN|2AART|1DUR	12LIT|3DUR|49AART|567VULN|8RCR|aRPLT
233	35322 36122	   	185.79	DCR|3VULN|2AART|1DUR	12aLIT|3DUR|49AART|567VULN|8RCR
234	35322 36125	   	185.79	DCR|3VULN|2AART|1DUR	12LIT|3DUR|49AART|567VULN|8RCR|aCGEN
235	33152 14161	   	185.76	DCR|3VULN|2ASPD|2DUR	1aLIT|26DUR|3aLHND|4CGEN|567VULN|6aBPWR|8RCR|9aASPD
236	13632 12256	   	185.71	DCR|2VULN|1ASPD|1DMG|2DUR|1AAC|1ZMB	1ASPD|2AAC|35DUR|46VULN|7RCR|8DMG|9MLV|aZMB
237	14433 12212	   	185.70	DCR|2VULN|1AART|1ASPD|1DMG	1ASPD|25LHND|3MLV|46VULN|7RCR|8DMG|9AART|aRPLT
238	14433 12214	   	185.70	DCR|2VULN|1AART|1ASPD|1DMG	1ASPD|25LHND|3MLV|46VULN|7RCR|8DMG|9AART|aBEXP
239	14433 22211	   	185.70	DCR|2VULN|1AART|1ASPD|1DMG	1ASPD|25LHND|36MLV|4aVULN|7RCR|8DMG|9AART
240	35322 36124	   	185.69	DCR|3VULN|2AART|1DUR	12LIT|3DUR|49AART|567VULN|8RCR|aDUST
241	35322 36143	   	185.69	DCR|3VULN|2AART|1DUR	12LIT|3DUR|4aAART|567VULN|8RCR|9CANARM
242	13511 31525	   	185.68	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1DUR	1ASPD|2AAC|3DUST|4FEWX|5CDMG|6DMG|7DUR|8AART|9RCR|aVULN
243	15352 15311	   	185.66	DCR|4VULN|2ASPD	1aASPD|26LIT|3LEGI|4MBVNT|567aVULN|6aBPWR|8aTLV|9RCR
244	15332 14248	   	185.66	DCR|4VULN|2ASPD	16ASPD|2LIT|3LEGI|4LHND|567aVULN|6BPWR|8MBVNT|9RCR
245	11233 23134	   	185.65	DCR|2ASPD|1AART|1VULN|1CDMG|1AAC|1DUR	15ASPD|2BEXP|3DUR|4CDMG|6LIT|7RCR|8VULN|9AART|aAAC
246	13632 15236	   	185.62	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR|1AAC	1ASPD|2AAC|35DUR|46VULN|7LHND|8DMG|9CDMG|aRCR
247	13234 12251	   	185.60	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	1ASPD|2AAC|3RMIN|46VULN|5CGEN|7RCR|8DMG|9MLV|aAART
248	14433 12213	   	185.60	DCR|2VULN|1AART|1ASPD|1DMG	1ASPD|25LHND|3MLV|46VULN|7RCR|8DMG|9AART|aERES
249	13531 31526	   	185.52	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|2DUR	1ASPD|2AAC|3DUST|49VULN|5CDMG|6DMG|78DUR|aRCR
250	13632 11236	   	185.52	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|2DUR	1ASPD|2AAC|35DUR|46VULN|7DUST|8DMG|9CDMG|aRCR
251	13231 12251	   	185.50	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	1ASPD|2AAC|3RMIN|46VULN|5ERES|7RCR|8DMG|9MLV|aAART
252	13441 12251	   	185.50	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	1ASPD|2AAC|3CGEN|46VULN|5ERES|7RCR|8DMG|9MLV|aAART
253	13234 12236	   	185.50	DCR|2VULN|2CDMG|1ASPD|1DMG|1AAC	1ASPD|2AAC|3RMIN|46VULN|5CGEN|7RCR|8DMG|9aCDMG
254	33422 31553	 * 	185.45	DCR|2VULN|2AART|1CDMG|2DUR	1LIT|23DUR|47AART|56VULN|8MLV|9CDMG|aRCR
255	13441 12221	   	185.40	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	1ASPD|2AAC|3CGEN|46VULN|5ERES|7RCR|8DMG|9TLV|aAART
256	13231 12236	   	185.40	DCR|2VULN|2CDMG|1ASPD|1DMG|1AAC	1ASPD|2AAC|3RMIN|46VULN|5ERES|7RCR|8DMG|9aCDMG
257	13441 12236	   	185.40	DCR|2VULN|2CDMG|1ASPD|1DMG|1AAC	1ASPD|2AAC|3CGEN|46VULN|5ERES|7RCR|8DMG|9aCDMG
258	33362 53121	   	185.23	DCR|2AART|2DMG|1VULN|1DUR	1aLIT|2DUR|37DMG|46AART|5DMSP|8RCR|9VULN
259	33362 53122	   	185.23	DCR|2AART|2DMG|1VULN|1DUR	1LIT|2DUR|37DMG|46AART|5DMSP|8RCR|9VULN|aRMIN
260	33362 53123	   	185.23	DCR|2AART|2DMG|1VULN|1DUR	1LIT|2DUR|37DMG|46AART|5DMSP|8RCR|9VULN|aLWND
261	33362 53124	   	185.23	DCR|2AART|2DMG|1VULN|1DUR	1LIT|2DUR|37DMG|46AART|5DMSP|8RCR|9VULN|aCGEN
262	33362 53125	   	185.23	DCR|2AART|2DMG|1VULN|1DUR	1LIT|2DUR|37DMG|46AART|5DMSP|8RCR|9VULN|aLHND
263	33362 53143	   	185.23	DCR|2AART|2DMG|1VULN|1DUR	1LIT|2DUR|37DMG|46AART|5DMSP|8RCR|9CGEN|aVULN
264	33362 53126	   	185.13	DCR|2AART|2DMG|1VULN|1DUR	1LIT|2DUR|37DMG|46AART|5DMSP|8RCR|9VULN|aBASARM
265	33463 52322	   	185.10	DCR|1AART|1VULN|1ASPD|1DMG|2DUR|1ZMB	1LIT|23DUR|4ZMB|5DMG|6VULN|7TSLARM|8AART|9RCR|aASPD
266	13633 12635	   	185.09	DCR|3VULN|2ASPD|1AAC|1DUR	19ASPD|2AAC|3DUR|469VULN|5aRCVC|7RCR|89LIT|9BPWR
267	33332 14248	   	185.09	DCR|4VULN|1DMG|2DUR	1LIT|26DUR|3DMG|4LHND|567aVULN|6BPWR|8MBVNT|9RCR
268	13331 33516	 * 	185.01	DCR|2DMG|1VULN|2CDMG|1ASPD|1AAC|1DUR	1ASPD|2AAC|3LHND|4VULN|59CDMG|67DMG|8DUR|aRCR
269	12232 31532	   	184.93	DCR|2DMG|1AART|1ASPD|1CDMG|2DUR	1ASPD|2LWND|37DUR|4CDMG|5AME|6aDMG|8AART|9RCR
270	12461 31532	   	184.93	DCR|2DMG|1AART|1ASPD|1CDMG|2DUR	1ASPD|2LWND|3MLV|47DUR|5CDMG|6aDMG|8AART|9RCR
271	14232 31532	   	184.93	DCR|2DMG|1AART|1ASPD|1CDMG|2DUR	1ASPD|2LHND|37DUR|4CDMG|5AME|6aDMG|8AART|9RCR
272	63136 53121	   	184.92	DCR|3ASPD|2VULN|1DMG|1SELL	1aLWND|2SELL|37aASPD|4DMG|5DLOT|6LIT|8aVULN|9RCR|aBPWR
273	13441 12231	   	184.91	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1SPLREG	1ASPD|2AAC|3CGEN|46VULN|5ERES|7RCR|8DMG|9CDMG|aSPLREG
274	15152 12632	   	184.84	DCR|3VULN|3ASPD	167ASPD|2LIT|3LWND|4MBVNT|56aVULN|6BPWR|8RCR|9CGEN
275	15252 12632	   	184.84	DCR|3VULN|3ASPD	167ASPD|2LIT|3LHND|4MBVNT|56aVULN|6BPWR|8RCR|9CGEN
276	12161 31532	   	184.83	DCR|2DMG|1AART|1ASPD|1CDMG|2DUR	1ASPD|2LWND|3ERES|47DUR|5CDMG|6aDMG|8AART|9RCR
277	12235 31532	   	184.83	DCR|2DMG|1AART|1ASPD|1CDMG|2DUR	1ASPD|2LWND|37DUR|4CDMG|5ERES|6aDMG|8AART|9RCR
278	14161 31532	   	184.83	DCR|2DMG|1AART|1ASPD|1CDMG|2DUR	1ASPD|2LHND|3ERES|47DUR|5CDMG|6aDMG|8AART|9RCR
279	14235 31532	   	184.83	DCR|2DMG|1AART|1ASPD|1CDMG|2DUR	1ASPD|2LHND|37DUR|4CDMG|5ERES|6aDMG|8AART|9RCR
280	13633 12631	   	184.78	DCR|3VULN|2ASPD|1AAC|1DUR	19ASPD|2AAC|3DUR|469VULN|5RCVC|7RCR|89LIT|9BPWR|aLWND
281	13633 12634	   	184.78	DCR|3VULN|2ASPD|1AAC|1DUR	19ASPD|2AAC|3DUR|469VULN|5RCVC|7RCR|89LIT|9BPWR|aLHND
282	13632 12213	   	184.74	DCR|2VULN|1MDPS|1ASPD|1DMG|2DUR|1AAC	1ASPD|2AAC|35DUR|46VULN|7RCR|8DMG|9DMSP|aMDPS
283	13632 12223	   	184.74	DCR|2VULN|1MDPS|1ASPD|1DMG|2DUR|1AAC	1ASPD|2AAC|35DUR|46VULN|7RCR|8DMG|9AELBLL|aMDPS
284	13633 12636	   	184.68	DCR|3VULN|2ASPD|1AAC|1DUR	19ASPD|2AAC|3DUR|469VULN|5RCVC|7RCR|89LIT|9BPWR|aMBVNT
285	15325 13622	 * 	184.61	DCR|3VULN|1MDPS|2ASPD|1AAC	16ASPD|2LIT|3LEGI|4MLV|567VULN|6BPWR|8RCR|9MDPS|aAAC
286	13631 32416	   	184.55	DCR|1SPLARM|2DMG|1VULN|1ASPD|1CDMG|1AAC|1DUR|1SELL	1ASPD|2AAC|3DUR|4VULN|5CDMG|68DMG|7SPLARM|9SELL|aRCR
287	15315 13622	   	184.51	DCR|3VULN|1MDPS|2ASPD|1AAC	16ASPD|2LIT|3LEGI|4TLV|567VULN|6BPWR|8RCR|9MDPS|aAAC
288	13235 56231	   	184.25	DCR|2AART|1VULN|1ASPD|1CDMG|1AAC|1DUR	1ASPD|2AAC|3RMIN|4VULN|5RCVC|6DUR|7aAART|8CDMG|9RCR
289	33352 13335	   	184.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	16LIT|2DUR|3DMG|4MBVNT|56VULN|6BPWR|7CDMG|8FEWX|9AART|aRCR
290	22352 13435	   	184.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	16FEWX|2LIT|3DMG|4MBVNT|56VULN|6BPWR|7CDMG|8DUR|9AART|aRCR
291	32352 13435	   	184.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	16LIT|2FEWX|3DMG|4MBVNT|56VULN|6BPWR|7CDMG|8DUR|9AART|aRCR
292	33422 16315	   	184.14	DCR|2VULN|1AART|1ASPD|3DUR	1LIT|239DUR|4AART|5aVULN|6DUST|7RCR|8ASPD
293	22352 12425	   	184.06	DCR|3VULN|1ASPD|1DMG|1DUR	16FEWX|2LIT|3DMG|4MBVNT|568VULN|6BPWR|7ASPD|9RCR|aDUR
294	32352 12425	   	184.06	DCR|3VULN|1ASPD|1DMG|1DUR	16LIT|2FEWX|3DMG|4MBVNT|568VULN|6BPWR|7ASPD|9RCR|aDUR
295	11233 23131	   	184.03	DCR|2ASPD|1AART|1VULN|1CDMG|1DUR	15ASPD|2BEXP|3DUR|4CDMG|6LIT|7RCR|8VULN|9AART|aCGEN
296	14233 34513	   	184.03	DCR|2ASPD|1AART|1VULN|1CDMG|1DUR	15ASPD|26LHND|3DUR|4CDMG|7RCR|8AART|9FEWX|aVULN
297	33352 15824	   	183.96	DCR|3VULN|1ASPD|1DMG|1AAC|1DUR	16LIT|2DUR|3DMG|4MBVNT|567VULN|6BPWR|8AAC|9RCR|aASPD
298	11233 23136	   	183.93	DCR|2ASPD|1AART|1VULN|1CDMG|1DUR	15ASPD|2BEXP|3DUR|4CDMG|6LIT|7RCR|8VULN|9AART|aDUST
299	12461 32613	   	183.88	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1ASPD|2LWND|3MLV|4DUR|5CDMG|6DMG|7VENFST|8AART|9VULN|aRCR
300	22325 22511	   	183.86	DCR|2VULN|2ASPD|1DMG|1ZMB	1FEWX|2aLIT|3DMG|4MLV|5aVULN|6ZMB|7aASPD|8RCVC|9RCR|aBPWR
301	32325 22511	   	183.86	DCR|2VULN|2ASPD|1DMG|1ZMB	1LIT|2aFEWX|3DMG|4MLV|5aVULN|6ZMB|7aASPD|8RCVC|9RCR|aBPWR
302	34325 22211	   	183.86	DCR|2VULN|2ASPD|1DMG|1ZMB	1LIT|2aLWND|3DMG|4MLV|5aVULN|6ZMB|7aASPD|8RCVC|9RCR|aBPWR
303	62325 22211	   	183.86	DCR|2VULN|2ASPD|1DMG|1ZMB	1LWND|2aLIT|3DMG|4MLV|5aVULN|6ZMB|7aASPD|8RCVC|9RCR|aBPWR
304	33331 62642	   	183.85	DCR|2DMG|2ASPD|1VULN|1DUR	19LIT|2DUR|39DMG|4LHND|5RMIN|6RCR|7BEXP|89ASPD|9BPWR|aVULN
305	34323 14611	   	183.81	DCR|3VULN|2DMG|1ZMB	1aLIT|2LWND|3aDMG|4MLV|5ZMB|67aVULN|8RMIN|9RCR|aBPWR
306	62323 14611	   	183.81	DCR|3VULN|2DMG|1ZMB	1aLWND|2LIT|3aDMG|4MLV|5ZMB|67aVULN|8RMIN|9RCR|aBPWR
307	16452 13133	   	183.78	DCR|1AART|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1ASPD|2RCVC|3LIT|4CDMG|5DUST|6DUR|7RCR|8VULN|9AART|aZMB
308	13631 34334	   	183.78	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1AAC|1DUR	1ASPD|2AAC|3DUR|4VULN|5CDMG|6DMG|7FEWX|8LIT|9AART|aRCR
309	22315 22511	   	183.76	DCR|2VULN|2ASPD|1DMG|1ZMB	1FEWX|2aLIT|3DMG|4TLV|5aVULN|6ZMB|7aASPD|8RCVC|9RCR|aBPWR
310	32315 22511	   	183.76	DCR|2VULN|2ASPD|1DMG|1ZMB	1LIT|2aFEWX|3DMG|4TLV|5aVULN|6ZMB|7aASPD|8RCVC|9RCR|aBPWR
311	34315 22211	   	183.76	DCR|2VULN|2ASPD|1DMG|1ZMB	1LIT|2aLWND|3DMG|4TLV|5aVULN|6ZMB|7aASPD|8RCVC|9RCR|aBPWR
312	62315 22211	   	183.76	DCR|2VULN|2ASPD|1DMG|1ZMB	1LWND|2aLIT|3DMG|4TLV|5aVULN|6ZMB|7aASPD|8RCVC|9RCR|aBPWR
313	15625 32313	   	183.75	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	17ASPD|2LIT|3CGEN|4DUR|5VULN|6DMG|8TLV|9RCR|aAART
314	33422 21125	   	183.72	DCR|3AART|2VULN|3DUR	16aLIT|23aDUR|479AART|5aVULN|8RCR|aBPWR
315	34313 14611	   	183.71	DCR|3VULN|2DMG|1ZMB	1aLIT|2LWND|3aDMG|4TLV|5ZMB|67aVULN|8RMIN|9RCR|aBPWR
316	62313 14611	   	183.71	DCR|3VULN|2DMG|1ZMB	1aLWND|2LIT|3aDMG|4TLV|5ZMB|67aVULN|8RMIN|9RCR|aBPWR
317	13531 31334	   	183.68	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1AAC|1DUR	1ASPD|2AAC|3DUST|4VULN|5CDMG|6DMG|7DUR|8LIT|9AART|aRCR
318	15552 14242	   	183.66	DCR|4VULN|2ASPD	17ASPD|2LIT|3569VULN|4MBVNT|8FEWX|aRCR
319	15552 22413	   	183.66	DCR|4VULN|2ASPD	17ASPD|2LIT|3578VULN|4MBVNT|67ERES|7BPWR|9FEWX|aRCR
320	22352 18428	   	183.61	DCR|3VULN|2DMG|1ZMB	16FEWX|2LIT|3aDMG|4MBVNT|568VULN|6BPWR|7ZMB|9RCR
321	32352 18428	   	183.61	DCR|3VULN|2DMG|1ZMB	16LIT|2FEWX|3aDMG|4MBVNT|568VULN|6BPWR|7ZMB|9RCR
322	33422 33334	   	183.55	DCR|3VULN|1AART|3DUR|1AAC	17LIT|237DUR|4AART|567VULN|7BPWR|8RCR|9FEWX|aAAC
323	33422 33354	   	183.55	DCR|3VULN|1AART|3DUR|1AAC	17LIT|237DUR|4AART|567VULN|7BPWR|8RCR|9BEXP|aAAC
