0	Index      	 *	Score 	Summary	Detail	
1	42313 51316	 * 	215.63	DCR|2VULN|2DMG|2ASPD|1AART|1SELL	19ASPD|29DMG|3MLV|4SELL|5AART|6RMIN|7FEWX|89VULN|9BPWR|aRCR
160	36125 32322	   	192.17	DCR|2VULN|2AART|1CDMG|1DUR	1RCVC|2CDMG|35VULN|4DUR|6RCR|7DUST|8aAART|9CANARM
161	36125 32352	   	192.17	DCR|2VULN|2AART|1CDMG|1DUR	1RCVC|2CDMG|35VULN|4DUR|6RCR|7DUST|8aAART|9BASARM
162	36133 51263	 * 	192.13	DCR|2DMG|3CDMG|1VULN|1ASPD	1RCVC|269CDMG|3VULN|49BEXP|5MBVNT|79DMG|8RCR|9BPWR|aASPD
163	41323 25364	   	192.00	DCR|2DMG|2ASPD|1VULN|1CDMG|1DUR	19ASPD|2DUR|39MLV|4MBVNT|5CDMG|6VULN|7RPLT|89DMG|9BPWR|aRCR
164	36115 11631	   	191.95	DCR|4VULN|1DMG|1CDMG	1RCVC|2CDMG|356aVULN|4FEWX|7DMG|8LIT|9RCR
165	36135 11631	   	191.95	DCR|4VULN|1DMG|1CDMG	1RCVC|2CDMG|356aVULN|4BEXP|7DMG|8LIT|9RCR
166	36125 32613	   	191.94	DCR|2VULN|2ASPD|1CDMG|2DUR	1RCVC|2CDMG|35VULN|4aDUR|6RCR|7DUST|89ASPD
167	36125 33342	   	191.94	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	18RCVC|2CDMG|35VULN|4DUR|6RCR|7RMIN|9ZMB|aAART
168	41433 15123	   	191.90	DCR|2VULN|2ASPD|1DMG|2DUR|2RMIN	14ASPD|24DUR|35RMIN|4BPWR|67VULN|8CANARM|9DMG|aRCR
169	42513 22316	   	191.89	DCR|1MDPS|2DMG|2ASPD|1VULN|1ZMB|1DUR	19ASPD|23DMG|4MDPS|5DUR|6VULN|7RCR|8AME|aZMB
170	42413 22432	   	191.89	DCR|2DMG|1MDPS|2ASPD|1VULN|1ZMB|1DUR	13ASPD|29DMG|4MDPS|5DUR|6VULN|7RCR|8FEWX|aZMB
171	42513 22143	   	191.88	DCR|2VULN|2DMG|1MDPS|1ASPD|1DUR	1ASPD|23DMG|4MDPS|5DUR|6aVULN|7RCR|8RMIN|9BEXP
172	42513 22152	   	191.88	DCR|2VULN|1MDPS|2DMG|1ASPD|1DUR	1ASPD|23DMG|4MDPS|5DUR|69VULN|7RCR|8RMIN|aMLV
173	42514 22123	   	191.88	DCR|2VULN|2DMG|1MDPS|1ASPD|1DUR	1ASPD|23DMG|4MDPS|5LHND|6aVULN|7RCR|8RMIN|9DUR
174	42532 22123	   	191.88	DCR|2VULN|2DMG|1MDPS|1ASPD|1DUR	1ASPD|23DMG|4FEWX|5MDPS|6aVULN|7RCR|8RMIN|9DUR
175	42542 22123	   	191.88	DCR|2VULN|2DMG|1MDPS|1ASPD|1DUR	1ASPD|23DMG|4LHND|5MDPS|6aVULN|7RCR|8RMIN|9DUR
176	42413 22153	   	191.85	DCR|2VULN|1MDPS|2ASPD|1DMG|1AAC|1DUR	13ASPD|2DMG|4MDPS|5DUR|69VULN|7RCR|8RMIN|aAAC
177	42513 22216	   	191.79	DCR|1MDPS|2DMG|2ASPD|1VULN|1ZMB|1DUR	19ASPD|23DMG|4MDPS|5DUR|6VULN|7RCR|8ERES|aZMB
178	42413 22532	   	191.79	DCR|2DMG|1MDPS|2ASPD|1VULN|1ZMB|1DUR	13ASPD|29DMG|4MDPS|5DUR|6VULN|7RCR|8MBVNT|aZMB
179	42513 22133	   	191.78	DCR|2VULN|2DMG|1MDPS|1ASPD|1DUR	1ASPD|23DMG|4MDPS|5DUR|6aVULN|7RCR|8RMIN|9DUST
180	42513 22151	   	191.78	DCR|2VULN|2DMG|1MDPS|1ASPD|1DUR|1MSE	1ASPD|23DMG|4MDPS|5DUR|69VULN|7RCR|8RMIN|aMSE
181	41221 36324	 * 	191.77	ACR|3VULN|2DMG|2ASPD|1DUR	1aASPD|2DUR|36aVULN|4AME|5RCR|79LHND|8aDMG|aBPWR
182	41221 33154	   	191.77	ACR|3VULN|2DMG|2ASPD|1DUR	1aASPD|2DUR|36aVULN|4AME|5RCR|78FEWX|9aDMG|aBPWR
183	36125 32336	   	191.77	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	1RCVC|2CDMG|35VULN|4aDUR|6RCR|7DUST|8AART|9ZMB
184	36115 31125	   	191.77	DCR|2VULN|2CDMG|1ASPD|1DMG	1RCVC|29CDMG|35VULN|4FEWX|6RCR|7DMG|8BEXP|aASPD
185	36115 31225	   	191.77	DCR|2VULN|2CDMG|1ASPD|1DMG	1RCVC|29CDMG|35VULN|4FEWX|6RCR|7DMG|8LWND|aASPD
186	41221 13316	 * 	191.74	ACR|2AART|2ASPD|3CDMG|1VULN|2DUR	19ASPD|29DUR|3VULN|4AME|5RCR|679CDMG|8aAART|9BPWR
187	42315 21233	   	191.73	DCR|3VULN|2ASPD|1DMG|1SELL	15ASPD|2DMG|37MLV|4SELL|69aVULN|8RCR
188	36135 31325	   	191.67	DCR|2VULN|2CDMG|1ASPD|1DMG	1RCVC|29CDMG|35VULN|4BEXP|6RCR|7DMG|8DUST|aASPD
189	22123 44786	   	191.66	DCR|2VULN|2AART|1ASPD|1CDMG	1ERES|2ASPD|3LEGI|4MBVNT|5CDMG|68AART|79VULN|aRCR
190	43611 41213	   	191.61	DCR|2ASPD|1VULN|2CDMG|1DMG|1ZMB	16ASPD|2RCVC|3SPLJET|4VULN|56CDMG|6BPWR|7DMG|8RCR|9LIT|aZMB
191	41323 23386	   	191.52	DCR|2VULN|1AART|2CDMG|1ASPD|1DUR	1ASPD|2DUR|3MLV|4MBVNT|57CDMG|69VULN|8AART|aRCR
192	36125 33352	   	191.50	DCR|4VULN|1CDMG|1DUR	18RCVC|2CDMG|359aVULN|4DUR|6RCR|7RMIN
193	42315 21231	   	191.49	DCR|2VULN|2DMG|2ASPD|1SELL	15ASPD|2aDMG|37MLV|4SELL|69VULN|8RCR
194	36125 31352	   	191.46	DCR|3VULN|1DMG|1CDMG|1DUR	18RCVC|2CDMG|359VULN|4DUR|6RCR|7DMG|aDLOT
195	54331 21251	   	191.33	DCR|4VULN|2DMG	1RPLT|2369VULN|459BEXP|79DMG|8RCR|9BPWR|aLHND
196	54331 21253	   	191.33	DCR|4VULN|2DMG	1RPLT|2369VULN|459BEXP|79DMG|8RCR|9BPWR|aCGEN
197	56331 21251	   	191.33	DCR|4VULN|2DMG	1RPLT|259BEXP|3469VULN|79DMG|8RCR|9BPWR|aLHND
198	56331 21253	   	191.33	DCR|4VULN|2DMG	1RPLT|259BEXP|3469VULN|79DMG|8RCR|9BPWR|aCGEN
199	22541 41312	 * 	191.21	DCR|2DMG|2ASPD|2CDMG|1NUKE	1ERES|26ASPD|37DMG|4AIRARM|56CDMG|6BPWR|8RCR|9LHND|aNUKE
200	42513 22353	   	191.05	DCR|2VULN|1MDPS|2DMG|1ASPD|1AAC|1DUR	1ASPD|23DMG|4MDPS|5DUR|69VULN|7RCR|8AME|aAAC
201	42314 12315	 * 	190.98	DCR|2DMG|2ASPD|1VULN|1AART|1NUKE|1SELL	19ASPD|29DMG|3MLV|4SELL|5NUKE|6VULN|79BEXP|8AART|9BPWR|aRCR
202	42513 22116	   	190.96	DCR|2DMG|1MDPS|2ASPD|1VULN|2DUR	19ASPD|23DMG|4MDPS|5aDUR|6VULN|7RCR|8RMIN
203	42513 22253	   	190.95	DCR|2VULN|1MDPS|2DMG|1ASPD|1AAC|1DUR	1ASPD|23DMG|4MDPS|5DUR|69VULN|7RCR|8ERES|aAAC
204	42532 22523	 * 	190.69	DCR|3DMG|1MDPS|1VULN|1ASPD|1CDMG|1SELL	1ASPD|239DMG|4FEWX|5MDPS|6VULN|7RCR|8SELL|aCDMG
205	36133 21213	   	190.57	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1RCVC|2CDMG|36VULN|4BEXP|5MBVNT|7DMG|8RCR|9ASPD|aZMB
206	42132 22156	   	190.54	DCR|2VULN|1MDPS|2ASPD|1DMG|1ZMB	14ASPD|2DMG|3LHND|5MDPS|69VULN|7RCR|8RMIN|aZMB
207	36115 36132	   	190.41	DCR|3VULN|1DMG|1CDMG|1DUR	1RCVC|2CDMG|357VULN|4aFEWX|6RCR|8DMG|9DUR
208	36115 36133	   	190.41	DCR|3VULN|1DMG|1CDMG|1DUR	1RCVC|2CDMG|357VULN|4FEWX|6RCR|8DMG|9DUR|aBEXP
209	36125 36121	   	190.41	DCR|3VULN|1DMG|1CDMG|1DUR	1RCVC|2CDMG|357VULN|4DUR|6RCR|8DMG|9AME|aMLV
210	36115 36131	   	190.31	DCR|3VULN|1DMG|1CDMG|1DUR	1RCVC|2CDMG|357VULN|4FEWX|6RCR|8DMG|9DUR|aTLV
211	36125 32632	   	190.31	DCR|3VULN|1ASPD|1CDMG|1DUR	1RCVC|2CDMG|35aVULN|4DUR|6RCR|7DUST|8ASPD|9LHND
212	36125 36112	   	190.31	DCR|3VULN|1DMG|1CDMG|1DUR	1RCVC|2CDMG|357VULN|4DUR|6RCR|8DMG|9LEGI|aFEWX
213	36125 36111	   	190.21	DCR|3VULN|1DMG|1CDMG|1DUR	1RCVC|2CDMG|357VULN|4DUR|6RCR|8DMG|9LEGI|aTLV
214	36125 31521	   	190.07	DCR|2VULN|2DMG|1CDMG|1DUR	1RCVC|2CDMG|35VULN|4DUR|6RCR|7aDMG|8TSLARM|9LWND
215	36125 31511	   	189.97	DCR|2VULN|2DMG|1CDMG|1DUR	1RCVC|2CDMG|35VULN|4DUR|6RCR|7aDMG|8TSLARM|9DUST
216	42453 11113	   	189.91	DCR|3ASPD|2VULN|1DMG	139ASPD|2DMG|47VULN|5RMIN|6LWND|8DUST|aRCR
217	42453 21213	   	189.91	DCR|3ASPD|2VULN|1DMG	139ASPD|2DMG|47VULN|5RMIN|6DUST|8BEXP|aRCR
218	56315 21223	   	189.89	DCR|4VULN|1DMG|1CDMG	15RPLT|24BEXP|346aVULN|4BPWR|7DMG|8RCR|9CDMG
219	36133 23266	   	189.80	DCR|3VULN|2CDMG|1ASPD	1RCVC|29CDMG|369VULN|49BEXP|5MBVNT|7RMIN|8RCR|9BPWR|aASPD
220	54331 21223	   	189.79	DCR|4VULN|1DMG|1CDMG	1RPLT|236aVULN|45BEXP|7DMG|8RCR|9CDMG
221	54335 21223	   	189.79	DCR|4VULN|1DMG|1CDMG	15RPLT|236aVULN|4BEXP|7DMG|8RCR|9CDMG
222	54631 21223	   	189.79	DCR|4VULN|1DMG|1CDMG	1RPLT|246aVULN|35BEXP|7DMG|8RCR|9CDMG
223	56331 21223	   	189.79	DCR|4VULN|1DMG|1CDMG	1RPLT|25BEXP|346aVULN|7DMG|8RCR|9CDMG
224	56335 21223	   	189.79	DCR|4VULN|1DMG|1CDMG	15RPLT|2BEXP|346aVULN|7DMG|8RCR|9CDMG
225	42264 12121	 * 	189.74	DCR|3DMG|2ASPD|1VULN|1SELL	16ASPD|256DMG|3SELL|4RCVC|6BPWR|7BEXP|8RCR|9VULN|aLWND
226	42264 12122	 * 	189.74	DCR|3DMG|2ASPD|1VULN|1SELL	16ASPD|256DMG|3SELL|4RCVC|6BPWR|7BEXP|8RCR|9VULN|aLHND
227	42264 12123	 * 	189.74	DCR|3DMG|2ASPD|1VULN|1SELL	16ASPD|256DMG|3SELL|4RCVC|6BPWR|7BEXP|8RCR|9VULN|aCGEN
228	36115 31152	   	189.74	DCR|3VULN|2CDMG|1DMG	1RCVC|29CDMG|359VULN|4aFEWX|6RCR|7DMG|89BEXP|9BPWR
229	36115 31153	   	189.74	DCR|3VULN|2CDMG|1DMG	1RCVC|29CDMG|359VULN|4FEWX|6RCR|7DMG|89aBEXP|9BPWR
230	36115 31252	   	189.74	DCR|3VULN|2CDMG|1DMG	1RCVC|29CDMG|359VULN|4aFEWX|6RCR|7DMG|89LWND|9BPWR
231	36115 31253	   	189.74	DCR|3VULN|2CDMG|1DMG	1RCVC|29CDMG|359VULN|4FEWX|6RCR|7DMG|89LWND|9BPWR|aBEXP
232	42123 35234	   	189.70	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1ASPD|2DMG|3LHND|4ERES|5ZMB|6CDMG|7BASFIG|8RCR|9AART|aVULN
233	11323 28441	   	189.68	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1LWND|2ERES|3ASPD|4MBVNT|5CDMG|6VULN|7RCR|8AART|9DMG|aDUR
234	42213 21365	   	189.67	DCR|2VULN|2DMG|2ASPD|2SELL	18ASPD|28DMG|37SELL|4FEWX|5TLV|68VULN|8BPWR|9RCR|aRCVC
235	43516 23312	 * 	189.65	DCR|3VULN|2ASPD|1CDMG|1SELL	1aASPD|2RCVC|368VULN|4SELL|5AELBLL|7CDMG|9RCR
236	36115 31151	   	189.64	DCR|3VULN|2CDMG|1DMG	1RCVC|29CDMG|359VULN|4FEWX|6RCR|7DMG|89BEXP|9BPWR|aTLV
237	36115 31251	   	189.64	DCR|3VULN|2CDMG|1DMG	1RCVC|29CDMG|359VULN|4FEWX|6RCR|7DMG|89LWND|9BPWR|aTLV
238	36133 21215	 * 	189.60	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG	1RCVC|2CDMG|36VULN|4BEXP|5MBVNT|7DMG|8RCR|9ASPD|aMDPS
239	36135 31352	   	189.54	DCR|3VULN|2CDMG|1DMG	1RCVC|29CDMG|359VULN|4BEXP|6RCR|7DMG|89DUST|9BPWR|aFEWX
240	54353 21114	   	189.50	DCR|4VULN|1ASPD|1DMG	1RPLT|2346VULN|5MBVNT|7DMG|8BEXP|9ASPD|aRCR
241	54353 21214	   	189.50	DCR|4VULN|1ASPD|1DMG	1RPLT|2346VULN|5MBVNT|7DMG|8LWND|9ASPD|aRCR
242	22511 21362	   	189.49	DCR|3VULN|2ASPD|1DMG|2SELL	18ERES|28ASPD|3DMG|47SELL|5FEWX|68aVULN|8BPWR|9RCR
243	41211 53132	   	189.46	DCR|3VULN|2ASPD|2DUR	18ASPD|25DUR|389VULN|48TSLFST|6RCR|7BELT|8BPWR|aLWND
244	41211 53135	   	189.46	DCR|3VULN|2ASPD|2DUR	18ASPD|25DUR|389VULN|48TSLFST|6RCR|7BELT|8BPWR|aBEXP
245	36135 31351	   	189.44	DCR|3VULN|2CDMG|1DMG	1RCVC|29CDMG|359VULN|4BEXP|6RCR|7DMG|89DUST|9BPWR|aTLV
246	41211 53133	   	189.36	DCR|3VULN|2ASPD|2DUR	18ASPD|25DUR|389VULN|48TSLFST|6RCR|7BELT|8BPWR|aLEGI
247	41211 53134	   	189.36	DCR|3VULN|2ASPD|2DUR	18ASPD|25DUR|389VULN|48TSLFST|6RCR|7BELT|8BPWR|aMBVNT
248	42213 21361	   	189.34	DCR|2VULN|2DMG|2ASPD|2SELL	18ASPD|28DMG|37SELL|4FEWX|5TLV|68VULN|8BPWR|9RCR|aLHND
249	42213 21366	   	189.34	DCR|2VULN|2DMG|2ASPD|2SELL	18ASPD|28DMG|37SELL|4FEWX|5TLV|68VULN|8BPWR|9RCR|aBELT
250	36115 31322	   	189.20	DCR|2VULN|1AART|1DMG|1CDMG	18RCVC|2CDMG|35VULN|4FEWX|6RCR|7DMG|9AME|aAART
251	36135 31622	   	189.20	DCR|2VULN|1AART|1DMG|1CDMG	18RCVC|2CDMG|35VULN|4BEXP|6RCR|7DMG|9AME|aAART
252	42132 22561	   	189.07	DCR|3ASPD|2VULN|1MDPS|1DMG	149ASPD|2DMG|39LHND|5MDPS|69VULN|7RCR|8MBVNT|9BPWR|aRPLT
253	42132 22562	   	189.07	DCR|3ASPD|2VULN|1MDPS|1DMG	149ASPD|2DMG|39LHND|5MDPS|69VULN|7RCR|8MBVNT|9BPWR|aMLV
254	42132 22651	   	189.07	DCR|3ASPD|2VULN|1MDPS|1DMG	149ASPD|2DMG|39LHND|5MDPS|69VULN|7RCR|8LEGI|9BPWR|aRPLT
255	42132 22652	   	189.07	DCR|3ASPD|2VULN|1MDPS|1DMG	149ASPD|2DMG|39LHND|5MDPS|69VULN|7RCR|8LEGI|9BPWR|aMLV
256	41423 25344	 * 	189.00	DCR|2VULN|2ASPD|2CDMG|1NUKE|1DUR	18ASPD|2DUR|3RMIN|4MBVNT|58CDMG|68VULN|7RPLT|8BPWR|9NUKE|aRCR
257	42132 22563	   	188.97	DCR|3ASPD|2VULN|1MDPS|1DMG	149ASPD|2DMG|39LHND|5MDPS|69VULN|7RCR|8MBVNT|9BPWR|aDUST
258	42132 22653	   	188.97	DCR|3ASPD|2VULN|1MDPS|1DMG	149ASPD|2DMG|39LHND|5MDPS|69VULN|7RCR|8LEGI|9BPWR|aDUST
259	42132 22434	 * 	188.90	DCR|3DMG|1MDPS|2ASPD|1VULN	14ASPD|29aDMG|3LHND|5MDPS|6VULN|7RCR|8FEWX
260	34211 42225	 * 	188.88	DCR|2VULN|2ASPD|3CDMG|1AAC	1RCVC|2CANARM|3AAC|46VULN|569CDMG|6BPWR|7aASPD|8RCR
261	42132 22535	   	188.80	DCR|3DMG|1MDPS|2ASPD|1VULN	14ASPD|29aDMG|3LHND|5MDPS|6VULN|7RCR|8MBVNT
262	42132 22634	   	188.80	DCR|3DMG|1MDPS|2ASPD|1VULN	14ASPD|29aDMG|3LHND|5MDPS|6VULN|7RCR|8LEGI
263	11323 28444	 * 	188.80	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG	1LWND|2ERES|3ASPD|4MBVNT|5aCDMG|6VULN|7RCR|8AART|9DMG
264	43611 41221	 * 	188.65	DCR|2ASPD|3CDMG|1VULN|1DMG	16ASPD|2aRCVC|3SPLJET|4VULN|569CDMG|6BPWR|7DMG|8RCR
265	41221 13312	 * 	188.59	ACR|3ASPD|3CDMG|1VULN|1AART|2DUR	19aASPD|29DUR|3VULN|4AME|5RCR|679CDMG|8AART|9BPWR
266	42132 22123	   	188.51	DCR|2VULN|1MDPS|2ASPD|1DMG|1DUR	14ASPD|2DMG|3LHND|5MDPS|6aVULN|7RCR|8RMIN|9DUR
267	42413 22143	   	188.51	DCR|2VULN|1MDPS|2ASPD|1DMG|1DUR	13ASPD|2DMG|4MDPS|5DUR|6aVULN|7RCR|8RMIN|9BEXP
268	42413 22152	   	188.51	DCR|2VULN|1MDPS|2ASPD|1DMG|1DUR	13ASPD|2DMG|4MDPS|5DUR|69VULN|7RCR|8RMIN|aMLV
269	42414 22123	   	188.51	DCR|2VULN|1MDPS|2ASPD|1DMG|1DUR	13ASPD|2DMG|4MDPS|5LHND|6aVULN|7RCR|8RMIN|9DUR
270	42432 22123	   	188.51	DCR|2VULN|1MDPS|2ASPD|1DMG|1DUR	13ASPD|2DMG|4FEWX|5MDPS|6aVULN|7RCR|8RMIN|9DUR
271	42442 22123	   	188.51	DCR|2VULN|1MDPS|2ASPD|1DMG|1DUR	13ASPD|2DMG|4LHND|5MDPS|6aVULN|7RCR|8RMIN|9DUR
272	36115 31133	   	188.50	DCR|2VULN|1ASPD|1DMG|1CDMG	1RCVC|2CDMG|35VULN|4FEWX|6RCR|7DMG|8BEXP|9RMIN|aASPD
273	36115 33113	   	188.50	DCR|2VULN|1ASPD|1DMG|1CDMG	1RCVC|2CDMG|35VULN|4FEWX|6RCR|7RMIN|8BEXP|9ASPD|aDMG
274	43611 41212	 * 	188.49	DCR|1SPLARM|2ASPD|1VULN|2CDMG|1DMG	16ASPD|2RCVC|3SPLJET|4VULN|56CDMG|6BPWR|7DMG|8RCR|9LIT|aSPLARM
275	36125 11243	   	188.48	DCR|3VULN|1DMG|1CDMG|1AAC|1DUR	1RCVC|2CDMG|356VULN|4DUR|7DMG|8AAC|9RCR|aRMIN
276	32251 31243	   	188.45	ACR|3VULN|2DMG|1ASPD|1DUR	19RCVC|2RCR|38LIT|48DMG|5DUR|6ASPD|78aVULN|8BPWR
277	42413 22133	   	188.41	DCR|2VULN|1MDPS|2ASPD|1DMG|1DUR	13ASPD|2DMG|4MDPS|5DUR|6aVULN|7RCR|8RMIN|9DUST
278	42413 22151	   	188.41	DCR|2VULN|1MDPS|2ASPD|1DMG|1DUR|1MSE	13ASPD|2DMG|4MDPS|5DUR|69VULN|7RCR|8RMIN|aMSE
279	43611 41223	   	188.33	DCR|2ASPD|3CDMG|1VULN|1DMG	16ASPD|2RCVC|3SPLJET|4VULN|569CDMG|6BPWR|7DMG|8RCR|aMLV
280	43611 41222	   	188.23	DCR|2ASPD|3CDMG|1VULN|1DMG	16ASPD|2RCVC|3SPLJET|4VULN|569CDMG|6BPWR|7DMG|8RCR|aTLV
281	36125 31343	   	188.22	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	18RCVC|2CDMG|35VULN|4DUR|6RCR|7DMG|9ZMB|aRMIN
282	56315 21213	   	188.19	DCR|3VULN|1ASPD|1DMG|1ZMB	15RPLT|24BEXP|346VULN|4BPWR|7DMG|8RCR|9ASPD|aZMB
283	54331 21213	   	188.09	DCR|3VULN|1ASPD|1DMG|1ZMB	1RPLT|236VULN|45BEXP|7DMG|8RCR|9ASPD|aZMB
284	54335 21213	   	188.09	DCR|3VULN|1ASPD|1DMG|1ZMB	15RPLT|236VULN|4BEXP|7DMG|8RCR|9ASPD|aZMB
285	54631 21213	   	188.09	DCR|3VULN|1ASPD|1DMG|1ZMB	1RPLT|246VULN|35BEXP|7DMG|8RCR|9ASPD|aZMB
286	56331 21213	   	188.09	DCR|3VULN|1ASPD|1DMG|1ZMB	1RPLT|25BEXP|346VULN|7DMG|8RCR|9ASPD|aZMB
287	56335 21213	   	188.09	DCR|3VULN|1ASPD|1DMG|1ZMB	15RPLT|2BEXP|346VULN|7DMG|8RCR|9ASPD|aZMB
288	36135 31122	   	188.05	DCR|2VULN|1AART|1DMG|1CDMG	1RCVC|2CDMG|35VULN|48BEXP|6RCR|7DMG|9AME|aAART
289	36135 34122	   	188.05	DCR|2VULN|1AART|1DMG|1CDMG	1RCVC|2CDMG|35VULN|47BEXP|6RCR|8DMG|9AME|aAART
290	36115 31422	   	187.95	DCR|2VULN|1AART|1DMG|1CDMG	1RCVC|2CDMG|35VULN|4FEWX|6RCR|7DMG|8TLV|9AME|aAART
291	36115 31432	   	187.95	DCR|2VULN|1AART|1DMG|1CDMG	1RCVC|2CDMG|35VULN|49FEWX|6RCR|7DMG|8TLV|aAART
292	36135 31422	   	187.95	DCR|2VULN|1AART|1DMG|1CDMG	1RCVC|2CDMG|35VULN|4BEXP|6RCR|7DMG|8TLV|9AME|aAART
293	42123 36324	   	187.92	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1ASPD|29DMG|3LHND|4ERES|5ZMB|6CDMG|7VULN|8DUR|aRCR
294	22511 21363	 * 	187.90	DCR|2VULN|2ASPD|1DMG|1CDMG|2SELL	18ERES|28ASPD|3DMG|47SELL|5FEWX|68VULN|8BPWR|9RCR|aCDMG
295	43131 61611	   	187.80	DCR|3VULN|1ASPD|1DMG|1DUR	1ASPD|2RCVC|3LIT|478VULN|5DUR|6DMG|9RCR|aLWND
296	32251 31213	   	187.72	ACR|3VULN|2DMG|1ASPD|1DUR	1RCVC|2RCR|38LIT|48DMG|5DUR|6ASPD|78aVULN|8BPWR|9DMSP
297	42513 22343	   	187.72	DCR|2VULN|2DMG|1MDPS|1ASPD|1DUR	1ASPD|23DMG|4MDPS|5DUR|6aVULN|7RCR|8AME|9BEXP
298	42513 22352	   	187.72	DCR|2VULN|1MDPS|2DMG|1ASPD|1DUR	1ASPD|23DMG|4MDPS|5DUR|69VULN|7RCR|8AME|aMLV
299	42514 22323	   	187.72	DCR|2VULN|2DMG|1MDPS|1ASPD|1DUR	1ASPD|23DMG|4MDPS|5LHND|6aVULN|7RCR|8AME|9DUR
300	42532 22323	   	187.72	DCR|2VULN|2DMG|1MDPS|1ASPD|1DUR	1ASPD|23DMG|4FEWX|5MDPS|6aVULN|7RCR|8AME|9DUR
301	42542 22323	   	187.72	DCR|2VULN|2DMG|1MDPS|1ASPD|1DUR	1ASPD|23DMG|4LHND|5MDPS|6aVULN|7RCR|8AME|9DUR
302	43131 61612	   	187.70	DCR|3VULN|1ASPD|1DMG|1DUR	1ASPD|2RCVC|3LIT|478VULN|5DUR|6DMG|9RCR|aERES
303	42413 22353	   	187.69	DCR|2VULN|1MDPS|2ASPD|1DMG|1AAC|1DUR	13ASPD|2DMG|4MDPS|5DUR|69VULN|7RCR|8AME|aAAC
304	36115 31114	   	187.67	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1RCVC|2CDMG|35VULN|4FEWX|6RCR|7DMG|8BEXP|9ASPD|aAAC
305	36115 31214	   	187.67	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1RCVC|2CDMG|35VULN|4FEWX|6RCR|7DMG|8LWND|9ASPD|aAAC
306	34211 42242	   	187.67	DCR|2VULN|2CDMG|1ASPD|1DMG|1AAC	1RCVC|2CANARM|3AAC|46VULN|56CDMG|6BPWR|7ASPD|8RCR|9CGEN|aDMG
307	36133 21226	   	187.67	DCR|2VULN|2CDMG|1ASPD|1DMG	1RCVC|29CDMG|36VULN|4BEXP|5MBVNT|7DMG|8RCR|aASPD
308	42513 22252	   	187.62	DCR|2VULN|1MDPS|2DMG|1ASPD|1DUR	1ASPD|23DMG|4MDPS|5DUR|69VULN|7RCR|8ERES|aMLV
309	42513 22333	   	187.62	DCR|2VULN|2DMG|1MDPS|1ASPD|1DUR	1ASPD|23DMG|4MDPS|5DUR|6aVULN|7RCR|8AME|9DUST
310	42513 22351	   	187.62	DCR|2VULN|2DMG|1MDPS|1ASPD|1DUR|1MSE	1ASPD|23DMG|4MDPS|5DUR|69VULN|7RCR|8AME|aMSE
311	42413 22253	   	187.59	DCR|2VULN|1MDPS|2ASPD|1DMG|1AAC|1DUR	13ASPD|2DMG|4MDPS|5DUR|69VULN|7RCR|8ERES|aAAC
312	36135 31314	   	187.57	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1RCVC|2CDMG|35VULN|4BEXP|6RCR|7DMG|8DUST|9ASPD|aAAC
313	32253 31253	   	187.57	ACR|3DMG|2VULN|1ASPD|1ZMB	1RCVC|2RCR|38LIT|48aDMG|5LWND|6ASPD|78VULN|8BPWR|9ZMB
314	41323 28322	   	187.56	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1ASPD|2DUR|3MLV|4MBVNT|5CDMG|6aVULN|7RCR|8RCVC|9DMG
315	42513 22251	   	187.52	DCR|2VULN|2DMG|1MDPS|1ASPD|1DUR|1MSE	1ASPD|23DMG|4MDPS|5DUR|69VULN|7RCR|8ERES|aMSE
316	36115 33351	   	187.41	DCR|3VULN|1DMG|1CDMG	18RCVC|2CDMG|359VULN|4FEWX|6RCR|7RMIN|aDMG
317	42213 21344	   	187.34	DCR|2VULN|2DMG|2ASPD|2SELL	18ASPD|28DMG|37SELL|4FEWX|5TLV|68VULN|8BPWR|9MLV|aRCR
318	42513 22113	   	187.34	DCR|2DMG|1MDPS|2ASPD|1VULN|1AAC|1DUR	19ASPD|23DMG|4MDPS|5DUR|6VULN|7RCR|8RMIN|aAAC
319	43135 11112	   	187.30	DCR|3VULN|2ASPD|2ZMB	18ASPD|2RCVC|3LIT|48aVULN|5ERES|6MLV|78ZMB|8BPWR|9RCR
320	22512 34252	   	187.25	DCR|2DMG|2ASPD|1AART|1CDMG|1SELL	1ERES|25ASPD|35DMG|4SELL|5BPWR|6TLV|7AART|8RCR|9BELT|aCDMG
321	22512 34261	   	187.25	DCR|2DMG|2ASPD|1AART|1CDMG|1SELL	1ERES|25ASPD|35DMG|4SELL|5BPWR|6TLV|7AART|8RCR|9CDMG|aMLV
